den	den	den	den	PRO;DEF;MASC+FEM;SG	PRO;ACC;MASC+FEM;SG;3
möjligheter	indstillinger	möjlighet	indstilling	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
möjligheter	valgmuligheder	möjlighet	valgmulighed	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
döttrar	døtre	döttra	døn	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
springs	springs	spring	springe	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
intressen	interesser	intresse	interesse	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;PL
stanna	bliv	stanna	bliv	V;IMP;FIN;ACT	V;IMP
rena	rene	rena	ren	ADJ;NOM;PL	ADJ;PL
rena	rene	rena	ren	ADJ;NOM;PL	ADJ;PL
troligtvis	formentlig	troligtvis	formentlig	ADV	ADV
troligtvis	sikkert	troligtvis	sikkert	ADV	ADV
troligtvis	formodentlig	troligtvis	formodentlig	ADV	ADV
troligtvis	sandsynligvis	troligtvis	sandsynligvis	ADV	ADV
troligtvis	sandsynligvis	troligtvis	sandsynligvis	ADV	ADV
behöll	holdte	behålla	holde	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
behöll	holdt	behålla	holde	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
behöll	beholdt	behålla	beholde	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
konung	konge	konung	konge	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
värden	værdier	värde	værdi	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;PL
bildad	veluddannet	bilda	veluddannet	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG
matematiker	matematikere	matematik	matematiker	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
fiender	fjender	fiende	fjende	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
fiender	fjender	fiende	fjende	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
tydlig	klar	tydlig	klar	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
gram	gram	gram	gram	N	N;INDF;MASC+FEM;SG
gram	grams	gram	gram	N	N;INDF;MASC+FEM;SG
gram	gram	gram	gram	N	N;INDF;MASC+FEM;SG
gram	grams	gram	gram	N	N;INDF;MASC+FEM;SG
följt	fulgte	följa	følge	V;V.CVB;ACT	V;IND;PST;FIN;ACT
följt	efterfulgt	följa	efterfølge	V;V.CVB;ACT	V;INDF;SG;PST;V.PTCP
följt	fulgt	följa	følge	V;V.CVB;ACT	V;INDF;SG;PST;V.PTCP
kanoner	kanoner	kanon	kanon	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
kanoner	kanoner	kanon	kanon	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
dream	drøm	dream	drøm	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
förklarar	forklarer	förklara	forklare	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
förklarar	forklare	förklara	forklare	V;IND;PRS;FIN;ACT	V;NFIN;ACT
förklarar	erklærer	förklara	erklære	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
förklarar	forklarer	förklara	forklare	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
förklarar	forklare	förklara	forklare	V;IND;PRS;FIN;ACT	V;NFIN;ACT
edition	udgave	edition	udgave	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
självmord	selvmord	självmord	selvmord	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
självmord	selvmord	självmord	selvmord	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
diskografi	diskografi	diskografi	diskografi	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
neutral	neutral	neutral	neutral	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
neutral	neutralt	neutral	neutralt	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
positiv	positivt	positiv	positiv	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
positiv	positiv	positiv	positiv	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
ice	is	ice	is	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
ice	køl	ice	køl	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
positiva	positive	positiv	positiv	ADJ;NOM;PL	ADJ;PL
succé	succes	succé	succes	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
obscura	obscura	obscur	obscura	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
kommissionen	kommissionen	kommission	kommission	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
ungar	børn	unge	barn	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
ungar	unger	unge	unge	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
ungar	unger	unge	unge	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
rörelser	flytninger	rörelse	flytning	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
rörelser	bevægelser	rörelse	bevægelse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
rörelser	bevægelser	rörelse	bevægelse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
uppnå	opnå	uppnå	opnå	V;IMP;FIN;ACT	V;NFIN;ACT
vilar	hvilende	vila	hvilende	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
vilar	hviler	vila	hvile	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
hittade	fundne	hitta	fundne	V;IND;PST;FIN;ACT	V;NFIN;ACT
hittade	fandt	hitta	finde	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
hittade	fundet	hitta	finde	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
agent	agent	agent	agent	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
enlighet	overensstemmelse	enlighet	overensstemmelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
förkortning	forkortelse	förkortning	forkortelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
westfalen	westfalen	cestfal	westfale	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
starkare	stærkere	stark	stærk	ADJ;NOM;CMPR	ADJ;CMPR
omgångar	runder	omgång	runde	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
utgåva	release	utgåva	release	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
utgåva	udslip	utgåva	udslip	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
utgåva	frigivelse	utgåva	frigivelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
utgåva	udsætning	utgåva	udsætning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
utgåva	udgave	utgåva	udgave	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
utställningar	udstillinger	utställning	udstilling	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
studie	undersøgelse	studium	undersøgelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
studie	studie	studium	studie	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
vinnaren	vinderen	vinnar	vinder	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
luft	luft	luft	luft	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
förändring	skift	förändring	skift	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
förändring	ændring	förändring	ændring	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
förändring	forandring	förändring	forandring	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
front	front	front	front	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
melodi	melodi	melodi	melodi	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
arméns	hær	arm	hær	N;GEN;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
arméns	army	arm	army	N;GEN;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
dikt	digt	dikt	digt	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
bonde	bonde	bonde	bond	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
bonde	bonde	bonde	bond	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
bonde	brik	bonde	brik	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
bonde	bonde	bonde	bond	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
bonde	rekrut	bonde	rekrut	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
bonde	landbruger	bonde	landbruger	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
bonde	bonde	bonde	bond	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
bonde	landmand	bonde	landmand	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
bonde	farmer	bonde	farm	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
foundation	foundation	foundation	foundation	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
foundation	institut	foundation	institut	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
foundation	fond	foundation	fond	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
foundation	stiftelse	foundation	stiftelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
foundation	fundament	foundation	fundament	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
existerar	eksisterer	existera	eksistere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
existerar	eksistere	existera	eksistere	V;IND;PRS;FIN;ACT	V;NFIN;ACT
existerar	findes	existera	findes	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
existerar	eksisterer	existera	eksistere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
existerar	eksistere	existera	eksistere	V;IND;PRS;FIN;ACT	V;NFIN;ACT
existerar	findes	existera	findes	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
beräknas	beregnes	beräkna	beregne	V;IND;PRS;FIN;PASS	V;IND;PRS;FIN;PASS
antagligen	formentlig	antagligen	formentlig	ADV	ADV
antagligen	sikkert	antagligen	sikkert	ADV	ADV
antagligen	formodentlig	antagligen	formodentlig	ADV	ADV
antagligen	sandsynligvis	antagligen	sandsynligvis	ADV	ADV
rösta	stem	rösta	stem	V;IMP;FIN;ACT	V;IMP
stenar	klipper	sten	klippe	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
hantera	administrere	hantera	administrer	V;IMP;FIN;ACT	V;NFIN;ACT
hantera	håndtere	hantera	håndtere	V;IMP;FIN;ACT	V;NFIN;ACT
vila	hvile	vila	hvile	V;IMP;FIN;ACT	V;NFIN;ACT
fenomen	fænomen	fenom	fænomen	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
fenomen	fænomen	fenom	fænomen	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
takt	tempo	takt	tempo	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
takt	takt	takt	takt	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
rik	rig	rik	rig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
rik	rigt	rik	rigt	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
tema	emne	tema	emne	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
tema	tema	tema	tema	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
vilda	vilde	vilja	vild	ADJ;NOM;PL	ADJ;PL
vilda	vildtlevende	vilja	vildtlevende	ADJ;NOM;PL	ADJ
passar	passer	passa	passe	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
passar	passer	passa	passe	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
andel	andel	andel	andel	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
utställning	udstilling	utställning	udstilling	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
utställning	fremvisning	utställning	fremvisning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
utställning	udstilling	utställning	udstilling	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
utställning	opvisning	utställning	opvisning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
representant	repræsentant	representant	repræsentant	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
pågående	igangværende	pågående	igangværende	ADJ;NOM;PRS;V.PTCP	ADJ
pågående	løbende	pågående	løbende	ADJ;NOM;PRS;V.PTCP	ADJ
främmande	fremmed	främmande	fremmed	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
främmande	udenlandsk	främmande	udenlandsk	ADJ;NOM	ADJ;INDF;SG
främmande	fremmed	främmande	fremmed	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
mayo	mayonnaise	mayo	mayonnaise	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
situation	situation	situation	situation	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
sol	sol	sol	sol	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
sol	sol	sol	sol	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
sol	sol	sol	sol	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
relationer	relationer	relation	relation	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
relationer	relationer	relation	relation	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
relationer	forbindelser	relation	forbindelse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
händelse	hændelse	händelse	hændelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
händelse	historie	händelse	historie	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
händelse	hændelse	händelse	hændelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
händelse	event	händelse	event	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
händelse	begivenhed	händelse	begivenhed	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
universum	univers	universum	univers	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
skickade	afsendt	skicka	afsende	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
skickade	sendte	skicka	sende	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
skickade	sendt	skicka	sende	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
slutspel	playoff	slutspel	playoff	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
slutspel	slutspil	slutspel	slutspil	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
tillgängliga	tilgængelige	tillgänglig	tilgængelig	ADJ;NOM;PL	ADJ;PL
tillgängliga	ledige	tillgänglig	ledig	ADJ;NOM;PL	ADJ;PL
aktiviteter	aktiviteter	aktivitet	aktivitet	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
datorer	computere	dator	computere	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
datorer	datamater	dator	datamat	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
institutionen	institutionen	institution	institution	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
bidra	bidrage	bidra	bidrage	V;IMP;FIN;ACT	V;NFIN;ACT
bidra	medvirkende	bidra	medvirkende	V;IMP;FIN;ACT	V;PRS;V.PTCP
bidra	bidrage	bidra	bidrage	V;IMP;FIN;ACT	V;NFIN;ACT
poesi	poesi	poesi	poesi	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
take	take	take	take	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
läkemedel	medicinalvarer	läkemedel	medicinalvarer	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;PL
läkemedel	lægemidler	läkemedel	lægemiddel	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
läkemedel	lægemidler	läkemedel	lægemiddel	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
läkemedel	stoffer	läkemedel	stof	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
block	blokke	block	blok	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
block	blokering	block	blokering	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
block	blok	block	blok	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
gammalt	gammelt	gammal	gammel	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
gammalt	gammel	gammal	gammel	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;MASC+FEM;SG
psalmer	salmer	psalm	salmer	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
chang	chang	chang	chang	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
listor	lister	listor	liste	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
listor	fortegnelser	listor	fortegnelse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
brant	stejl	brant	stejl	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;MASC+FEM;SG
försäljning	salg	försäljning	salg	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
försäljning	udsalg	försäljning	udsalg	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
försäljning	salg	försäljning	salg	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
indisk	inder	indisk	inder	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
undervisning	undervisning	undervisning	undervisning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
musikgrupp	band	musikgrupp	band	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
musikgrupp	orkester	musikgrupp	orkester	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
project	projekt	project	projekt	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
project	project	project	project	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
stödja	understøttende	stödja	understøtte	V;IMP;FIN;ACT	V;PRS;V.PTCP
stödja	støttende	stödja	støtte	V;IMP;FIN;ACT	V;PRS;V.PTCP
fördel	begunstigelse	fördel	begunstigelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
fördel	fordel	fördel	fordel	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
basket	basket	bask	baske	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
basket	basketball	bask	basketball	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
pubescens	pubescens	pubesc	pubescens	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
nordligaste	nordligste	nordlig	nordlig	ADJ;NOM;DEF;RL	ADJ;DEF;RL
rådgivare	vejleder	rådgivare	vejled	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
rådgivare	rådgivere	rådgivare	rådgiver	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
rådgivare	konsulenter	rådgivare	konsulent	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
slutspelet	slutspillet	slutspel	slutspillet	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
congress	kongres	congress	kongre	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
professionella	faglige	professionell	faglig	ADJ;NOM;PL	ADJ;PL
professionella	professionelle	professionell	professionel	ADJ;NOM;PL	ADJ;PL
professionella	professionelle	professionell	professionel	ADJ;NOM;PL	ADJ;PL
verkligheten	virkeligheden	verklighet	virkelighed	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
vinster	gevinster	vinst	gevinst	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
aftonbladet	aftonbladet	aftonblad	aftonblad	N;NOM;DEF;MASC+FEM;SG	N;DEF;NEUT;SG
leddes	ført	leda	føre	V;IND;PST;FIN;PASS	V;INDF;SG;PST;V.PTCP
leddes	ledt	leda	ledt	V;IND;PST;FIN;PASS	V;INDF;SG;PST;V.PTCP
stubbar	stumper	stubb	stump	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
stranden	stranden	strand	strand	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
försvara	forsvare	försvara	forsvare	V;IMP;NFIN;ACT	V;NFIN;ACT
försvara	forsvare	försvara	forsvare	V;IMP;NFIN;ACT	V;NFIN;ACT
räknar	tæller	räkna	tælle	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
räknar	tæller	räkna	tælle	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
räknar	tælle	räkna	tælle	V;IND;PRS;FIN;ACT	V;NFIN;ACT
ställe	sted	ställe	sted	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
ställe	plads	ställe	plads	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
avsked	opsigelse	avsked	opsigelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
avsked	fratrædelse	avsked	fratrædelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
avsked	afsked	avsked	afsked	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
play	spil	play	spil	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
play	leg	play	leg	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
majoriteten	flertallet	majoritet	flertal	N;NOM;DEF;MASC+FEM;SG	N;DEF;NEUT;SG
fysiska	fysiske	fysisk	fysisk	ADJ;NOM;PL	ADJ;PL
arkeologiska	arkæologiske	arkeologisk	arkæologisk	ADJ;NOM;PL	ADJ;PL
styre	regeringsførelse	styre	regeringsførelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
styre	ledelse	styre	ledelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
styre	forvaltning	styre	forvaltning	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
styre	styring	styre	styring	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
konsten	art	konst	art	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
konsten	kunst	konst	kunst	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
ber	bede	be	bede	V;IMP;FIN;ACT	V;NFIN;ACT
ber	bede	be	bede	V;IMP;FIN;ACT	V;NFIN;ACT
djupt	dybt	djup	dybt	ADV	ADV
djupt	dybt	djup	dybt	ADV	ADV
villkor	termer	villkor	term	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;PL
villkor	benævnelser	villkor	benævnelse	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;PL
villkor	vilkår	villkor	vilkår	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
villkor	betingelser	villkor	betingelse	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;PL
villkor	vilkår	villkor	vilkår	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
ändamål	formål	ändamål	formål	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
flotta	flåde	flotta	flåde	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
flotta	marine	flotta	marine	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
flotta	flåde	flotta	flåde	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
skärgård	øhav	skärgård	øhav	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
arbetare	arbejdstagere	arbetare	arbejdstager	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
arbetare	arbejdere	arbetare	arbejder	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
somerset	somerset	somerset	somerset	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
störst	størst	stor	størst	ADJ;NOM;INDF;RL	ADJ;RL
anknytning	tilslutning	anknytning	tilslutning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
anknytning	tilknytning	anknytning	tilknytning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
anknytning	tilhørsforhold	anknytning	tilhørsforhold	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
anknytning	forbindelse	anknytning	forbindelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
anknytning	tilslutning	anknytning	tilslutning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
anknytning	tilknytning	anknytning	tilknytning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
skrivet	skriftlig	skriva	skriftlig	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;MASC+FEM;SG
motorer	motorer	motor	motor	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
motorer	motorer	motor	motor	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
meadow	eng	meadol	eng	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
tropiska	tropiske	tropisk	tropisk	ADJ;NOM;PL	ADJ;PL
senaten	senatet	senat	senatet	N;NOM;DEF;MASC+FEM;SG	N;DEF;NEUT;SG
starr	katarakt	starr	katarakt	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
någonting	noget	någonting	nogen	PRO;INDF;NEUT;SG	PRO;NEUT;SG
anställning	ansættelse	anställning	ansættelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
anställning	beskæftigelse	anställning	beskæftigelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
rummet	værelset	rum	værelse	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
eucalyptus	eukalyptus	eucalyptus	eukalyptus	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
myndigheterna	myndighederne	myndighet	myndighed	N;NOM;DEF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
dina	dine	du	din	PRO;DEF;PL	PRO;ACC;MASC+FEM;PL;1
medverkande	deltagende	medverkande	deltagende	ADJ;NOM;PRS;V.PTCP	ADJ
sjukhuset	sygehuset	sjukhus	sygehus	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
