med	so	med	s	ADP	ADP;INS
anlände	dorazil	anlände	doraziť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
anlände	prišli	anlände	prísť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
anlände	dorazili	anlände	doraziť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
anlände	prišla	anlände	prísť	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
löjtnant	poručík	löjtnant	poručík	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
löjtnant	nadporučík	löjtnant	nadporučík	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
publiken	dav	publik	dav	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
publiken	zástup	publik	zástup	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
använd	používať	använda	používať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
använd	použiť	använda	použiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
använd	použite	använda	použita	V;IMP;FIN;ACT	V;PFV;IMP;PL;2;POS;FIN
snabbare	rýchlejší	snabb	rýchly	ADJ;NOM;CMPR	ADJ;ANIM;NOM;CMPR;MASC;SG
snabbare	rýchlejšia	snabb	rýchly	ADJ;NOM;CMPR	ADJ;NOM;CMPR;FEM;SG
catarina	catarina	catarin	catarina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
traditionen	tradícia	tradition	tradícia	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
salix	salix	salix	salix	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
farbror	ujo	farbro	ujo	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
farbror	strýko	farbro	strýko	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
stående	státie	stående	státiť	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
stående	portrét	stående	portrét	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
krafter	právomoci	kraft	právomoc	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
krafter	sily	kraft	sila	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
passage	priechod	passage	priechod	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
passage	pasáž	passage	pasáž	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
längsta	najvyššia	lång	vysoký	ADJ;NOM;DEF;RL	ADJ;NOM;RL;FEM;SG
närliggande	blízke	närliggande	blízky	ADJ;NOM;PRS;V.PTCP	ADJ;NOM;NEUT;PL
ändringar	modifikácie	ändring	modifikácia	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
ändringar	úpravy	ändring	úprava	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
ändringar	zmeny	ändring	zmena	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
ändringar	zmeny	ändring	zmena	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
handling	akcia	handling	akcia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
handling	doklad	handling	doklad	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
handling	dokument	handling	dokument	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
handling	písomnosť	handling	písomnosť	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
restaurang	reštaurácia	restaurang	reštaurácia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
tidpunkt	načasovanie	tidpunkt	načasovanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
tidpunkt	časovanie	tidpunkt	časovanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
tidpunkt	čas	tidpunkt	čas	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tidpunkt	doba	tidpunkt	doba	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
turnering	turnaj	turnering	turnaj	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kammare	komora	kammare	komora	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
lager	vrstvy	lag	vrstva	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
lager	ložiská	lag	ložisko	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
lager	stavy	lag	stav	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
lager	zásoby	lag	zásob	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
innefattar	zahrňuje	innefatta	zahrňovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
innefattar	zahŕňa	innefatta	zahŕňať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
innefattar	zahrnuje	innefatta	zahrnúť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
påverka	ovplyvňovať	påverka	ovplyvňovať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
påverka	ovplyvniť	påverka	ovplyvniť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
påverka	ovplyvňovať	påverka	ovplyvňovať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
påverka	ovplyvniť	påverka	ovplyvniť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
parque	parque	parque	parba	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bakgrunden	pozadie	bakgrund	pozadie	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
bakgrunden	minulosť	bakgrund	minulosť	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
bakgrunden	pozadí	bakgrund	pozadie	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
biblioteket	knižnica	bibliotek	knižnica	N;NOM;DEF;NEUT;SG	N;NOM;FEM;SG
angel	anjelik	angel	anjelik	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
angel	anjel	angel	anjel	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
intryck	dojem	intryck	dojem	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
domstol	dvor	domstol	dvor	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
domstol	súd	domstol	súd	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
place	miesto	place	miesto	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
place	place	place	placať	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG
gymnasium	gymnázium	gymnasium	gymnázium	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
indica	indica	indica	indica	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
järn	železo	järn	železo	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
möjligheter	príležitosti	möjlighet	príležitosť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
möjligheter	možnosti	möjlighet	možnosť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
möjligheter	moznosti	möjlighet	moznosť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
möjligheter	voľby	möjlighet	voľba	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
möjligheter	opcie	möjlighet	opcia	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
möjligheter	možnosti	möjlighet	možnosť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
döttrar	dcéry	döttra	dcéra	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
intressen	záujmy	intresse	záujem	N;NOM;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
stanna	zastaviť	stanna	zastaviť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
stanna	zostať	stanna	zostať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
stanna	ostať	stanna	ostať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
troligtvis	pravdepodobne	troligtvis	pravdepodobne	ADV	ADV
troligtvis	pravdepodobne	troligtvis	pravdepodobne	ADV	ADV
konung	kráľ	konung	kráľ	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
konung	král	konung	král	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
värden	hodnoty	värde	hodnota	N;NOM;INDF;NEUT;PL	N;NOM;FEM;PL
bildad	vzdelaný	bilda	vzdelaný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
matematiker	matematici	matematik	matematica	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
fiender	nepriatelia	fiende	nepriateľ	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
tydlig	jasné	tydlig	jasný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
gram	gram	gram	gram	N	N;NOM;FEM;SG
gram	gramov	gram	gram	N	N;INAN;GEN;MASC;PL
följt	nasledovala	följa	nasledovať	V;V.CVB;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
följt	nasledovalo	följa	nasledovať	V;V.CVB;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
följt	nasledovali	följa	nasledovať	V;V.CVB;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
följt	sledoval	följa	sledovať	V;V.CVB;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
kanoner	delá	kanon	delo	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
kanoner	delá	kanon	delo	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
dream	sen	dream	sen	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
förklarar	vysvetľovať	förklara	vysvetľovať	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
förklarar	vysvetľuje	förklara	vysvetľovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
förklarar	vysvetliť	förklara	vysvetliť	V;IND;PRS;FIN;ACT	V;PFV;POS;NFIN
edition	edícia	edition	edícia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
edition	vydanie	edition	vydanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
självmord	samovražda	självmord	samovražda	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
språken	jazyky	språk	jazyk	N;NOM;DEF;NEUT;PL	N;INAN;NOM;MASC;PL
diskografi	diskografia	diskografi	diskografia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
neutral	neutrálny	neutral	neutrálny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
neutral	neutrálna	neutral	utrálny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
positiv	pozitívna	positiv	pozitívny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
positiv	kladná	positiv	kladný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
positiv	pozitívny	positiv	pozitívny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
ice	ľad	ice	ľad	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
succé	úspešnosť	succé	úspešnosť	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
succé	úspech	succé	úspech	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
uppdaterad	aktualizované	uppdaterad	aktualizovaný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
uppdaterad	aktualizovaný	uppdaterad	aktualizovaný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
obscura	obscura	obscur	obscura	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kommissionen	komisia	kommission	komisia	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
kommissionen	komisii	kommission	komisia	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
ungar	deti	unge	dieťa	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
ungar	decká	unge	decko	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
ungar	mláďatá	unge	mláďatý	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
rörelser	presuny	rörelse	presun	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
rörelser	pohyby	rörelse	pohyb	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
uppnå	dosiahnuť	uppnå	dosiahnuť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
uppnå	dosahovať	uppnå	dosahovať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
uppnå	dosiahnuť	uppnå	dosiahnuť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
maculata	maculata	maculat	maculata	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
vilar	odpočíva	vila	odpočívať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
hittade	našiel	hitta	nájsť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
hittade	našli	hitta	nájsť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
hittade	našlo	hitta	nájsť	V;IND;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
agent	agentka	agent	agentka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
agent	agent	agent	agent	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
enlighet	súlade	enlighet	súlad	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
förkortning	skratka	förkortning	skratka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
starkare	silnejšia	stark	silný	ADJ;NOM;CMPR	ADJ;NOM;CMPR;FEM;SG
starkare	silnejší	stark	silný	ADJ;NOM;CMPR	ADJ;ANIM;NOM;CMPR;MASC;SG
omgångar	kolá	omgång	kolo	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
utgåva	uvoľnenie	utgåva	uvoľnenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
utgåva	prepustenie	utgåva	prepustenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
utgåva	edícia	utgåva	edícia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
utgåva	vydanie	utgåva	vydanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
utställningar	výstavy	utställning	výstava	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
studie	štúdium	studium	štúdium	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
leddjur	článkonožce	leddjur	článkonožec	N;NOM;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
vinnaren	výherca	vinnar	výherca	N;NOM;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
vinnaren	víťaz	vinnar	víťaz	N;NOM;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
luft	ovzdušie	luft	ovzdušie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
luft	vzduch	luft	vzduch	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
förändring	zmena	förändring	zmena	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
front	front	front	front	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
melodi	melódia	melodi	melódia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
dikt	báseň	dikt	báseň	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bonde	sedliak	bonde	sedliak	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
bonde	pešiak	bonde	pešiak	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
bonde	farmár	bonde	farmár	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
bonde	poľnohospodár	bonde	poľnohospodár	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
bonde	sedliak	bonde	sedliak	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
foundation	nadácia	foundation	nadácia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
foundation	základ	foundation	základ	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
existerar	existovať	existera	existovať	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
existerar	existujú	existera	existovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
existerar	existuje	existera	existovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
existerar	jestvuje	existera	jestvovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
lily	lily	lily	lila	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
beräknas	vypočítať	beräkna	vypočítať	V;IND;PRS;FIN;PASS	V;PFV;POS;NFIN
antagligen	pravdepodobne	antagligen	pravdepodobne	ADV	ADV
rösta	hlasujte	rösta	hlasovať	V;IMP;FIN;ACT	V;IPFV;IMP;PL;2;POS;FIN
rösta	hlasovať	rösta	hlasovať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
rösta	voliť	rösta	voliť	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
stenar	kamene	sten	kameň	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
stenar	kamene	sten	kameň	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
stenar	skaly	sten	skala	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
hantera	riadiť	hantera	riadiť	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
hantera	spravovať	hantera	spravovať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
hantera	zvládnuť	hantera	zvládnuť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
hantera	zaobchádzať	hantera	zaobchádzať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
vila	odpočinúť	vila	odpočinúť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
fenomen	jav	fenom	jav	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
fenomen	fenomén	fenom	fenomén	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
fenomen	jav	fenom	jav	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
fenomen	fenomén	fenom	fenomén	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
pågår	prebiehajú	pågå	prebiehať	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
pågår	prebieha	pågå	prebiehať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
takt	tempo	takt	tempo	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
takt	takt	takt	takt	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
rik	bohaté	rik	bohatý	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
rik	bohatá	rik	bohatý	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
rik	bohatý	rik	bohatý	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
tema	téma	tema	téma	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
passar	zmestí	passa	zmestiť	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
passar	sedí	passa	sedieť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
passar	pasuje	passa	pasovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
passar	prispôsobiť	passa	prispôsobiť	V;IND;PRS;FIN;ACT	V;PFV;POS;NFIN
passar	pristane	passa	pristať	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
passar	vyhovuje	passa	vyhovovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
utställning	výstava	utställning	výstava	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
utställning	výstava	utställning	výstava	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
representant	predstaviteľ	representant	predstaviteľ	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
representant	zástupca	representant	zástupca	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
pågående	prebiehajúce	pågående	prebiehajúci	ADJ;NOM;PRS;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
pågående	prebiehajúci	pågående	prebiehajúci	ADJ;NOM;PRS;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
pågående	priebežné	pågående	priebežný	ADJ;NOM;PRS;V.PTCP	ADJ;NOM;NEUT;SG
främmande	mimozemské	främmande	mimozemský	ADJ;NOM	ADJ;NOM;NEUT;SG
främmande	cudzie	främmande	cudzí	ADJ;NOM	ADJ;NOM;NEUT;SG
främmande	zahraničný	främmande	zahraničný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
främmande	zahraničné	främmande	zahraničný	ADJ;NOM	ADJ;NOM;NEUT;SG
främmande	cudzí	främmande	cudzí	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
situation	situácia	situation	situácia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sol	slnko	sol	slnko	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
sol	sol	sol	sola	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
relationer	vzťahy	relation	vzťah	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
relationer	vzťahy	relation	vzťah	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
händelse	incident	händelse	incident	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
händelse	príbeh	händelse	príbeh	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
händelse	reportáž	händelse	reportáž	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
händelse	podujatie	händelse	podujatie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
händelse	udalosť	händelse	udalosť	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
händelse	event	händelse	event	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
universum	vesmír	universum	vesmír	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
skickade	poslali	skicka	poslať	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
aktiviteter	činnosti	aktivitet	činnosť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
aktiviteter	aktivity	aktivitet	aktivita	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
datorer	počítače	dator	počítač	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
institutionen	inštitúcia	institution	inštitúcia	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
fabriken	továreň	fabrik	továreň	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
bidra	prispievať	bidra	prispievať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
bidra	prispieť	bidra	prispieť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
bidra	prispievať	bidra	prispievať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
värd	hodné	värd	hodný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
poesi	poézia	poesi	poézia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
läkemedel	lieky	läkemedel	liek	N;NOM;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
läkemedel	lieky	läkemedel	liek	N;NOM;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
läkemedel	lieky	läkemedel	liek	N;NOM;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
läkemedel	drogy	läkemedel	droga	N;NOM;INDF;NEUT;PL	N;NOM;FEM;PL
block	blok	block	blok	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
block	blokovanie	block	blokovanie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
block	zablokovanie	block	zablokovanie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
gammalt	starý	gammal	starý	ADJ;NOM;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
gammalt	staré	gammal	starý	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
gammalt	stará	gammal	starý	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
psalmer	hymny	psalm	hymny	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
listor	zoznamy	listor	zoznam	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
försäljning	predaj	försäljning	predaj	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
försäljning	predaj	försäljning	predaj	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
försäljning	výpredaj	försäljning	výpredať	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
indisk	indický	indisk	indický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
indisk	indické	indisk	indický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
indisk	indická	indisk	indický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
undervisning	výučba	undervisning	výučba	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
undervisning	učenie	undervisning	učenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
undervisning	vyučovanie	undervisning	vyučovanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
musikgrupp	pásmo	musikgrupp	pásmo	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
musikgrupp	kapela	musikgrupp	kapel	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
project	projekt	project	projekt	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
stödja	podporiť	stödja	podporiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
stödja	podporovať	stödja	podporovať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
kartor	mapy	karta	mapy	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
fördel	výhoda	fördel	výhoda	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kandahar	kandahár	kandah	kandahár	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
