من	från	مِن	från	ADP	ADP
خارجي	extern	خَارِجِيّ	exter	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
خارجي	yttre	خَارِجِيّ	yttre	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;CMPR
خارجي	yttre	خَارِجِيّ	yttre	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;CMPR
اقتصادي	ekonomiskt	اِقتِصَادِيّ	ekonomisk	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
اقتصادي	sparsam	اِقتِصَادِيّ	sparsam	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
زملاء	kollegor	زَمِيل	kollegor	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
زملاء	kolleger	زَمِيل	kolleg	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
زملاء	klasskamrater	زَمِيل	klasskamrat	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
توقفت	slutade	تَوَقَّف	sluta	V;PFV;FEM;SG;3;ACT	V;IND;PST;FIN;ACT
توقفت	stannade	تَوَقَّف	stanna	V;PFV;FEM;SG;3;ACT	V;IND;PST;FIN;ACT
تمويل	finansiering	تَموِيل	finansiering	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تمويل	finansiering	تَموِيل	finansiering	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تمويل	finans	تَموِيل	finaas	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تمويل	finansiering	تَموِيل	finansiering	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
المقبرة	kyrkogården	مُقبِر	kyrkogård	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
يعلن	meddelar	أَعلَن	meddela	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
يعلن	proklamerar	أَعلَن	proklamera	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
يعلن	deklarerar	أَعلَن	deklarera	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
يعلن	deklarerar	أَعلَن	deklarera	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
الفئات	kategorierna	فِئَة	kategorium	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
حقيقي	verklig	حَقِيقِيّ	verklig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
حقيقي	äkta	حَقِيقِيّ	äkta	ADJ;NOM;INDF;MASC;SG	ADJ;NOM
حقيقي	verkligt	حَقِيقِيّ	verklig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
حقيقي	riktig	حَقِيقِيّ	riktig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
حقيقي	sann	حَقِيقِيّ	sann	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
نار	fire	نَار	fire	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
نار	brand	نَار	brand	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
نار	eld	نَار	eld	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
كليب	klipp	كليب	klipp	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
برلمان	riksdag	بَرلَمَان	riksdag	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
برلمان	parlament	بَرلَمَان	parlament	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
الحمام	badrummet	حَمَام	badrumme	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
يقف	står	وَقَف	stå	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
ضعيفة	svagt	ضَعِيف	svag	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
ضعيفة	klen	ضَعِيف	kle	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
ضعيفة	svag	ضَعِيف	svag	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
خمسين	femtio	خَمسُون	femtio	NUM;NOM;INDF	NUM;NOM
عضلة	muskel	عضلة	muskel	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
الصاروخ	raket	صَارُوخ	rak	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
الصاروخ	rocket	صَارُوخ	rock	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
الطاقم	besättningen	طَاقِم	besättning	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
المخ	hjärnan	مُخّ	hjärna	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
مسيحي	kristet	مَسِيحِيّ	kristen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
مسيحي	kristen	مَسِيحِيّ	kristen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
السياسيين	politikerna	سِيَاسِيّ	politiker	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
توافق	kompatibilitet	تَوَافُق	kompatibilitet	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
صالة	lounge	صَالَة	lounge	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
صالة	salong	صَالَة	salong	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
صالة	hall	صَالَة	hall	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
عصبية	nervös	عَصَبِيّ	nervös	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
عصبية	nervöst	عَصَبِيّ	nervösa	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
كاتبة	skribent	كَاتِب	skribent	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
مظاهر	yttringar	مَظهَر	yttring	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مظاهر	manifestationer	مَظهَر	manifestation	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
يحيط	omger	أَحَاط	omge	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
تجديد	förnyelse	تَجدِيد	förnyelse	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تجديد	förnyelse	تَجدِيد	förnyelse	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
اصبح	blivit	أَصبَح	bli	V;PFV;MASC;SG;3;ACT	V;V.CVB;ACT
اصبح	blir	أَصبَح	bli	V;PFV;MASC;SG;3;ACT	V;IND;PRS;FIN;ACT
اصبح	bli	أَصبَح	bli	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
نفط	olja	نَفط	olja	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
نفط	petroleum	نَفط	petroleum	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
خطوات	trappsteg	خَطوَة	trappsteg	N;NOM;INDF;PL	N;NOM;INDF;NEUT;PL
حلبة	krets	حَلبَة	kreta	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
الضحايا	offren	ضَحِيَّة	offren	N;NOM;DEF;PL	N;NOM;DEF;NEUT;PL
توسع	utökning	تَوَسُّع	utökning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
توسع	utbyggnad	تَوَسُّع	utbyggnad	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
توسع	expansion	تَوَسُّع	expansion	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
توسع	utvidgning	تَوَسُّع	utvidgning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
الهنود	indianerna	هِندِيّ	indian	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
عدوى	infektion	عَدوَى	infektion	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
الانقلاب	kuppen	اِنقِلَاب	kupp	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
عواصم	huvudstäder	عَاصِمَة	huvudstad	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
قطار	train	قِطَار	train	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قطار	tåg	قِطَار	tåg	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
تقبل	accepterar	قَبِل	acceptera	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
مقاعد	sittplatser	مَقعَد	sittplats	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مقاعد	platser	مَقعَد	plats	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مقاعد	säten	مَقعَد	sät	N;NOM;INDF;PL	N;NOM;INDF;NEUT;PL
مرت	gått	مَرّ	gå	V;PFV;FEM;SG;3;ACT	V;V.CVB;ACT
غنية	rikt	غَنِيّ	rik	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
غنية	rik	غَنِيّ	rik	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
شرط	skick	شَرط	skick	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
الروضة	förskolan	رَوضَة	förskola	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
بدا	påbörjade	بَدَا	påbörja	V;PFV;MASC;SG;3;ACT	V;IND;PST;V.PTCP;ACT
بدا	började	بَدَا	börja	V;PFV;MASC;SG;3;ACT	V;IND;PST;FIN;ACT
بدا	startade	بَدَا	starta	V;PFV;MASC;SG;3;ACT	V;IND;PST;FIN;ACT
يميل	tenderar	مَال	tendera	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
المبادرة	initiativet	مُبَادَرَة	initiativ	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
تراث	arv	تُرَاث	arv	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
تراث	kulturarv	تُرَاث	kulturarv	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
تراث	arv	تُرَاث	arv	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
مؤتمرات	kongresser	مُؤتَمَر	kongress	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مؤتمرات	konferenser	مُؤتَمَر	konferens	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
نفسية	psykologisk	نَفسِيّ	psykologisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
نفسية	psykologiskt	نَفسِيّ	psykologisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
نفسية	psykiskt	نَفسِيّ	psykisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
داخلي	inre	دَاخِلِيّ	inre	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;CMPR
داخلي	intern	دَاخِلِيّ	intern	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
داخلي	inre	دَاخِلِيّ	inre	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;CMPR
داخلي	inre	دَاخِلِيّ	inre	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;CMPR
استراتيجية	strategi	إِسترَاتِيجِيَّة	strategi	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ترجم	översätta	تَرجَم	översätta	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
ترجم	översätt	تَرجَم	översätt	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
بارز	framträdande	بَارِز	framträdande	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PRS;V.PTCP
بارز	framstående	بَارِز	framstående	ADJ;NOM;INDF;MASC;SG	ADJ;NOM
ميزة	övertag	مِيزَة	övertag	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
ميزة	fördel	مِيزَة	fördel	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
متاحة	tillgänglig	مُتَاح	tillgänglig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
متاحة	tillgängligt	مُتَاح	tillgänglig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
تعدد	multipel	عَدَّد	multipel	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
تعدد	flertal	عَدَّد	flertal	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
شهداء	martyrer	شَهِيد	martyr	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
تواصل	fortsätt	تَوَاصُل	fortsätt	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
القطار	tåget	قِطَار	tågen	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
انضمت	anslöt	اِنضَمّ	anslöta	V;PFV;FEM;SG;3;ACT	V;IND;PST;FIN;ACT
تسليم	leverans	تَسلِيم	leverans	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
صارت	blev	صَار	bli	V;PFV;FEM;SG;3;ACT	V;IND;PST;FIN;ACT
لفة	rulle	لِفَة	rulle	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
توصيل	leverans	تَوصِيل	leverans	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
معقدة	krångligt	مُعَقَّد	krånglig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
معقدة	komplicerad	مُعَقَّد	komplicerad	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
معقدة	komplicerat	مُعَقَّد	komplicerad	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ليل	night	لَيل	night	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ليل	kväll	لَيل	kväll	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ليل	natt	لَيل	natt	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
معدنية	metalliskt	مَعدِنِيّ	metallisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
تسلسل	ordningsföljd	تسِلسِل	ordningsföljd	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تسلسل	sekvens	تسِلسِل	sekvens	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
مرتفع	hög	مُرتَفِع	hög	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
مرتفع	högt	مُرتَفِع	hög	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
سلالات	stammar	سُلَالَة	stam	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
قدرات	förmågor	قُدرَة	förmåga	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
بقاء	överlevnad	بَقَاء	överlevnad	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
جماعية	kollektivt	جَمَاعِيّ	kollektiv	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
غناء	sång	غناء	sång	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ناجحة	framgångsrik	نَاجِح	framgångsrik	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
ناجحة	lyckad	نَاجِح	lycka	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ناجحة	lyckat	نَاجِح	lyckad	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
الفقرة	stycket	فَقرَة	styck	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
تسجيلات	registreringar	تَسجِيل	registrering	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
تسجيلات	inspelningar	تَسجِيل	inspelning	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
سلطات	myndigheter	سُلطَة	myndighet	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
سلطات	krafter	سُلطَة	kraft	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
سلطات	befogenheter	سُلطَة	befogenhet	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
سلطات	maktbefogenheter	سُلطَة	maktbefogenhet	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
تعبير	uttryck	تَعبِير	uttryck	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
متوفرة	tillgänglig	مُتَوَفِّر	tillgänglig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
متوفرة	tillgängligt	مُتَوَفِّر	tillgänglig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
المنصة	plattformen	مِنَصَّة	plattform	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
الفندق	hotellet	فُندُق	hotell	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
الدالة	funktionen	دَالَة	funktion	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
رحل	åkt	رَحَل	åkt	V;PFV;MASC;SG;3;ACT	V;V.CVB;ACT
رحل	gått	رَحَل	gå	V;PFV;MASC;SG;3;ACT	V;V.CVB;ACT
قاموس	ordbok	قَامُوس	ordbok	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قاموس	ordlista	قَامُوس	ordlist	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قاموس	lexikon	قَامُوس	lexikon	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
الواجهة	gränssnittet	وَاجِهَة	gränssnitt	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
تقرر	bestämmer	تَقَرَّر	bestämma	V;PFV;MASC;SG;3;ACT	V;IND;PRS;FIN;ACT
تقرر	beslutar	تَقَرَّر	besluta	V;PFV;MASC;SG;3;ACT	V;IND;PRS;FIN;ACT
تقرر	besluta	تَقَرَّر	besluta	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
تقرر	bestämma	تَقَرَّر	bestämma	V;PFV;MASC;SG;3;ACT	V;NFIN;ACT
طبق	maträtt	طَبَّق	maträtt	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
طبق	registreringsskylt	طَبَّق	registreringsskylt	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
طبق	plåt	طَبَّق	plåt	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
طبق	tallrik	طَبَّق	tallrik	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
الثلاثين	trettio	ثَلَاثُون	trettio	NUM;NOM;DEF	NUM;NOM
يدفع	betalar	دَفَع	betala	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
منفذ	hamn	مَنفَذ	hamn	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
منفذ	portvin	مَنفَذ	portvin	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
منفذ	port	مَنفَذ	port	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
منفذ	babord	مَنفَذ	babord	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
يمارس	övade	مَارَس	öva	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PST;FIN;ACT
البنوك	bankerna	بَنك	bank	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
يقبل	godtar	قَبِل	godta	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
يقبل	accepterar	قَبِل	acceptera	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
اللحظة	ögonblicket	لَحظَة	ögonblick	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
مخصص	anpassad	مُخَصَّص	anpassa	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
مخصص	egen	مُخَصَّص	egen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC+FEM;SG
مخصص	anpassat	مُخَصَّص	anpassa	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
مقاطع	stavelser	مَقطَعَة	stavelse	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
سجلات	skivor	سِجِلّ	skiva	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
سجلات	stockar	سِجِلّ	stocka	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مغامرة	äventyr	مُغَامَرَة	äventyr	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
حادة	skarp	حَادّ	skarp	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
تعكس	avspeglar	عَكَس	avspegel	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
تعكس	återger	عَكَس	återge	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
تعكس	återspeglar	عَكَس	återspegel	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
تعكس	reflekterar	عَكَس	reflektera	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
مكاتب	bänkar	مَكتَب	bänka	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
عادي	normal	عَادِيّ	normal	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
المرجع	ref	مَرجِع	ref	N;NOM;DEF;SG	N
فتحة	slot	فَتحَة	slot	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
فتحة	hål	فَتحَة	hål	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
فتحة	hole	فَتحَة	hole	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
مرافق	anläggningar	مِرفَق	anläggning	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مرافق	faciliteter	مِرفَق	facilitet	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
المفاوضات	förhandlingarna	مُفَاوَضَة	förhandling	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
محاكمة	prövning	مُحَاكَمَة	prövning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
محاكمة	rättegång	مُحَاكَمَة	rättegång	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
الحصان	hästen	حَصّ	häst	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
تميل	tenderar	تَمَيَّل	tendera	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
القطر	diametern	قَطَر	diameter	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
استقبال	mottagning	اِستِقبَال	mottagning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
استقبال	reception	اِستِقبَال	reception	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
حساسية	känslighet	حَسَّاسِيّ	känslighet	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
حساسية	lyhördhet	حَسَّاسِيّ	lyhördhet	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
حساسية	allergi	حَسَّاسِيّ	allergi	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
عضلات	muskler	عضلات	muskl	N;NOM;INDF;PL	N;NOM;INDF;NEUT;PL
عضلات	muskler	عضلات	muskl	N;NOM;INDF;PL	N;NOM;INDF;NEUT;PL
درامي	dramatik	درامي	dramatik	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
عبور	korsning	عُبُور	korsning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
عبور	transit	عُبُور	transit	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
تشكيلة	sortiment	تَشكِيلَة	sortiment	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
خواص	fastigheter	خَوَاص	fastighet	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
خواص	egendomar	خَوَاص	egendom	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
خواص	egenskaper	خَوَاص	egenskap	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
الحسابات	beräkningarna	حِسَاب	beräkning	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
المقابلة	intervjun	المقابلة	intervjun	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
صعبة	jobbigt	صَعب	jobbig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
صعبة	hård	صَعب	hård	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
صعبة	svårt	صَعب	svår	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
صعبة	tufft	صَعب	tufft	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
صعبة	tuff	صَعب	tuff	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
صعبة	svår	صَعب	svår	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
صعبة	svårt	صَعب	svår	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
الالتزام	skyldigheten	اِلتِزَام	skyldighet	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
المالك	ägaren	مَالِك	ägare	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
البالغين	vuxna	بَالِغ	vuxen	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;PL
ارتباط	förlovning	اِرتِبَاط	förlovning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ارتباط	interaktion	اِرتِبَاط	interaktion	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ارتباط	engagemang	اِرتِبَاط	engagemang	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
ترشيحات	nomineringar	تَرشِيح	nominering	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
الحملات	kampanjerna	حَملَة	kampanj	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
الكفاءة	effektiviteten	كَفَاءَة	effektivitet	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
السلطنة	sultanatet	سَلطَنَة	sultanat	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
ورق	paper	وَرَق	paper	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ورق	pappers	وَرَق	pappers	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ورق	papper	وَرَق	papper	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
متكاملة	integrerad	مُتَكَامِل	integrerad	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
متكاملة	integrerad	مُتَكَامِل	integrerad	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
