kategória	kategoria	kategória	kategoria	N;NOM;FEM;SG	N;NOM;FEM;SG
zrušená	odwołane	zrušený	odwołać	ADJ;NOM;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zrušená	odwołany	zrušený	odwołać	ADJ;NOM;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
zrušená	anulowane	zrušený	anulować	ADJ;NOM;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zväzok	objętość	zväzok	objętość	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
zväzok	pakiet	zväzok	pakiet	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
zväzok	wiązka	zväzok	wiązka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
váži	waży	vážiť	ważyć	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
tele	ciało	telo	ciało	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zásoby	akcje	zásob	akcja	N;NOM;FEM;PL	N;NOM;FEM;PL
zásoby	zapasy	zásob	zapas	N;NOM;FEM;PL	N;NOM;MASC;PL
zásoby	zapasy	zásob	zapas	N;NOM;FEM;PL	N;NOM;MASC;PL
cudzích	zagranicznych	cudzí	zagraniczny	ADJ;GEN;MASC;PL	ADJ;GEN;MASC;PL
socialistickej	socjalistycznej	socialistický	socjalistyczny	ADJ;GEN;FEM;SG	ADJ;GEN;FEM;SG
konferencia	konferencja	konferencia	konferencja	N;NOM;FEM;SG	N;NOM;FEM;SG
schéma	diagram	schéma	diagrać	N;NOM;FEM;SG	N;NOM;MASC;SG
schéma	schemat	schéma	schemat	N;NOM;FEM;SG	N;NOM;MASC;SG
schéma	wykres	schéma	wykres	N;NOM;FEM;SG	N;NOM;MASC;SG
schéma	schemat	schéma	schemat	N;NOM;FEM;SG	N;NOM;MASC;SG
schéma	schemat	schéma	schemat	N;NOM;FEM;SG	N;NOM;MASC;SG
geológia	geologia	geológia	geologia	N;NOM;FEM;SG	N;NOM;FEM;SG
stavať	budować	stavať	budować	V;IPFV;POS;NFIN	V;IPFV;NFIN;ACT
zriadená	ustanowione	zriadený	ustanowić	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zriadená	ustanowiony	zriadený	ustanowić	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
oddiel	dział	oddlieť	dziać	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
oddiel	sekcja	oddlieť	sekcja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
oddiel	oddział	oddlieť	oddział	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
súhlas	zgoda	súhlas	zgoda	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
súhlas	zgoda	súhlas	zgoda	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
súhlas	zatwierdzanie	súhlas	zatwierdzać	N;INAN;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
súhlas	zatwierdzenie	súhlas	zatwierdzenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
rameno	ramię	rameno	ramię	N;NOM;NEUT;SG	N;NOM;NEUT;SG
rameno	ramię	rameno	ramię	N;NOM;NEUT;SG	N;NOM;NEUT;SG
entomológ	entomolog	entomológ	entomolog	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kamera	kamera	kamera	kamera	N;NOM;FEM;SG	N;NOM;FEM;SG
kamera	aparat	kamera	aparat	N;NOM;FEM;SG	N;NOM;MASC;SG
publikácie	publikacje	publikácia	publikacja	N;NOM;FEM;PL	N;NOM;FEM;PL
týždne	tygodnie	týždeň	tydzień	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
reality	realia	realita	realia	N;NOM;FEM;PL	N;NOM;NEUT;PL
jazere	jezioro	jazero	jezioro	N;NOM;NEUT;SG	N;NOM;NEUT;SG
politicky	politycznie	politicky	politycznie	ADV	ADV
učiteľov	nauczycieli	učiteľ	nauczyciel	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
argument	kłótnia	argument	kłótnia	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
argument	argument	argument	argument	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vybudovať	zbudować	vybudovať	zbudować	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
ukázal	pokazało	ukázať	pokazać	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
ukázal	pokazał	ukázať	pokazać	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
ukázal	wykazało	ukázať	wykazać	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
ukázal	pokazała	ukázať	pokazać	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
kvety	kwiaty	kvety	kwiat	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
kvety	kwiatki	kvety	kwiatek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
rozdelený	podzielona	rozdelený	podzielić	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
rozdelený	dzielone	rozdelený	dzielić	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
rozdelený	podzielone	rozdelený	podzielić	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
rozdelený	podzielony	rozdelený	podzielić	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
zabezpečenie	bezpieczeństwa	zabezpečenie	bezpieczeństwo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zabezpečenie	ochrona	zabezpečenie	ochrona	N;NOM;NEUT;SG	N;NOM;FEM;SG
zabezpečenie	bezpieczeństwo	zabezpečenie	bezpieczeństwo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
drobné	malutki	drobný	malutki	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
drobné	malutka	drobný	malutek	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
drobné	malutkie	drobný	malutki	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
súťaží	konkursów	súťaž	konkurs	N;GEN;FEM;PL	N;GEN;MASC;PL
radí	doradza	radiť	doradzać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
radí	radzi	radiť	radzić	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
východný	wschodnie	východný	wschodni	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
východný	wschodni	východný	wschodni	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
východný	wschodnia	východný	wschodnia	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
východný	wschodnie	východný	wschodni	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
východný	wschodni	východný	wschodni	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
východný	wschodnia	východný	wschodnia	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
tvrdenie	roszczenia	tvrdenie	roszczenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
tvrdenie	roszczenie	tvrdenie	roszczyć	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tvrdenie	twierdzenie	tvrdenie	twierdzić	N;NOM;NEUT;SG	N;NOM;NEUT;SG
tvrdenie	zarzut	tvrdenie	zarzut	N;NOM;NEUT;SG	N;NOM;MASC;SG
plné	pełna	plný	pełny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
plné	pełny	plný	pełny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
výhľad	perspektywa	výhľad	perspektywa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
výhľad	widok	výhľad	widok	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
zriedkavé	rzadka	zriedkavý	rzadka	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
zriedkavé	rzadkie	zriedkavý	rzadki	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
zriedkavé	rzadki	zriedkavý	rzadka	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
existovali	istniały	existovať	istnieć	V;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;FEM;IND;PL;PST;FIN;ACT
nižšia	niższy	nízky	nisszyć	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG
nižšia	niższa	nízky	nissza	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
výrobcovia	producenci	výrobec	producent	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
výrobcovia	producenci	výrobec	producent	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
vystúpenia	przemówienia	vystúpenie	przemówienie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
vystúpenia	występy	vystúpenie	występ	N;NOM;NEUT;PL	N;NOM;MASC;PL
plný	pełen	plný	pełen	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
administratívna	administracyjna	administratívny	administracyjny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
administratívna	administracyjny	administratívny	administracyjny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
administratívna	administracyjne	administratívny	administracyjny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
christopher	christopher	christopher	christopher	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
psov	psy	pes	pies	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
psov	pieski	pes	piesek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
dojem	wrażenie	dojem	wrażenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
dojem	wyświetlenie	dojem	wyświetlenie	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
zdravie	zdrowie	zdravie	zdrowie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
corporation	korporacja	corporation	korporacja	N;NOM;FEM;SG	N;NOM;FEM;SG
prístroj	wyrób	prístroj	wyrób	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prístroj	urządzenie	prístroj	urządzenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
prístroj	automat	prístroj	automat	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prístroj	maszyna	prístroj	maszyna	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
prístroj	aparatura	prístroj	aparatura	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
prístroj	przyrząd	prístroj	przyrząd	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
tvoriť	komponować	tvoriť	komponować	V;IPFV;POS;NFIN	V;IPFV;NFIN;ACT
nick	nick	nick	nick	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
tlač	prasa	tlač	prasa	N;NOM;FEM;SG	N;NOM;FEM;SG
tlač	druk	tlač	druk	N;NOM;FEM;SG	N;NOM;MASC;SG
tlač	odcisk	tlač	odcisk	N;NOM;FEM;SG	N;NOM;MASC;SG
tlač	drukowanie	tlač	drukować	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tlač	druk	tlač	druk	N;NOM;FEM;SG	N;NOM;MASC;SG
tlač	drukowanie	tlač	drukować	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
zaslúžil	zasłużył	zaslúžiť	zasłużyć	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
majiteľ	właścicielka	majiteľ	właścicielka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
majiteľ	właściciel	majiteľ	właściciel	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
gabriela	gabriela	gabrieť	gabriel	N;NOM;FEM;SG	N;NOM;FEM;SG
zodpovedný	odpowiedzialny	zodpovedný	odpowiedzialny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
zodpovedný	odpowiedzialna	zodpovedný	odpowiedzialny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
zodpovedný	odpowiedzialne	zodpovedný	odpowiedzialny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
hodnotenie	ranking	hodnotenie	ranking	N;NOM;NEUT;SG	N;NOM;MASC;SG
diery	otwory	diera	otwór	N;NOM;FEM;PL	N;NOM;MASC;PL
rovná	równa	rovný	równać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
úradník	urzędnik	úradník	urzędnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
úradník	urzędnik	úradník	urzędnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
úradník	oficer	úradník	oficer	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
úradník	funkcjonariusz	úradník	funkcjonariusz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
korunovaný	koronowany	korunovaný	koronować	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
epizóda	odcinek	epizóda	odcinek	N;NOM;FEM;SG	N;NOM;MASC;SG
epizóda	epizod	epizóda	epizod	N;NOM;FEM;SG	N;NOM;MASC;SG
potrebuje	potrzebuje	potrebovať	potrzebować	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
digitálne	cyfrowe	digitálne	cyfrowy	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
zistiť	wykryć	zistiť	wykryć	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
lesná	leśne	lesný	leśny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
lesná	leśny	lesný	leśny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
sad	grove	sad	grovy	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
sad	sad	sad	sad	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
legenda	legenda	legenda	legenda	N;NOM;FEM;SG	N;NOM;FEM;SG
kresťanské	chrześcijański	kresťanský	chrześcijański	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
kráľovská	królewska	kráľovský	królewski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
kráľovská	królewski	kráľovský	królewski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
kráľovská	królewskie	kráľovský	królewski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
navrhnutý	zaprojektowane	navrhnutý	zaprojektować	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
navrhnutý	zaprojektowana	navrhnutý	zaprojektować	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
navrhnutý	zaprojektowany	navrhnutý	zaprojektować	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
navrhnutý	proponowane	navrhnutý	proponować	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
navrhnutý	proponowana	navrhnutý	proponować	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
navrhnutý	proponowany	navrhnutý	proponować	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
sledovať	śledź	sledovať	śledź	V;IPFV;POS;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
editor	wydawca	editor	wydawca	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
editor	redaktor	editor	redaktor	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
editor	edytor	editor	edytor	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
editor	kompozytor	editor	kompozytor	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
editor	edytor	editor	edytor	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
organizátor	organizator	organizátor	organizator	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
organizátor	organizator	organizátor	organizator	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
hrdinov	bohaterów	hrdina	bohater	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
vyvinutý	rozwijane	vyvinutý	rozwijać	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vyvinutý	opracowane	vyvinutý	opracować	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vyvinutý	rozwinięte	vyvinutý	rozwinąć	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vyvinutý	opracowany	vyvinutý	opracować	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
agentúry	agencje	agentúra	agencja	N;NOM;FEM;PL	N;NOM;FEM;PL
nezávislý	niezależny	nezávislý	niezależny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
nezávislý	niezależna	nezávislý	niezależny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
nezávislý	niezależne	nezávislý	niezależny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
predstavený	przedstawiona	predstavený	przedstawić	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
predstavený	przedstawiony	predstavený	przedstawić	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
predstavený	prezentowane	predstavený	prezentować	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
predstavený	przedstawione	predstavený	przedstawić	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
odísť	zostaw	odísť	zostawić	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;FIN;ACT
horský	górski	horský	górski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
okraj	marża	okraj	marżyć	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
okraj	margines	okraj	margines	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
okraj	krawędź	okraj	krawędź	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
okná	okna	okno	okno	N;NOM;NEUT;PL	N;NOM;NEUT;PL
colorado	colorado	colorado	colorado	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
čiary	linie	čiara	linąć	N;NOM;FEM;PL	N;NOM;FEM;PL
expedícia	ekspedycja	expedícia	ekspedycja	N;NOM;FEM;SG	N;NOM;FEM;SG
expedícia	wyprawa	expedícia	wyprawa	N;NOM;FEM;SG	N;NOM;FEM;SG
komora	komnata	komora	komnata	N;NOM;FEM;SG	N;NOM;FEM;SG
komora	komora	komora	komora	N;NOM;FEM;SG	N;NOM;FEM;SG
komora	izba	komora	izba	N;NOM;FEM;SG	N;NOM;FEM;SG
zvláštne	dziwny	zvláštny	dziwny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
zvláštne	dziwna	zvláštny	dziwny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
zvláštne	dziwne	zvláštny	dziwny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
zvláštne	dziwny	zvláštny	dziwny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
zvláštne	dziwna	zvláštny	dziwny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
zvláštne	dziwne	zvláštny	dziwny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
zvláštne	dziwna	zvláštny	dziwny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
zvláštne	dziwne	zvláštny	dziwny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
technológia	technologia	technológia	technologia	N;NOM;FEM;SG	N;NOM;FEM;SG
technológia	technika	technológia	technika	N;NOM;FEM;SG	N;NOM;FEM;SG
platne	talerze	platňa	talerz	N;NOM;FEM;PL	N;NOM;MASC;PL
platne	tablice	platňa	tablica	N;NOM;FEM;PL	N;NOM;FEM;PL
platne	rekordy	platňa	rekorda	N;NOM;FEM;PL	N;NOM;MASC;PL
platne	zapisy	platňa	zapis	N;NOM;FEM;PL	N;NOM;MASC;PL
hlasy	głosy	hlas	głos	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
hlasy	głosy	hlas	głos	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
javy	zjawiska	jav	zjawisko	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
starosta	burmistrz	starosta	burmistrz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
suchý	suchy	suchý	suchy	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
prináša	przynosi	prinášať	przynosić	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
príjem	spożycie	príjem	spożyć	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
príjem	dochód	príjem	dochód	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
príjem	przychód	príjem	przychód	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
príjem	odbiór	príjem	odbiór	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
príjem	odbiór	príjem	odbiór	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
príjem	recepcja	príjem	recepcja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
príjem	dochód	príjem	dochód	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
príjem	przychód	príjem	przychód	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
rytierov	rycerzy	rytier	rycerz	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
upravený	dostosowany	upravený	dostosować	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
upravený	dostosowane	upravený	dostosować	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
kniežatstvo	księstwo	kniežatstvo	księstwo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zavedenie	wprowadzenie	zavedenie	wprowadzić	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
zavedenie	wprowadzanie	zavedenie	wprowadzać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
zavedenie	wstęp	zavedenie	wstęp	N;NOM;NEUT;SG	N;NOM;MASC;SG
zavedenie	wprowadzenie	zavedenie	wprowadzić	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
obal	pakowanie	obať	pakować	N;INAN;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
obal	opakowanie	obať	opakować	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
slávnostne	uroczyście	slávnostne	uroczyście	ADV	ADV
krízy	kryzysy	kríza	kryzys	N;NOM;FEM;PL	N;NOM;MASC;PL
dôkazy	dowody	dôkaz	dowód	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
dôkazy	dowody	dôkaz	dowód	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
dôkazy	dowody	dôkaz	dowód	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
cyklista	kolarz	cyklista	kolarz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vyzerá	wygląda	vyzerať	wyglądać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
karta	karta	karta	karta	N;NOM;FEM;SG	N;NOM;FEM;SG
karta	kartka	karta	kartka	N;NOM;FEM;SG	N;NOM;FEM;SG
karta	karta	karta	karta	N;NOM;FEM;SG	N;NOM;FEM;SG
karta	wizytówka	karta	wizytówka	N;NOM;FEM;SG	N;NOM;FEM;SG
stena	ściana	stena	ściana	N;NOM;FEM;SG	N;NOM;FEM;SG
stena	mur	stena	mur	N;NOM;FEM;SG	N;NOM;MASC;SG
stena	tablica	stena	tablica	N;NOM;FEM;SG	N;NOM;FEM;SG
chlorid	chlorek	chlorid	chlorek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
rozprávky	kreskówki	rozprávka	kreskówka	N;NOM;FEM;PL	N;NOM;FEM;PL
oddelené	rozdzielone	oddelený	rozdzielić	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
oddelené	oddzielone	oddelený	oddzielić	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
oddelené	osobne	oddelený	osobny	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
oddelené	odrębne	oddelený	odrębny	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
oddelené	oddzielne	oddelený	oddzielny	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
konať	działaj	konať	działać	V;IPFV;POS;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
najbližšie	najbliżej	blízky	blisko	ADV;RL	ADV;RL
najbližšie	najbliżej	blízky	blisko	ADV;RL	ADV;RL
povinnosti	zobowiązania	povinnosť	zobowiązanie	N;NOM;FEM;PL	N;NOM;NEUT;PL
povinnosti	obowiązki	povinnosť	obowiązek	N;NOM;FEM;PL	N;NOM;MASC;PL
povinnosti	obowiązki	povinnosť	obowiązek	N;NOM;FEM;PL	N;NOM;MASC;PL
povinnosti	obowiązki	povinnosť	obowiązek	N;NOM;FEM;PL	N;NOM;MASC;PL
štvrtá	czwarty	štvrť	czwarty	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
umelecká	artystyczna	umelecký	artystyczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
umelecká	artystyczne	umelecký	artystyczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
