aturar	stå	aturar	stå	V	V;IMP;FIN;ACT
corvos	ravens	corvo	rav	N	N;GEN;DEF;MASC+FEM;SG
prestar	betalar	prestar	betala	V	V;IND;PRS;FIN;ACT
prestar	betalar	prestar	betala	V	V;IND;PRS;FIN;ACT
prestar	betala	prestar	betala	V	V;IMP;FIN;ACT
poñamos	låt	poñar	låta	V	V;IMP;FIN;ACT
persoais	personlig	persoal	personlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
persoais	personliga	persoal	personlig	ADJ	ADJ;NOM;PL
persoais	personligt	persoal	personlig	ADJ	ADJ;NOM;INDF;NEUT;SG
herdanza	kulturarv	herdanza	kulturarv	N	N;NOM;INDF;NEUT;SG
herdanza	kulturarvet	herdanza	kulturarv	N	N;NOM;DEF;NEUT;SG
herdanza	arv	herdanza	arv	N	N;NOM;INDF;NEUT;SG
herdanza	arv	herdanza	arv	N	N;NOM;INDF;NEUT;SG
defecto	standardvärde	defecto	standardvärde	N	N;NOM;INDF;NEUT;SG
defecto	standard	defecto	standard	N	N;NOM;INDF;MASC+FEM;SG
eléctrica	elektriskt	eléctrico	elektrisk	ADJ	ADJ;NOM;INDF;NEUT;SG
eléctrica	elektrisk	eléctrico	elektrisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
eléctrica	elektriska	eléctrico	elektrisk	ADJ	ADJ;NOM;PL
prestado	låna	prestar	låna	V	V;IMP;FIN;ACT
prestado	lånar	prestar	låna	V	V;IND;PRS;FIN;ACT
prestado	lånade	prestar	låna	V	V;IND;PST;FIN;ACT
interiores	inre	interior	inre	ADJ	ADJ;NOM;CMPR
traxes	öst	traxe	öst	N	N
traxes	klänning	traxe	klänning	N	N;NOM;INDF;MASC+FEM;SG
traxes	kostymer	traxe	kostym	N	N;NOM;INDF;MASC+FEM;PL
traxes	dräkter	traxe	dräkt	N	N;NOM;INDF;MASC+FEM;PL
limitado	begränsat	limitado	begränsad	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
limitado	begränsade	limitado	begränsad	ADJ	ADJ;NOM;PL;PST;V.PTCP
limitado	begränsad	limitado	begränsad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ancián	mannen	ancián	man	N	N;NOM;DEF;MASC+FEM;SG
ancián	människan	ancián	människa	N	N;NOM;DEF;MASC+FEM;SG
infección	infektioner	infección	infektion	N	N;NOM;INDF;MASC+FEM;PL
infección	infektion	infección	infektion	N	N;NOM;INDF;MASC+FEM;SG
recente	senaste	recente	sen	ADJ	ADJ;NOM;DEF;RL
italianos	italienska	italiano	italiensk	ADJ	ADJ;NOM;PL
italianos	italienskt	italiano	italiensk	ADJ	ADJ;NOM;INDF;NEUT;SG
italianos	italiensk	italiano	italiensk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
xeracións	generationerna	xeración	generation	N	N;NOM;DEF;MASC+FEM;PL
xeracións	generationers	xeración	generation	N	N;GEN;INDF;MASC+FEM;PL
xeracións	generationer	xeración	generation	N	N;NOM;INDF;MASC+FEM;PL
barreira	barriär	barreira	barriär	N	N;NOM;INDF;MASC+FEM;SG
barreira	barriären	barreira	barriär	N	N;NOM;DEF;MASC+FEM;SG
ouviu	hörde	ouviu	höra	V	V;IND;PST;FIN;ACT
ouviu	hördes	ouviu	höra	V	V;IND;PST;FIN;PASS
ouviu	hörs	ouviu	höra	V	V;IND;FIN;PASS
ouviu	hör	ouviu	höra	V	V;IND;PRS;FIN;ACT
ouviu	höra	ouviu	höra	V	V;IMP;FIN;ACT
ido	borta	ido	borta	ADV	ADV
arruinar	förstöra	arruinar	förstöra	V	V;NFIN;ACT
concertos	konserter	concerto	konsert	N	N;NOM;INDF;MASC+FEM;PL
virus	virus	virus	virus	N	N;NOM;INDF;NEUT;SG
virus	viruset	virus	virus	N	N;NOM;DEF;NEUT;SG
pulmóns	lungorna	pulmón	lunga	N	N;NOM;DEF;MASC+FEM;PL
pulmóns	lungor	pulmón	lunga	N	N;NOM;INDF;MASC+FEM;PL
extremadamente	extremt	extremadamente	extrem	ADV	ADV
fármacos	läkemedel	fármaco	läkemedel	N	N;NOM;INDF;NEUT;PL
fármacos	droger	fármaco	drog	N	N;NOM;INDF;MASC+FEM;PL
fármacos	knark	fármaco	knark	N	N;NOM;INDF;NEUT;SG
fármacos	narkotika	fármaco	narkotika	N	N;NOM;INDF;MASC+FEM;PL
microbios	mikrober	microbio	mikrober	N	N;NOM;INDF;NEUT;PL
prácticas	praxis	práctica	praxis	N	N;NOM;INDF;MASC+FEM;SG
estudios	studios	estudio	studio	N	N;NOM;INDF;NEUT;SG
arrecifes	koraller	arrecife	koraller	N	N;NOM;INDF;MASC+FEM;PL
arrecifes	korall	arrecife	korall	N	N;NOM;INDF;MASC+FEM;SG
ondas	vågor	onda	våga	N	N;NOM;INDF;MASC+FEM;PL
acabará	avsluta	acabar	avsluta	V	V;IMP;FIN;ACT
acabará	will	acabar	will	V	V;IMP;FIN;ACT
acabará	kommer	acabar	komma	V	V;IND;PRS;FIN;ACT
ártico	arktiska	ártico	arktisk	ADJ	ADJ;NOM;PL
mortas	död	morto	död	N	N;NOM;INDF;MASC+FEM;SG
mortas	dead	morto	dead	N	N;NOM;INDF;MASC+FEM;SG
tratei	provade	tratar	prova	V	V;IND;PST;FIN;ACT
tratei	försökte	tratar	försöka	V	V;IND;PST;FIN;ACT
camiñas	walking	camiña	walking	N	N;NOM;INDF;MASC+FEM;SG
camiñas	promenad	camiña	promenad	N	N;NOM;INDF;MASC+FEM;SG
camiñas	promenad	camiña	promenad	N	N;NOM;INDF;MASC+FEM;SG
camiñas	walk	camiña	walk	N	N;NOM;INDF;MASC+FEM;SG
entramos	gick	entrar	gå	V	V;IND;PST;FIN;ACT
entramos	vandrat	entrar	vandra	V	V;V.CVB;ACT
rescate	räddning	rescate	räddning	N	N;NOM;INDF;MASC+FEM;SG
rescate	undsättning	rescate	undsättning	N	N;NOM;INDF;MASC+FEM;SG
rescate	lösen	rescate	lös	N	N;NOM;INDF;NEUT;SG
xerar	genererar	xerar	generera	V	V;IND;PRS;FIN;ACT
xerar	generera	xerar	generera	V	V;IMP;FIN;ACT
racismo	rasismen	racismo	rasism	N	N;NOM;DEF;MASC+FEM;SG
racismo	rasism	racismo	rasism	N	N;NOM;INDF;MASC+FEM;SG
esposo	maken	esposo	make	N	N;NOM;DEF;MASC+FEM;SG
esposo	make	esposo	make	N	N;NOM;INDF;MASC+FEM;SG
xove	young	xover	young	N	N;NOM;INDF;MASC+FEM;SG
xenético	genetiskt	xenético	genetisk	ADJ	ADJ;NOM;INDF;NEUT;SG
xenético	genetiska	xenético	genetisk	ADJ	ADJ;NOM;PL
xenético	genetisk	xenético	genetisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
tecidos	vävnader	tecido	vävnad	N	N;NOM;INDF;MASC+FEM;PL
tecidos	vävnad	tecido	vävna	N	N;NOM;INDF;MASC+FEM;SG
caeron	har	caer	ha	V	V;IND;PRS;FIN;ACT
caeron	tappade	caer	tappa	V	V;IND;PST;FIN;ACT
caeron	släppte	caer	släppa	V	V;IND;PST;FIN;ACT
kilos	pund	kilo	pund	N	N;NOM;INDF;NEUT;SG
kilos	kilo	kilo	kilo	N	N;NOM;INDF;NEUT;SG
kilos	kilo	kilo	kilo	N	N;NOM;INDF;NEUT;SG
agradecido	tacksam	agradecer	tacksam	V	V;IMP;FIN;ACT
aburrida	uttråkade	aburrido	uttråka	ADJ	ADJ;NOM;PL;PST;V.PTCP
aburrida	uttråkad	aburrido	uttråka	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
aburrida	tråkig	aburrido	tråkig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
aburrida	tråkigt	aburrido	tråkig	ADJ	ADJ;NOM;INDF;NEUT;SG
aburrida	tråkiga	aburrido	tråkig	ADJ	ADJ;NOM;PL
aburrida	trist	aburrido	trist	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
tentan	testa	tentar	testa	V	V;IMP;FIN;ACT
tentan	prova	tentar	prova	V	V;IMP;FIN;ACT
tentan	pröva	tentar	pröva	V	V;IMP;FIN;ACT
tentan	försöker	tentar	försöka	V	V;IND;PRS;FIN;ACT
tentan	provar	tentar	prova	V	V;IND;PRS;FIN;ACT
axencia	agentur	axencia	agentur	N	N;NOM;INDF;MASC+FEM;SG
axencia	byrån	axencia	byrån	N	N;NOM;DEF;MASC+FEM;SG
axencia	byrå	axencia	byrå	N	N;NOM;INDF;MASC+FEM;SG
responsables	ansvarstagande	responsable	ansvarstagande	N	N;NOM;INDF;NEUT;SG
responsables	ansvar	responsable	ansvar	N	N;NOM;INDF;NEUT;SG
responsables	who	responsable	who	N	N;NOM;INDF;NEUT;SG
nobel	nobels	nobel	nobels	N	N;NOM;INDF;MASC+FEM;SG
nobel	pris	nobel	pris	N	N;NOM;INDF;NEUT;SG
bonos	stämplar	bono	stämpla	N	N;NOM;INDF;MASC+FEM;PL
bonos	frimärken	bono	frimärke	N	N;NOM;INDF;NEUT;PL
sentiu	gjorde	sentiu	göra	V	V;IND;PST;FIN;ACT
sentiu	känner	sentiu	känna	V	V;IND;PRS;FIN;ACT
sentiu	känna	sentiu	känna	V	V;IMP;FIN;ACT
sentiu	kändes	sentiu	kännas	V	V;IND;PST;FIN
sentiu	kände	sentiu	känna	V	V;IND;PST;FIN;ACT
falen	pratar	faler	prata	V	V;IND;PRS;FIN;ACT
memorias	minnen	memoria	min	N	N;NOM;INDF;MASC+FEM;PL
cultivar	odla	cultivar	odla	V	V;IMP;FIN;ACT
cultivar	växa	cultivar	växa	V	V;IMP;FIN;ACT
cultivar	växer	cultivar	växa	V	V;IND;PRS;FIN;ACT
cultivar	odla	cultivar	odla	V	V;IMP;FIN;ACT
industriais	industriell	industrial	industriell	N	N;NOM;INDF;MASC+FEM;SG
industriais	fabriken	industrial	fabrik	N	N;NOM;DEF;MASC+FEM;SG
industriais	fabrik	industrial	fabrik	N	N;NOM;INDF;MASC+FEM;SG
industriais	factory	industrial	factory	N	N;NOM;INDF;MASC+FEM;SG
desigualdade	olikhet	desigualdade	olikhet	N	N;NOM;INDF;MASC+FEM;SG
desigualdade	ojämlikhet	desigualdade	ojämlikhet	N	N;NOM;INDF;MASC+FEM;SG
ameazas	hot	ameaza	hot	N	N;NOM;INDF;NEUT;SG
posesión	innehav	posesión	innehav	N	N;NOM;INDF;NEUT;SG
posesión	besittning	posesión	besittning	N	N;NOM;INDF;MASC+FEM;SG
curva	kurva	curvar	kurva	N	N;NOM;INDF;MASC+FEM;SG
curva	sväng	curvar	sväng	N	N;NOM;INDF;MASC+FEM;SG
entradas	biljetterna	entrada	biljett	N	N;NOM;DEF;MASC+FEM;PL
entradas	biljetter	entrada	biljett	N	N;NOM;INDF;MASC+FEM;PL
cultivo	kulturen	cultivo	kultur	N	N;NOM;DEF;MASC+FEM;SG
cultivo	kulturens	cultivo	kultur	N	N;GEN;DEF;MASC+FEM;SG
cultivo	kultur	cultivo	kultur	N	N;NOM;INDF;MASC+FEM;SG
tratamentos	behandling	tratamento	behandling	N	N;NOM;INDF;MASC+FEM;SG
tratamentos	behandlingen	tratamento	behandling	N	N;NOM;DEF;MASC+FEM;SG
tratamentos	behandlingsmetoder	tratamento	behandlingsmetod	N	N;NOM;INDF;MASC+FEM;PL
tratamentos	behandlingar	tratamento	behandling	N	N;NOM;INDF;MASC+FEM;PL
tratamentos	are	tratamento	are	N	N;NOM;INDF;MASC+FEM;SG
almacéns	butiker	almacén	butik	N	N;NOM;INDF;MASC+FEM;PL
almacéns	departement	almacén	departement	N	N;NOM;INDF;NEUT;PL
almacéns	department	almacén	department	N	N;NOM;INDF;MASC+FEM;SG
almacéns	avdelning	almacén	avdelning	N	N;NOM;INDF;MASC+FEM;SG
almacéns	avdelningen	almacén	avdelning	N	N;NOM;DEF;MASC+FEM;SG
almacéns	departementet	almacén	departement	N	N;NOM;DEF;NEUT;SG
almacéns	butiken	almacén	butik	N	N;NOM;DEF;MASC+FEM;SG
almacéns	butik	almacén	butik	N	N;NOM;INDF;MASC+FEM;SG
meteu	fick	meteu	få	V	V;IND;PST;FIN;ACT
mecanismo	mekanism	mecanismo	mekanism	N	N;NOM;INDF;MASC+FEM;SG
mecanismo	mekanismen	mecanismo	mekanism	N	N;NOM;DEF;MASC+FEM;SG
mecanismo	anordning	mecanismo	anordning	N	N;NOM;INDF;MASC+FEM;SG
mecanismo	enhet	mecanismo	enhet	N	N;NOM;INDF;MASC+FEM;SG
mecanismo	enheten	mecanismo	enhet	N	N;NOM;DEF;MASC+FEM;SG
quinto	femte	quinto	fem	ADJ	ADJ;NOM
mandei	skickas	mander	skicka	V	V;IND;PRS;FIN;PASS
mandei	skickade	mander	skicka	V	V;IND;PST;FIN;ACT
xoguetes	leksak	xoguete	leksak	N	N;NOM;INDF;MASC+FEM;SG
xoguetes	leksaker	xoguete	leksak	N	N;NOM;INDF;MASC+FEM;PL
vilas	städer	vila	stad	N	N;NOM;INDF;MASC+FEM;PL
vilas	byar	vila	byar	N	N;NOM;INDF;MASC+FEM;PL
vilas	byarna	vila	byare	N	N;NOM;DEF;MASC+FEM;PL
arquivos	filer	arquivo	fil	N	N;NOM;INDF;MASC+FEM;PL
arquivos	akter	arquivo	akt	N	N;NOM;INDF;MASC+FEM;PL
arquivos	mappar	arquivo	mappa	N	N;NOM;INDF;MASC+FEM;PL
arquivos	arkiv	arquivo	arkiv	N	N;NOM;INDF;NEUT;SG
arquivos	arkiven	arquivo	arkive	N	N;NOM;DEF;NEUT;PL
cambiaron	har	cambiar	ha	V	V;IND;PRS;FIN;ACT
cambiaron	byttes	cambiar	byta	V	V;IND;PST;FIN;PASS
cambiaron	förändrats	cambiar	förändra	V	V;V.CVB;PASS
cambiaron	ändrats	cambiar	ändra	V	V;V.CVB;PASS
encargo	ordningsföljd	encargo	ordningsföljd	N	N;NOM;INDF;MASC+FEM;SG
encargo	beställning	encargo	beställning	N	N;NOM;INDF;MASC+FEM;SG
encargo	ordning	encargo	ordning	N	N;NOM;INDF;MASC+FEM;SG
encargo	take	encargo	take	N	N;NOM;INDF;MASC+FEM;SG
encargo	tagning	encargo	tagning	N	N;NOM;INDF;MASC+FEM;SG
asiáticos	asiatisk	asiático	asiatisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
asiáticos	asiatiska	asiático	asiatisk	ADJ	ADJ;NOM;PL
factor	faktorn	factor	faktor	N	N;NOM;DEF;MASC+FEM;SG
factor	faktor	factor	faktor	N	N;NOM;INDF;MASC+FEM;SG
labor	arbete	labor	arbete	N	N;NOM;INDF;NEUT;SG
labor	work	labor	work	N	N;NOM;INDF;MASC+FEM;SG
labor	uppgift	labor	uppgift	N	N;NOM;INDF;MASC+FEM;SG
queimado	brann	queimar	brann	V	V;IND;PST;FIN;ACT
queimado	brände	queimar	brände	V	V;IMP;PST;FIN;ACT
perpetua	life	perpetuar	life	N	N;NOM;INDF;MASC+FEM;SG
perpetua	livet	perpetuar	liv	N	N;NOM;DEF;NEUT;SG
perpetua	livstid	perpetuar	livstid	N	N;NOM;INDF;MASC+FEM;SG
perpetua	liv	perpetuar	liv	N	N;NOM;INDF;NEUT;SG
aparencia	utseende	aparencia	utseende	N	N;NOM;INDF;NEUT;SG
aparencia	utseendet	aparencia	utseende	N	N;NOM;DEF;NEUT;SG
mesas	tabeller	mesa	tabell	N	N;NOM;INDF;MASC+FEM;PL
mesas	bord	mesa	bord	N	N;NOM;INDF;NEUT;SG
mesas	tabellerna	mesa	tabell	N	N;NOM;DEF;MASC+FEM;PL
cinto	skärp	cinto	skärp	N	N;NOM;INDF;NEUT;SG
cinto	bältet	cinto	bält	N	N;NOM;DEF;NEUT;SG
cinto	bälte	cinto	bälte	N	N;NOM;INDF;NEUT;SG
camiñamos	gick	camiñar	gå	V	V;IND;PST;FIN;ACT
camiñamos	vandrat	camiñar	vandra	V	V;V.CVB;ACT
camiñamos	promenera	camiñar	promenera	V	V;IMP;FIN;ACT
lectura	avläsning	lectura	avläsning	N	N;NOM;INDF;MASC+FEM;SG
lectura	läsning	lectura	läsning	N	N;NOM;INDF;MASC+FEM;SG
batallas	strider	batalla	strid	N	N;NOM;INDF;MASC+FEM;PL
batallas	slag	batalla	slag	N	N;NOM;INDF;NEUT;SG
propietaria	ägaren	propietaria	ägare	N	N;NOM;DEF;MASC+FEM;SG
propietaria	ägare	propietaria	gg	N	N;NOM;INDF;MASC+FEM;PL
usaba	använda	usar	använda	V	V;IMP;FIN;ACT
usaba	använt	usar	använda	V	V;V.CVB;ACT
usaba	används	usar	använda	V	V;IND;PRS;FIN;PASS
sentou	sat	sentar	sit	V	V;IMP;FIN;ACT
sentou	satt	sentar	sitta	V	V;IMP;FIN;ACT
sentou	suttit	sentar	sutta	V	V;V.CVB;ACT
mates	kill	mate	kill	N	N;NOM;INDF;MASC+FEM;SG
mates	matematik	mate	matematik	N	N;NOM;INDF;MASC+FEM;SG
columnas	kolumnerna	columna	kolumn	N	N;NOM;DEF;MASC+FEM;PL
columnas	kolumner	columna	kolumner	N	N;NOM;INDF;MASC+FEM;PL
furgoneta	van	furgonetar	van	N	N;NOM;INDF;MASC+FEM;SG
furgoneta	skåpbil	furgonetar	skåpbil	N	N;NOM;INDF;MASC+FEM;SG
reforma	reformer	reforma	reform	N	N;NOM;INDF;MASC+FEM;PL
reforma	reformering	reforma	reformering	N	N;NOM;INDF;MASC+FEM;SG
reforma	reformen	reforma	reform	N	N;NOM;DEF;MASC+FEM;SG
reforma	reform	reforma	reform	N	N;NOM;INDF;MASC+FEM;SG
incendio	fire	incendio	fire	N	N;NOM;INDF;NEUT;SG
incendio	brand	incendio	brand	N	N;NOM;INDF;MASC+FEM;SG
incendio	eld	incendio	eld	N	N;NOM;INDF;MASC+FEM;SG
estuda	studera	estudar	studera	V	V;IMP;FIN;ACT
estuda	studerar	estudar	studera	V	V;IND;PRS;FIN;ACT
estuda	studera	estudar	studera	V	V;IMP;FIN;ACT
decepción	besvikelse	decepción	besvikelse	N	N;NOM;INDF;MASC+FEM;SG
reportaxe	anmäl	reportaxe	anmäl	N	N;NOM;INDF;NEUT;SG
reportaxe	rapport	reportaxe	rapport	N	N;NOM;INDF;MASC+FEM;SG
reportaxe	betänkande	reportaxe	betänka	N	N;NOM;INDF;NEUT;SG
reportaxe	anmälan	reportaxe	anmälan	N	N;NOM;INDF;MASC+FEM;SG
móvese	flytta	móvese	flytta	V	V;IMP;FIN;ACT
móvese	flyttar	móvese	flytta	V	V;IND;PRS;FIN;ACT
leopardo	leopard	leopardo	leopard	N	N;NOM;INDF;MASC+FEM;SG
europea	europeisk	europeo	europeisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
europea	europeiskt	europeo	europeisk	ADJ	ADJ;NOM;INDF;NEUT;SG
europea	europeiska	europeo	europeisk	ADJ	ADJ;NOM;PL
ruína	ruin	ruína	ruin	N	N;NOM;INDF;MASC+FEM;SG
alzhéimer	alzheimer	alzhéimer	alzheimer	N	N;NOM;INDF;NEUT;SG
alzhéimer	alzheimers	alzhéimer	alzheimers	N	N;NOM;INDF;MASC+FEM;SG
oracións	böner	oración	böna	N	N;NOM;INDF;MASC+FEM;PL
xentes	människor	xente	människa	N	N;NOM;INDF;MASC+FEM;PL
xentes	personer	xente	person	N	N;NOM;INDF;MASC+FEM;PL
xentes	folk	xente	folk	N	N;NOM;INDF;NEUT;PL
xentes	people	xente	people	N	N;NOM;INDF;MASC+FEM;SG
radiación	bestrålning	radiación	bestrålning	N	N;NOM;INDF;MASC+FEM;SG
radiación	strålning	radiación	strålning	N	N;NOM;INDF;MASC+FEM;SG
marco	marken	marco	mark	N	N;NOM;DEF;MASC+FEM;SG
marco	ground	marco	ground	N	N
marco	ramen	marco	ram	N	N;NOM;DEF;MASC+FEM;SG
marco	ramar	marco	ram	N	N;NOM;INDF;MASC+FEM;PL
marco	ram	marco	ram	N	N;NOM;INDF;MASC+FEM;SG
marco	motiv	marco	motiv	N	N;NOM;INDF;NEUT;SG
agradecer	tacka	agradecer	tacka	V	V;IMP;FIN;ACT
rumbo	kurs	rumbo	kurs	N	N;NOM;INDF;MASC+FEM;SG
vestíbulo	lobbyn	vestíbulo	lobbyn	N	N;NOM;INDF;MASC+FEM;SG
vestíbulo	lobby	vestíbulo	lobby	N	N;NOM;INDF;MASC+FEM;SG
vestíbulo	salen	vestíbulo	sal	N	N;NOM;DEF;MASC+FEM;SG
vestíbulo	hallen	vestíbulo	hall	N	N;NOM;DEF;MASC+FEM;SG
vestíbulo	hall	vestíbulo	hall	N	N;NOM;INDF;MASC+FEM;SG
ave	fågel	ave	fågel	N	N;NOM;INDF;MASC+FEM;SG
ave	fågeln	ave	fågel	N	N;NOM;DEF;MASC+FEM;SG
ave	ave	ave	ave	N	N
voa	flyger	voar	flyga	V	V;IND;PRS;FIN;ACT
chegado	kommer	chegar	komma	V	V;IND;PRS;FIN;ACT
chegado	kom	chegar	komma	V	V;IMP;FIN;ACT
brutalidade	brutalitet	brutalidade	brutalitet	N	N;NOM;INDF;MASC+FEM;SG
transición	övergång	transición	övergång	N	N;NOM;INDF;MASC+FEM;SG
transición	övergången	transición	övergång	N	N;NOM;DEF;MASC+FEM;SG
usou	använda	usar	använda	V	V;IMP;FIN;ACT
usou	använt	usar	använda	V	V;V.CVB;ACT
usou	används	usar	använda	V	V;IND;PRS;FIN;PASS
actuando	agerar	actuar	agera	V	V;IND;PRS;FIN;ACT
actuando	agera	actuar	agera	V	V;IMP;FIN;ACT
caldeiro	häktet	caldeiro	häkte	N	N;NOM;DEF;NEUT;SG
caldeiro	fängelse	caldeiro	fängelse	N	N;NOM;INDF;NEUT;SG
caldeiro	hink	caldeiro	hink	N	N;NOM;INDF;MASC+FEM;SG
caldeiro	spann	caldeiro	spann	N	N;NOM;INDF;NEUT;SG
atopaba	finna	atopar	finna	V	V;IMP;FIN;ACT
atopaba	hitta	atopar	hitta	V	V;IMP;FIN;ACT
bandas	band	banda	band	N	N;NOM;INDF;NEUT;SG
delincuencia	kriminalitet	delincuencia	kriminalitet	N	N;NOM;INDF;MASC+FEM;SG
delincuencia	brottslighet	delincuencia	brottslighet	N	N;NOM;INDF;MASC+FEM;SG
delincuencia	brott	delincuencia	brott	N	N;NOM;INDF;NEUT;SG
delincuencia	crime	delincuencia	crime	N	N;NOM;INDF;MASC+FEM;SG
capa	mantel	capa	mantel	N	N;NOM;INDF;MASC+FEM;SG
permitirei	will	permitir	will	V	V;IMP;FIN;ACT
permitirei	kommer	permitir	komma	V	V;IND;PRS;FIN;ACT
permitirei	låt	permitir	låta	V	V;IMP;FIN;ACT
permitirei	vunnit	permitir	vinna	V	V;V.CVB;ACT
permitirei	vann	permitir	vann	V	V;IND;PST;FIN;ACT
prométocho	löfte	prométocho	löfte	N	N;NOM;INDF;NEUT;SG
virei	kommer	virei	komma	V	V;IND;PRS;FIN;ACT
virei	kom	virei	komma	V	V;IMP;FIN;ACT
choras	are	chora	are	N	N;NOM;INDF;MASC+FEM;SG
choras	gråt	chora	gråt	N	N;NOM;INDF;MASC+FEM;SG
choras	gråt	chora	gråt	N	N;NOM;INDF;MASC+FEM;SG
municipal	kommunal	municipal	kommunal	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
municipal	kommunalt	municipal	kommunal	ADJ	ADJ;NOM;INDF;NEUT;SG
municipal	kommunala	municipal	kommunal	ADJ	ADJ;NOM;PL
estrañas	märkligt	estraña	märklig	ADJ	ADJ;NOM;INDF;NEUT;SG
estrañas	konstig	estraña	konstig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
estrañas	konstigt	estraña	konstig	ADJ	ADJ;NOM;INDF;NEUT;SG
representantes	representanter	representante	representant	N	N;NOM;INDF;MASC+FEM;PL
representantes	företrädare	representante	företrädare	N	N;NOM;INDF;MASC+FEM;PL
representantes	delegaterna	representante	delegat	N	N;NOM;DEF;MASC+FEM;PL
representantes	delegater	representante	delegat	N	N;NOM;INDF;MASC+FEM;PL
envexa	avund	envexa	avund	N	N;NOM;INDF;MASC+FEM;SG
envexa	avundsjuka	envexa	avundsjuka	N	N;NOM;INDF;MASC+FEM;SG
mel	bröllopsresa	mel	bröllopsresa	N	N;NOM;INDF;NEUT;SG
mel	smekmånad	mel	smekmånad	N	N;NOM;INDF;MASC+FEM;SG
mel	smekmånaden	mel	smekmånad	N	N;NOM;DEF;MASC+FEM;SG
mel	älskling	mel	älskling	N	N;NOM;INDF;MASC+FEM;SG
mel	honung	mel	honung	N	N;NOM;INDF;MASC+FEM;SG
cuartel	huvudkontor	cuartel	huvudkontor	N	N;NOM;INDF;NEUT;SG
cuartel	huvudkontoret	cuartel	huvudkontor	N	N;NOM;DEF;NEUT;SG
cuartel	högkvarter	cuartel	högkvart	N	N;NOM;INDF;NEUT;SG
cuartel	högkvarteret	cuartel	högkvarter	N	N;NOM;DEF;NEUT;SG
cuartel	baracker	cuartel	barack	N	N;NOM;INDF;MASC+FEM;PL
calmo	lugnet	calmo	lugn	N	N;NOM;DEF;NEUT;SG
afecto	ömhet	afecto	ömhet	N	N;NOM;INDF;MASC+FEM;SG
afecto	tillgivenhet	afecto	tillgivenhet	N	N;NOM;INDF;MASC+FEM;SG
mineiros	gruvarbetare	mineiro	gruvarbetare	N	N;NOM;INDF;MASC+FEM;PL
coide	titta	coidar	titta	V	V;IMP;FIN;ACT
coide	ta	coidar	ta	V	V;IMP;FIN;ACT
coide	bryr	coidar	bryra	V	V;IMP;FIN;ACT
culler	sked	culler	sked	N	N;NOM;INDF;MASC+FEM;SG
culler	skeden	culler	skede	N	N;NOM;INDF;NEUT;PL
disparan	skjut	disparar	skjut	V	V;IMP;FIN;ACT
disparan	skjuta	disparar	skjuta	V	V;IMP;FIN;ACT
fianza	borgen	fianza	borgen	N	N;NOM;DEF;MASC+FEM;SG
mantas	filtar	manto	filta	N	N;NOM;INDF;MASC+FEM;PL
entendiches	got	entendiches	got	N	N;NOM;INDF;NEUT;SG
pálida	blek	pálida	blek	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
continúe	fortsätter	continuír	fortsätta	V	V;IND;PRS;FIN;ACT
continúe	fortsätta	continuír	fortsätta	V	V;IMP;FIN;ACT
fresca	färskt	frescar	färsk	N	N;NOM;INDF;NEUT;SG
fresca	färsk	frescar	färsk	N	N;NOM;INDF;MASC+FEM;SG
fresca	färska	frescar	färsk	N	N;NOM;INDF;MASC+FEM;SG
fresca	cool	frescar	cool	N	N;NOM;INDF;MASC+FEM;SG
levarei	ta	levar	ta	V	V;IMP;FIN;ACT
serpe	orm	serpe	orm	N	N;NOM;INDF;MASC+FEM;SG
serpe	ormen	serpe	orm	N	N;NOM;DEF;MASC+FEM;SG
serpe	orm	serpe	orm	N	N;NOM;INDF;MASC+FEM;SG
serpe	ormen	serpe	orm	N	N;NOM;DEF;MASC+FEM;SG
serpe	snake	serpe	snake	N	N;NOM;INDF;MASC+FEM;SG
proletarios	proletärer	proletario	proletär	N	N;NOM;INDF;MASC+FEM;PL
bebo	dryck	bebo	dryck	N	N;NOM;INDF;MASC+FEM;SG
dicides	säg	dicidir	säg	V	V;IMP;FIN;ACT
dicides	säga	dicidir	säga	V	V;IMP;FIN;ACT
paras	stop	para	stop	N	N;NOM;INDF;NEUT;SG
paras	stopp	para	stopp	N	N;NOM;INDF;NEUT;SG
abundancia	överflöd	abundancia	överflöd	N	N;NOM;INDF;NEUT;SG
pelota	bal	pelota	bal	N	N;NOM;INDF;MASC+FEM;SG
pelota	ball	pelota	ball	N	N;NOM;INDF;MASC+FEM;SG
pelota	boll	pelota	boll	N	N;NOM;INDF;MASC+FEM;SG
