mistério	geheimnis	mistério	geheimnis	N;MASC;SG	N;NOM;NEUT;SG
completos	komplett	completo	komplett	ADJ;MASC;PL	ADJ
completos	vollständige	completo	vollständig	ADJ;MASC;PL	ADJ;NOM;FEM;PL
especializado	spezialisiert	especializar	spezialisieren	V;MASC;SG;V.PTCP	V;V.PTCP
especializado	spezialisierte	especializar	spezialisieren	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
especializado	spezialisierte	especializar	spezialisieren	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
especializado	spezialisiert	especializar	spezialisieren	V;MASC;SG;V.PTCP	V;V.PTCP
reconhece	erkennt	reconhecer	erkennen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconhece	anerkennt	reconhecer	anerkennen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconhece	erkenne	reconhecer	erkennen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconhece	erkennen	reconhecer	erkennen	V;IND;SG;3;PRS;FIN	V;NFIN
reconhece	anerkennen	reconhecer	anerkennen	V;IND;SG;3;PRS;FIN	V;NFIN
reconhece	erkenne	reconhecer	erkennen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconhece	erkennen	reconhecer	erkennen	V;IND;SG;3;PRS;FIN	V;NFIN
reconhece	anerkennen	reconhecer	anerkennen	V;IND;SG;3;PRS;FIN	V;NFIN
reconhece	erkennt	reconhecer	erkennen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconhece	anerkennt	reconhecer	anerkennen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconhece	erkennt	reconhecer	erkennen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconhece	anerkennt	reconhecer	anerkennen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mineral	mineralstoffe	mineral	mineralstoffe	N;MASC;SG	N;NOM;FEM;SG
fina	dünn	fino	dünn	ADJ;FEM;SG	ADJ
esperava	erwartet	esperar	erwarten	V;IND;SG;3;IPFV;FIN	V;V.PTCP
esperava	gehofft	esperar	hoffen	V;IND;SG;3;IPFV;FIN	V;V.PTCP
esperava	erhofft	esperar	erhoffen	V;IND;SG;3;IPFV;FIN	V;V.PTCP
sólido	massiv	sólido	massiv	ADJ;MASC;SG	ADJ
sólido	solide	sólido	solide	ADJ;MASC;SG	ADJ;NOM
sólido	festen	sólido	fest	ADJ;MASC;SG	ADJ
gigantes	giganten	gigante	gigant	N;MASC;PL	N;NOM
gigantes	giganten	gigante	gigant	N;MASC;PL	N;NOM
múltiplos	mehrfache	múltiplo	mehrfach	ADJ;MASC;PL	ADJ;NOM;FEM;PL
múltiplos	multiple	múltiplo	multipl	ADJ;MASC;PL	ADJ;NOM;FEM;PL
múltiplos	mehrfach	múltiplo	mehrfach	ADJ;MASC;PL	ADJ
múltiplos	vielfache	múltiplo	vielfach	ADJ;MASC;PL	ADJ;NOM;FEM;PL
sentença	verurteilung	sentença	verurteilung	N;FEM;SG	N;NOM;FEM;SG
precisava	gebraucht	precisar	brauchen|gebrauchen	V;IND;SG;3;IPFV;FIN	V;V.PTCP
precisava	benötigt	precisar	benötigen	V;IND;SG;3;IPFV;FIN	V;V.PTCP
índices	indizes	índice	indizes	N;MASC;PL	N;NOM
índices	indizes	índice	indizes	N;MASC;PL	N;NOM
prevenção	prophylaxe	prevenção	prophylaxe	N;FEM;SG	N;NOM;FEM;SG
prevenção	vorbeugung	prevenção	vorbeugung	N;FEM;SG	N;NOM;SG
prevenção	verhütung	prevenção	verhütung	N;FEM;SG	N;SG
obtenção	erlangung	obtenção	erlangung	N;FEM;SG	N
eliminados	gelöscht	eliminar	löschen	V;MASC;PL;V.PTCP	V;V.PTCP
eliminados	gestrichen	eliminar	gestrechen	V;MASC;PL;V.PTCP	V;V.PTCP
eliminados	ausgeschaltet	eliminar	ausschalten	V;MASC;PL;V.PTCP	V;V.PTCP
eliminados	eliminiert	eliminar	eliminieren	V;MASC;PL;V.PTCP	V;V.PTCP
eliminados	beseitigt	eliminar	beseitigen	V;MASC;PL;V.PTCP	V;V.PTCP
eliminados	entsorgen	eliminar	entsorgen	V;MASC;PL;V.PTCP	V;NFIN
eliminados	entsorgt	eliminar	entsorgen	V;MASC;PL;V.PTCP	V;V.PTCP
eliminados	beseitigt	eliminar	beseitigen	V;MASC;PL;V.PTCP	V;V.PTCP
manuscrito	manuskript	manuscrito	manuskript	N;MASC;SG	N;NOM;NEUT;SG
crônicas	chroniken	crônica	chronik	N;FEM;PL	N;NOM;PL
masters	meister	master	meist	N;MASC;SG	N;NOM;MASC;SG
separar	trennen	separar	trennen	V;NFIN	V;NFIN
separar	trennt	separar	trennen	V;NFIN	V;IND;SG;3;PRS;FIN
separar	getrennt	separar	trennen	V;NFIN	V;V.PTCP
separar	trennen	separar	trennen	V;NFIN	V;NFIN
incapaz	unfähig	incapaz	unfähig	ADJ;MASC;SG	ADJ
incapaz	unfähig	incapaz	unfähig	ADJ;MASC;SG	ADJ
interessados	interessengruppen	interessado	interessengruppen	N;MASC;PL	N;NOM;PL
hospitais	kliniken	hospital	klinik	N;MASC;PL	N;NOM;PL
briga	kampf	briga	kampfen	N;FEM;SG	N;SG
tomado	getroffen	tomar	treffen|triefen	V;MASC;SG;V.PTCP	V;V.PTCP
tomado	genommen	tomar	nehmen	V;MASC;SG;V.PTCP	V;V.PTCP
tomado	mitgenommen	tomar	mitnehmen	V;MASC;SG;V.PTCP	V;V.PTCP
tomado	aufgenommen	tomar	aufnehmen	V;MASC;SG;V.PTCP	V;V.PTCP
removido	entfernte	remover	entfernen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
painel	verkleidung	painel	verkleidung	N;MASC;SG	N;NOM;FEM;SG
armadura	rüstung	armadura	rüstung	N;FEM;SG	N;NOM;FEM;SG
armadura	rüstung	armadura	rüstung	N;FEM;SG	N;NOM;FEM;SG
adquirido	gekauft	adquirir	kaufen	V;MASC;SG;V.PTCP	V;V.PTCP
adquirido	erworben	adquirir	erwerben	V;MASC;SG;V.PTCP	V;V.PTCP
adquirido	gekauft	adquirir	kaufen	V;MASC;SG;V.PTCP	V;V.PTCP
adquirido	erworben	adquirir	erwerben	V;MASC;SG;V.PTCP	V;V.PTCP
frequentou	teilgenommen	frequentar	teilnehmen	V;IND;SG;3;PST;FIN	V;V.PTCP
frequentou	besucht	frequentar	besuchen	V;IND;SG;3;PST;FIN	V;V.PTCP
frequentou	besuchte	frequentar	besuchen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
garantia	gewährleistung	garantia	gewährleistung	N;FEM;SG	N;NOM;FEM;SG
garantia	sicherheit	garantia	sicherheit	N;FEM;SG	N;NOM;SG
garantia	gewährleistung	garantia	gewährleistung	N;FEM;SG	N;NOM;FEM;SG
esculturas	skulpturen	escultura	skulptur	N;FEM;PL	N;NOM;PL
esculturas	skulpturen	escultura	skulptur	N;FEM;PL	N;NOM;PL
ouvido	gehört	ouvir	gehören	V;MASC;SG;V.PTCP	V;V.PTCP
ouvido	hörte	ouvir	hören	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
lesões	läsionen	lesão	läsionen	N;FEM;PL	N;NOM;PL
transformando	verwandeln	transformar	verwandeln	V;V.MSDR	V;NFIN
transformando	drehen	transformar	drehen	V;V.MSDR	V;NFIN
adoção	verabschiedung	adoção	verabschiedung	N;FEM;SG	N;SG
ltd	gmbh	ltd	gmbh	N;MASC;SG	N;NOM;FEM;SG
separadas	getrennt	separar	trennen	V;FEM;PL;V.PTCP	V;V.PTCP
separadas	abgetrennt	separar	abtrennen	V;FEM;PL;V.PTCP	V;V.PTCP
preparar	bereiten	preparar	bereiten	V;NFIN	V;NFIN
preparar	vorbereiten	preparar	vorbereiten	V;NFIN	V;NFIN
escolhidos	auserwählt	escolher	auserwählen	V;MASC;PL;V.PTCP	V;V.PTCP
escolhidos	ausgewählt	escolher	auswählen	V;MASC;PL;V.PTCP	V;V.PTCP
escolhidos	erwählt	escolher	erwählen	V;MASC;PL;V.PTCP	V;V.PTCP
escolhidos	gewählt	escolher	wählen	V;MASC;PL;V.PTCP	V;V.PTCP
escolhidos	ausgesucht	escolher	aussuchen	V;MASC;PL;V.PTCP	V;V.PTCP
ice	eis	ice	eis	N;MASC;SG	N;NOM;NEUT;SG
colecção	sammlung	colecção	sammlung	N;FEM;SG	N;NOM;FEM;SG
colecção	erhebung	colecção	Erhebung	N;FEM;SG	N;NOM;FEM;SG
honorário	ehrenmitglied	honorário	ehrenmitglied	ADJ;MASC;SG	ADJ
honorário	ehrenamtlich	honorário	ehrenamtlich	ADJ;MASC;SG	ADJ
romântico	romantischen	romântico	romantisch	ADJ;MASC;SG	ADJ
romântico	romantisches	romântico	romantisch	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
romântico	romantisch	romântico	romantisch	ADJ;MASC;SG	ADJ
divididas	aufgeteilt	dividir	aufteilen	V;FEM;PL;V.PTCP	V;V.PTCP
divididas	geteilt	dividir	teilen	V;FEM;PL;V.PTCP	V;V.PTCP
divididas	gespalten	dividir	spalten	V;FEM;PL;V.PTCP	V;V.PTCP
trocar	umschalten	trocar	umschalten	V;NFIN	V;NFIN
trocar	wechseln	trocar	wechseln	V;NFIN	V;NFIN
trocar	austauschen	trocar	austauschen	V;NFIN	V;NFIN
trocar	tauschen	trocar	tauschen	V;NFIN	V;NFIN
vital	lebenswichtig	vital	lebenswichtig	ADJ;MASC;SG	ADJ
atribuição	zuweisung	atribuição	zuweisung	N;FEM;SG	N;SG
atribuição	aufgabe	atribuição	aufgaben	N;FEM;SG	N;NOM;FEM;SG
atribuição	auftrag	atribuição	auftragen	N;FEM;SG	N;MASC;SG
atribuição	zuweisung	atribuição	zuweisung	N;FEM;SG	N;SG
atribuição	zuweisung	atribuição	zuweisung	N;FEM;SG	N;SG
mensal	monatlich	mensal	monatlich	ADJ;MASC;SG	ADJ
mensal	monatlichen	mensal	monatlich	ADJ;MASC;SG	ADJ
conservador	konservativ	conservador	konservativ	ADJ;MASC;SG	ADJ
conservador	konservativer	conservador	konservativ	ADJ;MASC;SG	ADJ
espetáculos	brillen	espetáculo	brillen	N;MASC;PL	N
selecionado	ausgewählt	selecionar	auswählen	V;MASC;SG;V.PTCP	V;V.PTCP
selecionado	gewählt	selecionar	wählen	V;MASC;SG;V.PTCP	V;V.PTCP
buscando	holen	buscar	holen	V;V.MSDR	V;NFIN
buscando	abrufen	buscar	abrufen	V;V.MSDR	V;NFIN
pôr	setzen	pôr	setzen	V;NFIN	V;NFIN
pôr	legen	pôr	legen	V;NFIN	V;NFIN
pôr	lege	pôr	lege	V;NFIN	V;SBJV;SG;3;PRS;FIN
atacado	attackiert	atacar	attackieren	V;MASC;SG;V.PTCP	V;V.PTCP
atacado	überfallen	atacar	überfallen	V;MASC;SG;V.PTCP	V;V.PTCP
atacado	angegriffen	atacar	angreifen	V;MASC;SG;V.PTCP	V;V.PTCP
quentes	warm	quente	warm	ADJ;MASC;PL	ADJ
quentes	warme	quente	warm	ADJ;MASC;PL	ADJ;NOM;FEM;PL
cenários	szenarien	cenário	szenarien	N;MASC;PL	N;PL
pacote	packung	pacote	packung	N;MASC;SG	N;SG
pacote	packung	pacote	packung	N;MASC;SG	N;SG
pacote	packung	pacote	packung	N;MASC;SG	N;SG
pacote	verpackung	pacote	verpackung	N;MASC;SG	N
definitiva	endgültig	definitivo	endgültig	ADJ;FEM;SG	ADJ
definitiva	endgültigen	definitivo	endgültig	ADJ;FEM;SG	ADJ
definitiva	endgültiges	definitivo	endgültig	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
nono	neunter	nono	neunt	ADJ;MASC;SG	ADJ
nono	neunte	nono	neunt	ADJ;MASC;SG	ADJ;NOM;FEM;SG
nono	neunten	nono	neunt	ADJ;MASC;SG	ADJ
principado	fürstentums	principado	fürstentums	N;MASC;SG	N;NOM;NEUT;SG
sentiu	fühlte	sentir	fühlen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
sentiu	gefühlt	sentir	fühlen	V;IND;SG;3;PST;FIN	V;V.PTCP
esperando	warte	esperar	wart	V;V.MSDR	V;IND;SG;3;PRS;FIN
esperando	gewartet	esperar	warten	V;V.MSDR	V;V.PTCP
esperando	abwarten	esperar	abwarten	V;V.MSDR	V;NFIN
esperando	warten	esperar	warten	V;V.MSDR	V;NFIN
esperando	wartet	esperar	warten	V;V.MSDR	V;IND;SG;3;PRS;FIN
esperando	erwartet	esperar	erwarten	V;V.MSDR	V;V.PTCP
esperando	erwarten	esperar	erwarten	V;V.MSDR	V;NFIN
esperando	erwarte	esperar	erwarten	V;V.MSDR	V;IND;SG;3;PRS;FIN
esperando	hoffen	esperar	hoffen	V;V.MSDR	V;NFIN
esperando	hofft	esperar	hoffen	V;V.MSDR	V;IND;SG;3;PRS;FIN
esperando	gehofft	esperar	hoffen	V;V.MSDR	V;V.PTCP
cap	kappe	cap	kappen	N;MASC;SG	N;SG
cap	mütze	cap	mützen	N;MASC;SG	N;NOM;SG
funcional	funktional	funcional	funktional	ADJ;MASC;SG	ADJ
funcional	funktionsfähig	funcional	funktionsfähig	ADJ;MASC;SG	ADJ
funcional	funktionell	funcional	funktionell	ADJ;MASC;SG	ADJ
funcional	funktionalen	funcional	funktional	ADJ;MASC;SG	ADJ
funcional	funktionstüchtig	funcional	funktionstüchtig	ADJ;MASC;SG	ADJ
protecção	schutz	protecção	schutz	N;FEM;SG	N
protecção	schutz	protecção	schutz	N;FEM;SG	N
jogado	spielte	jogar	spielen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
jogado	gespielt	jogar	spielen	V;MASC;SG;V.PTCP	V;V.PTCP
jogado	abgespielt	jogar	abspielen	V;MASC;SG;V.PTCP	V;V.PTCP
transferida	transferiert	transferir	transferieren	V;FEM;SG;V.PTCP	V;V.PTCP
transferida	übertragen	transferir	übertragen	V;FEM;SG;V.PTCP	V;V.PTCP
transferida	versetzt	transferir	versetzen	V;FEM;SG;V.PTCP	V;V.PTCP
conferir	verleihen	conferir	verleihen	V;NFIN	V;NFIN
ajudando	helfen	ajudar	helfen	V;V.MSDR	V;NFIN
ajudando	hilft	ajudar	helfen	V;V.MSDR	V;IND;SG;3;PRS;FIN
leves	leichter	leve	leicht	ADJ;MASC;PL	ADJ
leves	leichte	leve	leicht	ADJ;MASC;PL	ADJ;NOM;FEM;PL
leves	leichtigkeit	leve	leichtigkeit	ADJ;MASC;PL	ADJ
leves	leicht	leve	leicht	ADJ;MASC;PL	ADJ
agências	agenturen	agência	agenturen	N;FEM;PL	N;NOM;PL
agências	vertretungen	agência	vertretungen	N;FEM;PL	N;NOM;FEM;PL
margaret	margarete	margaret	margaret	N;FEM;SG	N;NOM;FEM;SG
respectivas	jeweilige	respectivo	jeweilig	ADJ;FEM;PL	ADJ;NOM;FEM;PL
respectivas	jeweiligen	respectivo	jeweilig	ADJ;FEM;PL	ADJ;NOM;MASC;PL
preparado	vorbereitet	preparar	vorbereiten	V;MASC;SG;V.PTCP	V;V.PTCP
preparado	zubereitet	preparar	zubereiten	V;MASC;SG;V.PTCP	V;V.PTCP
preparado	vorbereitet	preparar	vorbereiten	V;MASC;SG;V.PTCP	V;V.PTCP
chamando	anrufen	chamar	anrufen	V;V.MSDR	V;NFIN
chamando	nennen	chamar	nennen	V;V.MSDR	V;NFIN
chamando	ruft	chamar	rufen	V;V.MSDR	V;IND;SG;3;PRS;FIN
servido	serviert	servido	servieren	V;MASC;SG;V.PTCP	V;V.PTCP
servido	gedient	servido	dienen	V;MASC;SG;V.PTCP	V;V.PTCP
servido	zugestellt	servido	zustellen	V;MASC;SG;V.PTCP	V;V.PTCP
servido	diente	servido	dienen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
receitas	erträge	receita	erträg	N;FEM;PL	N
receitas	erträge	receita	erträg	N;FEM;PL	N
complexa	komplexer	complexo	komplex	ADJ;FEM;SG	ADJ
complexa	komplex	complexo	komplex	ADJ;FEM;SG	ADJ
complexa	komplexes	complexo	komplex	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
formações	schulungen	formação	schulung	N;FEM;PL	N;NOM;FEM;PL
formações	zusammenstellungen	formação	zusammenstellingen	N;FEM;PL	N;NOM;FEM;PL
exportação	ausfuhr	exportação	ausfahren	N;FEM;SG	N;NOM;SG
exportação	ausfuhr	exportação	ausfahren	N;FEM;SG	N;NOM;SG
exportação	ausfuhr	exportação	ausfahren	N;FEM;SG	N;NOM;SG
exportação	ausfuhr	exportação	ausfahren	N;FEM;SG	N;NOM;SG
incluídos	enthalten	incluir	enthalten	V;MASC;PL;V.PTCP	V;NFIN
incluídos	eingeschlossen	incluir	einschließen	V;MASC;PL;V.PTCP	V;V.PTCP
incluídos	aufgenommen	incluir	aufnehmen	V;MASC;PL;V.PTCP	V;V.PTCP
estrelou	spielte	estrelar	spielen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
restauro	restauration	restauro	Restauration	N;MASC;SG	N;NOM;SG
restauro	restaurierung	restauro	restaurierung	N;MASC;SG	N;NOM;FEM;SG
levantamento	aufhebung	levantamento	aufhebung	N;MASC;SG	N;NOM;FEM;SG
defendendo	verteidigt	defender	verteidigen	V;V.MSDR	V;V.PTCP
defendendo	verteidigen	defender	verteidigen	V;V.MSDR	V;NFIN
ocupando	besetzen	ocupar	besetzen	V;V.MSDR	V;NFIN
cumprimento	erfüllung	cumprimento	Erfüllung	N;MASC;SG	N;SG
cumprimento	einhaltung	cumprimento	einhaltung	N;MASC;SG	N;SG
cumprimento	begrüßung	cumprimento	Begrüßung	N;MASC;SG	N
cumprimento	erfüllung	cumprimento	Erfüllung	N;MASC;SG	N;SG
linhagem	linie	linhagem	linie	N;FEM;SG	N
temporariamente	zeitweise	temporariamente	zeitweise	ADV	ADV
avançado	erweitert	avançar	erweitern	V;MASC;SG;V.PTCP	V;V.PTCP
avançado	erweiterte	avançar	erweitern	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
avançado	fortgeschritten	avançar	fortschreiten	V;MASC;SG;V.PTCP	V;V.PTCP
incluídas	enthalten	incluir	enthalten	V;FEM;PL;V.PTCP	V;NFIN
incluídas	eingeschlossen	incluir	einschließen	V;FEM;PL;V.PTCP	V;V.PTCP
incluídas	aufgenommen	incluir	aufnehmen	V;FEM;PL;V.PTCP	V;V.PTCP
alerta	warnung	alerta	warnung	N;MASC;SG	N;NOM;SG
saindo	verlässt	sair	verlassen	V;V.MSDR	V;IND;SG;3;PRS;FIN
saindo	verlassen	sair	verlassen	V;V.MSDR	V;NFIN
saindo	weggehen	sair	weggehen	V;V.MSDR	V;NFIN
repressão	razzia	repressão	razzia	N;FEM;SG	N;SG
trek	wanderung	trek	wanderung	N;MASC;SG	N;NOM;FEM;SG
folk	volk	folk	volk	N;MASC;SG	N;NOM;NEUT;SG
adicionado	fügte	adicionar	fügen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
adicionado	hinzugefügt	adicionar	hinzufügen	V;MASC;SG;V.PTCP	V;V.PTCP
comandou	kommandiert	comandar	kommandieren	V;IND;SG;3;PST;FIN	V;V.PTCP
comandou	befohlen	comandar	befohlen	V;IND;SG;3;PST;FIN	V;V.PTCP
discovery	entdeckung	discovery	entdeckung	N;MASC;SG	N;SG
lutando	bekämpfen	lutar	bekämpfen	V;V.MSDR	V;NFIN
lutando	kämpfen	lutar	kämpfen	V;V.MSDR	V;NFIN
irregular	ungleich	irregular	ungleich	ADJ;MASC;SG	ADJ
irregular	ungleichmäßig	irregular	ungleichmäßig	ADJ;MASC;SG	ADJ
irregular	unregelmäßig	irregular	unregelmäßig	ADJ;MASC;SG	ADJ
irregular	unregelmäßigen	irregular	unregelmäßig	ADJ;MASC;SG	ADJ
uniformes	uniformen	uniforme	uniformen	N;MASC;PL	N;NOM;PL
uniformes	trikots	uniforme	trikots	N;MASC;PL	N;NOM;PL
uniformes	uniformen	uniforme	uniformen	N;MASC;PL	N;NOM;PL
fábricas	betriebe	fábrica	betreiben	N;FEM;PL	N;NOM;MASC;PL
fábricas	werke	fábrica	werk	N;FEM;PL	N;NOM;NEUT;PL
vendida	verkauft	vender	verkaufen	V;FEM;SG;V.PTCP	V;V.PTCP
vendida	verkaufte	vender	verkaufen	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
porquê	weswegen	porquê	weswegen	ADV	ADV
porquê	wieso	porquê	wieso	ADV	ADV
porquê	warum	porquê	warum	ADV	ADV
porquê	wozu	porquê	wozu	ADV	ADV
tomadas	getroffen	tomar	treffen|triefen	V;FEM;PL;V.PTCP	V;V.PTCP
tomadas	genommen	tomar	nehmen	V;FEM;PL;V.PTCP	V;V.PTCP
tomadas	mitgenommen	tomar	mitnehmen	V;FEM;PL;V.PTCP	V;V.PTCP
tomadas	aufgenommen	tomar	aufnehmen	V;FEM;PL;V.PTCP	V;V.PTCP
relativo	relativ	relativo	relativ	ADJ;MASC;SG	ADJ
relativo	relativer	relativo	relativ	ADJ;MASC;SG	ADJ
caracterizada	charakterisiert	caracterizar	charakterisieren	V;FEM;SG;V.PTCP	V;V.PTCP
caracterizada	charakterisiert	caracterizar	charakterisieren	V;FEM;SG;V.PTCP	V;V.PTCP
investigar	ermitteln	investigar	ermitteln	V;NFIN	V;NFIN
investigar	untersuchen	investigar	untersuchen	V;NFIN	V;NFIN
senadores	senatoren	senador	senatoren	N;MASC;PL	N;NOM;PL
canhões	kanonen	canhão	kanon	N;MASC;PL	N;NOM;FEM;PL
canhões	kanonen	canhão	kanon	N;MASC;PL	N;NOM;FEM;PL
praças	plätze	praça	platz	N;FEM;PL	N;NOM;MASC;PL
barreiras	hindernisse	barreira	hindernis	N;FEM;PL	N;NOM;FEM;PL
barreiras	hemmnisse	barreira	hemmnis	N;FEM;PL	N;NOM;PL
voar	fliegen	voar	fliegen	V;NFIN	V;NFIN
voar	flieg	voar	fliegen	V;NFIN	V;IND;SG;3;FIN
voar	fliegen	voar	fliegen	V;NFIN	V;NFIN
dieta	nahrung	dieta	nahrung	N;FEM;SG	N;NOM;FEM;SG
dieta	ernährung	dieta	Ernährung	N;FEM;SG	N;NOM;FEM;SG
match	spiel	match	spielen	N;MASC;SG	N;NOM;NEUT;SG
match	übereinstimmung	match	übereinstimmung	N;MASC;SG	N;NOM;FEM;SG
governou	regiert	governar	regieren	V;IND;SG;3;PST;FIN	V;V.PTCP
governou	beherrscht	governar	beherrschen	V;IND;SG;3;PST;FIN	V;V.PTCP
governou	regierte	governar	regieren	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
atrair	anlocken	atrair	anlocken	V;NFIN	V;NFIN
atrair	lockt	atrair	locken	V;NFIN	V;IND;SG;3;PRS;FIN
atrair	locken	atrair	locken	V;NFIN	V;NFIN
atrair	anziehen	atrair	anziehen	V;NFIN	V;NFIN
atrair	anlocken	atrair	anlocken	V;NFIN	V;NFIN
atrair	erregen	atrair	erregen	V;NFIN	V;NFIN
atrair	anlocken	atrair	anlocken	V;NFIN	V;NFIN
ataca	angriffen	atacar	angreifen	V;IND;SG;3;PRS;FIN	V;NFIN
subir	steigen	subir	steigen	V;NFIN	V;NFIN
subir	besteigen	subir	besteigen	V;NFIN	V;NFIN
subir	aufstieg	subir	aufsteigen	V;NFIN	V;IND;SG;3;PST;FIN
subir	klettern	subir	klettern	V;NFIN	V;NFIN
romântica	romantischen	romântico	romantisch	ADJ;FEM;SG	ADJ
romântica	romantisches	romântico	romantisch	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
romântica	romantisch	romântico	romantisch	ADJ;FEM;SG	ADJ
dezoito	achtzehn	dezoito	achtzehn	NUM	NUM
fazendas	betriebe	fazenda	betreiben	N;FEM;PL	N;NOM;MASC;PL
fazendas	bauernhöfe	fazenda	bauernhöfe	N;FEM;PL	N;NOM;PL
fazendas	höfe	fazenda	hofen	N;FEM;PL	N;NOM;PL
terço	rosenkranz	terço	rosenkranz	ADJ;MASC;SG	ADJ
terço	dritter	terço	dritt	ADJ;MASC;SG	ADJ
terço	drittel	terço	Drittel	ADJ;MASC;SG	ADJ;NOM
terço	dritten	terço	dritt	ADJ;MASC;SG	ADJ;ACC;MASC;SG
substituto	ersetzung	substituto	Ersetzung	N;MASC;SG	N;NOM;FEM;SG
advogados	anwälte	advogado	anwalten	N;MASC;PL	N;NOM;MASC;PL
advogados	juristen	advogado	juristen	N;MASC;PL	N;NOM;PL
advogados	anwälte	advogado	anwalten	N;MASC;PL	N;NOM;MASC;PL
escura	dunkel	escuro	dunkel	ADJ;FEM;SG	ADJ
escura	dunkler	escuro	dunkel	ADJ;FEM;SG	ADJ
escura	dunkelheit	escuro	dunkelheit	ADJ;FEM;SG	ADJ
competência	befähigung	competência	befähigung	N;FEM;SG	N;NOM;FEM;SG
traduzir	übersetzen	traduzir	übersetzen	V;NFIN	V;NFIN
traduzir	übersetzt	traduzir	übersetzen	V;NFIN	V;V.PTCP
traduzir	übersetzen	traduzir	übersetzen	V;NFIN	V;NFIN
traduzir	übersetzten	traduzir	übersetzen	V;NFIN	V;IND;PL;3;PST;FIN
retornando	zurückkehren	retornar	zurückkehren	V;V.MSDR	V;NFIN
revelar	zeigen	revelar	zeigen	V;NFIN	V;NFIN
revelar	enthüllen	revelar	enthüllen	V;NFIN	V;NFIN
revelar	offenbaren	revelar	offenbar	V;NFIN	V;NFIN
revelar	aufdecken	revelar	aufdecken	V;NFIN	V;NFIN
algodão	baumwolle	algodão	baumwoll	N;MASC;SG	N;SG
sets	zusammenstellungen	set	zusammenstellingen	N;MASC;PL	N;NOM;FEM;PL
duro	harten	duro	hart	ADJ;MASC;SG	ADJ
duro	schwer	duro	schwer	ADJ;MASC;SG	ADJ
duro	hart	duro	hart	ADJ;MASC;SG	ADJ
duro	schwierig	duro	schwierig	ADJ;MASC;SG	ADJ
duro	schwer	duro	schwer	ADJ;MASC;SG	ADJ
duro	hart	duro	hart	ADJ;MASC;SG	ADJ
duro	schwierig	duro	schwierig	ADJ;MASC;SG	ADJ
subtropical	subtropischen	subtropical	subtropisch	ADJ;MASC;SG	ADJ
desenvolvidas	entwickelt	desenvolver	entwickeln	V;FEM;PL;V.PTCP	V;V.PTCP
desenvolvidas	entwickelten	desenvolver	entwickeln	V;FEM;PL;V.PTCP	V;IND;PL;3;PST;FIN
lucro	gewinn	lucro	gewinn	N;MASC;SG	N
lucro	profite	lucro	profite	N;MASC;SG	N;NOM;SG
lucro	gewinn	lucro	gewinn	N;MASC;SG	N
criatura	wesen	criatura	wesen	N;FEM;SG	N;NOM;NEUT;SG
terapia	therapie	terapia	therapie	N;FEM;SG	N;SG
desafios	herausforderungen	desafio	herausforderung	N;MASC;PL	N;NOM;FEM;PL
estrangeira	ausland	estrangeiro	auslinden	N;FEM;SG	N;NOM;NEUT;SG
percebeu	realisiert	perceber	realisieren	V;IND;SG;3;PST;FIN	V;V.PTCP
percebeu	realisierte	perceber	realisieren	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
percebeu	verwirklicht	perceber	verwirklichen	V;IND;SG;3;PST;FIN	V;V.PTCP
derrotados	geschlagen	derrotar	schlagen	V;MASC;PL;V.PTCP	V;V.PTCP
derrotados	besiegen	derrotar	besiegen	V;MASC;PL;V.PTCP	V;NFIN
derrotados	besiegt	derrotar	besiegen	V;MASC;PL;V.PTCP	V;V.PTCP
treinar	trainieren	treinar	trainieren	V;NFIN	V;NFIN
determina	bestimmen	determinar	bestimmen	V;IND;SG;3;PRS;FIN	V;FIN
inscrições	inschriften	inscrição	inschrift	N;FEM;PL	N;PL
