על	despre	על	despre	ADP	ADP;ACC
מקורי	originală	מקורי	original	ADJ;MASC;SG	ADJ;INDF;FEM;SG
אולימפיים	olimpieni	אולימפי	olimpian	ADJ;MASC;PL	ADJ;INDF;MASC;PL
ציירים	pictori	צייר	pictor	N;MASC;PL	N;INDF;MASC;PL
הפרה	încălcare	הפרה	încălcare	N;FEM;SG	N;INDF;FEM;SG
הפרה	încălcarea	הפרה	încălcare	N;FEM;SG	N;DEF;FEM;SG
הפרה	violare	הפרה	violare	N;FEM;SG	N;INDF;FEM;SG
הפרה	încălcare	הפרה	încălcare	N;FEM;SG	N;INDF;FEM;SG
עיתונות	presă	עיתונות	presă	N;FEM;SG	N;INDF;FEM;SG
עיתונות	press	עיתונות	press	N;FEM;SG	N;INDF;MASC;SG
עיתונות	jurnalismul	עיתונות	jurnalism	N;FEM;SG	N;DEF;MASC;SG
עיתונות	jurnalism	עיתונות	jurnalism	N;FEM;SG	N;INDF;MASC;SG
תצוגה	afișare	תצוגה	afișare	N;FEM;SG	N;INDF;FEM;SG
תצוגה	vizualizare	תצוגה	vizualizare	N;FEM;SG	N;INDF;FEM;SG
תצוגה	vedere	תצוגה	vedere	N;FEM;SG	N;INDF;FEM;SG
שחייה	inot	שחייה	inot	N;FEM;SG	N;INDF;MASC;SG
שחייה	înot	שחייה	înot	N;FEM;SG	N;INDF;MASC;SG
שחייה	înotul	שחייה	înotul	N;FEM;SG	N;DEF;MASC;SG
מעקב	urmarire	מעקב	urmarire	N;MASC;SG	N;INDF;FEM;SG
מעקב	urmărire	מעקב	urmărire	N;MASC;SG	N;INDF;FEM;SG
מעקב	urmărirea	מעקב	urmărire	N;MASC;SG	N;DEF;FEM;SG
מעקב	supraveghere	מעקב	supraveghere	N;MASC;SG	N;INDF;FEM;SG
מעקב	supravegherea	מעקב	supraveghere	N;MASC;SG	N;DEF;FEM;SG
תחושה	senzație	תחושה	senzație	N;FEM;SG	N;INDF;FEM;SG
תחושה	sentimentul	תחושה	sentiment	N;FEM;SG	N;DEF;MASC;SG
תחושה	sentiment	תחושה	sentiment	N;FEM;SG	N;INDF;MASC;SG
תחושה	senzație	תחושה	senzație	N;FEM;SG	N;INDF;FEM;SG
תחושה	senzatie	תחושה	senzatie	N;FEM;SG	N;INDF;FEM;SG
אספקה	furnizare	אספקה	furnizare	N;FEM;SG	N;INDF;FEM;SG
אספקה	aprovizionare	אספקה	aprovizionare	N;FEM;SG	N;INDF;FEM;SG
חיידקים	bacteriene	חיידק	bacterian	N;MASC;PL	N;INDF;FEM;PL
חיידקים	bacterii	חיידק	bacterie	N;MASC;PL	N;INDF;FEM;PL
חיידקים	bacteriile	חיידק	bacterie	N;MASC;PL	N;DEF;FEM;PL
חיידקים	germeni	חיידק	germen	N;MASC;PL	N;INDF;MASC;PL
חיידקים	microbii	חיידק	microbie	N;MASC;PL	N;DEF;MASC;PL
חיידקים	microbi	חיידק	microbi	N;MASC;PL	N;INDF;MASC;PL
קבלה	kabbalah	קבלה	kabbalah	N;FEM;SG	N;DEF;FEM;SG
קבלה	acceptarea	קבלה	acceptare	N;FEM;SG	N;DEF;FEM;SG
קבלה	acceptare	קבלה	acceptare	N;FEM;SG	N;INDF;FEM;SG
קבלה	primire	קבלה	primire	N;FEM;SG	N;INDF;FEM;SG
קבלה	primirea	קבלה	primire	N;FEM;SG	N;DEF;FEM;SG
קבלה	primire	קבלה	primire	N;FEM;SG	N;INDF;FEM;SG
קבלה	recepție	קבלה	recepție	N;FEM;SG	N;INDF;FEM;SG
קבלה	receptie	קבלה	receptie	N;FEM;SG	N;INDF;FEM;SG
מניות	stocurile	מנייה	stoc	N;FEM;PL	N;DEF;FEM;PL
מניות	stocuri	מנייה	stoc	N;FEM;PL	N;INDF;FEM;PL
מניות	distribuiri	מנייה	distribuire	N;FEM;PL	N;INDF;FEM;PL
מניות	acțiuni	מנייה	acțiune	N;FEM;PL	N;INDF;FEM;PL
ישות	entitate	ישות	entitate	N;FEM;SG	N;INDF;FEM;SG
ישות	entitatea	ישות	entitate	N;FEM;SG	N;DEF;FEM;SG
מצודת	cetatea	מצודה	cetate	N;FEM;SG	N;DEF;FEM;SG
שבויים	prizonierii	שבוי	prizonier	N;MASC;PL	N;DEF;MASC;PL
שבויים	prizonieri	שבוי	prizonier	N;MASC;PL	N;INDF;MASC;PL
איברים	organe	איבר	organ	N;MASC;PL	N;INDF;FEM;PL
איברים	organele	איבר	organ	N;MASC;PL	N;DEF;FEM;PL
פתרונות	solutii	פתרון	solut	N;MASC;PL	N;INDF;FEM;PL
פתרונות	soluții	פתרון	soluție	N;MASC;PL	N;INDF;FEM;PL
האוסף	colectie	האוסף	colectie	N;MASC;SG	N;INDF;FEM;SG
האוסף	colecţie	האוסף	colecţie	N;MASC;SG	N;INDF;FEM;SG
האוסף	colecţia	האוסף	colechie	N;MASC;SG	N;DEF;FEM;SG
האוסף	colecție	האוסף	colecție	N;MASC;SG	N;INDF;FEM;SG
האוסף	colectare	האוסף	colectare	N;MASC;SG	N;INDF;FEM;SG
האוסף	colecția	האוסף	colecție	N;MASC;SG	N;DEF;FEM;SG
התפרצות	focar	התפרצות	focar	N;FEM;SG	N;INDF;MASC;SG
התפרצות	epidemie	התפרצות	epidemie	N;FEM;SG	N;INDF;FEM;SG
ראויה	demn	ראוי	demn	ADJ;FEM;SG	ADJ;INDF;MASC;SG
ראויה	vrednic	ראוי	vrednic	ADJ;FEM;SG	ADJ;INDF;MASC;SG
יערות	paduri	עירה	pad	N;MASC;PL	N;INDF;FEM;PL
יערות	păduri	עירה	pădure	N;MASC;PL	N;INDF;FEM;PL
יערות	pădurile	עירה	pădure	N;MASC;PL	N;DEF;FEM;PL
ילדות	fetele	ילד	fată	N;FEM;PL	N;DEF;FEM;PL
ילדות	fete	ילד	fată	N;FEM;PL	N;INDF;FEM;PL
ילדות	fetelor	ילד	fată	N;FEM;PL	N;DEF;FEM;PL
חווה	ferma	חווה	fermă	N;FEM;SG	N;DEF;FEM;SG
חווה	fermă	חווה	fermă	N;FEM;SG	N;INDF;FEM;SG
חווה	eve	חווה	ev	N;FEM;SG	N;INDF;MASC;SG
חווה	ajunul	חווה	ajun	N;FEM;SG	N;DEF;MASC;SG
מובהק	distinct	מובהק	distinct	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מובהק	distinctă	מובהק	distinct	ADJ;MASC;SG	ADJ;INDF;FEM;SG
לאחור	invers	לאחור	invers	ADV	ADV
לאחור	înapoi	לאחור	înapoi	ADV	ADV
חור	hole	חור	hol		
מדרגות	pașii	מדרגה	pas	N;FEM;PL	N;DEF;MASC;PL
מדרגות	trepte	מדרגה	treaptă	N;FEM;PL	N;INDF;FEM;PL
מדרגות	pași	מדרגה	pas	N;FEM;PL	N;INDF;MASC;PL
מדרגות	scări	מדרגה	scară	N;FEM;PL	N;INDF;FEM;PL
רושם	impresie	רושם	impresie	N;MASC;SG	N;INDF;FEM;SG
שואה	holocaustului	שואה	holocaust	N;FEM;SG	N;DEF;MASC;SG
שואה	holocaust	שואה	holocaust	N;FEM;SG	N;INDF;MASC;SG
סיירת	patrulă	סיירת	patrulă	N;FEM;SG	N;INDF;FEM;SG
סיירת	patrula	סיירת	patrulă	N;FEM;SG	N;DEF;FEM;SG
סיירת	patrulare	סיירת	patrular	N;FEM;SG	N;INDF;FEM;SG
מושגים	concepte	מושג	concept	N;MASC;PL	N;INDF;FEM;PL
מושגים	conceptele	מושג	concept	N;MASC;PL	N;DEF;FEM;PL
דרישות	cerințe	דרישה	cerință	N;FEM;PL	N;INDF;FEM;PL
דרישות	cerințele	דרישה	cerință	N;FEM;PL	N;DEF;FEM;PL
נדירים	rari	נדיר	rar	ADJ;MASC;PL	ADJ;INDF;MASC;PL
נדירים	rare	נדיר	rar	ADJ;MASC;PL	ADJ;INDF;FEM;PL
פסקה	paragraf	פסק	paragraf	N	N;INDF;MASC;SG
פסקה	paragraful	פסק	paragraf	N	N;DEF;MASC;SG
מחלקות	plutoane	מחלקה	pluton	N;FEM;PL	N;INDF;FEM;PL
מחלקות	divizii	מחלקה	divizie	N;FEM;PL	N;INDF;FEM;PL
מחלקות	diviziile	מחלקה	divizie	N;FEM;PL	N;DEF;FEM;PL
מחלקות	secțiunile	מחלקה	secțiune	N;FEM;PL	N;DEF;FEM;PL
מחלקות	secțiuni	מחלקה	secțiune	N;FEM;PL	N;INDF;FEM;PL
מחלקות	departamente	מחלקה	departament	N;FEM;PL	N;INDF;FEM;PL
מחלקות	departamentele	מחלקה	departament	N;FEM;PL	N;DEF;FEM;PL
הוט	fierbinte	הוט	fierbinte		
מייצגת	reprezentând	ייצג	reprezenta	V;FEM;SG;V.PTCP;ACT	V;V.MSDR
יציב	stabil	יציב	stabil	ADJ;MASC;SG	ADJ;INDF;MASC;SG
יציב	stabilă	יציב	stabil	ADJ;MASC;SG	ADJ;INDF;FEM;SG
מיידית	imediat	מיידי	imediat	ADV	ADV
מכירה	vanzare	מכירה	vanzare	N;FEM;SG	N;INDF;FEM;SG
מכירה	vânzare	מכירה	vânzare	N;FEM;SG	N;INDF;FEM;SG
מכירה	vânzarea	מכירה	vânzare	N;FEM;SG	N;DEF;FEM;SG
חיוביות	pozitive	חיובי	pozitiv	ADJ;FEM;PL	ADJ;INDF;FEM;PL
פשוטים	simple	פשוט	simplu	ADJ;MASC;PL	ADJ;INDF;FEM;PL
חסות	sponsorul	חסות	sponsor	N;FEM;SG	N;DEF;MASC;SG
חסות	sponsor	חסות	sponsor	N;FEM;SG	N;INDF;MASC;SG
חסות	sponsorizare	חסות	sponsorizare	N;FEM;SG	N;INDF;FEM;SG
נעלם	plecat	נעלם	pleca	V;MASC;SG;MID	V;MASC;SG;V.PTCP
נעלם	dispărut	נעלם	dispărea	V;MASC;SG;MID	V;MASC;SG;V.PTCP
בישול	gătit	בישול	găti	N;MASC;SG	N;INDF;MASC;SG
בישול	gătitul	בישול	gătit	N;MASC;SG	N;DEF;MASC;SG
הצבעים	culori	הצבע	culoare	N;MASC;PL	N;INDF;FEM;PL
הצבעים	culorile	הצבע	culoare	N;MASC;PL	N;DEF;FEM;PL
עבירות	faulturi	עבירה	fault	N;FEM;PL	N;INDF;FEM;PL
דקה	minut	דקה	minut	N;FEM;SG	N;INDF;MASC;SG
דקה	minutul	דקה	minut	N;FEM;SG	N;DEF;MASC;SG
המרכיבים	ingrediente	המרכיב	ingredient	N;MASC;PL	N;INDF;FEM;PL
המרכיבים	ingredientele	המרכיב	ingredient	N;MASC;PL	N;DEF;FEM;PL
הרמה	elevație	הרמה	elevație	N;FEM;SG	N;INDF;FEM;SG
עתיקות	străvechi	עתיקות	străvechi		
נוזל	fluid	נוזל	fluid	N;MASC;SG	N;INDF;MASC;SG
נוזל	lichid	נוזל	lichid	N;MASC;SG	N;INDF;MASC;SG
נוזל	lichid	נוזל	lichid	N;MASC;SG	N;INDF;MASC;SG
נפלה	fell	נפל	fell	N;FEM;SG	N;INDF;MASC;SG
כמויות	sumele	כמות	sumă	N;FEM;PL	N;DEF;FEM;PL
כמויות	sume	כמות	sumă	N;FEM;PL	N;INDF;FEM;PL
כמויות	cantitățile	כמות	cantitate	N;FEM;PL	N;DEF;FEM;PL
כמויות	cantități	כמות	cantitate	N;FEM;PL	N;INDF;FEM;PL
פינוי	evacuare	פינוי	evacuare	N;MASC;SG	N;INDF;FEM;SG
פינוי	evacuarea	פינוי	evacuare	N;MASC;SG	N;DEF;FEM;SG
צוללות	submarine	צלל	submarină	N;FEM;PL	N;INDF;FEM;PL
צוללות	submarine	צלל	submarină	N;FEM;PL	N;INDF;FEM;PL
אחות	sora	אחות	soră	N;FEM;SG	N;DEF;FEM;SG
אחות	soră	אחות	soră	N;FEM;SG	N;INDF;FEM;SG
אחות	asistenta	אחות	asistentă	N;FEM;SG	N;DEF;FEM;SG
אחות	asistentă	אחות	asistent	N;FEM;SG	N;INDF;FEM;SG
לעודד	încurajează	עודד	încuraja	V;NFIN;ACT	V;IND;3;PRS;FIN
לעודד	încuraja	עודד	încuraja	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
אפי	effie	אפי	effie		
שלילית	negativ	שלילי	negativ	ADV	ADV
להאמין	crede	האמין	crede	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
להאמין	crezând	האמין	crede	V;NFIN;ACT	V;V.MSDR
נר	ner	נר	ner		
גדר	gard	גדר	gard	N;FEM;SG	N;INDF;MASC;SG
גדר	gardul	גדר	gard	N;FEM;SG	N;DEF;MASC;SG
פחד	frica	פחד	frică	N;MASC;SG	N;DEF;FEM;SG
פחד	teama	פחד	teamă	N;MASC;SG	N;DEF;FEM;SG
פחד	frică	פחד	frică	N;MASC;SG	N;INDF;FEM;SG
פחד	teamă	פחד	teamă	N;MASC;SG	N;INDF;FEM;SG
מינרלים	minerale	מינרלי	mineral	N;MASC;PL	N;INDF;FEM;PL
תאומות	gemene	תאומה	gemen	N;FEM;PL	N;INDF;FEM;PL
תאומות	gemenele	תאומה	gemenă	N;FEM;PL	N;DEF;FEM;PL
תאומות	gemenii	תאומה	gemeniu	N;FEM;PL	N;DEF;MASC;PL
חלום	visul	חלום	vis	N;MASC;SG	N;DEF;MASC;SG
חלום	vis	חלום	vis	N;MASC;SG	N;INDF;MASC;SG
אקדמי	academic	אקדמי	academic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
אקדמי	academică	אקדמי	academic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
חרקים	insectele	חרק	insect	N;MASC;PL	N;DEF;FEM;PL
חרקים	insectelor	חרק	insect	N;MASC;PL	N;DEF;FEM;PL
חרקים	insecte	חרק	insect	N;MASC;PL	N;INDF;FEM;PL
חרקים	gândaci	חרק	gândac	N;MASC;PL	N;INDF;MASC;PL
חרקים	insecte	חרק	insect	N;MASC;PL	N;INDF;FEM;PL
תשובות	răspunsuri	תשובה	răspuns	N;FEM;PL	N;INDF;FEM;PL
תשובות	raspunsuri	תשובה	raspuns	N;FEM;PL	N;INDF;FEM;PL
תשובות	răspunsurile	תשובה	răspuns	N;FEM;PL	N;DEF;FEM;PL
תשובות	răspunsuri	תשובה	răspuns	N;FEM;PL	N;INDF;FEM;PL
תשובות	răspunsurile	תשובה	răspuns	N;FEM;PL	N;DEF;FEM;PL
קלאסי	elegant	קלאסי	elegant	ADJ;MASC;SG	ADJ;INDF;MASC;SG
קלאסי	clasică	קלאסי	clasic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
קלאסי	clasica	קלאסי	clasică	ADJ;MASC;SG	ADJ;DEF;FEM;SG
קלאסי	clasică	קלאסי	clasic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
קלאסי	clasica	קלאסי	clasică	ADJ;MASC;SG	ADJ;DEF;FEM;SG
מופעים	instanțe	מופע	instanță	N;MASC;PL	N;INDF;FEM;PL
מופעים	spectacole	מופע	spectacol	N;MASC;PL	N;INDF;FEM;PL
מופעים	emisiuni	מופע	emisiune	N;MASC;PL	N;INDF;FEM;PL
התאבדות	sinuciderea	התאבדות	sinucidere	N;FEM;SG	N;DEF;FEM;SG
התאבדות	sinucidere	התאבדות	sinucidere	N;FEM;SG	N;INDF;FEM;SG
התאבדות	suicid	התאבדות	suicid	N;FEM;SG	N;INDF;MASC;SG
מדויקת	precisă	מדויק	precis	ADJ;FEM;SG	ADJ;INDF;FEM;SG
מדויקת	precisă	מדויק	precis	ADJ;FEM;SG	ADJ;INDF;FEM;SG
דיו	cerneală	דיו	cerneală	N;MASC;SG	N;INDF;FEM;SG
דיו	cerneala	דיו	cerneală	N;MASC;SG	N;DEF;FEM;SG
שירו	shiro	שירו	shiro		
מכשירים	instrumentele	הכשיר	instrument	N;MASC;PL	N;DEF;FEM;PL
מכשירים	instrumente	הכשיר	instrument	N;MASC;PL	N;INDF;FEM;PL
מכשירים	aparate	הכשיר	apara	N;MASC;PL	N;INDF;FEM;PL
מכשירים	dispozitive	הכשיר	dispozitiv	N;MASC;PL	N;INDF;FEM;PL
סגנונות	stiluri	סגנון	stil	N;MASC;PL	N;INDF;FEM;PL
סגנונות	stilurile	סגנון	stil	N;MASC;PL	N;DEF;FEM;PL
אוניברסיטה	facultate	אוניברסיטה	facultate	N;FEM;SG	N;INDF;FEM;SG
אוניברסיטה	university	אוניברסיטה	university	N;FEM;SG	N;INDF;MASC;SG
אוניברסיטה	universitate	אוניברסיטה	universitate	N;FEM;SG	N;INDF;FEM;SG
אוניברסיטה	universitatea	אוניברסיטה	universitate	N;FEM;SG	N;DEF;FEM;SG
שייטת	flotilei	שייטה	flotilă	N;FEM;SG	N;DEF;FEM;SG
אגדה	legendă	אגדה	legendă	N;FEM;SG	N;INDF;FEM;SG
אגדה	legenda	אגדה	legendă	N;FEM;SG	N;DEF;FEM;SG
ניסיתי	încercat	ניסה	încerca	V;SG;1;PST;ACT	V;MASC;SG;V.PTCP
נחמד	frumos	נחמד	frumos	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מרובה	multiplă	מרובה	multiplu	ADJ;FEM;SG	ADJ;INDF;FEM;SG
חלוץ	pionier	חלוץ	pionier	N;MASC;SG	N;INDF;MASC;SG
הממצאים	constatări	הממצאים	constatare	N	N;INDF;FEM;PL
הממצאים	constatările	הממצאים	constatare	N	N;DEF;FEM;PL
האמנה	legământ	האמנה	legământ	N;FEM;SG	N;INDF;MASC;SG
תווית	etichetă	תווית	etichetă	N;FEM;SG	N;INDF;FEM;SG
תווית	eticheta	תווית	etichetă	N;FEM;SG	N;DEF;FEM;SG
חריף	picantă	חריף	picantă	N;MASC;SG	N;INDF;FEM;SG
חריף	picant	חריף	picant	N;MASC;SG	N;INDF;MASC;SG
כתבים	scrieri	כתב	scriere	N;MASC;PL	N;INDF;FEM;PL
כתבים	scrierile	כתב	scriere	N;MASC;PL	N;DEF;FEM;PL
כתבים	reporterilor	כתב	reporter	N;MASC;PL	N;DEF;FEM;PL
כתבים	reporteri	כתב	reporter	N;MASC;PL	N;INDF;MASC;PL
כתבים	reporterii	כתב	reporter	N;MASC;PL	N;DEF;MASC;PL
באים	venind	בא	veni	V;MASC;PL;V.PTCP;ACT	V;V.MSDR
קץ	sfarsit	קץ	sfarsi		
לארגן	organizeaza	ארגן	organizeaza	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
לארגן	organizează	ארגן	organiza	V;NFIN;ACT	V;IND;3;PRS;FIN
טכני	tehnică	טכני	tehnică	N;MASC;SG	N;INDF;FEM;SG
יציאה	ieşirea	יציאה	ieșire	N;FEM;SG	N;DEF;FEM;SG
יציאה	ieşire	יציאה	ieşire	N;FEM;SG	N;INDF;FEM;SG
יציאה	ieșire	יציאה	ieșire	N;FEM;SG	N;INDF;FEM;SG
יציאה	iesire	יציאה	iesire	N;FEM;SG	N;INDF;FEM;SG
עלים	frunze	על	frunză	N;MASC;PL	N;INDF;FEM;PL
עלים	frunzele	על	frunză	N;MASC;PL	N;DEF;FEM;PL
צדקה	caritabil	צדקה	caritabil	N;FEM;SG	N;INDF;MASC;SG
צדקה	pomana	צדקה	pomană	N;FEM;SG	N;DEF;FEM;SG
צדקה	pomană	צדקה	pomană	N;FEM;SG	N;INDF;FEM;SG
צדקה	caritate	צדקה	caritate	N;FEM;SG	N;INDF;FEM;SG
העיניים	ochii	העיניים	ochi	N	N;DEF;MASC;PL
העיניים	ochi	העיניים	ochi	N	N;INDF;MASC
מוגן	protejat	מוגן	protejat	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מוגן	protejată	מוגן	proteja	ADJ;MASC;SG	ADJ;INDF;FEM;SG
דמוקרטיה	democrație	דמוקרטיה	democrație	N;FEM;SG	N;INDF;FEM;SG
דמוקרטיה	democratie	דמוקרטיה	democratie	N;FEM;SG	N;INDF;FEM;SG
דמוקרטיה	democrația	דמוקרטיה	democrație	N;FEM;SG	N;DEF;FEM;SG
אימונים	antrenamente	אימון	antrenament	N;MASC;PL	N;INDF;FEM;PL
אימונים	antrenamente	אימון	antrenament	N;MASC;PL	N;INDF;FEM;PL
משרה	pozitie	משרה	pozitie	N;FEM;SG	N;INDF;FEM;SG
משרה	poziția	משרה	poziție	N;FEM;SG	N;DEF;FEM;SG
משרה	poziţia	משרה	pozigie	N;FEM;SG	N;DEF;FEM;SG
משרה	poziţie	משרה	poziţie	N;FEM;SG	N;INDF;FEM;SG
משרה	poziție	משרה	poziție	N;FEM;SG	N;INDF;FEM;SG
משרה	job	משרה	job	N;FEM;SG	N;INDF;MASC;SG
שקט	liniște	שקט	liniște	N;MASC;SG	N;INDF;FEM;SG
שקט	tăcere	שקט	tăcere	N;MASC;SG	N;INDF;FEM;SG
קולה	cola	קולה	cola		
קולה	cola	קולה	cola		
הקלה	relief	הקלה	relief	N;FEM;SG	N;INDF;MASC;SG
בהירות	claritatea	בהירות	claritate	N;FEM;SG	N;DEF;FEM;SG
בהירות	claritate	בהירות	claritate	N;FEM;SG	N;INDF;FEM;SG
בהירות	strălucire	בהירות	strălucire	N;FEM;SG	N;INDF;FEM;SG
בהירות	luminozitate	בהירות	luminozitate	N;FEM;SG	N;INDF;FEM;SG
עצום	enormă	עצום	enorm	ADJ;MASC;SG	ADJ;INDF;FEM;SG
עצום	enorma	עצום	enorm	ADJ;MASC;SG	ADJ;DEF;FEM;SG
עצום	imensă	עצום	imens	ADJ;MASC;SG	ADJ;INDF;FEM;SG
עצום	imens	עצום	imens	ADJ;MASC;SG	ADJ;INDF;MASC;SG
עצום	vastă	עצום	vast	ADJ;MASC;SG	ADJ;INDF;FEM;SG
עצום	vasta	עצום	vast	ADJ;MASC;SG	ADJ;DEF;FEM;SG
עצום	vast	עצום	vast	ADJ;MASC;SG	ADJ;INDF;MASC;SG
סכסוך	conflictul	סכסוך	conflict	N;MASC;SG	N;DEF;MASC;SG
סכסוך	conflict	סכסוך	conflict	N;MASC;SG	N;INDF;MASC;SG
עשירה	bogata	עשיר	bogat	ADJ;FEM;SG	ADJ;DEF;FEM;SG
עשירה	bogată	עשיר	bogat	ADJ;FEM;SG	ADJ;INDF;FEM;SG
עשירה	bogat	עשיר	bogat	ADJ;FEM;SG	ADJ;INDF;MASC;SG
מבצעי	operaționale	מבצעי	operațional	ADJ;MASC;PL	ADJ;INDF;FEM;PL
רוחות	vânturi	רוח	vânt	N;FEM;PL	N;INDF;FEM;PL
רוחות	vânturile	רוח	vânt	N;FEM;PL	N;DEF;FEM;PL
רוחות	stafii	רוח	staf	N;FEM;PL	N;INDF;FEM;PL
רוחות	fantome	רוח	fantomă	N;FEM;PL	N;INDF;FEM;PL
רוחות	fantomele	רוח	fantomă	N;FEM;PL	N;DEF;FEM;PL
רוחות	fantomelor	רוח	fantomă	N;FEM;PL	N;DEF;FEM;PL
רוחות	spirite	רוח	spirit	N;FEM;PL	N;INDF;FEM;PL
רוחות	spiritele	רוח	spirit	N;FEM;PL	N;DEF;FEM;PL
רוחות	spiritelor	רוח	spirit	N;FEM;PL	N;DEF;FEM;PL
ספינה	nava	ספינה	navă	N;FEM;SG	N;DEF;FEM;SG
ספינה	navă	ספינה	navă	N;FEM;SG	N;INDF;FEM;SG
ספינה	vapor	ספינה	vapor	N;FEM;SG	N;INDF;MASC;SG
ספינה	corabie	ספינה	corabie	N;FEM;SG	N;INDF;FEM;SG
מהדורות	ediţii	מהדורת	edig	N;FEM;PL	N;INDF;FEM;PL
תשתית	infrastructură	תשתית	infrastructură	N;FEM;SG	N;INDF;FEM;SG
תשתית	infrastructura	תשתית	infrastructură	N;FEM;SG	N;DEF;FEM;SG
קורבן	sacrificiu	קורבן	sacrificiu	N;MASC;SG	N;INDF;MASC;SG
קורבן	jertfa	קורבן	jertfa	N;MASC;SG	N;DEF;FEM;SG
קורבן	sacrificiul	קורבן	sacrificiu	N;MASC;SG	N;DEF;MASC;SG
קורבן	victimă	קורבן	victimă	N;MASC;SG	N;INDF;FEM;SG
קורבן	victima	קורבן	victimă	N;MASC;SG	N;DEF;FEM;SG
חותם	semnare	חתם	semnare	N;MASC;SG	N;INDF;FEM;SG
חותם	semnarea	חתם	semnare	N;MASC;SG	N;DEF;FEM;SG
חותם	sigiliu	חתם	sigiliu	N;MASC;SG	N;INDF;MASC;SG
חותם	focă	חתם	focă	N;MASC;SG	N;INDF;FEM;SG
חותם	sigiliul	חתם	sigiliu	N;MASC;SG	N;DEF;MASC;SG
חותם	seal	חתם	seal	N;MASC;SG	N;INDF;MASC;SG
תערובת	amestecul	תערובת	amestec	N;FEM;SG	N;DEF;MASC;SG
תערובת	amestec	תערובת	amestec	N;FEM;SG	N;INDF;MASC;SG
תערובת	amestec	תערובת	amestec	N;FEM;SG	N;INDF;MASC;SG
טכניקות	tehnici	טכניקה	tehnic	N;FEM;PL	N;INDF;MASC;PL
פתיחה	deschiderea	פתיחה	deschidere	N;FEM;SG	N;DEF;FEM;SG
פתיחה	deschidere	פתיחה	deschidere	N;FEM;SG	N;INDF;FEM;SG
חופים	plajele	חוף	plajă	N;MASC;PL	N;DEF;FEM;PL
חופים	plaje	חוף	plaj	N;MASC;PL	N;INDF;FEM;PL
אגדות	fabule	אגדה	fabul	N;FEM;PL	N;INDF;FEM;PL
אגדות	legende	אגדה	legendă	N;FEM;PL	N;INDF;FEM;PL
אגדות	legendele	אגדה	legendă	N;FEM;PL	N;DEF;FEM;PL
יועץ	consultant	יועץ	consultant	N;MASC;SG	N;INDF;MASC;SG
יועץ	consultantul	יועץ	consultant	N;MASC;SG	N;DEF;MASC;SG
יועץ	consilier	יועץ	consilier	N;MASC;SG	N;INDF;MASC;SG
יועץ	consilier	יועץ	consilier	N;MASC;SG	N;INDF;MASC;SG
טקסטים	texte	טקסט	text	N;MASC;PL	N;INDF;FEM;PL
המלחמות	războaiele	המלחמות	război	N;FEM;PL	N;DEF;FEM;PL
המלחמות	războaie	המלחמות	război	N;FEM;PL	N;INDF;FEM;PL
נדחתה	respinse	נדחה	respinge	V;FEM;SG;3;PST;MID	V;IND;SG;3;PST;FIN
הא	huh	הא	huh		
ממושך	prelungit	ממושך	prelungi	ADJ;MASC;SG	ADJ;INDF;MASC;SG
ממושך	prelungită	ממושך	prelungit	ADJ;MASC;SG	ADJ;INDF;FEM;SG
נסיעה	plimbare	נסיעה	plimbare	N;FEM;SG	N;INDF;FEM;SG
נסיעה	călătorie	נסיעה	călătorie	N;FEM;SG	N;INDF;FEM;SG
אוכלוסיות	populații	אוכלוסיה	populație	N;FEM;PL	N;INDF;FEM;PL
תושב	locuitor	תושב	locuitor	N;MASC;SG	N;INDF;MASC;SG
תושב	rezident	תושב	rezident	N;MASC;SG	N;INDF;MASC;SG
תושב	rezidentă	תושב	rezident	N;MASC;SG	N;INDF;FEM;SG
לסירוגין	intermitent	לסירוגין	intermitent	ADV	ADV
למשוך	trage	משך	trage	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לזכור	amintindu	זכר	aminti	V;NFIN;ACT	V;V.MSDR
ברירה	alegerea	ברירה	alegere	N;FEM;SG	N;DEF;FEM;SG
ברירה	alegere	ברירה	alegere	N;FEM;SG	N;INDF;FEM;SG
הכללה	generalizare	הכללה	generalizare	N;FEM;SG	N;INDF;FEM;SG
הכללה	incluziunea	הכללה	incluziune	N;FEM;SG	N;DEF;FEM;SG
הכללה	incluziune	הכללה	incluziune	N;FEM;SG	N;INDF;FEM;SG
הכללה	includere	הכללה	includere	N;FEM;SG	N;INDF;FEM;SG
הכללה	includerea	הכללה	includere	N;FEM;SG	N;DEF;FEM;SG
ממדים	dimensiunile	ממד	dimensiune	N;MASC;PL	N;DEF;FEM;PL
ממדים	dimensiuni	ממד	dimensiune	N;MASC;PL	N;INDF;FEM;PL
ריקוד	dans	ריקוד	dans	N;MASC;SG	N;INDF;MASC;SG
