ve	un	ve	un	CONJ	CONJ
kullanıldı	lietota	kullan	lietot	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
oylama	balso	oyla	balss	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;FH;IND;SG;2;POS;PRS;FIN;ACT
oylama	balsot	oyla	balsot	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
oylama	balsojam	oyla	balsot	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;FH;IND;PL;1;POS;PRS;FIN;ACT
oylama	balso	oyla	balss	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;FH;IND;SG;2;POS;PRS;FIN;ACT
düştü	krita	düş	krist	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
düştü	nokrita	düş	nokrist	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
düştü	iekrita	düş	iekrist	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
düştü	samazinājies	düş	samazināties	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
desteği	atbalsts	destek	atbalsts	N;NOM;SG;3	N;NOM;MASC;SG
yüksekliği	augumu	yükseklik	augums	N;ACC;SG;3	N;ACC;MASC;SG
başarısız	neveiksmīga	başarısız	neveiksmīga	ADJ	ADJ;NOM;FEM;SG
başarısız	neveiksmīga	başarısız	neveiksmīga	ADJ	ADJ;NOM;FEM;SG
başarısız	neveiksmīgs	başarısız	neveiksmīgs	ADJ	ADJ;NOM;MASC;SG
arnavutluk	albānija	arnavutluk	albānija	N;NOM;SG;3	N;NOM;FEM;SG
ilişki	saistība	ilişki	saistība	N;NOM;SG;3	N;NOM;FEM;SG
ilişki	saistība	ilişki	saistība	N;NOM;SG;3	N;NOM;FEM;SG
imzaladı	parakstījis	imzala	parakstīt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
imzaladı	parakstīta	imzala	parakstīt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
imzaladı	parakstīts	imzala	parakstīt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
cumhurbaşkanlığı	prezidentūra	cumhurbaşkanlığı	prezidentūra	N;NOM;SG;3	N;NOM;FEM;SG
öldürüldü	nogalināts	öl	nogalināt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
öldürüldü	nogalinājis	öl	nogalināt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
köprüsü	tilts	köprü	tilts	N;NOM;SG;3	N;NOM;MASC;SG
başkanlık	prezidentūra	başkanlık	prezidentūra	N;NOM;SG;3	N;NOM;FEM;SG
seçilmiş	ievēlēta	seç	ievēlēt	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
seçilmiş	ievēlēts	seç	ievēlēt	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
seçilmiş	izvēlētais	seç	izvēlēt	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
seçilmiş	izraudzīts	seç	izraudzīt	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
seçilmiş	izvēlēts	seç	izvēlēt	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
seçilmiş	izvēlēta	seç	izvēlēt	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
finali	noslēgums	finali	noslēgums	N;NOM;SG;3	N;NOM;MASC;SG
kütüphanesi	bibliotēka	kütüphane	bibliotēka	N;NOM;SG;3	N;NOM;FEM;SG
barajı	dambis	barajı	dambis	N;NOM;SG;3	N;NOM;MASC;SG
air	gaiss	air	gaiss	N;NOM;SG;3	N;NOM;MASC;SG
sözleri	teksti	söz	teksts	N;NOM;PL;3	N;NOM;MASC;PL
kapağı	vāks	kapak	vākt	N;NOM;SG;3	N;NOM;MASC;SG
şehristanı	apriņķis	şehristan	apriņķis	N;NOM;SG;3	N;NOM;MASC;SG
şehristanı	apgabals	şehristan	apgabals	N;NOM;SG;3	N;NOM;MASC;SG
sesi	skaņa	ses	skaņa	N;NOM;SG;3	N;NOM;FEM;SG
sesi	apjoms	ses	apjoms	N;NOM;SG;3	N;NOM;MASC;SG
sesi	tilpums	ses	tilpums	N;NOM;SG;3	N;NOM;MASC;SG
sesi	balss	ses	balss	N;NOM;SG;3	N;NOM;FEM;SG
yerler	vietas	yer	vieta	N;NOM;PL;3	N;NOM;FEM;PL
yerler	vietas	yer	vieta	N;NOM;PL;3	N;NOM;FEM;PL
yerler	grīdas	yer	grīda	N;NOM;PL;3	N;NOM;FEM;PL
teklif	piedāvājums	teklif	piedāvājums	N;NOM;SG;3	N;NOM;MASC;SG
teklif	piedāvājums	teklif	piedāvājums	N;NOM;SG;3	N;NOM;MASC;SG
teklif	priekšlikums	teklif	priekšlikums	N;NOM;SG;3	N;NOM;MASC;SG
teklif	solīšanas	teklif	solīšana	N;NOM;SG;3	N;NOM;FEM;SG
teklif	piedāvājums	teklif	piedāvājums	N;NOM;SG;3	N;NOM;MASC;SG
ayak	pēda	ayak	pēda	N;NOM;SG;3	N;NOM;FEM;SG
ayak	kāja	ayak	kāja	N;NOM;SG;3	N;NOM;FEM;SG
siz	jūs	siz	jūs	PRO;NOM;PL;2	PRO;NOM;PL;2
sizin	jūsu	siz	jūs	PRO;GEN;PL;2	PRO;GEN;PL;2
bağımsızlık	neatkarība	bağımsızlık	neatkarība	N;NOM;SG;3	N;NOM;FEM;SG
kulesi	tornis	kule	tornis	N;NOM;SG;3	N;NOM;MASC;SG
şampiyonluk	čempionāts	şampiyonluk	čempionāts	N;NOM;SG;3	N;NOM;MASC;SG
oyunlar	spēles	oyun	spēle	N;NOM;PL;3	N;NOM;FEM;PL
performansı	sniegums	performans	sniegums	N;NOM;SG;3	N;NOM;MASC;SG
performansı	veiktspēja	performans	veiktspēja	N;NOM;SG;3	N;NOM;FEM;SG
dedi	teica	de	teikt	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
dedi	pateikts	de	pateikt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
çocuklar	puikas	çocuk	puika	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	puiši	çocuk	puiši	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	zēni	çocuk	zēns	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	bērni	çocuk	bērns	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	džeki	çocuk	džeks	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	puiši	çocuk	puiši	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	veči	çocuk	vecs	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	bērni	çocuk	bērns	N;NOM;PL;3	N;NOM;MASC;PL
facebook	facebook	facebook	facebooks	N;NOM;SG;3	N
paralel	paralēla	paralel	paralēls	ADJ	ADJ;NOM;FEM;SG
paralel	paralēlā	paralel	paralēls	ADJ	ADJ;NOM;FEM;SG
erişim	pieeja	erişim	pieeja	N;NOM;SG;3	N;NOM;FEM;SG
erişim	piekļuve	erişim	piekļuve	N;NOM;SG;3	N;NOM;FEM;SG
yaşamış	dzīvojis	yaşa	dzīvot	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
istedi	lūdza	iste	lūgt	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
vergi	nodoklis	vergi	nodoklis	N;NOM;SG;3	N;NOM;MASC;SG
hastalık	slimība	hastalık	slimība	N;NOM;SG;3	N;NOM;FEM;SG
hastalık	slimība	hastalık	slimība	N;NOM;SG;3	N;NOM;FEM;SG
hastalık	slimība	hastalık	slimība	N;NOM;SG;3	N;NOM;FEM;SG
içeriği	saturs	içerik	saturs	N;NOM;SG;3	N;NOM;MASC;SG
içeriği	saturs	içerik	saturs	N;NOM;SG;3	N;NOM;MASC;SG
dolar	dolārs	dolar	dolārs	N;NOM;SG;3	N;NOM;MASC;SG
dolar	dolāra	dolar	dolārs	N;NOM;SG;3	N;NOM;MASC;SG
getiren	nes	getir	nest	V;PFV;IND;POS;PRS;V.PTCP	V;FH;IND;3;POS;PRS;FIN;ACT
getiren	dāvina	getir	dāvināt	V;PFV;IND;POS;PRS;V.PTCP	V;FH;IND;3;POS;PRS;FIN;ACT
belirtti	norādītā	belir	norādīt	V;PFV;IND;SG;3;POS;PST;CAUS	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
belirtti	norādīts	belir	norādīt	V;PFV;IND;SG;3;POS;PST;CAUS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
akşam	vakars	akşam	vakars	N;NOM;SG;3	N;NOM;MASC;SG
eklendi	pievienots	ekle	pievienot	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
eklendi	pievienota	ekle	pievienot	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
bayrağı	karogs	bayrak	karogs	N;NOM;SG;3	N;NOM;MASC;SG
yolları	takas	yol	taka	N;NOM;PL;3	N;NOM;FEM;PL
yolları	ceļi	yol	ceļš	N;NOM;PL;3	N;NOM;MASC;PL
yolları	veidi	yol	veids	N;NOM;PL;3	N;NOM;MASC;PL
yolları	maršruti	yol	maršruti	N;NOM;PL;3	N;NOM;MASC;PL
yolları	ceļi	yol	ceļš	N;NOM;PL;3	N;NOM;MASC;PL
temsilcisi	pārstāvis	temsilci	pārstāvis	N;NOM;SG;3	N;NOM;MASC;SG
verilmiş	dots	ver	dot	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verilmiş	dota	ver	dot	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
özellikler	pazīmes	özellik	pazīme	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	iezīmes	özellik	iezīme	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	specifikācijas	özellik	specifikācija	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	īpašības	özellik	īpašība	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	raksturlielumi	özellik	raksturlielums	N;NOM;PL;3	N;NOM;MASC;PL
özellikler	atribūti	özellik	atribūti	N;NOM;PL;3	N;NOM;MASC;PL
özellikler	raksturlielumi	özellik	raksturlielums	N;NOM;PL;3	N;NOM;MASC;PL
özellikler	īpašības	özellik	īpašība	N;NOM;PL;3	N;NOM;FEM;PL
taşındı	pārcelts	taşı	pārcelt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
taşındı	pārcelta	taşı	pārcelt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
taşındı	pārvietots	taşı	pārvietot	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
başlangıçta	sākumā	başlangıç	sākums	N;ESS;SG;3	N;ESS;MASC;SG
başlığı	virsraksts	başlık	virsraksts	N;NOM;SG;3	N;NOM;MASC;SG
başlığı	tituls	başlık	tituls	N;NOM;SG;3	N;NOM;MASC;SG
binlerce	tūkstoši	binlerce	tūkstoši	NUM	NUM;NOM;MASC;PL
binlerce	tūkstošos	binlerce	tūkstoši	NUM	NUM;ESS;MASC;PL
binlerce	tūkstošiem	binlerce	tūkstoši	NUM	NUM;DAT;MASC;PL
kulüpler	klubi	kulüp	klubi	N;NOM;PL;3	N;NOM;MASC;PL
dersleri	nodarbības	ders	nodarbība	N;NOM;PL;3	N;NOM;FEM;PL
dersleri	nodarbības	ders	nodarbība	N;NOM;PL;3	N;NOM;FEM;PL
dersleri	klases	ders	klase	N;NOM;PL;3	N;NOM;FEM;PL
kolordu	korpuss	kolor	korpuss	N;NOM;SG;3	N;NOM;MASC;SG
isimler	nosaukumi	isim	nosaukums	N;NOM;PL;3	N;NOM;MASC;PL
isimler	vārdi	isim	vārds	N;NOM;PL;3	N;NOM;MASC;PL
madalyası	medaļa	madalya	medaļa	N;NOM;SG;3	N;NOM;FEM;SG
gönderildi	iesniegts	gönder	iesniegt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gönderildi	iesniegta	gönder	iesniegt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gönderildi	nosūtīta	gönder	nosūtīt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gönderildi	nosūtīts	gönder	nosūtīt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gönderildi	norīkots	gönder	norīkot	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
tarihçi	vēsturnieks	tarihçi	vēsturnieks	N;NOM;SG;3	N;NOM;MASC;SG
tarihçi	hronists	tarihçi	hronists	N;NOM;SG;3	N;NOM;MASC;SG
mutlu	priecīgs	mutlu	priecīgs	ADJ	ADJ;NOM;MASC;SG
mutlu	laimīga	mutlu	laimīga	ADJ	ADJ;NOM;FEM;SG
mutlu	laimīgs	mutlu	laimīgs	ADJ	ADJ;NOM;MASC;SG
varlığını	klātbūtni	varlık	klātbūtne	N;ACC;SG;3	N;ACC;FEM;SG
bölümler	epizodes	bölüm	epizode	N;NOM;PL;3	N;NOM;FEM;PL
bölümler	iedaļas	bölüm	iedaļa	N;NOM;PL;3	N;NOM;FEM;PL
bölümler	nodaļas	bölüm	nodaļa	N;NOM;PL;3	N;NOM;FEM;PL
bölümler	sekcijas	bölüm	sekcija	N;NOM;PL;3	N;NOM;FEM;PL
bölümler	sadaļas	bölüm	sadaļa	N;NOM;PL;3	N;NOM;FEM;PL
bölümler	nodaļas	bölüm	nodaļa	N;NOM;PL;3	N;NOM;FEM;PL
bölümler	sadaļas	bölüm	sadaļa	N;NOM;PL;3	N;NOM;FEM;PL
bölümler	departamenti	bölüm	departaments	N;NOM;PL;3	N;NOM;MASC;PL
bölümler	struktūrvienības	bölüm	struktūrvienība	N;NOM;PL;3	N;NOM;FEM;PL
varlığı	esamība	varlık	esamība	N;NOM;SG;3	N;NOM;FEM;SG
varlığı	esība	varlık	esība	N;NOM;SG;3	N;NOM;FEM;SG
varlığı	klātbūtne	varlık	klātbūtne	N;NOM;SG;3	N;NOM;FEM;SG
oda	kamera	oda	kamers	N;NOM;SG;3	N;NOM;FEM;SG
oda	palāta	oda	palātīt	N;NOM;SG;3	N;NOM;FEM;SG
oda	istaba	oda	istaba	N;NOM;SG;3	N;NOM;FEM;SG
oda	telpa	oda	telpa	N;NOM;SG;3	N;NOM;FEM;SG
alınmış	ņemta	al	ņemt	V;PFV;NFH;IND;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
alınmış	ņemts	al	ņemt	V;PFV;NFH;IND;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
alınmış	veikti	al	veikt	V;PFV;NFH;IND;POS;PST;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
okuma	lasīt	oku	lasīt	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
çevresi	apkārtmērs	çevre	apkārtmērs	N;NOM;SG;3	N;NOM;MASC;SG
çevresi	apkārtne	çevre	apkārtne	N;NOM;SG;3	N;NOM;FEM;SG
museum	muzejs	museum	muzejs	N;NOM;SG;3	N;NOM;MASC;SG
karakterler	rakstzīmes	karak	rakstzīme	N;NOM;PL;3	N;NOM;FEM;PL
karakterler	zīmes	karak	zīme	N;NOM;PL;3	N;NOM;FEM;PL
alanlar	lauki	alan	lauki	N;NOM;PL;3	N;NOM;MASC;PL
alanlar	jomas	alan	joma	N;NOM;PL;3	N;NOM;FEM;PL
alanlar	apgabali	alan	apgabali	N;NOM;PL;3	N;NOM;MASC;PL
alanlar	teritorijas	alan	teritorija	N;NOM;PL;3	N;NOM;FEM;PL
alanlar	platības	alan	platība	N;NOM;PL;3	N;NOM;FEM;PL
oyunculuk	darbošanās	oyunculuk	darbošanās	N;NOM;SG;3	N;NOM;FEM;SG
villa	villa	villa	villa	N;NOM;SG;3	N;NOM;FEM;SG
seyahat	ceļošana	seyahat	ceļošana	N;NOM;SG;3	N;NOM;FEM;SG
seyahat	brauciens	seyahat	brauciens	N;NOM;SG;3	N;NOM;MASC;SG
seyahat	ceļojums	seyahat	ceļojums	N;NOM;SG;3	N;NOM;MASC;SG
seyahat	ceļošana	seyahat	ceļošana	N;NOM;SG;3	N;NOM;FEM;SG
özgürlük	brīvība	özgürlük	brīvība	N;NOM;SG;3	N;NOM;FEM;SG
özgürlük	brīvība	özgürlük	brīvība	N;NOM;SG;3	N;NOM;FEM;SG
hizmetleri	dienesti	hizmet	dienests	N;NOM;PL;3	N;NOM;MASC;PL
hizmetleri	pakalpojumi	hizmet	pakalpojums	N;NOM;PL;3	N;NOM;MASC;PL
şikayet	ziņojums	şikayet	ziņojums	N;NOM;SG;3	N;NOM;MASC;SG
şikayet	sūdzība	şikayet	sūdzība	N;NOM;SG;3	N;NOM;FEM;SG
öğrenciler	studenti	öğrenci	students	N;NOM;PL;3	N;NOM;MASC;PL
öğrenciler	skolēni	öğrenci	skolēns	N;NOM;PL;3	N;NOM;MASC;PL
kaydetti	uzskaitīts	kaydet	uzskaitīt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
kaydetti	atzīmēja	kaydet	atzīmēt	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
kökeni	izcelsmi	köken	izcelsme	N;ACC;SG;3	N;ACC;FEM;SG
kökeni	izcelsmi	köken	izcelsme	N;ACC;SG;3	N;ACC;FEM;SG
fabrikası	rūpnīca	fabrikası	rūpnīca	N;NOM;SG;3	N;NOM;FEM;SG
fabrikası	fabrika	fabrikası	fabrika	N;NOM;SG;3	N;NOM;FEM;SG
kullanmak	lietot	kullan	lietot	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
kullanmak	izlietot	kullan	izlietot	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
kullanmak	atpirkt	kullan	atpirkt	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
yazarlar	rakstnieki	yazar	rakstnieks	N;NOM;PL;3	N;NOM;MASC;PL
yazarlar	autori	yazar	autors	N;NOM;PL;3	N;NOM;MASC;PL
açılış	atvēršanās	açılış	atvēršanās	N;NOM;SG;3	N;NOM;FEM;SG
açılış	atvēršana	açılış	atvēršana	N;NOM;SG;3	N;NOM;FEM;SG
açılış	atvēršanas	açılış	atvēršana	N;NOM;SG;3	N;NOM;FEM;SG
numarası	numurs	numara	numurs	N;NOM;SG;3	N;NOM;MASC;SG
numarası	skaitlis	numara	skaitlis	N;NOM;SG;3	N;NOM;MASC;SG
numarası	skaits	numara	skaits	N;NOM;SG;3	N;NOM;MASC;SG
kalabalık	pūļa	kalabalık	pūļa	N;NOM;SG;3	N;NOM;FEM;SG
kalabalık	pūlis	kalabalık	pūlis	N;NOM;SG;3	N;NOM;MASC;SG
korumak	sargāt	koru	sargāt	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
korumak	pasargāt	koru	pasargāt	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
korumak	aizsargāt	koru	aizsargāt	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
geliyor	nāk	gel	nākt	V;PROG;IND;SG;3;POS;INFM;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
makale	raksts	makale	raksts	N;NOM;SG;3	N;NOM;MASC;SG
makale	izstrādājums	makale	izstrādājums	N;NOM;SG;3	N;NOM;MASC;SG
makale	pants	makale	pants	N;NOM;SG;3	N;NOM;MASC;SG
politikası	politika	politikası	politika	N;NOM;SG;3	N;NOM;FEM;SG
örneği	piemērs	örnek	piemērs	N;NOM;SG;3	N;NOM;MASC;SG
yöntem	metodoloģija	yöntem	metodoloģija	N;NOM;SG;3	N;NOM;FEM;SG
yöntem	metodika	yöntem	metodika	N;NOM;SG;3	N;NOM;FEM;SG
yöntem	metode	yöntem	metode	N;NOM;SG;3	N;NOM;FEM;SG
bulunmuş	atrasta	bul	atrast	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
bulunmuş	atrasts	bul	atrast	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
tarafsız	objektīvu	tarafsız	objektīvs	ADJ	ADJ;ACC;MASC;SG
tarafsız	objektīvs	tarafsız	objektīvs	ADJ	ADJ;NOM;MASC;SG
tarafsız	neitrāls	tarafsız	neitrāls	ADJ	ADJ;NOM;MASC;SG
tarafsız	neitrāla	tarafsız	neitrālīt	ADJ	ADJ;NOM;FEM;SG
tarafsız	objektīvs	tarafsız	objektīvs	ADJ	ADJ;NOM;MASC;SG
tarafsız	objektīva	tarafsız	objektīva	ADJ	ADJ;NOM;FEM;SG
bulmak	meklēt	bul	meklēt	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
bulmak	atrast	bul	atrast	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
mesafe	distance	mesafe	distance	N;NOM;SG;3	N;NOM;FEM;SG
mesafe	attālums	mesafe	attālums	N;NOM;SG;3	N;NOM;MASC;SG
mesafe	diapazons	mesafe	diapazons	N;NOM;SG;3	N;NOM;MASC;SG
köpek	sunītis	köpek	sunītis	N;NOM;SG;3	N;NOM;MASC;SG
köpek	suns	köpek	suns	N;NOM;SG;3	N;NOM;MASC;SG
inceleme	pārskatīt	incele	pārskatīt	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
kredi	kredīts	kredi	kredīts	N;NOM;SG;3	N;NOM;MASC;SG
kredi	kredīts	kredi	kredīts	N;NOM;SG;3	N;NOM;MASC;SG
kredi	aizņēmums	kredi	aizņēmums	N;NOM;SG;3	N;NOM;MASC;SG
kredi	aizdevums	kredi	aizdevums	N;NOM;SG;3	N;NOM;MASC;SG
ağırlığı	nosver	ağırlık	nosvērt	N;NOM;SG;3	N;NOM;MASC;SG
ağırlığı	svars	ağırlık	svars	N;NOM;SG;3	N;NOM;MASC;SG
diller	valodas	dil	valoda	N;NOM;PL;3	N;NOM;FEM;PL
önemi	svarīgums	önem	svarīgums	N;NOM;SG;3	N;NOM;MASC;SG
önemi	nozīmīgums	önem	nozīmīgums	N;NOM;SG;3	N;NOM;MASC;SG
önemi	nozīme	önem	nozīme	N;NOM;SG;3	N;NOM;FEM;SG
önemi	nozīmība	önem	nozīmība	N;NOM;SG;3	N;NOM;FEM;SG
sandalye	krēsls	sandalye	krēsls	N;NOM;SG;3	N;NOM;MASC;SG
sokak	iela	sokak	iela	N;NOM;SG;3	N;NOM;FEM;SG
sokak	aleja	sokak	aleja	N;NOM;SG;3	N;NOM;FEM;SG
karayolu	autoceļš	karayolu	autoceļš	N;NOM;SG;3	N;NOM;MASC;SG
karayolu	ceļš	karayolu	ceļš	N;NOM;SG;3	N;NOM;MASC;SG
karayolu	šoseja	karayolu	šoseja	N;NOM;SG;3	N;NOM;FEM;SG
kraliçe	dāma	kraliçe	dāma	N;NOM;SG;3	N;NOM;FEM;SG
kraliçe	karaliene	kraliçe	karaliene	N;NOM;SG;3	N;NOM;FEM;SG
yetersiz	nepietiekamas	yetersiz	nepietiekama	ADJ	ADJ;NOM;FEM;PL
yetersiz	nepietiekama	yetersiz	nepietiekama	ADJ	ADJ;NOM;FEM;SG
yetersiz	nepietiekams	yetersiz	nepietiekams	ADJ	ADJ;NOM;MASC;SG
yetersiz	nepietiekama	yetersiz	nepietiekama	ADJ	ADJ;NOM;FEM;SG
yetersiz	nepietiekams	yetersiz	nepietiekams	ADJ	ADJ;NOM;MASC;SG
seni	tevi	sen	tu	PRO;ACC;SG;2	PRO;ACC;SG;2
konular	temati	konu	temats	N;NOM;PL;3	N;NOM;MASC;PL
konular	tēmas	konu	tēma	N;NOM;PL;3	N;NOM;FEM;PL
konular	temati	konu	temats	N;NOM;PL;3	N;NOM;MASC;PL
konular	subjekti	konu	subjekts	N;NOM;PL;3	N;NOM;MASC;PL
konular	tēmas	konu	tēma	N;NOM;PL;3	N;NOM;FEM;PL
konular	priekšmeti	konu	priekšmets	N;NOM;PL;3	N;NOM;MASC;PL
konular	pavedieni	konu	pavediens	N;NOM;PL;3	N;NOM;MASC;PL
america	amerika	america	amerika	N;NOM;SG;3	N;NOM;FEM;SG
matematiksel	matemātisko	matematiksel	matemātisks	ADJ	ADJ;ACC;MASC;SG
fikri	doma	fikir	doma	N;NOM;SG;3	N;NOM;FEM;SG
fikri	ideja	fikir	ideja	N;NOM;SG;3	N;NOM;FEM;SG
atletizm	vieglatlētika	atletizm	vieglatlētika	N;NOM;SG;3	N;NOM;FEM;SG
sorunlar	problēmas	sorun	problēma	N;NOM;PL;3	N;NOM;FEM;PL
sorunlar	jautājumi	sorun	jautājums	N;NOM;PL;3	N;NOM;MASC;PL
programları	programmas	program	programma	N;NOM;PL;3	N;NOM;FEM;PL
programları	programmas	program	programma	N;NOM;PL;3	N;NOM;FEM;PL
kitaplar	grāmatas	kitap	grāmata	N;NOM;PL;3	N;NOM;FEM;PL
stratejik	stratēģisks	stratejik	stratēģisks	ADJ	ADJ;NOM;MASC;SG
stratejik	stratēģiskā	stratejik	stratēģisks	ADJ	ADJ;NOM;FEM;SG
stratejik	stratēģiska	stratejik	stratēģiska	ADJ	ADJ;NOM;FEM;SG
stratejik	stratēģiskais	stratejik	stratēģisks	ADJ	ADJ;NOM;MASC;SG
askerler	kareivji	asker	kareivji	N;NOM;PL;3	N;NOM;MASC;PL
askerler	karavīri	asker	karavīrs	N;NOM;PL;3	N;NOM;MASC;PL
fonksiyonu	amats	fonksiyon	amats	N;NOM;SG;3	N;NOM;MASC;SG
fonksiyonu	funkcija	fonksiyon	funkcija	N;NOM;SG;3	N;NOM;FEM;SG
daire	loks	daire	loks	N;NOM;SG;3	N;NOM;MASC;SG
daire	aplis	daire	aplis	N;NOM;SG;3	N;NOM;MASC;SG
daire	dzīvoklis	daire	dzīvoklis	N;NOM;SG;3	N;NOM;MASC;SG
ilişkisi	saistība	ilişki	saistība	N;NOM;SG;3	N;NOM;FEM;SG
haritası	karte	harita	karte	N;NOM;SG;3	N;NOM;FEM;SG
makine	mašīna	makine	mašīna	N;NOM;SG;3	N;NOM;FEM;SG
makine	tehnika	makine	tehnika	N;NOM;SG;3	N;NOM;FEM;SG
icin	par	icin	par		
görmek	redz	gör	redzēt	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;FH;IND;3;POS;PRS;FIN;ACT
