yleiset	frequentes	yleinen	frequente	ADJ;NOM;PL	ADJ;MASC;PL
perintö	patrimônio	perintö	patrimônio	N;NOM;SG	N;MASC;SG
perintö	herança	perintö	herança	N;NOM;SG	N;FEM;SG
perintö	legado	perintö	legado	N;NOM;SG	N;MASC;SG
perintö	legacy	perintö	legacy	N;NOM;SG	N;MASC;SG
perintö	herança	perintö	herança	N;NOM;SG	N;FEM;SG
perintö	herança	perintö	herança	N;NOM;SG	N;FEM;SG
häät	casamentos	häät	casamento	N;NOM;PL	N;MASC;PL
häät	bodas	häät	boda	N;NOM;PL	N;FEM;PL
freeman	freeman	freema	freeman	N;NOM;SG	N;MASC;SG
virus	viral	virus	viral	N;NOM;SG	N;MASC;SG
virus	virus	virus	virus	N;NOM;SG	N;MASC;SG
virus	vírus	virus	vírus	N;NOM;SG	N;MASC;SG
hienoa	ótima	hieno	bom	ADJ;PRT;SG	ADJ;FEM;SG
hienoa	grande	hieno	grande	ADJ;PRT;SG	ADJ;MASC;SG
hienoa	ótimo	hieno	bom	ADJ;PRT;SG	ADJ;MASC;SG
hyväksytään	aceitar	hyväksyä	aceitar	V;IND;PRS;FIN;PASS	V;NFIN
hyväksytään	aceitando	hyväksyä	aceitar	V;IND;PRS;FIN;PASS	V;V.MSDR
hyväksytään	aceitos	hyväksyä	aceito	V;IND;PRS;FIN;PASS	V;MASC;PL;V.PTCP
hyväksytään	aceites	hyväksyä	aceite	V;IND;PRS;FIN;PASS	V;MASC;PL;V.PTCP
hyväksytään	aceitado	hyväksyä	aceitar	V;IND;PRS;FIN;PASS	V;MASC;SG;V.PTCP
hyväksytään	aceita	hyväksyä	aceitar	V;IND;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
hyväksytään	aceito	hyväksyä	aceitar	V;IND;PRS;FIN;PASS	V;MASC;SG;V.PTCP
ferguson	ferguson	ferguso	ferguson	N;NOM;SG	N;MASC;SG
legendan	legend	legenda	legend	N;GEN;SG	N;MASC;SG
legendan	lenda	legenda	lenda	N;GEN;SG	N;FEM;SG
legendan	legenda	legenda	legenda	N;GEN;SG	N;FEM;SG
ehdokkaat	nomeações	ehdokas	nomeação	N;NOM;PL	N;FEM;PL
ehdokkaat	candidatas	ehdokas	candidatar	N;NOM;PL	N;FEM;PL
ehdokkaat	candidatos	ehdokas	candidato	N;NOM;PL	N;MASC;PL
paineen	pressão	paine	pressão	N;GEN;SG	N;FEM;SG
arvostelut	críticas	arvostelu	crítica	N;NOM;PL	N;FEM;PL
arvostelut	resenhas	arvostelu	resenha	N;NOM;PL	N;FEM;PL
arvostelut	opiniões	arvostelu	opinião	N;NOM;PL	N;FEM;PL
arvostelut	avaliações	arvostelu	avaliação	N;NOM;PL	N;FEM;PL
esitelty	caracterizado	esitellä	caracterizado	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
esitelty	apresentado	esitellä	apresentar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
iskut	atentados	isku	atentado	N;NOM;PL	N;MASC;PL
iskut	ataques	isku	ataque	N;NOM;PL	N;MASC;PL
iskut	socos	isku	soco	N;NOM;PL	N;MASC;PL
iskut	murros	isku	murro	N;NOM;PL	N;MASC;PL
iskut	amortecedores	isku	amortecedor	N;NOM;PL	N;MASC;PL
iskut	choques	isku	choque	N;NOM;PL	N;MASC;PL
kouluttaa	educar	kouluttaa	educar	V;IND;SG;FIN;ACT	V;NFIN
kouluttaa	educa	kouluttaa	educar	V;IND;SG;FIN;ACT	V;IND;SG;3;PRS;FIN
sisäistä	interno	sisäinen	interno	ADJ;PRT;SG	ADJ;MASC;SG
sisäistä	interna	sisäinen	interno	ADJ;PRT;SG	ADJ;FEM;SG
matias	mattis	matias	matal	N;NOM;SG	N;MASC;SG
matias	matias	matias	matia	N;NOM;SG	N;MASC;SG
mcdonald	mcdonald	mcdonald	mcdonald	N;NOM;SG	N;MASC;SG
mcdonald	mcdonalds	mcdonald	mcdonald	N;NOM;SG	N;MASC;SG
timothy	timothy	timothy	timothy	N;NOM;SG	N;MASC;SG
timothy	timóteo	timothy	timóteo	N;NOM;SG	N;MASC;SG
pelkää	temer	pelätä	temer	V;IMP;SG;2;FIN;ACT	V;NFIN
valokuvan	fotografa	valo#kuva	fotografar	N;GEN;SG	N;FEM;SG
valokuvan	fotografia	valo#kuva	fotografia	N;GEN;SG	N;FEM;SG
kruunu	coroa	kruunu	coroa	N;NOM;SG	N;FEM;SG
kruunu	crown	kruunu	crown	N;NOM;SG	N;MASC;SG
kuviot	padrões	kuvio	padrão	N;NOM;PL	N;MASC;PL
haastoi	contestado	haastaa	contestar	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
haastoi	desafiado	haastaa	desafiar	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
haastoi	desafiou	haastaa	desafiar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
bart	bart	bart	bart	N;NOM;SG	N;MASC;SG
esityksiä	atuações	esitys	atuação	N;PRT;PL	N;FEM;PL
esityksiä	performances	esitys	performance	N;PRT;PL	N;FEM;PL
esityksiä	desempenhos	esitys	desempenho	N;PRT;PL	N;MASC;PL
esityksiä	actuações	esitys	actuação	N;PRT;PL	N;FEM;PL
esityksiä	apresentações	esitys	apresentação	N;PRT;PL	N;FEM;PL
pahin	pior	paha	mau	ADJ;NOM;RL;SG	ADJ;MASC;SG
ultra	ultra	ultra	ultra	N;NOM;SG	N;MASC;SG
montenegron	montenegro	montenegto	montenegro	N;GEN;SG	N;MASC;SG
montenegron	montenegrino	montenegto	montenegrino	N;GEN;SG	N;MASC;SG
asetus	portaria	asetus	portaria	N;NOM;SG	N;FEM;SG
asetus	decreto	asetus	decreto	N;NOM;SG	N;MASC;SG
asetus	configuração	asetus	configuração	N;NOM;SG	N;FEM;SG
voimistelija	ginasta	voimistelija	ginasta	N;NOM;SG	N;FEM;SG
suhteellinen	relativo	suhteellinen	relativo	ADJ;NOM;SG	ADJ;MASC;SG
suhteellinen	proporcional	suhteellinen	proporcional	ADJ;NOM;SG	ADJ;MASC;SG
uros	macho	uros	macho	N;NOM;SG	N;MASC;SG
uros	masculino	uros	masculino	N;NOM;SG	N;MASC;SG
olosuhteet	condições	olo#suhteet	condição	N;NOM;PL	N;FEM;PL
olosuhteet	circunstancias	olo#suhteet	circunstancia	N;NOM;PL	N;FEM;PL
olosuhteet	circunstâncias	olo#suhteet	circunstância	N;NOM;PL	N;FEM;PL
happea	oxigénio	happea	oxigénio	N;PRT;SG	N;MASC;SG
happea	oxigênio	happea	oxigênio	N;PRT;SG	N;MASC;SG
olennainen	integral	olennainen	integral	ADJ;NOM;SG	ADJ;MASC;SG
olennainen	essencial	olennainen	essencial	ADJ;NOM;SG	ADJ;MASC;SG
sijoitti	investiu	sijoittaa	investir	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
sijoitti	investido	sijoittaa	investir	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
tehtävien	atribuições	tehtävä	atribuição	N;GEN;PL	N;FEM;PL
tehtävien	tarefas	tehtävä	tarefa	N;GEN;PL	N;FEM;PL
nähtävyydet	atrações	nähtävyys	atração	N;NOM;PL	N;FEM;PL
nähtävyydet	atrativos	nähtävyys	atrativo	N;NOM;PL	N;MASC;PL
nähtävyydet	atracções	nähtävyys	atracção	N;NOM;PL	N;FEM;PL
lentävä	voando	lentää	voar	V;NOM;SG;V.PTCP;ACT	V;V.MSDR
lentävä	voar	lentää	voar	V;NOM;SG;V.PTCP;ACT	V;NFIN
häviää	perder	hävitä	perder	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
häviää	perdendo	hävitä	perder	V;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
häviää	perde	hävitä	perder	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
häviää	perder	hävitä	perder	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
häviää	perde	hävitä	perder	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
liiketoiminnan	negócio	liike#toiminta	negócio	N;GEN;SG	N;MASC;SG
kalevala	kalevala	kalevala	kalevala	N;NOM;SG	N;MASC;SG
css	css	css	css	N;NOM;SG	N;MASC;SG
kysyi	pediu	kysyä	pedir	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kysyi	perguntou	kysyä	perguntar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kysyi	perguntado	kysyä	perguntar	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
swan	swan	swan	swan	N;NOM;SG	N;MASC;SG
swan	cisne	swan	cisne	N;NOM;SG	N;MASC;SG
yksityiskohtia	pormenores	yksityis#kohta	pormenor	N;PRT;PL	N;MASC;PL
yksityiskohtia	detalhes	yksityis#kohta	detalhe	N;PRT;PL	N;MASC;PL
kulmassa	canto	kulma	canto	N;IN+ESS;SG	N;MASC;SG
kulmassa	cantinho	kulma	cantinho	N;IN+ESS;SG	N;MASC;SG
kulmassa	recanto	kulma	recanto	N;IN+ESS;SG	N;MASC;SG
kulmassa	esquina	kulma	esquina	N;IN+ESS;SG	N;FEM;SG
komisario	inspector	komisario	inspector	N;NOM;SG	N;MASC;SG
komisario	inspetor	komisario	inspetor	N;NOM;SG	N;MASC;SG
panaman	panamenho	panama	panamenho	N;GEN;SG	N;MASC;SG
isabella	isabella	isabella	isabella	N;NOM;SG	N;FEM;SG
isabella	isabela	isabella	isabela	N;NOM;SG	N;FEM;SG
svensk	svensk	svensk	svensk	N;NOM;SG	N;MASC;SG
jaarli	earl	jaarli	earl	N;NOM;SG	N;MASC;SG
jaarli	conde	jaarli	conde	N;NOM;SG	N;MASC;SG
jaarli	jarl	jaarli	jarl	N;NOM;SG	N;MASC;SG
sevilla	sevilla	sevilla	sevilla	N;NOM;SG	N;MASC;SG
tupla	dupla	tupla	dupla	N;NOM;SG	N;FEM;SG
tupla	duplo	tupla	duplo	N;NOM;SG	N;MASC;SG
tupla	dobro	tupla	dobro	N;NOM;SG	N;MASC;SG
unelma	dream	unelma	dream	N;NOM;SG	N;MASC;SG
unelma	sonho	unelma	sonho	N;NOM;SG	N;MASC;SG
oven	porta	ovi	porta	N;GEN;SG	N;FEM;SG
filmi	película	filmi	película	N;NOM;SG	N;FEM;SG
filmi	filme	filmi	filme	N;NOM;SG	N;MASC;SG
lääke	remédio	lääke	remédio	N;NOM;SG	N;MASC;SG
lääke	medicina	lääke	medicina	N;NOM;SG	N;FEM;SG
lääke	fármaco	lääke	fármaco	N;NOM;SG	N;MASC;SG
lääke	droga	lääke	droga	N;NOM;SG	N;FEM;SG
kaasu	gas	kaasu	gas	N;NOM;SG	N;MASC;SG
kaasu	gás	kaasu	gás	N;NOM;SG	N;MASC;SG
bristol	bristol	bristol	bristol	N;NOM;SG	N;MASC;SG
lassi	calvin	lassi	calvin	N;NOM;SG	N;MASC;SG
keskusteluissa	discussões	keskustelu	discussão	N;IN+ESS;PL	N;FEM;PL
keskusteluissa	debates	keskustelu	debate	N;IN+ESS;PL	N;MASC;PL
julistaa	declarando	julistaa	declarar	V;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
julistaa	declara	julistaa	declarar	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
julistaa	declarar	julistaa	declarar	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
julistaa	declara	julistaa	declarar	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
minskin	minsk	minä	minsk	N;GEN;SG	N;MASC;SG
laivoja	navios	laiva	navio	N;PRT;PL	N;MASC;PL
laivoja	naves	laiva	nave	N;PRT;PL	N;FEM;PL
huolto	manutenção	huolto	manutenção	N;NOM;SG	N;FEM;SG
muodollisesti	formalmente	muodollisesti	formalmente	ADV	ADV
kommunistit	comunistas	kommunisti	comunista	N;NOM;PL	N;MASC;PL
kommunistit	comunistas	kommunisti	comunista	N;NOM;PL	N;MASC;PL
mailin	milha	maili	milha	N;GEN;SG	N;FEM;SG
tenori	tenor	tenori	tenor	N;NOM;SG	N;MASC;SG
lippua	pavilhão	lippu	pavilhão	N;PRT;SG	N;MASC;SG
lippua	bandeira	lippu	bandeira	N;PRT;SG	N;FEM;SG
vuotuinen	anual	vuotuinen	anual	ADJ;NOM;SG	ADJ;MASC;SG
marilyn	marylin	marily	marylin	N;NOM;SG	N;FEM;SG
marilyn	marilyn	marily	marilyn	N;NOM;SG	N;MASC;SG
ratsuväen	cavalaria	ratsu#väki	cavalaria	N;GEN;SG	N;FEM;SG
järjestäjä	patrocinador	järjestäjä	patrocinador	N;NOM;SG	N;MASC;SG
järjestäjä	patrocínio	järjestäjä	patrocínio	N;NOM;SG	N;MASC;SG
järjestäjä	organizador	järjestäjä	organizador	N;NOM;SG	N;MASC;SG
järjestäjä	organizador	järjestäjä	organizador	N;NOM;SG	N;MASC;SG
järjestäjä	hospedeiro	järjestäjä	hospedeiro	N;NOM;SG	N;MASC;SG
järjestäjä	anfitrião	järjestäjä	anfitrião	N;NOM;SG	N;MASC;SG
järjestäjä	host	järjestäjä	host	N;NOM;SG	N;MASC;SG
järjestäjä	apresentador	järjestäjä	apresentador	N;NOM;SG	N;MASC;SG
järjestäjä	acolhimento	järjestäjä	acolhimento	N;NOM;SG	N;MASC;SG
järjestäjä	organizador	järjestäjä	organizador	N;NOM;SG	N;MASC;SG
täytti	preenchida	täyttää	preencher	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
täytti	enchido	täyttää	enchido	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
täytti	preenchido	täyttää	preencher	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
irwin	irwin	irwin	irwin	N;NOM;SG	N;MASC;SG
opiskelee	estudando	opiskella	estudar	V;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
opiskelee	estudar	opiskella	estudar	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
portin	portão	portti	portão	N;GEN;SG	N;MASC;SG
portin	portal	portti	portal	N;GEN;SG	N;MASC;SG
portin	gate	portti	gate	N;GEN;SG	N;MASC;SG
säteily	radiação	säteily	radiação	N;NOM;SG	N;FEM;SG
kustannukset	custos	kustannus	custo	N;NOM;PL	N;MASC;PL
kustannukset	custos	kustannus	custo	N;NOM;PL	N;MASC;PL
kustannukset	despesas	kustannus	despesa	N;NOM;PL	N;FEM;PL
hyödyllinen	útil	hyödyllinen	útil	ADJ;NOM;SG	ADJ;MASC;SG
hyödyllinen	útil	hyödyllinen	útil	ADJ;NOM;SG	ADJ;MASC;SG
kiista	controvérsia	kiista	controvérsia	N;NOM;SG	N;FEM;SG
kiista	polêmica	kiista	polêmica	N;NOM;SG	N;FEM;SG
kiista	litígio	kiista	litígio	N;NOM;SG	N;MASC;SG
kiista	contestação	kiista	contestação	N;NOM;SG	N;FEM;SG
kiista	disputa	kiista	disputa	N;NOM;SG	N;FEM;SG
päiväkirja	jornal	päivä#kirja	jornal	N;NOM;SG	N;MASC;SG
päiväkirja	diário	päivä#kirja	diário	N;NOM;SG	N;MASC;SG
päiväkirja	journal	päivä#kirja	journal	N;NOM;SG	N;MASC;SG
päiväkirja	diário	päivä#kirja	diário	N;NOM;SG	N;MASC;SG
reinhold	reinhold	reinhold	reinhold	N;NOM;SG	N;MASC;SG
vietnam	vietname	vieton	vietname	N;NOM;SG	N;MASC;SG
vietnam	vietnam	vieton	vietnar	N;NOM;SG	N;MASC;SG
vietnam	vietnã	vieton	vietnã	N;NOM;SG	N;MASC;SG
vietnam	vietnamita	vieton	vietnamita	N;NOM;SG	N;MASC;SG
lähdön	partida	lähtö	partida	N;GEN;SG	N;FEM;SG
irc	irc	irc	irc	N;NOM;SG	N;MASC;SG
operaattori	operador	operaattori	operador	N;NOM;SG	N;MASC;SG
operaattori	operadora	operaattori	operadora	N;NOM;SG	N;FEM;SG
operaattori	operadora	operaattori	operadora	N;NOM;SG	N;FEM;SG
operaattori	transportadora	operaattori	transportador	N;NOM;SG	N;FEM;SG
operaattori	transportador	operaattori	transportador	N;NOM;SG	N;MASC;SG
systeemi	system	systeemi	syetir	N;NOM;SG	N;MASC;SG
systeemi	sistema	systeemi	sistema	N;NOM;SG	N;MASC;SG
oikeudenkäynti	julgamento	oikeuden#käynti	julgamento	N;NOM;SG	N;MASC;SG
indonesia	indonésio	indonen	indonésio	N;NOM;SG	N;MASC;SG
indonesia	indonésia	indonen	indonésio	N;NOM;SG	N;MASC;SG
indonesia	indonésia	indonen	indonésio	N;NOM;SG	N;MASC;SG
indie	indie	indi	indiar	N;NOM;SG	N;MASC;SG
oscarin	oscar	oscari	oscar	N;GEN;SG	N;MASC;SG
oscarin	óscar	oscari	óscar	N;GEN;SG	N;MASC;SG
lyö	atingido	lyödä	atingir	V;IMP;SG;2;FIN;ACT	V;MASC;SG;V.PTCP
lyö	bater	lyödä	bater	V;IMP;SG;2;FIN;ACT	V;NFIN
kouluja	escolas	koulu	escola	N;PRT;PL	N;FEM;PL
heimojen	tribais	heimo	tribal	N;GEN;PL	N;MASC;PL
säännöllinen	regular	säännöllinen	regular	ADJ;NOM;SG	ADJ;MASC;SG
eugen	eugen	eugi	eugen	N;NOM;SG	N;MASC;SG
montgomery	montgomery	montgomery	montgomery	N;NOM;SG	N;MASC;SG
tonavan	danúbio	tonava	danúbio	N;GEN;SG	N;MASC;SG
tietotekniikan	informática	tieto#tekniikka	informática	N;GEN;SG	N;FEM;SG
saavutuksia	conquistas	saavutus	conquista	N;PRT;PL	N;FEM;PL
saavutuksia	realizações	saavutus	realização	N;PRT;PL	N;FEM;PL
saavutuksia	realizações	saavutus	realização	N;PRT;PL	N;FEM;PL
vastuun	responsabilidade	vastuu	responsabilidade	N;GEN;SG	N;FEM;SG
koskela	koskela	koskela	koskela	N;NOM;SG	N;FEM;SG
osoitettu	atribuído	osoittaa	atribuir	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
osoitettu	atribuída	osoittaa	atribuir	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
osoitettu	endereçada	osoittaa	endereçar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
osoitettu	endereçado	osoittaa	endereçado	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
osoitettu	abordado	osoittaa	abordar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
osoitettu	atribuído	osoittaa	atribuir	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
osoitettu	provada	osoittaa	provar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
osoitettu	comprovado	osoittaa	comprovar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
osoitettu	comprovada	osoittaa	comprovar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
osoitettu	provado	osoittaa	provar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
osoitettu	demonstrou	osoittaa	demonstrar	V;NOM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
osoitettu	demonstrado	osoittaa	demonstrar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
osoitettu	demonstrada	osoittaa	demonstrar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
reinin	reno	reini	reno	N;GEN;SG	N;MASC;SG
puut	árvores	puu	árvore	N;NOM;PL	N;FEM;PL
puut	arvores	puu	arvor	N;NOM;PL	N;FEM;PL
troijan	troiano	troija	troiano	N;GEN;SG	N;MASC;SG
troijan	tróia	troija	tróia	N;GEN;SG	N;FEM;SG
troijan	troy	troija	troy	N;GEN;SG	N;MASC;SG
troijan	troia	troija	troia	N;GEN;SG	N;FEM;SG
simpsonit	simpsons	simpsoni	simpsons	N;NOM;PL	N;MASC;PL
intro	introdução	intro	introdução	N;NOM;SG	N;FEM;SG
hevosia	cavalos	hevonen	cavalo	N;PRT;PL	N;MASC;PL
maailmanlaajuinen	mundial	maailman#laajuinen	mundial	ADJ;NOM;SG	ADJ;MASC;SG
maailmanlaajuinen	global	maailman#laajuinen	global	ADJ;NOM;SG	ADJ;MASC;SG
tuho	devastação	tuho	devastação	N;NOM;SG	N;FEM;SG
tuho	catástrofe	tuho	catástrofe	N;NOM;SG	N;FEM;SG
tuho	desastre	tuho	desastre	N;NOM;SG	N;MASC;SG
tuho	destruição	tuho	destruição	N;NOM;SG	N;FEM;SG
lukuja	figuras	luku	figura	N;PRT;PL	N;FEM;PL
lukuja	números	luku	número	N;PRT;PL	N;MASC;PL
reaktion	reacção	reaktio	reacção	N;GEN;SG	N;FEM;SG
reaktion	reação	reaktio	reação	N;GEN;SG	N;FEM;SG
uutinen	notícia	uutinen	notícia	N;NOM;SG	N;FEM;SG
poikia	rapazes	poika	rapaz	N;PRT;PL	N;MASC;PL
poikia	meninos	poika	menino	N;PRT;PL	N;MASC;PL
poikia	garotos	poika	garoto	N;PRT;PL	N;MASC;PL
poikia	sons	poika	som	N;PRT;PL	N;MASC;PL
poikia	filhos	poika	filho	N;PRT;PL	N;MASC;PL
moottoritie	autoestrada	moottori#tie	autoestrada	N;NOM;SG	N;FEM;SG
moottoritie	highway	moottori#tie	highway	N;NOM;SG	N;MASC;SG
moottoritie	rodovia	moottori#tie	rodovia	N;NOM;SG	N;FEM;SG
moottoritie	autoestrada	moottori#tie	autoestrada	N;NOM;SG	N;FEM;SG
moottoritie	estrada	moottori#tie	estrada	N;NOM;SG	N;FEM;SG
luottaa	confiar	luottaa	confiar	V;IND;SG;PRS;FIN;ACT	V;NFIN
luottaa	confia	luottaa	confiar	V;IND;SG;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
luottaa	confiado	luottaa	confiar	V;IND;SG;PRS;FIN;ACT	V;MASC;SG;V.PTCP
rangaistus	penalidade	rangaistus	penalidade	N;NOM;SG	N;FEM;SG
rangaistus	penalização	rangaistus	penalização	N;NOM;SG	N;FEM;SG
rangaistus	sanção	rangaistus	sanção	N;NOM;SG	N;FEM;SG
rangaistus	pena	rangaistus	pena	N;NOM;SG	N;FEM;SG
rangaistus	punição	rangaistus	punição	N;NOM;SG	N;FEM;SG
rangaistus	castigo	rangaistus	castigo	N;NOM;SG	N;MASC;SG
torsten	torsten	torsten	torsten	N;GEN;SG	N;MASC;SG
hinnan	preço	hinta	preço	N;GEN;SG	N;MASC;SG
hinnan	price	hinta	price	N;GEN;SG	N;MASC;SG
mitsubishi	mitsubishi	mitsubishi	mitsubishi	N;NOM;SG	N;MASC;SG
syys	setembro	syys	setembro	N;NOM;SG	N;MASC;SG
wallin	wallin	wall	wallin	N;NOM;SG	N;MASC;SG
kriisi	crise	kriisi	crise	N;NOM;SG	N;FEM;SG
ehdot	condições	ehto	condição	N;NOM;PL	N;FEM;PL
ehdot	termos	ehto	termos	N;NOM;PL	N;MASC;PL
outo	esquisito	outo	esquisito	ADJ;NOM;SG	ADJ;MASC;SG
outo	estranha	outo	estranho	ADJ;NOM;SG	ADJ;FEM;SG
outo	estranho	outo	estranho	ADJ;NOM;SG	ADJ;MASC;SG
outo	esquisita	outo	esquisito	ADJ;NOM;SG	ADJ;FEM;SG
outo	estranha	outo	estranho	ADJ;NOM;SG	ADJ;FEM;SG
outo	estranho	outo	estranho	ADJ;NOM;SG	ADJ;MASC;SG
outo	estranho	outo	estranho	ADJ;NOM;SG	ADJ;MASC;SG
outo	ímpar	outo	ímpar	ADJ;NOM;SG	ADJ;MASC;SG
aloitetaan	começando	aloittaa	começar	V;IND;PRS;FIN;PASS	V;V.MSDR
aloitetaan	iniciando	aloittaa	iniciar	V;IND;PRS;FIN;PASS	V;V.MSDR
räjähti	explodiu	räjähtää	explodir	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
tori	tori	tori	tori	N;NOM;SG	N;MASC;SG
varastaa	rouba	varastaa	rouba	V;IND;SG;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
varastaa	roubar	varastaa	roubar	V;IND;SG;PRS;FIN;ACT	V;NFIN
varastaa	rouba	varastaa	rouba	V;IND;SG;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
varastaa	roubando	varastaa	roubar	V;IND;SG;PRS;FIN;ACT	V;V.MSDR
varastaa	roubar	varastaa	roubar	V;IND;SG;PRS;FIN;ACT	V;NFIN
yliopistot	universidades	yli#opisto	universidade	N;NOM;PL	N;FEM;PL
kongressi	congresso	kongressi	congresso	N;NOM;SG	N;MASC;SG
klaanin	clã	klaani	clã	N;GEN;SG	N;MASC;SG
putken	tubo	putki	tubo	N;GEN;SG	N;MASC;SG
putken	tube	putki	tube	N;GEN;SG	N;MASC;SG
putken	gasoduto	putki	gasoduto	N;GEN;SG	N;MASC;SG
putken	oleoduto	putki	oleoduto	N;GEN;SG	N;MASC;SG
andersonin	anderson	anderson	anderson	N;GEN;SG	N;MASC;SG
luotain	sonar	luotain	sonar	N;NOM;SG	N;MASC;SG
luotain	sonda	luotain	sondar	N;NOM;SG	N;FEM;SG
target	alvo	tarki	alvo	N;NOM;SG	N;MASC;SG
target	target	tarki	target	N;NOM;SG	N;MASC;SG
kohtaus	cena	kohtaus	cena	N;NOM;SG	N;FEM;SG
kohtaus	convulsão	kohtaus	convulsão	N;NOM;SG	N;FEM;SG
kohtaus	apreensão	kohtaus	apreensão	N;NOM;SG	N;FEM;SG
maasto	terreno	maasto	terreno	N;NOM;SG	N;MASC;SG
esitykset	atuações	esitys	atuação	N;NOM;PL	N;FEM;PL
esitykset	performances	esitys	performance	N;NOM;PL	N;FEM;PL
esitykset	desempenhos	esitys	desempenho	N;NOM;PL	N;MASC;PL
esitykset	actuações	esitys	actuação	N;NOM;PL	N;FEM;PL
esitykset	apresentações	esitys	apresentação	N;NOM;PL	N;FEM;PL
esitykset	moções	esitys	moção	N;NOM;PL	N;FEM;PL
esitykset	movimentos	esitys	movimento	N;NOM;PL	N;MASC;PL
ytimen	kernel	ydin	kernel	N;GEN;SG	N;MASC;SG
ytimen	núcleo	ydin	núcleo	N;GEN;SG	N;MASC;SG
ytimen	core	ydin	core	N;GEN;SG	N;MASC;SG
ytimen	núcleo	ydin	núcleo	N;GEN;SG	N;MASC;SG
jääkiekkoa	hóquei	jää#kiekko	hóquei	N;PRT;SG	N;MASC;SG
jääkiekkoa	hockey	jää#kiekko	hockey	N;PRT;SG	N;MASC;SG
vapaaehtoisesti	voluntariamente	vapaa#ehtoisesti	voluntariamente	ADV	ADV
oletettavasti	pretensamente	oletettavasti	pretensamente	ADV	ADV
oletettavasti	supostamente	oletettavasti	supostamente	ADV	ADV
oletettavasti	presumivelmente	oletettavasti	presumivelmente	ADV	ADV
usp	usp	uspa	usp	N;NOM;SG	N;FEM;SG
uskontojen	religiões	uskonto	religião	N;GEN;PL	N;FEM;PL
ajoneuvon	veículo	ajo#neuvo	veículo	N;GEN;SG	N;MASC;SG
ajoneuvon	veiculo	ajo#neuvo	veiculo	N;GEN;SG	N;MASC;SG
huhtikuu	abr	huhtikuu	abr	N;NOM;SG	N;MASC;SG
huhtikuu	april	huhtikuu	april	N;NOM;SG	N;FEM;SG
huhtikuu	abril	huhtikuu	abril	N;NOM;SG	N;MASC;SG
metsästäjä	caçador	metsästäjä	caçador	N;NOM;SG	N;MASC;SG
metsästäjä	caçadora	metsästäjä	caçadora	N;NOM;SG	N;FEM;SG
metsästäjä	hunter	metsästäjä	hunter	N;NOM;SG	N;MASC;SG
theodore	theodore	theodore	theodore	N;NOM;SG	N;MASC;SG
theodore	teodoro	theodore	teodoro	N;NOM;SG	N;MASC;SG
