jako	como	jako	como	CONJ	CONJ
moll	moll	moll	moll	N;NOM;FEM;SG;POS	N
kusy	trozos	kus	trozo	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
kusy	pedazos	kus	pedazos	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
kusy	trozos	kus	trozo	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
kusy	piezas	kus	pieza	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
kusy	pedazos	kus	pedazos	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
volání	vocación	volání	vocación	N;NOM;NEUT;SG;POS	N;FEM;SG
nevhodné	inadecuada	vhodný	inadecuado	ADJ;NOM;NEUT;SG;NEG	ADJ;FEM;SG
nevhodné	inadecuado	vhodný	inadecuado	ADJ;NOM;NEUT;SG;NEG	ADJ;MASC;SG
nevhodné	inapropiado	vhodný	inapropiado	ADJ;NOM;NEUT;SG;NEG	ADJ;MASC;SG;V.PTCP
nevhodné	inapropiada	vhodný	inapropiado	ADJ;NOM;NEUT;SG;NEG	ADJ;FEM;SG;V.PTCP
nevhodné	inadecuada	vhodný	inadecuado	ADJ;NOM;NEUT;SG;NEG	ADJ;FEM;SG
nevhodné	inadecuado	vhodný	inadecuado	ADJ;NOM;NEUT;SG;NEG	ADJ;MASC;SG
nevhodné	inapropiado	vhodný	inapropiado	ADJ;NOM;NEUT;SG;NEG	ADJ;MASC;SG;V.PTCP
dospělosti	adultez	dospělost	adultez	N;NOM;FEM;SG;POS	N;FEM;SG
nákladů	costos	náklad	costo	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
nákladů	costes	náklad	coste	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
známky	estampillas	známka	estampilla	N;NOM;FEM;PL;POS	N;FEM;PL
známky	sellos	známka	sello	N;NOM;FEM;PL;POS	N;MASC;PL
známky	grados	známka	grado	N;NOM;FEM;PL;POS	N;MASC;PL
muka	torturas	muka	tortura	N;NOM;NEUT;PL;POS	N;FEM;PL
praktické	práctico	praktický	práctico	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
praktické	practico	praktický	practico	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
renault	renault	renault	renault	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
pouhé	mera	pouhý	mero	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
pouhé	mero	pouhý	mero	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
hustě	densamente	hustě	densamente	ADV;POS	ADV
nominaci	candidatura	nominace	candidatura	N;ACC;FEM;SG;POS	N;FEM;SG
nominaci	nominación	nominace	nominación	N;ACC;FEM;SG;POS	N;FEM;SG
nominaci	nombramiento	nominace	nombramiento	N;ACC;FEM;SG;POS	N;MASC;SG
zásady	principios	zásada	principio	N;NOM;FEM;PL;POS	N;MASC;PL
zásady	principios	zásada	principio	N;NOM;FEM;PL;POS	N;MASC;PL
postavené	construido	postavený	construido	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG;V.PTCP
postavené	construida	postavený	construido	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG;V.PTCP
postavené	construido	postavený	construido	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG;V.PTCP
postavené	construida	postavený	construido	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG;V.PTCP
bakterie	bacterias	bakterie	bacteria	N;NOM;FEM;PL;POS	N;FEM;PL
bakterie	gérmenes	bakterie	germen	N;NOM;FEM;PL;POS	N;MASC;PL
hraběnka	condesa	hraběnka	condesar	N;NOM;FEM;SG;POS	N;FEM;SG
vědecký	científico	vědecký	científico	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
vědecký	científica	vědecký	científico	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
piano	piano	piano	piano	N;NOM;NEUT;SG;POS	N;MASC;SG
součásti	componentes	součást	componente	N;NOM;FEM;PL;POS	N;MASC;PL
představoval	imaginé	představovat	imaginar	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;1;PST;FIN
mazání	lubricación	mazání	lubricación	N;NOM;NEUT;SG;POS	N;FEM;SG
letectví	aviation	letectví	aviation	N;NOM;NEUT;SG;POS	N;MASC;SG
letectví	aviación	letectví	aviación	N;NOM;NEUT;SG;POS	N;FEM;SG
letectví	aeronáutica	letectví	aeronáutico	N;NOM;NEUT;SG;POS	N;FEM;SG
značení	marcación	značení	marcación	N;NOM;NEUT;SG;POS	N;FEM;SG
značení	señalización	značení	señalización	N;NOM;NEUT;SG;POS	N;FEM;SG
přehrady	presas	přehrada	presa	N;NOM;FEM;PL;POS	N;FEM;PL
přehrady	embalses	přehrada	embalse	N;NOM;FEM;PL;POS	N;MASC;PL
přehrady	diques	přehrada	dique	N;NOM;FEM;PL;POS	N;MASC;PL
přehrady	represas	přehrada	represa	N;NOM;FEM;PL;POS	N;FEM;PL
zatížení	carga	zatížení	carga	N;NOM;NEUT;SG;POS	N;FEM;SG
zatížení	carga	zatížení	carga	N;NOM;NEUT;SG;POS	N;FEM;SG
zatížení	carga	zatížení	carga	N;NOM;NEUT;SG;POS	N;FEM;SG
jednotné	unificado	jednotný	unificado	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG;V.PTCP
jednotné	unificada	jednotný	unificar	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG;V.PTCP
jednotné	sencillo	jednotný	sencillo	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
úprav	ediciones	úprava	edición	N;GEN;FEM;PL;POS	N;FEM;PL
iniciativy	iniciativas	iniciativa	iniciativa	N;NOM;FEM;PL;POS	N;FEM;PL
hvězdné	estelares	hvězdný	estelar	ADJ;NOM;MASC;PL;POS	ADJ;PL
budoucnost	futuro	budoucnost	futuro	N;NOM;FEM;SG;POS	N;MASC;SG
budoucnost	future	budoucnost	future	N;NOM;FEM;SG;POS	N
budoucnost	porvenir	budoucnost	porvenir	N;NOM;FEM;SG;POS	N;MASC;SG
povědomí	consciencia	povědomí	consciencia	N;NOM;NEUT;SG;POS	N;FEM;SG
povědomí	concientización	povědomí	concientización	N;NOM;NEUT;SG;POS	N;FEM;SG
povědomí	sensibilización	povědomí	sensibilización	N;NOM;NEUT;SG;POS	N;FEM;SG
povědomí	conciencia	povědomí	conciencia	N;NOM;NEUT;SG;POS	N;FEM;SG
povědomí	concienciación	povědomí	concienciación	N;NOM;NEUT;SG;POS	N;FEM;SG
biografie	biografia	biografie	biografia	N;NOM;FEM;SG;POS	N;FEM;SG
sondy	sondas	sonda	sonda	N;NOM;FEM;PL;POS	N;FEM;PL
fotogalerie	galería	fotogalerie	galería	N;NOM;FEM;SG;POS	N;FEM;SG
fotogalerie	galeria	fotogalerie	galeria	N;NOM;FEM;SG;POS	N;FEM;SG
značný	considerable	značný	considerable	ADJ;INAN;NOM;MASC;SG;POS	ADJ;SG
hraní	juego	hraní	juego	N;NOM;NEUT;SG;POS	N;MASC;SG
hraní	actuación	hraní	actuación	N;NOM;NEUT;SG;POS	N;FEM;SG
pochopení	comprensión	pochopení	comprensión	N;NOM;NEUT;SG;POS	N;FEM;SG
pochopení	entendimiento	pochopení	entendimiento	N;NOM;NEUT;SG;POS	N;MASC;SG
příbuzní	parientes	příbuzný	pariente	N;ANIM;NOM;MASC;PL;POS	N;PL
příbuzní	familiares	příbuzný	familiar	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
hrubý	asqueroso	hrubý	asqueroso	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
hrubý	bruto	hrubý	bruto	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
hrubý	duro	hrubý	duro	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
hrubý	áspera	hrubý	áspero	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
hrubý	áspero	hrubý	áspero	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
hrubý	grosera	hrubý	grosera	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
hrubý	maleducado	hrubý	maleducado	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG;V.PTCP
hrubý	grosero	hrubý	grosero	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
hrubý	descortés	hrubý	descortés	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
osudu	destino	osud	destino	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
sestavě	alineación	sestava	alineación	N;DAT;FEM;SG;POS	N;FEM;SG
vysvětluje	explica	vysvětlovat	explicar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kapitoly	capítulos	kapitola	capítulo	N;NOM;FEM;PL;POS	N;MASC;PL
tah	empuje	tah	empuje	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
průmyslová	industrial	průmyslový	industrial	ADJ;NOM;FEM;SG;POS	ADJ;SG
magazín	cargador	magazín	cargador	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
magazín	magazine	magazín	magazine	N;INAN;NOM;MASC;SG;POS	N;SG
magazín	revista	magazín	revista	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
videa	vídeos	video	vídeo	N;NOM;NEUT;PL;POS	N;MASC;PL
videa	videos	video	video	N;NOM;NEUT;PL;POS	N;MASC;PL
soli	sales	sůl	sal	N;NOM;FEM;PL;POS	N;FEM;PL
turistů	turistas	turista	turista	N;ANIM;GEN;MASC;PL;POS	N;PL
návrhů	proposiciones	návrh	proposición	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
návrhů	propuestas	návrh	propuesta	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
křeslo	sillón	křeslo	sillón	N;NOM;NEUT;SG;POS	N;MASC;SG
křeslo	cátedra	křeslo	cátedra	N;NOM;NEUT;SG;POS	N;FEM;SG
křeslo	silla	křeslo	silla	N;NOM;NEUT;SG;POS	N;FEM;SG
celosvětově	mundialmente	celosvětově	mundialmente	ADV;POS	ADV
celosvětově	mundialmente	celosvětově	mundialmente	ADV;POS	ADV
celosvětově	globalmente	celosvětově	globalmente	ADV;POS	ADV
hrdiny	heroes	hrdina	heroe	N;ANIM;ACC;MASC;PL;POS	N;MASC;PL
hrdiny	héroes	hrdina	héroe	N;ANIM;ACC;MASC;PL;POS	N;MASC;PL
vincent	vicente	vincent	vicente	N;ANIM;NOM;MASC;SG;POS	N;SG
označen	etiquetado	označený	etiquetado	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
označen	etiquetada	označený	etiquetado	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
prohra	pérdida	prohra	pérdida	N;NOM;FEM;SG;POS	N;FEM;SG
gotické	gótica	gotický	gótico	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
gotické	gótico	gotický	gótico	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
sloučeniny	compuestos	sloučenina	compuesto	N;NOM;FEM;PL;POS	N;MASC;PL
ekonomie	economía	ekonomie	economía	N;NOM;FEM;SG;POS	N;FEM;SG
ekonomie	economia	ekonomie	economia	N;NOM;FEM;SG;POS	N;FEM;SG
ekonomie	economía	ekonomie	economía	N;NOM;FEM;SG;POS	N;FEM;SG
ztráta	pérdida	ztráta	pérdida	N;NOM;FEM;SG;POS	N;FEM;SG
pronásledování	persecución	pronásledování	persecución	N;NOM;NEUT;SG;POS	N;FEM;SG
pronásledování	persecución	pronásledování	persecución	N;NOM;NEUT;SG;POS	N;FEM;SG
číst	lea	číst	leer	V;POS;NFIN	V;IMP;SG;3;FIN
číst	leer	číst	leer	V;POS;NFIN	V;NFIN
nahoru	arriba	nahoru	arriba	ADV	ADV
frakce	fracción	frakce	fracción	N;NOM;FEM;SG;POS	N;FEM;SG
frakce	facción	frakce	facción	N;NOM;FEM;SG;POS	N;FEM;SG
značí	indica	značit	indicar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
jevy	fenómenos	jev	fenómeno	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
neznámé	desconocida	známý	desconocido	ADJ;NOM;NEUT;SG;NEG	ADJ;FEM;SG;V.PTCP
neznámé	desconocido	známý	desconocido	ADJ;NOM;NEUT;SG;NEG	ADJ;MASC;SG;V.PTCP
java	jre	java	jre	N;NOM;NEUT;SG;POS	N;MASC;SG
java	java	java	java	N;NOM;NEUT;SG;POS	N;MASC;SG
tvrdil	reclamó	tvrdit	reclamar	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
tvrdil	alegó	tvrdit	alegar	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
vysílá	envía	vysílat	enviar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
plukovník	coronel	plukovník	coronel	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
klasická	clásica	klasický	clásico	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
klasická	clasico	klasický	clasico	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
klasická	clásico	klasický	clásico	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
klasická	clásica	klasický	clásico	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
klasická	clasico	klasický	clasico	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
klasická	clásico	klasický	clásico	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
klasický	clásica	klasický	clásico	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
klasický	clasico	klasický	clasico	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
klasický	clásico	klasický	clásico	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
klasický	clásica	klasický	clásico	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
klasický	clasico	klasický	clasico	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
klasický	clásico	klasický	clásico	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
umístěno	localizada	umístěný	localizado	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
umístěno	localizado	umístěný	localizado	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
umístěno	ubicado	umístěný	ubicado	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
umístěno	situado	umístěný	situado	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
umístěno	colocada	umístěný	colocado	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
umístěno	colocado	umístěný	colocado	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
střelec	artillero	střelec	artillero	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
střelec	tirador	střelec	tirador	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
střelec	shooter	střelec	shooter	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
střelec	pistolero	střelec	pistolero	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
střelec	sagitario	střelec	sagitario	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
střelec	alfil	střelec	alfil	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
střelec	bishop	střelec	bishop	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
střelec	obispo	střelec	obispo	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
přesunout	mover	přesunout	mover	V;POS;NFIN	V;NFIN
přesunout	muévete	přesunout	muévete	V;POS;NFIN	V;IND;SG;2;PRS;FIN
aut	coches	auto	coche	N;GEN;NEUT;PL;POS	N;MASC;PL
aut	automóviles	auto	automóvil	N;GEN;NEUT;PL;POS	N;MASC;PL
aut	carros	auto	carro	N;GEN;NEUT;PL;POS	N;MASC;PL
aut	autos	auto	auto	N;GEN;NEUT;PL;POS	N;MASC;PL
keře	matorrales	keř	matorral	N;NOM;FEM;PL;POS	N;MASC;PL
keře	arbustos	keř	arbusto	N;NOM;FEM;PL;POS	N;MASC;PL
keře	arbustos	keř	arbusto	N;NOM;FEM;PL;POS	N;MASC;PL
virus	virus	vir	virus	N;INAN;NOM;MASC;SG;POS	N;MASC
zaměstnanci	empleados	zaměstnanec	empleado	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
rudá	roja	rudý	rojo	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
přezdívka	apodo	přezdívka	apodo	N;NOM;FEM;SG;POS	N;MASC;SG
přezdívka	mote	přezdívka	mote	N;NOM;FEM;SG;POS	N;MASC;SG
přezdívka	sobrenombre	přezdívka	sobrenombre	N;NOM;FEM;SG;POS	N;MASC;SG
efektivní	eficiente	efektivní	eficiente	ADJ;NOM;MASC;SG;POS	ADJ;SG
efektivní	eficaz	efektivní	eficaz	ADJ;NOM;MASC;SG;POS	ADJ;SG
efektivní	eficaz	efektivní	eficaz	ADJ;NOM;MASC;SG;POS	ADJ;SG
efektivní	efectiva	efektivní	efectivo	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
náčelník	jefa	náčelník	jefa	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
náčelník	jefe	náčelník	jefe	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
kontakty	contactos	kontakt	contacto	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
nizozemí	holanda	nizozemí	holanda	N;NOM;NEUT;SG;POS	N;FEM;SG
šesté	sexto	šestý	sexto	ADJ;NOM;MASC;SG	ADJ;MASC;SG
šesté	sexta	šestý	sexto	ADJ;NOM;MASC;SG	ADJ;FEM;SG
družice	satélites	družice	satélite	N;NOM;FEM;PL;POS	N;MASC;PL
družice	satélites	družice	satélite	N;NOM;FEM;PL;POS	N;MASC;PL
textilní	textil	textilní	textil	ADJ;NOM;MASC;SG;POS	ADJ;SG
úterý	martes	úterý	martes	N;NOM;NEUT;SG;POS	N
označit	etiquetar	označit	etiquetar	V;PFV;POS;NFIN	V;NFIN
označit	marcar	označit	marcar	V;PFV;POS;NFIN	V;NFIN
relativní	relativa	relativní	relativo	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
relativní	relativo	relativní	relativo	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
portréty	retratos	portrét	retrato	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
citace	cita	citace	cita	N;NOM;FEM;SG;POS	N;FEM;SG
citace	cotización	citace	cotización	N;NOM;FEM;SG;POS	N;FEM;SG
citace	mención	citace	mención	N;NOM;FEM;SG;POS	N;FEM;SG
citace	citación	citace	citación	N;NOM;FEM;SG;POS	N;FEM;SG
citace	cita	citace	cita	N;NOM;FEM;SG;POS	N;FEM;SG
citace	cotización	citace	cotización	N;NOM;FEM;SG;POS	N;FEM;SG
massachusetts	massachusetts	massachusetts	massachusetts	N;INAN;NOM;MASC;SG;POS	N
obzvláště	particularmente	obzvláště	particularmente	ADV	ADV
obzvláště	especialmente	obzvláště	especialmente	ADV	ADV
pinus	pinus	pinus	pinu	N;INAN;NOM;MASC;SG;POS	N
sklon	ladera	sklon	ladera	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
sklon	gradiente	sklon	gradiente	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
sklon	propensión	sklon	propensión	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
sklon	tendencia	sklon	tendencia	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
sklon	inclinación	sklon	inclinación	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
ruchu	turismo	ruch	turismo	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
přidává	agrega	přidávat	agregar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
přidává	añade	přidávat	añadir	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
označeny	marcadas	označený	marcado	ADJ;INAN;PL;POS;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
označeny	marcados	označený	marcado	ADJ;INAN;PL;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
redakce	redacción	redakce	redacción	N;NOM;FEM;SG;POS	N;FEM;SG
redakce	editorial	redakce	editorial	N;NOM;FEM;SG;POS	N;FEM;SG
redakce	redacción	redakce	redacción	N;NOM;FEM;SG;POS	N;FEM;SG
vítr	viento	vítr	viento	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
vítr	viento	vítr	viento	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
témat	tópicos	téma	tópico	N;GEN;NEUT;PL;POS	N;MASC;PL
témat	temas	téma	tema	N;GEN;NEUT;PL;POS	N;MASC;PL
duch	ghost	duch	ghost	N;ANIM;NOM;MASC;SG;POS	N
duch	fantasma	duch	fantasma	N;ANIM;NOM;MASC;SG;POS	N;SG
duch	espíritu	duch	espíritu	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
duch	spirit	duch	spirit	N;ANIM;NOM;MASC;SG;POS	N
duch	espiritu	duch	espiritu	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
tvůrčí	creativa	tvůrčí	creativo	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
tvůrčí	creativo	tvůrčí	creativo	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
motiv	motivo	motiv	motivo	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
motiv	temática	motiv	temática	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
motiv	tema	motiv	tema	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
mhz	mhz	mhz	mhz	N;MASC;SG;POS	N;FEM;SG
vlivy	efectos	vliv	efecto	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
vlivy	influencias	vliv	influencia	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
organismu	organismo	organismus	organismo	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
křižovatky	intersecciones	křižovatka	intersección	N;NOM;FEM;PL;POS	N;FEM;PL
hloubka	profundidad	hloubka	profundidad	N;NOM;FEM;SG;POS	N;FEM;SG
získané	obtenidos	získaný	obtenido	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL;V.PTCP
získané	obtenidas	získaný	obtenido	ADJ;NOM;MASC;PL;POS	ADJ;FEM;PL;V.PTCP
získané	adquiridos	získaný	adquirido	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL;V.PTCP
získané	adquiridas	získaný	adquirido	ADJ;NOM;MASC;PL;POS	ADJ;FEM;PL;V.PTCP
frontu	cola	fronta	cola	N;ACC;FEM;SG;POS	N;FEM;SG
obvody	circuitos	obvod	circuito	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
disciplína	disciplina	disciplína	disciplina	N;NOM;FEM;SG;POS	N;FEM;SG
střídavě	alternativamente	střídavě	alternativamente	ADV;POS	ADV
oznámení	anuncio	oznámení	anuncio	N;NOM;NEUT;SG;POS	N;MASC;SG
oznámení	aviso	oznámení	aviso	N;NOM;NEUT;SG;POS	N;MASC;SG
oznámení	preaviso	oznámení	preaviso	N;NOM;NEUT;SG;POS	N;MASC;SG
oznámení	notificación	oznámení	notificación	N;NOM;NEUT;SG;POS	N;FEM;SG
zapojení	interacción	zapojení	interacción	N;NOM;NEUT;SG;POS	N;FEM;SG
zapojení	compromiso	zapojení	compromiso	N;NOM;NEUT;SG;POS	N;MASC;SG
zapojení	implicación	zapojení	implicación	N;NOM;NEUT;SG;POS	N;FEM;SG
zapojení	participación	zapojení	participación	N;NOM;NEUT;SG;POS	N;FEM;SG
účinnost	eficiencia	účinnost	eficiencia	N;NOM;FEM;SG;POS	N;FEM;SG
účinnost	eficacia	účinnost	eficacia	N;NOM;FEM;SG;POS	N;FEM;SG
účinnost	efectividad	účinnost	efectividad	N;NOM;FEM;SG;POS	N;FEM;SG
účinnost	eficacia	účinnost	eficacia	N;NOM;FEM;SG;POS	N;FEM;SG
účinnost	eficacia	účinnost	eficacia	N;NOM;FEM;SG;POS	N;FEM;SG
účinnost	potencia	účinnost	potencia	N;NOM;FEM;SG;POS	N;FEM;SG
aplikaci	app	aplikace	app	N;ACC;FEM;SG;POS	N;FEM;SG
aplikaci	aplicación	aplikace	aplicación	N;ACC;FEM;SG;POS	N;FEM;SG
stálé	constante	stálý	constante	ADJ;NOM;NEUT;SG;POS	ADJ;SG
choroby	enfermedades	choroba	enfermedad	N;NOM;FEM;PL;POS	N;FEM;PL
mosty	bridges	most	bridge	N;INAN;NOM;MASC;PL;POS	N
mosty	puentes	most	puente	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
pluk	regimiento	pluk	regimiento	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
baron	barón	baron	barón	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
baron	baron	baron	bar	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
sestava	ensamblaje	sestava	ensamblaje	N;NOM;FEM;SG;POS	N;MASC;SG
sestava	asamblea	sestava	asamblea	N;NOM;FEM;SG;POS	N;FEM;SG
sestava	montaje	sestava	montaje	N;NOM;FEM;SG;POS	N;MASC;SG
sestava	alineación	sestava	alineación	N;NOM;FEM;SG;POS	N;FEM;SG
sestava	formación	sestava	formación	N;NOM;FEM;SG;POS	N;FEM;SG
sestava	rutina	sestava	rutina	N;NOM;FEM;SG;POS	N;FEM;SG
dosaženo	alcanzada	dosažený	alcanzar	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
dosaženo	logrado	dosažený	logrado	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
dosaženo	alcanzado	dosažený	alcanzado	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
dosaženo	alcanzada	dosažený	alcanzar	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
dosaženo	alcanzado	dosažený	alcanzado	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
planetu	planet	planeta	planet	N;ACC;FEM;SG;POS	N;SG
planetu	planeta	planeta	planeta	N;ACC;FEM;SG;POS	N;MASC;SG
klíče	keys	klíč	key	N;INAN;NOM;MASC;PL;POS	N
klíče	teclas	klíč	tecla	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
klíče	llaves	klíč	llave	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
klíče	cayos	klíč	cayo	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
klíče	claves	klíč	clave	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
klíče	llaves	klíč	llave	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
klíče	claves	klíč	clave	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
výstupu	salida	výstup	salida	N;INAN;GEN;MASC;SG;POS	N;FEM;SG
samec	macho	samec	macho	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
samec	varón	samec	varón	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
nalezen	encontrada	nalezený	encontrado	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
nalezen	hallado	nalezený	hallado	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
nalezen	encontrado	nalezený	encontrado	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
