ini	इस	ini	यह	DET	DET;ACC;SG;3
rujukan	सन्दर्भ	rujukan	संदर्भ	N;SG	N;NOM;MASC;SG;3
rujukan	संदर्भ	rujukan	संदर्भ	N;SG	N;NOM;MASC;SG;3
rujukan	सन्दर्भ	rujukan	संदर्भ	N;SG	N;NOM;MASC;SG;3
ledakan	विस्फोटक	ledakan	विस्फोटक	N;SG	N;NOM;MASC;SG;3
ledakan	विस्फोट	ledakan	विस्फोट	N;SG	N;NOM;MASC;SG;3
ledakan	ब्लास्ट	ledakan	ब्लास्ट	N;SG	N;NOM;MASC;SG;3
ledakan	धमाका	ledakan	धमाका	N;SG	N;NOM;MASC;SG;3
ledakan	विस्फोट	ledakan	विस्फोट	N;SG	N;NOM;MASC;SG;3
tampilan	दृश्य	tampilan	दृश्य	N;SG	N;NOM;MASC;SG;3
tampilan	प्रकटन	tampilan	प्रकटन	N;SG	N;NOM;MASC;SG;3
tampilan	रूप	tampilan	रूप	N;SG	N;NOM;MASC;SG;3
tampilan	प्रदर्शन	tampilan	प्रदर्शन	N;SG	N;NOM;MASC;SG;3
tampilan	प्रदर्शक	tampilan	प्रदर्शक	N;SG	N;NOM;MASC;SG;3
tampilan	दृश्य	tampilan	दृश्य	N;SG	N;NOM;MASC;SG;3
petualangan	एडवेंचर	petualangan	एडवेंचर	N;SG	N;NOM;MASC;SG;3
konvensi	कन्वेंशन	konvensi	कन्वेंशन	N;SG	N;NOM;MASC;SG;3
konvensi	सम्मेलन	konvensi	सम्मेलन	N;SG	N;NOM;MASC;SG;3
racing	रेसिंग	racing	रेसिंग	N	N;NOM;MASC;SG;3
playstation	प्लेस्टेशन	playstation	प्लेस्टेशन	N	N;NOM;MASC;SG;3
pasang	इंस्टॉल	pasang	इंस्टॉल	N;SG;ACT	N;NOM;MASC;SG;3
pasang	स्थापना	pasang	स्थापना	N;SG;ACT	N;NOM;FEM;SG;3
pengendalian	नियंत्रण	penkendalian	नियंत्रण	N;SG	N;NOM;MASC;SG;3
pengendalian	कंट्रोल	penkendalian	कंट्रोल	N;SG	N;NOM;MASC;SG;3
cokelat	चाकलेट	cokelat	चाकलेट	N;SG	N;NOM;MASC;SG;3
cokelat	चॉकलेट	cokelat	चॉकलेट	N;SG	N;NOM;MASC;SG;3
kontroversi	विवाद	kontroversi	विवाद	N;SG	N;NOM;MASC;SG;3
mimpi	स्वप्न	mimpi	स्वप्न	N;SG	N;NOM;MASC;SG;3
mimpi	सपना	mimpi	सपना	N;SG	N;NOM;MASC;SG;3
mimpi	सपनो	mimpi	सपनो	N;SG	N;NOM;MASC;SG;3
akuntansi	लेखा	akuntansi	लेखा	N;SG	N;NOM;MASC;SG;3
akuntansi	हिसाब	akuntansi	हिसाब	N;SG	N;NOM;MASC;SG;3
lautan	समंदर	lautan	समंदर	N;SG	N;NOM;MASC;SG;3
bimbingan	मार्गदर्शन	bimbingan	मार्गदर्शन	N;SG	N;NOM;MASC;SG;3
kesadaran	जागरूकता	kesadaran	जागरूकता	N;SG	N;NOM;FEM;SG;3
kesadaran	चेतना	kesadaran	चेत	N;SG	N;NOM;FEM;SG;3
perut	उदर	perut	उदर	N;SG	N;NOM;MASC;SG;3
perut	पेट	perut	पेट	N;SG	N;NOM;MASC;SG;3
perut	पेट	perut	पेट	N;SG	N;NOM;MASC;SG;3
pengamatan	अवलोकन	pengamatan	अवलोकलन	N;SG	N;NOM;MASC;SG;3
lari	कार्यशील	lari	कार्यशील	N;SG	N;NOM;MASC;SG;3
pengajaran	शिक्षण	penajaran	शिक्षण	N;SG	N;NOM;MASC;SG;3
galeri	गैलरी	galeri	गैलरी	N;SG	N;NOM;FEM;SG;3
galeri	गैलरी	galeri	गैलरी	N;SG	N;NOM;FEM;SG;3
galeri	गलियारा	galeri	गलियारा	N;SG	N;NOM;MASC;SG;3
galeri	दीर्घा	galeri	दीर्घा	N;SG	N;NOM;FEM;SG;3
pisang	banana	pisang	banana	N;SG	N;NOM;MASC;SG;3
pisang	केले	pisang	केला	N;SG	N;NOM;MASC;SG;3
audisi	ऑडिशन	audisi	ऑडिशन	N	N;NOM;MASC;SG;3
habitat	आवास	habitat	आवास	N;SG	N;NOM;MASC;SG;3
kepemilikan	कब्जे	kepemilikan	कब्जा	N	N;NOM;MASC;SG;3
kepemilikan	कब्ज़ा	kepemilikan	कब्ज़ा	N	N;NOM;MASC;SG;3
kepemilikan	स्वामित्व	kepemilikan	स्वामित्व	N	N;NOM;MASC;SG;3
sayuran	सब्जी	sayuran	सब्जी	N;SG	N;NOM;FEM;SG;3
sayuran	सब्ज़ी	sayuran	सब्ज़ी	N;SG	N;NOM;FEM;SG;3
sayuran	सब्ज़ी	sayuran	सब्ज़ी	N;SG	N;NOM;FEM;SG;3
seragam	वर्दी	seragam	वर्दी	N;SG	N;NOM;FEM;SG;3
seragam	यूनिफॉर्म	seragam	यूनिफॉर्म	N;SG	N;NOM;MASC;SG;3
seragam	यूनिफार्म	seragam	यूनिफार्म	N;SG	N;NOM;MASC;SG;3
seragam	वर्दी	seragam	वर्दी	N;SG	N;NOM;FEM;SG;3
berulang	दोहराया	berulang	दोहरा	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
radiasi	विकिरण	radiasi	विकिरण	N;SG	N;NOM;MASC;SG;3
konfederasi	परिसंघ	konfederasi	परिसंघ	N	N;NOM;MASC;SG;3
konfederasi	परिषद	konfederasi	परिषद	N	N;NOM;FEM;SG;3
konfederasi	कनफेडरेशन	konfederasi	कनफेडरेशन	N	N;NOM;MASC;SG;3
dolar	डॉलर	dolar	डॉलर	N;SG	N;NOM;MASC;SG;3
dolar	डॉलर	dolar	डॉलर	N;SG	N;NOM;MASC;SG;3
dolar	डालर	dolar	डालर	N;SG	N;NOM;MASC;SG;3
sayangnya	दुर्भाग्यवश	sayang	दुर्भाग्यवश	ADV;SG	ADV
pelanggaran	उल्लंघन	penlanggaran	उल्लंघन	N;SG	N;NOM;MASC;SG;3
penasihat	सलाहकार	penasihat	सलाहकार	N;SG	N;NOM;MASC;SG;3
penasihat	सलाहकार	penasihat	सलाहकार	N;SG	N;NOM;MASC;SG;3
interaksi	सहभागिता	interaksi	सहभागिता	N;SG	N;NOM;FEM;SG;3
interaksi	सगाई	interaksi	सगा	N;SG	N;NOM;FEM;SG;3
interaksi	सहभागिता	interaksi	सहभागिता	N;SG	N;NOM;FEM;SG;3
interaksi	बातचीत	interaksi	बातचीत	N;SG	N;NOM;FEM;SG;3
beban	लोड	beban	लोड	N;SG	N;NOM;MASC;SG;3
beban	बोझ	beban	बोझ	N;SG	N;NOM;MASC;SG;3
beban	बोझ	beban	बोझ	N;SG	N;NOM;MASC;SG;3
beban	व्यय	beban	व्यय	N;SG	N;NOM;MASC;SG;3
bertarung	लड़	bertarung	लड़	V;SG;ACT	V;ACT
sumur	कुएं	sumur	कुआँ	N;SG	N;NOM;MASC;SG;3
politeknik	पॉलिटेक्निक	politeknik	पॉलिटेक्निक	N	N;NOM;MASC;SG;3
senat	सीनेट	senat	सीनेट	N;SG	N;NOM;MASC;SG;3
atlet	खिलाड़ी	atlet	खिलाडी	N;SG	N;NOM;MASC;SG;3
pengacara	बैरिस्टर	pengacara	बैरिस्टर	N;SG	N;NOM;MASC;SG;3
katedral	गिरजाघर	katedral	गिरजाघर	N	N;NOM;MASC;SG;3
pedoman	दिशानिर्देश	pedoman	दिशानिर्देश	N;SG	N;NOM;MASC;SG;3
pedoman	मार्गदर्शक	pedoman	मार्गदर्शक	N;SG	N;NOM;MASC;SG;3
pedoman	मार्गदर्शिका	pedoman	मार्गदर्शिका	N;SG	N;NOM;FEM;SG;3
kamus	शब्दकोश	kamus	शब्दकोश	N	N;NOM;MASC;SG;3
kamus	शब्दकोश	kamus	शब्दकोश	N	N;NOM;MASC;SG;3
kamus	शब्दकोष	kamus	शब्दकोष	N	N;NOM;MASC;SG;3
kolom	स्तंभ	kolom	स्तंभ	N;SG	N;NOM;MASC;SG;3
kolom	कॉलम	kolom	कॉलम	N;SG	N;NOM;MASC;SG;3
kolom	स्तम्भ	kolom	स्तंभ	N;SG	N;NOM;MASC;SG;3
kolom	फील्ड	kolom	फील्ड	N;SG	N;NOM;MASC;SG;3
kolom	फ़ील्ड	kolom	फ़ील्ड	N;SG	N;NOM;MASC;SG;3
kolom	स्तंभ	kolom	स्तंभ	N;SG	N;NOM;MASC;SG;3
kolom	कॉलम	kolom	कॉलम	N;SG	N;NOM;MASC;SG;3
kolom	स्तम्भ	kolom	स्तंभ	N;SG	N;NOM;MASC;SG;3
kolom	फील्ड्स	kolom	फील्ड्स	N;SG	N;NOM;MASC;SG;3
kolom	फ़ील्ड	kolom	फ़ील्ड	N;SG	N;NOM;MASC;SG;3
peranan	भूमिका	peranan	भूमिका	N;SG	N;NOM;FEM;SG;3
indeks	निर्देशिका	indeks	निर्देशिका	N;SG	N;NOM;FEM;SG;3
indeks	इंडेक्स	indeks	इंडेक्स	N;SG	N;NOM;MASC;SG;3
indeks	सूचकांक	indeks	सूचकांक	N;SG	N;NOM;MASC;SG;3
manual	मैनुअल	manual	मैनुअल	N	N;NOM;MASC;SG;3
manual	मैन्युअल	manual	मैन्युअल	N	N;NOM;MASC
mengajarkan	पढ़ाने	menajarkan	पढा	V;SG;ACT	V;NFIN;ACT
mengajarkan	सिखाती	menajarkan	सिखा	V;SG;ACT	V;IPFV;FEM;SG;V.PTCP;ACT
menahan	पकड़कर	mentahan	पकड़	V;SG;ACT	V;V.CVB
tipis	पतली	tipis	पतला	ADJ;SG	ADJ;NOM;FEM;SG
tipis	पतला	tipis	पतला	ADJ;SG	ADJ;NOM;MASC;SG
pengaturan	सेटअप	penaturan	सेटअप	N;SG	N;NOM;MASC;SG;3
pengaturan	सेटिंग	penaturan	सेटिंग	N;SG	N;NOM;FEM;SG;3
pengaturan	इंतजाम	penaturan	इंतजाम	N;SG	N;NOM;MASC;SG;3
pengaturan	व्यवस्था	penaturan	व्यवस्था	N;SG	N;NOM;FEM;SG;3
pengaturan	सेटिंग	penaturan	सेटिंग	N;SG	N;NOM;FEM;SG;3
pengaturan	विन्यास	penaturan	विन्यास	N;SG	N;NOM;MASC;SG;3
sampah	रद्दी	sampah	रद्दी	N;SG	N;NOM;FEM;SG;3
sampah	कचरा	sampah	कचरा	N;SG	N;NOM;MASC;SG;3
sampah	कूड़ा	sampah	कूड़ा	N;SG	N;NOM;MASC;SG;3
sampah	कचरा	sampah	कचरा	N;SG	N;NOM;MASC;SG;3
sampah	रद्दी	sampah	रद्दी	N;SG	N;NOM;FEM;SG;3
tali	रस्सी	tali	रस्सी	N;SG	N;NOM;FEM;SG;3
tali	डोरी	tali	डोरी	N;SG	N;NOM;FEM;SG;3
pecah	फट	pecah	फट	V;SG;ACT	V;ACT
finalis	फाइनलिस्ट	finalis	फाइनलिस्ट	N;SG	N;NOM;MASC;SG;3
sore	शाम	sore	शाम	N;SG	N;NOM;FEM;SG;3
sore	सायंकाल	sore	सायंकाल	N;SG	N;NOM;MASC;SG;3
sore	संध्या	sore	संध्या	N;SG	N;NOM;FEM;SG;3
sore	दोपहर	sore	दोपहर	N;SG	N;NOM;FEM;SG;3
boneka	कठपुतली	boneka	कठपुतली	N;SG	N;NOM;FEM;SG;3
boneka	गुड़िया	boneka	गुड़िया	N;SG	N;NOM;FEM;SG;3
keluaran	आउटपुट	keluaran	आउटपुट	N;SG	N;NOM;MASC;SG;3
keluaran	आउटपुट	keluaran	आउटपुट	N;SG	N;NOM;MASC;SG;3
arsitek	वास्तुकला	arsitek	वास्तुकला	N;SG	N;NOM;FEM;SG;3
arsitek	आर्किटेक्ट	arsitek	आर्किटेक्ट	N;SG	N;NOM;MASC;SG;3
arsitek	वास्तुकार	arsitek	वास्तुकार	N;SG	N;NOM;MASC;SG;3
arsitek	वास्तु	arsitek	वास्तु	N;SG	N;NOM;MASC;SG;3
arsitek	आर्किटेक्ट	arsitek	आर्किटेक्ट	N;SG	N;NOM;MASC;SG;3
ladang	खेत	ladang	खेत	N;SG	N;NOM;MASC;SG;3
ladang	फ़ार्म	ladang	फाार्म	N;SG	N;NOM;MASC;SG;3
ladang	फार्म	ladang	फार्म	N;SG	N;NOM;MASC;SG;3
ladang	फ़ार्म	ladang	फाार्म	N;SG	N;NOM;MASC;SG;3
pengambilan	पिकअप	penambilan	पिकअप	N;SG	N;NOM;MASC;SG;3
pengambilan	प्राप्ति	penambilan	प्राप्ति	N;SG	N;NOM;FEM;SG;3
pengambilan	क्षतिपूर्ति	penambilan	क्षतिपूर्ति	N;SG	N;NOM;FEM;SG;3
persyaratan	जरुरत	persyaratan	जरुरत	N;SG	N;NOM;FEM;SG;3
persyaratan	आवश्यकता	persyaratan	आवश्यकता	N;SG	N;NOM;FEM;SG;3
peternakan	पशुधन	peternakan	पशुधन	N;SG	N;NOM;MASC;SG;3
peternakan	खेत	peternakan	खेत	N;SG	N;NOM;MASC;SG;3
peternakan	फ़ार्म	peternakan	फाार्म	N;SG	N;NOM;MASC;SG;3
peternakan	फार्म	peternakan	फार्म	N;SG	N;NOM;MASC;SG;3
peternakan	फ़ार्म	peternakan	फाार्म	N;SG	N;NOM;MASC;SG;3
peternakan	खेती	peternakan	खेती	N;SG	N;NOM;FEM;SG;3
temperatur	तापमान	temperatur	तापमान	N	N;NOM;MASC;SG;3
janji	मुलाकात	janji	मुलाकात	N;SG	N;NOM;FEM;SG;3
janji	नियुक्ति	janji	नियुक्ति	N;SG	N;NOM;FEM;SG;3
janji	वादे	janji	वादा	N;SG	N;NOM;MASC;SG;3
janji	वादा	janji	वादा	N;SG	N;NOM;MASC;SG;3
permanen	स्थाई	permanen	स्थाई	ADJ;SG	ADJ;NOM
kargo	कार्गो	kargo	कार्ग	N	N;NOM;MASC;PL;3
sihir	मैजिक	sihir	मैजिक	N;SG	N;NOM;MASC;SG;3
tingkatan	टियर	tingkatan	टियर	N;SG	N;NOM;MASC;SG;3
tingkatan	स्तर	tingkatan	स्तर	N;SG	N;NOM;MASC;SG;3
tingkatan	स्तर	tingkatan	स्तर	N;SG	N;NOM;MASC;SG;3
yakin	आश्वस्त	yakin	आश्वस्त	ADJ;SG	ADJ
yakin	निश्चित	yakin	निश्चित	ADJ;SG	ADJ;NOM
tikus	कृंतक	tikus	कृंतक	N;SG	N;NOM;MASC;SG;3
tikus	चूहा	tikus	चूहा	N;SG	N;NOM;MASC;SG;3
tikus	माउस	tikus	माउस	N;SG	N;NOM;MASC;SG;3
tikus	मूषक	tikus	मूषक	N;SG	N;NOM;MASC;SG;3
tikus	चूहा	tikus	चूहा	N;SG	N;NOM;MASC;SG;3
hidangan	व्यंजन	hidangan	व्यंजन	N;SG	N;NOM;MASC;SG;3
hidangan	डिश	hidangan	डिश	N;SG	N;NOM;FEM;SG;3
silakan	प्लीज	silakan	प्लीज		
kakek	दादाजी	kakek	दादाजी	N;SG	N;NOM;MASC;SG;3
kakek	दादाजी	kakek	दादाजी	N;SG	N;NOM;MASC;SG;3
paku	नेल	paku	नेल		
kabur	धुँधली	kabur	धुँधली	V;SG	V;PFV;FEM;SG;V.PTCP;ACT
aset	एसेट	aset	एसेट	N;SG	N;NOM;MASC;SG;3
aset	संपत्ति	aset	संपत्ति	N;SG	N;NOM;FEM;SG;3
aset	एसेट	aset	एसेट	N;SG	N;NOM;MASC;SG;3
pemasaran	मार्केटिंग	penpasaran	मार्केटिंग	N;SG	N;NOM;FEM;SG;3
pemasaran	विपणन	penpasaran	विपणन	N;SG	N;NOM;MASC;SG;3
kedutaan	दूतावास	kedutaan	दूतावास	N;SG	N;NOM;MASC;SG;3
adil	उचित	adil	उचित	ADJ;SG	ADJ;NOM
lensa	लेंस	lensa	लेंस	N;SG	N;NOM;MASC;SG;3
revisi	संशोधन	revisi	संशोधन	N;SG	N;NOM;MASC;SG;3
harimau	बाघों	harimau	बाघ	N	N;ACC;MASC;PL;3
harimau	बाघ	harimau	बाघ	N	N;NOM;MASC;SG;3
harimau	बाघों	harimau	बाघ	N	N;ACC;MASC;PL;3
harimau	टाइगर्स	harimau	टाइगर	N	N;NOM;MASC;PL;3
sensor	सेंसर	sensor	सेंसर	N;SG	N;NOM;MASC;SG;3
sensor	सेंसर	sensor	सेंसर	N;SG	N;NOM;MASC;SG;3
sensor	सेंसरशिप	sensor	सेंसरशिप	N;SG	N;NOM;MASC;SG;3
engine	इंजन	engine	इंजन	N	N;NOM;MASC;SG;3
kenyataan	तथ्य	kenyataan	तथ्य	N;SG	N;NOM;MASC;SG;3
kenyataan	हकीकत	kenyataan	हकीकत	N;SG	N;NOM;FEM;SG;3
kenyataan	वास्तविकता	kenyataan	वास्तविकता	N;SG	N;NOM;FEM;SG;3
tebing	चट्टान	tebing	चट्टान	N	N;NOM;FEM;SG;3
remix	रीमिक्स	remix	रीमिक्स	N	N;NOM;MASC;SG;3
guitar	गिटार	guitar	गिटार	N	N;NOM;MASC;SG;3
gitaris	guitarist	gitaris	guitarist	N	N;NOM;MASC;SG;3
sampul	आवरण	sampul	आवरण	N;SG	N;NOM;MASC;SG;3
pengawas	निरीक्षक	penawas	निरीक्षक	N;SG	N;NOM;MASC;SG;3
pengawas	अधीक्षक	penawas	अधीक्षक	N;SG	N;NOM;MASC;SG;3
kedalaman	गहराई	kedalaman	गहराई	N;SG	N;NOM;FEM;SG;3
sepatu	जूता	sepatu	जूता	N;SG	N;NOM;MASC;SG;3
protes	विरोध	protes	विरोध	N;SG	N;NOM;MASC;SG;3
protes	विरोध	protes	विरोध	N;SG	N;NOM;MASC;SG;3
wadah	पोत	wadah	पोत	N;SG	N;NOM;MASC;SG;3
wadah	कंटेनर	wadah	कंटेनर	N;SG	N;NOM;MASC;SG;3
wadah	पात्र	wadah	पात्र	N;SG	N;NOM;MASC;SG;3
paduan	मिश्रधातु	paduan	मिश्रधातु	N;SG	N;NOM;MASC;SG;3
blogspot	blogspot	blogspot	blogspot	N	N;NOM;MASC;SG;3
perkotaan	नगरीय	perkotaan	नगरीय	N;SG	N;NOM;MASC;SG;3
pedesaan	ग्रामीण	pedesaan	ग्रामीण	N;SG	N;NOM;MASC;SG;3
penilaian	दर्जा	pennilaian	दर्जा	N;SG	N;NOM;MASC;SG;3
penilaian	रेटिंग	pennilaian	रेटिंग	N;SG	N;NOM;FEM;SG;3
penilaian	मूल्यांकन	pennilaian	मूल्यांकन	N;SG	N;NOM;MASC;SG;3
klip	क्लिप्स	klip	क्लिप	N;SG	N;NOM;MASC;SG;3
klip	क्लिप	klip	क्लिप	N;SG	N;NOM;MASC;SG;3
lengan	भुजा	lengan	भुजा	N;SG	N;NOM;FEM;SG;3
lengan	आस्तीन	lengan	आस्तीन	N;SG	N;NOM;FEM;SG;3
lengan	शस्त्र	lengan	शस्त्र	N;SG	N;NOM;MASC;SG;3
penetapan	असाइनमेंट	pentetapan	असाइनमेंट	N;SG	N;NOM;MASC;SG;3
penetapan	कार्यभार	pentetapan	कार्यभार	N;SG	N;NOM;MASC;SG;3
penetapan	असाइनमेंट	pentetapan	असाइनमेंट	N;SG	N;NOM;MASC;SG;3
penetapan	कार्यभार	pentetapan	कार्यभार	N;SG	N;NOM;MASC;SG;3
selam	डाइविंग	selam	डाइविंग	N;SG	N;NOM;MASC;SG;3
selam	पनडुब्बी	selam	पनडुब्बी	N;SG	N;NOM;FEM;SG;3
cedera	चोट	cedera	चोट	N;SG	N;NOM;FEM;SG;3
minat	रूचि	minat	रूचि	N;SG	N;NOM;FEM;SG;3
minat	रुचि	minat	रुचि	N;SG	N;NOM;FEM;SG;3
minat	दिलचस्पी	minat	दिलचस्पी	N;SG	N;NOM;FEM;SG;3
minat	रुचि	minat	रुचि	N;SG	N;NOM;FEM;SG;3
minat	रूचि	minat	रूचि	N;SG	N;NOM;FEM;SG;3
minat	ब्याज	minat	ब्याज	N;SG	N;NOM;MASC;SG;3
transmisi	संचरण	transmisi	संचरण	N;SG	N;NOM;MASC;SG;3
transmisi	प्रेषण	transmisi	प्रेषण	N;SG	N;NOM;MASC;SG;3
transmisi	हस्तांतरण	transmisi	हस्तांतरण	N;SG	N;NOM;MASC;SG;3
transmisi	ट्रांसमिशन	transmisi	ट्रांसमिशन	N;SG	N;NOM;MASC;SG;3
disiplin	अनुशासन	disiplin	अनुशासन	N;SG	N;NOM;MASC;SG;3
marinir	समुद्रतट	marinir	समुद्रतट	N	N;NOM;MASC;SG;3
manfaat	फायदा	manfaat	फायदा	N;SG	N;NOM;MASC;SG;3
manfaat	लाभ	manfaat	लाभ	N;SG	N;NOM;MASC;SG;3
manfaat	लाभ	manfaat	लाभ	N;SG	N;NOM;MASC;SG;3
menghapus	निकालकर	menhapus	निकाल	V;SG;ACT	V;V.CVB
menghapus	निकालना	menhapus	निकाल	V;SG;ACT	V;MASC;NFIN;ACT
menghapus	हटाना	menhapus	हटा	V;SG;ACT	V;MASC;NFIN;ACT
protokol	प्रोटोकाल	protokol	प्रोटोकाल	N;SG	N;NOM;MASC;SG;3
protokol	प्रोटोकॉल	protokol	प्रोटोकॉल	N;SG	N;NOM;MASC;SG;3
protokol	प्रोटोकॉल	protokol	प्रोटोकॉल	N;SG	N;NOM;MASC;SG;3
penerimaan	स्वीकृति	penterimaan	स्वीकृति	N;SG	N;NOM;FEM;SG;3
penerimaan	रिसेप्शन	penterimaan	रिसेप्शन	N;SG	N;NOM;MASC;SG;3
infrastruktur	अवसंरचना	infrastruktur	अवसंरचना	N;SG	N;NOM;FEM;SG;3
dihuni	ठहरने	dihuni	ठहर	V;SG;PASS	V;ACC;NFIN
yan	yan	yan	ओे		
fosil	fossilized	fosil	fossilized	N;SG	N;NOM;MASC;SG;3
fosil	खनिज	fosil	खनिज	N;SG	N;NOM;MASC;SG;3
fosil	जीवाश्म	fosil	जीवाश्म	N;SG	N;NOM;MASC;SG;3
fosil	चट्टान	fosil	चट्टान	N;SG	N;NOM;FEM;SG;3
misteri	रहस्य	misteri	रहस्य	N;SG	N;NOM;MASC;SG;3
rentang	सीमा	rentang	सीमा	N;SG	N;NOM;FEM;SG;3
rentang	दायरा	rentang	दायरा	N;SG	N;NOM;MASC;SG;3
ensiklopedia	ज्ञानकोष	ensiklopedia	ज्ञानकोष	N	N;NOM;MASC;SG;3
alur	डोले	alur	डोल	N;SG	N;NOM;MASC;SG;3
alur	नाली	alur	नाली	N;SG	N;NOM;FEM;SG;3
alur	प्रवाह	alur	प्रवाह	N;SG	N;NOM;MASC;SG;3
kerangka	फ्रेमवर्क	kerangka	फ्रेमवर्क	N;SG	N;NOM;MASC;SG;3
kerangka	कंकाल	kerangka	कंकाल	N;SG	N;NOM;MASC;SG;3
spiritual	आध्यात्मिक	spiritual	आध्यात्मिक	N	N;NOM;MASC;SG;3
kewajiban	कर्तव्य	kewajiban	कर्तव्य	N;SG	N;NOM;MASC;SG;3
kewajiban	ड्यूटी	kewajiban	ड्यूटी	N;SG	N;NOM;FEM;SG;3
kewajiban	देनदारी	kewajiban	देनदारी	N;SG	N;NOM;FEM;SG;3
kewajiban	दायित्व	kewajiban	दायित्व	N;SG	N;NOM;MASC;SG;3
bahaya	जोखिम	bahaya	जोखिम	N;SG	N;NOM;MASC;SG;3
bahaya	खतरा	bahaya	खतरा	N;SG	N;NOM;MASC;SG;3
bahaya	ख़तरा	bahaya	ख़तरा	N;SG	N;NOM;MASC;SG;3
bahaya	खतरे	bahaya	खतरा	N;SG	N;NOM;MASC;SG;3
survei	सर्वेक्षण	survei	सर्वेक्षण	N;SG	N;NOM;MASC;SG;3
survei	सर्वेक्षण	survei	सर्वेक्षण	N;SG	N;NOM;MASC;SG;3
survei	सर्वेक्षण	survei	सर्वेक्षण	N;SG	N;NOM;MASC;SG;3
budget	बजट	budget	बजट	N;SG	N;NOM;MASC;SG;3
telinga	कान	telinga	कान	N;SG	N;NOM;MASC;SG;3
telinga	कान	telinga	कान	N;SG	N;NOM;MASC;SG;3
sekunder	माध्यमिक	sekunder	माध्यमिक	N;SG	N;NOM;MASC;SG;3
sekunder	द्वितीयक	sekunder	द्वितीयक	N;SG	N;NOM;MASC;SG;3
solusi	समाधान	solusi	समाधान	N;SG	N;NOM;MASC;SG;3
solusi	हल	solusi	हल	N;SG	N;NOM;MASC;SG;3
solusi	समाधान	solusi	समाधान	N;SG	N;NOM;MASC;SG;3
perbankan	बैंकिंग	perbankan	बैंकिंग	N;SG	N;NOM;FEM;SG;3
instrumental	वाद्य	instrumental	वाद्य	N	N;NOM;MASC;SG;3
instrumental	इंस्ट्रूमेंटल	instrumental	इंस्ट्रूमेंटल	N	N;NOM;MASC;SG;3
kudeta	तख्तापलट	kudeta	तख्तापलट	N;SG	N;NOM;MASC;SG;3
geologi	भूविज्ञान	geologi	भूविज्ञान	N	N;NOM;FEM;SG;3
kursus	पाठ्यक्रम	kursus	पाठ्यक्रम	N;SG	N;NOM;MASC;SG;3
kursus	कोर्स	kursus	कोर्स	N;SG	N;NOM;MASC;SG;3
kursus	पाठ्यक्रम	kursus	पाठ्यक्रम	N;SG	N;NOM;MASC;SG;3
kenaikan	आरोहण	kenaikan	आरोहण	N;SG	N;NOM;MASC;SG;3
renang	स्विमिंग	renang	स्विमिंग	N;SG	N;NOM;MASC;SG;3
renang	तैराकी	renang	तैराकी	N;SG	N;NOM;MASC;SG;3
kelebihan	अतिरिक्त	kelebihan	अतिरिक्त	N;SG	N;NOM;MASC;SG;3
kelebihan	लाभ	kelebihan	लाभ	N;SG	N;NOM;MASC;SG;3
surah	सूरा	surah	सूरा	N	N;NOM;MASC;SG;3
properti	संपत्ति	properti	संपत्ति	N;SG	N;NOM;FEM;SG;3
properti	गुण	properti	गुण	N;SG	N;NOM;MASC;SG;3
properti	सम्पत्ति	properti	सम्पत्ति	N;SG	N;NOM;FEM;SG;3
properti	प्रॉपर्टी	properti	प्रॉपर्टी	N;SG	N;NOM;FEM;SG;3
properti	गुण	properti	गुण	N;SG	N;NOM;MASC;SG;3
pertambangan	खनन	pertambangan	खनन	N;SG	N;NOM;MASC;SG;3
favorit	पसंदीदा	favorit	पसंदीदा	N;SG	N;NOM;MASC;SG;3
favorit	पसंदीदा	favorit	पसंदीदा	N;SG	N;NOM;MASC;SG;3
favorit	पसंदीदा	favorit	पसंदीदा	N;SG	N;NOM;MASC;SG;3
turunan	डेरिवेटिव	turunan	डेरिवेटिव	N;SG	N;NOM;MASC;SG;3
tombol	बटन	tombol	बटन	N;SG	N;NOM;MASC;SG;3
tombol	बटन	tombol	बटन	N;SG	N;NOM;MASC;SG;3
aljazair	सीरियल	aljazair	सीरियल	N	N;NOM;MASC;SG;3
pidato	भाषण	pidato	भाषण	N;SG	N;NOM;MASC;SG;3
salinan	नक़ल	salinan	नक़ल	N;SG	N;NOM;FEM;SG;3
salinan	नक़ल	salinan	नक़ल	N;SG	N;NOM;FEM;SG;3
pengukuran	मूल्यांकन	penukuran	मूल्यांकन	N;SG	N;NOM;MASC;SG;3
pengukuran	मापन	penukuran	मापन	N;SG	N;NOM;MASC;SG;3
penjelajah	explorer	penjelajah	explorer	N;SG	N;NOM;MASC;SG;3
penjelajah	एक्सप्लोरर	penjelajah	एक्सप्लोरर	N;SG	N;NOM;MASC;SG;3
pemrograman	प्रोग्रामर	penprograman	प्रोग्रामर	N;SG	N;NOM;MASC;SG;3
pemrograman	प्रोग्रामिंग	penprograman	प्रोग्रामिंग	N;SG	N;NOM;FEM;SG;3
fraksi	हिस्से	fraksi	हिस्सा	N;SG	N;NOM;MASC;SG;3
fraksi	अंश	fraksi	अंश	N;SG	N;NOM;MASC;SG;3
fraksi	गुट	fraksi	गुट	N;SG	N;NOM;MASC;SG;3
minta	पूछो	minta	पूछ	V;SG;ACT	V;SBJV;SG;FIN;ACT
