lui	그의	el	그+의	PRO;3	PRO
discurs	음성	discurs	음성	N;INDF;MASC;SG	N
materialele	재료	material	재료	N;DEF;FEM;PL	N
prietenie	우정	prietenie	우정	N;INDF;FEM;SG	N
echilibru	밸런스	echilibru	밸런스	N;INDF;MASC;SG	N
echilibru	잔액	echilibru	잔액	N;INDF;MASC;SG	N
arbori	나무들	arbor	나무+들	N;INDF;MASC;PL	N
arbori	나무	arbor	나무	N;INDF;MASC;PL	N
dificila	어려운	dificila	어렵+ㄴ	ADJ;DEF;FEM;SG	ADJ
tehnologii	기술	tehnologie	기술	N;INDF;FEM;PL	N
eagle	이글	eaglă	이글		
diferente	차이	diferent	차이	N;INDF;FEM;PL	N
diferente	차이	diferent	차이	N;INDF;FEM;PL	N
mars	행진	mars	행진	N;INDF;MASC;SG	N
navy	해군	navy	해군	N;INDF;MASC;SG	N
flotei	함대	flotă	함대	N;DEF;FEM;SG	N
substanta	물질	substantă	물질	N;DEF;FEM;SG	N
substanta	물질	substantă	물질	N;DEF;FEM;SG	N
interesele	관심사	interes	관심사	N;DEF;FEM;PL	N
biografia	소개	biografie	소개	N;DEF;FEM;SG	N
copilaria	어릴적	copilarie	어릴+적	N;DEF;FEM;SG	N
copilaria	어릴적	copilarie	어릴+적	N;DEF;FEM;SG	N
lant	사슬	lant	사슬	N;INDF;MASC;SG	N
lant	연쇄	lant	연쇄	N;INDF;MASC;SG	N
lant	사슬	lant	사슬	N;INDF;MASC;SG	N
lant	연쇄	lant	연쇄	N;INDF;MASC;SG	N
greseala	실수	greseală	실수	N;DEF;FEM;SG	N
greseala	실수	greseală	실수	N;DEF;FEM;SG	N
elementul	요소	element	요소	N;DEF;MASC;SG	N
elementul	원소	element	원소	N;DEF;MASC;SG	N
transfer	전송	transfer	전송	N;INDF;MASC;SG	N
muzicieni	음악가	muzician	음악가	N;INDF;MASC;PL	N
muzicieni	연주자	muzician	연주자	N;INDF;MASC;PL	N
muzicieni	뮤지션	muzician	뮤지션	N;INDF;MASC;PL	N
asociatii	협회	asociat	협회	N;INDF;FEM;PL	N
asociatii	협회	asociat	협회	N;INDF;FEM;PL	N
criticilor	비평가	critică	비평가	N;DEF;MASC;PL	N
managementul	경영	management	경영	N;DEF;MASC;SG	N
managementul	관리	management	관리	N;DEF;MASC;SG	N
gene	눈썹	geană	눈썹	N;INDF;FEM;PL	N
gene	유전자	geană	유전자	N;INDF;FEM;PL	N
ipoteza	가설	ipoteză	가설	N;DEF;FEM;SG	N
ipoteza	가설	ipoteză	가설	N;DEF;FEM;SG	N
aventurile	어드벤처	avent	어드벤처	N;DEF;FEM;PL	N
aventurile	모험	avent	모험	N;DEF;FEM;PL	N
intrebare	질문	intrebare	질문	N;INDF;FEM;SG	N
intrebare	질문	intrebare	질문	N;INDF;FEM;SG	N
calculatoare	컴퓨터	calculator	컴퓨터	N;INDF;FEM;PL	N
diametrul	직경	diametru	직경	N;DEF;MASC;SG	N
blood	혈액	blood	혈액	N;INDF;MASC;SG	N
monumentele	기념물	monument	기념물	N;DEF;FEM;PL	N
monumentele	기념비	monument	기념비	N;DEF;FEM;PL	N
curentul	현재	curent	현재	N;DEF;MASC;SG	N
curentul	전류	curent	전류	N;DEF;MASC;SG	N
pat	침대	pat	침대	N;INDF;MASC;SG	N
mar	사과	mar	사과		
mar	애플	mar	애플		
mar	사과	mar	사과		
mar	애플	mar	애플		
islamic	이슬람	islamic	이슬람	N;INDF;MASC;SG	N
elev	학생	elev	학생	N;INDF;MASC;SG	N
bridge	다리	bridge	다리		
bridge	브리지	bridge	브리+지		
mancare	음식	mancare	음식	N;INDF;FEM;SG	N
mancare	식량	mancare	식량	N;INDF;FEM;SG	N
mancare	식품	mancare	식품	N;INDF;FEM;SG	N
mancare	음식	mancare	음식	N;INDF;FEM;SG	N
mancare	식량	mancare	식량	N;INDF;FEM;SG	N
mancare	식품	mancare	식품	N;INDF;FEM;SG	N
realizare	업적	realizare	업적	N;INDF;FEM;SG	N
realizare	성취	realizare	성취	N;INDF;FEM;SG	N
finante	재무	finante	재무	N;INDF;FEM;SG	N
finante	재정	finante	재정	N;INDF;FEM;SG	N
finante	금융	finante	금융	N;INDF;FEM;SG	N
finante	재무	finante	재무	N;INDF;FEM;SG	N
finante	재정	finante	재정	N;INDF;FEM;SG	N
finante	금융	finante	금융	N;INDF;FEM;SG	N
finante	재무	finante	재무	N;INDF;FEM;SG	N
finante	재정	finante	재정	N;INDF;FEM;SG	N
finante	금융	finante	금융	N;INDF;FEM;SG	N
finante	재정	finante	재정	N;INDF;FEM;SG	N
ban	금지	ban	금지	N;INDF;MASC;SG	N
venituri	수익	venit	수익	N;INDF;FEM;PL	N
venituri	소득	venit	소득	N;INDF;FEM;PL	N
venituri	수입	venit	수입	N;INDF;FEM;PL	N
planete	행성	planetă	행성	N;INDF;FEM;PL	N
figura	그림	figură	그림	N;DEF;FEM;SG	N
figura	그림	figură	그림	N;DEF;FEM;SG	N
continent	본토	continent	본토	N;INDF;MASC;SG	N
secretarul	비서	secretar	비서	N;DEF;MASC;SG	N
autorii	작가	autor	작가	N;DEF;MASC;PL	N
autorii	제작자	autor	제작자	N;DEF;MASC;PL	N
autorii	작성자	autor	작성자	N;DEF;MASC;PL	N
muzee	박물관	muzeu	박물관	N;INDF;FEM;PL	N
densitatea	밀도	densitate	밀도	N;DEF;FEM;SG	N
soul	영혼	sou	영혼	N;INDF;MASC;SG	N
coarde	문자열	coardă	문자열	N;INDF;FEM;PL	N
early	초기	early	초기	N;INDF;MASC;SG	N
imi	imi	imi	imi		
participare	참가	participare	참가	N;INDF;FEM;SG	N
participare	참여	participare	참여	N;INDF;FEM;SG	N
obiectivele	목표	obiectiv	목표	N;DEF;FEM;PL	N
obiectivele	목표	obiectiv	목표	N;DEF;FEM;PL	N
batalii	전투	batalie	전투	N;INDF;FEM;PL	N
colonie	식민지	colonie	식민지	N;INDF;FEM;SG	N
rea	나쁜	rău	나쁘+ㄴ	ADJ;INDF;FEM;SG	ADJ
rea	나쁘다	rău	나쁘+다	ADJ;INDF;FEM;SG	ADJ
mori	죽는다	muri	죽+는다	V;IND;SG;2;PRS;FIN	V
bucati	덩어리	bucată	덩어리		
disparitia	소실	disparitie	소실	N;DEF;FEM;SG	N
disparitia	실종	disparitie	실종	N;DEF;FEM;SG	N
disparitia	소실	disparitie	소실	N;DEF;FEM;SG	N
disparitia	실종	disparitie	실종	N;DEF;FEM;SG	N
cifre	숫자	cifră	숫자	N;INDF;FEM;PL	N
cifre	수치	cifră	수치	N;INDF;FEM;PL	N
morala	도덕	morală	도덕	N;DEF;FEM;SG	N
morala	도덕	morală	도덕	N;DEF;FEM;SG	N
morala	도덕	morală	도덕	N;DEF;FEM;SG	N
morala	도덕	morală	도덕	N;DEF;FEM;SG	N
florile	꽃이	floare	꽃+이	N;DEF;FEM;PL	N
notiunea	개념	notiune	개념	N;DEF;FEM;SG	N
gimnastica	체조	gimnastică	체조	N;DEF;FEM;SG	N
gimnastica	체조	gimnastică	체조	N;DEF;FEM;SG	N
executarea	처형	executare	처형	N;DEF;FEM;SG	N
executarea	실행	executare	실행	N;DEF;FEM;SG	N
iesire	출력	iesire	출력	N;INDF;FEM;SG	N
iesire	종료	iesire	종료	N;INDF;FEM;SG	N
iesire	출구	iesire	출구	N;INDF;FEM;SG	N
iesire	출력	iesire	출력	N;INDF;FEM;SG	N
iesire	종료	iesire	종료	N;INDF;FEM;SG	N
iesire	출구	iesire	출구	N;INDF;FEM;SG	N
iesire	종료	iesire	종료	N;INDF;FEM;SG	N
iesire	출구	iesire	출구	N;INDF;FEM;SG	N
legende	전설	legendă	전설	N;INDF;FEM;PL	N
desfasurarea	배포	desfasurare	배포	N;DEF;FEM;SG	N
accent	말투	accent	말투	N;INDF;MASC;SG	N
promova	홍보하기	promova	홍보+하+기	V;IND;SG;3;IPFV;FIN	V
moduri	방법	mod	방법	N;INDF;FEM;PL	N
moduri	모드	mod	모드	N;INDF;FEM;PL	N
prelucrare	프로세싱	prelucrare	프로세쉬	N;INDF;FEM;SG	N
prelucrare	처리	prelucrare	처리	N;INDF;FEM;SG	N
descoperiri	발견	descoperire	발견	N;INDF;FEM;PL	N
fundal	배경색	fundal	배경색	N;INDF;MASC;SG	N
fundal	배경	fundal	배경	N;INDF;MASC;SG	N
calificare	자격증	calificare	자격증	N;INDF;FEM;SG	N
paralela	평행	paralelă	평행	N;DEF;FEM;SG	N
paralela	병렬	paralelă	병렬	N;DEF;FEM;SG	N
paralela	평행	paralelă	평행	N;DEF;FEM;SG	N
paralela	병렬	paralelă	병렬	N;DEF;FEM;SG	N
popoare	민족	popor	민족	N;INDF;FEM;PL	N
fisiere	파일	fisier	파일	N;INDF;FEM;PL	N
fisiere	파일	fisier	파일	N;INDF;FEM;PL	N
programele	프로그램	program	프로그램	N;DEF;FEM;PL	N
greseli	실수	greseală	실수	N;INDF;FEM;PL	N
greseli	실수	greseală	실수	N;INDF;FEM;PL	N
caini	개들	cain	개+들	N;INDF;MASC;PL	N
caini	개들	cain	개+들	N;INDF;MASC;PL	N
reparatii	수리	reparat	수리	N;INDF;FEM;PL	N
reparatii	수리	reparat	수리	N;INDF;FEM;PL	N
reparatii	수리	reparat	수리	N;INDF;FEM;PL	N
reparatii	수리	reparat	수리	N;INDF;FEM;PL	N
administratori	관리자	administrator	관리자	N;INDF;MASC;PL	N
administratori	관리자	administrator	관리자	N;INDF;MASC;PL	N
groaza	공포	groază	공포	N;DEF;FEM;SG	N
groaza	공포	groază	공포	N;DEF;FEM;SG	N
opinie	의견	opinie	의견	N;INDF;FEM;SG	N
contrast	대비	contrast	대비	N;INDF;MASC;SG	N
asasinarea	암살	asasinare	암살	N;DEF;FEM;SG	N
server	서버	server	서버	N;INDF;MASC;SG	N
aerul	항공	aer	항공	N;DEF;MASC;SG	N
aerul	공기	aer	공기	N;DEF;MASC;SG	N
lideri	지도자	lider	지도자	N;INDF;MASC;PL	N
lux	명품	lux	명품	N;INDF;MASC;SG	N
ceremonia	의식	ceremonie	의식	N;DEF;FEM;SG	N
arii	영역	arie	영역	N;INDF;FEM;PL	N
lumi	세계	lume	세계	N;INDF;FEM;PL	N
curge	흐르는	curge	흐르+는	V;IND;SG;3;PRS;FIN	V
plural	복수형	plural	복수형	N;INDF;MASC;SG	N
plural	복수	plural	복수	N;INDF;MASC;SG	N
intelegerea	이해	intelegere	이해	N;DEF;FEM;SG	N
echipajul	승무원	echipaj	승무원	N;DEF;MASC;SG	N
dispozitive	기기	dispozitiv	기기	N;INDF;FEM;PL	N
dispozitive	장치	dispozitiv	장치	N;INDF;FEM;PL	N
riscul	위험	risc	위험	N;DEF;MASC;SG	N
riscul	리스크	risc	리스크	N;DEF;MASC;SG	N
nunta	결혼식	nunta	결혼식	N;DEF;FEM;SG	N
nunta	웨딩	nunta	웨딩	N;DEF;FEM;SG	N
nunta	결혼식	nunta	결혼식	N;DEF;FEM;SG	N
nunta	웨딩	nunta	웨딩	N;DEF;FEM;SG	N
protest	시위	protest	시위	N;INDF;MASC;SG	N
minte	마음	minte	마음	N;INDF;FEM;SG	N
contractul	계약	contract	계약	N;DEF;MASC;SG	N
frecventa	주파수	frecventa	주파수	N;DEF;FEM;SG	N
frecventa	빈도	frecventa	빈도	N;DEF;FEM;SG	N
frecventa	주파수	frecventa	주파수	N;DEF;FEM;SG	N
frecventa	빈도	frecventa	빈도	N;DEF;FEM;SG	N
penal	범죄자	penal	범죄자	N;INDF;MASC;SG	N
colonia	식민지	colonie	식민지	N;DEF;FEM;SG	N
recomanda	추천합니다	recomanda	추천+하+ㅂ니다	V;IND;SG;3;IPFV;FIN	V
recomanda	추천합니다	recomanda	추천+하+ㅂ니다	V;IND;SG;3;IPFV;FIN	V
adoptarea	채택	adoptare	채택	N;DEF;FEM;SG	N
adoptarea	입양	adoptare	입양	N;DEF;FEM;SG	N
exprimare	표현	exprimare	표현	N;INDF;FEM;SG	N
exprimare	표현식	exprimare	표현식	N;INDF;FEM;SG	N
concentrare	농도	concentrare	농도	N;INDF;FEM;SG	N
fabricarea	제조	fabricare	제조	N;DEF;FEM;SG	N
fabricarea	제조업	fabricare	제조업	N;DEF;FEM;SG	N
fabricarea	제조	fabricare	제조	N;DEF;FEM;SG	N
absenta	부재	absenta	부재	N;DEF;FEM;SG	N
absenta	부재	absenta	부재	N;DEF;FEM;SG	N
sarbatori	휴일	sarbator	휴일	N;INDF;FEM;PL	N
sarbatori	명절	sarbator	명절	N;INDF;FEM;PL	N
sarbatori	연휴	sarbator	연휴	N;INDF;FEM;PL	N
sarbatori	휴가	sarbator	휴가	N;INDF;FEM;PL	N
sarbatori	공휴일	sarbator	공휴+이+ㄹ	N;INDF;FEM;PL	N
sarbatori	휴일	sarbator	휴일	N;INDF;FEM;PL	N
sarbatori	연휴	sarbator	연휴	N;INDF;FEM;PL	N
sarbatori	공휴일	sarbator	공휴+이+ㄹ	N;INDF;FEM;PL	N
sarbatori	명절	sarbator	명절	N;INDF;FEM;PL	N
sarbatori	휴일	sarbator	휴일	N;INDF;FEM;PL	N
sarbatori	연휴	sarbator	연휴	N;INDF;FEM;PL	N
sarbatori	공휴일	sarbator	공휴+이+ㄹ	N;INDF;FEM;PL	N
sarbatori	명절	sarbator	명절	N;INDF;FEM;PL	N
arheologie	고고학	arheologie	고고학	N;INDF;FEM;SG	N
arheologie	고고학	arheologie	고고학	N;INDF;FEM;SG	N
baile	욕실	bail	욕실	N;DEF;FEM;PL	N
bord	보드	bord	보드	N;INDF;MASC;SG	N
bord	게시판	bord	게시판	N;INDF;MASC;SG	N
bord	이사회	bord	이사회	N;INDF;MASC;SG	N
armele	무기	armă	무기	N;DEF;FEM;PL	N
armele	총기	armă	총기	N;DEF;FEM;PL	N
prizonier	포로	prizonier	포로	N;INDF;MASC;SG	N
parinte	부모	parinte	부모		
parinte	부모	parinte	부모		
subtire	슬림	subtire	슬림		
subtire	얇은	subtire	얇+은		
subtire	얇은	subtire	얇+은		
producatorul	제조업체	producator	제조업체	N;DEF;MASC;SG	N
producatorul	제조사	producator	제조사	N;DEF;MASC;SG	N
desfasurare	배포	desfasurare	배포	N;INDF;FEM;SG	N
orele	영업시간	oră	영업+시간	N;DEF;FEM;PL	N
orele	시간	oră	시간	N;DEF;FEM;PL	N
tabla	칠판	tabla	칠판	N;DEF;FEM;SG	N
tabla	보드	tabla	보드	N;DEF;FEM;SG	N
tabla	게시판	tabla	게시판	N;DEF;FEM;SG	N
tabla	이사회	tabla	이사회	N;DEF;FEM;SG	N
tabla	칠판	tabla	칠판	N;DEF;FEM;SG	N
metodele	수단	metodă	수단	N;DEF;FEM;PL	N
metodele	메서드	metodă	메서드	N;DEF;FEM;PL	N
metodele	방법	metodă	방법	N;DEF;FEM;PL	N
compozitorul	작곡가	compozitor	작곡가	N;DEF;MASC;SG	N
teorema	정리	teoremă	정리	N;DEF;FEM;SG	N
proceselor	프로세스	proces	프로세스	N;DEF;FEM;PL	N
parul	머리카락	par	머리카락	N;DEF;MASC;SG	N
parul	머리	par	머리	N;DEF;MASC;SG	N
parul	머리카락이	par	머리카락+이	N;DEF;MASC;SG	N
parul	머리카락	par	머리카락	N;DEF;MASC;SG	N
parul	머리	par	머리	N;DEF;MASC;SG	N
parul	머리카락이	par	머리카락+이	N;DEF;MASC;SG	N
templu	신전	templu	신전	N;INDF;MASC;SG	N
templu	사원	templu	사원	N;INDF;MASC;SG	N
consumul	소비	consum	소비	N;DEF;MASC;SG	N
religii	종교	religie	종교	N;INDF;FEM;PL	N
blocuri	차단	bloc	차단	N;INDF;FEM;PL	N
suburbie	교외	suburbie	교외	N;INDF;FEM;SG	N
proprietarul	소유자	proprietar	소유자	N;DEF;MASC;SG	N
nobili	귀족	nobil	귀족	N;INDF;MASC;PL	N
nobili	귀족	nobil	귀족	N;INDF;MASC;PL	N
ducat	공국	ducat	공국	N;INDF;MASC;SG	N
iubirea	사랑	iubire	사랑	N;DEF;FEM;SG	N
talent	재능	talent	재능	N;INDF;MASC;SG	N
talent	탤런트	talent	탤런트	N;INDF;MASC;SG	N
cultul	숭배	cult	숭배	N;DEF;MASC;SG	N
astronomie	천문학	astronomie	천문학	N;INDF;FEM;SG	N
placi	보드	plac	보드	N;INDF;FEM;PL	N
psihologie	심리학	psihologie	심리학	N;INDF;FEM;SG	N
creator	제작자	creator	제작자	N;INDF;MASC;SG	N
creator	작성자	creator	작성자	N;INDF;MASC;SG	N
circuit	서킷	circuit	서킷	N;INDF;MASC;SG	N
circuit	회로	circuit	회로	N;INDF;MASC;SG	N
telefon	전화	telefon	전화	N;INDF;MASC;SG	N
telefon	전화기	telefon	전화기	N;INDF;MASC;SG	N
telefon	전화번호	telefon	전화번호	N;INDF;MASC;SG	N
telefon	휴대폰	telefon	휴대폰	N;INDF;MASC;SG	N
telefon	전화	telefon	전화	N;INDF;MASC;SG	N
telefon	전화기	telefon	전화기	N;INDF;MASC;SG	N
controlata	제어	controlat	제어	N;DEF;FEM;SG	N
trepte	발자취	treaptă	발자취	N;INDF;FEM;PL	N
trepte	단계	treaptă	단계	N;INDF;FEM;PL	N
conservarea	보존	conservare	보존	N;DEF;FEM;SG	N
conservarea	보전	conservare	보전	N;DEF;FEM;SG	N
conservarea	보존	conservare	보존	N;DEF;FEM;SG	N
progresul	진행	progres	진행	N;DEF;MASC;SG	N
ciclu	순환	ciclu	순환	N;INDF;MASC;SG	N
ciclu	사이클	ciclu	사이클	N;INDF;MASC;SG	N
reforme	개혁개방	reformă	개혁+개방	N;INDF;FEM;PL	N
reforme	개혁	reformă	개혁	N;INDF;FEM;PL	N
junior	주니어	junior	주+려어		
metrou	지하철	metrou	지하철	N;INDF;MASC;SG	N
metrou	지하철	metrou	지하철	N;INDF;MASC;SG	N
prelucrarea	프로세싱	prelucrare	프로세쉬	N;DEF;FEM;SG	N
prelucrarea	처리	prelucrare	처리	N;DEF;FEM;SG	N
sclavi	노예	sclav	노예	N;INDF;MASC;PL	N
recenzie	검토	recenzie	검토	N;INDF;FEM;SG	N
recenzie	검수	recenzie	검수	N;INDF;FEM;SG	N
trimisa	전송	trimis	전송	N;DEF;FEM;SG	N
adancimea	농도	adancime	농도	N;DEF;FEM;SG	N
unire	병합	unire	병합	N;INDF;FEM;SG	N
unire	통합	unire	통합	N;INDF;FEM;SG	N
intalnirea	모임	intalnire	모임	N;DEF;FEM;SG	N
intalnirea	만남	intalnire	만남	N;DEF;FEM;SG	N
intalnirea	미팅	intalnire	미팅	N;DEF;FEM;SG	N
doctoratul	박사	doctorat	박사	N;DEF;MASC;SG	N
publicitate	광고	publicitate	광고	N;INDF;FEM;SG	N
vant	바람	vant	바람		
vant	바람	vant	바람		
blocarea	차단	blocare	차단	N;DEF;FEM;SG	N
obiectivul	목적	obiectiv	목적	N;DEF;MASC;SG	N
obiectivul	목표	obiectiv	목표	N;DEF;MASC;SG	N
elevii	학생	elev	학생	N;DEF;MASC;PL	N
elevii	학생들	elev	학생+들	N;DEF;MASC;PL	N
elevii	유학생	elev	유학생	N;DEF;MASC;PL	N
mobila	가구	mobilă	가구	N;DEF;FEM;SG	N
mobila	가구	mobilă	가구	N;DEF;FEM;SG	N
anonim	익명	anonim	익명		
side	측면	side	측면		
side	사이드	side	사이드		
efortul	노력	efort	노력	N;DEF;MASC;SG	N
cartoon	만화	cartoon	만화	N;INDF;MASC;SG	N
doctrina	교리	doctrină	교리	N;DEF;FEM;SG	N
senatul	상원	senat	상원	N;DEF;MASC;SG	N
senatul	상원의원	senat	상원의원	N;DEF;MASC;SG	N
stars	항성	stars	항성	N;INDF;MASC;SG	N
diesel	디젤	diesel	디젤	N;INDF;MASC;SG	N
cadre	프레임	cadre	프레임	N;INDF;FEM;PL	N
cadre	프레임워크	cadre	프레임워크	N;INDF;FEM;PL	N
copie	복사	copie	복사	N;INDF;FEM;SG	N
copie	복사본	copie	복사본	N;INDF;FEM;SG	N
copie	사본	copie	사본	N;INDF;FEM;SG	N
conservatorul	음악원	conservator	음악원	N;DEF;MASC;SG	N
cauze	원인	cauză	원인	N;INDF;FEM;PL	N
posturi	게시물	post	게시물	N;INDF;FEM;PL	N
bloc	차단	bloc	차단	N;INDF;MASC;SG	N
extrema	익스트림	extrema	익스트림		
extrema	극한	extrema	극한		
extrema	익스트림	extrema	익스트림		
extrema	극한	extrema	극한		
verii	사촌	vară	사촌	N;DEF;FEM;SG	N
aventura	어드벤처	aventură	어드벤처	N;DEF;FEM;SG	N
aventura	모험	aventură	모험	N;DEF;FEM;SG	N
aventura	어드벤처	aventură	어드벤처	N;DEF;FEM;SG	N
aventura	모험	aventură	모험	N;DEF;FEM;SG	N
gri	그레이	gri	그레이		
gri	그레이	gri	그레이		
producatori	제조업체	producator	제조업체	N;INDF;MASC;PL	N
floarea	꽃이	floare	꽃+이	N;DEF;FEM;SG	N
viziune	시력	viziune	시력	N;INDF;FEM;SG	N
viziune	시각	viziune	시각	N;INDF;FEM;SG	N
partidele	파티	partid	파티	N;DEF;FEM;PL	N
profesie	직업	profesie	직업	N;INDF;FEM;SG	N
exemplul	예제	exemplu	예제	N;DEF;MASC;SG	N
exemplul	예시	exemplu	예시	N;DEF;MASC;SG	N
informare	브리핑	informare	브리핑	N;INDF;FEM;SG	N
populatii	인구	populat	인구	N;INDF;FEM;PL	N
bere	맥주	bere	맥주	N;INDF;FEM;SG	N
mandatul	영장	mandat	영장	N;DEF;MASC;SG	N
mandatul	위임통치령	mandat	위임통치령	N;DEF;MASC;SG	N
zahar	설탕	zahar	설탕	N;INDF;MASC;SG	N
zahar	설탕	zahar	설탕	N;INDF;MASC;SG	N
scandal	스캔들	scandal	스캔들	N;INDF;MASC;SG	N
digitala	디지털	digitală	디지털	N;DEF;FEM;SG	N
mentiune	용어	mentiune	용어	N;INDF;FEM;SG	N
ruta	노선	ruta	노선	N;DEF;FEM;SG	N
ruta	노선	ruta	노선	N;DEF;FEM;SG	N
amintirea	추억	amintire	추억	N;DEF;FEM;SG	N
amintirea	기억력	amintire	기억력	N;DEF;FEM;SG	N
amintirea	메모리	amintire	메모리	N;DEF;FEM;SG	N
amintirea	기억	amintire	기억	N;DEF;FEM;SG	N
medicamente	약물	medicament	약물	N;INDF;FEM;PL	N
medicamente	의약품	medicament	의약품	N;INDF;FEM;PL	N
medicamente	약품	medicament	약품	N;INDF;FEM;PL	N
medicamente	마약	medicament	마약	N;INDF;FEM;PL	N
medicamente	의약품	medicament	의약품	N;INDF;FEM;PL	N
opiniile	의견	opinie	의견	N;DEF;FEM;PL	N
omenirii	인류	omenire	인류	N;DEF;FEM;SG	N
celulele	세포	celulă	세포	N;DEF;FEM;PL	N
percutie	타악기	percutie	타악기	N;INDF;FEM;SG	N
mercur	수성은	mercur	수성+은	N;INDF;MASC;SG	N
mercur	수성	mercur	수성	N;INDF;MASC;SG	N
tun	대포	tun	대포	N;INDF;MASC;SG	N
astrofizica	천체물리학	astrofizică	천체물리학	N;DEF;FEM;SG	N
egalitate	평등	egalitate	평등	N;INDF;FEM;SG	N
identificare	증명	identificare	증명	N;INDF;FEM;SG	N
identificare	식별	identificare	식별	N;INDF;FEM;SG	N
identificare	신분증	identificare	신분증	N;INDF;FEM;SG	N
haine	옷이	haină	옷+이	N;INDF;FEM;PL	N
structurii	구조물	structură	구조물	N;DEF;FEM;SG	N
structurii	구조	structură	구조	N;DEF;FEM;SG	N
tinere	젊은	tânăr	젊+ㄴ	ADJ;INDF;FEM;PL	ADJ
gros	두껍게	gros	두껍+게	ADJ;INDF;MASC;SG	ADJ
gros	두꺼운	gros	두껍+ㄴ	ADJ;INDF;MASC;SG	ADJ
calendar	달력	calendar	달력	N;INDF;MASC;SG	N
patrimoniu	문화유산	patrimoniu	문화유산	N;INDF;MASC;SG	N
vocale	모음	vocal	모음	N;INDF;FEM;PL	N
vocale	보컬	vocal	보+니+ㄴ	N;INDF;FEM;PL	N
federala	연방	federală	연방	N;DEF;FEM;SG	N
inlocuirea	교체	inlocuire	교체	N;DEF;FEM;SG	N
sportivi	운동선수	sportiv	운동+선수	N;INDF;MASC;PL	N
formularul	형태	formular	형태	N;DEF;MASC;SG	N
formularul	양식	formular	양식	N;DEF;MASC;SG	N
crima	범죄	crimă	범죄	N;DEF;FEM;SG	N
crima	범죄	crimă	범죄	N;DEF;FEM;SG	N
roz	분홍색	roz	분홍색		
roz	분홍	roz	분홍		
roz	핑크	roz	핑크		
frunzele	나뭇잎	frunză	나뭇잎	N;DEF;FEM;PL	N
compozitii	작곡	compozit	작곡	N;INDF;FEM;PL	N
pierderile	손실	pierdere	손실	N;DEF;FEM;PL	N
echipament	장비	echipament	장비	N;INDF;MASC;SG	N
filozofia	철학	filozofie	철학	N;DEF;FEM;SG	N
implicarea	개입	implicare	개입	N;DEF;FEM;SG	N
stramtoarea	해협	stramtoare	해협	N;DEF;FEM;SG	N
scazuta	낮은	scazuta	낮+ㄴ	ADJ;DEF;FEM;SG	ADJ
scazuta	낮음	scazuta	낮+ㅁ	ADJ;DEF;FEM;SG	ADJ
compune	쓰기	compune	쓰+기	V;IND;SG;3;PRS;FIN	V
compune	작성하기	compune	작성+하+기	V;IND;SG;3;PRS;FIN	V
interventie	간섭	interventie	간섭	N;INDF;FEM;SG	N
interventie	개입	interventie	개입	N;INDF;FEM;SG	N
fenomene	현상	fenomen	현상	N;INDF;FEM;PL	N
costume	정장	costum	정장	N;INDF;FEM;PL	N
grija	케어	grijă	케+어	N;DEF;FEM;SG	N
corul	합창	cor	합창	N;DEF;MASC;SG	N
modelele	모델	model	모델	N;DEF;FEM;PL	N
modelele	모형	model	모형	N;DEF;FEM;PL	N
moscheea	모스크	moschee	모스크	N;DEF;FEM;SG	N
latimea	너비	latimă	너비	N;DEF;FEM;SG	N
invazie	침략	invazie	침략	N;INDF;FEM;SG	N
invazie	침공	invazie	침공	N;INDF;FEM;SG	N
platina	백금	platină	백금	N;DEF;FEM;SG	N
rezolva	풀기	rezolva	풀+기	V;IND;SG;3;IPFV;FIN	V
rezolva	풀기	rezolva	풀+기	V;IND;SG;3;IPFV;FIN	V
perioadele	생리	perioadă	생리	N;DEF;FEM;PL	N
vulcan	화산	vulcan	화산	N;INDF;MASC;SG	N
curentului	현재	curent	현재	N;DEF;MASC;SG	N
curentului	전류	curent	전류	N;DEF;MASC;SG	N
destinatie	목적지는	destinatie	목적지+는	N;INDF;FEM;SG	N
destinatie	목적지	destinatie	목적지	N;INDF;FEM;SG	N
destinatie	목적지는	destinatie	목적지+는	N;INDF;FEM;SG	N
destinatie	목적지	destinatie	목적지	N;INDF;FEM;SG	N
sunetul	소리	sunet	소리	N;DEF;MASC;SG	N
xbox	엑스박스	xbox	엑스박스	N;INDF;MASC;SG	N
baby	베이비	baby	베이비		
baby	아기	baby	아기		
evaluarea	평가	evaluare	평가	N;DEF;FEM;SG	N
acoperis	지붕	acoperis	지붕	N;INDF;MASC;SG	N
acoperis	지붕	acoperis	지붕	N;INDF;MASC;SG	N
acoperis	지붕	acoperis	지붕	N;INDF;MASC;SG	N
civili	민간인	civil	민간인	N;INDF;MASC;PL	N
citeste	읽기	citesc	읽+기	V;IND;SG;3;PRS;FIN	V
citeste	읽는다	citesc	읽+는다	V;IND;SG;3;PRS;FIN	V
citeste	읽고	citesc	읽+고	V;IND;SG;3;PRS;FIN	V
citeste	읽기	citesc	읽+기	V;IND;SG;3;PRS;FIN	V
citeste	읽는다	citesc	읽+는다	V;IND;SG;3;PRS;FIN	V
citeste	읽고	citesc	읽+고	V;IND;SG;3;PRS;FIN	V
administrare	행정학	administrare	행정학	N;INDF;FEM;SG	N
cereale	곡식	cereală	곡식	N;INDF;FEM;PL	N
cereale	곡물	cereală	곡물	N;INDF;FEM;PL	N
