この	aquesta	この	aquest	DET	DET;FEM;SG
ショッピング	compres	ショッピング	compra	N	N;FEM;PL
送信	presentin	送信	presentar	V	V;SBJV;PL;3;PRS;FIN
送信	envia	送信	enviar	V	V;IND;SG;3;PRS;FIN
パートナー	soci	パートナー	soci	N	N;MASC;SG
パートナー	socis	パートナー	soci	N	N;MASC;PL
防止	prevenció	防止	prevenció	N	N;FEM;SG
保障	garantia	保障	garantir	V	V;IND;SG;3;PRS;FIN
デモ	maquetes	デモ	maqueta	N	N;FEM;PL
デモ	demostració	デモ	demostració	N	N;FEM;SG
デモ	manifestació	デモ	manifestació	N	N;FEM;SG
デモ	manifestacions	デモ	manifestació	N	N;FEM;PL
デモ	demostracions	デモ	demostració	N	N;FEM;PL
デモ	mobilitzacions	デモ	mobilització	N	N;FEM;PL
デモ	demostració	デモ	demostració	N	N;FEM;SG
主体	assignatura	主体	assignatura	N	N;FEM;SG
小さい	petita	小さい	petit	ADJ	ADJ;FEM;SG
小さい	petites	小さい	petit	ADJ	ADJ;FEM;PL
ユーロ	euro	ユーロ	euro	N	N;MASC;SG
コール	convocatòria	コール	convocatòria	N	N;FEM;SG
コール	trucada	コール	trucada	N	N;FEM;SG
楽器	instrument	楽器	instrument	N	N;MASC;SG
ツール	eina	ツール	eina	N	N;FEM;SG
ツール	eines	ツール	eina	N	N;FEM;PL
同期	sincronitza	同期	sincronitzar	V	V;IND;SG;3;PRS;FIN
同期	sincronitza	同期	sincronitzar	V	V;IND;SG;3;PRS;FIN
文明	civilització	文明	civilització	N	N;FEM;SG
文明	civilitzacions	文明	civilització	N	N;FEM;PL
屋根	terrat	屋根	terrat	N	N;MASC;SG
屋根	teulada	屋根	teulada	N	N;FEM;SG
屋根	sostre	屋根	sostre	N	N;MASC;SG
合戦	batalles	合戦	batalla	N	N;FEM;PL
本文	cos	本文	cos	N	N;MASC;SG
座席	seients	座席	seient	N	N;MASC;PL
座席	assentaments	座席	assentament	N	N;MASC;PL
騎手	genet	騎手	genet	N	N;MASC;SG
レストラン	restaurants	レストラン	restaurant	N	N;MASC;PL
レストラン	restaurant	レストラン	restaurant	N	N;MASC;SG
信仰	fe	信仰	fe	N	N;FEM;SG
信仰	creença	信仰	creença	N	N;FEM;SG
車庫	garatge	車庫	garatge	N	N;MASC;SG
難しい	dura	難しい	dur	ADJ	ADJ;FEM;SG
難しい	difícil	難しい	difícil	ADJ	ADJ;SG
競輪	keirin	競輪	keire	N	N;MASC;SG
コンテスト	concursos	コンテスト	concurs	N	N;MASC;PL
コンテスト	competició	コンテスト	competició	N	N;FEM;SG
コンテスト	competència	コンテスト	competència	N	N;FEM;SG
コンテスト	concurs	コンテスト	concurs	N	N;MASC;SG
コンテスト	certamen	コンテスト	certamen	N	N;MASC;SG
ジェット	jet	ジェット	jet	N	N;MASC;SG
優先	prioritzar	優先	prioritzar	V	V;NFIN
旅団	brigada	旅団	brigada	N	N;FEM;SG
テロ	terrorisme	テロ	terrorisme	N	N;MASC;SG
起源	origen	起源	origen	N	N;MASC;SG
起源	orígens	起源	origen	N	N;MASC;PL
まつり	matsuri	まつり	matsuri	N	N;MASC;SG
攻略	captura	攻略	captura	V	V;IND;SG;3;PRS;FIN
法学	llei	法学	llei	N	N;FEM;SG
法学	jurisprudència	法学	jurisprudència	N	N;FEM;SG
パッケージ	paquets	パッケージ	paquet	N	N;MASC;PL
パッケージ	paquet	パッケージ	paquet	N	N;MASC;SG
総督	virrei	総督	virrei	N	N;MASC;SG
火災	incendi	火災	incendi	N	N;MASC;SG
フェスティバル	festival	フェスティバル	festival	N	N;MASC;SG
キーボード	teclats	キーボード	teclat	N	N;MASC;PL
キーボード	teclat	キーボード	teclat	N	N;MASC;SG
酵素	enzim	酵素	enzim	N	N;MASC;SG
ジャケット	jaqueta	ジャケット	jaqueta	N	N;FEM;SG
容量	capacitat	容量	capacitat	N	N;FEM;SG
解消	resoldre	解消	resoldre	V	V;NFIN
著者	autors	著者	autor	N	N;MASC;PL
著者	autor	著者	autor	N	N;MASC;SG
温度	temperatura	温度	temperatura	N	N;FEM;SG
認可	autoritzar	認可	autoritzar	V	V;NFIN
続編	seqüela	続編	seqüela	N	N;FEM;SG
台風	tifó	台風	tifó	N	N;MASC;SG
保守	conservadorisme	保守	conservadorisme	N	N;MASC;SG
読む	llegir	読む	llegir	V	V;NFIN
奴隷	esclau	奴隷	esclau	N	N;MASC;SG
奴隷	esclava	奴隷	esclau	N	N;FEM;SG
奴隷	esclaus	奴隷	esclau	N	N;MASC;PL
事例	casos	事例	cas	N	N;MASC;PL
評論	crítica	評論	crítica	N	N;FEM;SG
レコーディング	gravació	レコーディング	gravació	N	N;FEM;SG
レコーディング	enregistrament	レコーディング	enregistrament	N	N;MASC;SG
レコーディング	enregistraments	レコーディング	enregistrament	N	N;MASC;PL
レコーディング	gravacions	レコーディング	gravació	N	N;FEM;PL
ヒル	turó	ヒル	turó	N	N;MASC;SG
異常	anormal	異常	anormal	ADJ	ADJ;SG
分子	molècula	分子	molècula	N	N;FEM;SG
分子	molècules	分子	molècula	N	N;FEM;PL
開館	obre	開館	obrir	V	V;IND;SG;3;PRS;FIN
経路	ruta	経路	ruta	N	N;FEM;SG
方言	dialecte	方言	dialecte	N	N;MASC;SG
構築	construir	構築	construir	V	V;NFIN
プロモーション	ascensos	プロモーション	ascens	N	N;MASC;PL
プロモーション	promocions	プロモーション	promoció	N	N;FEM;PL
プロモーション	promoció	プロモーション	promoció	N	N;FEM;SG
受け入れ	acceptar	受け入れる	acceptar	V	V;NFIN
受け入れ	accepta	受け入れる	acceptar	V	V;IND;SG;3;PRS;FIN
ヴァイオリン	violí	ヴァイオリン	violí	N	N;MASC;SG
モーニング	matí	モーニング	matí	N	N;MASC;SG
外交	diplomàcia	外交	diplomàcia	N	N;FEM;SG
もっと	més	もっと	més	ADV	ADV
射撃	rodatge	射撃	rodatge	N	N;MASC;SG
射撃	tiroteig	射撃	tiroteig	N	N;MASC;SG
メイク	maquillatge	メイク	maquillatge	N	N;MASC;SG
パターン	pautes	パターン	pauta	N	N;FEM;PL
パターン	patrons	パターン	patró	N	N;MASC;PL
複雑	complexes	複雑	complex	ADJ	ADJ;FEM;PL
複雑	complex	複雑	complex	ADJ	ADJ;MASC;SG
複雑	complicat	複雑	complicat	ADJ	ADJ;MASC;SG;V.PTCP
マイナー	minor	マイナー	minor		
シングルス	singles	シングルス	single	N	N;MASC;PL
プリンス	príncep	プリンス	príncep	N	N;MASC;SG
レーダー	radar	レーダー	radar	N	N;MASC;SG
部品	parts	部品	part	N	N;FEM;PL
オーケストラ	orquestra	オーケストラ	orquestra	N	N;FEM;SG
キャスト	repartiment	キャスト	repartiment	N	N;MASC;SG
風景	paisatges	風景	paisatge	N	N;MASC;PL
風景	paisatge	風景	paisatge	N	N;MASC;SG
オーディション	audició	オーディション	audició	N	N;FEM;SG
オーディション	audicions	オーディション	audició	N	N;FEM;PL
深い	profunds	深い	profund	ADJ	ADJ;MASC;PL
深い	profund	深い	profund	ADJ	ADJ;MASC;SG
いつも	sempre	いつも	sempre	ADV	ADV
魚雷	torpede	魚雷	torpede	N	N;MASC;SG
読者	lectors	読者	lector	N	N;MASC;PL
遺伝子	gen	遺伝子	gen	N	N;MASC;SG
簡単	simple	簡単	simple	ADJ	ADJ;SG
簡単	senzill	簡単	senzill	ADJ	ADJ;MASC;SG
簡単	fàcil	簡単	fàcil	ADJ	ADJ;SG
ボーイ	noi	ボーイ	noi	N	N;MASC;SG
資源	recurs	資源	recurs	N	N;MASC;SG
資源	recursos	資源	recurs	N	N;MASC;PL
材料	ingredient	材料	ingredient	N	N;MASC;SG
材料	material	材料	material	N	N;MASC;SG
材料	materials	材料	material	N	N;MASC;PL
材料	matèries	材料	matèria	N	N;FEM;PL
材料	ingredients	材料	ingredient	N	N;MASC;PL
徐々に	gradualment	徐々に	gradualment	ADV	ADV
感情	emoció	感情	emoció	N	N;FEM;SG
感情	emocions	感情	emoció	N	N;FEM;PL
感情	sentiments	感情	sentiment	N	N;MASC;PL
ベルト	cinturons	ベルト	cinturó	N	N;MASC;PL
ベルト	cinturó	ベルト	cinturó	N	N;MASC;SG
航路	passatge	航路	passatge	N	N;MASC;SG
ファイター	lluitador	ファイター	lluitador	N	N;MASC;SG
タンク	tanc	タンク	tanc	N	N;MASC;SG
態度	actitud	態度	actitud	N	N;FEM;SG
態度	actituds	態度	actitud	N	N;FEM;PL
コンテンツ	contingut	コンテンツ	contingut	N	N;MASC;SG
メダル	medalla	メダル	medalla	N	N;FEM;SG
メダル	medalló	メダル	medalló	N	N;MASC;SG
メダル	medalles	メダル	medalla	N	N;FEM;PL
ジャイアンツ	gegants	ジャイアンツ	gegant	N	N;MASC;PL
確率	probabilitats	確率	probabilitat	N	N;FEM;PL
確率	probabilitat	確率	probabilitat	N	N;FEM;SG
頭部	capçal	頭部	capçal	N	N;MASC;SG
病気	malaltia	病気	malaltia	N	N;FEM;SG
病気	malalts	病気	malalt	N	N;MASC;PL
再現	transcriu	再現	transcriu	V	V;IND;SG;3;PRS;FIN
住居	residència	住居	residència	N	N;FEM;SG
住居	habitatge	住居	habitatge	N	N;MASC;SG
住居	residències	住居	residència	N	N;FEM;PL
ヘビー	heavy	ヘビー	heavy	N	N;MASC;SG
不定期	indeterminat	不定期	indeterminat	ADJ	ADJ;MASC;SG;V.PTCP
不定期	irregulars	不定期	irregular	ADJ	ADJ;PL
不定期	irregular	不定期	irregular	ADJ	ADJ;SG
魔女	bruixa	魔女	bruixa	N	N;FEM;SG
魔女	bruixes	魔女	bruixa	N	N;FEM;PL
費用	costos	費用	cost	N	N;MASC;PL
費用	cost	費用	cost	N	N;MASC;SG
費用	despesa	費用	despesa	N	N;FEM;SG
費用	despeses	費用	despesa	N	N;FEM;PL
ソース	font	ソース	font	N	N;FEM;SG
ソース	salsa	ソース	salsa	N	N;FEM;SG
ソース	fonts	ソース	font	N	N;FEM;PL
フレーム	fotogrames	フレーム	fotograma	N	N;MASC;PL
フレーム	fotograma	フレーム	fotograma	N	N;MASC;SG
休日	festes	休日	festa	N	N;FEM;PL
休日	festius	休日	festiu	N	N;MASC;PL
休日	vacances	休日	vacança	N	N;FEM;PL
表紙	portada	表紙	portada	N	N;FEM;SG
表紙	caràtula	表紙	caràtula	N	N;FEM;SG
王朝	dinastia	王朝	dinastia	N	N;FEM;SG
タイヤ	pneumàtics	タイヤ	pneumàtic	N	N;MASC;PL
タイヤ	pneumàtics	タイヤ	pneumàtic	N	N;MASC;PL
タイヤ	pneumàtic	タイヤ	pneumàtic	N	N;MASC;SG
プラザ	plaça	プラザ	plaça	N	N;FEM;SG
ゾーン	zona	ゾーン	zona	N	N;FEM;SG
鉱山	mina	鉱山	mina	N	N;FEM;SG
激しい	intens	激しい	intens	ADJ	ADJ;MASC;SG
収集	recollir	収集	recollir	V	V;NFIN
郊外	urbanitzacions	郊外	urbanització	N	N;FEM;PL
効率	eficiència	効率	eficiència	N	N;FEM;SG
会計	comptabilitat	会計	comptabilitat	N	N;FEM;SG
オレンジ	taronges	オレンジ	taronja	N	N;FEM;PL
無視	ignora	無視	ignorar	V	V;IND;SG;3;PRS;FIN
無視	ignoren	無視	ignorar	V	V;IND;PL;3;PRS;FIN
ウイルス	virus	ウイルス	virus	N	N;MASC
歌う	cantar	歌う	cantar	V	V;NFIN
原子	àtoms	原子	àtom	N	N;MASC;PL
原子	àtom	原子	àtom	N	N;MASC;SG
修道	monestir	修道	monestir	N	N;MASC;SG
修道	convent	修道	convent	N	N;MASC;SG
修道	abadia	修道	abadir	N	N;FEM;SG
修道	monestirs	修道	monestir	N	N;MASC;PL
同上	ídem	同上	ídem		
推測	endevina	推測	endeví	V	V;IND;SG;3;PRS;FIN
天才	genialitat	天才	genialitat	N	N;FEM;SG
天才	geni	天才	geni	N	N;MASC;SG
配備	emplaçar	配備	emplaçar	V	V;NFIN
配備	desplegar	配備	desplegar	V	V;NFIN
パイ	empanada	パイ	empanada	N	N;FEM;SG
パイ	pastís	パイ	pastís	N	N;MASC;SG
サウンドトラック	sonores	サウンドトラック	sonor	N	N;FEM;PL
課題	reptes	課題	repte	N	N;MASC;PL
課題	impugnacions	課題	impugnació	N	N;FEM;PL
歌舞伎	kabuki	歌舞伎	kabuki	N	N;MASC;SG
ポップ	pop	ポップ	pop	N	N;MASC;SG
例外	excepcions	例外	excepció	N	N;FEM;PL
例外	excepció	例外	excepció	N	N;FEM;SG
コンセプト	concepte	コンセプト	concepte	N	N;MASC;SG
コンセプト	conceptes	コンセプト	concepte	N	N;MASC;PL
気候	clima	気候	clima	N	N;MASC;SG
抗議	protesta	抗議	protesta	N	N;FEM;SG
ワイン	vins	ワイン	vi	N	N;MASC;PL
キャンプ	campament	キャンプ	campament	N	N;MASC;SG
キャンプ	camp	キャンプ	camp	N	N;MASC;SG
キャンプ	càmping	キャンプ	càmping	N	N;MASC;SG
キャンプ	acampada	キャンプ	acampat	N	N;FEM;SG
ラリー	reagrupament	ラリー	reagrupament	N	N;MASC;SG
デザイナー	dissenyadors	デザイナー	dissenyador	N	N;MASC;PL
デザイナー	dissenyador	デザイナー	dissenyador	N	N;MASC;SG
乗客	passatger	乗客	passatger	N	N;MASC;SG
乗客	passatgers	乗客	passatger	N	N;MASC;PL
タグ	etiquetes	タグ	etiqueta	N	N;FEM;PL
権力	potència	権力	potència	N	N;FEM;SG
ダウンロード	descarrega	ダウンロード	descarregar	V	V;IND;SG;3;PRS;FIN
水素	hidrogen	水素	hidrogen	N	N;MASC;SG
男爵	barons	男爵	baró	N	N;MASC;PL
事前	antelació	事前	antelació	N	N;FEM;SG
事前	bestreta	事前	bestret	N	N;FEM;SG
共有	compartir	共有	compartir	V	V;NFIN
共有	comparteix	共有	compartir	V	V;IND;SG;3;PRS;FIN
女神	deessa	女神	deessa	N	N;FEM;SG
季節	temporada	季節	temporada	N	N;FEM;SG
季節	temporades	季節	temporada	N	N;FEM;PL
季節	estacions	季節	estació	N	N;FEM;PL
追放	bastava	追放	bastar	V	V;IND;SG;3;IPFV;FIN
ダメージ	danys	ダメージ	dany	N	N;MASC;PL
ギア	engranatge	ギア	engranatge	N	N;MASC;SG
ギア	engranatges	ギア	engranatge	N	N;MASC;PL
衛生	higiene	衛生	higiene	N	N;FEM;SG
恐怖	por	恐怖	por	N	N;FEM;SG
マジック	màgia	マジック	màgia	N	N;FEM;SG
気温	temperatura	気温	temperatura	N	N;FEM;SG
フェア	fira	フェア	fira	N	N;FEM;SG
船団	comboi	船団	comboi	N	N;MASC;SG
要塞	fortalesa	要塞	fortalesa	N	N;FEM;SG
バカ	idiota	バカ	idiota		
総裁	presidència	総裁	presidència	N	N;FEM;SG
証言	testificar	証言	testificar	V	V;NFIN
子孫	descendència	子孫	descendència	N	N;FEM;SG
子孫	cries	子孫	cria	N	N;FEM;PL
子孫	descendents	子孫	descendent	N	N;PL
コミュニケーション	comunicació	コミュニケーション	comunicació	N	N;FEM;SG
コミュニケーション	comunicacions	コミュニケーション	comunicació	N	N;FEM;PL
ステップ	passes	ステップ	passa	N	N;FEM;PL
ステップ	passos	ステップ	pas	N	N;MASC;PL
義務	obligacions	義務	obligació	N	N;FEM;PL
義務	obligació	義務	obligació	N	N;FEM;SG
周波	freqüències	周波	freqüència	N	N;FEM;PL
周波	freqüència	周波	freqüència	N	N;FEM;SG
永遠	eternitat	永遠	eternitat	N	N;FEM;SG
短縮	escurçar	短縮	escurçar	V	V;NFIN
移民	immigrants	移民	immigrant	N	N;PL
移民	immigració	移民	immigració	N	N;FEM;SG
移民	immigrant	移民	immigrant	N	N;SG
一日	jornada	一日	jornada	N	N;FEM;SG
一日	dia	一日	dia	N	N;MASC;SG
電化	electrificació	電化	electrificació	N	N;FEM;SG
船舶	embarcació	船舶	embarcació	N	N;FEM;SG
船舶	nau	船舶	nau	N	N;FEM;SG
船舶	naus	船舶	nau	N	N;FEM;PL
船舶	vaixells	船舶	vaixell	N	N;MASC;PL
証拠	evidència	証拠	evidència	N	N;FEM;SG
イースト	est	イースト	est	N	N;MASC;SG
数値	número	数値	número	N	N;MASC;SG
数値	nombre	数値	nombre	N	N;MASC;SG
数値	nombres	数値	nombre	N	N;MASC;PL
数値	números	数値	número	N	N;MASC;PL
変遷	transició	変遷	transició	N	N;FEM;SG
口径	calibre	口径	calibre	N	N;MASC;SG
山脈	muntanyes	山脈	muntanya	N	N;FEM;PL
北方	northern	北方	northern	N	N;SG
木曜日	dijous	木曜日	dijous	N	N
プラン	pla	プラン	pla	N	N;MASC;SG
プラン	plans	プラン	pla	N	N;MASC;PL
差別	discriminació	差別	discriminació	N	N;FEM;SG
出口	sortida	出口	sortida	N	N;FEM;SG
騒動	commoció	騒動	commoció	N	N;FEM;SG
火山	volcà	火山	volcà	N	N;MASC;SG
グレード	grau	グレード	grau	N	N;MASC;SG
ライオン	lions	ライオン	lió	N	N;MASC;PL
ライオン	lleons	ライオン	lleó	N	N;MASC;PL
探検	explorar	探検	explorar	V	V;NFIN
ビーム	feix	ビーム	fer	N	N;MASC;SG
正義	justícia	正義	justícia	N	N;FEM;SG
アプリ	aplicacions	アプリ	aplicació	N	N;FEM;PL
元気	genki	元気	genki		
ランプ	làmpada	ランプ	làmpat	N	N;FEM;SG
ランプ	rampa	ランプ	rampa	N	N;FEM;SG
運命	destinació	運命	destinació	N	N;FEM;SG
運命	destí	運命	destí	N	N;MASC;SG
成分	ingredients	成分	ingredient	N	N;MASC;PL
初演	estrenes	初演	estrena	N	N;FEM;PL
紛争	conflictes	紛争	conflicte	N	N;MASC;PL
紛争	controvèrsies	紛争	controvèrsia	N	N;FEM;PL
紛争	conflicte	紛争	conflicte	N	N;MASC;SG
ジャーナリスト	periodista	ジャーナリスト	periodista	N	N;SG
ジャーナリスト	periodistes	ジャーナリスト	periodista	N	N;PL
リズム	ritmes	リズム	ritme	N	N;MASC;PL
一本	ippon	一本	ippon		
フェリー	transbordador	フェリー	transbordador	N	N;MASC;SG
フェリー	ferries	フェリー	ferri	N	N;FEM;PL
フットボール	futbol	フットボール	futbol	N	N;MASC;SG
地形	topografia	地形	topografia	N	N;FEM;SG
財産	propietat	財産	propietat	N	N;FEM;SG
功績	èxits	功績	èxit	N	N;MASC;PL
功績	realitzacions	功績	realització	N	N;FEM;PL
功績	consecució	功績	consecució	N	N;FEM;SG
功績	assoliment	功績	assoliment	N	N;MASC;SG
コスト	cost	コスト	cost	N	N;MASC;SG
コスト	costos	コスト	cost	N	N;MASC;PL
財務	finances	財務	finança	N	N;FEM;PL
変形	transformar	変形	transformar	V	V;NFIN
変形	transforma	変形	transformar	V	V;IND;SG;3;PRS;FIN
パネル	plafons	パネル	plafó	N	N;MASC;PL
パネル	panells	パネル	panell	N	N;MASC;PL
パネル	panell	パネル	panell	N	N;MASC;SG
パネル	plafó	パネル	plafó	N	N;MASC;SG
キャップ	gorra	キャップ	gorra	N	N;FEM;SG
キック	puntada	キック	puntada	N	N;FEM;SG
正しい	correctes	正しい	correcte	ADJ	ADJ;PL
通貨	moneda	通貨	moneda	N	N;FEM;SG
通貨	divises	通貨	divisa	N	N;FEM;PL
通貨	monedes	通貨	moneda	N	N;FEM;PL
庭園	jardí	庭園	jardí	N	N;MASC;SG
庭園	jardins	庭園	jardí	N	N;MASC;PL
圧縮	comprimir	圧縮	comprimir	V	V;NFIN
月間	mes	月間	mes	N	N;MASC;SG
夕方	vespre	夕方	vespre	N	N;MASC;SG
肖像	retrat	肖像	retrat	N	N;MASC;SG
勉強	estudiant	勉強	estudiar	V	V;V.MSDR
式典	cerimònia	式典	cerimònia	N	N;FEM;SG
奇跡	miracles	奇跡	miracle	N	N;MASC;PL
奇跡	miracle	奇跡	miracle	N	N;MASC;SG
バード	ocell	バード	ocell	N	N;MASC;SG
ストーン	pedra	ストーン	pedra	N	N;FEM;SG
受信	rebre	受信	rebre	V	V;NFIN
受信	rebé	受信	rebé	V	V;IND;SG;3;IPFV;FIN
受信	rebre	受信	rebre	V	V;NFIN
甲板	baralla	甲板	baralla	N	N;FEM;SG
湘南	shonan	湘南	shonar		
事務局	despatx	事務局	despatx	N	N;MASC;SG
事務局	oficina	事務局	oficina	N	N;FEM;SG
事務局	secretaria	事務局	secretaria	N	N;FEM;SG
オプション	calçots	オプション	calçot	N	N;MASC;PL
オプション	opcions	オプション	opció	N	N;FEM;PL
オプション	opció	オプション	opció	N	N;FEM;SG
業績	èxits	業績	èxit	N	N;MASC;PL
業績	realitzacions	業績	realització	N	N;FEM;PL
橋梁	viaducte	橋梁	viaducte	N	N;MASC;SG
アプリケーション	aplicació	アプリケーション	aplicació	N	N;FEM;SG
アプリケーション	aplicacions	アプリケーション	aplicació	N	N;FEM;PL
バレエ	ballet	バレエ	ballet	N	N;MASC;SG
モノ	coses	モノ	cosa	N	N;FEM;PL
決める	decideix	決める	decidir	V	V;IND;SG;3;PRS;FIN
支社	subdivisió	支社	subdivisió	N	N;FEM;SG
サークル	cercles	サークル	cercle	N	N;MASC;PL
サークル	circumferència	サークル	circumferència	N	N;FEM;SG
サークル	cercle	サークル	cercle	N	N;MASC;SG
パフォーマンス	actuació	パフォーマンス	actuació	N	N;FEM;SG
パフォーマンス	rendiment	パフォーマンス	rendiment	N	N;MASC;SG
奉行	magistrat	奉行	magistrat	N	N;MASC;SG
みつ	mitsu	みつ	mitsu		
おそらく	probablement	おそらく	probablement	ADV	ADV
ショット	trets	ショット	tret	N	N;MASC;PL
応募	aplica	応募	aplicar	V	V;IND;SG;3;PRS;FIN
リスク	risc	リスク	risc	N	N;MASC;SG
リスク	riscos	リスク	risc	N	N;MASC;PL
割合	proporció	割合	proporció	N	N;FEM;SG
割合	percentatge	割合	percentatge	N	N;MASC;SG
割合	percentatge	割合	percentatge	N	N;MASC;SG
プリンセス	princesa	プリンセス	princesa	N	N;FEM;SG
プリンセス	princeses	プリンセス	princès	N	N;FEM;PL
チェス	escacs	チェス	escacs	N	N;MASC;PL
気持ち	sentiments	気持ち	sentiment	N	N;MASC;PL
軍隊	exèrcits	軍隊	exèrcit	N	N;MASC;PL
軍隊	batallons	軍隊	batalló	N	N;MASC;PL
軍隊	exèrcit	軍隊	exèrcit	N	N;MASC;SG
無効	inhabilitat	無効	inhabilitat	ADJ	ADJ;MASC;SG;V.PTCP
無効	deshabilitat	無効	deshabilitat	ADJ	ADJ;MASC;SG;V.PTCP
無効	invàlid	無効	invàlid	ADJ	ADJ;MASC;SG
行事	esdeveniments	行事	esdeveniment	N	N;MASC;PL
行事	esdeveniment	行事	esdeveniment	N	N;MASC;SG
競争	competició	競争	competició	N	N;FEM;SG
競争	competència	競争	competència	N	N;FEM;SG
双子	bessones	双子	bessona	N	N;FEM;PL
ビジョン	visió	ビジョン	visió	N	N;FEM;SG
疾患	trastorns	疾患	trastorn	N	N;MASC;PL
パーツ	parts	パーツ	part	N	N;FEM;PL
ローン	préstec	ローン	préstec	N	N;MASC;SG
ローン	préstecs	ローン	préstec	N	N;MASC;PL
トイレ	vàter	トイレ	vàter	N	N;MASC;SG
トイレ	vàters	トイレ	vàter	N	N;MASC;PL
トイレ	lavabos	トイレ	lavabo	N	N;MASC;PL
リスナー	oients	リスナー	oient	N	N;PL
トレーニング	entrenament	トレーニング	entrenament	N	N;MASC;SG
トレーニング	formació	トレーニング	formació	N	N;FEM;SG
レンタル	lloguers	レンタル	lloguer	N	N;MASC;PL
レンタル	lloguer	レンタル	lloguer	N	N;MASC;SG
レンタル	renda	レンタル	renda	N	N;FEM;SG
質量	missa	質量	missa	N	N;FEM;SG
照明	enllumenat	照明	enllumenat	N	N;MASC;SG
暴力	violència	暴力	violència	N	N;FEM;SG
ペット	mascotes	ペット	mascota	N	N;FEM;PL
独特	úniques	独特	únic	ADJ	ADJ;FEM;PL
独特	únic	独特	únic	ADJ	ADJ;MASC;SG
総長	rector	総長	rector	N	N;MASC;SG
天文学	astronomia	天文学	astronomia	N	N;FEM;SG
不適切	inadequat	不適切	inadequar	ADJ	ADJ;MASC;SG;V.PTCP
不適切	abusives	不適切	abusiu	ADJ	ADJ;FEM;PL
不適切	abusiu	不適切	abusiu	ADJ	ADJ;MASC;SG
限界	límit	限界	límit	N	N;MASC;SG
限界	límits	限界	límit	N	N;MASC;PL
視点	perspectiva	視点	perspectiva	N	N;FEM;SG
視点	perspectives	視点	perspectiva	N	N;FEM;PL
チェーン	cadena	チェーン	cadena	N	N;FEM;SG
飛行機	avió	飛行機	avió	N	N;MASC;SG
飛行機	avió	飛行機	avió	N	N;MASC;SG
飛行機	aeronaus	飛行機	aeronau	N	N;FEM;PL
キロメートル	quilòmetre	キロメートル	quilòmetre	N	N;MASC;SG
キロメートル	quilòmetres	キロメートル	quilòmetre	N	N;MASC;PL
キロメートル	kilòmetres	キロメートル	kilòmetre	N	N;MASC;PL
宮殿	palaus	宮殿	palau	N	N;MASC;PL
需要	demanda	需要	demanda	N	N;FEM;SG
キス	besar	キス	besar	V	V;NFIN
圧力	pressió	圧力	pressió	N	N;FEM;SG
圧力	pressions	圧力	pressió	N	N;FEM;PL
衣装	vestuari	衣装	vestuari	N	N;MASC;SG
衣装	disfresses	衣装	disfressa	N	N;FEM;PL
伝承	folklore	伝承	folklore	N	N;MASC;SG
近隣	barri	近隣	barri	N	N;MASC;SG
プレーオフ	desempat	プレーオフ	desempat	N	N;MASC;SG
プレーオフ	eliminatòries	プレーオフ	eliminatòria	N	N;FEM;PL
室内	indoor	室内	indoor	N	N;MASC;SG
コーヒー	cafè	コーヒー	cafè	N	N;MASC;SG
スパイ	espionatge	スパイ	espionatge	N	N;MASC;SG
素材	material	素材	material	N	N;MASC;SG
素材	materials	素材	material	N	N;MASC;PL
素材	matèries	素材	matèria	N	N;FEM;PL
登山	escalada	登山	escalada	N	N;FEM;SG
登山	alpinisme	登山	alpinisme	N	N;MASC;SG
ログ	troncs	ログ	tronc	N	N;MASC;PL
女	noia	女	noia	N	N;FEM;SG
回路	circuit	回路	circuit	N	N;MASC;SG
マネージャー	gestor	マネージャー	gestor	N	N;MASC;SG
マネージャー	gestors	マネージャー	gestor	N	N;MASC;PL
マネージャー	directius	マネージャー	directiu	N	N;MASC;PL
向き	orientació	向き	orientació	N	N;FEM;SG
水曜日	dimecres	水曜日	dimecres	N	N
アドベンチャー	aventura	アドベンチャー	aventura	N	N;FEM;SG
火曜日	dimarts	火曜日	dimarts	N	N
アドレス	adreces	アドレス	adreça	N	N;FEM;PL
論争	controvèrsia	論争	controvèrsia	N	N;FEM;SG
売り上げ	vendes	売り上げ	venda	N	N;FEM;PL
ニーズ	necessitat	ニーズ	necessitat	N	N;FEM;SG
ニーズ	necessitats	ニーズ	necessitat	N	N;FEM;PL
森林	bosc	森林	bosc	N	N;MASC;SG
森林	boscos	森林	bosc	N	N;MASC;PL
症状	símptomes	症状	símptoma	N	N;MASC;PL
マンション	mansió	マンション	mansió	N	N;FEM;SG
ノット	nusos	ノット	nus	N	N;MASC;PL
ブーム	boom	ブーム	boom	N	N;MASC;SG
後ろ	esquena	後ろ	esquena	N	N;FEM;SG
パーティー	partit	パーティー	partit	N	N;MASC;SG
パーティー	festa	パーティー	festa	N	N;FEM;SG
パーティー	parts	パーティー	part	N	N;FEM;PL
マップ	correspondències	マップ	correspondència	N	N;FEM;PL
マップ	mapes	マップ	mapa	N	N;MASC;PL
マップ	mapa	マップ	mapa	N	N;MASC;SG
ギャラリー	galeries	ギャラリー	galeria	N	N;FEM;PL
ギャラリー	galeria	ギャラリー	galeria	N	N;FEM;SG
ガード	guàrdia	ガード	guàrdia	N	N;SG
十二	dotze	十二	dotze	NUM	NUM;PL
結論	conclusions	結論	conclusió	N	N;FEM;PL
結論	concertació	結論	concertació	N	N;FEM;SG
