年	год	年	год	N	N;INAN;NOM;MASC;SG
戲院	кинотеатр	戲院	кинотеатр	N	N;INAN;NOM;MASC;SG
戲院	театр	戲院	театр	N	N;INAN;NOM;MASC;SG
戲院	театр	戲院	театр	N	N;INAN;NOM;MASC;SG
戲院	кинотеатр	戲院	кинотеатр	N	N;INAN;NOM;MASC;SG
戲院	кино	戲院	кино	N	N;INAN;NOM;NEUT;SG
加密	зашифрованные	加密	зашифровать	V	V;PFV;NOM;PL;PST;V.PTCP;PASS
海盜	пират	海盜	пират	N	N;ANIM;NOM;MASC;SG
海盜	пираты	海盜	пират	N	N;ANIM;NOM;MASC;PL
流程	поток	流程	поток	N	N;INAN;NOM;MASC;SG
流程	потока	流程	поток	N	N;INAN;GEN;MASC;SG
武術	ушу	武術	ухо	N	N;INAN;NOM;MASC;SG
星球	планете	星球	планета	N	N;INAN;DAT;FEM;SG
星球	планета	星球	планета	N	N;INAN;NOM;FEM;SG
謎	тайна	謎	тайна	N	N;INAN;NOM;FEM;SG
謎	тайны	謎	тайна	N	N;INAN;NOM;FEM;PL
謎	загадка	謎	загадка	N	N;INAN;NOM;FEM;SG
謎	головоломки	謎	головоломка	N	N;INAN;NOM;FEM;PL
謎	головоломка	謎	головоломка	N	N;INAN;NOM;FEM;SG
後備	подкрепление	後備	подкрепление	N	N;INAN;NOM;NEUT;SG
男爵	барон	男爵	барон	N	N;ANIM;NOM;MASC;SG
長者	старейшины	長者	старейшина	N	N;ANIM;NOM;MASC;PL
長者	старейшин	長者	старейшина	N	N;ANIM;GEN;MASC;PL
航海	плавания	航海	плавание	N	N;INAN;NOM;NEUT;PL
師團	отделы	師團	отдел	N	N;INAN;NOM;MASC;PL
師團	дивизии	師團	дивизия	N	N;INAN;NOM;FEM;PL
師團	отделов	師團	отдел	N	N;INAN;GEN;MASC;PL
末端	концы	末端	конец	N	N;INAN;NOM;MASC;PL
痛苦	страдания	痛苦	страдание	N	N;INAN;NOM;NEUT;PL
痛苦	страдание	痛苦	страдание	N	N;INAN;NOM;NEUT;SG
痛苦	боли	痛苦	боль	N	N;INAN;NOM;FEM;PL
痛苦	болью	痛苦	боль	N	N;INAN;INS;FEM;SG
痛苦	боль	痛苦	боль	N	N;INAN;NOM;FEM;SG
數值	величины	數值	величина	N	N;INAN;NOM;FEM;PL
數值	значения	數值	значение	N	N;INAN;NOM;NEUT;PL
數值	ценностей	數值	ценность	N	N;INAN;GEN;FEM;PL
數值	ценности	數值	ценность	N	N;INAN;NOM;FEM;PL
數值	ценность	數值	ценность	N	N;INAN;NOM;FEM;SG
數值	значение	數值	значение	N	N;INAN;NOM;NEUT;SG
數值	величина	數值	величина	N	N;INAN;NOM;FEM;SG
數值	стоимость	數值	стоимость	N	N;INAN;NOM;FEM;SG
月亮	луна	月亮	луна	N	N;INAN;NOM;FEM;SG
月亮	луну	月亮	луна	N	N;INAN;ACC;FEM;SG
司機	шофер	司機	шофер	N	N;ANIM;NOM;MASC;SG
司機	драйвер	司機	драйвер	N	N;INAN;NOM;MASC;SG
司機	водителя	司機	водитель	N	N;ANIM;ACC;MASC;SG
司機	водитель	司機	водитель	N	N;ANIM;NOM;MASC;SG
滅亡	погибнуть	滅亡	погибнуть	V	V;PFV;NFIN;ACT
叛亂	бунт	叛亂	бунт	N	N;INAN;NOM;MASC;SG
叛亂	восстание	叛亂	восстание	N	N;INAN;NOM;NEUT;SG
叛亂	мятеж	叛亂	мятеж	N	N;INAN;NOM;MASC;SG
叛亂	бунт	叛亂	бунт	N	N;INAN;NOM;MASC;SG
叛亂	мятеж	叛亂	мятеж	N	N;INAN;NOM;MASC;SG
叛亂	бунт	叛亂	бунт	N	N;INAN;NOM;MASC;SG
叛亂	восстание	叛亂	восстание	N	N;INAN;NOM;NEUT;SG
叛亂	мятеж	叛亂	мятеж	N	N;INAN;NOM;MASC;SG
碰撞	сталкиваются	碰撞	сталкиваться	V	V;IPFV;IND;PL;3;PRS;FIN;MID
簽	подписать	簽	подписать	V	V;PFV;NFIN;ACT
契約	компакт	契約	компакт	N	N;INAN;NOM;MASC;SG
階級	класс	階級	класс	N	N;INAN;NOM;MASC;SG
圓形	круг	圓形	круг	N	N;INAN;NOM;MASC;SG
圓形	циркуляр	圓形	циркуляр	N	N;INAN;NOM;MASC;SG
帳號	счёт	帳號	счет	N	N;INAN;NOM;MASC;SG
帳號	аккаунт	帳號	аккаунт	N	N;INAN;NOM;MASC;SG
帳號	счет	帳號	счет	N	N;INAN;NOM;MASC;SG
丘陵	хиллз	丘陵	хиллз	N	N;INAN;NOM;MASC;SG
丘陵	холмы	丘陵	холм	N	N;INAN;NOM;MASC;PL
學科	дисциплин	學科	дисциплина	N	N;INAN;GEN;FEM;PL
駁	отклонить	駁	отклонить	V	V;PFV;NFIN;ACT
動態	ленте	動態	лента	N	N;INAN;DAT;FEM;SG
動態	лента	動態	лента	N	N;INAN;NOM;FEM;SG
動態	корма	動態	корм	N	N;INAN;GEN;MASC;SG
動態	ленту	動態	лента	N	N;INAN;ACC;FEM;SG
動態	новость	動態	новость	N	N;INAN;NOM;FEM;SG
動態	рассказ	動態	рассказ	N	N;INAN;NOM;MASC;SG
動態	история	動態	история	N	N;INAN;NOM;FEM;SG
動態	истории	動態	история	N	N;INAN;NOM;FEM;PL
動態	рассказы	動態	рассказ	N	N;INAN;NOM;MASC;PL
動態	активность	動態	активность	N	N;INAN;NOM;FEM;SG
動態	действия	動態	действие	N	N;INAN;NOM;NEUT;PL
動態	деятельность	動態	деятельность	N	N;INAN;NOM;FEM;SG
動態	динамика	動態	динамика	N	N;INAN;NOM;FEM;SG
動態	динамики	動態	динамика	N	N;INAN;NOM;FEM;PL
大氣	атмосфера	大氣	атмосфера	N	N;INAN;NOM;FEM;SG
大氣	атмосферу	大氣	атмосфера	N	N;INAN;ACC;FEM;SG
釋出	освободить	釋出	освободить	V	V;PFV;NFIN;ACT
預期	ожидание	預期	ожидание	N	N;INAN;NOM;NEUT;SG
預期	ожидания	預期	ожидание	N	N;INAN;NOM;NEUT;PL
預期	ожидания	預期	ожидание	N	N;INAN;NOM;NEUT;PL
流感	грипп	流感	грипп	N	N;INAN;NOM;MASC;SG
流感	гриппа	流感	грипп	N	N;INAN;GEN;MASC;SG
流感	грипп	流感	грипп	N	N;INAN;NOM;MASC;SG
劇院	театры	劇院	театр	N	N;INAN;NOM;MASC;PL
劇院	кинотеатр	劇院	кинотеатр	N	N;INAN;NOM;MASC;SG
劇院	театр	劇院	театр	N	N;INAN;NOM;MASC;SG
劇院	театр	劇院	театр	N	N;INAN;NOM;MASC;SG
人格	персона	人格	персона	N	N;INAN;NOM;FEM;SG
人格	личности	人格	личность	N	N;INAN;NOM;FEM;PL
人格	деятелей	人格	деятель	N	N;ANIM;GEN;MASC;PL
人格	личности	人格	личность	N	N;INAN;NOM;FEM;PL
人格	индивидуальность	人格	индивидуальность	N	N;INAN;NOM;FEM;SG
人格	личность	人格	личность	N	N;INAN;NOM;FEM;SG
瘋狂	безумие	瘋狂	безумие	N	N;INAN;NOM;NEUT;SG
瘋狂	безумец	瘋狂	безумец	N	N;ANIM;NOM;MASC;SG
瘋狂	сумасшествие	瘋狂	сумасшествие	N	N;INAN;NOM;NEUT;SG
瘋狂	безумие	瘋狂	безумие	N	N;INAN;NOM;NEUT;SG
瘋狂	сумасшествие	瘋狂	сумасшествие	N	N;INAN;NOM;NEUT;SG
瘋狂	безумие	瘋狂	безумие	N	N;INAN;NOM;NEUT;SG
綽號	прозвище	綽號	прозвище	N	N;INAN;NOM;NEUT;SG
綽號	кличка	綽號	кличка	N	N;INAN;NOM;FEM;SG
綽號	прозвища	綽號	прозвище	N	N;INAN;NOM;NEUT;PL
幽默	юмор	幽默	юмор	N	N;INAN;NOM;MASC;SG
幽默	юмор	幽默	юмор	N	N;INAN;NOM;MASC;SG
實體	субъекты	實體	субъект	N	N;INAN;NOM;MASC;PL
實體	образований	實體	образование	N	N;INAN;GEN;NEUT;PL
異常	необычный	異常	необычный	ADJ	ADJ;NOM;MASC;SG
異常	необычная	異常	необычный	ADJ	ADJ;NOM;FEM;SG
異常	необычное	異常	необычный	ADJ	ADJ;NOM;NEUT;SG
異常	необычно	異常	необычно	ADJ	ADJ;NEUT;SG
異常	необычные	異常	необычный	ADJ	ADJ;NOM;PL
每	каждая	每	каждый	DET	DET;NOM;FEM;SG
每	каждую	每	каждый	DET	DET;ACC;FEM;SG
每	каждый	每	каждый	DET	DET;NOM;MASC;SG
每	каждое	每	каждый	DET	DET;NOM;NEUT;SG
口號	лозунги	口號	лозунг	N	N;INAN;NOM;MASC;PL
口號	слоган	口號	слоган	N	N;INAN;NOM;MASC;SG
口號	лозунг	口號	лозунг	N	N;INAN;NOM;MASC;SG
口號	девиз	口號	девиз	N	N;INAN;NOM;MASC;SG
翻新	реконструкция	翻新	реконструкция	N	N;INAN;NOM;FEM;SG
翻新	ремонт	翻新	ремонт	N	N;INAN;NOM;MASC;SG
元帥	маршал	元帥	маршал	N	N;ANIM;NOM;MASC;SG
頸	шею	頸	шея	N	N;INAN;ACC;FEM;SG
頸	шея	頸	шея	N	N;INAN;NOM;FEM;SG
頜	челюсть	頜	челюсть	N	N;INAN;NOM;FEM;SG
頜	челюсти	頜	челюсть	N	N;INAN;NOM;FEM;PL
獎章	медаль	獎章	медаль	N	N;INAN;NOM;FEM;SG
獎章	медальон	獎章	медальон	N	N;INAN;NOM;MASC;SG
獎章	медали	獎章	медаль	N	N;INAN;NOM;FEM;PL
獎章	медалей	獎章	медаль	N	N;INAN;GEN;FEM;PL
症狀	симптомы	症狀	симптом	N	N;INAN;NOM;MASC;PL
症狀	симптом	症狀	симпт	N	N;INAN;NOM;MASC;SG
清除	очистить	清除	очистить	V	V;PFV;NFIN;ACT
天橋	эстакад	天橋	эстакад	N	N;INAN;GEN;MASC;PL
天橋	эстакада	天橋	эстакада	N	N;INAN;NOM;FEM;SG
天橋	эстакаде	天橋	эстакада	N	N;INAN;DAT;FEM;SG
神聖	святое	神聖	святой	ADJ	ADJ;NOM;NEUT;SG
神聖	священное	神聖	священный	ADJ	ADJ;NOM;NEUT;SG
神聖	священная	神聖	священный	ADJ	ADJ;NOM;FEM;SG
神聖	священный	神聖	свясти	ADJ	ADJ;NOM;MASC;SG
神聖	священной	神聖	священный	ADJ	ADJ;INS;FEM;SG
神聖	святая	神聖	святой	ADJ	ADJ;NOM;FEM;SG
神聖	святые	神聖	святой	ADJ	ADJ;NOM;PL
神聖	святой	神聖	святой	ADJ	ADJ;NOM;MASC;SG
神聖	святейший	神聖	святой	ADJ	ADJ;NOM;RL;MASC;SG
神聖	святое	神聖	святой	ADJ	ADJ;NOM;NEUT;SG
地表	поверхность	地表	поверхность	N	N;INAN;NOM;FEM;SG
地表	поверхности	地表	поверхность	N	N;INAN;NOM;FEM;PL
學位	градусов	學位	градус	N	N;INAN;GEN;MASC;PL
學位	степени	學位	степень	N	N;INAN;NOM;FEM;PL
學位	степень	學位	степень	N	N;INAN;NOM;FEM;SG
學位	степени	學位	степень	N	N;INAN;NOM;FEM;PL
光譜	спектры	光譜	спектр	N	N;INAN;NOM;MASC;PL
光譜	спектр	光譜	спектр	N	N;INAN;NOM;MASC;SG
光譜	спектра	光譜	спектр	N	N;INAN;GEN;MASC;SG
光譜	спектроскопия	光譜	спектроскопия	N	N;INAN;NOM;FEM;SG
景點	достопримечательности	景點	достопримечательность	N	N;INAN;NOM;FEM;PL
景點	достопримечательностей	景點	достопримечательность	N	N;INAN;GEN;FEM;PL
景點	достопримечательности	景點	достопримечательность	N	N;INAN;NOM;FEM;PL
景點	влечение	景點	влечение	N	N;INAN;NOM;NEUT;SG
適用	применяются	適用	применять	V	V;IPFV;IND;PL;3;PRS;FIN;PASS
適用	применить	適用	применить	V	V;PFV;NFIN;ACT
適用	применять	適用	применять	V	V;IPFV;NFIN;ACT
業餘	любители	業餘	любитель	N	N;ANIM;NOM;MASC;PL
業餘	любитель	業餘	любитель	N	N;ANIM;NOM;MASC;SG
鯊	акула	鯊	акул	N	N;ANIM;NOM;FEM;SG
鯊	акулы	鯊	акула	N	N;ANIM;NOM;FEM;PL
腹	живот	腹	живот	N	N;INAN;NOM;MASC;SG
魚雷	торпеда	魚雷	торпед	N	N;INAN;NOM;FEM;SG
魚雷	торпеды	魚雷	торпед	N	N;INAN;NOM;FEM;PL
模糊	пятно	模糊	пятно	N	N;INAN;NOM;NEUT;SG
猿	обезьян	猿	обезьяна	N	N;ANIM;GEN;MASC;PL
猿	обезьяны	猿	обезьяна	N	N;ANIM;NOM;MASC;PL
猿	обезьяна	猿	обезьяна	N	N;ANIM;NOM;FEM;SG
盆	бассейн	盆	бассейн	N	N;INAN;NOM;MASC;SG
盆	бассейна	盆	бассейн	N	N;INAN;GEN;MASC;SG
極限	лимит	極限	лимит	N	N;INAN;NOM;MASC;SG
極限	ограничение	極限	ограничение	N	N;INAN;NOM;NEUT;SG
極限	предел	極限	предел	N	N;INAN;NOM;MASC;SG
極限	пределы	極限	предел	N	N;INAN;NOM;MASC;PL
蜂	пчела	蜂	пчело	N	N;ANIM;NOM;FEM;SG
續集	сиквелы	續集	сиквел	N	N;INAN;NOM;MASC;PL
碗	чаша	碗	чаша	N	N;INAN;NOM;FEM;SG
碗	чашу	碗	чаша	N	N;INAN;ACC;FEM;SG
碗	миски	碗	миска	N	N;INAN;NOM;FEM;PL
拼	заклинание	拼	заклинание	N	N;INAN;NOM;NEUT;SG
拼	заклятие	拼	заклятие	N	N;INAN;NOM;NEUT;SG
級別	уровень	級別	уровень	N	N;INAN;NOM;MASC;SG
級別	уровня	級別	уровень	N	N;INAN;GEN;MASC;SG
代表	делегирование	代表	делегирование	N	N;INAN;NOM;NEUT;SG
代表	делегация	代表	делегация	N	N;INAN;NOM;FEM;SG
代表	делегации	代表	делегация	N	N;INAN;NOM;FEM;PL
看	выглядит	看	выглядеть	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
看	смотрится	看	смотреться	V	V;IPFV;IND;SG;3;PRS;FIN;PASS
挖	копать	挖	копать	V	V;IPFV;NFIN;ACT
挖	копать	挖	копать	V	V;IPFV;NFIN;ACT
集會	собрания	集會	собрание	N	N;INAN;NOM;NEUT;PL
集會	сборки	集會	сборка	N	N;INAN;GEN;FEM;SG
集會	ассамблеи	集會	ассамблея	N	N;INAN;NOM;FEM;PL
集會	собраний	集會	собрание	N	N;INAN;GEN;NEUT;PL
集會	митинги	集會	митинг	N	N;INAN;NOM;MASC;PL
集會	ралли	集會	ралли	N	N;INAN;NOM;NEUT;SG
集會	митинг	集會	митинг	N	N;INAN;NOM;MASC;SG
區分	дифференциации	區分	дифференциация	N	N;INAN;NOM;FEM;SG
區分	разграничение	區分	разграничение	N	N;INAN;NOM;NEUT;SG
區分	различие	區分	различие	N	N;INAN;NOM;NEUT;SG
區分	различия	區分	различие	N	N;INAN;NOM;NEUT;PL
傷亡	потери	傷亡	потеря	N	N;INAN;NOM;FEM;PL
傷亡	жертвы	傷亡	жертва	N	N;ANIM;NOM;FEM;PL
信心	вере	信心	вера	N	N;INAN;DAT;FEM;SG
信心	веру	信心	вера	N	N;INAN;ACC;FEM;SG
信心	вера	信心	вера	N	N;INAN;NOM;FEM;SG
信心	уверенность	信心	уверенность	N	N;INAN;NOM;FEM;SG
信心	доверие	信心	доверие	N	N;INAN;NOM;NEUT;SG
信心	уверенность	信心	уверенность	N	N;INAN;NOM;FEM;SG
法文	французы	法文	француз	N	N;ANIM;NOM;MASC;PL
杖	стержень	杖	стержень	N	N;INAN;NOM;MASC;SG
杖	род	杖	род	N	N;ANIM;NOM;MASC;SG
先鋒	пионер	先鋒	пионер	N	N;ANIM;NOM;MASC;SG
先鋒	пионеры	先鋒	пионер	N	N;ANIM;NOM;MASC;PL
動詞	глагол	動詞	глагол	N	N;INAN;NOM;MASC;SG
動詞	глаголы	動詞	глагол	N	N;INAN;NOM;MASC;PL
體積	объём	體積	объем	N	N;INAN;NOM;MASC;SG
體積	объем	體積	объем	N	N;INAN;NOM;MASC;SG
體積	громкость	體積	громкость	N	N;INAN;NOM;FEM;SG
體積	размеры	體積	размер	N	N;INAN;NOM;MASC;PL
體積	размер	體積	размер	N	N;INAN;NOM;MASC;SG
暗殺	убийство	暗殺	убийство	N	N;INAN;NOM;NEUT;SG
燃燒	сжечь	燃燒	сжечь	V	V;PFV;NFIN;ACT
燃燒	гореть	燃燒	гореть	V	V;IPFV;NFIN;ACT
燃燒	горит	燃燒	гореть	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
感受	чувствовать	感受	чувствовать	V	V;IPFV;NFIN;ACT
感受	чувствую	感受	чувствовать	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
射程	дальность	射程	дальность	N	N;INAN;NOM;FEM;SG
射程	диапазон	射程	диапазон	N	N;INAN;NOM;MASC;SG
魅力	харизма	魅力	харизма	N	N;INAN;NOM;FEM;SG
魅力	шарм	魅力	шарм	N	N;INAN;NOM;MASC;SG
魅力	очарование	魅力	очарование	N	N;INAN;NOM;NEUT;SG
魅力	обаяние	魅力	обаяние	N	N;INAN;NOM;NEUT;SG
茄	баклажаны	茄	баклажан	N	N;INAN;NOM;MASC;PL
起義	восстание	起義	восстание	N	N;INAN;NOM;NEUT;SG
起義	бунт	起義	бунт	N	N;INAN;NOM;MASC;SG
起義	восстание	起義	восстание	N	N;INAN;NOM;NEUT;SG
起義	мятеж	起義	мятеж	N	N;INAN;NOM;MASC;SG
起義	интифады	起義	интифада	N	N;INAN;NOM;MASC;PL
兵團	полк	兵團	полк	N	N;INAN;NOM;MASC;SG
兵團	полка	兵團	полк	N	N;INAN;NOM;MASC;SG
培訓	подготовка	培訓	подготовка	N	N;INAN;NOM;FEM;SG
培訓	подготовки	培訓	подготовка	N	N;INAN;GEN;FEM;SG
培訓	обучение	培訓	обучение	N	N;INAN;NOM;NEUT;SG
培訓	тренинг	培訓	тренинг	N	N;INAN;NOM;MASC;SG
聯軍	коалиция	聯軍	коалиция	N	N;INAN;NOM;FEM;SG
聯軍	коалицию	聯軍	коалиция	N	N;INAN;ACC;FEM;SG
聯軍	коалиции	聯軍	коалиция	N	N;INAN;NOM;FEM;PL
鰓	джилл	鰓	джилл	N	N;ANIM;NOM;FEM;SG
鰓	жабры	鰓	жабра	N	N;INAN;NOM;MASC;PL
生育	родов	生育	роды	N	N;INAN;GEN;MASC;PL
生育	роды	生育	роды	N	N;INAN;NOM;MASC;PL
生育	рождаемости	生育	рождаемость	N	N;INAN;GEN;FEM;SG
雲端	облако	雲端	облако	N	N;INAN;NOM;NEUT;SG
雲端	облака	雲端	облако	N	N;INAN;NOM;NEUT;PL
屍體	тела	屍體	тело	N	N;INAN;NOM;NEUT;PL
屍體	тело	屍體	тело	N	N;INAN;NOM;NEUT;SG
寸	дюйм	寸	дюя	N	N;INAN;NOM;MASC;SG
時刻	мгновения	時刻	мгновение	N	N;INAN;NOM;NEUT;PL
時刻	моменты	時刻	момент	N	N;INAN;NOM;MASC;PL
時刻	момент	時刻	момент	N	N;INAN;NOM;MASC;SG
時刻	минута	時刻	минута	N	N;INAN;NOM;FEM;SG
蝦	креветки	蝦	креветка	N	N;INAN;NOM;FEM;PL
蝦	креветки	蝦	креветка	N	N;INAN;NOM;FEM;PL
專利	патент	專利	патент	N	N;INAN;NOM;MASC;SG
專利	патента	專利	патент	N	N;INAN;GEN;MASC;SG
專利	патенты	專利	патент	N	N;INAN;NOM;MASC;PL
專利	патентов	專利	патент	N	N;INAN;GEN;MASC;PL
田徑	атлетика	田徑	атлетика	N	N;INAN;NOM;FEM;SG
田徑	атлетике	田徑	атлетика	N	N;INAN;DAT;FEM;SG
矛	копье	矛	копье	N	N;INAN;NOM;NEUT;SG
售票	билет	售票	билет	N	N;INAN;NOM;MASC;SG
區別	разграничение	區別	разграничение	N	N;INAN;NOM;NEUT;SG
區別	различие	區別	различие	N	N;INAN;NOM;NEUT;SG
區別	различия	區別	различие	N	N;INAN;NOM;NEUT;PL
區別	отличие	區別	отличие	N	N;INAN;NOM;NEUT;SG
區別	различие	區別	различие	N	N;INAN;NOM;NEUT;SG
區別	разница	區別	разница	N	N;INAN;NOM;FEM;SG
區別	различия	區別	различие	N	N;INAN;NOM;NEUT;PL
村落	деревне	村落	деревня	N	N;INAN;DAT;FEM;SG
村落	село	村落	село	N	N;INAN;NOM;NEUT;SG
村落	деревня	村落	деревня	N	N;INAN;NOM;FEM;SG
葡萄	вина	葡萄	вино	N	N;INAN;NOM;NEUT;SG
葡萄	вино	葡萄	вино	N	N;INAN;NOM;NEUT;SG
音樂	мюзикл	音樂	мюзикл	N	N;INAN;NOM;MASC;SG
樸	парк	樸	парк	N	N;INAN;NOM;MASC;SG
樸	пак	樸	пак	N	N;INAN;NOM;MASC;SG
半徑	радиус	半徑	радиус	N	N;INAN;NOM;MASC;SG
六	шесть	六	шесть	NUM	NUM;NOM
六	шестеро	六	шестеро	NUM	NUM;NOM
標籤	ярлыки	標籤	ярлык	N	N;INAN;NOM;MASC;PL
標籤	метки	標籤	метка	N	N;INAN;NOM;FEM;PL
標籤	метка	標籤	метка	N	N;INAN;NOM;FEM;SG
標籤	вкладку	標籤	вкладка	N	N;INAN;ACC;FEM;SG
標籤	вкладка	標籤	вкладка	N	N;INAN;NOM;FEM;SG
標籤	метки	標籤	метка	N	N;INAN;NOM;FEM;PL
標籤	ярлык	標籤	ярлык	N	N;INAN;NOM;MASC;SG
標籤	лейбл	標籤	лейбл	N	N;INAN;NOM;MASC;SG
標籤	метка	標籤	метка	N	N;INAN;NOM;FEM;SG
放大	увеличить	放大	увеличить	V	V;PFV;NFIN;ACT
肝	печени	肝	печень	N	N;INAN;GEN;FEM;SG
肝	печень	肝	печень	N	N;INAN;NOM;FEM;SG
傳記	биография	傳記	биография	N	N;INAN;NOM;FEM;SG
傳記	биографии	傳記	биография	N	N;INAN;NOM;FEM;PL
傳記	биография	傳記	биография	N	N;INAN;NOM;FEM;SG
傳記	биографию	傳記	биография	N	N;INAN;ACC;FEM;SG
傳記	биографии	傳記	биография	N	N;INAN;NOM;FEM;PL
失望	разочарование	失望	разочарование	N	N;INAN;NOM;NEUT;SG
失望	разочарование	失望	разочарование	N	N;INAN;NOM;NEUT;SG
失望	разочарование	失望	разочарование	N	N;INAN;NOM;NEUT;SG
屬性	атрибут	屬性	атрибут	N	N;INAN;NOM;MASC;SG
屬性	собственности	屬性	собственность	N	N;INAN;GEN;FEM;SG
屬性	свойство	屬性	свойство	N	N;INAN;NOM;NEUT;SG
屬性	имущество	屬性	имущество	N	N;INAN;NOM;NEUT;SG
屬性	собственность	屬性	собственность	N	N;INAN;NOM;FEM;SG
屬性	недвижимость	屬性	недвижимость	N	N;INAN;NOM;FEM;SG
屬性	свойства	屬性	свойство	N	N;INAN;NOM;NEUT;PL
屬性	недвижимость	屬性	недвижимость	N	N;INAN;NOM;FEM;SG
屬性	атрибуты	屬性	атрибут	N	N;INAN;NOM;MASC;PL
氫	водорода	氫	водород	N	N;INAN;GEN;MASC;SG
氫	водород	氫	водород	N	N;INAN;NOM;MASC;SG
名譽	честь	名譽	честь	N	N;INAN;NOM;FEM;SG
名譽	репутацию	名譽	репутация	N	N;INAN;ACC;FEM;SG
名譽	репутация	名譽	репутация	N	N;INAN;NOM;FEM;SG
名譽	репутации	名譽	репутация	N	N;INAN;NOM;FEM;PL
名譽	честь	名譽	честь	N	N;INAN;NOM;FEM;SG
光子	мицуко	光子	мицуко	N	N;ANIM;NOM;FEM;SG
特點	особенности	特點	особенность	N	N;INAN;NOM;FEM;PL
特點	характеристики	特點	характеристика	N	N;INAN;NOM;FEM;PL
特點	особенности	特點	особенность	N	N;INAN;NOM;FEM;PL
特點	функции	特點	функция	N	N;INAN;NOM;FEM;PL
特點	характеристика	特點	характеристика	N	N;INAN;NOM;FEM;SG
磷	фосфора	磷	фосфор	N	N;INAN;GEN;MASC;SG
品種	породы	品種	порода	N	N;INAN;NOM;FEM;PL
品種	пород	品種	порода	N	N;INAN;GEN;FEM;PL
品種	породы	品種	порода	N	N;INAN;NOM;FEM;PL
品種	порода	品種	порода	N	N;INAN;NOM;FEM;SG
品種	сорта	品種	сорт	N	N;INAN;NOM;MASC;PL
品種	разновидностей	品種	разновидность	N	N;INAN;GEN;FEM;PL
品種	разновидности	品種	разновидность	N	N;INAN;NOM;FEM;PL
品種	сортов	品種	сорт	N	N;INAN;GEN;MASC;PL
書記	секретарей	書記	секретарь	N	N;ANIM;GEN;MASC;PL
書記	клерк	書記	клерк	N	N;ANIM;NOM;MASC;SG
霜	фрост	霜	фрост	N	N;INAN;NOM;MASC;SG
霜	мороз	霜	мороз	N	N;INAN;NOM;MASC;SG
霜	сливки	霜	сливки	N	N;INAN;NOM;FEM;PL
霜	крем	霜	крем	N	N;INAN;NOM;MASC;SG
海豚	дельфин	海豚	дельфин	N	N;ANIM;NOM;MASC;SG
海豚	дельфинов	海豚	дельфин	N	N;ANIM;GEN;MASC;PL
特快	экспресс	特快	экспресс	N	N;INAN;NOM;MASC;SG
正統	православие	正統	православие	N	N;INAN;NOM;NEUT;SG
千克	килограммов	千克	килограмм	N	N;INAN;GEN;MASC;PL
千克	килограмма	千克	килограмм	N	N;INAN;GEN;MASC;SG
千克	килограмм	千克	килограмм	N	N;INAN;NOM;MASC;SG
千克	килограмма	千克	килограмм	N	N;INAN;GEN;MASC;SG
千克	кило	千克	кило	N	N;INAN;NOM;MASC;SG
千克	килограмм	千克	килограмм	N	N;INAN;NOM;MASC;SG
密碼	код	密碼	код	N	N;INAN;NOM;MASC;SG
密碼	пароль	密碼	пароль	N	N;INAN;NOM;MASC;SG
密碼	пароли	密碼	пароль	N	N;INAN;NOM;MASC;PL
帽子	шляпы	帽子	шляпа	N	N;INAN;NOM;FEM;PL
帽子	шапка	帽子	шапка	N	N;INAN;NOM;FEM;SG
帽子	шляпу	帽子	шляпать	N	N;INAN;ACC;FEM;SG
帽子	шляпа	帽子	шляп	N	N;INAN;NOM;FEM;SG
普查	переписи	普查	перепись	N	N;INAN;NOM;FEM;PL
普查	перепись	普查	перепись	N	N;INAN;NOM;FEM;SG
普查	переписей	普查	перепись	N	N;INAN;GEN;FEM;PL
普查	переписи	普查	перепись	N	N;INAN;NOM;FEM;PL
腺	железа	腺	железо	N	N;INAN;NOM;NEUT;PL
腺	железы	腺	железа	N	N;INAN;NOM;FEM;PL
腺	железы	腺	железа	N	N;INAN;NOM;FEM;PL
腺	желез	腺	железа	N	N;INAN;GEN;NEUT;PL
海軍	морпехи	海軍	морпехь	N	N;ANIM;NOM;MASC;PL
歌劇	опера	歌劇	опера	N	N;INAN;NOM;FEM;SG
歌劇	опер	歌劇	опера	N	N;INAN;GEN;FEM;PL
焦點	фокус	焦點	фокус	N	N;INAN;NOM;MASC;SG
焦點	внимание	焦點	внимание	N	N;INAN;NOM;NEUT;SG
冬天	зима	冬天	зима	N	N;INAN;NOM;FEM;SG
冬天	винтер	冬天	винтер	N	N;ANIM;NOM;MASC;SG
紀元	эпоха	紀元	эпоха	N	N;INAN;NOM;FEM;SG
幸運	лаки	幸運	лак	N	N;INAN;NOM;MASC;PL
幸運	счастливчик	幸運	счастливчик	N	N;ANIM;NOM;MASC;SG
資本	столица	資本	столица	N	N;INAN;NOM;FEM;SG
資本	капитал	資本	капитал	N	N;INAN;NOM;MASC;SG
拓展	расширять	拓展	расширять	V	V;IPFV;NFIN;ACT
拓展	расширить	拓展	расширить	V	V;PFV;NFIN;ACT
拓展	развернуть	拓展	развернуть	V	V;PFV;NFIN;ACT
團	единства	團	единство	N	N;INAN;GEN;NEUT;SG
團	единство	團	единство	N	N;INAN;NOM;NEUT;SG
團	солидарности	團	солидарность	N	N;INAN;NOM;FEM;SG
