kot	jako	kot	jako	CONJ	CONJ
prazniki	svátky	praznik	svátek	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
manjka	chybí	manjkati	chybět	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
sevanje	radiace	sevanji	radiace	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
sevanje	ozařování	sevanji	ozařování	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
sevanje	záření	sevanji	záření	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
rak	rakovina	rak	rakovina	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
premagala	překonat	premagati	překonat	V;PFV;FEM;SG;V.PTCP	V;PFV;POS;NFIN
veselje	radosti	veselje	radost	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
veselje	radost	veselje	radost	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
strank	zákazníků	stranka	zákazník	N;GEN;FEM;PL	N;ANIM;GEN;MASC;PL;POS
zavest	informovanost	zavest	informovanost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
zavest	uvědomění	zavest	uvědomění	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
zavest	povědomí	zavest	povědomí	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
zavest	vědomí	zavest	vědomí	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
fittipaldi	fittipaldi	fittipalda	fittipald	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
izdelek	článek	izdelek	článek	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
izdelek	produkt	izdelek	produkt	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
izdelek	výrobek	izdelek	výrobek	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
podrobno	podrobně	podrobno	podrobně	ADV	ADV;POS
prehrano	dietu	prehrana	dieta	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
zmeraj	vždy	zmeraj	vždy	ADV	ADV
zmeraj	vždycky	zmeraj	vždycky	ADV	ADV
vodik	vodík	vodik	vodík	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zvrst	žánr	zvrst	žánr	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
geograf	geograf	geograf	geograf	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
zanimiv	zajímavý	zanimiv	zajímavý	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
zanimiv	zajímavé	zanimiv	zajímavý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
zanimiv	zajímavá	zanimiv	zajímavý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
point	bod	point	bod	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
sedeža	sedadlo	sedež	sedadlo	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
sedeža	sedačka	sedež	sedačka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
dosežek	dosažení	dosežek	dosažení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
dosežek	úspěch	dosežek	úspěch	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
polna	plné	poln	plný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
polna	plný	poln	plný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
polna	plná	poln	plný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
nenehno	nepřetržitě	nenehno	nepřetržitě	ADV	ADV;NEG
nenehno	neustále	nenehno	neustále	ADV	ADV;POS
jam	džem	jam	dem	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
jam	jam	jam	jam	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
datoteke	soubory	datoteka	soubor	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
datoteke	spisy	datoteka	spis	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
datoteke	složky	datoteka	složka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
mugen	mugen	mugen	mugený	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
fant	kluk	fant	kluk	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
fant	chlapec	fant	chlapec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
fant	přítel	fant	přítel	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
ogljika	uhlík	ogljika	uhlík	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
temeljito	důkladně	temeljito	důkladně	ADV	ADV;POS
podatek	informování	podatek	informování	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
original	originál	original	originál	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
svetlobni	světelný	svetloben	světelný	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
mešani	smíšená	mešan	smíšený	ADJ;NOM;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
mešani	smíšené	mešan	smíšený	ADJ;NOM;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
mešani	smíšený	mešan	smíšený	ADJ;NOM;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
umik	ústup	umik	ústup	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
umik	odstoupení	umik	odstoupení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
umik	odejmutí	umik	odejmutí	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
umik	odebrání	umik	odebrání	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
umik	stažení	umik	stažení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
vzroki	příčiny	vzrok	příčina	N;NOM;MASC;PL	N;NOM;FEM;PL;POS
pleme	kmen	pleme	kmen	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
raziskava	průzkum	raziskava	průzkum	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
raziskava	výzkum	raziskava	výzkum	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
raziskava	šetření	raziskava	šetření	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
raziskava	vyšetřování	raziskava	vyšetřování	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
raziskava	zjišťování	raziskava	zjišťování	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
raziskava	průzkum	raziskava	průzkum	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
raziskava	dotazník	raziskava	dotazník	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
genov	genů	gen	gen	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
ravnine	roviny	ravnina	rovina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
ravnine	pláně	ravnina	pláň	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
tenor	tenor	tenor	tenor	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
vnos	úvod	vnos	úvod	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vnos	zavedení	vnos	zavedení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
vnos	vstup	vnos	vstup	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vnos	příjem	vnos	příjem	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vnos	vstup	vnos	vstup	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
plen	kořist	plen	kořist	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
plen	kořist	plen	kořist	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
plen	kořist	plen	kořist	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
razvrstitev	pořadí	razvrstitev	pořadí	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
razvrstitev	řazení	razvrstitev	řazení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
razvrstitev	třídění	razvrstitev	třídění	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
razvrstitev	zařazení	razvrstitev	zařazení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
razvrstitev	klasifikace	razvrstitev	klasifikace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
stališče	poloha	stališče	poloha	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
stališče	postavení	stališče	postavení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
stališče	pozice	stališče	pozice	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
stališče	postoj	stališče	postoj	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
sistematično	systematicky	sistematično	systematicky	ADV	ADV;POS
sistematično	systematicky	sistematično	systematicky	ADV	ADV;POS
stroški	náklady	strošek	náklad	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
stroški	náklady	strošek	náklad	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
stroški	výdaje	strošek	výdaj	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
stroški	náklady	strošek	náklad	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
narodi	národy	narod	národ	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
narodi	národy	narod	národ	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
massachusetts	massachusetts	massachusetts	massachusetts	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
resnice	pravdy	resnica	pravda	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
določanje	určování	določanje	určování	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
določanje	odhodlání	določanje	odhodlání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
določanje	stanovení	določanje	stanovení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
določanje	určení	določanje	určení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
določanje	určování	določanje	určování	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
rumene	žluté	rumen	žlutý	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
žuželke	chyby	žuželka	chyba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
žuželke	brouci	žuželka	brouk	N;NOM;FEM;PL	N;ANIM;NOM;MASC;PL;POS
žuželke	brouky	žuželka	brouk	N;NOM;FEM;PL	N;ANIM;NOM;MASC;PL;POS
žuželke	štěnice	žuželka	štěnice	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
bolniki	pacienti	bolnik	pacient	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
montana	montana	montana	montana	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
skupščina	montáž	skupščina	montáž	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
skupščina	sestava	skupščina	sestava	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
skupščina	shromáždění	skupščina	shromáždění	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
narava	povaha	narava	povaha	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
narava	příroda	narava	příroda	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
narava	přirozenost	narava	přirozenost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
računalniško	počítačová	računalniški	počítačový	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
vnaprej	předem	vnaprej	předem	ADV	ADV
tautenburg	tautenburg	tautenburg	tautenburg	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
rojstvo	zrození	rojstvo	zrození	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
rojstvo	narození	rojstvo	narození	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
rojstvo	porod	rojstvo	porod	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
samci	samci	samec	samec	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
razprava	diskuse	razprava	diskuse	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
razprava	diskuze	razprava	diskuse	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
razprava	debata	razprava	debata	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
razprava	diskuse	razprava	diskuse	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
razprava	rozprava	razprava	rozprava	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
stalna	trvalý	stalen	trvalý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
stalna	trvalá	stalen	trvalý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
stalna	permanentní	stalen	permanentní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
stalna	trvalé	stalen	trvalý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
stalna	stálá	stalen	stálý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
dirkal	závodil	dirkati	závodit	V;IPFV;MASC;SG;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
dokumentov	dokumentů	dokument	dokument	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
simfonija	symfonie	simfonija	symfonie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
mreža	síť	mreža	síť	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
mreža	síť	mreža	síť	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
tek	běh	tek	běh	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
tek	běhání	tek	běhání	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
tek	apetit	tek	apetýt	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
tek	chuť	tek	chuť	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
urejeno	vyřešeno	urejen	vyřešený	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
robinson	robinson	robinson	robinson	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
encim	enzym	enci	enzym	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
dolžnost	clo	dolžnost	clo	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
dolžnost	povinnost	dolžnost	povinnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
znamke	značky	znamka	značka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
znamke	razítka	znamka	razítko	N;NOM;FEM;PL	N;NOM;NEUT;PL;POS
znamke	známky	znamka	známka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
potomci	potomci	potomec	potomek	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
potomci	potomci	potomec	potomek	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
potomci	potomky	potomec	potomek	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
potomci	potomci	potomec	potomek	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
prostornina	objem	prostornina	objem	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
prostornina	svazek	prostornina	svazek	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
prostornina	hlasitost	prostornina	hlasitost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
glasovi	hlasy	glas	hlas	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
glasovi	hlasy	glas	hlas	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
bavarski	bavorské	bavarski	bavorský	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
znanstvenik	vědec	znanstvenik	vědec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
boginja	bohyně	boginja	bohyně	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
albedo	albedo	albeda	albedo	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
jaguar	jaguar	jaguar	jaguar	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
potreb	potřeb	potreba	potřeba	N;GEN;FEM;PL	N;GEN;FEM;PL;POS
bogat	bohaté	bogat	bohatý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
bogat	bohatá	bogat	bohatý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
bogat	bohatý	bogat	bohatý	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
bogat	bohaté	bogat	bohatý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
bogat	bohatý	bogat	bohatý	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
cel	celý	cel	celý	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
cel	celá	cel	celý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
cel	celé	cel	celý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
krone	koruny	krona	koruna	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
cesarski	císařský	cesarski	císařský	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
cesarski	imperiální	cesarski	imperiální	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
zemeljski	pozemský	zemeljski	pozemský	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
zemeljski	pozemská	zemeljski	pozemský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
zemeljski	pozemské	zemeljski	pozemský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
afriko	afriku	afrika	afrika	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
vratar	brankář	vratar	brankář	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
vratar	brankář	vratar	brankář	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
jelena	jelení	jelen	jelení	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
generacija	generace	generacija	generace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
generacija	generování	generacija	generování	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
veleposlaništvo	velvyslanectví	veleposlaništvo	velvyslanectví	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
veleposlaništvo	ambasáda	veleposlaništvo	ambasáda	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
nakazuje	označuje	nakazovati	označovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
nakazuje	značí	nakazovati	značit	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
nakazuje	naznačuje	nakazovati	naznačovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
nakazuje	udává	nakazovati	udávat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
kolesar	cyklista	kolosar	cyklista	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
hokej	hokej	hokej	hokej	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ostro	ostře	ostro	ostře	ADV	ADV;POS
novejše	novější	nov	nový	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR;MASC;SG;POS
poudarja	zdůrazňuje	poudarjati	zdůrazňovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
katoliško	katolická	katoliški	katolický	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
katoliško	katolické	katoliški	katolický	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
katoliško	katolický	katoliški	katolický	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
otroštvo	malička	otroštvo	malička	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
otroštvo	dětství	otroštvo	dětství	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
učenjak	učenec	učenjak	učenec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
želje	touhy	želja	touha	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
kitare	kytary	kitara	kytara	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
rokopis	rukopis	rokopis	rukopis	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
snooker	kulečník	snooker	kulečník	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
prispevki	příspěvky	prispevek	příspěvek	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
prispevki	dary	prispevek	dar	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
prispevki	příspěvky	prispevek	příspěvek	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
primarno	primárně	primaren	primárně	ADV	ADV;POS
banke	banky	banka	banka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
prodaja	prodej	prodaja	prodej	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
prodaja	prodeje	prodaja	prodej	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
prodaja	prodej	prodaja	prodej	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
prodaja	prodej	prodaja	prodej	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
priprava	příprava	priprava	příprava	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
priprava	přípravy	priprava	příprava	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
priprava	příprava	priprava	příprava	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
dokumenti	dokumenty	dokument	dokument	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
dokumenti	doklady	dokument	doklad	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
gotska	gotické	gotska	gotický	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
plus	plus	plus	plus	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
fisichella	fisichella	fisichell	fisichell	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
trenutna	současné	trenuten	současný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
trenutna	aktuální	trenuten	aktuální	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
trenutna	současná	trenuten	současný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
trenutna	současný	trenuten	současný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
objavljen	zveřejněno	objavljen	zveřejněný	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
objavljen	vydané	objavljen	vydaný	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
ubit	zabitý	ubit	zabitý	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
ubit	zabit	ubit	zabitý	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
žarki	paprsky	žarek	paprsek	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
žarki	paprsky	žarek	paprsek	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
uničenje	zkáza	uničenje	zkáza	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
uničenje	zničení	uničenje	zničení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
uničenje	ničení	uničenje	ničení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
uničenje	destrukce	uničenje	destrukce	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
zanesljivo	spolehlivě	zanesljivo	spolehlivě	ADV	ADV;POS
vodika	vodíku	vodika	vodík	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
vodnjak	fontána	vodnjak	fontaný	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
dance	dance	danca	dance	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
dance	tanec	danca	tanec	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
prepreči	zabránit	preprečiti	zabránit	V;PFV;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
prepreči	předejít	preprečiti	předejít	V;PFV;IND;SG;3;PRS;FIN	V;POS;NFIN
prepreči	brání	preprečiti	bránit	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
pisava	písmo	pisava	písmo	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
pisava	rukopis	pisava	rukopis	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
pisava	písmo	pisava	písmo	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
vzame	bere	vzeti	brát	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
pripovedovalec	vypravěč	pripovedovalec	vypravěč	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
hunter	lovec	hunter	lovec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
plan	plán	plan	plán	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
povečano	zvýšený	povečan	zvýšený	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
povečano	zvýšená	povečan	zvýšený	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
povečano	zvýšené	povečan	zvýšený	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
povečano	rozšířené	povečan	rozšířený	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
volk	vlk	volk	vlk	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
kriza	krize	kriza	krize	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
čoln	loď	čoln	loď	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
čoln	člun	čoln	člun	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
povečana	rozšířené	povečan	rozšířený	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
povečana	zvýšený	povečan	zvýšený	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
povečana	zvýšená	povečan	zvýšený	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
povečana	zvýšené	povečan	zvýšený	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
opazovanje	pozorování	opazovanje	pozorování	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
opazovanje	pozorování	opazovanje	pozorování	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
opazovanje	postřeh	opazovanje	postřeh	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
resne	závažné	resen	závažný	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
vile	víly	vila	víla	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
vile	vily	vila	vila	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
vile	vidle	vila	vidlo	N;NOM;FEM;PL	N;NOM;NEUT;PL;POS
plovilo	plavidlo	plovilo	plavidlo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
plovilo	řemeslo	plovilo	řemeslo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
