ve	og	ve	og	CONJ	CONJ
ermeniler	armenierne	ermen	armenie	N;NOM;PL;3	N;DEF;MASC+FEM;PL
programlar	programmer	program	program	N;NOM;PL;3	N;INDF;NEUT;PL
programlar	programmerne	program	program	N;NOM;PL;3	N;DEF;NEUT;PL
programlar	programmer	program	program	N;NOM;PL;3	N;INDF;NEUT;PL
işlevi	funktion	işlev	funktion	N;NOM;SG;3	N;INDF;MASC+FEM;SG
işlevi	funktionen	işlev	funktion	N;NOM;SG;3	N;DEF;MASC+FEM;SG
beach	stranden	beach	strand	N;NOM;SG;3	N;DEF;MASC+FEM;SG
beach	strand	beach	strand	N;NOM;SG;3	N;INDF;MASC+FEM;SG
düzenledi	redigerede	düzenle	redigere	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
düzenledi	redigeret	düzenle	redigere	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
beraberlik	slips	beraberlik	slips	N;NOM;SG;3	N;INDF;NEUT;SG
beraberlik	uafgjort	beraberlik	uafgjort	N;NOM;SG;3	N;INDF;MASC+FEM;SG
beraberlik	samvær	beraberlik	samvær	N;NOM;SG;3	N;INDF;NEUT;SG
çalışmış	arbejdede	çalış	arbejde	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
çalışmış	bearbejdet	çalış	bearbejde	V;PFV;NFH;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
çapı	diameter	çapı	diameter	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sahili	kyst	sahili	kyst	N;ACC;SG;3	N;INDF;MASC+FEM;SG
organı	organ	organ	organ	N;ACC;SG;3	N;INDF;NEUT;SG
organı	organet	organ	organ	N;ACC;SG;3	N;DEF;NEUT;SG
cinayet	drabsafdelingen	cinayet	drabsafdeling	N;NOM;SG;3	N;DEF;MASC+FEM;SG
cinayet	drab	cinayet	drab	N;NOM;SG;3	N;INDF;NEUT;SG
cinayet	mord	cinayet	mord	N;NOM;SG;3	N;INDF;NEUT;SG
farklılıklar	uoverensstemmelser	farklılık	uoverensstemmelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
farklılıklar	forskelle	farklılık	forskel	N;NOM;PL;3	N;INDF;MASC+FEM;PL
farklılıklar	forskellene	farklılık	forskel	N;NOM;PL;3	N;DEF;MASC+FEM;PL
düzenlenmiş	reguleret	düzenle	regulere	V;PFV;NFH;IND;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
düzenlenmiş	lovreguleret	düzenle	lovregulere	V;PFV;NFH;IND;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
düzenlenmiş	regulerede	düzenle	regulere	V;PFV;NFH;IND;3;POS;PST;PASS	V;PL;PST;V.PTCP
düzenlenmiş	lovregulerede	düzenle	lovregulere	V;PFV;NFH;IND;3;POS;PST;PASS	V;PL;PST;V.PTCP
reddetti	forkastet	reddet	forkaste	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
reddetti	afviste	reddet	afvise	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
reddetti	afvist	reddet	afvise	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
reddetti	afviste	reddet	afvise	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
reddetti	afvist	reddet	afvise	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
reddetti	afslået	reddet	afslå	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
reddetti	afviste	reddet	afvise	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
reddetti	nægtet	reddet	nægte	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
reddetti	afslået	reddet	afslå	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
haçlılar	korsriddere	haçlı	korsrid	N;NOM;PL;3	N;INDF;MASC+FEM;PL
mesleği	erhverv	meslek	erhverv	N;NOM;SG;3	N;INDF;NEUT;SG
mesleği	profession	meslek	profession	N;NOM;SG;3	N;INDF;MASC+FEM;SG
mesleği	besættelse	meslek	besættelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
mesleği	erhverv	meslek	erhverv	N;NOM;SG;3	N;INDF;NEUT;SG
mesleği	indflytning	meslek	indflytning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
üreticisi	fabrikanten	üretici	fabrikant	N;NOM;SG;3	N;DEF;MASC+FEM;SG
üreticisi	producent	üretici	producent	N;NOM;SG;3	N;INDF;MASC+FEM;SG
üreticisi	fabrikant	üretici	fabrikant	N;NOM;SG;3	N;INDF;MASC+FEM;SG
papalık	pavedømmet	papalık	pavedøm	N;NOM;SG;3	N;DEF;NEUT;SG
yayınlar	udgivelser	yayın	udgivelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yayınlar	publikationer	yayın	publikation	N;NOM;PL;3	N;INDF;MASC+FEM;PL
danışmanı	konsulent	danışman	konsulent	N;NOM;SG;3	N;INDF;MASC+FEM;SG
danışmanı	konsulent	danışman	konsulent	N;NOM;SG;3	N;INDF;MASC+FEM;SG
danışmanı	rådgiver	danışman	rådgive	N;NOM;SG;3	N;INDF;MASC+FEM;SG
danışmanı	rådgiver	danışman	rådgive	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yorumları	bemærkninger	yorum	bemærkning	N;ACC;PL;3	N;INDF;MASC+FEM;PL
yorumları	kommentarer	yorum	kommentar	N;ACC;PL;3	N;INDF;MASC+FEM;PL
dizileri	sekvenser	dizi	sekvens	N;ACC;PL;3	N;INDF;MASC+FEM;PL
hatları	strækninger	hat	strækning	N;ACC;PL;3	N;INDF;MASC+FEM;PL
hatları	linier	hat	linie	N;ACC;PL;3	N;INDF;MASC+FEM;PL
hatları	linjer	hat	linje	N;ACC;PL;3	N;INDF;MASC+FEM;PL
bitkiler	planter	bitki	planter	N;NOM;PL;3	N;INDF;MASC+FEM;PL
bitkiler	krydderurter	bitki	krydderurter	N;NOM;PL;3	N;INDF;MASC+FEM;PL
bitkiler	urter	bitki	urt	N;NOM;PL;3	N;INDF;MASC+FEM;PL
benzerlik	tilhørsforhold	benzerlik	tilhørsforhold	N;NOM;SG;3	N;INDF;NEUT;SG
benzerlik	affinitet	benzerlik	affinitet	N;NOM;SG;3	N;INDF;MASC+FEM;SG
benzerlik	slægtskab	benzerlik	slægtskab	N;NOM;SG;3	N;INDF;NEUT;SG
benzerlik	ligheden	benzerlik	lighed	N;NOM;SG;3	N;DEF;MASC+FEM;SG
benzerlik	lighed	benzerlik	lighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
benzerlik	ligheden	benzerlik	lighed	N;NOM;SG;3	N;DEF;MASC+FEM;SG
benzerlik	lighed	benzerlik	lighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kimliği	identitet	kimlik	identitet	N;NOM;SG;3	N;INDF;MASC+FEM;SG
suları	farvande	su	farvand	N;ACC;PL;3	N;INDF;NEUT;PL
suları	vandområder	su	vandområde	N;ACC;PL;3	N;INDF;NEUT;PL
hakaret	ærekrænkelse	hakaret	ærekrænkelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hakaret	bagvaskelse	hakaret	bagvaskelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hakaret	fornærmelse	hakaret	fornærmelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hakaret	fornærmelse	hakaret	fornærmelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hakaret	fornærmelse	hakaret	fornærmelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kurtlar	ulvene	kurt	ulv	N;NOM;PL;3	N;DEF;MASC+FEM;PL
kurtlar	ulve	kurt	ulv	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kurtlar	ulve	kurt	ulv	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kurtlar	mider	kurt	mide	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kurtlar	maddiker	kurt	maddiker	N;NOM;PL;3	N;INDF;NEUT;PL
karşılaştı	stødt	karşılaş	støde	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
karşılaştı	stødte	karşılaş	stod	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
izledi	set	izle	se	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
izledi	overvåget	izle	overvåge	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
özgürlüğü	frihed	özgürlük	frihed	N;ACC;SG;3	N;INDF;MASC+FEM;SG
özgürlüğü	friheden	özgürlük	frihed	N;ACC;SG;3	N;DEF;MASC+FEM;SG
renault	renault	renault	renault	N;NOM;SG;3	N;INDF;MASC+FEM;SG
değerler	værdier	değer	værdi	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kuzeye	north	kuze	north	N;DAT;SG;3	N;INDF;MASC+FEM;SG
kuzeye	nord	kuze	nord	N;DAT;SG;3	N;INDF
yeğeni	nevø	yeğen	nevø	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yeğeni	niece	yeğen	niece	N;NOM;SG;3	N;INDF;MASC+FEM;SG
stabilize	stabilisere	stabilize	stabilisere	V;PFV;IND;SG;POS;PRS	V;NFIN;ACT
stabilize	stabiliserer	stabilize	stabilisere	V;PFV;IND;SG;POS;PRS	V;IND;PRS;FIN;ACT
oturan	siddende	otur	sidde	V;PFV;IND;POS;PRS;V.PTCP	V;PRS;V.PTCP
oturan	siddende	otur	sidde	V;PFV;IND;POS;PRS;V.PTCP	V;PRS;V.PTCP
oturan	sidder	otur	sidde	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN;ACT
veriyor	giver	ver	give	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
veriyor	giver	ver	give	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
burnu	snuden	burun	snude	N;NOM;SG;3	N;DEF;MASC+FEM;SG
burnu	snude	burun	snude	N;NOM;SG;3	N;INDF;MASC+FEM;SG
burnu	kappe	burun	kappe	N;NOM;SG;3	N;INDF;MASC+FEM;SG
burnu	cape	burun	cape	N;NOM;SG;3	N;INDF;MASC+FEM;SG
burnu	kåbe	burun	kåbe	N;NOM;SG;3	N;INDF;MASC+FEM;SG
burnu	snude	burun	snude	N;NOM;SG;3	N;INDF;MASC+FEM;SG
burnu	næsen	burun	næse	N;NOM;SG;3	N;DEF;MASC+FEM;SG
burnu	næse	burun	næse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
manastırı	klostret	manastırı	klostret	N;ACC;SG;3	N;DEF;NEUT;SG
manastırı	kloster	manastırı	kloste	N;ACC;SG;3	N;INDF;NEUT;SG
manastırı	klosteret	manastırı	klostere	N;ACC;SG;3	N;DEF;NEUT;SG
kaçtı	flygtet	kaç	flygte	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
kaçtı	undsluppet	kaç	undsluppe	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
kaçtı	flygtede	kaç	flygte	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
kaçtı	flygtede	kaç	flygte	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
kaçtı	flygtet	kaç	flygte	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
renkler	farver	renk	farve	N;NOM;PL;3	N;INDF;MASC+FEM;PL
renkler	farvestoffer	renk	farvestof	N;NOM;PL;3	N;INDF;NEUT;PL
renkler	farver	renk	farve	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ordular	hære	ordu	hære	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kurucuları	grundlæggere	kurucu	grundlægger	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kurucuları	grundlæggerne	kurucu	grundlægge	N;NOM;PL;3	N;DEF;MASC+FEM;PL
sendromu	syndromet	sendromu	syndrom	N;NOM;SG;3	N;DEF;NEUT;SG
sendromu	syndrom	sendromu	syndrom	N;NOM;SG;3	N;INDF;MASC+FEM;SG
projeleri	projekter	proje	projekt	N;ACC;PL;3	N;INDF;NEUT;PL
projeleri	projekterne	proje	projekt	N;ACC;PL;3	N;DEF;NEUT;PL
volkanik	vulkansk	volkanik	vulkansk	ADJ	ADJ;INDF;SG
geçmek	krydser	geç	krydse	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
geçmek	krydse	geç	krydse	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
bekleyen	venter	bekle	vente	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN;ACT
bekleyen	afventer	bekle	afvente	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN;ACT
bekleyen	vente	bekle	vente	V;PFV;IND;POS;PRS;V.PTCP	V;NFIN;ACT
bekleyen	verserende	bekle	verserende	V;PFV;IND;POS;PRS;V.PTCP	V;PRS;V.PTCP
bekleyen	ventende	bekle	vente	V;PFV;IND;POS;PRS;V.PTCP	V;PRS;V.PTCP
bekleyen	afventende	bekle	afvente	V;PFV;IND;POS;PRS;V.PTCP	V;PRS;V.PTCP
bekleyen	afventer	bekle	afvente	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN;ACT
yetenekli	begavede	yetenekli	begavet	ADJ	ADJ;PL
yetenekli	begavet	yetenekli	begavet	ADJ	ADJ;INDF;SG
yetenekli	talentfuld	yetenekli	talentfuld	ADJ	ADJ;INDF;MASC+FEM;SG
yetenekli	talentfulde	yetenekli	talentfuld	ADJ	ADJ;PL
yetenekli	dygtige	yetenekli	dygtig	ADJ	ADJ;PL
yetenekli	talentfuld	yetenekli	talentfuld	ADJ	ADJ;INDF;MASC+FEM;SG
yetenekli	faglært	yetenekli	faglært	ADJ	ADJ;INDF;SG
yetenekli	faglærte	yetenekli	faglært	ADJ	ADJ;PL
müslümanlar	muslimerne	müslüman	muslim	N;NOM;PL;3	N;DEF;MASC+FEM;PL
müslümanlar	muslimer	müslüman	muslim	N;NOM;PL;3	N;INDF;MASC+FEM;PL
müslümanlar	muslimer	müslüman	muslim	N;NOM;PL;3	N;INDF;MASC+FEM;PL
gözleri	øjnene	göz	øje	N;NOM;PL;3	N;DEF;NEUT;PL
gözleri	øjne	göz	øje	N;NOM;PL;3	N;INDF;NEUT;PL
konserler	koncerter	konser	koncert	N;NOM;PL;3	N;INDF;MASC+FEM;PL
binalar	bygninger	bina	bygning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
binalar	bygningerne	bina	bygning	N;NOM;PL;3	N;DEF;MASC+FEM;PL
binalar	ejendomme	bina	ejendom	N;NOM;PL;3	N;INDF;MASC+FEM;PL
namlu	mundkurv	namlu	mundkurv	N;NOM;SG;3	N;INDF;MASC+FEM;SG
namlu	tønde	namlu	tønde	N;NOM;SG;3	N;INDF;MASC+FEM;SG
geceleri	aftener	gece	aften	N;ACC;PL;3	N;INDF;MASC+FEM;PL
geceleri	nætter	gece	nætte	N;ACC;PL;3	N;INDF;MASC+FEM;PL
tarihçiler	historikere	tarihçi	historiker	N;NOM;PL;3	N;INDF;MASC+FEM;PL
büyüdü	dyrket	büyü	dyrke	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
büyüdü	vokset	büyü	vokse	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
büyüdü	vokset	büyü	vokse	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
büyüdü	voksede	büyü	vokse	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
simgesi	ikon	simge	ikon	N;NOM;SG;3	N;INDF;NEUT;SG
avukatlık	sagfører	avukatlık	sagfører	N;NOM;SG;3	N;INDF;MASC+FEM;SG
avukatlık	jurist	avukatlık	jurist	N;NOM;SG;3	N;INDF;MASC+FEM;SG
avukatlık	advokat	avukatlık	advokat	N;NOM;SG;3	N;INDF;MASC+FEM;SG
avukatlık	advokatbistand	avukatlık	advokatbistand	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sorumlusu	ansvarlig	sorumlu	ansvarlig	ADJ;NOM;SG;3	ADJ;INDF;MASC+FEM;SG
sorumlusu	ansvarligt	sorumlu	ansvarligt	ADJ;NOM;SG;3	ADJ;INDF;NEUT;SG
anlamak	forstår	anla	forstå	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
anlamak	forstå	anla	forstå	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
cennet	himmel	cennet	himmel	N;NOM;SG;3	N;INDF;MASC+FEM;SG
cennet	himlen	cennet	himmel	N;NOM;SG;3	N;DEF;MASC+FEM;SG
cennet	himmelen	cennet	himmel	N;NOM;SG;3	N;DEF;MASC+FEM;SG
cennet	paradiset	cennet	paradis	N;NOM;SG;3	N;DEF;NEUT;SG
cennet	paradis	cennet	paradis	N;NOM;SG;3	N;INDF;NEUT;SG
cennet	paradise	cennet	paradis	N;NOM;SG;3	N;INDF;MASC+FEM;SG
samanyolu	mælkehvid	samanyolu	mælkehvid	N;NOM;SG;3	N;INDF;NEUT;SG
hotel	hotellet	hotel	hotel	N;NOM;SG;3	N;DEF;NEUT;SG
hotel	hotel	hotel	hotel	N;NOM;SG;3	N;INDF;NEUT;SG
tutmak	beholder	tut	beholde	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
memnun	tilfredse	memnun	tilfreds	ADJ	ADJ;PL
memnun	tilfreds	memnun	tilfreds	ADJ	ADJ;INDF;MASC+FEM;SG
teknikleri	teknikker	teknik	teknik	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yorumu	bemærkning	yorum	bemærkning	N;ACC;SG;3	N;INDF;MASC+FEM;SG
yorumu	kommentar	yorum	kommentar	N;ACC;SG;3	N;INDF;MASC+FEM;SG
özeti	sammenfatning	özet	sammenfatning	N;ACC;SG;3	N;INDF;MASC+FEM;SG
özeti	sammendrag	özet	sammendrag	N;ACC;SG;3	N;INDF;NEUT;SG
özeti	resumé	özet	resumé	N;ACC;SG;3	N;INDF;MASC+FEM;SG
özeti	resume	özet	resume	N;ACC;SG;3	N;INDF;NEUT;SG
kavga	slagsmål	kavga	slagsmål	N;NOM;SG;3	N;INDF;NEUT;SG
kavga	slåskamp	kavga	slåskamp	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kavga	kamp	kavga	kamp	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kavga	slåskamp	kavga	slåskamp	N;NOM;SG;3	N;INDF;MASC+FEM;SG
komedyen	komiker	komedyen	komike	N;NOM;SG;3	N;INDF;MASC+FEM;SG
platformu	perron	platform	perron	N;NOM;SG;3	N;INDF;MASC+FEM;SG
platformu	platform	platform	platform	N;NOM;SG;3	N;INDF;MASC+FEM;SG
platformu	perronen	platform	perron	N;NOM;SG;3	N;DEF;MASC+FEM;SG
platformu	platformen	platform	platform	N;NOM;SG;3	N;DEF;MASC+FEM;SG
cerrahi	operation	cerrahi	operation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
cerrahi	kirurgi	cerrahi	kirurgi	N;NOM;SG;3	N;INDF;MASC+FEM;SG
gözü	øje	göz	øje	N;NOM;SG;3	N;INDF;NEUT;SG
gözü	blik	göz	blik	N;NOM;SG;3	N;INDF;NEUT;SG
gözü	øjet	göz	øje	N;NOM;SG;3	N;DEF;NEUT;SG
sorumluluk	ansvar	sorumluluk	ansvar	N;NOM;SG;3	N;INDF;NEUT;SG
sorumluluk	erstatningsansvar	sorumluluk	erstatningsansvar	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sorumluluk	hæftelse	sorumluluk	hæftelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sorumluluk	ansvar	sorumluluk	ansvar	N;NOM;SG;3	N;INDF;NEUT;SG
sorumluluk	ansvar	sorumluluk	ansvar	N;NOM;SG;3	N;INDF;NEUT;SG
sorumluluk	ansvaret	sorumluluk	ansvar	N;NOM;SG;3	N;DEF;NEUT;SG
sorumluluk	ansvarlighed	sorumluluk	ansvarlighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
aralığı	interval	aralık	interval	N;NOM;SG;3	N;INDF;NEUT;SG
konut	opholdssted	konut	opholdssted	N;NOM;SG;3	N;INDF;NEUT;SG
konut	ophold	konut	ophold	N;NOM;SG;3	N;INDF;NEUT;SG
konut	bopæl	konut	bopæl	N;NOM;SG;3	N;INDF;MASC+FEM;SG
konut	bolig	konut	bolig	N;NOM;SG;3	N;INDF;MASC+FEM;SG
konut	boligbyggeri	konut	boligbyggeri	N;NOM;SG;3	N;INDF;NEUT;SG
konut	bolig	konut	bolig	N;NOM;SG;3	N;INDF;MASC+FEM;SG
konut	beboelse	konut	beboelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kelimeler	ord	kelime	ord	N;NOM;PL;3	N;INDF;NEUT;PL
solunum	respiratorisk	sol	respiratorisk	ADJ;NOM;SG;3	ADJ;INDF;SG
hazine	skatten	hazin	skat	N;NOM;SG;3	N;DEF;MASC+FEM;SG
hazine	statskassen	hazin	statskasse	N;NOM;SG;3	N;DEF;MASC+FEM;SG
hazine	finansministeriet	hazin	finansministerium	N;NOM;SG;3	N;DEF;NEUT;SG
hazine	statskasse	hazin	statskasse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
planet	planet	planet	plan	N;NOM;SG;3	N;DEF;NEUT;SG
planet	planeten	planet	plan	N;NOM;SG;3	N;DEF;MASC+FEM;SG
halkları	folkeslag	halk	folkeslag	N;ACC;PL;3	N;INDF;NEUT;PL
halkları	befolkninger	halk	befolkning	N;ACC;PL;3	N;INDF;MASC+FEM;PL
öğretmenlik	undervisning	öğretmenlik	undervisning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
öğretmenlik	undervisningen	öğretmenlik	undervisning	N;NOM;SG;3	N;DEF;MASC+FEM;SG
denizaltı	ubåden	denizaltı	ubåd	N;NOM;SG;3	N;DEF;MASC+FEM;SG
denizaltı	ubåd	denizaltı	ubåd	N;NOM;SG;3	N;INDF;MASC+FEM;SG
operasyonu	betjening	operasyon	betjening	N;ACC;SG;3	N;INDF;MASC+FEM;SG
operasyonu	operation	operasyon	operation	N;ACC;SG;3	N;INDF;MASC+FEM;SG
operasyonu	drift	operasyon	drift	N;ACC;SG;3	N;INDF;MASC+FEM;SG
operasyonu	operationen	operasyon	operation	N;ACC;SG;3	N;DEF;MASC+FEM;SG
gösteriyor	viser	göster	vise	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
gösteriyor	viser	göster	vise	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
çoğunluk	majoritet	çoğunluk	majoritet	N;NOM;SG;3	N;INDF;MASC+FEM;SG
çoğunluk	flertal	çoğunluk	flertal	N;NOM;SG;3	N;INDF;NEUT;SG
çoğunluk	flertallet	çoğunluk	flertal	N;NOM;SG;3	N;DEF;NEUT;SG
yoğunluk	intensitet	yoğunluk	intensitet	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yoğunluk	densitet	yoğunluk	densitet	N;NOM;SG;3	N;INDF;NEUT;SG
yoğunluk	massefylde	yoğunluk	massefylde	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yoğunluk	befolkningstæthed	yoğunluk	befolkningstæthed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yoğunluk	vægtfylde	yoğunluk	vægtfylde	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yoğunluk	tæthed	yoğunluk	tæthed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
belirlenmiş	udpeget	belirle	udpege	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
teknolojileri	teknologier	teknoloji	teknologi	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kişileri	kontakter	kişi	kontakt	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kişileri	kontaktpersoner	kişi	kontaktperson	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kişileri	kontaktlinser	kişi	kontaktlins	N;ACC;PL;3	N;INDF;MASC+FEM;PL
liderleri	lederne	lider	leder	N;ACC;PL;3	N;DEF;MASC+FEM;PL
liderleri	ledere	lider	leder	N;ACC;PL;3	N;INDF;MASC+FEM;PL
gelirler	indtægter	gel	indtægte	N;NOM;PL;3	N;INDF;MASC+FEM;PL
gelirler	indkomster	gel	indkomst	N;NOM;PL;3	N;INDF;MASC+FEM;PL
üretilmiş	fremstillet	üre	fremstille	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
üretilmiş	produceret	üre	producere	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
üretilmiş	fremstillet	üre	fremstille	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
üretilmiş	produceret	üre	producere	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
yarattı	oprettede	yarat	oprette	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
yarattı	skabt	yarat	skabe	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
yarattı	oprettet	yarat	oprette	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
etkinlikler	aktiviteterne	etkinlik	aktivitet	N;NOM;PL;3	N;DEF;MASC+FEM;PL
etkinlikler	aktiviteter	etkinlik	aktivitet	N;NOM;PL;3	N;INDF;MASC+FEM;PL
etkinlikler	begivenheder	etkinlik	begivenhed	N;NOM;PL;3	N;INDF;MASC+FEM;PL
etkinlikler	hændelser	etkinlik	hændelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
etkinlikler	arrangementer	etkinlik	arrangement	N;NOM;PL;3	N;INDF;NEUT;PL
etkinlikler	events	etkinlik	events	N;NOM;PL;3	N;INDF;MASC+FEM;PL
etkinlikler	begivenhederne	etkinlik	begivenhed	N;NOM;PL;3	N;DEF;MASC+FEM;PL
ifadeler	reaktioner	ifade	reaktion	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ifadeler	reaktionerne	ifade	reaktion	N;NOM;PL;3	N;DEF;MASC+FEM;PL
ifadeler	tilbagemeldinger	ifade	tilbagemelding	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ifadeler	redegørelser	ifade	redegørelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ifadeler	opgørelser	ifade	opgørelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ifadeler	erklæringer	ifade	erklæring	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ifadeler	udtalelser	ifade	udtalelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ifadeler	vendinger	ifade	vending	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ifadeler	sætninger	ifade	sætning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
hücreleri	cellerne	hücre	celler	N;ACC;PL;3	N;DEF;NEUT;PL
hücreleri	solceller	hücre	solcel	N;ACC;PL;3	N;INDF;NEUT;PL
hücreleri	celler	hücre	celler	N;ACC;PL;3	N;INDF;NEUT;PL
eksikliği	mangel	eksiklik	mangel	N;NOM;SG;3	N;INDF;MASC+FEM;SG
eksikliği	mangel	eksiklik	mangel	N;NOM;SG;3	N;INDF;MASC+FEM;SG
puanlar	vurderinger	puan	vurdering	N;NOM;PL;3	N;INDF;MASC+FEM;PL
