wat	que	wat	que	PRO	PRO;MASC;SG
rekening	conta	rekening	conta	N;SG	N;FEM;SG
skare	multidão	skaar	multidão	N;SG	N;FEM;SG
bygestaan	assistida	bystaan	assistir	V;PST;V.PTCP	V;FEM;SG;V.PTCP
bygestaan	assistido	bystaan	assistir	V;PST;V.PTCP	V;MASC;SG;V.PTCP
bygestaan	assistidos	bystaan	assistir	V;PST;V.PTCP	V;MASC;PL;V.PTCP
ore	orelhas	ore	orelha	N;PL	N;FEM;PL
uitslag	resultado	uitslag	resultado	N;SG	N;MASC;SG
siklus	ciclo	siklus	ciclo	N;SG	N;MASC;SG
vrag	frete	vrag	frete	N;SG	N;MASC;SG
oorwinnings	vitórias	oorwinning	vitória	N;PL	N;FEM;PL
bekwame	capaz	bekwame	capaz	ADJ;NOM	ADJ;MASC;SG
bekwame	capazes	bekwame	capaz	ADJ;NOM	ADJ;MASC;PL
republieke	repúblicas	republiek	república	N;PL	N;FEM;PL
strewe	perseguição	strewe	perseguição	N;SG	N;FEM;SG
adelaide	adelaide	adelaide	adelaide	N;SG	N;FEM;SG
argief	arquivo	argief	arquivo	N;SG	N;MASC;SG
beurs	bolsa	beurs	bolsa	N;SG	N;FEM;SG
aanbod	lance	aanbod	lançar	N;SG	N;MASC;SG
aanbod	licitação	aanbod	licitação	N;SG	N;FEM;SG
aanbod	oferta	aanbod	oferta	N;SG	N;FEM;SG
beleggings	investimentos	belegging	investimento	N;PL	N;MASC;PL
simboliese	simbólica	simbolies	simbólico	ADJ;NOM	ADJ;FEM;SG
simboliese	simbólicas	simbolies	simbólico	ADJ;NOM	ADJ;FEM;PL
simboliese	simbólico	simbolies	simbólico	ADJ;NOM	ADJ;MASC;SG
humor	humor	humor	humor	N;SG	N;MASC;SG
bestyging	subida	bestyging	subida	N;SG	N;FEM;SG
bestyging	ascensão	bestyging	ascensão	N;SG	N;FEM;SG
verslae	relatórios	verslag	relatório	N;PL	N;MASC;PL
verslae	denúncias	verslag	denúncia	N;PL	N;FEM;PL
olifant	elefante	olifant	elefante	N;SG	N;MASC;SG
gebreek	quebrada	gebreek	quebrar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gebreek	quebrado	gebreek	quebrar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
opgelos	resolvidos	oplos	resolver	V;PST;V.PTCP	V;MASC;PL;V.PTCP
opgelos	resolveu	oplos	resolver	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
opgelos	resolvido	oplos	resolver	V;PST;V.PTCP	V;MASC;SG;V.PTCP
opgelos	resolvida	oplos	resolver	V;PST;V.PTCP	V;FEM;SG;V.PTCP
opgelos	resolvidas	oplos	resolver	V;PST;V.PTCP	V;FEM;PL;V.PTCP
spog	gabar	spog	gabar	V;PRS	V;NFIN
doelwit	objectivo	doelwit	objectivo	N;SG	N;MASC;SG
doelwit	objetivo	doelwit	objetivo	N;SG	N;MASC;SG
doelwit	gol	doelwit	gol	N;SG	N;MASC;SG
doelwit	objetivo	doelwit	objetivo	N;SG	N;MASC;SG
doelwit	golo	doelwit	golo	N;SG	N;MASC;SG
doelwit	baliza	doelwit	baliza	N;SG	N;FEM;SG
doelwit	meta	doelwit	meta	N;SG	N;FEM;SG
beseer	magoar	beseer	magoar	V;PRS	V;NFIN
beseer	machucando	beseer	machucar	V;PRS	V;V.MSDR
eksperimente	experiências	eksperiment	experiência	N;PL	N;FEM;PL
eksperimente	experimentos	eksperiment	experimento	N;PL	N;MASC;PL
beplanning	planejamento	beplanning	planejamento	N;SG	N;MASC;SG
beplanning	planeamento	beplanning	planeamento	N;SG	N;MASC;SG
beplanning	planificação	beplanning	planificação	N;SG	N;FEM;SG
skryfwerk	queima	skryfwerk	queima	N;SG	N;FEM;SG
ramp	catástrofe	ramp	catástrofe	N;SG	N;FEM;SG
ramp	desastre	ramp	desastre	N;SG	N;MASC;SG
nat	wet	nat	wet	N;SG	N;MASC;SG
gepoog	tentar	moog	tentar	V;PST;V.PTCP	V;NFIN
gepoog	tentando	moog	tentar	V;PST;V.PTCP	V;V.MSDR
louisiana	louisiana	louisiana	louisiano	N;SG	N;FEM;SG
louisiana	luisiana	louisiana	luisiano	N;SG	N;FEM;SG
reaksies	reacções	reaksie	reacção	N;PL	N;FEM;PL
reaksies	reações	reaksie	reação	N;PL	N;FEM;PL
onmiddellike	imediatas	onmiddellik	imediato	ADJ;NOM	ADJ;FEM;PL
onmiddellike	imediata	onmiddellik	imediato	ADJ;NOM	ADJ;FEM;SG
migrasie	migração	migrasie	migração	N;SG	N;FEM;SG
dwing	forçar	dwing	forçar	V;PRS	V;NFIN
ingesamel	criado	insamel	criar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
strande	praias	strand	praia	N;PL	N;FEM;PL
geriewe	facilidades	rief	facilidade	N;PL	N;FEM;PL
geriewe	instalações	rief	instalação	N;PL	N;FEM;PL
dagbreek	crimson	dagbreek	crimson	N;SG	N;MASC;SG
fliek	filme	fliek	filme	N;SG	N;MASC;SG
woonbuurte	bairros	woonbuurte	bairro	N;PL	N;MASC;PL
woonbuurte	vizinhanças	woonbuurte	vizinhança	N;PL	N;FEM;PL
dooie	morta	dooie	morto	N;SG	N;FEM;SG
dooie	dead	dooie	dead	N;SG	N;MASC;SG
inspirasie	inspiração	inspirasie	inspiração	N;SG	N;FEM;SG
byeenkoms	recolha	byeenkoms	recolha	N;SG	N;FEM;SG
verswak	enfraquecem	verswak	enfraquecer	V;PRS	V;IND;PL;3;PRS;FIN
verswak	enfraquecer	verswak	enfraquecer	V;PRS	V;NFIN
belê	investindo	belê	investir	V;PRS	V;V.MSDR
belê	investir	belê	investir	V;PRS	V;NFIN
belê	investe	belê	investir	V;PRS	V;IND;SG;3;PRS;FIN
belê	investir	belê	investir	V;PRS	V;NFIN
belê	invista	belê	invista	V;PRS	V;SBJV;SG;3;PRS;FIN
molekules	moléculas	molekule	molécula	N;PL	N;FEM;PL
kanon	cannon	kanon	cannon	N;SG	N;MASC;SG
kanon	canhão	kanon	canhão	N;SG	N;MASC;SG
veranderlikes	variáveis	veranderlike	variável	N;PL	N;MASC;PL
kommissaris	comissária	kommissaris	comissário	N;SG	N;FEM;SG
kommissaris	comissário	kommissaris	comissário	N;SG	N;MASC;SG
voorafgegaan	precedida	voorafgaan	preceder	V;PST;V.PTCP	V;FEM;SG;V.PTCP
voorafgegaan	precedeu	voorafgaan	preceder	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
voorafgegaan	precedido	voorafgaan	preceder	V;PST;V.PTCP	V;MASC;SG;V.PTCP
ouma	vovó	ouma	vovó	N;SG	N;FEM;SG
ouma	avó	ouma	avó	N;SG	N;FEM;SG
ouma	vó	ouma	vó	N;SG	N;FEM;SG
ouma	vovó	ouma	vovó	N;SG	N;FEM;SG
ouma	avó	ouma	avó	N;SG	N;FEM;SG
seelandse	zelândia	seelands	zelândia	N;SG	N;FEM;SG
vulkaan	vulcão	vulkaan	vulcão	N;SG	N;MASC;SG
vere	penas	vere	pena	N;PL	N;FEM;PL
vere	plumas	vere	pluma	N;PL	N;FEM;PL
besigtig	ver	besigtig	ver	V;PRS	V;NFIN
besigtig	visualizar	besigtig	visualizar	V;PRS	V;NFIN
erik	eric	erik	eric	N;SG	N;MASC;SG
erik	erik	erik	erik	N;SG	N;MASC;SG
diagram	diagrama	diagram	diagrama	N;SG	N;MASC;SG
versamelings	colecções	versameling	colecção	N;PL	N;FEM;PL
versamelings	coleções	versameling	coleção	N;PL	N;FEM;PL
aanraking	touch	aanraking	touch	N;SG	N;MASC;SG
aanraking	toque	aanraking	toque	N;SG	N;MASC;SG
supernova	supernova	supernova	supernova	N;SG	N;FEM;SG
aanbieder	apresentadora	aanbieder	apresentador	N;SG	N;FEM;SG
aanbieder	apresentador	aanbieder	apresentador	N;SG	N;MASC;SG
genooi	convidou	nooi	convidar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
genooi	convidadas	nooi	convidar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
genooi	convidada	nooi	convidar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
genooi	convidado	nooi	convidar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
illustrasie	ilustração	illustrasie	ilustração	N;SG	N;FEM;SG
waarskynlikheid	probabilidade	waarskynlikheid	probabilidade	N;SG	N;FEM;SG
medisyne	droga	medisyne	droga	N;SG	N;FEM;SG
kantore	gabinetes	kantoor	gabinete	N;PL	N;MASC;PL
kantore	escritórios	kantoor	escritório	N;PL	N;MASC;PL
droog	secar	droog	secar	V;PRS	V;NFIN
bek	bek	bek	bek	N;SG	N;MASC;SG
portret	retrato	portret	retrato	N;SG	N;MASC;SG
hertogdom	ducado	hertogdom	ducado	N;SG	N;MASC;SG
ophou	parar	ophou	parar	V;PRS	V;NFIN
ophou	pára	ophou	parar	V;PRS	V;IND;SG;3;PRS;FIN
revolusie	revolution	revolusie	revolution	N;SG	N;MASC;SG
revolusie	revolução	revolusie	revolução	N;SG	N;FEM;SG
doodgemaak	morto	doodgemaak	morrer	V;PST;V.PTCP	V;MASC;SG;V.PTCP
doodgemaak	matou	doodgemaak	matar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
helium	hélio	helium	hélio	N;SG	N;MASC;SG
verteenwoordiging	representação	verteenwoordiging	representação	N;SG	N;FEM;SG
bestemming	destino	bestemming	destino	N;SG	N;MASC;SG
onderhandel	negociar	onderhandel	negociar	V;PRS	V;NFIN
japannees	japoneses	japannees	japonês	N;PL	N;MASC;PL
droom	dream	droom	dream	N;SG	N;MASC;SG
droom	sonho	droom	sonho	N;SG	N;MASC;SG
stikstof	nitrogénio	stikstof	nitrogénio	N;SG	N;MASC;SG
stikstof	azoto	stikstof	azoto	N;SG	N;MASC;SG
stikstof	nitrogênio	stikstof	nitrogênio	N;SG	N;MASC;SG
opnames	gravações	opname	gravação	N;PL	N;FEM;PL
opnames	sondagens	opname	sondagem	N;PL	N;FEM;PL
opnames	inquéritos	opname	inquérito	N;PL	N;MASC;PL
fotograaf	fotógrafa	fotograaf	fotógrafa	N;SG	N;FEM;SG
fotograaf	fotografo	fotograaf	fotografo	N;SG	N;MASC;SG
fotograaf	fotógrafo	fotograaf	fotógrafo	N;SG	N;MASC;SG
mite	ácaro	mite	ácaro	N;SG	N;MASC;SG
boris	boris	boris	bori	N;SG	N;MASC;SG
koninkryke	reinos	koninkryak	reino	N;PL	N;MASC;PL
interpretasie	interpretação	interpretasie	interpretação	N;SG	N;FEM;SG
woud	floresta	woud	floresta	N;SG	N;FEM;SG
woud	bosque	woud	bosque	N;SG	N;MASC;SG
woud	forest	woud	forest	N;SG	N;MASC;SG
voorbereiding	preparo	voorbereiding	preparo	N;SG	N;MASC;SG
voorbereiding	preparação	voorbereiding	preparação	N;SG	N;FEM;SG
sirkulasie	circulação	sirkulasie	circulação	N;SG	N;FEM;SG
sirkulasie	tiragem	sirkulasie	tiragem	N;SG	N;FEM;SG
hervat	recomeçar	hervat	recomeçar	V;PRS	V;NFIN
hervat	retomar	hervat	retomar	V;PRS	V;NFIN
gevaarlike	perigosa	gevaarlik	perigoso	ADJ;NOM	ADJ;FEM;SG
gevaarlike	perigosos	gevaarlik	perigoso	ADJ;NOM	ADJ;MASC;PL
gevaarlike	perigosas	gevaarlik	perigoso	ADJ;NOM	ADJ;FEM;PL
gevaarlike	perigoso	gevaarlik	perigoso	ADJ;NOM	ADJ;MASC;SG
gevaarlike	perigosa	gevaarlik	perigoso	ADJ;NOM	ADJ;FEM;SG
gevaarlike	perigosos	gevaarlik	perigoso	ADJ;NOM	ADJ;MASC;PL
gevaarlike	perigoso	gevaarlik	perigoso	ADJ;NOM	ADJ;MASC;SG
nabye	imediações	naby	imediação	N;PL	N;FEM;PL
landdros	magistrado	landdros	magistrado	N;SG	N;MASC;SG
chileense	chilena	chileens	chileno	N;SG	N;FEM;SG
chileense	chileno	chileens	chileno	N;SG	N;MASC;SG
diamant	diamond	diamant	diamond	N;SG	N;MASC;SG
diamant	diamante	diamant	diamante	N;SG	N;MASC;SG
vertroue	confiança	vertroue	confiança	N;SG	N;FEM;SG
vertroue	confidência	vertroue	confidência	N;SG	N;FEM;SG
beperkings	limitações	beperking	limitação	N;PL	N;FEM;PL
beperkings	restrições	beperking	restrição	N;PL	N;FEM;PL
beperkings	limites	beperking	limite	N;PL	N;MASC;PL
beperkings	condicionalismos	beperking	condicionalismo	N;PL	N;MASC;PL
beperkings	limitações	beperking	limitação	N;PL	N;FEM;PL
beperkings	constrangimentos	beperking	constrangimento	N;PL	N;MASC;PL
beperkings	restrições	beperking	restrição	N;PL	N;FEM;PL
radikale	radical	radikaal	radical	ADJ;NOM	ADJ;MASC;SG
gideon	gideon	gideon	gideon	N;SG	N;MASC;SG
vermeerder	aumente	vermeerder	aumente	V;PRS	V;SBJV;SG;3;PRS;FIN
vermeerder	aumentem	vermeerder	aumentar	V;PRS	V;SBJV;PL;3;PRS;FIN
vermeerder	aumentar	vermeerder	aumentar	V;PRS	V;NFIN
vermeerder	aumenta	vermeerder	aumentar	V;PRS	V;IND;SG;3;PRS;FIN
vermeerder	aumentar	vermeerder	aumentar	V;PRS	V;NFIN
vermeerder	aumentando	vermeerder	aumentar	V;PRS	V;V.MSDR
herder	herder	herder	herder	N;SG	N;MASC;SG
kwessies	problemas	kwessie	problema	N;PL	N;MASC;PL
kwessies	questões	kwessie	questão	N;PL	N;FEM;PL
grande	grande	grand	grande	ADJ;NOM	ADJ;MASC;SG
ontvangs	recepção	ontvangs	recepção	N;SG	N;FEM;SG
ontvangs	receção	ontvangs	receção	N;SG	N;FEM;SG
erosie	erosão	erosie	erosão	N;SG	N;FEM;SG
terreine	sítios	terrein	sítio	N;PL	N;MASC;PL
terreine	sites	terrein	site	N;PL	N;MASC;PL
maatreëls	medições	maatreël	medição	N;PL	N;FEM;PL
maatreëls	medições	maatreël	medição	N;PL	N;FEM;PL
variasies	variantes	variasie	variante	N;PL	N;FEM;PL
variasies	variações	variasie	variação	N;PL	N;FEM;PL
vakansie	semana	vakansie	semana	N;SG	N;FEM;SG
vakansie	feriado	vakansie	feriado	N;SG	N;MASC;SG
vakansie	aniversário	vakansie	aniversário	N;SG	N;MASC;SG
vakansie	aniversario	vakansie	aniversario	N;SG	N;MASC;SG
vakansie	hora	vakansie	hora	N;SG	N;FEM;SG
koffie	cafezinho	koffie	cafezinho	N;SG	N;MASC;SG
koffie	café	koffie	café	N;SG	N;MASC;SG
viering	celebração	viering	celebração	N;SG	N;FEM;SG
viering	comemoração	viering	comemoração	N;SG	N;FEM;SG
skild	escudo	skild	escudo	N;SG	N;MASC;SG
skild	shield	skild	shield	N;SG	N;MASC;SG
uitvoering	execução	uitvoering	execução	N;SG	N;FEM;SG
eeufees	centenário	eeufees	centenário	N;SG	N;MASC;SG
luiperd	leopardo	luiperd	leopardo	N;SG	N;MASC;SG
luiperd	pantera	luiperd	pantera	N;SG	N;FEM;SG
protes	protestos	prote	protesto	N;PL	N;MASC;PL
versnel	acelerado	versnel	acelerar	V;PRS	V;MASC;SG;V.PTCP
versnel	acelerados	versnel	acelerar	V;PRS	V;MASC;PL;V.PTCP
versnel	acelerada	versnel	acelerar	V;PRS	V;FEM;SG;V.PTCP
gegooi	caiu	mooi	cair	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gegooi	largado	mooi	largar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
opstel	configurar	opstel	configurar	V;PRS	V;NFIN
opstel	configure	opstel	configurar	V;PRS	V;SBJV;SG;3;PRS;FIN
gat	buraco	gat	buraco	N;SG	N;MASC;SG
gat	hole	gat	hole	N;SG	N;MASC;SG
gat	furo	gat	furo	N;SG	N;MASC;SG
verkondig	advoga	verkondig	advoga	V;PRS	V;IND;SG;3;PRS;FIN
verkope	vendas	verkoop	venda	N;PL	N;FEM;PL
oefen	malhar	oefen	malhar	V;PRS	V;NFIN
oefen	praticar	oefen	praticar	V;PRS	V;NFIN
oefen	pratique	oefen	pratique	V;PRS	V;SBJV;SG;3;PRS;FIN
redaksie	editorial	redaksie	editorial	N;SG	N;MASC;SG
boot	barco	boot	barco	N;SG	N;MASC;SG
boot	bote	boot	bote	N;SG	N;MASC;SG
boot	embarcação	boot	embarcação	N;SG	N;FEM;SG
afgetree	aposentado	aftree	aposentar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
afgetree	reformado	aftree	reformado	V;PST;V.PTCP	V;MASC;SG;V.PTCP
afgetree	reformados	aftree	reformar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
atleet	atleta	atleet	atleta	N;SG	N;MASC;SG
variante	variantes	variant	variante	N;PL	N;FEM;PL
middelste	middle	middelste	middle	N;SG	N;MASC;SG
aanbidding	adoração	aanbidding	adoração	N;SG	N;FEM;SG
aanbidding	culto	aanbidding	culto	N;SG	N;MASC;SG
aanbidding	adoração	aanbidding	adoração	N;SG	N;FEM;SG
diplomatieke	diplomático	diplomatiek	diplomático	ADJ;NOM	ADJ;MASC;SG
fabrieke	fábricas	fabriek	fábrica	N;PL	N;FEM;PL
liedere	músicas	lied	música	N;PL	N;FEM;PL
liedere	canções	lied	canção	N;PL	N;FEM;PL
drink	beber	drink	beber	V;PRS	V;NFIN
drink	bebendo	drink	beber	V;PRS	V;V.MSDR
standpunte	posições	standpunt	posição	N;PL	N;FEM;PL
aankoop	comprar	aankoop	comprar	V;PRS	V;NFIN
riglyne	directrizes	riglyn	directriz	N;PL	N;FEM;PL
riglyne	orientações	riglyn	orientação	N;PL	N;FEM;PL
riglyne	diretrizes	riglyn	diretriz	N;PL	N;FEM;PL
kamera	câmara	kamera	câmara	N;SG	N;FEM;SG
kamera	camera	kamera	camera	N;SG	N;FEM;SG
kamera	câmera	kamera	câmera	N;SG	N;FEM;SG
skedel	caveira	skedel	caveira	N;SG	N;FEM;SG
skedel	crânio	skedel	crânio	N;SG	N;MASC;SG
vergeet	esqueça	vergeet	esquecer	V;PRS	V;SBJV;SG;3;PRS;FIN
vergeet	esquecer	vergeet	esquecer	V;PRS	V;NFIN
vergeet	esquece	vergeet	esquecer	V;PRS	V;IND;SG;3;PRS;FIN
vergeet	esqueci	vergeet	esquecer	V;PRS	V;IND;SG;1;PRS;FIN
kortstondige	momentânea	kortstondig	momentâneo	ADJ;NOM	ADJ;FEM;SG
werkwoord	verbo	werkwoord	verbo	N;SG	N;MASC;SG
ontplof	explode	ontplof	explode	V;PRS	V;IND;SG;3;PRS;FIN
ontplof	explodir	ontplof	explodir	V;PRS	V;NFIN
ontplof	exploda	ontplof	explodar	V;PRS	V;SBJV;SG;3;PRS;FIN
koel	fixe	koel	fixe	V;PRS	V;SBJV;SG;3;PRS;FIN
sny	aparar	sny	aparar	V;PRS	V;NFIN
eksamen	exame	eksamen	exame	N;SG	N;MASC;SG
lynden	lynden	lynden	lynden	N;SG	N;MASC;SG
geïnstalleer	instalada	installeer	instalar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
geïnstalleer	instalados	installeer	instalar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
geïnstalleer	instalado	installeer	instalar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
vensters	janelas	venster	janela	N;PL	N;FEM;PL
sanskrit	sânscrito	sanskrit	sânscrito	N;SG	N;MASC;SG
huwelike	casamentos	huwelik	casamento	N;PL	N;MASC;PL
voorlopige	preliminar	voorlopig	preliminar	ADJ;NOM	ADJ;MASC;SG
standbeelde	estátuas	standbeeld	estátua	N;PL	N;FEM;PL
tydperke	períodos	tydperk	período	N;PL	N;MASC;PL
memphis	memphis	memphis	memphi	N;SG	N;MASC;SG
eise	alegações	eise	alegação	N;PL	N;FEM;PL
eise	reclamações	eise	reclamação	N;PL	N;FEM;PL
eise	reivindicações	eise	reivindicação	N;PL	N;FEM;PL
tonnel	túnel	tonnel	túnel	N;SG	N;MASC;SG
tonnel	tunel	tonnel	tunel	N;SG	N;MASC;SG
spits	cospe	spits	cosper	V;PRS	V;IND;SG;3;PRS;FIN
voorwaarde	condição	voorwaarde	condição	N;SG	N;FEM;SG
voorwaarde	estado	voorwaarde	estado	N;SG	N;MASC;SG
reekse	gamas	reeks	gama	N;PL	N;FEM;PL
reekse	intervalos	reeks	intervalo	N;PL	N;MASC;PL
burgerskap	cidadania	burgerskap	cidadania	N;SG	N;FEM;SG
keur	aprovar	keur	aprovar	V;PRS	V;NFIN
keur	aprova	keur	aprovar	V;PRS	V;IND;SG;3;PRS;FIN
keur	aprove	keur	aprovar	V;PRS	V;SBJV;SG;3;PRS;FIN
hoogtes	alturas	hoogte	altura	N;PL	N;FEM;PL
ingeskryf	subscrito	inskryf	subscrito	V;PST;V.PTCP	V;MASC;SG;V.PTCP
ingeskryf	subscritos	inskryf	subscrever	V;PST;V.PTCP	V;MASC;PL;V.PTCP
molekulêre	molecular	molekulêr	molecular	ADJ;NOM	ADJ;MASC;SG
rekords	registos	rekord	registo	N;PL	N;MASC;PL
rekords	registros	rekord	registro	N;PL	N;MASC;PL
rekords	discos	rekord	disco	N;PL	N;MASC;PL
gote	godos	goot	godo	N;PL	N;MASC;PL
veldtogte	campanhas	veldtog	campanha	N;PL	N;FEM;PL
pligte	deveres	plig	dever	N;PL	N;MASC;PL
persoonlikhede	personalidades	persoonlikheid	personalidade	N;PL	N;FEM;PL
religie	religião	religie	religião	N;SG	N;FEM;SG
richmond	richmond	richmond	richmond	N;SG	N;MASC;SG
vereenselwig	unificado	vereenselwig	unificar	V;PRS	V;MASC;SG;V.PTCP
vereenselwig	unificada	vereenselwig	unificar	V;PRS	V;FEM;SG;V.PTCP
fakulteit	factorial	fakulteit	factorial	N;SG	N;MASC;SG
fakulteit	faculdade	fakulteit	faculdade	N;SG	N;FEM;SG
begeerte	desejo	begeerte	desejo	N;SG	N;MASC;SG
kosakke	cossacos	kosak	cossaco	N;PL	N;MASC;PL
cité	cité	cité	cité	N;SG	N;FEM;SG
dinamiese	dinâmico	dinamies	dinâmico	ADJ;NOM	ADJ;MASC;SG
dinamiese	dinâmicos	dinamies	dinâmico	ADJ;NOM	ADJ;MASC;PL
uitvinding	invento	uitvinding	invento	N;SG	N;MASC;SG
uitvinding	invenção	uitvinding	invenção	N;SG	N;FEM;SG
moslem	muçulmanos	moslem	muçulmano	N;PL	N;MASC;PL
moslem	muçulmanas	moslem	muçulmano	N;PL	N;FEM;PL
bestee	gasto	bestee	gastar	V;PRS	V;MASC;SG;V.PTCP
monetêre	monetário	monetêre	monetário	N;SG	N;MASC;SG
monetêre	monetária	monetêre	monetário	N;SG	N;FEM;SG
logiese	lógico	logies	lógico	ADJ;NOM	ADJ;MASC;SG
legendariese	legendário	legendaries	legendário	ADJ;NOM	ADJ;MASC;SG
legendariese	lendário	legendaries	lendário	ADJ;NOM	ADJ;MASC;SG
legendariese	lendária	legendaries	lendário	ADJ;NOM	ADJ;FEM;SG
topografiese	topográfico	topografies	topográfico	ADJ;NOM	ADJ;MASC;SG
gene	gene	gene	gene	N;SG	N;MASC;SG
eksperimentele	experimentais	eksperimenteel	experimental	N;PL	N;MASC;PL
belowe	promete	beloof	prometer	V;PRS	V;IND;SG;3;PRS;FIN
belowe	prometa	beloof	prometer	V;PRS	V;SBJV;SG;3;PRS;FIN
busse	autocarros	busse	autocarro	N;PL	N;MASC;PL
beskawings	civilizações	beskawing	civilização	N;PL	N;FEM;PL
uitgesluit	excluir	uitsluit	excluir	V;PST;V.PTCP	V;NFIN
uitgesluit	excluídas	uitsluit	excluir	V;PST;V.PTCP	V;FEM;PL;V.PTCP
uitgesluit	excluídos	uitsluit	excluir	V;PST;V.PTCP	V;MASC;PL;V.PTCP
uitgesluit	excluído	uitsluit	excluir	V;PST;V.PTCP	V;MASC;SG;V.PTCP
uitgesluit	excluída	uitsluit	excluir	V;PST;V.PTCP	V;FEM;SG;V.PTCP
uitgesluit	excluindo	uitsluit	excluir	V;PST;V.PTCP	V;V.MSDR
frekwensie	periodicidade	frekwensie	periodicidade	N;SG	N;FEM;SG
frekwensie	freqüência	frekwensie	freqüência	N;SG	N;FEM;SG
frekwensie	frequência	frekwensie	frequência	N;SG	N;FEM;SG
agterkant	volta	agterkant	volta	N;SG	N;FEM;SG
agterkant	infraestrutura	agterkant	infraestrutura	N;SG	N;FEM;SG
oplossings	soluções	oplossing	solução	N;PL	N;FEM;PL
keisers	imperadores	keiser	imperador	N;PL	N;MASC;PL
soet	sweet	soet	sweet	N;SG	N;MASC;SG
soet	doce	soet	doce	N;SG	N;MASC;SG
vereistes	exigências	vereiste	exigência	N;PL	N;FEM;PL
vereistes	requisitos	vereiste	requisito	N;PL	N;MASC;PL
vereistes	prescrições	vereiste	prescrição	N;PL	N;FEM;PL
denis	denis	denis	denis	N;SG	N;MASC;SG
mesopotamië	mesopotâmia	mesopotamië	mesopotâmia	N;SG	N;FEM;SG
genader	abordado	nader	abordar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
genader	abordou	nader	abordar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
victoriaanse	vitoriana	victoriaans	vitoriano	ADJ;NOM	ADJ;FEM;SG
uitgevind	inventou	uitvind	inventar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
uitgevind	inventado	uitvind	inventar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
uitgevind	inventada	uitvind	inventar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
uitgevind	inventei	uitvind	inventar	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
aangegaan	incorridos	aangaan	incorrer	V;PST;V.PTCP	V;MASC;PL;V.PTCP
lyste	listas	lyste	lista	N;PL	N;FEM;PL
wille	wille	wille	wille	N;SG	N;MASC;SG
verhit	aquece	verhit	aquecer	V;PRS	V;IND;SG;3;PRS;FIN
konsepte	rascunhos	konsepte	rascunho	N;PL	N;MASC;PL
konsepte	noções	konsepte	noção	N;PL	N;FEM;PL
konsepte	conceitos	konsepte	conceito	N;PL	N;MASC;PL
bekendstelling	introdução	bekendstelling	introdução	N;SG	N;FEM;SG
bekendstelling	introdução	bekendstelling	introdução	N;SG	N;FEM;SG
massiewe	maciço	massief	maciço	N;SG	N;MASC;SG
massiewe	maciça	massief	maciço	N;SG	N;FEM;SG
massiewe	massive	massief	massive	N;SG	N;MASC;SG
spreker	orador	spreker	orador	N;SG	N;MASC;SG
spreker	falante	spreker	falante	N;SG	N;MASC;SG
spreker	oradora	spreker	oradora	N;SG	N;FEM;SG
spreker	palestrante	spreker	palestrante	N;SG	N;MASC;SG
stasies	estações	stasie	estação	N;PL	N;FEM;PL
verwesenlik	apontar	verwesenlik	apontar	V;PRS	V;NFIN
herinnering	memória	herinnering	memória	N;SG	N;FEM;SG
herinnering	lembrança	herinnering	lembrança	N;SG	N;FEM;SG
herinnering	memoria	herinnering	memoria	N;SG	N;FEM;SG
bors	bors	bors	bor	N;SG	N;MASC;SG
klippe	stones	klip	stone	N;PL	N;MASC;PL
klippe	pedras	klip	pedra	N;PL	N;FEM;PL
klippe	rochedos	klip	rochedo	N;PL	N;MASC;PL
klippe	pedras	klip	pedra	N;PL	N;FEM;PL
klippe	rochas	klip	rocha	N;PL	N;FEM;PL
vergelykings	comparações	vergelyking	comparação	N;PL	N;FEM;PL
vergelykings	equações	vergelyking	equação	N;PL	N;FEM;PL
politici	políticos	politici	político	N;PL	N;MASC;PL
politici	politicos	politici	politico	N;PL	N;MASC;PL
ontwerper	desenhador	ontwerper	desenhador	N;SG	N;MASC;SG
ontwerper	designer	ontwerper	designer	N;SG	N;MASC;SG
ontwerper	desenhista	ontwerper	desenhista	N;SG	N;MASC;SG
ontwerper	estilista	ontwerper	estilista	N;SG	N;MASC;SG
tonele	cenas	tonele	cena	N;PL	N;FEM;PL
