sovieticii	شوراها	sovietică	شورا	N;DEF;MASC;PL	N;PL
credincios	باوفا	credincios	None	N;INDF;MASC;SG	N;SG
credincios	مؤمن	credincios	None	N;INDF;MASC;SG	N;SG
frica	خوف	frică	خوف	N;DEF;FEM;SG	N;SG
frica	ترس	frică	None	N;DEF;FEM;SG	N;SG
frica	خوف	frică	خوف	N;DEF;FEM;SG	N;SG
frica	ترس	frică	None	N;DEF;FEM;SG	N;SG
campioni	قهرمانان	campion	قهرمان	N;INDF;MASC;PL	N;PL
celebra	معروف	celebra	معروف	ADJ;DEF;FEM;SG	ADJ
tribut	خراج	tribut	خراج	N;INDF;MASC;SG	N;SG
solida	یکدست	solidă	یکدست	ADJ;DEF;FEM;SG	ADJ
guardian	گاردین	guardian	گاردین	N;INDF;MASC;SG	N;SG
dalai	دالایی	dală	دالایی	N;INDF;MASC;SG	N;SG
operatiune	عمل	operatiune	عمل	N;INDF;FEM;SG	N;SG
gradini	باغها	gradină	باغ	N;INDF;FEM;PL	N;PL
editori	انتشارات	editor	انتشار	N;INDF;MASC;PL	N;PL
editori	تدوینگران	editor	تدوینگر	N;INDF;MASC;PL	N;PL
rudele	نزدیکان	rudă	نزدیک	N;DEF;FEM;PL	N;PL
rudele	خویشاوندان	rudă	None	N;DEF;FEM;PL	N;PL
sentiment	احساس	sentiment	احساس	N;INDF;MASC;SG	N;SG
sentiment	حس	sentiment	حس	N;INDF;MASC;SG	N;SG
sentiment	احساسش	sentiment	احساسش	N;INDF;MASC;SG	N;SG
audienta	مخاطب	audient	مخاطب	N;DEF;FEM;SG	N;SG
audienta	مخاطب	audient	مخاطب	N;DEF;FEM;SG	N;SG
lup	گرگ	lup	گرگ	N;INDF;MASC;SG	N;SG
lup	وولف	lup	وولف	N;INDF;MASC;SG	N;SG
lup	گرگه	lup	گرگه	N;INDF;MASC;SG	N;SG
lup	ولف	lup	ولف	N;INDF;MASC;SG	N;SG
audi	آئودی	audi	آئودی	N;INDF;MASC	N;SG
campuri	مزارع	camp	مزرعه	N;INDF;FEM;PL	N;PL
costul	هزینه	cost	هزینه	N;DEF;MASC;SG	N;SG
identic	همسان	identic	همسان	ADJ;INDF;MASC;SG	ADJ
identic	منطبق	identic	None	ADJ;INDF;MASC;SG	ADJ
electroni	الکترونهای	electron	الکترون	N;INDF;MASC;PL	N;PL
electroni	الکترونها	electron	الکترون	N;INDF;MASC;PL	N;PL
diviziune	تقسیم	diviziune	تقسیم	N;INDF;FEM;SG	N;SG
diviziune	واحد	diviziune	واحد	N;INDF;FEM;SG	N;SG
comic	کمدی	comic	None	N;INDF;MASC;SG	N;SG
comic	کمیک	comic	None	N;INDF;MASC;SG	N;SG
comic	مصور	comic	مصور	N;INDF;MASC;SG	N;SG
eticheta	تگ	etichetă	تگ	N;DEF;FEM;SG	N;SG
eticheta	تگ	etichetă	تگ	N;DEF;FEM;SG	N;SG
amandoua	هردو	amandoi	هردو		
amandoua	هردو	amandoi	هردو		
solul	خاک	sol	خاک	N;DEF;MASC;SG	N;SG
sweet	شیرین	sweet	شیرین	N;INDF;MASC;SG	N;SG
moschee	مسجد	moschee	مسجد	N;INDF;FEM;SG	N;SG
moschee	مسجدی	moschee	مسجدی	N;INDF;FEM;SG	N;SG
juramantul	قسم	juramant	None	N;DEF;MASC;SG	N;SG
juramantul	سوگند	juramant	سوگند	N;DEF;MASC;SG	N;SG
tisa	سرخدار	tis	سرخدار	N;DEF;FEM;SG	N;SG
curaj	شهامت	curaj	None	N;INDF;MASC;SG	N;SG
curaj	شجاعت	curaj	شجاعت	N;INDF;MASC;SG	N;SG
curaj	رشادت	curaj	رشادت	N;INDF;MASC;SG	N;SG
curaj	دلیری	curaj	دلیری	N;INDF;MASC;SG	N;SG
lanturi	زنجیرها	lant	زنجیر	N;INDF;FEM;PL	N;PL
chestiuni	مسائل	chestiune	مسأله	N;INDF;FEM;PL	N;PL
fresca	فرسکو	frescă	فرسکو	N;DEF;FEM;SG	N;SG
expansiunea	گسترش	expansiune	گسترش	N;DEF;FEM;SG	N;SG
expansiunea	انبساط	expansiune	انبساط	N;DEF;FEM;SG	N;SG
expansiunea	بسط	expansiune	بسط	N;DEF;FEM;SG	N;SG
evacuarea	تخلیه	evacuare	None	N;DEF;FEM;SG	N;SG
tipurile	انواع	tip	نوع	N;DEF;FEM;PL	N;PL
expansiune	گسترش	expansiune	گسترش	N;INDF;FEM;SG	N;SG
expansiune	انبساط	expansiune	انبساط	N;INDF;FEM;SG	N;SG
expansiune	بسط	expansiune	بسط	N;INDF;FEM;SG	N;SG
melbourne	ملبورن	melbournă	ملبورن	N;INDF;MASC;SG	N;SG
aducerea	آوردن	aducere	آوردن	N;DEF;FEM;SG	N;SG
aducerea	اوردن	aducere	اوردن	N;DEF;FEM;SG	N;SG
cerand	تقاضای	cerand	تقاضا	N;INDF;MASC;SG	N;SG
montaj	مونتاژ	montaj	None	N;INDF;MASC;SG	N;SG
coca	کوکا	coca	کوکا	N;DEF;FEM;SG	N;SG
norvegiana	نروژی	norvegiană	نروژی	N;DEF;FEM;SG	N;SG
norvegiana	نروژ	norvegiană	نروژ	N;DEF;FEM;SG	N;SG
obligatorie	الزامی	obligatoriu	الزامی	ADJ;INDF;FEM;SG	ADJ
tensiunea	تنش	tensiune	تنش	N;DEF;FEM;SG	N;SG
tensiunea	ولتاژ	tensiune	ولتاژ	N;DEF;FEM;SG	N;SG
sheriff	کلانتر	sheriff	کلان	N;INDF;MASC;SG	N;SG
democratica	دمکراتیک	democratică	None	N;DEF;FEM;SG	N;SG
democratica	دموکراتیک	democratică	دموکراتیک	N;DEF;FEM;SG	N;SG
democratica	دموکرات	democratică	دموکر	N;DEF;FEM;SG	N;SG
masurare	پیمانه	masurare	پیمانه	N;INDF;FEM;SG	N;SG
maiorul	ماژور	maior	ماژور	N;DEF;MASC;SG	N;SG
maiorul	سرگرد	maior	سرگرد	N;DEF;MASC;SG	N;SG
steel	فولاد	steel	فولاد	N;INDF;MASC;SG	N;SG
steel	استیل	steel	استیل	N;INDF;MASC;SG	N;SG
steel	فولادی	steel	فولادی	N;INDF;MASC;SG	N;SG
baie	حمام	baie	None	N;INDF;FEM;SG	N;SG
baie	دستشویی	baie	None	N;INDF;FEM;SG	N;SG
baie	حمام	baie	None	N;INDF;FEM;SG	N;SG
editarea	تدوین	editare	تدوین	N;DEF;FEM;SG	N;SG
editarea	ویرایش	editare	ویرایش	N;DEF;FEM;SG	N;SG
hussain	حسین	hussain	حسین	N;INDF;MASC;SG	N;SG
celulelor	سلولهای	celulă	None	N;DEF;FEM;PL	N;PL
celulelor	سلولها	celulă	None	N;DEF;FEM;PL	N;PL
birouri	دفاتر	birou	دفاتر	N;INDF;FEM;PL	N;PL
birouri	ادارات	birou	ادارت	N;INDF;FEM;PL	N;PL
grupare	گروهبندی	grupare	گروهبندی	N;INDF;FEM;SG	N;SG
reprezentantul	نماینده	reprezentant	نماینده	N;DEF;MASC;SG	N;SG
grosime	کلفت	grosime	کلفت	N;INDF;FEM;SG	N;SG
grosime	ضخامت	grosime	ضخامت	N;INDF;FEM;SG	N;SG
aparenta	ظاهری	aparent	ظاهری	N;DEF;FEM;SG	N;SG
aparenta	ظاهری	aparent	ظاهری	N;DEF;FEM;SG	N;SG
sas	ساس	sas	ساس	N;INDF;MASC;SG	N;SG
racheta	راکت	rachetă	راکت	N;DEF;FEM;SG	N;SG
racheta	موشک	rachetă	موشک	N;DEF;FEM;SG	N;SG
racheta	موشک	rachetă	موشک	N;DEF;FEM;SG	N;SG
racheta	موشکی	rachetă	موشکی	N;DEF;FEM;SG	N;SG
racheta	راکت	rachetă	راکت	N;DEF;FEM;SG	N;SG
racheta	موشک	rachetă	موشک	N;DEF;FEM;SG	N;SG
lingvist	زبانشناس	lingvist	زبانشناس	N;INDF;MASC;SG	N;SG
socio	استثمار	socio	None	N;INDF;MASC;SG	N;SG
tiger	تایگر	tiger	تایگر	N;INDF;MASC;SG	N;SG
tiger	پلنگ	tiger	پلنگ	N;INDF;MASC;SG	N;SG
polo	پلو	polo	پلو	N;INDF;MASC;SG	N;SG
polo	پولو	polo	پولو	N;INDF;MASC;SG	N;SG
polo	چوگان	polo	چوگان	N;INDF;MASC;SG	N;SG
placere	رضای	placere	None	N;INDF;FEM;SG	N;SG
placere	خوشنودی	placere	خوشنودی	N;INDF;FEM;SG	N;SG
placere	لذت	placere	لذت	N;INDF;FEM;SG	N;SG
placere	رضای	placere	None	N;INDF;FEM;SG	N;SG
placere	خوشنودی	placere	خوشنودی	N;INDF;FEM;SG	N;SG
placere	لذت	placere	لذت	N;INDF;FEM;SG	N;SG
plaja	بیچ	plajă	بیچ	N;DEF;FEM;SG	N;SG
plaja	ساحل	plajă	ساحل	N;DEF;FEM;SG	N;SG
plaja	بیچ	plajă	بیچ	N;DEF;FEM;SG	N;SG
plaja	ساحل	plajă	ساحل	N;DEF;FEM;SG	N;SG
definirea	تعریف	definire	تعریف	N;DEF;FEM;SG	N;SG
antrenament	آموزش	antrenament	آموزش	N;INDF;MASC;SG	N;SG
antrenament	تمرین	antrenament	تمرین	N;INDF;MASC;SG	N;SG
antrenament	تعلیم	antrenament	تعلیم	N;INDF;MASC;SG	N;SG
antrenament	اموزش	antrenament	اموزش	N;INDF;MASC;SG	N;SG
posibilitate	احتمال	posibilitate	احتمال	N;INDF;FEM;SG	N;SG
posibilitate	امکان	posibilitate	امکان	N;INDF;FEM;SG	N;SG
refuzul	امتناع	refuz	امتناع	N;DEF;MASC;SG	N;SG
refuzul	خودداری	refuz	خودداری	N;DEF;MASC;SG	N;SG
experiente	تجارب	experient	تجارب	N;INDF;FEM;PL	N;PL
experiente	تجربیات	experient	تجربه	N;INDF;FEM;PL	N;PL
experiente	تجارب	experient	تجارب	N;INDF;FEM;PL	N;PL
experiente	تجربیات	experient	تجربه	N;INDF;FEM;PL	N;PL
mongolia	مغولستان	mongolie	مغولستان	N;DEF;FEM;SG	N;SG
centrele	مراکز	centru	مرکز	N;DEF;FEM;PL	N;PL
moarta	مُرده	moarte	مُرده	ADJ;DEF;FEM;SG	ADJ
consecintele	عواقب	consecint	None	N;DEF;FEM;PL	N;PL
producatorii	تولیدکنندگان	producatoriu	تولیدکننده	N;DEF;MASC;PL	N;PL
producatorii	سازندگان	producatoriu	سازنده	N;DEF;MASC;PL	N;PL
victimele	قربانیان	victimă	قربانی	N;DEF;FEM;PL	N;PL
extraterestra	alien	extraterestră	alien	N;DEF;FEM;SG	N;SG
extraterestra	فضایی	extraterestră	فضا	N;DEF;FEM;SG	N;SG
extraterestra	فرازمینی	extraterestră	فرازمینی	N;DEF;FEM;SG	N;SG
difuzare	پخش	difuzare	پخش	N;INDF;FEM;SG	N;SG
difuzare	مخابره	difuzare	None	N;INDF;FEM;SG	N;SG
stinga	چپ	stingă	چپ	N;DEF;FEM;SG	N;SG
macedoneana	مقدونی	macedoneana	مقدونی	N;DEF;FEM;SG	N;SG
macedoneana	مقدونیه	macedoneana	مقدونیه	N;DEF;FEM;SG	N;SG
maro	براون	maro	براون	N;INDF;MASC;SG	N;SG
orion	اوریون	orion	اوریون	N;INDF;MASC;SG	N;SG
bomba	بمب	bombă	بمب	N;DEF;FEM;SG	N;SG
bomba	بمب	bombă	بمب	N;DEF;FEM;SG	N;SG
dureri	دردها	durere	درد	N;INDF;FEM;PL	N;PL
chimia	chemistry	chimie	chemistry	N;DEF;FEM;SG	N;SG
chimia	شیمی	chimie	شیمی	N;DEF;FEM;SG	N;SG
porturi	بنادر	port	بندر	N;INDF;FEM;PL	N;PL
matusa	خاله	matus	خاله	N;DEF;FEM;SG	N;SG
matusa	عمه	matus	عمه	N;DEF;FEM;SG	N;SG
matusa	خاله	matus	خاله	N;DEF;FEM;SG	N;SG
matusa	عمه	matus	عمه	N;DEF;FEM;SG	N;SG
matusa	خاله	matus	خاله	N;DEF;FEM;SG	N;SG
matusa	عمه	matus	عمه	N;DEF;FEM;SG	N;SG
sai	سای	său	سا		
andaluzia	اندلس	andaluzie	اندلس	N;DEF;FEM;SG	N;SG
piete	بازارها	piată	بازار	N;INDF;FEM;PL	N;PL
piete	بازارهای	piată	بازار	N;INDF;FEM;PL	N;PL
galaxy	کهکشان	galaxy	کهکشان	N;INDF;MASC;SG	N;SG
galaxy	گلکسی	galaxy	گلکسی	N;INDF;MASC;SG	N;SG
mhz	mhz	mhz	mhz	N	N;SG
hochei	هاکی	hochei	هاکی	N;INDF;MASC;SG	N;SG
avocatul	وکیل	avocat	وکیل	N;DEF;MASC;SG	N;SG
confederatiei	کنفدراسیون	confederatie	کنفدراسیون	N;DEF;FEM;SG	N;SG
dal	دال	dal	دال		
permisiune	اجازه	permisiune	اجازه	N;INDF;FEM;SG	N;SG
permisiune	مجوز	permisiune	مجوز	N;INDF;FEM;SG	N;SG
confuzie	آشفتگی	confuzie	آشفتگی	N;INDF;FEM;SG	N;SG
confuzie	گیجی	confuzie	گیجی	N;INDF;FEM;SG	N;SG
confuzie	اغتشاش	confuzie	None	N;INDF;FEM;SG	N;SG
confuzie	سردرگمی	confuzie	سردرگمی	N;INDF;FEM;SG	N;SG
connecticut	کنتیکت	connecticut	کنتیکت	N;INDF;MASC;SG	N;SG
rangers	تکاور	rangers	تکاور	N;INDF;MASC;SG	N;SG
nadia	نادیا	nadia	نادیا	N;DEF;FEM;SG	N;SG
beat	مستی	beat	مستی	N;INDF;MASC;SG	N;SG
beat	مست	beat	مست	N;INDF;MASC;SG	N;SG
cititorii	خوانندگان	cititor	خواننده	N;DEF;MASC;PL	N;PL
stocare	انبار	stocare	انبار	N;INDF;FEM;SG	N;SG
stocare	ذخیره	stocare	ذخیره	N;INDF;FEM;SG	N;SG
proteine	پروتئینهای	proteină	پروتئین	N;INDF;FEM;PL	N;PL
proteine	پروتئینها	proteină	پروتئین	N;INDF;FEM;PL	N;PL
proteine	پروتئینهای	proteină	پروتئین	N;INDF;FEM;PL	N;PL
tunel	تونلی	tunel	تونلی	N;INDF;MASC;SG	N;SG
tunel	تونل	tunel	None	N;INDF;MASC;SG	N;SG
salonic	سالونیک	salonic	سالونیک	N;INDF;MASC;SG	N;SG
privilegii	امتیازات	privilegiu	امتیاز	N;INDF;FEM;PL	N;PL
mingea	بال	minge	بال	N;DEF;FEM;SG	N;SG
mingea	توپ	minge	None	N;DEF;FEM;SG	N;SG
pelerinaj	حج	pelerinaj	حج	N;INDF;MASC;SG	N;SG
pelerinaj	زیارت	pelerinaj	زیارت	N;INDF;MASC;SG	N;SG
trimiterea	فرستادن	trimitere	None	N;DEF;FEM;SG	N;SG
trimiterea	ارسال	trimitere	ارسال	N;DEF;FEM;SG	N;SG
acoperirea	پوشش	acoperire	پوشش	N;DEF;FEM;SG	N;SG
soi	جوره	sou	جوره	N;INDF;MASC;SG	N;SG
soi	تنوع	sou	تنوع	N;INDF;MASC;SG	N;SG
detentie	بازداشت	detentie	بازداشت	N;INDF;FEM;SG	N;SG
extinse	گسترده	extinde	گسترده	ADJ;INDF;FEM;PL	ADJ
neobisnuit	غیرعادی	neobisnuit	غیرعادی	ADJ;INDF;MASC;SG	ADJ
neobisnuit	غیرعادی	neobisnuit	غیرعادی	ADJ;INDF;MASC;SG	ADJ
hector	هکتور	hector	هکتور	N;INDF;MASC;SG	N;SG
monarhia	شهریاری	monarhie	شهریاری	N;DEF;FEM;SG	N;SG
excelent	عالی	excelent	عالی	ADJ;INDF;MASC;SG	ADJ
rude	نزدیکان	rudă	نزدیک	N;INDF;FEM;PL	N;PL
rude	خویشاوندان	rudă	None	N;INDF;FEM;PL	N;PL
hannibal	هانیبال	hannibal	هانیبال	N;INDF;MASC;SG	N;SG
musca	پرواز	musca	پرواز	N;DEF;FEM;SG	N;SG
musca	گاز	musca	گاز	N;DEF;FEM;SG	N;SG
vecinii	همسایگان	vecin	همسایه	N;DEF;MASC;PL	N;PL
vecinii	همسایگان	vecin	همسایه	N;DEF;MASC;PL	N;PL
sara	sara	sară	sara	N;DEF;FEM;SG	N;SG
sara	سرا	sară	سرا	N;DEF;FEM;SG	N;SG
verificarea	بررسی	verificare	بررسی	N;DEF;FEM;SG	N;SG
verificarea	وارسی	verificare	None	N;DEF;FEM;SG	N;SG
verificarea	تصدیق	verificare	تصدیق	N;DEF;FEM;SG	N;SG
parametrii	پارامترهای	parametru	پارامتر	N;DEF;MASC;PL	N;PL
pamanturile	اراضی	pamant	ارض	N;DEF;FEM;PL	N;PL
pamanturile	سرزمینهای	pamant	سرزمین	N;DEF;FEM;PL	N;PL
muntean	هایلندر	muntean	هایلندر	N;INDF;MASC;SG	N;SG
iubita	محبوب	iubită	محبوب	N;DEF;FEM;SG	N;SG
iubita	دلبند	iubită	دلبند	N;DEF;FEM;SG	N;SG
navigare	ناوبری	navigare	ناوبری	N;INDF;FEM;SG	N;SG
navigare	مرور	navigare	مرور	N;INDF;FEM;SG	N;SG
respectat	محترم	respecta	محترم	ADJ;INDF;MASC;SG	ADJ
teresa	ترسا	teresă	ترسا	N;DEF;FEM;SG	N;SG
teresa	ترزا	teresă	ترزا	N;DEF;FEM;SG	N;SG
pasiunea	اشتیاق	pasiune	اشتیاق	N;DEF;FEM;SG	N;SG
pasiunea	شهوت	pasiune	شهوت	N;DEF;FEM;SG	N;SG
lemnul	چوبی	lemn	چوبی	N;DEF;MASC;SG	N;SG
lemnul	وود	lemn	None	N;DEF;MASC;SG	N;SG
lemnul	چوب	lemn	چوب	N;DEF;MASC;SG	N;SG
chitaristul	guitarist	chitarist	guitarist	N;DEF;MASC;SG	N;SG
chitaristul	گیتاریست	chitarist	گیتاریست#یتار	N;DEF;MASC;SG	N;SG
refugiu	پناه	refugiu	None	N;INDF;MASC;SG	N;SG
refugiu	پناهی	refugiu	پناه	N;INDF;MASC;SG	N;SG
sentimentul	احساس	sentiment	احساس	N;DEF;MASC;SG	N;SG
sentimentul	حس	sentiment	حس	N;DEF;MASC;SG	N;SG
sentimentul	احساسش	sentiment	احساسش	N;DEF;MASC;SG	N;SG
dostoievski	داستایوسکی	dostoievski	داستایوسکی	N;INDF;MASC;SG	N;SG
bibliografia	کتابشناسی	bibliografie	کتابشناسی	N;DEF;FEM;SG	N;SG
latino	لاتین	latino	لاتین	N;INDF;MASC;SG	N;SG
sentimente	احساسات	sentiment	احساس	N;INDF;FEM;PL	N;PL
bang	بنگ	bang	None	N;INDF;MASC;SG	N;SG
emisie	نشر	emisie	نشر	N;INDF;FEM;SG	N;SG
emisie	گسیل	emisie	گسیل	N;INDF;FEM;SG	N;SG
hat	hat	hat	hat		
victima	قربانی	victimă	قربانی	N;DEF;FEM;SG	N;SG
victima	قربانی	victimă	قربانی	N;DEF;FEM;SG	N;SG
dificile	دشوار	dificil	دشوار	ADJ;INDF;FEM;PL	ADJ
nominala	میزان	nominal	میزان	N;DEF;FEM;SG	N;SG
incarcat	انباشته	incarca	انباشته	ADJ;INDF;MASC;SG	ADJ
croce	کروچه	croc	کروچه	N;INDF;MASC;SG	N;SG
bon	بون	bon	بون	N;INDF;MASC;SG	N;SG
venind	میاد	veni	میاد	V;V.MSDR	V;SG;2;PRS
lagar	اردوگاه	lagar	اردوگاه	N;INDF;MASC;SG	N;SG
lagar	اردو	lagar	اردو	N;INDF;MASC;SG	N;SG
lagar	کمپ	lagar	کمپ	N;INDF;MASC;SG	N;SG
israelul	اسراییل	israel	اسراییل	N;DEF;MASC;SG	N;SG
israelul	اسرائیل	israel	اسرائیل	N;DEF;MASC;SG	N;SG
peisaje	مناظر	peisaj	None	N;INDF;FEM;PL	N;PL
reputatia	اعتبار	reputatie	اعتبار	N;DEF;FEM;SG	N;SG
reputatia	آبرو	reputatie	None	N;DEF;FEM;SG	N;SG
reputatia	شهرت	reputatie	شهرت	N;DEF;FEM;SG	N;SG
reputatia	شهرتش	reputatie	شهرتش	N;DEF;FEM;SG	N;SG
periculoase	خطرناک	periculos	خطرناک	ADJ;INDF;FEM;PL	ADJ
hagi	هاجی	hag	هاجی	N;INDF;MASC;SG	N;SG
artificiale	مصنوعی	artificial	مصنوعی	ADJ;INDF;FEM;PL	ADJ
vecin	همسایه	vecin	همسایه	N;INDF;MASC;SG	N;SG
vecin	همسایه	vecin	همسایه	N;INDF;MASC;SG	N;SG
replica	بدل	replică	بدل	N;DEF;FEM;SG	N;SG
replica	بدلی	replică	بدلی	N;DEF;FEM;SG	N;SG
replica	بدل	replică	بدل	N;DEF;FEM;SG	N;SG
replica	بدلی	replică	بدلی	N;DEF;FEM;SG	N;SG
molecule	مولکولها	moleculă	مولکول	N;INDF;FEM;PL	N;PL
molecule	مولکولهای	moleculă	مولکول	N;INDF;FEM;PL	N;PL
pole	قطب	polă	قطب	N;INDF;MASC;SG	N;SG
pole	تیرک	polă	تیرک	N;INDF;MASC;SG	N;SG
micro	میکرو	micro	میکرو	N;INDF;MASC;SG	N;SG
maya	مایا	mayă	مایا	N;INDF;MASC;SG	N;SG
fondurile	وجوه	fond	وجوه	N;DEF;FEM;PL	N;PL
vista	vista	vista	vista	N;DEF;FEM;SG	N;SG
vista	ویستا	vista	ویستا	N;DEF;FEM;SG	N;SG
bolile	بیماریهای	boală	بیماری	N;DEF;FEM;PL	N;PL
bolile	بیماریها	boală	بیماری	N;DEF;FEM;PL	N;PL
mitul	افسانه	mit	افسانه	N;DEF;MASC;SG	N;SG
mitul	اسطوره	mit	اسطوره	N;DEF;MASC;SG	N;SG
substantiv	اسم	substantiv	اسم	N;INDF;MASC;SG	N;SG
substantiv	موصوف	substantiv	موصوف	N;INDF;MASC;SG	N;SG
selectia	گزینش	selectie	گزینش	N;DEF;FEM;SG	N;SG
afacere	معامله	afacere	معامله	N;INDF;FEM;SG	N;SG
afacere	تجارت	afacere	تجارت	N;INDF;FEM;SG	N;SG
afacere	کسب	afacere	کسب	N;INDF;FEM;SG	N;SG
afacere	b	afacere	b	N;INDF;FEM;SG	N;SG
hanna	هنا	hannă	هنا	N;DEF;FEM;SG	N;SG
bit	بیت	bit	بیت	N;INDF;MASC;SG	N;SG
bit	ذره	bit	ذره	N;INDF;MASC;SG	N;SG
voice	صدا	voic	صدا	N;INDF;MASC;SG	N;SG
voice	صدای	voic	صدا	N;INDF;MASC;SG	N;SG
osul	استخوان	os	استخوان	N;DEF;MASC;SG	N;SG
uta	اوتا	uta	آوت	N;DEF;FEM;SG	N;SG
antarctica	جنوبگان	antarctică	جنوبه	N;DEF;FEM;SG	N;SG
antarctica	جنوبگان	antarctică	جنوبه	N;DEF;FEM;SG	N;SG
chei	کلیدها	chei	None	N;INDF;FEM;PL	N;PL
prietena	دوست	prietenă	دوست	N;DEF;FEM;SG	N;SG
prietena	دوستی	prietenă	دوستی	N;DEF;FEM;SG	N;SG
fontaine	فونتن	fontain	فونتن	N;INDF;MASC;SG	N;SG
culturile	فرهنگهای	cultură	فرهنگ	N;DEF;FEM;PL	N;PL
dialecte	گویشهای	dialect	گویش	N;INDF;FEM;PL	N;PL
market	مارکت	market	مارکت	N;INDF;MASC;SG	N;SG
market	بازار	market	بازار	N;INDF;MASC;SG	N;SG
market	مارکیت	market	مارکیت	N;INDF;MASC;SG	N;SG
market	بازاری	market	بازاری	N;INDF;MASC;SG	N;SG
evitarea	اجتناب	evitare	None	N;DEF;FEM;SG	N;SG
pericolul	خطری	pericol	خطر	N;DEF;MASC;SG	N;SG
pericolul	خطر	pericol	خطر	N;DEF;MASC;SG	N;SG
mall	فروشگاه	mall	فروشگاه	N;INDF;MASC;SG	N;SG
underground	زیرزمینی	underground	None	N;INDF;MASC;SG	N;SG
underground	زیرزمین	underground	زیرزمین	N;INDF;MASC;SG	N;SG
eroii	قهرمانان	erou	قهرمان	N;DEF;MASC;PL	N;PL
cancelar	صدر	cancelar	صدر	N;INDF;MASC;SG	N;SG
limite	محدودیتها	limită	محدودیت	N;INDF;FEM;PL	N;PL
sedinta	نشستن	sedintă	نشستن	N;DEF;FEM;SG	N;SG
sedinta	جلسه	sedintă	جلسه	N;DEF;FEM;SG	N;SG
sedinta	نشست	sedintă	نشست	N;DEF;FEM;SG	N;SG
primirea	رسید	primire	رسید#رس	N;DEF;FEM;SG	N;SG
primirea	دریافت	primire	دریافت	N;DEF;FEM;SG	N;SG
sondaj	نظرسنجی	sondaj	None	N;INDF;MASC;SG	N;SG
sondaj	سروی	sondaj	سروی	N;INDF;MASC;SG	N;SG
sondaj	نظرسنجی	sondaj	None	N;INDF;MASC;SG	N;SG
prusac	پروس	prusac	پروس	N;INDF;MASC;SG	N;SG
parteneri	شرکا	partener	شرکا	N;INDF;MASC;PL	N;PL
fanilor	هواداران	fane	هوادار	N;DEF;MASC;PL	N;PL
fanilor	هوادارن	fane	هوادارن	N;DEF;MASC;PL	N;PL
fanilor	طرفداران	fane	طرفدار	N;DEF;MASC;PL	N;PL
ceai	چای	ceai	None	N;INDF;MASC;SG	N;SG
ceai	چایی	ceai	چایی	N;INDF;MASC;SG	N;SG
coreeana	کره	coreeană	کره	N;DEF;FEM;SG	N;SG
clinica	مطب	clinică	مطب	N;DEF;FEM;SG	N;SG
clinica	درمانگاه	clinică	درمانگاه	N;DEF;FEM;SG	N;SG
clinica	کلینیک	clinică	کلینیک	N;DEF;FEM;SG	N;SG
clinica	بالینی	clinică	بالینی	N;DEF;FEM;SG	N;SG
clinica	مطب	clinică	مطب	N;DEF;FEM;SG	N;SG
clinica	درمانگاه	clinică	درمانگاه	N;DEF;FEM;SG	N;SG
clinica	کلینیک	clinică	کلینیک	N;DEF;FEM;SG	N;SG
realizarile	دستاوردهای	realizare	دستاورد	N;DEF;FEM;PL	N;PL
interzicerea	ممنوعیت	interzicere	ممنوعیت	N;DEF;FEM;SG	N;SG
atomice	اتمی	atomic	اتمی	ADJ;INDF;FEM;PL	ADJ
poeziile	شعرهای	poezie	None	N;DEF;FEM;PL	N;PL
declaratii	اظهارات	declarat	اظهار	N;INDF;FEM;PL	N;PL
declaratii	اظهارات	declarat	اظهار	N;INDF;FEM;PL	N;PL
gustul	مزه	gust	مزه	N;DEF;MASC;SG	N;SG
candidatul	کاندید	candidat	کاند#کان	N;DEF;MASC;SG	N;SG
candidatul	نامزد	candidat	نامزد	N;DEF;MASC;SG	N;SG
candidatul	کاندیدای	candidat	کاندیدا	N;DEF;MASC;SG	N;SG
yang	یانگ	yang	یانگ	N;INDF;MASC;SG	N;SG
bagdad	بغداد	bagdad	بغداد	N;INDF;MASC;SG	N;SG
electricitate	الکتریسیته	electricitate	الکتریسیته	N;INDF;FEM;SG	N;SG
electricitate	برق	electricitate	برق	N;INDF;FEM;SG	N;SG
imbunatatiri	اصلاحات	imbunatatire	اصلاح	N;INDF;FEM;PL	N;PL
reproducere	شکوفا	reproducere	شکوفا	N;INDF;FEM;SG	N;SG
reproducere	پرورش	reproducere	پرورش	N;INDF;FEM;SG	N;SG
cronologia	گاهشمار	cronologie	گاهشمار	N;DEF;FEM;SG	N;SG
tenor	تنور	tenor	تنور	N;INDF;MASC;SG	N;SG
obiceiurile	عادات	obicei	None	N;DEF;FEM;PL	N;PL
climat	اقلیم	climat	اقلیم	N;INDF;MASC;SG	N;SG
dezbatere	مناظره	dezbatere	مناظره	N;INDF;FEM;SG	N;SG
virtutea	فضیلت	virtute	فضیلت	N;DEF;FEM;SG	N;SG
virtutea	پاکدامنی	virtute	پاکدامنی	N;DEF;FEM;SG	N;SG
balcanica	بالکان	balcanică	بالک	N;DEF;FEM;SG	N;SG
doom	doom	doom	doom	N;INDF;MASC;SG	N;SG
doom	عذاب	doom	None	N;INDF;MASC;SG	N;SG
metan	متان	metan	None	N;INDF;MASC;SG	N;SG
vandalism	خرابکاری	vandalism	خرابکاری	N;INDF;MASC;SG	N;SG
inelul	حلقه	inel	حلقه	N;DEF;MASC;SG	N;SG
