die	το	die	ο	DET;DEF	DET;NOM;DEF;NEUT;SG
skuilnaam	ψευδώνυμο	skuilnaam	ψεύδωνυμος	N;SG	N;NOM;NEUT;SG
trappe	σκαλιά	trap	σκαλίά	N;PL	N;NOM;NEUT;PL
trappe	σκαλοπάτια	trap	σκαλοπάτι	N;PL	N;NOM;NEUT;PL
trappe	σκάλες	trap	σκάλος	N;PL	N;NOM;FEM;PL
trappe	παγίδες	trap	παγίδα	N;PL	N;NOM;FEM;PL
muis	ποντικάκι	muis	ποντικάκι	N;SG	N;NOM;NEUT;SG
muis	μάους	muis	μάος	N;SG	N;NOM;NEUT;SG
muis	ποντίκι	muis	ποντίκι	N;SG	N;NOM;NEUT;SG
kameras	κάμερες	kamera	κάμερος	N;PL	N;NOM;FEM;PL
veldslag	μαχη	veldslag	μαχη	N;SG	N;ACC;FEM;SG
veldslag	μάχη	veldslag	μάχη	N;SG	N;ACC;FEM;SG
tenks	άρματα	tenks	άρμα	N;PL	N;NOM;NEUT;PL
tenks	δεξαμενές	tenks	δεξαμενή	N;PL	N;NOM;FEM;PL
voorkant	μπροστινό	voorkant	μπροστινός	N;SG	N;NOM;NEUT;SG
voorkant	μέτωπο	voorkant	μέτωπο	N;SG	N;NOM;NEUT;SG
waardeer	εκτιμώ	waardeer	εκτιμώ	V;PRS	V;IPFV;IND;SG;1;PRS;FIN;ACT
wiele	τροχών	wiel	τροχή	N;PL	N;GEN;FEM;PL
wiele	τροχούς	wiel	τροχός	N;PL	N;ACC;MASC;PL
wiele	ρόδες	wiel	ρόδος	N;PL	N;NOM;FEM;PL
wiele	τροχοί	wiel	τροχός	N;PL	N;NOM;MASC;PL
berekening	υπολογισμός	berekening	υπολογισμός	N;SG	N;NOM;MASC;SG
spraak	λόγος	spraak	λόγος	N;SG	N;NOM;MASC;SG
spraak	ομιλία	spraak	ομιλία	N;SG	N;ACC;FEM;SG
aanslag	μάστιγα	aanslag	μάστιγα	N;SG	N;NOM;FEM;SG
kombuis	κουζίνα	kombuis	κουζίνα	N;SG	N;NOM;FEM;SG
skilders	ζωγράφοι	skilder	ζωγράφος	N;PL	N;NOM;MASC;PL
masjiene	μηχανήματα	masjien	μηχάνημα	N;PL	N;NOM;NEUT;PL
masjiene	μηχανές	masjien	μηχανής	N;PL	N;NOM;FEM;PL
semitiese	σημιτική	semities	σημιτικός	N;SG	N;NOM;FEM;SG
woonstel	διαμέρισμα	woonstel	διαμέρισμα	N;SG	N;NOM;NEUT;SG
portaal	πύλη	portaal	πύλη	N;SG	N;NOM;FEM;SG
gedood	σκότωσε	dood	σκοτώνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
gedood	σκοτώθηκε	dood	σκοτώνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
gedood	σκοτώθηκαν	dood	σκοτώνω	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
orals	παντού	orals	παντού	ADV	ADV
subspesie	υποείδος	subspesie	υποείδος	N;SG	N;NOM;NEUT;SG
inflasie	πληθωρισμού	inflasie	πληθωρισμός	N;SG	N;GEN;MASC;SG
inflasie	πληθωρισμός	inflasie	πληθωρισμός	N;SG	N;NOM;MASC;SG
gelowe	θρησκείες	geloof	θρησκεία	N;PL	N;NOM;FEM;PL
skoonheid	ομορφιά	skoonheid	ομορφιά	N;SG	N;NOM;FEM;SG
insluiting	συμπερίληψη	insluiting	συμπερίληψη	N;SG	N;ACC;FEM;SG
warmte	ζεστασιά	warmte	ζεστασιά	N;SG	N;NOM;FEM;SG
warmte	θέρμη	warmte	θέρμη	N;SG	N;ACC;FEM;SG
oortuigings	πεποιθήσεις	oortuiging	πεποίθηση	N;PL	N;NOM;FEM;PL
heuning	μέλι	heuning	μέλι	N;SG	N;NOM;NEUT;SG
bediener	δαίμονας	bediener	δαίμονας	N;SG	N;NOM;MASC;SG
bediener	ξενιστής	bediener	ξενιστής	N;SG	N;NOM;MASC;SG
bediener	υποδοχής	bediener	υποδοχή	N;SG	N;GEN;FEM;SG
bediener	παρουσιαστής	bediener	παρουσιαστής	N;SG	N;NOM;MASC;SG
bediener	οικοδεσπότης	bediener	οικοδεσπότης	N;SG	N;NOM;MASC;SG
bediener	εξυπηρετητής	bediener	εξυπηρετητής	N;SG	N;GEN;FEM;SG
bediener	εξυπηρετητή	bediener	εξυπηρετητής	N;SG	N;NOM;MASC;SG
bediener	διακομιστής	bediener	διακομιστής	N;SG	N;NOM;MASC;SG
vergoeding	αντιστάθμιση	vergoeding	αντιστάθμιση	N;SG	N;ACC;FEM;SG
vergoeding	αποζημίωση	vergoeding	αποζημίωση	N;SG	N;ACC;FEM;SG
vergoeding	αμοιβή	vergoeding	αμοιβός	N;SG	N;NOM;FEM;SG
balans	ισορροπία	balans	ισορροπία	N;SG	N;ACC;FEM;SG
balans	ισοζύγιο	balans	ισοζύγιος	N;SG	N;NOM;NEUT;SG
balans	εξισορρόπησης	balans	εξισορρόπηση	N;SG	N;GEN;FEM;SG
balans	εξισορρόπηση	balans	εξισορρόπηση	N;SG	N;ACC;FEM;SG
leerling	μαθητείας	leerling	μαθητεία	N;SG	N;GEN;FEM;SG
leerling	μαθητεία	leerling	μαθητεία	N;SG	N;NOM;FEM;SG
atheense	αθηναϊκή	atheens	αθηναϊκός	ADJ;NOM	ADJ;NOM;FEM;SG
agent	πράκτορας	agent	πράκτορας	N;SG	N;NOM;MASC;SG
agent	πράκτορα	agent	πράκτορα	N;SG	N;ACC;MASC;SG
resensies	κριτικές	resensie	κριτικός	N;PL	N;NOM;FEM;PL
enigiemand	οποιοσδήποτε	enigiemand	οποιοσδήποτε	PRO	PRO;NOM;MASC;SG;3
kommunisme	κομμουνισμός	kommunisme	κομμουνισμός	N;SG	N;NOM;MASC;SG
kommunisme	κομμουνισμό	kommunisme	κομμουνισμός	N;SG	N;ACC;MASC;SG
kommunisme	κομμουνισμού	kommunisme	κομμουνισμός	N;SG	N;GEN;MASC;SG
stellings	ρυθμίσεις	stelling	ρύθμιση	N;PL	N;NOM;FEM;PL
toewyding	αφοσίωση	toewyding	αφοσίωση	N;SG	N;ACC;FEM;SG
toewyding	αφιέρωση	toewyding	αφιέρωση	N;SG	N;ACC;FEM;SG
bepaling	αποφασιστικότητα	bepaling	αποφασιστικότητα	N;SG	N;ACC;FEM;SG
bepaling	προσδιορισμός	bepaling	προσδιορισμός	N;SG	N;NOM;MASC;SG
bepaling	καθορισμός	bepaling	καθορισμός	N;SG	N;NOM;MASC;SG
volksmoord	γενοκτονία	volksmoord	γενοκτονία	N;SG	N;NOM;FEM;SG
slagoffer	θύμα	slagoffer	θύμα	N;SG	N;NOM;NEUT;SG
uitsonderings	εξαιρέσεις	uitsondering	εξαίρεση	N;PL	N;NOM;FEM;PL
skerm	οθόνη	skerm	οθόνος	N;SG	N;NOM;FEM;SG
bok	κατσίκα	bok	κατσίκα	N;SG	N;NOM;FEM;SG
bok	τράγος	bok	τράγος	N;SG	N;NOM;MASC;SG
horings	κέρατα	horing	κέρατος	N;PL	N;NOM;NEUT;PL
howe	δικαστήρια	hof	δικαστήρι	N;PL	N;NOM;NEUT;PL
laboratorium	εργαστήριο	laboratorium	εργαστήριο	N;SG	N;NOM;NEUT;SG
laboratorium	εργαστήριο	laboratorium	εργαστήριο	N;SG	N;NOM;NEUT;SG
sfeer	σφαίρα	sfeer	σφαίρα	N;SG	N;NOM;FEM;SG
ewige	αιώνιο	ewige	αιώνιος	N;SG	N;NOM;NEUT;SG
ewige	αιώνια	ewige	αιώνιος	N;SG	N;NOM;FEM;SG
kombineer	συνδυάζουν	kombineer	συνδυάζω	V;PRS	V;IPFV;IND;PL;3;PRS;FIN;ACT
enigiets	οτιδήποτε	enigiets	οτιδήποτε	PRO	PRO;NOM;NEUT;SG;3
woonstelle	διαμερίσματα	woonstel	διαμέρισμα	N;PL	N;NOM;NEUT;PL
oproep	καλέστε	oproep	καλώ	V;PRS	V;PFV;IMP;PL;2;FIN;ACT
opsomming	περίληψη	opsomming	περίληψη	N;SG	N;NOM;FEM;SG
opsomming	σύνοψη	opsomming	σύνοψη	N;SG	N;NOM;FEM;SG
argumente	επιχειρήματα	argument	επιχείρημα	N;PL	N;NOM;NEUT;PL
terminaal	τερματικό	terminaal	τερματικός	N;SG	N;NOM;NEUT;SG
lirieke	στίχοι	liriek	στίχος	N;PL	N;NOM;MASC;PL
lirieke	στίχους	liriek	στίχος	N;PL	N;ACC;MASC;PL
afsonderlik	ξεχωριστά	afsonderlik	ξεχωριστώ	ADV	ADV
afsonderlik	χωριστά	afsonderlik	χωριστώ	ADV	ADV
herstelwerk	επιδιόρθωση	herstelwerk	επιδιόρθωση	N;SG	N;ACC;FEM;SG
herstelwerk	επισκευή	herstelwerk	επισκευή	N;SG	N;NOM;FEM;SG
perikles	περικλή	perikle	περικλή	N;SG	N;VOC;MASC;SG
ineenstorting	κατάρρευση	ineenstorting	κατάρρευση	N;SG	N;ACC;FEM;SG
ervarings	εμπειρίες	ervaring	εμπειρία	N;PL	N;NOM;FEM;PL
fauna	πανίδα	fauna	πανίδα	N;SG	N;NOM;MASC;SG
voorneme	πρόθεσή	voorneme	πρόθεση	N;SG	N;ACC;FEM;SG
voorneme	πρόθεση	voorneme	πρόθεση	N;SG	N;ACC;FEM;SG
kopieë	αντίγραφα	kopie	αντίγραφο	N;PL	N;NOM;NEUT;PL
kopieë	αντίτυπα	kopie	αντίτυπο	N;PL	N;NOM;NEUT;PL
kontras	αντίθεση	kontras	αντίθεση	N;SG	N;ACC;FEM;SG
etage	στάδιο	etag	στάδιο	N;SG	N;NOM;NEUT;SG
justisie	δικαιοσύνη	justisie	δικαιοσύνη	N;SG	N;NOM;FEM;SG
justisie	δικαιοσύνης	justisie	δικαιοσύνη	N;SG	N;GEN;FEM;SG
protokol	πρωτόκολλο	protokol	πρωτόκολλο	N;SG	N;NOM;NEUT;SG
positief	θετικά	positief	θετικός	ADV	ADV
agtervoegsel	επίθημα	agtervoegsel	επίθημα	N;SG	N;NOM;NEUT;SG
demografiese	δημογραφικές	demografies	δημογραφικός	ADJ;NOM	ADJ;NOM;FEM;PL
demografiese	δημογραφική	demografies	δημογραφικός	ADJ;NOM	ADJ;NOM;FEM;SG
opvoering	επίδοση	opvoering	επίδοση	N;SG	N;ACC;FEM;SG
opvoering	απόδοση	opvoering	απόδοση	N;SG	N;ACC;FEM;SG
opvoering	παράσταση	opvoering	παράσταση	N;SG	N;ACC;FEM;SG
fondament	ίδρυμα	fondament	ίδρυμα	N;SG	N;NOM;NEUT;SG
fondament	ιδρυμα	fondament	ιδρυμα	N;SG	N;NOM;NEUT;SG
verduideliking	επεξήγηση	verduideliking	επεξήγηση	N;SG	N;NOM;FEM;SG
verduideliking	εξήγηση	verduideliking	εξήγηση	N;SG	N;NOM;FEM;SG
voorrade	εφόδια	voorrade	εφόδιο	N;PL	N;NOM;NEUT;PL
voorrade	προμήθειες	voorrade	προμήθεια	N;PL	N;NOM;FEM;PL
koshuis	αδελφότητα	koshuis	αδελφότητα	N;SG	N;ACC;FEM;SG
koshuis	ξενώνας	koshuis	ξενώνας	N;SG	N;NOM;MASC;SG
koshuis	ξενώνα	koshuis	ξενώνας	N;SG	N;ACC;MASC;SG
agterste	οπίσθια	agters	οπίσθια	N;PL	N;NOM;NEUT;PL
reptiele	ερπετά	reptiel	ερπετός	N;PL	N;NOM;NEUT;PL
minuut	λεπτό	minuut	λεπτό	N;SG	N;NOM;NEUT;SG
voorraad	εφοδιασμού	voorraad	εφοδιασμός	N;SG	N;GEN;MASC;SG
voorraad	εφοδιασμός	voorraad	εφοδιασμός	N;SG	N;NOM;MASC;SG
krater	κρατήρα	kraat	κρατήρα	N;SG	N;ACC;MASC;SG
resolusie	ψήφισμα	resolusie	ψήφισμα	N;SG	N;NOM;NEUT;SG
skatting	εκτίμηση	skatting	εκτίμηση	N;SG	N;ACC;FEM;SG
horing	κέρας	horing	κέρας	N;SG	N;ACC;NEUT;SG
horing	κόρνα	horing	κόρνα	N;SG	N;NOM;FEM;SG
horing	κέρατο	horing	κέρατος	N;SG	N;NOM;NEUT;SG
bevryding	απελευθέρωση	bevryding	απελευθέρωση	N;SG	N;NOM;FEM;SG
begroting	προϋπολογισμού	begroting	προϋπολογισμός	N;SG	N;GEN;MASC;SG
begroting	προϋπολογισμός	begroting	προϋπολογισμός	N;SG	N;NOM;MASC;SG
analitiese	αναλυτικό	analities	αναλυτικός	ADJ;NOM	ADJ;NOM;NEUT;SG
analitiese	αναλυτικές	analities	αναλυτικός	ADJ;NOM	ADJ;NOM;FEM;PL
analitiese	αναλυτική	analities	αναλυτικός	ADJ;NOM	ADJ;NOM;FEM;SG
sessie	συνεδρία	sessie	συνεδρία	N;SG	N;NOM;FEM;SG
informele	άτυπες	informeel	άτυπος	ADJ;NOM	ADJ;NOM;FEM;PL
informele	ανεπίσημη	informeel	ανεπίσημος	ADJ;NOM	ADJ;NOM;FEM;SG
informele	άτυπη	informeel	άτυπο	ADJ;NOM	ADJ;NOM;FEM;SG
informele	περιστασιακή	informeel	περιστασιακός	ADJ;NOM	ADJ;NOM;FEM;SG
informele	περιστασιακό	informeel	περιστασιακός	ADJ;NOM	ADJ;NOM;NEUT;SG
etiek	δεοντολογία	etiek	δεοντολογία	N;SG	N;NOM;FEM;SG
skyn	λάμψει	skyn	λαμπένω	V;PRS	V;PFV;NFIN;ACT
huishoudings	νοικοκυριά	huishouding	νοικοκυριά	N;PL	N;NOM;NEUT;PL
huishoudings	νοικοκυριών	huishouding	νοικοκυρία	N;PL	N;GEN;FEM;PL
komponiste	συνθέτες	komponiste	συνθέτης	N;PL	N;NOM;MASC;PL
ruimtes	χώροι	ruimte	χώρος	N;PL	N;NOM;MASC;PL
ruimtes	χώρους	ruimte	χώρος	N;PL	N;ACC;MASC;PL
ruimtes	στίγματα	ruimte	στίγμα	N;PL	N;NOM;NEUT;PL
ruimtes	βούλες	ruimte	βούλα	N;PL	N;NOM;FEM;PL
ruimtes	κηλίδες	ruimte	κηλίδα	N;PL	N;NOM;FEM;PL
variasie	παραλλαγή	variasie	παραλλαγή	N;SG	N;NOM;FEM;SG
variasie	διακύμανση	variasie	διακύμανση	N;SG	N;NOM;FEM;SG
dankbaarheid	ευγνωμοσύνη	dankbaarheid	ευγνωμοσύνη	N;SG	N;ACC;FEM;SG
bote	καράβια	bote	καράβιος	N;PL	N;NOM;NEUT;PL
bote	σκάφη	bote	σκάφος	N;PL	N;NOM;NEUT;PL
bote	πλοία	bote	πλοίο	N;PL	N;NOM;NEUT;PL
bote	βάρκες	bote	βάρκα	N;PL	N;NOM;FEM;PL
asteroïde	αστεροειδή	astero	αστεροειδής	N;SG	N;NOM;MASC;SG
sluiting	κλείδωμα	sluiting	κλείδωμα	N;SG	N;NOM;NEUT;SG
herken	αναγνωρίσει	herken	αναγνωρίζω	V;PRS	V;PFV;NFIN;ACT
herken	αναγνωρίζεται	herken	αναγνωρίζω	V;PRS	V;IPFV;IND;SG;3;PRS;FIN;PASS
herken	αναγνωρισμένο	herken	αναγνωρίζω	V;PRS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
herken	αναγνωρισμένος	herken	αναγνωρισμένος	V;PRS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
herken	αναγνωρισμένη	herken	αναγνωρίζω	V;PRS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
herken	αναγνωρισμένα	herken	αναγνωρίζω	V;PRS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
herken	αναγνωρισμένο	herken	αναγνωρίζω	V;PRS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
herken	αναγνωρίζεται	herken	αναγνωρίζω	V;PRS	V;IPFV;IND;SG;3;PRS;FIN;PASS
herken	αναγνωρισμένη	herken	αναγνωρίζω	V;PRS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
gedetailleerde	λεπτομερείς	detailleer	λεπτομερής	ADJ;NOM	ADJ;NOM;FEM;PL
gedetailleerde	λεπτομερές	detailleer	λεπτομερής	ADJ;NOM	ADJ;NOM;NEUT;SG
gedetailleerde	λεπτομερής	detailleer	λεπτομερής	ADJ;NOM	ADJ;NOM;MASC;SG
uitgestal	προτεινόμενα	uitstal	προτεινόμενος	V;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
rotasie	περιστροφή	rotasie	περιστροφή	N;SG	N;NOM;FEM;SG
marlene	μαρλίν	marlene	μαρλίν	N;SG	N
vulkane	ηφαίστεια	vulkane	ηφαίστεια	N;PL	N;NOM;NEUT;PL
opgehef	ανακληθεί	ophef	ανακλώ	V;PST;V.PTCP	V;PFV;NFIN;PASS
markplein	αγορά	markplein	αγορά	N;SG	N;ACC;FEM;SG
markplein	αγορα	markplein	αγορά	N;SG	N;NOM;FEM;SG
markplein	αγορά	markplein	αγορά	N;SG	N;ACC;FEM;SG
gedeeltelike	μερική	gedeeltelik	μερικοί	ADJ;NOM	ADJ;NOM;FEM;SG
vitamien	βιταμίνης	vitamien	βιταμίνος	N;SG	N;GEN;FEM;SG
vitamien	βιταμίνη	vitamien	βιταμίνομαι	N;SG	N;NOM;FEM;SG
seël	φώκια	seël	φώκια	N;SG	N;NOM;FEM;SG
seël	σφραγίδα	seël	σφραγίδα	N;SG	N;NOM;FEM;SG
skelet	σκελετός	skelet	σκελετός	N;SG	N;NOM;MASC;SG
skelet	σκελετό	skelet	σκέλετος	N;SG	N;NOM;NEUT;SG
gebak	ψήσιμο	gebak	ψήσιμο	N;SG	N;NOM;NEUT;SG
geantwoord	απάντησαν	geantwoord	απαντώ	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;ACT
aankom	φτάσει	aankom	φτάνω	V;PRS	V;PFV;NFIN;ACT
besoedeling	μόλυνση	besoedeling	μόλυνση	N;SG	N;NOM;FEM;SG
besoedeling	ρύπανση	besoedeling	ρύπανση	N;SG	N;NOM;FEM;SG
besoedeling	ρύπανσης	besoedeling	ρύπανση	N;SG	N;GEN;FEM;SG
bewerings	ισχυρισμούς	bewering	ισχυρισμός	N;PL	N;ACC;MASC;PL
bewerings	ισχυρισμοί	bewering	ισχυρισμός	N;PL	N;NOM;MASC;PL
groottes	μεγέθη	grootte	μεγέθη	N;PL	N;NOM;NEUT;PL
negatief	αρνητικά	negatief	αρνητικά	ADV	ADV
beïndruk	εντυπωσιασμένος	beïndruk	εντυπωσιασμένος	V;PRS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
pianis	πιανίστα	pianis	πιανίστα	N;SG	N;VOC;MASC;SG
pianis	πιανίστας	pianis	πιανίστας	N;SG	N;NOM;MASC;SG
geologie	γεωλογία	geologie	γεωλογία	N;SG	N;NOM;FEM;SG
gehoop	ελπίζοντας	gehoop	ελπίζω	V;PRS	V;IPFV;V.CVB;ACT
pikkewyne	πιγκουίνοι	pikkewyne	πιγκούίνος	N;PL	N;NOM;MASC;PL
pikkewyne	πιγκουίνους	pikkewyne	πιγκούινος	N;PL	N;ACC;MASC;PL
atol	ατόλλη	atol	ατόλλη	N;SG	N;NOM;FEM;SG
omskryf	ορίζεται	omskryf	ορίζω	V;PRS	V;IPFV;IND;SG;3;PRS;FIN;PASS
omskryf	καθορισμένα	omskryf	καθορίζω	V;PRS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
omskryf	καθορισμένη	omskryf	καθορίζω	V;PRS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
omskryf	καθορισμένο	omskryf	καθορίζω	V;PRS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
eng	ενγκ	eng	ενγκ	N;SG	N
ikoon	εικονίδιο	ikoon	εικονίδιο	N;SG	N;NOM;NEUT;SG
ikoon	είδωλο	ikoon	είδωλος	N;SG	N;NOM;NEUT;SG
konstitusionele	συνταγματικό	konstitusioneel	συνταγματικός	ADJ;NOM	ADJ;NOM;NEUT;SG
konstitusionele	συνταγματική	konstitusioneel	συνταγματικός	ADJ;NOM	ADJ;NOM;FEM;SG
tou	σχοινί	tou	σχοινί	N;SG	N;NOM;NEUT;SG
tou	σκοινί	tou	σκοινί	N;SG	N;NOM;NEUT;SG
tou	ουρά	tou	ουρώ	N;SG	N;NOM;FEM;SG
armes	φτωχοί	arme	φτωχός	N;PL	N;NOM;MASC;PL
weeshuis	ορφανοτροφείο	weeshuis	ορφανοτροφείο	N;SG	N;NOM;NEUT;SG
ekumeniese	οικουμενικό	ekumenies	οικουμενικός	ADJ;NOM	ADJ;NOM;NEUT;SG
amateur	ερασιτέχνη	amateur	ερασιτέχνος	N;SG	N;VOC;MASC;SG
ontken	αποκηρύξει	ontken	αποκηρύσσω	V;PRS	V;PFV;NFIN;ACT
outobiografie	αυτοβιογραφία	outobiografie	αυτοβιογραφία	N;SG	N;NOM;FEM;SG
berigte	ιστορίες	berigte	ιστορία	N;PL	N;NOM;FEM;PL
berigte	ανακοινώσεις	berigte	ανακοίνωση	N;PL	N;NOM;FEM;PL
besproeiing	άρδευση	besproeiing	άρδευση	N;SG	N;NOM;FEM;SG
voortplanting	αναπαραγωγή	voortplanting	αναπαραγωγή	N;SG	N;NOM;FEM;SG
aangehaal	εισηγμένες	aanhaal	εισηγμένος	V;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
ontleding	ανάλυση	ontleding	ανάλυση	N;SG	N;ACC;FEM;SG
ontleding	κατανομή	ontleding	κατανομή	N;SG	N;NOM;FEM;SG
ontleding	κατάρρευση	ontleding	κατάρρευση	N;SG	N;ACC;FEM;SG
pilare	πυλώνες	pilaar	πυλώνας	N;PL	N;NOM;MASC;PL
pilare	κολώνες	pilaar	κολώνας	N;PL	N;NOM;FEM;PL
werkloosheid	ανεργία	werkloosheid	ανεργία	N;SG	N;NOM;FEM;SG
werkloosheid	ανεργίας	werkloosheid	ανεργία	N;SG	N;GEN;FEM;SG
oord	θέρετρο	oord	θέρετρο	N;SG	N;NOM;NEUT;SG
geverf	βαμμένα	verf	βαμμένα	V;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
geverf	βαμμένη	verf	βάμμενος	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
geverf	ζωγράφισε	verf	ζωγραφίζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
vermoëns	ικανότητες	vermoë	ικανότητα	N;PL	N;NOM;FEM;PL
afgelewer	παραδόθηκαν	aflewer	παραδίδω	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
afgelewer	παραδοθεί	aflewer	παραδίδω	V;PST;V.PTCP	V;PFV;NFIN;PASS
afgelewer	παραδόθηκε	aflewer	παραδίδω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
misbruik	κατάχρηση	misbruik	κατάχρηση	N;SG	N;ACC;FEM;SG
misbruik	κακοποίηση	misbruik	κακοποίηση	N;SG	N;ACC;FEM;SG
horde	ορδές	hord	ορδή	N;PL	N;NOM;FEM;PL
illustrasies	απεικονίσεις	illustrasie	απεικόνιση	N;PL	N;NOM;FEM;PL
illustrasies	εικονογραφήσεις	illustrasie	εικονογράφηση	N;PL	N;NOM;FEM;PL
storms	καταιγίδες	storm	καταιγίδα	N;PL	N;NOM;FEM;PL
storms	θύελλες	storm	θύελλος	N;PL	N;NOM;FEM;PL
advertensies	διαφημίσεις	advertensie	διάφημιση	N;PL	N;NOM;FEM;PL
fasiliteite	διευκολύνσεις	fasiliteit	διεύκολυνση	N;PL	N;NOM;FEM;PL
fasiliteite	εγκαταστάσεις	fasiliteit	εγκατάσταση	N;PL	N;NOM;FEM;PL
reuk	οσμή	reuk	οσμή	N;SG	N;NOM;FEM;SG
reuk	όσφρηση	reuk	όσφρηση	N;SG	N;NOM;FEM;SG
reuk	μυρωδιά	reuk	μυρωδιό	N;SG	N;NOM;FEM;SG
wiel	τιμόνι	wiel	τιμόνι	N;SG	N;NOM;NEUT;SG
wiel	τροχό	wiel	τροχός	N;SG	N;ACC;MASC;SG
wiel	τροχού	wiel	τροχός	N;SG	N;GEN;MASC;SG
wiel	ρόδα	wiel	ρόδα	N;SG	N;NOM;FEM;SG
wiel	τροχός	wiel	τροχός	N;SG	N;NOM;MASC;SG
omgewings	περιβάλλοντα	omgewing	περιβάλλον	N;PL	N;NOM;NEUT;PL
oordra	αντικαταστήσει	oordra	αντικαθιστώ	V;PRS	V;PFV;IND;SG;3;FIN;ACT
vakke	υπήκοοι	vak	υπήκοοι	N;PL	N;NOM;MASC;PL
vakke	θεματα	vak	θέμα	N;PL	N;NOM;NEUT;PL
wysheid	σοφία	wysheid	σοφία	N;SG	N;NOM;FEM;SG
newels	νεφελώματα	newels	νέφεφωμα	N;PL	N;NOM;NEUT;PL
definisies	ορισμοί	definisie	ορισμός	N;PL	N;NOM;MASC;PL
opbrengs	απόδοση	opbreng	απόδοση	N;SG	N;ACC;FEM;SG
spoorweg	σιδηρόδρομο	spoorweg	σιδηρόδρομος	N;SG	N;ACC;MASC;SG
spoorweg	σιδηρόδρομος	spoorweg	σιδηρόδρομος	N;SG	N;NOM;MASC;SG
moeilikheid	δυσχέρεια	moeilikheid	δυσχέρεια	N;SG	N;NOM;FEM;SG
moeilikheid	δυσκολία	moeilikheid	δυσκολία	N;SG	N;ACC;FEM;SG
moeilikheid	δυσκολίας	moeilikheid	δυσκολία	N;SG	N;GEN;FEM;SG
fasade	προσωπείο	fasade	προσωπείο	N;SG	N;NOM;NEUT;SG
fasade	πρόσοψη	fasade	πρόσοψη	N;SG	N;NOM;FEM;SG
slagting	τραυματίας	slagting	τραυματίας	N;SG	N;NOM;FEM;SG
slagting	σφαγή	slagting	σφαγή	N;SG	N;ACC;FEM;SG
informasie	πληροφορία	informasie	πληροφορία	N;SG	N;ACC;FEM;SG
informasie	πληροφόρηση	informasie	πληροφόρηση	N;SG	N;ACC;FEM;SG
vennootskap	συνεταιρισμός	vennootskap	συνεταιρισμός	N;SG	N;NOM;MASC;SG
vennootskap	σύμπραξη	vennootskap	σύμπραξη	N;SG	N;ACC;FEM;SG
instandhouding	συντήρησης	instandhouding	συντήρηση	N;SG	N;GEN;FEM;SG
instandhouding	συντήρηση	instandhouding	συντήρηση	N;SG	N;NOM;FEM;SG
instandhouding	διατήρηση	instandhouding	διατήρηση	N;SG	N;ACC;FEM;SG
stoom	ατμός	stoom	ατμός	N;SG	N;NOM;MASC;SG
realisme	ρεαλισμό	realisme	ρεαλισμός	N;SG	N;ACC;MASC;SG
shaw	σο	shaw	σο		
kompetisies	διαγωνισμούς	kompetisie	διαγωνισμός	N;PL	N;ACC;MASC;PL
kompetisies	διαγωνισμοί	kompetisie	διαγωνισμός	N;PL	N;NOM;MASC;PL
astronomiese	αστρονομικό	astronomies	αστρονομικός	ADJ;NOM	ADJ;NOM;NEUT;SG
woonplek	κατοικία	woonplek	κατοικία	N;SG	N;NOM;FEM;SG
woonplek	διαμονής	woonplek	διαμονή	N;SG	N;GEN;FEM;SG
woonplek	οικία	woonplek	οικία	N;SG	N;NOM;FEM;SG
missie	αποστολή	missie	αποστολή	N;SG	N;NOM;FEM;SG
saffraan	σαφράν	saffraan	σαφράν	N;SG	N;NOM;NEUT;SG
snit	τροχιά	snit	τροχιά	N;SG	N;NOM;FEM;SG
snit	πίστα	snit	πίστα	N;SG	N;ACC;FEM;SG
gesprekke	μετατροπές	gesprek	μετατροπή	N;PL	N;NOM;FEM;PL
gesprekke	συνομιλίες	gesprek	συνομιλία	N;PL	N;NOM;FEM;PL
operasies	χειρουργεία	operasie	χειρουργείο	N;PL	N;NOM;NEUT;PL
operasies	εγχειρήσεις	operasie	εγχείρηση	N;PL	N;NOM;FEM;PL
