som	像	som	像	ADP	ADP
ansikt	面孔	ansikt	面孔	N;INDF;NEUT;SG	N
ansikt	臉	ansikt	臉	N;INDF;NEUT;SG	N
ansikt	臉部	ansikt	臉部	N;INDF;NEUT;SG	N
fløyte	笛	fløyte	笛	N;INDF;FEM;SG	N
fløyte	笛子	fløyte	笛子	N;INDF;FEM;SG	N
syndrom	症候	syndrom	症候	N;INDF;MASC;SG	N
kunder	客戶	kunde	客戶	N;INDF;MASC;PL	N
kunder	顧客	kunde	顧客	N;INDF;MASC;PL	N
kunder	客戶	kunde	客戶	N;INDF;MASC;PL	N
case	案例	case	案例	N	N
case	個案	case	個案	N	N
case	案件	case	案件	N	N
utdrag	節錄	utdrag	節錄	N;INDF;NEUT;SG	N
utdrag	節錄	utdrag	節錄	N;INDF;NEUT;SG	N
dokumentar	紀錄	dokument	紀錄	N;INDF;MASC;SG	N
plassere	放置	plassere	放置	V;NFIN	V
divisjoner	師團	divisjon	師團	N;INDF;MASC;SG	N
realiteten	現實	realitet	現實	N;DEF;MASC;SG	N
samles	集合	samles	集合	N;INDF;MASC;SG	N
anbefalte	推薦	anbefalt	推薦	V;IND;PST;FIN	V
foster	胎兒	foster	胎兒	N;INDF;NEUT;SG	N
monument	碑	monument	碑	N;INDF;NEUT;SG	N
variasjoner	變異	variasjon	變異	N;INDF;MASC;SG	N
legend	傳奇	legend	傳奇	N;INDF;NEUT;SG	N
fabrikker	工廠	fabrikker	工廠	N;INDF;FEM;PL	N
tsar	沙皇	tsar	沙皇	N;INDF;MASC;SG	N
inntekt	收益	inntekt	收益	N;INDF;FEM;SG	N
inntekt	稅	inntekt	稅	N;INDF;FEM;SG	N
inntekt	收入	inntekt	收入	N;INDF;FEM;SG	N
inntekt	收入	inntekt	收入	N;INDF;FEM;SG	N
astronom	天文	astronom	天文	N;INDF;MASC;SG	N
terrenget	地形	terreng	地形	N;DEF;NEUT;SG	N
terrenget	地勢	terreng	地勢	N;DEF;NEUT;SG	N
slam	灌籃	slam	灌籃	N;INDF;NEUT;SG	N
sittet	週六	sittet	週六	N;INDF;MASC;SG	N
opprinnelsen	起源	opprinnels	起源	N;DEF;MASC;SG	N
departement	部門	departement	部門	N;INDF;NEUT;SG	N
kjæreste	女友	kjæreste	女友	N;INDF;MASC;SG	N
kjæreste	女	kjæreste	女	N;INDF;MASC;SG	N
kjæreste	男	kjæreste	男	N;INDF;MASC;SG	N
kjæreste	男友	kjæreste	男友	N;INDF;MASC;SG	N
avhandlingen	論文	avhandling	論文	N;DEF;MASC;SG	N
box	箱	box	箱	N	N
box	框	box	框	N	N
box	盒	box	盒	N	N
box	盒子	box	盒子	N	N
box	方	box	方	N	N
enorm	巨大	enorm	巨大	ADJ;INDF;SG	ADJ
halsen	喉	hals	喉	N;DEF;MASC;SG	N
halsen	喉嚨	hals	喉嚨	N;DEF;MASC;SG	N
halsen	嗓子	hals	嗓子	N;DEF;MASC;SG	N
halsen	咽喉	hals	咽喉	N;DEF;MASC;SG	N
saturn	土星	saturn	土星	N;INDF;MASC;SG	N
hinder	障礙	hinder	障礙	N;INDF;NEUT;SG	N
blomstene	花	blomst	花	N;DEF;FEM;PL	N
blomstene	鮮花	blomst	鮮花	N;DEF;FEM;PL	N
blomstene	花卉	blomst	花卉	N;DEF;FEM;PL	N
blomstene	花兒	blomst	花兒	N;DEF;FEM;PL	N
blomstene	花朵	blomst	花朵	N;DEF;FEM;PL	N
gress	草	gress	草	N;INDF;MASC;SG	N
gress	草地	gress	草地	N;INDF;MASC;SG	N
gress	草叢	gress	草叢	N;INDF;MASC;SG	N
gress	雜草	gress	雜草	N;INDF;MASC;SG	N
barndom	童年	barndom	童年	N;INDF;MASC;SG	N
renessansen	復興	renessanse	復興	N;DEF;MASC;SG	N
renessansen	文藝	renessanse	文藝	N;DEF;MASC;SG	N
ulv	狼	ulv	狼	N;INDF;MASC;SG	N
utmerkelse	獎勵	utmerkelse	獎勵	N;INDF;MASC;SG	N
utmerkelse	獎	utmerkelse	獎	N;INDF;MASC;SG	N
utmerkelse	獎	utmerkelse	獎	N;INDF;MASC;SG	N
farget	有色	farg	有色	N;DEF;NEUT;SG	N
farget	彩色	farg	彩色	N;DEF;NEUT;SG	N
oppvekst	教養	oppvekst	教養	N;INDF;MASC;SG	N
oppvekst	撫育	oppvekst	撫育	N;INDF;MASC;SG	N
lidelse	苦難	lidelse	苦難	N;INDF;MASC;SG	N
lidelse	痛苦	lidelse	痛苦	N;INDF;MASC;SG	N
territorier	領土	territorie	領土	N;INDF;FEM;PL	N
patriark	族長	patriark	族長	N;INDF;MASC;SG	N
konferansen	會議	konferanse	會議	N;DEF;MASC;SG	N
økonom	經濟	økonom	經濟	N;INDF;MASC;SG	N
hunter	獵人	hunter	獵人	N;INDF;MASC;SG	N
sjøs	大海	sjøs	大海	N;INDF;MASC;SG	N
sjøs	海上	sjøs	海上	N;INDF;MASC;SG	N
sjøs	海	sjøs	海	N;INDF;MASC;SG	N
motivet	動機	motiv	動機	N;DEF;NEUT;SG	N
eter	醚	eter	醚	N;INDF;NEUT;SG	N
rase	品種	rase	品種	N;INDF;MASC;SG	N
rase	比賽	rase	比賽	N;INDF;MASC;SG	N
rase	賽	rase	賽	N;INDF;MASC;SG	N
rase	種族	rase	種族	N;INDF;MASC;SG	N
rase	競賽	rase	競賽	N;INDF;MASC;SG	N
institusjon	體制	institusjon	體制	N;INDF;MASC;SG	N
institusjon	機構	institusjon	機構	N;INDF;MASC;SG	N
bent	彎	bente	彎	N;INDF;MASC;SG	N
protest	異議	protest	異議	N;INDF;MASC;SG	N
court	法庭	cour	法庭	N	N
court	法院	cour	法院	N	N
troen	信仰	tro	信仰	N;DEF;MASC;SG	N
slektskap	親情	slektskap	親情	N;INDF;MASC;SG	N
slektskap	親屬	slektskap	親屬	N;INDF;MASC;SG	N
doktor	醫師	doktor	醫師	N;INDF;FEM;SG	N
doktor	醫生	doktor	醫生	N;INDF;FEM;SG	N
doktor	博士	doktor	博士	N;INDF;FEM;SG	N
male	畫	male	畫	N;INDF;NEUT;SG	N
male	油漆	male	油漆	N;INDF;NEUT;SG	N
male	顏料	male	顏料	N;INDF;NEUT;SG	N
ordbok	詞典	ordbok	詞典	N;INDF;FEM;SG	N
ordbok	字典	ordbok	字典	N;INDF;FEM;SG	N
hud	肌膚	hud	肌膚	N;INDF;NEUT;SG	N
area	面積	area	面積	N;INDF;MASC;SG	N
area	地區	area	地區	N;INDF;MASC;SG	N
area	區域	area	區域	N;INDF;MASC;SG	N
area	區	area	區	N;INDF;MASC;SG	N
eik	橡樹	eik	橡樹	N;INDF;NEUT;SG	N
eik	橡木	eik	橡木	N;INDF;NEUT;SG	N
eik	橡	eik	橡	N;INDF;NEUT;SG	N
eik	櫟	eik	櫟	N;INDF;NEUT;SG	N
bataljon	營	bataljon	營	N;INDF;MASC;SG	N
effektive	高	effektiv	高	ADJ;PL	ADJ
søsken	兄妹	søsken	兄妹	N;INDF;MASC;SG	N
filer	文件	file	文件	N;INDF;NEUT;PL	N
filer	檔案	file	檔案	N;INDF;NEUT;PL	N
plasseringer	地點	plasseringe	地點	N;INDF;FEM;PL	N
holdeplass	站	holdeplass	站	N;INDF;MASC;SG	N
holdeplass	車站	holdeplass	車站	N;INDF;MASC;SG	N
manuskript	手稿	manuskript	手稿	N;INDF;NEUT;SG	N
manuskript	稿子	manuskript	稿子	N;INDF;NEUT;SG	N
femti	五十	femti	五十	NUM;PL	NUM
oppførsel	行為	oppførsel	行為	N;INDF;MASC;SG	N
oppførsel	行為	oppførsel	行為	N;INDF;MASC;SG	N
unik	獨特	unik	獨特	ADJ;INDF;SG	ADJ
unik	獨一	unik	獨一	ADJ;INDF;SG	ADJ
stiger	梯子	stige	梯子	N;INDF;MASC;SG	N
kanten	邊緣	kant	邊緣	N;DEF;MASC;SG	N
relasjoner	關係	relasjon	關係	N;INDF;MASC;SG	N
relasjoner	關係	relasjon	關係	N;INDF;MASC;SG	N
bus	公車	bus	公車	N;INDF;MASC;SG	N
bus	巴士	bus	巴士	N;INDF;MASC;SG	N
besetning	船員	besetning	船員	N;INDF;FEM;SG	N
kobber	銅礦	kobbe	銅礦	N;INDF;MASC;SG	N
kobber	銅	kobbe	銅	N;INDF;MASC;SG	N
rør	管道	rør	管道	N;INDF;NEUT;SG	N
rør	管子	rør	管子	N;INDF;NEUT;SG	N
rør	管道	rør	管道	N;INDF;NEUT;SG	N
rør	水管	rør	水管	N;INDF;NEUT;SG	N
jagerfly	鬥士	jagerfly	鬥士	N;INDF;NEUT;SG	N
hale	尾巴	hale	尾巴	N;INDF;MASC;SG	N
hale	尾	hale	尾	N;INDF;MASC;SG	N
mestere	冠軍	mestere	冠軍	N;INDF;MASC;SG	N
rydde	清潔	rydde	清潔	V;NFIN	V
pistol	手槍	pistol	手槍	N;INDF;MASC;SG	N
pistol	槍支	pistol	槍支	N;INDF;MASC;SG	N
pistol	槍	pistol	槍	N;INDF;MASC;SG	N
pistol	炮	pistol	炮	N;INDF;MASC;SG	N
brigade	旅	brigade	旅	N;INDF;MASC;SG	N
primær	初級	primær	初級	N;INDF;MASC;SG	N
skjell	貝殼	skjell	貝殼	N;INDF;NEUT;SG	N
skjell	殼	skjell	殼	N;INDF;NEUT;SG	N
ansiktet	臉	ansikt	臉	N;DEF;NEUT;SG	N
ansiktet	臉部	ansikt	臉部	N;DEF;NEUT;SG	N
beat	節拍	beit	節拍	N;INDF;MASC;SG	N
jomfru	處	jomfru	處	N;INDF;FEM;SG	N
sum	總和	sum	總和	N;INDF;MASC;SG	N
ruiner	廢墟	ruine	廢墟	N;INDF;FEM;PL	N
ruiner	遺址	ruine	遺址	N;INDF;FEM;PL	N
ruiner	遺跡	ruine	遺跡	N;INDF;FEM;PL	N
fabrikk	廠	fabrikk	廠	N;INDF;MASC;SG	N
fabrikk	工廠	fabrikk	工廠	N;INDF;MASC;SG	N
religioner	宗教	religion	宗教	N;INDF;FEM;PL	N
small	小型	small	小型	N;INDF;NEUT;SG	N
skytter	射手	skytte	射手	N;INDF;FEM;SG	N
familiene	家庭	familie	家庭	N;DEF;FEM;PL	N
oppføringer	條目	oppføringer	條目	N;INDF;FEM;PL	N
farlige	危險	farlig	危險	ADJ;PL	ADJ
bachelor	學士	bachelor	學士	N;INDF;MASC;SG	N
bachelor	單身	bachelor	單身	N;INDF;MASC;SG	N
bokstav	信	bokstav	信	N;INDF;MASC;SG	N
bokstav	字母	bokstav	字母	N;INDF;MASC;SG	N
bokstav	信函	bokstav	信函	N;INDF;MASC;SG	N
bokstav	信件	bokstav	信件	N;INDF;MASC;SG	N
anmeldelse	審查	anmeldelse	審查	N;INDF;MASC;SG	N
konsekvens	後果	konsekvens	後果	N;INDF;MASC;SG	N
konsekvens	後果	konsekvens	後果	N;INDF;MASC;SG	N
gjest	賓	gjest	賓	N;INDF;MASC;SG	N
gjest	來賓	gjest	來賓	N;INDF;MASC;SG	N
gjest	客人	gjest	客人	N;INDF;MASC;SG	N
rise	崛起	rise	崛起	N;INDF;MASC;SG	N
pater	父親	pater	父親	N;INDF;MASC;SG	N
pater	神父	pater	神父	N;INDF;MASC;SG	N
pater	父	pater	父	N;INDF;MASC;SG	N
pearl	明珠	pearl	明珠	N;INDF;MASC;SG	N
pearl	珍珠	pearl	珍珠	N;INDF;MASC;SG	N
artilleri	大炮	artilleri	大炮	N;INDF;NEUT;SG	N
artilleri	火炮	artilleri	火炮	N;INDF;NEUT;SG	N
artilleri	炮兵	artilleri	炮兵	N;INDF;NEUT;SG	N
oval	橢	oval	橢	N;INDF;MASC;SG	N
fis	屁	fis	屁	N;INDF;MASC;SG	N
kyst	沿海	kyst	沿海	N;INDF;NEUT;SG	N
kyst	沿岸	kyst	沿岸	N;INDF;NEUT;SG	N
kyst	海岸	kyst	海岸	N;INDF;NEUT;SG	N
kyst	海岸	kyst	海岸	N;INDF;NEUT;SG	N
oppfatter	感知	oppfatter	感知	N;INDF;FEM;PL	N
splittet	分裂	splitt	分裂	N;DEF;NEUT;SG	N
helgen	週末	helg	週末	N;INDF;MASC;SG	N
helgen	聖人	helg	聖人	N;INDF;MASC;SG	N
terreng	地形	terreng	地形	N;INDF;NEUT;SG	N
terreng	地勢	terreng	地勢	N;INDF;NEUT;SG	N
uro	動亂	uro	動亂	N;INDF;FEM;SG	N
miljøer	環境	miljø	環境	N;INDF;MASC;PL	N
striper	花臉	stripe	花臉	N;INDF;FEM;PL	N
striper	條紋	stripe	條紋	N;INDF;FEM;PL	N
gatene	街道	gate	街道	N;DEF;FEM;PL	N
gene	基因	gene	基因	N	N
ammunisjon	彈藥	ammunisjon	彈藥	N;INDF;MASC;SG	N
kiss	吻	kiss	吻	N;INDF;MASC;SG	N
kiss	親	kiss	親	N;INDF;MASC;SG	N
kiss	親親	kiss	親親	N;INDF;MASC;SG	N
kiss	親吻	kiss	親吻	N;INDF;MASC;SG	N
campus	校區	campus	校區	N;INDF;NEUT;SG	N
campus	校園	campus	校園	N;INDF;NEUT;SG	N
fangene	囚犯	fange	囚犯	N;DEF;MASC;PL	N
fangene	犯人	fange	犯人	N;DEF;MASC;PL	N
fangene	囚徒	fange	囚徒	N;DEF;MASC;PL	N
parentes	括號	parentes	括號	N;INDF;NEUT;SG	N
parentes	括號	parentes	括號	N;INDF;NEUT;SG	N
nettverket	網路	nettverk	網路	N;DEF;NEUT;SG	N
nettverket	網	nettverk	網	N;DEF;NEUT;SG	N
kaliber	口徑	kaliber	口徑	N;INDF;MASC;SG	N
cover	封面	cove	封面	N;INDF;MASC;SG	N
cover	掩護	cove	掩護	N;INDF;MASC;SG	N
rolig	平靜	rolig	平靜	ADJ;INDF;NEUT;SG	ADJ
rolig	輕鬆	rolig	輕鬆	ADJ;INDF;NEUT;SG	ADJ
rolig	簡單	rolig	簡單	ADJ;INDF;NEUT;SG	ADJ
filosofen	哲學	filosof	哲學	N;DEF;MASC;SG	N
federation	聯邦	federation	聯邦	N;INDF;MASC;SG	N
symfoni	交響	symfoni	交響	N;INDF;MASC;SG	N
symfoni	交響	symfoni	交響	N;INDF;MASC;SG	N
gata	街頭	gate	街頭	N;DEF;FEM;SG	N
gata	街道	gate	街道	N;DEF;FEM;SG	N
gata	街	gate	街	N;DEF;FEM;SG	N
albumene	相簿	albume	相簿	N;DEF;FEM;PL	N
albumene	專輯	albume	專輯	N;DEF;FEM;PL	N
personlighet	人格	personlighet	人格	N;INDF;FEM;SG	N
personlighet	性格	personlighet	性格	N;INDF;FEM;SG	N
personlighet	個性	personlighet	個性	N;INDF;FEM;SG	N
tidsskrifter	雜誌	tidsskrift	雜誌	N;INDF;FEM;PL	N
sjanse	機會	sjanse	機會	N;INDF;MASC;SG	N
sakte	慢慢	sakte	慢慢	ADJ;INDF;NEUT;SG	ADJ
skritt	台階	skritt	台階	N;INDF;NEUT;SG	N
skritt	步驟	skritt	步驟	N;INDF;NEUT;SG	N
skritt	步	skritt	步	N;INDF;NEUT;SG	N
skritt	步驟	skritt	步驟	N;INDF;NEUT;SG	N
søsteren	妹妹	søster	妹妹	N;DEF;MASC;SG	N
søsteren	姐姐	søster	姐姐	N;DEF;MASC;SG	N
søsteren	姐妹	søster	姐妹	N;DEF;MASC;SG	N
søsteren	姊妹	søster	姊妹	N;DEF;MASC;SG	N
søsteren	姊姊	søster	姊姊	N;DEF;MASC;SG	N
rot	亂	rot	亂	N;INDF;NEUT;SG	N
rot	爛	rot	爛	N;INDF;NEUT;SG	N
rot	雜亂	rot	雜亂	N;INDF;NEUT;SG	N
kjerne	核心	kjerne	核心	N;INDF;MASC;SG	N
kjerne	核心	kjerne	核心	N;INDF;MASC;SG	N
skuespillerinnen	女	skuespillerinn	女	N;DEF;MASC;SG	N
skuespillerinnen	女	skuespillerinn	女	N;DEF;MASC;SG	N
skuespillerinnen	演員	skuespillerinn	演員	N;DEF;MASC;SG	N
tjue	二十	tjue	二十	NUM;PL	NUM
eksport	出口	eksport	出口	N;INDF;MASC;SG	N
names	人名	names	人名	N	N
names	名稱	names	名稱	N	N
names	姓名	names	姓名	N	N
prinsen	王子	prins	王子	N;DEF;MASC;SG	N
prinsen	太子	prins	太子	N;DEF;MASC;SG	N
prinsen	親王	prins	親王	N;DEF;MASC;SG	N
skulpturer	雕塑	skulpture	雕塑	N;INDF;MASC;SG	N
skulpturer	雕塑	skulpture	雕塑	N;INDF;MASC;SG	N
grey	灰色	grey	灰色	N;INDF;MASC;SG	N
grey	灰	grey	灰	N;INDF;MASC;SG	N
egenskap	特質	egenskap	特質	N;INDF;MASC;SG	N
innsiden	內	innside	內	N;DEF;MASC;SG	N
innsiden	裡面	innside	裡面	N;DEF;MASC;SG	N
innsiden	內心	innside	內心	N;DEF;MASC;SG	N
innsiden	內部	innside	內部	N;DEF;MASC;SG	N
bryst	乳房	bryste	乳房	N;INDF;FEM;SG	N
bryst	胸	bryste	胸	N;INDF;FEM;SG	N
bryst	胸部	bryste	胸部	N;INDF;FEM;SG	N
bryst	乳房	bryste	乳房	N;INDF;FEM;SG	N
sørger	悼念	sørge	悼念	V;IND;PRS;FIN	V
sørger	哀悼	sørge	哀悼	V;IND;PRS;FIN	V
sektor	部門	sektor	部門	N;INDF;MASC;SG	N
låt	歌曲	låt	歌曲	N;INDF;MASC;SG	N
låt	首歌	låt	首歌	N;INDF;MASC;SG	N
låt	歌	låt	歌	N;INDF;MASC;SG	N
metamorfose	蛻變	metamorfose	蛻變	N;INDF;MASC;SG	N
strukturer	結構	struktur	結構	N;INDF;MASC;PL	N
presenterer	引入	presentere	引入	V;IND;PRS;FIN	V
presenterer	介紹	presentere	介紹	V;IND;PRS;FIN	V
presenterer	呈現	presentere	呈現	V;IND;PRS;FIN	V
stafetten	中	stafett	中	N;DEF;MASC;SG	N
stafetten	接力	stafett	接力	N;DEF;MASC;SG	N
rapporter	報告	rapport	報告	N;INDF;NEUT;SG	N
rapporter	報告	rapport	報告	N;INDF;NEUT;SG	N
mind	頭腦	mind	頭腦	N;INDF;SG	N
mind	心靈	mind	心靈	N;INDF;SG	N
biologi	生物	biologi	生物	N;INDF;MASC;SG	N
biologi	生物	biologi	生物	N;INDF;MASC;SG	N
bestemmelser	條例	bestemmelse	條例	N;INDF;MASC;SG	N
munnen	嘴	munn	嘴	N;DEF;MASC;SG	N
munnen	口	munn	口	N;DEF;MASC;SG	N
munnen	嘴	munn	嘴	N;DEF;MASC;SG	N
munnen	口腔	munn	口腔	N;DEF;MASC;SG	N
ofre	受害	ofre	受害	V;NFIN	V
ofre	受害	ofre	受害	V;NFIN	V
sitteplasser	座位	sitteplasse	座位	N;INDF;FEM;PL	N
kjøper	購買	kjøpe	購買	V;IND;PRS;FIN	V
kjøper	買	kjøpe	買	V;IND;PRS;FIN	V
uka	星期	uka	星期	N;INDF;MASC;SG	N
uka	週	uka	週	N;INDF;MASC;SG	N
offer	死者	offer	死者	N;INDF;NEUT;PL	N
inkludere	包括	inkludere	包括	V;NFIN	V
besøke	參觀	besøke	參觀	V;NFIN	V
besøke	訪問	besøke	訪問	V;NFIN	V
væske	液體	væske	液體	N;INDF;FEM;SG	N
væske	液	væske	液	N;INDF;FEM;SG	N
væske	流體	væske	流體	N;INDF;FEM;SG	N
væske	液體	væske	液體	N;INDF;FEM;SG	N
væske	液	væske	液	N;INDF;FEM;SG	N
væske	液態	væske	液態	N;INDF;FEM;SG	N
graf	圖表	graf	圖表	N;INDF;NEUT;SG	N
graf	圖形	graf	圖形	N;INDF;NEUT;SG	N
graf	圖	graf	圖	N;INDF;NEUT;SG	N
suite	套房	suit	套房	N;INDF;MASC;SG	N
spirit	精神	spirit	精神	N;INDF;MASC;SG	N
variasjon	變異	variasjon	變異	N;INDF;MASC;SG	N
mrs	太太	mrs	太太	N;INDF;MASC;SG	N
husk	記住	husk	記住	V;IMP;FIN	V
skatter	珍寶	skatter	珍寶	N;INDF;FEM;PL	N
skatter	寶藏	skatter	寶藏	N;INDF;FEM;PL	N
skatter	寶物	skatter	寶物	N;INDF;FEM;PL	N
skatter	財寶	skatter	財寶	N;INDF;FEM;PL	N
skatter	寶藏	skatter	寶藏	N;INDF;FEM;PL	N
skatter	稅務	skatter	稅務	N;INDF;FEM;PL	N
skatter	稅	skatter	稅	N;INDF;FEM;PL	N
skatter	稅	skatter	稅	N;INDF;FEM;PL	N
skatter	稅款	skatter	稅款	N;INDF;FEM;PL	N
skillet	區分	skill	區分	N;DEF;NEUT;SG	N
skillet	區別	skill	區別	N;DEF;NEUT;SG	N
sosiologi	社會	sosiologi	社會	N;INDF;MASC;SG	N
hestesport	馬術	hestesport	馬術	N;INDF;NEUT;SG	N
veiledning	指南	veiledning	指南	N;INDF;FEM;SG	N
veiledning	指引	veiledning	指引	N;INDF;FEM;SG	N
veiledning	嚮導	veiledning	嚮導	N;INDF;FEM;SG	N
begrensninger	極限	begrensning	極限	N;INDF;FEM;PL	N
begrensninger	限額	begrensning	限額	N;INDF;FEM;PL	N
atferd	行為	atferd	行為	N;INDF;NEUT;SG	N
atferd	行為	atferd	行為	N;INDF;NEUT;SG	N
padling	獨木	padling	獨木	N;INDF;FEM;SG	N
bakterier	細菌	bakterium	細菌	N;INDF;MASC;PL	N
hand	手	hand	手	N;INDF;FEM;SG	N
logo	標誌	logo	標誌	N;INDF;MASC;SG	N
logo	標識	logo	標識	N;INDF;MASC;SG	N
kalender	日曆	kalende	日曆	N;INDF;FEM;PL	N
kalender	曆	kalende	曆	N;INDF;FEM;PL	N
dekk	輪胎	dekk	輪胎	N;INDF;NEUT;SG	N
dekk	封面	dekk	封面	N;INDF;NEUT;SG	N
dekk	掩護	dekk	掩護	N;INDF;NEUT;SG	N
dekk	甲板	dekk	甲板	N;INDF;NEUT;SG	N
bomber	炸彈	bombe	炸彈	N;INDF;FEM;PL	N
portretter	肖像	portrette	肖像	N;INDF;NEUT;SG	N
portretter	畫像	portrette	畫像	N;INDF;NEUT;SG	N
portretter	肖像	portrette	肖像	N;INDF;NEUT;SG	N
spesifikt	具體	spesifikk	具體	ADJ;INDF;NEUT;SG	ADJ
pilot	試點	pilot	試點	N;INDF;MASC;SG	N
mats	墊子	mats	墊子	N;INDF;MASC;SG	N
sint	憤怒	sint	憤怒	ADJ;INDF;SG	ADJ
child	兒童	child	兒童	N	N
child	孩子	child	孩子	N	N
rammer	幀	ramme	幀	N;INDF;FEM;PL	N
rammer	框架	ramme	框架	N;INDF;FEM;PL	N
rammer	框	ramme	框	N;INDF;FEM;PL	N
kapital	資本	kapital	資本	N;INDF;MASC;SG	N
kapital	首都	kapital	首都	N;INDF;MASC;SG	N
kamera	鏡頭	kamera	鏡頭	N;INDF;NEUT;SG	N
kamera	相機	kamera	相機	N;INDF;NEUT;SG	N
fullføre	完成	fullføre	完成	V;IMP;NFIN	V
distribusjon	分銷	distribusjon	分銷	N;INDF;MASC;SG	N
høgskole	學院	høgskole	學院	N;INDF;MASC;SG	N
høgskole	書院	høgskole	書院	N;INDF;MASC;SG	N
høgskole	大學	høgskole	大學	N;INDF;MASC;SG	N
skriv	撰寫	skrive	撰寫	V;IMP;FIN	V
skriv	寫	skrive	寫	V;IMP;FIN	V
skriv	寫信	skrive	寫信	V;IMP;FIN	V
skriv	寫入	skrive	寫入	V;IMP;FIN	V
fyret	燈塔	fyr	燈塔	N;DEF;NEUT;SG	N
fett	肥	fett	肥	N;INDF;MASC;SG	N
fett	脂	fett	脂	N;INDF;MASC;SG	N
fett	胖	fett	胖	N;INDF;MASC;SG	N
blokkering	區塊	blokkering	區塊	N;INDF;FEM;SG	N
vilkår	條件	vilkår	條件	N;INDF;NEUT;PL	N
vilkår	術語	vilkår	術語	N;INDF;NEUT;PL	N
vilkår	條款	vilkår	條款	N;INDF;NEUT;PL	N
bølger	海浪	bølge	海浪	N;INDF;FEM;PL	N
bølger	波浪	bølge	波浪	N;INDF;FEM;PL	N
palass	皇宮	palass	皇宮	N;INDF;NEUT;SG	N
palass	宮殿	palass	宮殿	N;INDF;NEUT;SG	N
palass	王宮	palass	王宮	N;INDF;NEUT;SG	N
palass	宮廷	palass	宮廷	N;INDF;NEUT;SG	N
palass	宮	palass	宮	N;INDF;NEUT;SG	N
moths	飛蛾	moths	飛蛾	N;INDF;MASC;SG	N
banker	銀行	bank	銀行	N;INDF;FEM;PL	N
ruta	路線	rute	路線	N;DEF;FEM;SG	N
leire	泥	leire	泥	N;INDF;MASC;SG	N
trekkspill	手風	trekkspill	手風	N;INDF;MASC;SG	N
naval	海軍	naval	海軍	N;INDF;MASC;SG	N
vanskeligheter	困難	vanskeligheter	困難	N;INDF;FEM;PL	N
vanskeligheter	難度	vanskeligheter	難度	N;INDF;FEM;PL	N
vanskeligheter	困難	vanskeligheter	困難	N;INDF;FEM;PL	N
kraften	武力	kraft	武力	N;DEF;MASC;SG	N
kanter	邊緣	kante	邊緣	N;INDF;NEUT;SG	N
bestefar	爺爺	bestefar	爺爺	N;INDF;MASC;SG	N
bestefar	祖父	bestefar	祖父	N;INDF;MASC;SG	N
sitat	引文	sitat	引文	N;INDF;NEUT;SG	N
knight	騎士	knigh	騎士	N;INDF;MASC;SG	N
vegas	賭城	veg	賭城	N	N
temperaturer	氣溫	temperatur	氣溫	N;INDF;MASC;PL	N
temperaturer	溫度	temperatur	溫度	N;INDF;MASC;PL	N
kjære	蜂蜜	kjære	蜂蜜	N	N
speed	速度	speed	速度	N;INDF;MASC;SG	N
speed	速	speed	速	N;INDF;MASC;SG	N
creek	溪	creek	溪	N;INDF;NEUT;SG	N
peak	峰峰	peak	峰峰	N;INDF;NEUT;SG	N
peak	山頂	peak	山頂	N;INDF;NEUT;SG	N
sukker	食糖	sukker	食糖	N;INDF;NEUT;SG	N
sukker	糖業	sukker	糖業	N;INDF;NEUT;SG	N
sukker	糖	sukker	糖	N;INDF;NEUT;SG	N
behandler	處理	behandle	處理	V;IND;PRS;FIN	V
behandler	加工	behandle	加工	V;IND;PRS;FIN	V
disk	碟片	disk	碟片	N;INDF;MASC;SG	N
disk	碟	disk	碟	N;INDF;MASC;SG	N
disk	磁碟	disk	磁碟	N;INDF;MASC;SG	N
skall	貝殼	skall	貝殼	N;INDF;MASC;SG	N
skall	殼	skall	殼	N;INDF;MASC;SG	N
flying	飛	flying	飛	N;INDF;FEM;SG	N
flying	飛翔	flying	飛翔	N;INDF;FEM;SG	N
angi	設	angi	設	V;IMP;FIN	V
angi	設定	angi	設定	V;IMP;FIN	V
angi	輸入	angi	輸入	V;IMP;FIN	V
geologi	地質	geologi	地質	N;INDF;MASC;SG	N
geologi	地質	geologi	地質	N;INDF;MASC;SG	N
hjul	輪	hjul	輪	N;INDF;NEUT;SG	N
hjul	車輪	hjul	車輪	N;INDF;NEUT;SG	N
hjul	輪	hjul	輪	N;INDF;NEUT;SG	N
hjul	車輪	hjul	車輪	N;INDF;NEUT;SG	N
circuit	迴路	circuit	迴路	N	N
circuit	電路	circuit	電路	N	N
prinsipp	原則	prinsipp	原則	N;INDF;NEUT;PL	N
prinsipp	原理	prinsipp	原理	N;INDF;NEUT;PL	N
prinsipp	原則	prinsipp	原則	N;INDF;NEUT;PL	N
landevei	公路	landevei	公路	N;INDF;MASC;SG	N
fiende	敵軍	fiende	敵軍	N;INDF;MASC;SG	N
fiende	敵方	fiende	敵方	N;INDF;MASC;SG	N
fiende	敵	fiende	敵	N;INDF;MASC;SG	N
fiende	敵人	fiende	敵人	N;INDF;MASC;SG	N
østlig	東方	østlig	東方	N;INDF;MASC;SG	N
østlig	東部	østlig	東部	N;INDF;MASC;SG	N
vitne	證人	vitne	證人	N;INDF;NEUT;SG	N
vitne	證人	vitne	證人	N;INDF;NEUT;SG	N
håndverk	工藝	håndverk	工藝	N;INDF;NEUT;SG	N
