冥王	pluton	冥王	pluton	N	N;NOM;MASC;SG
獨唱	solist	獨唱	solist	N	N;NOM;MASC;SG
獨唱	solo	獨唱	solo	N	N;NOM;MASC;SG
十字	križari	十字	križar	N	N;NOM;MASC;PL
十字	križar	十字	križar	N	N;NOM;MASC;SG
體力	snagu	體力	snaga	N	N;ACC;FEM;SG
體力	snaga	體力	snaga	N	N;NOM;FEM;SG
體力	snage	體力	snaga	N	N;NOM;FEM;PL
平均	prosječan	平均	prosječan	ADJ	ADJ;NOM;INDF;MASC;SG
平均	prosječni	平均	prosječni	ADJ	ADJ;NOM;DEF;MASC;SG
平均	prosječna	平均	prosječan	ADJ	ADJ;NOM;DEF;FEM;SG
興奮	uzbuđenja	興奮	uzbuđenje	N	N;NOM;NEUT;PL
興奮	uzbuđenje	興奮	uzbuđenje	N	N;NOM;NEUT;SG
神龍	zmaja	神龍	zma	N	N;ACC;MASC;SG
神龍	zmaju	神龍	zma	N	N;DAT;MASC;SG
神龍	zmaj	神龍	zmaj	N	N;NOM;MASC;SG
申報	proglasiti	申報	proglasiti	V	V;NFIN
申報	proglasi	申報	proglasiti	V	V;IND;SG;3;PRS;FIN
鯊魚	ajkule	鯊魚	ajkula	N	N;NOM;FEM;PL
大腦	mozak	大腦	mozak	N	N;NOM;MASC;SG
大腦	mozak	大腦	mozak	N	N;NOM;MASC;SG
孤獨	samoća	孤獨	samoća	N	N;NOM;FEM;SG
孤獨	usamljenost	孤獨	usamljenost	N	N;NOM;FEM;SG
單字	riječ	單字	riječ	N	N;NOM;FEM;SG
單字	rijec	單字	rijec	N	N;NOM;FEM;SG
套房	apartman	套房	apartman	N	N;NOM;MASC;SG
更低	donja	更低	donji	ADJ	ADJ;NOM;DEF;FEM;SG
心態	mentalitet	心態	mentalitet	N	N;NOM;MASC;SG
過濾	filter	過濾	filter	N	N;NOM;MASC;SG
過濾	filtar	過濾	filtar	N	N;NOM;MASC;SG
過濾	filtriranje	過濾	filtriranje	N	N;NOM;NEUT;SG
過濾	filtracije	過濾	filtracija	N	N;NOM;FEM;PL
過濾	filteri	過濾	filter	N	N;NOM;MASC;PL
黃道	ekliptika	黃道	ekliptika	N	N;NOM;FEM;SG
黃道	zodijak	黃道	zodijak	N	N;NOM;MASC;SG
蒸氣	para	蒸氣	par	N	N;NOM;MASC;SG
天命	sudbine	天命	sudbina	N	N;NOM;FEM;PL
天命	sudbina	天命	sudbina	N	N;NOM;FEM;SG
斜坡	padini	斜坡	padina	N	N;DAT;FEM;SG
斜坡	nagib	斜坡	nagib	N	N;NOM;MASC;SG
斜坡	padinama	斜坡	padina	N	N;INS;FEM;PL
斜坡	rampu	斜坡	rampa	N	N;ACC;FEM;SG
斜坡	rampa	斜坡	rampa	N	N;NOM;FEM;SG
輪椅	kolica	輪椅	kolica	N	N;NOM;NEUT;PL
袋鼠	klokan	袋鼠	klokan	N	N;NOM;MASC;SG
袋鼠	klokani	袋鼠	klokan	N	N;NOM;MASC;PL
水力	hidro	水力	hidro	N	N;NOM;MASC;SG
水力	hidraulika	水力	hidraulika	N	N;NOM;FEM;SG
援軍	pojačanje	援軍	pojačanje	N	N;NOM;NEUT;SG
援軍	pojačanja	援軍	pojačanje	N	N;NOM;NEUT;PL
轉讓	prebaci	轉讓	prebac	V	V;IND;SG;3;PRS;FIN
駐軍	garrison	駐軍	garrison	N	N;NOM;MASC;SG
駐軍	garnizon	駐軍	garnizon	N	N;NOM;MASC;SG
博愛	bratstva	博愛	bratstvo	N	N;NOM;NEUT;PL
博愛	bratstvo	博愛	bratstvo	N	N;NOM;NEUT;SG
早餐	doručak	早餐	doručak	N	N;NOM;MASC;SG
肉體	mesa	肉體	meso	N	N;NOM;NEUT;PL
肉體	meso	肉體	meso	N	N;NOM;NEUT;SG
動力	dynamics	動力	dynamics	N	N;NOM;MASC;SG
緯度	širina	緯度	širina	N	N;NOM;FEM;SG
緯度	lat	緯度	lat	N	N;SG
靈活	fleksibilan	靈活	fleksibilan	ADJ	ADJ;NOM;INDF;MASC;SG
粥	kašu	粥	kašati	N	N;ACC;FEM;SG
粥	kaša	粥	kaša	N	N;NOM;FEM;SG
水壩	brane	水壩	brana	N	N;NOM;FEM;PL
水壩	brana	水壩	brana	N	N;NOM;FEM;SG
隆起	izbočina	隆起	izbočin	N	N;NOM;FEM;SG
雄心	ambicije	雄心	ambicija	N	N;NOM;FEM;PL
雄心	ambicija	雄心	ambicija	N	N;NOM;FEM;SG
雄心	ambiciju	雄心	ambicija	N	N;ACC;FEM;SG
雄心	ambicije	雄心	ambicija	N	N;NOM;FEM;PL
幼蟲	larve	幼蟲	larva	N	N;NOM;FEM;PL
幼蟲	ličinka	幼蟲	ličinak	N	N;NOM;FEM;SG
癱瘓	paralizu	癱瘓	paraliza	N	N;ACC;FEM;SG
癱瘓	paralize	癱瘓	paraliza	N	N;NOM;FEM;PL
癱瘓	paraliza	癱瘓	paraliza	N	N;NOM;FEM;SG
航運	isporuka	航運	isporuka	N	N;NOM;FEM;SG
航運	slanje	航運	slanje	N	N;NOM;NEUT;SG
航運	shipping	航運	shipping	N	N;NOM;MASC;SG
航運	dostava	航運	dostav	N	N;NOM;FEM;SG
開關	prebaci	開關	prebac	V	V;IND;SG;3;PRS;FIN
邦聯	konfederacije	邦聯	konfederacija	N	N;NOM;FEM;PL
邦聯	konfederacija	邦聯	konfederacija	N	N;NOM;FEM;SG
主婦	kućanice	主婦	kućanica	N	N;NOM;FEM;PL
主婦	domaćice	主婦	domaćica	N	N;NOM;FEM;PL
主婦	domaćica	主婦	domaćica	N	N;NOM;FEM;SG
主婦	kućanica	主婦	kućanica	N	N;NOM;FEM;SG
填寫	ispune	填寫	ispuniti	V	V;IND;PL;3;PRS;FIN
填寫	ispunite	填寫	ispuniti	V	V;IMP;PL;2;FIN
填寫	ispuni	填寫	ispuniti	V	V;IND;SG;3;PRS;FIN
填寫	napuni	填寫	napun	V	V;IND;SG;3;PRS;FIN
填寫	ispuniti	填寫	ispuniti	V	V;NFIN
疣	bradavice	疣	bradavica	N	N;NOM;FEM;PL
陸戰	marinci	陸戰	marinac	N	N;NOM;MASC;PL
陸戰	marince	陸戰	marinac	N	N;ACC;MASC;PL
扔	baci	扔	baciti	V	V;IND;SG;3;PRS;FIN
硫化	sulfid	硫化	sulfid	N	N;NOM;MASC;SG
影射	aluzija	影射	aluzija	N	N;NOM;FEM;SG
母音	samoglasnik	母音	samoglasnik	N	N;NOM;MASC;SG
戰地	bojište	戰地	bojište	N	N;NOM;NEUT;SG
戰地	bojištu	戰地	bojište	N	N;DAT;NEUT;SG
進食	jedemo	進食	jesti	V	V;IND;PL;1;PRS;FIN
進食	jede	進食	jese	V	V;IND;SG;3;PRS;FIN
涅槃	nirvana	涅槃	nirvati	N	N;NOM;FEM;SG
老年	seniori	老年	senior	N	N;NOM;MASC;PL
幸存	preživjele	幸存	preživjeti	V	V;FEM;PL;PST;V.PTCP;ACT
幸存	preživjeli	幸存	preživjeti	V	V;MASC;PL;PST;V.PTCP;ACT
幸存	preživjela	幸存	preživjeti	V	V;FEM;SG;PST;V.PTCP;ACT
幸存	preživjeli	幸存	preživjeti	V	V;MASC;PL;PST;V.PTCP;ACT
水災	poplave	水災	poplava	N	N;NOM;FEM;PL
水災	poplava	水災	poplava	N	N;NOM;FEM;PL
水災	poplave	水災	poplava	N	N;NOM;FEM;PL
水災	poplava	水災	poplava	N	N;NOM;FEM;PL
水災	poplave	水災	poplava	N	N;NOM;FEM;PL
水災	potop	水災	potop	N	N;NOM;MASC;SG
水災	poplava	水災	poplava	N	N;NOM;FEM;PL
水災	poplavi	水災	poplava	N	N;DAT;FEM;SG
貂	sable	貂	sable	N	N;NOM;MASC;SG
煎	prženje	煎	prženje	N	N;NOM;NEUT;SG
石	nara	石	nar	N	N;NOM;MASC;SG
美學	estetika	美學	estetik	N	N;NOM;FEM;SG
堅強	jaki	堅強	jak	ADJ	ADJ;NOM;DEF;MASC;PL
堅強	jak	堅強	jak	ADJ	ADJ;NOM;INDF;MASC;SG
堅強	jaka	堅強	jak	ADJ	ADJ;NOM;DEF;FEM;SG
政客	političari	政客	političar	N	N;NOM;MASC;PL
政客	političare	政客	političar	N	N;ACC;MASC;PL
政客	političarima	政客	političar	N	N;DAT;MASC;PL
政客	političar	政客	političar	N	N;NOM;MASC;SG
政客	političara	政客	političar	N	N;GEN;MASC;PL
水母	meduze	水母	meduz	N	N;NOM;FEM;PL
水母	meduza	水母	meduz	N	N;NOM;FEM;SG
電阻	otpor	電阻	otpor	N	N;NOM;MASC;SG
病理	patologija	病理	patologija	N	N;NOM;FEM;SG
煞車	kočnice	煞車	kočnica	N	N;NOM;FEM;PL
煞車	kočnice	煞車	kočnica	N	N;NOM;FEM;PL
嫌犯	sumnja	嫌犯	sumnjati	N	N;NOM;FEM;SG
薪水	plaće	薪水	plaća	N	N;NOM;FEM;PL
薪水	plaća	薪水	plaća	N	N;NOM;FEM;SG
薪水	plata	薪水	plat	N	N;NOM;FEM;SG
後果	posljedica	後果	posljedica	N	N;NOM;FEM;SG
後果	posljedice	後果	posljedica	N	N;NOM;FEM;PL
後果	posljedica	後果	posljedica	N	N;NOM;FEM;SG
後果	posljedice	後果	posljedica	N	N;NOM;FEM;PL
薪資	plaće	薪資	plaća	N	N;NOM;FEM;PL
薪資	plaća	薪資	plaća	N	N;NOM;FEM;SG
薪資	plata	薪資	plat	N	N;NOM;FEM;SG
薪資	plaće	薪資	plaća	N	N;NOM;FEM;PL
大	velikodušan	大	velikodušan	ADJ	ADJ;NOM;INDF;MASC;SG
扣押	zaplijeniti	扣押	zaplijeniti	V	V;NFIN
元老	senatu	元老	senat	N	N;DAT;MASC;SG
元老	senat	元老	senat	N	N;NOM;MASC;SG
天真	naivan	天真	naivan	ADJ	ADJ;NOM;INDF;MASC;SG
天真	naivni	天真	naivni	ADJ	ADJ;NOM;DEF;MASC;PL
天真	naivna	天真	naivan	ADJ	ADJ;NOM;DEF;FEM;SG
配方	formula	配方	formula	N	N;NOM;FEM;SG
配方	formulu	配方	formula	N	N;ACC;FEM;SG
硬度	tvrdoće	硬度	tvrdoća	N	N;NOM;FEM;PL
墜	privjesak	墜	privjesak	N	N;NOM;MASC;SG
極少	rijetko	極少	rijetko	ADV	ADV
極少	retko	極少	retko	ADV	ADV
流體	tekućine	流體	tekućina	N	N;NOM;FEM;PL
流體	tekućina	流體	tekućina	N	N;NOM;FEM;SG
流體	tekućine	流體	tekućina	N	N;NOM;FEM;PL
素質	kvalitet	素質	kvalitet	N	N;NOM;MASC;SG
素質	kvaliteta	素質	kvaliteta	N	N;NOM;FEM;SG
伯父	tetak	伯父	tetak	N	N;NOM;MASC;SG
伯父	ujak	伯父	ujak	N	N;NOM;MASC;SG
突變	mutirao	突變	mutirati	V	V;MASC;SG;PST;V.PTCP;ACT
突變	mutira	突變	mutirati	V	V;IND;SG;3;PRS;FIN
模具	kalup	模具	kalup	N	N;NOM;MASC;SG
模具	plijesan	模具	plijesan	N	N;NOM;MASC;SG
模具	kalup	模具	kalup	N	N;NOM;MASC;SG
模具	kalupe	模具	kalupa	N	N;ACC;MASC;PL
椅子	stolice	椅子	stolica	N	N;NOM;FEM;PL
椅子	stolica	椅子	stolica	N	N;NOM;FEM;SG
椅子	stolac	椅子	stolac	N	N;NOM;MASC;SG
椅子	stolicu	椅子	stolica	N	N;ACC;FEM;SG
慾望	žudnja	慾望	žudnji	N	N;NOM;FEM;SG
慾望	želju	慾望	želja	N	N;ACC;FEM;SG
慾望	želja	慾望	želja	N	N;NOM;FEM;SG
慾望	požuda	慾望	požuda	N	N;NOM;FEM;SG
慾望	želje	慾望	želja	N	N;NOM;FEM;PL
插座	duplje	插座	duplje	N	N;NOM;FEM;PL
聖徒	sveci	聖徒	svetac	N	N;NOM;MASC;PL
愛好	hobi	愛好	hoba	N	N;NOM;MASC;SG
愛好	hobija	愛好	hobija	N	N;NOM;MASC;SG
肥胖	pretilosti	肥胖	pretilost	N	N;NOM;FEM;PL
墜落	pada	墜落	padati	V	V;IND;SG;3;PRS;FIN
墜落	padaju	墜落	padati	V	V;IND;PL;3;PRS;FIN
墜落	padam	墜落	padam	V	V;IND;SG;1;PRS;FIN
活潑	živo	活潑	živo	N	N;NOM;NEUT;SG
菊花	krizantema	菊花	krizantem	N	N;GEN;MASC;PL
駭客	haker	駭客	haker	N	N;NOM;MASC;SG
駭客	hakera	駭客	haker	N	N;ACC;MASC;SG
駭客	hakeri	駭客	haker	N	N;NOM;MASC;PL
漂	pluta	漂	plut	N	N;NOM;MASC;SG
病房	odjelima	病房	odjelo	N	N;DAT;MASC;PL
熊貓	pande	熊貓	panda	N	N;NOM;FEM;PL
熊貓	panda	熊貓	panda	N	N;NOM;FEM;SG
熊貓	pande	熊貓	panda	N	N;NOM;FEM;PL
族裔	nacionalnosti	族裔	nacionalnost	N	N;NOM;FEM;PL
寫信	pišite	寫信	pisati	V	V;IMP;PL;2;FIN
寫信	piši	寫信	pisati	V	V;IMP;SG;2;FIN
寫信	napišite	寫信	napisiti	V	V;IMP;PL;2;FIN
彈珠	mramor	彈珠	mramor	N	N;NOM;MASC;SG
乙烯	etilen	乙烯	etilen	N	N;NOM;MASC;SG
乙烯	vinil	乙烯	vinil	N	N;NOM;MASC;SG
鈉	natrij	鈉	natrij	N	N;NOM;MASC;SG
硒	selen	硒	selen	N	N;NOM;MASC;SG
衣物	odjeća	衣物	odjeća	N	N;NOM;FEM;SG
衣物	odjeća	衣物	odjeća	N	N;NOM;FEM;SG
扶手	rukohvata	扶手	rukohvat	N	N;ACC;MASC;SG
甘露	nektar	甘露	nektar	N	N;NOM;MASC;SG
從來	nikada	從來	nikada	ADV	ADV
從來	nikad	從來	nikad	ADV	ADV
鴉片	opijuma	鴉片	opijum	N	N;ACC;MASC;SG
鴉片	opijum	鴉片	opijum	N	N;NOM;MASC;SG
延誤	odgoditi	延誤	odgoditi	V	V;NFIN
界	granice	界	granica	N	N;NOM;FEM;PL
螺旋	propeler	螺旋	propeler	N	N;NOM;MASC;SG
螺旋	propelera	螺旋	propeler	N	N;GEN;MASC;SG
領事	konzuli	領事	konzula	N	N;NOM;MASC;PL
領事	konzul	領事	konzul	N	N;NOM;MASC;SG
圍城	opsade	圍城	opsada	N	N;NOM;FEM;PL
圍城	opsada	圍城	opsadati	N	N;NOM;FEM;SG
愛滋	aids	愛滋	aids	N	N;NOM;MASC;SG
愛滋	sida	愛滋	sid	N	N;NOM;MASC;SG
國度	kraljevina	國度	kraljevina	N	N;NOM;FEM;SG
國度	kraljevstvo	國度	kraljevstvo	N	N;NOM;NEUT;SG
頻寬	propusnost	頻寬	propusnost	N	N;NOM;FEM;SG
藻類	algi	藻類	algi	N	N;NOM;FEM;PL
藻類	alge	藻類	alga	N	N;NOM;FEM;PL
巫師	čarobnjak	巫師	čarobnjak	N	N;NOM;MASC;SG
巫師	čarobnjaci	巫師	čarobnjak	N	N;NOM;MASC;PL
玩偶	lutka	玩偶	lutak	N	N;NOM;FEM;SG
寫入	pišite	寫入	pisati	V	V;IMP;PL;2;FIN
寫入	piši	寫入	pisati	V	V;IMP;SG;2;FIN
寫入	napišite	寫入	napisiti	V	V;IMP;PL;2;FIN
寫入	pišem	寫入	pisati	V	V;IND;SG;1;PRS;FIN
寫入	pisem	寫入	pis	V	V;IND;SG;1;PRS;FIN
有色	obojeni	有色	obojena	N	N;NOM;MASC;PL
有色	obojeni	有色	obojena	N	N;NOM;MASC;PL
貧困	siromaštvo	貧困	siromaštvo	N	N;NOM;NEUT;SG
貧困	siromaštva	貧困	siromaštvo	N	N;NOM;NEUT;PL
黑社	trijade	黑社	trijada	N	N;NOM;FEM;PL
黑社	gangster	黑社	gangster	N	N;NOM;MASC;SG
荒野	divljina	荒野	divljina	N	N;NOM;FEM;SG
粉末	prah	粉末	prah	N	N;NOM;MASC;SG
粉末	prašak	粉末	prašak	N	N;NOM;MASC;SG
粉末	barut	粉末	barut	N	N;NOM;MASC;SG
義工	dobrovoljac	義工	dobrovoljac	N	N;NOM;MASC;SG
義工	volonter	義工	volonter	N	N;NOM;MASC;SG
過境	tranzit	過境	tranzit	N	N;NOM;MASC;SG
矩形	pravokutnik	矩形	pravokutnik	N	N;NOM;MASC;SG
貪	pohlepa	貪	pohlep	N	N;NOM;FEM;SG
野蠻	divljak	野蠻	divljak	N	N;NOM;MASC;SG
野蠻	savage	野蠻	savaga	N	N;NOM;MASC;SG
火腿	šunka	火腿	šunak	N	N;NOM;FEM;SG
謬誤	zabluda	謬誤	zabluda	N	N;NOM;FEM;SG
暴徒	razbojnik	暴徒	razbojnik	N	N;NOM;MASC;SG
暴徒	mafija	暴徒	mafija	N	N;NOM;FEM;SG
暴徒	mob	暴徒	mob	N	N;NOM;MASC;SG
暴徒	razbojnici	暴徒	razbojnik	N	N;NOM;MASC;PL
暴徒	nasilnici	暴徒	nasilnik	N	N;NOM;MASC;PL
暴徒	nasilnika	暴徒	nasilnik	N	N;ANIM;ACC;MASC;SG
壁畫	murala	壁畫	murati	N	N;ACC;MASC;SG
壁畫	fresco	壁畫	fresco	N	N;NOM;MASC;SG
壁畫	mural	壁畫	mural	N	N;NOM;MASC;SG
士氣	moral	士氣	moral	N	N;NOM;MASC;SG
傳言	glasina	傳言	glasina	N	N;NOM;FEM;SG
傳言	glasine	傳言	glasina	N	N;NOM;FEM;PL
倚	naginje	倚	naginjati	V	V;IND;SG;3;PRS;FIN
職能	funkcija	職能	funkcija	N	N;NOM;FEM;SG
職能	funkcije	職能	funkcija	N	N;NOM;FEM;PL
職能	funkciju	職能	funkcija	N	N;ACC;FEM;SG
爵士	jazz	爵士	jazz	N	N;NOM;MASC;SG
爵士	džez	爵士	džez	N	N;NOM;MASC;SG
女	cure	女	cura	N	N;NOM;FEM;PL
女	djevojke	女	djevojka	N	N;NOM;FEM;PL
女	devojke	女	devojka	N	N;NOM;FEM;PL
暴行	brutalnost	暴行	brutalnost	N	N;NOM;FEM;SG
暴行	brutalnosti	暴行	brutalnost	N	N;NOM;FEM;PL
暴行	zlodjela	暴行	zlodjelo	N	N;NOM;NEUT;PL
蘑菇	gljive	蘑菇	gljiva	N	N;NOM;FEM;PL
蘑菇	gljive	蘑菇	gljiva	N	N;NOM;FEM;PL
蘑菇	gljiva	蘑菇	gljivati	N	N;NOM;FEM;SG
牲畜	stoka	牲畜	stoka	N	N;NOM;FEM;SG
底片	negativa	底片	negativa	N	N;NOM;MASC;SG
氧氣	kisika	氧氣	kisik	N	N;GEN;MASC;SG
氧氣	kisik	氧氣	kisik	N	N;NOM;MASC;SG
石墨	grafit	石墨	grafiti	N	N;NOM;MASC;SG
頰	obraze	頰	obraziti	N	N;NOM;FEM;PL
頰	obrazi	頰	obraga	N	N;NOM;MASC;PL
頰	obraza	頰	obraz	N	N;ACC;MASC;SG
原告	tužitelj	原告	tužitelj	N	N;NOM;MASC;SG
原告	tužiteljica	原告	tužiteljica	N	N;NOM;FEM;SG
原告	tužitelji	原告	tužitelj	N	N;NOM;MASC;PL
弱點	slabost	弱點	slabost	N	N;NOM;FEM;SG
弱點	slabosti	弱點	slabost	N	N;NOM;FEM;PL
弱點	slabosti	弱點	slabost	N	N;NOM;FEM;PL
弱點	ranjivost	弱點	ranjivost	N	N;NOM;FEM;SG
午	ručak	午	ručak	N	N;NOM;MASC;SG
午	ručka	午	ručak	N	N;GEN;MASC;SG
增益	dobitak	增益	dobitak	N	N;NOM;MASC;SG
匙	žlica	匙	žlica	N	N;NOM;FEM;SG
徘徊	lutanja	徘徊	lutanje	N	N;NOM;NEUT;PL
可樂	koke	可樂	koka	N	N;NOM;FEM;PL
可樂	colu	可樂	col	N	N;ACC;FEM;SG
可樂	kokain	可樂	kokain	N	N;NOM;MASC;SG
可樂	koka	可樂	kok	N	N;NOM;FEM;SG
可樂	cola	可樂	col	N	N;NOM;FEM;SG
摺疊	slaganje	摺疊	slaganje	N	N;NOM;NEUT;SG
蝸牛	puževi	蝸牛	puž	N	N;NOM;MASC;PL
蝸牛	puževe	蝸牛	puž	N	N;ACC;MASC;PL
蝸牛	puž	蝸牛	puž	N	N;NOM;MASC;SG
蝸牛	puža	蝸牛	pužati	N	N;ACC;MASC;SG
蜂蜜	med	蜂蜜	med	N	N;NOM;MASC;SG
蜂蜜	dušo	蜂蜜	dušo	N	N;NOM;FEM;SG
油畫	slikarstvo	油畫	slikarstvo	N	N;NOM;NEUT;SG
油畫	slikanje	油畫	slikanje	N	N;NOM;NEUT;SG
瑕疵	mana	瑕疵	mana	N	N;NOM;FEM;SG
瑕疵	mane	瑕疵	mal	N	N;NOM;FEM;PL
瑕疵	defekata	瑕疵	defekt	N	N;GEN;MASC;SG
瑕疵	nesavršenosti	瑕疵	nesavršenost	N	N;NOM;FEM;PL
燈籠	lantern	燈籠	lantern	N	N;NOM;MASC;SG
樂觀	optimizam	樂觀	optimizam	N	N;NOM;MASC;SG
樂觀	optimist	樂觀	optimist	N	N;NOM;MASC;SG
樂觀	optimizam	樂觀	optimizam	N	N;NOM;MASC;SG
變體	varijante	變體	varijanta	N	N;NOM;FEM;PL
親近	blizina	親近	blizina	N	N;NOM;FEM;SG
親近	bliskost	親近	bliskost	N	N;NOM;FEM;SG
俯衝	ronjenje	俯衝	ronjenje	N	N;NOM;NEUT;SG
俯衝	zaroni	俯衝	zaron	N	N;NOM;MASC;SG
烹飪	kuhanje	烹飪	kuhanje	N	N;NOM;NEUT;SG
檸檬	limun	檸檬	limun	N	N;NOM;MASC;SG
裝修	renoviranje	裝修	renoviranje	N	N;NOM;NEUT;SG
裝修	obnova	裝修	obnova	N	N;NOM;FEM;SG
旅途	putovanje	旅途	putovanje	N	N;NOM;NEUT;SG
叛徒	izdajnik	叛徒	izdajnik	N	N;NOM;MASC;SG
叛徒	izdajica	叛徒	izdajica	N	N;NOM;FEM;SG
群組	grupa	群組	grupa	N	N;NOM;FEM;SG
群組	grupe	群組	grupa	N	N;NOM;FEM;PL
天國	raja	天國	raj	N	N;GEN;MASC;SG
天國	raj	天國	raj	N	N;NOM;MASC;SG
天國	nebesa	天國	nebes	N	N;NOM;MASC;SG
天國	nebo	天國	nebo	N	N;NOM;NEUT;SG
梵語	sanskrit	梵語	sanskrit	N	N;NOM;MASC;SG
手續	formalnosti	手續	formalnost	N	N;NOM;FEM;PL
手續	formalnost	手續	formalnost	N	N;NOM;FEM;SG
手續	formalnosti	手續	formalnost	N	N;NOM;FEM;PL
手續	formalnost	手續	formalnost	N	N;NOM;FEM;SG
警探	detektiv	警探	detektiv	N	N;NOM;MASC;SG
曲	zakrivljenost	曲	zakrivljenost	N	N;NOM;FEM;SG
草稿	skice	草稿	skica	N	N;NOM;FEM;PL
草稿	nacrt	草稿	nacrt	N	N;NOM;MASC;SG
草稿	skica	草稿	skica	N	N;NOM;FEM;SG
草稿	skice	草稿	skica	N	N;NOM;FEM;PL
量度	mjerenje	量度	mjerenje	N	N;NOM;NEUT;SG
量度	mjera	量度	mjera	N	N;NOM;FEM;SG
量度	mjeri	量度	mjera	N	N;DAT;FEM;SG
量度	mjere	量度	mjera	N	N;NOM;FEM;PL
寶馬	bmw	寶馬	bmw	N	N;NOM;MASC;SG
獵戶	orion	獵戶	orion	N	N;NOM;MASC;SG
寓言	parabola	寓言	parabol	N	N;NOM;FEM;SG
竿	polu	竿	pola	N	N;DAT;MASC;SG
竿	stup	竿	stup	N	N;NOM;MASC;SG
竿	pole	竿	pola	N	N;NOM;MASC;SG
變異	varijacije	變異	varijacija	N	N;NOM;FEM;PL
變異	mutacija	變異	mutacija	N	N;NOM;FEM;SG
變異	mutacije	變異	mutacija	N	N;NOM;FEM;PL
變異	varijacija	變異	varijacija	N	N;NOM;FEM;SG
變異	varijacije	變異	varijacija	N	N;NOM;FEM;PL
欄位	polje	欄位	polje	N	N;NOM;NEUT;SG
欄位	polja	欄位	polje	N	N;NOM;NEUT;PL
領事	konzulat	領事	konzulati	N	N;NOM;MASC;SG
領事	konzulata	領事	konzult	N	N;ACC;MASC;SG
曆	kalendar	曆	kalendar	N	N;NOM;MASC;SG
饒舌	repati	饒舌	repati	N	N;NOM;MASC;SG
饒舌	rap	饒舌	rap	N	N;NOM;MASC;SG
忽視	ignorirati	忽視	ignorirati	V	V;NFIN
忽視	zanemari	忽視	zanemar	V	V;IMP;SG;2;PRS;FIN
特使	izaslanik	特使	izaslanik	N	N;NOM;MASC;SG
誓言	zavjet	誓言	zavjet	N	N;NOM;MASC;SG
誓言	zakletvu	誓言	zakletva	N	N;ACC;FEM;SG
誓言	zakletvom	誓言	zakletvo	N	N;INS;FEM;SG
誓言	zakletva	誓言	zakletva	N	N;NOM;FEM;SG
誓言	zakletve	誓言	zakletva	N	N;NOM;FEM;PL
誓言	zavjete	誓言	zavjet	N	N;ACC;MASC;PL
顆	čestice	顆	čestica	N	N;NOM;FEM;PL
顆	čestice	顆	čestica	N	N;NOM;FEM;PL
顆	čestica	顆	čestica	N	N;NOM;FEM;SG
瀝青	bitumen	瀝青	bitumen	N	N;NOM;MASC;SG
瀝青	asfalt	瀝青	asfalt	N	N;NOM;MASC;SG
清單	lista	清單	list	N	N;NOM;FEM;SG
清單	popis	清單	popis	N	N;NOM;MASC;SG
奶油	maslac	奶油	maslac	N	N;NOM;MASC;SG
奶油	maslaca	奶油	maslaca	N	N;GEN;MASC;SG
奶油	putar	奶油	putar	N	N;NOM;MASC;SG
奶油	šlag	奶油	šlag	N	N;NOM;MASC;SG
奶油	vrhnje	奶油	vrhnje	N	N;NOM;NEUT;SG
奶油	krem	奶油	krem	N	N;NOM;MASC;SG
奶油	krema	奶油	krema	N	N;NOM;FEM;SG
審訊	ispitivanja	審訊	ispitivanje	N	N;NOM;NEUT;PL
審訊	ispitivanje	審訊	ispitivanje	N	N;NOM;NEUT;SG
審訊	suđenje	審訊	suđenje	N	N;NOM;NEUT;SG
填補	ispune	填補	ispuniti	V	V;IND;PL;3;PRS;FIN
填補	ispunite	填補	ispuniti	V	V;IMP;PL;2;FIN
填補	ispuni	填補	ispuniti	V	V;IND;SG;3;PRS;FIN
填補	napuni	填補	napun	V	V;IND;SG;3;PRS;FIN
填補	ispuniti	填補	ispuniti	V	V;NFIN
木偶	lutak	木偶	lutak	N	N;NOM;MASC;SG
木偶	marioneta	木偶	marionet	N	N;NOM;FEM;SG
每	kadgod	每	kadgod	ADV	ADV
政令	edikt	政令	edikt	N	N;NOM;MASC;SG
政令	dekret	政令	dekret	N	N;NOM;MASC;SG
甄選	odabir	甄選	odabir	N	N;NOM;MASC;SG
外人	autsajder	外人	autsajder	N	N;NOM;MASC;SG
營地	logor	營地	logor	N	N;NOM;MASC;SG
營地	kamp	營地	kamp	N	N;NOM;MASC;SG
營地	kampove	營地	kampov	N	N;ACC;MASC;PL
營地	logore	營地	logor	N	N;ACC;MASC;PL
大綱	obrise	大綱	obris	N	N;NOM;FEM;PL
中	relej	中	relej	N	N;NOM;MASC;SG
透鏡	leća	透鏡	leće	N	N;NOM;NEUT;PL
透鏡	objektiv	透鏡	objektiv	N	N;NOM;MASC;SG
樂天	lotte	樂天	lotta	N	N;NOM;FEM;SG
素	skice	素	skica	N	N;NOM;FEM;PL
素	skeč	素	skeč	N	N;NOM;MASC;SG
素	skica	素	skica	N	N;NOM;FEM;SG
舅舅	tetak	舅舅	tetak	N	N;NOM;MASC;SG
舅舅	ujak	舅舅	ujak	N	N;NOM;MASC;SG
融化	topi	融化	topa	V	V;IND;SG;3;PRS;FIN
融化	otopio	融化	otopiti	V	V;MASC;SG;PST;V.PTCP;ACT
融化	otopiti	融化	otopiti	V	V;NFIN
邂逅	susret	邂逅	susret	N	N;NOM;MASC;SG
赤字	manjka	赤字	manjak	N	N;GEN;MASC;SG
