que	bahwa	que	bahwa	CONJ	CONJ
value	nilai	valar	nilai	N	N;SG
magia	sihir	magia	sihir	N;FEM;SG	N;SG
magia	sulap	magia	sulap	N;FEM;SG	N;SG
núcleos	kernel	núcleo	kernel	N;MASC;PL	N
vender	menjual	vender	menjual	V;NFIN	V;SG;ACT
vender	menjual	vender	menjual	V;NFIN	V;SG;ACT
simples	simple	simple	simple	ADJ;PL	ADJ
part	bagian	part	bagian	N	N;SG
manejo	penanganan	manejo	pentanganan	N;MASC;SG	N;SG
campamento	kemah	campamento	kemah	N;MASC;SG	N;SG
campamento	perkemahan	campamento	perkemahan	N;MASC;SG	N
campamento	kamp	campamento	kamp	N;MASC;SG	N;SG
armando	mempersenjatai	armar	menpersenjatai	V;V.MSDR	V;SG;ACT
directiva	direktif	directiva	direktif	N;FEM;SG	N;SG
mina	ranjau	mina	ranjau	N;FEM;SG	N;SG
mina	tambang	mina	tambang	N;FEM;SG	N;SG
gráfico	sadis	gráfico	sadis	ADJ;MASC;SG	ADJ;SG
amateur	amatiran	amateur	amatiran	N;FEM;SG	N
gracia	rahmat	gracia	rahmat	N;FEM;SG	N;SG
viuda	duda	viuda	duda	N;FEM;SG	N;SG
viuda	janda	viuda	janda	N;FEM;SG	N;SG
viuda	janda	viuda	janda	N;FEM;SG	N;SG
pirineos	pyrenees	pirineo	pyrenees	N;MASC;PL	N
rescate	tebusan	rescate	tebusan	N;MASC;SG	N;SG
rescate	penyelamatan	rescate	penselamatan	N;MASC;SG	N;SG
aceptar	menerima	aceptar	menterima	V;NFIN	V;SG;ACT
aceptar	terimalah	aceptar	terimalah	V;NFIN	V;SG
relieve	penandaan	relieve	pentandaan	N;MASC;SG	N;SG
relieve	penyorotan	relieve	pensorotan	N;MASC;SG	N;SG
relieve	relief	relieve	relief	N;MASC;SG	N;SG
organizar	mengatur	organizar	menatur	V;NFIN	V;SG;ACT
organizar	mengorganisir	organizar	menorganisir	V;NFIN	V;SG;ACT
infante	bayi	infante	bayi	N;MASC;SG	N;SG
athletic	athletic	athletic	athletic	N;MASC;SG	N
athletic	atletik	athletic	atletik	N;MASC;SG	N;SG
sobrino	keponakan	sobrino	keponakan	N;MASC;SG	N;SG
come	makanlah	come	makan	V;IND;SG;3;PRS;FIN	V;SG;ACT
cliente	nasabah	cliente	nasabah	N;SG	N;SG
cliente	pelanggan	cliente	penlanggan	N;SG	N;SG
cliente	klien	cliente	klien	N;SG	N;SG
inmigración	imigrasi	inmigración	imigrasi	N;FEM;SG	N;SG
channel	kanal	channel	kanal	N;SG	N
channel	channel	channel	channel	N;SG	N
channel	saluran	channel	saluran	N;SG	N;SG
mariscal	marsekal	mariscal	marsekal	N;MASC;SG	N
mariscal	quarterback	mariscal	quarterback	N;MASC;SG	N
naranja	jeruk	naranja	jeruk	N;FEM;SG	N;SG
naranja	oranye	naranja	oranye	N;FEM;SG	N
naranja	jeruk	naranja	jeruk	N;FEM;SG	N;SG
embalse	waduk	embalse	waduk	N;MASC;SG	N;SG
embalse	bendungan	embalse	bendungan	N;MASC;SG	N;SG
embalse	waduk	embalse	waduk	N;MASC;SG	N;SG
rayos	lightning	rayo	lightning	N;MASC;PL	N
aficionados	amatiran	aficionado	amatiran	N;MASC;PL	N
aficionados	amatiran	aficionado	amatiran	N;MASC;PL	N
multitud	kerumunan	multitud	kerumunan	N;FEM;SG	N;SG
multitud	keramaian	multitud	keramaian	N;FEM;SG	N;SG
multitud	kerumunan	multitud	kerumunan	N;FEM;SG	N;SG
multitud	keramaian	multitud	keramaian	N;FEM;SG	N;SG
heredero	pewaris	heredero	penwaris	N;MASC;SG	N;SG
heredero	waris	heredero	waris	N;MASC;SG	N;SG
generar	menghasilkan	generar	menhasilkan	V;NFIN	V;SG;ACT
generar	menghasilkan	generar	menhasilkan	V;NFIN	V;SG;ACT
generar	ciptakan	generar	ciptakan	V;NFIN	V;SG;ACT
generar	hasilkan	generar	hasilkan	V;NFIN	V;SG;ACT
finalista	finalis	finalista	finalis	N;SG	N;SG
cátedra	kuliah	cátedra	kuliah	N;FEM;SG	N;SG
cátedra	ceramah	cátedra	ceramah	N;FEM;SG	N
cátedra	perkuliahan	cátedra	perkuliahan	N;FEM;SG	N;SG
cátedra	ketua	cátedra	ketua	N;FEM;SG	N;SG
cátedra	kursi	cátedra	kursi	N;FEM;SG	N;SG
licenciado	pascasarjana	licenciado	pascasarjana	N;MASC;SG	N
page	halaman	pager	halaman	N	N;SG
violín	biola	violín	biola	N;MASC;SG	N;SG
violín	biola	violín	biola	N;MASC;SG	N;SG
carnaval	carnaval	carnaval	carnaval	N;MASC;SG	N
carnaval	karnaval	carnaval	karnaval	N;MASC;SG	N
seno	payudara	seno	payudara	N;MASC;SG	N;SG
fort	benteng	fort	benteng	N;MASC	N
síntesis	rangkuman	síntesis	rangkuman	N;FEM	N;SG
síntesis	ringkasan	síntesis	ringkasan	N;FEM	N;SG
síntesis	sintesis	síntesis	sintesis	N;FEM	N;SG
docente	guru	docente	guru	N;SG	N;SG
piragüismo	kano	piragüismo	kano	N;MASC;SG	N
evaluación	penilaian	evaluación	pennilaian	N;FEM;SG	N;SG
evaluación	evaluasi	evaluación	evaluasi	N;FEM;SG	N;SG
inscripción	inskripsi	inscripción	inskripsi	N;FEM;SG	N;SG
inscripción	prasasti	inscripción	prasasti	N;FEM;SG	N
inscripción	pendaftaran	inscripción	pendaftaran	N;FEM;SG	N;SG
inscripción	registrasi	inscripción	registrasi	N;FEM;SG	N
descubrir	temukan	descubrir	temukan	V;NFIN	V;SG;ACT
descubrir	menemukan	descubrir	mentemukan	V;NFIN	V;SG;ACT
enfoque	pendekatan	enfoque	pendekatan	N;MASC;SG	N;SG
enfoque	fokus	enfoque	fokus	N;MASC;SG	N;SG
publicar	publikasikan	publicar	publikasikan	V;NFIN	V
publicar	terbitkan	publicar	terbitkan	V;NFIN	V;SG;PASS
publicar	menerbitkan	publicar	menterbitkan	V;NFIN	V;SG;ACT
publicar	kirimkan	publicar	kirimkan	V;NFIN	V;SG;ACT
publicar	kirim	publicar	kirim	V;NFIN	V;SG;ACT
publicar	mengirim	publicar	menkirim	V;NFIN	V;SG;ACT
publicar	mengirimkan	publicar	menkirimkan	V;NFIN	V;SG;ACT
abadía	biara	abadía	biara	N;FEM;SG	N
crédito	kredit	crédito	kredit	N;MASC;SG	N;SG
llevando	membawa	llevar	menbawa	V;V.MSDR	V;SG;ACT
visitante	pengunjung	visitante	penkunjung	N;SG	N;SG
operador	operator	operador	operator	N;MASC;SG	N;SG
investigador	peneliti	investigador	penteliti	N;MASC;SG	N;SG
investigador	penyelidik	investigador	penselidik	N;MASC;SG	N;SG
investigador	penyidik	investigador	pensidik	N;MASC;SG	N;SG
investigador	investigator	investigador	investigator	N;MASC;SG	N
negociaciones	negoisasi	negociación	negoisasi	N;FEM;PL	N
negociaciones	negosiasi	negociación	negosiasi	N;FEM;PL	N
negociaciones	negosiasi	negociación	negosiasi	N;FEM;PL	N
negociaciones	negosiasi	negociación	negosiasi	N;FEM;PL	N
marítimo	maritim	marítimo	maritim	N;MASC;SG	N
inclinación	kemiringan	inclinación	kemiringan	N;FEM;SG	N;SG
inclinación	miring	inclinación	miring	N;FEM;SG	N;SG
amante	pencinta	amante	pencinta	N;SG	N;SG
amante	pecinta	amante	pecinta	N;SG	N;SG
amante	kekasih	amante	kekasih	N;SG	N;SG
stadium	stadion	stadium	stadion	N;MASC;SG	N;SG
stadium	stadium	stadium	stadium	N;MASC;SG	N
arroz	padi	arroz	padi	N;MASC;SG	N;SG
arroz	nasi	arroz	nasi	N;MASC;SG	N;SG
arroz	nyampe	arroz	nyampe	N;MASC;SG	N
arroz	beras	arroz	beras	N;MASC;SG	N;SG
dificultad	kesukaran	dificultad	kesukaran	N;FEM;SG	N;SG
dificultad	kesempitan	dificultad	kesempitan	N;FEM;SG	N
dificultad	kesusahan	dificultad	kesusahan	N;FEM;SG	N;SG
dificultad	kesulitan	dificultad	kesulitan	N;FEM;SG	N;SG
dificultad	kesukaran	dificultad	kesukaran	N;FEM;SG	N;SG
dificultad	kesulitan	dificultad	kesulitan	N;FEM;SG	N;SG
hilo	benang	hilo	benang	N;MASC;SG	N;SG
hilo	benang	hilo	benang	N;MASC;SG	N;SG
hilo	thread	hilo	thread	N;MASC;SG	N
hilo	utas	hilo	utas	N;MASC;SG	N;SG
propone	mengusulkan	proponer	menusulkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
propone	usulkan	proponer	usulkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
propone	mengusulkan	proponer	menusulkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
dragón	naga	dragón	naga	N;MASC;SG	N
organizada	tertata	organizado	tertata	ADJ;FEM;SG;V.PTCP	ADJ;SG
organizada	teratur	organizado	teratur	ADJ;FEM;SG;V.PTCP	ADJ;SG
organizada	tertata	organizado	tertata	ADJ;FEM;SG;V.PTCP	ADJ;SG
armamento	senjata	armamento	senjata	N;MASC;SG	N;SG
armamento	persenjataan	armamento	persenjataan	N;MASC;SG	N;SG
napoleón	napoleon	napoleón	napoleon	N;MASC;SG	N
link	pranala	link	pranala	N;MASC;SG	N;SG
link	link	link	link	N;MASC;SG	N
link	tautan	link	tautan	N;MASC;SG	N;SG
link	taut	link	taut	N;MASC;SG	N;SG
recepción	kuitansi	recepción	kuitansi	N;FEM;SG	N;SG
recepción	penerimaan	recepción	penterimaan	N;FEM;SG	N;SG
recepción	resepsi	recepción	resepsi	N;FEM;SG	N;SG
igualdad	persamaan	igualdad	persamaan	N;FEM;SG	N;SG
igualdad	kesetaraan	igualdad	kesetaraan	N;FEM;SG	N;SG
conductor	supir	conductor	supir	N;MASC;SG	N
conductor	sopir	conductor	sopir	N;MASC;SG	N
conductor	penggerak	conductor	pengerak	N;MASC;SG	N;SG
conductor	pengemudi	conductor	pengemudi	N;MASC;SG	N;SG
conductor	kondektur	conductor	kondektur	N;MASC;SG	N
conductor	konduktor	conductor	konduktor	N;MASC;SG	N;SG
sabor	taste	sabor	taste	N;MASC;SG	N
sabor	rame	sabor	rame	N;MASC;SG	N
sabor	selera	sabor	selera	N;MASC;SG	N;SG
sabor	rasa	sabor	rasa	N;MASC;SG	N;SG
sabor	flavor	sabor	flavor	N;MASC;SG	N
sabor	rasa	sabor	rasa	N;MASC;SG	N;SG
legión	legion	legión	legion	N;FEM;SG	N
legión	legiun	legión	legiun	N;FEM;SG	N;SG
golden	emas	golden	emas	N;MASC;SG	N;SG
golden	keemasan	golden	keemasan	N;MASC;SG	N;SG
licenciatura	bujangan	licenciatura	bujangan	N;FEM;SG	N;SG
licenciatura	sarjana	licenciatura	sarjana	N;FEM;SG	N
licenciatura	gelar	licenciatura	gelar	N;FEM;SG	N;SG;ACT
licenciatura	ijazah	licenciatura	ijazah	N;FEM;SG	N;SG
licenciatura	derajat	licenciatura	derajat	N;FEM;SG	N;SG
festivales	festival	festival	festival	N;MASC;PL	N
festivales	festival	festival	festival	N;MASC;PL	N
pabellón	paviliun	pabellón	paviliun	N;MASC;SG	N
pabellón	pavilion	pabellón	pavilion	N;MASC;SG	N
pabellón	bangsal	pabellón	bangsal	N;MASC;SG	N
túnel	tunnel	túnel	tunnel	N;MASC;SG	N
túnel	terowongan	túnel	terowongan	N;MASC;SG	N;SG
soberanía	kedaulatan	soberanía	kedaulatan	N;FEM;SG	N;SG
asesino	pembunuh	asesino	penbunuh	N;MASC;SG	N;SG
asesino	pembunuh	asesino	penbunuh	N;MASC;SG	N;SG
asesino	assasin	asesino	assasin	N;MASC;SG	N
asesino	assassin	asesino	assassin	N;MASC;SG	N
asesino	pembunuh	asesino	penbunuh	N;MASC;SG	N;SG
prima	premi	prima	premi	N;FEM;SG	N;SG
prima	primadona	prima	primadona	N;FEM;SG	N
manifestaciones	manifestasi	manifestación	manifestasi	N;FEM;PL	N
bolsa	tas	bolsa	tas	N;FEM;SG	N;SG
bolsa	kantong	bolsa	kantong	N;FEM;SG	N;SG
bolsa	dompet	bolsa	dompet	N;FEM;SG	N
bolsa	tas	bolsa	tas	N;FEM;SG	N;SG
dedica	mengabdikan	dedicar	menabdikan	V;IND;SG;3;PRS;FIN	V;SG;ACT
dedica	mendedikasikan	dedicar	mendedikasikan	V;IND;SG;3;PRS;FIN	V;SG;ACT
masas	massa	masa	massa	N;FEM;PL	N
masas	massa	masa	massa	N;FEM;PL	N
masas	misa	masa	misa	N;FEM;PL	N
empezar	mulai	empezar	mulai	V;NFIN	V;SG;ACT
empezar	mulailah	empezar	mulai	V;NFIN	V;SG;ACT
empezar	mulai	empezar	mulai	V;NFIN	V;SG;ACT
demostrar	buktikan	demostrar	buktikan	V;NFIN	V;SG;ACT
demostrar	menunjukkan	demostrar	mentunjukkan	V;NFIN	V;SG;ACT
ballet	balet	ballet	balet	N;MASC;SG	N;SG
moon	rembulan	moon	rembulan	N	N;SG
moon	bulan	moon	bulan	N	N;SG
viajar	bepergian	viajar	bepergian	V;NFIN	V;SG;ACT
viajar	bepergian	viajar	bepergian	V;NFIN	V;SG;ACT
viajar	berwisata	viajar	berwisata	V;NFIN	V;SG;ACT
viajar	berpergian	viajar	berpergian	V;NFIN	V;SG;ACT
crece	tumbuhkan	crecer	tumbuhkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
crece	kembangkan	crecer	kembangkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
crece	tumbuh	crecer	tumbuh	V;IND;SG;3;PRS;FIN	V;SG;ACT
crece	bertumbuh	crecer	bertumbuh	V;IND;SG;3;PRS;FIN	V;SG;ACT
crece	tumbuh	crecer	tumbuh	V;IND;SG;3;PRS;FIN	V;SG;ACT
diálogo	dialog	diálogo	dialog	N;MASC;SG	N;SG
diálogo	dialog	diálogo	dialog	N;MASC;SG	N;SG
lema	slogan	lema	slogan	N;MASC;SG	N;SG
informó	dilaporkan	informar	dilaporkan	V;IND;SG;3;PST;FIN	V;SG;PASS
informó	melaporkan	informar	menlaporkan	V;IND;SG;3;PST;FIN	V;SG;ACT
diplomático	diplomat	diplomático	diplomat	N;MASC;SG	N
diplomático	diplomat	diplomático	diplomat	N;MASC;SG	N
diplomático	diplomatik	diplomático	diplomatik	N;MASC;SG	N;SG
marinos	marinir	marino	marinir	N;MASC;PL	N
socio	mitra	socio	mitra	N;MASC;SG	N;SG
socio	pasangan	socio	pasangan	N;MASC;SG	N;SG
socio	rekan	socio	rekan	N;MASC;SG	N;SG
mencionar	menyebutkan	mencionar	mensebutkan	V;NFIN	V;SG;ACT
mencionar	menyebutkan	mencionar	mensebutkan	V;NFIN	V;SG;ACT
mencionar	sebut	mencionar	sebut	V;NFIN	V;SG;ACT
mencionar	sebutkan	mencionar	sebutkan	V;NFIN	V;SG;ACT
version	versi	version	versi	N;FEM;SG	N;SG
identificación	identifikasi	identificación	identifikasi	N;FEM;SG	N;SG
electricidad	kelistrikan	electricidad	kelistrikan	N;FEM;SG	N;SG
electricidad	listrik	electricidad	listrik	N;FEM;SG	N;SG
electricidad	kelistrikan	electricidad	kelistrikan	N;FEM;SG	N;SG
electricidad	listrik	electricidad	listrik	N;FEM;SG	N;SG
electricidad	elektro	electricidad	elektro	N;FEM;SG	N;SG
electricidad	listrik	electricidad	listrik	N;FEM;SG	N;SG
electricidad	elektrik	electricidad	elektrik	N;FEM;SG	N;SG
tránsito	transit	tránsito	transit	N;MASC;SG	N
tránsito	angkutan	tránsito	angkutan	N;MASC;SG	N;SG
típica	khas	típico	khas	ADJ;FEM;SG	ADJ;SG
atmósfera	atmosfer	atmósfera	atmosfer	N;FEM;SG	N;SG
atmósfera	suasana	atmósfera	suasana	N;FEM;SG	N;SG
atmósfera	atmosfir	atmósfera	atmosfir	N;FEM;SG	N;SG
explicar	menjelaskan	explicar	menjelaskan	V;NFIN	V;SG;ACT
explicar	jelaskan	explicar	jelaskan	V;NFIN	V;SG;ACT
explicar	menjelaskan	explicar	menjelaskan	V;NFIN	V;SG;ACT
vacío	kehampaan	vacío	kehampaan	N;MASC;SG	N;SG
movie	bioskop	movie	bioskop	N;SG	N
movie	film	movie	film	N;SG	N;SG
pontificia	kepausan	pontificia	kepausan	N;FEM;SG	N;SG
elevada	tinggi	elevado	tinggi	ADJ;FEM;SG;V.PTCP	ADJ;SG
cuerda	tali	cuerda	tali	N;FEM;SG	N;SG
cuerda	untaian	cuerda	untaian	N;FEM;SG	N;SG
cuerda	string	cuerda	string	N;FEM;SG	N
espectáculos	entertainment	espectáculo	entertainment	N;MASC;PL	N
señores	gentlemen	señor	gentlemen	N;MASC;PL	N
aplica	mengimplementasikan	aplicar	menkimplementasikan	V;IND;SG;3;PRS;FIN	V;SG;ACT
aplica	terapkan	aplicar	terapkan	V;IND;SG;3;PRS;FIN	V;SG;PASS
aplica	terapkan	aplicar	terapkan	V;IND;SG;3;PRS;FIN	V;SG;PASS
aparato	peralatan	aparato	peralatan	N;MASC;SG	N;SG
aparato	aparat	aparato	aparat	N;MASC;SG	N;SG
project	proyek	project	proyek	N	N;SG
project	projek	project	projek	N	N;SG
poderoso	perkasa	poderoso	perkasa	ADJ;MASC;SG	ADJ;SG
poderoso	ampuh	poderoso	ampuh	ADJ;MASC;SG	ADJ;SG
poderoso	kuat	poderoso	kuat	ADJ;MASC;SG	ADJ;SG
nacionalista	nasionalis	nacionalista	nasionalis	N;SG	N;SG
alcanzando	menjangkau	alcanzar	menjangkau	V;V.MSDR	V;SG;ACT
alcanzando	mencapai	alcanzar	mencapai	V;V.MSDR	V;SG;ACT
funda	didirikan	funda	didirikan	V;IND;SG;3;PRS;FIN	V;SG;PASS
venganza	payback	venganza	payback	N;FEM;SG	N
venganza	dendam	venganza	dendam	N;FEM;SG	N;SG
venganza	dendam	venganza	dendam	N;FEM;SG	N;SG
exitosa	sukses	exitoso	sukses	ADJ;FEM;SG	ADJ;SG
clínica	klinik	clínica	klinik	N;FEM;SG	N;SG
clínica	klinis	clínica	klinis	N;FEM;SG	N;SG
observación	pengamatan	observación	pengamatan	N;FEM;SG	N;SG
bajista	bassist	bajista	bassist	N;SG	N
explosión	blast	explosión	blast	N;FEM;SG	N
explosión	ledakan	explosión	ledakan	N;FEM;SG	N;SG
explosión	ledakan	explosión	ledakan	N;FEM;SG	N;SG
mínima	minimum	mínimo	minimum	ADJ;FEM;SG	ADJ;SG
mínima	minimal	mínimo	minimal	ADJ;FEM;SG	ADJ;SG
mínima	minimal	mínimo	minimal	ADJ;FEM;SG	ADJ;SG
mínima	minim	mínimo	minim	ADJ;FEM;SG	ADJ;SG
renovación	renovasi	renovación	renovasi	N;FEM;SG	N;SG
renovación	pembaharuan	renovación	penbaharuan	N;FEM;SG	N;SG
renovación	pembaruan	renovación	penbaruan	N;FEM;SG	N;SG
renovación	perpanjangan	renovación	perpanjangan	N;FEM;SG	N;SG
acepta	menerima	aceptar	menterima	V;IND;SG;3;PRS;FIN	V;SG;ACT
acepta	menerima	aceptar	menterima	V;IND;SG;3;PRS;FIN	V;SG;ACT
acepta	terimalah	aceptar	terimalah	V;IND;SG;3;PRS;FIN	V;SG
ventana	jendela	ventana	jendela	N;FEM;SG	N;SG
ventana	jendela	ventana	jendela	N;FEM;SG	N;SG
sat	sabtu	sat	sabtu	N;MASC;SG	N;SG
beneficio	laba	beneficio	laba	N;MASC;SG	N;SG
beneficio	keuntungan	beneficio	keuntungan	N;MASC;SG	N;SG
beneficio	manfaatnya	beneficio	manfaat	N;MASC;SG	N;SG
beneficio	manfaat	beneficio	manfaat	N;MASC;SG	N;SG
descarga	unduhan	descarga	unduhan	N;FEM;SG	N;SG
visitar	kunjungi	visitar	kunjungi	V;NFIN	V;SG;ACT
visitar	mengunjungi	visitar	menkunjungi	V;NFIN	V;SG;ACT
visitar	mengunjungi	visitar	menkunjungi	V;NFIN	V;SG;ACT
visitar	berkunjung	visitar	berkunjung	V;NFIN	V;SG;ACT
herencia	warisan	herencia	warisan	N;FEM;SG	N;SG
herencia	pewaris	herencia	penwaris	N;FEM;SG	N;SG
herencia	warisan	herencia	warisan	N;FEM;SG	N;SG
herencia	warisan	herencia	warisan	N;FEM;SG	N;SG
extremos	extreme	extremo	extreme	N;MASC;PL	N
plato	hidangan	plato	hidangan	N;MASC;SG	N;SG
plato	piring	plato	piring	N;MASC;SG	N;SG
plato	piring	plato	piring	N;MASC;SG	N;SG
plato	lempeng	plato	lempeng	N;MASC;SG	N
plato	pelat	plato	pelat	N;MASC;SG	N;SG
plato	plat	plato	plat	N;MASC;SG	N
plato	plato	plato	plato	N;MASC;SG	N
añade	tambahkan	añadir	tambahkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
añade	menambahkan	añadir	mentambahkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
gravedad	gravitasi	gravedad	gravitasi	N;FEM;SG	N
competir	bersaing	competir	bersaing	V;NFIN	V;SG;ACT
competir	berkompetisi	competir	berkompetisi	V;NFIN	V;SG;ACT
competir	bersaing	competir	bersaing	V;NFIN	V;SG;ACT
líquido	cairan	líquido	cairan	N;MASC;SG	N;SG
líquido	fluida	líquido	fluida	N;MASC;SG	N
líquido	cairan	líquido	cairan	N;MASC;SG	N;SG
líquido	cair	líquido	cair	N;MASC;SG	N;SG
pozo	lubang	pozo	lubang	N;MASC;SG	N;SG
plataformas	platform	plataforma	platform	N;FEM;PL	N
plataformas	platform	plataforma	platform	N;FEM;PL	N
pecho	payudara	pecho	payudara	N;MASC;SG	N;SG
constelación	konstelasi	constelación	konstelasi	N;FEM;SG	N
explicación	penjelasan	explicación	penjelasan	N;FEM;SG	N;SG
explicación	penjelasan	explicación	penjelasan	N;FEM;SG	N;SG
conclusión	penyelesaian	conclusión	penselesaian	N;FEM;SG	N;SG
conclusión	pelengkapan	conclusión	penlengkapan	N;FEM;SG	N;SG
conclusión	kesimpulannya	conclusión	kesimpulan	N;FEM;SG	N;SG
conclusión	kesimpulan	conclusión	kesimpulan	N;FEM;SG	N;SG
prestigio	prestise	prestigio	prestise	N;MASC;SG	N;SG
story	cerita	story	cerita	N	N;SG
story	berita	story	berita	N	N;SG
story	kisah	story	kisah	N	N;SG
aumenta	naikkan	aumentar	naikkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
aumenta	tingkatkan	aumentar	tingkatkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
aumenta	meningkat	aumentar	mentingkat	V;IND;SG;3;PRS;FIN	V;SG;ACT
aumenta	meningkatkan	aumentar	mentingkatkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
biblia	alkitab	biblia	alkitab	N;FEM;SG	N;SG
seria	serius	serio	serius	ADJ;FEM;SG	ADJ;SG
antología	antologi	antología	antologi	N;FEM;SG	N
inspiración	inspirasi	inspiración	inspirasi	N;FEM;SG	N
negativa	negatif	negativo	negatif	ADJ;FEM;SG	ADJ;SG
impresión	jejak	impresión	jejak	N;FEM;SG	N;SG
impresión	percetakan	impresión	percetakan	N;FEM;SG	N;SG
impresión	pencetakan	impresión	pencetakan	N;FEM;SG	N;SG
impresión	tayangan	impresión	tayangan	N;FEM;SG	N;SG
impresión	kesan	impresión	kesan	N;FEM;SG	N;SG
fría	kedinginan	fría	kedinginan	N	N;SG
teléfono	ponsel	teléfono	ponsel	N;MASC;SG	N;SG
teléfono	telepon	teléfono	telepon	N;MASC;SG	N;SG
teléfono	telepon	teléfono	telepon	N;MASC;SG	N;SG
ideología	ideologi	ideología	ideologi	N;FEM;SG	N
ideología	ideologis	ideología	ideologis	N;FEM;SG	N
costumbre	kustom	costumbre	kustom	N;FEM;SG	N
costumbre	gubahan	costumbre	gubahan	N;FEM;SG	N
costumbre	ubahan	costumbre	ubahan	N;FEM;SG	N;SG
cómic	komik	cómic	komik	N;MASC;SG	N
cómic	komik	cómic	komik	N;MASC;SG	N
ball	bola	ball	bola	N;MASC;SG	N;SG
comprar	membeli	comprar	menbeli	V;NFIN	V;SG;ACT
comprar	membeli	comprar	menbeli	V;NFIN	V;SG;ACT
comprar	membeli	comprar	menbeli	V;NFIN	V;SG;ACT
polémica	kontroversial	polémica	kontroversial	N;FEM;SG	N;SG
polémica	kontroversi	polémica	kontroversi	N;FEM;SG	N;SG
destacando	menekankan	destacar	mentekankan	V;V.MSDR	V;SG;ACT
consiguiendo	mendapatkan	conseguir	mendapatkan	V;V.MSDR	V;SG;ACT
recurso	sumberdaya	recurso	sumberdaya	N;MASC;SG	N;SG
rubio	pirang	rubio	pirang	N;MASC;SG	N;SG
rubio	pirang	rubio	pirang	N;MASC;SG	N;SG
rubio	pirang	rubio	pirang	N;MASC;SG	N;SG
financiera	finansial	financiero	finansial	ADJ;FEM;SG	ADJ;SG
vela	lilin	vela	lilin	N;FEM;SG	N;SG
vela	layar	vela	layar	N;FEM;SG	N;SG
vela	pelayaran	vela	penlayaran	N;FEM;SG	N;SG
voleibol	voli	voleibol	voli	N;MASC;SG	N;SG
talla	ukuran	talla	ukuran	N;FEM;SG	N;SG
bafta	bafta	bafta	bafta	N;MASC;SG	N
giras	tur	gira	tur	N;FEM;PL	N
giras	touring	gira	touring	N;FEM;PL	N
litoral	littoral	litoral	littoral	N;MASC;SG	N
litoral	pesisir	litoral	pesisir	N;MASC;SG	N
litoral	pesisir	litoral	pesisir	N;MASC;SG	N
franja	stripe	franja	stripe	N;FEM;SG	N
franja	strip	franja	strip	N;FEM;SG	N
piensa	berpikir	pensar	berpikir	V;IND;SG;3;PRS;FIN	V;SG;ACT
piensa	pikirkan	pensar	pikirkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
carbón	batubara	carbón	batubara	N;MASC;SG	N;SG
carbón	karbon	carbón	karbon	N;MASC;SG	N;SG
set	setel	set	setel	N;MASC;SG	N;SG;ACT
sufre	menderita	sufrir	menderita	V;IND;SG;3;PRS;FIN	V;SG;ACT
pesado	berat	pesado	berat	ADJ;MASC;SG;V.PTCP	ADJ;SG
sorpresa	kejutan	sorpresa	kejutan	N;FEM;SG	N;SG
cruce	penyeberangan	cruce	penseberangan	N;MASC;SG	N;SG
cruce	perempatan	cruce	perempatan	N;MASC;SG	N;SG
cruce	perpotongan	cruce	perpotongan	N;MASC;SG	N;SG
cruce	persimpangan	cruce	persimpangan	N;MASC;SG	N;SG
cruce	perempatan	cruce	perempatan	N;MASC;SG	N;SG
cruce	persimpangan	cruce	persimpangan	N;MASC;SG	N;SG
cruce	lintas	cruce	lintas	N;MASC;SG	N;SG;ACT
cruce	palang	cruce	palang	N;MASC;SG	N;SG;ACT
descendencia	keturunan	descendencia	keturunan	N;FEM;SG	N;SG
descendencia	keturunan	descendencia	keturunan	N;FEM;SG	N;SG
descendencia	keturunan	descendencia	keturunan	N;FEM;SG	N;SG
romance	percintaan	romance	percintaan	N;MASC;SG	N;SG
romance	romantis	romance	romantis	N;MASC;SG	N;SG
romance	asmara	romance	asmara	N;MASC;SG	N;SG
escuadrón	skuadron	escuadrón	skuadron	N;MASC;SG	N;SG
escuadrón	skuad	escuadrón	skuad	N;MASC;SG	N;SG
escuadrón	squad	escuadrón	squad	N;MASC;SG	N
escuadrón	regu	escuadrón	regu	N;MASC;SG	N;SG
escuadrón	pasukan	escuadrón	pasukan	N;MASC;SG	N;SG
oxígeno	oksigen	oxígeno	oksigen	N;MASC;SG	N;SG
distinto	beda	distinto	beda	ADJ;MASC;SG	ADJ;SG
cráter	kawah	cráter	kawah	N;MASC;SG	N;SG
distinción	perbedaan	distinción	perbedaan	N;FEM;SG	N;SG
nominación	nominasi	nominación	nominasi	N;FEM;SG	N;SG
instancia	contoh	instancia	contoh	N;FEM;SG	N;SG
instancia	instansi	instancia	instansi	N;FEM;SG	N;SG
mármol	marmer	mármol	marmer	N;MASC;SG	N;SG
mármol	kelereng	mármol	kelereng	N;MASC;SG	N;SG
