kanıtlar	beviser	kanıt	bevis	N;NOM;PL;3	N;INDF;NEUT;PL
dinin	religion	din	religion	N;GEN;SG;3	N;INDF;MASC+FEM;SG
dinin	religions	din	religions	N;GEN;SG;3	N;INDF;MASC+FEM;SG
paradise	paradiset	paradise	paradis	N;NOM;SG;3	N;DEF;NEUT;SG
paradise	paradis	paradise	paradis	N;NOM;SG;3	N;INDF;NEUT;SG
paradise	paradise	paradise	paradis	N;NOM;SG;3	N;INDF;MASC+FEM;SG
öncelik	prioritet	öncelik	prioritet	N;NOM;SG;3	N;INDF;MASC+FEM;SG
öncelik	prioritering	öncelik	prioritering	N;NOM;SG;3	N;INDF;MASC+FEM;SG
başlamak	begynder	başla	begynde	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
başlamak	startende	başla	starte	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PRS;V.PTCP
başlamak	starter	başla	starte	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
hokeyi	ishockey	hoke	ishockey	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hokeyi	hockey	hoke	hockey	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sahneler	scener	sahne	scene	N;NOM;PL;3	N;INDF;MASC+FEM;PL
bakımı	vedligeholdelse	bakım	vedligeholdelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bakımı	opretholdelse	bakım	opretholdelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ömürlü	varig	ömürlü	varig	ADJ	ADJ;INDF;MASC+FEM;SG
ömürlü	varige	ömürlü	varig	ADJ	ADJ;PL
ömürlü	varigt	ömürlü	varig	ADJ	ADJ;INDF;NEUT;SG
iddialar	tilgodehavender	iddia	tilgodehavende	N;NOM;PL;3	N;INDF;MASC+FEM;PL
iddialar	påstande	iddia	påstande	N;NOM;PL;3	N;INDF;MASC+FEM;PL
iddialar	beskyldninger	iddia	beskyldning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
iddialar	påstande	iddia	påstande	N;NOM;PL;3	N;INDF;MASC+FEM;PL
eczacılık	apotek	eczacılık	apotek	N;NOM;SG;3	N;INDF;NEUT;SG
eczacılık	apoteket	eczacılık	apotek	N;NOM;SG;3	N;DEF;NEUT;SG
eczacılık	farmaci	eczacılık	farmaci	N;NOM;SG;3	N;INDF;MASC+FEM;SG
eczacılık	farmaceut	eczacılık	farmaceut	N;NOM;SG;3	N;INDF;MASC+FEM;SG
havayolları	flyselskaber	havayol	flyselskab	N;NOM;PL;3	N;INDF;NEUT;PL
havayolları	luftfartsselskaber	havayol	luftfartsselskab	N;NOM;PL;3	N;INDF;NEUT;PL
kullanın	anvend	kullan	anvende	V;PFV;IMP;PL;2;POS;PRS	V;IMP
eşitliği	ligestilling	eşitlik	ligestilling	N;ACC;SG;3	N;INDF;MASC+FEM;SG
eşitliği	lighed	eşitlik	lighed	N;ACC;SG;3	N;INDF;MASC+FEM;SG
eşitliği	ligebehandling	eşitlik	ligebehandling	N;ACC;SG;3	N;INDF;MASC+FEM;SG
kazılar	udgravninger	kazı	udgravning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
tablolar	tabellerne	tablo	tabel	N;NOM;PL;3	N;DEF;MASC+FEM;PL
tablolar	tabeller	tablo	tabel	N;NOM;PL;3	N;INDF;NEUT;PL
tablolar	borde	tablo	bord	N;NOM;PL;3	N;INDF;NEUT;PL
tablolar	figurer	tablo	figur	N;NOM;PL;3	N;INDF;MASC+FEM;PL
tablolar	diagrammer	tablo	diagrammer	N;NOM;PL;3	N;INDF;MASC+FEM;PL
tablolar	malerierne	tablo	maleri	N;NOM;PL;3	N;DEF;NEUT;PL
tablolar	malerier	tablo	maleri	N;NOM;PL;3	N;INDF;NEUT;PL
deposu	depot	depo	depot	N;NOM;SG;3	N;INDF;NEUT;SG
tarihler	datoer	tarih	datoer	N;NOM;PL;3	N;INDF;MASC+FEM;PL
tarihler	dadler	tarih	dadle	N;NOM;PL;3	N;INDF;MASC+FEM;PL
fiorentina	fiorentina	fiorent	fiorentina	N;DAT;SG;3	N;INDF;MASC+FEM;SG
düzenlemeleri	redigerer	düzenle	redigere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
concacaf	concacaf	concacaf	concacaf	N;NOM;SG;3	N;INDF;MASC+FEM;SG
creek	bæk	creek	bæk	N;NOM;SG;3	N;INDF;MASC+FEM;SG
pacific	stillehavet	pacific	stillehavet	N;NOM;SG;3	N;DEF;NEUT;SG
kayalar	klipper	kaya	klippe	N;NOM;PL;3	N;INDF;MASC+FEM;PL
gerçeklik	ægthed	gerçeklik	ægthed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
gerçeklik	ægtheden	gerçeklik	ægtheden	N;NOM;SG;3	N;DEF;MASC+FEM;SG
gerçeklik	realisme	gerçeklik	realisme	N;NOM;SG;3	N;INDF;MASC+FEM;SG
gerçeklik	virkeligheden	gerçeklik	virkelighed	N;NOM;SG;3	N;DEF;MASC+FEM;SG
gerçeklik	realitet	gerçeklik	realitet	N;NOM;SG;3	N;INDF;MASC+FEM;SG
gerçeklik	reality	gerçeklik	reality	N;NOM;SG;3	N;INDF;MASC+FEM;SG
gerçeklik	virkelighed	gerçeklik	virkelighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kablosuz	trådløst	kablosuz	trådløs	ADJ	ADJ;INDF;NEUT;SG
kablosuz	trådløse	kablosuz	trådløs	ADJ	ADJ;PL
kablosuz	trådløs	kablosuz	trådløs	ADJ	ADJ;INDF;MASC+FEM;SG
kablosuz	trådløst	kablosuz	trådløs	ADJ	ADJ;INDF;NEUT;SG
kablosuz	trådløs	kablosuz	trådløs	ADJ	ADJ;INDF;MASC+FEM;SG
soldan	venstre	sol	venstre	ADJ;AT+ABL;SG;3	ADJ
arayüzü	interface	arayüz	interface	N;ACC;SG;3	N;INDF;MASC+FEM;SG
arayüzü	brugerflade	arayüz	brugerflade	N;ACC;SG;3	N;INDF;MASC+FEM;SG
arayüzü	grænseflade	arayüz	grænseflade	N;ACC;SG;3	N;INDF;MASC+FEM;SG
kardinal	kardinal	kardinal	kardinal	N;DAT;SG;3	N;INDF;MASC+FEM;SG
kardinal	kardinalen	kardinal	kardinal	N;DAT;SG;3	N;DEF;MASC+FEM;SG
forumu	forum	foru	forum	N;NOM;SG;3	N;INDF;NEUT;SG
forumu	forummet	foru	forum	N;NOM;SG;3	N;DEF;NEUT;SG
hedefleri	målsætninger	hedef	målsætning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
adriyatik	adriaterhavet	adriyatik	adriaterhavet	N;NOM;SG;3	N;DEF;NEUT;SG
elektronlar	elektroner	elektron	elektrone	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kanallar	kanalerne	kanal	kanal	N;NOM;PL;3	N;DEF;MASC+FEM;PL
kanallar	kanaler	kanal	kanal	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kanallar	kanalerne	kanal	kanal	N;NOM;PL;3	N;DEF;MASC+FEM;PL
kanallar	kanaler	kanal	kanal	N;NOM;PL;3	N;INDF;MASC+FEM;PL
istikrarlı	konsistent	istikrarlı	konsistent	ADJ	ADJ;INDF;SG
istikrarlı	konsekvent	istikrarlı	konsekvent	ADJ	ADJ;INDF;NEUT;SG
istikrarlı	stabil	istikrarlı	stabil	ADJ	ADJ;INDF;MASC+FEM;SG
istikrarlı	stabilt	istikrarlı	stabil	ADJ	ADJ;INDF;NEUT;SG
istikrarlı	stabile	istikrarlı	stabil	ADJ	ADJ;PL
acımasız	hensynsløs	acımasız	hensynsløs	ADJ	ADJ;INDF;MASC+FEM;SG
acımasız	nådesløs	acımasız	nådesløs	ADJ	ADJ;INDF;MASC+FEM;SG
acımasız	ubarmhjertig	acımasız	ubarmhjertig	ADJ	ADJ;INDF;MASC+FEM;SG
acımasız	hensynsløse	acımasız	hensynsløs	ADJ	ADJ;PL
acımasız	brutale	acımasız	brutal	ADJ	ADJ;PL
acımasız	brutal	acımasız	brutal	ADJ	ADJ;INDF;MASC+FEM;SG
acımasız	grusomt	acımasız	grusomt	ADJ	ADJ;INDF;NEUT;SG
acımasız	grusom	acımasız	grusom	ADJ	ADJ;INDF;MASC+FEM;SG
acımasız	grusomme	acımasız	grusom	ADJ	ADJ;PL
acımasız	ond	acımasız	ond	ADJ	ADJ;INDF;MASC+FEM;SG
acımasız	ubarmhjertig	acımasız	ubarmhjertig	ADJ	ADJ;INDF;MASC+FEM;SG
acımasız	nådesløse	acımasız	nådesløs	ADJ	ADJ;PL
acımasız	nådesløs	acımasız	nådesløs	ADJ	ADJ;INDF;MASC+FEM;SG
acımasız	ubarmhjertig	acımasız	ubarmhjertig	ADJ	ADJ;INDF;MASC+FEM;SG
çıkarılmış	udvundet	çıkar	udvinde	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
çıkarılmış	ekstraheret	çıkar	ekstrahere	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
istiyor	ønsker	iste	ønske	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
hemşire	sygeplejerske	hemşire	sygeplejerske	N;NOM;SG;3	N;INDF;MASC+FEM;SG
işlenmiş	graveret	işle	gravere	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
işlenmiş	indgraveret	işle	indgravere	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
işlenmiş	forarbejdet	işle	forarbejde	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
işlenmiş	behandlet	işle	behandle	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
işlenmiş	behandlede	işle	behandle	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PL;PST;V.PTCP
işlenmiş	bearbejdet	işle	bearbejde	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
işlenmiş	forarbejdede	işle	forarbejde	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PL;PST;V.PTCP
stüdyosu	atelier	stüdyo	atelier	N;NOM;SG;3	N;INDF;NEUT;SG
stüdyosu	studie	stüdyo	studie	N;NOM;SG;3	N;INDF;NEUT;SG
stüdyosu	studiet	stüdyo	studium	N;NOM;SG;3	N;DEF;NEUT;SG
