kapoor	kapoor	kapoor	kapoor	N	N;INDF;MASC;SG
meditasi	meditasjon	meditasi	meditasjon	N;SG	N;INDF;MASC;SG
meditasi	meditere	meditasi	meditere	N;SG	N;INDF;MASC;SG
kuis	quiz	kuis	quiz	N	N;INDF;MASC;SG
kotoran	bæsj	kotoran	bæsj	N;SG	N;INDF;MASC;SG
kotoran	skitt	kotoran	skitt	N;SG	N;INDF;MASC;SG
kotoran	skitt	kotoran	skitt	N;SG	N;INDF;MASC;SG
kotoran	jord	kotoran	jord	N;SG	N;INDF;FEM;SG
kotoran	skitt	kotoran	skitt	N;SG	N;INDF;MASC;SG
kotoran	skit	kotoran	skit	N;SG	N;INDF;NEUT;SG
kotoran	dritt	kotoran	dritt	N;SG	N;INDF;MASC;SG
kotoran	shit	kotoran	shit	N;SG	N;INDF;MASC;SG
kotoran	møkk	kotoran	møkk	N;SG	N;INDF;NEUT;SG
keberatan	protesten	keberatan	protest	N;SG	N;DEF;MASC;SG
keberatan	protest	keberatan	protest	N;SG	N;INDF;MASC;SG
agenda	agendaen	agenda	agenda	N;SG	N;DEF;MASC;SG
agenda	dagsorden	agenda	dagsorden	N;SG	N;INDF;MASC;SG
agenda	agenda	agenda	agenda	N;SG	N;INDF;MASC;SG
transistor	transistor	transistor	transistor	N	N;INDF;MASC;SG
membenci	hater	menbenci	hate	V;SG;ACT	V;IND;PRS;FIN
membenci	hater	menbenci	hate	V;SG;ACT	V;IND;PRS;FIN
sheila	sheila	sheila	sheil	N	N;DEF;FEM;SG
penganiayaan	mayhem	penaniayaan	mayhem	N;SG	N;INDF;NEUT;SG
penganiayaan	forfølgelse	penaniayaan	forfølgelse	N;SG	N;INDF;MASC;SG
pedas	krydret	pedas	krydre	N;SG	N;DEF;NEUT;SG
pelantikan	induksjon	penlantikan	induksjon	N;SG	N;INDF;MASC;SG
pelantikan	innsettelsen	penlantikan	innsettelse	N;SG	N;DEF;MASC;SG
stabilitas	stabilitet	stabilitas	stabilitet	N;SG	N;INDF;MASC;SG
antropologi	antropologi	antropologi	antropologi	N	N;INDF;MASC;SG
pendahulu	forgjenger	pendahulu	forgjenge	N;SG	N;INDF;MASC;SG
membujuk	overtalte	menbujuk	overtale	V;SG;ACT	V;IND;PST;FIN
membujuk	overtale	menbujuk	overtale	V;SG;ACT	V;IMP;FIN
degradasi	fornedrelse	degradasi	fornedrelse	N;SG	N;INDF;MASC;SG
penyelamatan	rescue	penselamatan	rescue	N;SG	N;INDF;NEUT;SG
penyelamatan	unnsetning	penselamatan	unnsetning	N;SG	N;INDF;FEM;SG
penyelamatan	redningen	penselamatan	redning	N;SG	N;DEF;MASC;SG
penyelamatan	redning	penselamatan	redning	N;SG	N;INDF;FEM;SG
peliharaan	kjæledyret	peliharaan	kjæledyr	N;SG	N;DEF;NEUT;SG
peliharaan	kjæledyr	peliharaan	kjæledyr	N;SG	N;INDF;NEUT;SG
peliharaan	kjæledyr	peliharaan	kjæledyr	N;SG	N;INDF;NEUT;SG
gif	gif	gif	gif	N;SG	N;INDF;SG
simple	enkelt	simple	enkel	ADJ	ADJ;INDF;NEUT;SG
simple	enkle	simple	enkel	ADJ	ADJ;PL
simple	enkel	simple	enkel	ADJ	ADJ;INDF;SG
sejuk	stilig	sejuk	stilig	ADJ;SG	ADJ;INDF;NEUT;SG
sejuk	kul	sejuk	kul	ADJ;SG	ADJ;INDF;SG
bibit	frø	bibit	frø	N;SG	N;INDF;NEUT;SG
bibit	sæd	bibit	sæde	N;SG	N;INDF;MASC;SG
bibit	frø	bibit	frø	N;SG	N;INDF;NEUT;SG
mencalonkan	nominerer	mencalonkan	nominere	V;SG;ACT	V;IND;PRS;FIN
rentan	sårbart	rentan	sårbar	ADJ;SG	ADJ;INDF;NEUT;SG
terlambat	seint	terlambat	sein	ADJ;SG	ADJ;INDF;NEUT;SG
pemandu	veiledningen	penpandu	veiledning	N;SG	N;DEF;MASC;SG
pemandu	veiledning	penpandu	veiledning	N;SG	N;INDF;FEM;SG
pemandu	guide	penpandu	guide	N;SG	N;INDF;MASC;SG
pemandu	veiviser	penpandu	veivis	N;SG	N;INDF;FEM;SG
upah	hyre	upah	hyre	N;SG	N;INDF;NEUT;SG
upah	lønna	upah	lønn	N;SG	N;DEF;FEM;SG
upah	lønn	upah	lønn	N;SG	N;INDF;FEM;SG
konsensus	konsensus	konsensus	konsensus	N;SG	N;INDF;MASC;SG
mengalihkan	omdirigerer	menalihkan	omdirigere	V;SG;ACT	V;IND;PRS;FIN
taufan	tyfon	taufan	tyfon	N;SG	N;INDF;MASC;SG
avatar	avatar	avatar	avat	N;SG	N;INDF;MASC;SG
iris	iris	iris	iris	N;SG	N;INDF;FEM;SG
memperingatkan	advarer	menperingatkan	advare	V;SG;ACT	V;IND;PRS;FIN
spiral	spiral	spiral	spiral	N	N;INDF;MASC;SG
spiral	spiraler	spiral	spirale	N	N;INDF;NEUT;SG
potong	kutt	potong	kutt	N;SG;ACT	N;INDF;NEUT;SG
potong	cut	potong	cut	N;SG;ACT	N;INDF;NEUT;SG
potong	skjær	potong	skjær	N;SG;ACT	N;INDF;NEUT;SG
potong	avling	potong	avling	N;SG;ACT	N;INDF;FEM;SG
potong	beskjæring	potong	beskjæring	N;SG;ACT	N;INDF;FEM;SG
potong	beskjære	potong	beskjære	N;SG;ACT	N;INDF;FEM;SG
potong	småbiter	potong	småbiter	N;SG;ACT	N;INDF;MASC;SG
potong	biter	potong	bite	N;SG;ACT	N;INDF;MASC;SG
memikirkan	tenker	menpikirkan	tenke	V;SG;ACT	V;IND;PRS;FIN
regulasi	forordning	regulasi	forordning	N;SG	N;INDF;FEM;SG
regulasi	regulering	regulasi	regulering	N;SG	N;INDF;FEM;SG
menyewa	leier	mensewa	leie	V;SG;ACT	V;IND;PRS;FIN
habsburg	habsburg	habsburg	habsburg	N	N;INDF;MASC;SG
pengumpulan	samling	penkumpulan	samling	N;SG	N;INDF;FEM;SG
menyumbang	donerer	mensumbang	donere	V;SG;ACT	V;IND;PRS;FIN
menyumbang	donere	mensumbang	donere	V;SG;ACT	V;NFIN
menyumbang	gi	mensumbang	gi	V;SG;ACT	V;IMP;FIN
vertebrata	virveldyr	vertebrata	virveldyr	N;SG	N;INDF;NEUT;SG
perumpamaan	lignelse	perumpamaan	lignels	N;SG	N;INDF;MASC;SG
perumpamaan	lignelser	perumpamaan	lignelser	N;SG	N;INDF;MASC;SG
sedimen	sediment	sedimen	sediment	N;SG	N;INDF;NEUT;SG
penembakan	skyting	pentembakan	skyting	N;SG	N;INDF;FEM;SG
pucat	bleik	pucat	bleik	ADJ;SG	ADJ;INDF;SG
register	registre	register	registre	N	N;INDF;MASC;SG
register	registrer	register	registre	N	N;INDF;MASC;PL
register	register	register	register	N	N;INDF;NEUT;SG
heran	lurer	heran	lure	V;SG;ACT	V;IND;PRS;FIN
gaib	usett	gaib	usett	N;SG	N;INDF;MASC;SG
lift	heisene	lift	heise	N	N;DEF;FEM;PL
lift	heiser	lift	heise	N	N;INDF;MASC;PL
lift	løft	lift	løft	N	N;INDF;NEUT;SG
lift	løfte	lift	løfte	N	N;INDF;NEUT;SG
lift	haik	lift	haik	N	N;INDF;MASC;SG
lift	letter	lift	letter	N	N;INDF;NEUT;SG
lift	heis	lift	heis	N	N;INDF;MASC;SG
menduga	forventer	menduga	forventer	V;SG;ACT	V;IND;PRS;FIN
amfibi	amfibium	amfibi	amfibium	N;SG	N;INDF;MASC;SG
ubi	yam	ubi	yam	N;SG	N;INDF;MASC;SG
ubi	ubi	ubi	ubi	N;SG	N;INDF;MASC;SG
monitor	skjerm	monitor	skjerm	N;SG	N;INDF;MASC;SG
monitor	overvåk	monitor	overvåk	N;SG	N;INDF;MASC;SG
monitor	monitor	monitor	monitor	N;SG	N;INDF;MASC;SG
monitor	overvåke	monitor	overvåke	N;SG	N;INDF;FEM;SG
pelestarian	bevaring	pelestarian	bevaring	N;SG	N;INDF;FEM;SG
assembly	montering	assembly	montering	N	N;INDF;FEM;SG
assembly	forsamling	assembly	forsamling	N	N;INDF;FEM;SG
pernapasan	puster	pernapasan	puster	N;SG	N;INDF;NEUT;SG
pernapasan	pusting	pernapasan	pusting	N;SG	N;INDF;FEM;SG
bollywood	bollywood	bollywood	bollywood	N	N;INDF;MASC;SG
yudaisme	jødedom	yudaisme	jødedom	N;SG	N;INDF;MASC;SG
berlian	diamond	berlian	diamond	N;SG	N;INDF;MASC;SG
berlian	diamant	berlian	diamant	N;SG	N;INDF;MASC;SG
berlian	diamanten	berlian	diamant	N;SG	N;DEF;MASC;SG
berlian	diamonds	berlian	diamonds	N;SG	N;INDF;MASC;SG
penyu	turtle	penyu	turtle	N	N;INDF;MASC;SG
penyu	havskilpadder	penyu	havskilpadder	N	N;INDF;FEM;PL
penyu	skilpadder	penyu	skilpadder	N	N;INDF;FEM;PL
merintis	starter	menrintis	starte	V;SG;ACT	V;IND;PRS;FIN
kemah	leiren	kemah	leir	N;SG	N;DEF;MASC;SG
kemah	leirskole	kemah	leirskole	N;SG	N;INDF;MASC;SG
kemah	leir	kemah	ly	N;SG	N;INDF;MASC;SG
kemah	camp	kemah	camp	N;SG	N;INDF;MASC;SG
cluster	klynge	cluster	klyng	N	N;INDF;NEUT;SG
cluster	klynger	cluster	klynge	N	N;INDF;FEM;PL
batubara	kull	batubara	kull	N;SG	N;INDF;NEUT;SG
fleksibel	fleksibelt	fleksibel	fleksibel	ADJ;SG	ADJ;INDF;NEUT;SG
fleksibel	fleksibel	fleksibel	fleksibel	ADJ;SG	ADJ;INDF;SG
nuansa	shades	nuansa	shades	N;SG	N
nuansa	stemning	nuansa	stemning	N;SG	N;INDF;FEM;SG
mouse	mouse	mouse	mouse	N	N;INDF;MASC;SG
mouse	musen	mouse	muse	N	N;DEF;MASC;SG
mouse	mus	mouse	mus	N	N;INDF;FEM;SG
melanda	slo	menlanda	slå	V;SG;ACT	V;IND;PST;FIN
memuaskan	tilfredsstiller	menpuaskan	tilfredsstille	V;SG;ACT	V;IND;PRS;FIN
memuaskan	tilfredsstille	menpuaskan	tilfredsstille	V;SG;ACT	V;NFIN
memuaskan	oppfyller	menpuaskan	oppfylle	V;SG;ACT	V;IND;PRS;FIN
vihara	kloster	vihara	kloster	N	N;INDF;NEUT;SG
vihara	vihara	vihara	vihar	N	N
awalan	prefiks	awalan	prefiks	N;SG	N;INDF;NEUT;SG
awalan	oppstart	awalan	oppstart	N;SG	N;INDF;MASC;SG
kera	aper	kera	aper	N	N;INDF;MASC;SG
kera	apekatt	kera	apekatt	N	N;INDF;MASC;SG
kera	monkey	kera	monkey	N	N;INDF;NEUT;SG
kera	ape	kera	ape	N	N;INDF;MASC;SG
kera	apekatter	kera	apekatter	N	N;INDF;FEM;PL
kera	aper	kera	aper	N	N;INDF;MASC;SG
kera	ape	kera	ape	N	N;INDF;MASC;SG
pencernaan	fordøyelse	pencernaan	fordøyelse	N;SG	N;INDF;MASC;SG
pencernaan	fordøyelsen	pencernaan	fordøyelse	N;SG	N;DEF;MASC;SG
