categoría	kategori	categoría	kategori	N;FEM;SG	N;INDF;MASC+FEM;SG
tormenta	tordenvejr	tormenta	tordenvejr	N;FEM;SG	N;INDF;NEUT;SG
tormenta	stormen	tormenta	stor	N;FEM;SG	N;DEF;MASC+FEM;SG
tormenta	stormvejr	tormenta	stormvejr	N;FEM;SG	N;INDF;NEUT;SG
tormenta	storm	tormenta	storm	N;FEM;SG	N;INDF;MASC+FEM;SG
tormenta	uvejr	tormenta	uvejr	N;FEM;SG	N;INDF;NEUT;SG
transformación	forarbejdning	transformación	forarbejdning	N;FEM;SG	N;INDF;MASC+FEM;SG
transformación	omdannelse	transformación	omdannelse	N;FEM;SG	N;INDF;MASC+FEM;SG
transformación	forvandling	transformación	forvandling	N;FEM;SG	N;INDF;MASC+FEM;SG
transformación	transformation	transformación	transformation	N;FEM;SG	N;INDF;MASC+FEM;SG
ejércitos	hære	ejército	hære	N;MASC;PL	N;INDF;MASC+FEM;PL
deportista	atlet	deportista	at	N;SG	N;INDF;MASC+FEM;SG
deportista	sportsmand	deportista	sportsmand	N;SG	N;INDF;MASC+FEM;SG
genera	genererer	generar	generere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
genera	genererer	generar	generere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
genera	generere	generar	generere	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
rebeldes	rebellerne	rebelde	rebel	N;PL	N;DEF;MASC+FEM;PL
rebeldes	rebeller	rebelde	rebel	N;PL	N;INDF;MASC+FEM;PL
rebeldes	oprørere	rebelde	oprører	N;PL	N;INDF;MASC+FEM;PL
rebeldes	oprørerne	rebelde	oprører	N;PL	N;DEF;MASC+FEM;PL
visitantes	gæster	visitante	gæst	N;PL	N;INDF;MASC+FEM;PL
ropa	beklædning	ropa	beklædning	N;FEM;SG	N;INDF;MASC+FEM;SG
ropa	tøj	ropa	tøj	N;FEM;SG	N;INDF;NEUT;SG
ropa	påklædning	ropa	påklædning	N;FEM;SG	N;INDF;MASC+FEM;SG
ropa	beklædning	ropa	beklædning	N;FEM;SG	N;INDF;MASC+FEM;SG
ropa	tøjet	ropa	tøj	N;FEM;SG	N;DEF;NEUT;SG
ropa	tøj	ropa	tøj	N;FEM;SG	N;INDF;NEUT;SG
máquinas	maskiner	máquina	maskine	N;FEM;PL	N;INDF;MASC+FEM;PL
máquinas	maskiner	máquina	maskine	N;FEM;PL	N;INDF;MASC+FEM;PL
acabar	afslut	acabar	afslut	V;NFIN	V;IMP
acabar	færdiggør	acabar	færdiggøre	V;NFIN	V;IND;PRS;FIN;ACT
síndrome	syndromet	síndrome	syndrom	N;MASC;SG	N;DEF;NEUT;SG
síndrome	syndrom	síndrome	syndrom	N;MASC;SG	N;INDF;MASC+FEM;SG
soledad	ensomheden	soledad	ensomhed	N;FEM;SG	N;DEF;MASC+FEM;SG
soledad	ensomhed	soledad	ensomhed	N;FEM;SG	N;INDF;MASC+FEM;SG
soledad	ensomhed	soledad	ensomhed	N;FEM;SG	N;INDF;MASC+FEM;SG
localizado	beliggende	localizado	beliggende	ADJ;MASC;SG;V.PTCP	ADJ
tiendas	forretninger	tienda	forretning	N;FEM;PL	N;INDF;MASC+FEM;PL
tiendas	butikker	tienda	butik	N;FEM;PL	N;INDF;MASC+FEM;PL
tiendas	forretninger	tienda	forretning	N;FEM;PL	N;INDF;MASC+FEM;PL
tiendas	butikkerne	tienda	butik	N;FEM;PL	N;DEF;MASC+FEM;PL
tiendas	butikker	tienda	butik	N;FEM;PL	N;INDF;MASC+FEM;PL
tiendas	telte	tienda	telt	N;FEM;PL	N;INDF;NEUT;PL
premier	premier	premier	premie	N;MASC;SG	N;INDF;MASC+FEM;SG
cuello	hals	cuello	hals	N;MASC;SG	N;INDF;MASC+FEM;SG
cuello	halsen	cuello	hals	N;MASC;SG	N;DEF;MASC+FEM;SG
cuello	nakken	cuello	nakke	N;MASC;SG	N;DEF;MASC+FEM;SG
cuello	nakke	cuello	nakke	N;MASC;SG	N;INDF;MASC+FEM;SG
cuello	krave	cuello	krave	N;MASC;SG	N;INDF;MASC+FEM;SG
cuello	kraven	cuello	krav	N;MASC;SG	N;DEF;MASC+FEM;SG
cuello	halsbånd	cuello	halsbånd	N;MASC;SG	N;INDF;NEUT;SG
propuestas	forslag	propuesta	forslag	N;FEM;PL	N;INDF;NEUT;PL
orientales	orientalske	oriental	orientalsk	ADJ;PL	ADJ;PL
orientales	østlige	oriental	østlig	ADJ;PL	ADJ;PL
asalto	overgreb	asalto	overgreb	N;MASC;SG	N;INDF;NEUT;SG
asalto	overfald	asalto	overfald	N;MASC;SG	N;INDF;NEUT;SG
asalto	angreb	asalto	angreb	N;MASC;SG	N;INDF;NEUT;SG
éstas	disse	este	denne	PRO;FEM;PL	PRO;PL
procesión	procession	procesión	procession	N;FEM;SG	N;INDF;MASC+FEM;SG
compromiso	engagement	compromiso	engagement	N;MASC;SG	N;INDF;NEUT;SG
compromiso	interaktion	compromiso	interaktion	N;MASC;SG	N;INDF;MASC+FEM;SG
compromiso	forlovelse	compromiso	forlovelse	N;MASC;SG	N;INDF;MASC+FEM;SG
compromiso	kompromis	compromiso	kompromis	N;MASC;SG	N;INDF;NEUT;SG
compromiso	kompromisforslag	compromiso	kompromisforslag	N;MASC;SG	N;INDF;NEUT;SG
compromiso	tilsagn	compromiso	tilsagn	N;MASC;SG	N;INDF;NEUT;SG
compromiso	engagement	compromiso	engagement	N;MASC;SG	N;INDF;NEUT;SG
compromiso	forpligtelse	compromiso	forpligtelse	N;MASC;SG	N;INDF;MASC+FEM;SG
palacios	paladser	palacio	paladse	N;MASC;PL	N;INDF;MASC+FEM;PL
consecuencias	følgevirkninger	consecuencia	følgevirkning	N;FEM;PL	N;INDF;MASC+FEM;PL
consecuencias	konsekvenser	consecuencia	konsekvens	N;FEM;PL	N;INDF;MASC+FEM;PL
consecuencias	implikationer	consecuencia	implikation	N;FEM;PL	N;INDF;MASC+FEM;PL
consecuencias	konsekvenserne	consecuencia	konsekvens	N;FEM;PL	N;DEF;MASC+FEM;PL
consecuencias	konsekvenser	consecuencia	konsekvens	N;FEM;PL	N;INDF;MASC+FEM;PL
consecuencias	følgerne	consecuencia	folger	N;FEM;PL	N;DEF;MASC+FEM;PL
ranking	rangorden	ranking	rangorden	N;MASC;SG	N;INDF;MASC+FEM;SG
abuelo	farfar	abuelo	farfar	N;MASC;SG	N;INDF;MASC+FEM;SG
abuelo	morfar	abuelo	morfar	N;MASC;SG	N;INDF;MASC+FEM;SG
abuelo	farfar	abuelo	farfar	N;MASC;SG	N;INDF;MASC+FEM;SG
abuelo	bedstefar	abuelo	bedstefar	N;MASC;SG	N;INDF;MASC+FEM;SG
abuelo	morfar	abuelo	morfar	N;MASC;SG	N;INDF;MASC+FEM;SG
abuelo	farfar	abuelo	farfar	N;MASC;SG	N;INDF;MASC+FEM;SG
abuelo	bedstefar	abuelo	bedstefar	N;MASC;SG	N;INDF;MASC+FEM;SG
abuelo	morfar	abuelo	morfar	N;MASC;SG	N;INDF;MASC+FEM;SG
propuso	friede	proponer	fri	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
propuso	foreslået	proponer	foreslå	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
quizá	måske	quizá	måske	ADV	ADV
quizá	måske	quizá	måske	ADV	ADV
novia	veninde	novia	veninde	N;FEM;SG	N;INDF;MASC+FEM;SG
novia	kæresten	novia	kæreste	N;FEM;SG	N;DEF;MASC+FEM;SG
novia	bruden	novia	brud	N;FEM;SG	N;DEF;MASC+FEM;SG
novia	brud	novia	brud	N;FEM;SG	N;INDF;NEUT;SG
contienen	indeholder	contener	indeholde	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
contienen	indeholde	contener	indeholde	V;IND;PL;3;PRS;FIN	V;NFIN;ACT
utilización	brug	utilización	brug	N;FEM;SG	N;INDF;MASC+FEM;SG
utilización	anvendelse	utilización	anvendelse	N;FEM;SG	N;INDF;MASC+FEM;SG
utilización	udnyttelse	utilización	udnyttelse	N;FEM;SG	N;INDF;MASC+FEM;SG
utilización	udnyttelsesgrad	utilización	udnyttelsesgrad	N;FEM;SG	N;INDF;MASC+FEM;SG
filas	rækker	fila	række	N;FEM;PL	N;INDF;MASC+FEM;PL
heridos	kvæstelser	herido	kvæstelse	N;MASC;PL	N;INDF;MASC+FEM;PL
heridos	skader	herido	skade	N;MASC;PL	N;INDF;MASC+FEM;PL
heridos	personskader	herido	personskade	N;MASC;PL	N;INDF;MASC+FEM;PL
ejerció	udøvede	ejercer	udøve	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
ejerció	udøvet	ejercer	udøve	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
activos	aktiver	activo	aktiv	N;MASC;PL	N;INDF;NEUT;PL
viva	lev	viva	lev	N;FEM;SG	N;INDF;NEUT;SG
minerales	mineraler	mineral	mineral	N;PL	N;INDF;NEUT;PL
miedo	angst	miedo	angst	N;MASC;SG	N;INDF;MASC+FEM;SG
miedo	frygt	miedo	frygt	N;MASC;SG	N;INDF;MASC+FEM;SG
vapor	damp	vapor	damp	N;MASC;SG	N;INDF;MASC+FEM;SG
nazi	nazist	nazi	nazist	N;MASC;SG	N;INDF;MASC+FEM;SG
comenzar	begynd	comenzar	begynd	V;NFIN	V;IMP
servir	tjene	servir	tjene	V;NFIN	V;NFIN;ACT
servir	tjener	servir	tjene	V;NFIN	V;IND;PRS;FIN;ACT
death	død	death	død	N	N;INDF;MASC+FEM;SG
death	døden	death	død	N	N;DEF;MASC+FEM;SG
death	dødsfald	death	dødsfald	N	N;INDF;NEUT;PL
stephen	stephen	stephar	steph	N;MASC;SG	N;INDF;MASC+FEM;SG
alimentación	mad	alimentación	mad	N;FEM;SG	N;INDF;MASC+FEM;SG
alimentación	feed	alimentación	feed	N;FEM;SG	N;INDF;NEUT;SG
alimentación	foder	alimentación	foder	N;FEM;SG	N;INDF;MASC+FEM;SG
alimentación	fodring	alimentación	fodring	N;FEM;SG	N;INDF;MASC+FEM;SG
navidad	juleaften	navidad	juleaften	N;FEM;SG	N;INDF;MASC+FEM;SG
navidad	jule	navidad	jule	N;FEM;SG	N;INDF;MASC+FEM;SG
navidad	julen	navidad	jul	N;FEM;SG	N;DEF;MASC+FEM;SG
navidad	jul	navidad	jul	N;FEM;SG	N;INDF;MASC+FEM;SG
promover	promovere	promover	promovere	V;NFIN	V;NFIN;ACT
aprobación	adoption	aprobación	adoption	N;FEM;SG	N;INDF;NEUT;SG
aprobación	vedtagelse	aprobación	vedtagelse	N;FEM;SG	N;INDF;MASC+FEM;SG
aprobación	godkendelse	aprobación	godkendelse	N;FEM;SG	N;INDF;MASC+FEM;SG
intelectual	intellektuel	intelectual	intellektuel	ADJ;SG	ADJ;INDF;MASC+FEM;SG
luchar	kæmp	luchar	kæmp	V;NFIN	V;IMP
traslado	transfer	traslado	transf	N;MASC;SG	N;INDF;MASC+FEM;SG
traslado	overdragelse	traslado	overdragelse	N;MASC;SG	N;INDF;MASC+FEM;SG
traslado	overførsel	traslado	overførsel	N;MASC;SG	N;INDF;MASC+FEM;SG
traslado	forflyttelse	traslado	forflyttelse	N;MASC;SG	N;INDF;MASC+FEM;SG
traslado	udflytning	traslado	udflytning	N;MASC;SG	N;INDF;MASC+FEM;SG
traslado	flytning	traslado	flytning	N;MASC;SG	N;INDF;MASC+FEM;SG
navegación	sejlads	navegación	sejlads	N;FEM;SG	N;INDF;MASC+FEM;SG
navegación	gennemsyn	navegación	gennemsyn	N;FEM;SG	N;INDF;NEUT;SG
navegación	browsing	navegación	browsing	N;FEM;SG	N;INDF;MASC+FEM;SG
navegación	sejlads	navegación	sejlads	N;FEM;SG	N;INDF;MASC+FEM;SG
navegación	navigation	navegación	navigation	N;FEM;SG	N;INDF;MASC+FEM;SG
pertenecen	tilhøre	pertenecer	tilhøre	V;IND;PL;3;PRS;FIN	V;NFIN;ACT
desaparición	forsvinden	desaparición	forsvinde	N;FEM;SG	N;DEF;MASC+FEM;SG
resolver	løse	resolver	løse	V;NFIN	V;NFIN;ACT
resolver	løse	resolver	løse	V;NFIN	V;NFIN;ACT
resolver	løse	resolver	løse	V;NFIN	V;NFIN;ACT
resolver	løser	resolver	løse	V;NFIN	V;IND;PRS;FIN;ACT
cuentas	perler	cuenta	perle	N;FEM;PL	N;INDF;MASC+FEM;PL
cuentas	regnskaber	cuenta	regnskab	N;FEM;PL	N;INDF;NEUT;PL
cuentas	konti	cuenta	konti	N;FEM;PL	N;INDF;NEUT;PL
lluvia	regn	lluvia	regn	N;FEM;SG	N;INDF;MASC+FEM;SG
lluvia	regnvejr	lluvia	regnvejr	N;FEM;SG	N;INDF;NEUT;SG
interno	intern	interno	intern	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
tradiciones	traditioner	tradición	tradition	N;FEM;PL	N;INDF;MASC+FEM;PL
tradiciones	traditionerne	tradición	tradition	N;FEM;PL	N;DEF;MASC+FEM;PL
tradiciones	traditioner	tradición	tradition	N;FEM;PL	N;INDF;MASC+FEM;PL
académicos	akademikere	académico	akademiker	N;MASC;PL	N;INDF;MASC+FEM;PL
académicos	akademikere	académico	akademiker	N;MASC;PL	N;INDF;MASC+FEM;PL
dispositivos	enheder	dispositivo	enhed	N;MASC;PL	N;INDF;MASC+FEM;PL
dispositivos	indretninger	dispositivo	indretning	N;MASC;PL	N;INDF;MASC+FEM;PL
dispositivos	anordninger	dispositivo	anordning	N;MASC;PL	N;INDF;MASC+FEM;PL
creciente	tiltagende	creciente	tiltagende	ADJ;SG	ADJ
marcador	bogmærke	marcador	bogmærke	N;MASC;SG	N;INDF;NEUT;SG
marcador	markør	marcador	markør	N;MASC;SG	N;INDF;MASC+FEM;SG
crucero	cruising	crucero	cruising	N;MASC;SG	N;INDF;MASC+FEM;SG
crucero	sejltur	crucero	sejltur	N;MASC;SG	N;INDF;MASC+FEM;SG
crucero	krydstogt	crucero	krydstogt	N;MASC;SG	N;INDF;NEUT;SG
crucero	cruise	crucero	cruise	N;MASC;SG	N;INDF;MASC+FEM;SG
pesos	lodder	peso	lodder	N;MASC;PL	N;INDF;MASC+FEM;PL
ocupar	besætte	ocupar	besætte	V;NFIN	V;NFIN;ACT
ocupar	besætter	ocupar	besætte	V;NFIN	V;IND;PRS;FIN;ACT
videos	videoer	video	video	N;MASC;PL	N;INDF;NEUT;PL
directora	direktør	directora	direktør	N;FEM;SG	N;INDF;MASC+FEM;SG
directora	instruktør	directora	instruktør	N;FEM;SG	N;INDF;MASC+FEM;SG
directora	direktøren	directora	direktør	N;FEM;SG	N;DEF;MASC+FEM;SG
directora	bestyrelsesmedlem	directora	bestyrelsesmedlem	N;FEM;SG	N;INDF;NEUT;SG
road	vejen	road	vej	N;MASC	N;DEF;MASC+FEM;SG
road	vej	road	vej	N;MASC	N;INDF;MASC+FEM;SG
road	landevej	road	landevej	N;MASC	N;INDF;MASC+FEM;SG
coste	pris	coste	pris	N;MASC;SG	N;INDF;MASC+FEM;SG
coste	udgift	coste	udgift	N;MASC;SG	N;INDF;MASC+FEM;SG
coste	omkostning	coste	omkostning	N;MASC;SG	N;INDF;MASC+FEM;SG
realizando	optræder	realizar	optræde	V;V.MSDR	V;IND;PRS;FIN;ACT
realizando	udfører	realizar	udføre	V;V.MSDR	V;IND;PRS;FIN;ACT
realizando	optræde	realizar	optræde	V;V.MSDR	V;NFIN;ACT
polo	polo	polo	polo	N;MASC;SG	N;INDF;MASC+FEM;SG
polo	polak	polo	polak	N;MASC;SG	N;INDF;MASC+FEM;SG
polo	pæl	polo	pæl	N;MASC;SG	N;INDF;MASC+FEM;SG
polo	stang	polo	stang	N;MASC;SG	N;INDF;MASC+FEM;SG
medias	strømper	medias	strømpe	N;FEM;PL	N;INDF;MASC+FEM;PL
medias	strømpebukser	medias	strømpebukser	N;FEM;PL	N;INDF;MASC+FEM;PL
medias	sokker	medias	sokker	N;FEM;PL	N;INDF;NEUT;PL
medias	strømper	medias	strømpe	N;FEM;PL	N;INDF;MASC+FEM;PL
proteínas	proteiner	proteína	protein	N;FEM;PL	N;INDF;NEUT;PL
proteínas	proteiner	proteína	protein	N;FEM;PL	N;INDF;NEUT;PL
eurovisión	eurovision	eurovisión	eurovision	N;FEM;SG	N;INDF;MASC+FEM;SG
fundadores	grundlæggere	fundador	grundlægger	N;MASC;PL	N;INDF;MASC+FEM;PL
fundadores	grundlæggerne	fundador	grundlægge	N;MASC;PL	N;DEF;MASC+FEM;PL
fundadores	stifter	fundador	stift	N;MASC;PL	N;INDF;MASC+FEM;PL
depresión	depression	depresión	depression	N;FEM;SG	N;INDF;MASC+FEM;SG
clientes	kunderne	cliente	kunde	N;PL	N;DEF;MASC+FEM;PL
clientes	kunder	cliente	kunde	N;PL	N;INDF;MASC+FEM;PL
clientes	kunders	cliente	kunde	N;PL	N;GEN;INDF;MASC+FEM;PL
clientes	klienterne	cliente	klient	N;PL	N;DEF;MASC+FEM;PL
clientes	klienter	cliente	klient	N;PL	N;INDF;NEUT;PL
clientes	kunder	cliente	kunde	N;PL	N;INDF;MASC+FEM;PL
barra	bar	barra	bar	N;FEM;SG	N;INDF;MASC+FEM;SG
barra	værktøjslinje	barra	værktøjslinje	N;FEM;SG	N;INDF;MASC+FEM;SG
destruir	ødelægger	destruir	ødelægge	V;NFIN	V;IND;PRS;FIN;ACT
destruir	ødelæg	destruir	ødelæg	V;NFIN	V;IMP
destruir	ødelægge	destruir	ødelægge	V;NFIN	V;NFIN;ACT
destruir	tilintetgør	destruir	tilintetgør	V;NFIN	V;IND;PRS;FIN;ACT
destruir	ødelægger	destruir	ødelægge	V;NFIN	V;IND;PRS;FIN;ACT
mente	sind	mente	sind	N;FEM;SG	N;INDF;NEUT;SG
mente	sindet	mente	sinde	N;FEM;SG	N;DEF;NEUT;SG
relatos	fortællinger	relato	fortælling	N;MASC;PL	N;INDF;MASC+FEM;PL
relatos	historier	relato	historie	N;MASC;PL	N;INDF;MASC+FEM;PL
relatos	fortællinger	relato	fortælling	N;MASC;PL	N;INDF;MASC+FEM;PL
relatos	regnskaber	relato	regnskab	N;MASC;PL	N;INDF;NEUT;PL
relatos	konti	relato	konti	N;MASC;PL	N;INDF;NEUT;PL
sesión	session	sesión	session	N;FEM;SG	N;INDF;MASC+FEM;SG
sesión	sessionen	sesión	session	N;FEM;SG	N;DEF;MASC+FEM;SG
siglas	forkortelser	sigla	forkortelse	N;FEM;PL	N;INDF;MASC+FEM;PL
siglas	forkortelser	sigla	forkortelse	N;FEM;PL	N;INDF;MASC+FEM;PL
siglas	akronymer	sigla	akronym	N;FEM;PL	N;INDF;MASC+FEM;PL
teclados	tastaturer	teclado	tastatur	N;MASC;PL	N;INDF;MASC+FEM;PL
union	union	union	union	N;SG	N;INDF;MASC+FEM;SG
union	fagforening	union	fagforening	N;SG	N;INDF;MASC+FEM;SG
union	fagforeningen	union	fagforening	N;SG	N;DEF;MASC+FEM;SG
union	unionen	union	union	N;SG	N;DEF;MASC+FEM;SG
invitados	gæsterne	invitado	gæst	N;MASC;PL	N;DEF;MASC+FEM;PL
invitados	gæster	invitado	gæst	N;MASC;PL	N;INDF;MASC+FEM;PL
carbono	kulstof	carbono	kulstof	N;MASC;SG	N;INDF;NEUT;SG
carbono	kul	carbono	kul	N;MASC;SG	N;INDF;NEUT;SG
históricas	historiske	histórico	historisk	ADJ;FEM;PL	ADJ;PL
históricas	historiske	histórico	historisk	ADJ;FEM;PL	ADJ;PL
plazas	pladser	plaza	plads	N;FEM;PL	N;INDF;MASC+FEM;PL
plazas	steder	plaza	sted	N;FEM;PL	N;INDF;NEUT;PL
plazas	firkanter	plaza	firkanter	N;FEM;PL	N;INDF;MASC+FEM;PL
leonardo	leonardo	leonardo	leonardo	N;MASC;SG	N;INDF;MASC+FEM;SG
prefectura	præfekturet	prefectura	præfektur	N;FEM;SG	N;DEF;NEUT;SG
específicamente	specifikt	específicamente	specifikt	ADV	ADV
occidentales	vestlige	occidental	vestlig	ADJ;PL	ADJ;PL
implica	implicerer	implicar	implicere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
implica	indebærer	implicar	indebære	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
implica	involverer	implicar	involvere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
comando	kommandoen	comando	kommando	N;MASC;SG	N;DEF;MASC+FEM;SG
comando	kommando	comando	kommando	N;MASC;SG	N;INDF;MASC+FEM;SG
incendio	fyr	incendio	fyr	N;MASC;SG	N;INDF;MASC+FEM;SG
incendio	brand	incendio	brand	N;MASC;SG	N;INDF;MASC+FEM;SG
incendio	ild	incendio	ild	N;MASC;SG	N;INDF;MASC+FEM;SG
incendio	brandstiftelse	incendio	brandstiftelse	N;MASC;SG	N;INDF;MASC+FEM;SG
cae	falder	caer	falde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
hitler	hitler	hitler	hitle	N;MASC;SG	N;INDF;MASC+FEM;SG
cuestiones	spørgsmål	cuestión	spørgsmål	N;FEM;PL	N;INDF;NEUT;PL
cuestiones	spørgsmål	cuestión	spørgsmål	N;FEM;PL	N;INDF;NEUT;PL
cuestiones	emner	cuestión	emne	N;FEM;PL	N;INDF;NEUT;PL
cuestiones	problemer	cuestión	problem	N;FEM;PL	N;INDF;NEUT;PL
cuestiones	mærkesager	cuestión	mærkesage	N;FEM;PL	N;INDF;MASC+FEM;PL
marta	mår	marta	mår	N;FEM;SG	N;INDF;MASC+FEM;SG
marta	martha	marta	martha	N;FEM;SG	N;INDF;MASC+FEM;SG
culturas	kulturer	cultura	kultur	N;FEM;PL	N;INDF;MASC+FEM;PL
costumbres	vaner	costumbre	vane	N;FEM;PL	N;INDF;MASC+FEM;PL
costumbres	toldmyndighederne	costumbre	toldmyndighed	N;FEM;PL	N;DEF;MASC+FEM;PL
riqueza	rigdom	riqueza	rigdom	N;FEM;SG	N;INDF;MASC+FEM;SG
riqueza	velstand	riqueza	velstand	N;FEM;SG	N;INDF;MASC+FEM;SG
riqueza	rigdom	riqueza	rigdom	N;FEM;SG	N;INDF;MASC+FEM;SG
altar	alteret	altar	alteret	N;MASC;SG	N;DEF;NEUT;SG
altar	alter	altar	alter	N;MASC;SG	N;INDF;NEUT;SG
hogares	husstande	hogar	husstand	N;MASC;PL	N;INDF;MASC+FEM;PL
hogares	husholdningerne	hogar	husholdning	N;MASC;PL	N;DEF;MASC+FEM;PL
hogares	husholdninger	hogar	husholdning	N;MASC;PL	N;INDF;MASC+FEM;PL
infraestructura	infrastruktur	infraestructura	infrastruktur	N;FEM;SG	N;INDF;MASC+FEM;SG
dispositivo	anordning	dispositivo	anordning	N;MASC;SG	N;INDF;MASC+FEM;SG
dispositivo	apparat	dispositivo	apparat	N;MASC;SG	N;INDF;NEUT;SG
dispositivo	enhed	dispositivo	enhed	N;MASC;SG	N;INDF;MASC+FEM;SG
frutos	frugter	fruto	frugte	N;MASC;PL	N;INDF;MASC+FEM;PL
frutos	frugter	fruto	frugte	N;MASC;PL	N;INDF;MASC+FEM;PL
derrotar	besejre	derrotar	besejre	V;NFIN	V;NFIN;ACT
solicitud	ansøgning	solicitud	ansøgning	N;FEM;SG	N;INDF;MASC+FEM;SG
solicitud	anvendelse	solicitud	anvendelse	N;FEM;SG	N;INDF;MASC+FEM;SG
solicitud	applikation	solicitud	applikation	N;FEM;SG	N;INDF;MASC+FEM;SG
solicitud	forespørgsel	solicitud	forespørgsel	N;FEM;SG	N;INDF;MASC+FEM;SG
solicitud	anmodning	solicitud	anmodning	N;FEM;SG	N;INDF;MASC+FEM;SG
silla	stol	silla	stol	N;FEM;SG	N;INDF;MASC+FEM;SG
silla	stolen	silla	stol	N;FEM;SG	N;DEF;MASC+FEM;SG
silla	sadel	silla	sadel	N;FEM;SG	N;INDF;MASC+FEM;SG
silla	saddel	silla	saddel	N;FEM;SG	N;INDF;MASC+FEM;SG
silla	sadlen	silla	sadle	N;FEM;SG	N;DEF;MASC+FEM;SG
inauguró	indviet	inaugurar	indvie	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
inauguró	indviede	inaugurar	indvie	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
informática	informatik	informática	informatik	N;FEM;SG	N;INDF;MASC+FEM;SG
informática	computeren	informática	computer	N;FEM;SG	N;DEF;MASC+FEM;SG
informática	computer	informática	compute	N;FEM;SG	N;INDF;MASC+FEM;SG
informática	databehandling	informática	databehandling	N;FEM;SG	N;INDF;MASC+FEM;SG
fronteras	grænser	frontera	grænse	N;FEM;PL	N;INDF;MASC+FEM;PL
fronteras	grænser	frontera	grænse	N;FEM;PL	N;INDF;MASC+FEM;PL
fronteras	grænserne	frontera	grænse	N;FEM;PL	N;DEF;MASC+FEM;PL
fronteras	kanter	frontera	kant	N;FEM;PL	N;INDF;MASC+FEM;PL
fronteras	grænserne	frontera	grænse	N;FEM;PL	N;DEF;MASC+FEM;PL
construcciones	konstruktioner	construcción	konstruktion	N;FEM;PL	N;INDF;MASC+FEM;PL
construcciones	bygværker	construcción	bygværker	N;FEM;PL	N;INDF;NEUT;PL
construcciones	bygningers	construcción	bygning	N;FEM;PL	N;GEN;INDF;MASC+FEM;PL
construcciones	bygninger	construcción	bygning	N;FEM;PL	N;INDF;MASC+FEM;PL
construcciones	bygningerne	construcción	bygning	N;FEM;PL	N;DEF;MASC+FEM;PL
construcciones	ejendomme	construcción	ejendom	N;FEM;PL	N;INDF;MASC+FEM;PL
maíz	majs	maíz	majs	N;MASC;SG	N;INDF;MASC+FEM;SG
maíz	majs	maíz	majs	N;MASC;SG	N;INDF;MASC+FEM;SG
emmy	emmy	emmy	emmy	N;MASC;SG	N;INDF;MASC+FEM;SG
system	systemet	system	system	N	N;DEF;NEUT;SG
system	ordning	system	ordning	N	N;INDF;MASC+FEM;SG
system	system	system	system	N	N;INDF;NEUT;SG
gato	katten	gato	kat	N;MASC;SG	N;DEF;MASC+FEM;SG
gato	kat	gato	kat	N;MASC;SG	N;INDF;MASC+FEM;SG
azúcar	sukker	azúcar	sukker	N;MASC;SG	N;INDF;NEUT;SG
albacete	albacete	albacete	albacet	N;FEM;SG	N;INDF;MASC+FEM;SG
defunción	død	defunción	død	N;FEM;SG	N;INDF;MASC+FEM;SG
defunción	døden	defunción	død	N;FEM;SG	N;DEF;MASC+FEM;SG
defunción	bortgang	defunción	bortgang	N;FEM;SG	N;INDF;MASC+FEM;SG
lesión	personskade	lesión	personskade	N;FEM;SG	N;INDF;MASC+FEM;SG
lesión	skade	lesión	skade	N;FEM;SG	N;INDF;MASC+FEM;SG
lesión	læsion	lesión	læsion	N;FEM;SG	N;INDF;MASC+FEM;SG
salvar	gemme	salvar	gemme	V;NFIN	V;NFIN;ACT
salvar	gem	salvar	gem	V;NFIN	V;IMP
salvar	spar	salvar	spar	V;NFIN	V;IMP
friedrich	friedrich	friedrich	friedrich	N;MASC;SG	N;INDF;MASC+FEM;SG
composiciones	sammensætninger	composición	sammensætning	N;FEM;PL	N;INDF;MASC+FEM;PL
individuo	individ	individuo	individ	N;MASC;SG	N;INDF;NEUT;SG
siente	mærke	sentir	mærke	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
siente	føler	sentir	føle	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
siente	føler	sentir	føle	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
siente	føles	sentir	føle	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
giro	twist	giro	twist	N;MASC;SG	N;INDF;NEUT;SG
