קטגוריה	catégorie	קטגוריה	catégorie	N;FEM;SG	N;FEM;SG
עלים	feuilles	על	feuille	N;MASC;PL	N;FEM;PL
צדקה	bienfaisance	צדקה	bienfaisance	N;FEM;SG	N;FEM;SG
צדקה	charité	צדקה	charité	N;FEM;SG	N;FEM;SG
צדקה	aumône	צדקה	aumône	N;FEM;SG	N;FEM;SG
צדקה	bienfaisance	צדקה	bienfaisance	N;FEM;SG	N;FEM;SG
צדקה	aumône	צדקה	aumône	N;FEM;SG	N;FEM;SG
צדקה	charité	צדקה	charité	N;FEM;SG	N;FEM;SG
העיניים	yeux	העיניים	oeil	N	N;MASC;PL
דמוקרטיה	démocratie	דמוקרטיה	démocratie	N;FEM;SG	N;FEM;SG
אימונים	entraînements	אימון	entraînement	N;MASC;PL	N;MASC;PL
משרה	position	משרה	position	N;FEM;SG	N;FEM;SG
שקט	silence	שקט	silence	N;MASC;SG	N;MASC;SG
חוצה	traverser	חוצה	traverser	V;MASC;SG;V.PTCP;ACT	V;NFIN
חוצה	traversée	חוצה	traverser	V;MASC;SG;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
חוצה	traverser	חוצה	traverser	V;MASC;SG;V.PTCP;ACT	V;NFIN
במשותף	conjointement	במשותף	conjointement	ADV	ADV
הקלה	relief	הקלה	relief	N;FEM;SG	N;MASC;SG
הקלה	soulagement	הקלה	soulagement	N;FEM;SG	N;MASC;SG
הקלה	secours	הקלה	secours	N;FEM;SG	N;MASC;SG
בהירות	clarté	בהירות	clarté	N;FEM;SG	N;FEM;SG
בהירות	légèreté	בהירות	légèreté	N;FEM;SG	N;FEM;SG
בהירות	luminosité	בהירות	luminosité	N;FEM;SG	N;FEM;SG
בהירות	brillance	בהירות	brillance	N;FEM;SG	N;FEM;SG
עצום	énorme	עצום	énorme	ADJ;MASC;SG	ADJ;MASC;SG
עצום	immense	עצום	immense	ADJ;MASC;SG	ADJ;MASC;SG
עצום	vaste	עצום	vaste	ADJ;MASC;SG	ADJ;MASC;SG
בריכת	piscine	בריכה	piscine	N;PSSD;FEM;SG	N;FEM;SG
בריכת	pool	בריכה	pool	N;PSSD;FEM;SG	N;MASC;SG
קיצוני	extrémisme	קיצוני	extrémisme	N;MASC;SG	N;MASC;SG
קיצוני	extreme	קיצוני	extrême	N;MASC;SG	N;MASC;SG
סכסוך	conflit	סכסוך	conflit	N;MASC;SG	N;MASC;SG
היסטוריון	historien	היסטוריון	historien	N;MASC;SG	N;MASC;SG
עשירה	riche	עשיר	riche	ADJ;FEM;SG	ADJ;MASC;SG
מבצעי	opérationnelles	מבצעי	opérationnel	ADJ;MASC;PL	ADJ;FEM;PL
מבצעי	opérationnels	מבצעי	opérationnel	ADJ;MASC;PL	ADJ;MASC;PL
רוחות	vents	רוח	vent	N;FEM;PL	N;MASC;PL
רוחות	fantômes	רוח	fantôme	N;FEM;PL	N;MASC;PL
רוחות	alcools	רוח	alcool	N;FEM;PL	N;MASC;PL
רוחות	esprits	רוח	esprit	N;FEM;PL	N;MASC;PL
ספינה	navire	ספינה	navire	N;FEM;SG	N;MASC;SG
ספינה	vaisseau	ספינה	vaisseau	N;FEM;SG	N;MASC;SG
מהדורות	éditions	מהדורת	édition	N;FEM;PL	N;FEM;PL
תשתית	infrastructure	תשתית	infrastructure	N;FEM;SG	N;FEM;SG
נוצרת	formant	נוצרת	former	V;FEM;SG;V.PTCP;MID	V;PRS;V.PTCP
נוצרת	générée	נוצרת	générer	V;FEM;SG;V.PTCP;MID	V;FEM;SG;PST;V.PTCP
נוצרת	généré	נוצרת	générer	V;FEM;SG;V.PTCP;MID	V;MASC;SG;PST;V.PTCP
קורבן	sacrifice	קורבן	sacrifice	N;MASC;SG	N;MASC;SG
קורבן	victime	קורבן	victime	N;MASC;SG	N;FEM;SG
חותם	signature	חתם	signature	N;MASC;SG	N;FEM;SG
חותם	phoque	חתם	phoque	N;MASC;SG	N;MASC;SG
חותם	sceau	חתם	sceau	N;MASC;SG	N;MASC;SG
נבחרו	choisis	נבחר	choisir	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
נבחרו	sélectionnés	נבחר	sélectionner	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
נבחרו	sélectionnées	נבחר	sélectionné	V;PL;3;PST;MID	V;FEM;PL;PST;V.PTCP
הצהיר	déclaré	הצהיר	déclarer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
תערובת	mélange	תערובת	mélange	N;FEM;SG	N;MASC;SG
תערובת	mélange	תערובת	mélange	N;FEM;SG	N;MASC;SG
פתיחה	vernissage	פתיחה	vernissage	N;FEM;SG	N;MASC;SG
פתיחה	ouverture	פתיחה	ouverture	N;FEM;SG	N;FEM;SG
חופים	rivages	חוף	rivage	N;MASC;PL	N;MASC;PL
חופים	rives	חוף	rive	N;MASC;PL	N;FEM;PL
חופים	plages	חוף	plage	N;MASC;PL	N;FEM;PL
מעיד	témoigner	העיד	témoigner	V;MASC;SG;V.PTCP;ACT	V;NFIN
אגדות	fables	אגדה	fable	N;FEM;PL	N;FEM;PL
אגדות	légendes	אגדה	légende	N;FEM;PL	N;FEM;PL
יועץ	consultant	יועץ	consulter	N;MASC;SG	N;MASC;SG
יועץ	conseiller	יועץ	conseiller	N;MASC;SG	N;MASC;SG
יועץ	conseillère	יועץ	conseiller	N;MASC;SG	N;FEM;SG
יועץ	conseiller	יועץ	conseiller	N;MASC;SG	N;MASC;SG
יועץ	conseillère	יועץ	conseiller	N;MASC;SG	N;FEM;SG
יועץ	conseillère	יועץ	conseiller	N;MASC;SG	N;FEM;SG
הכתיב	dictée	הכתיב	dicter	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הכתיב	dicté	הכתיב	dicter	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
טקסטים	textes	טקסט	texte	N;MASC;PL	N;MASC;PL
המלחמות	guerres	המלחמות	guerre	N;FEM;PL	N;FEM;PL
נדחתה	refusé	נדחה	refuser	V;FEM;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נדחתה	rejetée	נדחה	rejeter	V;FEM;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נדחתה	rejeté	נדחה	rejeter	V;FEM;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נדחתה	refusé	נדחה	refuser	V;FEM;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נדחתה	refusée	נדחה	refuser	V;FEM;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
מתקני	équipements	מתקן	équipement	N;PSSD;MASC;PL	N;MASC;PL
מתקני	installations	מתקן	installation	N;PSSD;MASC;PL	N;FEM;PL
הקואליציה	coalition	הקואליציה	coalition	N	N;FEM;SG
נסיעה	balade	נסיעה	balade	N;FEM;SG	N;FEM;SG
נסיעה	lecteur	נסיעה	lecteur	N;FEM;SG	N;MASC;SG
נסיעה	voyage	נסיעה	voyage	N;FEM;SG	N;MASC;SG
אוכלוסיות	populations	אוכלוסיה	population	N;FEM;PL	N;FEM;PL
תושב	résident	תושב	résident	N;MASC;SG	N;MASC;SG
למשוך	tirer	משך	tirer	V;NFIN;ACT	V;NFIN
למשוך	tirez	משך	tirer	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
לשבת	asseoir	ישב	asseoir	V;NFIN;ACT	V;NFIN
לשבת	assis	ישב	assis	V;NFIN;ACT	V;MASC;SG;PST;V.PTCP
מגדלי	tours	מגדל	tour	N;PSSD;MASC;PL	N;MASC;PL
מגדלי	reproducteurs	מגדל	reproducteur	N;PSSD;MASC;PL	N;MASC;PL
מגדלי	éleveurs	מגדל	éleveur	N;PSSD;MASC;PL	N;MASC;PL
הצביעו	voter	הצביע	voter	V;PL;3;PST;ACT	V;NFIN
הצביעו	votés	הצביע	voter	V;PL;3;PST;ACT	V;MASC;PL;PST;V.PTCP
הצביעו	votées	הצביע	voter	V;PL;3;PST;ACT	V;FEM;PL;PST;V.PTCP
ברירה	choix	ברירה	choix	N;FEM;SG	N;MASC;SG
הכללה	généralisation	הכללה	généralisation	N;FEM;SG	N;FEM;SG
הכללה	inclusion	הכללה	inclusion	N;FEM;SG	N;FEM;SG
ממדים	dimensions	ממד	dimension	N;MASC;PL	N;FEM;PL
ריקוד	danse	ריקוד	danse	N;MASC;SG	N;FEM;SG
ריקוד	danse	ריקוד	danse	N;MASC;SG	N;FEM;SG
קפיצה	jump	קפיצה	jump	N;FEM;SG	N;MASC;SG
קפיצה	saut	קפיצה	saut	N;FEM;SG	N;MASC;SG
קפיצה	saut	קפיצה	saut	N;FEM;SG	N;MASC;SG
הנעה	propulsion	הנעה	propulsion	N;FEM;SG	N;FEM;SG
דרישה	exigence	דרישה	exigence	N;FEM;SG	N;FEM;SG
להסיק	déduire	הסיק	déduire	V;NFIN;ACT	V;NFIN
להסיק	déduire	הסיק	déduire	V;NFIN;ACT	V;NFIN
להסיק	conclure	הסיק	conclure	V;NFIN;ACT	V;NFIN
להגיב	répondez	הגיב	répondre	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
להגיב	réagir	הגיב	réagir	V;NFIN;ACT	V;NFIN
התיישבו	réglés	התיישב	réglé	V;PL;1;PST	V;MASC;PL;PST;V.PTCP
שווים	égaux	שווה	égal	ADJ;MASC;PL	ADJ;MASC;PL
שווים	égales	שווה	égal	ADJ;MASC;PL	ADJ;FEM;PL
שווים	égales	שווה	égal	ADJ;MASC;PL	ADJ;FEM;PL
שווים	égaux	שווה	égal	ADJ;MASC;PL	ADJ;MASC;PL
נפלו	tombés	נפל	tomber	V;PL;3;PST	V;MASC;PL;PST;V.PTCP
נפלו	déchus	נפל	déchoir	V;PL;3;PST	V;MASC;PL;PST;V.PTCP
גלגל	roue	גלגל	roue	N;MASC;SG	N;FEM;SG
אזהרה	alerte	אזהרה	alerte	N;FEM;SG	N;FEM;SG
אזהרה	avertissement	אזהרה	avertissement	N;FEM;SG	N;MASC;SG
מפקדים	commandants	מפקד	commandant	N;MASC;PL	N;MASC;PL
מפקדים	capitaines	מפקד	capitaine	N;MASC;PL	N;MASC;PL
הוצע	suggérée	הוצע	suggérer	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הוצע	suggéré	הוצע	suggérer	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הוצע	proposé	הוצע	proposer	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
לאט	lentement	לאט	lentement	ADV	ADV
לאט	doucement	לאט	doucement	ADV	ADV
השקעות	investissements	השקעה	investissement	N;FEM;PL	N;MASC;PL
מבוגרים	adultes	מבוגר	adulte	N;MASC;PL	N;MASC;PL
אומנות	art	אומנות	art	N;FEM;SG	N;MASC;SG
הליך	procédure	הליך	procédure	N;MASC;SG	N;FEM;SG
פורסמה	publiée	פורסם	publier	V;FEM;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
פורסמה	affiché	פורסם	afficher	V;FEM;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
פורסמה	posté	פורסם	posté	V;FEM;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
פורסמה	publié	פורסם	publier	V;FEM;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
מיידי	instantané	מיידי	instantané	ADJ;MASC;SG	ADJ;MASC;SG
מיידי	instantanée	מיידי	instantané	ADJ;MASC;SG	ADJ;FEM;SG
מיידי	immédiat	מיידי	immédiat	ADJ;MASC;SG	ADJ;MASC;SG
מיידי	immédiate	מיידי	immédiat	ADJ;MASC;SG	ADJ;FEM;SG
מיידי	instantané	מיידי	instantané	ADJ;MASC;SG	ADJ;MASC;SG
מיידי	instantanée	מיידי	instantané	ADJ;MASC;SG	ADJ;FEM;SG
בעייתי	problématique	בעייתי	problématique	ADJ;MASC;SG	ADJ;FEM;SG
תרופה	médecine	תרופה	médecine	N;FEM;SG	N;FEM;SG
תרופה	médicament	תרופה	médicament	N;FEM;SG	N;MASC;SG
תרופה	remède	תרופה	remède	N;FEM;SG	N;MASC;SG
תרופה	médication	תרופה	médication	N;FEM;SG	N;FEM;SG
תרופה	médicament	תרופה	médicament	N;FEM;SG	N;MASC;SG
תרופה	remède	תרופה	remède	N;FEM;SG	N;MASC;SG
תרופה	cure	תרופה	cure	N;FEM;SG	N;FEM;SG
תרופה	guérison	תרופה	guérison	N;FEM;SG	N;FEM;SG
תרופה	drogue	תרופה	drogue	N;FEM;SG	N;FEM;SG
תרופה	médicament	תרופה	médicament	N;FEM;SG	N;MASC;SG
לאמץ	adopter	אימץ	adopter	V;NFIN;ACT	V;NFIN
לאמץ	adoptez	אימץ	adopter	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
לאמץ	adoptent	אימץ	adopter	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לאמץ	embrasser	אימץ	embrasser	V;NFIN;ACT	V;NFIN
לאמץ	embrassez	אימץ	embrasser	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
מאכל	nourriture	מאכל	nourriture	N;MASC;SG	N;FEM;SG
מאכל	alimentation	מאכל	alimentation	N;MASC;SG	N;FEM;SG
ספציפית	spécifiquement	ספציפית	spécifiquement	ADV	ADV
ספציפית	précisément	ספציפית	précisément	ADV	ADV
ספציפית	spécialement	ספציפית	spécialement	ADV	ADV
היבטים	aspects	היבט	aspect	N;MASC;PL	N;MASC;PL
הצגה	performance	הצגה	performance	N;FEM;SG	N;FEM;SG
הצגה	rendement	הצגה	rendement	N;FEM;SG	N;MASC;SG
הצגה	présentation	הצגה	présentation	N;FEM;SG	N;FEM;SG
הצגה	spectacle	הצגה	spectacle	N;FEM;SG	N;MASC;SG
חדרים	salles	חדר	salle	N;MASC;PL	N;FEM;PL
חדרים	chambres	חדר	chambre	N;MASC;PL	N;FEM;PL
הפסדים	pertes	הפסד	perte	N;MASC;PL	N;FEM;PL
זעם	fury	זעם	fury	N;MASC;SG	N;MASC;SG
זעם	fureur	זעם	fureur	N;MASC;SG	N;FEM;SG
זעם	furie	זעם	furie	N;MASC;SG	N;FEM;SG
זעם	fureur	זעם	fureur	N;MASC;SG	N;FEM;SG
זעם	colère	זעם	colère	N;MASC;SG	N;FEM;SG
זעם	rage	זעם	rage	N;MASC;SG	N;FEM;SG
בוגרים	aînés	בוגר	aîné	N;MASC;PL	N;MASC;PL
בוגרים	adultes	בוגר	adulte	N;MASC;PL	N;MASC;PL
בוגרים	diplômés	בוגר	diplômé	N;MASC;PL	N;MASC;PL
עצומה	énorme	עצום	énorme	ADJ;FEM;SG	ADJ;MASC;SG
שכבה	couche	שכבה	couche	N;FEM;SG	N;FEM;SG
שכבה	calque	שכבה	calque	N;FEM;SG	N;MASC;SG
מושלם	parfait	מושלם	parfait	ADJ;MASC;SG	ADJ;MASC;SG
מושלם	parfaite	מושלם	parfait	ADJ;MASC;SG	ADJ;FEM;SG
סירבו	refusées	סירב	refuser	V;PL;3;PST;ACT	V;FEM;PL;PST;V.PTCP
סירבו	refusés	סירב	refuser	V;PL;3;PST;ACT	V;MASC;PL;PST;V.PTCP
ממשיכים	continuer	המשיך	continuer	V;MASC;PL;V.PTCP;ACT	V;NFIN
הערכות	évaluations	הערכה	évaluation	N;FEM;PL	N;FEM;PL
הערכות	estimations	הערכה	estimation	N;FEM;PL	N;FEM;PL
הערכות	évaluations	הערכה	évaluation	N;FEM;PL	N;FEM;PL
הכפרים	bourgs	הכפר	bourg	N;MASC;PL	N;MASC;PL
הכפרים	villages	הכפר	village	N;MASC;PL	N;MASC;PL
הצדקה	justification	הצדקה	justification	N;FEM;SG	N;FEM;SG
מוסמך	qualifiée	מוסמך	qualifier	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
מוסמך	qualifié	מוסמך	qualifier	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
מוסמך	autorisé	מוסמך	autoriser	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
מוסמך	autorisée	מוסמך	autoriser	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
מוסמך	certifiée	מוסמך	certifier	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
מוסמך	certifié	מוסמך	certifier	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
הדתות	religions	הדתה	religion	N;FEM;PL	N;FEM;PL
הדתות	cultes	הדתה	culte	N;FEM;PL	N;MASC;PL
להזכיר	mentionner	הזכיר	mentionner	V;NFIN;ACT	V;NFIN
הכחדה	extinction	הכחדה	extinction	N;FEM;SG	N;FEM;SG
מוזמנים	invitées	הוזמן	inviter	V;MASC;PL;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
מוזמנים	bienvenues	הוזמן	bienvenue	V;MASC;PL;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
מגדיר	définir	הגדיר	définir	V;MASC;SG;V.PTCP;ACT	V;NFIN
מגדיר	définissant	הגדיר	définir	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
הרפתקאות	aventure	הרפתקאות	aventure	N;FEM;SG	N;FEM;SG
מדידה	mesurage	מדידה	mesurage	N;FEM;SG	N;MASC;SG
מדידה	mesure	מדידה	mesure	N;FEM;SG	N;FEM;SG
מדידה	mesurage	מדידה	mesurage	N;FEM;SG	N;MASC;SG
מדידה	mesure	מדידה	mesure	N;FEM;SG	N;FEM;SG
מדידה	mesure	מדידה	mesure	N;FEM;SG	N;FEM;SG
הפגנות	démonstrations	הפגנה	démonstration	N;FEM;PL	N;FEM;PL
הפגנות	manifestations	הפגנה	manifestation	N;FEM;PL	N;FEM;PL
חפירות	fouilles	חפירות	fouille	N;FEM;PL	N;FEM;PL
ציונות	sionisme	ציונות	sionisme	N;FEM;SG	N;MASC;SG
רציני	sérieux	רציני	sérieux	ADJ;MASC;SG	ADJ;MASC;SG
רציני	serieux	רציני	serieux	ADJ;MASC;SG	ADJ;MASC;SG
רציני	grave	רציני	grave	ADJ;MASC;SG	ADJ;MASC;SG
רציני	sérieuse	רציני	sérieux	ADJ;MASC;SG	ADJ;FEM;SG
תביעה	accusation	תביעה	accusation	N;FEM;SG	N;FEM;SG
תביעה	poursuite	תביעה	poursuite	N;FEM;SG	N;FEM;SG
תביעה	procès	תביעה	procès	N;FEM;SG	N;MASC;SG
נגרם	causée	נגרם	causer	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נגרם	causé	נגרם	causer	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
מגבלות	limitations	מגבלה	limitation	N;FEM;PL	N;FEM;PL
מגבלות	restrictions	מגבלה	restriction	N;FEM;PL	N;FEM;PL
מגבלות	limites	מגבלה	limite	N;FEM;PL	N;FEM;PL
מגבלות	restrictions	מגבלה	restriction	N;FEM;PL	N;FEM;PL
מגבלות	limites	מגבלה	limite	N;FEM;PL	N;FEM;PL
כפתור	bouton	כפתור	bouton	N;MASC;SG	N;MASC;SG
שומן	graisse	שומן	graisse	N;MASC;SG	N;FEM;SG
מעצר	arrestation	מעצר	arrestation	N;MASC;SG	N;FEM;SG
מעצר	buste	מעצר	buste	N;MASC;SG	N;MASC;SG
הוכיח	prouvé	הוכיח	prouver	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הוכיח	prouvée	הוכיח	prouver	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
דתיות	religieuses	דתי	religieux	ADJ;FEM;PL	ADJ;FEM;PL
דיבור	discours	דיבור	discours	N;MASC;SG	N;MASC;SG
דיבור	allocution	דיבור	allocution	N;MASC;SG	N;FEM;SG
מוכנים	prêtes	מוכן	prêt	ADJ;MASC;PL	ADJ;FEM;PL
מוכנים	prêts	מוכן	prêt	ADJ;MASC;PL	ADJ;MASC;PL
מקדם	coefficient	מקדם	coefficient	N;MASC;SG	N;MASC;SG
מקדם	promoteur	מקדם	promoteur	N;MASC;SG	N;MASC;SG
ההסתברות	probabilité	ההסתברות	probabilité	N;FEM;SG	N;FEM;SG
ההסתברות	vraisemblance	ההסתברות	vraisemblance	N;FEM;SG	N;FEM;SG
להדגיש	souligner	הדגיש	souligner	V;NFIN;ACT	V;NFIN
להדגיש	souligner	הדגיש	souligner	V;NFIN;ACT	V;NFIN
התחלה	début	התחלה	début	N;FEM;SG	N;MASC;SG
התחלה	commencement	התחלה	commencement	N;FEM;SG	N;MASC;SG
התחלה	début	התחלה	début	N;FEM;SG	N;MASC;SG
אלופים	champions	אלוף	champion	N;MASC;PL	N;MASC;PL
ועדות	commissions	ועדה	commission	N;FEM;PL	N;FEM;PL
נכונות	true	נכונות	true	N;FEM;SG	N;MASC;SG
הנצחה	commémoration	הנצחה	commémoration	N;FEM;SG	N;FEM;SG
הנצחה	mémorial	הנצחה	mémorial	N;FEM;SG	N;MASC;SG
הנצחה	commémoration	הנצחה	commémoration	N;FEM;SG	N;FEM;SG
בבירור	manifestement	בבירור	manifestement	ADV	ADV
בבירור	clairement	בבירור	clairement	ADV	ADV
ייחודיים	uniques	ייחודי	unique	ADJ;MASC;PL	ADJ;MASC;PL
נעצרו	arrêtés	נעצר	arrêter	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
השלמת	achèvement	השלמה	achèvement	N;PSSD;FEM;SG	N;MASC;SG
ההבדלים	différences	ההבדל	différence	N;MASC;PL	N;FEM;PL
שאל	demande	שאל	demande	N;MASC;SG	N;FEM;SG
התקווה	espoirs	התקווה	espoir	N	N;MASC;PL
התקווה	espoir	התקווה	espoir	N	N;MASC;SG
התקווה	espérance	התקווה	espérance	N	N;FEM;SG
תעשיות	industries	תעשייה	industrie	N;FEM;PL	N;FEM;PL
מינור	mineur	מינור	mineur	N;MASC;SG	N;MASC;SG
ייצג	représenté	ייצג	représenter	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
ייצג	représentée	ייצג	représenter	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
כימיה	chimie	כימיה	chimie	N;FEM;SG	N;FEM;SG
התפשטות	propagation	התפשטות	propagation	N;FEM;SG	N;FEM;SG
התפשטות	agrandissement	התפשטות	agrandissement	N;FEM;SG	N;MASC;SG
התפשטות	extension	התפשטות	extension	N;FEM;SG	N;FEM;SG
התפשטות	expansion	התפשטות	expansion	N;FEM;SG	N;FEM;SG
בקשות	demandes	בקשה	demande	N;FEM;PL	N;FEM;PL
בקשות	requêtes	בקשה	requête	N;FEM;PL	N;FEM;PL
בקרוב	bientôt	בקרוב	bientôt	ADV	ADV
בקרוב	prochainement	בקרוב	prochainement	ADV	ADV
הגדרות	paramètres	הגדרה	paramètre	N;FEM;PL	N;MASC;PL
הגדרות	réglages	הגדרה	réglage	N;FEM;PL	N;MASC;PL
תלות	dépendance	תלות	dépendance	N;FEM;SG	N;FEM;SG
תלות	dépendance	תלות	dépendance	N;FEM;SG	N;FEM;SG
ראיה	preuve	ראייה	preuve	N;FEM;SG	N;FEM;SG
עופרת	plomb	עפר	plomb	N;FEM;SG	N;MASC;SG
מוצב	stationné	הוצב	stationner	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
תווים	remarques	תווים	remarque	N;MASC;PL	N;FEM;PL
תווים	notes	תווים	note	N;MASC;PL	N;FEM;PL
תווים	personnages	תווים	personnage	N;MASC;PL	N;MASC;PL
תווים	caractères	תווים	caractère	N;MASC;PL	N;MASC;PL
אלקטרונים	électrons	אלקטרון	électron	N;MASC;PL	N;MASC;PL
רעב	faim	רעב	faim	N;MASC;SG	N;FEM;SG
רעב	faim	רעב	faim	N;MASC;SG	N;FEM;SG
לחשוף	dévoiler	חשף	dévoiler	V;NFIN;ACT	V;NFIN
לחשוף	révéler	חשף	révéler	V;NFIN;ACT	V;NFIN
לחשוף	révèlent	חשף	révéler	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לחשוף	démasquer	חשף	démasquer	V;NFIN;ACT	V;NFIN
לחשוף	exposer	חשף	exposer	V;NFIN;ACT	V;NFIN
לחשוף	révéler	חשף	révéler	V;NFIN;ACT	V;NFIN
לחשוף	dévoiler	חשף	dévoiler	V;NFIN;ACT	V;NFIN
מסוכן	dangereux	מסוכן	dangereux	ADJ;MASC;SG	ADJ;MASC;SG
מסוכן	dangereuse	מסוכן	dangereux	ADJ;MASC;SG	ADJ;FEM;SG
מסוכן	risquée	מסוכן	risqué	ADJ;MASC;SG	ADJ;FEM;SG
אדריכל	architecte	אדריכל	architecte	N;MASC;SG	N;MASC;SG
אדריכל	architecte	אדריכל	architecte	N;MASC;SG	N;MASC;SG
להשקיע	investir	השקיע	investir	V;NFIN;ACT	V;NFIN
לקוח	client	לקוח	client	N;MASC;SG	N;MASC;SG
לקוח	client	לקוח	client	N;MASC;SG	N;MASC;SG
המסה	masse	המסה	masse	N;FEM;SG	N;FEM;SG
המסה	messe	המסה	messe	N;FEM;SG	N;FEM;SG
סיביות	bits	סיביות	bit	N;FEM;PL	N;MASC;PL
סיביות	bits	סיביות	bit	N;FEM;PL	N;MASC;PL
ידנית	manuellement	ידני	manuellement	ADV	ADV
להעריך	évaluer	העריך	évaluer	V;NFIN;ACT	V;NFIN
להעריך	évalue	העריך	évaluer	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
זורם	coulant	זרם	couler	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
מחיקת	effacement	חיקה	effacement	N;PSSD;FEM;SG	N;MASC;SG
מחיקת	suppression	חיקה	suppression	N;PSSD;FEM;SG	N;FEM;SG
טיעון	argumentation	טיעון	argumentation	N;MASC;SG	N;FEM;SG
טיעון	dispute	טיעון	dispute	N;MASC;SG	N;FEM;SG
טיעון	argument	טיעון	argument	N;MASC;SG	N;MASC;SG
פיצוץ	explosion	פיצוץ	explosion	N;MASC;SG	N;FEM;SG
מעביר	transférer	העביר	transférer	V;MASC;SG;V.PTCP;ACT	V;NFIN
הושלם	complété	הושלם	compléter	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הושלם	terminée	הושלם	terminer	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הושלם	achevé	הושלם	achever	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הושלם	terminé	הושלם	terminer	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
טמפרטורה	température	טמפרטורה	température	N;FEM;SG	N;FEM;SG
טמפרטורה	température	טמפרטורה	température	N;FEM;SG	N;FEM;SG
טמפרטורה	temp	טמפרטורה	temp	N;FEM;SG	N;FEM;SG
טמפרטורה	intérim	טמפרטורה	intérim	N;FEM;SG	N;MASC;SG
עכבר	souris	עכבר	souris	N;MASC;SG	N;FEM;SG
עכבר	souris	עכבר	souris	N;MASC;SG	N;FEM;SG
פיזיקאי	physicien	פיזיקאי	physicien	N;MASC;SG	N;MASC;SG
מעשית	pratique	מעשי	pratique	ADJ;FEM;SG	ADJ;FEM;SG
לשרוד	survivent	שרד	survivre	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לשרוד	survivre	שרד	survivre	V;NFIN;ACT	V;NFIN
מציעה	offrir	הציע	offrir	V;FEM;SG;V.PTCP;ACT	V;NFIN
מציעה	offrant	הציע	offrir	V;FEM;SG;V.PTCP;ACT	V;PRS;V.PTCP
מציעה	suggérer	הציע	suggérer	V;FEM;SG;V.PTCP;ACT	V;NFIN
מציעה	suggérant	הציע	suggérant	V;FEM;SG;V.PTCP;ACT	V;PRS;V.PTCP
דיג	peche	דיג	peche	N;MASC;SG	N;MASC;SG
דיג	pêche	דיג	pêche	N;MASC;SG	N;FEM;SG
