categoría	категорія	categoría	категорія	N;FEM;SG	N;INAN;NOM;FEM;SG
proporciona	надає	proporcionar	надавати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
proporciona	забезпечує	proporcionar	забезпечувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
vientos	вітри	viento	вітер	N;MASC;PL	N;INAN;NOM;MASC;PL
experimental	експериментальна	experimental	експериментальний	ADJ;SG	ADJ;NOM;FEM;SG
experimental	експериментальний	experimental	експериментальний	ADJ;SG	ADJ;NOM;MASC;SG
bancos	береги	banco	берег	N;MASC;PL	N;INAN;NOM;MASC;PL
bancos	банків	banco	банк	N;MASC;PL	N;INAN;GEN;MASC;PL
bancos	банки	banco	банк	N;MASC;PL	N;INAN;NOM;MASC;PL
bancos	лавки	banco	лавка	N;MASC;PL	N;INAN;NOM;FEM;PL
seleccionado	вибраний	seleccionado	вибраний	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
seleccionado	вибране	seleccionado	вибраний	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
dudas	сумнівів	duda	сумнів	N;FEM;PL	N;INAN;GEN;MASC;PL
dudas	сумніву	duda	сумнів	N;FEM;PL	N;INAN;GEN;MASC;PL
dudas	сумніви	duda	сумнів	N;FEM;PL	N;INAN;NOM;MASC;PL
vieron	побачили	ver	побачити	V;IND;PL;3;PST;FIN	V;PFV;IND;PL;PST;FIN
partículas	частки	partícula	частка	N;FEM;PL	N;INAN;NOM;FEM;PL
partículas	частинок	partícula	частинка	N;FEM;PL	N;INAN;GEN;FEM;PL
partículas	частинки	partícula	частинка	N;FEM;PL	N;INAN;NOM;FEM;PL
partículas	частинки	partícula	частинка	N;FEM;PL	N;INAN;NOM;FEM;PL
parcialmente	частково	parcialmente	частково	ADV	ADV
parcialmente	частково	parcialmente	частково	ADV	ADV
dirigir	керує	dirigir	керувати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
específico	певне	específico	певний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
pastor	проповідник	pastor	проповідник	N;MASC;SG	N;ANIM;NOM;MASC;SG
pastor	вівчарка	pastor	вівчарка	N;MASC;SG	N;ANIM;NOM;FEM;SG
pastor	пастир	pastor	пастир	N;MASC;SG	N;ANIM;NOM;MASC;SG
pastor	пастор	pastor	пастор	N;MASC;SG	N;ANIM;NOM;MASC;SG
pastor	міністр	pastor	міністр	N;MASC;SG	N;ANIM;NOM;MASC;SG
pastor	міністру	pastor	міністр	N;MASC;SG	N;ANIM;DAT;MASC;SG
traje	вбрання	traje	вбрання	N;MASC;SG	N;INAN;NOM;NEUT;SG
traje	костюм	traje	костюм	N;MASC;SG	N;INAN;NOM;MASC;SG
traje	костюм	traje	костюм	N;MASC;SG	N;INAN;NOM;MASC;SG
flag	прапором	flag	прапір	N;SG	N;INAN;INS;MASC;SG
flag	прапорець	flag	прапорець	N;SG	N;INAN;NOM;MASC;SG
flag	прапор	flag	прапор	N;SG	N;INAN;NOM;MASC;SG
flag	прапора	flag	прапор	N;SG	N;INAN;NOM;MASC;SG
monarca	монарх	monarca	монарх	N;SG	N;ANIM;NOM;MASC;SG
cifra	фігура	cifra	фігура	N;FEM;SG	N;INAN;NOM;FEM;SG
escuadra	відділення	escuadra	відділення	N;FEM;SG	N;INAN;NOM;NEUT;SG
escuadra	загін	escuadra	загін	N;FEM;SG	N;INAN;NOM;MASC;SG
profesora	професор	profesora	професор	N;FEM;SG	N;ANIM;NOM;MASC;SG
profesora	викладач	profesora	викладач	N;FEM;SG	N;ANIM;NOM;MASC;SG
profesora	вчителю	profesora	вчитель	N;FEM;SG	N;ANIM;DAT;FEM;SG
profesora	вчитель	profesora	вчитель	N;FEM;SG	N;ANIM;NOM;MASC;SG
profesora	учитель	profesora	учитель	N;FEM;SG	N;ANIM;NOM;MASC;SG
profesora	вчителька	profesora	вчителька	N;FEM;SG	N;ANIM;NOM;FEM;SG
certamen	конкурс	certamen	конкурс	N;MASC;SG	N;INAN;NOM;MASC;SG
certamen	євробачення	certamen	євробачення	N;MASC;SG	N;INAN;NOM;NEUT;SG
circulación	обіг	circulación	обіг	N;FEM;SG	N;INAN;NOM;MASC;SG
formal	формальна	formal	формальний	ADJ;SG	ADJ;NOM;FEM;SG
gobernación	губернія	gobernación	губернія	N;FEM;SG	N;INAN;NOM;FEM;SG
gobernación	управління	gobernación	управління	N;FEM;SG	N;INAN;NOM;NEUT;SG
cerrado	закрита	cerrado	закрита	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
desaparecido	відсутній	desaparecido	відсутній	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
sucede	трапляється	suceder	траплятися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
sucede	стається	suceder	ставатися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
jamás	ніколи	jamás	ніколи	ADV	ADV
meta	мета	meta	мета	N;FEM;SG	N;INAN;NOM;FEM;SG
meta	мета	meta	мета	N;FEM;SG	N;INAN;NOM;FEM;SG
ampliación	розгортання	ampliación	розгортання	N;FEM;SG	N;INAN;NOM;NEUT;SG
ampliación	розширення	ampliación	розширення	N;FEM;SG	N;INAN;NOM;NEUT;SG
ampliación	розширення	ampliación	розширення	N;FEM;SG	N;INAN;NOM;NEUT;SG
ampliación	суфікс	ampliación	суфікс	N;FEM;SG	N;INAN;NOM;MASC;SG
ampliación	розширення	ampliación	розширення	N;FEM;SG	N;INAN;NOM;NEUT;SG
académica	академічна	académico	академічний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
académica	навчального	académico	навчальний	ADJ;FEM;SG	ADJ;GEN;MASC;SG
académica	академічний	académico	академічний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
localiza	знайти	localizar	знайти	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
doctrina	доктрина	doctrina	доктрина	N;FEM;SG	N;INAN;NOM;FEM;SG
cobre	мідь	cobre	мідь	N;MASC;SG	N;INAN;NOM;MASC;SG
separado	окреме	separar	окреме	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
habitualmente	зазвичай	habitualmente	зазвичай	ADV	ADV
créditos	подяки	crédito	подяка	N;MASC;PL	N;INAN;NOM;FEM;PL
coral	корал	coral	корал	N;SG	N;INAN;NOM;MASC;SG
creados	створені	creado	створений	ADJ;MASC;PL;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
paciente	пацієнт	paciente	пацієнт	N;SG	N;ANIM;NOM;MASC;SG
paciente	пацієнта	paciente	пацієнт	N;SG	N;ANIM;ACC;MASC;SG
memorias	спогади	memoria	спогад	N;FEM;PL	N;INAN;NOM;MASC;PL
memorias	мемуари	memoria	мемуара	N;FEM;PL	N;INAN;NOM;MASC;PL
tailandia	бангкок	tailandia	бангкок	N;FEM;SG	N;INAN;NOM;MASC;SG
pobre	бідна	pobre	бідний	ADJ;SG	ADJ;NOM;FEM;SG
pobre	бідний	pobre	бідний	ADJ;SG	ADJ;NOM;MASC;SG
calcio	кальцій	calcio	кальцій	N;MASC;SG	N;INAN;NOM;MASC;SG
calcio	кальцію	calcio	калеція	N;MASC;SG	N;INAN;GEN;MASC;SG
precios	ціни	precio	ціна	N;MASC;PL	N;INAN;NOM;FEM;PL
talento	талант	talento	талант	N;MASC;SG	N;INAN;NOM;MASC;SG
frecuentes	спільними	frecuente	спільний	ADJ;PL	ADJ;INS;PL
frecuentes	поширені	frecuente	поширений	ADJ;PL	ADJ;PFV;NOM;PL;V.PTCP;PASS
frecuentes	загальні	frecuente	загальний	ADJ;PL	ADJ;NOM;PL
frecuentes	часті	frecuente	частий	ADJ;PL	ADJ;NOM;PL
captura	захоплення	captura	захоплення	N;FEM;SG	N;INAN;NOM;NEUT;SG
captura	захоплення	captura	захоплення	N;FEM;SG	N;INAN;NOM;NEUT;SG
próxima	наступний	próximo	наступний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
próxima	наступна	próximo	наступний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
próxima	наступне	próximo	наступний	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
antena	антена	antena	антена	N;FEM;SG	N;INAN;NOM;FEM;SG
parada	зупинка	parada	зупинка	N;FEM;SG	N;INAN;NOM;FEM;SG
dientes	зуби	diente	зуб	N;MASC;PL	N;INAN;NOM;MASC;PL
dientes	зуби	diente	зуб	N;MASC;PL	N;INAN;NOM;MASC;PL
básica	базове	básico	базовий	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
básica	базовий	básico	базовий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
básica	основний	básico	основний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
epíteto	епітет	epíteto	епітет	N;MASC;SG	N;INAN;NOM;MASC;SG
heart	серце	heart	серце	N	N;INAN;NOM;NEUT;SG
retirarse	зняти	retirar	зняти	V;SBJV;SG;3;IPFV;FIN	V;PFV;NFIN
temática	тему	temática	тема	N;FEM;SG	N;INAN;ACC;FEM;SG
temática	тема	temática	тема	N;FEM;SG	N;INAN;NOM;FEM;SG
republicana	республіканська	republicano	республікліканий	ADJ;FEM;SG	ADJ;NOM;FEM;SG
marcado	фірмова	marcado	фірмовий	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
puentes	мости	puente	міст	N;MASC;PL	N;INAN;NOM;MASC;PL
puentes	мостів	puente	місто	N;MASC;PL	N;INAN;GEN;MASC;PL
previo	попереднє	previo	попередній	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
previo	попередній	previo	попередній	ADJ;MASC;SG	ADJ;NOM;MASC;SG
previo	попередня	previo	попередній	ADJ;MASC;SG	ADJ;NOM;FEM;SG
volcán	вулкан	volcán	вулканий	N;MASC;SG	N;INAN;NOM;MASC;SG
beneficios	принади	beneficio	принад	N;MASC;PL	N;INAN;NOM;FEM;PL
beneficios	переваги	beneficio	перевага	N;MASC;PL	N;INAN;NOM;FEM;PL
beneficios	вигоди	beneficio	вигода	N;MASC;PL	N;INAN;NOM;FEM;PL
beneficios	прибутки	beneficio	прибуток	N;MASC;PL	N;INAN;NOM;MASC;PL
reproducción	розмноження	reproducción	розмноження	N;FEM;SG	N;INAN;NOM;NEUT;SG
reproducción	програвання	reproducción	програвання	N;FEM;SG	N;INAN;NOM;NEUT;SG
reproducción	відтворення	reproducción	відтворення	N;FEM;SG	N;INAN;NOM;NEUT;SG
reproducción	розмноження	reproducción	розмноження	N;FEM;SG	N;INAN;NOM;NEUT;SG
field	поля	field	поле	N	N;INAN;NOM;NEUT;PL
field	поле	field	поле	N	N;INAN;NOM;NEUT;SG
hockey	хокей	hockey	хокей	N;MASC;SG	N;INAN;NOM;MASC;SG
presentaciones	презентації	presentación	презентація	N;FEM;PL	N;INAN;NOM;FEM;PL
presentaciones	презентацій	presentación	презентація	N;FEM;PL	N;INAN;GEN;FEM;PL
tablas	столи	tabla	стіл	N;FEM;PL	N;INAN;NOM;MASC;PL
tablas	столики	tabla	столик	N;FEM;PL	N;INAN;NOM;MASC;PL
tablas	таблиці	tabla	таблиця	N;FEM;PL	N;INAN;NOM;FEM;PL
tablas	таблиць	tabla	таблиця	N;FEM;PL	N;INAN;GEN;FEM;PL
tablas	комітетів	tabla	комітет	N;FEM;PL	N;INAN;GEN;MASC;PL
representaciones	виступів	representación	виступ	N;FEM;PL	N;INAN;GEN;MASC;PL
ofensiva	наступ	ofensiva	наступ	N;FEM;SG	N;INAN;NOM;MASC;SG
ofensiva	операція	ofensiva	операція	N;FEM;SG	N;INAN;NOM;FEM;SG
rector	ректора	rector	ректор	N;MASC;SG	N;ANIM;ACC;MASC;SG
coches	автомобілі	coche	автомобіль	N;MASC;PL	N;INAN;NOM;MASC;PL
coches	тачки	coche	тачка	N;MASC;PL	N;INAN;NOM;FEM;PL
designación	зустріч	designación	зустріч	N;FEM;SG	N;INAN;NOM;FEM;SG
designación	позначення	designación	позначення	N;FEM;SG	N;INAN;NOM;NEUT;SG
incidente	інцидент	incidente	інцидент	N;SG	N;INAN;NOM;MASC;SG
alicia	алісія	alicia	алісія	N;FEM;SG	N;ANIM;NOM;FEM;SG
alicia	аліса	alicia	аліс	N;FEM;SG	N;ANIM;NOM;FEM;SG
abogados	прокурори	abogado	прокурор	N;MASC;PL	N;ANIM;NOM;MASC;PL
abogados	адвокати	abogado	адвокат	N;MASC;PL	N;ANIM;NOM;MASC;PL
abogados	адвокатів	abogado	адвокат	N;MASC;PL	N;ANIM;ACC;MASC;PL
abogados	юристи	abogado	юрист	N;MASC;PL	N;ANIM;NOM;MASC;PL
funcionarios	чиновники	funcionario	чиновник	N;MASC;PL	N;ANIM;NOM;MASC;PL
funcionarios	чиновників	funcionario	чиновник	N;MASC;PL	N;ANIM;ACC;MASC;PL
esperar	чекаю	esperar	чекати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
esperar	чекайте	esperar	чекати	V;NFIN	V;IPFV;IMP;PL;2;FIN
esperar	почекайте	esperar	почекати	V;NFIN	V;PFV;IMP;PL;2;FIN
esperar	чекати	esperar	чекати	V;NFIN	V;IPFV;NFIN
esperar	почекати	esperar	почекати	V;NFIN	V;PFV;NFIN
atlas	атлас	atlas	атлас	N;MASC;SG	N;INAN;NOM;MASC;SG
atlas	атлант	atlas	атлант	N;MASC;SG	N;INAN;NOM;MASC;SG
rumbo	курс	rumbo	курс	N;MASC;SG	N;INAN;NOM;MASC;SG
rumbo	майданчик	rumbo	майданчик	N;MASC;SG	N;INAN;NOM;MASC;SG
cruces	хрестики	cruce	хрестика	N;MASC;PL	N;INAN;NOM;MASC;PL
negras	чорні	negro	чорний	ADJ;FEM;PL	ADJ;NOM;PL
magazine	журнал	magazine	журнал	N;SG	N;INAN;NOM;MASC;SG
magazine	часопис	magazine	часопис	N;SG	N;INAN;NOM;MASC;SG
mira	дивитися	mirar	дивитися	V;IMP;SG;2;FIN	V;IPFV;NFIN
mira	подивитися	mirar	подивитися	V;IMP;SG;2;FIN	V;PFV;NFIN
mira	дивися	mirar	дитися	V;IMP;SG;2;FIN	V;IPFV;IMP;SG;2;FIN
mira	спостерігати	mirar	спостерігати	V;IMP;SG;2;FIN	V;IPFV;NFIN
mira	подивитися	mirar	подивитися	V;IMP;SG;2;FIN	V;PFV;NFIN
mira	дивися	mirar	дитися	V;IMP;SG;2;FIN	V;IPFV;IMP;SG;2;FIN
mira	дивись	mirar	дивися	V;IMP;SG;2;FIN	V;IPFV;IMP;SG;2;FIN
opciones	варіанти	opción	варіант	N;FEM;PL	N;INAN;NOM;MASC;PL
opciones	пункти	opción	пункт	N;FEM;PL	N;INAN;NOM;MASC;PL
opciones	опції	opción	опція	N;FEM;PL	N;INAN;NOM;FEM;PL
opciones	параметри	opción	параметр	N;FEM;PL	N;INAN;NOM;MASC;PL
alcaldes	мерів	alcalde	меріти	N;MASC;PL	N;ANIM;NOM;MASC;PL
fortuna	фортуна	fortuna	фортуна	N;FEM;SG	N;INAN;NOM;FEM;SG
fortuna	фортуна	fortuna	фортуна	N;FEM;SG	N;INAN;NOM;FEM;SG
localizada	розташований	localizado	розташований	ADJ;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
localizada	локалізоване	localizado	локалізований	ADJ;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
localizada	локалізований	localizado	локалізований	ADJ;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
legislación	законодавства	legislación	законодавство	N;FEM;SG	N;INAN;NOM;NEUT;SG
legislación	законодавство	legislación	законодавство	N;FEM;SG	N;INAN;NOM;NEUT;SG
legislación	закон	legislación	закон	N;FEM;SG	N;INAN;NOM;MASC;SG
legislación	право	legislación	право	N;FEM;SG	N;INAN;NOM;NEUT;SG
ramal	гілка	ramal	гілка	N;MASC;SG	N;INAN;NOM;FEM;SG
privadas	приватні	privado	приватний	ADJ;FEM;PL;V.PTCP	ADJ;NOM;PL
instrucción	інструкція	instrucción	інструкція	N;FEM;SG	N;INAN;NOM;FEM;SG
lanzar	стартувати	lanzar	стартувати	V;NFIN	V;PFV;NFIN
modalidad	режим	modalidad	режим	N;FEM;SG	N;INAN;NOM;MASC;SG
modalidad	лад	modalidad	лад	N;FEM;SG	N;INAN;NOM;MASC;SG
spider	павук	spider	павук	N	N;ANIM;NOM;MASC;SG
adecuado	відповідний	adecuado	відповідний	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
adecuado	відповідну	adecuado	відповідний	ADJ;MASC;SG;V.PTCP	ADJ;ACC;FEM;SG
adecuado	адекватна	adecuado	адекватний	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
plena	повна	pleno	повний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
plena	повний	pleno	повний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
plena	повне	pleno	повний	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
emitido	виданий	emitido	виданий	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
venezolana	венесуельський	venezolano	венесуельський	ADJ;FEM;SG	ADJ;NOM;MASC;SG
delegación	спрямування	delegación	спрямування	N;FEM;SG	N;INAN;NOM;NEUT;SG
delegación	делегація	delegación	делегація	N;FEM;SG	N;INAN;NOM;FEM;SG
sugiere	запропонувати	sugerir	запропонувати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
palencia	паленсія	palencia	паленсія	N;FEM;SG	N;INAN;NOM;FEM;SG
apoyar	підтримую	apoyar	підтримувати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
casada	одружена	casado	одружений	ADJ;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
casada	одружений	casado	одружений	ADJ;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
misa	меса	misa	меса	N;FEM;SG	N;INAN;NOM;FEM;SG
misa	маса	misa	маса	N;FEM;SG	N;INAN;NOM;FEM;SG
reconoce	впізнати	reconocer	впізнати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
causó	призвела	causar	призвести	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
causó	викликала	causar	викликати	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
marrón	коричневий	marrón	коричневий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
value	значення	valar	значення	N	N;INAN;NOM;NEUT;SG
value	вартість	valar	вартість	N	N;INAN;NOM;FEM;SG
magia	магія	magia	магія	N;FEM;SG	N;INAN;NOM;FEM;SG
núcleos	ядер	núcleo	ядер	N;MASC;PL	N;INAN;GEN;NEUT;PL
vender	продати	vender	продати	V;NFIN	V;PFV;NFIN
vender	продавати	vender	продавати	V;NFIN	V;IPFV;NFIN
simples	прості	simple	простий	ADJ;PL	ADJ;NOM;PL
part	частина	part	частина	N	N;INAN;NOM;FEM;SG
manejo	поводження	manejo	поводження	N;MASC;SG	N;INAN;NOM;NEUT;SG
manejo	обробка	manejo	обробка	N;MASC;SG	N;INAN;NOM;FEM;SG
campamento	кемпінг	campamento	кемпінг	N;MASC;SG	N;INAN;NOM;MASC;SG
campamento	табір	campamento	табір	N;MASC;SG	N;INAN;NOM;MASC;SG
campamento	кемпінг	campamento	кемпінг	N;MASC;SG	N;INAN;NOM;MASC;SG
dorado	золотий	dorado	золотий	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
dorado	золоте	dorado	золотий	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
celular	мобільна	celular	мобільний	ADJ;SG	ADJ;NOM;FEM;SG
celular	мобільний	celular	мобільний	ADJ;SG	ADJ;NOM;MASC;SG
celular	мобільного	celular	мобільний	ADJ;SG	ADJ;GEN;MASC;SG
diarios	щоденники	diario	щоденник	N;MASC;PL	N;INAN;NOM;MASC;PL
diarios	газетах	diario	газета	N;MASC;PL	N;INAN;ESS;FEM;PL
diarios	газети	diario	газета	N;MASC;PL	N;INAN;NOM;FEM;PL
diarios	журнали	diario	журнал	N;MASC;PL	N;INAN;NOM;MASC;PL
pisos	апартаменти	piso	апартамент	N;MASC;PL	N;INAN;NOM;MASC;PL
pisos	поверхи	piso	поверх	N;MASC;PL	N;INAN;NOM;MASC;PL
pisos	поверхів	piso	поверх	N;MASC;PL	N;INAN;GEN;MASC;PL
directiva	директива	directiva	директива	N;FEM;SG	N;INAN;NOM;FEM;SG
armenia	вірменська	armenia	вірменський	ADJ;FEM;SG	ADJ;NOM;FEM;SG
mina	міна	mina	міна	N;FEM;SG	N;INAN;NOM;FEM;SG
mina	копальня	mina	копальня	N;FEM;SG	N;INAN;NOM;FEM;SG
mina	міна	mina	міна	N;FEM;SG	N;INAN;NOM;FEM;SG
amateur	аматор	amateur	аматор	N;FEM;SG	N;ANIM;NOM;MASC;SG
gracia	милість	gracia	милість	N;FEM;SG	N;INAN;NOM;FEM;SG
viuda	вдова	viuda	вдова	N;FEM;SG	N;ANIM;NOM;FEM;SG
acta	акт	acta	акт	N;FEM;SG	N;INAN;NOM;MASC;SG
evidente	очевидне	evidente	очевидний	ADJ;SG	ADJ;NOM;NEUT;SG
evidente	очевидна	evidente	очевидний	ADJ;SG	ADJ;NOM;FEM;SG
rescate	викуп	rescate	викуп	N;MASC;SG	N;INAN;NOM;MASC;SG
rescate	рятівник	rescate	рятівник	N;MASC;SG	N;ANIM;NOM;MASC;SG
rescate	порятунок	rescate	порятунок	N;MASC;SG	N;INAN;NOM;MASC;SG
aceptar	прийняти	aceptar	прийняти	V;NFIN	V;PFV;NFIN
aceptar	прийміть	aceptar	прийміти	V;NFIN	V;PFV;IMP;PL;2;FIN
aceptar	приймаємо	aceptar	приймати	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
aceptar	погодитися	aceptar	погодитися	V;NFIN	V;PFV;NFIN
aceptar	приймаю	aceptar	приймати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
relieve	підсвічування	relieve	підсвічування	N;MASC;SG	N;INAN;NOM;NEUT;SG
relieve	рельєф	relieve	рельєф	N;MASC;SG	N;INAN;NOM;MASC;SG
relieve	полегшенням	relieve	полегшення	N;MASC;SG	N;INAN;INS;NEUT;SG
organizar	організувати	organizar	організувати	V;NFIN	V;PFV;NFIN
organizar	впорядкувати	organizar	впорядкувати	V;NFIN	V;PFV;NFIN
organizar	організувати	organizar	організувати	V;NFIN	V;PFV;NFIN
infante	немовля	infante	немовля	N;MASC;SG	N;ANIM;NOM;NEUT;SG
fundamentalmente	принципово	fundamentalmente	принципово	ADV	ADV
fundamentalmente	принципово	fundamentalmente	принципово	ADV	ADV
reducido	зведена	reducido	зведений	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
paula	паула	paula	паути	N;FEM;SG	N;ANIM;NOM;FEM;SG
sobrino	племінник	sobrino	племінник	N;MASC;SG	N;ANIM;NOM;MASC;SG
come	їсти	come	їсти	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
come	їсть	come	їсти	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
perros	псів	perro	пес	N;MASC;PL	N;ANIM;ACC;MASC;PL
perros	собак	perro	собака	N;MASC;PL	N;ANIM;ACC;MASC;PL
perros	собаки	perro	собака	N;MASC;PL	N;ANIM;NOM;MASC;PL
perros	пси	perro	пес	N;MASC;PL	N;ANIM;NOM;MASC;PL
cliente	замовник	cliente	замовник	N;SG	N;ANIM;NOM;MASC;SG
cliente	клієнт	cliente	клієнт	N;SG	N;ANIM;NOM;MASC;SG
cliente	клієнта	cliente	клієнт	N;SG	N;ANIM;ACC;MASC;SG
cliente	клієнт	cliente	клієнт	N;SG	N;ANIM;NOM;MASC;SG
profundo	глибока	profundo	глибока	ADJ;MASC;SG	ADJ;NOM;FEM;SG
profundo	глибокий	profundo	глибокий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
modificaciones	зміни	modificación	зміна	N;FEM;PL	N;INAN;NOM;FEM;PL
modificaciones	поправки	modificación	поправка	N;FEM;PL	N;INAN;NOM;FEM;PL
modificaciones	зміни	modificación	зміна	N;FEM;PL	N;INAN;NOM;FEM;PL
inmigración	імміграція	inmigración	імміграція	N;FEM;SG	N;INAN;NOM;FEM;SG
channel	канал	channel	канал	N;SG	N;INAN;NOM;MASC;SG
channel	каналом	channel	канал	N;SG	N;INAN;INS;MASC;SG
channel	каналу	channel	канал	N;SG	N;INAN;GEN;MASC;SG
mariscal	маршал	mariscal	маршал	N;MASC;SG	N;ANIM;NOM;MASC;SG
mariscal	маршал	mariscal	маршал	N;MASC;SG	N;ANIM;NOM;MASC;SG
mariscal	захисником	mariscal	захисник	N;MASC;SG	N;ANIM;INS;MASC;SG
naranja	апельсин	naranja	апельсина	N;FEM;SG	N;INAN;NOM;MASC;SG
autobuses	шини	autobús	шина	N;MASC;PL	N;INAN;NOM;FEM;PL
autobuses	автобуси	autobús	автобус	N;MASC;PL	N;INAN;NOM;MASC;PL
embalse	гребля	embalse	гребль	N;MASC;SG	N;INAN;NOM;FEM;SG
embalse	водосховище	embalse	водосховище	N;MASC;SG	N;INAN;NOM;NEUT;SG
americanos	американців	americano	американець	N;MASC;PL	N;ANIM;ACC;MASC;PL
americanos	американці	americano	американець	N;MASC;PL	N;ANIM;NOM;MASC;PL
rayos	промені	rayo	промений	N;MASC;PL	N;INAN;NOM;MASC;PL
aficionados	аматори	aficionado	аматор	N;MASC;PL	N;ANIM;NOM;MASC;PL
aficionados	аматорів	aficionado	аматор	N;MASC;PL	N;ANIM;ACC;MASC;PL
aficionados	фани	aficionado	фана	N;MASC;PL	N;ANIM;NOM;MASC;PL
aficionados	шанувальники	aficionado	шанувальник	N;MASC;PL	N;ANIM;NOM;MASC;PL
aficionados	вболівальники	aficionado	вболівальник	N;MASC;PL	N;ANIM;NOM;MASC;PL
aficionados	фанати	aficionado	фанат	N;MASC;PL	N;ANIM;NOM;MASC;PL
multitud	натовп	multitud	натовп	N;FEM;SG	N;INAN;NOM;MASC;SG
heredero	заразом	heredero	заразом	N;MASC;SG	N;INAN;INS;MASC;SG
heredero	спадкоємець	heredero	спадкоємець	N;MASC;SG	N;ANIM;NOM;MASC;SG
heredero	нащадок	heredero	нащадок	N;MASC;SG	N;ANIM;NOM;MASC;SG
generar	створюю	generar	створювати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
generar	створюється	generar	створюватися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
generar	створити	generar	створити	V;NFIN	V;PFV;NFIN
orilla	берега	orilla	берег	N;FEM;SG	N;INAN;GEN;MASC;SG
orilla	берег	orilla	берег	N;FEM;SG	N;INAN;NOM;MASC;SG
cátedra	лекція	cátedra	лекція	N;FEM;SG	N;INAN;NOM;FEM;SG
cátedra	крісло	cátedra	крісло	N;FEM;SG	N;INAN;NOM;NEUT;SG
cátedra	стілець	cátedra	стілець	N;FEM;SG	N;INAN;NOM;MASC;SG
licenciado	випускниця	licenciado	випускниця	N;MASC;SG	N;ANIM;NOM;FEM;SG
licenciado	випускник	licenciado	випускник	N;MASC;SG	N;ANIM;NOM;MASC;SG
page	сторінку	pager	сторінка	N	N;INAN;ACC;FEM;SG
page	сторінка	pager	сторінка	N	N;INAN;NOM;FEM;SG
page	сторінки	pager	сторінка	N	N;INAN;NOM;FEM;PL
violín	скрипка	violín	скрипка	N;MASC;SG	N;ANIM;NOM;FEM;SG
