commerciaux	comerciales	commercial	comercial	ADJ;MASC;PL	ADJ;PL
casino	casino	casino	casino	N;MASC;SG	N;MASC;SG
musulman	islámico	musulman	islámico	ADJ;MASC;SG	ADJ;MASC;SG
musulman	islámica	musulman	islámico	ADJ;MASC;SG	ADJ;FEM;SG
musulman	musulmana	musulman	musulmán	ADJ;MASC;SG	ADJ;FEM;SG
musulman	musulmana	musulman	musulmán	ADJ;MASC;SG	ADJ;FEM;SG
amené	trajo	amener	traer	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
amené	traido	amener	trair	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
observé	observó	observer	observar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
serre	invernadero	serre	invernadero	N;FEM;SG	N;MASC;SG
architectural	arquitectónico	architectural	arquitectónico	ADJ;MASC;SG	ADJ;MASC;SG
architectural	arquitectónica	architectural	arquitectónico	ADJ;MASC;SG	ADJ;FEM;SG
complot	trama	complot	trama	N;MASC;SG	N;FEM;SG
complot	argumento	complot	argumento	N;MASC;SG	N;MASC;SG
complot	complot	complot	complot	N;MASC;SG	N;MASC;SG
complot	parcela	complot	parcela	N;MASC;SG	N;FEM;SG
complot	conspiración	complot	conspiración	N;MASC;SG	N;FEM;SG
appris	aprendí	apprendre	aprender	V;MASC;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
appris	aprendió	apprendre	aprender	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
appris	enseñó	apprendre	enseñar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
sara	sara	saro	sara	N;FEM;SG	N;FEM;SG
remarqué	observó	remarquer	observar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
remarqué	señalado	remarquer	señalar	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
remarqué	notó	remarquer	notar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
faces	caras	face	cara	N;FEM;PL	N;FEM;PL
faces	rostros	face	rostro	N;FEM;PL	N;MASC;PL
mammifères	mamíferos	mammifère	mamífero	N;MASC;PL	N;MASC;PL
funéraire	funerario	funéraire	funerario	ADJ;MASC;SG	ADJ;MASC;SG
bain	bath	bain	bath	N;MASC;SG	N;MASC;SG
bain	bañera	bain	bañera	N;MASC;SG	N;FEM;SG
bain	baño	bain	baño	N;MASC;SG	N;MASC;SG
rêves	dream	rêve	dream	N;MASC;PL	N
rêves	dreams	rêve	dreams	N;MASC;PL	N
rêves	sueños	rêve	sueño	N;MASC;PL	N;MASC;PL
chômage	paro	chômage	paro	N;MASC;SG	N;MASC;SG
chômage	desempleo	chômage	desempleo	N;MASC;SG	N;MASC;SG
signaler	reportar	signaler	reportar	V;NFIN	V;NFIN
signaler	denunciar	signaler	denunciar	V;NFIN	V;NFIN
signaler	denunciar	signaler	denunciar	V;NFIN	V;NFIN
signaler	reportar	signaler	reportar	V;NFIN	V;NFIN
écrivit	escribió	écrire	escribir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
temples	templos	temple	templo	N;MASC;PL	N;MASC;PL
antilles	caribeños	antille	caribeño	N;FEM;PL	N;MASC;PL
antilles	antillas	antille	antillo	N;FEM;PL	N;FEM;PL
survivants	sobrevivientes	survivant	sobreviviente	N;MASC;PL	N;PL
survivants	supervivientes	survivant	superviviente	N;MASC;PL	N;PL
étroite	angosto	étroit	angosto	ADJ;FEM;SG	ADJ;MASC;SG
étroite	estrecha	étroit	estrecho	ADJ;FEM;SG	ADJ;FEM;SG
étroite	estrecho	étroit	estrecho	ADJ;FEM;SG	ADJ;MASC;SG
métallique	metálico	métallique	metálico	ADJ;MASC;SG	ADJ;MASC;SG
métallique	metálico	métallique	metálico	ADJ;MASC;SG	ADJ;MASC;SG
métallique	metálica	métallique	metálico	ADJ;MASC;SG	ADJ;FEM;SG
xbox	xbox	xbox	xbox	N;MASC;SG	N
occidentaux	occidentales	occidental	occidental	ADJ;MASC;PL	ADJ;PL
géographiques	geográficos	géographique	geográfico	ADJ;MASC;PL	ADJ;MASC;PL
géographiques	geográficas	géographique	geográfico	ADJ;MASC;PL	ADJ;FEM;PL
renseignement	inteligencia	renseignement	inteligencia	N;MASC;SG	N;FEM;SG
contacts	contactos	contact	contacto	N;MASC;PL	N;MASC;PL
poudre	pólvora	poudre	pólvora	N;FEM;SG	N;FEM;SG
poudre	polvo	poudre	polvo	N;FEM;SG	N;MASC;SG
avertissement	aviso	avertissement	aviso	N;MASC;SG	N;MASC;SG
avertissement	advertencia	avertissement	advertencia	N;MASC;SG	N;FEM;SG
avertissement	exención	avertissement	exención	N;MASC;SG	N;FEM;SG
avertissement	renuncia	avertissement	renuncia	N;MASC;SG	N;FEM;SG
continental	continental	continental	continental	ADJ;MASC;SG	ADJ;SG
occupant	ocupando	occuper	ocupar	V;PRS;V.PTCP	V;V.MSDR
prolongement	prolongación	prolongement	prolongación	N;MASC;SG	N;FEM;SG
prolongement	ampliación	prolongement	ampliación	N;MASC;SG	N;FEM;SG
prolongement	extensión	prolongement	extensión	N;MASC;SG	N;FEM;SG
prolongement	prórroga	prolongement	prórroga	N;MASC;SG	N;FEM;SG
théologien	teólogo	théologien	teólogo	N;MASC;SG	N;MASC;SG
lever	levantando	lever	levantar	V;NFIN	V;V.MSDR
algorithme	algoritmo	algorithme	algoritmo	N;MASC;SG	N;MASC;SG
buste	busto	buste	busto	N;MASC;SG	N;MASC;SG
humide	húmedo	humide	húmedo	ADJ;MASC;SG	ADJ;MASC;SG
humide	húmeda	humide	húmedo	ADJ;MASC;SG	ADJ;FEM;SG
humide	húmedo	humide	húmedo	ADJ;MASC;SG	ADJ;MASC;SG
humide	húmeda	humide	húmedo	ADJ;MASC;SG	ADJ;FEM;SG
humide	húmedo	humide	húmedo	ADJ;MASC;SG	ADJ;MASC;SG
humide	mojado	humide	mojado	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
humide	mojada	humide	mojado	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
humide	húmeda	humide	húmedo	ADJ;MASC;SG	ADJ;FEM;SG
contrats	contratos	contrat	contrato	N;MASC;PL	N;MASC;PL
censure	censura	censure	censura	N;FEM;SG	N;FEM;SG
censure	censura	censure	censura	N;FEM;SG	N;FEM;SG
censure	censura	censure	censura	N;FEM;SG	N;FEM;SG
chapelles	capillas	chapelle	capilla	N;FEM;PL	N;FEM;PL
parade	parade	parade	parade	N;FEM;SG	N;SG
parade	desfile	parade	desfile	N;FEM;SG	N;MASC;SG
indicatif	indicativa	indicatif	indicativa	ADJ;MASC;SG	ADJ;FEM;SG
indicatif	indicativo	indicatif	indicativo	ADJ;MASC;SG	ADJ;MASC;SG
ménage	limpieza	ménage	limpieza	N;MASC;SG	N;FEM;SG
ménage	hogar	ménage	hogar	N;MASC;SG	N;MASC;SG
ménage	limpieza	ménage	limpieza	N;MASC;SG	N;FEM;SG
marathon	maratón	marathon	maratón	N;MASC;SG	N;FEM;SG
solitaire	solitaria	solitaire	solitario	ADJ;MASC;SG	ADJ;FEM;SG
solitaire	solitario	solitaire	solitario	ADJ;MASC;SG	ADJ;MASC;SG
solitaire	solitaria	solitaire	solitario	ADJ;MASC;SG	ADJ;FEM;SG
solitaire	solitario	solitaire	solitario	ADJ;MASC;SG	ADJ;MASC;SG
algérienne	argelina	algérien	argelino	ADJ;FEM;SG	ADJ;FEM;SG
lazare	lázaro	lazare	lázaro	N;MASC;SG	N;MASC;SG
justifier	justificar	justifier	justificar	V;NFIN	V;NFIN
justifier	justificar	justifier	justificar	V;NFIN	V;NFIN
baies	bahías	baie	bahía	N;FEM;PL	N;FEM;PL
baies	bayas	baie	baya	N;FEM;PL	N;FEM;PL
baies	moras	baie	mora	N;FEM;PL	N;FEM;PL
baies	bayas	baie	baya	N;FEM;PL	N;FEM;PL
peste	peste	peste	peste	N;FEM;SG	N;FEM;SG
peste	plaga	peste	plaga	N;FEM;SG	N;FEM;SG
peste	peste	peste	peste	N;FEM;SG	N;FEM;SG
peste	plaga	peste	plaga	N;FEM;SG	N;FEM;SG
peste	peste	peste	peste	N;FEM;SG	N;FEM;SG
peste	pestilencia	peste	pestilencia	N;FEM;SG	N;FEM;SG
instructions	instrucciones	instruction	instrucción	N;FEM;PL	N;FEM;PL
controverse	polémica	controverse	polémica	N;FEM;SG	N;FEM;SG
controverse	polémica	controverse	polémica	N;FEM;SG	N;FEM;SG
controverse	controversia	controverse	controversia	N;FEM;SG	N;FEM;SG
musulmane	musulmana	musulman	musulmán	ADJ;FEM;SG	ADJ;FEM;SG
angles	esquinas	angle	esquina	N;MASC;PL	N;FEM;PL
angles	rincones	angle	rincón	N;MASC;PL	N;MASC;PL
angles	ángulos	angle	ángulo	N;MASC;PL	N;MASC;PL
autorise	autoriza	autoriser	autorizar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
soudan	sudán	soudan	sudán	N;MASC;SG	N;MASC;SG
regarder	mirar	regarder	mirar	V;NFIN	V;NFIN
regarder	mira	regarder	mirar	V;NFIN	V;IMP;SG;2;FIN
regarder	mirando	regarder	mirar	V;NFIN	V;V.MSDR
regarder	viendo	regarder	ver	V;NFIN	V;V.MSDR
regarder	observando	regarder	observar	V;NFIN	V;V.MSDR
lama	lama	lama	lama	N;MASC;SG	N;MASC;SG
purement	puramente	purement	puramente	ADV	ADV
divorce	divorcio	divorce	divorcio	N;MASC;SG	N;MASC;SG
paiement	pago	paiement	pago	N;MASC;SG	N;MASC;SG
imposant	imponiendo	imposer	imponer	V;PRS;V.PTCP	V;V.MSDR
systématique	sistemático	systématique	sistemático	ADJ;MASC;SG	ADJ;MASC;SG
systématique	sistemática	systématique	sistemático	ADJ;MASC;SG	ADJ;FEM;SG
prochain	próximo	prochain	próximo	ADJ;MASC;SG	ADJ;MASC;SG
prochain	siguiente	prochain	siguiente	ADJ;MASC;SG	ADJ;SG
prochain	próxima	prochain	próximo	ADJ;MASC;SG	ADJ;FEM;SG
survie	supervivencia	survie	supervivencia	N;FEM;SG	N;FEM;SG
survie	sobrevivencia	survie	sobrevivencia	N;FEM;SG	N;FEM;SG
collégiale	colegiado	collégial	colegiado	ADJ;FEM;SG	ADJ;MASC;SG;V.PTCP
collégiale	colegial	collégial	colegial	ADJ;FEM;SG	ADJ;SG
collégiale	colegiado	collégial	colegiado	ADJ;FEM;SG	ADJ;MASC;SG;V.PTCP
hydrogène	hidrógeno	hydrogène	hidrógeno	N;MASC;SG	N;MASC;SG
provoquer	provocar	provoquer	provocar	V;NFIN	V;NFIN
provoquer	provocar	provoquer	provocar	V;NFIN	V;NFIN
provoquer	provocando	provoquer	provocar	V;NFIN	V;V.MSDR
métaux	metales	métal	metal	N;MASC;PL	N;MASC;PL
métaux	metales	métal	metal	N;MASC;PL	N;MASC;PL
parrain	padrino	parrain	padrino	N;MASC;SG	N;MASC;SG
parrain	patrocinio	parrain	patrocinio	N;MASC;SG	N;MASC;SG
parrain	patrocinador	parrain	patrocinador	N;MASC;SG	N;MASC;SG
parent	pariente	parent	pariente	N;MASC;SG	N;SG
parent	progenitor	parent	progenitor	N;MASC;SG	N;MASC;SG
révélation	revelación	révélation	revelación	N;FEM;SG	N;FEM;SG
révélation	apocalipsis	révélation	apocalipsis	N;FEM;SG	N;MASC
avoue	confiesa	avouer	confesar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
avoue	confesar	avouer	confesar	V;IND;SG;3;PRS;FIN	V;NFIN
avoue	confiesa	avouer	confesar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
fabrice	fabrice	fabrice	fabrizar	N;MASC;SG	N;MASC;SG
gravité	seriedad	gravité	seriedad	N;FEM;SG	N;FEM;SG
gravité	gravedad	gravité	gravedad	N;FEM;SG	N;FEM;SG
gravité	severidad	gravité	severidad	N;FEM;SG	N;FEM;SG
gravité	gravedad	gravité	gravedad	N;FEM;SG	N;FEM;SG
groupement	agrupamiento	groupement	agrupamiento	N;MASC;SG	N;MASC;SG
groupement	agrupación	groupement	agrupación	N;MASC;SG	N;FEM;SG
belfort	belfort	belfort	belfort	N;MASC;SG	N;MASC;SG
pente	ladera	pente	ladera	N;FEM;SG	N;FEM;SG
pente	gradiente	pente	gradiente	N;FEM;SG	N;MASC;SG
adhésion	adherencia	adhésion	adherencia	N;FEM;SG	N;FEM;SG
adhésion	adhesión	adhésion	adhesión	N;FEM;SG	N;FEM;SG
adhésion	membresía	adhésion	membresía	N;FEM;SG	N;FEM;SG
adhésion	pertenencia	adhésion	pertenencia	N;FEM;SG	N;FEM;SG
adhésion	afiliación	adhésion	afiliación	N;FEM;SG	N;FEM;SG
adhésion	adhesión	adhésion	adhesión	N;FEM;SG	N;FEM;SG
remparts	murallas	rempart	muralla	N;MASC;PL	N;FEM;PL
drôme	drôme	drôme	drôme	N;FEM;SG	N;FEM;SG
nazi	nazi	nazi	nazi	N;MASC;SG	N;MASC;SG
narrateur	narrador	narrateur	narrador	N;MASC;SG	N;MASC;SG
inscrire	inscribirse	inscrire	inscribirse	V;NFIN	V;SBJV;SG;3;FIN
complément	complemento	complément	complemento	N;MASC;SG	N;MASC;SG
complément	complemento	complément	complemento	N;MASC;SG	N;MASC;SG
complément	suplemento	complément	suplemento	N;MASC;SG	N;MASC;SG
futurs	futuros	futur	futuro	ADJ;MASC;PL	ADJ;MASC;PL
traverser	cruzando	traverser	cruzar	V;NFIN	V;V.MSDR
traverser	cruzar	traverser	cruzar	V;NFIN	V;NFIN
traverser	atravesar	traverser	atravesar	V;NFIN	V;NFIN
dons	donaciones	don	donación	N;MASC;PL	N;FEM;PL
dons	donaciones	don	donación	N;MASC;PL	N;FEM;PL
dons	donativos	don	donativo	N;MASC;PL	N;MASC;PL
ignore	ignora	ignorer	ignorar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ignore	ignorar	ignorer	ignorar	V;IND;SG;3;PRS;FIN	V;NFIN
ignore	ignora	ignorer	ignorar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
patrie	patria	patrie	patria	N;FEM;SG	N;FEM;SG
patrie	patria	patrie	patria	N;FEM;SG	N;FEM;SG
patrie	patria	patrie	patria	N;FEM;SG	N;FEM;SG
sèche	seca	sec	seco	ADJ;FEM;SG	ADJ;FEM;SG
sèche	seco	sec	seco	ADJ;FEM;SG	ADJ;MASC;SG
oxygène	oxigeno	oxygène	oxigeno	N;MASC;SG	N;MASC;SG
oxygène	oxígeno	oxygène	oxígeno	N;MASC;SG	N;MASC;SG
ampleur	magnitud	ampleur	magnitud	N;FEM;SG	N;FEM;SG
molécules	moléculas	molécule	molécula	N;FEM;PL	N;FEM;PL
céramique	cerámica	céramique	cerámica	N;FEM;SG	N;FEM;SG
céramique	cerámica	céramique	cerámica	N;FEM;SG	N;FEM;SG
céramique	cerámica	céramique	cerámica	N;FEM;SG	N;FEM;SG
uss	uss	uss	us	N;MASC;SG	N;MASC;SG
judaïsme	judaísmo	judaïsme	judaísmo	N;MASC;SG	N;MASC;SG
pauvreté	pobreza	pauvreté	pobreza	N;FEM;SG	N;FEM;SG
sévère	severa	sévère	severo	ADJ;MASC;SG	ADJ;FEM;SG
sévère	severo	sévère	severo	ADJ;MASC;SG	ADJ;MASC;SG
sévère	grave	sévère	grave	ADJ;MASC;SG	ADJ;SG
sévère	áspero	sévère	áspero	ADJ;MASC;SG	ADJ;MASC;SG
sévère	severo	sévère	severo	ADJ;MASC;SG	ADJ;MASC;SG
sévère	severa	sévère	severo	ADJ;MASC;SG	ADJ;FEM;SG
souligne	subraya	souligner	subrayar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
souligne	destaca	souligner	destacar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
souligne	subrayar	souligner	subrayar	V;IND;SG;3;PRS;FIN	V;NFIN
souligne	enfatiza	souligner	enfatizar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
exemplaire	copiado	exemplaire	copiado	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
wings	alas	wing	ala	N;MASC;PL	N;FEM;PL
wings	wings	wing	wings	N;MASC;PL	N
wings	alitas	wing	alita	N;MASC;PL	N;FEM;PL
enregistrer	grabar	enregistrer	grabar	V;NFIN	V;NFIN
enregistrer	ahorrar	enregistrer	ahorrar	V;NFIN	V;NFIN
enregistrer	guardar	enregistrer	guardar	V;NFIN	V;NFIN
enregistrer	salvar	enregistrer	salvar	V;NFIN	V;NFIN
enregistrer	ahorra	enregistrer	ahorra	V;NFIN	V;IND;SG;3;PRS;FIN
enregistrer	inscribirse	enregistrer	inscribirse	V;NFIN	V;SBJV;SG;3;FIN
enregistrer	registrarse	enregistrer	registrar	V;NFIN	V;SBJV;SG;3;IPFV;FIN
monstre	freak	monstre	freak	N;MASC;SG	N;MASC;SG
monstre	friki	monstre	friki	N;MASC;SG	N;MASC;SG
monstre	fenómeno	monstre	fenómeno	N;MASC;SG	N;MASC;SG
monstre	monster	monstre	monster	N;MASC;SG	N
monstre	monstruo	monstre	monstruo	N;MASC;SG	N;MASC;SG
acides	ácidos	acide	ácido	N;MASC;PL	N;MASC;PL
acides	ácidos	acide	ácido	N;MASC;PL	N;MASC;PL
séparés	separar	séparer	separar	V;MASC;PL;PST;V.PTCP	V;NFIN
morales	morales	moral	moral	ADJ;FEM;PL	ADJ;PL
roubaix	roubaix	roubail	roubaix	N;MASC;SG	N;FEM;SG
commerces	tiendas	commerce	tienda	N;MASC;PL	N;FEM;PL
commerces	comercios	commerce	comercio	N;MASC;PL	N;MASC;PL
brève	breve	bref	breve	ADJ;FEM;SG	ADJ;SG
anthologie	antología	anthologie	antología	N;FEM;SG	N;FEM;SG
positive	positivo	positif	positivo	ADJ;FEM;SG	ADJ;MASC;SG
positive	positiva	positif	positivo	ADJ;FEM;SG	ADJ;FEM;SG
substance	sustancia	substance	sustancia	N;FEM;SG	N;FEM;SG
substance	substancia	substance	substancia	N;FEM;SG	N;FEM;SG
geste	gesto	geste	gesto	N;MASC;SG	N;MASC;SG
numériques	numéricos	numérique	numérico	ADJ;MASC;PL	ADJ;MASC;PL
numériques	digitales	numérique	digital	ADJ;MASC;PL	ADJ;PL
matrice	matriz	matrice	matriz	N;FEM;SG	N;FEM;SG
nfl	nfl	nfl	nfl	N;MASC;SG	N;MASC;SG
sardaigne	cerdeña	sardaigner	cerdeño	N;FEM;SG	N;FEM;SG
escrime	esgrima	escrime	esgrimo	N;FEM;SG	N;FEM;SG
perception	percepción	perception	percepción	N;FEM;SG	N;FEM;SG
perception	percepción	perception	percepción	N;FEM;SG	N;FEM;SG
charleroi	charleroi	charleroi	charleroi	N;MASC;SG	N;MASC;SG
axes	ejes	axe	eje	N;MASC;PL	N;MASC;PL
axes	hachas	axe	hacha	N;MASC;PL	N;FEM;PL
axes	ejes	axe	eje	N;MASC;PL	N;MASC;PL
significations	significados	signification	significado	N;FEM;PL	N;MASC;PL
descendance	progenie	descendance	progenie	N;FEM;SG	N;FEM;SG
descendance	descendencia	descendance	descendencia	N;FEM;SG	N;FEM;SG
descendance	descendencia	descendance	descendencia	N;FEM;SG	N;FEM;SG
descendance	descendencia	descendance	descendencia	N;FEM;SG	N;FEM;SG
électroniques	electrónicos	électronique	electrónico	ADJ;MASC;PL	ADJ;MASC;PL
électroniques	electrónicas	électronique	electrónico	ADJ;MASC;PL	ADJ;FEM;PL
appartenance	afiliación	appartenance	afiliación	N;FEM;SG	N;FEM;SG
appartenance	filiación	appartenance	filiación	N;FEM;SG	N;FEM;SG
appartenance	pertenencia	appartenance	pertenencia	N;FEM;SG	N;FEM;SG
commonwealth	mancomunidad	commonwealth	mancomunidad	N;MASC;SG	N;FEM;SG
arménien	armenia	arménien	armenia	ADJ;MASC;SG	ADJ;FEM;SG
domestique	doméstica	domestique	doméstico	ADJ;MASC;SG	ADJ;FEM;SG
domestique	doméstico	domestique	doméstico	ADJ;MASC;SG	ADJ;MASC;SG
plongée	bucear	plonger	bucear	V;FEM;SG;PST;V.PTCP	V;NFIN
plongée	bucear	plonger	bucear	V;FEM;SG;PST;V.PTCP	V;NFIN
composants	componentes	composant	componente	N;MASC;PL	N;MASC;PL
composants	ingredientes	composant	ingrediente	N;MASC;PL	N;MASC;PL
rival	rival	rival	rival	N;MASC;SG	N;SG
patriarche	patriarca	patriarche	patriarca	N;MASC;SG	N;MASC;SG
dominant	dominando	dominer	dominar	V;PRS;V.PTCP	V;V.MSDR
carburant	combustible	carburant	combustible	N;MASC;SG	N;MASC;SG
carburant	carburante	carburant	carburante	N;MASC;SG	N;MASC;SG
téléchargement	descarga	téléchargement	descarga	N;MASC;SG	N;FEM;SG
voler	vuela	voler	volar	V;NFIN	V;IND;SG;3;PRS;FIN
voler	vuele	voler	voler	V;NFIN	V;IMP;SG;3;FIN
voler	volar	voler	volar	V;NFIN	V;NFIN
voler	volando	voler	volar	V;NFIN	V;V.MSDR
voler	volar	voler	volar	V;NFIN	V;NFIN
voler	robar	voler	robar	V;NFIN	V;NFIN
voler	robe	voler	robar	V;NFIN	V;IMP;SG;3;FIN
voler	roban	voler	robar	V;NFIN	V;IND;PL;3;PRS;FIN
voler	roba	voler	robar	V;NFIN	V;IND;SG;3;PRS;FIN
sigle	acrónimo	sigle	acrónimo	N;MASC;SG	N;MASC;SG
sigle	sigla	sigle	sigla	N;MASC;SG	N;FEM;SG
kilomètre	kilómetro	kilomètre	kilómetro	N;MASC;SG	N;MASC;SG
kilomètre	kilómetro	kilomètre	kilómetro	N;MASC;SG	N;MASC;SG
successives	sucesivas	successif	sucesivo	ADJ;FEM;PL	ADJ;FEM;PL
successives	sucesivos	successif	sucesivo	ADJ;FEM;PL	ADJ;MASC;PL
honneurs	distinciones	honneur	distinción	N;MASC;PL	N;FEM;PL
honneurs	honores	honneur	honor	N;MASC;PL	N;MASC;PL
honneurs	honores	honneur	honor	N;MASC;PL	N;MASC;PL
jet	chorro	jet	chorro	N;MASC;SG	N;MASC;SG
jet	jet	jet	jet	N;MASC;SG	N;MASC;SG
riz	arroz	riz	arroz	N;MASC;SG	N;MASC;SG
riz	riz	riz	riz	N;MASC;SG	N;SG
constance	constancia	constance	constancia	N;FEM;SG	N;FEM;SG
constance	constance	constance	constance	N;FEM;SG	N;FEM;SG
constance	constanza	constance	constanza	N;FEM;SG	N;FEM;SG
ème	ème	ème	pme		
affichage	pantalla	affichage	pantalla	N;MASC;SG	N;FEM;SG
affichage	display	affichage	display	N;MASC;SG	N
affichage	visualización	affichage	visualización	N;MASC;SG	N;FEM;SG
guatemala	guatemala	guatemala	guatemala	N;MASC;SG	N;FEM;SG
extraordinaire	extraordinaria	extraordinaire	extraordinario	ADJ;MASC;SG	ADJ;FEM;SG
extraordinaire	extraordinario	extraordinaire	extraordinario	ADJ;MASC;SG	ADJ;MASC;SG
extraordinaire	asombroso	extraordinaire	asombroso	ADJ;MASC;SG	ADJ;MASC;SG
extraordinaire	sorprendente	extraordinaire	sorprendente	ADJ;MASC;SG	ADJ;SG
extraordinaire	increíble	extraordinaire	increíble	ADJ;MASC;SG	ADJ;SG
extraordinaire	increible	extraordinaire	increible	ADJ;MASC;SG	ADJ;SG
urbains	urbanas	urbain	urbano	ADJ;MASC;PL	ADJ;FEM;PL
urbains	urbanos	urbain	urbano	ADJ;MASC;PL	ADJ;MASC;PL
postérité	posteridad	postérité	posteridad	N;FEM;SG	N;FEM;SG
trajet	ruta	trajet	ruta	N;MASC;SG	N;FEM;SG
doyen	decano	doyen	decano	N;MASC;SG	N;MASC;SG
extérieurs	exteriores	extérieur	exterior	ADJ;MASC;PL	ADJ;PL
extérieurs	externos	extérieur	externo	ADJ;MASC;PL	ADJ;MASC;PL
extérieurs	exteriores	extérieur	exterior	ADJ;MASC;PL	ADJ;PL
bridge	bridge	bridge	bridge	N;MASC;SG	N;MASC;SG
bridge	puente	bridge	puente	N;MASC;SG	N;MASC;SG
créatures	criaturas	créature	criatura	N;FEM;PL	N;FEM;PL
créatures	criaturas	créature	criatura	N;FEM;PL	N;FEM;PL
patinage	patinaje	patinage	patinaje	N;MASC;SG	N;MASC;SG
patinage	skate	patinage	skate	N;MASC;SG	N;MASC;SG
indispensable	indispensable	indispensable	indispensable	ADJ;MASC;SG	ADJ;SG
indispensable	imprescindible	indispensable	imprescindible	ADJ;MASC;SG	ADJ;SG
indispensable	imprescindible	indispensable	imprescindible	ADJ;MASC;SG	ADJ;SG
indispensable	indispensable	indispensable	indispensable	ADJ;MASC;SG	ADJ;SG
indispensable	esencial	indispensable	esencial	ADJ;MASC;SG	ADJ;SG
révision	examen	révision	examen	N;FEM;SG	N;MASC;SG
révision	revisión	révision	revisión	N;FEM;SG	N;FEM;SG
révision	reseña	révision	reseñar	N;FEM;SG	N;FEM;SG
révision	revisión	révision	revisión	N;FEM;SG	N;FEM;SG
préliminaire	preliminar	préliminaire	preliminar	ADJ;MASC;SG	ADJ;SG
bulle	burbuja	bulle	burbuja	N;FEM;SG	N;FEM;SG
bulle	burbuja	bulle	burbuja	N;FEM;SG	N;FEM;SG
israélien	israelí	israélien	israelí	ADJ;MASC;SG	ADJ;SG
israélien	israelí	israélien	israelí	ADJ;MASC;SG	ADJ;SG
médicaments	medicamentos	médicament	medicamento	N;MASC;PL	N;MASC;PL
médicaments	medicinas	médicament	medicina	N;MASC;PL	N;FEM;PL
médicaments	medicamentos	médicament	medicamento	N;MASC;PL	N;MASC;PL
médicaments	medicamentos	médicament	medicamento	N;MASC;PL	N;MASC;PL
cricket	críquet	cricket	críquet	N;MASC;SG	N;MASC;SG
cricket	cricket	cricket	cricket	N;MASC;SG	N;MASC;SG
cricket	grillo	cricket	grillo	N;MASC;SG	N;MASC;SG
ancêtres	ancestros	ancêtre	ancestro	N;MASC;PL	N;MASC;PL
touristes	turistas	touriste	turista	N;MASC;PL	N;PL
terrible	espantoso	terrible	espantoso	ADJ;MASC;SG	ADJ;MASC;SG
terrible	espantosa	terrible	espantoso	ADJ;MASC;SG	ADJ;FEM;SG
terrible	terrible	terrible	terrible	ADJ;MASC;SG	ADJ;SG
terrible	terrible	terrible	terrible	ADJ;MASC;SG	ADJ;SG
demandant	preguntar	demander	preguntar	V;PRS;V.PTCP	V;NFIN
demandant	preguntando	demander	preguntar	V;PRS;V.PTCP	V;V.MSDR
demandant	pidiendo	demander	pedir	V;PRS;V.PTCP	V;V.MSDR
demandant	solicitando	demander	solicitar	V;PRS;V.PTCP	V;V.MSDR
demandant	solicitar	demander	solicitar	V;PRS;V.PTCP	V;NFIN
confondre	confunda	confondre	confundir	V;NFIN	V;IMP;SG;3;FIN
confondre	confundir	confondre	confundir	V;NFIN	V;NFIN
barrière	barrera	barrière	barrera	N;FEM;SG	N;FEM;SG
barrière	valla	barrière	valla	N;FEM;SG	N;FEM;SG
barrière	barrière	barrière	barrière	N;FEM;SG	N;MASC;SG
soie	seda	soie	seda	N;FEM;SG	N;FEM;SG
essayé	intenté	essayer	intentar	V;MASC;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
acoustique	acústica	acoustique	acústicar	ADJ;MASC;SG	ADJ;FEM;SG
acoustique	acústico	acoustique	acústico	ADJ;MASC;SG	ADJ;MASC;SG
acoustique	acústica	acoustique	acústicar	ADJ;MASC;SG	ADJ;FEM;SG
colonial	colonial	colonial	colonial	ADJ;MASC;SG	ADJ;SG
marches	peldaños	marche	peldaño	N;FEM;PL	N;MASC;PL
marches	pasos	marche	paso	N;FEM;PL	N;MASC;PL
marches	escalones	marche	escalón	N;FEM;PL	N;MASC;PL
marches	marchas	marche	marcha	N;FEM;PL	N;FEM;PL
