年	aasta	年	aasta	N	N;NOM;SG
實踐	tava	實踐	tava	N	N;NOM;SG
實踐	praktika	實踐	praktika	N	N;NOM;SG
天鵝	luik	天鵝	luik	N	N;NOM;SG
天鵝	luige	天鵝	luige	N	N;NOM;SG
喝	juua	喝	jooma	V	V;NFIN
受損	kahjustunud	受損	kahjustuma	V	V;PST;V.PTCP;ACT
音效	heli	音效	heli	N	N;NOM;SG
壇	altari	壇	altar	N	N;GEN;SG
教派	sekt	教派	sekt	N	N;NOM;SG
囚禁	vangistati	囚禁	vangistama	V	V;IND;PST;FIN;PASS
染	värvaine	染	värvain	N	N;NOM;SG
實用	kasulikkuse	實用	kasulikkus	N	N;GEN;SG
水星	elavhõbeda	水星	elav_hõbe	N	N;NOM;SG
水星	elavhõbe	水星	elav_hõbe	N	N;NOM;SG
注射	süstida	注射	süstima	V	V;NFIN
心靈	meel	心靈	meel	N	N;NOM;SG
心靈	meele	心靈	meel	N	N;GEN;SG
心靈	mõistus	心靈	mõistus	N	N;NOM;SG
頭顱	kolju	頭顱	kolju	N	N;NOM;SG
頭顱	pealuu	頭顱	pea_luu	N	N;NOM;SG
遺跡	reliikvia	遺跡	reliikvia	N	N;NOM;SG
遺跡	jäänuk	遺跡	jäänuk	N	N;NOM;SG
遺跡	reliikviad	遺跡	reliikvia	N	N;NOM;PL
遺跡	varemed	遺跡	vare	N	N;NOM;PL
約會	kuupäev	約會	kuu_päev	N	N;NOM;SG
約會	kohtamine	約會	kohtamine	N	N;NOM;SG
約會	käimine	約會	käimine	N	N;NOM;SG
光束	kiir	光束	kiir	N	N;NOM;SG
光束	kiiri	光束	kiir	N	N;PRT;SG
壞	bad	壞	bad	N	N;NOM;SG
滿意	rahulolu	滿意	rahul_olu	N	N;NOM;SG
合計	koondatud	合計	koondama	V	V;PST;V.PTCP;PASS
囚犯	vangi	囚犯	vang	N	N;IN+ALL;LGSPEC1;SG
囚犯	vang	囚犯	vang	N	N;NOM;SG
囚犯	vange	囚犯	vang	N	N;PRT;PL
囚犯	vangid	囚犯	vang	N	N;NOM;PL
底盤	šassii	底盤	šassii	N	N;NOM;SG
便	odavalt	便	odavalt	ADV	ADV
便	odavamalt	便	odavamalt	ADV	ADV
第五	viies	第五	viies	NUM	NUM;NOM;SG
影子	varjud	影子	vari	N	N;NOM;PL
影子	varju	影子	vari	N	N;PRT;SG
影子	vari	影子	vari	N	N;NOM;SG
緩慢	aeglane	緩慢	aeglane	ADJ	ADJ;NOM;SG
產量	saagis	產量	saama	N	N;NOM;SG
產量	tootmine	產量	tootmine	N	N;NOM;SG
產量	toodang	產量	toodang	N	N;NOM;SG
報章	ajaleht	報章	aja_leht	N	N;NOM;SG
報章	ajalehed	報章	aja_leht	N	N;NOM;PL
死神	surma	死神	surm	N	N;PRT;SG
死神	surm	死神	surm	N	N;NOM;SG
大海	meri	大海	meri	N	N;NOM;SG
大海	mere	大海	meri	N	N;NOM;SG
檢驗	katsed	檢驗	katse	N	N;NOM;PL
檢驗	testimine	檢驗	testimine	N	N;NOM;SG
檢驗	katsetamine	檢驗	katsetamine	N	N;NOM;SG
多	mitmekordne	多	mitme_kordne	ADJ	ADJ;NOM;SG
火災	tuli	火災	tuli	N	N;NOM;SG
火災	tulekahju	火災	tule_kahju	N	N;NOM;SG
火災	tuld	火災	tuli	N	N;PRT;SG
火災	tulekahjud	火災	tule_kahju	N	N;NOM;PL
尺度	kaalud	尺度	kaal	N	N;NOM;PL
環繞	ümbritsevad	環繞	ümbritsema	V	V;IND;PL;3;PRS;FIN;ACT
戟	euphorbia	戟	euphorbia	N	N;NOM;SG
客人	külaline	客人	külaline	N	N;NOM;SG
客人	külalised	客人	külaline	N	N;NOM;PL
精確	täpsus	精確	täpsus	N	N;NOM;SG
精確	täpsusega	精確	täpsus	N	N;COM;SG
精確	täpsust	精確	täpsus	N	N;PRT;SG
拘留	kinnipidamine	拘留	kinni_pidamine	N	N;NOM;SG
拘留	kinnipidamise	拘留	kinni_pidamine	N	N;GEN;SG
地板	põrandad	地板	põrand	N	N;NOM;PL
地板	parketi	地板	parketi	N	N;PRT;SG
地板	korrus	地板	korrus	N	N;NOM;SG
地板	põrand	地板	põrand	N	N;NOM;SG
鬥爭	võitlus	鬥爭	võitlus	N	N;NOM;SG
檢測	avastamise	檢測	avastamine	N	N;GEN;SG
檢測	tuvastamine	檢測	tuvastamine	N	N;NOM;SG
檢測	avastamine	檢測	avastamine	N	N;NOM;SG
牛奶	piima	牛奶	piim	N	N;PRT;SG
牛奶	piim	牛奶	piim	N	N;NOM;SG
梳	kamm	梳	kamm	N	N;NOM;SG
棕色	brown	棕色	brown	N	N;NOM;SG
受邀	kutsus	受邀	kutsuma	V	V;IND;SG;3;PST;FIN;ACT
受邀	kutsutud	受邀	kutsuma	V	V;PST;V.PTCP;PASS
氏族	klanni	氏族	klann	N	N;NOM;SG
氏族	klann	氏族	klann	N	N;NOM;SG
氏族	klannid	氏族	klann	N	N;NOM;PL
醛	aldehüüdid	醛	aldehüüt	N	N;NOM;PL
依賴	sõltuvad	依賴	sõltuma	V	V;IND;PL;3;PRS;FIN;ACT
共振	resonants	共振	resonants	N	N;NOM;SG
硫酸	sulfaat	硫酸	sulfaat	N	N;NOM;SG
手指	näpp	手指	näpp	N	N;NOM;SG
手指	sõrm	手指	sõrm	N	N;NOM;SG
手指	sõrme	手指	sõrm	N	N;PRT;SG
手指	sõrmed	手指	sõrm	N	N;NOM;PL
署長	haldur	署長	haldur	N	N;NOM;SG
署長	administraator	署長	administraator	N	N;NOM;SG
面具	mask	面具	mask	N	N;NOM;SG
面具	maskid	面具	mask	N	N;NOM;PL
雷射	laseri	雷射	laser	N	N;NOM;SG
雷射	laser	雷射	laser	N	N;NOM;SG
效能	tõhusus	效能	tõhusus	N	N;NOM;SG
效能	efektiivsus	效能	efektiivsus	N	N;NOM;SG
皇冠	krooni	皇冠	kroon	N	N;PRT;SG
皇冠	crown	皇冠	crown	N	N;NOM;SG
皇冠	kroon	皇冠	kroon	N	N;NOM;SG
豪華	deluxe	豪華	deluxe	N	N;NOM;SG
豪華	luksus	豪華	luksuma	N	N;NOM;SG
簽證	viisa	簽證	viisa	N	N;NOM;SG
全能	kõikvõimas	全能	kõik_võimas	N	N;NOM;SG
就業	tööhõive	就業	töö_hõive	N	N;NOM;SG
電動	elekter	電動	elekter	N	N;NOM;SG
戀人	armukesed	戀人	armuke	N	N;NOM;PL
戀人	armastajad	戀人	armastaja	N	N;NOM;PL
指派	omistatud	指派	omistama	V	V;PST;V.PTCP;PASS
指派	määratud	指派	määrama	V	V;PST;V.PTCP;PASS
毒性	toksilisus	毒性	toksilisus	N	N;NOM;SG
毒性	mürgisus	毒性	mürgisus	N	N;NOM;SG
賭	hasartmängud	賭	hasart_mäng	N	N;NOM;PL
賭	hasartmängude	賭	hasart_mäng	N	N;GEN;PL
賭	panus	賭	panus	N	N;NOM;SG
賭	kihla	賭	kihla	N	N;PRT;SG
賭	kihlvedu	賭	kihl_vedu	N	N;NOM;SG
翅膀	tiibu	翅膀	tiib	N	N;PRT;PL
翅膀	tiivad	翅膀	tiib	N	N;NOM;PL
寬度	laius	寬度	laius	N	N;NOM;SG
字典	sõnaraamatud	字典	sõna_raamat	N	N;NOM;PL
字典	sõnastik	字典	sõnastik	N	N;NOM;SG
字典	sõnaraamat	字典	sõna_raamat	N	N;NOM;SG
激素	hormooni	激素	hormoon	N	N;PRT;SG
激素	hormoonid	激素	hormoon	N	N;NOM;PL
激素	hormoonid	激素	hormoon	N	N;NOM;PL
盟友	liitlased	盟友	liitlane	N	N;NOM;PL
盟友	liitlane	盟友	liitlane	N	N;NOM;SG
盟友	ally	盟友	ally	N	N;NOM;SG
男生	poisid	男生	poiss	N	N;NOM;PL
網址	url	網址	url	N	N;NOM;SG
鍵盤	klaviatuurid	鍵盤	klavia_tuur	N	N;NOM;PL
鍵盤	klaviatuur	鍵盤	klaviatuur	N	N;NOM;SG
鍵盤	klaviatuuri	鍵盤	klavia_tuur	N	N;PRT;SG
奴隸	orja	奴隸	ori	N	N;PRT;SG
奴隸	ori	奴隸	ori	N	N;NOM;SG
休閒	vabaaja	休閒	vaba_aeg	N	N;NOM;SG
犯人	vangi	犯人	vang	N	N;IN+ALL;LGSPEC1;SG
犯人	vang	犯人	vang	N	N;NOM;SG
犯人	vange	犯人	vang	N	N;PRT;PL
犯人	vangid	犯人	vang	N	N;NOM;PL
果實	puuviljad	果實	puu_vili	N	N;NOM;PL
果實	vili	果實	vili	N	N;NOM;SG
果實	puuvili	果實	puu_vili	N	N;NOM;SG
果實	puuvilja	果實	puu_vili	N	N;PRT;SG
果實	viljad	果實	vili	N	N;NOM;PL
果實	puuviljad	果實	puu_vili	N	N;NOM;PL
各州	maakondades	各州	maakond	N	N;IN+ESS;PL
缺席	puuduvad	缺席	puuduma	V	V;IND;PL;3;PRS;FIN;ACT
缺席	puudub	缺席	puuduma	V	V;IND;SG;3;PRS;FIN;ACT
七	seitse	七	seitse	NUM	NUM;NOM;SG
近海	avamere	近海	ava_meri	N	N;NOM;SG
近海	offshore	近海	offshore	N	N;NOM;SG
服飾	rõivad	服飾	rõim	N	N;NOM;PL
服飾	garderoob	服飾	garderoob	N	N;NOM;SG
服飾	riidekapp	服飾	riide_kapp	N	N;NOM;SG
湖人	lakers	湖人	lakers	N	N;NOM;SG
恐懼	hirm	恐懼	hirm	N	N;NOM;SG
恐懼	hirmu	恐懼	hirm	N	N;PRT;SG
數千	tuhanded	數千	tuhat	NUM	NUM;NOM;PL
數千	tuhandetes	數千	tuhat	NUM	NUM;IN+ESS;PL
數千	tuhandeid	數千	tuhat	NUM	NUM;PRT;PL
暴動	rahutused	暴動	rahutus	N	N;NOM;PL
暴動	mäss	暴動	mäss	N	N;NOM;SG
暴動	mässu	暴動	mäss	N	N;NOM;SG
姊姊	sis	姊姊	sis	N	N;NOM;SG
姊姊	sisi	姊姊	sisi	N	N;NOM;SG
姊姊	õde	姊姊	õde	N	N;NOM;SG
貸款	laenu	貸款	laen	N	N;PRT;SG
貸款	laen	貸款	laen	N	N;NOM;SG
貸款	laenud	貸款	laen	N	N;NOM;PL
關卡	kontrollpunkti	關卡	kontroll_punkt	N	N;PRT;SG
關卡	tasemed	關卡	tase	N	N;NOM;PL
關卡	taseme	關卡	tase	N	N;GEN;SG
關卡	tase	關卡	tase	N	N;NOM;SG
關卡	tasand	關卡	tasand	N	N;NOM;SG
常規	rutiin	常規	rutiin	N	N;NOM;SG
創業	käivitamine	創業	käivitamine	N	N;NOM;SG
創業	käivitamisel	創業	käivitamine	N	N;AT+ESS
;SG
創業	ettevõtluse	創業	ette_võtlus	N	N;GEN;SG
創業	ettevõtlus	創業	ette_võtlus	N	N;NOM;SG
高潮	orgasmi	高潮	orgasm	N	N;PRT;SG
高潮	kulminatsioon	高潮	kulminatsioon	N	N;NOM;SG
骨骼	kondid	骨骼	kond	N	N;NOM;PL
骨骼	luud	骨骼	luud	N	N;NOM;SG
骨骼	luude	骨骼	luude	N	N;NOM;PL
骨骼	skeleti	骨骼	skeleti	N	N;GEN;SG
骨骼	skeleti	骨骼	skeleti	N	N;GEN;SG
骨骼	luukere	骨骼	luu_kere	N	N;NOM;SG
骨骼	luud	骨骼	luud	N	N;NOM;SG
骨骼	kont	骨骼	kont	N	N;NOM;SG
骨骼	luu	骨骼	luu	N	N;NOM;SG
骨骼	luude	骨骼	luude	N	N;NOM;PL
特工	agent	特工	agent	N	N;NOM;SG
汞	elavhõbeda	汞	elav_hõbe	N	N;NOM;SG
汞	elavhõbe	汞	elav_hõbe	N	N;NOM;SG
趨勢	trend	趨勢	trend	N	N;NOM;SG
趨勢	suundumus	趨勢	suundumus	N	N;NOM;SG
後代	järglane	後代	järglane	N	N;NOM;SG
後代	järeltulija	後代	järeltulija	N	N;NOM;SG
後代	järglane	後代	järglane	N	N;NOM;SG
後代	järglased	後代	järglane	N	N;NOM;PL
後代	järglased	後代	järglane	N	N;NOM;PL
時光	kellaaeg	時光	kella_aeg	N	N;NOM;SG
時光	aeg	時光	aeg	N	N;NOM;SG
時光	aja	時光	aeg	N	N;GEN;SG
時光	ajas	時光	aeg	N	N;IN+ESS;SG
時光	aega	時光	aeg	N	N;PRT;SG
變換	muuta	變換	muutma	V	V;NFIN
年紀	age	年紀	age	N	N;NOM;SG
年紀	vanust	年紀	vanu	N	N;PRT;SG
年紀	vanus	年紀	vanus	N	N;NOM;SG
花費	kulutatud	花費	kulutama	V	V;PST;V.PTCP;PASS
花費	kulutab	花費	kulutama	V	V;IND;SG;3;PRS;FIN;ACT
聊天	vestlused	聊天	vestlus	N	N;NOM;PL
聊天	vestlus	聊天	vestlus	N	N;NOM;SG
災難	katastroof	災難	katastroof	N	N;NOM;SG
災難	katastroofi	災難	katastroof	N	N;PRT;SG
災難	katastroof	災難	katastroof	N	N;NOM;SG
災難	katastroofide	災難	katastroof	N	N;GEN;PL
媒介	meedia	媒介	meedia	N	N;NOM;SG
媒介	andmekandja	媒介	andme_kandja	N	N;NOM;SG
民事	tsiviil	民事	tsiviil	N	N;NOM;SG
叔叔	onu	叔叔	onu	N	N;NOM;SG
棉花	puuvill	棉花	puu_vill	N	N;NOM;SG
外星	tulnukas	外星	tulnukas	N	N;IN+ESS;SG
外星	tulnukad	外星	tulnukas	N	N;NOM;PL
外星	tulnukaid	外星	tulnukas	N	N;PRT;PL
邪惡	kurjus	邪惡	kurjuma	N	N;NOM;SG
邪惡	kurja	邪惡	kuri	N	N;NOM;SG
趾	varvas	趾	varvas	N	N;NOM;SG
趾	varba	趾	varvama	N	N;GEN;SG
業界	tööstus	業界	tööstus	N	N;NOM;SG
業界	tööstuse	業界	tööstus	N	N;GEN;SG
業界	tootmisharu	業界	tootmis_haru	N	N;NOM;SG
少校	major	少校	major	N	N;NOM;SG
困擾	kummitama	困擾	kummitama	V	V;IN+ALL;V.CVB;ACT
溫帶	parasvöötme	溫帶	paras_vööte	N	N;NOM;SG
肺	kopsud	肺	kops	N	N;NOM;PL
肺	kopsu	肺	kops	N	N;NOM;SG
肺	kopsud	肺	kops	N	N;NOM;PL
廣播	raadio	廣播	raadio	N	N;NOM;SG
廣播	radio	廣播	radio	N	N;NOM;SG
合適	sobiv	合適	sobiv	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
合適	sobilik	合適	sobilik	ADJ	ADJ;NOM;SG
故鄉	kodumaa	故鄉	kodu_maa	N	N;NOM;SG
故鄉	kodulinna	故鄉	kodu_linn	N	N;PRT;SG
活力	elujõulisust	活力	elu_jõulisus	N	N;PRT;SG
假名	pseudonüüm	假名	pseudonüüm	N	N;NOM;SG
客觀	objektiivsuse	客觀	objektiivsus	N	N;GEN;SG
心理	psühholoogia	心理	psühholoogia	N	N;NOM;SG
大氣	atmosfääri	大氣	atmo_sfäär	N	N;GEN;SG
大氣	atmosfäär	大氣	atmo_sfäär	N	N;NOM;SG
斑點	spot	斑點	spot	N	N;NOM;SG
斑點	laik	斑點	laik	N	N;NOM;SG
斑點	täpid	斑點	täpp	N	N;NOM;PL
恨	vihkamine	恨	vihkamine	N	N;NOM;SG
決鬥	duell	決鬥	duell	N	N;NOM;SG
支出	kulutused	支出	kulutus	N	N;NOM;PL
支出	kulud	支出	kulu	N	N;NOM;PL
支出	kulutused	支出	kulutus	N	N;NOM;PL
支出	kulud	支出	kulu	N	N;NOM;PL
革新	uuendused	革新	uuendus	N	N;NOM;PL
革新	innovatsioon	革新	innovatsioon	N	N;NOM;SG
革新	uuendus	革新	uuenduma	N	N;NOM;SG
革新	uuendused	革新	uuendus	N	N;NOM;PL
傍晚	õhtu	傍晚	õhtu	N	N;NOM;SG
柔道	judo	柔道	judo	N	N;NOM;SG
格局	muster	格局	muster	N	N;NOM;SG
格局	mustri	格局	muster	N	N;GEN;SG
格局	mustrid	格局	muster	N	N;NOM;PL
字幕	subtiitritega	字幕	subtiiter	N	N;COM;PL
陵墓	mausoleum	陵墓	mausoleum	N	N;NOM;SG
社會	sotsioloogia	社會	sotsioloogia	N	N;NOM;SG
社會	sotsioloogia	社會	sotsioloogia	N	N;NOM;SG
幽靈	vaim	幽靈	vaim	N	N;NOM;SG
幽靈	vaimu	幽靈	vaim	N	N;PRT;SG
幽靈	kummitus	幽靈	kummitus	N	N;NOM;SG
幽靈	tont	幽靈	tont	N	N;NOM;SG
穹	kuppel	穹	kuppel	N	N;NOM;SG
穹	kupli	穹	kupp	N	N;GEN;SG
血統	sugupuu	血統	sugu_puu	N	N;NOM;SG
血統	laskumine	血統	laskumine	N	N;NOM;SG
手工	käsitöö	手工	käsi_töö	N	N;NOM;SG
困境	dilemma	困境	dilemma	N	N;NOM;SG
渦輪	turbo	渦輪	turbo	N	N;NOM;SG
眼鏡	klaasid	眼鏡	klaas	N	N;NOM;PL
眼鏡	prillid	眼鏡	prill	N	N;NOM;PL
版面	paigutus	版面	paigutus	N	N;NOM;SG
濃度	kontsentratsioonid	濃度	kontsentratsioon	N	N;NOM;PL
濃度	kontsentratsioon	濃度	kontsentratsioon	N	N;NOM;SG
濃度	koondumine	濃度	koondumine	N	N;NOM;SG
濃度	keskendumine	濃度	keskendumine	N	N;NOM;SG
濃度	kontsentratsioon	濃度	kontsentratsioon	N	N;NOM;SG
漏	leke	漏	leke	N	N;NOM;SG
中性	neutraalsuse	中性	neutraalsus	N	N;GEN;SG
中性	erapooletus	中性	era_pooletus	N	N;NOM;SG
家屬	pere	家屬	pere	N	N;NOM;SG
家屬	perekond	家屬	perekond	N	N;NOM;SG
圖形	graafik	圖形	graafik	N	N;NOM;SG
圖形	graafika	圖形	graafika	N	N;NOM;SG
前端	kasutajaliides	前端	kasutaja_liides	N	N;NOM;SG
老鼠	rat	老鼠	rat	N	N;NOM;SG
老鼠	rott	老鼠	rott	N	N;NOM;SG
流派	žanr	流派	žanr	N	N;NOM;SG
語言	keeleteadus	語言	keele_teadus	N	N;NOM;SG
微笑	naeratus	微笑	naeratus	N	N;NOM;SG
石頭	kivi	石頭	kivi	N	N;NOM;SG
石頭	kalju	石頭	kalju	N	N;NOM;SG
石頭	rock	石頭	rock	N	N;NOM;SG
石頭	kivi	石頭	kivi	N	N;NOM;SG
魔力	võlu	魔力	võlu	N	N;NOM;SG
魔力	magic	魔力	magic	N	N;NOM;SG
魔力	maagia	魔力	maagia	N	N;NOM;SG
歷史	ajaloolane	歷史	aja_loolane	N	N;NOM;SG
歷史	ajaloolased	歷史	aja_loolane	N	N;NOM;PL
金字	püramiid	金字	pürami	N	N;NOM;SG
金字	püramiidid	金字	püramiid	N	N;NOM;PL
橙	orange	橙	orang	N	N;NOM;SG
橙	apelsin	橙	apelsin	N	N;NOM;SG
橙	oranž	橙	oranž	N	N;NOM;SG
飲料	jooki	飲料	jook	N	N;PRT;SG
飲料	jook	飲料	jook	N	N;NOM;SG
飲料	joogid	飲料	jook	N	N;NOM;PL
名次	järjestus	名次	järjestus	N	N;NOM;SG
幾何	geomeetria	幾何	geomeetria	N	N;NOM;SG
幾何	geomeetria	幾何	geomeetria	N	N;NOM;SG
曲線	kõver	曲線	kõver	N	N;NOM;SG
延遲	hilinenud	延遲	hilinema	V	V;PST;V.PTCP;ACT
條紋	triip	條紋	triip	N	N;NOM;SG
條紋	triip	條紋	triip	N	N;NOM;SG
署名	allkirjastanud	署名	all_kirjastama	V	V;PST;V.PTCP;ACT
海灘	rand	海灘	rand	N	N;NOM;SG
海灘	beach	海灘	beach	N	N;NOM;SG
海灘	rannad	海灘	rand	N	N;NOM;PL
馬匹	hobused	馬匹	hobune	N	N;NOM;PL
馬匹	hobuseid	馬匹	hobune	N	N;PRT;PL
馬匹	hobune	馬匹	hobune	N	N;NOM;SG
馬匹	hobuse	馬匹	hobune	N	N;GEN;SG
馬匹	hobu	馬匹	hobu	N	N;NOM;SG
鼬	nirk	鼬	nirk	N	N;NOM;SG
硬體	riistvara	硬體	riist_vara	N	N;NOM;SG
說服	veenda	說服	veenma	V	V;NFIN
說服	veena	說服	vesi	V	V;IMP;SG;2;PRS;FIN;ACT
說服	veenda	說服	veenma	V	V;NFIN
說服	veena	說服	vesi	V	V;IMP;SG;2;PRS;FIN;ACT
月光	kuuvalgus	月光	kuu_valg	N	N;NOM;SG
厚度	paksus	厚度	paksus	N	N;NOM;SG
娃娃	nukud	娃娃	nukk	N	N;NOM;PL
娃娃	nuku	娃娃	nukk	N	N;NOM;SG
娃娃	nukk	娃娃	nukk	N	N;NOM;SG
住戶	kodumajapidamises	住戶	kodu_maja_pidamine	N	N;IN+ESS;SG
住戶	leibkonna	住戶	leibkond	N	N;NOM;SG
實習	praktika	實習	praktika	N	N;NOM;SG
實習	intern	實習	intern	N	N;NOM;SG
實習	praktikant	實習	praktikant	N	N;NOM;SG
同情	kaastunne	同情	kaas_tunne	N	N;NOM;SG
秋天	sügis	秋天	sügis	N	N;NOM;SG
秋天	kukkumine	秋天	kukkumine	N	N;NOM;SG
秋天	kuku	秋天	kuku	N	N;NOM;SG
教科	õpiku	教科	õpik	N	N;GEN;SG
細菌	bakterid	細菌	bakter	N	N;NOM;PL
爬行	roomata	爬行	roomama	V	V;NFIN
爬行	hiilib	爬行	hiilima	V	V;IND;SG;3;PRS;FIN;ACT
爬行	roomates	爬行	roomama	V	V;V.CVB
立體	stereo	立體	stereo	N	N;NOM;SG
八	kaheksa	八	kaheksa	NUM	NUM;NOM;SG
最愛	lemmik	最愛	lemmik	N	N;NOM;SG
顧客	kliendi	顧客	klient	N	N;GEN;SG
顧客	klient	顧客	klient	N	N;NOM;SG
顧客	klientidele	顧客	klient	N	N;AT+ALL;PL
顧客	kliendid	顧客	klient	N	N;NOM;PL
冕	corona	冕	corona	N	N;NOM;SG
人質	pantvang	人質	pantvang	N	N;NOM;SG
人質	pantvangi	人質	pantvang	N	N;PRT;SG
人質	pantvangis	人質	pant_vang	N	N;IN+ESS;SG
人質	pantvangid	人質	pant_vang	N	N;NOM;PL
人質	pantvangide	人質	pant=vang	N	N;GEN;PL
炸	puhu	炸	puhu	N	N;NOM;SG
炸	löök	炸	löök	N	N;NOM;SG
公牛	pullid	公牛	pull	N	N;NOM;PL
公牛	pulli	公牛	pull	N	N;PRT;SG
公牛	pull	公牛	pull	N	N;NOM;SG
公牛	bull	公牛	bull	N	N;NOM;SG
公牛	härg	公牛	härg	N	N;NOM;SG
信件	kirju	信件	kiri	N	N;NOM;SG
信件	kirjad	信件	kiri	N	N;NOM;PL
信件	tähed	信件	täht	N	N;NOM;PL
信件	teated	信件	teade	N	N;NOM;PL
信件	sõnumid	信件	sõnum	N	N;NOM;PL
信件	kirjad	信件	kiri	N	N;NOM;PL
信件	kirja	信件	kiri	N	N;IN+ALL;LGSPEC1;SG
信件	kiri	信件	kiri	N	N;NOM;SG
信件	mail	信件	mai	N	N;AT+ESS
;SG
信件	post	信件	post	N	N;NOM;SG
信件	kirjad	信件	kiri	N	N;NOM;PL
信件	posti	信件	post	N	N;PRT;SG
信件	sõnum	信件	sõnum	N	N;NOM;SG
信件	teade	信件	teade	N	N;NOM;SG
主機	peremees	主機	pere_mees	N	N;NOM;SG
主機	võõrustaja	主機	võõrustaja	N	N;NOM;SG
主機	saatejuht	主機	saate_juht	N	N;NOM;SG
蛋白質	valk	蛋白質	valk	N	N;NOM;SG
蛋白質	proteiin	蛋白質	proteiin	N	N;NOM;SG
蛋白質	valgud	蛋白質	valk	N	N;NOM;PL
蛋白質	valke	蛋白質	valke	N	N;PRT;PL
罷工	streik	罷工	streik	N	N;NOM;SG
罷工	löök	罷工	löök	N	N;NOM;SG
屋頂	katus	屋頂	katus	N	N;NOM;SG
陰謀	proovitüki	陰謀	proovi_tükk	N	N;PRT;SG
陰謀	vandenõu	陰謀	vande_nõu	N	N;NOM;SG
新星	nova	新星	nova	N	N;NOM;SG
番	tomati	番	tomat	N	N;NOM;SG
番	tomat	番	tomat	N	N;NOM;SG
番	tomatid	番	tomat	N	N;NOM;PL
夏日	suvel	夏日	suvi	N	N;AT+ESS
;SG
夏日	suvi	夏日	suvi	N	N;NOM;SG
夏日	suve	夏日	suvi	N	N;PRT;SG
章程	põhikiri	章程	põhi_kiri	N	N;NOM;SG
白天	päev	白天	päev	N	N;NOM;SG
白天	päeva	白天	päev	N	N;PRT;SG
間	spioon	間	spioon	N	N;NOM;SG
間	spioonid	間	spioon	N	N;NOM;PL
糧食	toit	糧食	toit	N	N;NOM;SG
糧食	toitu	糧食	toit	N	N;PRT;SG
糧食	söök	糧食	söök	N	N;NOM;SG
付費	maksa	付費	maksma	V	V;IMP;SG;2;PRS;FIN;ACT
付費	tasutud	付費	tasuma	V	V;PST;V.PTCP;PASS
付費	tasus	付費	tasuma	V	V;IND;SG;3;PST;FIN;ACT
文法	grammatika	文法	grammatika	N	N;NOM;SG
俘虜	vangi	俘虜	vang	N	N;IN+ALL;LGSPEC1;SG
俘虜	vang	俘虜	vang	N	N;NOM;SG
俘虜	vangistuses	俘虜	vangistus	N	N;IN+ESS;SG
歲	aastad	歲	aasta	N	N;NOM;PL
護士	medõde	護士	med_õde	N	N;NOM;SG
護士	õde	護士	õde	N	N;NOM;SG
立體	stereo	立體	stereo	N	N;NOM;SG
海關	tolli	海關	toll	N	N;PRT;SG
海關	toll	海關	toll	N	N;NOM;SG
假定	eeldatud	假定	eeldatud	V	V;PST;V.PTCP;PASS
裙	kleit	裙	kleit	N	N;NOM;SG
裙	seelik	裙	seelik	N	N;NOM;SG
菩薩	bodhisattva	菩薩	bodhi_sattev	N	N;NOM;SG
菩薩	buddha	菩薩	buddha	N	N;NOM;SG
珊瑚	riff	珊瑚	riff	N	N;NOM;SG
立方	cube	立方	cube	N	N;NOM;SG
立方	kuubik	立方	kuubik	N	N;NOM;SG
立方	kuubiku	立方	kuubik	N	N;PRT;SG
立方	kuubik	立方	kuubik	N	N;NOM;SG
爬	ronida	爬	ronima	V	V;NFIN
爬	roomata	爬	roomama	V	V;NFIN
捐贈	annetada	捐贈	annetama	V	V;NFIN
脂	rasv	脂	rasv	N	N;NOM;SG
脂	rasva	脂	rasv	N	N;PRT;SG
十字	rist	十字	rist	N	N;NOM;SG
十字	cross	十字	cross	N	N;NOM;SG
十字	krutsifiks	十字	krutsif	N	N;NOM;SG
感動	liigutatud	感動	liigutama	V	V;PST;V.PTCP;PASS
感動	liigutas	感動	liigutama	V	V;IND;SG;3;IPFV;FIN;ACT
感動	kolis	感動	kolima	V	V;IND;SG;3;PST;FIN;ACT
感動	liigub	感動	liikuma	V	V;IND;SG;3;PRS;FIN;ACT
感動	puudutas	感動	puudutama	V	V;IND;SG;3;PST;FIN;ACT
感動	liigutatud	感動	liigutama	V	V;PST;V.PTCP;PASS
感動	puudutanud	感動	puudutama	V	V;PST;V.PTCP;ACT
單人	valla	單人	vald	N	N;NOM;SG
運河	kanalid	運河	kanal	N	N;NOM;PL
星期	neljapäev	星期	nelja_päev	N	N;NOM;SG
大門	värav	大門	värav	N	N;NOM;SG
空白	lünki	空白	lünk	N	N;PRT;PL
空白	lüngad	空白	lüngas	N	N;NOM;PL
人道	inimlikkus	人道	inimlikkus	N	N;NOM;SG
人道	inimkonna	人道	inimkond	N	N;NOM;SG
人道	inimkond	人道	inimkond	N	N;NOM;SG
監禁	vangistus	監禁	vangistus	N	N;NOM;SG
監禁	vangistus	監禁	vangistus	N	N;NOM;SG
爐	ahi	爐	ahi	N	N;NOM;SG
爐	pliit	爐	pliit	N	N;NOM;SG
爐	ahju	爐	ahi	N	N;PRT;SG
爐	ahi	爐	ahi	N	N;NOM;SG
爐	ahju	爐	ahi	N	N;PRT;SG
爐	ahi	爐	ahi	N	N;NOM;SG
爐	ahjud	爐	ahi	N	N;NOM;PL
