the	el	the	el	DET;DEF	DET;DEF;MASC;SG
font	tipografía	font	tipografía	N;SG	N;FEM;SG
farmers	agricultores	farmer	agricultor	N;PL	N;MASC;PL
farmers	campesinos	farmer	campesino	N;PL	N;MASC;PL
farmers	granjeros	farmer	granjero	N;PL	N;MASC;PL
occasions	ocasiones	occasion	ocasión	N;PL	N;FEM;PL
guideline	directriz	guideline	directriz	N;SG	N;FEM;SG
photograph	fotografía	photograph	fotografía	N;SG	N;FEM;SG
photograph	fotografia	photograph	fotografia	N;SG	N;FEM;SG
struggle	lucha	struggle	lucha	N;SG	N;FEM;SG
timestamp	timestamp	timestamp	timestamp	N;SG	N;MASC;SG
produces	produce	produce	producir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
options	opciones	option	opción	N;PL	N;FEM;PL
pen	bolígrafo	pen	bolígrafo	N;SG	N;MASC;SG
pen	boli	pen	boli	N;SG	N;MASC;SG
pen	pen	pen	pen	N;SG	N;MASC;SG
pen	pluma	pen	pluma	N;SG	N;FEM;SG
procedure	procedimiento	procedure	procedimiento	N;SG	N;MASC;SG
transition	transición	transition	transición	N;SG	N;FEM;SG
legacy	legado	legacy	legado	N;SG	N;MASC;SG
legacy	legacy	legacy	legacy	N;SG	N
legacy	herencia	legacy	herencia	N;SG	N;FEM;SG
denied	negó	deny	negar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
relationships	relaciones	relationship	relación	N;PL	N;FEM;PL
libraries	bibliotecas	library	biblioteca	N;PL	N;FEM;PL
speakers	ponentes	speaker	ponente	N;PL	N;PL
speakers	oradores	speaker	orador	N;PL	N;MASC;PL
speakers	parlantes	speaker	parlante	N;PL	N;PL
speakers	bocinas	speaker	bocina	N;PL	N;FEM;PL
speakers	altavoces	speaker	altavoz	N;PL	N;MASC;PL
grades	grados	grade	grado	N;PL	N;MASC;PL
administrators	administradores	administrator	administrador	N;PL	N;MASC;PL
sacred	sagrado	sacred	sagrado	ADJ	ADJ;MASC;SG
sacred	sagrados	sacred	sagrado	ADJ	ADJ;MASC;PL
sacred	sagrada	sacred	sagrado	ADJ	ADJ;FEM;SG
signing	firma	signing	firma	N;SG	N;FEM;SG
citizen	ciudadana	citizen	ciudadana	N;SG	N;FEM;SG
citizen	ciudadano	citizen	ciudadano	N;SG	N;MASC;SG
dogs	perros	dog	perro	N;PL	N;MASC;PL
argue	argumentar	argue	argumentar	V;IMP;FIN	V;NFIN
argue	discuta	argue	discuta	V;IMP;FIN	V;IMP;SG;3;FIN
believes	cree	believe	creer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
annually	anualmente	annually	anualmente	ADV	ADV
cardinal	cardinal	cardinal	cardinal	ADJ	ADJ;SG
intersection	intersección	intersection	intersección	N;SG	N;FEM;SG
intersection	cruce	intersection	cruce	N;SG	N;MASC;SG
discussing	discutiendo	discuss	discutir	V;V.MSDR	V;V.MSDR
reveals	revela	reveal	revelar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
defeating	venciendo	defeat	vencer	V;V.MSDR	V;V.MSDR
defeating	derrotando	defeat	derrotar	V;V.MSDR	V;V.MSDR
defeating	derrotar	defeat	derrotar	V;V.MSDR	V;NFIN
disputes	controversias	dispute	controversia	N;PL	N;FEM;PL
disputes	disputas	dispute	disputa	N;PL	N;FEM;PL
beam	viga	beam	viga	N;SG	N;FEM;SG
beam	rayo	beam	rayo	N;SG	N;MASC;SG
nickname	apodo	nickname	apodo	N;SG	N;MASC;SG
nickname	mote	nickname	mote	N;SG	N;MASC;SG
nickname	sobrenombre	nickname	sobrenombre	N;SG	N;MASC;SG
wells	pozos	well	pozo	N;PL	N;MASC;PL
contributing	contribuir	contribute	contribuir	V;V.MSDR	V;NFIN
contributing	contribuyendo	contribute	contribuir	V;V.MSDR	V;V.MSDR
contributing	aportando	contribute	aportar	V;V.MSDR	V;V.MSDR
ranks	rangos	rank	rango	N;PL	N;MASC;PL
ranks	filas	rank	fila	N;PL	N;FEM;PL
favorite	favorita	favorite	favorita	N;SG	N;FEM;SG
begun	comenzado	begin	comenzar	V;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
download	bajar	download	bajar	V;IMP;FIN	V;NFIN
download	descargar	download	descargar	V;IMP;FIN	V;NFIN
download	descargue	download	descargar	V;IMP;FIN	V;IMP;SG;3;FIN
appointment	cita	appointment	cita	N;SG	N;FEM;SG
appointment	designación	appointment	designación	N;SG	N;FEM;SG
appointment	nombramiento	appointment	nombramiento	N;SG	N;MASC;SG
ballet	ballet	ballet	ballet	N;SG	N;MASC;SG
anywhere	dondequiera	anywhere	dondequir	ADV	ADV
sand	arena	sand	arena	N;SG	N;FEM;SG
sand	sand	sand	sand	N;SG	N
angle	ángulo	angle	ángulo	N;SG	N;MASC;SG
angle	angulo	angle	angulo	N;SG	N;MASC;SG
sessions	sesiones	session	sesión	N;PL	N;FEM;PL
recreation	esparcimiento	recreation	esparcimiento	N;SG	N;MASC;SG
recreation	ocio	recreation	ocio	N;SG	N;MASC;SG
recreation	recreo	recreation	recreo	N;SG	N;MASC;SG
recreation	recreación	recreation	recreación	N;SG	N;FEM;SG
accessible	accesibles	accessible	accesible	ADJ	ADJ;PL
accessible	accesible	accessible	accesible	ADJ	ADJ;SG
thread	hilo	thread	hilo	N;SG	N;MASC;SG
spend	gastar	spend	gastar	V;IMP;FIN	V;NFIN
arrest	detención	arrest	detención	N;SG	N;FEM;SG
arrest	arresto	arrest	arresto	N;SG	N;MASC;SG
choir	coro	choir	coro	N;SG	N;MASC;SG
trials	juicios	trial	juicio	N;PL	N;MASC;PL
trials	ensayos	trial	ensayo	N;PL	N;MASC;PL
mines	minas	mine	mina	N;PL	N;FEM;PL
injuries	traumatismos	injury	traumatismo	N;PL	N;MASC;PL
injuries	lesiones	injury	lesión	N;PL	N;FEM;PL
injuries	heridos	injury	herido	N;PL	N;MASC;PL
injuries	heridas	injury	herida	N;PL	N;FEM;PL
rapidly	rápidamente	rapidly	rápidamente	ADV	ADV
rounds	rondas	round	ronda	N;PL	N;FEM;PL
competitive	competitivas	competitive	competitivo	ADJ	ADJ;FEM;PL
competitive	competitiva	competitive	competitivo	ADJ	ADJ;FEM;SG
competitive	competitivo	competitive	competitivo	ADJ	ADJ;MASC;SG
competitive	competitivos	competitive	competitivo	ADJ	ADJ;MASC;PL
opportunities	oportunidades	opportunity	oportunidad	N;PL	N;FEM;PL
meetings	reuniones	meeting	reunión	N;PL	N;FEM;PL
meetings	encuentros	meeting	encuentro	N;PL	N;MASC;PL
commented	comentó	comment	comentar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
woods	maderas	wood	madera	N;PL	N;FEM;PL
woods	woods	wood	woods	N;PL	N
woods	bosques	wood	bosque	N;PL	N;MASC;PL
exercise	ejercicio	exercise	ejercicio	N;SG	N;MASC;SG
objective	objetivo	objective	objetivo	N;SG	N;MASC;SG
resort	resort	resort	resort	N;SG	N;MASC;SG
robot	robot	robot	robot	N;SG	N;MASC;SG
segment	segmento	segment	segmento	N;SG	N;MASC;SG
aim	aim	aim	aim	N;SG	N
aim	puntería	aim	puntería	N;SG	N;FEM;SG
dancing	baile	dancing	baile	N;SG	N;MASC;SG
dancing	danza	dancing	danza	N;SG	N;FEM;SG
eagles	eagles	eagle	eagle	N;PL	N
eagles	águilas	eagle	águila	N;PL	N;FEM;PL
tribute	tributo	tribute	tributo	N;SG	N;MASC;SG
tribute	homenaje	tribute	homenaje	N;SG	N;MASC;SG
continuous	continuo	continuous	continuo	ADJ	ADJ;MASC;SG
continuous	continuas	continuous	continuo	ADJ	ADJ;FEM;PL
continuous	continua	continuous	continuo	ADJ	ADJ;FEM;SG
encourage	animar	encourage	animar	V;IMP;FIN	V;NFIN
encourage	alentar	encourage	alentar	V;IMP;FIN	V;NFIN
spider	araña	spider	araña	N;SG	N;FEM;SG
spider	spider	spider	spider	N;SG	N
acted	actuó	act	actuar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
acted	actuaron	act	actuar	V;PST;V.PTCP	V;IND;PL;3;PST;FIN
convinced	convencidos	convinced	convencido	ADJ	ADJ;MASC;PL;V.PTCP
convinced	convencido	convinced	convencido	ADJ	ADJ;MASC;SG;V.PTCP
convinced	convencida	convinced	convencido	ADJ	ADJ;FEM;SG;V.PTCP
heroes	heroes	heroes	heroe	N;PL	N;MASC;PL
heroes	héroes	heroes	héroe	N;PL	N;MASC;PL
describing	describiendo	describe	describir	V;V.MSDR	V;V.MSDR
describing	describir	describe	describir	V;V.MSDR	V;NFIN
rocks	rocks	rock	rocks	N;PL	N;MASC
rocks	rocas	rock	roca	N;PL	N;FEM;PL
rocks	piedras	rock	piedra	N;PL	N;FEM;PL
bed	cama	bed	cama	N;SG	N;FEM;SG
bed	lecho	bed	lecho	N;SG	N;MASC;SG
gap	brecha	gap	brecha	N;SG	N;FEM;SG
gap	gap	gap	gap	N;SG	N
reflect	reflejar	reflect	reflejar	V;IMP;FIN	V;NFIN
reflect	reflexionar	reflect	reflexionar	V;IMP;FIN	V;NFIN
participating	participación	participate	participación	N;SG	N;FEM;SG
cooperation	cooperación	cooperation	cooperación	N;SG	N;FEM;SG
obtain	obtener	obtain	obtener	V;IMP;FIN	V;NFIN
gothic	gótica	gothic	gótico	ADJ	ADJ;FEM;SG
gothic	gótico	gothic	gótico	ADJ	ADJ;MASC;SG
protest	protesta	protest	protesta	N;SG	N;FEM;SG
hunting	caza	hunt	caza	N;SG	N;FEM;SG
hunting	cacería	hunt	cacería	N;SG	N;FEM;SG
frequent	frecuente	frequent	frecuente	ADJ	ADJ;SG
frequent	frecuentes	frequent	frecuente	ADJ	ADJ;PL
conversion	reconversión	conversion	reconversión	N;SG	N;FEM;SG
conversion	conversión	conversion	conversión	N;SG	N;FEM;SG
stress	estrés	stress	estrés	N;SG	N;MASC;SG
stress	stress	stress	stres	N;SG	N
manufacturers	fabricantes	manufacturer	fabricante	N;PL	N;PL
traditionally	tradicionalmente	traditionally	tradicionalmente	ADV	ADV
adventures	aventuras	adventure	aventura	N;PL	N;FEM;PL
adventures	adventures	adventure	adventur	N;PL	N
tiger	tiger	tiger	tiger	N;SG	N;SG
tiger	tigre	tiger	tigre	N;SG	N;MASC;SG
totally	totalmente	totally	totalmente	ADV	ADV
voyage	travesía	voyage	travesía	N;SG	N;FEM;SG
voyage	viaje	voyage	viaje	N;SG	N;MASC;SG
concentration	concentración	concentration	concentración	N;SG	N;FEM;SG
sing	canten	sing	cantar	V;IMP;FIN	V;IMP;PL;3;FIN
sing	cantar	sing	cantar	V;IMP;FIN	V;NFIN
rocket	cohete	rocket	cohete	N;SG	N;MASC;SG
rocket	rocket	rocket	rocket	N;SG	N;SG
electricity	electricidad	electricity	electricidad	N;SG	N;FEM;SG
shadow	sombra	shadow	sombra	N;SG	N;FEM;SG
shadow	shadow	shadow	shadow	N;SG	N
boxing	boxeo	box	boxeo	N;SG	N;MASC;SG
senators	senadores	senator	senador	N;PL	N;MASC;PL
machines	máquinas	machine	máquina	N;PL	N;FEM;PL
machines	maquinas	machine	maquina	N;PL	N;FEM;PL
saved	salvó	save	salvar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
calendar	calendario	calendar	calendario	N;SG	N;MASC;SG
noble	noble	noble	noble	ADJ	ADJ;SG
handle	manejar	handle	manejar	V;IMP;FIN	V;NFIN
extinct	extinguido	extinct	extinguir	ADJ	ADJ;MASC;SG;V.PTCP
extinct	extinta	extinct	extinto	ADJ	ADJ;FEM;SG
extinct	extinto	extinct	extinto	ADJ	ADJ;MASC;SG
responded	respondió	respond	responder	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
responded	respondieron	respond	responder	V;PST;V.PTCP	V;IND;PL;3;PST;FIN
shares	acciones	share	acción	N;PL	N;FEM;PL
manufacturer	fabricante	manufacturer	fabricante	N;SG	N;SG
tales	historias	tale	historia	N;PL	N;FEM;PL
tales	relatos	tale	relato	N;PL	N;MASC;PL
tales	cuentos	tale	cuento	N;PL	N;MASC;PL
implementation	implementación	implementation	implementación	N;SG	N;FEM;SG
implementation	aplicación	implementation	aplicación	N;SG	N;FEM;SG
truck	camioneta	truck	camioneta	N;SG	N;FEM;SG
truck	camión	truck	camión	N;SG	N;MASC;SG
truck	camion	truck	camion	N;SG	N;MASC;SG
spelling	ortografía	spelling	ortografía	N;SG	N;FEM;SG
item	elemento	item	elemento	N;SG	N;MASC;SG
item	artículo	item	artículo	N;SG	N;MASC;SG
load	carga	load	carga	N;SG	N;FEM;SG
customers	clientes	customer	cliente	N;PL	N;PL
adds	agrega	add	agregar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
adds	añade	add	añadir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
spaces	espacios	space	espacio	N;PL	N;MASC;PL
cap	tapa	cap	tapa	N;SG	N;FEM;SG
cap	pac	cap	pac	N;SG	N;MASC;SG
cap	gorra	cap	gorra	N;SG	N;FEM;SG
ferry	ferry	ferry	ferry	N;SG	N;MASC;SG
ferry	transbordador	ferry	transbordador	N;SG	N;MASC;SG
prefer	prefiero	prefer	preferir	V;IND;PRS;FIN	V;IND;SG;1;PRS;FIN
prefer	prefieren	prefer	preferir	V;IND;PRS;FIN	V;IND;PL;3;PRS;FIN
prefer	prefiere	prefer	preferir	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
prefer	preferir	prefer	preferir	V;IND;PRS;FIN	V;NFIN
push	empujar	push	empujar	V;IMP;FIN	V;NFIN
lie	mentir	lie	mentir	V;IMP;FIN	V;NFIN
throne	trono	throne	trono	N;SG	N;MASC;SG
attracted	atrajo	attract	atraer	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
lion	león	lion	león	N;SG	N;MASC;SG
manor	mansión	manor	mansión	N;SG	N;FEM;SG
manor	manor	manor	manor	N;SG	N;MASC;SG
saudi	saudí	saudi	saudí	ADJ	ADJ;SG
saudi	saudita	saudi	saudita	ADJ	ADJ;SG
serial	serie	serial	serie	N;SG	N;FEM;SG
lights	luces	light	luz	N;PL	N;FEM;PL
lights	lights	light	light	N;PL	N
grandfather	abuelito	grandfather	abuelito	N;SG	N;MASC;SG
grandfather	abuelo	grandfather	abuelo	N;SG	N;MASC;SG
gauge	gálibo	gauge	gálibo	N;SG	N;MASC;SG
gauge	ancho	gauge	ancho	N;SG	N;MASC;SG
concerts	conciertos	concert	concierto	N;PL	N;MASC;PL
elder	anciano	elder	anciano	N;SG	N;MASC;SG
elder	elder	elder	elder	N;SG	N;MASC;SG
uniform	uniforme	uniform	uniforme	ADJ	ADJ;SG
chase	persecución	chase	persecución	N;SG	N;FEM;SG
chase	chase	chase	chase	N;SG	N;SG
computers	computadores	computer	computador	N;PL	N;MASC;PL
computers	computadoras	computer	computador	N;PL	N;FEM;PL
computers	ordenadores	computer	ordenador	N;PL	N;MASC;PL
flower	flor	flower	flor	N;SG	N;FEM;SG
disaster	catástrofe	disaster	catástrofe	N;SG	N;FEM;SG
disaster	desastre	disaster	desastre	N;SG	N;MASC;SG
survive	sobrevivir	survive	sobrevivir	V;IMP;FIN	V;NFIN
involves	involucra	involve	involucra	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
involves	implica	involve	implicar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
clothing	indumentaria	clothing	indumentaria	N;SG	N;FEM;SG
clothing	ropa	clothing	ropa	N;SG	N;FEM;SG
clothing	vestimenta	clothing	vestimenta	N;SG	N;FEM;SG
sharp	afilada	sharp	afilado	ADJ	ADJ;FEM;SG;V.PTCP
sharp	agudo	sharp	agudo	ADJ	ADJ;MASC;SG
sharp	afilado	sharp	afilar	ADJ	ADJ;MASC;SG;V.PTCP
explains	explica	explain	explicar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
publicly	públicamente	publicly	públicamente	ADV	ADV
meat	carne	meat	carne	N;SG	N;FEM;SG
literally	literalmente	literally	literalmente	ADV	ADV
spam	spam	spam	spam	N;SG	N;SG
telephone	teléfono	telephone	teléfono	N;SG	N;MASC;SG
telephone	telefono	telephone	telefono	N;SG	N;MASC;SG
telephone	telefonía	telephone	telefonía	N;SG	N;FEM;SG
moral	morales	moral	moral	ADJ	ADJ;PL
partially	parcialmente	partially	parcialmente	ADV	ADV
lawyers	juristas	lawyer	jurista	N;PL	N;PL
lawyers	abogados	lawyer	abogado	N;PL	N;MASC;PL
interviews	entrevistas	interview	entrevista	N;PL	N;FEM;PL
radar	radar	radar	radar	N;SG	N;MASC;SG
spending	gasto	spending	gasto	N;SG	N;MASC;SG
tea	té	tea	té	N;SG	N;MASC;SG
bright	luminoso	bright	luminoso	ADJ	ADJ;MASC;SG
bright	brillante	bright	brillante	ADJ	ADJ;SG
improving	mejorando	improve	mejorar	V;V.MSDR	V;V.MSDR
improving	mejorar	improve	mejorar	V;V.MSDR	V;NFIN
heaven	cielo	heaven	cielo	N;SG	N;MASC;SG
heaven	heaven	heaven	heaven	N;SG	N;SG
athlete	deportista	athlete	deportista	N;SG	N;SG
athlete	atleta	athlete	atleta	N;SG	N;SG
aspect	aspecto	aspect	aspecto	N;SG	N;MASC;SG
answers	respuestas	answer	respuesta	N;PL	N;FEM;PL
consumer	consumidor	consumer	consumidor	N;SG	N;MASC;SG
exclusive	exclusivo	exclusive	exclusivo	ADJ	ADJ;MASC;SG
exclusive	exclusiva	exclusive	exclusivo	ADJ	ADJ;FEM;SG
exclusive	exclusivas	exclusive	exclusivo	ADJ	ADJ;FEM;PL
exclusive	exclusivos	exclusive	exclusivo	ADJ	ADJ;MASC;PL
allies	aliados	ally	aliado	N;PL	N;MASC;PL
reviewer	revisor	reviewer	revisor	N;SG	N;MASC;SG
missile	misil	missile	misil	N;SG	N;MASC;SG
mechanism	mecanismo	mechanism	mecanismo	N;SG	N;MASC;SG
intention	intencion	intention	intencion	N;SG	N;FEM;SG
intention	intención	intention	intención	N;SG	N;FEM;SG
casualties	bajas	casualty	baja	N;PL	N;FEM;PL
casualties	víctimas	casualty	víctima	N;PL	N;FEM;PL
diseases	enfermedades	disease	enfermedad	N;PL	N;FEM;PL
rhythm	ritmo	rhythm	ritmo	N;SG	N;MASC;SG
catch	captura	catch	captura	N;SG	N;FEM;SG
poll	encuesta	poll	encuesta	N;SG	N;FEM;SG
poll	sondeo	poll	sondeo	N;SG	N;MASC;SG
deck	mazo	deck	mazo	N;SG	N;MASC;SG
deck	baraja	deck	barajar	N;SG	N;FEM;SG
antarctic	antártica	antarctic	antártica	ADJ	ADJ;FEM;SG
antarctic	antártico	antarctic	antártico	ADJ	ADJ;MASC;SG
lasted	duraron	last	durar	V;PST;V.PTCP	V;IND;PL;3;PST;FIN
lasted	duró	last	durar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
ranges	gamas	range	gama	N;PL	N;FEM;PL
ranges	rangos	range	rango	N;PL	N;MASC;PL
ranges	intervalos	range	intervalo	N;PL	N;MASC;PL
ordinary	ordinario	ordinary	ordinario	ADJ	ADJ;MASC;SG
ordinary	ordinarios	ordinary	ordinario	ADJ	ADJ;MASC;PL
ordinary	ordinarias	ordinary	ordinario	ADJ	ADJ;FEM;PL
ordinary	ordinaria	ordinary	ordinario	ADJ	ADJ;FEM;SG
insects	insectos	insect	insecto	N;PL	N;MASC;PL
suffering	sufrimiento	suffering	sufrimiento	N;SG	N;MASC;SG
worship	adoración	worship	adoración	N;SG	N;FEM;SG
worship	culto	worship	culto	N;SG	N;MASC;SG
boundaries	límites	boundary	límite	N;PL	N;MASC;PL
boundaries	fronteras	boundary	frontera	N;PL	N;FEM;PL
boundaries	limites	boundary	limit	N;PL	N;MASC;PL
blind	ciego	blind	ciego	ADJ	ADJ;MASC;SG
blind	ciega	blind	ciego	ADJ	ADJ;FEM;SG
assuming	suponiendo	assume	suponer	V;V.MSDR	V;V.MSDR
assuming	asumiendo	assume	asumir	V;V.MSDR	V;V.MSDR
patterns	pautas	pattern	pauta	N;PL	N;FEM;PL
patterns	patrones	pattern	patrón	N;PL	N;MASC;PL
arrangement	acuerdo	arrangement	acuerdo	N;SG	N;MASC;SG
arrangement	arreglo	arrangement	arreglo	N;SG	N;MASC;SG
globe	globo	globe	globo	N;SG	N;MASC;SG
globe	globe	globe	globe	N;SG	N;SG
honours	distinciones	honour	distinción	N;PL	N;FEM;PL
honours	honores	honour	honor	N;PL	N;MASC;PL
gross	asqueroso	gross	asqueroso	ADJ	ADJ;MASC;SG
gross	bruto	gross	bruto	ADJ	ADJ;MASC;SG
applies	aplica	apply	aplicar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
gradually	progresivamente	gradually	progresivamente	ADV	ADV
gradually	gradualmente	gradually	gradualmente	ADV	ADV
managing	gestión	manage	gestión	N;SG	N;FEM;SG
experiment	experimentación	experiment	experimentación	N;SG	N;FEM;SG
experiment	experimento	experiment	experimento	N;SG	N;MASC;SG
radical	radical	radical	radical	ADJ	ADJ;SG
radical	radicales	radical	radical	ADJ	ADJ;PL
legs	patas	leg	pata	N;PL	N;FEM;PL
legs	piernas	leg	pierna	N;PL	N;FEM;PL
opponent	oponente	opponent	oponente	N;SG	N;SG
opponent	adversario	opponent	adversario	N;SG	N;MASC;SG
diameter	diámetro	diameter	diámetro	N;SG	N;MASC;SG
supplies	provisiones	supplies	provisión	N;PL	N;FEM;PL
supplies	suministros	supplies	suministro	N;PL	N;MASC;PL
pitch	brea	pitch	brea	N;SG	N;FEM;SG
utility	utilidad	utility	utilidad	N;SG	N;FEM;SG
cleanup	limpieza	cleanup	limpieza	N;SG	N;FEM;SG
opponents	adversarios	opponent	adversario	N;PL	N;MASC;PL
opponents	oponentes	opponent	oponente	N;PL	N;PL
opponents	opositores	opponent	opositor	N;PL	N;MASC;PL
regime	régimen	regime	régimen	N;SG	N;MASC;SG
plenty	abundancia	plenty	abundancia	N;SG	N;FEM;SG
genera	géneros	genera	género	N;PL	N;MASC;PL
diplomatic	diplomática	diplomatic	diplomático	ADJ	ADJ;FEM;SG
diplomatic	diplomáticos	diplomatic	diplomático	ADJ	ADJ;MASC;PL
diplomatic	diplomáticas	diplomatic	diplomático	ADJ	ADJ;FEM;PL
germans	alemanes	german	alemán	N;PL	N;MASC;PL
seal	foca	seal	foca	N;SG	N;FEM;SG
seal	sello	seal	sello	N;SG	N;MASC;SG
concepts	conceptos	concept	concepto	N;PL	N;MASC;PL
concepts	nociones	concept	noción	N;PL	N;FEM;PL
sword	espada	sword	espada	N;SG	N;FEM;SG
virus	virus	virus	virus	N;SG	N;MASC
populations	poblaciones	population	población	N;PL	N;FEM;PL
bull	toro	bull	toro	N;SG	N;MASC;SG
bull	bull	bull	bull	N;SG	N;SG
drummer	baterista	drummer	baterista	N;SG	N;SG
presents	presenta	present	presentar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bias	parcialidad	bias	parcialidad	N;SG	N;FEM;SG
bias	sesgo	bias	sesgo	N;SG	N;MASC;SG
merger	fusión	merger	fusión	N;SG	N;FEM;SG
messages	mensajes	message	mensaje	N;PL	N;MASC;PL
rebellion	rebelión	rebellion	rebelión	N;SG	N;FEM;SG
premiere	premiere	premiere	premerir	N;SG	N;FEM;SG
premiere	estreno	premiere	estreno	N;SG	N;MASC;SG
physician	medico	physician	medico	N;SG	N;MASC;SG
physician	médico	physician	médico	N;SG	N;MASC;SG
victim	víctima	victim	víctima	N;SG	N;FEM;SG
victim	victima	victim	victima	N;SG	N;FEM;SG
angels	ángeles	angel	ángel	N;PL	N;MASC;PL
angels	angeles	angel	angel	N;PL	N;MASC;PL
angels	angelitos	angel	angelito	N;PL	N;MASC;PL
angels	angels	angel	angels	N;PL	N;MASC;PL
noise	ruido	noise	ruido	N;SG	N;MASC;SG
duo	dúo	duo	dúo	N;SG	N;MASC;SG
beer	cerveza	beer	cerveza	N;SG	N;FEM;SG
palestinian	palestina	palestinian	palestino	ADJ	ADJ;FEM;SG
palestinian	palestinas	palestinian	palestino	ADJ	ADJ;FEM;PL
copper	cobre	copper	cobre	N;SG	N;MASC;SG
jurisdiction	jurisdicción	jurisdiction	jurisdicción	N;SG	N;FEM;SG
jurisdiction	competencia	jurisdiction	competencia	N;SG	N;FEM;SG
improvements	mejoras	improvement	mejora	N;PL	N;FEM;PL
ski	esqui	ski	esqui	N;SG	N;MASC;SG
ski	ski	ski	ski	N;SG	N;MASC
ski	esquí	ski	esquí	N;SG	N;MASC;SG
loop	loop	loop	loop	N;SG	N
loop	bucle	loop	bucle	N;SG	N;MASC;SG
drum	tambor	drum	tambor	N;SG	N;MASC;SG
dramatic	dramática	dramatic	dramático	ADJ	ADJ;FEM;SG
dramatic	dramáticos	dramatic	dramático	ADJ	ADJ;MASC;PL
dramatic	dramáticas	dramatic	dramático	ADJ	ADJ;FEM;PL
dramatic	dramático	dramatic	dramático	ADJ	ADJ;MASC;SG
talks	conversaciones	talk	conversación	N;PL	N;FEM;PL
talks	charlas	talk	charla	N;PL	N;FEM;PL
earthquake	terremoto	earthquake	terremoto	N;SG	N;MASC;SG
earthquake	temblor	earthquake	temblor	N;SG	N;MASC;SG
earthquake	sismo	earthquake	sismo	N;SG	N;MASC;SG
hat	gorro	hat	gorro	N;SG	N;MASC;SG
hat	sombrero	hat	sombrero	N;SG	N;MASC;SG
hat	hat	hat	haber	N;SG	N
hat	gorra	hat	gorra	N;SG	N;FEM;SG
requirement	requisito	requirement	requisito	N;SG	N;MASC;SG
tanks	tanques	tank	tanque	N;PL	N;MASC;PL
tanks	cisternas	tank	cisterna	N;PL	N;FEM;PL
presidents	presidentes	president	presidente	N;PL	N;MASC;PL
societies	sociedades	society	sociedad	N;PL	N;FEM;PL
defending	defendiendo	defend	defender	V;V.MSDR	V;V.MSDR
defending	defender	defend	defender	V;V.MSDR	V;NFIN
alcohol	alcohol	alcohol	alcohol	N;SG	N;MASC;SG
dominated	dominado	dominate	dominado	ADJ	ADJ;MASC;SG;V.PTCP
dominated	dominados	dominate	dominado	ADJ	ADJ;MASC;PL;V.PTCP
dominated	dominada	dominate	dominado	ADJ	ADJ;FEM;SG;V.PTCP
dominated	dominadas	dominate	dominado	ADJ	ADJ;FEM;PL;V.PTCP
eat	comer	eat	comer	V;IMP;FIN	V;NFIN
graphics	gráficos	graphic	gráfico	N;PL	N;MASC;PL
constituencies	circunscripciones	constituency	circunscripción	N;PL	N;FEM;PL
coffee	coffee	coffee	coffear	N;SG	N
coffee	cafe	coffee	cafe	N;SG	N;SG
coffee	cafetería	coffee	cafetería	N;SG	N;FEM;SG
coffee	café	coffee	café	N;SG	N;MASC;SG
batting	bateo	bat	bateo	N;SG	N;MASC;SG
chancellor	canciller	chancellor	canciller	N;SG	N;SG
destroy	destruyan	destroy	destruir	V;IMP;FIN	V;IMP;PL;3;FIN
destroy	destruir	destroy	destruir	V;IMP;FIN	V;NFIN
tons	toneladas	ton	tonelada	N;PL	N;FEM;PL
exclusively	exclusivamente	exclusively	exclusivamente	ADV	ADV
connections	conexiones	connection	conexión	N;PL	N;FEM;PL
rush	rush	rush	rush	N;SG	N
heights	heights	height	height	N;PL	N;MASC;PL
heights	alturas	height	altura	N;PL	N;FEM;PL
outcome	desenlace	outcome	desenlace	N;SG	N;MASC;SG
outcome	resultado	outcome	resultado	N;SG	N;MASC;SG
apartment	apartamento	apartment	apartamento	N;SG	N;MASC;SG
apartment	piso	apartment	piso	N;SG	N;MASC;SG
apartment	departamento	apartment	departamento	N;SG	N;MASC;SG
cardinals	cardenales	cardinal	cardenal	N;PL	N;MASC;PL
fill	llenar	fill	llenar	V;IMP;FIN	V;NFIN
fill	rellenar	fill	rellenar	V;IMP;FIN	V;NFIN
