και	och	και	och	CONJ	CONJ
μαθηματικό	matematiskt	μαθηματικός	matematisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
θερμική	termisk	θερμικός	termisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
θερμική	termiskt	θερμικός	termisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
διάνυσμα	vektor	διάνυσμα	vektor	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
πλησιάζει	närmar	πλησιάζω	närma	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
τομή	korsning	τομή	korsning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
τομή	korsningen	τομή	korsning	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
τομή	snittet	τομή	snitte	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
τομή	snitt	τομή	snitta	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
δημοφιλείς	populära	δημοφιλέας	populär	ADJ;NOM;FEM;PL	ADJ;NOM;PL
λεία	booty	λέγω	booty	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ενδιάμεσο	mellannivå	ενδιάμεσος	mellannivå	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
κρατώντας	håller	κρατώ	hålla	V;IPFV;V.CVB;ACT	V;IND;PRS;FIN;ACT
κατευθύνσεις	riktningar	κατεύθυνση	riktning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
χαμηλότερο	nedre	χαμηλός	nedre	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR
χαμηλότερο	lägre	χαμηλός	låg	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR
διδάσκει	undervisar	διδάζκω	undervisa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
βοηθάει	hjälper	βοηθώ	hjälpa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
λωρίδες	remsor	λωρίδα	remsa	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
λωρίδες	ränder	λωρίδα	rända	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
καλεί	inbjuder	καλώ	inbjuda	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
καλεί	ringer	καλώ	ringa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
καλεί	anropar	καλώ	anropa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
γειτονικές	angränsande	γειτονικός	angränsande	ADJ;NOM;FEM;PL	ADJ;NOM;PRS;V.PTCP
οριζόντια	horisontellt	οριζόντια	horisontell	ADV	ADV
οριζόντια	vågrätt	οριζόντια	vågrätt	ADV	ADV
πελάτες	kunderna	πελάτης	kund	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
πελάτες	kunder	πελάτης	kund	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
πελάτες	klienterna	πελάτης	klient	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
πελάτες	klienter	πελάτης	klient	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
πελάτες	kunder	πελάτης	kund	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
δημοσιεύσεις	stolpar	δημοσίευση	stolpe	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
δημοσιεύσεις	publikationer	δημοσίευση	publikation	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ειδικοί	sakkunniga	ειδικός	sakkunnig	ADJ;NOM;MASC;PL	ADJ;NOM;PL
βορειοανατολική	nordöstra	βορειοανατολικός	nordöstra	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;SG
βορειοανατολική	nordöstra	βορειοανατολικός	nordöstra	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;SG
αγόρια	pojkar	αγόρι	pojke	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
αγόρια	grabbar	αγόρι	grabb	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
θρίλερ	thriller	θρίλερ	thriller	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
κοινός	vanligt	κοινός	vanlig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
κοινός	gemensamt	κοινός	gemensam	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
κοινός	vanlig	κοινός	vanlig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
θύελλα	stormen	θύελλα	storm	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
θύελλα	storm	θύελλα	stor	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ξεπεράσει	överträffa	ξεπερνώ	överträffa	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
ξεπεράσει	övervinna	ξεπερνώ	övervinna	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
ακολουθείται	följs	ακολουθώ	följa	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PRS;FIN;PASS
προσκήνιο	förgrunden	προσκήνιο	förgrund	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
κλείνει	stänger	κλείνω	stang	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
θέρμανση	heat	θέρμανση	heat	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
θέρμανση	värme	θέρμανση	värme	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
θέρμανση	uppvärmning	θέρμανση	uppvärmning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
θέρμανση	upphettning	θέρμανση	upphettning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
θέρμανση	värme	θέρμανση	värme	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αναθεώρηση	översyn	αναθεώρηση	översyn	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αναθεώρηση	granskning	αναθεώρηση	granskning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αναθεώρηση	omprövning	αναθεώρηση	omprövning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αναθεώρηση	recension	αναθεώρηση	recension	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αναθεώρηση	revidering	αναθεώρηση	revidering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αναθεώρηση	översyn	αναθεώρηση	översyn	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αναθεώρηση	revision	αναθεώρηση	revision	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αναθεώρηση	resning	αναθεώρηση	resning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αναθεώρηση	omarbetning	αναθεώρηση	omarbetning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ανεπάρκεια	brist	ανεπάρκεια	brist	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
σκιά	skugga	σκιά	skugga	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
σκιά	shadow	σκιά	shado	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
σκιά	skuggan	σκιά	skugga	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
σκιά	skugga	σκιά	skugga	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
σκιά	skuggan	σκιά	skugga	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
σκιά	nyans	σκιά	nyans	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εξαγωγή	export	εξαγωγή	export	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εξαγωγή	export	εξαγωγή	export	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
συνομοσπονδία	edsförbundet	συνομοσπονδία	edsförbund	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
εκφράζεται	uttrycks	εκφράζω	uttrycka	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PRS;FIN;PASS
διαφωνίες	tvister	διαφωνία	tvist	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
διαφωνίες	dispyter	διαφωνία	dispyta	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
διαφωνίες	meningsskiljaktigheter	διαφωνία	meningsskiljaktighet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
συλλογική	kollektivt	συλλογικός	kollektiv	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
προστάτης	prostata	προστάτης	prostata	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
προστάτης	patron	προστάτης	patron	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
κατάστημα	butiken	κατάστημα	butik	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
κατάστημα	butik	κατάστημα	butik	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
κατάστημα	butiken	κατάστημα	butik	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
κατάστημα	butik	κατάστημα	butik	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
επηρεάζουν	påverkar	επηρεάζω	påverka	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
απεικονίσεις	skildringar	απεικόνιση	skildring	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
απεικονίσεις	illustrationer	απεικόνιση	illustration	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
νότιος	sydlig	νότιος	sydlig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
νότιος	södra	νότιος	södra	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;SG
ξένοι	utomstående	ξένος	utomstående	ADJ;NOM;MASC;PL	ADJ;NOM;PRS;V.PTCP
χούντα	juntan	χούντα	junta	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
παραγγελία	beställning	παραγγελία	beställning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
παραγγελία	ordningsföljd	παραγγελία	ordningsföljd	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
παραγγελία	beställning	παραγγελία	beställning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
παραγγελία	ordning	παραγγελία	ordning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αγαθά	varor	αγαθό	vara	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
περίοδοι	perioder	περίοδος	period	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
σκληρά	hårt	σκληρά	hård	ADV	ADV
πόρτες	dörrarna	πόρτης	dörr	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
πόρτες	dörrar	πόρτης	dörr	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
αυτοβιογραφία	självbiografi	αυτοβιογραφία	självbiografi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
υπολογιστής	datorn	υπολογιστής	dator	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
υπολογιστής	dator	υπολογιστής	dator	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
εγγραφή	registrering	εγγραφή	registrering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εγγραφή	inspelning	εγγραφή	inspelning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εγγραφή	registrering	εγγραφή	registrering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εγγραφή	inskrivning	εγγραφή	inskrivning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εγγραφή	registreringen	εγγραφή	registrering	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ταχεία	påskyndat	ταχύς	påskyndad	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ταχεία	snabb	ταχύς	snabb	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
εξωτερικός	extern	εξωτερικός	exter	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
εξωτερικός	yttre	εξωτερικός	yttre	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR
άξονας	axeln	άξονας	axel	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
προφήτης	profet	πρόφητος	prof	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
προφήτης	profeten	πρόφητος	profet	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
φαινόταν	tycktes	φαίνομαι	tyckas	V;IPFV;IND;SG;3;PST;FIN;PASS	V;IND;PST;FIN;PASS
αντιπρόσωπος	ombud	αντιπρόσωπος	ombud	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
αντιπρόσωπος	representant	αντιπρόσωπος	representant	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
αντιπρόσωπος	delegat	αντιπρόσωπος	delegat	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ζωντανό	levande	ζωντανός	levande	ADJ;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
αναγνωρίσει	identifiera	αναγνωρίζω	identifiera	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
ντουέτο	duett	ντούω	duena	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
ντουέτο	duo	ντούω	duo	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
βακτήρια	bakterier	βακτήριο	bakterie	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
επιτροπές	kommissioner	επιτροπή	kommission	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
επιτροπές	kommittéer	επιτροπή	kommitté	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
επιτροπές	kommittéerna	επιτροπή	kommitté	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
διαβάζει	läser	διαβάζω	läsa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
πλοκή	komplott	πλοκή	komplott	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
καρκίνος	cancer	καρκίνος	cancer	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ονοματολογία	nomenklaturen	ονοματολογία	nomenklatur	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ονοματολογία	nomenklatur	ονοματολογία	nomenklatur	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
πρόσφερε	erbjöd	προσφέρω	erbjuda	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN;ACT
πιλότος	piloten	πιλότος	pilot	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
πιλότος	pilot	πιλότος	pilot	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
στόχοι	syften	στόχος	syfte	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
στόχοι	målsättningar	στόχος	målsättning	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
στόχοι	syften	στόχος	syfte	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
στόχοι	målsättningar	στόχος	målsättning	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
στόχοι	måltavlor	στόχος	måltavlor	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
εκτελεστική	verkställande	εκτελεστικός	verkställande	ADJ;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
απαιτούσε	krävt	απαιτώ	kräva	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.CVB;ACT
απαιτούσε	krävde	απαιτώ	kräva	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN;ACT
ισχύς	hållfasthet	ισχύς	hållfasthet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ισχύς	styrka	ισχύς	styrka	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ισχύς	giltighet	ισχύς	giltighet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ισχύς	kraft	ισχύς	kraft	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ισχύς	makt	ισχύς	makt	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ισχύς	power	ισχύς	power	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
συμφωνεί	samtycker	συμφωνώ	samtyck	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
συμφωνεί	instämmer	συμφωνώ	instämma	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
νομοθετικό	lagstiftande	νομοθετικός	lagstiftande	ADJ;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
υπεύθυνο	ansvarsfullt	υπεύθυνος	ansvarsfull	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
υπεύθυνο	ansvarsfull	υπεύθυνος	ansvarsfull	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
υπεύθυνο	ansvarig	υπεύθυνος	ansvarig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
υπεύθυνο	ansvarigt	υπεύθυνος	ansvarig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
χωρίζει	separerar	χωρίζω	separera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
χωρίζει	skiljer	χωρίζω	skilja	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
οροπέδιο	platå	οροπέδιο	platå	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
στρατηγοί	generaler	στρατηγός	general	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
οδύσσεια	odyssey	οδύσσεια	odyssey	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ταξιδεύει	reser	ταξιδεύω	resa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
ταξιδεύει	reser	ταξιδεύω	resa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
ετυμολογία	etymologi	ετυμολογία	etymologi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μάθημα	lärdom	μάθημα	lärdom	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
μάθημα	lektion	μάθημα	lektion	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
μάθημα	lektionen	μάθημα	lektion	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
μάθημα	läxa	μάθημα	läxa	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
μάθημα	klass	μάθημα	klass	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
μάθημα	klassen	μάθημα	klass	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
ρητά	uttryckligen	ρητά	uttryckligen	ADV	ADV
ρητά	uttryckligen	ρητά	uttryckligen	ADV	ADV
παράθυρο	fönstret	παράθυρος	fönstr	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
παράθυρο	fönster	παράθυρος	fönster	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
κατοικούν	bebor	κατοικώ	bebo	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
εισάγει	infogar	εισάγω	infoga	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
εισάγει	introducerar	εισάγω	introducera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
γλύπτες	skulptörer	γλύπτης	skulptör	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
γυμνό	naken	γυμνό	nake	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
γυμνό	nakenhet	γυμνό	nakenhet	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
γυμνό	naken	γυμνό	nake	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
αποκαλύφθηκε	avslöjades	αποκαλύπτω	avslöja	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PST;FIN;PASS
αποκαλύφθηκε	avslöjas	αποκαλύπτω	avslöja	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;NFIN;PASS
μετα	efteråt	μετα	efteråt	ADV	ADV
ινδική	indisk	ινδικός	indisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
ινδική	indiskt	ινδικός	indisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
κινηματογράφος	bio	κινηματογράφος	bio	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
κινηματογράφος	biograf	κινηματογράφος	biograf	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
αδελφές	systrar	αδελφή	syster	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
απλός	enkelt	απλός	enkel	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
απλός	enkel	απλός	enkel	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
πουλί	kuk	πουλί	kuk	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
πουλί	fågel	πουλί	fågel	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
πουλί	fågeln	πουλί	fågel	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
γιανγκ	yang	γιανγκ	yang	N	N;NOM;INDF;MASC+FEM;SG
δωμάτια	rummen	δωμάτι	rumme	N;NOM;NEUT;PL	N;NOM;DEF;NEUT;PL
πύργους	tornen	πύργος	tor	N;NOM;MASC;PL	N;NOM;DEF;NEUT;PL
πύργους	höghusen	πύργος	höghus	N;NOM;MASC;PL	N;NOM;DEF;NEUT;PL
λείπουν	saknar	λείπω	sakna	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
προτεινόμενη	rekommenderas	προτεινόμενος	rekommendera	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;NFIN;PASS
ιππείς	ryttare	ιππές	rytt	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ιππείς	ryttare	ιππές	rytt	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
κυριαρχεί	dominerar	κυριαρχώ	dominera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
κυριαρχεί	dominerar	κυριαρχώ	dominera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
δοκίμιο	uppsats	δοκίμιο	uppsats	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
δοκίμιο	uppsatsen	δοκίμιο	uppsats	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
τοίχους	murar	τοίχος	mura	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
τοίχους	väggarna	τοίχος	vägg	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
τοίχους	väggar	τοίχος	vägg	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
οδηγοί	chaufförer	οδηγός	chaufför	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
οδηγοί	förare	οδηγός	förare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
οδηγοί	drivrutiner	οδηγός	drivrutin	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
οδηγοί	guider	οδηγός	guid	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ιδρυτές	grundare	ιδρυτής	grund	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ιδρυτές	grundarna	ιδρυτής	grundare	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
πάρκα	parker	πάρκα	park	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
πολυάριθμες	talrika	πολύαριθμος	talrik	ADJ;NOM;FEM;PL	ADJ;NOM;PL
ευαγγέλιο	evangelium	ευαγγέλιο	evangelium	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
νεότερο	nyare	νέος	ny	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR
αιχμαλωσία	fångenskap	αιχμαλωσία	fångenskap	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
γραμμάρια	gram	γραμμάριο	gram	N;NOM;NEUT;PL	N
γραμμάρια	gram	γραμμάριο	gram	N;NOM;NEUT;PL	N
πολιτιστικός	kulturellt	πολιτιστικός	kulturell	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
πολιτιστικός	kulturell	πολιτιστικός	kulturell	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
ικανός	kapabel	ικανός	kapabel	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
ικανός	duglig	ικανός	duglig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
λεωφόρος	boulevard	λεωφόρος	boulevard	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
λεωφόρος	avenyn	λεωφόρος	avenyn	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
λεωφόρος	avenue	λεωφόρος	avenue	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
λεωφόρος	motorväg	λεωφόρος	motorväg	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
λεωφόρος	landsväg	λεωφόρος	landsväg	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
άπειρο	oändligheten	άπειρο	oändlighet	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
άπειρο	oändlighet	άπειρο	oändlighet	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
λευκός	vit	λευκός	vit	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
λευκός	vitt	λευκός	vitt	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
καταστραφεί	förstöras	καταστρέφω	förstöra	V;PFV;NFIN;PASS	V;NFIN;PASS
ζωγράφισε	målade	ζωγραφίζω	måla	V;PFV;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP;ACT
ξένη	utländsk	ξένος	utländsk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
ξένη	utländskt	ξένος	utländsk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
ξένη	främmande	ξένος	främmande	ADJ;NOM;FEM;SG	ADJ;NOM
τακτικό	taktisk	τακτικός	taktisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
κοσμήματα	ädelstenar	κόσμημα	ädelstena	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
