nicht	नहीं	nicht	नहीं	PART;NEG	PART;NEG
liest	पढ़े	lesen	पढ़े	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;FIN;ACT
reihen	बाँधने	reih	बाँध	V;NFIN	V;NFIN;ACT
hilfreich	उपयोगी	hilfreich	उपयोगी	ADJ	ADJ
hilfreich	उपयोगी	hilfreich	उपयोगी	ADJ	ADJ
#aaa	#aaa	#aaa	#aaa		
gefangen	खिलाते	fangen	खिला	V;V.PTCP	V;IPFV;MASC;PL;V.PTCP;ACT
gefangen	फंस	fangen	फँस	V;V.PTCP	V;ACT
statue	पुतला	statu	पुतला	N;NOM;SG	N;NOM;MASC;SG;3
statue	प्रतिमा	statu	प्रतिमा	N;NOM;SG	N;NOM;FEM;SG;3
sobald	एकबार	sobald	एकबार	ADV	ADV
therapie	चिकित्सक	therapie	चिकित्सक	N;SG	N;NOM;MASC;SG;3
therapie	चिकित्सा	therapie	चिकित्सा	N;SG	N;NOM;FEM;SG;3
therapie	therapies	therapie	therapies	N;SG	N;NOM;MASC;SG;3
demokratische	लोकतांत्रिक	demokratisch	लोकतांत्रिक	ADJ;NOM;FEM;PL	ADJ
gewässer	जलीय	gewässer	जलीय		
erzeugen	बनाएं	erzeugen	बना	V;NFIN	V;SBJV;PL;3;FIN;ACT
erzeugen	बनाएँ	erzeugen	बना	V;NFIN	V;SBJV;PL;FIN;ACT
erzeugen	बनाने	erzeugen	बना	V;NFIN	V;MASC;NFIN;ACT
erzeugen	बनाना	erzeugen	बना	V;NFIN	V;MASC;NFIN;ACT
flüsse	नहरें	flüssen	नहर	N;NOM;MASC;PL	N;NOM;FEM;PL;3
flüsse	नदियाँ	flüssen	नदी	N;NOM;MASC;PL	N;NOM;FEM;PL;3
kämpfe	लड़ो	kämpfen	लड़ो		
million	लाख	Million	लाख	NUM	NUM
erhaltene	प्राप्त	erhalten	प्राप्त	ADJ;NOM;FEM;PL	ADJ
verkaufen	बेचें	verkaufen	बेच	V;NFIN	V;SBJV;PL;FIN;ACT
zulassung	दाखिले	zulassung	दाखिला	N	N;NOM;MASC;SG;3
zulassung	प्रवेश	zulassung	प्रवेश	N	N;NOM;MASC;SG;3
zulassung	प्रत्यायन	zulassung	प्रत्यायन	N	N;NOM;MASC;SG;3
zulassung	लाइसेंसिंग	zulassung	लाइसेंसिंग	N	N;NOM;FEM;SG;3
asteroid	क्षुद्रग्रह	asteroid	क्षुद्रग्रह	N;NOM;SG	N;NOM;MASC;SG;3
schlechten	खराब	schlecht	खराब	ADJ	ADJ
steine	पत्थरों	stein	पत्थर	N	N;ACC;MASC;PL;3
steine	ईंटें	stein	ईंटा	N	N;NOM;FEM;PL;3
steine	पत्थर	stein	पत्थर	N	N;NOM;MASC;PL;3
steine	टाइलें	stein	टाइल	N	N;NOM;FEM;PL;3
steine	टाइल	stein	टाइल	N	N;NOM;MASC;SG;3
steine	चट्टानें	stein	चट्टान	N	N;NOM;FEM;PL;3
markiert	चिह्नित	markieren	चिह्नित	ADJ;V.PTCP	ADJ
historisches	ऐतिहासिक	historisch	ऐतिहासिक	ADJ;NOM;NEUT;SG	ADJ
historisches	ऐतिहासिक	historisch	ऐतिहासिक	ADJ;NOM;NEUT;SG	ADJ
schwach	कमजोर	schwach	कमजोर	ADJ	ADJ
anwesen	मैनर	anwesen	मैनर		
traditionelle	परंपरागत	traditionell	परंपरागत	ADJ;NOM;FEM;PL	ADJ
genre	घराना	genr	घरा		
erkannt	पहचाना	erkennen	पहचान	V;V.PTCP	V;MASC;SG;V.PTCP;ACT
haupt	मेन	haupen	मेन		
positive	सकारात्मक	positiv	सकारात्मक	ADJ;NOM;FEM;PL	ADJ
tausend	हजार	tausend	हजार	NUM	NUM
gattungen	शैलियाँ	gattung	शैली	N;NOM;FEM;PL	N;NOM;FEM;PL;3
übrig	शेष	übrig	शेष	ADJ	ADJ
übrig	बाकी	übrig	बाकी	ADJ	ADJ
tür	दरवाजे	tür	दरवाजा	N	N;NOM;MASC;PL;3
tür	दरवाजा	tür	दरवाजा	N	N;NOM;MASC;SG;3
tür	दरवाज़ा	tür	दरवाज़ा	N	N;NOM;MASC;SG;3
tür	द्वार	tür	द्वार	N	N;NOM;MASC;SG;3
tür	दरवाजे	tür	दरवाजा	N	N;NOM;MASC;PL;3
tür	दरवाजों	tür	दरवाज	N	N;ACC;MASC;PL;3
tür	द्वार	tür	द्वार	N	N;NOM;MASC;SG;3
fliegen	उड़ना	fliegen	उड़	V;NFIN	V;MASC;NFIN;ACT
fliegen	उड़	fliegen	उड़	V;NFIN	V;ACT
fliegen	उड़ता	fliegen	उड़	V;NFIN	V;IPFV;MASC;SG;V.PTCP;ACT
fliegen	उड़ती	fliegen	उड़	V;NFIN	V;IPFV;FEM;SG;V.PTCP;ACT
kulturellen	सांस्कृतिक	kulturell	सांस्कृतिक	ADJ	ADJ;NOM
finanzielle	वित्तीय	finanziell	वित्तीय	ADJ;NOM;FEM;PL	ADJ;NOM
römer	रोमन	rom	रोमन		
vermögen	दौलत	vermögen	दौलत		
gefragt	पुछा	fragen	पुछा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gefragt	माँगी	fragen	मांग	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gefragt	पूछे	fragen	पूछ	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
gefragt	पूछा	fragen	पूछ	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
tanz	नाच	tanz	नाच		
tanz	नाचना	tanz	नाचना		
glas	काँच	glas	काँच		
kauf	खरीद	kauf	खरीद	N;SG	N;NOM;FEM;SG;3
kauf	खरीदारी	kauf	खरीदारी	N;SG	N;NOM;FEM;SG;3
kauf	क्रय	kauf	क्रय	N;SG	N;NOM;MASC;SG;3
atp	एटीपी	atp	एटीपी		
these	लेख	these	लेख	N;NOM	N;NOM;MASC;SG;3
prozesse	प्रक्रियाएँ	prozeß	प्रक्रिया	N;PL	N;NOM;FEM;PL;3
prozesse	प्रक्रियाओं	prozeß	प्रक्रिया	N;PL	N;ACC;FEM;PL;3
kommune	कम्यून	kommun	कम्यून	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kommune	नगरपालिका	kommun	नगरपालिका	N;NOM;FEM;SG	N;NOM;FEM;SG;3
geschätzt	सराहा	schätzen	सराह	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
waffe	गन	waffen	गन		
ice	आइस	ice	आइस		
negativ	नकारात्मक	negativ	नकारात्मक	ADJ	ADJ
schwerer	भारी	schwer	भारी	ADJ	ADJ;NOM
streifen	पटी	streifen	पट	V;NFIN	V;SG;V.PTCP;ACT
kennzeichen	टैग्स	kennzeichen	टैग्स		
verwandt	संबंधित	verwandt	संबंधित	ADJ	ADJ
verwandt	सम्बन्धित	verwandt	संबन्धित	ADJ	ADJ
typen	यारों	typen	यार	N;NOM;PL	N;NOM;MASC;PL;3
distanz	अलहदा	distanz	अलहदा		
begraben	दफनाने	begraben	दफना	V;V.PTCP	V;NFIN;ACT
begraben	दफना	begraben	दफना	V;V.PTCP	V;SG;FIN;ACT
pass	pass	pass	pass		
nahrung	भोजन	nahrung	भोजन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nahrung	खाना	nahrung	खाना	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nahrung	पोषण	nahrung	पोषण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nahrung	आहार	nahrung	आहार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
doktor	दस्तावेज़	doktor	दस्तावेज़	N;SG	N;NOM;MASC;SG;3
doktor	डाक्टर	doktor	डाक्टर	N;SG	N;NOM;MASC;SG;3
doktor	डॉक्टर	doktor	डॉक्टर	N;SG	N;NOM;MASC;SG;3
eisen	अमिश्रित	eise	अमिश्रित		
eisen	लोहा	eise	लोहा		
eisen	लौह	eise	लौह		
missbrauch	गाली	mißbrauchen	गाली		
missbrauch	गाली	mißbrauchen	गाली		
wiederhergestellt	लौटी	wiederherstellen	लौट	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
bogen	आर्क	biegen	आर्क		
ehrlich	ईमानदार	ehrlich	ईमानदार	ADJ	ADJ
kritisch	आलोचनात्मक	kritisch	आलोचनात्मक	ADJ	ADJ;NOM
kritisch	महत्वपूर्ण	kritisch	महत्वपूर्ण	ADJ	ADJ
kritisch	गंभीर	kritisch	गंभीर	ADJ	ADJ
bedeutender	प्रतिष्ठित	bedeutend	प्रतिष्ठित	ADJ	ADJ
stellvertreter	वैकल्पिक	stellvertreter	वैकल्पिक	ADJ	ADJ;NOM
fünfte	पाँचवा	fünft	पाँचवा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
fünfte	पांचवा	fünft	पांचवा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
fünfte	पांचवां	fünft	पांचवां	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
dahinter	पीछे	dahinter	पीछे	ADV	ADV;NOM;MASC;SG;3
vordergrund	समक्ष	vordergrund	समक्ष	ADV	ADV;NOM;MASC;SG;3
echte	असली	echt	असली	ADJ;NOM;FEM;PL	ADJ;NOM
echte	वास्तविक	echt	वास्तविक	ADJ;NOM;FEM;PL	ADJ;NOM
echte	वास्तविक	echt	वास्तविक	ADJ;NOM;FEM;PL	ADJ;NOM
wählen	चुनें	wählen	चुन	V;NFIN	V;SBJV;SG;FIN;ACT
wählen	चुनें	wählen	चुन	V;NFIN	V;SBJV;SG;FIN;ACT
hände	हैंड्स	hand	हैंड	N;NOM;FEM;PL	N;NOM;MASC;PL;3
beweis	प्रूफ	beweis	प्रूफ		
graben	खाई	graben	खा	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
graben	खोदने	graben	खोद	V;NFIN	V;MASC;NFIN;ACT
berühmten	मशहूर	berühmt	मशहूर	ADJ;PL	ADJ
berühmten	प्रसिद्ध	berühmt	प्रसिद्ध	ADJ;PL	ADJ
zugriff	एक्सेस	zugreifen	एक्सेस	N	N;NOM;MASC;SG;3
zugriff	अभिगम	zugreifen	अभिगम	N	N;NOM;MASC;SG;3
ausschuss	समिति	ausschassen	समिति	N	N;NOM;FEM;SG;3
ausschuss	कमेटी	ausschassen	कमेटी	N	N;NOM;FEM;SG;3
gäbe	होता	geben	हो	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
bewegt	चलती	bewegen	चल	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;SG;V.PTCP;ACT
voller	फुल	voll	फुल		
nehme	ले	nehmen	ले	V;IND;SG;3;PRS;FIN	V;ACT
erinnerungen	यादें	erinnerung	याद	N;NOM;FEM;PL	N;NOM;FEM;PL;3
vergleichsweise	अपेक्षाकृत	vergleichsweise	अपेक्षाकृत	ADV	ADV
werft	डॉकयार्ड	werfen	डॉकयार्ड	N;NOM;FEM;SG	N;NOM;MASC;SG;3
werft	यार्ड	werfen	यार्ड	N;NOM;FEM;SG	N;NOM;MASC;SG;3
böse	एंग्री	böse	एंग्री		
blauen	नीला	blau	नीला	ADJ	ADJ;NOM;MASC;SG
küche	व्यंजन	küchen	व्यंजन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
küche	भोजन	küchen	भोजन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
küche	रेस्टोरेंट	küchen	रेस्टोरेंट	N;NOM;FEM;SG	N;NOM;MASC;SG;3
küche	रेस्तरां	küchen	रेस्तरां	N;NOM;FEM;SG	N;NOM;MASC;SG;3
küche	रेस्टोरेंट	küchen	रेस्टोरेंट	N;NOM;FEM;SG	N;NOM;MASC;SG;3
küche	रेस्तरां	küchen	रेस्तरां	N;NOM;FEM;SG	N;NOM;MASC;SG;3
küche	रसोई	küchen	रसोई	N;NOM;FEM;SG	N;NOM;FEM;SG;3
küche	रसोईघर	küchen	रसोईघर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
geöffnet	खुला	öffnen	खुल	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
geöffnet	खोलें	öffnen	खोल	V;V.PTCP	V;SBJV;PL;FIN;ACT
geöffnet	खोला	öffnen	खोल	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
geöffnet	खोली	öffnen	खोल	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
veränderung	परिवर्धन	veränderung	परिवर्धन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
veränderung	परिवर्तन	veränderung	परिवर्तन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
veränderung	बदलाव	veränderung	बदलाव	N;NOM;FEM;SG	N;NOM;MASC;SG;3
stirbt	मरता	sterben	मर	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
stirbt	मरना	sterben	मर	V;IND;SG;3;PRS;FIN	V;MASC;NFIN;ACT
grundstück	प्लाट	grundstücken	प्लाट		
grundstück	land	grundstücken	land		
grundstück	लैंड	grundstücken	लैंड		
verteilung	वितरण	Verteilung	वितरण	N;NOM;SG	N;NOM;MASC;SG;3
piloten	पायलटों	pilot	पायलट	N;PL	N;ACC;MASC;PL;3
restauriert	लौटी	restaurieren	लौट	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
beschluss	फैसला	beschließen	फैसला	N	N;NOM;MASC;SG;3
beschluss	निर्णय	beschließen	निर्णय	N	N;NOM;MASC;SG;3
beschluss	वारंट	beschließen	वारंट	N	N;NOM;MASC;SG;3
klare	साफ	klar	साफ	ADJ;NOM;FEM;PL	ADJ
krise	मंदी	krise	मंदी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
krise	संकट	krise	संकट	N;NOM;FEM;SG	N;NOM;MASC;SG;3
glocke	घंटी	glock	घंटी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
besonderes	विशेष	besonder	विशेष	ADJ;NOM;NEUT;SG	ADJ;NOM
besonderes	खास	besonder	खास	ADJ;NOM;NEUT;SG	ADJ;NOM
lokal	स्थानीय	lokal	स्थानीय	ADJ	ADJ;NOM
mandat	आदेश	mandat	आदेश	N;NOM;SG	N;NOM;MASC;SG;3
mandat	जनादेश	mandat	जनादेश	N;NOM;SG	N;NOM;MASC;SG;3
echt	वास्तविक	echt	वास्तविक	ADJ	ADJ;NOM
echt	कानूनी	echt	कानूनी	ADJ	ADJ;NOM
opposition	विरोध	opposition	विरोध	N;NOM;SG	N;NOM;MASC;SG;3
opposition	विपक्ष	opposition	विपक्ष	N;NOM;SG	N;NOM;MASC;SG;3
dunkel	गहरा	dunkel	गहरा	ADJ	ADJ;NOM;MASC;SG
unabhängigen	स्वतंत्र	unabhängig	स्वतंत्र	ADJ	ADJ;NOM
partie	लॉट	partie	लॉट		
freigabe	रिलीज़	freigabe	रिलीज़	N;NOM;FEM;SG	N;NOM;MASC;SG;3
freigabe	रिलीज	freigabe	रिलीज	N;NOM;FEM;SG	N;NOM;MASC;SG;3
freigabe	निकासी	freigabe	निकासी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
freigabe	क्लीयरेंस	freigabe	क्लीयरेंस	N;NOM;FEM;SG	N;NOM;MASC;SG;3
geschäft	शॉप	schäfen	शॉप	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
geschäft	दुकान	schäfen	दुकान	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
geschäft	दूकान	schäfen	दूकान	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
geschäft	शॉप	schäfen	शॉप	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
geschäft	लेनदेन	schäfen	लेनदेन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
geschäft	स्टोर	schäfen	स्टोर	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
geschäft	व्यवसाय	schäfen	व्यवसाय	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
geschäft	बिज़नेस	schäfen	बिज़नेस	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
geschäft	दुकानदारी	schäfen	दुकानदारी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
geschäft	व्यापार	schäfen	व्यापार	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
geschäft	कारोबार	schäfen	कारोबार	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
streng	कठोर	streng	कठोर	ADJ	ADJ
streng	सख्त	streng	सख्त	ADJ	ADJ
streng	कठोर	streng	कठोर	ADJ	ADJ
kompositionen	रचनाएं	komposition	रचना	N;NOM;FEM;PL	N;NOM;FEM;PL;3
dichte	घना	dicht	घना	ADJ;NOM;SG	ADJ;NOM;MASC;SG
kopie	नकल	kopie	नकल		
kopie	कॉपी	kopie	कॉपी		
kopie	कॉपी	kopie	कॉपी		
östliche	पूर्वी	östlich	पूर्वी	ADJ;NOM;FEM;PL	ADJ
zeichnete	खींचा	zeichnen	खींच	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
alternativ	वैकल्पिक	alternativ	वैकल्पिक	ADJ	ADJ;NOM
reiter	सवार	reiter	सवार	ADJ	ADJ
verfasser	राइटर	verfasser	राइटर		
dringend	आवश्यक	dringend	आवश्यक	ADJ	ADJ
überzeugen	मनाना	überzeugen	मना	V;NFIN	V;MASC;NFIN;ACT
äußere	बाहरी	äußer	बाहरी	ADJ;NOM;FEM;PL	ADJ;NOM
töten	मारो	töten	मार	V;NFIN	V;SG;FIN;ACT
töten	मार	töten	मार	V;NFIN	V;ACT
töten	मार	töten	मार	V;NFIN	V;ACT
glaubt	मानना	glauben	मान	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
glaubt	मानता	glauben	मान	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
ausführlich	विस्तृत	ausführlich	विस्तृत	ADJ	ADJ
sitzt	बैठा	sitzen	बैठ	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
sitzt	बैठे	sitzen	बैठ	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
verletzung	उल्लंघन	verletzung	उल्लंघन	N;FEM;SG	N;NOM;MASC;SG;3
verletzung	चोट	verletzung	चोट	N;FEM;SG	N;NOM;FEM;SG;3
verletzung	उल्लंघन	verletzung	उल्लंघन	N;FEM;SG	N;NOM;MASC;SG;3
neuere	नए	neu	नया	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
regelmäßige	नियमित	regelmäßig	नियमित	ADJ;NOM;FEM;PL	ADJ;NOM
doppelt	दोहरा	doppelt	दोहरा	ADJ	ADJ;NOM;MASC;SG
schauen	देखो	schauen	देखो	V;NFIN	V;SBJV;SG;FIN;ACT
suchte	खोजा	suchen	खोजा	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
unterrichtet	सिखाया	unterrichten	सिखा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
unterrichtet	सिखाती	unterrichten	सिखा	V;V.PTCP	V;IPFV;FEM;SG;V.PTCP;ACT
thai	थाई	thai	थाई		
urban	अर्बन	urban	अर्बन		
gegangen	गए	gehen	जा	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
gegangen	गए	gehen	जा	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
gegangen	गये	gehen	जा	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
gegangen	गया	gehen	जा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gegangen	गई	gehen	जा	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
komplex	जटिल	komplex	जटिल	ADJ	ADJ
fehlenden	लापता	fehlend	लापता	ADJ	ADJ
erhaltung	संरक्षण	erhaltung	संरक्षण	N;SG	N;NOM;MASC;SG;3
erhaltung	संरक्षण	erhaltung	संरक्षण	N;SG	N;NOM;MASC;SG;3
behielt	रखा	behalten	रख	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
akten	फ़ाइलें	akt	फााइल	N	N;NOM;FEM;PL;3
akten	फ़ाइल	akt	फााइल	N	N;NOM;MASC;SG;3
akten	संचिका	akt	संचिका	N	N;NOM;FEM;SG;3
akten	फाइलें	akt	फाइल	N	N;NOM;FEM;PL;3
akten	फाइल	akt	फाइल	N	N;NOM;FEM;SG;3
akten	फ़ाइल	akt	फााइल	N	N;NOM;MASC;SG;3
akten	संचिका	akt	संचिका	N	N;NOM;FEM;SG;3
verbinden	मिलाएं	verbinden	मिला	V;NFIN	V;SBJV;PL;3;FIN;ACT
verbinden	मिलाएँ	verbinden	मिला	V;NFIN	V;SBJV;PL;FIN;ACT
verbinden	जुड़ें	verbinden	जुड़	V;NFIN	V;SBJV;PL;FIN;ACT
schwarzer	काले	schwarz	काला	ADJ	ADJ;NOM;MASC;PL
schwarzer	काला	schwarz	काला	ADJ	ADJ;NOM;MASC;SG
rtl	rtl	rtl	rtl		
ruhig	शांत	ruhig	शांत	ADJ	ADJ
ruhig	शांत	ruhig	शांत	ADJ	ADJ
platzierung	प्लेसमेंट	plazierung	प्लेसमेंट	N;NOM;FEM;SG	N;NOM;MASC;SG;3
platzierung	अवस्थिति	plazierung	अवस्थिति	N;NOM;FEM;SG	N;NOM;FEM;SG;3
platzierung	प्लेसमेंट	plazierung	प्लेसमेंट	N;NOM;FEM;SG	N;NOM;MASC;SG;3
überschrift	कैप्शन	überschreifen	कैप्शन		
steuern	कर	steuern	कर	V;NFIN	V;ACT
steuern	कर	steuern	कर	V;NFIN	V;ACT
welle	वेव	wellen	वेव		
versammlung	सभा	versammlung	सभा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
versammlung	महफ़िल	versammlung	महफ़िल	N;NOM;FEM;SG	N;NOM;FEM;SG;3
versammlung	असेम्बली	versammlung	असेम्बली	N;NOM;FEM;SG	N;NOM;FEM;SG;3
versammlung	विधानसभा	versammlung	विधानसभा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
versammlung	सभा	versammlung	सभा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ablehnung	अस्वीकृति	ablehnung	अस्वीकृति	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ablehnung	विरोध	ablehnung	विरोध	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ablehnung	विपक्ष	ablehnung	विपक्ष	N;NOM;FEM;SG	N;NOM;MASC;SG;3
verlangt	मांगे	verlangen	मांग	V;V.PTCP	V;MASC;IND;SG;3;FIN;ACT
drehte	घुमाया	drehen	घुमा	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
spaß	मनोरंजक	Spaß	मनोरंजक	N	N;NOM;MASC;SG;3
spaß	मस्ती	Spaß	मस्ती	N	N;NOM;FEM;SG;3
spaß	मजा	Spaß	मजा	N	N;NOM;MASC;SG;3
jeweilige	संबंधित	jeweilig	संबंधित	ADJ;NOM;FEM;PL	ADJ
tageszeitung	अख़बार	Tageszeitung	अख़बार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tageszeitung	अखबार	Tageszeitung	अखबार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tageszeitung	समाचारपत्र	Tageszeitung	समाचारपत्र	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gen	gen	gen	ओे		
widerspruch	विरोधाभास	widerspruchen	विरोधाभास	N	N;NOM;MASC;SG;3
widerspruch	विरोध	widerspruchen	विरोध	N	N;NOM;MASC;SG;3
widerspruch	विपक्ष	widerspruchen	विपक्ष	N	N;NOM;MASC;SG;3
privat	निजी	privat	निजी	ADJ	ADJ;NOM
bier	बीयर	bier	बीयर		
baby	बेबे	baby	बेबे		
baby	babe	baby	babe		
baby	बेब	baby	बेब		
berufung	मुलाकात	berufung	मुलाकात	N	N;NOM;FEM;SG;3
berufung	नियुक्ति	berufung	नियुक्ति	N	N;NOM;FEM;SG;3
berufung	अपील	berufung	अपील	N	N;NOM;FEM;SG;3
berufung	कॉलिंग	berufung	कॉलिंग	N	N;NOM;MASC;SG;3
spur	लेन	spur	लेन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gefeiert	मनाया	feiern	मना	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gefeiert	मनाये	feiern	मना	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
kaufen	खरीदें	kaufen	खरीद	V;NFIN	V;SBJV;PL;3;FIN;ACT
kaufen	खरीदें	kaufen	खरीद	V;NFIN	V;SBJV;PL;3;FIN;ACT
kaufen	ख़रीदे	kaufen	ख़रीद	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
kaufen	खरीदे	kaufen	खरीद	V;NFIN	V;PFV;MASC;PL;V.PTCP;ACT
forderungen	मांगे	forderung	मांग	V;NFIN	V;MASC;IND;SG;3;FIN;ACT
linker	शेष	link	शेष	ADJ	ADJ
risiko	रिस्क	risiko	रिस्क		
bande	gang	binden	gang		
wechseln	बदलें	wechseln	बदल	V;NFIN	V;SBJV;SG;FIN;ACT
rechtlichen	कानूनी	rechtlich	कानूनी	ADJ	ADJ;NOM
gefühl	भावना	Gefühl	भावना	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
gefühl	जज्बात	Gefühl	जज्बात	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
gefühl	सनसनी	Gefühl	सनस	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
gefühl	अनुभूति	Gefühl	अनुभूति	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
gefühl	भावना	Gefühl	भावना	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
gefühl	अहसास	Gefühl	अहसास	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
maximale	अधिकतम	maximal	अधिकतम	ADJ;NOM;FEM;PL	ADJ
maximale	अधिकतम	maximal	अधिकतम	ADJ;NOM;FEM;PL	ADJ
wachstum	वृद्धि	wachstum	वृद्धि	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
wachstum	विकास	wachstum	विकास	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
betreffenden	चिंतित	betreffend	चिंतित	ADJ;PL	ADJ
kulturen	फसलें	kultur	फसल	N;NOM;PL	N;NOM;FEM;PL;3
gesamt	योग	gesamt	योग		
öffnen	खुला	öffnen	खुल	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
öffnen	खोलें	öffnen	खोल	V;NFIN	V;SBJV;PL;FIN;ACT
öffnen	खोलने	öffnen	खोल	V;NFIN	V;NFIN;ACT
hört	सुन	hören	सुन	V;IND;SG;3;PRS;FIN	V;ACT
hört	सुनना	hören	सुन	V;IND;SG;3;PRS;FIN	V;MASC;NFIN;ACT
hört	सुनना	hören	सुन	V;IND;SG;3;PRS;FIN	V;MASC;NFIN;ACT
massiv	विशाल	massiv	विशाल	ADJ	ADJ;NOM
erkrankung	बीमारी	erkrankung	बीमारी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
erkrankung	विकार	erkrankung	विकार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
erkrankung	विकार	erkrankung	विकार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
erkrankung	रोग	erkrankung	रोग	N;NOM;FEM;SG	N;NOM;MASC;SG;3
erkrankung	बीमारी	erkrankung	बीमारी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
erkrankung	बीमारी	erkrankung	बीमारी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
überarbeitete	संशोधित	überarbeitet	संशोधित	ADJ;NOM;FEM;SG	ADJ
schlägt	धड़कता	schlagen	धड़क	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
gebunden	बंधी	binden	बँध	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
