категория	категория	категория	категория	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
дверь	врата	дверь	врата	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
дверь	вратата	дверь	врата	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
вред	нараняване	вред	нараняване	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
вред	контузия	вред	контузия	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
вред	травма	вред	травма	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
вред	вреда	вред	вреда	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
вред	увреждане	вред	увреждане	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
вред	повреда	вред	повреда	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
голосовать	гласувайте	голосовать	гласувам	V;IPFV;NFIN;ACT	V;IPFV;IMP;PL;2;FIN
деревянный	дървен	деревянный	дървен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
деревянный	дървена	деревянный	дървен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
гитлера	хитлер	гитлер	хитлер	N;ANIM;ACC;MASC;SG	N;INDF;MASC;SG
помещений	помещения	помещение	помещение	N;INAN;GEN;NEUT;PL	N;INDF;NEUT;PL
добавляет	добавя	добавлять	добавям	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
включение	включване	включение	включване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
включение	приобщаване	включение	приобщаване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
кейт	кейт	кейт	кейт	N;ANIM;NOM;FEM;SG	N;INDF;FEM;SG
мотивы	мотивите	мотив	мотив	N;INAN;NOM;MASC;PL	N;DEF;MASC;PL
мотивы	мотивите	мотив	мотив	N;INAN;NOM;MASC;PL	N;DEF;MASC;PL
мотивы	мотиви	мотив	мотив	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
уравнение	уравнение	уравнение	уравнение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
уравнение	уравнението	уравнение	уравнение	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;SG
экран	екрана	экран	екран	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
экран	екран	экран	екран	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
дно	дъното	дно	дъно	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;SG
дно	дъно	дно	дъно	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
кривой	крива	кривой	крива	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
водах	водите	вода	вода	N;INAN;ESS;FEM;PL	N;DEF;FEM;PL
ахмед	ахмед	ахмед	ахмед	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
ахмед	ахмад	ахмед	ахмад	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
турки	турците	турок	турчин	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
турки	турци	турок	турчин	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
турецкая	турски	турецкий	турски	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
турецкая	турска	турецкий	турски	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
коммерческий	търговска	коммерческий	търговски	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
коммерческий	търговски	коммерческий	търговски	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
железы	жлези	железа	жлез	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
железы	жлези	железа	жлез	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
телефон	телефон	телефон	телефон	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
телефон	телефона	телефон	телефон	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
телефон	телефонът	телефон	телефон	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
телефон	телефон	телефон	телефон	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
создает	създава	создавать	създавам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
афганистане	афганистан	афганистан	афганистан	N;INAN;ESS;MASC;SG	N;DEF;MASC;SG
квартал	тримесечие	квартал	тримесечие	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
подводные	подводни	подводный	подводен	ADJ;NOM;PL	ADJ;INDF;PL
семена	семки	семя	семка	N;INAN;NOM;NEUT;PL	N;INDF;FEM;PL
семена	семена	семя	семе	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
семена	семена	семя	семе	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
архитекторов	архитекти	архитектор	архитект	N;ANIM;GEN;MASC;PL	N;INDF;MASC;PL
принятии	приемане	принятие	приемане	N;INAN;ESS;NEUT;SG	N;INDF;NEUT;SG
вюртемберг	вюртемберг	вюртемберг	вюртемберг	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
демонстрации	демонстрации	демонстрация	демонстрация	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
демонстрации	демонстрации	демонстрация	демонстрация	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
весом	претегляне	вес	претегляне	N;INAN;INS;MASC;SG	N;INDF;NEUT;SG
синтез	синтез	синтез	синтез	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
синтез	синтез	синтез	синтез	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
товары	стоки	товар	стока	N;INAN;NOM;MASC;PL	N;INDF;FEM;PL
товары	продукти	товар	продукт	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
товары	продуктите	товар	продукт	N;INAN;NOM;MASC;PL	N;DEF;MASC;PL
воскресенье	неделя	воскресенье	неделя	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
приглашение	покана	приглашение	покана	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
приглашение	покана	приглашение	покана	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
тайны	тайните	тайна	тайна	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
тайны	тайни	тайна	тайна	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
тайны	загадки	тайна	загадка	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
тайны	мистерии	тайна	мистерия	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
тайны	мистериите	тайна	мистерия	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
сборы	хонорари	сбор	хонорар	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
сборы	такси	сбор	такса	N;INAN;NOM;MASC;PL	N;INDF;FEM;PL
социологии	социология	социология	социология	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
четверо	четири	четверо	четири	NUM;NOM	NUM;INDF;PL
четверо	четирима	четверо	четирима	NUM;NOM	NUM;INDF;PL
медицина	медицина	медицина	медицина	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
медицина	лекарство	медицина	лекарство	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
экспресс	експрес	экспресс	експрес	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
саратов	саратов	сарат	саратов	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
составлен	съставен	составить	съставя	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
составлен	съставено	составить	съставя	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
предложено	предложен	предложить	предложа	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
предложено	предложено	предложить	предложа	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
добавление	добавка	добавление	добавка	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
добавление	допълнение	добавление	допълнение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
добавление	допълнение	добавление	допълнение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
продукта	продукт	продукт	продукт	N;INAN;GEN;MASC;SG	N;INDF;MASC;SG
европейская	европейски	европейский	европейски	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
европейская	европейска	европейский	европейски	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
цезарь	цезар	цезарь	цезар	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
цезарь	сезар	цезарь	сезар	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
цезарь	цезар	цезарь	цезар	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
финансовые	финансови	финансовый	финансов	ADJ;NOM;PL	ADJ;INDF;PL
ангел	ангел	ангел	ангел	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
иерусалим	йерусалим	иерусаль	йерусалим	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
иерусалим	ерусалим	иерусаль	ерусалим	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
вагоны	вагони	вагон	вагон	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
вагоны	вагоните	вагон	вагон	N;INAN;NOM;MASC;PL	N;DEF;MASC;PL
тим	тим	тима	тим	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
атомной	атомна	атомный	атомен	ADJ;INS;FEM;SG	ADJ;INDF;FEM;SG
жанна	жана	жанный	жана	N;ANIM;NOM;FEM;SG	N;INDF;FEM;SG
потенциально	потенциално	потенциально	потенциално	ADV	ADV
теоретически	теоретично	теоретически	теоретично	ADV	ADV
парки	паркове	парк	парк	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
парки	парковете	парк	парк	N;INAN;NOM;MASC;PL	N;DEF;MASC;PL
себастьян	себастиан	себастьянин	себастиан	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
себастьян	себастиян	себастьянин	себастиян	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
себастьян	себастиао	себастьянин	себастиао	N;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
себастьян	себастиен	себастьянин	себастиен	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
ленинский	ленински	ленинский	ленински	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
этапах	етапи	этап	етапя	N;INAN;ESS;MASC;PL	N;INDF;MASC;PL
этапах	фази	этап	фаза	N;INAN;ESS;MASC;PL	N;INDF;FEM;PL
этапах	стадии	этап	стадия	N;INAN;ESS;MASC;PL	N;INDF;MASC;PL
этапах	етапи	этап	етапя	N;INAN;ESS;MASC;PL	N;INDF;MASC;PL
самара	самара	самара	самара	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
среда	сряда	среда	сряда	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
посадку	кацане	посадка	кацане	N;INAN;ACC;FEM;SG	N;INDF;NEUT;SG
посадку	приземяване	посадка	приземяване	N;INAN;ACC;FEM;SG	N;INDF;NEUT;SG
посадку	разтоварване	посадка	разтоварване	N;INAN;ACC;FEM;SG	N;INDF;NEUT;SG
посадку	приземяването	посадка	приземяване	N;INAN;ACC;FEM;SG	N;DEF;NEUT;SG
доли	акции	доля	акция	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
доли	дялове	доля	дял	N;INAN;NOM;FEM;PL	N;INDF;MASC;PL
километр	километър	километр	километър	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
километр	километър	километр	километър	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
регби	ръгби	регби	ръгби	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
смеси	смеси	смесь	смеся-(се)	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
манга	манга	манг	манга	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
сходство	прилика	сходство	прилика	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
сходство	подобие	сходство	подобия-(се)	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
сходство	прилика	сходство	прилика	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
сходство	сходство	сходство	сходство	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
регулярные	редовни	регулярный	редовен	ADJ;NOM;PL	ADJ;INDF;PL
разделены	разделени	разделить	разделя-(се)	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
разделены	отделени	разделить	отделя-(се)	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
республиканской	републикански	республиканский	републикански	ADJ;INS;FEM;SG	ADJ;INDF;MASC;SG
республиканской	републиканска	республиканский	републикански	ADJ;INS;FEM;SG	ADJ;INDF;FEM;SG
боеприпасов	муниции	боеприпас	муниция	N;INAN;GEN;MASC;PL	N;INDF;FEM;PL
боеприпасов	амуниции	боеприпас	амуниция	N;INAN;GEN;MASC;PL	N;INDF;FEM;PL
боеприпасов	муниции	боеприпас	муниция	N;INAN;GEN;MASC;PL	N;INDF;FEM;PL
фасад	фасадата	фасад	фасада	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
фасад	фасада	фасад	фасада	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
пусто	празен	пустой	празен	ADJ;NEUT;SG	ADJ;INDF;MASC;SG
пусто	празна	пустой	празная-(се)	ADJ;NEUT;SG	ADJ;INDF;FEM;SG
пусто	празен	пустой	празен	ADJ;NEUT;SG	ADJ;INDF;MASC;SG
пусто	празна	пустой	празная-(се)	ADJ;NEUT;SG	ADJ;INDF;FEM;SG
товарищ	спътник	товарищ	спътник	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
товарищ	придружител	товарищ	придружител	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
кофе	кафе	кофе	кафе	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
кофе	кафето	кофе	кафе	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
гипотеза	предположение	гипотеза	предположение	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
гипотеза	хипотеза	гипотеза	хипотеза	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
крик	писък	крик	писък	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
белка	протеин	белок	протеин	N;INAN;GEN;MASC;SG	N;INDF;MASC;SG
белка	белтък	белок	белтък	N;INAN;GEN;MASC;SG	N;INDF;MASC;SG
белка	катерица	белок	катерица	N;INAN;GEN;MASC;SG	N;INDF;FEM;SG
смотрите	гледайте	смотреть	гледам	V;IPFV;IMP;PL;2;FIN;ACT	V;IPFV;IMP;PL;2;FIN
постоянные	постоянни	постоянный	постоянен	ADJ;NOM;PL	ADJ;INDF;PL
постоянные	постоянни	постоянный	постоянен	ADJ;NOM;PL	ADJ;INDF;PL
монета	монета	монета	монета	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
осада	обсада	осада	обсада	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
сенатор	сенатор	сенатор	сенатор	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
пролив	пролива	пролить	пролив	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
пен	писалка	пен	писалка	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
пен	pen	пен	pen	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
пен	химикалка	пен	химикалка	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
пен	химикал	пен	химикал	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
четверти	каютата	четверть	каюта	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
алиса	алиса	алиса	алиша	N;ANIM;NOM;FEM;SG	N;INDF;FEM;SG
алиса	алиса	алиса	алиша	N;ANIM;NOM;FEM;SG	N;INDF;FEM;SG
автобусов	автобуси	автобус	автобус	N;INAN;GEN;MASC;PL	N;INDF;MASC;PL
автобусов	автобусите	автобус	автобус	N;INAN;GEN;MASC;PL	N;DEF;MASC;PL
лебедев	лебедев	лебедь	лебедев	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
оставляет	оставя	оставлять	оставям-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
неверно	неправилен	неверный	неправилен	ADJ;NEUT;SG	ADJ;INDF;MASC;SG
неверно	неправилна	неверный	неправилен	ADJ;NEUT;SG	ADJ;INDF;FEM;SG
обычные	обикновени	обычный	обикновен	ADJ;NOM;PL	ADJ;INDF;PL
библиография	библиография	библиография	библиография	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
прочитать	прочетете	прочесть	прочета	V;PFV;NFIN;ACT	V;PFV;IMP;PL;2;FIN
прочитать	прочети	прочесть	прочета	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN
заблокировать	заключи	блокировать	заключа	V;PFV;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
вторжение	инвазия	вторжение	инвазия	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
вторжение	нашествие	вторжение	нашествие	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
вторжение	нахлуване	вторжение	нахлуване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
вторжение	проникване	вторжение	проникване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
вторжение	нахлуване	вторжение	нахлуване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
изданы	емитирани	издать	емитирам	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
изданы	издадени	издать	издам-(се)	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
тайна	мистерия	тайна	мистерия	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
тайна	мистерията	тайна	мистерия	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
тайна	загадка	тайна	загадка	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
тайна	тайна	тайна	тайна	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
тайна	таен	тайна	таен	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
тайна	тайната	тайна	тайна	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
бомбы	бомбите	бомба	бомба	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
бомбы	бомби	бомба	бомба	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
сьерра	сиера	сиерр	сиера	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
авторитет	авторитет	авторитет	авторитет	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
авторитет	орган	авторитет	орган	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
продан	продаден	продать	продам	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
продан	продадена	продать	продам	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
продан	продадено	продать	продам	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
железный	железен	железный	железен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
железный	желязна	железный	железен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
штурм	нападение	штурм	нападение	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
пакет	сак	пакет	сак	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
пакет	чантата	пакет	чанта	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
пакет	торбичка	пакет	торбичка	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
пакет	чанта	пакет	чанта	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
пакет	торба	пакет	торба	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
пакет	пратка	пакет	пратка	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
пакет	пакет	пакет	пакет	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
пакет	пакетът	пакет	пакет	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
пакет	опаковка	пакет	опаковка	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
доказательство	доказателство	доказательство	доказателство	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
доказательство	доказателство	доказательство	доказателство	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
доказательство	доказателството	доказательство	доказателство	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;SG
доказательство	доказване	доказательство	доказване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
мясо	месо	мясо	месо	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
мясо	месото	мясо	месо	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;SG
открывает	отваря	открывать	отварям-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
победила	спечели	победить	спечеля	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
супруг	съпруг	супруг	съпруг	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
супруг	съпруга	супруг	съпруга	N;ANIM;NOM;MASC;SG	N;INDF;FEM;SG
запорожье	запорожие	запорожье	запорожие	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
посты	постове	пост	пост	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
посты	публикации	пост	публикация	N;INAN;NOM;MASC;PL	N;INDF;FEM;PL
мекленбург	мекленбург	мекленбург	мекленбург	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
челябинск	челябинск	челябинск	челябинск	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
видны	видими	видный	видим	ADJ;PL	ADJ;INDF;PL
рейха	райх	рейх	райх	N;INAN;GEN;MASC;SG	N;INDF;MASC;SG
недовольство	недоволство	недовольство	недоволство	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
недовольство	недоволство	недовольство	недоволство	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
показала	показа	показать	покажа-(се)	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
благодарность	признателност	благодарность	признателност	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
благодарность	благодарност	благодарность	благодарност	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
продвижение	промоция	продвижение	промоция	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
продвижение	насърчаване	продвижение	насърчаване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
продвижение	повишение	продвижение	повишение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
продвижение	популяризиране	продвижение	популяризиране	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
блоков	блокове	блок	блок	N;INAN;GEN;MASC;PL	N;INDF;MASC;PL
блоков	блокчета	блок	блокче	N;INAN;GEN;MASC;PL	N;INDF;NEUT;PL
дневник	дневник	дневник	дневник	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
дневник	журнал	дневник	журна	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
дневник	джърнъл	дневник	джърна-(се)	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
дневник	дневник	дневник	дневник	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
дневник	дневника	дневник	дневник	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
дневник	дневникът	дневник	дневник	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
алтай	алтай	алтай	алтай	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
опытных	опитни	опытный	опитен	ADJ;GEN;PL	ADJ;INDF;PL
трасса	маршрут	трасса	маршрут	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
трасса	път	трасса	път	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
трасса	трасе	трасса	трасе	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
длительного	продължителен	длительный	продължителен	ADJ;GEN;NEUT;SG	ADJ;INDF;MASC;SG
кандидатуру	кандидатурата	кандидатура	кандидатура	N;INAN;ACC;FEM;SG	N;DEF;FEM;SG
кандидатуру	кандидатура	кандидатура	кандидатура	N;INAN;ACC;FEM;SG	N;INDF;FEM;SG
коммунисты	комунисти	коммунист	комунист	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
коммунисты	комунистите	коммунист	комунист	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
коммунисты	комунисти	коммунист	комунист	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
вчера	вчера	вчера	вчера	ADV	ADV
бостон	бостън	бостон	бостън	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
описать	опиша	описать	опиша	V;PFV;NFIN;ACT	V;PFV;IND;SG;1;PRS;FIN;ACT
описать	опишете	описать	опиша	V;PFV;NFIN;ACT	V;PFV;IMP;PL;2;FIN
составы	конвои	состав	конво	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
составы	състави	состав	съставя	N;INAN;NOM;MASC;PL	N;INDF;FEM;PL
составы	композиции	состав	композиция	N;INAN;NOM;MASC;PL	N;INDF;FEM;PL
пещеры	пещери	пещера	пещеря	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
посредника	посредник	посредник	посредник	N;ANIM;ACC;MASC;SG	N;INDF;MASC;SG
посредника	посредник	посредник	посредник	N;ANIM;ACC;MASC;SG	N;INDF;MASC;SG
расходы	разходи	расход	разход	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
расходы	разходи	расход	разход	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
расходы	разноски	расход	разноски	N;INAN;NOM;MASC;PL	N;INDF;PL
расходы	разходи	расход	разход	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
бобби	боби	бобби	боба	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
родина	родино	родина	родино	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
родина	родината	родина	родина	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
родина	родина	родина	родина	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
родина	родина	родина	родина	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
основа	фондация	основа	фондация	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
основа	основа	основа	основа	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
основа	основа	основа	основа	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
основа	основание	основа	основание	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
основа	база	основа	база	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
французы	французи	француз	француга	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
магазины	магазини	магазин	магазин	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
магазины	магазини	магазин	магазин	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
разработчики	разработчиците	разработчик	разработчик	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
разработчики	предприемачи	разработчик	предприемач	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
жене	жена	жена	жена	N;ANIM;DAT;FEM;SG	N;INDF;FEM;SG
жене	съпруга	жена	съпруга	N;ANIM;DAT;FEM;SG	N;INDF;FEM;SG
жене	съпругата	жена	съпруга	N;ANIM;DAT;FEM;SG	N;DEF;FEM;SG
действовала	действал	действовать	действам	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
