van	de	van	de	ADP	ADP
conservatieve	conservador	conservatief	conservador	ADJ	ADJ;MASC;SG
buik	barriga	buik	barriga	N;MASC+FEM;SG	N;FEM;SG
buik	estomago	buik	estomago	N;MASC+FEM;SG	N;MASC;SG
buik	estômago	buik	estômago	N;MASC+FEM;SG	N;MASC;SG
buik	barriga	buik	barriga	N;MASC+FEM;SG	N;FEM;SG
buik	belly	buik	belly	N;MASC+FEM;SG	N;MASC;SG
buik	barriga	buik	barriga	N;MASC+FEM;SG	N;FEM;SG
buik	abdómen	buik	abdómen	N;MASC+FEM;SG	N;MASC;SG
buik	abdômen	buik	abdômen	N;MASC+FEM;SG	N;MASC;SG
gepleegd	cometeu	plegen	cometer	V;V.PTCP	V;IND;SG;3;PST;FIN
gepleegd	empenhado	plegen	empenhado	V;V.PTCP	V;MASC;SG;V.PTCP
gepleegd	comprometida	plegen	comprometer	V;V.PTCP	V;FEM;SG;V.PTCP
gepleegd	comprometido	plegen	comprometer	V;V.PTCP	V;MASC;SG;V.PTCP
gepleegd	cometido	plegen	cometer	V;V.PTCP	V;MASC;SG;V.PTCP
omgeven	cercados	omgeven	cercado	V;V.PTCP	V;MASC;PL;V.PTCP
omgeven	cercada	omgeven	cercar	V;V.PTCP	V;FEM;SG;V.PTCP
omgeven	rodeada	omgeven	rodear	V;V.PTCP	V;FEM;SG;V.PTCP
omgeven	rodeado	omgeven	rodear	V;V.PTCP	V;MASC;SG;V.PTCP
omgeven	cercado	omgeven	cercar	V;V.PTCP	V;MASC;SG;V.PTCP
battle	battle	battle	battle	N;MASC+FEM;SG	N;MASC;SG
battle	batalha	battle	batalha	N;MASC+FEM;SG	N;FEM;SG
rustig	quietos	rustig	quieto	ADJ	ADJ;MASC;PL
rustig	facil	rustig	facil	ADJ	ADJ;MASC;SG
rustig	fácil	rustig	fácil	ADJ	ADJ;MASC;SG
rustig	calmo	rustig	calmo	ADJ	ADJ;MASC;SG
lijden	sofrendo	lijden	sofrer	V;NFIN	V;V.MSDR
lijden	sofrer	lijden	sofrer	V;NFIN	V;NFIN
lijden	sofre	lijden	sofrer	V;NFIN	V;IND;SG;3;PRS;FIN
lijden	sofra	lijden	sofra	V;NFIN	V;SBJV;SG;3;PRS;FIN
lijden	sofrem	lijden	sofrer	V;NFIN	V;IND;PL;3;PRS;FIN
volkeren	povos	volk	povo	N;PL	N;MASC;PL
biologische	biológica	biologisch	biológico	ADJ	ADJ;FEM;SG
biologische	biológicos	biologisch	biológico	ADJ	ADJ;MASC;PL
biologische	biológico	biologisch	biológico	ADJ	ADJ;MASC;SG
ball	bola	ball	bola	N;MASC+FEM;SG	N;FEM;SG
ball	ball	ball	ball	N;MASC+FEM;SG	N;MASC;SG
landschappen	paisagens	landschap	paisagem	N;PL	N;FEM;PL
archeologische	arqueológico	archeologisch	arqueológico	ADJ	ADJ;MASC;SG
archeologische	arqueológico	archeologisch	arqueológico	ADJ	ADJ;MASC;SG
nancy	nancy	nancy	nancy	N;MASC+FEM;SG	N;FEM;SG
munten	moedas	munt	moeda	N;PL	N;FEM;PL
munten	moedas	munt	moeda	N;PL	N;FEM;PL
zheng	zheng	zhen	zheng	N;MASC+FEM;SG	N;MASC;SG
boudewijn	baldwin	boudewijn	baldwin	N;MASC+FEM;SG	N;MASC;SG
boudewijn	balduíno	boudewijn	balduíno	N;MASC+FEM;SG	N;MASC;SG
melbourne	melbourne	melbourn	melbourne	N;MASC+FEM;SG	N;MASC;SG
boerderijen	quintas	boerderij	quinto	N;PL	N;FEM;PL
boerderijen	quintas	boerderij	quinto	N;PL	N;FEM;PL
boerderijen	fazendas	boerderij	fazenda	N;PL	N;FEM;PL
playstation	playstation	playstation	playstation	N;MASC+FEM;SG	N;MASC;SG
estafette	revezamento	estafette	revezamento	N;MASC+FEM;SG	N;MASC;SG
estafette	relé	estafette	relé	N;MASC+FEM;SG	N;MASC;SG
estafette	retransmissão	estafette	retransmissão	N;MASC+FEM;SG	N;FEM;SG
five	five	five	fiver	N;MASC+FEM;SG	N;MASC;SG
klanten	clientes	klant	cliente	N;PL	N;MASC;PL
klanten	clientes	klant	cliente	N;PL	N;MASC;PL
gracht	fosso	gracht	fosso	N;MASC+FEM;SG	N;MASC;SG
grijs	cinzento	grijs	cinzento	ADJ	ADJ;MASC;SG
grijs	cinzenta	grijs	cinzento	ADJ	ADJ;FEM;SG
grijs	cinzento	grijs	cinzento	ADJ	ADJ;MASC;SG
ontdekken	descobrindo	ontdekken	descobrir	V;NFIN	V;V.MSDR
ontdekken	descobrir	ontdekken	descobrir	V;NFIN	V;NFIN
ontdekken	explorar	ontdekken	explorar	V;NFIN	V;NFIN
ontdekken	explore	ontdekken	explore	V;NFIN	V;SBJV;PL;3;PRS;FIN
ontdekken	explora	ontdekken	explorar	V;NFIN	V;IND;SG;3;PRS;FIN
ontdekken	descubra	ontdekken	descubrar	V;NFIN	V;SBJV;SG;3;PRS;FIN
ontdekken	descobre	ontdekken	descobrir	V;NFIN	V;IND;SG;3;PRS;FIN
ontdekken	descobrir	ontdekken	descobrir	V;NFIN	V;NFIN
ontdekken	descubram	ontdekken	descubrar	V;NFIN	V;SBJV;PL;3;PRS;FIN
fall	fall	fall	fall	N;MASC+FEM;SG	N;MASC;SG
fall	outono	fall	outono	N;MASC+FEM;SG	N;MASC;SG
fall	queda	fall	queda	N;MASC+FEM;SG	N;FEM;SG
julie	julie	julie	julie	N;MASC+FEM;SG	N;FEM;SG
besproken	discutiu	bespreken	discutir	V;V.PTCP	V;IND;SG;3;PST;FIN
besproken	discutiram	bespreken	discutir	V;V.PTCP	V;IND;PL;3;FIN
besproken	discutida	bespreken	discutir	V;V.PTCP	V;FEM;SG;V.PTCP
besproken	discutido	bespreken	discutir	V;V.PTCP	V;MASC;SG;V.PTCP
josef	josef	josef	josef	N;MASC+FEM;SG	N;MASC;SG
hoeveelheden	quantidades	hoeveelheid	quantidade	N;PL	N;FEM;PL
hoeveelheden	grandezas	hoeveelheid	grandeza	N;PL	N;FEM;PL
alain	alain	alain	alain	N;MASC+FEM;SG	N;MASC;SG
terry	terry	terry	terry	N;MASC+FEM;SG	N;MASC;SG
skelet	esqueleto	skelet	esqueleto	N;NEUT;SG	N;MASC;SG
overtuigen	convence	overtuigen	convencer	V;NFIN	V;IND;SG;3;PRS;FIN
overtuigen	convencer	overtuigen	convencer	V;NFIN	V;NFIN
overtuigen	convença	overtuigen	convençar	V;NFIN	V;SBJV;SG;3;PRS;FIN
overtuigen	convencendo	overtuigen	convencer	V;NFIN	V;V.MSDR
overtuigen	convencer	overtuigen	convencer	V;NFIN	V;NFIN
overtuigen	persuadir	overtuigen	persuadir	V;NFIN	V;NFIN
overtuigen	convencer	overtuigen	convencer	V;NFIN	V;NFIN
overtuigen	convença	overtuigen	convençar	V;NFIN	V;SBJV;SG;3;PRS;FIN
léon	léon	léon	léon	N;MASC+FEM;SG	N;MASC;SG
voltooide	completou	voltooien	completar	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
voltooide	concluída	voltooien	concluído	V;SG;PST;FIN	V;FEM;SG;V.PTCP
voltooide	concluído	voltooien	concluir	V;SG;PST;FIN	V;MASC;SG;V.PTCP
serieuze	sério	serieus	sério	ADJ	ADJ;MASC;SG
serieuze	séria	serieus	sério	ADJ	ADJ;FEM;SG
serieuze	grave	serieus	grave	ADJ	ADJ;MASC;SG
christina	christina	christina	christina	N;MASC+FEM;SG	N;FEM;SG
christina	cristina	christina	cristina	N;MASC+FEM;SG	N;FEM;SG
kate	kate	kate	kate	N;MASC+FEM;SG	N;FEM;SG
muzikanten	músicos	muzikant	músico	N;PL	N;MASC;PL
eigenschap	propriedade	eigenschap	propriedade	N;MASC+FEM;SG	N;FEM;SG
eigenschap	imóvel	eigenschap	imóvel	N;MASC+FEM;SG	N;MASC;SG
gebroeders	irmãos	gebroeder	irmão	N;PL	N;MASC;PL
gebroeders	brothers	gebroeder	brother	N;PL	N;MASC;PL
gebroeders	irmaos	gebroeder	irmao	N;PL	N;MASC;PL
peters	peters	peter	peters	N;SG	N;MASC;SG
droog	seco	droog	seco	ADJ	ADJ;MASC;SG
reageert	reage	reageren	reagir	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
amateurs	amadores	amateur	amadores	N;PL	N;MASC;PL
amateurs	amadores	amateur	amadores	N;PL	N;MASC;PL
vereist	exigido	vereisen	exigir	V;V.PTCP	V;MASC;SG;V.PTCP
vereist	requerido	vereisen	requerer	V;V.PTCP	V;MASC;SG;V.PTCP
vereist	exige	vereisen	exigir	V;V.PTCP	V;IND;SG;3;PRS;FIN
vereist	requer	vereisen	requerer	V;V.PTCP	V;IND;SG;3;PRS;FIN
helena	helena	helena	heleno	N;MASC+FEM;SG	N;FEM;SG
helena	helena	helena	heleno	N;MASC+FEM;SG	N;FEM;SG
helena	helen	helena	helen	N;MASC+FEM;SG	N;FEM;SG
notodontidae	notodontidae	notodontidae	notodontidar	N;MASC+FEM;SG	N;FEM;SG
soortgelijke	semelhante	soortgelijk	semelhante	ADJ	ADJ;MASC;SG
soortgelijke	similar	soortgelijk	similar	ADJ	ADJ;MASC;SG
soortgelijke	semelhantes	soortgelijk	semelhante	ADJ	ADJ;MASC;PL
prooi	rapina	prooi	rapina	N;MASC+FEM;SG	N;FEM;SG
ellen	ellen	el	ellen	N;MASC+FEM;SG	N;FEM;SG
vertalingen	traduções	vertaling	tradução	N;PL	N;FEM;PL
vertalingen	traduções	vertaling	tradução	N;PL	N;FEM;PL
geregistreerd	registrada	registreren	registrar	V;V.PTCP	V;FEM;SG;V.PTCP
geregistreerd	registada	registreren	registar	V;V.PTCP	V;FEM;SG;V.PTCP
geregistreerd	registrado	registreren	registrar	V;V.PTCP	V;MASC;SG;V.PTCP
geregistreerd	registado	registreren	registar	V;V.PTCP	V;MASC;SG;V.PTCP
geregistreerd	registados	registreren	registar	V;V.PTCP	V;MASC;PL;V.PTCP
geregistreerd	gravou	registreren	gravar	V;V.PTCP	V;IND;SG;3;PST;FIN
geregistreerd	gravado	registreren	gravar	V;V.PTCP	V;MASC;SG;V.PTCP
geregistreerd	registrado	registreren	registrar	V;V.PTCP	V;MASC;SG;V.PTCP
geregistreerd	gravados	registreren	gravado	V;V.PTCP	V;MASC;PL;V.PTCP
torens	torres	torens	torres	N;PL	N;FEM;PL
verdiepingen	pisos	verdieping	piso	N;PL	N;MASC;PL
verdiepingen	andares	verdieping	andar	N;PL	N;MASC;PL
verdiepingen	pavimentos	verdieping	pavimento	N;PL	N;MASC;PL
vullen	preenchendo	vullen	preencher	V;NFIN	V;V.MSDR
vullen	preenche	vullen	preencher	V;NFIN	V;IND;SG;3;PRS;FIN
vullen	preencher	vullen	preencher	V;NFIN	V;NFIN
vullen	preencha	vullen	preencher	V;NFIN	V;SBJV;SG;3;PRS;FIN
vullen	encher	vullen	encher	V;NFIN	V;NFIN
draak	dragão	draak	dragão	N;MASC+FEM;SG	N;MASC;SG
draak	dragon	draak	dragon	N;MASC+FEM;SG	N;MASC;SG
libellen	libélulas	libel	libélula	N;PL	N;FEM;PL
ontbonden	dissolvido	ontbinden	dissolver	V;V.PTCP	V;MASC;SG;V.PTCP
ontbonden	dissolvidos	ontbinden	dissolver	V;V.PTCP	V;MASC;PL;V.PTCP
ontbonden	dissolvida	ontbinden	dissolver	V;V.PTCP	V;FEM;SG;V.PTCP
ontbonden	dissolveu	ontbinden	dissolver	V;V.PTCP	V;IND;SG;3;PST;FIN
ontbonden	decomposto	ontbinden	decompor	V;V.PTCP	V;MASC;SG;V.PTCP
ontbonden	dissolvida	ontbinden	dissolver	V;V.PTCP	V;FEM;SG;V.PTCP
martínez	martinez	martínez	martinez	N;MASC+FEM;SG	N;MASC;SG
martínez	martínez	martínez	martínez	N;MASC+FEM;SG	N;MASC;SG
martínez	martínez	martínez	martínez	N;MASC+FEM;SG	N;MASC;SG
exclusief	exclusivo	exclusief	exclusivo	ADJ	ADJ;MASC;SG
exclusief	exclusiva	exclusief	exclusivo	ADJ	ADJ;FEM;SG
exclusief	exclusivas	exclusief	exclusivo	ADJ	ADJ;FEM;PL
exclusief	exclusivos	exclusief	exclusivo	ADJ	ADJ;MASC;PL
hersenen	miolos	hersene	miolo	N;PL	N;MASC;PL
hersenen	cérebros	hersene	cérebro	N;PL	N;MASC;PL
hersenen	miolos	hersene	miolo	N;PL	N;MASC;PL
pijn	dor	pijn	dor	N;MASC+FEM;SG	N;FEM;SG
pijn	pain	pijn	pain	N;MASC+FEM;SG	N;MASC;SG
gecomponeerd	composta	componeren	compor	V;V.PTCP	V;FEM;SG;V.PTCP
scènes	cenas	schne	cena	N;PL	N;FEM;PL
gered	resgatada	redden	resgatar	V;V.PTCP	V;FEM;SG;V.PTCP
gered	resgatado	redden	resgatar	V;V.PTCP	V;MASC;SG;V.PTCP
gered	resgatados	redden	resgatar	V;V.PTCP	V;MASC;PL;V.PTCP
gered	salva	redden	salvar	V;V.PTCP	V;IND;SG;3;PRS;FIN
gered	salvou	redden	salvar	V;V.PTCP	V;IND;SG;3;PST;FIN
gered	guardado	redden	guardar	V;V.PTCP	V;MASC;SG;V.PTCP
gered	guardados	redden	guardar	V;V.PTCP	V;MASC;PL;V.PTCP
lincoln	lincoln	lincoln	lincoln	N;NEUT;SG	N;MASC;SG
macedonië	macedônia	macedonië	macedônia	N;NEUT;SG	N;FEM;SG
macedonië	macedónia	macedonië	macedónia	N;NEUT;SG	N;FEM;SG
macedonië	macedônia	macedonië	macedônia	N;NEUT;SG	N;FEM;SG
turijn	torino	turijn	torino	N;NEUT;SG	N;MASC;SG
turijn	turim	turijn	turim	N;NEUT;SG	N;MASC;SG
turijn	turim	turijn	turim	N;NEUT;SG	N;MASC;SG
onjuist	incorreta	onjuist	incorretar	ADJ	ADJ;FEM;SG
onjuist	incorretas	onjuist	incorreta	ADJ	ADJ;FEM;PL
onjuist	incorrecto	onjuist	incorrecto	ADJ	ADJ;MASC;SG
onjuist	incorreto	onjuist	incorreto	ADJ	ADJ;MASC;SG
onjuist	imprecisa	onjuist	imprecisar	ADJ	ADJ;FEM;SG
onjuist	impreciso	onjuist	impreciso	ADJ	ADJ;MASC;SG
probeer	tenta	proberen	tentar	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
probeer	tente	proberen	tentar	V;SG;PRS;FIN	V;SBJV;SG;3;PRS;FIN
probeer	tentar	proberen	tentar	V;SG;PRS;FIN	V;NFIN
probeer	experimente	proberen	experimentar	V;SG;PRS;FIN	V;SBJV;SG;3;PRS;FIN
probeer	experimenta	proberen	experimentar	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
dean	reitor	dean	reitor	N;MASC+FEM;SG	N;MASC;SG
dean	decano	dean	decano	N;MASC+FEM;SG	N;MASC;SG
dean	reitora	dean	reitora	N;MASC+FEM;SG	N;FEM;SG
opgelegd	impostas	opleggen	impor	V;V.PTCP	V;FEM;PL;V.PTCP
opgelegd	imposta	opleggen	imposta	V;V.PTCP	V;FEM;SG;V.PTCP
veronica	veronica	veronicaan	veronicar	N;MASC+FEM;SG	N;FEM;SG
veronica	verónica	veronicaan	verónico	N;MASC+FEM;SG	N;FEM;SG
begrepen	percebido	begrijpen	perceber	V;V.PTCP	V;MASC;SG;V.PTCP
begrepen	entendido	begrijpen	entender	V;V.PTCP	V;MASC;SG;V.PTCP
begrepen	entendi	begrijpen	entender	V;V.PTCP	V;IND;SG;1;PST;FIN
begrepen	entendeu	begrijpen	entender	V;V.PTCP	V;IND;SG;3;PST;FIN
begrepen	compreendido	begrijpen	compreender	V;V.PTCP	V;MASC;SG;V.PTCP
begrepen	compreendeu	begrijpen	compreender	V;V.PTCP	V;IND;SG;3;PST;FIN
level	nivel	level	nivel	N;NEUT;SG	N;MASC;SG
level	nível	level	nível	N;NEUT;SG	N;MASC;SG
level	level	level	level	N;NEUT;SG	N;MASC;SG
som	soma	som	soma	N;MASC+FEM;SG	N;FEM;SG
som	sum	som	sum	N;MASC+FEM;SG	N;MASC;SG
som	somatório	som	somatório	N;MASC+FEM;SG	N;MASC;SG
som	som	som	som	N;MASC+FEM;SG	N;MASC;SG
opgepakt	arrebentou	oppakken	arrebentar	V;V.PTCP	V;IND;SG;3;PST;FIN
opgepakt	detido	oppakken	deter	V;V.PTCP	V;MASC;SG;V.PTCP
opgepakt	presa	oppakken	presa	V;V.PTCP	V;FEM;SG;V.PTCP
opgepakt	preso	oppakken	prender	V;V.PTCP	V;MASC;SG;V.PTCP
bezette	ocupado	bezetten	ocupar	V;SG;PST;FIN	V;MASC;SG;V.PTCP
bezette	ocupada	bezetten	ocupar	V;SG;PST;FIN	V;FEM;SG;V.PTCP
austin	austin	austin	austin	N;NEUT;SG	N;MASC;SG
oplage	circulação	oplage	circulação	N;MASC+FEM;SG	N;FEM;SG
oplage	tiragem	oplage	tiragem	N;MASC+FEM;SG	N;FEM;SG
galerie	galeria	galerie	galeria	N;MASC+FEM;SG	N;FEM;SG
inschrijvingen	cadastros	inschrijving	cadastro	N;PL	N;MASC;PL
inschrijvingen	registos	inschrijving	registo	N;PL	N;MASC;PL
inschrijvingen	inscrições	inschrijving	inscrição	N;PL	N;FEM;PL
inschrijvingen	registros	inschrijving	registro	N;PL	N;MASC;PL
bartsch	bartsch	bartsch	bartsch	N;MASC+FEM;SG	N;MASC;SG
regeling	esquema	regeling	esquema	N;MASC+FEM;SG	N;MASC;SG
regeling	regime	regeling	regime	N;MASC+FEM;SG	N;MASC;SG
regeling	acordo	regeling	acordo	N;MASC+FEM;SG	N;MASC;SG
regeling	arranjo	regeling	arranjo	N;MASC+FEM;SG	N;MASC;SG
regeling	convénio	regeling	convénio	N;MASC+FEM;SG	N;MASC;SG
paolo	paolo	paolo	paolo	N;MASC+FEM;SG	N;MASC;SG
semi	semi	semi	semir	N;MASC+FEM;SG	N;MASC;SG
frederick	frederico	frederick	frederico	N;MASC+FEM;SG	N;MASC;SG
frederick	frederick	frederick	frederick	N;MASC+FEM;SG	N;MASC;SG
poes	gatinha	poes	gater	N;MASC+FEM;SG	N;FEM;SG
poes	gatinho	poes	gatinho	N;MASC+FEM;SG	N;MASC;SG
poes	gato	poes	gato	N;MASC+FEM;SG	N;MASC;SG
poes	gata	poes	gata	N;MASC+FEM;SG	N;FEM;SG
kruising	intersecção	kruising	intersecção	N;MASC+FEM;SG	N;FEM;SG
kruising	cruzamento	kruising	cruzamento	N;MASC+FEM;SG	N;MASC;SG
medium	mídia	medium	mídia	N;NEUT;SG	N;FEM;SG
medium	média	medium	média	N;NEUT;SG	N;FEM;SG
medium	médium	medium	médium	N;NEUT;SG	N;MASC;SG
cockerell	cockerell	cockerell	cockerell	N;MASC+FEM;SG	N;MASC;SG
wal	shore	wal	shore	N;MASC+FEM;SG	N;MASC;SG
wal	wal	wal	wal	N;MASC+FEM;SG	N;MASC;SG
musicus	músico	musicus	músico	N;MASC+FEM;SG	N;MASC;SG
ballet	ballet	ballet	ballet	N;NEUT;SG	N;MASC;SG
ballet	balé	ballet	balé	N;NEUT;SG	N;MASC;SG
architecten	arquitetos	architect	arquiteto	N;PL	N;MASC;PL
architecten	arquitectos	architect	arquitecto	N;PL	N;MASC;PL
architecten	arquitetos	architect	arquiteto	N;PL	N;MASC;PL
catherine	catherine	catherine	catherine	N;MASC+FEM;SG	N;FEM;SG
catherine	catarina	catherine	catarina	N;MASC+FEM;SG	N;FEM;SG
nest	ninhada	nest	ninhar	N;NEUT;SG	N;FEM;SG
nest	nest	nest	nest	N;NEUT;SG	N;MASC;SG
nest	ninho	nest	ninho	N;NEUT;SG	N;MASC;SG
nadeel	desvantagem	nadeel	desvantagem	N;NEUT;SG	N;FEM;SG
nadeel	desvantagem	nadeel	desvantagem	N;NEUT;SG	N;FEM;SG
fantasy	fantasy	fantasy	fantasy	N;MASC+FEM;SG	N;MASC;SG
fantasy	fantasia	fantasy	fantasia	N;MASC+FEM;SG	N;FEM;SG
stage	estágio	stage	estágio	N;MASC+FEM;SG	N;MASC;SG
silver	silver	silver	silver	N;MASC+FEM;SG	N;MASC;SG
silver	prata	silver	prata	N;MASC+FEM;SG	N;FEM;SG
beschermde	protegida	beschermen	protegido	V;SG;PST;FIN	V;FEM;SG;V.PTCP
beschermde	protegido	beschermen	proteger	V;SG;PST;FIN	V;MASC;SG;V.PTCP
bereikbaar	acessível	bereikbaar	acessível	ADJ	ADJ;MASC;SG
bereikbaar	acessíveis	bereikbaar	acessível	ADJ	ADJ;MASC;PL
verschillend	diferente	verschillend	diferente	ADJ	ADJ;MASC;SG
verschillend	diferentes	verschillend	diferente	ADJ	ADJ;MASC;PL
gemeld	denunciado	melden	denunciar	V;V.PTCP	V;MASC;SG;V.PTCP
gemeld	denunciou	melden	denunciar	V;V.PTCP	V;IND;SG;3;PST;FIN
gemeld	relatado	melden	relatar	V;V.PTCP	V;MASC;SG;V.PTCP
gemeld	comunicados	melden	comunicado	V;V.PTCP	V;MASC;PL;V.PTCP
gemeld	denunciada	melden	denunciar	V;V.PTCP	V;FEM;SG;V.PTCP
extreme	extrema	extreem	extremo	ADJ	ADJ;FEM;SG
zakenman	empresário	zakenman	empresário	N;MASC+FEM;SG	N;MASC;SG
herbouwd	reconstruído	herbouwen	reconstruir	V;V.PTCP	V;MASC;SG;V.PTCP
herbouwd	reconstruída	herbouwen	reconstruir	V;V.PTCP	V;FEM;SG;V.PTCP
herbouwd	reconstruiu	herbouwen	reconstruir	V;V.PTCP	V;IND;SG;3;PST;FIN
kansas	kansas	kansas	kansa	N;NEUT;SG	N;MASC;SG
gooien	atira	gooien	atirar	V;NFIN	V;IND;SG;3;PRS;FIN
ingeschreven	registrada	inschrijven	registrar	V;V.PTCP	V;FEM;SG;V.PTCP
ingeschreven	registada	inschrijven	registar	V;V.PTCP	V;FEM;SG;V.PTCP
ingeschreven	registrado	inschrijven	registrar	V;V.PTCP	V;MASC;SG;V.PTCP
ingeschreven	registado	inschrijven	registar	V;V.PTCP	V;MASC;SG;V.PTCP
ingeschreven	registados	inschrijven	registar	V;V.PTCP	V;MASC;PL;V.PTCP
ingeschreven	subscrito	inschrijven	subscrito	V;V.PTCP	V;MASC;SG;V.PTCP
ingeschreven	subscritos	inschrijven	subscrever	V;V.PTCP	V;MASC;PL;V.PTCP
ingeschreven	inscrito	inschrijven	inscrito	V;V.PTCP	V;MASC;SG;V.PTCP
ingeschreven	inscritos	inschrijven	inscrever	V;V.PTCP	V;MASC;PL;V.PTCP
dikwijls	freqüentemente	dikwijls	freqüentemente	ADV	ADV
dikwijls	frequentemente	dikwijls	frequentemente	ADV	ADV
vergroot	alargada	vergroten	alargar	V;V.PTCP	V;FEM;SG;V.PTCP
vergroot	ampliado	vergroten	ampliar	V;V.PTCP	V;MASC;SG;V.PTCP
vergroot	ampliada	vergroten	ampliar	V;V.PTCP	V;FEM;SG;V.PTCP
vergroot	alargado	vergroten	alargar	V;V.PTCP	V;MASC;SG;V.PTCP
vergroot	ampliar	vergroten	ampliar	V;V.PTCP	V;NFIN
vergroot	alargar	vergroten	alargar	V;V.PTCP	V;NFIN
casey	casey	casey	casey	N;MASC+FEM;SG	N;MASC;SG
bush	mato	bush	mato	N;MASC+FEM;SG	N;MASC;SG
bush	arbusto	bush	arbusto	N;MASC+FEM;SG	N;MASC;SG
factoren	factores	factor	factor	N;PL	N;MASC;PL
factoren	fatores	factor	fator	N;PL	N;MASC;PL
lessen	ensinamentos	les	ensinamento	N;PL	N;MASC;PL
lessen	lições	les	lição	N;PL	N;FEM;PL
lessen	aulas	les	aula	N;PL	N;FEM;PL
lessen	classes	les	classe	N;PL	N;FEM;PL
lessen	turmas	les	turma	N;PL	N;FEM;PL
lessen	aulas	les	aula	N;PL	N;FEM;PL
expliciet	explícita	expliciet	explícito	ADJ	ADJ;FEM;SG
expliciet	explícitas	expliciet	explícito	ADJ	ADJ;FEM;PL
expliciet	explícitos	expliciet	explícito	ADJ	ADJ;MASC;PL
expliciet	explícito	expliciet	explícito	ADJ	ADJ;MASC;SG
ein	ein	ein	ein	N;MASC+FEM;SG	N;MASC;SG
sant	sant	sant	sant	N;MASC+FEM;SG	N;MASC;SG
garde	guarda	gard	guarda	N;MASC+FEM;SG	N;FEM;SG
garde	garde	gard	garde	N;MASC+FEM;SG	N;MASC;SG
franciscus	francisco	franciscus	francisco	N;MASC+FEM;SG	N;MASC;SG
franciscus	francis	franciscus	franci	N;MASC+FEM;SG	N;MASC;SG
strips	quadrinhos	strip	quadrinho	N;PL	N;MASC;PL
strips	gibis	strip	gibil	N;PL	N;MASC;PL
bloem	farinha	bloem	farinha	N;MASC+FEM;SG	N;FEM;SG
bloem	flor	bloem	flor	N;MASC+FEM;SG	N;FEM;SG
bloem	flower	bloem	flower	N;MASC+FEM;SG	N;MASC;SG
libanon	líbano	libanon	líbano	N;NEUT;SG	N;MASC;SG
samenvoegen	fundir	samenvoegen	fundir	V;NFIN	V;NFIN
samenvoegen	mesclar	samenvoegen	mesclar	V;NFIN	V;NFIN
samenvoegen	fundir	samenvoegen	fundir	V;NFIN	V;NFIN
uitzicht	vista	uitzicht	vista	N;NEUT;SG	N;FEM;SG
tirol	tirol	tirol	tirol	N;NEUT;SG	N;MASC;SG
tirol	tirol	tirol	tirol	N;NEUT;SG	N;MASC;SG
secundaire	secundárias	secundair	secundário	ADJ	ADJ;FEM;PL
secundaire	secundários	secundair	secundário	ADJ	ADJ;MASC;PL
vulkaan	vulcão	vulkaan	vulcão	N;MASC+FEM;SG	N;MASC;SG
consul	cônsul	consul	cônsul	N;MASC+FEM;SG	N;MASC;SG
reizigers	viajantes	reiziger	viajante	N;PL	N;MASC;PL
reizigers	viajantes	reiziger	viajante	N;PL	N;MASC;PL
reizigers	passageiros	reiziger	passageiro	N;PL	N;MASC;PL
meten	medir	meten	medir	V;NFIN	V;NFIN
meten	medindo	meten	medir	V;NFIN	V;V.MSDR
meten	medir	meten	medir	V;NFIN	V;NFIN
meten	mede	meten	medir	V;NFIN	V;IND;SG;3;PRS;FIN
leonard	léonard	leonard	léonard	N;MASC+FEM;SG	N;MASC;SG
leonard	leonardo	leonard	leonardo	N;MASC+FEM;SG	N;MASC;SG
leonard	leonard	leonard	leonard	N;MASC+FEM;SG	N;MASC;SG
toelichting	comentário	toelichting	comentário	N;MASC+FEM;SG	N;MASC;SG
toelichting	explicação	toelichting	explicação	N;MASC+FEM;SG	N;FEM;SG
professional	professional	professional	professional	N;MASC+FEM;SG	N;MASC;SG
professional	profissional	professional	profissional	N;MASC+FEM;SG	N;MASC;SG
schijnt	brilha	schijnen	brilha	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
parken	parques	park	parque	N;PL	N;MASC;PL
formele	formais	formeel	formal	ADJ	ADJ;MASC;PL
formele	formal	formeel	formal	ADJ	ADJ;MASC;SG
ballingschap	exílio	ballingschap	exílio	N;MASC+FEM;SG	N;MASC;SG
verbod	ban	verbod	ban	N;NEUT;SG	N;MASC;SG
verbod	banimento	verbod	banimento	N;NEUT;SG	N;MASC;SG
verbod	proibição	verbod	proibição	N;NEUT;SG	N;FEM;SG
verbod	interdição	verbod	interdição	N;NEUT;SG	N;FEM;SG
verbod	proibição	verbod	proibição	N;NEUT;SG	N;FEM;SG
avenue	avenida	avenue	avenida	N;MASC+FEM;SG	N;FEM;SG
avenue	avenue	avenue	avenue	N;MASC+FEM;SG	N;MASC;SG
tsaar	czar	tsaar	czar	N;MASC+FEM;SG	N;MASC;SG
tsaar	czar	tsaar	czar	N;MASC+FEM;SG	N;MASC;SG
boekje	folheto	boek	folheto	N;NEUT;SG	N;MASC;SG
boekje	brochura	boek	brochurar	N;NEUT;SG	N;FEM;SG
mont	mont	mont	mont	N;MASC+FEM;SG	N;MASC;SG
