talent	талант	talent	талант	N;NOM;MASC;SG	N;INDF;MASC;SG
hrbet	гръб	hrbet	гръб	N;NOM;MASC;SG	N;INDF;MASC;SG
chaplin	чаплин	chaplin	чаплин	N;NOM;MASC;SG	N;INDF;MASC;SG
tonumber	tonumber	tonumber	tonumber	N;NOM;MASC;SG	N;INDF;MASC;SG
skriva	крие	skrivati	крия-(се)	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
televizija	телевизия	televizija	телевизия	N;NOM;FEM;SG	N;INDF;FEM;SG
televizija	телевизията	televizija	телевизия	N;NOM;FEM;SG	N;DEF;FEM;SG
televizija	телевизор	televizija	телевизор	N;NOM;FEM;SG	N;INDF;MASC;SG
osvojitev	завоевание	osvojitev	завоевание	N;NOM;FEM;SG	N;INDF;NEUT;SG
rena	рейн	rena	рейн	N;GEN;FEM;SG	N;INDF;MASC;SG
rena	рино	rena	рино	N;GEN;FEM;SG	N;INDF;MASC;SG
benečani	венецианците	benečan	венецианец	N;NOM;MASC;PL	N;DEF;MASC;PL
deveto	девета	deveti	девети	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
deveto	девети	deveti	девети	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
člena	статия	člen	статия	N;GEN;MASC;SG	N;INDF;FEM;SG
člena	член	člen	член	N;GEN;MASC;SG	N;INDF;MASC;SG
upravnik	управител	upravnik	управител	N;NOM;MASC;SG	N;INDF;MASC;SG
upravnik	мениджър	upravnik	мениджър	N;NOM;MASC;SG	N;INDF;MASC;SG
upravnik	надзирател	upravnik	надзирател	N;NOM;MASC;SG	N;INDF;MASC;SG
upravnik	уордън	upravnik	уордън	N;NOM;MASC;SG	N;INDF;MASC;SG
gilles	жил	gilles	жил	N;NOM;MASC;SG	N;INDF;MASC;SG
uspešnica	бестселър	uspešnica	бестселър	N;NOM;FEM;SG	N;INDF;MASC;SG
resnico	истина	resnica	истина	N;ACC;FEM;SG	N;INDF;FEM;SG
resnico	истината	resnica	истина	N;ACC;FEM;SG	N;DEF;FEM;SG
strup	отрова	strup	отрова	N;NOM;MASC;SG	N;INDF;FEM;SG
strup	отрова	strup	отрова	N;NOM;MASC;SG	N;INDF;FEM;SG
ignacij	игнатий	ignacija	игнатий	N;NOM;MASC;SG	N;INDF;MASC;SG
živčni	нервна	živčen	нервен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
živčni	нервен	živčen	нервен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
novinarjev	журналисти	novinar	журналист	N;GEN;MASC;PL	N;INDF;MASC;PL
novinarjev	журналистите	novinar	журналист	N;GEN;MASC;PL	N;DEF;MASC;PL
opisi	описанията	opis	описание	N;NOM;MASC;PL	N;DEF;NEUT;PL
opisi	описания	opis	опиша	N;NOM;MASC;PL	N;INDF;NEUT;PL
predavanj	лекции	predavanje	лекция	N;GEN;NEUT;PL	N;INDF;FEM;PL
predavanj	лекциите	predavanje	лекция	N;GEN;NEUT;PL	N;DEF;FEM;PL
patrese	патрезе	patresti	патрезе	N;NOM;MASC;SG	N;INDF;MASC;SG
pooblastila	сили	pooblastilo	сила	N;NOM;NEUT;PL	N;INDF;FEM;PL
pooblastila	правомощия	pooblastilo	правомощие	N;NOM;NEUT;PL	N;INDF;NEUT;PL
violinist	цигулар	violinist	цигулар	N;NOM;MASC;SG	N;INDF;MASC;SG
metalec	установка	metalec	установка	N;NOM;MASC;SG	N;INDF;FEM;SG
kneževine	княжества	kneževina	княжество	N;NOM;FEM;PL	N;INDF;NEUT;PL
navade	навиците	navada	навик	N;NOM;FEM;PL	N;DEF;MASC;PL
navade	навици	navada	навик	N;NOM;FEM;PL	N;INDF;MASC;PL
con	измама	cona	измама	N;NOM;MASC;SG	N;INDF;FEM;SG
religija	религията	religija	религия	N;NOM;FEM;SG	N;DEF;FEM;SG
religija	религия	religija	религия	N;NOM;FEM;SG	N;INDF;FEM;SG
častniki	офицери	častnik	офицер	N;NOM;MASC;PL	N;INDF;MASC;PL
častniki	полицаи	častnik	полицай	N;NOM;MASC;PL	N;INDF;MASC;PL
groba	гроб	grob	гроб	N;NOM;MASC;SG	N;INDF;MASC;SG
seme	сперма	seme	сперма	N;NOM;NEUT;SG	N;INDF;FEM;SG
seme	семе	seme	семе	N;NOM;NEUT;SG	N;INDF;NEUT;SG
seme	семе	seme	семе	N;NOM;NEUT;SG	N;INDF;NEUT;SG
verigo	верига	veriga	верига	N;ACC;FEM;SG	N;INDF;FEM;SG
verigo	верижка	veriga	верижка	N;ACC;FEM;SG	N;INDF;FEM;SG
verigo	веригата	veriga	верига	N;ACC;FEM;SG	N;DEF;FEM;SG
poznavanje	познаване	poznavanje	познаване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
poznavanje	познаване	poznavanje	познаване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
poznavanje	знание	poznavanje	знание	N;NOM;NEUT;SG	N;INDF;NEUT;SG
poznavanje	познание	poznavanje	познание	N;NOM;NEUT;SG	N;INDF;NEUT;SG
horst	хорст	horst	хорст	N;NOM;MASC;SG	N;INDF;MASC;SG
poznano	позната	poznano	познат	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;SG
ujel	уловена	ujeti	уловя-(се)	V;PFV;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
preiskave	проверки	preiskava	проверка	N;NOM;FEM;PL	N;INDF;FEM;PL
preiskave	запитвания	preiskava	запитване	N;NOM;FEM;PL	N;INDF;NEUT;PL
preiskave	разследвания	preiskava	разследване	N;NOM;FEM;PL	N;INDF;NEUT;PL
preiskave	изследвания	preiskava	изследване	N;NOM;FEM;PL	N;INDF;NEUT;PL
štirinajst	четиринадесет	štirinajst	четиринадесет	NUM;NOM;PL	NUM;INDF;PL
dramo	драмата	drama	драма	N;ACC;FEM;SG	N;DEF;FEM;SG
dramo	драма	drama	драма	N;ACC;FEM;SG	N;INDF;FEM;SG
minute	минути	minuta	минута	N;NOM;FEM;PL	N;INDF;FEM;PL
gerard	джерард	gerard	джерард	N;NOM;MASC;SG	N;INDF;MASC;SG
gerard	жерар	gerard	жерар	N;NOM;MASC;SG	N;INDF;MASC;SG
uničiti	унищожи	uničiti	унищожа	V;PFV;NFIN	V;PFV;IMP;SG;2;FIN
identiteto	самоличност	identiteta	самоличност	N;ACC;FEM;SG	N;INDF;FEM;SG
identiteto	идентичност	identiteta	идентичност	N;ACC;FEM;SG	N;INDF;FEM;SG
mehansko	механично	mehanski	механично	ADV	ADV
mehansko	механично	mehanski	механично	ADV	ADV
izjavo	твърдение	izjava	твърдение	N;ACC;FEM;SG	N;INDF;NEUT;SG
izjavo	изявление	izjava	изявление	N;ACC;FEM;SG	N;INDF;NEUT;SG
poštna	пощенски	pošten	пощенски	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
police	полици	polica	полица	N;NOM;FEM;PL	N;INDF;MASC;PL
police	политики	polica	политика	N;NOM;FEM;PL	N;INDF;FEM;PL
police	рафтове	polica	рафт	N;NOM;FEM;PL	N;INDF;MASC;PL
police	рафтовете	polica	рафт	N;NOM;FEM;PL	N;DEF;MASC;PL
smole	смоли	smola	смоля-(се)	N;NOM;FEM;PL	N;INDF;MASC;PL
thierry	тиери	thierry	тиера	N;NOM;MASC;SG	N;INDF;MASC;SG
demokratične	демократични	demokratičen	демократичен	ADJ;NOM;FEM;PL	ADJ;INDF;PL
dano	дадена	dan	даден	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
demokracije	демокрации	demokracija	демокрация	N;NOM;FEM;PL	N;INDF;FEM;PL
klobuk	шапка	klobuk	шапка	N;NOM;MASC;SG	N;INDF;FEM;SG
klobuk	шапката	klobuk	шапка	N;NOM;MASC;SG	N;DEF;FEM;SG
photo	снимка	phota	снимка	N;NOM;MASC;SG	N;INDF;FEM;SG
photo	снимката	phota	снимка	N;NOM;MASC;SG	N;DEF;FEM;SG
photo	фото	phota	фото	N;NOM;MASC;SG	N;INDF;MASC;SG
uspehi	успехи	uspeh	успех	N;NOM;MASC;PL	N;INDF;MASC;PL
uspehi	успехите	uspeh	успех	N;NOM;MASC;PL	N;DEF;MASC;PL
izobraževalno	образователна	izobraževalen	образователен	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
izobraževalno	образователен	izobraževalen	образователен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
varuje	защитава	varovati	защитавам	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
japonci	японци	japonec	японец	N;NOM;MASC;PL	N;INDF;MASC;PL
nikdar	никога	nikdar	никога	ADV	ADV
elektroni	електроните	elektron	електрон	N;NOM;MASC;PL	N;DEF;MASC;PL
elektroni	електрони	elektron	електрон	N;NOM;MASC;PL	N;INDF;MASC;PL
predala	предадено	predati	предам-(се)	V;PFV;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
leona	леона	leon	леона	N;NOM;MASC;SG	N;INDF;FEM;SG
budistični	будистки	budističen	будистки	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
potniški	пътнически	potniški	пътнически	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
glavobol	главоболие	glavobol	главоболие	N;NOM;MASC;SG	N;INDF;NEUT;SG
glavobol	главоболие	glavobol	главоболие	N;NOM;MASC;SG	N;INDF;NEUT;SG
angeli	ангелите	angela	ангел	N;NOM;MASC;PL	N;DEF;MASC;PL
angeli	ангели	angela	ангел	N;NOM;MASC;PL	N;INDF;MASC;PL
članstvo	членството	članstvo	членство	N;NOM;NEUT;SG	N;DEF;NEUT;SG
članstvo	членство	članstvo	членство	N;NOM;NEUT;SG	N;INDF;NEUT;SG
razmišljanje	мислене	razmišljanje	мислене	N;NOM;NEUT;SG	N;INDF;NEUT;SG
razmišljanje	размисъл	razmišljanje	размисъл	N;NOM;NEUT;SG	N;INDF;MASC;SG
umetne	изкуствени	umeten	изкуствен	ADJ;NOM;FEM;PL	ADJ;INDF;PL
prisilil	принуден	prisiliti	принудя-(се)	V;PFV;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
misijonar	мисионер	misijonar	мисионер	N;NOM;MASC;SG	N;INDF;MASC;SG
sesalcev	бозайници	sesalec	бозайник	N;GEN;MASC;PL	N;INDF;FEM;PL
širitev	уголемяване	širitev	уголемяване	N;NOM;FEM;SG	N;INDF;NEUT;SG
širitev	разширяване	širitev	разширяване	N;NOM;FEM;SG	N;INDF;NEUT;SG
širitev	разширение	širitev	разширение	N;NOM;FEM;SG	N;INDF;NEUT;SG
širitev	разширяването	širitev	разширяване	N;NOM;FEM;SG	N;DEF;NEUT;SG
širitev	разрастване	širitev	разрастване	N;NOM;FEM;SG	N;INDF;NEUT;SG
širitev	разширяване	širitev	разширяване	N;NOM;FEM;SG	N;INDF;NEUT;SG
širitev	разширение	širitev	разширение	N;NOM;FEM;SG	N;INDF;NEUT;SG
legend	легендата	legenda	легенда	N;NOM;FEM;SG	N;DEF;FEM;SG
legend	легенда	legenda	легенда	N;NOM;FEM;SG	N;INDF;FEM;SG
dimenzije	размери	dimenzija	размер	N;NOM;FEM;PL	N;INDF;MASC;PL
volji	настроението	volja	настроение	N;NOM;FEM;SG	N;DEF;NEUT;SG
volji	настроение	volja	настроение	N;NOM;FEM;SG	N;INDF;NEUT;SG
porta	порта	porta	порта	N;NOM;MASC;SG	N;INDF;FEM;SG
ayrton	аертон	ayrton	аертон	N;NOM;MASC;SG	N;INDF;MASC;SG
zob	зъб	zob	зъб	N;NOM;MASC;SG	N;INDF;MASC;SG
cesarica	императрицата	cesarica	императрица	N;NOM;FEM;SG	N;DEF;FEM;SG
cesarica	императрица	cesarica	императрица	N;NOM;FEM;SG	N;INDF;FEM;SG
domovina	родино	domovina	родино	N;NOM;FEM;SG	N;INDF;MASC;SG
domovina	родината	domovina	родина	N;NOM;FEM;SG	N;DEF;FEM;SG
domovina	родина	domovina	родина	N;NOM;FEM;SG	N;INDF;FEM;SG
domovina	родина	domovina	родина	N;NOM;FEM;SG	N;INDF;FEM;SG
domovina	родино	domovina	родино	N;NOM;FEM;SG	N;INDF;MASC;SG
domovina	родина	domovina	родина	N;NOM;FEM;SG	N;INDF;FEM;SG
petja	пеене	petje	пеене	N;GEN;NEUT;SG	N;INDF;NEUT;SG
petja	пеенето	petje	пеене	N;GEN;NEUT;SG	N;DEF;NEUT;SG
petja	пеене	petje	пеене	N;GEN;NEUT;SG	N;INDF;NEUT;SG
vijak	винт	vijak	винт	N;NOM;MASC;SG	N;INDF;MASC;SG
žita	зърна	žita	зърна-(се)	N;NOM;FEM;PL	N;INDF;NEUT;PL
podaljšana	продължителен	podaljšan	продължителен	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
prispel	пристигнал	prispeti	пристигна	V;PFV;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
prispel	пристигна	prispeti	пристигна	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
dar	дар	dar	дар	N;NOM;MASC;SG	N;INDF;MASC;SG
marta	марта	mart	марта	N;NOM;FEM;SG	N;INDF;FEM;SG
marta	марта	mart	марта	N;NOM;FEM;SG	N;INDF;FEM;SG
sadje	плод	sadje	плод	N;NOM;NEUT;SG	N;INDF;MASC;SG
presenetljivo	учудващо	presenetljiv	учудвам-(се)	ADV	ADV
presenetljivo	изненадващо	presenetljiv	изненадващо	ADV	ADV
presenetljivo	учудващо	presenetljiv	учудвам-(се)	ADV	ADV
presenetljivo	изненадващо	presenetljiv	изненадващо	ADV	ADV
trditve	твърдения	trditev	твърдение	N;NOM;FEM;PL	N;INDF;NEUT;PL
trditve	искове	trditev	иск	N;NOM;FEM;PL	N;INDF;MASC;PL
trditve	твърдения	trditev	твърдение	N;NOM;FEM;PL	N;INDF;NEUT;PL
trditve	вземания	trditev	вземание	N;NOM;FEM;PL	N;INDF;NEUT;PL
trditve	претенции	trditev	претенция	N;NOM;FEM;PL	N;INDF;FEM;PL
trditve	твърдения	trditev	твърдение	N;NOM;FEM;PL	N;INDF;NEUT;PL
trditve	доводи	trditev	доводя	N;NOM;FEM;PL	N;INDF;MASC;PL
trditve	спорове	trditev	спор	N;NOM;FEM;PL	N;INDF;MASC;PL
trditve	аргументи	trditev	аргумент	N;NOM;FEM;PL	N;INDF;MASC;PL
avtomobilski	автомобилния	avtomobilski	автомобилен	ADJ;NOM;MASC;SG	ADJ;DEF;MASC;SG
avtomobilski	автомобилна	avtomobilski	автомобилен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
avtomobilski	автомобилен	avtomobilski	автомобилен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
tujino	чужбина	tujina	чужбина	N;ACC;FEM;SG	N;INDF;FEM;SG
nizki	нисък	nizek	нисък	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
nizki	ниска	nizek	нисък	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
plodovi	плодове	plodov	плод	N;NOM;MASC;PL	N;INDF;MASC;PL
priljubljeno	популярно	priljubljen	популярен	ADV	ADV
priljubljeno	любимо	priljubljen	любимо	ADV	ADV
priljubljeno	актуално	priljubljen	актуален	ADV	ADV
priljubljeno	любимо	priljubljen	любимо	ADV	ADV
jarek	ров	jarek	ров	N;NOM;MASC;SG	N;INDF;MASC;SG
jarek	ров	jarek	ров	N;NOM;MASC;SG	N;INDF;MASC;SG
premera	диаметър	premer	диаметър	N;GEN;MASC;SG	N;INDF;MASC;SG
kampanje	кампании	kampanja	кампания	N;NOM;FEM;PL	N;INDF;FEM;PL
kampanje	кампаниите	kampanja	кампания	N;NOM;FEM;PL	N;DEF;FEM;PL
simbolizira	символизира	simbolizirati	символизирам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
simbolizira	символизира	simbolizirati	символизирам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
posamezna	индивидуален	posamezen	индивидуален	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
posamezna	индивидуална	posamezen	индивидуален	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
motive	мотивите	motiv	мотив	N;ACC;MASC;PL	N;DEF;MASC;PL
motive	мотиви	motiv	мотив	N;ACC;MASC;PL	N;INDF;MASC;PL
rjavo	кафяв	rjav	кафяв	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
rjavo	кафява	rjav	кафявам	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
stosur	стосър	stosur	стосър	N;NOM;MASC;SG	N;INDF;FEM;SG
izjemen	изключителен	izjemen	изключителен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
izjemen	изключителна	izjemen	изключителен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
prehrani	храненето	prehrana	хранене	N;DAT;FEM;SG	N;DEF;NEUT;SG
prehrani	хранене	prehrana	хранене	N;DAT;FEM;SG	N;INDF;NEUT;SG
obremenitev	натоварване	obremenitev	натоварване	N;GEN;FEM;SG	N;INDF;NEUT;SG
obremenitev	зареждане	obremenitev	зареждане	N;GEN;FEM;SG	N;INDF;NEUT;SG
obremenitev	товар	obremenitev	товар	N;GEN;FEM;SG	N;INDF;MASC;SG
obremenitev	товарене	obremenitev	товарене	N;GEN;FEM;SG	N;INDF;NEUT;SG
obremenitev	натоварване	obremenitev	натоварване	N;GEN;FEM;SG	N;INDF;NEUT;SG
obremenitev	зареждане	obremenitev	зареждане	N;GEN;FEM;SG	N;INDF;NEUT;SG
obremenitev	дебит	obremenitev	дебит	N;GEN;FEM;SG	N;INDF;MASC;SG
roll	ролка	roll	ролка	N;NOM;MASC;SG	N;INDF;FEM;SG
čelo	чело	čelo	чело	N;NOM;NEUT;SG	N;INDF;NEUT;SG
čelo	челото	čelo	чело	N;NOM;NEUT;SG	N;DEF;NEUT;SG
čelo	виолончело	čelo	виолончело	N;NOM;NEUT;SG	N;INDF;NEUT;SG
čelo	чело	čelo	чело	N;NOM;NEUT;SG	N;INDF;NEUT;SG
tekmovanj	състезания	tekmovanje	състезание	N;GEN;NEUT;PL	N;INDF;NEUT;PL
tekmovanj	конкурси	tekmovanje	конкурс	N;GEN;NEUT;PL	N;INDF;MASC;PL
pojave	явления	pojava	явление	N;ACC;MASC;PL	N;INDF;NEUT;PL
pojave	феномени	pojava	феномен	N;ACC;MASC;PL	N;INDF;MASC;PL
gašper	хенри	gašper	хенра	N;NOM;MASC;SG	N;INDF;MASC;SG
lola	лола	lol	лола	N;NOM;MASC;SG	N;INDF;FEM;SG
lesen	дървен	lesen	дървен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
lesen	дървена	lesen	дървен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
blog	блог	blog	блог	N;NOM;MASC;SG	N;INDF;MASC;SG
ettore	еторе	ettor	еторе	N;NOM;MASC;SG	N;INDF;MASC;SG
vrtovi	градините	vrt	градина	N;NOM;MASC;PL	N;DEF;FEM;PL
vrtovi	градини	vrt	градина	N;NOM;MASC;PL	N;INDF;FEM;PL
potrjuje	потвърждава	potrjevati	потвърждавам	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
eugen	ойген	eugen	ойген	N;NOM;MASC;SG	N;INDF;FEM;SG
imunski	имунна	imunski	имунен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
imunski	имунната	imunski	имунен	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
stresa	стрес	stres	стрес	N;GEN;MASC;SG	N;INDF;MASC;SG
stresa	стресът	stres	стрес	N;GEN;MASC;SG	N;DEF;MASC;SG
einstein	айнщайн	einstein	айнщайн	N;NOM;MASC;SG	N;INDF;MASC;SG
senator	сенатор	senator	сенатор	N;NOM;MASC;SG	N;INDF;MASC;SG
vincenzo	винченцо	vincenza	винченцо	N;NOM;MASC;SG	N;INDF;MASC;SG
podružnica	филиал	podružnica	филиал	N;NOM;FEM;SG	N;INDF;MASC;SG
podružnica	клон	podružnica	клон	N;NOM;FEM;SG	N;INDF;MASC;SG
podružnica	клонче	podružnica	клонче	N;NOM;FEM;SG	N;INDF;NEUT;SG
podružnica	клонка	podružnica	клонка	N;NOM;FEM;SG	N;INDF;FEM;SG
podvozje	шасито	podvozje	шаси	N;NOM;NEUT;SG	N;DEF;NEUT;SG
podvozje	шаси	podvozje	шаси	N;NOM;NEUT;SG	N;INDF;NEUT;SG
kmečka	селска	kmečki	селски	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ilustracije	илюстрации	ilustracija	илюстрация	N;NOM;FEM;PL	N;INDF;FEM;PL
križišču	кръстовището	križišče	кръстовище	N;DAT;NEUT;SG	N;DEF;NEUT;SG
križišču	пресичане	križišče	пресичане	N;DAT;NEUT;SG	N;INDF;NEUT;SG
križišču	кръстовище	križišče	кръстовище	N;DAT;NEUT;SG	N;INDF;NEUT;SG
križišču	пресечка	križišče	пресечка	N;DAT;NEUT;SG	N;INDF;FEM;SG
križišču	кръстопът	križišče	кръстопът	N;DAT;NEUT;SG	N;INDF;MASC;SG
alabama	алабама	alaba	алабама	N;NOM;FEM;SG	N;DEF;MASC;SG
odstranjevanje	унищожаване	odstranjevanje	унищожаване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
odstranjevanje	разположение	odstranjevanje	разположение	N;NOM;NEUT;SG	N;INDF;NEUT;SG
odstranjevanje	обезвреждане	odstranjevanje	обезвреждане	N;NOM;NEUT;SG	N;INDF;NEUT;SG
odstranjevanje	изхвърляне	odstranjevanje	изхвърляне	N;NOM;NEUT;SG	N;INDF;NEUT;SG
odstranjevanje	премахване	odstranjevanje	премахване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
odstranjevanje	изваждане	odstranjevanje	изваждане	N;NOM;NEUT;SG	N;INDF;NEUT;SG
odstranjevanje	отстраняване	odstranjevanje	отстраняване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
prefekt	префект	prefekt	префект	N;NOM;MASC;SG	N;INDF;MASC;SG
siegfried	зигфрид	siegfried	зигфрид	N;NOM;MASC;SG	N;INDF;MASC;SG
bomba	бомбата	bomba	бомба	N;NOM;FEM;SG	N;DEF;FEM;SG
bomba	бомба	bomba	бомба	N;NOM;FEM;SG	N;INDF;FEM;SG
scene	сцените	scena	сцена	N;NOM;FEM;PL	N;DEF;FEM;PL
scene	сцени	scena	сцена	N;NOM;FEM;PL	N;INDF;FEM;PL
mera	мера	mera	мера	N;NOM;FEM;SG	N;INDF;MASC;SG
mera	ставка	mera	ставка	N;NOM;FEM;SG	N;INDF;FEM;SG
sulfat	сулфат	sulfat	сулфат	N;NOM;MASC;SG	N;INDF;MASC;SG
sulfat	сулфат	sulfat	сулфат	N;NOM;MASC;SG	N;INDF;MASC;SG
tito	тито	tito	тито	N;NOM;MASC;SG	N;INDF;MASC;SG
izmenjavo	обмяна	izmenjava	обмяна	N;ACC;FEM;SG	N;INDF;FEM;SG
izmenjavo	замяна	izmenjava	замяна	N;ACC;FEM;SG	N;INDF;FEM;SG
izmenjavo	размяна	izmenjava	размяна	N;ACC;FEM;SG	N;INDF;FEM;SG
izmenjavo	обмен	izmenjava	обмен	N;ACC;FEM;SG	N;INDF;MASC;SG
izmenjavo	борса	izmenjava	борса	N;ACC;FEM;SG	N;INDF;FEM;SG
docent	доцент	docent	доцент	N;NOM;MASC;SG	N;INDF;MASC;SG
deseti	десети	deseti	десети	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
deseti	десета	deseti	десети	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
infrastrukture	инфраструктури	infrastruktura	инфраструктура	N;NOM;FEM;PL	N;INDF;FEM;PL
dim	дим	dim	дим	N;NOM;MASC;SG	N;INDF;MASC;SG
dim	дим	dim	дим	N;NOM;MASC;SG	N;INDF;MASC;SG
dim	пушек	dim	пушек	N;NOM;MASC;SG	N;INDF;MASC;SG
obred	церемония	obred	церемония	N;NOM;MASC;SG	N;INDF;FEM;SG
obred	церемонията	obred	церемония	N;NOM;MASC;SG	N;DEF;FEM;SG
obred	ритуал	obred	ритуал	N;NOM;MASC;SG	N;INDF;MASC;SG
veronika	вероника	veronika	вероника	N;NOM;FEM;SG	N;INDF;FEM;SG
veronika	вероника	veronika	вероника	N;NOM;FEM;SG	N;INDF;FEM;SG
skale	камъни	skala	камък	N;NOM;FEM;PL	N;INDF;MASC;PL
skale	скали	skala	скала	N;NOM;FEM;PL	N;INDF;FEM;PL
razlage	тълкувания	razlaga	тълкуване	N;NOM;FEM;PL	N;INDF;NEUT;PL
razlage	обяснения	razlaga	обясня-(се)	N;NOM;FEM;PL	N;INDF;NEUT;PL
razlage	разяснения	razlaga	разяснение	N;NOM;FEM;PL	N;INDF;NEUT;PL
medicinsko	медицински	medicinski	медицински	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
medicinsko	медицинска	medicinski	медицински	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
realna	реалистична	realen	реалистичен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
realna	реалистичен	realen	реалистичен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
mejah	граници	meja	граница	N;ESS;FEM;PL	N;INDF;FEM;PL
puščavi	пустиня	puščava	пустиня	N;DAT;FEM;SG	N;INDF;FEM;SG
puščavi	пустинята	puščava	пустиня	N;DAT;FEM;SG	N;DEF;FEM;SG
zajec	заек	zajec	заек	N;NOM;MASC;SG	N;INDF;MASC;SG
zajec	зайче	zajec	зайче	N;NOM;MASC;SG	N;INDF;NEUT;SG
pripadnost	принадлежност	pripadnost	принадлежност	N;NOM;FEM;SG	N;INDF;FEM;SG
pripadnost	принадлежност	pripadnost	принадлежност	N;NOM;FEM;SG	N;INDF;FEM;SG
twin	близначка	twin	близначка	N;NOM;MASC;SG	N;INDF;FEM;SG
twin	близнак	twin	близнак	N;NOM;MASC;SG	N;INDF;MASC;SG
disciplina	дисциплина	disciplina	дисциплина	N;NOM;FEM;SG	N;INDF;FEM;SG
soproga	съпруг	soprog	съпруг	N;NOM;FEM;SG	N;INDF;MASC;SG
soproga	съпруга	soprog	съпруга	N;NOM;FEM;SG	N;INDF;FEM;SG
soproga	жена	soprog	жена	N;NOM;FEM;SG	N;INDF;FEM;SG
soproga	съпруга	soprog	съпруга	N;NOM;FEM;SG	N;INDF;FEM;SG
soproga	съпругата	soprog	съпруга	N;NOM;FEM;SG	N;DEF;FEM;SG
teoretik	теоретик	teoretik	теоретик	N;NOM;MASC;SG	N;INDF;MASC;SG
cona	зона	cona	зона	N;NOM;FEM;SG	N;INDF;FEM;SG
zaupanje	доверие	zaupanje	доверие	N;NOM;NEUT;SG	N;INDF;NEUT;SG
zaupanje	увереност	zaupanje	увереност	N;NOM;NEUT;SG	N;INDF;FEM;SG
zaupanje	самоувереност	zaupanje	самоувереност	N;NOM;NEUT;SG	N;INDF;FEM;SG
zaupanje	доверие	zaupanje	доверие	N;NOM;NEUT;SG	N;INDF;NEUT;SG
široki	широки	širok	широк	ADJ;NOM;MASC;PL	ADJ;INDF;PL
prejeti	получено	prejeti	получа	V;PFV;NFIN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
prejeti	получена	prejeti	получа	V;PFV;NFIN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
prejeti	получен	prejeti	получа	V;PFV;NFIN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
