den	den	den	den	PRO;DEF;MASC+FEM;SG	PRO;SG;3
bonde	bondejente	bonde	bondejente	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bonde	bonde	bonde	bonde	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
foundation	foundation	foundation	foundation	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
foundation	stiftelse	foundation	stiftelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
existerar	eksisterer	existera	eksistere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
existerar	eksisterer	existera	eksistere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
lily	lilje	lily	lilje	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
lily	lily	lily	lily	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
antagligen	antageligvis	antagligen	antageligvis	ADV	ADV
antagligen	sannsynligvis	antagligen	sannsynligvis	ADV	ADV
stenar	steiner	sten	stein	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
stenar	steiner	sten	stein	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
hantera	administrere	hantera	administrere	V;IMP;FIN;ACT	V;NFIN
hantera	administrere	hantera	administrere	V;IMP;FIN;ACT	V;NFIN
hantera	håndtere	hantera	håndtere	V;IMP;FIN;ACT	V;NFIN
fenomen	fenomen	fenom	fenomen	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
fenomen	fenomen	fenom	fenomen	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
pågår	pågår	pågå	pågå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
takt	pace	takt	pace	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
takt	tempo	takt	tempo	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
takt	takt	takt	takt	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
rik	rikt	rik	rik	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
rik	rik	rik	rik	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
tema	tema	tema	tema	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
passar	passer	passa	passe	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
passar	passer	passa	passe	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
andel	proporsjoner	andel	proporsjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
utställning	utstilling	utställning	utstilling	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
utställning	utstilling	utställning	utstilling	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
representant	representant	representant	representant	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
definieras	defineres	definiera	defineres	V;IND;PRS;FIN;PASS	V;IND;FIN
främmande	utenlandske	främmande	utenlandsk	ADJ;NOM	ADJ;PL
främmande	utenlandsk	främmande	utenlandsk	ADJ;NOM	ADJ;INDF;SG
mayo	majones	mayo	majones	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mayo	mayo	mayo	mayo	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
situation	situasjon	situation	situasjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sol	sun	sol	sun	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
sol	sol	sol	sol	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sol	søn	sol	søn	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sol	sol	sol	sol	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
händelse	hendelse	händelse	hendelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
händelse	story	händelse	story	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
händelse	historie	händelse	historie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
händelse	hendelse	händelse	hendelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
händelse	hending	händelse	hending	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
händelse	arrangement	händelse	arrangement	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
rangers	rangers	rang	rangers	N;GEN;INDF;MASC+FEM;SG	N;INDF;MASC;SG
universum	universe	universum	universe	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
universum	univers	universum	univers	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
skickade	sendte	skicka	sende	V;IND;PST;FIN;ACT	V;IND;PST;FIN
slutspel	playoff	slutspel	playoff	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
tillgängliga	tilgjengelige	tillgänglig	tilgjengelig	ADJ;NOM;PL	ADJ;PL
aktiviteter	aktiviteter	aktivitet	aktiviteter	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
datorer	datamaskiner	dator	datamaskin	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
bidra	bidra	bidra	bidra	V;IMP;FIN;ACT	V;NFIN
bidra	bidra	bidra	bidra	V;IMP;FIN;ACT	V;NFIN
värd	verdt	värd	verd	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
nacional	nacional	nacional	nacional	N;NOM;INDF;MASC+FEM;SG	N
poesi	poesi	poesi	poesi	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
take	take	take	take	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
läkemedel	legemidler	läkemedel	legemiddel	N;NOM;INDF;NEUT;PL	N;INDF;FEM;PL
läkemedel	legemidler	läkemedel	legemiddel	N;NOM;INDF;NEUT;PL	N;INDF;FEM;PL
block	blokkering	block	blokkering	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
block	blokk	block	blokk	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
gammalt	gammelt	gammal	gammel	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
gammalt	gammal	gammal	gammal	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;SG
psalmer	salmer	psalm	salmer	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
chang	chang	chang	chang	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
listor	lister	listor	liste	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
brant	bratt	brant	bratt	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
willis	willis	willis	willis	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
försäljning	salg	försäljning	salg	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
försäljning	salgs	försäljning	salgs	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
försäljning	salg	försäljning	salg	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
undervisning	undervisning	undervisning	undervisning	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
undervisning	undervise	undervisning	undervise	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
musikgrupp	band	musikgrupp	band	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
project	project	project	project	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
project	prosjekt	project	prosjekt	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
fördel	fortrinn	fördel	fortrinn	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
fördel	fordel	fördel	fordel	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kandahar	kandahar	kandah	kandah	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
basket	basketball	bask	basketball	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
nordligaste	nordligste	nordlig	nordlig	ADJ;NOM;DEF;RL	ADJ;DEF;RL
slutspelet	sluttspillet	slutspel	sluttspille	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
congress	kongress	congress	kongress	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
professionella	profesjonelle	professionell	profesjonell	ADJ;NOM;PL	ADJ;PL
professionella	profesjonelle	professionell	profesjonell	ADJ;NOM;PL	ADJ;PL
verkligheten	virkeligheten	verklighet	virkelighet	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
verkligheten	realiteten	verklighet	realitet	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
aftonbladet	aftonbladet	aftonblad	aftonblad	N;NOM;DEF;MASC+FEM;SG	N;DEF;NEUT;SG
leddes	førte	leda	føre	V;IND;PST;FIN;PASS	V;IND;PST;FIN
stubbar	stumper	stubb	stumpe	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
valt	valgt	välja	velg	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
valt	utvalgt	välja	utvalg	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
stranden	stranda	strand	strand	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
försvara	forsvare	försvara	forsvare	V;IMP;NFIN;ACT	V;NFIN
försvara	forsvare	försvara	forsvare	V;IMP;NFIN;ACT	V;NFIN
ställe	spisested	ställe	spisested	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
ställe	place	ställe	place	N;NOM;INDF;NEUT;SG	N
libreville	libreville	librevill	librevilje	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
avsked	avskjedssøknad	avsked	avskjedssøknad	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
avsked	oppsigelse	avsked	oppsigelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
play	avspilling	play	avspilling	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
play	leke	play	leke	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
play	lek	play	lek	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
play	spill	play	spill	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
majoriteten	flertallet	majoritet	flertall	N;NOM;DEF;MASC+FEM;SG	N;DEF;NEUT;SG
landsbygden	landsbygda	landsbygd	landsbygd	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
styre	styring	styre	styring	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
off	off	off	off	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT
konsten	art	konst	art	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
konsten	kunst	konst	kunst	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
ber	be	be	be	V;IMP;FIN;ACT	V;IMP;NFIN
ber	be	be	be	V;IMP;FIN;ACT	V;IMP;NFIN
villkor	vilkår	villkor	vilkår	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
villkor	vilkår	villkor	vilkår	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
ändamål	formål	ändamål	formål	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
ändamål	formål	ändamål	formål	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
flotta	navy	flotta	navy	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
flotta	marine	flotta	marin	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
flotta	flåte	flotta	flåte	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
homs	homs	homs	homs	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
nigra	nigra	nigrn	nigra	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
skärgård	skjærgård	skärgård	skjærgård	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
störst	størst	stor	stor	ADJ;NOM;INDF;RL	ADJ;INDF;RL
störst	størst	stor	stor	ADJ;NOM;INDF;RL	ADJ;INDF;RL
störst	størst	stor	stor	ADJ;NOM;INDF;RL	ADJ;INDF;RL
inspirerad	inspirert	inspirerad	inspirere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
anknytning	tilhørighet	anknytning	tilhørighet	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
anknytning	tilknytning	anknytning	tilknytning	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
anknytning	forbindelse	anknytning	forbindelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
anknytning	tilkobling	anknytning	tilkobling	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
processen	prosessen	process	prosess	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
meadow	enga	meadol	enge	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
meadow	meadow	meadol	meadow	N;NOM;INDF;MASC+FEM;SG	N
senaten	senatet	senat	senat	N;NOM;DEF;MASC+FEM;SG	N;DEF;NEUT;SG
starr	starr	starr	starr	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
garonne	garonne	garonne	garonn	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
anställning	sysselsetting	anställning	sysselsetting	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
rummet	rommet	rum	rom	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
rummet	room	rum	room	N;NOM;DEF;NEUT;SG	N
eucalyptus	eukalyptus	eucalyptus	eukalyptus	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
myndigheterna	myndighetene	myndighet	myndighet	N;NOM;DEF;MASC+FEM;PL	N;DEF;FEM;PL
dina	dine	du	din	PRO;DEF;PL	PRO;PL
dina	dine	du	din	PRO;DEF;PL	PRO;PL
cear	ceará	cear	ceará	N;NOM;INDF;MASC+FEM;SG	N;INDF;SG
legend	legende	legend	legende	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
legend	legend	legend	legend	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
scener	scener	scen	scene	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
tillgänglig	tilgjengeleg	tillgänglig	tilgjengeleg	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
tillgänglig	ledig	tillgänglig	ledig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
tillgänglig	tilgjengelig	tillgänglig	tilgjengelig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
community	fellesskap	community	fellesskap	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
community	samfunn	community	samfunn	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
snabba	raske	snabb	rask	ADJ;NOM;PL	ADJ;PL
målvakt	målvakt	målvakt	målvakt	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
målvakt	keeper	målvakt	keeper	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
robusta	robuste	robust	robust	ADJ;NOM;PL	ADJ;PL
atlanten	atlanteren	atlant	atlanter	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
woman	woman	woman	woman	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
woman	kvinne	woman	kvinne	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
conrad	conrad	conrad	conrad	N;NOM;INDF;MASC+FEM;SG	N;INDF;SG
conrad	konrad	conrad	konrad	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
pol	pol	pol	pol	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
målning	malerkunst	målning	malerkunst	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
målning	maleri	målning	maleri	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
religiös	religiøst	religiös	religiøs	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
religiös	religiøs	religiös	religiøs	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
noter	merknader	nota	merknad	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
classic	klassiker	classic	klassiker	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
classic	classic	classic	classic	N;NOM;INDF;MASC+FEM;SG	N
upptäcker	oppdager	upptäcka	oppdage	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
upptäcker	oppdage	upptäcka	oppdage	V;IND;PRS;FIN;ACT	V;NFIN
upptäcker	oppdager	upptäcka	oppdage	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
upptäcker	oppdage	upptäcka	oppdage	V;IND;PRS;FIN;ACT	V;NFIN
upptäcker	oppdager	upptäcka	oppdage	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
ritade	trakk	rita	trekkje	V;IND;PST;FIN;ACT	V;IND;PST;FIN
påverkan	sammenstøt	påverkan	sammenstøt	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
påverkan	innvirkning	påverkan	innvirkning	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
påverkan	nedslag	påverkan	nedslag	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
påverkan	innflytelse	påverkan	innflytels	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
påverkan	påvirkning	påverkan	påvirkning	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
skulptur	skulptur	skulptur	skulptur	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
skulptur	skulpturer	skulptur	skulpture	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
guerrero	guerrero	guerrero	guerrero	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
uteslutande	ekskluderende	uteslutande	ekskluderende	ADJ;NOM;PRS;V.PTCP	ADJ;PL
kol	kull	kol	kull	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
kol	kol	kol	kol	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
kol	karbon	kol	karbon	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
kol	carbon	kol	carbon	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
pianist	pianist	pianist	pianist	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
offer	ofring	offer	ofring	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
offer	oppofrelse	offer	oppofrelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
offer	ofrene	offer	ofre	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
offer	fornærmede	offer	fornærmede	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
förteckning	indeks	förteckning	indeks	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
förteckning	liste	förteckning	liste	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
förteckning	list	förteckning	list	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
rika	rike	rik	rik	ADJ;NOM;PL	ADJ;PL
rika	rike	rik	rik	ADJ;NOM;PL	ADJ;PL
avslutas	slutter	avsluta	slutte	V;IND;PRS;FIN;PASS	V;IND;PRS;FIN
kapacitet	kapasitet	kapacitet	kapasitet	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
personlig	personlig	personlig	personlig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
insats	operasjon	insats	operasjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
insats	operation	insats	operation	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
insats	innsats	insats	innsats	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
insats	anstrengelse	insats	anstrengelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gran	gran	gran	gran	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gran	besta	gran	beste	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
gran	gran	gran	gran	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
skicka	send	skicka	sende	V;IMP;FIN;ACT	V;IMP;FIN
skicka	send	skicka	sende	V;IMP;FIN;ACT	V;IMP;FIN
utställningen	utstillingen	utställning	utstilling	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
utställningen	utstillingen	utställning	utstilling	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
orsak	årsak	orsak	årsak	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
orsak	fornuft	orsak	fornuft	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
orsak	grunn	orsak	grunn	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
orsak	sak	orsak	sak	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
orsak	årsak	orsak	årsak	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
orsak	forårsake	orsak	forårsake	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kyrkogård	gravlund	kyrkogård	gravlund	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kyrkogård	kirkegård	kyrkogård	kirkegård	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kyrkogård	kirkegård	kyrkogård	kirkegård	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
trafiken	trafikken	trafik	trafikk	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
konkurs	insolvens	konkurs	insolvens	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
läser	lese	läsa	lese	V;IND;PRS;FIN;ACT	V;V.PTCP
utförd	gjennomført	utföra	gjennomføre	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
utförd	utført	utföra	utføre	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
tempel	tempel	tempel	tempel	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
tempel	temple	tempel	temple	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
eds	eds	eds	ed	N;NOM;INDF;MASC+FEM;SG	N
erfarenhet	opplevelse	erfarenhet	opplevelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
erfarenhet	erfaring	erfarenhet	erfaring	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
erfarenhet	opplev	erfarenhet	opplev	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
euro	euro	euro	euro	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
karolinska	karolinska	karolinsk	karolinske	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
trinidad	trinidad	trinidad	trinidad	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
know	kjenn	know	kjenn	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
china	china	chin	china	N;NOM;INDF;NEUT;SG	N
eure	eure	eure	eure	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
cayo	cayo	cayo	cayo	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
flytande	svevende	flyta	svevende	ADJ;NOM;PRS;V.PTCP	ADJ;INDF;SG
hell	helvete	hell	helvete	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
hell	hagl	hell	hagl	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hell	hail	hell	hail	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hell	hyll	hell	hyll	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kön	kjønn	kön	kjønn	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
kön	sex	kön	sex	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
utsedd	oppnevnt	utse	oppnevne	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
utsedd	utnevnt	utse	utnevne	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
capensis	capensis	capensis	capensis	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
after	after	after	after	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tres	tres	tres	tres	N;NOM;INDF;NEUT;SG	N
cerros	cerros	cerros	cerros	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
abra	abra	abra	abra	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
tänkte	tenkte	tänka	tenkje	V;IND;PST;FIN;ACT	V;IND;PST;FIN
tänkte	trodde	tänka	tro	V;IND;PST;FIN;ACT	V;IND;PST;FIN
revolution	revolusjon	revolution	revolusjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
båtar	båter	båta	båt	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
hav	hav	hav	hav	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
hav	hav	hav	hav	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
hav	sjøs	hav	sjøs	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
hav	sea	hav	seie	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
hav	hav	hav	hav	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
hav	hav	hav	hav	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
hav	ocean	hav	ocean	N;NOM;INDF;NEUT;SG	N
svenskar	svensker	svensk	svensker	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
sovjetisk	sovjetisk	sovjetisk	sovjetisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
utgåvan	utgaven	utgåva	utgav	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
styrelseordförande	formann	styrelseordförande	formann	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
styrelseordförande	styreleder	styrelseordförande	styrelede	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
varor	varer	vara	vare	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
varor	varer	vara	vare	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
kyrkogården	kirkegården	kyrkogård	kirkegård	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
muslimska	muslimske	muslimsk	muslimsk	ADJ;NOM;PL	ADJ;PL
tillägg	tilskudd	tillägg	tilskudd	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
tillägg	tillegg	tillägg	tillegg	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
tillägg	bilag	tillägg	bilag	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
set	angitt	se	angitt	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
set	setter	se	setter	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
hej	heisann	hej	heisann	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hej	hallo	hej	hallo	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hej	hello	hej	hello	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
hej	hei	hej	hei	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hittat	funne	hitta	finne	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
