beachtung	pozor	beachtung	pozor		
schuss	ustreljen	schassen	ustreljen	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
schuss	ustreljena	schassen	ustreljen	ADJ	ADJ;NOM;FEM;SG;V.PTCP
freundlich	prijazno	freundlich	prijazen	ADJ	ADJ;NOM;NEUT;SG
freundlich	prijazen	freundlich	prijazen	ADJ	ADJ;NOM;INDF;MASC;SG
freundlich	prijazno	freundlich	prijazen	ADJ	ADJ;NOM;NEUT;SG
freundlich	prijateljski	freundlich	prijateljski	ADJ	ADJ;NOM;MASC;SG
freundlich	prijazen	freundlich	prijazen	ADJ	ADJ;NOM;INDF;MASC;SG
freundlich	prijateljska	freundlich	prijateljski	ADJ	ADJ;NOM;FEM;SG
freundlich	prijazno	freundlich	prijazen	ADJ	ADJ;NOM;NEUT;SG
freundlich	prijazni	freundlich	prijazen	ADJ	ADJ;NOM;MASC;PL
portugiesisch	portugalski	portugiesisch	portugalski	ADJ	ADJ;NOM;DEF;MASC;SG
portugiesisch	portugalsko	portugiesisch	portugalski	ADJ	ADJ;NOM;NEUT;SG
portugiesisch	portugalska	portugiesisch	portugalski	ADJ	ADJ;NOM;FEM;SG
reduzieren	zmanjšuje	reduzieren	zmanjševati	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
reduzieren	zmanjša	reduzieren	zmanjšati	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
reduzieren	zmanjšati	reduzieren	zmanjšati	V;NFIN	V;PFV;NFIN
filmmusik	zadetek	filmmusik	zadetek	N	N;NOM;MASC;SG
filmmusik	rezultat	filmmusik	rezultat	N	N;NOM;MASC;SG
zuständige	pristojni	zuständig	pristojen	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
wände	stene	wanden	stena	N;NOM;PL	N;NOM;FEM;PL
wände	zidovi	wanden	zid	N;NOM;PL	N;NOM;MASC;PL
begleitung	spremljanje	begleitung	spremljanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
begleitung	korepetitor	begleitung	korepetitor	N;NOM;FEM;SG	N;NOM;MASC;SG
begleitung	spremstvo	begleitung	spremstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
begleitung	spremljevalec	begleitung	spremljevalec	N;NOM;FEM;SG	N;NOM;MASC;SG
abwehr	obramba	abwehr	obramba	N;SG	N;NOM;FEM;SG
abwehr	obramba	abwehr	obramba	N;SG	N;NOM;FEM;SG
landstraße	avtocesta	landstraße	avtocesta	N;NOM;FEM;SG	N;NOM;FEM;SG
rosen	vrtnice	rosen	vrtnica	N;NOM;PL	N;NOM;FEM;PL
beigetragen	prispeval	beitragen	prispevati	V;V.PTCP	V;MASC;SG;V.PTCP
statistische	statistične	statistisch	statističen	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
fassen	prijeti	fassen	prijeti	V;NFIN	V;PFV;NFIN
selbständig	neodvisen	selbständig	neodvisen	ADJ	ADJ;NOM;INDF;MASC;SG
selbständig	samostojna	selbständig	samostojen	ADJ	ADJ;NOM;FEM;SG
selbständig	neodvisni	selbständig	neodvisen	ADJ	ADJ;NOM;MASC;PL
selbständig	neodvisna	selbständig	neodvisen	ADJ	ADJ;NOM;FEM;SG
meisterin	gospodarica	meisterin	gospodarica	N;NOM;FEM;SG	N;NOM;FEM;SG
jüngsten	nedavne	jung	nedaven	ADJ;PL	ADJ;NOM;FEM;PL
nase	nosu	nase	nos	N;SG	N;DAT;MASC;SG
nase	nos	nase	nos	N;SG	N;NOM;MASC;SG
fresken	freske	fresken	freska	N;NOM;PL	N;NOM;FEM;PL
achtung	pozor	achtung	pozor		
spendete	podaril	spenden	podariti	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP
sauer	jezna	sauer	jezen	ADJ	ADJ;NOM;FEM;SG
sauer	jezen	sauer	jezen	ADJ	ADJ;NOM;INDF;MASC;SG
sauer	jezni	sauer	jezen	ADJ	ADJ;NOM;MASC;PL
sauer	kisli	sauer	kisel	ADJ	ADJ;NOM;MASC;SG
sauer	kisla	sauer	kisel	ADJ	ADJ;NOM;FEM;SG
sauer	besna	sauer	besen	ADJ	ADJ;NOM;FEM;SG
sauer	jezen	sauer	jezen	ADJ	ADJ;NOM;INDF;MASC;SG
kommende	prihajajoči	kommend	prihajajoč	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;V.PTCP
kommende	prihajajoče	kommend	prihajajoč	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL;V.PTCP
betreten	vstopi	betreten	vstop	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
beruflichen	poklicna	beruflich	poklicen	ADJ	ADJ;NOM;FEM;SG
beruflichen	poklicno	beruflich	poklicen	ADJ	ADJ;NOM;NEUT;SG
beruflichen	poklicna	beruflich	poklicen	ADJ	ADJ;NOM;FEM;SG
beruflichen	poklicno	beruflich	poklicen	ADJ	ADJ;NOM;NEUT;SG
sortiert	urejeno	sortieren	urejen	ADJ;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
sportlichen	športni	sportlich	športen	ADJ	ADJ;NOM;MASC;SG
sportlichen	športne	sportlich	športen	ADJ	ADJ;NOM;FEM;PL
sportlichen	športno	sportlich	športen	ADJ	ADJ;NOM;NEUT;SG
oldid	oldid	oldid	oldid		
inspiriert	navdihuje	inspirieren	navdihovati	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
niedergang	upadanje	niedergang	upadanje	N	N;NOM;NEUT;SG
niedergang	upad	niedergang	upad	N	N;NOM;MASC;SG
niedergang	propad	niedergang	propad	N	N;NOM;MASC;SG
untersuchte	preučila	untersuchen	preučiti	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;V.PTCP
endgültige	dokončne	endgültig	dokončen	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
raketen	rakete	raket	raketa	N;PL	N;NOM;FEM;PL
raketen	izstrelki	raket	izstrelek	N;PL	N;NOM;MASC;PL
raketen	rakete	raket	raketa	N;PL	N;NOM;FEM;PL
aussterben	izumrli	aussterben	izumreti	V;NFIN	V;PFV;MASC;PL;V.PTCP
aussterben	izumrla	aussterben	izumreti	V;NFIN	V;PFV;FEM;SG;V.PTCP
trainierte	treniral	trainieren	trenirati	V;IND;SG;3;PST;FIN	V;IPFV;MASC;SG;V.PTCP
vermieden	izognili	vermeiden	izogniti	V;V.PTCP	V;PFV;MASC;PL;V.PTCP
vermieden	izogibati	vermeiden	izogibati	V;V.PTCP	V;IPFV;NFIN
vermieden	izognil	vermeiden	izogniti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
goldener	zlato	golden	zlat	ADJ	ADJ;NOM;NEUT;SG
goldener	zlata	golden	zlat	ADJ	ADJ;NOM;FEM;SG
goldener	zlate	golden	zlat	ADJ	ADJ;NOM;FEM;PL
goldener	zlati	golden	zlat	ADJ	ADJ;NOM;DEF;MASC;SG
rettung	rešitev	rettung	rešitev	N;FEM;SG	N;NOM;FEM;SG
rettung	odrešitev	rettung	odrešitev	N;FEM;SG	N;NOM;FEM;SG
rettung	reševanje	rettung	reševanje	N;FEM;SG	N;NOM;NEUT;SG
fotografiert	fotografiral	fotografieren	fotografirati	V;V.PTCP	V;MASC;SG;V.PTCP
fotografiert	fotografirali	fotografieren	fotografirati	V;V.PTCP	V;MASC;PL;V.PTCP
warf	vrgel	werfen	vreči	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP
konsequent	dosleden	konsequent	dosleden	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
konsequent	dosledna	konsequent	dosleden	ADJ	ADJ;NOM;FEM;SG
konsequent	skladna	konsequent	skladen	ADJ	ADJ;NOM;FEM;SG
holen	prinesi	holen	prinesti	V;NFIN	V;PFV;IMP;SG;2;FIN
holen	dobil	holen	dobiti	V;NFIN	V;PFV;MASC;SG;V.PTCP
holen	dobi	holen	dobiti	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
jünger	mlajši	jung	mlad	ADJ	ADJ;NOM;DEF;CMPR;MASC;SG
jünger	mlajša	jung	mlad	ADJ	ADJ;NOM;CMPR;FEM;SG
jünger	mlajše	jung	mlad	ADJ	ADJ;NOM;CMPR;FEM;SG
glücklich	srečna	glücklich	srečen	ADJ	ADJ;NOM;FEM;SG
glücklich	srečen	glücklich	srečen	ADJ	ADJ;NOM;INDF;MASC;SG
glücklich	vesela	glücklich	vesel	ADJ	ADJ;NOM;FEM;SG
glücklich	srečno	glücklich	srečno	ADJ	ADJ;NOM;NEUT;SG
demokraten	demokrati	demokraten	demokrat	N;NOM;PL	N;NOM;MASC;PL
termin	rok	termin	rok	N;SG	N;NOM;MASC;SG
termin	termin	termin	termin	N;SG	N;NOM;MASC;SG
termin	imenovanje	termin	imenovanje	N;SG	N;NOM;NEUT;SG
anbieten	ponuja	anbieten	ponujati	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
rakete	raketni	raken	raketen	ADJ;NOM;SG	ADJ;NOM;DEF;MASC;SG
spezifische	specifični	spezifisch	specifičen	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
schnellste	najhitrejši	schnell	hiter	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;RL;MASC;SG
schnellste	najhitrejša	schnell	uter	ADJ;NOM;FEM;SG	ADJ;NOM;RL;FEM;SG
schnellste	najhitrejši	schnell	hiter	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;RL;MASC;SG
unverständlich	nerazumljivo	unverständlich	nerazumljiv	ADJ	ADJ;NOM;NEUT;SG
unverständlich	nerazumljiv	unverständlich	nerazumljiv	ADJ	ADJ;NOM;INDF;MASC;SG
abschaffung	razveljavitev	abschaffung	razveljavitev	N;NOM;FEM;SG	N;NOM;FEM;SG
abschaffung	odprava	abschaffung	odprava	N;NOM;FEM;SG	N;NOM;FEM;SG
abschaffung	ukinitev	abschaffung	ukinitev	N;NOM;FEM;SG	N;NOM;FEM;SG
anwesend	prisotna	anwesend	prisoten	ADJ	ADJ;NOM;FEM;SG
anwesend	prisotni	anwesend	prisoten	ADJ	ADJ;NOM;MASC;PL
anwesend	prisotno	anwesend	prisotno	ADJ	ADJ;NOM;NEUT;SG
anwesend	prisoten	anwesend	prisoten	ADJ	ADJ;NOM;INDF;MASC;SG
baut	gradi	bauen	graditi	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
neunten	deveti	neunt	deveti	ADJ	ADJ;NOM;MASC;SG
neunten	deveto	neunt	deveti	ADJ	ADJ;NOM;NEUT;SG
angeblichen	domnevni	angeblich	domneven	ADJ	ADJ;NOM;DEF;MASC;SG
angeblichen	domnevna	angeblich	domneven	ADJ	ADJ;NOM;FEM;SG
angeblichen	domnevnega	angeblich	domneven	ADJ	ADJ;GEN;NEUT;SG
tatsächlichen	dejanski	tatsächlich	dejanski	ADJ	ADJ;NOM;MASC;SG
tatsächlichen	dejanska	tatsächlich	dejanski	ADJ	ADJ;NOM;FEM;SG
tatsächlichen	dejanske	tatsächlich	dejanski	ADJ	ADJ;NOM;FEM;PL
tatsächlichen	dejanski	tatsächlich	dejanski	ADJ	ADJ;NOM;MASC;SG
tatsächlichen	dejanska	tatsächlich	dejanski	ADJ	ADJ;NOM;FEM;SG
christlich	krščanski	christlich	krščanski	ADJ	ADJ;NOM;MASC;SG
sinnlos	nesmiselno	sinnlos	nesmiseln	ADJ	ADJ;NOM;NEUT;SG
sinnlos	neuporabno	sinnlos	neuporaben	ADJ	ADJ;NOM;NEUT;SG
sinnlos	neuporabni	sinnlos	neuporaben	ADJ	ADJ;NOM;MASC;PL
sinnlos	neuporaben	sinnlos	neuporaben	ADJ	ADJ;NOM;INDF;MASC;SG
qualitativ	kvalitativne	qualitativ	kvalitativen	ADJ	ADJ;NOM;FEM;PL
qualitativ	kakovostna	qualitativ	kakovosten	ADJ	ADJ;NOM;FEM;SG
qualitativ	kakovostno	qualitativ	kakovostno	ADJ	ADJ;NOM;NEUT;SG
qualitativ	kakovostni	qualitativ	kakovosten	ADJ	ADJ;NOM;MASC;PL
engeren	ožji	eng	ozek	ADJ	ADJ;NOM;DEF;CMPR;MASC;SG
kontrolliert	preveril	kontrollieren	preveriti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
bemühen	prizadevati	bemühen	prizadevati	V;NFIN	V;IPFV;NFIN
bemühen	prizadevati	bemühen	prizadevati	V;NFIN	V;IPFV;NFIN
kanonen	topovi	kanon	top	N;NOM;FEM;PL	N;NOM;MASC;PL
kanonen	topovi	kanon	top	N;NOM;FEM;PL	N;NOM;MASC;PL
kanonen	puške	kanon	puška	N;NOM;FEM;PL	N;NOM;FEM;PL
kanonen	pištole	kanon	pištola	N;NOM;FEM;PL	N;NOM;FEM;PL
streitigkeiten	spori	streitigkeit	spor	N;NOM;FEM;PL	N;NOM;MASC;PL
streitigkeiten	spore	streitigkeit	spora	N;NOM;FEM;PL	N;NOM;FEM;PL
