nie	не	nie	не	PART;NEG	PART;NEG
pokryte	крейдяний	pokryć	крейдяний	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG
polecenie	команда	polecenie	команда	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
podejście	ставлення	podejść	ставлення	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
podejście	підхід	podejść	підхід	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
leków	ліків	lek	ліки	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
czeskiej	чеської	czeski	чеський	ADJ;GEN;FEM;SG	ADJ;GEN;FEM;SG
chemik	хімік	chemik	хімік	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
oko	око	oko	око	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
poprawione	покращений	poprawić	покращений	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
poprawione	покращена	poprawić	покращений	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
poprawione	виправлене	poprawić	виправлений	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
poprawione	виправлений	poprawić	виправлений	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
twierdzi	заявляє	twierdzić	заявляти	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
twierdzi	стверджує	twierdzić	стверджувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
efekty	ефекти	efekt	ефект	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
wpisane	введений	wpisać	введений	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
wpisane	введена	wpisać	введений	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
koncepcja	поняття	koncepcja	поняття	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
koncepcja	концепція	koncepcja	концепція	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
koncepcja	концепція	koncepcja	концепція	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
ryzyko	ризик	ryzyko	ризик	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
ryzyko	небезпека	ryzyko	небезпека	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
zamknięty	закрита	zamknięty	закрита	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
odwiedził	відвідала	odwiedzić	відвідати	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
odwiedził	відвідав	odwiedzić	відвідати	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
benjamin	бенджамін	benjamin	бенджамін	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
nogi	ніжки	noga	ніжка	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
nogi	ноги	noga	нога	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
korona	корона	korona	корона	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
grób	могилу	grób	могила	N;ACC;MASC;SG	N;INAN;ACC;FEM;SG
perkusista	барабанщик	perkusista	барабанщик	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
archeologiczne	археологічний	archeologiczny	археологічний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
instytucje	установи	instytucja	установа	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
instytucje	інституції	instytucja	інституція	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
instytucje	установи	instytucja	установа	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
wyjście	вивід	wyjście	вивід	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;MASC;SG
wyjście	виведення	wyjście	виведення	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
wyjście	висловлювання	wyjście	висловлювання	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
wyjście	вихід	wyjście	вихід	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;MASC;SG
zapewnia	доводить	zapewniać	доводити	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
zapewnia	надає	zapewniać	надавати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
zapewnia	забезпечує	zapewniać	забезпечувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
osobiste	особисте	osobisty	особистий	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
osobiste	особистий	osobisty	особистий	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
osobiste	персональний	osobisty	персональний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
prawdziwe	справжня	prawdziwy	справжній	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
prawdziwe	реальний	prawdziwy	реальний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
prawdziwe	справжній	prawdziwy	справжній	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
regionalne	обласний	regionalny	обласний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
regionalne	регіональний	regionalny	регіональний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
niezależne	самостійна	niezależny	самостійний	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
niezależne	незалежна	niezależny	незалежний	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
niezależne	незалежний	niezależny	незалежний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
niezależne	незалежне	niezależny	незалежний	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
organ	авторитет	organ	авторитет	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
organ	орган	organ	орган	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
wprowadzony	введений	wprowadzić	введений	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
wprowadzony	введена	wprowadzić	введений	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
wykorzystać	задіяти	wykorzystać	задіяти	V;PFV;NFIN;ACT	V;PFV;NFIN
rozmiary	розміри	rozmiar	розмір	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
morska	морський	morski	морський	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
południowe	південна	południowy	південний	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
południowe	південний	południowy	південний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
środkowa	середня	środkowy	середній	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
środkowa	середній	środkowy	середній	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
środkowa	центральний	środkowy	центральний	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
środkowa	центральна	środkowy	центральний	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
osiągnąć	домогтися	osiągnąć	домогтися	V;PFV;NFIN;ACT	V;PFV;NFIN
osiągnąć	досягти	osiągnąć	досягти	V;PFV;NFIN;ACT	V;PFV;NFIN
orzeł	орла	orzeł	орлий	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
orzeł	орел	orzeł	орел.	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
przeniesienie	трансфер	przeniesienie	трансфер	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;MASC;SG
przeniesienie	перенесення	przeniesienie	перенесення	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
uniknąć	уникнути	uniknąć	уникнути	V;PFV;NFIN;ACT	V;PFV;NFIN
przyjęcie	вечірка	przyjąć	вечірка	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;FEM;SG
przyjęcie	партія	przyjąć	партія	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;FEM;SG
ograniczenia	обмеження	ograniczenie	обмеження	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
ograniczenia	обмеження	ograniczenie	обмеження	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
ograniczenia	обмеження	ograniczenie	обмеження	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
ograniczenia	обмеження	ograniczenie	обмеження	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
publicznie	публічно	publicznie	публічно	ADV	ADV
przeciwników	суперників	przeciwnik	суперник	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
październik	жовтень	październik	жовтень	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
przyjęta	прийнятий	przyjąć	прийнятий	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
pistolet	пістолет	pistolet	пістолет	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pistolet	рушниця	pistolet	рушниця	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
pistolet	гармата	pistolet	гармат	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
pistolet	пістолет	pistolet	пістолет	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
grupach	груп	grupa	група	N;GEN;MASC;PL	N;INAN;GEN;FEM;PL
pojedynek	дуель	pojedynek	дуель	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
węzłów	вузлів	wązława	вузол	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
węzłów	вузлів	wązława	вузол	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
realizacja	впровадження	realizacja	впровадження	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
realizacja	реалізація	realizacja	реалізація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
realizacja	реалізація	realizacja	реалізація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
realizacja	виконання	realizacja	виконання	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
realizacja	реалізація	realizacja	реалізація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
regionów	регіонів	region	регіон	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
szybkie	швидке	szybki	швидке	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
szybkie	швидка	szybki	швидкий	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
szybkie	швидкий	szybki	швидкий	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
szybkie	швидке	szybki	швидке	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
szybkie	швидка	szybki	швидкий	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
szybkie	швидкий	szybki	швидкий	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
wyprodukowano	виготовлено	wyprodukować	виготовити	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;0;FIN
mazowiecki	мазовецький	mazowiecki	мазовецький	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
federacja	федерація	federacja	федерація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
powoli	повільно	powoli	повільно	ADV	ADV
powoli	повільно	powoli	повільно	ADV	ADV
ród	клан	ród	клан	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ród	рід	ród	рід	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
krótka	короткий	krótki	короткий	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
krótka	коротка	krótki	короткий	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
krótka	коротке	krótki	короткий	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
podwodny	підводна	podwodny	підводний	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
pies	собака	pies	собака	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
pies	собачка	pies	собачка	N;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
pies	пес	pies	пес	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
typowe	типова	typowy	типовий	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
typowe	типовий	typowy	типовий	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
społeczeństwo	суспільство	społeczeństwo	суспільство	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
społeczeństwo	товариства	społeczeństwo	товариство	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
społeczeństwo	товариство	społeczeństwo	товариство	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
wykłady	лекції	wykład	лекція	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
wykłady	лекції	wykład	лекція	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
solidarności	солідарності	solidarność	солідарність	N;GEN;FEM;SG	N;INAN;GEN;FEM;SG
krytyczna	критична	krytyczny	критичний	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
krytyczna	критичний	krytyczny	критичний	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
dzielnice	райони	dzielnica	район	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
japońskie	японська	japoński	японський	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
japońskie	японський	japoński	японський	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
leki	наркотики	lek	наркотик	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
leki	медикаменти	lek	медикамент	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
konstanty	константин	konstant	константин	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
handel	торгівля	handel	торгівля	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
handel	торгівля	handel	торгівля	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
handel	торгівля	handel	торгівля	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
taniec	танець	taniec	танець	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
taniec	танок	taniec	танка	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pomaga	допомогає	pomagać	допомогати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
pomaga	допомагає	pomagać	допомагати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
przedmioty	пункти	przedmiot	пункт	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
przedmioty	елементи	przedmiot	елемент	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
przedmioty	предмети	przedmiot	предмет	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
maszyna	машина	maszyna	машина	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
maszyna	автомат	maszyna	автомат	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
spór	суперечка	spór	суперечка	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
krew	кров	krew	кров	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
uczeń	учень	uczenić	учень	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
uczeń	студентка	uczenić	студентка	N;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
uczeń	студент	uczenić	студент	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
uczeń	учениця	uczenić	учениця	N;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
leksykon	лексика	leksykon	лексик	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
chcesz	хочеш	chcieć	хотіти	V;IPFV;IND;SG;2;PRS;FIN;ACT	V;IPFV;IND;SG;2;PRS;FIN
chińska	китайська	chiński	китайський	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
chińska	китайський	chiński	китайський	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
wyznanie	сповідь	wyznanie	сповідь	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;FEM;SG
wyznanie	зізнання	wyznanie	зізнання	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
wyznanie	сповідь	wyznanie	сповідь	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;FEM;SG
wyznanie	визнання	wyznanie	визнання	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
wyznanie	зізнання	wyznanie	зізнання	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
wyznanie	релігія	wyznanie	релігія	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;FEM;SG
istniejące	існуючий	istnieć	існуючий	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
rosjanie	росіяни	rosjanin	росіянин	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
dawka	доза	dawka	доза	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
dawka	доза	dawka	доза	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
uczestnicy	учасники	uczestnik	учасник	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
uczestnicy	учасники	uczestnik	учасник	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
uczestnicy	учасники	uczestnik	учасник	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
nacisk	тиск	nacisk	тиск	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
nacisk	виділення	nacisk	виділення	N;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
zlokalizowany	розташований	zlokalizować	розташований	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
opór	опір	opór	опір	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
opór	опору	opór	опорий	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
opór	опір	opór	опір	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ocean	океан	ocean	океан	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
skala	масштаб	skala	масштаб	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
skala	шкала	skala	шкати	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
blok	блок	blok	блок	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
blok	блок	blok	блок	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
wpis	запис	wpis	запис	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
wpis	тривога	wpis	тривогий	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
wpis	попередження	wpis	попередження	N;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
akcje	дії	akcja	дія	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
akcje	акції	akcja	акція	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
szerokie	широке	szeroki	широке	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
szerokie	широкий	szeroki	широкий	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
szerokie	широка	szeroki	широка	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
energia	енергія	energia	енергія	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
napisz	записати	napisać	записати	V;PFV;IMP;SG;2;FIN;ACT	V;PFV;NFIN
napisz	виписати	napisać	виписати	V;PFV;IMP;SG;2;FIN;ACT	V;PFV;NFIN
napisz	написати	napisać	написати	V;PFV;IMP;SG;2;FIN;ACT	V;PFV;NFIN
królewska	королівська	królewski	королівський	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
królewska	королівський	królewski	королівський	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
królewska	королівське	królewski	королівський	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
reklama	реклама	reklama	реклама	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
fakty	факти	fakt	факт	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
kolekcja	колекція	kolekcja	колекція	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
kolekcja	збірка	kolekcja	збірка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
kolekcja	козачка	kolekcja	козачка	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
merytoryczne	матеріальне	merytoryczny	матеріальний	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
odkrycie	відкриття	odkrycie	відкриття	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
odkrycie	знахідка	odkrycie	знахідка	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
wieków	століть	wiek	століття	N;GEN;MASC;PL	N;INAN;GEN;NEUT;PL
godności	гідності	godność	гідність	N;GEN;FEM;SG	N;INAN;GEN;FEM;SG
mury	стіни	mur	стіна	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
mury	мури	mur	мура	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
gracza	гравця	gracza	гравець	N;ACC;MASC;SG	N;ANIM;ACC;MASC;SG
zasługuje	заслуговує	zasługiwać	заслуговувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
mówić	говорити	mówić	говорити	V;IPFV;NFIN;ACT	V;IPFV;NFIN
zostaw	залишити	zostawić	залишити	V;PFV;IMP;SG;2;FIN;ACT	V;PFV;NFIN
izba	камера	izba	камера	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
izba	палата	izba	палата	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
dinamo	динамо	dinamo	динамо	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
kolumny	колонки	kolumna	колонка	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
kolumny	стовпчики	kolumna	стовпчик	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
szwedzka	шведська	szwedzko	шведський	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
definicja	визначення	definicja	визначення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
najwyższa	найвищий	wysoki	найвищий	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG
najwyższa	найвищий	wysoki	найвищий	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG
brązowa	коричневий	brązowy	коричневий	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
powietrzne	повітряна	powietrzny	повітряний	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
spowodował	призвела	spowodować	призвести	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
spowodował	викликала	spowodować	викликати	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
prowadząca	провідний	prowadząca	провідний	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT	ADJ;NOM;MASC;SG
organizator	організатор	organizator	організатор	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
organizator	вузол	organizator	вузол	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
organizator	організатор	organizator	організатор	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
podobna	подібна	podobny	подібний	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
podobna	подібний	podobny	подібний	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
szybki	швидке	szybki	швидке	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
szybki	швидка	szybki	швидкий	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
szybki	швидкий	szybki	швидкий	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
szybki	швидке	szybki	швидке	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
szybki	швидка	szybki	швидкий	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
szybki	швидкий	szybki	швидкий	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
konkursów	конкурсів	konkurs	конкурс	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
konkursów	змагань	konkurs	змагання	N;GEN;MASC;PL	N;INAN;GEN;NEUT;PL
gęstości	щільності	gęstość	щільність	N;GEN;FEM;SG	N;INAN;GEN;FEM;SG
słowacki	словацька	słowacki	словацький	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
kursy	курси	kurs	курс	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
kursy	курси	kurs	курс	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
klasyczny	класична	klasyczny	класичний	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
klasyczny	класична	klasyczny	класичний	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
klasyczny	класичний	klasyczny	класичний	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
klasyczny	класичне	klasyczny	класичний	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
upadek	осінь	upadek	осінь	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
upadek	падіння	upadek	падіння	N;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
dodano	завантажено	dodać	завантажити	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;0;FIN
dodano	додано	dodać	додати	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;0;FIN
uszkodzenia	пошкодження	uszkodzenie	пошкодження	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
platforma	платформа	platforma	платформа	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
gabriela	габріела	gabriel	габріел	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
meksykański	мексиканська	meksykański	мексиканський	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
meksykański	мексиканський	meksykański	мексиканський	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
męczenników	мучеників	męczennik	мученик	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
przeniesiona	зворушений	przenieść	зворушений	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
widoczny	видимий	widoczny	видимий	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
obrona	оборона	obrona	оборона	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
obrona	захист	obrona	захист	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
obrona	захист	obrona	захист	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
teolog	богослов	teolog	богослов	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
idea	ідея	idea	ідея	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
indyjski	індійська	indyjski	індійський	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
indyjski	індійський	indyjski	індійський	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
