les	de	le	de	DET;DEF;PL	DET;DEF
flèche	arrow	flèche	arrow	N;FEM;SG	N;MASC+FEM;SG
circonscriptions	kiesdistricten	circonscription	kiesdistrict	N;FEM;PL	N;PL
experts	experts	expert	expert	N;MASC;PL	N;PL
experts	experten	expert	expert	N;MASC;PL	N;PL
attentat	aanval	attentat	aanval	N;MASC;SG	N;MASC+FEM;SG
attentat	bombardement	attentat	bombardement	N;MASC;SG	N;NEUT;SG
attentat	bomaanslag	attentat	bomaanslag	N;MASC;SG	N;MASC+FEM;SG
colorado	colorado	colorado	colorado	N;MASC;SG	N;NEUT;SG
feuille	blaadje	feuille	blaad	N;FEM;SG	N;NEUT;SG
feuille	blad	feuille	blad	N;FEM;SG	N;NEUT;SG
feuille	vel	feuille	vel	N;FEM;SG	N;NEUT;SG
difficiles	moeilijk	difficile	moeilijk	ADJ;MASC;PL	ADJ
difficiles	hard	difficile	hard	ADJ;MASC;PL	ADJ
difficiles	harde	difficile	hard	ADJ;MASC;PL	ADJ
difficiles	lastig	difficile	lastig	ADJ;MASC;PL	ADJ
difficiles	moeilijk	difficile	moeilijk	ADJ;MASC;PL	ADJ
difficiles	moeilijke	difficile	moeilijk	ADJ;MASC;PL	ADJ
coupes	snijwonden	coupe	snijwond	N;FEM;PL	N;PL
coupes	bezuinigingen	coupe	bezuiniging	N;FEM;PL	N;PL
coupes	cups	coupe	cups	N;FEM;PL	N;PL
coupes	bekers	coupe	beker	N;FEM;PL	N;PL
coupes	kopjes	coupe	kop	N;FEM;PL	N;PL
douce	lieve	doux	lief	ADJ;FEM;SG	ADJ
douce	zoet	doux	zoet	ADJ;FEM;SG	ADJ
douce	lief	doux	lief	ADJ;FEM;SG	ADJ
douce	zachtaardig	doux	zachtaardig	ADJ;FEM;SG	ADJ
douce	zacht	doux	zacht	ADJ;FEM;SG	ADJ
douce	zachte	doux	zacht	ADJ;FEM;SG	ADJ
douce	zacht	doux	zacht	ADJ;FEM;SG	ADJ
remarquables	opmerkelijk	remarquable	opmerkelijk	ADJ;MASC;PL	ADJ
remarquables	opmerkelijke	remarquable	opmerkelijk	ADJ;MASC;PL	ADJ
remarquables	opmerkelijk	remarquable	opmerkelijk	ADJ;MASC;PL	ADJ
remarquables	opmerkelijke	remarquable	opmerkelijk	ADJ;MASC;PL	ADJ
remarquables	opvallend	remarquable	opvallend	ADJ;MASC;PL	ADJ
contraint	geforceerde	contraindre	forceren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
contraint	gedwongen	contraindre	dwingen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
contraint	afgedwongen	contraindre	afdwingen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
contraint	geforceerd	contraindre	forceren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
contraint	gedwongen	contraindre	dwingen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
contraint	afgedwongen	contraindre	afdwingen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
descendants	nakomelingen	descendant	nakomeling	N;MASC;PL	N;PL
descendants	afstammelingen	descendant	afstammeling	N;MASC;PL	N;PL
quasiment	bijna	quasiment	bijna	ADV	ADV
finlandais	fins	finlandais	fins	ADJ;MASC;SG	ADJ
finlandais	finse	finlandais	fins	ADJ;MASC;SG	ADJ
enfer	hel	enfer	hel	N;MASC;SG	N;MASC+FEM;SG
enfer	hell	enfer	hell	N;MASC;SG	N;MASC+FEM;SG
districts	districten	district	district	N;MASC;PL	N;PL
districts	wijken	district	wijken	N;MASC;PL	N;PL
inutile	nutteloos	inutile	nutteloos	ADJ;MASC;SG	ADJ
inutile	zinloos	inutile	zinloos	ADJ;MASC;SG	ADJ
inutile	onbruikbaar	inutile	onbruikbaar	ADJ;MASC;SG	ADJ
inutile	waardeloos	inutile	waardeloos	ADJ;MASC;SG	ADJ
inutile	overbodig	inutile	overbodig	ADJ;MASC;SG	ADJ
inutile	onnodige	inutile	onnodig	ADJ;MASC;SG	ADJ
inutile	onnodig	inutile	onnodig	ADJ;MASC;SG	ADJ
déchets	afvalstoffen	déchet	afvalstof	N;MASC;PL	N;PL
déchets	afvalstoffen	déchet	afvalstof	N;MASC;PL	N;PL
comique	comique	comique	comique	N;MASC;SG	N;MASC+FEM;SG
comique	komiek	comique	komiek	N;MASC;SG	N;MASC+FEM;SG
comique	comic	comique	comic	N;MASC;SG	N;MASC+FEM;SG
comique	komiek	comique	komiek	N;MASC;SG	N;MASC+FEM;SG
comique	comedy	comique	comedy	N;MASC;SG	N;MASC+FEM;SG
comique	komedie	comique	komedie	N;MASC;SG	N;MASC+FEM;SG
doté	begiftigd	doter	begiftigen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
matières	materialen	matière	materiaal	N;FEM;PL	N;PL
essence	benzine	essence	benzine	N;FEM;SG	N;MASC+FEM;SG
essence	essentie	essence	essentie	N;FEM;SG	N;MASC+FEM;SG
essence	benzine	essence	benzine	N;FEM;SG	N;MASC+FEM;SG
séminaire	seminarie	séminaire	seminarie	N;MASC;SG	N;NEUT;SG
séminaire	seminarie	séminaire	seminarie	N;MASC;SG	N;NEUT;SG
séminaire	seminar	séminaire	seminar	N;MASC;SG	N;NEUT;SG
fins	eindes	fin	eindes	N;FEM;PL	N;PL
administratives	administratief	administratif	administratief	ADJ;FEM;PL	ADJ
administratives	administratieve	administratif	administratief	ADJ;FEM;PL	ADJ
provenance	herkomst	provenance	herkomst	N;FEM;SG	N;MASC+FEM;SG
orthographe	spelling	orthographe	spelling	N;FEM;SG	N;MASC+FEM;SG
orthographe	spreuk	orthographe	spreuk	N;FEM;SG	N;MASC+FEM;SG
orthographe	betovering	orthographe	betovering	N;FEM;SG	N;MASC+FEM;SG
biologie	biologie	biologie	biologie	N;FEM;SG	N;MASC+FEM;SG
essayer	probeer	essayer	proberen	V;NFIN	V;SG;PRS;FIN
essayer	proberen	essayer	proberen	V;NFIN	V;NFIN
essayer	proberen	essayer	proberen	V;NFIN	V;NFIN
marchés	markten	marché	markt	N;MASC;PL	N;PL
cellule	cel	cellule	cel	N;FEM;SG	N;MASC+FEM;SG
fou	waanzinnig	fou	waanzinnig	ADJ;MASC;SG	ADJ
fou	krankzinnig	fou	krankzinnig	ADJ;MASC;SG	ADJ
fou	gek	fou	gek	ADJ;MASC;SG	ADJ
fou	zot	fou	zot	ADJ;MASC;SG	ADJ
fou	boos	fou	boos	ADJ;MASC;SG	ADJ
accepter	accepteren	accepter	accepteren	V;NFIN	V;NFIN
accepter	aanvaarden	accepter	aanvaarden	V;NFIN	V;NFIN
accepter	accepteren	accepter	accepteren	V;NFIN	V;NFIN
accepter	aanvaarden	accepter	aanvaarden	V;NFIN	V;NFIN
accepter	accepteer	accepter	accepteer	V;NFIN	V;SG;PRS;FIN
coréen	koreaan	coréen	koreaan	N;MASC;SG	N;MASC+FEM;SG
électorale	electorale	électoral	electoraal	ADJ;FEM;SG	ADJ
destinés	voorbestemd	destiner	voorbestemen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
courage	moed	courage	moed	N;MASC;SG	N;MASC+FEM;SG
courage	dapperheid	courage	dapperheid	N;MASC;SG	N;MASC+FEM;SG
courage	moed	courage	moed	N;MASC;SG	N;MASC+FEM;SG
moulins	windmolens	moulin	windmolen	N;MASC;PL	N;PL
moulins	molens	moulin	molen	N;MASC;PL	N;PL
humour	humor	humour	humor	N;MASC;SG	N;MASC+FEM;SG
humour	humor	humour	humor	N;MASC;SG	N;MASC+FEM;SG
banques	banks	banque	banks	N;FEM;PL	N;PL
banques	banken	banque	bank	N;FEM;PL	N;PL
nommés	genoemd	nommer	noemen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
nommés	genaamd	nommer	genaamd	V;MASC;PL;PST;V.PTCP	V;V.PTCP
nommés	benoemde	nommer	benoemen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
nommés	aangesteld	nommer	aanstellen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
nommés	benoemde	nommer	benoemen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
nommés	benoemd	nommer	benoemen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
battre	slaan	battre	slaan	V;NFIN	V;NFIN
battre	kloppend	battre	kloppen	V;NFIN	V;V.PTCP
clavier	toetsenbord	clavier	toetsenbord	N;MASC;SG	N;NEUT;SG
clavier	keyboard	clavier	keyboard	N;MASC;SG	N;NEUT;SG
norvégien	noors	norvégien	noors	ADJ;MASC;SG	ADJ
norvégien	noorse	norvégien	noors	ADJ;MASC;SG	ADJ
positif	positief	positif	positief	ADJ;MASC;SG	ADJ
positif	positieve	positif	positief	ADJ;MASC;SG	ADJ
compléter	aanvullen	compléter	aanvullen	V;NFIN	V;NFIN
plume	nib	plume	nib	N;FEM;SG	N;MASC+FEM;SG
plume	veertje	plume	veer	N;FEM;SG	N;NEUT;SG
plume	veer	plume	veer	N;FEM;SG	N;MASC+FEM;SG
plume	pluim	plume	pluim	N;FEM;SG	N;MASC+FEM;SG
plume	pen	plume	pen	N;FEM;SG	N;MASC+FEM;SG
plume	quill	plume	quill	N;FEM;SG	N;NEUT;SG
démarche	nadering	démarche	nadering	N;FEM;SG	N;MASC+FEM;SG
démarche	aanpak	démarche	aanpak	N;FEM;SG	N;MASC+FEM;SG
démarche	benadering	démarche	benadering	N;FEM;SG	N;MASC+FEM;SG
paysages	landschappen	paysage	landschap	N;MASC;PL	N;PL
garros	garros	garro	garros	N;MASC;SG	N;MASC+FEM;SG
dissolution	ontbinding	dissolution	ontbinding	N;FEM;SG	N;MASC+FEM;SG
grève	staking	grève	staking	N;FEM;SG	N;MASC+FEM;SG
marchandises	goederen	marchandise	goederen	N;FEM;PL	N;PL
qualités	kwaliteiten	qualité	kwaliteit	N;FEM;PL	N;PL
fichiers	bestanden	fichier	bestand	N;MASC;PL	N;PL
fichiers	dossiers	fichier	dossier	N;MASC;PL	N;PL
patrice	patrice	patrice	patrice	N;MASC;SG	N;MASC+FEM;SG
pratiquement	bijna	pratiquement	bijna	ADV	ADV
quatorze	veertien	quatorze	veertien	NUM	NUM
visibles	zichtbaar	visible	zichtbaar	ADJ;MASC;PL	ADJ
visibles	zichtbare	visible	zichtbaar	ADJ;MASC;PL	ADJ
dites	zeggen	dire	zeggen	V;FEM;PL;PST;V.PTCP	V;NFIN
fernand	fernand	fernand	fernand	N;MASC;SG	N;MASC+FEM;SG
bonaparte	bonaparte	bonaparte	bonapart	N;MASC;SG	N;MASC+FEM;SG
promouvoir	promoten	promouvoir	promoot	V;NFIN	V;NFIN
promouvoir	promoot	promouvoir	promoot	V;NFIN	V;SG;PRS;FIN
promouvoir	bevorderen	promouvoir	bevorderen	V;NFIN	V;NFIN
promouvoir	promoten	promouvoir	promoot	V;NFIN	V;NFIN
promouvoir	bevorderen	promouvoir	bevorderen	V;NFIN	V;NFIN
observations	opmerkingen	observation	opmerking	N;FEM;PL	N;PL
observations	opmerkingen	observation	opmerking	N;FEM;PL	N;PL
observations	waarnemingen	observation	waarneming	N;FEM;PL	N;PL
observations	observaties	observation	observatie	N;FEM;PL	N;PL
observations	opmerkingen	observation	opmerking	N;FEM;PL	N;PL
observations	commentaren	observation	commentaar	N;FEM;PL	N;PL
observations	reacties	observation	reactie	N;FEM;PL	N;PL
codes	codes	code	code	N;MASC;PL	N;PL
codes	gedragscodes	code	dragscodes	N;MASC;PL	N;PL
récente	recente	récent	recent	ADJ;FEM;SG	ADJ
récente	recent	récent	recent	ADJ;FEM;SG	ADJ
malade	ziek	malade	ziek	ADJ;MASC;SG	ADJ
malade	zieken	malade	zieken	ADJ;MASC;SG	ADJ
malade	ziek	malade	ziek	ADJ;MASC;SG	ADJ
imprimerie	drukwerk	imprimerie	drukwerk	N;FEM;SG	N;NEUT;SG
évaluer	evalueren	évaluer	evalueren	V;NFIN	V;NFIN
évaluer	evalueren	évaluer	evalueren	V;NFIN	V;NFIN
voulu	gezocht	vouloir	zoeken	V;MASC;SG;PST;V.PTCP	V;V.PTCP
réduite	verminderde	réduire	verminderen	V;FEM;SG;PST;V.PTCP	V;SG;PST;FIN
réduite	verlaagd	réduire	verlagen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
réduite	verminderd	réduire	verminderen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
réduite	gereduceerd	réduire	reduceren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
perspective	vooruitzicht	perspective	vooruitzicht	N;FEM;SG	N;NEUT;SG
perspective	outlook	perspective	outlook	N;FEM;SG	N;MASC+FEM;SG
perspective	perspectief	perspective	perspectief	N;FEM;SG	N;NEUT;SG
garçons	boys	garçon	boys	N;MASC;PL	N;PL
garçons	jongens	garçon	jongens	N;MASC;PL	N;PL
doctrine	doctrine	doctrine	doctrine	N;FEM;SG	N;MASC+FEM;SG
militant	activist	militant	activist	N;MASC;SG	N;MASC+FEM;SG
tourner	draaien	tourner	draaien	V;NFIN	V;NFIN
tourner	roteren	tourner	roteren	V;NFIN	V;NFIN
tourner	draaien	tourner	draaien	V;NFIN	V;NFIN
tourner	draaien	tourner	draaien	V;NFIN	V;NFIN
impérial	keizerlijk	impérial	keizerlijk	ADJ;MASC;SG	ADJ
impérial	keizerlijke	impérial	keizerlijk	ADJ;MASC;SG	ADJ
sultan	sultan	sultan	sultan	N;MASC;SG	N;MASC+FEM;SG
liban	liban	liban	liban	N;MASC;SG	N;MASC+FEM;SG
liban	libanon	liban	libanon	N;MASC;SG	N;NEUT;SG
calédonie	caledonië	calédonie	caledonië	N;FEM;SG	N;NEUT;SG
sociologie	sociologie	sociologie	sociologie	N;FEM;SG	N;MASC+FEM;SG
messages	boodschappen	message	boodschap	N;MASC;PL	N;PL
messages	berichten	message	bericht	N;MASC;PL	N;PL
ballet	ballet	ballet	ballet	N;MASC;SG	N;NEUT;SG
accusé	beschuldigde	accuser	beschuldigen	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
accusé	beschuldigd	accuser	beschuldigen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
accusé	beklaagde	accuser	beklagen	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
accusé	gedaagde	accuser	dagen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
accusé	verdachte	accuser	verdenken	V;MASC;SG;PST;V.PTCP	V;V.PTCP
connait	weet	connaître	weten	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
effort	inspanning	effort	inspanning	N;MASC;SG	N;MASC+FEM;SG
affecté	toegewezen	affecter	toewijzen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
affecté	getroffen	affecter	treffen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
affecté	beïnvloed	affecter	beïnvloeden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
implique	impliceert	impliquer	impliceren	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
jette	gooit	jeter	gooien	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
index	index	index	index	N;MASC;SG	N;MASC+FEM;SG
index	indexcijfer	index	indexcijfer	N;MASC;SG	N;NEUT;SG
entend	hoort	entendre	horen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
veulent	willen	vouloir	willen	V;IND;PL;3;PRS;FIN	V;NFIN
téléphone	telefoon	téléphone	telefoon	N;MASC;SG	N;MASC+FEM;SG
téléphone	telefoon	téléphone	telefoon	N;MASC;SG	N;MASC+FEM;SG
documentation	documentatie	documentation	documentatie	N;FEM;SG	N;MASC+FEM;SG
bouche	lips	bouche	lips	N;FEM;SG	N;MASC+FEM;SG
bouche	mond	bouche	mond	N;FEM;SG	N;MASC+FEM;SG
queen	koningin	queen	koningin	N;MASC;SG	N;MASC+FEM;SG
queen	queen	queen	queen	N;MASC;SG	N;MASC+FEM;SG
hiérarchie	hiërarchie	hiérarchie	hiërarchie	N;FEM;SG	N;MASC+FEM;SG
lyonnais	lyonnais	lyonnais	lyonnais	N;MASC;SG	N;MASC+FEM;SG
lyonnais	lyon	lyonnais	lyon	N;MASC;SG	N;MASC+FEM;SG
lyonnais	lyon	lyonnais	lyon	N;MASC;SG	N;MASC+FEM;SG
lyonnais	lyons	lyonnais	lyon	N;MASC;SG	N;MASC+FEM;SG
blessure	blessure	blessure	blessure	N;FEM;SG	N;MASC+FEM;SG
blessure	letsel	blessure	letsel	N;FEM;SG	N;NEUT;SG
blessure	schade	blessure	schade	N;FEM;SG	N;MASC+FEM;SG
blessure	verwonding	blessure	verwonding	N;FEM;SG	N;MASC+FEM;SG
blessure	wond	blessure	wond	N;FEM;SG	N;MASC+FEM;SG
blessure	wonde	blessure	wonde	N;FEM;SG	N;MASC+FEM;SG
équateur	evenaar	équateur	evenaar	N;MASC;SG	N;MASC+FEM;SG
équateur	ecuador	équateur	ecuador	N;MASC;SG	N;MASC+FEM;SG
fine	prima	fin	prima	ADJ;FEM;SG	ADJ
bourgeois	bourgeois	bourgeois	bourgeois	N;MASC;SG	N;MASC+FEM;SG
statues	standbeelden	statue	standbeeld	N;FEM;PL	N;PL
anneau	ring	anneau	ring	N;MASC;SG	N;MASC+FEM;SG
chambres	slaapkamers	chambre	slaapkamer	N;FEM;PL	N;PL
chambres	kamers	chambre	kamer	N;FEM;PL	N;PL
youtube	youtube	youtube	youtube	N;FEM;SG	N;MASC+FEM;SG
xii	xii	xii	xii	NUM	NUM
profite	genieten	profiter	genieten	V;IND;SG;3;PRS;FIN	V;NFIN
profite	geniet	profiter	genieten	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
terminus	terminus	terminus	terminus	N;MASC;SG	N;MASC+FEM;SG
onde	wave	onde	wave	N;FEM;SG	N;MASC+FEM;SG
onde	golf	onde	golf	N;FEM;SG	N;MASC+FEM;SG
retourner	terugkeren	retourner	terugkeren	V;NFIN	V;NFIN
exposé	belicht	exposer	belicht	V;MASC;SG;PST;V.PTCP	V;V.PTCP
exposé	blootgesteld	exposer	blootstellen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
définie	gedefinieerd	définir	definiëren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
définie	omschreven	définir	omschrijven	V;FEM;SG;PST;V.PTCP	V;V.PTCP
définie	gedefinieerde	définir	definiëren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
masque	masker	masque	masker	N;MASC;SG	N;NEUT;SG
combattre	bestrijden	combattre	bestrijden	V;NFIN	V;NFIN
combattre	vechten	combattre	vechten	V;NFIN	V;NFIN
combattre	vecht	combattre	vechten	V;NFIN	V;SG;PRS;FIN
ouvrier	werker	ouvrier	werker	N;MASC;SG	N;MASC+FEM;SG
ouvrier	werknemer	ouvrier	werknemer	N;MASC;SG	N;MASC+FEM;SG
ouvrier	arbeider	ouvrier	arbeider	N;MASC;SG	N;MASC+FEM;SG
gloire	bekendheid	gloire	bekendheid	N;FEM;SG	N;MASC+FEM;SG
gloire	beroemdheid	gloire	beroemdheid	N;FEM;SG	N;MASC+FEM;SG
gloire	roem	gloire	roem	N;FEM;SG	N;MASC+FEM;SG
gloire	faam	gloire	faam	N;FEM;SG	N;MASC+FEM;SG
gloire	glorie	gloire	glorie	N;FEM;SG	N;MASC+FEM;SG
gloire	roem	gloire	roem	N;FEM;SG	N;MASC+FEM;SG
gloire	heerlijkheid	gloire	heerlijkheid	N;FEM;SG	N;MASC+FEM;SG
gloire	glory	gloire	glory	N;FEM;SG	N;MASC+FEM;SG
basses	laag	bas	laag	ADJ;FEM;PL	ADJ
basses	lage	bas	laag	ADJ;FEM;PL	ADJ
archive	archief	archive	archief	N;FEM;SG	N;NEUT;SG
protégé	beschermde	protéger	beschermen	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
protégé	beschermd	protéger	beschermen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
tâche	taak	tâche	taak	N;FEM;SG	N;MASC+FEM;SG
monter	aankoppelen	monter	aankoppelen	V;NFIN	V;NFIN
apparait	verschijnt	appraître	verschijnen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
fidèles	trouwe	fidèle	trouw	ADJ;MASC;PL	ADJ
fidèles	loyaal	fidèle	loyaal	ADJ;MASC;PL	ADJ
fidèles	trouw	fidèle	trouw	ADJ;MASC;PL	ADJ
fidèles	loyale	fidèle	loyaal	ADJ;MASC;PL	ADJ
fidèles	trouwe	fidèle	trouw	ADJ;MASC;PL	ADJ
fidèles	trouw	fidèle	trouw	ADJ;MASC;PL	ADJ
causes	oorzaken	cause	oorzaak	N;FEM;PL	N;PL
papillon	vlinder	papillon	vlinder	N;MASC;SG	N;MASC+FEM;SG
papillon	mot	papillon	mot	N;MASC;SG	N;MASC+FEM;SG
papillon	papillon	papillon	papillon	N;MASC;SG	N;MASC+FEM;SG
comparaison	vergelijking	comparaison	vergelijking	N;FEM;SG	N;MASC+FEM;SG
panneaux	reclameborden	panneau	reclamebord	N;MASC;PL	N;PL
panneaux	panelen	panneau	panelen	N;MASC;PL	N;PL
panneaux	panels	panneau	panel	N;MASC;PL	N;PL
panneaux	borden	panneau	bord	N;MASC;PL	N;PL
panneaux	bordjes	panneau	bord	N;MASC;PL	N;PL
panneaux	tekens	panneau	teken	N;MASC;PL	N;PL
préparer	bereiden	préparer	bereiden	V;NFIN	V;NFIN
préparer	voorbereiden	préparer	voorbereiden	V;NFIN	V;NFIN
préparer	voorbereiden	préparer	voorbereiden	V;NFIN	V;NFIN
préparer	klaarmaken	préparer	klaarmaken	V;NFIN	V;NFIN
accepté	afgesproken	accepter	afspreken	V;MASC;SG;PST;V.PTCP	V;V.PTCP
accepté	overeengekomen	accepter	overeenkomen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
accepté	geaccepteerde	accepter	accepteren	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
accepté	aanvaard	accepter	aanvaarden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
accepté	aanvaarde	accepter	aanvaarden	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
accepté	geaccepteerd	accepter	accepteren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
pousse	duwen	pousser	duw	V;IND;SG;3;PRS;FIN	V;NFIN
pousse	persen	pousser	pers	V;IND;SG;3;PRS;FIN	V;NFIN
pousse	groeit	pousser	groeien	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
mondiaux	mondiale	mondial	mondiaal	ADJ;MASC;PL	ADJ
mondiaux	globaal	mondial	globaal	ADJ;MASC;PL	ADJ
mondiaux	wereldwijd	mondial	wereldwijd	ADJ;MASC;PL	ADJ
globe	aardbol	globe	aardbol	N;MASC;SG	N;MASC+FEM;SG
globe	globe	globe	globe	N;MASC;SG	N;MASC+FEM;SG
procureur	procureur	procureur	procureur	N;MASC;SG	N;MASC+FEM;SG
procureur	aanklager	procureur	aanklager	N;MASC;SG	N;MASC+FEM;SG
ardennes	ardennen	ardenne	arden	N;FEM;PL	N;PL
médicale	medische	médical	medisch	ADJ;FEM;SG	ADJ
médicale	medisch	médical	medisch	ADJ;FEM;SG	ADJ
atlas	atlas	atlas	atlas	N;MASC;SG	N;MASC+FEM;SG
caisse	caisse	caisse	caisse	N;FEM;SG	N;MASC+FEM;SG
caisse	krat	caisse	krat	N;FEM;SG	N;MASC+FEM;SG
génétique	genetische	génétique	genetisch	ADJ;MASC;SG	ADJ
génétique	genetisch	génétique	genetisch	ADJ;MASC;SG	ADJ
ballon	ballon	ballon	ballon	N;MASC;SG	N;MASC+FEM;SG
ballon	luchtballon	ballon	luchtballon	N;MASC;SG	N;MASC+FEM;SG
ballon	bal	ballon	bal	N;MASC;SG	N;MASC+FEM;SG
ballon	ball	ballon	ball	N;MASC;SG	N;MASC+FEM;SG
ballon	ballon	ballon	ballon	N;MASC;SG	N;MASC+FEM;SG
endroits	plaatsen	endroit	plaats	N;MASC;PL	N;PL
choc	schok	choc	schok	N;MASC;SG	N;MASC+FEM;SG
choc	shock	choc	shock	N;MASC;SG	N;MASC+FEM;SG
ondes	golven	onde	golven	N;FEM;PL	N;PL
gérer	managen	gérer	managen	V;NFIN	V;NFIN
gérer	beheren	gérer	beheren	V;NFIN	V;NFIN
gérer	managen	gérer	managen	V;NFIN	V;NFIN
gérer	beheren	gérer	beheren	V;NFIN	V;NFIN
romantique	romantische	romantique	romantisch	ADJ;MASC;SG	ADJ
romantique	romantisch	romantique	romantisch	ADJ;MASC;SG	ADJ
philippines	filipijnen	philippine	filipijn	N;FEM;PL	N;PL
philippines	filippijnen	philippine	filippijn	N;FEM;PL	N;PL
quotidienne	dagelijks	quotidien	dagelijks	ADJ;FEM;SG	ADJ
quotidienne	alledaags	quotidien	alledaags	ADJ;FEM;SG	ADJ
quotidienne	dagelijkse	quotidien	dagelijks	ADJ;FEM;SG	ADJ
quotidienne	dagelijks	quotidien	dagelijks	ADJ;FEM;SG	ADJ
islamique	islamitische	islamique	islamitisch	ADJ;MASC;SG	ADJ
islamique	islamitisch	islamique	islamitisch	ADJ;MASC;SG	ADJ
entouré	omringd	entourer	omringen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
entouré	omsingeld	entourer	omsingelen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
entouré	omgeven	entourer	omgeven	V;MASC;SG;PST;V.PTCP	V;V.PTCP
entouré	omcirkeld	entourer	omcirkelen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
anonyme	anoniem	anonyme	anoniem	ADJ;MASC;SG	ADJ
anonyme	anonieme	anonyme	anoniem	ADJ;MASC;SG	ADJ
assurance	verzekering	assurance	verzekering	N;FEM;SG	N;MASC+FEM;SG
audience	doelgroep	audience	doelgroep	N;FEM;SG	N;MASC+FEM;SG
audience	publiek	audience	publiek	N;FEM;SG	N;NEUT;SG
audience	gehoor	audience	gehoor	N;FEM;SG	N;NEUT;SG
audience	hoorzitting	audience	hoorzitting	N;FEM;SG	N;MASC+FEM;SG
manager	manager	manager	manager	N;MASC;SG	N;MASC+FEM;SG
manager	bedrijfsleider	manager	bedrijfsleider	N;MASC;SG	N;MASC+FEM;SG
espère	hopen	espérer	hopen	V;IND;SG;3;PRS;FIN	V;NFIN
cinématographique	cinematografische	cinématographique	cinematografisch	ADJ;MASC;SG	ADJ
cinématographique	filmische	cinématographique	filmisch	ADJ;MASC;SG	ADJ
unesco	unesco	unesco	unesco	N;MASC;SG	N;MASC+FEM;SG
littoral	kustlijn	littoral	kustlijn	N;MASC;SG	N;MASC+FEM;SG
module	module	module	module	N;MASC;SG	N;MASC+FEM;SG
enterré	begraven	enterrer	begraven	V;MASC;SG;PST;V.PTCP	V;V.PTCP
enterré	bedolven	enterrer	bedelven	V;MASC;SG;PST;V.PTCP	V;V.PTCP
bonus	bonus	bonus	bonus	N;MASC;SG	N;MASC+FEM;SG
théories	theorieën	théorie	theorieën	N;FEM;PL	N;PL
disant	zeggen	dire	zeggen	V;PRS;V.PTCP	V;NFIN
uci	uci	uci	uci	N;MASC;SG	N;MASC+FEM;SG
diversité	diversiteit	diversité	diversiteit	N;FEM;SG	N;MASC+FEM;SG
diversité	verscheidenheid	diversité	verscheidenheid	N;FEM;SG	N;MASC+FEM;SG
rocher	boulder	rocher	boulder	N;MASC;SG	N;MASC+FEM;SG
rocher	kei	rocher	kei	N;MASC;SG	N;MASC+FEM;SG
rocher	rocher	rocher	rocher	N;MASC;SG	N;MASC+FEM;SG
garnison	garnizoen	garnison	garnizoen	N;FEM;SG	N;NEUT;SG
garnison	garrison	garnison	garrison	N;FEM;SG	N;MASC+FEM;SG
résoudre	oplossen	résoudre	oplossen	V;NFIN	V;NFIN
résoudre	oplossen	résoudre	oplossen	V;NFIN	V;NFIN
résoudre	oplossen	résoudre	oplossen	V;NFIN	V;NFIN
résistant	bestendig	résistant	bestendig	V;PRS;V.PTCP	V;V.PTCP
