फौरन	فوراً	फौरन	فوراً	ADV	ADV
स्माइल	out	स्माइल	out		
शून्यता	خلا	शून्यता	خلا	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सारणिक	لفظ	सारणिक	لفظ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सारणिक	عنصر	सारणिक	عنصر	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
रेक	(	रेक	(		
पछतावा	رحم	पछतावा	رحم	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
खेप	تفویض	खेप	تفویض	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
खेप	حوالگی	खेप	حوالگی	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
अधिष्ठापन	تنصیب	अधिष्ठापन	تنصیب	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कोथ	خورہ	कोथ	خورہ		
सनसनीखेज	شوخ	सनसनीखेज	شوخ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
अर्जी	اعلان	अर्जी	اعلان	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
अर्जी	اعلان	अर्जी	اعلان	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
अर्जी	دعویٰ	अर्जी	دعویٰ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
गपशप	(	गपशप	(		
कॉर्क	کاگ	कॉर्क	کاگ		
ताऊ	چچا	ताऊ	چچا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
निहत्थे	غیرمسلح	निहत्था	غیرمسلح	ADJ;ACC;MASC;SG	ADJ
स्लोगन	نعرہ	स्लोगन	نعرہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
थाम	پانا	थाम	پانا	V;SG;FIN;ACT	V;SG;NFIN;ACT
थाम	ماننا.	थाम	ماننا.	V;SG;FIN;ACT	V;NFIN;ACT
थाम	پانا	थाम	پانا	V;SG;FIN;ACT	V;SG;NFIN;ACT
थाम	ماننا.	थाम	ماننا.	V;SG;FIN;ACT	V;NFIN;ACT
थाम	سنبھالنا	थाम	سنبھال	V;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
रब	رئیس	रब	رئیس	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
रब	رئیس	रब	رئیس	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
मिंट	(	मिंट	(		
गोश्त	ماوا	गोश्त	ماوا		
गोश्त	میوے	गोश्त	میوے		
लीच	(	लीच	(		
यस	ہاں	यस	ہاں		
हिकमत	انداز	हिकमत	انداز	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
हिकमत	طور	हिकमत	طور	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
हिकमत	طرح	हिकमत	طرح	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
हिकमत	انداز	हिकमत	انداز	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
हिकमत	طور	हिकमत	طور	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
हिकमत	طرح	हिकमत	طرح	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
रूटीन	رقص	रूटीन	رقص	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
रूटीन	ڈرامہ	रूटीन	ڈرامہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
बुद्धिमानी	انداز	बुद्धिमानी	انداز	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
बुद्धिमानी	طور	बुद्धिमानी	طور	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
बुद्धिमानी	طرح	बुद्धिमानी	طرح	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
बुद्धिमानी	انداز	बुद्धिमानी	انداز	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
बुद्धिमानी	طور	बुद्धिमानी	طور	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
बुद्धिमानी	طرح	बुद्धिमानी	طرح	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
असहिष्णुता	عصبیت	असहिष्णुता	عصبیت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
टार्गेट	نشانہ	टार्गेट	نشانہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
टार्गेट	ہدف	टार्गेट	ہدف	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
टार्गेट	نشانہ	टार्गेट	نشانہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
जन्मदिवस	سالگرہ	जन्मदिवस	سالگرہ	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
सुरुचिपूर्ण	امیرانہ	सुरुचिपूर्ण	امیرانہ	ADJ;NOM	ADJ
सुरुचिपूर्ण	ممتاز	सुरुचिपूर्ण	ممتاز	ADJ;NOM	ADJ
सुरुचिपूर्ण	امیرانہ	सुरुचिपूर्ण	امیرانہ	ADJ;NOM	ADJ
सुरुचिपूर्ण	ممتاز	सुरुचिपूर्ण	ممتاز	ADJ;NOM	ADJ
रसीद	تصدیق	रसीद	تصدیق	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
फोम	کف.	फोम	کف.		
फोम	کف.	फोम	کف.		
फोम	پھین	फोम	پھین		
वाणिज्यवाद	تاجریت	वाणिज्यवाद	تاجریت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
मग	ٹھگ.	मग	ٹھگ.		
मग	دہانہ.	मग	دہانہ.		
रोकें	روکنا	रोक	روک	V;SBJV;PL;FIN;ACT	V;NFIN
रोकें	بڑھنے	रोक	بڑھ	V;SBJV;PL;FIN;ACT	V;ACC;NFIN
उँगली	انگشت	उँगली	انگشت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
उँगली	انگلی	उँगली	انگلی	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
आर्द्रभूमि	کیچڑ	आर्द्रभूमि	کیچڑ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
आर्द्रभूमि	دلدل	आर्द्रभूमि	دلدل	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
बेईमानी	غلیظ	बेईमानी	غلیظ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
प्रॉपर्टी	وصف	प्रॉपर्टी	وصف	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
प्रॉपर्टी	خصوصیت	प्रॉपर्टी	خصوصیت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
प्रॉपर्टी	مکان	प्रॉपर्टी	مکان	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
प्रॉपर्टी	ملکیت	प्रॉपर्टी	ملکیت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
फटकार	عتاب	फटकार	عتاب	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
ग्राफ़िक	صریح	ग्राफ़िक	صریح	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
ग्राफ़िक	صریح	ग्राफ़िक	صریح	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कसाई	خونخوار	कसाई	خونخوار		
स्टाक	وراثت	स्टाक	وراثت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
स्टाक	خاندان	स्टाक	خاندان	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
निलम्बित	خارج	निलम्बित	خارج	ADJ	ADJ
बला	اکتاہٹ	बला	اکتاہٹ		
कम्पाइल	جدول	कम्पाइल	جدول	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
प्रकटन	ظہور	प्रकटन	ظہور	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
मुर्दे	حتمی	मुर्दा	حتمی	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
मुर्दे	ساکت	मुर्दा	ساکت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
मुर्दे	حتمی	मुर्दा	حتمی	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
मुर्दे	ساکت	मुर्दा	ساکت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
परफेक्ट	کامل	परफेक्ट	کامل	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
ग्लैमर	تزئین	ग्लैमर	تزئین	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
ग्लैमर	رونق	ग्लैमर	رونق	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
फ़ॉर्मेट	کتاب	फ़ॉर्मेट	کتاب	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
बादशाही	بادشاہت	बादशाही	بادشاہت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
घुटना	زانو.	घुटना	زانو.		
पार्सल	حصہ	पार्सल	حصہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
पार्सल	ٹکڑا	पार्सल	ٹکڑا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
पार्सल	پیکیج	पार्सल	پیکیج	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
संगुटिका	مجموعہ	संगुटिका	مجموعہ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
बनाओ	پکانا	बना	پکانا	V;SBJV;SG;FIN;ACT	V;MASC;SG;V.PTCP;ACT
बनाओ	سمجھنا	बना	سمجھ	V;SBJV;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
बनाओ	پکانا	बना	پکانا	V;SBJV;SG;FIN;ACT	V;MASC;SG;V.PTCP;ACT
बनाओ	سمجھنا	बना	سمجھ	V;SBJV;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
बनाओ	بنانا	बना	بنا	V;SBJV;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
ओट	حجاب	ओट	حجاب	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
ओट	نقاب	ओट	نقاب	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
ओट	حجاب	ओट	حجاب	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
श्रुतलेखन	حکم	श्रुतलेखन	حکم	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
श्रुतलेखन	فرمان	श्रुतलेखन	فرمان	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
प्योर	طاہر	प्योर	طاہر		
प्योर	فقط.	प्योर	فقط.		
प्योर	طاہر	प्योर	طاہر		
प्योर	محض	प्योर	محض		
प्योर	سچّا	प्योर	سچّا		
प्योर	پاک	प्योर	پاک		
प्योर	فقط.	प्योर	فقط.		
प्लाट	شکل.	प्लाट	شکل.		
प्लाट	قوس	प्लाट	قوس		
रिलेशनल	نسبت	रिलेशनल	نسبت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
आरी	مثل	आरी	مثل		
टारगेट	نشانہ	टारगेट	نشانہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
टारगेट	ہدف	टारगेट	ہدف	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
टारगेट	نشانہ	टारगेट	نشانہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
दाखिले	اعتراف	दाखिला	اعتراف	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
उद्देश्यपूर्ण	دانستہ	उद्देश्यपूर्ण	دانستہ	ADJ;NOM	ADJ
तीक्ष्णता	تیزی	तीक्ष्णता	تیزی	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सर्फ	کف.	सर्फ	کف.		
अस्वीकरण	دستبرداری	अस्वीकरण	دستبرداری	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सर्द	نزلہ	सर्द	نزلہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सर्द	بخار	सर्द	بخار	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
स्कोप	مقصد	स्कोप	مقصد	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
एंटरप्राइज	مہم	एंटरप्राइज	مہم	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
बाउंड	سرحد	बाउंड	سرحد	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
बाउंड	جست	बाउंड	جست	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
बाउंड	سرحد	बाउंड	سرحد	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
प्रोमो	تشہیر	प्रोमो	تشہیر	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
जरूरतमंद	غریب	जरूरतमंद	غریب	ADJ;NOM	ADJ
प्याज़	پیاز	प्याज़	پیاز	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
स्टोरीबोर्ड	فلم	स्टोरीबोर्ड	فلم	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
रिक्ति	خلا	रिक्ति	خلا	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सूझबूझ	ذکاوت	सूझबूझ	ذکاوت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सूझबूझ	بصیرت	सूझबूझ	بصیرت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सूझबूझ	ذکاوت	सूझबूझ	ذکاوت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
निपट	ٹھونکنا	निपट	ٹھونکنا	V;ACT	V;SG;NFIN;ACT
यूटिलिटी	سراسرعملی	यूटिलिटी	سراسرعملی	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
यूटिलिटी	افادیت	यूटिलिटी	افادیت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
आवक	جانشین	आवक	جانشین	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
आवक	آمد	आवक	آمد	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
आवक	جانشین	आवक	جانشین	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
बगुला	بزہ	बगुला	بزہ		
बगुला	بزہ	बगुला	بزہ		
पूछो	پوچھنا	पूछ	پوچھ	V;SBJV;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
कंट्रास्ट	موازنہ	कंट्रास्ट	موازنہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
माइग्रेशन	مہاجرت	माइग्रेशन	مہاجرت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
चूल्हा	تنور	चूल्हा	تنور	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कार्यकर्त्ता	کارکن	कार्यकर्त्ता	کارکن	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
रेस्ट	ساکت	रेस्ट	ساکت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
रेस्ट	تعطل	रेस्ट	تعطل	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
रेस्ट	کام	रेस्ट	کام	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
रेस्ट	نیند	रेस्ट	نیند	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
रेस्ट	محنت	रेस्ट	محنت	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
डार्ट	in	डार्ट	in		
टिड्डी	ٹڈی	टिड्डी	ٹڈی		
टिड्डी	ٹڈی	टिड्डी	ٹڈی		
टिड्डी	ملخ	टिड्डी	ملخ		
निकालें	اکھاڑنا	निकाल	اکھاڑنا	V;SBJV;PL;FIN;ACT	V;NFIN;ACT
निकालें	اکھاڑنا	निकाल	اکھاڑنا	V;SBJV;PL;FIN;ACT	V;NFIN;ACT
अड़चन	جھٹکا.	अड़चन	جھٹکا.		
बढ़ेगी	بڑھانا	बढ़	بڑھا	V;FEM;IND;SG;3;FUT;FIN;ACT	V;MASC;SG;NFIN;ACT
दौड़ना	چالو	दौड़	چالو	V;MASC;NFIN;ACT	V;ACT
