dari	從	dari	從	ADP	ADP
langsung	直接	langsung	直接	ADV	ADV
kaki	腿	kaki	腿	N;SG	N
kaki	英尺	kaki	英尺	N;SG	N
kaki	腳	kaki	腳	N;SG	N
kaki	腳	kaki	腳	N;SG	N
kaki	英尺	kaki	英尺	N;SG	N
kaki	腿	kaki	腿	N;SG	N
grup	群組	grup	群組	N;SG	N
grup	群	grup	群	N;SG	N
grup	群組	grup	群組	N;SG	N
grup	團體	grup	團體	N;SG	N
rakyat	民謠	rakyat	民謠	N;SG	N
rakyat	民間	rakyat	民間	N;SG	N
rakyat	民俗	rakyat	民俗	N;SG	N
rakyat	人	rakyat	人	N;SG	N
rakyat	人民	rakyat	人民	N;SG	N
label	標籤	label	標籤	N;SG	N
label	標記	label	標記	N;SG	N
label	標籤	label	標籤	N;SG	N
label	標籤	label	標籤	N;SG	N
kehidupan	生命	kehidupan	生命	N;SG	N
kehidupan	人生	kehidupan	人生	N;SG	N
website	網站	website	網站	N;SG	N
website	網頁	website	網頁	N;SG	N
website	網站	website	網站	N;SG	N
kelurahan	郊區	kelurahan	郊區	N;SG	N
ditemukan	找到	ditemukan	找到	V;SG;PASS	V
ditemukan	發現	ditemukan	發現	V;SG;PASS	V
informasi	資訊	informasi	資訊	N;SG	N
makanan	糧食	makanan	糧食	N;SG	N
makanan	食品	makanan	食品	N;SG	N
makanan	食物	makanan	食物	N;SG	N
makanan	食物	makanan	食物	N;SG	N
makanan	食品	makanan	食品	N;SG	N
makanan	餐	makanan	餐	N;SG	N
makanan	膳食	makanan	膳食	N;SG	N
web	網	web	網	N	N
web	網路	web	網路	N	N
catatan	紀錄	catatan	紀錄	N;SG	N
mencapai	實現	mencapai	實現	V;SG;ACT	V
cinta	戀愛	cinta	戀愛	N;SG	N
cinta	愛情	cinta	愛情	N;SG	N
mungkin	或	mungkin	或	ADV	ADV
mungkin	或	mungkin	或	ADV	ADV
mungkin	也	mungkin	也	ADV	ADV
surat	郵件	surat	郵件	N;SG	N
surat	郵寄	surat	郵寄	N;SG	N
surat	信件	surat	信件	N;SG	N
surat	信	surat	信	N;SG	N
surat	字母	surat	字母	N;SG	N
surat	信函	surat	信函	N;SG	N
surat	信件	surat	信件	N;SG	N
wanita	女人	wanita	女人	N;SG	N
wanita	女	wanita	女	N;SG	N
wanita	女子	wanita	女子	N;SG	N
wanita	婦女	wanita	婦女	N;SG	N
wanita	女性	wanita	女性	N;SG	N
tubuh	屍體	tubuh	屍體	N;SG	N
tubuh	體	tubuh	體	N;SG	N
tubuh	身體	tubuh	身體	N;SG	N
juta	百萬	juta	百萬	NUM	NUM
juta	百萬	juta	百萬	NUM	NUM
posisi	職位	posisi	職位	N;SG	N
posisi	位置	posisi	位置	N;SG	N
posisi	立場	posisi	立場	N;SG	N
posisi	定位	posisi	定位	N;SG	N
posisi	職位	posisi	職位	N;SG	N
media	媒體	media	媒體	N;SG	N
media	媒介	media	媒介	N;SG	N
televisi	電視	televisi	電視	N;SG	N
televisi	電視	televisi	電視	N;SG	N
televisi	電視	televisi	電視	N;SG	N
ketiga	第三	ketiga	第三	NUM	NUM
nya	他	nya	他	PRO	PRO;3
nya	她	nya	她	PRO	PRO;3
lisensi	執照	lisensi	執照	N;SG	N
lisensi	執照	lisensi	執照	N;SG	N
lisensi	執照	lisensi	執照	N;SG	N
lisensi	駕照	lisensi	駕照	N;SG	N
nomor	數字	nomor	數字	N;SG	N
nomor	數	nomor	數	N;SG	N
nomor	號碼	nomor	號碼	N;SG	N
nomor	編號	nomor	編號	N;SG	N
nomor	數字	nomor	數字	N;SG	N
juara	冠軍	juara	冠軍	N;SG	N
juara	冠軍	juara	冠軍	N;SG	N
berarti	有	berarti	有	V;SG;ACT	V
alam	自然	alam	自然	N;SG	N
alam	性質	alam	性質	N;SG	N
penting	重要	penting	重要	ADJ;SG	ADJ
gelar	頭銜	gelar	頭銜	N;SG;ACT	N
gelar	職銜	gelar	職銜	N;SG;ACT	N
gelar	標題	gelar	標題	N;SG;ACT	N
gelar	度	gelar	度	N;SG;ACT	N
gelar	程度	gelar	程度	N;SG;ACT	N
gelar	學位	gelar	學位	N;SG;ACT	N
gelar	標題	gelar	標題	N;SG;ACT	N
mata	眼神	mata	眼神	N;SG	N
mata	眼睛	mata	眼睛	N;SG	N
mata	眼	mata	眼	N;SG	N
mata	眼	mata	眼	N;SG	N
mata	眼睛	mata	眼睛	N;SG	N
mesin	機械	mesin	機械	N;SG	N
mesin	機	mesin	機	N;SG	N
mesin	機器	mesin	機器	N;SG	N
mesin	引擎	mesin	引擎	N;SG	N
mesin	引擎	mesin	引擎	N;SG	N
mesin	機械	mesin	機械	N;SG	N
mesin	機器	mesin	機器	N;SG	N
kitab	圖書	kitab	圖書	N;SG	N
kitab	書	kitab	書	N;SG	N
kitab	書籍	kitab	書籍	N;SG	N
kitab	經文	kitab	經文	N;SG	N
distrik	各區	distrik	各區	N;SG	N
distrik	區	distrik	區	N;SG	N
distrik	地區	distrik	地區	N;SG	N
jaringan	網路	jaringan	網路	N;SG	N
jaringan	網路	jaringan	網路	N;SG	N
jaringan	網	jaringan	網	N;SG	N
jaringan	組織	jaringan	組織	N;SG	N
jaringan	紙巾	jaringan	紙巾	N;SG	N
jaringan	網路	jaringan	網路	N;SG	N
hubungan	關係	hubungan	關係	N;SG	N
hubungan	戀愛	hubungan	戀愛	N;SG	N
hubungan	感情	hubungan	感情	N;SG	N
hubungan	關係	hubungan	關係	N;SG	N
hubungan	關係	hubungan	關係	N;SG	N
hubungan	關係	hubungan	關係	N;SG	N
perempuan	女人	perempuan	女人	N;SG	N
perempuan	女	perempuan	女	N;SG	N
perempuan	女子	perempuan	女子	N;SG	N
perempuan	女性	perempuan	女性	N;SG	N
perempuan	女	perempuan	女	N;SG	N
perempuan	女性	perempuan	女性	N;SG	N
perempuan	婦女	perempuan	婦女	N;SG	N
perempuan	女性	perempuan	女性	N;SG	N
sosial	社交	sosial	社交	N;SG	N
sosial	社會	sosial	社會	N;SG	N
sosial	社交	sosial	社交	N;SG	N
episode	插曲	episode	插曲	N	N
episode	集	episode	集	N	N
piala	戰利	piala	戰利	N;SG	N
piala	獎	piala	獎	N;SG	N
piala	獎杯	piala	獎杯	N;SG	N
piala	盃	piala	盃	N;SG	N
piala	杯	piala	杯	N;SG	N
piala	杯子	piala	杯子	N;SG	N
kegiatan	活動	kegiatan	活動	N;SG	N
kegiatan	事件	kegiatan	事件	N;SG	N
kegiatan	活動	kegiatan	活動	N;SG	N
kegiatan	動態	kegiatan	動態	N;SG	N
kegiatan	活動	kegiatan	活動	N;SG	N
istilah	任期	istilah	任期	N;SG	N
istilah	術語	istilah	術語	N;SG	N
istilah	學期	istilah	學期	N;SG	N
budaya	文化	budaya	文化	N;SG	N
stadion	體育	stadion	體育	N;SG	N
stadion	球場	stadion	球場	N;SG	N
permukaan	表面	permukaan	表面	N;SG	N
permukaan	地面	permukaan	地面	N;SG	N
permukaan	地表	permukaan	地表	N;SG	N
terutama	尤其	terutama	尤其	ADV;RL;SG	ADV
terutama	尤其	terutama	尤其	ADV;RL;SG	ADV
lima	五	lima	五	NUM	NUM
lima	五	lima	五	NUM	NUM
pantai	沙灘	pantai	沙灘	N;SG	N
pantai	海灘	pantai	海灘	N;SG	N
pantai	沙灘	pantai	沙灘	N;SG	N
pantai	海灘	pantai	海灘	N;SG	N
teknologi	科技	teknologi	科技	N;SG	N
teknologi	技術	teknologi	技術	N;SG	N
teknologi	技術	teknologi	技術	N;SG	N
teknologi	科技	teknologi	科技	N;SG	N
menyatakan	申報	mennyatakan	申報	V;SG;ACT	V
cerita	動態	cerita	動態	N;SG	N
cerita	故事	cerita	故事	N;SG	N
cerita	故事	cerita	故事	N;SG	N
cerita	動態	cerita	動態	N;SG	N
penerbangan	班機	penterbangan	班機	N;SG	N
penerbangan	航空	penterbangan	航空	N;SG	N
dewan	董事	dewan	董事	N;SG	N
dewan	安理	dewan	安理	N;SG	N
liga	聯盟	liga	聯盟	N;SG	N
liga	同盟	liga	同盟	N;SG	N
liga	聯賽	liga	聯賽	N;SG	N
tujuan	目標	tujuan	目標	N;SG	N
tujuan	目標	tujuan	目標	N;SG	N
tujuan	目	tujuan	目	N;SG	N
tujuan	目標	tujuan	目標	N;SG	N
tujuan	目標	tujuan	目標	N;SG	N
penyanyi	歌手	pennyanyi	歌手	N;SG	N
penyanyi	歌手	pennyanyi	歌手	N;SG	N
bangunan	大樓	bangunan	大樓	N;SG	N
bangunan	建築	bangunan	建築	N;SG	N
bangunan	建築	bangunan	建築	N;SG	N
periode	期間	periode	期間	N;SG	N
seni	藝術	seni	藝術	N;SG	N
seni	美術	seni	美術	N;SG	N
seni	藝術	seni	藝術	N;SG	N
seni	藝術	seni	藝術	N;SG	N
pertandingan	火柴	pertandingan	火柴	N;SG	N
pangeran	王子	pangeran	王子	N;SG	N
pangeran	太子	pangeran	太子	N;SG	N
pangeran	親王	pangeran	親王	N;SG	N
bergabung	加入	bergabung	加入	V;SG;ACT	V
bergabung	加入	bergabung	加入	V;SG;ACT	V
badan	屍體	badan	屍體	N;SG	N
badan	體	badan	體	N;SG	N
badan	身體	badan	身體	N;SG	N
badan	機構	badan	機構	N;SG	N
buah	果實	buah	果實	N;SG	N
buah	水果	buah	水果	N;SG	N
buah	果	buah	果	N;SG	N
buah	果實	buah	果實	N;SG	N
buah	水果	buah	水果	N;SG	N
pembangunan	施工	penbangunan	施工	N;SG	N
pembangunan	建築	penbangunan	建築	N;SG	N
kini	現在	kini	現在	N	N
menemukan	發現	mentemukan	發現	V;SG;ACT	V
menemukan	探索	mentemukan	探索	V;SG;ACT	V
menemukan	找到	mentemukan	找到	V;SG;ACT	V
menemukan	發現	mentemukan	發現	V;SG;ACT	V
teknik	技術	teknik	技術	N;SG	N
teknik	技巧	teknik	技巧	N;SG	N
teknik	工程	teknik	工程	N;SG	N
teknik	工程	teknik	工程	N;SG	N
teknik	技術	teknik	技術	N;SG	N
pecahan	分數	pecahan	分數	N;SG	N
pecahan	分數	pecahan	分數	N;SG	N
melihat	檢視	menlihat	檢視	V;SG;ACT	V
melihat	瀏覽	menlihat	瀏覽	V;SG;ACT	V
melihat	檢視	menlihat	檢視	V;SG;ACT	V
melihat	瀏覽	menlihat	瀏覽	V;SG;ACT	V
industri	工業	industri	工業	N;SG	N
industri	產業	industri	產業	N;SG	N
industri	行業	industri	行業	N;SG	N
industri	工業	industri	工業	N;SG	N
industri	產業	industri	產業	N;SG	N
industri	行業	industri	行業	N;SG	N
industri	業界	industri	業界	N;SG	N
industri	工業	industri	工業	N;SG	N
agung	偉大	agung	偉大	ADJ;SG	ADJ
agung	最高	agung	最高	ADJ;SG	ADJ
pasar	市場	pasar	市場	N;SG	N
pasar	市場	pasar	市場	N;SG	N
tentara	士兵	tentara	士兵	N;SG	N
tentara	戰士	tentara	戰士	N;SG	N
tentara	兵	tentara	兵	N;SG	N
tentara	士兵	tentara	士兵	N;SG	N
tentara	軍人	tentara	軍人	N;SG	N
tentara	集團	tentara	集團	N;SG	N
tentara	軍隊	tentara	軍隊	N;SG	N
tentara	軍	tentara	軍	N;SG	N
tentara	陸軍	tentara	陸軍	N;SG	N
gambar	照片	gambar	照片	N;SG	N
gambar	圖片	gambar	圖片	N;SG	N
gambar	圖片	gambar	圖片	N;SG	N
gambar	像片	gambar	像片	N;SG	N
gambar	圖畫	gambar	圖畫	N;SG	N
gambar	照片	gambar	照片	N;SG	N
gambar	影象	gambar	影象	N;SG	N
gambar	影像	gambar	影像	N;SG	N
gambar	圖片	gambar	圖片	N;SG	N
gambar	影像	gambar	影像	N;SG	N
gambar	圖片	gambar	圖片	N;SG	N
gambar	繪圖	gambar	繪圖	N;SG	N
gambar	圖畫	gambar	圖畫	N;SG	N
gambar	繪畫	gambar	繪畫	N;SG	N
bank	銀行	bank	銀行	N;SG	N
bank	銀行	bank	銀行	N;SG	N
nilai	速率	nilai	速率	N;SG	N
nilai	率	nilai	率	N;SG	N
nilai	利率	nilai	利率	N;SG	N
nilai	價值	nilai	價值	N;SG	N
nilai	價值	nilai	價值	N;SG	N
nilai	數值	nilai	數值	N;SG	N
nilai	值	nilai	值	N;SG	N
nilai	價值	nilai	價值	N;SG	N
nilai	數值	nilai	數值	N;SG	N
nilai	值	nilai	值	N;SG	N
diberikan	准予	diberikan	准予	V;SG;PASS	V
diberikan	授予	diberikan	授予	V;SG;PASS	V
menerima	接收	menterima	接收	V;SG;ACT	V
menerima	接收	menterima	接收	V;SG;ACT	V
menerima	接受	menterima	接受	V;SG;ACT	V
band	樂團	band	樂團	N	N
band	樂隊	band	樂隊	N	N
band	樂隊	band	樂隊	N	N
guru	主人	guru	主人	N;SG	N
guru	大師	guru	大師	N;SG	N
guru	師父	guru	師父	N;SG	N
guru	師傅	guru	師傅	N;SG	N
guru	老師	guru	老師	N;SG	N
guru	教師	guru	教師	N;SG	N
guru	教師	guru	教師	N;SG	N
kawasan	面積	kawasan	面積	N;SG	N
kawasan	地區	kawasan	地區	N;SG	N
kawasan	區域	kawasan	區域	N;SG	N
kawasan	區	kawasan	區	N;SG	N
kawasan	區域	kawasan	區域	N;SG	N
kawasan	區域	kawasan	區域	N;SG	N
masalah	問題	masalah	問題	N;SG	N
masalah	麻煩	masalah	麻煩	N;SG	N
pihak	黨	pihak	黨	N;SG	N
pihak	政黨	pihak	政黨	N;SG	N
pihak	宴會	pihak	宴會	N;SG	N
pihak	聚會	pihak	聚會	N;SG	N
kerja	工作	kerja	工作	N;SG	N
jauh	偏遠	jauh	偏遠	ADJ;SG	ADJ
serial	串列	serial	串列	N	N
tanaman	植物	tanaman	植物	N;SG	N
tanaman	農作	tanaman	農作	N;SG	N
tanaman	作物	tanaman	作物	N;SG	N
tanaman	廠	tanaman	廠	N;SG	N
tanaman	植物	tanaman	植物	N;SG	N
tanaman	工廠	tanaman	工廠	N;SG	N
tanaman	農作	tanaman	農作	N;SG	N
tanaman	作物	tanaman	作物	N;SG	N
penulis	作家	pentulis	作家	N;SG	N
penulis	作者	pentulis	作者	N;SG	N
penulis	編劇	pentulis	編劇	N;SG	N
penulis	作者	pentulis	作者	N;SG	N
penulis	作家	pentulis	作家	N;SG	N
penulis	作者	pentulis	作者	N;SG	N
penulis	作者	pentulis	作者	N;SG	N
gol	目標	gol	目標	N;SG	N
gol	目標	gol	目標	N;SG	N
hak	權利	hak	權利	N;SG	N
pertempuran	戰役	pertempuran	戰役	N;SG	N
pertempuran	戰	pertempuran	戰	N;SG	N
pertempuran	戰役	pertempuran	戰役	N;SG	N
pertempuran	戰鬥	pertempuran	戰鬥	N;SG	N
alat	工具	alat	工具	N;SG	N
alat	工具	alat	工具	N;SG	N
pemimpin	領袖	penpimpin	領袖	N;SG	N
permainan	比賽	permainan	比賽	N;SG	N
permainan	遊戲	permainan	遊戲	N;SG	N
permainan	遊戲	permainan	遊戲	N;SG	N
dibangun	建	dibangun	建	V;SG;PASS	V
model	模型	model	模型	N;SG	N
model	模特	model	模特	N;SG	N
model	型號	model	型號	N;SG	N
model	模特	model	模特	N;SG	N
model	模範	model	模範	N;SG	N
model	模型	model	模型	N;SG	N
model	型號	model	型號	N;SG	N
model	模特	model	模特	N;SG	N
warna	顏色	warna	顏色	N;SG	N
warna	色彩	warna	色彩	N;SG	N
warna	色	warna	色	N;SG	N
warna	彩色	warna	彩色	N;SG	N
warna	顏色	warna	顏色	N;SG	N
warna	色彩	warna	色彩	N;SG	N
warna	顏色	warna	顏色	N;SG	N
warna	色彩	warna	色彩	N;SG	N
warna	彩色	warna	彩色	N;SG	N
warna	顏色	warna	顏色	N;SG	N
warna	色彩	warna	色彩	N;SG	N
taman	樸	taman	樸	N;SG	N
taman	公園	taman	公園	N;SG	N
taman	園	taman	園	N;SG	N
taman	園林	taman	園林	N;SG	N
taman	花園	taman	花園	N;SG	N
taman	園藝	taman	園藝	N;SG	N
taman	公園	taman	公園	N;SG	N
menunjukkan	顯示	mentunjukkan	顯示	V;SG;ACT	V
menunjukkan	顯示	mentunjukkan	顯示	V;SG;ACT	V
produksi	產量	produksi	產量	N;SG	N
membentuk	形成	menbentuk	形成	V;SG;ACT	V
membentuk	塑造	menbentuk	塑造	V;SG;ACT	V
ditulis	書寫	ditulis	書寫	V;SG;PASS	V
ditulis	撰寫	ditulis	撰寫	V;SG;PASS	V
depan	前面	depan	前面	N;SG	N
depan	陣線	depan	陣線	N;SG	N
operasi	手術	operasi	手術	N;SG	N
operasi	行動	operasi	行動	N;SG	N
operasi	手術	operasi	手術	N;SG	N
operasi	外科	operasi	外科	N;SG	N
karier	職業	karier	職業	N;SG	N
karier	職業	karier	職業	N;SG	N
benar	真實	benar	真實	ADJ;SG	ADJ
aktor	演員	aktor	演員	N;SG	N
aktor	男	aktor	男	N;SG	N
aktor	演員	aktor	演員	N;SG	N
fakultas	院	fakultas	院	N;SG	N
menulis	撰寫	mentulis	撰寫	V;SG;ACT	V
menulis	寫	mentulis	寫	V;SG;ACT	V
menulis	寫信	mentulis	寫信	V;SG;ACT	V
menulis	寫入	mentulis	寫入	V;SG;ACT	V
menulis	書寫	mentulis	書寫	V;SG;ACT	V
menulis	寫入	mentulis	寫入	V;SG;ACT	V
menulis	寫	mentulis	寫	V;SG;ACT	V
menulis	撰寫	mentulis	撰寫	V;SG;ACT	V
contoh	樣品	contoh	樣品	N;SG	N
contoh	抽樣	contoh	抽樣	N;SG	N
contoh	樣本	contoh	樣本	N;SG	N
contoh	範例	contoh	範例	N;SG	N
contoh	例子	contoh	例子	N;SG	N
contoh	範例	contoh	範例	N;SG	N
belakang	背後	belakang	背後	N;SG	N
belakang	後面	belakang	後面	N;SG	N
belakang	身後	belakang	身後	N;SG	N
belakang	後方	belakang	後方	N;SG	N
hampir	幾乎	hampir	幾乎	ADV	ADV
komputer	電腦	komputer	電腦	N;SG	N
komputer	電子	komputer	電子	N;SG	N
komputer	電腦	komputer	電腦	N;SG	N
bunga	花	bunga	花	N;SG	N
bunga	鮮花	bunga	鮮花	N;SG	N
bunga	花卉	bunga	花卉	N;SG	N
bunga	花兒	bunga	花兒	N;SG	N
bunga	花朵	bunga	花朵	N;SG	N
bunga	花	bunga	花	N;SG	N
bunga	花兒	bunga	花兒	N;SG	N
bunga	花朵	bunga	花朵	N;SG	N
perjanjian	協定	perjanjian	協定	N;SG	N
perjanjian	協議	perjanjian	協議	N;SG	N
perjanjian	條約	perjanjian	條約	N;SG	N
perjanjian	協定	perjanjian	協定	N;SG	N
lembaga	機構	lembaga	機構	N;SG	N
lembaga	體制	lembaga	體制	N;SG	N
lembaga	機構	lembaga	機構	N;SG	N
daya	電力	daya	電力	N;SG	N
daya	電源	daya	電源	N;SG	N
daya	動力	daya	動力	N;SG	N
daya	權力	daya	權力	N;SG	N
spons	海綿	spons	海綿	N;SG	N
spons	海綿	spons	海綿	N;SG	N
awalnya	原本	awal	原本	ADV;SG	ADV
usia	年紀	usia	年紀	N;SG	N
usia	年齡	usia	年齡	N;SG	N
usia	年齡	usia	年齡	N;SG	N
serangan	襲擊	serangan	襲擊	N;SG	N
serangan	襲擊	serangan	襲擊	N;SG	N
serangan	攻勢	serangan	攻勢	N;SG	N
mengikuti	跟	menikuti	跟	V;SG;ACT	V
warga	居民	warga	居民	N;SG	N
warga	市民	warga	市民	N;SG	N
warga	公民	warga	公民	N;SG	N
warga	市民	warga	市民	N;SG	N
warga	公民	warga	公民	N;SG	N
hutan	森林	hutan	森林	N;SG	N
hutan	樹林	hutan	樹林	N;SG	N
hutan	森林	hutan	森林	N;SG	N
hutan	叢林	hutan	叢林	N;SG	N
unit	單元	unit	單元	N;SG	N
unit	單位	unit	單位	N;SG	N
unit	股	unit	股	N;SG	N
unit	單元	unit	單元	N;SG	N
unit	單位	unit	單位	N;SG	N
membantu	幫助	menbantu	幫助	V;SG;ACT	V
membantu	幫忙	menbantu	幫忙	V;SG;ACT	V
lingkungan	環境	lingkungan	環境	N;SG	N
lingkungan	鄰里	lingkungan	鄰里	N;SG	N
lingkungan	鄰里	lingkungan	鄰里	N;SG	N
kode	密碼	kode	密碼	N;SG	N
kode	編碼	kode	編碼	N;SG	N
kode	碼	kode	碼	N;SG	N
penggunaan	用法	pengunaan	用法	N;SG	N
penggunaan	用量	pengunaan	用量	N;SG	N
mobil	車	mobil	車	N;SG	N
mobil	汽車	mobil	汽車	N;SG	N
mobil	車	mobil	車	N;SG	N
mobil	汽車	mobil	汽車	N;SG	N
menghasilkan	產生	menhasilkan	產生	V;SG;ACT	V
menghasilkan	生成	menhasilkan	生成	V;SG;ACT	V
menghasilkan	生成	menhasilkan	生成	V;SG;ACT	V
menghasilkan	生成	menhasilkan	生成	V;SG;ACT	V
jam	小時	jam	小時	N;SG	N
jam	時辰	jam	時辰	N;SG	N
jam	小時	jam	小時	N;SG	N
jam	鐘	jam	鐘	N;SG	N
jam	時鐘	jam	時鐘	N;SG	N
malam	晚間	malam	晚間	N;SG	N
malam	晚上	malam	晚上	N;SG	N
malam	傍晚	malam	傍晚	N;SG	N
malam	夜晚	malam	夜晚	N;SG	N
malam	晚上	malam	晚上	N;SG	N
malam	夜	malam	夜	N;SG	N
membawa	攜	menbawa	攜	V;SG;ACT	V
membawa	承載	menbawa	承載	V;SG;ACT	V
tangan	手	tangan	手	N;SG	N
tangan	手	tangan	手	N;SG	N
lokasi	地點	lokasi	地點	N;SG	N
lokasi	位置	lokasi	位置	N;SG	N
lokasi	地點	lokasi	地點	N;SG	N
pertanian	農場	pertanian	農場	N;SG	N
pertanian	農業	pertanian	農業	N;SG	N
pertanian	農場	pertanian	農場	N;SG	N
pertanian	農莊	pertanian	農莊	N;SG	N
pertanian	農耕	pertanian	農耕	N;SG	N
pertanian	耕作	pertanian	耕作	N;SG	N
pertanian	務	pertanian	務	N;SG	N
pertanian	農業	pertanian	農業	N;SG	N
pertanian	農業	pertanian	農業	N;SG	N
gerakan	動議	gerakan	動議	N;SG	N
gerakan	運動	gerakan	運動	N;SG	N
gerakan	運動	gerakan	運動	N;SG	N
ikan	魚類	ikan	魚類	N;SG	N
ikan	魚	ikan	魚	N;SG	N
ikan	魚兒	ikan	魚兒	N;SG	N
gedung	大樓	gedung	大樓	N;SG	N
gedung	建築	gedung	建築	N;SG	N
gedung	建築	gedung	建築	N;SG	N
image	影象	image	影象	N	N
image	影像	image	影像	N	N
image	圖片	image	圖片	N	N
berisi	含有	berisi	含有	V;SG;ACT	V
berisi	包含	berisi	包含	V;SG;ACT	V
sakit	痛	sakit	痛	N;SG	N
sakit	傷痛	sakit	傷痛	N;SG	N
sakit	疼痛	sakit	疼痛	N;SG	N
sakit	痛苦	sakit	痛苦	N;SG	N
sakit	病	sakit	病	N;SG	N
sakit	傷害	sakit	傷害	N;SG	N
tuhan	神	tuhan	神	N;SG	N
laporan	報告	laporan	報告	N;SG	N
laporan	報告	laporan	報告	N;SG	N
laporan	報告	laporan	報告	N;SG	N
pemilihan	甄選	penpilihan	甄選	N;SG	N
belajar	學習	belajar	學習	V;SG	V
belajar	研究	belajar	研究	V;SG	V
belajar	學習	belajar	學習	V;SG	V
belajar	學習	belajar	學習	V;SG	V
belajar	學習	belajar	學習	V;SG	V
alkitab	經文	alkitab	經文	N;SG	N
tugas	工作	tugas	工作	N;SG	N
tugas	任務	tugas	任務	N;SG	N
tugas	任務	tugas	任務	N;SG	N
produk	商品	produk	商品	N;SG	N
produk	產品	produk	產品	N;SG	N
produk	產物	produk	產物	N;SG	N
produk	商品	produk	商品	N;SG	N
produk	產品	produk	產品	N;SG	N
seri	系列	seri	系列	N;SG	N
kekuatan	力氣	kekuatan	力氣	N;SG	N
kekuatan	強度	kekuatan	強度	N;SG	N
kekuatan	實力	kekuatan	實力	N;SG	N
kekuatan	力量	kekuatan	力量	N;SG	N
kekuatan	體力	kekuatan	體力	N;SG	N
kekuatan	電力	kekuatan	電力	N;SG	N
kekuatan	電源	kekuatan	電源	N;SG	N
kekuatan	動力	kekuatan	動力	N;SG	N
kekuatan	權力	kekuatan	權力	N;SG	N
stadium	體育	stadium	體育	N	N
stadium	球場	stadium	球場	N	N
tua	舊	tua	舊	ADJ;SG	ADJ
hati	心	hati	心	N;SG	N
hati	心臟	hati	心臟	N;SG	N
hati	肝臟	hati	肝臟	N;SG	N
hati	肝	hati	肝	N;SG	N
hati	心	hati	心	N;SG	N
hati	紅心	hati	紅心	N;SG	N
pendek	簡短	pendek	簡短	ADJ;SG	ADJ
ahli	專家	ahli	專家	N;SG	N
ahli	專家	ahli	專家	N;SG	N
natural	自然	natural	自然	N	N
gaya	樣式	gaya	樣式	N;SG	N
gaya	風格	gaya	風格	N;SG	N
gaya	樣式	gaya	樣式	N;SG	N
gaya	風格	gaya	風格	N;SG	N
karakter	字元	karakter	字元	N;SG	N
karakter	人物	karakter	人物	N;SG	N
karakter	角色	karakter	角色	N;SG	N
karakter	性格	karakter	性格	N;SG	N
karakter	品格	karakter	品格	N;SG	N
karakter	字元	karakter	字元	N;SG	N
karakter	角色	karakter	角色	N;SG	N
final	決賽	final	決賽	N	N
final	決賽	final	決賽	N	N
surabaya	泗水	surabaya	泗水	N;SG	N
kampung	磅	kampung	磅	N;SG	N
kampung	村	kampung	村	N;SG	N
kampung	鄉村	kampung	鄉村	N;SG	N
kampung	村	kampung	村	N;SG	N
kampung	村落	kampung	村落	N;SG	N
kampung	村子	kampung	村子	N;SG	N
list	名單	list	名單	N	N
list	清單	list	清單	N	N
top	最高	top	最高	ADJ;SG	ADJ
peristiwa	事件	peristiwa	事件	N;SG	N
peristiwa	活動	peristiwa	活動	N;SG	N
peristiwa	事件	peristiwa	事件	N;SG	N
peristiwa	活動	peristiwa	活動	N;SG	N
perjalanan	旅行	perjalanan	旅行	N;SG	N
perjalanan	旅費	perjalanan	旅費	N;SG	N
perjalanan	旅遊	perjalanan	旅遊	N;SG	N
perjalanan	旅行	perjalanan	旅行	N;SG	N
perjalanan	行程	perjalanan	行程	N;SG	N
burung	鳥	burung	鳥	N;SG	N
burung	鳥類	burung	鳥類	N;SG	N
burung	鳥	burung	鳥	N;SG	N
burung	鳥兒	burung	鳥兒	N;SG	N
kaum	民謠	kaum	民謠	N;SG	N
kaum	民間	kaum	民間	N;SG	N
kaum	民俗	kaum	民俗	N;SG	N
huruf	信	huruf	信	N;SG	N
huruf	字母	huruf	字母	N;SG	N
huruf	信件	huruf	信件	N;SG	N
huruf	信	huruf	信	N;SG	N
huruf	字母	huruf	字母	N;SG	N
huruf	信函	huruf	信函	N;SG	N
huruf	信件	huruf	信件	N;SG	N
keturunan	世系	keturunan	世系	N;SG	N
keturunan	血統	keturunan	血統	N;SG	N
keturunan	世系	keturunan	世系	N;SG	N
keturunan	血統	keturunan	血統	N;SG	N
keturunan	後代	keturunan	後代	N;SG	N
keturunan	後裔	keturunan	後裔	N;SG	N
keturunan	後代	keturunan	後代	N;SG	N
sisi	側	sisi	側	N;SG	N
teman	朋友	teman	朋友	N;SG	N
teman	好友	teman	好友	N;SG	N
teman	朋友	teman	朋友	N;SG	N
teman	好友	teman	好友	N;SG	N
drama	電視	drama	電視	N;SG	N
drama	劇情	drama	劇情	N;SG	N
drama	戲劇	drama	戲劇	N;SG	N
drama	劇	drama	劇	N;SG	N
berkembang	生長	berkembang	生長	V;SG;ACT	V
berkembang	成長	berkembang	成長	V;SG;ACT	V
kesehatan	健康	kesehatan	健康	N;SG	N
mahasiswa	學生	mahasiswa	學生	N;SG	N
mahasiswa	學生	mahasiswa	學生	N;SG	N
dipakai	使用	dipakai	使用	V;SG;PASS	V
sel	細胞	sel	細胞	N;SG	N
sel	牢房	sel	牢房	N;SG	N
sel	細胞	sel	細胞	N;SG	N
menikah	嫁	mennikah	嫁	V;SG;ACT	V
