daha	دیگر	daha	دیگر	ADV	ADV
eve	وطن	ev	وطن	N;DAT;SG;3	N;SG
eve	خونه	ev	خونه	N;DAT;SG;3	N;SG
eve	آغازه	ev	آغازه	N;DAT;SG;3	N;SG
villa	ویلایی	villa	ویلایی	N;NOM;SG;3	N;SG
villa	ویلا	villa	ویلا	N;NOM;SG;3	N;SG
villa	ویلای	villa	ویلا	N;NOM;SG;3	N;SG
seyahat	مسافرت	seyahat	مسافرت	N;NOM;SG;3	N;SG
seyahat	travel	seyahat	travel	N;NOM;SG;3	N;SG
seyahat	سفر	seyahat	سفر	N;NOM;SG;3	N;SG
seyahat	سفر	seyahat	سفر	N;NOM;SG;3	N;SG
seyahat	سفری	seyahat	سفر	N;NOM;SG;3	N;SG
seyahat	مسافرت	seyahat	مسافرت	N;NOM;SG;3	N;SG
seyahat	سفر	seyahat	سفر	N;NOM;SG;3	N;SG
seyahat	مسافرت	seyahat	مسافرت	N;NOM;SG;3	N;SG
özgürlük	ازادی	özgürlük	ازادی	N;NOM;SG;3	N;SG
özgürlük	آزادی	özgürlük	آزادی	N;NOM;SG;3	N;SG
özgürlük	لیبرتی	özgürlük	لیبرتی	N;NOM;SG;3	N;SG
hizmetleri	خدمات	hizmet	خدمت	N;NOM;PL;3	N;PL
küre	گوی	küre	گو		
küre	اورب	küre	اورب		
kapısı	دروازه	kapı	دروازه	N;NOM;SG;3	N;SG
kapısı	گیت	kapı	گرفت#گیر	N;NOM;SG;3	N;SG
kapısı	دری	kapı	دری	N;NOM;SG;3	N;SG
ton	تون	ton	تون		
şikayet	گزارش	şikayet	گزارش	N;NOM;SG;3	N;SG
şikayet	شکایتی	şikayet	شکایت	N;NOM;SG;3	N;SG
şikayet	شکایت	şikayet	شکایت	N;NOM;SG;3	N;SG
şikayet	دادخواهی	şikayet	دادخواهی	N;NOM;SG;3	N;SG
şikayet	شکایتی	şikayet	شکایت	N;NOM;SG;3	N;SG
şikayet	شکایت	şikayet	شکایت	N;NOM;SG;3	N;SG
şikayet	شاکی	şikayet	شاکی	N;NOM;SG;3	N;SG
şikayet	شکایتی	şikayet	شکایت	N;NOM;SG;3	N;SG
şikayet	شکایت	şikayet	شکایت	N;NOM;SG;3	N;SG
şikayet	غر	şikayet	None	N;NOM;SG;3	N;SG
öğrenciler	دانشجویان	öğrenci	دانشجو	N;NOM;PL;3	N;PL
galibiyet	برنده	galibiyet	برنده	N;NOM;SG;3	N;SG
elektron	الکترون	elektron	الکترون	N;NOM;SG;3	N;SG
elektron	الکترونی	elektron	الکترونی	N;NOM;SG;3	N;SG
elektron	electronic	elektron	electronic	N;NOM;SG;3	N;SG
elektron	الکترونیکی	elektron	None	N;NOM;SG;3	N;SG
elektron	الکترونیک	elektron	None	N;NOM;SG;3	N;SG
planı	تدبیر	plan	تدبیر	N;ACC;SG;3	N;SG
planı	پلان	plan	پلان	N;ACC;SG;3	N;SG
planı	نقشه	plan	None	N;ACC;SG;3	N;SG
kökeni	خاستگاه	köken	None	N;ACC;SG;3	N;SG
kökeni	مبدأ	köken	None	N;ACC;SG;3	N;SG
kökeni	منشأ	köken	منشأ	N;ACC;SG;3	N;SG
kökeni	مبدا	köken	مبدا	N;ACC;SG;3	N;SG
fabrikası	کارخانه	fabrikası	کارخانه	N;NOM;SG;3	N;SG
yazarlar	نویسندگان	yazar	نویسنده	N;NOM;PL;3	N;PL
açılış	افتتاحیه	açılış	افتتاحیه	N;NOM;SG;3	N;SG
açılış	افتتاح	açılış	افتتاح	N;NOM;SG;3	N;SG
numarası	عدد	numara	عدد	N;NOM;SG;3	N;SG
numarası	شمارۀ	numara	شمارۀ	N;NOM;SG;3	N;SG
numarası	شماره	numara	شماره	N;NOM;SG;3	N;SG
kalabalık	جمعیت	kalabalık	جمعیت	N;NOM;SG;3	N;SG
kalabalık	جمعیت	kalabalık	جمعیت	N;NOM;SG;3	N;SG
kalabalık	شلوغی	kalabalık	شلوغی	N;NOM;SG;3	N;SG
kalabalık	ازدحام	kalabalık	None	N;NOM;SG;3	N;SG
kuzeyde	شمالی	kuzeyde	شمالی	N;ESS;SG;3	N;SG
kuzeyde	نورث	kuzeyde	نورث	N;ESS;SG;3	N;SG
kuzeyde	شمال	kuzeyde	شمال	N;ESS;SG;3	N;SG
makale	مطلب	makale	مطلب	N;NOM;SG;3	N;SG
makale	مقالۀ	makale	مقالۀ	N;NOM;SG;3	N;SG
makale	مقاله	makale	مقاله	N;NOM;SG;3	N;SG
makale	مقاله	makale	مقاله	N;NOM;SG;3	N;SG
politikası	سیاست	politikası	سیاست	N;NOM;SG;3	N;SG
terimi	اجل	terim	اجل		
örneği	مثلی	örnek	مثلی	N;NOM;SG;3	N;SG
örneği	مثال	örnek	مثال	N;NOM;SG;3	N;SG
örneği	نمونه	örnek	نمونه	N;NOM;SG;3	N;SG
yöntem	متد	yöntem	متد	N;NOM;SG;3	N;SG
yöntem	روش	yöntem	روش	N;NOM;SG;3	N;SG
sınırı	حد	sınır	حد	N;ACC;SG;3	N;SG
sınırı	محدودیت	sınır	محدودیت	N;ACC;SG;3	N;SG
aksu	اکسو	aksu	اکسو		
mesafe	مسافت	mesafe	مسافت	N;NOM;SG;3	N;SG
mesafe	فاصله	mesafe	فاصله	N;NOM;SG;3	N;SG
mesafe	گستره	mesafe	گستره	N;NOM;SG;3	N;SG
mezarlığı	قبرستان	mezarlık	قبرستان	N;NOM;SG;3	N;SG
mezarlığı	گورستان	mezarlık	گورستان	N;NOM;SG;3	N;SG
mezarlığı	قبرستان	mezarlık	قبرستان	N;NOM;SG;3	N;SG
ülkeleri	کشورها	ülke	کشور	N;ACC;PL;3	N;PL
köpek	سگ	köpek	سگ	N;NOM;SG;3	N;SG
köpek	سگی	köpek	سگی	N;NOM;SG;3	N;SG
köpek	سگا	köpek	سگا	N;NOM;SG;3	N;SG
gözden	مرور	göz	مرور	N;AT+ABL;SG;3	N;SG
gözden	بازبینی	göz	بازبینی	N;AT+ABL;SG;3	N;SG
gözden	بازدید	göz	None	N;AT+ABL;SG;3	N;SG
parçaları	قطعات	parça	قطعه	N;ACC;PL;3	N;PL
golden	زرین	gol	None	N;AT+ABL;SG;3	N;SG
golden	گلدن	gol	گلدن	N;AT+ABL;SG;3	N;SG
golden	طلائی	gol	طلایی	N;AT+ABL;SG;3	N;SG
amaç	goal	amaç	goal		
kredi	اعتبار	kredi	اعتبار	N;NOM;SG;3	N;SG
kredi	اعتباری	kredi	اعتبار	N;NOM;SG;3	N;SG
kredi	قرض	kredi	قرض	N;NOM;SG;3	N;SG
kredi	وام	kredi	وام	N;NOM;SG;3	N;SG
kredi	credits	kredi	credits	N;NOM;SG;3	N;SG
kredi	تیتراژ	kredi	تیتراژ	N;NOM;SG;3	N;SG
kapı	دروازه	kapı	دروازه	N;NOM;SG;3	N;SG
kapı	گیت	kapı	گرفت#گیر	N;NOM;SG;3	N;SG
kapı	دری	kapı	دری	N;NOM;SG;3	N;SG
güven	تراست	güven	تراست		
ağırlığı	وزنش	ağırlık	وزنش	N;NOM;SG;3	N;SG
ağırlığı	وزنه	ağırlık	None	N;NOM;SG;3	N;SG
ağırlığı	وزن	ağırlık	وزن	N;NOM;SG;3	N;SG
kuralları	قواعد	kural	None	N;ACC;PL;3	N;PL
kuralları	قوانین	kural	قانون	N;ACC;PL;3	N;PL
kuralları	دستورالعملهای	kural	دستورالع	N;ACC;PL;3	N;PL
kuralları	دستورالعملها	kural	دستورالع	N;ACC;PL;3	N;PL
kuralları	رهنمودهای	kural	رهنمود	N;ACC;PL;3	N;PL
diller	زبانهای	dil	زبان	N;NOM;PL;3	N;PL
diller	زبانها	dil	زبان	N;NOM;PL;3	N;PL
önemi	اهمیت	önem	اهمیت	N;NOM;SG;3	N;SG
sandalye	صندلی	sandalye	صندلی	N;NOM;SG;3	N;SG
diğeri	غیره	diğer	غیره	N;NOM;SG;3	N;SG
sun	سان	sun	سان		
atlas	اطلس	atlas	None		
sokak	استریت	sokak	استریت	N;NOM;SG;3	N;SG
sokak	خیابانی	sokak	خیابانی	N;NOM;SG;3	N;SG
sokak	خیابان	sokak	خیابان	N;NOM;SG;3	N;SG
sokak	خیابون	sokak	خیابون	N;NOM;SG;3	N;SG
sokak	خیابان	sokak	خیابان	N;NOM;SG;3	N;SG
sokak	کوچه	sokak	کوچه	N;NOM;SG;3	N;SG
biçimi	قالب	biçim	قالب	N;ACC;SG;3	N;SG
biçimi	قالبی	biçim	قالبی	N;ACC;SG;3	N;SG
klibi	کلیپ	klibi	کلیپ	N;ACC;SG;3	N;SG
klibi	گیره	klibi	گیره	N;ACC;SG;3	N;SG
karayolu	جاده	karayolu	جاده	N;NOM;SG;3	N;SG
karayolu	اتوبان	karayolu	None	N;NOM;SG;3	N;SG
karayolu	بزرگراه	karayolu	بزرگراه	N;NOM;SG;3	N;SG
kraliçe	queen	kraliçe	queen	N;NOM;SG;3	N;SG
kraliçe	ملکه	kraliçe	ملکه	N;NOM;SG;3	N;SG
kraliçe	بیبی	kraliçe	بیبی	N;NOM;SG;3	N;SG
seni	تو	sen	تو	PRO;ACC;SG;2	PRO;SG;2
konular	موضوعات	konu	موضوع	N;NOM;PL;3	N;PL
konular	موضوعاتی	konu	موضوع	N;NOM;PL;3	N;PL
america	آمریکای	america	آمریکا	N;NOM;SG;3	N;SG
america	امریکا	america	امریکا	N;NOM;SG;3	N;SG
america	آمریکا	america	آمریکا	N;NOM;SG;3	N;SG
fikri	ایده	fikir	ایده	N;NOM;SG;3	N;SG
sorunlar	مسائلی	sorun	مسأله	N;NOM;PL;3	N;PL
sorunlar	مسائل	sorun	مسأله	N;NOM;PL;3	N;PL
sorunlar	مشکلات	sorun	مشکل	N;NOM;PL;3	N;PL
sorunlar	مسائل	sorun	مسأله	N;NOM;PL;3	N;PL
kitaplar	کتابها	kitap	کتاب	N;NOM;PL;3	N;PL
kitaplar	کتابهای	kitap	کتاب	N;NOM;PL;3	N;PL
alınır	گرفته	al	گرفت#گیر	V;IPFV;IND;SG;3;POS;PASS	V;SG;3;V.PTCP
askerler	سربازان	asker	سرباز	N;NOM;PL;3	N;PL
askerler	سربازها	asker	سرباز	N;NOM;PL;3	N;PL
askerler	سربازان	asker	سرباز	N;NOM;PL;3	N;PL
fonksiyonu	کارکرد	fonksiyon	None	N;NOM;SG;3	N;SG
fonksiyonu	تابع	fonksiyon	None	N;NOM;SG;3	N;SG
daire	مسطح	daire	مسطح	N;NOM;SG;3	N;SG
daire	فلت	daire	فلت	N;NOM;SG;3	N;SG
daire	چرخه	daire	چرخه	N;NOM;SG;3	N;SG
daire	دایره	daire	دایره	N;NOM;SG;3	N;SG
daire	آپارتمان	daire	None	N;NOM;SG;3	N;SG
daire	آپارتمانی	daire	آپارتمانی	N;NOM;SG;3	N;SG
ilişkisi	رابطه	ilişki	رابطه	N;NOM;SG;3	N;SG
haritası	نگاشت	harita	نگاشت#گار	N;NOM;SG;3	N;SG
haritası	نقشه	harita	None	N;NOM;SG;3	N;SG
makine	ماشینی	makine	ماشینی	N;NOM;SG;3	N;SG
makine	ماشین	makine	ماشین	N;NOM;SG;3	N;SG
makine	دستگاه	makine	دستگاه	N;NOM;SG;3	N;SG
boğazı	تنگه	boğaz	تنگه	N;ACC;SG;3	N;SG
boğazı	استریتس	boğaz	استریتس	N;ACC;SG;3	N;SG
evde	خانه	ev	خانه	N;ESS;SG;3	N;SG
evde	وطن	ev	وطن	N;ESS;SG;3	N;SG
evde	خونه	ev	خونه	N;ESS;SG;3	N;SG
evde	آغازه	ev	آغازه	N;ESS;SG;3	N;SG
sessiz	ساکت	sessiz	ساکت	ADJ	ADJ
antrenör	trainer	antrenör	None	N;NOM;SG;3	N;SG
antrenör	مربی	antrenör	مربی	N;NOM;SG;3	N;SG
antrenör	coach	antrenör	coach	N;NOM;SG;3	N;SG
antrenör	دلیجان	antrenör	دلیج	N;NOM;SG;3	N;SG
antrenör	مربیگری	antrenör	None	N;NOM;SG;3	N;SG
antrenör	مربی	antrenör	مربی	N;NOM;SG;3	N;SG
batıda	وست	batı	None	N;ESS;SG;3	N;SG
batıda	باختر	batı	باخت#باز	N;ESS;SG;3	N;SG
batıda	غرب	batı	غرب	N;ESS;SG;3	N;SG
eğlence	تفریح	eğlence	تفریح	N;NOM;SG;3	N;SG
eğlence	سرگرمی	eğlence	سرگرمی	N;NOM;SG;3	N;SG
eğlence	پذیرایی	eğlence	پذیرایی	N;NOM;SG;3	N;SG
miktarı	مقدار	miktar	مقدار	N;NOM;SG;3	N;SG
miktarı	مبلغ	miktar	مبلغ	N;NOM;SG;3	N;SG
miktarı	کمیت	miktar	کمیت	N;NOM;SG;3	N;SG
maçlar	بازیهای	maç	None	N;NOM;PL;3	N;PL
maçlar	بازیها	maç	بازی	N;NOM;PL;3	N;PL
parçalar	قطعات	parça	قطعه	N;NOM;PL;3	N;PL
parçalar	قطعات	parça	قطعه	N;NOM;PL;3	N;PL
parçalar	اجزای	parça	اجزا	N;NOM;PL;3	N;PL
yoğunluğu	شدت	yoğunluk	شدت	N;ACC;SG;3	N;SG
yoğunluğu	تراکم	yoğunluk	None	N;ACC;SG;3	N;SG
yoğunluğu	چگالی	yoğunluk	چگالی	N;ACC;SG;3	N;SG
görüldü	دیده	gör	دید	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;3;V.PTCP
hıristiyan	کریستین	hıristiyan	کریستین	N;NOM;SG;3	N;SG
hıristiyan	کریستیان	hıristiyan	کریستی	N;NOM;SG;3	N;SG
hıristiyan	مسیحی	hıristiyan	مسیحی	N;NOM;SG;3	N;SG
hıristiyan	کریستن	hıristiyan	کریستن	N;NOM;SG;3	N;SG
hıristiyan	مسیحی	hıristiyan	مسیحی	N;NOM;SG;3	N;SG
doğuda	شرق	doğu	شرق	N;ESS;SG;3	N;SG
doğuda	شرقی	doğu	شرقی	N;ESS;SG;3	N;SG
günleri	روزها	gün	روز	N;ACC;PL;3	N;PL
günleri	روزهایی	gün	روز	N;ACC;PL;3	N;PL
günleri	روزای	gün	روزا	N;ACC;PL;3	N;PL
günleri	روزهای	gün	روز	N;ACC;PL;3	N;PL
mükemmel	عالی	mükemmel	عالی	ADJ	ADJ
mükemmel	عالی	mükemmel	عالی	ADJ	ADJ
felsefesi	فلسفه	felsefe	فلسفه	N;NOM;SG;3	N;SG
görünümü	ظاهر	görün	ظاهر	N;NOM;SG;3	N;SG
görünümü	نمای	görün	None	N;NOM;SG;3	N;SG
gerilim	کشش	gerilim	کشش		
trafik	ترافیک	trafik	ترافیک	N;NOM;SG;3	N;SG
trafik	ترافیکی	trafik	ترافیکی	N;NOM;SG;3	N;SG
bebek	جیگر	bebek	جیگر		
dinamo	دینامو	dinamo	None	N;NOM;SG;3	N;SG
ittifak	ائتلاف	ittifak	ائتلاف	N;NOM;SG;3	N;SG
ittifak	وصلت	ittifak	وصلت	N;NOM;SG;3	N;SG
ittifak	اتحاد	ittifak	اتحاد	N;NOM;SG;3	N;SG
günler	روزها	gün	روز	N;NOM;PL;3	N;PL
günler	روزهایی	gün	روز	N;NOM;PL;3	N;PL
günler	روزای	gün	روزا	N;NOM;PL;3	N;PL
günler	روزهای	gün	روز	N;NOM;PL;3	N;PL
bölgeler	نواحی	bölge	ناحیه	N;NOM;PL;3	N;PL
bölgeler	مناطق	bölge	منطقه	N;NOM;PL;3	N;PL
bölgeler	نواحی	bölge	ناحیه	N;NOM;PL;3	N;PL
bölgeler	مناطق	bölge	منطقه	N;NOM;PL;3	N;PL
muharebe	رزم	muharebe	رزم	N;NOM;SG;3	N;SG
muharebe	کارزار	muharebe	کارزار	N;NOM;SG;3	N;SG
muharebe	بتل	muharebe	بتل	N;NOM;SG;3	N;SG
muharebe	نبرد	muharebe	None	N;NOM;SG;3	N;SG
muharebe	مقابله	muharebe	مقابله	N;NOM;SG;3	N;SG
muharebe	نبرد	muharebe	None	N;NOM;SG;3	N;SG
rahatsız	ناخوشایند	rahatsız	ناخوشایند	ADJ	ADJ
rahatsız	دلخور	rahatsız	دلخور	ADJ	ADJ
rahatsız	آشفته	rahatsız	آشفته	ADJ	ADJ
samsunspor	samsunspor	samsunspor	samsunspor	N;NOM;SG;3	N;SG
turnuvası	تورنومنت	turnuva	تورنومنت	N;NOM;SG;3	N;SG
turnuvası	تورنمنت	turnuva	تورنمنت	N;NOM;SG;3	N;SG
yıldızlar	ستارگان	yıl	None	N;NOM;PL;3	N;PL
turnuva	تورنومنت	tur	تورنومنت	N;NOM;SG;3	N;SG
turnuva	تورنمنت	tur	تورنمنت	N;NOM;SG;3	N;SG
taarruz	تهاجم	taarruz	تهاجم	N;NOM;SG;3	N;SG
taarruz	حمله	taarruz	حمله	N;NOM;SG;3	N;SG
taarruz	تجاوز	taarruz	None	N;NOM;SG;3	N;SG
taarruz	یورش	taarruz	یورش	N;NOM;SG;3	N;SG
yazılar	مقالات	yazı	مقاله	N;NOM;PL;3	N;PL
düzeni	تشکیل	düzen	تشکیل	N;NOM;SG;3	N;SG
düzeni	چیدمان	düzen	چیدم	N;NOM;SG;3	N;SG
hürriyet	ازادی	hürriyet	ازادی	N;NOM;SG;3	N;SG
hürriyet	آزادی	hürriyet	آزادی	N;NOM;SG;3	N;SG
hürriyet	لیبرتی	hürriyet	لیبرتی	N;NOM;SG;3	N;SG
uygulamaları	کاربردها	uygulama	کاربرد	N;NOM;PL;3	N;PL
gri	گری	gri	گری		
ürünler	موارد	ürün	مورد	N;NOM;PL;3	N;PL
ürünler	کالاهای	ürün	کالا	N;NOM;PL;3	N;PL
ürünler	اجناس	ürün	اجناس	N;NOM;PL;3	N;PL
ürünler	کالاها	ürün	کالا	N;NOM;PL;3	N;PL
ürünler	محصولاتی	ürün	محصول	N;NOM;PL;3	N;PL
ürünler	محصولات	ürün	محصول	N;NOM;PL;3	N;PL
olağanüstü	برجسته	olağanüstü	برجسته	ADJ	ADJ
euroleague	یورولیگ	euroleague	یورولیگ	N;NOM;SG;3	N;SG
gene	دوباره	gene	دوباره	ADV	ADV
yay	باو	yay	باو		
kardeşler	خواهران	kardeş	خواهر	N;NOM;PL;3	N;PL
kardeşler	برادرهای	kardeş	برادر	N;NOM;PL;3	N;PL
kardeşler	برادران	kardeş	برادر	N;NOM;PL;3	N;PL
kardeşler	برادرها	kardeş	برادر	N;NOM;PL;3	N;PL
ücretsiz	آزاد	ücretsiz	آزاد	ADJ	ADJ
bisiklet	دوچرخه	bisiklet	دوچرخه	N;NOM;SG;3	N;SG
bisiklet	دوچرخه	bisiklet	دوچرخه	N;NOM;SG;3	N;SG
bisiklet	موتور	bisiklet	موتور	N;NOM;SG;3	N;SG
bisiklet	دوچرخه	bisiklet	دوچرخه	N;NOM;SG;3	N;SG
kriterleri	معیارهای	kriter	معیار	N;ACC;PL;3	N;PL
fizikçi	فیزیکدان	fizikçi	فیزیکا	N;NOM;SG;3	N;SG
limanı	بندرگاه	liman	بندرگاه	N;NOM;SG;3	N;SG
limanı	هاربر	liman	هاربر	N;NOM;SG;3	N;SG
faaliyetleri	فعالیتها	faaliyet	فعالیت	N;NOM;PL;3	N;PL
yayıncılık	نشر	yayıncılık	نشر	N;NOM;SG;3	N;SG
yayıncılık	انتشار	yayıncılık	انتشار	N;NOM;SG;3	N;SG
yayıncılık	چاپخانه	yayıncılık	چاپخانه	N;NOM;SG;3	N;SG
hal	hal	hal	hal		
kuramı	نظریه	kuram	نظریه	N;NOM;SG;3	N;SG
kuramı	تئوری	kuram	تئوری	N;NOM;SG;3	N;SG
kuramı	فرضیه	kuram	فرضیه	N;NOM;SG;3	N;SG
sözleşmesi	قرارداد	sözleşme	قرارداد	N;NOM;SG;3	N;SG
yararlı	مفید	yararlı	مفید	ADJ	ADJ
yararlı	مفید	yararlı	مفید	ADJ	ADJ
cezası	مجازات	ceza	مجازات	N;NOM;SG;3	N;SG
cezası	پنالتی	ceza	None	N;NOM;SG;3	N;SG
cezası	مجازات	ceza	مجازات	N;NOM;SG;3	N;SG
cezası	تنبیه	ceza	تنبیه	N;NOM;SG;3	N;SG
sayfaları	صفحات	sayfa	None	N;ACC;PL;3	N;PL
sudan	سودان	su	None	N;AT+ABL;SG;3	N;SG
sudan	سودان	su	None	N;AT+ABL;SG;3	N;SG
konum	موضع	konum	موضع	N;NOM;SG;3	N;SG
konum	موقعیت	konum	موقعیت	N;NOM;SG;3	N;SG
konum	محل	konum	محل	N;NOM;SG;3	N;SG
konum	مکان	konum	مکان	N;NOM;SG;3	N;SG
örnekler	مثالهای	örnek	مثال	N;NOM;PL;3	N;PL
yöneticisi	سرپرست	yönetici	سرپرست	N;NOM;SG;3	N;SG
yöneticisi	مدیر	yönetici	مدیر	N;NOM;SG;3	N;SG
görünüm	outlook	görün	outlook	N;NOM;SG;3	N;SG
görünüm	ظاهر	görün	ظاهر	N;NOM;SG;3	N;SG
görünüm	نمای	görün	None	N;NOM;SG;3	N;SG
ahşap	چوبی	ahşap	چوبی	N;NOM;SG;3	N;SG
ahşap	چوبی	ahşap	چوبی	N;NOM;SG;3	N;SG
ahşap	وود	ahşap	None	N;NOM;SG;3	N;SG
ahşap	چوب	ahşap	چوب	N;NOM;SG;3	N;SG
ahşap	الوار	ahşap	الر	N;NOM;SG;3	N;SG
tekirdağ	تکیرداغ	tekirdağ	تکیرداغ	N;ESS;SG;3	N;SG
motoru	موتور	motor	موتور	N;ACC;SG;3	N;SG
oğulları	پسران	oğul	پسر	N;ACC;PL;3	N;PL
oğulları	فرزندان	oğul	فرزند	N;ACC;PL;3	N;PL
emniyet	سلامت	emniyet	سلامت	N;NOM;SG;3	N;SG
emniyet	امن	emniyet	None	N;NOM;SG;3	N;SG
emniyet	امنیت	emniyet	امنیت	N;NOM;SG;3	N;SG
emniyet	ایمنی	emniyet	ایمنی	N;NOM;SG;3	N;SG
caz	کز	caz	None		
resimler	تصاویر	resim	تصویر	N;NOM;PL;3	N;PL
resimler	تصاویر	resim	تصویر	N;NOM;PL;3	N;PL
resimler	عکسها	resim	عکس	N;NOM;PL;3	N;PL
resimler	نقاشیهای	resim	نقاشی	N;NOM;PL;3	N;PL
resimler	عکسها	resim	عکس	N;NOM;PL;3	N;PL
yüzü	چهره	yüz	چهره	N;ACC;SG;3	N;SG
yüzü	صورت	yüz	صورت	N;ACC;SG;3	N;SG
yüzü	face	yüz	face	N;ACC;SG;3	N;SG
jay	جیجاق	jay	جیجاق		
yüzlerce	صدها	yüzlerce	صد	NUM	NUM
tehlikeli	خطرناکی	tehlikeli	خطرناک	N;NOM;SG;3	N;SG
kalıcı	دائم	kalıcı	دائم		
kimlik	شناسایی	kimlik	شناسایی	N;NOM;SG;3	N;SG
kimlik	هویت	kimlik	هویت	N;NOM;SG;3	N;SG
görevleri	وظایف	görev	None	N;NOM;PL;3	N;PL
eleştiriler	انتقادات	eleştiri	انتقاد	N;NOM;PL;3	N;PL
eleştiriler	منتقدان	eleştiri	منتقد	N;NOM;PL;3	N;PL
eleştiriler	منتقدین	eleştiri	منتقد	N;NOM;PL;3	N;PL
duvar	وال	duvar	وال		
sayılar	ارقام	say	رقم	N;NOM;PL;3	N;PL
sayılar	شکلها	say	شکل	N;NOM;PL;3	N;PL
sayılar	شکلهای	say	شکل	N;NOM;PL;3	N;PL
sayılar	ارقام	say	رقم	N;NOM;PL;3	N;PL
sayılar	اعداد	say	اعداد	N;NOM;PL;3	N;PL
sayılar	اعدادی	say	اعدادی	N;NOM;PL;3	N;PL
deprem	زلزله	deprem	زلزله	N;NOM;SG;3	N;SG
kuvvetler	نیروهای	kuvvet	نیرو	N;NOM;PL;3	N;PL
kuvvetler	نیروهایی	kuvvet	نیرو	N;NOM;PL;3	N;PL
değerleri	مقادیر	değer	مقدار	N;NOM;PL;3	N;PL
değerleri	ارزشها	değer	ارزش	N;NOM;PL;3	N;PL
mektup	حرف	mektup	حرف	N;NOM;SG;3	N;SG
mektup	نامه	mektup	نامه	N;NOM;SG;3	N;SG
kamera	دوربین	kamera	دوربین	N;NOM;SG;3	N;SG
değişiklikleri	تغییرات	değişiklik	تغییر	N;ACC;PL;3	N;PL
ayakta	قیام	ayak	قیام	N;ESS;SG;3	N;SG
ayakta	ایستادن	ayak	None	N;ESS;SG;3	N;SG
ayakta	سرپایی	ayak	None	N;ESS;SG;3	N;SG
örnekleri	مثالهای	örnek	مثال	N;ACC;PL;3	N;PL
ifadesi	تجلّی	ifade	تجلّی	N;NOM;SG;3	N;SG
ifadesi	عبارت	ifade	عبارت	N;NOM;SG;3	N;SG
ifadesi	شهادت	ifade	شهادت	N;NOM;SG;3	N;SG
sevgili	lovers	sevgili	lovers		
parlamentosu	مجلس	parlamentosu	مجلس	N;NOM;SG;3	N;SG
parlamentosu	پارلمان	parlamentosu	پارلمان	N;NOM;SG;3	N;SG
tahmini	برآورد	tahmin	برآورد	N;NOM;SG;3	N;SG
tahmini	تخمین	tahmin	تخمین	N;NOM;SG;3	N;SG
tahmini	پیشبینی	tahmin	پیشبینی	N;NOM;SG;3	N;SG
tahmini	برآورد	tahmin	برآورد	N;NOM;SG;3	N;SG
tahmini	تخمین	tahmin	تخمین	N;NOM;SG;3	N;SG
diplomatik	دیپلماتیک	diplomatik	دیپلماتیک	N;NOM;SG;3	N;SG
elektromanyetik	الکترومغناطیس	elektromanyetik	الکترومغناطیس	N;NOM;SG;3	N;SG
elektromanyetik	الکترومغناطیسی	elektromanyetik	الکترومغناطیسی	N;NOM;SG;3	N;SG
analiz	آنالیتیکس	analiz	آنالیتیکس	N;NOM;SG;3	N;SG
analiz	تحلیل	analiz	تحلیل	N;NOM;SG;3	N;SG
analiz	آنالیز	analiz	آنالیز	N;NOM;SG;3	N;SG
ekran	پرده	ekran	پرده	N;NOM;SG;3	N;SG
ekran	نظارت	ekran	نظارت	N;NOM;SG;3	N;SG
ekran	نمایشگر	ekran	نمایشگر	N;NOM;SG;3	N;SG
ekran	مانیتور	ekran	مانیتور	N;NOM;SG;3	N;SG
ekran	بزمجه	ekran	بزمجه	N;NOM;SG;3	N;SG
parçacık	تکه	parçacık	تکه	N;NOM;SG;3	N;SG
parçacık	ذره	parçacık	ذره	N;NOM;SG;3	N;SG
rakibi	رقیب	rakip	رقیب	N;NOM;SG;3	N;SG
rakibi	رقیب	rakip	رقیب	N;NOM;SG;3	N;SG
rakibi	حریفی	rakip	حریف	N;NOM;SG;3	N;SG
rakibi	رقیب	rakip	رقیب	N;NOM;SG;3	N;SG
rakibi	حریف	rakip	حریف	N;NOM;SG;3	N;SG
sanatçılar	هنرمندان	sanatçı	هنرمند	N;NOM;PL;3	N;PL
sözlük	دیکشنری	sözlük	دیکشنری	N;NOM;SG;3	N;SG
yolculuk	سفر	yolculuk	سفر	N;NOM;SG;3	N;SG
yolculuk	مسافرت	yolculuk	مسافرت	N;NOM;SG;3	N;SG
yolculuk	مسافرت	yolculuk	مسافرت	N;NOM;SG;3	N;SG
yolculuk	travel	yolculuk	travel	N;NOM;SG;3	N;SG
yolculuk	سفر	yolculuk	سفر	N;NOM;SG;3	N;SG
yolculuk	سفر	yolculuk	سفر	N;NOM;SG;3	N;SG
yolculuk	سفری	yolculuk	سفر	N;NOM;SG;3	N;SG
yolculuk	مسافرت	yolculuk	مسافرت	N;NOM;SG;3	N;SG
yolculuk	سوار	yolculuk	سوار	N;NOM;SG;3	N;SG
yolculuk	سواری	yolculuk	سواری	N;NOM;SG;3	N;SG
yolculuk	سفر	yolculuk	سفر	N;NOM;SG;3	N;SG
havaalanı	فرودگاه	havaalanı	فرودگاه	N;NOM;SG;3	N;SG
alayı	هنگ	alay	هنگ	N;ACC;SG;3	N;SG
kanadalı	کانادایی	kanadalı	کانادایی	N;ESS;SG;3	N;SG
kanadalı	کانادا	kanadalı	کانادا	N;ESS;SG;3	N;SG
