категория	kategoria	категория	kategoria	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
седьмой	siódma	седьмой	siódmy	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
начальная	podstawowy	начальный	podstawowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
начальная	początkowy	начальный	początkowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
начальная	wstępne	начальный	wstępny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
начальная	początkowe	начальный	początkowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
начальная	początkowa	начальный	początkowy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
расширить	poszerzyć	расширить	poszerzyć	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
расширить	powiększyć	расширить	powiększyć	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
расширить	rozszerzyć	расширить	rozszerzyć	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
расширить	rozwinąć	расширить	rozwinąć	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
культурный	kulturowe	культурный	kulturowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
культурный	kulturalny	культурный	kulturalny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
культурный	kulturalne	культурный	kulturalny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
модификация	modyfikacja	модификация	modyfikacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
мама	mama	мама	mama	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
мама	mamuśka	мама	mamuśka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
мама	mamusia	мама	mamusia	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
мама	mama	мама	mama	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
мама	mama	мама	mama	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
мама	mamusia	мама	mamusia	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
мама	matka	мама	matka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
пророка	proroka	пророк	prorok	N;ANIM;ACC;MASC;SG	N;ACC;MASC;SG
замечание	obserwacja	замечание	obserwacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
тест	test	тест	test	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
тест	badanie	тест	badanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
тест	próba	тест	próba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
тест	quiz	тест	quiz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
эффекты	efekty	эффект	efekt	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
эффекты	skutki	эффект	skutek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
японские	japończycy	японский	japończyk	ADJ;NOM;PL	ADJ;NOM;MASC;PL
спрашивает	pyta	спрашивать	pytać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
спрашивает	prosi	спрашивать	prosić	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
рыба	ryba	рыба	ryba	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
рыба	rybka	рыба	rybka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
адвокат	adwokat	адвокат	adwokat	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
адвокат	prawnik	адвокат	prawnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
адвокат	adwokat	адвокат	adwokat	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
адвокат	prawnik	адвокат	prawnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
борец	zapaśnik	борец	zapaśnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
кристофер	christopher	кристофер	christopher	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
подписи	podpisy	подпись	podpis	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
подписи	podpisy	подпись	podpis	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
разложения	rozkład	разложение	rozkład	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
мастерская	warsztat	мастерская	warsztat	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
выигрывает	wygrywa	выигрывать	wygrywać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
вспышки	błyski	вспышка	błysk	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
вспышки	flary	вспышка	flara	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
еврейский	żydowskie	еврейский	żydowski	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
еврейский	żydowska	еврейский	żydowski	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
еврейский	żydowski	еврейский	żydowski	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
еврейский	hebrajski	еврейский	hebrajski	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
моменты	momenty	момент	moment	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
атлетико	atletico	атлетика	atletico	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
атлетико	atlético	атлетика	atlético	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
дар	dar	дар	dar	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
дар	prezent	дар	prezent	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
дар	dar	дар	dar	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
сталин	stalin	сталин	stalin	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
предоставляет	zapewnia	предоставлять	zapewniać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
предоставляет	dostarcza	предоставлять	dostarczać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ист	wschód	ист	wschód	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
грин	greene	грин	greć		
удары	ciosy	удар	ciosy	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
сухой	suchy	сухой	suchy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
экономическая	gospodarcza	экономический	gospodarczy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
экономическая	ekonomiczne	экономический	ekonomiczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
экономическая	gospodarcze	экономический	gospodarczy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
экономическая	ekonomiczna	экономический	ekonomiczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
экономическая	ekonomiczny	экономический	ekonomiczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
ученые	naukowcy	ученый	naukowiec	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
турниры	turnieje	турнир	turnieć	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
автобусы	autobusy	автобус	autobusa	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
вечер	wieczór	вечер	wieczór	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
эксплуатация	wykorzystywanie	эксплуатация	wykorzystywać	N;INAN;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
эксплуатация	eksploatacja	эксплуатация	eksploatacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
эксплуатация	funkcjonowanie	эксплуатация	funkcjonowanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
эксплуатация	operacja	эксплуатация	operacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
эксплуатация	działanie	эксплуатация	działać	N;INAN;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
крыло	skrzydło	крыло	skrzydło	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
полуостров	półwysep	полуостров	półwysep	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ждать	czeka	ждать	czekać	V;IPFV;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ждать	czekamy	ждать	czekać	V;IPFV;NFIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
ждать	czekam	ждать	czekać	V;IPFV;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
трансформации	transformacje	трансформация	transformacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
племянник	siostrzeniec	племянник	siostrzeniec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
племянник	bratanek	племянник	bratanek	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
кди	cdi	кди	cdić		
акты	akty	акт	akt	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
предложить	zaproponuj	предложить	zaproponować	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
предложить	zasugerować	предложить	zasugerować	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
предложить	zaproponować	предложить	zaproponować	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
орёл	orzeł	ореть	orzeł	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
орёл	reszka	ореть	reszka	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
орёл	orzeł	ореть	orzeł	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
смело	odważnie	смело	odważnie	ADV	ADV
способствует	ułatwia	способствовать	ułatwiać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
способствует	przyczynia	способствовать	przyczyniać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
запасы	akcje	запас	akcja	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
запасы	zapasy	запас	zapas	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
сессии	sesje	сессия	sesja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
сессии	sesje	сессия	sesja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
отправить	wyślij	отправить	wysłać	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
отправить	wysłać	отправить	wysłać	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
объявили	ogłosili	объявить	ogłosić	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;MASC;IND;PL;PST;FIN;ACT
объявили	ogłoszono	объявить	ogłosić	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
миллер	miller	миллер	miller	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
цены	ceny	цена	cena	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
большевиков	bolszewików	большевик	bolszewik	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
зима	zima	зима	zima	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
цивилизации	cywilizacja	цивилизация	cywilizacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сознание	sumienie	сознание	sumienie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
сознание	świadomość	сознание	świadomość	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
логика	logika	логика	logika	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
думал	myślał	думать	myśleć	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
думал	myślał	думать	myśleć	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
изобретатель	wynalazca	изобретатель	wynalazca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
колонны	kolumny	колонна	kolumna	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
недостаток	niekorzyść	недостаток	niekorzyść	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
теорема	twierdzenie	теорема	twierdzić	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
написала	napisała	писать	napisać	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
написала	napisał	писать	napisać	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
написала	napisał	писать	napisać	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
колорадо	colorado	колорадо	colorado	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
носить	nosić	носить	nosić	V;IPFV;NFIN;ACT	V;IPFV;NFIN;ACT
вещество	substancja	вещество	substancja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
графика	grafika	график	grafika	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
смесь	mieszanka	смесь	mieszanka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
смесь	mieszanina	смесь	mieszanina	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
смесь	mieszanka	смесь	mieszanka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
иваново	iwanowo	ивановый	iwanowo	ADV	ADV
явлений	zjawisk	явление	zjawisko	N;INAN;GEN;NEUT;PL	N;GEN;NEUT;PL
блог	blog	блог	blog	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
подробности	szczegóły	подробность	szczegół	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
преподавателей	nauczycielki	преподаватель	nauczycielka	N;ANIM;GEN;MASC;PL	N;GEN;FEM;PL
собаки	psy	собака	pies	N;ANIM;NOM;FEM;PL	N;NOM;MASC;PL
собаки	pieski	собака	piesek	N;ANIM;NOM;FEM;PL	N;NOM;MASC;PL
охота	polowanie	охота	polować	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
охота	polowania	охота	polowanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
охота	polowanie	охота	polować	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
укрепление	umocnienie	укрепление	umocnienie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
укрепление	wzmocnienie	укрепление	wzmocnić	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
укрепление	wzmacnianie	укрепление	wzmacniać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
укрепление	wzmocnienie	укрепление	wzmocnić	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
укрепление	wzmacnianie	укрепление	wzmacniać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
величина	wartość	величина	wartość	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
гимн	hymn	гимн	hymn	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
гимн	hymn	гимн	hymn	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
шанс	szansa	шанс	szansa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
переходы	referencje	переход	referencja	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
специальное	specjalna	специальный	specjalny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
специальное	specjalny	специальный	specjalny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
специальное	specjalne	специальный	specjalny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
специальное	wyjątkowy	специальный	wyjątkowy	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
специальное	szczególne	специальный	szczególny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
мифология	mitologia	мифология	mitologia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
профессиональная	zawodowe	профессиональный	zawodowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
профессиональная	profesjonalne	профессиональный	profesjonalny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
профессиональная	profesjonalna	профессиональный	profesjonalny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
профессиональная	profesjonalny	профессиональный	profesjonalny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
примечания	noty	примечание	not	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
примечания	notatki	примечание	notatek	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
рассмотреть	rozważ	рассмотреть	rozważ	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
задание	zadanie	задание	zadanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
задание	zadanie	задание	zadanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
воздействие	wpływ	воздействие	wpływ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
воздействие	zderzenie	воздействие	zderzenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
воздействие	uderzenie	воздействие	uderzenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
воздействие	oddziaływanie	воздействие	oddziaływać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
воздействие	wpływ	воздействие	wpływ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
воздействие	oddziaływanie	воздействие	oddziaływać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
заявка	podanie	заявка	podanie	N;INAN;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
заявка	zastosowanie	заявка	zastosowanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
заявка	aplikacja	заявка	aplikacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
бумаги	papiery	бумага	papier	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
положительно	pozytywnie	положительно	pozytywnie	ADV	ADV
положительно	pozytywnie	положительно	pozytywnie	ADV	ADV
рассмотрение	rozważenie	рассмотрение	rozważenie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
рассмотрение	recenzja	рассмотрение	recenzja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
рассмотрение	rewizja	рассмотрение	rewizja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
короткое	krótki	короткий	krótki	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
короткое	krótkie	короткий	krótki	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
короткое	krótka	короткий	krótki	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
мое	moja	мой	mój	DET;NOM;NEUT;SG	DET;NOM;FEM;SG;1
мое	mój	мой	mój	DET;NOM;NEUT;SG	DET;NOM;MASC;SG;1
мое	moje	мой	mój	DET;NOM;NEUT;SG	DET;NOM;NEUT;SG;1
ата	ata	атот	at		
пушка	armata	пушка	armat	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
пушка	pistolet	пушка	pistolet	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
производитель	wytwórca	производитель	wytwórcać	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
производитель	wytwórca	производитель	wytwórcać	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
гвардия	straż	гвардия	straż	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
гвардия	strażnik	гвардия	strażnik	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
представлять	reprezentować	представлять	reprezentować	V;IPFV;NFIN;ACT	V;IPFV;NFIN;ACT
представлять	reprezentują	представлять	reprezentować	V;IPFV;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
представлять	reprezentuje	представлять	reprezentować	V;IPFV;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
греков	greków	грек	grek	N;ANIM;GEN;MASC;PL	N;GEN;MASC;PL
механика	mechanik	механика	mechanik	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
ветер	wiatr	ветер	wiatr	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
популяции	ludność	популяция	ludność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
упал	spadł	падать	spaść	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
упал	spadła	падать	spaść	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
упал	upadła	падать	upaść	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
упал	upadł	падать	upaść	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
люксембург	luksemburg	люксембург	luksemburg	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
люксембург	luksemburg	люксембург	luksemburg	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
послал	wysłano	послать	wysłać	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
вызывают	wywołują	вызывать	wywoływać	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
переписать	przepisać	переписать	przepisać	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
лёгкая	lekkie	люгкий	lekki	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
лёгкая	lekki	люгкий	lekki	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
защитника	obrońcę	защитник	obrońca	N;ANIM;ACC;MASC;SG	N;ACC;MASC;SG
рейсы	loty	рейс	lot	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
тканей	tkanek	ткань	tkanek	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL
гонка	wyścig	гонка	wyścig	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
гонка	rasa	гонка	rasa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
обработка	przetwarzanie	обработка	przetwarzać	N;INAN;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
обработка	przetwórstwo	обработка	przetwórstwo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
обработка	postępowanie	обработка	postępowanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
туризм	turystyka	туризм	turystyka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
итого	łącznie	итого	łącznie	ADV	ADV
кухня	kuchnia	кухня	kuchniać	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
кухня	kuchnia	кухня	kuchniać	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
ограничение	ograniczenie	ограничение	ograniczenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
ограничение	ograniczenie	ограничение	ograniczenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
ограничение	ograniczanie	ограничение	ograniczać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ограничение	granica	ограничение	granica	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
ограничение	ograniczenie	ограничение	ograniczenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
ограничение	limit	ограничение	limit	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
ограничение	ograniczenie	ограничение	ograniczenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
ограничение	ograniczanie	ограничение	ograniczać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
протест	protest	протест	protest	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
отмены	podnoszenie	отмена	podnoszenie	N;INAN;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
плоды	owoce	плод	owoc	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
плоды	owoce	плод	owoc	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
популярный	popularny	популярный	popularny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
популярный	popularne	популярный	popularny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
популярный	popularna	популярный	popularny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
вечера	wieczory	вечер	wieczór	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
подтвердить	potwierdzić	подтвердить	potwierdzić	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
подтвердить	zweryfikować	подтвердить	zweryfikować	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
пользователь	użytkownik	пользователь	użytkownik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
частицы	cząsteczki	частица	cząsteczka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
частицы	cząstki	частица	cząstka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
частицы	cząsteczki	частица	cząsteczka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
частицы	cząsteczki	частица	cząsteczka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
частицы	cząstki	частица	cząstka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
механизма	mechanizmu	механизм	mechanizm	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
электронный	elektroniczne	электронный	elektroniczny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
электронный	elektroniczna	электронный	elektroniczny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
электронный	elektroniczny	электронный	elektroniczny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
контакт	kontakt	контакт	kontakt	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
работники	pracownicy	работник	pracownik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
работники	pracownicy	работник	pracownik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
работники	robotnicy	работник	robotnik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
возрождение	ożywienie	возрождение	ożywienie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
возрождение	odrodzenie	возрождение	odrodzić	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS;V.MSDR
возрождение	odrodzenie	возрождение	odrodzić	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS;V.MSDR
фактор	czynnik	фактор	czynnik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
фактор	współczynnik	фактор	współczynnik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
кэтрин	katherine	кэтрин	katherina	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
кэтрин	katarzyna	кэтрин	katarzyno	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
кэтрин	katarzyna	кэтрин	katarzyno	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
ведение	utrzymanie	ведение	utrzymać	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ведение	konserwacja	ведение	konserwacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
смена	przesunięcie	смена	przesunąć	N;INAN;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
механизмы	mechanizmy	механизм	mechanizm	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
попробовать	spróbuj	пробовать	spróbować	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
эвакуации	ewakuacja	эвакуация	ewakuacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
