ve	そして	ve	そして	CONJ	CONJ
alışveriş	買物	alışveriş	買物	N;NOM;SG;3	N
uygulamalar	アプリケーション	uygulama	アプリケーション	N;NOM;PL;3	N
uygulamalar	アプリ	uygulama	アプリ	N;NOM;PL;3	N
işlemleri	トランザクション	işlem	トランザクション	N;ACC;PL;3	N
sistemler	システム	sistem	システム	N;NOM;PL;3	N
sistemler	システムズ	sistem	システムズ	N;NOM;PL;3	N
güvenliği	セーフティ	güvenlik	セーフティ	N;NOM;SG;3	N
tapınak	寺院	tapınak	寺院	N;NOM;SG;3	N
tapınak	神殿	tapınak	神殿	N;NOM;SG;3	N
topraklar	土地	toprak	土地	N;NOM;PL;3	N
romantik	ロマンス	romantik	ロマンス	N;NOM;SG;3	N
bahçesi	庭園	bahçe	庭園	N;NOM;SG;3	N
bakanlar	大臣	bakan	大臣	N;NOM;PL;3	N
bakanlar	公使	bakan	公使	N;NOM;PL;3	N
atıldı	退学	at	退学	V;PFV;IND;SG;3;POS;PST;PASS	V
yeteneği	能力	yetenek	能力	N;NOM;SG;3	N
yatırım	投資	yatırım	投資	N;NOM;SG;3	N
yatırım	投資	yatırım	投資	N;NOM;SG;3	N
yatırım	投資	yatırım	投資	N;NOM;SG;3	N
kurallar	規則	kural	規則	N;NOM;PL;3	N
kurallar	ルール	kural	ルール	N;NOM;PL;3	N
kurallar	指針	kural	指針	N;NOM;PL;3	N
kurallar	ガイドライン	kural	ガイドライン	N;NOM;PL;3	N
tekniği	テクニック	teknik	テクニック	N;ACC;SG;3	N
tekniği	技法	teknik	技法	N;ACC;SG;3	N
soyundan	子孫	soyun	子孫	N;AT+ABL;SG;3	N
haberleri	ニュース	haber	ニュース	N;NOM;PL;3	N
girişimi	イニシアチブ	girişim	イニシアチブ	N;NOM;SG;3	N
dostluk	友情	dostluk	友情	N;NOM;SG;3	N
çatışma	競合	çatış	競合	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çatışma	対立	çatış	対立	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
yapıları	構造	yap	構造	N;ACC;PL;3	N
moon	ムーン	moon	ムーン	N;NOM;SG;3	N
beklenen	期待	bekle	期待	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
teori	セオリー	teori	セオリー	N;NOM;SG;3	N
teori	理論	teori	理論	N;NOM;SG;3	N
aynen	同上	aynen	同上		
direniş	足袋	direniş	足袋	N;NOM;SG;3	N
filosu	艦隊	filo	艦隊	N;NOM;SG;3	N
sahnesi	現場	sahne	現場	N;NOM;SG;3	N
sahnesi	シーン	sahne	シーン	N;NOM;SG;3	N
sahnesi	場面	sahne	場面	N;NOM;SG;3	N
bahçe	園芸	bahçe	園芸	N;NOM;SG;3	N
bahçe	ガーデニング	bahçe	ガーデニング	N;NOM;SG;3	N
bahçe	庭園	bahçe	庭園	N;NOM;SG;3	N
çeşitleri	種類	çeşit	種類	N;ACC;PL;3	N
oluşturuldu	作成	oluş	作成	V;PFV;IND;SG;3;POS;PST;PASS	V
sözler	言葉	söz	言葉	N;NOM;PL;3	N
sözler	単語	söz	単語	N;NOM;PL;3	N
sözler	歌詞	söz	歌詞	N;NOM;PL;3	N
sözler	作詞	söz	作詞	N;NOM;PL;3	N
yaylası	台地	yayla	台地	N;NOM;SG;3	N
değerlendirme	評価	değerlen	評価	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
değerlendirme	査定	değerlen	査定	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
değerlendirme	評価	değerlen	評価	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
veriler	データ	veri	データ	N;NOM;PL;3	N
aileler	両親	aile	両親	N;NOM;PL;3	N
aileler	保護者	aile	保護者	N;NOM;PL;3	N
salon	ラウンジ	salon	ラウンジ	N;NOM;SG;3	N
salon	サルーン	salon	サルーン	N;NOM;SG;3	N
salon	サロン	salon	サロン	N;NOM;SG;3	N
salon	ホール	salon	ホール	N;NOM;SG;3	N
üzeri	オーバー	üzer	オーバー		
nefret	嫌い	nefret	嫌い		
nefret	嫌い	nefret	嫌い		
ülkelere	国々	ülke	国々	N;DAT;PL;3	N
bellek	メモリ	bellek	メモリ	N;NOM;SG;3	N
bellek	メモリー	bellek	メモリー	N;NOM;SG;3	N
başkanları	社長	başkan	社長	N;ACC;PL;3	N
olasılık	可能性	olasılık	可能性	N;NOM;SG;3	N
olasılık	確率	olasılık	確率	N;NOM;SG;3	N
olasılık	可能性	olasılık	可能性	N;NOM;SG;3	N
dersler	レッスン	ders	レッスン	N;NOM;PL;3	N
dersler	授業	ders	授業	N;NOM;PL;3	N
dersler	コース	ders	コース	N;NOM;PL;3	N
dersler	クラス	ders	クラス	N;NOM;PL;3	N
şirketleri	会社	şirket	会社	N;ACC;PL;3	N
satranç	チェス	satranç	チェス	N;NOM;SG;3	N
korunması	保護	korun	保護	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
düzensiz	不定期	düzensiz	不定期	ADJ	ADJ
düzensiz	不規則	düzensiz	不規則	ADJ	ADJ
tedavisi	トリートメント	tedavi	トリートメント	N;NOM;SG;3	N
tedavisi	待遇	tedavi	待遇	N;NOM;SG;3	N
tedavisi	治療	tedavi	治療	N;NOM;SG;3	N
kullanıcıları	ユーザー	kullanıcı	ユーザー	N;ACC;PL;3	N
kullanıcıları	ユーザ	kullanıcı	ユーザ	N;ACC;PL;3	N
bateri	ドラム	bateri	ドラム	N;NOM;SG;3	N
bateri	太鼓	bateri	太鼓	N;NOM;SG;3	N
bateri	ドラム	bateri	ドラム	N;NOM;SG;3	N
bateri	太鼓	bateri	太鼓	N;NOM;SG;3	N
soul	霊魂	soul	霊魂		
meryem	マドンナ	meryem	マドンナ	N;NOM;SG;3	N
savaşlar	戦争	savaş	戦争	N;NOM;PL;3	N
savaşlar	合戦	savaş	合戦	N;NOM;PL;3	N
geliştirmek	向上	geliş	向上	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
geliştirmek	改善	geliş	改善	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
tura	ツアー	tur	ツアー	N;DAT;SG;3	N
tura	ヘッド	tur	ヘッド	N;DAT;SG;3	N
katılmak	参加	kat	参加	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
hediye	ギフト	hedi	ギフト	N;NOM;SG;3	N
hediye	贈り物	hedi	贈り物	N;NOM;SG;3	N
hediye	プレゼント	hedi	プレゼント	N;NOM;SG;3	N
hediye	現在	hedi	現在	N;NOM;SG;3	N
hediye	プレゼント	hedi	プレゼント	N;NOM;SG;3	N
hediye	景品	hedi	景品	N;NOM;SG;3	N
hediye	ギフト	hedi	ギフト	N;NOM;SG;3	N
hediye	贈り物	hedi	贈り物	N;NOM;SG;3	N
koşulları	条件	koşul	条件	N;ACC;PL;3	N
koşulları	用語	koşul	用語	N;ACC;PL;3	N
sembolü	シンボル	sembolü	シンボル	N;ACC;SG;3	N
sembolü	記号	sembolü	記号	N;ACC;SG;3	N
renkleri	カラー	renk	カラー	N;NOM;PL;3	N
renkleri	カラー	renk	カラー	N;NOM;PL;3	N
mesajı	メッセージ	mesaj	メッセージ	N;ACC;SG;3	N
mesajı	伝言	mesaj	伝言	N;ACC;SG;3	N
frekans	周波	frekans	周波	N;NOM;SG;3	N
frekans	頻度	frekans	頻度	N;NOM;SG;3	N
modelleri	モデル	model	モデル	N;NOM;PL;3	N
tüfek	小銃	tüfek	小銃	N;NOM;SG;3	N
tüfek	小銃	tüfek	小銃	N;NOM;SG;3	N
tüfek	ライフル	tüfek	ライフル	N;NOM;SG;3	N
birlikler	単位	birlik	単位	N;NOM;PL;3	N
birlikler	ユニット	birlik	ユニット	N;NOM;PL;3	N
sözlüğü	辞書	sözlük	辞書	N;NOM;SG;3	N
evler	住宅	ev	住宅	N;NOM;PL;3	N
evler	家屋	ev	家屋	N;NOM;PL;3	N
sıcaklığı	気温	sıcaklık	気温	N;ACC;SG;3	N
sıcaklığı	温度	sıcaklık	温度	N;ACC;SG;3	N
hacmi	音量	hacim	音量	N;ACC;SG;3	N
hacmi	ボリューム	hacim	ボリューム	N;ACC;SG;3	N
hacmi	体積	hacim	体積	N;ACC;SG;3	N
oluşumu	フォーメーション	oluş	フォーメーション	N;ACC;SG;3	N
yazmak	執筆	yaz	執筆	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
yazmak	書き込み	yaz	書き込み	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çıkışı	出口	çıkış	出口	N;ACC;SG;3	N
çıkmaya	出会い	çık	出会う	V;PFV;DAT;IND;POS;PRS;V.MSDR	V
çıkmaya	交際	çık	交際	V;PFV;DAT;IND;POS;PRS;V.MSDR	V
point	ポイント	point	ポイント	N;NOM;SG;3	N
form	フォーム	form	フォーム		
form	フォーム	form	フォーム		
bitti	終了	bit	終了	V;PFV;IND;SG;3;POS;PST	V
yemekler	食べ物	yemek	食べ物	N;NOM;PL;3	N
yemekler	食品	yemek	食品	N;NOM;PL;3	N
yemekler	食事	yemek	食事	N;NOM;PL;3	N
durumlar	状況	durum	状況	N;NOM;PL;3	N
durumlar	情勢	durum	情勢	N;NOM;PL;3	N
durumlar	近況	durum	近況	N;NOM;PL;3	N
atlet	アスリート	atlet	アスリート	N;NOM;SG;3	N
elverişli	便利	elverişli	便利	ADJ	ADJ
banka	バンク	banka	バンク	N;NOM;SG;3	N
banka	銀行	banka	銀行	N;NOM;SG;3	N
tamamlandı	終了	tamamla	終了	V;PFV;IND;SG;3;POS;PST;PASS	V
tamamlandı	完備	tamamla	完備	V;PFV;IND;SG;3;POS;PST;PASS	V
dinamik	ダイナミック	dinamik	ダイナミック	ADJ	ADJ
şarap	ワイン	şarap	ワイン	N;NOM;SG;3	N
şarap	ワイン	şarap	ワイン	N;NOM;SG;3	N
vektör	ベクトル	vektör	ベクトル	N;NOM;SG;3	N
berabere	ネクタイ	beraber	ネクタイ	N;NOM;SG;3	N
mimarisi	アーキテクチャ	mimari	アーキテクチャ	N;NOM;SG;3	N
mimarisi	建築	mimari	建築	N;NOM;SG;3	N
kazananlar	勝者	kazanan	勝者	N;NOM;PL;3	N
partiler	当事	parti	当事	N;NOM;PL;3	N
partiler	パーティ	parti	パーティ	N;NOM;PL;3	N
partiler	パーティー	parti	パーティー	N;NOM;PL;3	N
semt	近所	semt	近所	N;NOM;SG;3	N
semt	近隣	semt	近隣	N;NOM;SG;3	N
semt	地区	semt	地区	N;NOM;SG;3	N
dayanışma	連帯	dayanışma	連帯	N;NOM;SG;3	N
kurumları	機関	kurum	機関	N;ACC;PL;3	N
kahve	コーヒー	kahve	コーヒー	N;NOM;SG;3	N
tartışmalı	申し立て	tartış	申し立て	V;PFV;SG;3;POS;PRS	V
batıya	ウエスト	bat	ウエスト	N;DAT;SG;3	N
batıya	西部	bat	西部	N;DAT;SG;3	N
adaylığı	立候補	adaylık	立候補	N;NOM;SG;3	N
yönü	方向	yön	方向	N;ACC;SG;3	N
yönü	アスペクト	yön	アスペクト	N;ACC;SG;3	N
yönü	側面	yön	側面	N;ACC;SG;3	N
kurtarmak	保存	kurtar	保存	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kategorisi	カテゴリー	kategori	カテゴリー	N;NOM;SG;3	N
kategorisi	区分	kategori	区分	N;NOM;SG;3	N
kategorisi	カテゴリ	kategori	カテゴリ	N;NOM;SG;3	N
seçimler	選挙	seçim	選挙	N;NOM;PL;3	N
seçimler	選択	seçim	選択	N;NOM;PL;3	N
seçimler	選挙	seçim	選挙	N;NOM;PL;3	N
görevler	タスク	görev	タスク	N;NOM;PL;3	N
görevler	ジョブ	görev	ジョブ	N;NOM;PL;3	N
görevler	求人	görev	求人	N;NOM;PL;3	N
görevler	ミッション	görev	ミッション	N;NOM;PL;3	N
görevler	役割	görev	役割	N;NOM;PL;3	N
görevler	クエスト	görev	クエスト	N;NOM;PL;3	N
sattı	落札	sat	落札	V;PFV;IND;SG;3;POS;PST	V
silahlar	武器	silah	武器	N;NOM;PL;3	N
silahlar	兵器	silah	兵器	N;NOM;PL;3	N
silahlar	拳銃	silah	拳銃	N;NOM;PL;3	N
açılır	開く	aç	開く	V;IPFV;IND;SG;3;POS;PASS	V
saygılar	リスペクト	saygı	リスペクト	N;NOM;PL;3	N
görüşler	意見	görüş	意見	N;NOM;PL;3	N
görüşler	フィードバック	görüş	フィードバック	N;NOM;PL;3	N
toplantı	ミーティング	toplantı	ミーティング	N;NOM;SG;3	N
toplantı	会議	toplantı	会議	N;NOM;SG;3	N
toplantı	ミーティング	toplantı	ミーティング	N;NOM;SG;3	N
toplantı	会議	toplantı	会議	N;NOM;SG;3	N
şartları	用語	şart	用語	N;NOM;PL;3	N
evleri	家屋	ev	家屋	N;ACC;PL;3	N
sürgüne	流罪	sürgü	流罪	N;DAT;SG;3	N
gelenekleri	伝統	gelenek	伝統	N;ACC;PL;3	N
adresi	アドレス	adres	アドレス	N;NOM;SG;3	N
adresi	住所	adres	住所	N;NOM;SG;3	N
diplomat	外交官	diplomat	外交官	N;NOM;SG;3	N
silahı	ガン	silah	ガン	N;ACC;SG;3	N
gazetecilik	ジャーナリズム	gazetecilik	ジャーナリズム	N;NOM;SG;3	N
haberler	ニュース	haber	ニュース	N;NOM;PL;3	N
haberler	記事	haber	記事	N;NOM;PL;3	N
haberler	ストーリー	haber	ストーリー	N;NOM;PL;3	N
şirketler	会社	şirket	会社	N;NOM;PL;3	N
programlar	演目	program	演目	N;NOM;PL;3	N
programlar	プログラム	program	プログラム	N;NOM;PL;3	N
işlevi	機能	işlev	機能	N;NOM;SG;3	N
işlevi	関数	işlev	関数	N;NOM;SG;3	N
belirsiz	曖昧	belirsiz	曖昧		
belirsiz	曖昧	belirsiz	曖昧		
beach	砂浜	beach	砂浜	N;NOM;SG;3	N
beraberlik	ネクタイ	beraberlik	ネクタイ	N;NOM;SG;3	N
sahili	海岸	sahili	海岸	N;ACC;SG;3	N
organı	臓器	organ	臓器	N;ACC;SG;3	N
organı	オルガン	organ	オルガン	N;ACC;SG;3	N
cinayet	殺人	cinayet	殺人	N;NOM;SG;3	N
cinayet	殺人	cinayet	殺人	N;NOM;SG;3	N
farklılıklar	差分	farklılık	差分	N;NOM;PL;3	N
düzenlenmiş	規制	düzenle	規制	V;PFV;NFH;IND;3;POS;PST;PASS	V
reddetti	却下	reddet	却下	V;PFV;IND;SG;3;POS;PST	V
reddetti	辞退	reddet	辞退	V;PFV;IND;SG;3;POS;PST	V
reddetti	拒否	reddet	拒否	V;PFV;IND;SG;3;POS;PST	V
mesleği	職業	meslek	職業	N;NOM;SG;3	N
mesleği	職業	meslek	職業	N;NOM;SG;3	N
üreticisi	製造	üretici	製造	N;NOM;SG;3	N
üreticisi	メーカー	üretici	メーカー	N;NOM;SG;3	N
vadi	谷間	vadi	谷間		
kaldırılması	除去	kal	除去	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
kaldırılması	撤去	kal	撤去	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
kaldırılması	廃止	kal	廃止	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
yönlendirme	紹介	yönlen	紹介	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
yayınlar	出版物	yayın	出版物	N;NOM;PL;3	N
danışmanı	コンサルタント	danışman	コンサルタント	N;NOM;SG;3	N
danışmanı	顧問	danışman	顧問	N;NOM;SG;3	N
yorumları	コメント	yorum	コメント	N;ACC;PL;3	N
secret	秘密	secret	秘密		
dizileri	シーケンス	dizi	シーケンス	N;ACC;PL;3	N
bitkiler	植物	bitki	植物	N;NOM;PL;3	N
bitkiler	ハーブ	bitki	ハーブ	N;NOM;PL;3	N
konservatuvarı	温室	konservatuvarı	温室	N;ACC;SG;3	N
kimliği	アイデンティティー	kimlik	アイデンティティー	N;NOM;SG;3	N
kimliği	アイデンティティ	kimlik	アイデンティティ	N;NOM;SG;3	N
suları	ジュース	su	ジュース	N;ACC;PL;3	N
hakaret	侮蔑	hakaret	侮蔑	N;NOM;SG;3	N
hakaret	侮辱	hakaret	侮辱	N;NOM;SG;3	N
manastırı	修道	manastırı	修道	N;ACC;SG;3	N
manastırı	僧院	manastırı	僧院	N;ACC;SG;3	N
sunar	プレゼント	sunar	プレゼント	N;NOM;SG;3	N
renkler	カラー	renk	カラー	N;NOM;PL;3	N
renkler	カラー	renk	カラー	N;NOM;PL;3	N
ordular	軍隊	ordu	軍隊	N;NOM;PL;3	N
sendromu	症候	sendromu	症候	N;NOM;SG;3	N
projeleri	プロジェクト	proje	プロジェクト	N;ACC;PL;3	N
bekleyen	待ち	bekle	待つ	V;PFV;IND;POS;PRS;V.PTCP	V
müslümanlar	イスラム	müslüman	イスラム	N;NOM;PL;3	N
müslümanlar	ムスリム	müslüman	ムスリム	N;NOM;PL;3	N
müslümanlar	イスラム	müslüman	イスラム	N;NOM;PL;3	N
müslümanlar	ムスリム	müslüman	ムスリム	N;NOM;PL;3	N
konserler	コンサート	konser	コンサート	N;NOM;PL;3	N
binalar	建物	bina	建物	N;NOM;PL;3	N
binalar	建築物	bina	建築物	N;NOM;PL;3	N
namlu	バレル	namlu	バレル	N;NOM;SG;3	N
avukatlık	弁護士	avukatlık	弁護士	N;NOM;SG;3	N
anlamak	理解	anla	理解	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
cennet	天国	cennet	天国	N;NOM;SG;3	N
cennet	パラダイス	cennet	パラダイス	N;NOM;SG;3	N
cennet	楽園	cennet	楽園	N;NOM;SG;3	N
hotel	ホテル	hotel	ホテル	N;NOM;SG;3	N
teknikleri	テクニック	teknik	テクニック	N;NOM;PL;3	N
yorumu	コメント	yorum	コメント	N;ACC;SG;3	N
özeti	概略	özet	概略	N;ACC;SG;3	N
özeti	概要	özet	概要	N;ACC;SG;3	N
kavga	ファイティング	kavga	ファイティング	N;NOM;SG;3	N
kavga	ファイト	kavga	ファイト	N;NOM;SG;3	N
komedyen	コメディアン	komedyen	コメディアン	N;NOM;SG;3	N
sorumluluk	責任	sorumluluk	責任	N;NOM;SG;3	N
sorumluluk	責任	sorumluluk	責任	N;NOM;SG;3	N
sorumluluk	責務	sorumluluk	責務	N;NOM;SG;3	N
aralığı	間隔	aralık	間隔	N;NOM;SG;3	N
aralığı	音程	aralık	音程	N;NOM;SG;3	N
aralığı	インターバル	aralık	インターバル	N;NOM;SG;3	N
aralığı	区間	aralık	区間	N;NOM;SG;3	N
konut	住居	konut	住居	N;NOM;SG;3	N
konut	居所	konut	居所	N;NOM;SG;3	N
konut	住居	konut	住居	N;NOM;SG;3	N
konut	住宅	konut	住宅	N;NOM;SG;3	N
konut	住宅	konut	住宅	N;NOM;SG;3	N
konut	住宅地	konut	住宅地	N;NOM;SG;3	N
ekstra	オマケ	ekstra	オマケ		
kelimeler	言葉	kelime	言葉	N;NOM;PL;3	N
kelimeler	単語	kelime	単語	N;NOM;PL;3	N
ulaştırma	輸送	ulaş	輸送	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V
ulaştırma	輸送	ulaş	輸送	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V
hazine	宝物	hazin	宝物	N;NOM;SG;3	N
hazine	財宝	hazin	財宝	N;NOM;SG;3	N
hazine	国庫	hazin	国庫	N;NOM;SG;3	N
güreşçi	レスラー	güreşçi	レスラー	N;NOM;SG;3	N
planet	惑星	planet	惑星	N;NOM;SG;3	N
denizaltı	潜水艦	denizaltı	潜水艦	N;NOM;SG;3	N
denizaltı	サブ	denizaltı	サブ	N;NOM;SG;3	N
operasyonu	作戦	operasyon	作戦	N;ACC;SG;3	N
operasyonu	オペレーション	operasyon	オペレーション	N;ACC;SG;3	N
katil	殺人犯	katil	殺人犯		
çoğunluk	過半数	çoğunluk	過半数	N;NOM;SG;3	N
çoğunluk	定足	çoğunluk	定足	N;NOM;SG;3	N
yoğunluk	輝度	yoğunluk	輝度	N;NOM;SG;3	N
yoğunluk	光度	yoğunluk	光度	N;NOM;SG;3	N
yoğunluk	密度	yoğunluk	密度	N;NOM;SG;3	N
kolaylıkla	楽々	kolaylık	楽々	N;INS;SG;3	N
teoremi	定理	teorem	定理	N;ACC;SG;3	N
teknolojileri	テクノロジー	teknoloji	テクノロジー	N;ACC;PL;3	N
gelirler	歳入	gel	歳入	N;NOM;PL;3	N
gelirler	収入	gel	収入	N;NOM;PL;3	N
üretilmiş	製造	üre	製造	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V
yarattı	作成	yarat	作成	V;PFV;IND;SG;3;POS;PST	V
etkinlikler	アクティビティ	etkinlik	アクティビティ	N;NOM;PL;3	N
etkinlikler	イベント	etkinlik	イベント	N;NOM;PL;3	N
etkinlikler	行事	etkinlik	行事	N;NOM;PL;3	N
ifadeler	リアクション	ifade	リアクション	N;NOM;PL;3	N
ifadeler	ステートメント	ifade	ステートメント	N;NOM;PL;3	N
ifadeler	フレーズ	ifade	フレーズ	N;NOM;PL;3	N
hücreleri	セル	hücre	セル	N;ACC;PL;3	N
puanlar	ポイント	puan	ポイント	N;NOM;PL;3	N
puanlar	スコア	puan	スコア	N;NOM;PL;3	N
mekanizması	機構	mekaniz	機構	N;NOM;SG;3	N
mekanizması	メカニズム	mekaniz	メカニズム	N;NOM;SG;3	N
güzellik	美容	güzellik	美容	N;NOM;SG;3	N
müşteri	顧客	müşteri	顧客	N;NOM;SG;3	N
müşteri	クライアント	müşteri	クライアント	N;NOM;SG;3	N
ilkesi	原理	ilke	原理	N;NOM;SG;3	N
kentsel	アーバン	kentsel	アーバン	N;NOM;SG;3	N
okulları	学校	okul	学校	N;NOM;PL;3	N
okulları	流派	okul	流派	N;NOM;PL;3	N
kolları	ハンドル	kol	ハンドル	N;ACC;PL;3	N
kolları	スリーブ	kol	スリーブ	N;ACC;PL;3	N
kazanmak	勝利	kazan	勝利	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kazanmak	勝ち	kazan	勝つ	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kazanmak	勝つ	kazan	勝つ	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kazanmak	優勝	kazan	優勝	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kazanmak	勝利	kazan	勝利	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
ruhu	霊魂	ruh	霊魂		
oluşturma	作成	oluş	作成	V;PFV;IND;SG;2;POS;PRS;CAUS	V
oluşturma	創造	oluş	創造	V;PFV;IND;SG;2;POS;PRS;CAUS	V
oluşturma	作成	oluş	作成	V;PFV;IND;SG;2;POS;PRS;CAUS	V
nilüfer	ハス	nilüfer	ハス	N;NOM;SG;3	N
nilüfer	ロータス	nilüfer	ロータス	N;NOM;SG;3	N
anında	インスタント	an	インスタント	N;ESS;SG;3	N
anında	瞬間	an	瞬間	N;ESS;SG;3	N
pasaport	パスポート	pasaport	パスポート	N;NOM;SG;3	N
pasaport	パスポート	pasaport	パスポート	N;NOM;SG;3	N
pasaport	旅券	pasaport	旅券	N;NOM;SG;3	N
eşitlik	パリティ	eşitlik	パリティ	N;NOM;SG;3	N
eşitlik	方程式	eşitlik	方程式	N;NOM;SG;3	N
kampı	キャンプ	kampı	キャンプ	N;ACC;SG;3	N
taburu	大隊	tabur	大隊	N;NOM;SG;3	N
yasemin	ジャスミン	yasem	ジャスミン	N;GEN;SG;3	N
yasemin	ジャスミン	yasem	ジャスミン	N;GEN;SG;3	N
öğrendi	学習	öğren	学習	V;PFV;IND;SG;3;POS;PST	V
penaltı	ペナルティ	penaltı	ペナルティ	N;NOM;SG;3	N
kalitesi	品質	kalite	品質	N;NOM;SG;3	N
kalitesi	クオリティ	kalite	クオリティ	N;NOM;SG;3	N
kalitesi	画質	kalite	画質	N;NOM;SG;3	N
jüpiter	木星	jüpiter	木星	N;NOM;SG;3	N
projeler	プロジェクト	proje	プロジェクト	N;NOM;PL;3	N
patates	ポテト	patates	ポテト	N;NOM;SG;3	N
patates	ジャガイモ	patates	ジャガイモ	N;NOM;SG;3	N
patates	じゃがい	patates	じゃがい	N;NOM;SG;3	N
patates	じゃがい	patates	じゃがい	N;NOM;SG;3	N
patates	ジャガイモ	patates	ジャガイモ	N;NOM;SG;3	N
patates	ポテト	patates	ポテト	N;NOM;SG;3	N
büyükelçiliği	大使館	büyükelçilik	大使館	N;NOM;SG;3	N
etiketi	ラベル	etiket	ラベル	N;NOM;SG;3	N
hastalıklar	病気	hastalık	病気	N;NOM;PL;3	N
hastalıklar	疾病	hastalık	疾病	N;NOM;PL;3	N
çiftlik	農場	çiftlik	農場	N;NOM;SG;3	N
çiftlik	ファーム	çiftlik	ファーム	N;NOM;SG;3	N
çiftlik	牧場	çiftlik	牧場	N;NOM;SG;3	N
yüzyıllar	世紀	yüzyıl	世紀	N;NOM;PL;3	N
düzenlemeler	編集	düzenle	編集	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
gemiler	ボート	gemi	ボート	N;NOM;PL;3	N
gemiler	艦船	gemi	艦船	N;NOM;PL;3	N
gemiler	船舶	gemi	船舶	N;NOM;PL;3	N
silahları	武器	silah	武器	N;NOM;PL;3	N
silahları	兵器	silah	兵器	N;NOM;PL;3	N
takvimi	カレンダー	takvim	カレンダー	N;NOM;SG;3	N
indirme	ダウンロード	in	ダウンロード	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
indirme	ダウンロード	in	ダウンロード	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
indirme	ダウンロード	in	ダウンロード	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
kararlar	解像	karar	解像	N;NOM;PL;3	N
fırlatma	取り出し	fırlatma	取り出す	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V
fırlatma	打ち上げ	fırlatma	打ち上げる	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V
fırlatma	起動	fırlatma	起動	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V
sınıflandırma	分類	sınıflan	分類	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
giderler	費用	git	費用	N;NOM;PL;3	N
giderler	経費	git	経費	N;NOM;PL;3	N
işlemci	プロセッサ	işlemci	プロセッサ	N;NOM;SG;3	N
azınlık	少数	azınlık	少数	N;NOM;SG;3	N
fakülte	学部	fakül	学部	N;NOM;SG;3	N
fakülte	教職員	fakül	教職員	N;NOM;SG;3	N
çıkmak	出会い	çık	出会う	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çıkmak	交際	çık	交際	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
konfederasyonu	連盟	konfederasyon	連盟	N;ACC;SG;3	N
uygulanması	実装	uygula	実装	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
uygulanması	実施	uygula	実施	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
şekilleri	形状	şekil	形状	N;ACC;PL;3	N
şekilleri	シェイプ	şekil	シェイプ	N;ACC;PL;3	N
makaleler	記事	makale	記事	N;NOM;PL;3	N
makaleler	冠詞	makale	冠詞	N;NOM;PL;3	N
makaleler	随筆	makale	随筆	N;NOM;PL;3	N
makaleler	エッセイ	makale	エッセイ	N;NOM;PL;3	N
danışma	コンサルティング	danış	コンサルティング	N;NOM;SG;3	N
danışma	諮問	danış	諮問	N;NOM;SG;3	N
danışma	カウンセリング	danış	カウンセリング	N;NOM;SG;3	N
bağışıklık	免疫	bağışıklık	免疫	N;NOM;SG;3	N
bağışıklık	免疫	bağışıklık	免疫	N;NOM;SG;3	N
çözümü	ソリューション	çözüm	ソリューション	N;ACC;SG;3	N
çözümü	溶液	çözüm	溶液	N;ACC;SG;3	N
akışı	フロー	akış	フロー	N;NOM;SG;3	N
ilerleme	進捗	ilerle	進捗		
