vir	for	vir	for	ADP	ADP
onderhandel	forhandle	onderhandel	forhandle	V;PRS	V;NFIN;ACT
japannees	japanerne	japannees	japaner	N;PL	N;DEF;MASC+FEM;PL
japannees	japanere	japannees	japanere	N;PL	N;INDF;MASC+FEM;PL
droom	drøm	droom	drøm	N;SG	N;INDF;MASC+FEM;SG
stikstof	kvælstof	stikstof	kvælstof	N;SG	N;INDF;NEUT;SG
stikstof	nitrogen	stikstof	nitrog	N;SG	N;INDF;MASC+FEM;SG
opnames	optagelser	opname	optagelse	N;PL	N;INDF;MASC+FEM;PL
opnames	meningsmålinger	opname	meningsmåling	N;PL	N;INDF;MASC+FEM;PL
opnames	undersøgelser	opname	undersøgelse	N;PL	N;INDF;MASC+FEM;PL
fotograaf	fotograf	fotograaf	fotograf	N;SG	N;INDF;MASC+FEM;SG
fotograaf	fotografen	fotograaf	fotograf	N;SG	N;DEF;MASC+FEM;SG
koninkryke	kongeriger	koninkryak	kongerig	N;PL	N;INDF;MASC+FEM;PL
koninkryke	riger	koninkryak	rig	N;PL	N;INDF;MASC+FEM;PL
walliese	walisiske	wallies	walisisk	ADJ;NOM	ADJ;PL
interpretasie	tolkning	interpretasie	tolkning	N;SG	N;INDF;MASC+FEM;SG
interpretasie	tolkningen	interpretasie	tolkning	N;SG	N;DEF;MASC+FEM;SG
woud	skov	woud	skov	N;SG	N;INDF;MASC+FEM;SG
woud	skoven	woud	skov	N;SG	N;DEF;MASC+FEM;SG
voorbereiding	klargøring	voorbereiding	klargøring	N;SG	N;INDF;MASC+FEM;SG
voorbereiding	udarbejdelse	voorbereiding	udarbejdelse	N;SG	N;INDF;MASC+FEM;SG
voorbereiding	forberedelse	voorbereiding	forberedelse	N;SG	N;INDF;MASC+FEM;SG
voorbereiding	tilberedning	voorbereiding	tilberedning	N;SG	N;INDF;MASC+FEM;SG
sirkulasie	omløb	sirkulasie	omløb	N;SG	N;INDF;NEUT;SG
sirkulasie	oplag	sirkulasie	oplag	N;SG	N;INDF;NEUT;SG
sirkulasie	cirkulation	sirkulasie	cirkulation	N;SG	N;INDF;MASC+FEM;SG
hervat	genoptage	hervat	genoptage	V;PRS	V;NFIN;ACT
gevaarlike	farlig	gevaarlik	farlig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
gevaarlike	farligt	gevaarlik	farlig	ADJ;NOM	ADJ;INDF;NEUT;SG
gevaarlike	farlige	gevaarlik	farlig	ADJ;NOM	ADJ;PL
gevaarlike	farlig	gevaarlik	farlig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
gevaarlike	farligt	gevaarlik	farlig	ADJ;NOM	ADJ;INDF;NEUT;SG
gevaarlike	farlige	gevaarlik	farlig	ADJ;NOM	ADJ;PL
chileense	chiles	chileens	chiles	N;SG	N;GEN;INDF;MASC+FEM;SG
diamant	diamant	diamant	diamant	N;SG	N;INDF;MASC+FEM;SG
diamant	diamanten	diamant	diamant	N;SG	N;DEF;MASC+FEM;SG
vertroue	tillid	vertroue	tillid	N;SG	N;INDF;MASC+FEM;SG
vertroue	tilliden	vertroue	tillid	N;SG	N;DEF;MASC+FEM;SG
vertroue	selvtillid	vertroue	selvtillid	N;SG	N;INDF;MASC+FEM;SG
vertroue	selvtilliden	vertroue	selvtillid	N;SG	N;DEF;MASC+FEM;SG
beperkings	begrænsninger	beperking	begrænsning	N;PL	N;INDF;MASC+FEM;PL
beperkings	begrænsninger	beperking	begrænsning	N;PL	N;INDF;MASC+FEM;PL
beperkings	restriktioner	beperking	restriktion	N;PL	N;INDF;MASC+FEM;PL
beperkings	grænser	beperking	grænse	N;PL	N;INDF;MASC+FEM;PL
beperkings	begrænsninger	beperking	begrænsning	N;PL	N;INDF;MASC+FEM;PL
beperkings	grænseværdier	beperking	grænseværdi	N;PL	N;INDF;MASC+FEM;PL
beperkings	begrænsninger	beperking	begrænsning	N;PL	N;INDF;MASC+FEM;PL
radikale	radikal	radikaal	radikal	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
gideon	gideon	gideon	gideon	N;SG	N;INDF;MASC+FEM;SG
vermeerder	øge	vermeerder	øge	V;PRS	V;NFIN;ACT
vermeerder	voksende	vermeerder	vokse	V;PRS	V;PRS;V.PTCP
vermeerder	stigende	vermeerder	stige	V;PRS	V;PRS;V.PTCP
herder	herder	herder	herde	N;SG	N;INDF;MASC+FEM;SG
kwessies	spørgsmål	kwessie	spørgsmål	N;PL	N;INDF;NEUT;PL
kwessies	emner	kwessie	emne	N;PL	N;INDF;NEUT;PL
kwessies	problemer	kwessie	problem	N;PL	N;INDF;NEUT;PL
kwessies	mærkesager	kwessie	mærkesage	N;PL	N;INDF;MASC+FEM;PL
ontvangs	modtagelsen	ontvangs	modtagelse	N;SG	N;DEF;MASC+FEM;SG
ontvangs	modtagelse	ontvangs	modtagelse	N;SG	N;INDF;MASC+FEM;SG
ontvangs	reception	ontvangs	reception	N;SG	N;INDF;MASC+FEM;SG
ontvangs	receptionen	ontvangs	reception	N;SG	N;DEF;MASC+FEM;SG
nasionaal	nationalt	nasionaal	nationalt	ADV	ADV
erosie	erosion	erosie	erosion	N;SG	N;INDF;MASC+FEM;SG
terreine	sites	terrein	sites	N;PL	N;INDF;MASC+FEM;PL
terreine	lokaliteter	terrein	lokalitet	N;PL	N;INDF;MASC+FEM;PL
maatreëls	målinger	maatreël	måling	N;PL	N;INDF;MASC+FEM;PL
maatreëls	målinger	maatreël	måling	N;PL	N;INDF;MASC+FEM;PL
derdes	tredjedele	derdes	tredjedel	N;PL	N;INDF;MASC+FEM;PL
variasies	varianter	variasie	variant	N;PL	N;INDF;MASC+FEM;PL
variasies	variationer	variasie	variation	N;PL	N;INDF;MASC+FEM;PL
variasies	varianter	variasie	variant	N;PL	N;INDF;MASC+FEM;PL
vakansie	ugen	vakansie	uge	N;SG	N;DEF;MASC+FEM;SG
vakansie	uge	vakansie	uge	N;SG	N;INDF;MASC+FEM;SG
vakansie	ferie	vakansie	ferie	N;SG	N;INDF;MASC+FEM;SG
vakansie	helligdag	vakansie	helligdag	N;SG	N;INDF;MASC+FEM;SG
vakansie	ferie	vakansie	ferie	N;SG	N;INDF;MASC+FEM;SG
vakansie	fødselsdagen	vakansie	fødselsdag	N;SG	N;DEF;MASC+FEM;SG
vakansie	fødselsdag	vakansie	fødselsdag	N;SG	N;INDF;MASC+FEM;SG
vakansie	timen	vakansie	time	N;SG	N;DEF;MASC+FEM;SG
vakansie	time	vakansie	time	N;SG	N;INDF;MASC+FEM;SG
koffie	kaffen	koffie	kaffe	N;SG	N;DEF;MASC+FEM;SG
koffie	kaffe	koffie	kaffe	N;SG	N;INDF;MASC+FEM;SG
viering	festdag	viering	festdag	N;SG	N;INDF;MASC+FEM;SG
viering	fest	viering	fest	N;SG	N;INDF;MASC+FEM;SG
viering	fejring	viering	fejring	N;SG	N;INDF;MASC+FEM;SG
skild	skjold	skild	skjold	N;SG	N;INDF;NEUT;SG
skild	afskærmning	skild	afskærmning	N;SG	N;INDF;MASC+FEM;SG
uitvoering	gennemførelse	uitvoering	gennemførelse	N;SG	N;INDF;MASC+FEM;SG
uitvoering	fuldbyrdelse	uitvoering	fuldbyrdelse	N;SG	N;INDF;MASC+FEM;SG
uitvoering	udførelse	uitvoering	udførelse	N;SG	N;INDF;MASC+FEM;SG
uitvoering	henrettelse	uitvoering	henrettelse	N;SG	N;INDF;MASC+FEM;SG
luiperd	leopard	luiperd	leopard	N;SG	N;INDF;MASC+FEM;SG
luiperd	panter	luiperd	pante	N;SG	N;INDF;MASC+FEM;SG
protes	protester	prote	protest	N;PL	N;INDF;MASC+FEM;PL
gegooi	faldt	mooi	falde	V;PST;V.PTCP	V;IND;PST;FIN;ACT
gegooi	droppet	mooi	droppe	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gat	hul	gat	hul	N;SG	N;INDF;NEUT;SG
gat	hullet	gat	hullet	N;SG	N;DEF;NEUT;SG
redaksie	redaktionel	redaksie	redaktionel	N;SG	N;INDF;MASC+FEM;SG
redaksie	redaktionen	redaksie	redaktion	N;SG	N;DEF;MASC+FEM;SG
redaksie	leder	redaksie	leder	N;SG	N;INDF;MASC+FEM;SG
boot	båden	boot	båd	N;SG	N;DEF;MASC+FEM;SG
boot	båd	boot	båd	N;SG	N;INDF;MASC+FEM;SG
afgetree	pensionerede	aftree	pensionere	V;PST;V.PTCP	V;PL;PST;V.PTCP
afgetree	pensioneret	aftree	pensionere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
atleet	atlet	atleet	at	N;SG	N;INDF;MASC+FEM;SG
variante	varianter	variant	variant	N;PL	N;INDF;MASC+FEM;PL
middelste	midten	middelste	midte	N;SG	N;DEF;MASC+FEM;SG
aanbidding	tilbedelse	aanbidding	tilbedelse	N;SG	N;INDF;MASC+FEM;SG
fabrieke	fabrikker	fabriek	fabrik	N;PL	N;INDF;MASC+FEM;PL
liedere	sange	lied	sang	N;PL	N;INDF;MASC+FEM;PL
drink	drikker	drink	drikke	V;PRS	V;IND;PRS;FIN;ACT
drink	drikke	drink	drikke	V;PRS	V;NFIN;ACT
standpunte	stillinger	standpunt	stilling	N;PL	N;INDF;MASC+FEM;PL
standpunte	positioner	standpunt	position	N;PL	N;INDF;MASC+FEM;PL
standpunte	holdninger	standpunt	holdning	N;PL	N;INDF;MASC+FEM;PL
naweek	weekenden	naweek	weekend	N;SG	N;DEF;MASC+FEM;SG
naweek	weekend	naweek	weekend	N;SG	N;INDF;MASC+FEM;SG
riglyne	retningslinjer	riglyn	retningslinje	N;PL	N;INDF;MASC+FEM;PL
riglyne	retningslinjerne	riglyn	retningslinje	N;PL	N;DEF;MASC+FEM;PL
riglyne	retningslinier	riglyn	retningslinie	N;PL	N;INDF;MASC+FEM;PL
kamera	kameraet	kamera	kamera	N;SG	N;DEF;NEUT;SG
kamera	kamera	kamera	kamera	N;SG	N;INDF;NEUT;SG
skedel	kranie	skedel	kranie	N;SG	N;INDF;NEUT;SG
skedel	kranium	skedel	kranium	N;SG	N;INDF;NEUT;SG
skedel	kraniet	skedel	kranie	N;SG	N;DEF;NEUT;SG
werkwoord	verbum	werkwoord	verbum	N;SG	N;INDF;NEUT;SG
werkwoord	navneord	werkwoord	navneord	N;SG	N;INDF;NEUT;SG
ontplof	eksploderer	ontplof	eksplodere	V;PRS	V;IND;PRS;FIN;ACT
ontplof	eksplodere	ontplof	eksplodere	V;PRS	V;NFIN;ACT
eksamen	eksamen	eksamen	eksamen	N;SG	N;INDF;MASC+FEM;SG
eksamen	eksamens	eksamen	eksamens	N;SG	N;INDF;MASC+FEM;SG
welvaart	velfærd	welvaart	velfærd	N;SG	N;INDF;NEUT;SG
welvaart	trivsel	welvaart	trivsel	N;SG	N;INDF;MASC+FEM;SG
elektromagnetiese	elektromagnetisk	elektromagneties	elektromagnetisk	ADJ;NOM	ADJ;INDF;SG
elektromagnetiese	elektromagnetiske	elektromagneties	elektromagnetisk	ADJ;NOM	ADJ;PL
geïnstalleer	installeret	installeer	installere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
geïnstalleer	installerede	installeer	installere	V;PST;V.PTCP	V;PL;PST;V.PTCP
geïnstalleer	monteret	installeer	monter	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
vensters	vinduer	venster	vindue	N;PL	N;INDF;NEUT;PL
vensters	vinduerne	venster	vindue	N;PL	N;DEF;NEUT;PL
vensters	ruder	venster	ruder	N;PL	N;INDF;MASC+FEM;PL
sanskrit	sanskrit	sanskrit	sanskrit	N;SG	N;INDF;NEUT;SG
huwelike	ægteskaber	huwelik	ægteskab	N;PL	N;INDF;NEUT;PL
voorlopige	foreløbige	voorlopig	foreløbige	ADJ;NOM	ADJ;PL
standbeelde	statuer	standbeeld	statue	N;PL	N;INDF;MASC+FEM;PL
tydperke	perioderne	tydperk	periode	N;PL	N;DEF;MASC+FEM;PL
tydperke	perioder	tydperk	periode	N;PL	N;INDF;MASC+FEM;PL
eise	tilgodehavender	eise	tilgodehavende	N;PL	N;INDF;MASC+FEM;PL
eise	påstande	eise	påstande	N;PL	N;INDF;MASC+FEM;PL
tonnel	tunnel	tonnel	tunnel	N;SG	N;INDF;MASC+FEM;SG
tonnel	tunnellen	tonnel	tunnel	N;SG	N;DEF;MASC+FEM;SG
tonnel	tunnelen	tonnel	tunnel	N;SG	N;DEF;MASC+FEM;SG
spits	spytter	spits	spytte	V;PRS	V;IND;PRS;FIN;ACT
voorwaarde	tilstand	voorwaarde	tilstand	N;SG	N;INDF;MASC+FEM;SG
voorwaarde	betingelse	voorwaarde	betingelse	N;SG	N;INDF;MASC+FEM;SG
voorwaarde	stand	voorwaarde	stand	N;SG	N;INDF;MASC+FEM;SG
reekse	intervaller	reeks	interval	N;PL	N;INDF;MASC+FEM;PL
burgerskap	borgerskab	burgerskap	borgerskab	N;SG	N;INDF;NEUT;SG
burgerskap	medborgerskab	burgerskap	medborgerskab	N;SG	N;INDF;NEUT;SG
burgerskap	statsborgerskab	burgerskap	statsborgerskab	N;SG	N;INDF;NEUT;SG
burgerskap	unionsborgerskab	burgerskap	unionsborgerskab	N;SG	N;INDF;NEUT;SG
keur	godkender	keur	godkende	V;PRS	V;IND;PRS;FIN;ACT
keur	godkende	keur	godke	V;PRS	V;NFIN;ACT
hoogtes	højder	hoogte	højde	N;PL	N;INDF;MASC+FEM;PL
ingeskryf	indskudt	inskryf	indskudt	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ingeskryf	tegnet	inskryf	tegne	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ingeskryf	tegnede	inskryf	tegne	V;PST;V.PTCP	V;IND;PST;FIN;ACT
rekords	plader	rekord	plade	N;PL	N;INDF;MASC+FEM;PL
rekords	registreringer	rekord	registrering	N;PL	N;INDF;MASC+FEM;PL
rekords	fortegnelser	rekord	fortegnelse	N;PL	N;INDF;MASC+FEM;PL
rekords	optegnelser	rekord	optegnelse	N;PL	N;INDF;MASC+FEM;PL
gote	goterne	goot	got	N;PL	N;DEF;MASC+FEM;PL
veldtogte	kampagner	veldtog	kampagne	N;PL	N;INDF;MASC+FEM;PL
veldtogte	kampagnerne	veldtog	kampagne	N;PL	N;DEF;MASC+FEM;PL
pligte	opgaver	plig	opgave	N;PL	N;INDF;MASC+FEM;PL
pligte	pligter	plig	pligt	N;PL	N;INDF;MASC+FEM;PL
pligte	arbejdsopgaver	plig	arbejdsopgave	N;PL	N;INDF;MASC+FEM;PL
persoonlikhede	personligheder	persoonlikheid	personlighed	N;PL	N;INDF;MASC+FEM;PL
religie	religion	religie	religion	N;SG	N;INDF;MASC+FEM;SG
religie	religions	religie	religions	N;SG	N;INDF;MASC+FEM;SG
richmond	richmond	richmond	richmond	N;SG	N;INDF;NEUT;SG
fakulteit	fakultet	fakulteit	fakulte	N;SG	N;DEF;NEUT;SG
fakulteit	fakultetet	fakulteit	fakultetet	N;SG	N;DEF;NEUT;SG
begeerte	ønske	begeerte	ønske	N;SG	N;INDF;NEUT;SG
begeerte	begær	begeerte	begær	N;SG	N;INDF;NEUT;SG
begeerte	lyst	begeerte	lyst	N;SG	N;INDF;MASC+FEM;SG
lewendige	levende	leefendig	levende	ADJ;NOM	ADJ
kosakke	kosakker	kosak	kosak	N;PL	N;INDF;MASC+FEM;PL
dinamiese	dynamisk	dinamies	dynamisk	ADJ;NOM	ADJ;INDF;SG
dinamiese	dynamiske	dinamies	dynamisk	ADJ;NOM	ADJ;PL
uitvinding	opfindelsen	uitvinding	opfindelse	N;SG	N;DEF;MASC+FEM;SG
uitvinding	opfindelse	uitvinding	opfindelse	N;SG	N;INDF;MASC+FEM;SG
moslem	muslimer	moslem	muslim	N;PL	N;INDF;MASC+FEM;PL
logiese	logisk	logies	logisk	ADJ;NOM	ADJ;INDF;SG
logiese	logiske	logies	logisk	ADJ;NOM	ADJ;PL
legendariese	legendariske	legendaries	legendarisk	ADJ;NOM	ADJ;PL
gene	gene	gene	gene	N;SG	N;INDF;MASC+FEM;SG
gene	gen	gene	gen	N;SG	N;INDF;NEUT;SG
belowe	lover	beloof	love	V;PRS	V;IND;PRS;FIN;ACT
busse	busser	busse	bus	N;PL	N;INDF;MASC+FEM;PL
busse	busserne	busse	bus	N;PL	N;DEF;MASC+FEM;PL
beskawings	civilisationer	beskawing	civilisation	N;PL	N;INDF;MASC+FEM;PL
uitgesluit	udelukke	uitsluit	udelukke	V;PST;V.PTCP	V;NFIN;ACT
uitgesluit	ekskluderet	uitsluit	ekskludere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
uitgesluit	udelukkede	uitsluit	udelukke	V;PST;V.PTCP	V;PL;PST;V.PTCP
uitgesluit	udelukket	uitsluit	udelukke	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
uitgesluit	undtaget	uitsluit	undtage	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
besienswaardighede	seværdigheder	besienswaardigheid	seværdighed	N;PL	N;INDF;MASC+FEM;PL
frekwensie	hyppighed	frekwensie	hyppighed	N;SG	N;INDF;MASC+FEM;SG
frekwensie	frekvens	frekwensie	frekve	N;SG	N;INDF;MASC+FEM;SG
agterkant	retur	agterkant	retur	N;SG	N;INDF;MASC+FEM;SG
agterkant	ryg	agterkant	ryg	N;SG	N;INDF;MASC+FEM;SG
oplossings	opløsninger	oplossing	opløsning	N;PL	N;INDF;MASC+FEM;PL
oplossings	løsninger	oplossing	løsning	N;PL	N;INDF;MASC+FEM;PL
keisers	kejsere	keiser	kejser	N;PL	N;INDF;MASC+FEM;PL
mesopotamië	mesopotamien	mesopotamië	mesopotami	N;SG	N;DEF;MASC+FEM;SG
victoriaanse	victoriansk	victoriaans	victoriansk	ADJ;NOM	ADJ;INDF;SG
uitgevind	opfundet	uitvind	opfinde	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
uitgevind	opfandt	uitvind	opfinde	V;PST;V.PTCP	V;IND;PST;FIN;ACT
aangegaan	afholdte	aangaan	afholde	V;PST;V.PTCP	V;PL;PST;V.PTCP
aangegaan	pådraget	aangaan	pådrage	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
lyste	lister	lyste	liste	N;PL	N;INDF;MASC+FEM;PL
lyste	fortegnelser	lyste	fortegnelse	N;PL	N;INDF;MASC+FEM;PL
verhit	opvarmer	verhit	opvarme	V;PRS	V;IND;PRS;FIN;ACT
verlof	orlov	verlof	orlov	N;SG	N;INDF;MASC+FEM;SG
konsepte	kladder	konsepte	kladde	N;PL	N;INDF;MASC+FEM;PL
konsepte	koncepter	konsepte	koncept	N;PL	N;INDF;MASC+FEM;PL
konsepte	begreberne	konsepte	begreb	N;PL	N;DEF;NEUT;PL
konsepte	begreber	konsepte	begreb	N;PL	N;INDF;NEUT;PL
bekendstelling	introduktion	bekendstelling	introduktion	N;SG	N;INDF;MASC+FEM;SG
bekendstelling	indledning	bekendstelling	indledning	N;SG	N;INDF;MASC+FEM;SG
bekendstelling	introduktion	bekendstelling	introduktion	N;SG	N;INDF;MASC+FEM;SG
bekendstelling	intro	bekendstelling	intro	N;SG	N;INDF;MASC+FEM;SG
verlaag	sænk	verlaag	sænk	V;PRS	V;IMP
spreker	højtaler	spreker	højtale	N;SG	N;INDF;MASC+FEM;SG
spreker	højttaler	spreker	højttale	N;SG	N;INDF;MASC+FEM;SG
stasies	stationer	stasie	station	N;PL	N;INDF;MASC+FEM;PL
stasies	stationerne	stasie	station	N;PL	N;DEF;MASC+FEM;PL
skepper	opretter	skepper	oprette	V;PRS	V;IND;PRS;FIN;ACT
skepper	skaber	skepper	skabe	V;PRS	V;IND;PRS;FIN;ACT
databasis	databasen	databasis	databas	N;SG	N;DEF;MASC+FEM;SG
databasis	database	databasis	database	N;SG	N;INDF;MASC+FEM;SG
herinnering	minde	herinnering	minde	N;SG	N;INDF;NEUT;SG
herinnering	erindring	herinnering	erindring	N;SG	N;INDF;MASC+FEM;SG
herinnering	hukommelse	herinnering	hukommelse	N;SG	N;INDF;MASC+FEM;SG
herinnering	hukommelsen	herinnering	hukommelse	N;SG	N;DEF;MASC+FEM;SG
fisieke	fysiske	fisiek	fysisk	ADJ;NOM	ADJ;PL
klippe	klipper	klip	klippe	N;PL	N;INDF;MASC+FEM;PL
vergelykings	sammenligninger	vergelyking	sammenligning	N;PL	N;INDF;MASC+FEM;PL
vergelykings	ligninger	vergelyking	ligning	N;PL	N;INDF;MASC+FEM;PL
politici	politikeres	politici	politikere	N;PL	N;GEN;INDF;MASC+FEM;PL
politici	politikere	politici	politiker	N;PL	N;INDF;MASC+FEM;PL
politici	politikerne	politici	politiker	N;PL	N;DEF;MASC+FEM;PL
ontwerper	designer	ontwerper	designe	N;SG	N;INDF;MASC+FEM;SG
tonele	scener	tonele	scene	N;PL	N;INDF;MASC+FEM;PL
kilogram	kg	kilogram	kilo	N;SG	N;INDF;NEUT;SG
kilogram	kilogram	kilogram	kilogram	N;SG	N;INDF;MASC+FEM;SG
alkohol	alkohol	alkohol	alkohol	N;SG	N;INDF;MASC+FEM;SG
sang	sang	sang	sang	N;SG	N;INDF;MASC+FEM;SG
herlewing	genoplivning	herlewing	genoplivning	N;SG	N;INDF;MASC+FEM;SG
melding	nævn	melding	nævn	N;SG	N;INDF;NEUT;SG
hoogland	højland	hoogland	højland	N;SG	N;INDF;NEUT;SG
room	creme	room	crem	N;SG	N;INDF;MASC+FEM;SG
room	fløde	room	flød	N;SG	N;INDF;MASC+FEM;SG
simboliseer	symboliserer	simboliseer	symbolisere	V;PRS	V;IND;PRS;FIN;ACT
aluminium	aluminium	aluminium	aluminium	N;SG	N;INDF;NEUT;SG
aluminium	aluminium	aluminium	aluminium	N;SG	N;INDF;NEUT;SG
verleng	udvide	verleng	udvide	V;PRS	V;NFIN;ACT
verleng	udvid	verleng	udvid	V;PRS	V;IMP
verleng	forlænger	verleng	forlænge	V;PRS	V;IND;PRS;FIN;ACT
uitbrei	udvide	uitbrei	udvide	V;PRS	V;NFIN;ACT
uitbrei	udvid	uitbrei	udvid	V;PRS	V;IMP
uitbrei	udvide	uitbrei	udvide	V;PRS	V;NFIN;ACT
uitbrei	udvid	uitbrei	udvid	V;PRS	V;IMP
uitbrei	forlænger	uitbrei	forlænge	V;PRS	V;IND;PRS;FIN;ACT
wesens	væsener	wesens	væsen	N;PL	N;INDF;MASC+FEM;PL
wesens	væsner	wesens	væsne	N;PL	N;INDF;MASC+FEM;PL
roetes	ruter	roete	ruter	N;PL	N;INDF;MASC+FEM;PL
roetes	ruterne	roete	rute	N;PL	N;DEF;MASC+FEM;PL
soewereiniteit	suveræniteten	soewereiniteit	suverænitet	N;SG	N;DEF;MASC+FEM;SG
soewereiniteit	suverænitet	soewereiniteit	suverænitet	N;SG	N;INDF;MASC+FEM;SG
springs	fjedre	spring	fjedre	N;PL	N;INDF;MASC+FEM;PL
tee	te	tee	te	N;SG	N;INDF;MASC+FEM;SG
gekombineer	kombineret	kombineer	kombinere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gekombineer	kombinerede	kombineer	kombinere	V;PST;V.PTCP	V;PL;PST;V.PTCP
restaurant	restaurant	restaurant	restaurant	N;SG	N;INDF;MASC+FEM;SG
teruggetrek	tilbagekaldt	teruggetrek	tilbagekaldt	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
teruggetrek	inddraget	teruggetrek	inddrage	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
intelligensie	efterretning	intelligensie	efterretning	N;SG	N;INDF;MASC+FEM;SG
intelligensie	intelligens	intelligensie	intellig	N;SG	N;GEN;INDF;MASC+FEM;SG
intelligensie	efterretningstjenesten	intelligensie	efterretningstjeneste	N;SG	N;DEF;MASC+FEM;SG
intelligensie	efterretningstjeneste	intelligensie	efterretningstjeneste	N;SG	N;INDF;MASC+FEM;SG
bekragtig	validere	bekragtig	validere	V;PRS	V;NFIN;ACT
sleg	dårligt	sleg	dårligt	ADV	ADV
outomatiese	automatiske	outomaties	automatisk	ADJ;NOM	ADJ;PL
outomatiese	automatisk	outomaties	automatisk	ADJ;NOM	ADJ;INDF;SG
aksies	handlinger	aksie	handling	N;PL	N;INDF;MASC+FEM;PL
aksies	foranstaltninger	aksie	foranstaltning	N;PL	N;INDF;MASC+FEM;PL
aksies	aktioner	aksie	aktion	N;PL	N;INDF;MASC+FEM;PL
datums	datoer	datum	datoer	N;PL	N;INDF;MASC+FEM;PL
datums	dadler	datum	dadle	N;PL	N;INDF;MASC+FEM;PL
fabriek	fabrik	fabriek	fabrik	N;SG	N;INDF;MASC+FEM;SG
binneste	søskende	binneste	søskende	N;PL	N;INDF;MASC+FEM;PL
onderwêreld	underverden	onderwêreld	underverden	N;SG	N;INDF;MASC+FEM;SG
vervaardigers	producenter	vervaardiger	producent	N;PL	N;INDF;MASC+FEM;PL
vervaardigers	producenterne	vervaardiger	producent	N;PL	N;DEF;MASC+FEM;PL
voortdurende	igangværende	voortdurend	igangværende	ADJ;NOM	ADJ
voortdurende	løbende	voortdurend	løbende	ADJ;NOM	ADJ
hipotese	hypotese	hipotees	hypotes	N;SG	N;INDF;MASC+FEM;SG
perse	persere	pers	persere	N;PL	N;INDF;MASC+FEM;PL
vaardighede	kvalifikationer	vaardigheid	kvalifikation	N;PL	N;INDF;MASC+FEM;PL
vaardighede	færdigheder	vaardigheid	færdighed	N;PL	N;INDF;MASC+FEM;PL
neiging	trend	neiging	trend	N;SG	N;INDF;MASC+FEM;SG
neiging	tendens	neiging	tendens	N;SG	N;INDF;MASC+FEM;SG
fundamentele	fundamentale	fundamenteel	fundamentale	ADJ;NOM	ADJ;PL
fundamentele	fundamental	fundamenteel	fundamental	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
fundamentele	grundlæggende	fundamenteel	grundlæggende	ADJ;NOM	ADJ
ontbreek	manglende	ontbreek	mangle	V;PRS	V;PRS;V.PTCP
ontbreek	mangler	ontbreek	mangle	V;PRS	V;IND;PRS;FIN;ACT
ontbreek	savner	ontbreek	savne	V;PRS	V;IND;PRS;FIN;ACT
regterkant	ret	regterkant	ret	N;SG	N;INDF;MASC+FEM;SG
essays	stile	essays	stile	N;PL	N;INDF;MASC+FEM;PL
wisselwerking	vekselvirkning	wisselwerking	vekselvirkning	N;SG	N;INDF;MASC+FEM;SG
wisselwerking	interaktion	wisselwerking	interaktion	N;SG	N;INDF;MASC+FEM;SG
wisselwerking	samspil	wisselwerking	samspil	N;SG	N;INDF;NEUT;SG
elementêre	elementær	elementêre	elementær	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
elementêre	elementært	elementêre	elementært	ADJ;NOM	ADJ;INDF;NEUT;SG
elementêre	elementære	elementêre	elementær	ADJ;NOM	ADJ;PL
aspek	aspektet	aspek	aspekte	N;SG	N;DEF;NEUT;SG
aspek	aspekt	aspek	aspekt	N;SG	N;INDF;NEUT;SG
senator	senator	senator	senator	N;SG	N;INDF;MASC+FEM;SG
senator	senatoren	senator	senator	N;SG	N;DEF;MASC+FEM;SG
vreedsame	fredelige	vreedsaam	fredelig	ADJ;NOM	ADJ;PL
vreedsame	fredfyldt	vreedsaam	fredfylde	ADJ;NOM	ADJ;INDF;SG
vreedsame	fredelig	vreedsaam	fredelig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
vreedsame	fredeligt	vreedsaam	fredelig	ADJ;NOM	ADJ;INDF;NEUT;SG
lughawens	lufthavne	lughawens	lufthavne	N;PL	N;INDF;MASC+FEM;PL
lughawens	lufthavnene	lughawens	lufthavn	N;PL	N;DEF;NEUT;PL
bed	sengen	bed	seng	N;SG	N;DEF;MASC+FEM;SG
bed	seng	bed	seng	N;SG	N;INDF;MASC+FEM;SG
besigheid	møde	besigheid	møde	N;SG	N;INDF;NEUT;SG
