een	egy	een	egy	DET;INDF	DET;INDF
klanten	ügyfelek	klant	ügyfel	N;PL	N;NOM;PL
klanten	vásárlók	klant	vásárló	N;PL	N;NOM;PL
klanten	vendégek	klant	vendég	N;PL	N;NOM;PL
klanten	vevők	klant	vevő	N;PL	N;NOM;PL
klanten	fogyasztók	klant	fogyasztó	N;PL	N;NOM;PL
klanten	ügyfelek	klant	ügyfel	N;PL	N;NOM;PL
klanten	kliensek	klant	kliens	N;PL	N;NOM;PL
ontdekken	felfedezni	ontdekken	felfedez	V;NFIN	V;NFIN;ACT
ontdekken	felfedezni	ontdekken	felfedez	V;NFIN	V;NFIN;ACT
fall	esés	fall	esés	N;MASC+FEM;SG	N;NOM;SG
fall	zuhanás	fall	zuhanás	N;MASC+FEM;SG	N;NOM;SG
hoeveelheden	mennyiségek	hoeveelheid	mennyiség	N;PL	N;NOM;PL
alain	alain	alain	alain	N;MASC+FEM;SG	N;NOM;SG
skelet	csontváz	skelet	csontváz	N;NEUT;SG	N;NOM;SG
skelet	csontváz	skelet	csontváz	N;NEUT;SG	N;NOM;SG
overtuigen	meggyőzni	overtuigen	meggyőz	V;NFIN	V;NFIN;ACT
overtuigen	meggyőzni	overtuigen	meggyőz	V;NFIN	V;NFIN;ACT
voltooide	befejeződött	voltooien	befejeződik	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
voltooide	elkészült	voltooien	elkészült	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
voltooide	befejezett	voltooien	befejezett	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
muzikanten	zenészek	muzikant	zenész	N;PL	N;NOM;PL
eigenschap	ingatlan	eigenschap	ingatlan	N;MASC+FEM;SG	N;NOM;SG
eigenschap	tulajdonság	eigenschap	tulajdonság	N;MASC+FEM;SG	N;NOM;SG
gebroeders	testvérek	gebroeder	testvér	N;PL	N;NOM;PL
verticale	függőlegesen	verticaal	függőleges	ADJ	ADJ;FRML;SG
reageert	reagál	reageren	reagál	V;SG;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
amateurs	amatőrök	amateur	amatőr	N;PL	N;NOM;PL
amateurs	amatőrök	amateur	amatőr	N;PL	N;NOM;PL
vereist	igényli	vereisen	igényli	V;V.PTCP	V;DEF;IND;SG;3;PRS;FIN;ACT
vereist	megköveteli	vereisen	megköveteli	V;V.PTCP	V;DEF;IND;SG;3;PRS;FIN;ACT
helena	helen	helena	hél	N;MASC+FEM;SG	N;NOM;SG
soortgelijke	hasonló	soortgelijk	hasonló	ADJ	ADJ;NOM;SG
soortgelijke	hasonlóak	soortgelijk	hasonló	ADJ	ADJ;NOM;PL
prooi	zsákmány	prooi	zsákmány	N;MASC+FEM;SG	N;NOM;SG
prooi	préda	prooi	préda	N;MASC+FEM;SG	N;NOM;SG
vertalingen	fordítások	vertaling	fordítás	N;PL	N;NOM;PL
geregistreerd	bejegyzett	registreren	bejegyzett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
geregistreerd	regisztrált	registreren	regisztrált	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
geregistreerd	nyilvántartott	registreren	nyilvántartott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
geregistreerd	rögzített	registreren	rögzített	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
geregistreerd	regisztrált	registreren	regisztrált	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
geregistreerd	nyilvántartott	registreren	nyilvántartott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
torens	tornyok	torens	torny	N;PL	N;NOM;PL
vullen	töltsd	vullen	töltsd	V;NFIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
draak	sárkány	draak	sárkány	N;MASC+FEM;SG	N;NOM;SG
ontbonden	oldott	ontbinden	old	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ontbonden	feloszlott	ontbinden	feloszlott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
exclusief	zártkörű	exclusief	zártkörű	ADJ	ADJ;NOM;SG
exclusief	kizárólagos	exclusief	kizárólagos	ADJ	ADJ;NOM;SG
pijn	fájdalmat	pijn	fájdalom	N;MASC+FEM;SG	N;ACC;SG
pijn	fájdalom	pijn	fájdalom	N;MASC+FEM;SG	N;NOM;SG
gered	megmentett	redden	megmentett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gered	mentett	redden	mentett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gered	megmentette	redden	megment	V;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
gered	mentett	redden	mentett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
dean	dékán	dean	dékán	N;MASC+FEM;SG	N;NOM;SG
opgelegd	kivetett	opleggen	kivet	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
veronica	veronica	veronicaan	veronica	N;MASC+FEM;SG	N;NOM;SG
level	szint	level	szint	N;NEUT;SG	N;NOM;SG
som	összeg	som	összeg	N;MASC+FEM;SG	N;NOM;SG
opgepakt	letartóztatott	oppakken	letartóztatott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
opgepakt	letartóztatták	oppakken	le+tartózik	V;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
galerie	galéria	galerie	galéria	N;MASC+FEM;SG	N;NOM;SG
galerie	galériában	galerie	galéria	N;MASC+FEM;SG	N;IN+ESS;SG
regeling	séma	regeling	séma	N;MASC+FEM;SG	N;NOM;SG
regeling	megállapodás	regeling	megállapodás	N;MASC+FEM;SG	N;NOM;SG
regeling	elrendezés	regeling	elrendezés	N;MASC+FEM;SG	N;NOM;SG
regeling	elrendezése	regeling	elrendezés	N;MASC+FEM;SG	N;NOM;SG
poes	cica	poes	cica	N;MASC+FEM;SG	N;NOM;SG
poes	cica	poes	cica	N;MASC+FEM;SG	N;NOM;SG
poes	macska	poes	macska	N;MASC+FEM;SG	N;NOM;SG
kruising	kereszteződés	kruising	kereszteződés	N;MASC+FEM;SG	N;NOM;SG
wal	partra	wal	partra	N;MASC+FEM;SG	N;ON+ALL;SG
musicus	zenész	musicus	zenész	N;MASC+FEM;SG	N;NOM;SG
ballet	balett	ballet	balett	N;NEUT;SG	N;NOM;SG
architecten	építészek	architect	építész	N;PL	N;NOM;PL
catherine	katalin	catherine	katalin	N;MASC+FEM;SG	N;NOM;SG
catherine	catherine	catherine	catherine	N;MASC+FEM;SG	N;NOM;SG
nest	alom	nest	alom	N;NEUT;SG	N;NOM;SG
nest	fészket	nest	fészket	N;NEUT;SG	N;ACC;SG
nest	fészek	nest	fész	N;NEUT;SG	N;NOM;SG
nadeel	hátrány	nadeel	hátrány	N;NEUT;SG	N;NOM;SG
nadeel	hátránya	nadeel	hátrány	N;NEUT;SG	N;NOM;SG
nadeel	hátrány	nadeel	hátrány	N;NEUT;SG	N;NOM;SG
stage	gyakornoki	stage	gyakornoki	N;MASC+FEM;SG	N;NOM;SG
stage	gyakorlat	stage	gyakorlat	N;MASC+FEM;SG	N;NOM;SG
beschermde	védett	beschermen	védett	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
bereikbaar	elérhető	bereikbaar	elérhető	ADJ	ADJ;NOM;SG
bereikbaar	hozzáférhető	bereikbaar	hozzáférhető	ADJ	ADJ;NOM;SG
bereikbaar	megközelíthető	bereikbaar	megközelíthető	ADJ	ADJ;NOM;SG
verschillend	eltérő	verschillend	eltérő	ADJ	ADJ;NOM;SG
gemeld	jelentett	melden	jelent	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gemeld	bejelentett	melden	bejelent	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
extreme	szélsőséges	extreem	szélsőséges	ADJ	ADJ;NOM;SG
gooien	dob	gooien	dob	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
gooien	dobd	gooien	dobd	V;NFIN	V;DEF;IMP;SG;2;PRS;FIN;ACT
ingeschreven	bejegyzett	inschrijven	bejegyzett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ingeschreven	regisztrált	inschrijven	regisztrált	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ingeschreven	nyilvántartott	inschrijven	nyilvántartott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ingeschreven	jegyzett	inschrijven	jegyzett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ingeschreven	beiratkozott	inschrijven	beiratkozott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
vergroot	kibővített	vergroten	kibővít	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
factoren	tényezők	factor	tényező	N;PL	N;NOM;PL
lessen	órák	les	óra	N;PL	N;NOM;PL
lessen	osztályok	les	osztály	N;PL	N;NOM;PL
garde	őr	gard	őr	N;MASC+FEM;SG	N;NOM;SG
strips	képregények	strip	képregény	N;PL	N;NOM;PL
strips	képregényeket	strip	képregény	N;PL	N;ACC;PL
bloem	virág	bloem	virág	N;MASC+FEM;SG	N;NOM;SG
samenvoegen	egyesülni	samenvoegen	egyesül	V;NFIN	V;NFIN;ACT
uitzicht	megtekintés	uitzicht	megtekintés	N;NEUT;SG	N;NOM;SG
uitzicht	kilátás	uitzicht	kilátás	N;NEUT;SG	N;NOM;SG
uitzicht	nézet	uitzicht	néz	N;NEUT;SG	N;NOM;SG
gemeentelijk	önkormányzati	gemeentelijk	önkormányzati	ADJ	ADJ;NOM;SG
secundaire	másodlagos	secundair	másodlagos	ADJ	ADJ;NOM;SG
vulkaan	vulkán	vulkaan	vulkán	N;MASC+FEM;SG	N;NOM;SG
consul	konzul	consul	konzul	N;MASC+FEM;SG	N;NOM;SG
reizigers	utazók	reiziger	utazó	N;PL	N;NOM;PL
reizigers	utazók	reiziger	utazó	N;PL	N;NOM;PL
reizigers	utasok	reiziger	utas	N;PL	N;NOM;PL
reizigers	utasok	reiziger	utas	N;PL	N;NOM;PL
toelichting	kommentár	toelichting	kommentár	N;MASC+FEM;SG	N;NOM;SG
toelichting	jegyzet	toelichting	jegyzet	N;MASC+FEM;SG	N;NOM;SG
toelichting	magyarázat	toelichting	magyarázat	N;MASC+FEM;SG	N;NOM;SG
toelichting	magyarázatot	toelichting	magyarázat	N;MASC+FEM;SG	N;ACC;SG
parken	parkok	park	park	N;PL	N;NOM;PL
ballingschap	száműzetés	ballingschap	száműzetés	N;MASC+FEM;SG	N;NOM;SG
avenue	sugárút	avenue	sugárú	N;MASC+FEM;SG	N;NOM;SG
boekje	füzet	boek	fűz	N;NEUT;SG	N;NOM;SG
situaties	helyzetekben	situatie	helyzet	N;PL	N;IN+ESS;PL
situaties	helyzetek	situatie	helyzet	N;PL	N;NOM;PL
fenomeen	jelenség	fenomeen	jelenség	N;NEUT;SG	N;NOM;SG
fenomeen	jelenség	fenomeen	jelenség	N;NEUT;SG	N;NOM;SG
class	óra	class	óra	N;MASC+FEM;SG	N;NOM;SG
class	osztály	class	osztály	N;MASC+FEM;SG	N;NOM;SG
alfabet	ábécé	alfabet	ábéc	N;NEUT;SG	N;NOM;SG
geschilderd	festett	schilderen	festett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
geschilderd	festette	schilderen	fest	V;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
wetenschapper	tudós	wetenschapper	tudós	N;MASC+FEM;SG	N;NOM;SG
geschonken	adományozott	schenken	adományozott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
behandelen	kezelni	behandelen	kezel	V;NFIN	V;NFIN;ACT
behandelen	kezeljük	behandelen	kezel	V;NFIN	V;DEF;IND;PL;1;PRS;FIN;ACT
snelweg	autópálya	snelweg	autópály	N;MASC+FEM;SG	N;NOM;SG
snelweg	főút	snelweg	főú	N;MASC+FEM;SG	N;NOM;SG
snelweg	országút	snelweg	országú	N;MASC+FEM;SG	N;NOM;SG
snelweg	autópálya	snelweg	autópály	N;MASC+FEM;SG	N;NOM;SG
magic	varázs	magic	varázs	N;MASC+FEM;SG	N;NOM;SG
magic	varázslat	magic	varázslat	N;MASC+FEM;SG	N;NOM;SG
magic	mágia	magic	mágia	N;MASC+FEM;SG	N;NOM;SG
broadway	broadway	broadway	broadway	N;NEUT;SG	N;NOM;SG
girls	csajok	girls	csajok	N;PL	N;NOM;PL
girls	lányok	girls	lány	N;PL	N;NOM;PL
aanwijzingen	nyomok	aanwijzing	nyom	N;PL	N;NOM;PL
aanwijzingen	nyomokat	aanwijzing	nyom	N;PL	N;ACC;PL
empire	birodalom	empire	birodalom	N;MASC+FEM;SG	N;NOM;SG
susan	susant	susan	susant	N;MASC+FEM;SG	N;ACC;SG
susan	susan	susan	susan	N;MASC+FEM;SG	N;NOM;SG
protest	tiltakozás	protest	tiltakozás	N;NEUT;SG	N;NOM;SG
protest	tüntetés	protest	tüntetés	N;NEUT;SG	N;NOM;SG
protest	tiltakozás	protest	tiltakozás	N;NEUT;SG	N;NOM;SG
computers	számítógépek	computer	számítógép	N;PL	N;NOM;PL
opdrachten	parancsok	opdracht	parancsok	N;PL	N;NOM;PL
broek	nadrág	broek	nadrág	N;MASC+FEM;SG	N;NOM;SG
broek	nadrágot	broek	nadrág	N;MASC+FEM;SG	N;ACC;SG
broek	nadrág	broek	nadrág	N;MASC+FEM;SG	N;NOM;SG
broek	gatya	broek	gatya	N;MASC+FEM;SG	N;NOM;SG
attractie	vonzalom	attractie	vonzalom	N;MASC+FEM;SG	N;NOM;SG
artillerie	tüzérség	artillerie	tüzérség	N;MASC+FEM;SG	N;NOM;SG
locomotieven	mozdonyok	locomotief	mozdony	N;PL	N;NOM;PL
vak	láda	vak	lád	N;NEUT;SG	N;NOM;SG
vak	doboz	vak	doboz	N;NEUT;SG	N;NOM;SG
overleven	túlélni	overleven	túlél	V;NFIN	V;NFIN;ACT
overleven	túlélni	overleven	túlél	V;NFIN	V;NFIN;ACT
musici	zenészek	musicus	zenész	N;PL	N;NOM;PL
maten	méretek	maten	méret	N;PL	N;NOM;PL
afdelingen	körzetek	afdeling	körzet	N;PL	N;NOM;PL
afdelingen	osztályok	afdeling	osztály	N;PL	N;NOM;PL
afdelingen	szakaszok	afdeling	szakasz	N;PL	N;NOM;PL
afdelingen	osztályok	afdeling	osztály	N;PL	N;NOM;PL
inspiratie	inspiráció	inspiratie	inspiráció	N;MASC+FEM;SG	N;NOM;SG
betrouwbare	megbízható	betrouwbaar	megbízható	ADJ	ADJ;NOM;SG
betrouwbare	megbízhatóak	betrouwbaar	meg+bízikó	ADJ	ADJ;NOM;PL
shanghai	shanghai	shanghai	shanghai	N;MASC+FEM;SG	N;NOM;SG
constantijn	constantine	constantijn	constantine	N;MASC+FEM;SG	N;NOM;SG
frame	keret	frame	kér	N;MASC+FEM;SG	N;NOM;SG
vriendschap	barátság	vriendschap	barátság	N;MASC+FEM;SG	N;NOM;SG
gelopen	sétált	lopen	sétál	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
cavalerie	lovasság	cavalerie	lovasság	N;MASC+FEM;SG	N;NOM;SG
cavalerie	golgota	cavalerie	golgot	N;MASC+FEM;SG	N;NOM;SG
drinken	iszik	drinken	iszik	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
drinken	inni	drinken	isz	V;NFIN	V;NFIN;ACT
drinken	iszom	drinken	iszom	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
drinken	igyál	drinken	igyál	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
korps	hadtest	korps	hadtest	N;NEUT;SG	N;NOM;SG
korps	alakulat	korps	alakulat	N;NEUT;SG	N;NOM;SG
sedert	óta	sedert	óta	ADP	ADP
ridders	lovagok	ridders	lovag	N;PL	N;NOM;PL
voetballers	focisták	voetballer	focista	N;PL	N;NOM;PL
progressieve	fokozatos	progressief	fokozatos	ADJ	ADJ;NOM;SG
geconsulteerd	konzultált	consulteren	konzultált	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
telefoon	telefon	telefoon	telef	N;MASC+FEM;SG	N;NOM;SG
telefoon	telefont	telefoon	telefont	N;MASC+FEM;SG	N;ACC;SG
telefoon	telefonszám	telefoon	telefonszám	N;MASC+FEM;SG	N;NOM;SG
telefoon	telefon	telefoon	telef	N;MASC+FEM;SG	N;NOM;SG
constantinopel	konstantinápoly	constantinopel	konstantinápoly	N;MASC+FEM;SG	N;NOM;SG
voice	hangja	voic	hang	N;MASC+FEM;SG	N;NOM;SG
voice	hang	voic	hang	N;MASC+FEM;SG	N;NOM;SG
afwezigheid	hiányában	afwezigheid	hiány	N;MASC+FEM;SG	N;IN+ESS;SG
afwezigheid	távollét	afwezigheid	távollét	N;MASC+FEM;SG	N;NOM;SG
burgerlijke	polgári	burgerlijk	polgári	ADJ	ADJ;NOM;SG
getuigen	tanúk	getuige	tanúk	N;PL	N;NOM;PL
getuigen	szemtanúk	getuige	szemtanú	N;PL	N;NOM;PL
beatrix	beatrix	beatrix	beatrix	N;MASC+FEM;SG	N;NOM;SG
voorzijde	eleje	voorzijde	eleje	N;MASC+FEM;SG	N;NOM;SG
verzamelde	beszedett	verzamelen	beszedett	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
verzamelde	begyűjtött	verzamelen	begyűjtött	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
verzamelde	összeszedett	verzamelen	összeszedett	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
verzamelde	összegyűjtött	verzamelen	összegyűjtött	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
verzamelde	gyűjtött	verzamelen	gyűjt	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
verzamelde	összegyűlt	verzamelen	összegyűlt	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
verzamelde	összegyűjtött	verzamelen	összegyűjtött	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
goedgekeurd	engedélyezett	goedkeuren	engedélyezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
goedgekeurd	jóváhagyott	goedkeuren	jóváhagyott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
goedgekeurd	elfogadott	goedkeuren	el+fogadott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
server	szerver	server	szerver	N;MASC+FEM;SG	N;NOM;SG
sub	tengeralattjáró	sub	tengeralattjáró	N;MASC+FEM;SG	N;NOM;SG
schilderkunst	festés	schilderkunst	festés	N;MASC+FEM;SG	N;NOM;SG
schilderkunst	festmény	schilderkunst	festmény	N;MASC+FEM;SG	N;NOM;SG
biologie	biológia	biologie	biológia	N;MASC+FEM;SG	N;NOM;SG
fluit	sípot	fluit	síp	N;MASC+FEM;SG	N;ACC;SG
fluit	síp	fluit	síp	N;MASC+FEM;SG	N;NOM;SG
fluit	fuvola	fluit	fuvola	N;MASC+FEM;SG	N;NOM;SG
effectief	hatékonyan	effectief	hatékony	ADJ	ADJ;FRML;SG
effectief	eredményesen	effectief	eredményes	ADJ	ADJ;FRML;SG
effectief	eredményes	effectief	eredményes	ADJ	ADJ;NOM;SG
boeing	boeing	boeing	boeing	N;MASC+FEM;SG	N;NOM;SG
gegeten	megette	eten	megette	V;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
gegeten	evett	eten	evett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gegeten	ettem	eten	ez	V;V.PTCP	V;INDF;IND;SG;1;PST;FIN;ACT
gegeten	megették	eten	meg+esz	V;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
gegeten	evett	eten	evett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gegeten	ettem	eten	ez	V;V.PTCP	V;INDF;IND;SG;1;PST;FIN;ACT
landing	landolás	landing	landolás	N;MASC+FEM;SG	N;NOM;SG
landing	leszállás	landing	leszállás	N;MASC+FEM;SG	N;NOM;SG
onderschrift	felirat	onderschrift	felirat	N;NEUT;SG	N;NOM;SG
lidmaatschap	tagság	lidmaatschap	tagság	N;NEUT;SG	N;NOM;SG
gras	füvet	gras	füv	N;NEUT;SG	N;ACC;SG
resulteerde	eredményezett	resulteren	eredményezett	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
resulteerde	eredményezte	resulteren	eredményez	V;SG;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
boog	ív	boog	ív	N;MASC+FEM;SG	N;NOM;SG
boog	íj	boog	íj	N;MASC+FEM;SG	N;NOM;SG
brandstof	tüzelőanyag	brandstof	tüzelőanyag	N;MASC+FEM;SG	N;NOM;SG
brandstof	üzemanyag	brandstof	üzemanyag	N;MASC+FEM;SG	N;NOM;SG
shakespeare	shakespeare	shakespeaar	shakespeare	N;MASC+FEM;SG	N;NOM;SG
keel	torok	keel	torok	N;MASC+FEM;SG	N;NOM;SG
keel	torkát	keel	torka	N;MASC+FEM;SG	N;ACC;SG
alcohol	alkoholos	alcohol	alkoholos	N;MASC+FEM;SG	N;NOM;SG
alcohol	alkoholt	alcohol	alkoholt	N;MASC+FEM;SG	N;ACC;SG
alcohol	alkohol	alcohol	alkohol	N;MASC+FEM;SG	N;NOM;SG
sevilla	sevilla	sevilla	sevilla	N;MASC+FEM;SG	N;NOM;SG
kunstwerk	műalkotás	kunstwerk	műalkotás	N;NEUT;SG	N;NOM;SG
glazen	poharak	glas	pohar	N;PL	N;NOM;PL
kwart	negyedév	kwart	negyedév	N;NEUT;SG	N;NOM;SG
oppositie	ellenzék	oppositie	ellenzék	N;MASC+FEM;SG	N;NOM;SG
frequentie	frekvencia	frequentie	frekvencia	N;MASC+FEM;SG	N;NOM;SG
frequentie	gyakoriság	frequentie	gyakoriság	N;MASC+FEM;SG	N;NOM;SG
frequentie	gyakorisága	frequentie	gyakoriság	N;MASC+FEM;SG	N;NOM;SG
frequentie	gyakoriság	frequentie	gyakoriság	N;MASC+FEM;SG	N;NOM;SG
tellen	számolom	tellen	számol	V;NFIN	V;DEF;IND;SG;1;PRS;FIN;ACT
tellen	számol	tellen	számol	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
tellen	számít	tellen	számít	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
introduceerde	bevezetett	introduceren	bevezetett	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
introduceerde	bemutatott	introduceren	bemutatott	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
tsjechisch	cseh	tsjechisch	cseh	ADJ	ADJ;NOM;SG
produceert	termel	produceren	termel	V;SG;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
burger	hamburger	burger	hamburger	N;MASC+FEM;SG	N;NOM;SG
burger	állampolgár	burger	állampolgár	N;MASC+FEM;SG	N;NOM;SG
wateren	vizei	wateren	viz	N;PL	N;NOM;PL
wateren	vizek	wateren	víz	N;PL	N;NOM;PL
toronto	toronto	toronto	toronto	N;NEUT;SG	N;NOM;SG
beperken	korlátozzák	beperken	korlátoz	V;NFIN	V;DEF;IND;PL;3;PRS;FIN;ACT
vluchtelingen	menekültek	vluchteling	menekült	N;PL	N;NOM;PL
getuige	szemtanú	getuige	szemtanú	N;MASC+FEM;SG	N;NOM;SG
getuige	tanú	getuige	tanú	N;MASC+FEM;SG	N;NOM;SG
zoogdier	emlős	zoogdier	emlős	N;NEUT;SG	N;NOM;SG
rijen	sorok	rij	sor	N;PL	N;NOM;PL
heerser	uralkodó	heerser	uralkodó	N;MASC+FEM;SG	N;NOM;SG
mecklenburg	mecklenburg	mecklenburg	mecklenburg	N;MASC+FEM;SG	N;NOM;SG
klas	óra	klas	óra	N;MASC+FEM;SG	N;NOM;SG
klas	osztály	klas	osztály	N;MASC+FEM;SG	N;NOM;SG
fair	tisztességes	fair	tisztességes	ADJ	ADJ;NOM;SG
industrieel	ipari	industrieel	ipari	ADJ	ADJ;NOM;SG
massachusetts	massachusetts	massachusetts	massachusetts	N;NEUT;SG	N;NOM;SG
organismen	szervezetek	organisme	szervezet	N;PL	N;NOM;PL
organismen	élőlények	organisme	élőlény	N;PL	N;NOM;PL
orkaan	hurrikán	orkaan	hurrika	N;MASC+FEM;SG	N;ON+ESS;SG
nico	nico	nico	nico	N;MASC+FEM;SG	N;NOM;SG
praktisch	gyakorlati	praktisch	gyakorlati	ADJ	ADJ;NOM;SG
praktisch	praktikus	praktisch	praktikus	ADJ	ADJ;NOM;SG
praktisch	gyakorlatilag	praktisch	gyakorlati	ADJ	ADJ;FRML;SG
buren	szomszédok	buur	szomszéd	N;PL	N;NOM;PL
buren	szomszédokkal	buur	szomszéd	N;PL	N;INS;PL
buren	szomszédok	buur	szomszéd	N;PL	N;NOM;PL
verbannen	tiltott	verbannen	tilt	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verbannen	száműzték	verbannen	száműzik	V;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
verbannen	száműzött	verbannen	száműzött	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verbannen	száműzött	verbannen	száműzött	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ram	kos	ram	kos	N;MASC+FEM;SG	N;NOM;SG
ram	ram	ram	ram	N;MASC+FEM;SG	N;NOM;SG
korter	rövidebb	kort	rövid	ADJ;CMPR	ADJ;NOM;CMPR;SG
oren	fülek	oor	fül	N;PL	N;NOM;PL
aardbeving	földrengés	aardbeving	földrengés	N;MASC+FEM;SG	N;NOM;SG
klokken	órák	klok	óra	N;PL	N;NOM;PL
klokken	harangok	klok	harang	N;PL	N;NOM;PL
kritisch	kritikusan	kritisch	kritikus	ADJ	ADJ;FRML;SG
holes	lyukak	holes	lyuk	N;PL	N;NOM;PL
geïnstalleerd	beépített	installeren	beépített	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
geïnstalleerd	telepített	installeren	telepít	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
jennifer	jennifer	jennifer	jennifer	N;MASC+FEM;SG	N;NOM;SG
tower	torony	tower	torony	N;MASC+FEM;SG	N;NOM;SG
gevoelens	érzéseit	gevoel	érzés	N;PL	N;ACC;PL
gevoelens	érzések	gevoel	érzés	N;PL	N;NOM;PL
gevoelens	érzelmek	gevoel	érzelem	N;PL	N;NOM;PL
ziel	lélek	ziel	lélek	N;MASC+FEM;SG	N;NOM;SG
ziel	lelkem	ziel	lelk	N;MASC+FEM;SG	N;NOM;SG
nasa	nasa	nasa	nasa	N;MASC+FEM;SG	N;NOM;SG
makkelijker	könnyebb	makkelijk	könnyű	ADJ;CMPR	ADJ;NOM;CMPR;SG
makkelijker	egyszerűbb	makkelijk	egyszerű	ADJ;CMPR	ADJ;NOM;CMPR;SG
fan	ventilátor	fan	ventilátor	N;MASC+FEM;SG	N;NOM;SG
fan	fanni	fan	fanni	N;MASC+FEM;SG	N;NOM;SG
rijtuigen	kocsik	rijtuig	kocsik	N;PL	N;NOM;PL
competities	versenyek	competitie	verseny	N;PL	N;NOM;PL
elektriciteit	elektromosság	elektriciteit	elektromosság	N;MASC+FEM;SG	N;NOM;SG
elektriciteit	villamosenergia	elektriciteit	villamosenergia	N;MASC+FEM;SG	N;NOM;SG
beschuldigd	vádlott	beschuldigen	vádlik	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
beschuldigd	megvádolt	beschuldigen	meg+vádol	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
