رده	класс	رده	класс	N;SG	N;INAN;NOM;MASC;SG
یوونتوس	ювентус	یوونتوس	ювентус	N;SG	N;INAN;NOM;MASC;SG
سرقت	ограбление	سرقت	ограбление	N;SG	N;INAN;NOM;NEUT;SG
سرقت	ограбление	سرقت	ограбление	N;SG	N;INAN;NOM;NEUT;SG
سرقت	воровство	سرقت	воровство	N;SG	N;INAN;NOM;NEUT;SG
سرقت	кража	سرقت	кража	N;SG	N;INAN;NOM;FEM;SG
سرقت	ограбление	سرقت	ограбление	N;SG	N;INAN;NOM;NEUT;SG
سرقت	грабеж	سرقت	грабеж	N;SG	N;INAN;NOM;MASC;SG
انحلال	распад	None	распад	N;SG	N;INAN;NOM;MASC;SG
انحلال	распада	None	распад	N;SG	N;INAN;GEN;MASC;SG
آفرینش	создание	آفرینش	создание	N;SG	N;INAN;NOM;NEUT;SG
آفرینش	создания	آفرینش	создание	N;SG	N;INAN;GEN;NEUT;SG
آفرینش	сотворение	آفرینش	сотворение	N;SG	N;INAN;NOM;NEUT;SG
مرمت	восстановление	مرمت	восстановление	N;SG	N;INAN;NOM;NEUT;SG
مرمت	восстановления	مرمت	восстановление	N;SG	N;INAN;GEN;NEUT;SG
وزیری	министр	وزیری	министр	N;SG	N;ANIM;NOM;MASC;SG
وزیری	министра	وزیری	министр	N;SG	N;ANIM;ACC;MASC;SG
پوستی	кожи	پوستی	кожа	N;SG	N;INAN;GEN;FEM;SG
پوستی	кожа	پوستی	кожа	N;SG	N;INAN;NOM;FEM;SG
آجر	кирпич	آجر	кирпич	N;SG	N;INAN;NOM;MASC;SG
آجر	кирпич	آجر	кирпич	N;SG	N;INAN;NOM;MASC;SG
آجر	брик	آجر	брик	N;SG	N;INAN;NOM;FEM;SG
فانتزی	фантазия	فانتزی	фантазия	N;SG	N;INAN;NOM;FEM;SG
رأس	вершину	رأس	вершина	N;SG	N;INAN;ACC;FEM;SG
رأس	вершина	رأس	вершина	N;SG	N;INAN;NOM;FEM;SG
امضاء	знак	امضاء	знак	N;SG	N;INAN;NOM;MASC;SG
ناوگان	армада	ناوه	армада	N;SG	N;INAN;NOM;FEM;SG
ناوگان	флота	ناوه	флот	N;SG	N;INAN;GEN;MASC;SG
ناوگان	флот	ناوه	флот	N;SG	N;INAN;NOM;MASC;SG
نوبت	очередь	نوبت	очередь	N;SG	N;INAN;NOM;FEM;SG
نوبت	поворот	نوبت	поворот	N;SG	N;INAN;NOM;MASC;SG
پیچیدگی	сложность	پیچیدگی	сложность	N;SG	N;INAN;NOM;FEM;SG
پیچیدگی	осложнение	پیچیدگی	осложнение	N;SG	N;INAN;NOM;NEUT;SG
له	лес	له	лес	N;SG	N;INAN;NOM;MASC;SG
تونل	тоннель	None	тоннель	N;SG	N;INAN;NOM;MASC;SG
تونل	туннель	None	тоннель	N;SG	N;INAN;NOM;MASC;SG
افزون	избыток	افزون	избыток	N;SG	N;INAN;NOM;MASC;SG
کین	кейн	کین	кейн	N;SG	N;ANIM;NOM;MASC;SG
کلسیم	кальция	None	кальций	N;SG	N;INAN;NOM;MASC;SG
مهار	контроля	مهار	контроль	N;SG	N;INAN;GEN;MASC;SG
مهار	контроль	مهار	контроль	N;SG	N;INAN;NOM;MASC;SG
مهار	управление	مهار	управление	N;SG	N;INAN;NOM;NEUT;SG
مهار	сдерживание	مهار	сдерживание	N;SG	N;INAN;NOM;NEUT;SG
مهار	ctrl	مهار	ctrl	N;SG	N;INAN;NOM;FEM;SG
نحو	синтаксис	None	синтаксис	N;SG	N;INAN;NOM;MASC;SG
لژیون	легион	لژیون	легион	N;SG	N;INAN;NOM;MASC;SG
وحشت	ужас	وحشت	ужас	N;SG	N;INAN;NOM;MASC;SG
شادی	джой	شادی	джой	N;SG	N;ANIM;NOM;FEM;SG
شادی	радость	شادی	радость	N;SG	N;INAN;NOM;FEM;SG
شادی	счастья	شادی	счастье	N;SG	N;INAN;GEN;NEUT;SG
شادی	счастье	شادی	счастье	N;SG	N;INAN;NOM;NEUT;SG
چهارده	четырнадцать	چهارده	четырнадцать	NUM	NUM;NOM
اعتباری	кредит	اعتبار	кредит	N;SG	N;INAN;NOM;MASC;SG
اعتباری	кредита	اعتبار	кредит	N;SG	N;INAN;GEN;MASC;SG
برکلی	беркли	برکلی	беркль	N;SG	N;INAN;NOM;MASC;SG
ناپلئون	наполеона	ناپلئون	наполеон	N;SG	N;INAN;GEN;MASC;SG
ناپلئون	наполеон	ناپلئون	наполеон	N;SG	N;ANIM;NOM;MASC;SG
عسل	мед	عسل	мед	N;SG	N;INAN;NOM;MASC;SG
کیلو	кило	None	кило	N;SG	N;INAN;NOM;MASC;SG
کیلو	килограмм	None	килограмм	N;SG	N;INAN;NOM;MASC;SG
رفاه	благосостояние	رفاه	благосостояние	N;SG	N;INAN;NOM;NEUT;SG
رفاه	процветания	رفاه	процветание	N;SG	N;INAN;NOM;NEUT;SG
رفاه	процветание	رفاه	процветание	N;SG	N;INAN;NOM;NEUT;SG
رفاه	благополучие	رفاه	благополучие	N;SG	N;INAN;NOM;NEUT;SG
رفاه	благосостояние	رفاه	благосостояние	N;SG	N;INAN;NOM;NEUT;SG
همکاران	коллеги	همکار	коллега	N;PL	N;ANIM;NOM;MASC;PL
همکاران	коллегами	همکار	коллега	N;PL	N;ANIM;INS;MASC;PL
همکاران	коллег	همکار	коллега	N;PL	N;ANIM;GEN;MASC;PL
همکاران	коллегам	همکار	коллега	N;PL	N;ANIM;DAT;MASC;PL
پناهگاه	укрытие	پناهگاه	укрытие	N;SG	N;INAN;NOM;NEUT;SG
پناهگاه	жилье	پناهگاه	жилье	N;SG	N;INAN;NOM;NEUT;SG
پناهگاه	убежище	پناهگاه	убежище	N;SG	N;INAN;NOM;NEUT;SG
پناهگاه	приют	پناهگاه	приют	N;SG	N;INAN;NOM;MASC;SG
پناهگاه	святилище	پناهگاه	святилище	N;SG	N;INAN;NOM;NEUT;SG
پناهگاه	убежище	پناهگاه	убежище	N;SG	N;INAN;NOM;NEUT;SG
صفت	атрибут	صفت	атрибут	N;SG	N;INAN;NOM;MASC;SG
اوستا	авеста	اوستا	авеста	N;SG	N;INAN;NOM;FEM;SG
جنین	эмбриона	جنین	эмбрион	N;SG	N;INAN;GEN;MASC;SG
جنین	джанин	جنین	джанин	N;SG	N;ANIM;NOM;FEM;SG
جنین	плод	جنین	плод	N;SG	N;INAN;NOM;MASC;SG
دنیل	дэниэл	دنیل	дэниэл	N;SG	N;ANIM;NOM;MASC;SG
دنیل	дэниел	دنیل	дэниел	N;SG	N;ANIM;NOM;MASC;SG
دنیل	даниель	دنیل	даниель	N;SG	N;ANIM;NOM;MASC;SG
دنیل	даниэль	دنیل	даниэль	N;SG	N;ANIM;NOM;MASC;SG
بیابان	пустыня	بیاب	пустыня	N;SG	N;INAN;NOM;FEM;SG
بیابان	пустыне	بیاب	пустыня	N;SG	N;INAN;DAT;FEM;SG
فرانس	франс	فرانس	франс	N;SG	N;INAN;NOM;MASC;SG
فرانس	франс	فرانس	франс	N;SG	N;INAN;NOM;MASC;SG
فرانس	франция	فرانس	франция	N;SG	N;INAN;NOM;FEM;SG
حفاری	бурение	حفاری	бурение	N;SG	N;INAN;NOM;NEUT;SG
ارزشمند	ценное	ارزشمند	ценный	ADJ	ADJ;NOM;NEUT;SG
ارزشمند	ценный	ارزشمند	ценный	ADJ	ADJ;NOM;MASC;SG
ارزشمند	ценная	ارزشمند	ценный	ADJ	ADJ;NOM;FEM;SG
ارزشمند	ценные	ارزشمند	ценный	ADJ	ADJ;NOM;PL
هدیه	подарок	هدیه	подарок	N;SG	N;INAN;NOM;MASC;SG
هدیه	подарок	هدیه	подарок	N;SG	N;INAN;NOM;MASC;SG
هدیه	дар	هدیه	дар	N;SG	N;INAN;NOM;MASC;SG
تحولات	события	تحول	событие	N;PL	N;INAN;NOM;NEUT;PL
آلبرتا	альберта	آلبرتا	альберт	N;SG	N;ANIM;NOM;MASC;SG
تاکستان	виноградник	تاکستان	виноградник	N;SG	N;INAN;NOM;MASC;SG
ذره	частица	ذره	частица	N;SG	N;INAN;NOM;FEM;SG
شوالیه	конь	شوالیه	конь	N;SG	N;ANIM;NOM;MASC;SG
شوالیه	рыцарь	شوالیه	рыцарь	N;SG	N;ANIM;NOM;MASC;SG
رویه	процедура	رویه	процедура	N;SG	N;INAN;NOM;FEM;SG
کانن	пушка	کانن	пушка	N;SG	N;INAN;NOM;FEM;SG
قصه	новость	None	новость	N;SG	N;INAN;NOM;FEM;SG
قصه	рассказ	None	рассказ	N;SG	N;INAN;NOM;MASC;SG
قصه	история	None	история	N;SG	N;INAN;NOM;FEM;SG
فلوید	флойд	فلوید	флойд	N;SG	N;ANIM;NOM;MASC;SG
مخاطب	аудитория	مخاطب	аудитория	N;SG	N;INAN;NOM;FEM;SG
قورباغه	лягушка	قورباغه	лягушка	N;SG	N;ANIM;NOM;FEM;SG
بومیان	аборигенов	بومی	абориген	N;PL	N;ANIM;GEN;MASC;PL
اجسام	объектов	اجسام	объект	N;PL	N;INAN;GEN;MASC;PL
اجسام	предметы	اجسام	предмет	N;PL	N;INAN;NOM;MASC;PL
اجسام	объекты	اجسام	объект	N;PL	N;INAN;NOM;MASC;PL
ساوت	юг	ساوت	юг	N;SG	N;INAN;NOM;MASC;SG
صاف	гладко	None	гладкий	ADJ	ADJ;NEUT;SG
پردازنده	процессор	پردازنده	процессор	N;SG	N;INAN;NOM;MASC;SG
ادرار	мочу	None	моча	N;SG	N;INAN;ACC;FEM;SG
ادرار	моча	None	моча	N;SG	N;INAN;NOM;FEM;SG
ادرار	моча	None	моча	N;SG	N;INAN;NOM;FEM;SG
فقر	бедность	فقر	бедность	N;SG	N;INAN;NOM;FEM;SG
فقر	бедности	فقر	бедность	N;SG	N;INAN;NOM;FEM;SG
فقر	нищета	فقر	нищета	N;SG	N;INAN;NOM;FEM;SG
فقر	нищету	فقر	нищета	N;SG	N;INAN;ACC;FEM;SG
رزیدنت	резидент	رزیدنت	резидент	N;SG	N;ANIM;NOM;MASC;SG
رزیدنت	резидента	رزیدنت	резидент	N;SG	N;ANIM;ACC;MASC;SG
رزیدنت	житель	رزیدنت	житель	N;SG	N;ANIM;NOM;MASC;SG
بیروت	бейруте	بیروت	бейрут	N;SG	N;INAN;NOM;MASC;SG
بیروت	бейрут	بیروت	бейрет	N;SG	N;INAN;NOM;MASC;SG
ابهام	двусмысленности	ابهام	двусмысленность	N;SG	N;INAN;NOM;FEM;SG
دری	дре	دری	дро	N;SG	N;INAN;NOM;MASC;SG
مهمان	посетитель	مهمان	посетитель	N;SG	N;ANIM;NOM;MASC;SG
مهمان	гость	مهمان	гость	N;SG	N;ANIM;NOM;MASC;SG
فارست	форест	فارست	форест	N;SG	N;INAN;NOM;MASC;SG
فارست	форрест	فارست	форрест	N;SG	N;ANIM;NOM;MASC;SG
فارست	лес	فارست	лес	N;SG	N;INAN;NOM;MASC;SG
خالد	халед	خالد	халед	N;SG	N;ANIM;NOM;MASC;SG
خالد	халид	خالد	халид	N;SG	N;ANIM;NOM;MASC;SG
استعفا	отставку	استعفا	отставка	N;SG	N;INAN;ACC;FEM;SG
شراب	вина	شراب	вино	N;SG	N;INAN;NOM;NEUT;SG
شراب	вино	شراب	вино	N;SG	N;INAN;NOM;NEUT;SG
مناطقی	основания	منطقه	основание	N;PL	N;INAN;NOM;NEUT;PL
گفتگوی	переписку	گفتگو	переписка	N;SG	N;INAN;ACC;FEM;SG
گفتگوی	переписка	گفتگو	переписка	N;SG	N;INAN;NOM;FEM;SG
گفتگوی	разговор	گفتگو	разговор	N;SG	N;INAN;NOM;MASC;SG
گفتگوی	беседа	گفتگو	беседа	N;SG	N;INAN;NOM;FEM;SG
کاروان	караван	کاروان	караван	N;SG	N;INAN;NOM;MASC;SG
کاروان	колонна	کاروان	колонна	N;SG	N;INAN;NOM;FEM;SG
کاروان	конвой	کاروان	конвой	N;SG	N;INAN;NOM;MASC;SG
نفوس	души	نفوس	душа	N;PL	N;INAN;NOM;FEM;PL
تکه	фрагмент	تکه	фрагмент	N;SG	N;INAN;NOM;MASC;SG
تکه	кусочек	تکه	кусочек	N;SG	N;INAN;NOM;MASC;SG
تکه	кусок	تکه	кусок	N;SG	N;INAN;NOM;MASC;SG
شهاب	метеор	شهاب	метеор	N;SG	N;INAN;NOM;MASC;SG
امپراطوری	империя	امپراطوری	империя	N;SG	N;INAN;NOM;FEM;SG
بادن	баден	بادن	бадный	N;SG	N;INAN;NOM;MASC;SG
شهروند	гражданин	شهروند	гражданин	N;SG	N;ANIM;NOM;MASC;SG
شهروند	гражданина	شهروند	гражданин	N;SG	N;ANIM;ACC;MASC;SG
تثبیت	стабилизация	تثبیت	стабилизация	N;SG	N;INAN;NOM;FEM;SG
تثبیت	стабилизации	تثبیت	стабилизация	N;SG	N;INAN;NOM;FEM;SG
تثبیت	стабилизация	تثبیت	стабилизация	N;SG	N;INAN;NOM;FEM;SG
تثبیت	стабилизации	تثبیت	стабилизация	N;SG	N;INAN;NOM;FEM;SG
پاناما	панаме	پاناما	панам	N;SG	N;INAN;NOM;MASC;SG
پاناما	панама	پاناما	панама	N;SG	N;INAN;NOM;FEM;SG
جری	джерри	جری	джеррь	N;SG	N;ANIM;NOM;MASC;SG
پترزبورگ	петербург	پترزبورگ	петербург	N;SG	N;INAN;NOM;MASC;SG
سلمان	салман	سلمان	салман	N;SG	N;ANIM;NOM;MASC;SG
چالش	задача	چالش	задача	N;SG	N;INAN;NOM;FEM;SG
چالش	вызов	چالش	вызов	N;SG	N;INAN;NOM;MASC;SG
چالش	вызов	چالش	вызов	N;SG	N;INAN;NOM;MASC;SG
شو	получить	None	получить	V;IMP;SG;2	V;PFV;NFIN;ACT
فضانورد	космонавт	فضانورد	космонавт	N;SG	N;ANIM;NOM;MASC;SG
فضانورد	астронавт	فضانورد	астронавт	N;SG	N;ANIM;NOM;MASC;SG
جرمی	джереми	جرم	джерь	N;SG	N;ANIM;NOM;MASC;SG
عضوی	участник	عضو	участник	N;SG	N;ANIM;NOM;MASC;SG
عضوی	член	عضو	член	N;SG	N;ANIM;NOM;MASC;SG
مکرر	частое	مکرر	частый	ADJ	ADJ;NOM;NEUT;SG
مکرر	частые	مکرر	частый	ADJ	ADJ;NOM;PL
عاج	айвори	عاج	айворь	N;SG	N;INAN;NOM;MASC;SG
مرورگر	браузер	مرورگر	браузер	N;SG	N;INAN;NOM;MASC;SG
گرمای	тепла	None	тепло	N;SG	N;INAN;GEN;NEUT;SG
گرمای	жара	None	жар	N;SG	N;INAN;NOM;FEM;SG
لوئی	людовик	لوئی	людовик	N;SG	N;ANIM;NOM;MASC;SG
لوئی	луи	لوئی	луи	N;SG	N;ANIM;NOM;MASC;SG
لوئی	луис	لوئی	луис	N;SG	N;ANIM;NOM;MASC;SG
لوئی	луи	لوئی	луи	N;SG	N;ANIM;NOM;MASC;SG
کروز	крус	کروز	крус	N;SG	N;INAN;NOM;FEM;SG
کروز	круиз	کروز	круиз	N;SG	N;INAN;NOM;MASC;SG
سرب	свинца	سرب	свинец	N;SG	N;INAN;GEN;MASC;SG
سرب	свинец	سرب	свинец	N;SG	N;INAN;NOM;MASC;SG
تعمیر	ремонт	تعمیر	ремонт	N;SG	N;INAN;NOM;MASC;SG
گنجایش	вместимость	گنجایش	вместимость	N;SG	N;INAN;NOM;FEM;SG
گنجایش	емкость	گنجایش	емкость	N;SG	N;INAN;NOM;FEM;SG
گنجایش	способность	گنجایش	способность	N;SG	N;INAN;NOM;FEM;SG
گنجایش	потенциал	گنجایش	потенциал	N;SG	N;INAN;NOM;MASC;SG
گنجایش	потенциала	گنجایش	потенциал	N;SG	N;INAN;GEN;MASC;SG
کویر	пустыня	کویر	пустыня	N;SG	N;INAN;NOM;FEM;SG
کویر	пустыне	کویر	пустыня	N;SG	N;INAN;DAT;FEM;SG
ژرژ	жорж	ژرژ	жоржа	N;SG	N;ANIM;NOM;MASC;SG
دهلی	дели	دهلی	дели	N;SG	N;INAN;NOM;MASC;SG
تحسین	восхищение	تحسین	восхищение	N;SG	N;INAN;NOM;NEUT;SG
رپ	рэп	رپ	рэп	N;SG	N;INAN;NOM;MASC;SG
رپ	рэп	رپ	рэп	N;SG	N;INAN;NOM;MASC;SG
اردوگاه	кэмп	اردوگاه	кэмп	N;SG	N;INAN;NOM;MASC;SG
اردوگاه	лагерь	اردوگاه	лагерь	N;SG	N;INAN;NOM;MASC;SG
امان	сейф	امان	сейф	N;SG	N;INAN;NOM;MASC;SG
امان	аман	امان	аман	N;SG	N;INAN;NOM;MASC;SG
امان	аммане	امان	амман	N;SG	N;INAN;NOM;MASC;SG
دوشنبه	душанбе	دوشنبه	душанбе	N;SG	N;INAN;NOM;MASC;SG
دوشنبه	понедельник	دوشنبه	понедельник	N;SG	N;INAN;NOM;MASC;SG
گالری	галерея	گالری	галерея	N;SG	N;INAN;NOM;FEM;SG
گالری	галерею	گالری	галерея	N;SG	N;INAN;ACC;FEM;SG
مسلم	мусульманских	مسلم	мусульманский	ADJ	ADJ;GEN;PL
مسلم	мусульманские	مسلم	мусульманский	ADJ	ADJ;NOM;PL
داماد	жених	None	жених	N;SG	N;ANIM;NOM;MASC;SG
داماد	жених	None	жених	N;SG	N;ANIM;NOM;MASC;SG
داماد	жениха	None	жених	N;SG	N;ANIM;ACC;MASC;SG
معده	живот	معده	живот	N;SG	N;INAN;NOM;MASC;SG
معده	желудок	معده	желудок	N;SG	N;INAN;NOM;MASC;SG
زنجیره	цепочку	زنجیره	цепочка	N;SG	N;INAN;ACC;FEM;SG
زنجیره	цепочка	زنجیره	цепочка	N;SG	N;INAN;NOM;FEM;SG
زنجیره	цепь	زنجیره	цепь	N;SG	N;INAN;NOM;FEM;SG
روحی	дух	روح	дух	N;SG	N;INAN;NOM;MASC;SG
روحی	духом	روح	дух	N;SG	N;INAN;INS;MASC;SG
دقیقا	точно	None	точно	ADV	ADV
اخیراً	недавно	اخیراً	недавно	ADV	ADV
تالیف	подборка	تالیف	подборка	N;SG	N;INAN;NOM;FEM;SG
تالیف	компиляция	تالیف	компиляция	N;SG	N;INAN;NOM;FEM;SG
جنایت	преступность	جنایت	преступность	N;SG	N;INAN;NOM;FEM;SG
جنایت	преступление	جنایت	преступление	N;SG	N;INAN;NOM;NEUT;SG
تشدید	резонанс	تشدید	резонанс	N;SG	N;INAN;NOM;MASC;SG
موثر	эффективность	موثر	эффективность	N;SG	N;INAN;NOM;FEM;SG
کودتا	переворот	کودتا	переворот	N;SG	N;INAN;NOM;MASC;SG
کودتا	переворота	کودتا	переворот	N;SG	N;INAN;GEN;MASC;SG
تلسکوپ	телескопа	تلسکوپ	телескоп	N;SG	N;INAN;GEN;MASC;SG
تلسکوپ	телескоп	تلسکوپ	телескоп	N;SG	N;INAN;NOM;MASC;SG
فرمانروایان	империи	فرمانروا	империя	N;PL	N;INAN;NOM;FEM;PL
فرمانروایان	правители	فرمانروا	правитель	N;PL	N;ANIM;NOM;MASC;PL
هیپ	бедро	هیپ	бедро	N;SG	N;INAN;NOM;NEUT;SG
التهاب	воспаление	التهاب	воспаление	N;SG	N;INAN;NOM;NEUT;SG
جنسیت	пол	جنسیت	пол	N;SG	N;INAN;NOM;MASC;SG
جنسیت	секс	جنسیت	секс	N;SG	N;INAN;NOM;MASC;SG
فرانسوا	франсуа	فرانسوا	франсуа	N;SG	N;ANIM;NOM;MASC;SG
کارمند	работник	کارمند	работник	N;SG	N;ANIM;NOM;MASC;SG
کارمند	сотрудник	کارمند	сотрудник	N;SG	N;ANIM;NOM;MASC;SG
کارمند	служащий	کارمند	служащий	N;SG	N;ANIM;NOM;MASC;SG
کارمند	клерк	کارمند	клерк	N;SG	N;ANIM;NOM;MASC;SG
کاشی	черепицей	کاشی	черепица	N;SG	N;INAN;INS;FEM;SG
جون	джоан	None	джоан	N;SG	N;ANIM;NOM;FEM;SG
مدیا	медея	مدیا	медея	N;SG	N;ANIM;NOM;FEM;SG
طناب	веревка	None	веревка	N;SG	N;INAN;NOM;FEM;SG
طناب	веревку	None	веревка	N;SG	N;INAN;ACC;FEM;SG
بتا	бета	None	бета	N;SG	N;INAN;NOM;FEM;SG
شانس	шанс	شانس	шанс	N;SG	N;INAN;NOM;MASC;SG
شانس	удача	شانس	удача	N;SG	N;INAN;NOM;FEM;SG
زغال	уголь	زغال	уголь	N;SG	N;INAN;NOM;MASC;SG
زغال	уголь	زغال	уголь	N;SG	N;INAN;NOM;MASC;SG
زغال	угля	زغال	уголь	N;SG	N;INAN;GEN;MASC;SG
فرانکلین	франклин	فرانکلین	франклин	N;SG	N;ANIM;NOM;MASC;SG
لوک	люка	لوک	люк	N;SG	N;INAN;GEN;MASC;SG
لوک	люк	لوک	люк	N;SG	N;INAN;NOM;MASC;SG
نثر	проза	نثر	проза	N;SG	N;INAN;NOM;FEM;SG
کارگری	труд	کارگر	труд	N;SG	N;INAN;NOM;MASC;SG
کارگری	работник	کارگر	работник	N;SG	N;ANIM;NOM;MASC;SG
کارگری	труда	کارگر	труд	N;SG	N;INAN;GEN;MASC;SG
کارگری	труд	کارگر	труд	N;SG	N;INAN;NOM;MASC;SG
همشهری	гражданин	None	гражданин	N;SG	N;ANIM;NOM;MASC;SG
همشهری	гражданина	None	гражданин	N;SG	N;ANIM;ACC;MASC;SG
پرادش	прадеш	None	прадеш	N;SG	N;INAN;NOM;MASC;SG
اسحاق	айзек	اسحاق	айзек	N;SG	N;ANIM;NOM;MASC;SG
اسحاق	исаак	اسحاق	исаак	N;SG	N;ANIM;NOM;MASC;SG
کریسمس	рождество	کریسمس	рождество	N;SG	N;INAN;NOM;NEUT;SG
صدام	саддам	صدام	садда	N;SG	N;ANIM;NOM;MASC;SG
صدام	саддама	صدام	саддам	N;SG	N;ANIM;NOM;MASC;SG
نصف	половина	None	половина	N;SG	N;INAN;NOM;FEM;SG
نصف	половину	None	половина	N;SG	N;INAN;ACC;FEM;SG
زین	зейн	None	зейн	N;SG	N;ANIM;NOM;MASC;SG
زین	седло	None	седло	N;SG	N;INAN;NOM;NEUT;SG
استعداد	талант	استعداد	талант	N;SG	N;INAN;NOM;MASC;SG
شکارچی	охотник	شکارچی	охотник	N;SG	N;ANIM;NOM;MASC;SG
شکارچی	хантер	شکارچی	хантер	N;SG	N;ANIM;NOM;MASC;SG
ابوبکر	абубакар	ابوبکر	абубакар	N;SG	N;INAN;NOM;MASC;SG
ساکنین	жителей	ساکنین	житель	N;PL	N;ANIM;GEN;MASC;PL
ساکنین	резиденты	ساکنین	резидент	N;PL	N;ANIM;NOM;MASC;PL
ساکنین	жители	ساکنین	житель	N;PL	N;ANIM;NOM;MASC;PL
موضع	позиция	موضع	позиция	N;SG	N;INAN;NOM;FEM;SG
موضع	должность	موضع	должность	N;SG	N;INAN;NOM;FEM;SG
موضع	положение	موضع	положение	N;SG	N;INAN;NOM;NEUT;SG
ناگهان	неожиданно	ناگهان	неожиданно	ADV	ADV
ناگهان	внезапно	ناگهان	внезапно	ADV	ADV
ناگهان	вдруг	ناگهان	вдруг	ADV	ADV
اسیدهای	кислот	اسید	кислота	N;PL	N;INAN;GEN;FEM;PL
آبشارهای	водопады	آبشار	водопад	N;PL	N;INAN;NOM;MASC;PL
سیروس	сайрус	سیروس	сайрус	N;SG	N;ANIM;NOM;FEM;SG
بامداد	рассвета	بامداد	рассвет	N;SG	N;INAN;GEN;MASC;SG
بامداد	утро	بامداد	утро	N;SG	N;INAN;NOM;NEUT;SG
ونکوور	ванкувере	ونکوور	ванкувер	N;SG	N;INAN;ESS;MASC;SG
سحابی	туманность	سحابی	туманность	N;SG	N;INAN;NOM;FEM;SG
رانش	дрифт	رانش	дрифт	N;SG	N;INAN;NOM;MASC;SG
دلخواه	тяга	دلخواه	тяга	N;SG	N;INAN;NOM;FEM;SG
دلخواه	тяге	دلخواه	тяга	N;SG	N;INAN;DAT;FEM;SG
نشسته	сидел	نشست#نشین	сидеть	V;SG;3;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
نشسته	сел	نشست#نشین	сесть	V;SG;3;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;MID
نشسته	села	نشست#نشین	сесть	V;SG;3;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN;MID
نشسته	сидя	نشست#نشین	сидеть	V;SG;3;V.PTCP	V;IPFV;PRS;V.CVB;ACT
نشسته	сидеть	نشست#نشین	сидеть	V;SG;3;V.PTCP	V;IPFV;NFIN;ACT
ایستاده	стоя	None	стоять	V;SG;3;V.PTCP	V;IPFV;PRS;V.CVB;ACT
نبردهای	битв	نبرد	битва	N;PL	N;INAN;GEN;FEM;PL
نبردهای	сражения	نبرد	сражение	N;PL	N;INAN;NOM;NEUT;PL
نبردهای	битвы	نبرد	битва	N;PL	N;INAN;NOM;FEM;PL
درهم	хэш	درهم	хэш	N;SG	N;INAN;NOM;MASC;SG
نوا	ноа	نوا	ноа	N;SG	N;INAN;NOM;MASC;SG
نوا	ной	نوا	ной	N;SG	N;INAN;NOM;MASC;SG
همکار	коллега	همکار	коллега	N;SG	N;ANIM;NOM;MASC;SG
همکار	партнер	همکار	партнер	N;SG	N;ANIM;NOM;MASC;SG
همکار	напарник	همکار	напарник	N;SG	N;ANIM;NOM;MASC;SG
همکار	партнёр	همکار	партнёр	N;SG	N;ANIM;NOM;MASC;SG
سمفونی	симфония	سمفونی	симфония	N;SG	N;INAN;NOM;FEM;SG
پرش	прыжок	None	прыжок	N;SG	N;INAN;NOM;MASC;SG
پکن	пекин	پکن	пекин	N;SG	N;INAN;NOM;MASC;SG
زرشک	барбарис	زرشک	барбарис	N;SG	N;INAN;NOM;MASC;SG
زرشک	фальшивка	زرشک	фальшивка	N;SG	N;INAN;NOM;FEM;SG
زرشک	подделка	زرشک	подделка	N;SG	N;INAN;NOM;FEM;SG
سیال	жидкость	سیال	жидкость	N;SG	N;INAN;NOM;FEM;SG
نظرسنجی	опрос	None	опрос	N;SG	N;INAN;NOM;MASC;SG
نظرسنجی	обследование	None	обследование	N;SG	N;INAN;NOM;NEUT;SG
نظرسنجی	опрос	None	опрос	N;SG	N;INAN;NOM;MASC;SG
ثبات	стабильность	ثبات	стабильность	N;SG	N;INAN;NOM;FEM;SG
ثبات	стабильности	ثبات	стабильность	N;SG	N;INAN;NOM;FEM;SG
ثبات	регистра	ثبات	регистр	N;SG	N;INAN;GEN;MASC;SG
ثبات	регистр	ثبات	регистр	N;SG	N;INAN;NOM;MASC;SG
ثبات	реестр	ثبات	реестр	N;SG	N;INAN;NOM;MASC;SG
ثبات	регистрация	ثبات	регистрация	N;SG	N;INAN;NOM;FEM;SG
نظریات	теории	نظریه	теория	N;PL	N;INAN;NOM;FEM;PL
کول	коул	کول	коул	N;SG	N;ANIM;NOM;MASC;SG
کول	кол	کول	кол	N;SG	N;INAN;NOM;MASC;SG
آدامز	адамс	آدامز	адамс	N;SG	N;ANIM;NOM;MASC;SG
اژدها	дракона	اژد	дракон	N;SG	N;ANIM;ACC;MASC;SG
اژدها	дракон	اژد	дракон	N;SG	N;ANIM;NOM;MASC;SG
کریستال	кристал	کریستال	кристал	N;SG	N;INAN;NOM;MASC;SG
کریستال	кристалл	کریستال	кристалл	N;SG	N;INAN;NOM;MASC;SG
کریستال	кристал	کریستال	кристал	N;SG	N;INAN;NOM;MASC;SG
یاران	стипендий	یار	стипендия	N;PL	N;INAN;GEN;FEM;PL
یاران	стипендии	یار	стипендия	N;PL	N;INAN;NOM;FEM;PL
یاران	жителей	یار	житель	N;PL	N;ANIM;GEN;MASC;PL
یاران	резиденты	یار	резидент	N;PL	N;ANIM;NOM;MASC;PL
یاران	жители	یار	житель	N;PL	N;ANIM;NOM;MASC;PL
