גם	egyben	גם	egyben	ADV	ADV
כדורים	töltények	כדור	töltény	N;MASC;PL	N;NOM;PL
כדורים	golyók	כדור	golyó	N;MASC;PL	N;NOM;PL
כדורים	tablettákat	כדור	tabletta	N;MASC;PL	N;ACC;PL
סופרת	visszaszámlálás	סופר	visszaszámlálás	N;FEM;SG	N;NOM;SG
סופרת	író	סופר	író	N;FEM;SG	N;NOM;SG
המודעות	tudatosság	המודעות	tudatosság	N;FEM;SG	N;NOM;SG
שיעורים	órák	שיעור	óra	N;MASC;PL	N;NOM;PL
שיעורים	osztályok	שיעור	osztály	N;MASC;PL	N;NOM;PL
עצמות	csontok	עצם	csont	N;FEM;PL	N;NOM;PL
יעילות	hatékonyság	יעילות	hatékonyság	N;FEM;SG	N;NOM;SG
יעילות	hatékonysága	יעילות	hatékonyság	N;FEM;SG	N;NOM;SG
יעילות	hatékonyságát	יעילות	hatékonyság	N;FEM;SG	N;ACC;SG
יעילות	hatékonyság	יעילות	hatékonyság	N;FEM;SG	N;NOM;SG
מדרגה	lépés	מדרגה	lépés	N;FEM;SG	N;NOM;SG
מדרגה	lépcső	מדרגה	lépcső	N;FEM;SG	N;NOM;SG
הסרת	eltávolítása	הסרה	eltávolítás	N;PSSD;FEM;SG	N;NOM;SG
הסרת	eltávolítás	הסרה	eltávolítás	N;PSSD;FEM;SG	N;NOM;SG
הסרת	eltávolítása	הסרה	eltávolítás	N;PSSD;FEM;SG	N;NOM;SG
הסרת	eltávolítás	הסרה	eltávolítás	N;PSSD;FEM;SG	N;NOM;SG
הסרת	eltávolítása	הסרה	eltávolítás	N;PSSD;FEM;SG	N;NOM;SG
חשיפה	közzététel	חשיפה	közzététel	N;FEM;SG	N;NOM;SG
חשיפה	expozíciós	חשיפה	expozíciós	N;FEM;SG	N;NOM;SG
חשיפה	kitettség	חשיפה	kitettség	N;FEM;SG	N;NOM;SG
חשיפה	expozíció	חשיפה	expozíció	N;FEM;SG	N;NOM;SG
פוטנציאל	potenciál	פוטנציאל	potenciál	N;MASC;SG	N;NOM;SG
פוטנציאל	lehetőség	פוטנציאל	lehetőség	N;MASC;SG	N;NOM;SG
מתים	halottak	מת	halott	N;MASC;PL	N;NOM;PL
מוצלחת	sikeresen	הוצלח	sikeres	ADJ;FEM;SG	ADJ;FRML;SG
עיירה	városban	עיירה	város	N;FEM;SG	N;IN+ESS;SG
עיירה	város	עיירה	város	N;FEM;SG	N;NOM;SG
פלוגה	társaság	פלוגה	társaság	N;FEM;SG	N;NOM;SG
פלוגה	vállalat	פלוגה	vállalat	N;FEM;SG	N;NOM;SG
פלוגה	cég	פלוגה	cég	N;FEM;SG	N;NOM;SG
פלוגה	század	פלוגה	század	N;FEM;SG	N;NOM;SG
שגיאות	hibák	שגיאה	hiba	N;FEM;PL	N;NOM;PL
שגיאות	hibákat	שגיאה	hiba	N;FEM;PL	N;ACC;PL
שגיאות	hibák	שגיאה	hiba	N;FEM;PL	N;NOM;PL
שגיאות	hibákat	שגיאה	hiba	N;FEM;PL	N;ACC;PL
זרוע	kar	זרוע	kar	N;FEM;SG	N;NOM;SG
זרוע	karját	זרוע	kar	N;FEM;SG	N;ACC;SG
הפופולריות	népszerűség	הפופולריות	népszerűség	N;FEM;SG	N;NOM;SG
תיק	ügy	תיק	ügy	N;MASC;SG	N;NOM;SG
תיק	eset	תיק	eset	N;MASC;SG	N;NOM;SG
תיק	táska	תיק	tás	N;MASC;SG	N;NOM;SG
תיק	zacskó	תיק	zacskó	N;MASC;SG	N;NOM;SG
תיק	táskát	תיק	táska	N;MASC;SG	N;ACC;SG
תיק	zsák	תיק	zsák	N;MASC;SG	N;NOM;SG
קש	szalma	קש	szalma		
ציירים	festők	צייר	festő	N;MASC;PL	N;NOM;PL
הפרה	szabálysértés	הפרה	szabálysértés	N;FEM;SG	N;NOM;SG
הפרה	megsértése	הפרה	megsértés	N;FEM;SG	N;NOM;SG
הפרה	jogsértés	הפרה	jogsértés	N;FEM;SG	N;NOM;SG
הפרה	megsértése	הפרה	megsértés	N;FEM;SG	N;NOM;SG
הפרה	jogsértés	הפרה	jogsértés	N;FEM;SG	N;NOM;SG
הפרה	rés	הפרה	rés	N;FEM;SG	N;NOM;SG
עיתונות	újságírás	עיתונות	újságírás	N;FEM;SG	N;NOM;SG
תצוגה	kijelző	תצוגה	kijelző	N;FEM;SG	N;NOM;SG
תצוגה	megjelenítés	תצוגה	megjelenítés	N;FEM;SG	N;NOM;SG
תצוגה	megjelenítési	תצוגה	megjelenítési	N;FEM;SG	N;NOM;SG
תצוגה	megtekintés	תצוגה	megtekintés	N;FEM;SG	N;NOM;SG
תצוגה	kilátás	תצוגה	kilátás	N;FEM;SG	N;NOM;SG
תצוגה	nézet	תצוגה	néz	N;FEM;SG	N;NOM;SG
שחייה	úszás	שחייה	úszás	N;FEM;SG	N;NOM;SG
מעקב	követés	מעקב	követés	N;MASC;SG	N;NOM;SG
מעקב	felügyelet	מעקב	felügyelet	N;MASC;SG	N;NOM;SG
מעקב	megfigyelés	מעקב	megfigyelés	N;MASC;SG	N;NOM;SG
תחושה	érzéssel	תחושה	érzés	N;FEM;SG	N;INS;SG
תחושה	szenzáció	תחושה	szenzáció	N;FEM;SG	N;NOM;SG
אספקה	ellátmányt	אספקה	ellátmány	N;FEM;SG	N;ACC;SG
אספקה	ellátás	אספקה	ellátás	N;FEM;SG	N;NOM;SG
אספקה	ellátmány	אספקה	ellátmány	N;FEM;SG	N;NOM;SG
אספקה	rendelkezés	אספקה	rendelkezés	N;FEM;SG	N;NOM;SG
אספקה	utánpótlás	אספקה	utánpótlás	N;FEM;SG	N;NOM;SG
אספקה	ellátás	אספקה	ellátás	N;FEM;SG	N;NOM;SG
אספקה	kínálat	אספקה	kínálat	N;FEM;SG	N;NOM;SG
חיידקים	baktériumok	חיידק	baktériumok	N;MASC;PL	N;NOM;PL
קבלה	elfogadás	קבלה	elfogadás	N;FEM;SG	N;NOM;SG
קבלה	nyugta	קבלה	nyug	N;FEM;SG	N;NOM;SG
קבלה	átvétel	קבלה	átvétel	N;FEM;SG	N;NOM;SG
קבלה	fogadás	קבלה	fogadás	N;FEM;SG	N;NOM;SG
קבלה	befogadás	קבלה	befogadás	N;FEM;SG	N;NOM;SG
קבלה	vétel	קבלה	vétel	N;FEM;SG	N;NOM;SG
מניות	részvények	מנייה	részvény	N;FEM;PL	N;NOM;PL
מניות	készletek	מנייה	készlet	N;FEM;PL	N;NOM;PL
מניות	állományok	מנייה	állomány	N;FEM;PL	N;NOM;PL
מניות	részvények	מנייה	részvény	N;FEM;PL	N;NOM;PL
זקן	idős	זקן	idős		
זקן	régi	זקן	régi		
זקן	öreg	זקן	öreg		
זקן	szakállas	זקן	szakállas		
מצודת	citadella	מצודה	citadel	N;FEM;SG	N;NOM;SG
שבויים	rabok	שבוי	rab	N;MASC;PL	N;NOM;PL
שבויים	foglyok	שבוי	fogyy	N;MASC;PL	N;NOM;PL
איברים	szervei	איבר	szervei	N;MASC;PL	N;NOM;PL
איברים	szervek	איבר	szerv	N;MASC;PL	N;NOM;PL
פתרונות	megoldások	פתרון	megoldás	N;MASC;PL	N;NOM;PL
פתרונות	megoldásokat	פתרון	megoldás	N;MASC;PL	N;ACC;PL
האוסף	adatgyűjtés	האוסף	adatgyűjtés	N;MASC;SG	N;NOM;SG
האוסף	gyűjtés	האוסף	gyűjtés	N;MASC;SG	N;NOM;SG
האוסף	gyűjtemény	האוסף	gyűjtemény	N;MASC;SG	N;NOM;SG
האוסף	kollekció	האוסף	kollekció	N;MASC;SG	N;NOM;SG
התפרצות	kitörés	התפרצות	kitörés	N;FEM;SG	N;NOM;SG
התפרצות	járvány	התפרצות	járvány	N;FEM;SG	N;NOM;SG
התפרצות	kitörés	התפרצות	kitörés	N;FEM;SG	N;NOM;SG
ראויה	érdemes	ראוי	érdemes	ADJ;FEM;SG	ADJ;NOM;SG
יערות	erdők	עירה	erdő	N;MASC;PL	N;NOM;PL
ילדות	csajok	ילד	csajok	N;FEM;PL	N;NOM;PL
ילדות	lányok	ילד	lány	N;FEM;PL	N;NOM;PL
חווה	gazdaság	חווה	gazdaság	N;FEM;SG	N;NOM;SG
חווה	éva	חווה	év	N;FEM;SG	N;NOM;SG
חזון	elképzelés	חזון	elképzelés		
לאחור	vissza	לאחור	vissza	ADV	ADV
מדרגות	lépcsők	מדרגה	lépcső	N;FEM;PL	N;NOM;PL
מדרגות	lépések	מדרגה	lépés	N;FEM;PL	N;NOM;PL
מדרגות	lépéseket	מדרגה	lépés	N;FEM;PL	N;ACC;PL
מדרגות	lépcsők	מדרגה	lépcső	N;FEM;PL	N;NOM;PL
רושם	benyomást	רושם	benyomás	N;MASC;SG	N;ACC;SG
רושם	benyomás	רושם	benyomás	N;MASC;SG	N;NOM;SG
שואה	holokauszt	שואה	holokausz	N;FEM;SG	N;NOM;SG
סיירת	járőr	סיירת	járőr	N;FEM;SG	N;NOM;SG
סיירת	őrjárat	סיירת	őrjárat	N;FEM;SG	N;NOM;SG
מושגים	fogalmak	מושג	fogalom	N;MASC;PL	N;NOM;PL
מושגים	elképzelések	מושג	elképzelés	N;MASC;PL	N;NOM;PL
דרישות	előírások	דרישה	előírás	N;FEM;PL	N;NOM;PL
דרישות	követelmények	דרישה	követelmény	N;FEM;PL	N;NOM;PL
דרישות	követelések	דרישה	követelés	N;FEM;PL	N;NOM;PL
דרישות	igények	דרישה	igény	N;FEM;PL	N;NOM;PL
מחלקות	körzetek	מחלקה	körzet	N;FEM;PL	N;NOM;PL
מחלקות	osztályok	מחלקה	osztály	N;FEM;PL	N;NOM;PL
מחלקות	szakaszok	מחלקה	szakasz	N;FEM;PL	N;NOM;PL
מחלקות	osztályok	מחלקה	osztály	N;FEM;PL	N;NOM;PL
הוט	forró	הוט	forró		
הוט	hot	הוט	hot		
הוט	meleg	הוט	meleg		
מייצגת	képviselni	ייצג	képvisel	V;FEM;SG;V.PTCP;ACT	V;NFIN;ACT
יציב	stabil	יציב	stabil	ADJ;MASC;SG	ADJ;NOM;SG
מכירה	értékesítés	מכירה	értékesítés	N;FEM;SG	N;NOM;SG
מכירה	vásár	מכירה	vásár	N;FEM;SG	N;NOM;SG
מכירה	értékesítés	מכירה	értékesítés	N;FEM;SG	N;NOM;SG
חיוביות	pozitívak	חיובי	pozitív	ADJ;FEM;PL	ADJ;NOM;PL
חסות	szponzor	חסות	szponzor	N;FEM;SG	N;NOM;SG
בישול	főzés	בישול	főzés	N;MASC;SG	N;NOM;SG
הצבעים	színek	הצבע	szín	N;MASC;PL	N;NOM;PL
דקה	perc	דקה	perc	N;FEM;SG	N;NOM;SG
המרכיבים	hozzávalók	המרכיב	hozzávaló	N;MASC;PL	N;NOM;PL
המרכיבים	összetevők	המרכיב	összetevő	N;MASC;PL	N;NOM;PL
הרמה	emelkedés	הרמה	emelkedés	N;FEM;SG	N;NOM;SG
זקוק	szükséges	None	szükséges	ADJ;MASC;SG	ADJ;NOM;SG
עתיקות	ősi	עתיקות	ősi		
עתיקות	ős	עתיקות	ős		
עתיקות	ókori	עתיקות	ókori		
עתיקות	antik	עתיקות	az		
נוזל	folyadék	נוזל	folyadék	N;MASC;SG	N;NOM;SG
נוזל	folyékony	נוזל	folyékony	N;MASC;SG	N;ON+ESS;SG
נוזל	folyadék	נוזל	folyadék	N;MASC;SG	N;NOM;SG
כמויות	összegek	כמות	összeg	N;FEM;PL	N;NOM;PL
כמויות	mennyiségek	כמות	mennyiség	N;FEM;PL	N;NOM;PL
צוללות	tengeralattjárók	צלל	tengeralattjáró	N;FEM;PL	N;NOM;PL
צוללות	tengeralattjárók	צלל	tengeralattjáró	N;FEM;PL	N;NOM;PL
אחות	nővérem	אחות	nő	N;FEM;SG	N;NOM;SG
אחות	ápolónő	אחות	ápolónő	N;FEM;SG	N;NOM;SG
אחות	nővér	אחות	nővér	N;FEM;SG	N;NOM;SG
אפי	effie	אפי	effie		
אפי	epikus	אפי	epikus		
להאמין	hiszem	האמין	hisz	V;NFIN;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
להאמין	higgy	האמין	higgy	V;NFIN;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
להאמין	hinni	האמין	hinni	V;NFIN;ACT	V;NFIN;ACT
נר	ner	נר	ner		
ניק	nick	ניק	nick		
גדר	kerítés	גדר	kerítés	N;FEM;SG	N;NOM;SG
גדר	kerítést	גדר	kerítés	N;FEM;SG	N;ACC;SG
כנף	wing	כנף	wing		
פחד	félelem	פחד	félelem	N;MASC;SG	N;NOM;SG
מינרלים	ásványok	מינרלי	ásvány	N;MASC;PL	N;NOM;PL
תאומות	ikrek	תאומה	ik	N;FEM;PL	N;NOM;PL
חלום	álma	חלום	álma	N;MASC;SG	N;NOM;SG
חרקים	rovarok	חרק	rovar	N;MASC;PL	N;NOM;PL
חרקים	rovarok	חרק	rovar	N;MASC;PL	N;NOM;PL
חרקים	bogarak	חרק	bogarak	N;MASC;PL	N;NOM;PL
מעולה	nagyszerű	מעולה	nagyszerű		
תשובות	válaszokat	תשובה	válasz	N;FEM;PL	N;ACC;PL
תשובות	válaszok	תשובה	válasz	N;FEM;PL	N;NOM;PL
תשובות	válaszok	תשובה	válasz	N;FEM;PL	N;NOM;PL
הקדיש	elkötelezett	הקדיש	elkötelezett	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
אקראי	véletlenszerű	אקראי	véletlenszerű	ADJ;MASC;SG	ADJ;NOM;SG
קלאסי	ízléses	קלאסי	ízléses	ADJ;MASC;SG	ADJ;NOM;SG
מופעים	műsorok	מופע	műsor	N;MASC;PL	N;NOM;PL
התאבדות	öngyilkosság	התאבדות	öngyilkosság	N;FEM;SG	N;NOM;SG
דיו	tinta	דיו	tinta	N;MASC;SG	N;NOM;SG
דיו	tintát	דיו	tinta	N;MASC;SG	N;ACC;SG
דיו	tintával	דיו	tinta	N;MASC;SG	N;INS;SG
שירו	shiro	שירו	shiro		
מחשבה	gondolat	מחשבה	gondolat	N;FEM;SG	N;NOM;SG
מכשירים	eszközök	הכשיר	eszköz	N;MASC;PL	N;NOM;PL
מכשירים	műszerek	הכשיר	műszer	N;MASC;PL	N;NOM;PL
מכשירים	eszközök	הכשיר	eszköz	N;MASC;PL	N;NOM;PL
מכשירים	berendezések	הכשיר	berendezés	N;MASC;PL	N;NOM;PL
מכשירים	készülékek	הכשיר	készülék	N;MASC;PL	N;NOM;PL
מועמדות	jelölt	הועמד	jelöl		
שביל	bill	שביל	bill		
אוניברסיטה	egyetem	אוניברסיטה	egyetem	N;FEM;SG	N;NOM;SG
לאן	hol	לאן	hol	ADV	ADV
אגדה	legendája	אגדה	legenda	N;FEM;SG	N;NOM;SG
ברובו	főleg	ברובו	főleg		
ברובו	főként	ברובו	főként		
ברובו	többnyire	ברובו	többnyir		
ניסיתי	próbáltam	ניסה	próbál	V;SG;1;PST;ACT	V;INDF;IND;SG;1;PST;FIN;ACT
מרובה	többszörösen	מרובה	többszörös	ADJ;FEM;SG	ADJ;FRML;SG
נוכח	jelen	נוכח	jelen		
הממצאים	megállapítások	הממצאים	megállapítás	N	N;NOM;PL
הממצאים	leletek	הממצאים	lelet	N	N;NOM;PL
האמנה	fogadalom	האמנה	fogadalom	N;FEM;SG	N;NOM;SG
האמנה	szövetség	האמנה	szövetség	N;FEM;SG	N;NOM;SG
הקליט	rögzített	הקליט	rögzített	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
הקליט	regisztrált	הקליט	regisztrált	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
הקליט	nyilvántartott	הקליט	nyilvántartott	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
חריף	fűszeres	חריף	fűszeres	N;MASC;SG	N;NOM;SG
כתבים	írások	כתב	írás	N;MASC;PL	N;NOM;PL
כתבים	újságírók	כתב	újságíró	N;MASC;PL	N;NOM;PL
כתבים	riporterek	כתב	riporter	N;MASC;PL	N;NOM;PL
לארגן	szervezni	ארגן	szervez	V;NFIN;ACT	V;NFIN;ACT
טכני	műszaki	טכני	műszaki	N;MASC;SG	N;NOM;SG
יציאה	kijárat	יציאה	kijárat	N;FEM;SG	N;NOM;SG
גיר	kréta	גיר	kréta		
עלים	levelek	על	levél	N;MASC;PL	N;NOM;PL
צדקה	jótékonyság	צדקה	jótékonyság	N;FEM;SG	N;NOM;SG
צדקה	jótékonysági	צדקה	jótékonysági	N;FEM;SG	N;NOM;SG
צדקה	alamizsnát	צדקה	alamizsna	N;FEM;SG	N;ACC;SG
צדקה	jótékonyság	צדקה	jótékonyság	N;FEM;SG	N;NOM;SG
צדקה	jótékonysági	צדקה	jótékonysági	N;FEM;SG	N;NOM;SG
העיניים	szemed	העיניים	szemed	N	N;NOM;SG
העיניים	szeme	העיניים	szem	N	N;NOM;SG
העיניים	szemek	העיניים	szem	N	N;NOM;PL
דמוקרטיה	demokrácia	דמוקרטיה	demokrácia	N;FEM;SG	N;NOM;SG
אימונים	edzések	אימון	edzés	N;MASC;PL	N;NOM;PL
משרה	állás	משרה	állás	N;FEM;SG	N;NOM;SG
משרה	pozíció	משרה	pozíció	N;FEM;SG	N;NOM;SG
משרה	álláspont	משרה	álláspont	N;FEM;SG	N;NOM;SG
משרה	állás	משרה	állás	N;FEM;SG	N;NOM;SG
משרה	meló	משרה	meló	N;FEM;SG	N;NOM;SG
משרה	munka	משרה	munka	N;FEM;SG	N;NOM;SG
שקט	csend	שקט	csend	N;MASC;SG	N;NOM;SG
שלמות	tökély	שלמות	tökély		
קולה	kokó	קולה	kokó		
קולה	cola	קולה	cola		
בהירות	könnyedség	בהירות	könnyedség	N;FEM;SG	N;NOM;SG
בהירות	fényerő	בהירות	fényerő	N;FEM;SG	N;NOM;SG
בריכת	medence	בריכה	medence	N;PSSD;FEM;SG	N;NOM;SG
בריכת	biliárd	בריכה	biliárd	N;PSSD;FEM;SG	N;NOM;SG
סכסוך	ütközés	סכסוך	ütközés	N;MASC;SG	N;NOM;SG
סכסוך	konfliktus	סכסוך	konfliktus	N;MASC;SG	N;NOM;SG
היסטוריון	történész	היסטוריון	történész	N;MASC;SG	N;NOM;SG
רוחות	szelek	רוח	szel	N;FEM;PL	N;NOM;PL
רוחות	szellemekkel	רוח	szellem	N;FEM;PL	N;INS;PL
רוחות	kísértetek	רוח	kísértet	N;FEM;PL	N;NOM;PL
רוחות	szellemek	רוח	szellem	N;FEM;PL	N;NOM;PL
רוחות	lelkek	רוח	lelk	N;FEM;PL	N;NOM;PL
רוחות	szellemek	רוח	szellem	N;FEM;PL	N;NOM;PL
ספינה	hajóval	ספינה	hajó	N;FEM;SG	N;INS;SG
ספינה	hajó	ספינה	hajó	N;FEM;SG	N;NOM;SG
תשתית	infrastruktúra	תשתית	infrastruktúra	N;FEM;SG	N;NOM;SG
חניבעל	hannibal	חניבעל	hannibal		
קורבן	áldozat	קורבן	áldozat	N;MASC;SG	N;NOM;SG
קורבן	áldozatot	קורבן	áldozat	N;MASC;SG	N;ACC;SG
קורבן	áldozat	קורבן	áldozat	N;MASC;SG	N;NOM;SG
חותם	aláírás	חתם	aláírás	N;MASC;SG	N;NOM;SG
חותם	fóka	חתם	fóka	N;MASC;SG	N;NOM;SG
חותם	pecsét	חתם	pecsé	N;MASC;SG	N;NOM;SG
תערובת	keverék	תערובת	kevér	N;FEM;SG	N;NOM;SG
תערובת	elegy	תערובת	elegy	N;FEM;SG	N;NOM;SG
תערובת	keverék	תערובת	kevér	N;FEM;SG	N;NOM;SG
טכניקות	technikák	טכניקה	technika	N;FEM;PL	N;NOM;PL
פתיחה	megnyitás	פתיחה	megnyitás	N;FEM;SG	N;NOM;SG
פתיחה	nyitás	פתיחה	nyitás	N;FEM;SG	N;NOM;SG
פתיחה	megnyitó	פתיחה	megnyitó	N;FEM;SG	N;NOM;SG
פתיחה	nyílás	פתיחה	nyílás	N;FEM;SG	N;NOM;SG
חופים	strandok	חוף	strand	N;MASC;PL	N;NOM;PL
מעיד	tanúskodni	העיד	tanúskodik	V;MASC;SG;V.PTCP;ACT	V;NFIN;ACT
אגדות	mesék	אגדה	mesék	N;FEM;PL	N;NOM;PL
אגדות	legendák	אגדה	legenda	N;FEM;PL	N;NOM;PL
הכתיב	diktált	הכתיב	diktál	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
סמלי	jelképes	סמל	jelképes		
טקסטים	szövegek	טקסט	szöveg	N;MASC;PL	N;NOM;PL
המלחמות	háborúk	המלחמות	háború	N;FEM;PL	N;NOM;PL
מתקני	létesítmények	מתקן	létesítmény	N;PSSD;MASC;PL	N;NOM;PL
הא	huh	הא	huh		
ממושך	elhúzódó	ממושך	elhúzódó	ADJ;MASC;SG	ADJ;NOM;SG
צל	árny	צל	árny		
הקואליציה	koalíció	הקואליציה	koalíció	N	N;NOM;SG
נסיעה	meghajtó	נסיעה	meghajtó	N;FEM;SG	N;NOM;SG
נסיעה	utazás	נסיעה	utazás	N;FEM;SG	N;NOM;SG
נסיעה	utazás	נסיעה	utazás	N;FEM;SG	N;NOM;SG
נסיעה	utazási	נסיעה	utazási	N;FEM;SG	N;NOM;SG
תושב	lakos	תושב	lakos	N;MASC;SG	N;NOM;SG
למשוך	húzd	משך	húzd	V;NFIN;ACT	V;DEF;IMP;SG;2;PRS;FIN;ACT
קסם	magic	קסם	magic		
הפיכה	puccs	הפיכה	puccs	N;FEM;SG	N;NOM;SG
מגדלי	tornyok	מגדל	torny	N;PSSD;MASC;PL	N;NOM;PL
מגדלי	tenyésztők	מגדל	tenyésztő	N;PSSD;MASC;PL	N;NOM;PL
לזכור	emlékezni	זכר	emlékezik	V;NFIN;ACT	V;NFIN;ACT
ברירה	döntés	ברירה	döntés	N;FEM;SG	N;NOM;SG
הכללה	általánosítás	הכללה	általánosítás	N;FEM;SG	N;NOM;SG
הכללה	befogadás	הכללה	befogadás	N;FEM;SG	N;NOM;SG
ממדים	méretek	ממד	méret	N;MASC;PL	N;NOM;PL
ממדים	méretei	ממד	méretei	N;MASC;PL	N;NOM;PL
ריקוד	tánc	ריקוד	tánc	N;MASC;SG	N;NOM;SG
ריקוד	tánc	ריקוד	tánc	N;MASC;SG	N;NOM;SG
קפיצה	ugrás	קפיצה	ugrás	N;FEM;SG	N;NOM;SG
חאן	kán	ח'אן	kán	N;MASC;SG	N;NOM;SG
הנעה	meghajtás	הנעה	meghajtás	N;FEM;SG	N;NOM;SG
דינו	dino	דינו	dino		
דרישה	követelmény	דרישה	követelmény	N;FEM;SG	N;NOM;SG
דרישה	kereslet	דרישה	kereslet	N;FEM;SG	N;NOM;SG
דרישה	követelés	דרישה	követelés	N;FEM;SG	N;NOM;SG
להסיק	következtetni	הסיק	következtet	V;NFIN;ACT	V;NFIN;ACT
זמנים	időpontok	זמן	időpont	N;MASC;PL	N;NOM;PL
להגיב	válaszoljon	הגיב	válaszol	V;NFIN;ACT	V;INDF;IMP;SG;3;PRS;FIN;ACT
להגיב	reagálni	הגיב	reagál	V;NFIN;ACT	V;NFIN;ACT
גלגל	volán	גלגל	volán	N;MASC;SG	N;NOM;SG
גלגל	kereket	גלגל	kerek	N;MASC;SG	N;ACC;SG
גלגל	kerék	גלגל	kerék	N;MASC;SG	N;NOM;SG
אזהרה	figyelmeztetés	אזהרה	figyelmeztetés	N;FEM;SG	N;NOM;SG
מפקדים	parancsnokok	מפקד	parancsnok	N;MASC;PL	N;NOM;PL
מפקדים	kapitányok	מפקד	kapitány	N;MASC;PL	N;NOM;PL
השקעות	befektetések	השקעה	befektetés	N;FEM;PL	N;NOM;PL
השקעות	beruházások	השקעה	beruházás	N;FEM;PL	N;NOM;PL
מבוגרים	felnőtteknek	מבוגר	felnőtt	N;MASC;PL	N;DAT;PL
מבוגרים	felnőttek	מבוגר	felnőt	N;MASC;PL	N;NOM;PL
אומנות	művészet	אומנות	művészet	N;FEM;SG	N;NOM;SG
בחוץ	kint	בחוץ	kint		
בחוץ	kívül	בחוץ	kívül		
הליך	eljárás	הליך	eljárás	N;MASC;SG	N;NOM;SG
מיידי	pillanatnyi	מיידי	pillanatnyi	ADJ;MASC;SG	ADJ;NOM;SG
תרופה	orvosság	תרופה	orvosság	N;FEM;SG	N;NOM;SG
תרופה	gyógyszert	תרופה	gyógyszert	N;FEM;SG	N;ACC;SG
תרופה	gyógyszer	תרופה	gyógyszer	N;FEM;SG	N;NOM;SG
תרופה	orvostudomány	תרופה	orvostudomány	N;FEM;SG	N;NOM;SG
תרופה	orvosság	תרופה	orvosság	N;FEM;SG	N;NOM;SG
תרופה	ellenszer	תרופה	ellenszer	N;FEM;SG	N;NOM;SG
תרופה	gyógymód	תרופה	gyógymód	N;FEM;SG	N;NOM;SG
תרופה	gyógyír	תרופה	gyógyír	N;FEM;SG	N;NOM;SG
תרופה	kábítószer	תרופה	kábítószer	N;FEM;SG	N;NOM;SG
תרופה	gyógyszer	תרופה	gyógyszer	N;FEM;SG	N;NOM;SG
תרופה	drog	תרופה	drog	N;FEM;SG	N;NOM;SG
מאכל	étel	מאכל	étel	N;MASC;SG	N;NOM;SG
מאכל	élelem	מאכל	élel	N;MASC;SG	N;NOM;SG
מאכל	táplálék	מאכל	táplálék	N;MASC;SG	N;NOM;SG
מאכל	élelmiszer	מאכל	élelmiszer	N;MASC;SG	N;NOM;SG
מציאת	megállapítás	מציאה	megállapítás	N;PSSD;FEM;SG	N;NOM;SG
היבטים	szempontok	היבט	szempont	N;MASC;PL	N;NOM;PL
היבטים	szempontjai	היבט	szempont	N;MASC;PL	N;NOM;PL
הצגה	előadás	הצגה	előadás	N;FEM;SG	N;NOM;SG
הצגה	teljesítmény	הצגה	teljesítmény	N;FEM;SG	N;NOM;SG
הצגה	megjelenítés	הצגה	megjelenítés	N;FEM;SG	N;NOM;SG
הצגה	bemutatása	הצגה	bemutatás	N;FEM;SG	N;NOM;SG
חדרים	helyiségek	חדר	helyiség	N;MASC;PL	N;NOM;PL
חדרים	szobákban	חדר	szoba	N;MASC;PL	N;IN+ESS;PL
חדרים	szobák	חדר	szoba	N;MASC;PL	N;NOM;PL
הפסדים	veszteségek	הפסד	veszteség	N;MASC;PL	N;NOM;PL
הפסדים	veszteségeket	הפסד	veszteség	N;MASC;PL	N;ACC;PL
זעם	düh	זעם	düh	N;MASC;SG	N;NOM;SG
זעם	düh	זעם	düh	N;MASC;SG	N;NOM;SG
זעם	harag	זעם	harag	N;MASC;SG	N;NOM;SG
בוגרים	nyugdíjasok	בוגר	nyugdíjas	N;MASC;PL	N;NOM;PL
בוגרים	végzősök	בוגר	végzős	N;MASC;PL	N;NOM;PL
בוגרים	felnőtteknek	בוגר	felnőtt	N;MASC;PL	N;DAT;PL
בוגרים	felnőttek	בוגר	felnőt	N;MASC;PL	N;NOM;PL
בוגרים	öregdiák	בוגר	öregdia	N;MASC;PL	N;NOM;PL
בוגרים	diplomások	בוגר	diplomás	N;MASC;PL	N;NOM;PL
בוגרים	végzősök	בוגר	végzős	N;MASC;PL	N;NOM;PL
סגול	lila	סגול	lila		
סגול	bíbor	סגול	bíbor		
רציף	folyamatos	רציף	folyamatos		
רציף	folytonos	רציף	folytonos		
שכבה	réteg	שכבה	réteg	N;FEM;SG	N;NOM;SG
דק	vékony	None	vékony		
דק	sovány	None	sovány		
מושלם	tökéletes	מושלם	tökéletes	ADJ;MASC;SG	ADJ;NOM;SG
ביתי	otthonos	ביתי	otthonos		
הערכות	értékelések	הערכה	értékelés	N;FEM;PL	N;NOM;PL
הערכות	becslések	הערכה	becslés	N;FEM;PL	N;NOM;PL
הערכות	értékelések	הערכה	értékelés	N;FEM;PL	N;NOM;PL
