年	ano	年	ano	N	N;MASC;SG
葡萄	vinhos	葡萄	vinho	N	N;MASC;PL
音樂	musicais	音樂	musical	N	N;MASC;PL
樸	parque	樸	parque	N	N;MASC;SG
樸	park	樸	park	N	N;MASC;SG
半徑	raio	半徑	raio	N	N;MASC;SG
六	seis	六	seis	NUM	NUM
標籤	rótulos	標籤	rótulo	N	N;MASC;PL
標籤	etiquetas	標籤	etiqueta	N	N;FEM;PL
標籤	marca	標籤	marca	N	N;FEM;SG
標籤	etiqueta	標籤	etiqueta	N	N;FEM;SG
標籤	tag	標籤	tag	N	N;FEM;SG
標籤	separador	標籤	separador	N	N;MASC;SG
標籤	tab	標籤	tab	N	N;MASC;SG
標籤	aba	標籤	abar	N	N;FEM;SG
標籤	etiquetas	標籤	etiqueta	N	N;FEM;PL
標籤	marcações	標籤	marcação	N	N;FEM;PL
標籤	identificações	標籤	identificação	N	N;FEM;PL
標籤	tags	標籤	tags	N	N;MASC;SG
標籤	rótulo	標籤	rótulo	N	N;MASC;SG
標籤	etiqueta	標籤	etiqueta	N	N;FEM;SG
標籤	label	標籤	label	N	N;MASC;SG
標籤	gravadora	標籤	gravadora	N	N;FEM;SG
放大	ampliar	放大	ampliar	V	V;NFIN
肝	fígado	肝	fígado	N	N;MASC;SG
日間	diurna	日間	diurno	N	N;FEM;SG
傳記	biografias	傳記	biografia	N	N;FEM;PL
傳記	biografia	傳記	biografia	N	N;FEM;SG
失望	decepção	失望	decepção	N	N;FEM;SG
失望	desilusão	失望	desilusão	N	N;FEM;SG
失望	desapontamento	失望	desapontamento	N	N;MASC;SG
屬性	atributo	屬性	atributo	N	N;MASC;SG
屬性	atributos	屬性	atributo	N	N;MASC;PL
屬性	propriedade	屬性	propriedade	N	N;FEM;SG
屬性	imóvel	屬性	imóvel	N	N;MASC;SG
屬性	propriedades	屬性	propriedade	N	N;FEM;PL
屬性	imóveis	屬性	imóvel	N	N;MASC;PL
屬性	propriedades	屬性	propriedade	N	N;FEM;PL
屬性	atributos	屬性	atributo	N	N;MASC;PL
種植	plantar	種植	plantar	V	V;NFIN
氫	hidrogénio	氫	hidrogénio	N	N;MASC;SG
氫	hidrogênio	氫	hidrogênio	N	N;MASC;SG
名譽	honra	名譽	honra	N	N;FEM;SG
名譽	honorários	名譽	honorários	N	N;MASC;PL
名譽	reputação	名譽	reputação	N	N;FEM;SG
名譽	honra	名譽	honra	N	N;FEM;SG
名譽	honor	名譽	honor	N	N;MASC;SG
光子	mitsuko	光子	mitsuko	N	N;MASC;SG
光子	fotão	光子	fotão	N	N;MASC;SG
特點	características	特點	característica	N	N;FEM;PL
特點	características	特點	característica	N	N;FEM;PL
特點	funcionalidades	特點	funcionalidade	N	N;FEM;PL
特點	característica	特點	característica	N	N;FEM;SG
磷	fósforo	磷	fósforo	N	N;MASC;SG
品種	raças	品種	raça	N	N;FEM;PL
品種	raça	品種	raça	N	N;FEM;SG
品種	mestiço	品種	mestiço	N	N;MASC;SG
品種	variedades	品種	variedade	N	N;FEM;PL
品種	castas	品種	casta	N	N;FEM;PL
書記	escrivão	書記	escrivão	N	N;MASC;SG
霜	geada	霜	geada	N	N;FEM;SG
霜	frost	霜	frost	N	N;MASC;SG
霜	nata	霜	nata	N	N;FEM;SG
霜	creme	霜	creme	N	N;MASC;SG
霜	natas	霜	nata	N	N;FEM;PL
霜	cream	霜	crear	N	N;MASC;SG
海豚	golfinho	海豚	golfinho	N	N;MASC;SG
海豚	dolphin	海豚	dolphin	N	N;MASC;SG
海豚	golfinhos	海豚	golfinho	N	N;MASC;PL
海豚	golfinhos	海豚	golfinho	N	N;MASC;PL
紫色	roxo	紫色	roxo	N	N;MASC;SG
紫色	roxa	紫色	roxa	N	N;FEM;SG
紫色	púrpura	紫色	púrpura	N	N;FEM;SG
電流	correntes	電流	corrente	N	N;MASC;PL
電流	corrente	電流	corrente	N	N;FEM;SG
特快	express	特快	express	N	N;MASC;SG
正統	ortodoxia	正統	ortodoxia	N	N;FEM;SG
正統	ortodoxo	正統	ortodoxo	N	N;MASC;SG
正統	ortodoxos	正統	ortodoxo	N	N;MASC;PL
正統	ortodoxa	正統	ortodoxa	N	N;FEM;SG
國外	ultramarinos	國外	ultramarino	N	N;MASC;PL
國外	ultramar	國外	ultramar	N	N;MASC;SG
千克	quilogramas	千克	quilograma	N	N;MASC;PL
千克	quilograma	千克	quilograma	N	N;MASC;SG
千克	quilo	千克	quilo	N	N;MASC;SG
千克	kilo	千克	kilo	N	N;MASC;SG
密碼	codigo	密碼	codigo	N	N;MASC;SG
密碼	código	密碼	código	N	N;MASC;SG
密碼	password	密碼	password	N	N;FEM;SG
密碼	senha	密碼	ser	N	N;FEM;SG
密碼	senhas	密碼	senha	N	N;FEM;PL
帽子	chapéus	帽子	chapéu	N	N;MASC;PL
帽子	bonés	帽子	bonés	N	N;MASC;PL
帽子	chapéu	帽子	chapéu	N	N;MASC;SG
帽子	cartola	帽子	cartola	N	N;MASC;SG
帽子	hat	帽子	hat	N	N;MASC;SG
普查	recenseamento	普查	recenseamento	N	N;MASC;SG
普查	censo	普查	censo	N	N;MASC;SG
普查	recenseamentos	普查	recenseamento	N	N;MASC;PL
中西	midwest	中西	midwest	N	N;MASC;PL
腺	glândula	腺	glândula	N	N;FEM;SG
腺	glândulas	腺	glândula	N	N;FEM;PL
腺	glândulas	腺	glândula	N	N;FEM;PL
海軍	marines	海軍	marine	N	N;MASC;PL
海軍	fuzileiros	海軍	fuzileiro	N	N;MASC;PL
歌劇	ópera	歌劇	ópera	N	N;FEM;SG
歌劇	óperas	歌劇	óperas	N	N;FEM;PL
歌劇	óperas	歌劇	óperas	N	N;FEM;PL
焦點	focus	焦點	focu	N	N;MASC;SG
焦點	foco	焦點	foco	N	N;MASC;SG
冬天	inverno	冬天	inverno	N	N;MASC;SG
紀元	época	紀元	época	N	N;FEM;SG
幸運	sortuda	幸運	sortuda	N	N;FEM;SG
幸運	sorte	幸運	sorte	N	N;FEM;SG
幸運	lucky	幸運	lucky	N	N;MASC;SG
幸運	sortudo	幸運	sortudo	N	N;MASC;SG
資本	capitais	資本	capital	N	N;MASC;PL
資本	capital	資本	capital	N	N;MASC;SG
幹部	cadre	幹部	cadre	N	N;MASC;SG
拓展	expandir	拓展	expandir	V	V;NFIN
團	unidade	團	unidade	N	N;FEM;SG
團	unity	團	unity	N	N;MASC;SG
團	solidariedade	團	solidariedade	N	N;FEM;SG
魔鬼	diabo	魔鬼	diabo	N	N;MASC;SG
魔鬼	devil	魔鬼	devil	N	N;MASC;SG
魔鬼	demônio	魔鬼	demônio	N	N;MASC;SG
獎勵	recompensas	獎勵	recompensa	N	N;FEM;PL
獎勵	recompensa	獎勵	recompensar	N	N;FEM;SG
獎勵	bonus	獎勵	bonu	N	N;MASC;SG
獎勵	bônus	獎勵	bônus	N	N;MASC;SG
獎勵	bónus	獎勵	bónu	N	N;MASC;SG
獎勵	incentivos	獎勵	incentivo	N	N;MASC;PL
獎勵	prémios	獎勵	prémio	N	N;MASC;PL
獎勵	premiação	獎勵	premiação	N	N;FEM;SG
獎勵	awards	獎勵	award	N	N;MASC;SG
獎勵	prêmios	獎勵	prêmio	N	N;MASC;PL
獎勵	recompensa	獎勵	recompensar	N	N;FEM;SG
獎勵	recompensas	獎勵	recompensa	N	N;FEM;PL
合唱	coral	合唱	coral	N	N;MASC;SG
合唱	coro	合唱	coro	N	N;MASC;SG
合唱	refrão	合唱	refrão	N	N;MASC;SG
合唱	coro	合唱	coro	N	N;MASC;SG
國防	defesa	國防	defesa	N	N;FEM;SG
國防	defesa	國防	defesa	N	N;FEM;SG
文書	instrumento	文書	instrumento	N	N;MASC;SG
文書	instrumentos	文書	instrumento	N	N;MASC;PL
意圖	intenções	意圖	intenção	N	N;FEM;PL
意圖	intenção	意圖	intenção	N	N;FEM;SG
意圖	intenções	意圖	intenção	N	N;FEM;PL
意圖	intento	意圖	intento	N	N;MASC;SG
意圖	intenção	意圖	intenção	N	N;FEM;SG
意圖	intenções	意圖	intenção	N	N;FEM;PL
物件	objeto	物件	objeto	N	N;MASC;SG
物件	objecto	物件	objecto	N	N;MASC;SG
物件	objectos	物件	objecto	N	N;MASC;PL
物件	objetos	物件	objeto	N	N;MASC;PL
背叛	traição	背叛	traição	N	N;FEM;SG
背叛	traições	背叛	traição	N	N;FEM;PL
培育	cultivar	培育	cultivar	V	V;NFIN
物流	logística	物流	logístico	N	N;FEM;SG
味道	gosto	味道	gosto	N	N;MASC;SG
味道	sabor	味道	sabor	N	N;MASC;SG
味道	gostos	味道	gosto	N	N;MASC;PL
味道	cheiro	味道	cheirar	N	N;MASC;SG
潮流	maré	潮流	maré	N	N;FEM;SG
潮流	marés	潮流	marés	N	N;FEM;PL
招募	recrutar	招募	recrutar	V	V;NFIN
招募	recrutar	招募	recrutar	V	V;NFIN
體驗	experiências	體驗	experiência	N	N;FEM;PL
體驗	experiência	體驗	experiência	N	N;FEM;SG
體驗	experiencia	體驗	experienciar	N	N;FEM;SG
體驗	vivência	體驗	vivência	N	N;FEM;SG
禽	aves	禽	ave	N	N;FEM;PL
裝飾	decoração	裝飾	decoração	N	N;FEM;SG
裝飾	decoração	裝飾	decoração	N	N;FEM;SG
裝飾	deco	裝飾	deco	N	N;MASC;SG
裝飾	decoração	裝飾	decoração	N	N;FEM;SG
裝飾	condecorações	裝飾	condecoração	N	N;FEM;PL
裝飾	decorações	裝飾	decoração	N	N;FEM;PL
婚禮	casamentos	婚禮	casamento	N	N;MASC;PL
婚禮	boda	婚禮	boda	N	N;FEM;SG
婚禮	casamento	婚禮	casamento	N	N;MASC;SG
婚禮	bodas	婚禮	boda	N	N;FEM;PL
婚禮	wedding	婚禮	wedding	N	N;MASC;SG
術語	termo	術語	termo	N	N;MASC;SG
術語	termos	術語	termos	N	N;MASC;PL
術語	terminologia	術語	terminologia	N	N;FEM;SG
倒塌	colapso	倒塌	colapso	N	N;MASC;SG
倒塌	desabamento	倒塌	desabamento	N	N;MASC;SG
倒塌	desmoronamento	倒塌	desmoronamento	N	N;MASC;SG
公理	axiomas	公理	axioma	N	N;FEM;PL
公理	axioma	公理	axioma	N	N;MASC;SG
改寫	reescrever	改寫	reescrever	V	V;NFIN
改寫	reescrever	改寫	reescrever	V	V;NFIN
王牌	ases	王牌	ás	N	N;MASC;PL
王牌	craque	王牌	craque	N	N;MASC;SG
王牌	eca	王牌	eca	N	N;MASC;SG
王牌	ace	王牌	ace	N	N;MASC;SG
縮短	abreviado	縮短	abreviar	V	V;MASC;SG;V.PTCP
縮短	encurtar	縮短	encurtar	V	V;NFIN
縮短	encurtar	縮短	encurtar	V	V;NFIN
上限	tecto	上限	tecto	N	N;MASC;SG
上限	teto	上限	teto	N	N;MASC;SG
上限	boné	上限	boné	N	N;MASC;SG
上限	cap	上限	cap	N	N;MASC;SG
上限	pac	上限	pac	N	N;MASC;SG
上限	limite	上限	limite	N	N;MASC;SG
星期	terça	星期	terça	N	N;FEM;SG
合格	qualificadas	合格	qualificar	V	V;FEM;PL;V.PTCP
合格	qualificada	合格	qualificar	V	V;FEM;SG;V.PTCP
合格	qualificado	合格	qualificado	V	V;MASC;SG;V.PTCP
合格	qualificados	合格	qualificar	V	V;MASC;PL;V.PTCP
水果	fruto	水果	fruto	N	N;MASC;SG
水果	frutos	水果	fruto	N	N;MASC;PL
水果	frutas	水果	fruta	N	N;FEM;PL
水果	fruta	水果	fruta	N	N;FEM;SG
水果	frutas	水果	fruta	N	N;FEM;PL
水果	frutos	水果	fruto	N	N;MASC;PL
補給	recarga	補給	recargar	N	N;FEM;SG
補給	reabastecimento	補給	reabastecimento	N	N;MASC;SG
指標	indicadores	指標	indicador	N	N;MASC;PL
指標	métricas	指標	métrico	N	N;FEM;PL
指標	indicadores	指標	indicador	N	N;MASC;PL
指標	indicador	指標	indicador	N	N;MASC;SG
指標	indicadores	指標	indicador	N	N;MASC;PL
句子	frases	句子	frase	N	N;FEM;PL
句子	sentenças	句子	sentença	N	N;FEM;PL
句子	frase	句子	frase	N	N;FEM;SG
句子	sentença	句子	sentença	N	N;FEM;SG
麵	pães	麵	pão	N	N;MASC;PL
麵	pão	麵	pão	N	N;MASC;SG
商務	comércio	商務	comércio	N	N;MASC;SG
商務	comercio	商務	comercio	N	N;MASC;SG
商務	biz	商務	biz	N	N;FEM;SG
商務	negócios	商務	negócio	N	N;MASC;PL
商務	negócio	商務	negócio	N	N;MASC;SG
議長	orador	議長	orador	N	N;MASC;SG
議長	falante	議長	falante	N	N;MASC;SG
議長	oradora	議長	oradora	N	N;FEM;SG
議長	palestrante	議長	palestrante	N	N;MASC;SG
使徒	apóstolos	使徒	apóstolo	N	N;MASC;PL
使徒	apóstolo	使徒	apóstolo	N	N;MASC;SG
使徒	mensageiro	使徒	mensageiro	N	N;MASC;SG
使徒	apostólica	使徒	apostólico	N	N;FEM;SG
兔子	coelho	兔子	coelho	N	N;MASC;SG
兔子	coelhinho	兔子	coelhinho	N	N;MASC;SG
兔子	bunny	兔子	bunny	N	N;MASC;SG
兔子	coelhinha	兔子	coelhinha	N	N;FEM;SG
兔子	coelho	兔子	coelho	N	N;MASC;SG
兔子	coelhos	兔子	coelho	N	N;MASC;PL
封建	feudal	封建	feudal	N	N;MASC;SG
針	agulhas	針	agulha	N	N;FEM;PL
針	agulha	針	agulhar	N	N;FEM;SG
針	agulhas	針	agulha	N	N;FEM;PL
丈	joe	丈	joe	N	N;MASC;SG
褐	marrom	褐	marror	N	N;MASC;SG
褐	brown	褐	brown	N	N;MASC;SG
褐	castanhos	褐	castanho	N	N;MASC;PL
褐	castanhas	褐	castanha	N	N;FEM;PL
褐	castanha	褐	castanha	N	N;FEM;SG
褐	castanho	褐	castanho	N	N;MASC;SG
或	talvez	或	talvez	ADV	ADV
或	talvez	或	talvez	ADV	ADV
煤炭	carvão	煤炭	carvão	N	N;MASC;SG
煤炭	hulha	煤炭	holha	N	N;FEM;SG
真空	aspirador	真空	aspirador	N	N;MASC;SG
真空	vácuo	真空	vácuo	N	N;MASC;SG
鬥士	combatentes	鬥士	combatente	N	N;MASC;PL
鬥士	lutadores	鬥士	lutador	N	N;MASC;PL
鬥士	caças	鬥士	caça	N	N;FEM;PL
鬥士	lutador	鬥士	lutador	N	N;MASC;SG
鬥士	combatente	鬥士	combatente	N	N;MASC;SG
鬥士	lutadora	鬥士	lutadora	N	N;FEM;SG
鬥士	fighter	鬥士	fighter	N	N;MASC;SG
星空	estrelas	星空	estrela	N	N;FEM;PL
星空	stars	星空	star	N	N;MASC;SG
減弱	enfraquecem	減弱	enfraquecer	V	V;IND;PL;3;PRS;FIN
減弱	enfraquecer	減弱	enfraquecer	V	V;NFIN
蔬菜	vegetais	蔬菜	vegetal	N	N;MASC;PL
蔬菜	legume	蔬菜	legume	N	N;MASC;SG
蔬菜	legumes	蔬菜	legume	N	N;MASC;PL
蔬菜	vegetais	蔬菜	vegetal	N	N;MASC;PL
蔬菜	legumes	蔬菜	legume	N	N;MASC;PL
索引	index	索引	index	N	N;MASC;SG
索引	indice	索引	indice	N	N;MASC;SG
索引	índices	索引	índice	N	N;MASC;PL
索引	índice	索引	índice	N	N;MASC;SG
索引	indexação	索引	indexação	N	N;FEM;SG
索引	índices	索引	índice	N	N;MASC;PL
華麗	glam	華麗	glam	N	N;MASC;SG
華麗	magníficos	華麗	magnífico	N	N;MASC;PL
木材	madeiras	木材	madeira	N	N;FEM;PL
木材	madeira	木材	madeira	N	N;FEM;SG
唱歌	sing	唱歌	sing	N	N;MASC;SG
模特	models	模特	model	N	N;MASC;SG
模特	modelos	模特	modelo	N	N;MASC;PL
模特	modelagem	模特	modelagem	N	N;FEM;SG
閃電	relâmpago	閃電	relâmpago	N	N;MASC;SG
閃電	relâmpagos	閃電	relâmpago	N	N;MASC;PL
閃電	lightning	閃電	lightning	N	N;MASC;SG
儀器	instrumentação	儀器	instrumentação	N	N;FEM;SG
儀器	aparelho	儀器	aparelho	N	N;MASC;SG
儀器	aparelhos	儀器	aparelho	N	N;MASC;PL
儀器	instrumento	儀器	instrumento	N	N;MASC;SG
儀器	instrumentos	儀器	instrumento	N	N;MASC;PL
活塞	êmbolo	活塞	êmbolo	N	N;MASC;SG
活塞	pistão	活塞	pistão	N	N;MASC;SG
活塞	pistons	活塞	pistom	N	N;MASC;PL
抽象	abstrato	抽象	abstrato	N	N;MASC;SG
抽象	abstracto	抽象	abstracto	N	N;MASC;SG
抽象	abstracta	抽象	abstracta	N	N;FEM;SG
抽象	resumo	抽象	resumo	N	N;MASC;SG
抽象	abstração	抽象	abstração	N	N;FEM;SG
魔術	truque	魔術	truque	N	N;MASC;SG
魔術	trick	魔術	trick	N	N;MASC;SG
魔術	mágica	魔術	mágico	N	N;FEM;SG
魔術	mágico	魔術	mágico	N	N;MASC;SG
魔術	magic	魔術	magic	N	N;MASC;SG
魔術	mágicas	魔術	mágico	N	N;FEM;PL
魔術	magia	魔術	magia	N	N;FEM;SG
流動	caudal	流動	caudal	N	N;MASC;SG
流動	flow	流動	flow	N	N;MASC;SG
流動	fluxo	流動	fluxo	N	N;MASC;SG
流動	mobilidade	流動	mobilidade	N	N;FEM;SG
中斷	interromper	中斷	interromper	V	V;NFIN
中斷	quebrar	中斷	quebrar	V	V;NFIN
連線	conecte	連線	conecte	V	V;SBJV;SG;3;PRS;FIN
連線	ligar	連線	ligar	V	V;NFIN
連線	conectar	連線	conectar	V	V;NFIN
電壓	voltagem	電壓	voltagem	N	N;FEM;SG
電壓	tensão	電壓	tensão	N	N;FEM;SG
奇蹟	milagres	奇蹟	milagre	N	N;MASC;PL
奇蹟	milagre	奇蹟	milagre	N	N;MASC;SG
煮	cozinhar	煮	cozinhar	V	V;NFIN
煮	cozinhando	煮	cozinhar	V	V;V.MSDR
煮	cozinhar	煮	cozinhar	V	V;NFIN
煮	ferver	煮	ferver	V	V;NFIN
專屬	exclusividade	專屬	exclusividade	N	N;FEM;SG
相機	câmara	相機	câmara	N	N;FEM;SG
相機	camera	相機	camera	N	N;FEM;SG
相機	câmera	相機	câmera	N	N;FEM;SG
相機	câmeras	相機	câmera	N	N;FEM;PL
相機	câmaras	相機	câmara	N	N;FEM;PL
土著	indígenas	土著	indígena	N	N;FEM;PL
土著	indígena	土著	indígena	N	N;FEM;SG
進化	evoluir	進化	evoluir	V	V;NFIN
進化	evoluiu	進化	evoluir	V	V;IND;SG;3;PST;FIN
進化	evoluído	進化	evoluir	V	V;MASC;SG;V.PTCP
進化	evoluíram	進化	evoluir	V	V;IND;PL;3;FIN
家鄉	naturalidade	家鄉	naturalidade	N	N;FEM;SG
明亮	bright	明亮	bright	N	N;MASC;SG
明亮	brilhantes	明亮	brilhante	N	N;MASC;PL
巡航	cruzeiros	巡航	cruzeiro	N	N;MASC;PL
巡航	cruzeiro	巡航	cruzeiro	N	N;MASC;SG
巡航	cruise	巡航	cruise	N	N;MASC;SG
巡航	cruzeiro	巡航	cruzeiro	N	N;MASC;SG
巡航	cruzeiros	巡航	cruzeiro	N	N;MASC;PL
將來	futuro	將來	futuro	N	N;MASC;SG
將來	future	將來	future	N	N;MASC;SG
將來	futura	將來	futuro	N	N;FEM;SG
體操	ginástica	體操	ginástica	N	N;FEM;SG
瞳	hitomi	瞳	hitomi	N	N;MASC;SG
廟宇	templos	廟宇	templo	N	N;MASC;PL
照明	iluminação	照明	iluminação	N	N;FEM;SG
照明	iluminação	照明	iluminação	N	N;FEM;SG
行銷	marketing	行銷	marketing	N	N;MASC;SG
行銷	comercialização	行銷	comercialização	N	N;FEM;SG
外籍	estrangeiro	外籍	estrangeiro	N	N;MASC;SG
外籍	estrangeira	外籍	estrangeiro	N	N;FEM;SG
外籍	estrangeiras	外籍	estrangeiro	N	N;FEM;PL
外籍	estrangeiros	外籍	estrangeiro	N	N;MASC;PL
查詢	consulta	查詢	consulta	N	N;FEM;SG
查詢	query	查詢	query	N	N;MASC;SG
查詢	inquéritos	查詢	inquérito	N	N;MASC;PL
查詢	inquérito	查詢	inquérito	N	N;MASC;SG
查詢	inquéritos	查詢	inquérito	N	N;MASC;PL
查詢	consultas	查詢	consulta	N	N;FEM;PL
語音	voice	語音	voice	N	N;MASC;SG
語音	voz	語音	voz	N	N;FEM;SG
語音	discurso	語音	discurso	N	N;MASC;SG
甲板	convés	甲板	convés	N	N;MASC;SG
甲板	pavimentos	甲板	pavimento	N	N;MASC;PL
甲板	convés	甲板	convés	N	N;MASC;SG
甲板	baralho	甲板	baralho	N	N;MASC;SG
甲板	deck	甲板	deck	N	N;MASC;SG
墓葬	túmulos	墓葬	túmulo	N	N;MASC;PL
墓葬	tumbas	墓葬	tumba	N	N;FEM;PL
話題	tópicos	話題	tópico	N	N;MASC;PL
話題	tópico	話題	tópico	N	N;MASC;SG
鎊	libra	鎊	libra	N	N;FEM;SG
行業	indústrias	行業	indústria	N	N;FEM;PL
行業	industria	行業	industria	N	N;FEM;SG
行業	indústria	行業	indústria	N	N;FEM;SG
孤立	isolar	孤立	isolar	V	V;NFIN
孤立	isolada	孤立	isolar	V	V;FEM;SG;V.PTCP
孤立	isolados	孤立	isolar	V	V;MASC;PL;V.PTCP
孤立	isoladas	孤立	isolar	V	V;FEM;PL;V.PTCP
孤立	isolado	孤立	isolar	V	V;MASC;SG;V.PTCP
詞彙	glossário	詞彙	glossário	N	N;MASC;SG
詞彙	vocabulário	詞彙	vocabulário	N	N;MASC;SG
售出	vendida	售出	vender	V	V;FEM;SG;V.PTCP
售出	vendido	售出	vender	V	V;MASC;SG;V.PTCP
售出	vendidos	售出	vender	V	V;MASC;PL;V.PTCP
售出	vendidas	售出	vender	V	V;FEM;PL;V.PTCP
售出	vendeu	售出	vender	V	V;IND;SG;3;PST;FIN
飯	rice	飯	rice	N	N;MASC;SG
飯	arroz	飯	arroz	N	N;MASC;SG
飯	farinha	飯	farinha	N	N;FEM;SG
飯	refeições	飯	refeição	N	N;FEM;PL
飯	refeição	飯	refeição	N	N;FEM;SG
危害	perigos	危害	perigo	N	N;MASC;PL
危害	perigos	危害	perigo	N	N;MASC;PL
危害	hazard	危害	hazard	N	N;MASC;SG
危害	perigo	危害	perigo	N	N;MASC;SG
肖像	retrato	肖像	retrato	N	N;MASC;SG
肖像	retratos	肖像	retrato	N	N;MASC;PL
憤怒	irritado	憤怒	irritar	ADJ	ADJ;MASC;SG
旗幟	bandeira	旗幟	bandeira	N	N;FEM;SG
旗幟	banners	旗幟	banner	N	N;MASC;PL
旗幟	banner	旗幟	banner	N	N;MASC;SG
旗幟	faixa	旗幟	faixa	N	N;FEM;SG
旗幟	estandarte	旗幟	estandarte	N	N;MASC;SG
旗幟	pavilhão	旗幟	pavilhão	N	N;MASC;SG
旗幟	bandeira	旗幟	bandeira	N	N;FEM;SG
旗幟	flags	旗幟	flags	N	N;MASC;SG
旗幟	bandeiras	旗幟	bandeira	N	N;FEM;PL
巡洋	cruzadores	巡洋	cruzador	N	N;MASC;PL
巡洋	cruzador	巡洋	cruzador	N	N;MASC;SG
間	indiretas	間	indireta	N	N;FEM;PL
間	indirecto	間	indirecto	N	N;MASC;SG
間	indirectas	間	indirecta	N	N;FEM;PL
間	indireta	間	indiretar	N	N;FEM;SG
負面	negativa	負面	negativa	N	N;FEM;SG
負面	negativos	負面	negativo	N	N;MASC;PL
適應	adaptar	適應	adaptar	V	V;NFIN
適應	adaptando	適應	adaptar	V	V;V.MSDR
適應	adaptar	適應	adaptar	V	V;NFIN
關心	carinho	關心	carinho	N	N;MASC;SG
關心	cuidados	關心	cuidado	N	N;MASC;PL
關心	cuidado	關心	cuidado	N	N;MASC;SG
關心	care	關心	care	N	N;MASC;SG
早晨	manhã	早晨	manhã	N	N;FEM;SG
早晨	morning	早晨	morning	N	N;MASC;SG
神學	teologia	神學	teologia	N	N;FEM;SG
訴訟	litígio	訴訟	litígio	N	N;MASC;SG
訴訟	contencioso	訴訟	contencioso	N	N;MASC;SG
訴訟	litígios	訴訟	litígio	N	N;MASC;PL
水道	aqueduto	水道	aqueduto	N	N;MASC;SG
餐	farinha	餐	farinha	N	N;FEM;SG
餐	refeições	餐	refeição	N	N;FEM;PL
餐	refeição	餐	refeição	N	N;FEM;SG
餐	refeições	餐	refeição	N	N;FEM;PL
現代	modernização	現代	modernização	N	N;FEM;SG
現代	moderna	現代	moderno	N	N;FEM;SG
現代	modernas	現代	moderno	N	N;FEM;PL
現代	modern	現代	modern	N	N;MASC;SG
現代	modernização	現代	modernização	N	N;FEM;SG
後裔	descendente	後裔	descendente	N	N;MASC;SG
後裔	descendentes	後裔	descendente	N	N;MASC;PL
累計	acumuladas	累計	acumular	V	V;FEM;PL;V.PTCP
累計	acumulada	累計	acumular	V	V;FEM;SG;V.PTCP
累計	acumulado	累計	acumular	V	V;MASC;SG;V.PTCP
累計	acumulados	累計	acumular	V	V;MASC;PL;V.PTCP
累計	acumulado	累計	acumular	V	V;MASC;SG;V.PTCP
旅程	viagem	旅程	viagem	N	N;FEM;SG
旅程	jornada	旅程	jornada	N	N;FEM;SG
旅程	journey	旅程	journey	N	N;MASC;SG
公墓	cemitérios	公墓	cemitério	N	N;MASC;PL
公墓	cemitério	公墓	cemitério	N	N;MASC;SG
船舶	nave	船舶	nave	N	N;FEM;SG
船舶	embarcação	船舶	embarcação	N	N;FEM;SG
船舶	navio	船舶	navio	N	N;MASC;SG
船舶	navios	船舶	navio	N	N;MASC;PL
船舶	naves	船舶	nave	N	N;FEM;PL
漢堡	burger	漢堡	burger	N	N;MASC;SG
漢堡	hambúrguer	漢堡	hambúrguer	N	N;MASC;SG
漢堡	hamburguer	漢堡	hamburguer	N	N;MASC;SG
漢堡	hamburgo	漢堡	hamburgo	N	N;MASC;SG
嬰兒	nenê	嬰兒	nenê	N	N;MASC;SG
嬰兒	neném	嬰兒	neném	N	N;MASC;SG
嬰兒	bebé	嬰兒	bebé	N	N;MASC;SG
嬰兒	bebê	嬰兒	bebê	N	N;MASC;SG
嬰兒	baby	嬰兒	baby	N	N;MASC;SG
嬰兒	infante	嬰兒	infante	N	N;MASC;SG
嬰兒	bebés	嬰兒	bebé	N	N;MASC;PL
嬰兒	bebês	嬰兒	bebês	N	N;MASC;PL
帆船	veleiro	帆船	veleiro	N	N;MASC;SG
帆船	vela	帆船	vela	N	N;FEM;SG
毀滅	destruição	毀滅	destruição	N	N;FEM;SG
客棧	taberna	客棧	taberna	N	N;FEM;SG
客棧	taverna	客棧	taverna	N	N;MASC;SG
客棧	estalagem	客棧	estalagem	N	N;FEM;SG
客棧	pousada	客棧	pousada	N	N;FEM;SG
客棧	inn	客棧	inn	N	N;MASC;SG
讀書	leitura	讀書	leitura	N	N;FEM;SG
勇敢	bravo	勇敢	bravo	N	N;MASC;SG
勇敢	valente	勇敢	valente	N	N;MASC;SG
中西	midwest	中西	midwest	N	N;MASC;PL
選票	votações	選票	votação	N	N;FEM;PL
選票	votação	選票	votação	N	N;FEM;SG
選票	votos	選票	voto	N	N;MASC;PL
選票	escrutínio	選票	escrutínio	N	N;MASC;SG
入場	entrada	入場	entrada	N	N;FEM;SG
董事	tabuleiro	董事	tabuleiro	N	N;MASC;SG
董事	tábua	董事	tábua	N	N;FEM;SG
董事	prancha	董事	prancha	N	N;FEM;SG
董事	diretoria	董事	diretoria	N	N;FEM;SG
時常	freqüentemente	時常	freqüentemente	ADV	ADV
時常	frequentemente	時常	frequentemente	ADV	ADV
接力	revezamento	接力	revezamento	N	N;MASC;SG
接力	relé	接力	relé	N	N;MASC;SG
接力	retransmissão	接力	retransmissão	N	N;FEM;SG
水庫	barragem	水庫	barragem	N	N;FEM;SG
水庫	dique	水庫	dicar	N	N;MASC;SG
水庫	represa	水庫	represa	N	N;FEM;SG
水庫	dam	水庫	dam	N	N;MASC;SG
