撤消	ανακαλέσει	撤消	ανακαλώ	V	V;PFV;IND;SG;3;FIN;ACT
損傷	κακώσεις	損傷	κάκωση	N	N;NOM;FEM;PL
損傷	ζημία	損傷	ζημία	N	N;ACC;FEM;SG
損傷	βλάβη	損傷	βλάβη	N	N;ACC;FEM;SG
損傷	ζημίες	損傷	ζημία	N	N;NOM;FEM;PL
損傷	ζημιές	損傷	ζημιά	N	N;NOM;FEM;PL
損傷	ζημιά	損傷	ζημιά	N	N;ACC;FEM;SG
缺口	κενά	缺口	κενό	N	N;NOM;NEUT;PL
缺口	χάσμα	缺口	χάσμα	N	N;NOM;NEUT;SG
缺口	κενό	缺口	κενό	N	N;NOM;NEUT;SG
列舉	καταμέτρηση	列舉	καταμέτρηση	N	N;ACC;FEM;SG
列舉	απαρίθμηση	列舉	απαρίθμηση	N	N;NOM;FEM;SG
分流	αντιπερισπασμός	分流	αντιπερισπασμός	N	N;NOM;MASC;SG
分流	αντιπερισπασμό	分流	αντιπερισπασμός	N	N;ACC;MASC;SG
分流	εκτροπή	分流	εκτροπή	N	N;ACC;FEM;SG
分流	διαλογή	分流	διαλογή	N	N;NOM;FEM;SG
工匠	τεχνίτες	工匠	τεχνίτης	N	N;NOM;MASC;PL
工匠	τεχνίτες	工匠	τεχνίτης	N	N;NOM;MASC;PL
處罰	ποινή	處罰	ποινή	N	N;ACC;FEM;SG
處罰	κυρώσεις	處罰	κύρωση	N	N;NOM;FEM;PL
處罰	ποινές	處罰	ποινή	N	N;NOM;FEM;PL
處罰	τιμωρία	處罰	τιμωρία	N	N;ACC;FEM;SG
名聲	φήμη	名聲	φήμη	N	N;ACC;FEM;SG
名聲	υπόληψη	名聲	υπόληψη	N	N;ACC;FEM;SG
序幕	πρελούδιο	序幕	πρελούδιο	N	N;NOM;NEUT;SG
醋	ξίδι	醋	ξίδι	N	N;NOM;NEUT;SG
醋	ξύδι	醋	ξύδι	N	N;NOM;NEUT;SG
舒適	άνετο	舒適	άνετος	ADJ	ADJ;NOM;NEUT;SG
舒適	άνετο	舒適	άνετος	ADJ	ADJ;NOM;NEUT;SG
鎳	νικελίου	鎳	νικέλιο	N	N;GEN;NEUT;SG
鎳	νικέλιο	鎳	νικέλιο	N	N;NOM;NEUT;PL
飛翔	πέτα	飛翔	πέτα	N	N
飛翔	μύγα	飛翔	μύγα	N	N;NOM;FEM;SG
飛翔	πέταγμα	飛翔	πέταγμα	N	N;NOM;NEUT;SG
飛翔	ιπτάμενο	飛翔	ιπτάμενος	N	N;NOM;NEUT;SG
礦業	εξόρυξης	礦業	εξόρυξη	N	N;GEN;FEM;SG
礦業	ορυχεία	礦業	ορυχεία	N	N;NOM;NEUT;PL
礦業	εξόρυξη	礦業	εξόρυξη	N	N;NOM;FEM;SG
地勢	έδαφος	地勢	έδαφος	N	N;NOM;NEUT;SG
人	τοξότης	人	τοξότης	N	N;NOM;MASC;SG
谷地	κοιλάδα	谷地	κοιλάδα	N	N;ACC;FEM;SG
桃子	ροδάκινα	桃子	ροδάκινος	N	N;NOM;NEUT;PL
桃子	ροδάκινο	桃子	ροδάκινος	N	N;NOM;NEUT;SG
電纜	καλώδια	電纜	καλώδι	N	N;NOM;NEUT;PL
電纜	καλώδιο	電纜	καλώδιο	N	N;NOM;NEUT;SG
電纜	καλώδια	電纜	καλώδι	N	N;NOM;NEUT;PL
蝨	ψείρες	蝨	ψείρα	N	N;NOM;FEM;PL
蝨	ψείρα	蝨	ψείρα	N	N;NOM;FEM;SG
田野	χωράφια	田野	χωράφιο	N	N;NOM;NEUT;PL
田野	πεδία	田野	πεδίο	N	N;NOM;NEUT;PL
腐敗	διαφθορά	腐敗	διαφθορά	N	N;NOM;FEM;SG
無聊	βαρεθεί	無聊	βαρέτω	V	V;PFV;IND;SG;FIN;PASS
無聊	βαριέσαι	無聊	βαριέζω	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
無聊	βαριέμαι	無聊	βαριέμαι	V	V;IPFV;IND;SG;1;PRS;FIN;PASS
女	κοπέλα	女	κοπέλα	N	N;NOM;FEM;SG
女	φιλενάδα	女	φιλενάδα	N	N;NOM;FEM;SG
顎	σαγόνι	顎	σαγόνι	N	N;NOM;NEUT;SG
顎	ουρανίσκο	顎	ουρανίσκος	N	N;ACC;MASC;SG
酒館	ταβέρνα	酒館	ταβέρνα	N	N;NOM;FEM;SG
酒館	παμπ	酒館	παμπ	N	N;NOM;NEUT;SG
政治	πολιτική	政治	πολιτική	N	N;NOM;FEM;SG
飛碟	ατια	飛碟	ατια	N	N
飛碟	ατια	飛碟	ατια	N	N
郊外	περίχωρα	郊外	περίχωρα	N	N;NOM;NEUT;PL
草甸	λιβάδια	草甸	λιβάδιο	N	N;NOM;NEUT;PL
荒漠	έρημο	荒漠	έρημος	N	N;ACC;MASC;SG
荒漠	έρημος	荒漠	έρημος	N	N;NOM;MASC;SG
荒漠	ερήμους	荒漠	έρημος	N	N;NOM;MASC;PL
潟湖	λιμνοθάλασσα	潟湖	λιμνοθάλασσα	N	N;NOM;FEM;SG
鹿角	κέρατα	鹿角	κέρατος	N	N;NOM;NEUT;PL
先天	έμφυτη	先天	έμφυτος	N	N;NOM;FEM;SG
好奇	περίεργοι	好奇	περίεργος	ADJ	ADJ;NOM;MASC;PL
好奇	περίεργη	好奇	περίεργος	ADJ	ADJ;NOM;FEM;SG
利息	συμφέρον	利息	συμφέρον	N	N;NOM;NEUT;SG
利息	τόκος	利息	τόκος	N	N;NOM;MASC;SG
利息	τόκοι	利息	τόκος	N	N;NOM;MASC;PL
口述	υπαγόρευση	口述	υπαγόρευση	N	N;NOM;FEM;SG
物料	υλικά	物料	υλικά	N	N;NOM;NEUT;PL
物料	υλικό	物料	υλικό	N	N;NOM;NEUT;SG
物料	υλικά	物料	υλικά	N	N;NOM;NEUT;PL
物料	ύλες	物料	ύλος	N	N;NOM;FEM;PL
打壓	καταστείλει	打壓	καταστέλλω	V	V;PFV;NFIN;ACT
蟻	μυρμήγκι	蟻	μυρμήγκι	N	N;NOM;NEUT;SG
蟻	αντ	蟻	αντ	N	N
蟻	μυρμήγκια	蟻	μυρμήγκιος	N	N;NOM;NEUT;PL
砂岩	ψαμμίτης	砂岩	ψαμμίτης	N	N;NOM;MASC;SG
石英	χαλαζία	石英	χαλαζία	N	N;NOM;NEUT;SG
辯護	άμυνα	辯護	άμυνα	N	N;NOM;FEM;SG
辯護	υπεράσπιση	辯護	υπεράσπιση	N	N;ACC;FEM;SG
波浪	σπαστά	波浪	σπαστά	N	N;NOM;NEUT;PL
波浪	κύματα	波浪	κύμα	N	N;NOM;NEUT;PL
波浪	κύμα	波浪	κύμα	N	N;NOM;NEUT;SG
血清	ορού	血清	ορού	N	N;NOM;FEM;SG
血清	ορό	血清	ορός	N	N;ACC;MASC;SG
血清	ορός	血清	ορός	N	N;NOM;MASC;SG
愛人	εραστές	愛人	εραστής	N	N;NOM;MASC;PL
愛人	εραστής	愛人	εραστής	N	N;NOM;MASC;SG
愛人	εραστή	愛人	εραστής	N	N;ACC;MASC;SG
各區	συνοικίες	各區	συνοικία	N	N;NOM;FEM;PL
瓶子	μπουκάλια	瓶子	μπουκάλιο	N	N;NOM;NEUT;PL
瓶子	φιάλες	瓶子	φιάλος	N	N;NOM;FEM;PL
瓶子	μπουκάλι	瓶子	μπουκάλι	N	N;NOM;NEUT;SG
瓶子	φιάλη	瓶子	φιάλος	N	N;NOM;FEM;SG
前	προστάτη	前	προστάτης	N	N;ACC;MASC;SG
前	προστάτης	前	προστάτης	N	N;NOM;MASC;SG
無奈	ανήμπορος	無奈	ανήμπορος	N	N;NOM;MASC;SG
小米	κεχρί	小米	κεχρί	N	N;NOM;NEUT;SG
化妝	μακιγιάζ	化妝	μακιγιάζ	N	N;NOM;NEUT;PL
定罪	καταδικάστηκε	定罪	καταδικάζω	V	V;PFV;IND;SG;3;PST;FIN;PASS
定罪	καταδικασμένος	定罪	καταδικασμένος	V	V;PFV;NOM;MASC;SG;V.PTCP;PASS
定罪	καταδικαστεί	定罪	καταδικάζω	V	V;PFV;NFIN;PASS
倡議	πρωτοβουλίες	倡議	πρωτοβουλία	N	N;NOM;FEM;PL
倡議	πρωτοβουλία	倡議	πρωτοβουλία	N	N;NOM;FEM;SG
盒子	κουτί	盒子	κουτί	N	N;NOM;NEUT;SG
盒子	κιβώτιο	盒子	κιβώτιος	N	N;NOM;NEUT;SG
液態	υγρά	液態	υγρά	N	N;NOM;NEUT;PL
液態	υγρό	液態	υγρό	N	N;NOM;NEUT;SG
法郎	φράγκο	法郎	φράγκο	N	N;NOM;NEUT;SG
法郎	φράγκα	法郎	φράγκα	N	N;NOM;NEUT;PL
百分	ποσοστά	百分	ποσοστό	N	N;NOM;NEUT;PL
百分	ποσοστό	百分	ποσοστό	N	N;NOM;NEUT;SG
妥協	συμβιβασμοί	妥協	συμβιβασμός	N	N;NOM;MASC;PL
妥協	συμβιβασμός	妥協	συμβιβασμός	N	N;NOM;MASC;SG
妥協	συμβιβασμό	妥協	συμβιβασμός	N	N;ACC;MASC;SG
動議	κίνηση	動議	κίνηση	N	N;ACC;FEM;SG
路障	μπλόκο	路障	μπλόκο	N	N;NOM;NEUT;SG
路障	οδόφραγμα	路障	οδόφραγμα	N	N;NOM;NEUT;SG
路障	οδοφράγματα	路障	οδόφραγμα	N	N;NOM;NEUT;PL
路障	μπλόκα	路障	μπλόκα	N	N;NOM;NEUT;PL
鍋爐	λέβητα	鍋爐	λέβητα	N	N;NOM;FEM;SG
鍋爐	λέβητες	鍋爐	λέβητος	N	N;NOM;MASC;PL
經文	στίχοι	經文	στίχος	N	N;NOM;MASC;PL
經文	στίχους	經文	στίχος	N	N;ACC;MASC;PL
經文	γραφές	經文	γραφή	N	N;NOM;FEM;PL
經文	γραφές	經文	γραφή	N	N;NOM;FEM;PL
沙丘	αμμόλοφους	沙丘	αμμόλοφος	N	N;NOM;MASC;PL
沙丘	ντουν	沙丘	ντουν	N	N
奉獻	αφοσίωση	奉獻	αφοσίωση	N	N;ACC;FEM;SG
奉獻	αφιέρωση	奉獻	αφιέρωση	N	N;ACC;FEM;SG
奉獻	αφοσίωση	奉獻	αφοσίωση	N	N;ACC;FEM;SG
禮堂	αμφιθέατρο	禮堂	αμφιθέατρο	N	N;NOM;NEUT;SG
藥品	φάρμακο	藥品	φάρμακο	N	N;NOM;NEUT;SG
藥品	φάρμακα	藥品	φάρμακο	N	N;NOM;NEUT;PL
藥品	φάρμακα	藥品	φάρμακο	N	N;NOM;NEUT;PL
籌款	έρανο	籌款	έρανο	N	N;NOM;NEUT;SG
盔	κράνος	盔	κράνος	N	N;NOM;NEUT;SG
清新	φρέσκα	清新	φρίσκω	N	N;NOM;NEUT;PL
清新	φρέσκο	清新	φρέσκο	N	N;NOM;NEUT;SG
清新	φρέσκια	清新	φρίσκιο	N	N;NOM;FEM;SG
清新	νωπά	清新	νωπός	N	N;NOM;NEUT;PL
清新	φρεσκάδα	清新	φρεσκάδα	N	N;NOM;FEM;SG
地基	βάσεις	地基	βάση	N	N;NOM;FEM;PL
地基	θεμέλια	地基	θεμέλιο	N	N;NOM;NEUT;PL
雇主	εργοδοτών	雇主	εργοδότης	N	N;GEN;MASC;PL
雇主	εργοδότες	雇主	εργοδότης	N	N;NOM;MASC;PL
雇主	εργοδότης	雇主	εργοδότης	N	N;NOM;MASC;SG
雇主	εργοδότη	雇主	εργοδότης	N	N;ACC;MASC;SG
憂鬱	μελαγχολία	憂鬱	μελαγχολία	N	N;NOM;FEM;SG
憂鬱	ζοφερό	憂鬱	ζοφερός	N	N;NOM;NEUT;SG
吃	φάτε	吃	φάτε	V	V;IPFV;IMP;PL;2;PRS;FIN;ACT
吃	φάε	吃	φάε	V	V;PFV;IND;SG;1;PST;FIN;ACT
階梯	σκάλα	階梯	σκάλα	N	N;NOM;FEM;SG
階梯	σκάλα	階梯	σκάλα	N	N;NOM;FEM;SG
階梯	σκαλιά	階梯	σκαλίά	N	N;NOM;NEUT;PL
階梯	σκαλοπάτια	階梯	σκαλοπάτι	N	N;NOM;NEUT;PL
階梯	σκάλες	階梯	σκάλος	N	N;NOM;FEM;PL
黃蜂	σφήκα	黃蜂	σφήκα	N	N;NOM;FEM;SG
煙火	πυροτεχνήματα	煙火	πυροτέχνημα	N	N;NOM;NEUT;PL
煙火	πυροτεχνήματα	煙火	πυροτέχνημα	N	N;NOM;NEUT;PL
煙火	πυροτέχνημα	煙火	πυροτέχνημα	N	N;NOM;NEUT;SG
屏障	εμπόδια	屏障	εμπόδιο	N	N;NOM;NEUT;PL
屏障	φραγμοί	屏障	φραγμός	N	N;NOM;MASC;PL
屏障	φράγματα	屏障	φράγμα	N	N;NOM;NEUT;PL
屏障	φράγμα	屏障	φράγμα	N	N;NOM;NEUT;SG
節點	κόμβος	節點	κόμβος	N	N;NOM;MASC;SG
節點	κόμβους	節點	κόμβος	N	N;ACC;MASC;PL
節點	κόμβοι	節點	κόμβος	N	N;NOM;MASC;PL
姿勢	πόζα	姿勢	πόζα	N	N;NOM;FEM;SG
姿勢	στάση	姿勢	στάση	N	N;NOM;FEM;SG
孤兒	ορφανό	孤兒	ορφανός	N	N;NOM;NEUT;SG
週	πέμπτη	週	πέμπτη	N	N;ACC;FEM;SG
船塢	προβλήτα	船塢	προβλήτα	N	N;NOM;FEM;SG
船塢	αποβάθρα	船塢	αποβάθρα	N	N;NOM;FEM;SG
碉堡	καταφύγιο	碉堡	καταφύγιο	N	N;NOM;NEUT;SG
碉堡	καταφύγια	碉堡	καταφύγιο	N	N;NOM;NEUT;PL
魔術	μάγους	魔術	μάγος	N	N;ACC;MASC;PL
魔術	μάγοι	魔術	μάγος	N	N;NOM;MASC;PL
魔術	μάγος	魔術	μάγος	N	N;NOM;MASC;SG
最深	βαθύτερο	最深	βαθύς	ADJ	ADJ;NOM;CMPR;NEUT;SG
葬禮	κηδεία	葬禮	κηδεία	N	N;ACC;FEM;SG
儒學	κομφουκιανισμός	儒學	κομφουκιανισμός	N	N;NOM;MASC;SG
寶座	θρόνος	寶座	θρόνος	N	N;NOM;MASC;SG
寶座	θρόνο	寶座	θρόνος	N	N;ACC;MASC;SG
剪接	κόμβο	剪接	κόμβος	N	N;ACC;MASC;SG
跡象	πινακίδες	跡象	πινακίδα	N	N;NOM;FEM;PL
跡象	σημάδια	跡象	σημάδιο	N	N;NOM;NEUT;PL
喇叭	κέρας	喇叭	κέρας	N	N;ACC;NEUT;SG
喇叭	κόρνα	喇叭	κόρνα	N	N;NOM;FEM;SG
喇叭	κέρατο	喇叭	κέρατος	N	N;NOM;NEUT;SG
晶體	κρύσταλ	晶體	κρύσταλ	N	N
晶體	κρύσταλλος	晶體	κρύσταλλος	N	N;NOM;MASC;SG
晶體	κρύσταλλο	晶體	κρύσταλλος	N	N;NOM;NEUT;SG
晶體	κρυστάλλους	晶體	κρύσταλλος	N	N;NOM;MASC;PL
晶體	κρύσταλλοι	晶體	κρύσταλλος	N	N;NOM;MASC;PL
熵	εντροπία	熵	εντροπία	N	N;NOM;FEM;SG
廉價	φθηνά	廉價	φτηνός	N	N;NOM;NEUT;PL
音訊	ήχου	音訊	ήχου	N	N;GEN;NEUT;SG
音訊	ήχο	音訊	ήχο	N	N;ACC;MASC;SG
音訊	ήχος	音訊	ήχος	N	N;NOM;MASC;SG
叛逆	επαναστάτης	叛逆	επαναστάτης	N	N;NOM;MASC;SG
叛逆	εξέγερση	叛逆	εξέγερση	N	N;NOM;FEM;SG
外甥	ανιψιός	外甥	ανιψιός	N	N;NOM;MASC;SG
外甥	ανηψιός	外甥	ανηψιός	N	N;NOM;MASC;SG
密封	φώκια	密封	φώκια	N	N;NOM;FEM;SG
密封	σφραγίδα	密封	σφραγίδα	N	N;NOM;FEM;SG
快車	εξπρές	快車	εξπρός	N	N
警衛	φύλακα	警衛	φύλακα	N	N;ACC;MASC;SG
警衛	φρουρός	警衛	φρουρός	N	N;NOM;MASC;SG
警衛	φρουρά	警衛	φρουρά	N	N;ACC;FEM;SG
警衛	φύλακας	警衛	φύλακα	N	N;NOM;MASC;SG
彌撒	μάζα	彌撒	μάζα	N	N;NOM;FEM;SG
古物	αρχαιοτήτων	古物	αρχαίοτητα	N	N;GEN;FEM;PL
古物	αρχαιότητα	古物	αρχαιότητα	N	N;ACC;FEM;SG
神道	σίντο	神道	σίντος	N	N
撞球	πισίνα	撞球	πισίνα	N	N;NOM;FEM;SG
鼓舞	ενθάρρυνση	鼓舞	ενθάρρυνση	N	N;ACC;FEM;SG
關稅	τιμολόγια	關稅	τιμολόγιο	N	N;NOM;NEUT;PL
關稅	τελωνείο	關稅	τελωνείο	N	N;NOM;NEUT;SG
關稅	τελωνεία	關稅	τελωνεία	N	N;NOM;NEUT;PL
定性	χαρακτηρισμός	定性	χαρακτηρισμός	N	N;NOM;MASC;SG
讀取	διαβάσει	讀取	διαβάζω	V	V;PFV;NFIN;ACT
讀取	διάβαζε	讀取	διαβάζω	V	V;PFV;IND;SG;3;PST;FIN;ACT
讀取	διάβασε	讀取	διαβάζω	V	V;PFV;IND;SG;3;PST;FIN;ACT
紙幣	τραπεζογραμμάτια	紙幣	τραπεζογραμμάτιο	N	N;NOM;NEUT;PL
紙幣	τραπεζογραμματίων	紙幣	τραπεζογραμμάτιος	N	N;GEN;NEUT;PL
紙幣	χαρτονομίσματα	紙幣	χαρτονόμισμα	N	N;NOM;NEUT;PL
紙幣	τραπεζογραμματίων	紙幣	τραπεζογραμμάτιος	N	N;GEN;NEUT;PL
十字	σταυροφορία	十字	σταυροφορία	N	N;NOM;FEM;SG
十字	σταυροφορίες	十字	σταυροφορία	N	N;NOM;FEM;PL
體力	αντοχή	體力	αντοχή	N	N;ACC;FEM;SG
體力	δυναμη	體力	δυναμη	N	N;ACC;FEM;SG
體力	δύναμη	體力	δύναμη	N	N;ACC;FEM;SG
體力	ισχύς	體力	ισχύς	N	N;NOM;FEM;SG
平均	μέσοι	平均	μέσος	ADJ	ADJ;NOM;MASC;PL
興奮	έξαψη	興奮	έξαψη	N	N;ACC;FEM;SG
興奮	ενθουσιασμός	興奮	ενθουσιασμός	N	N;NOM;MASC;SG
興奮	συγκίνηση	興奮	συγκίνηση	N	N;NOM;FEM;SG
興奮	ενθουσιασμό	興奮	ενθουσιασμός	N	N;ACC;MASC;SG
神龍	δράκο	神龍	δράκο	N	N;NOM;NEUT;SG
神龍	δράκος	神龍	δράκος	N	N;NOM;MASC;SG
紫外	υπεριώδες	紫外	υπεριώδης	N	N;NOM;NEUT;SG
申報	δηλώνω	申報	δηλώνω	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
申報	κηρύξει	申報	κηρύχνω	V	V;PFV;NFIN;ACT
鯊魚	καρχαρίες	鯊魚	καρχαρία	N	N;NOM;MASC;PL
鯊魚	καρχαρίας	鯊魚	καρχαρία	N	N;NOM;FEM;SG
鯊魚	καρχαρία	鯊魚	καρχαρία	N	N;NOM;MASC;SG
大腦	εγκέφαλος	大腦	εγκέφαλος	N	N;NOM;MASC;SG
大腦	εγκέφαλο	大腦	εγκέφαλος	N	N;ACC;MASC;SG
大腦	μυαλό	大腦	μυαλός	N	N;NOM;NEUT;SG
大腦	εγκεφάλους	大腦	εγκέφαλος	N	N;ACC;MASC;PL
大腦	μυαλό	大腦	μυαλός	N	N;NOM;NEUT;SG
大腦	μυαλά	大腦	μυαλώ	N	N;NOM;NEUT;PL
孤獨	μοναξιά	孤獨	μοναξιά	N	N;NOM;FEM;SG
孤獨	μοναξιά	孤獨	μοναξιά	N	N;NOM;FEM;SG
單字	λέξη	單字	λέξη	N	N;ACC;FEM;SG
單字	λεξη	單字	λεξη	N	N;NOM;FEM;SG
套房	σουίτα	套房	σουίτα	N	N;NOM;FEM;SG
套房	σουίτες	套房	σουίτης	N	N;NOM;FEM;PL
更低	χαμηλότερο	更低	χαμηλός	ADJ	ADJ;NOM;CMPR;NEUT;SG
心態	νοοτροπία	心態	νοοτροπία	N	N;ACC;FEM;SG
心態	νοοτροπία	心態	νοοτροπία	N	N;ACC;FEM;SG
過濾	φίλτρο	過濾	φίλτρο	N	N;NOM;NEUT;SG
過濾	διήθηση	過濾	διήθηση	N	N;NOM;FEM;SG
過濾	φιλτραρίσματος	過濾	φιλτράρισμα	N	N;GEN;NEUT;SG
過濾	διήθηση	過濾	διήθηση	N	N;NOM;FEM;SG
過濾	διήθησης	過濾	διήθηση	N	N;GEN;FEM;SG
過濾	φίλτρων	過濾	φίλτρο	N	N;GEN;NEUT;PL
過濾	φίλτρα	過濾	φίλτρα	N	N;NOM;NEUT;PL
蒸氣	ατμός	蒸氣	ατμός	N	N;NOM;MASC;SG
蒸氣	ατμός	蒸氣	ατμός	N	N;NOM;MASC;SG
蒸氣	ατμό	蒸氣	ατμός	N	N;NOM;NEUT;SG
蒸氣	ατμού	蒸氣	ατμού	N	N;NOM;NEUT;SG
蒸氣	ατμός	蒸氣	ατμός	N	N;NOM;MASC;SG
蒸氣	ατμών	蒸氣	ατμός	N	N;GEN;NEUT;PL
天命	πεπρωμένο	天命	πεπρωμένος	N	N;NOM;NEUT;SG
天命	μοίρα	天命	μοίρα	N	N;NOM;FEM;SG
斜坡	πλαγιά	斜坡	πλαγιά	N	N;NOM;FEM;SG
斜坡	κλίση	斜坡	κλίση	N	N;NOM;FEM;SG
斜坡	πλαγιές	斜坡	πλαγιά	N	N;NOM;FEM;PL
斜坡	ράμπα	斜坡	ράμπα	N	N;ACC;NEUT;SG
輪椅	καροτσάκι	輪椅	καροτσάκι	N	N;NOM;NEUT;SG
輪椅	αναπηρική	輪椅	αναπηρικός	N	N;NOM;FEM;SG
服從	υπάκουσε	服從	υπάκω	V	V;IPFV;IND;SG;3;PST;FIN;ACT
博愛	αδελφότητα	博愛	αδελφότητα	N	N;ACC;FEM;SG
早餐	πρωϊνό	早餐	πρωϊνό	N	N;NOM;NEUT;SG
早餐	πρωινό	早餐	πρωινό	N	N
早餐	πρόγευμα	早餐	πρόγευμα	N	N;NOM;NEUT;SG
肉體	σάρκα	肉體	σάρκα	N	N;NOM;FEM;SG
動力	δυναμικές	動力	δυναμικός	N	N;NOM;FEM;PL
緯度	πλάτος	緯度	πλάτος	N	N;ACC;NEUT;SG
靈活	ευέλικτο	靈活	ευέλικτος	ADJ	ADJ;NOM;NEUT;SG
靈活	ευέλικτη	靈活	ευέλικτος	ADJ	ADJ;NOM;FEM;SG
靈活	ελαστική	靈活	ελαστικός	ADJ	ADJ;NOM;FEM;SG
凍結	κατεψυγμένο	凍結	κατεψύγω	V	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
凍結	παγωμένο	凍結	παγωμένος	V	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
凍結	παγωμένος	凍結	παγωμένος	V	V;PFV;NOM;MASC;SG;V.PTCP;PASS
凍結	παγωμένη	凍結	παγωμένος	V	V;PFV;NOM;FEM;SG;V.PTCP;PASS
凍結	παγωμένο	凍結	παγωμένος	V	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
粥	χυλό	粥	χυλός	N	N;NOM;NEUT;SG
橫向	πλάγια	橫向	πλάγιο	N	N;NOM;NEUT;PL
水壩	φράγμα	水壩	φράγμα	N	N;NOM;NEUT;SG
水壩	φράγματα	水壩	φράγμα	N	N;NOM;NEUT;PL
隆起	εξόγκωμα	隆起	εξόγκωμα	N	N;NOM;NEUT;SG
雄心	φιλοδοξίες	雄心	φιλοδοξία	N	N;NOM;FEM;PL
雄心	φιλόδοξο	雄心	φιλόδοξος	N	N;NOM;NEUT;SG
雄心	φιλόδοξος	雄心	φιλόδοξος	N	N;NOM;MASC;SG
雄心	φιλοδοξίες	雄心	φιλοδοξία	N	N;NOM;FEM;PL
雄心	φιλοδοξίας	雄心	φιλοδοξία	N	N;GEN;FEM;SG
雄心	φιλοδοξία	雄心	φιλοδοξία	N	N;ACC;FEM;SG
幼蟲	προνύμφες	幼蟲	προνύμφα	N	N;NOM;FEM;PL
幼蟲	προνύμφη	幼蟲	προνύμφη	N	N;NOM;NEUT;SG
癱瘓	παράλυση	癱瘓	παράλυση	N	N;NOM;FEM;SG
航運	ναυτιλία	航運	ναυτιλία	N	N;NOM;FEM;SG
邦聯	συνομοσπονδία	邦聯	συνομοσπονδία	N	N;NOM;FEM;SG
邦聯	συνομοσπονδίας	邦聯	συνομοσπονδία	N	N;GEN;FEM;SG
主婦	νοικοκυρές	主婦	νοικοκυρός	N	N;NOM;FEM;PL
主婦	νοικοκυρά	主婦	νοικοκυρά	N	N;NOM;FEM;SG
填寫	γεμίσει	填寫	γεμίζω	V	V;PFV;IND;3;NFIN;ACT
填寫	συμπληρώστε	填寫	συμπληρώνω	V	V;IPFV;IMP;PL;2;FIN;ACT
陸戰	πεζοναύτες	陸戰	πεζοναύτης	N	N;NOM;MASC;PL
母音	φωνήεν	母音	φωνήεν	N	N;NOM;NEUT;SG
進食	τρως	進食	τρως	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
進食	τρώει	進食	τρώω	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
進食	τρώγοντας	進食	τρώγω	V	V;IPFV;V.CVB;ACT
進食	τρώμε	進食	τρώμα	V	V;IPFV;IND;PL;1;PRS;FIN;ACT
進食	τρώω	進食	τρώω	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
涅槃	νιρβάνα	涅槃	νιρβάνα	N	N;NOM;FEM;SG
老年	ηλικιωμένους	老年	ηλικιωμένος	N	N;ACC;MASC;PL
老年	ηλικιωμένοι	老年	ηλικιωμένος	N	N;NOM;MASC;PL
老年	ηλικιωμένα	老年	ηλικιωμένα	N	N;NOM;NEUT;PL
老年	ηλικιωμένος	老年	ηλικιωμένος	N	N;NOM;MASC;SG
水災	πλημμύρες	水災	πλημμύρα	N	N;NOM;FEM;PL
水災	πλημμύρες	水災	πλημμύρα	N	N;NOM;FEM;PL
水災	πλημμύρα	水災	πλημμύρα	N	N;NOM;FEM;SG
水災	πλημμύρα	水災	πλημμύρα	N	N;NOM;FEM;SG
煎	τηγάνισμα	煎	τηγάνισμα	N	N;NOM;NEUT;SG
輝煌	λαμπρή	輝煌	λαμπρός	N	N;NOM;FEM;SG
石	ρόδι	石	ρόδι	N	N;NOM;NEUT;SG
堅強	δυνατοί	堅強	δυνατός	ADJ	ADJ;NOM;MASC;PL
堅強	δυνατός	堅強	δυνατός	ADJ	ADJ;NOM;MASC;SG
堅強	δυνατό	堅強	δυνατός	ADJ	ADJ;NOM;NEUT;SG
堅強	δυνατή	堅強	δυνατός	ADJ	ADJ;NOM;FEM;SG
季刊	τρίμηνο	季刊	τρίμηνο	N	N;NOM;NEUT;SG
水母	μέδουσα	水母	μέδουσα	N	N;NOM;FEM;SG
電阻	αντοχή	電阻	αντοχή	N	N;ACC;FEM;SG
電阻	αντίστασης	電阻	αντίσταση	N	N;GEN;FEM;SG
電阻	αντίσταση	電阻	αντίσταση	N	N;ACC;FEM;SG
電阻	ανθεκτικότητα	電阻	ανθεκτικότητα	N	N;ACC;FEM;SG
病理	παθολογία	病理	παθολογία	N	N;NOM;FEM;SG
煞車	φρένο	煞車	φρένο	N	N;NOM;NEUT;SG
煞車	πέδησης	煞車	πέδηση	N	N;GEN;FEM;SG
煞車	φρένα	煞車	φρένο	N	N;NOM;NEUT;PL
必要	αναγκαιότητα	必要	αναγκαιότητα	N	N;ACC;FEM;SG
薪水	μισθός	薪水	μισθός	N	N;NOM;MASC;SG
薪水	μισθό	薪水	μισθός	N	N;NOM;NEUT;SG
釀酒	ζυθοποιίας	釀酒	ζυθοποιία	N	N;GEN;FEM;SG
多面	πολύεδρο	多面	πολύεδρος	N	N;NOM;NEUT;SG
後果	συνέπεια	後果	συνέπεια	N	N;ACC;FEM;SG
