van	від	van	від	ADP	ADP;GEN
fonds	фонду	fonds	фонд	N;NEUT;SG	N;INAN;GEN;MASC;SG
afghanistan	афганістану	afghanistan	афганістан	N;NEUT;SG	N;INAN;GEN;MASC;SG
geluk	щасливчик	geluk	щасливчик	N;NEUT;SG	N;INAN;NOM;MASC;SG
geluk	щастя	geluk	щастя	N;NEUT;SG	N;INAN;NOM;NEUT;SG
geluk	вдача	geluk	вдач	N;NEUT;SG	N;INAN;NOM;FEM;SG
geluk	удача	geluk	удач	N;NEUT;SG	N;INAN;NOM;FEM;SG
gevel	фасад	gevel	фасад	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kaap	мис	kaap	мис	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
stil	тиха	stil	тиха	ADJ	ADJ;NOM;FEM;SG
stil	мовчазна	stil	мовчазний	ADJ	ADJ;NOM;FEM;SG
openen	відкрити	openen	відкрити	V;NFIN	V;PFV;NFIN
openen	відкрито	openen	відкрито	V;NFIN	V;PFV;IND;0;FIN
openen	відкривається	openen	відкриватися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
openen	відкриваємо	openen	відкривати	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
verteld	розповіла	vertellen	розповісти	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
verteld	розповіли	vertellen	розповісти	V;V.PTCP	V;PFV;IND;PL;PST;FIN
verteld	казав	vertellen	казати	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
zoons	сини	zoon	син	N;PL	N;ANIM;NOM;MASC;PL
haan	член	haan	член	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
haan	півень	haan	півень	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
portretten	портрети	portret	портрет	N;PL	N;INAN;NOM;MASC;PL
toepassingen	додатки	toepassing	додаток	N;PL	N;INAN;NOM;MASC;PL
toepassingen	програми	toepassing	програма	N;PL	N;INAN;NOM;FEM;PL
toepassingen	додатки	toepassing	додаток	N;PL	N;INAN;NOM;MASC;PL
cover	обкладинку	cover	обкладинка	N;MASC+FEM;SG	N;INAN;ACC;FEM;SG
cover	обкладинка	cover	обкладинка	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
banken	береги	bank	берег	N;PL	N;INAN;NOM;MASC;PL
banken	банків	bank	банк	N;PL	N;INAN;GEN;MASC;PL
banken	банки	bank	банк	N;PL	N;INAN;NOM;MASC;PL
ramp	катастрофа	ramp	катастрофа	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
ramp	катастрофа	ramp	катастрофа	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
terugkeren	повернутися	terugkeren	повернутися	V;NFIN	V;PFV;NFIN
lopende	триває	lopen	тривати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
ondersteund	підтримали	ondersteunen	підтримати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
ondersteund	підтримується	ondersteunen	підтримуватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
najaar	осінь	najaar	осінь	N;NEUT;SG	N;INAN;NOM;FEM;SG
evenementen	події	evenement	подія	N;PL	N;INAN;NOM;FEM;PL
parallel	паралельний	parallel	паралельний	ADJ	ADJ;NOM;MASC;SG
parallel	паралельні	parallel	паралельний	ADJ	ADJ;NOM;PL
schieten	стріляти	schieten	стріляти	V;NFIN	V;IPFV;NFIN
schieten	стріляй	schieten	стріляй	V;NFIN	V;IPFV;IMP;SG;2;FIN
moslims	мусульмани	moslims	мусульман	N;PL	N;ANIM;NOM;MASC;PL
moslims	мусульмани	moslims	мусульман	N;PL	N;ANIM;NOM;MASC;PL
verhoogd	зросли	verhogen	зрости	V;V.PTCP	V;PFV;IND;PL;PST;FIN
verhoogd	збільшили	verhogen	збільшити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gestorven	помер	sterven	померти	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gestorven	померла	sterven	померти	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
ondersteunen	підтримую	ondersteunen	підтримувати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
ondersteunen	підтримую	ondersteunen	підтримувати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
ondersteunen	підтримати	ondersteunen	підтримати	V;NFIN	V;PFV;NFIN
inkomsten	вклади	inkomsten	вклад	N;PL	N;INAN;NOM;MASC;PL
inkomsten	прибутки	inkomsten	прибуток	N;PL	N;INAN;NOM;MASC;PL
koloniale	колоніальна	koloniaal	колоніальний	ADJ	ADJ;NOM;FEM;SG
moon	місяця	moon	місяць	N;MASC+FEM;SG	N;INAN;GEN;MASC;SG
moon	місяць	moon	місяць	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
moon	супутник	moon	супутник	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
formaat	розмір	formaat	розмір	N;NEUT;SG	N;INAN;NOM;MASC;SG
formaat	формат	formaat	формат	N;NEUT;SG	N;INAN;NOM;MASC;SG
formaat	форматування	formaat	форматування	N;NEUT;SG	N;INAN;NOM;NEUT;SG
schema	схема	schema	схема	N;NEUT;SG	N;INAN;NOM;FEM;SG
schema	розклад	schema	розклад	N;NEUT;SG	N;INAN;NOM;MASC;SG
kleinste	найменша	klein	найменший	ADJ;RL	ADJ;NOM;RL;FEM;SG
trams	трамваї	tram	трамвай	N;PL	N;INAN;NOM;MASC;PL
mode	мода	mode	мода	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
mode	режим	mode	режим	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mode	лад	mode	лад	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
byzantijnse	візантійська	byzantijns	візантійський	ADJ	ADJ;NOM;FEM;SG
autoriteiten	влади	autoriteit	влада	N;PL	N;INAN;NOM;FEM;PL
redacteur	редактор	redacteur	редактор	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
spanjaarden	іспанці	spanjaard	іспанець	N;PL	N;ANIM;NOM;MASC;PL
aantallen	номери	aantal	номер	N;PL	N;INAN;NOM;MASC;PL
aantallen	цифри	aantal	цифра	N;PL	N;INAN;NOM;FEM;PL
bewezen	довів	bewijzen	довести	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
bewezen	доводять	bewijzen	доводити	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
bewezen	довели	bewijzen	довести	V;V.PTCP	V;PFV;IND;PL;PST;FIN
bewezen	доведено	bewijzen	довести	V;V.PTCP	V;PFV;IND;0;FIN
bewezen	доведено	bewijzen	довести	V;V.PTCP	V;PFV;IND;0;FIN
aangeven	вказують	aangeven	вказувати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
aangeven	позначають	aangeven	позначати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
diepe	глибока	diep	глибока	ADJ	ADJ;NOM;FEM;SG
diepe	глибокий	diep	глибокий	ADJ	ADJ;NOM;MASC;SG
verdieping	підлога	verdieping	підлога	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
anoniem	анонімний	anoniem	анонімний	ADJ	ADJ;NOM;MASC;SG
aanbod	пропозиція	aanbod	пропозиція	N;NEUT;SG	N;INAN;NOM;FEM;SG
gymnasium	гімназія	gymnasium	гімназія	N;NEUT;SG	N;INAN;NOM;FEM;SG
pastoor	пастор	pastoor	пастор	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
baai	бухта	baai	бухта	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
baai	губа	baai	губа	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
baai	затока	baai	затока	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
uniek	унікальний	uniek	унікальний	ADJ	ADJ;NOM;MASC;SG
uniek	унікальне	uniek	унікальний	ADJ	ADJ;NOM;NEUT;SG
uniek	унікальні	uniek	унікальний	ADJ	ADJ;NOM;PL
tijdperk	епоха	tijdperk	епоха	N;NEUT;SG	N;INAN;NOM;FEM;SG
tijdperk	епоха	tijdperk	епоха	N;NEUT;SG	N;INAN;NOM;FEM;SG
tijdperk	епоху	tijdperk	епох	N;NEUT;SG	N;INAN;NOM;FEM;SG
vertalen	перекласти	vertalen	перекласти	V;NFIN	V;PFV;NFIN
vertalen	перекладати	vertalen	перекладати	V;NFIN	V;IPFV;NFIN
politici	політики	politicus	політика	N;PL	N;INAN;NOM;FEM;PL
vrijwilligers	волонтери	vrijwilliger	волонтер	N;PL	N;ANIM;NOM;MASC;PL
vrijwilligers	волонтерів	vrijwilliger	волонтер	N;PL	N;ANIM;ACC;MASC;PL
vrijwilligers	добровольці	vrijwilliger	доброволець	N;PL	N;ANIM;NOM;MASC;PL
gronden	дичини	grond	дичина	N;PL	N;INAN;NOM;FEM;PL
geallieerden	союзники	geallieerde	союзник	N;PL	N;ANIM;NOM;MASC;PL
geallieerden	союзників	geallieerde	союзник	N;PL	N;ANIM;ACC;MASC;PL
joris	георгій	joris	георгій	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
joris	георгія	joris	георгія	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
toerisme	туризм	toerisme	туризм	N;NEUT;SG	N;INAN;NOM;MASC;SG
hills	пагорби	hill	пагорб	N;PL	N;INAN;NOM;MASC;PL
vruchten	фрукти	vrucht	фрукт	N;PL	N;INAN;NOM;MASC;PL
vruchten	плоди	vrucht	плода	N;PL	N;INAN;NOM;MASC;PL
vruchten	фрукти	vrucht	фрукт	N;PL	N;INAN;NOM;MASC;PL
vruchten	плоди	vrucht	плода	N;PL	N;INAN;NOM;MASC;PL
dik	жирна	dik	жирний	ADJ	ADJ;NOM;FEM;SG
dik	товстий	dik	товстий	ADJ	ADJ;NOM;MASC;SG
dik	товста	dik	товст	ADJ	ADJ;NOM;FEM;SG
dik	густе	dik	густий	ADJ	ADJ;NOM;NEUT;SG
dik	жирний	dik	жирний	ADJ	ADJ;NOM;MASC;SG
dik	жирна	dik	жирний	ADJ	ADJ;NOM;FEM;SG
lezers	читачам	lezer	читач	N;PL	N;ANIM;DAT;MASC;PL
lezers	читачі	lezer	читач	N;PL	N;ANIM;NOM;MASC;PL
zout	сіль	zout	сіль	N;NEUT;SG	N;INAN;NOM;FEM;SG
uiteindelijke	остаточне	uiteindelijk	остаточний	ADJ	ADJ;NOM;NEUT;SG
servisch	сербська	servisch	сербський	ADJ	ADJ;NOM;FEM;SG
servisch	сербська	servisch	сербський	ADJ	ADJ;NOM;FEM;SG
boeddhisme	буддизм	boeddhisme	буддизм	N;NEUT;SG	N;INAN;NOM;MASC;SG
hope	надія	hope	надія	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
son	сина	son	син	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
son	сину	son	син	N;MASC+FEM;SG	N;ANIM;VOC;MASC;SG
son	син	son	син	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
bepaalt	визначає	bepalen	визначати	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
tag	мітка	tag	мітка	N;SG	N;INAN;NOM;FEM;SG
tag	позначка	tag	позначка	N;SG	N;INAN;NOM;FEM;SG
rosa	роса	rosa	роса	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
gebouwde	побудовано	bouwen	побудовати	V;V.PTCP	V;PFV;IND;0;FIN
gebouwde	побудували	bouwen	побудувати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gebouwde	зібрано	bouwen	зібрати	V;V.PTCP	V;PFV;IND;0;FIN
wetgeving	законодавства	wetgeving	законодавство	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
wetgeving	законодавство	wetgeving	законодавство	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
opgedragen	присвячується	dragen	присвячуватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
opgedragen	присвячено	dragen	присвячити	V;V.PTCP	V;PFV;IND;0;FIN
opgedragen	присвятив	dragen	присвятити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
venus	венера	venus	венеро	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
vergelijken	порівняти	vergelijken	порівняти	V;NFIN	V;PFV;NFIN
vergelijken	порівнювати	vergelijken	порівнювати	V;NFIN	V;IPFV;NFIN
vergelijken	порівняйте	vergelijken	порівняти	V;NFIN	V;PFV;IMP;PL;2;FIN
gedefinieerd	визначено	definiëren	визначити	V;V.PTCP	V;PFV;IND;0;FIN
gedefinieerd	визначається	definiëren	визначатися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
democratie	демократія	democratie	демократія	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
aangekondigd	оголосили	aankondigen	оголосити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
legers	армій	leger	армія	N;PL	N;INAN;GEN;FEM;PL
bundesliga	бундесліга	bundesliga	бундесліг	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
hoofdkwartier	штаб	hoofdkwartier	штаб	N;NEUT;SG	N;INAN;NOM;MASC;SG
verliest	програє	verliezen	програти	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
afgerond	завершено	afronden	завершити	V;V.PTCP	V;PFV;IND;0;FIN
afgerond	виконано	afronden	виконати	V;V.PTCP	V;PFV;IND;0;FIN
mol	кріт	mol	кріт	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
misbruik	зловживання	misbruik	зловживання	N;NEUT;SG	N;INAN;NOM;NEUT;SG
doek	тканина	doek	тканина	N;NEUT;SG	N;INAN;NOM;FEM;SG
doek	полотно	doek	полотно	N;NEUT;SG	N;INAN;NOM;NEUT;SG
doek	полотна	doek	полотний	N;NEUT;SG	N;INAN;NOM;NEUT;SG
box	скринька	box	скринька	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
box	ящик	box	ящик	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
box	коробка	box	коробка	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
proefschrift	дисертацію	proefschrift	дисертація	N;NEUT;SG	N;INAN;ACC;FEM;SG
jurist	правник	jurist	правник	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
jurist	юрист	jurist	юрист	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
jurist	адвокат	jurist	адвокат	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
jurist	юрист	jurist	юрист	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
gerealiseerd	зрозуміла	realiseren	зрозуміти	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
neutrale	нейтральний	neutraal	нейтральний	ADJ	ADJ;NOM;MASC;SG
neutrale	нейтральна	neutraal	нейтральний	ADJ	ADJ;NOM;FEM;SG
slang	рукав	slang	рукав	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
slang	змія	slang	змія	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
doelen	голи	doel	голий	N;PL	N;INAN;NOM;MASC;PL
doelen	цілей	doel	ціль	N;PL	N;INAN;GEN;FEM;PL
atlas	атлас	atlas	атлас	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
atlas	атлант	atlas	атлант	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
ziek	хворий	ziek	хворий	ADJ	ADJ;NOM;MASC;SG
ziek	хворим	ziek	хворий	ADJ	ADJ;INS;MASC;SG
ziek	хворий	ziek	хворий	ADJ	ADJ;NOM;MASC;SG
achterste	задній	achter	задній	ADJ	ADJ;NOM;MASC;SG
herschel	гершель	herschel	гершель	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
aangeeft	відзначено	aanveffen	відзначити	V;SG;PRS;FIN	V;PFV;IND;0;FIN
uitgaven	витратами	uitgave	витрата	N;PL	N;INAN;INS;FEM;PL
uitgaven	витрати	uitgave	витрата	N;PL	N;INAN;NOM;MASC;PL
christelijk	християнський	christelijk	християнський	ADJ	ADJ;NOM;MASC;SG
christelijk	християнська	christelijk	християнський	ADJ	ADJ;NOM;FEM;SG
overname	поглинання	overname	поглинання	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
overname	збору	overname	збір	N;MASC+FEM;SG	N;INAN;GEN;MASC;SG
verklaart	пояснює	verklaren	пояснювати	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
verklaart	задає	verklaren	задавати	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
beroemd	відома	beroemd	відомий	ADJ	ADJ;NOM;FEM;SG
beroemd	знамениті	beroemd	знаменитий	ADJ	ADJ;NOM;PL
beroemd	відомий	beroemd	відомий	ADJ	ADJ;NOM;MASC;SG
beroemd	знаменитий	beroemd	знаменитий	ADJ	ADJ;NOM;MASC;SG
tekening	креслення	tekening	креслення	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
tekening	малюнок	tekening	малюнок	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tekening	малювання	tekening	малювання	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
vestiging	заклад	vestiging	заклад	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
soundtrack	саундтрек	soundtrack	саундтрек	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
respect	повага	respect	повага	N;NEUT;SG	N;INAN;NOM;FEM;SG
meneer	містер	meneer	містрий	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
bewegingen	рухи	beweging	рух	N;PL	N;INAN;NOM;MASC;PL
bewegingen	рухів	beweging	рух	N;PL	N;INAN;GEN;MASC;PL
staal	сталь	staal	сталь	N;NEUT;SG	N;INAN;NOM;FEM;SG
jaagt	полює	jagen	полювати	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
complexe	складні	complex	складний	ADJ	ADJ;NOM;PL
bezwaren	заперечень	bezwaar	заперечення	N;PL	N;INAN;GEN;NEUT;PL
meren	озер	meer	озер	N;PL	N;INAN;GEN;FEM;PL
meren	озера	meer	озеро	N;PL	N;INAN;NOM;NEUT;PL
aanpassingen	екранізації	aanpassing	екранізація	N;PL	N;INAN;NOM;FEM;PL
kok	кухаря	kok	кухар	N;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
kok	повар	kok	повар	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kok	кухар	kok	кухар	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kok	шеф	kok	шеф	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
iers	ірландський	iers	ірландський	ADJ	ADJ;NOM;MASC;SG
iers	ірландська	iers	ірландський	ADJ	ADJ;NOM;FEM;SG
brigade	бригада	brigade	бригада	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
leed	страждав	lijden	страждати	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
leed	зазнав	lijden	зазнати	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
gast	чувак	gast	чувак	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
gast	гостя	gast	гість	N;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
gast	гість	gast	гість	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
gast	гостем	gast	гість	N;MASC+FEM;SG	N;ANIM;INS;MASC;SG
gehoord	почув	horen	почути	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gehoord	чув	horen	чути	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
gehoord	почула	horen	почути	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
gehoord	чули	horen	чути	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
gehoord	чула	horen	чути	V;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN
neus	ніс	neus	ніс	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
albrecht	альбрехт	albrecht	альбрехт	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
inheemse	рідний	inheems	рідний	ADJ	ADJ;NOM;MASC;SG
inheemse	рідна	inheems	рідний	ADJ	ADJ;NOM;FEM;SG
inheemse	корінні	inheems	корінний	ADJ	ADJ;NOM;PL
verlaat	залишити	verlaten	залишити	V;SG;PRS;FIN	V;PFV;NFIN
gebroken	зламано	breken	зламати	V;V.PTCP	V;PFV;IND;0;FIN
gebroken	розбили	breken	розбити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gebroken	розійшлися	breken	розійтися	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gebroken	зламав	breken	зламати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gebroken	відійшли	breken	відійти	V;V.PTCP	V;PFV;IND;PL;PST;FIN
seksuele	сексуальний	seksueel	сексуальний	ADJ	ADJ;NOM;MASC;SG
seksuele	сексуальної	seksueel	сексуальний	ADJ	ADJ;GEN;FEM;SG
seksuele	статевий	seksueel	статевий	ADJ	ADJ;NOM;MASC;SG
seksuele	сексуальне	seksueel	сексуальний	ADJ	ADJ;NOM;NEUT;SG
plaatjes	картинки	plaat	картинка	N;PL	N;INAN;NOM;FEM;PL
scherm	екрана	scherm	екран	N;NEUT;SG	N;INAN;GEN;MASC;SG
scherm	екран	scherm	екран	N;NEUT;SG	N;INAN;NOM;MASC;SG
apparaat	пристрій	apparaat	пристрій	N;NEUT;SG	N;INAN;NOM;MASC;SG
apparaat	приналежність	apparaat	приналежність	N;NEUT;SG	N;INAN;NOM;FEM;SG
apparaat	апарат	apparaat	апарат	N;NEUT;SG	N;INAN;NOM;MASC;SG
menselijk	людський	menselijk	людський	ADJ	ADJ;NOM;MASC;SG
politica	політик	politica	політик	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
zwaard	лезо	zwaard	лезо	N;NEUT;SG	N;INAN;NOM;NEUT;SG
zwaard	клинок	zwaard	клинка	N;NEUT;SG	N;INAN;NOM;MASC;SG
zwaard	мечем	zwaard	меч	N;NEUT;SG	N;INAN;INS;MASC;SG
zwaard	меч	zwaard	меч.	N;NEUT;SG	N;INAN;NOM;MASC;SG
porto	порту	porto	порт	N;MASC+FEM;SG	N;INAN;GEN;MASC;SG
noten	нотаток	noten	нотатка	N;PL	N;INAN;GEN;FEM;PL
noten	нотатки	noten	нотатка	N;PL	N;INAN;NOM;FEM;PL
noten	примітки	noten	примітка	N;PL	N;INAN;NOM;FEM;PL
noten	горішків	noten	горішок	N;PL	N;INAN;GEN;MASC;PL
kopie	копіювання	kopie	копіювання	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
kopie	копія	kopie	копія	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
omschreven	визначено	omschrijven	визначити	V;V.PTCP	V;PFV;IND;0;FIN
omschreven	визначається	omschrijven	визначатися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
omschreven	описано	omschrijven	описати	V;V.PTCP	V;PFV;IND;0;FIN
kanten	боки	kant	бік	N;PL	N;INAN;NOM;MASC;PL
kanten	сторони	kant	сторона	N;PL	N;INAN;NOM;FEM;PL
kanten	сторін	kant	сторона	N;PL	N;INAN;GEN;FEM;PL
gecreëerd	створено	creëren	створити	V;V.PTCP	V;PFV;IND;0;FIN
indonesische	індонезійський	indonesisch	індонезійський	ADJ	ADJ;NOM;MASC;SG
smal	малий	smal	малий	ADJ	ADJ;NOM;MASC;SG
smal	малі	smal	малий	ADJ	ADJ;NOM;PL
smal	маленькі	smal	маленький	ADJ	ADJ;NOM;PL
smal	вузький	smal	вузький	ADJ	ADJ;NOM;MASC;SG
smal	вузькі	smal	вузький	ADJ	ADJ;NOM;PL
philadelphia	філадельфія	philadelphia	філадельфія	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
ondergrond	субстрат	ondergrond	субстрат	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
takken	філії	tak	філія	N;PL	N;INAN;NOM;FEM;PL
takken	гілками	tak	гілка	N;PL	N;INAN;INS;FEM;PL
takken	гілки	tak	гілка	N;PL	N;INAN;NOM;FEM;PL
soul	душу	soul	душа	N;MASC+FEM;SG	N;INAN;ACC;FEM;SG
soul	душа	soul	душа	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
soul	душею	soul	душа	N;MASC+FEM;SG	N;INAN;INS;FEM;SG
meegenomen	взято	meenemen	взяти	V;V.PTCP	V;PFV;IND;0;FIN
meegenomen	забрала	meenemen	забрати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
meegenomen	зроблено	meenemen	зробити	V;V.PTCP	V;PFV;IND;0;FIN
map	каталог	map	каталий	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
map	тека	map	тек	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
vertegenwoordigers	представники	vertegenwoordiger	представник	N;PL	N;ANIM;NOM;MASC;PL
vertegenwoordigers	представників	vertegenwoordiger	представник	N;PL	N;ANIM;ACC;MASC;PL
voorbereiding	приготування	voorbereiding	приготування	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
voorbereiding	підготовка	voorbereiding	підготовка	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
voorbereiding	підготовку	voorbereiding	підготовка	N;MASC+FEM;SG	N;INAN;ACC;FEM;SG
godin	богиня	godin	богиня	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
stedelijke	міський	stedelijk	міський	ADJ	ADJ;NOM;MASC;SG
botanische	ботанічний	botanisch	ботанічний	ADJ	ADJ;NOM;MASC;SG
hal	зал	hal	зал	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hal	ратуша	hal	ратуша	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
hal	зала	hal	зала	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
rotsen	скелі	rotsen	скеля	N;PL	N;INAN;NOM;FEM;PL
rotsen	кручі	rotsen	круч	N;PL	N;INAN;NOM;FEM;PL
rotsen	камені	rotsen	камінь	N;PL	N;INAN;NOM;MASC;PL
rotsen	скелі	rotsen	скеля	N;PL	N;INAN;NOM;FEM;PL
rotsen	астероїди	rotsen	астероїда	N;PL	N;ANIM;NOM;MASC;PL
rotsen	скелях	rotsen	скеля	N;PL	N;INAN;ESS;FEM;PL
dialecten	діалектів	dialect	діалект	N;PL	N;INAN;GEN;MASC;PL
corporation	корпорація	corporation	корпорація	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
associatie	асоціація	associatie	асоціація	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
vera	віра	vera	віра	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
klassiek	класична	klassiek	класичний	ADJ	ADJ;NOM;FEM;SG
klassiek	класична	klassiek	класичний	ADJ	ADJ;NOM;FEM;SG
klassiek	класичні	klassiek	класичний	ADJ	ADJ;NOM;PL
klassiek	класичний	klassiek	класичний	ADJ	ADJ;NOM;MASC;SG
klassiek	класичне	klassiek	класичний	ADJ	ADJ;NOM;NEUT;SG
index	покажчик	index	покажчик	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
index	індекс	index	індекс	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
koreaanse	корейська	koreaans	корейський	ADJ	ADJ;NOM;FEM;SG
schimmel	гриба	schimmel	гриба	N;MASC+FEM;SG	N;INAN;GEN;MASC;SG
processen	процеси	proces	процес	N;PL	N;INAN;NOM;MASC;PL
processen	процесів	proces	процес	N;PL	N;INAN;GEN;MASC;PL
belasting	оподаткування	belasting	оподаткування	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
belasting	податок	belasting	податок	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
diplomaat	дипломат	diplomaat	дипломат	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
