til	varten	til	varten	ADV	ADV
indirekte	välillinen	indirekte	välillinen	ADJ	ADJ;NOM;SG
indirekte	välillistä	indirekte	välillinen	ADJ	ADJ;PRT;SG
indirekte	epäsuora	indirekte	epä#suora	ADJ	ADJ;NOM;SG
begået	sitoutunut	begå	sitoutua	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
begået	sitoutui	begå	sitoutua	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
mail	mail	mail	mail	N;INDF;MASC+FEM;SG	N;NOM;SG
mail	postia	mail	posti	N;INDF;MASC+FEM;SG	N;PRT;SG
mail	posti	mail	posti	N;INDF;MASC+FEM;SG	N;NOM;SG
mail	sähköposti	mail	sähkö#posti	N;INDF;MASC+FEM;SG	N;NOM;SG
slovakiet	slovakiassa	slovakium	slovakia	N;DEF;NEUT;SG	N;IN+ESS;SG
slovakiet	slovakian	slovakium	slovakia	N;DEF;NEUT;SG	N;GEN;SG
udgaven	painos	udgave	painos	N;DEF;MASC+FEM;SG	N;NOM;SG
default	oletus	default	oletus	N;INDF;MASC+FEM;SG	N;NOM;SG
magi	taikaa	magi	taikaa	N;INDF;MASC+FEM;SG	N;PRT;SG
magi	taikuutta	magi	taikuus	N;INDF;MASC+FEM;SG	N;PRT;SG
magi	taikuus	magi	taikuus	N;INDF;MASC+FEM;SG	N;NOM;SG
magi	taika	magi	taika	N;INDF;MASC+FEM;SG	N;NOM;SG
respekt	kunnioitus	respekt	kunnioitus	N;INDF;MASC+FEM;SG	N;NOM;SG
respekt	kunnioitusta	respekt	kunnioitus	N;INDF;MASC+FEM;SG	N;PRT;SG
find	paikantaa	find	paikantaa	V;IMP	V;SG;NFIN;ACT
find	löydä	find	löydä	V;IMP	V;IMP;SG;2;FIN;ACT
find	etsi	find	etsiä	V;IMP	V;IMP;SG;2;FIN;ACT
find	etsiä	find	etsiä	V;IMP	V;SG;NFIN;ACT
find	löytää	find	löytää	V;IMP	V;SG;NFIN;ACT
kulturer	viljelykasvien	kultur	viljely#kasvi	N;INDF;MASC+FEM;PL	N;GEN;PL
kulturer	kulttuurit	kultur	kulttuuri	N;INDF;MASC+FEM;PL	N;NOM;PL
kulturer	kulttuurien	kultur	kulttuuri	N;INDF;MASC+FEM;PL	N;GEN;PL
tænker	miettii	tænke	miettiä	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
lanceret	käynnistetty	lancere	käynnistää	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
lanceret	käynnisti	lancere	käynnistää	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
lanceret	käynnistettiin	lancere	käynnistää	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
dækkede	katettu	dække	kattaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
dækkede	kattoi	dække	kattaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
dækkede	peitetty	dække	peittää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
had	vihaa	had	vihata	N;INDF;NEUT;SG	N;PRT;SG
had	viha	had	viha	N;INDF;NEUT;SG	N;NOM;SG
had	vihan	had	vihka	N;INDF;NEUT;SG	N;GEN;SG
had	vihaa	had	vihata	N;INDF;NEUT;SG	N;PRT;SG
had	viha	had	viha	N;INDF;NEUT;SG	N;NOM;SG
had	vihan	had	vihka	N;INDF;NEUT;SG	N;GEN;SG
fair	reilua	fair	reilu	ADJ	ADJ;PRT;SG
fair	oikeudenmukainen	fair	oikeuden#mukainen	ADJ	ADJ;NOM;SG
fair	reilu	fair	reilu	ADJ	ADJ;NOM;SG
positivt	myönteinen	positiv	myönteinen	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
positivt	positiivinen	positiv	positiivinen	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
positivt	positiivista	positiv	positiivinen	ADJ;INDF;NEUT;SG	ADJ;PRT;SG
augusta	augusta	augusta	augu	N;INDF;MASC+FEM;SG	N;NOM;SG
organ	elin	organ	elin	N;INDF;NEUT;SG	N;NOM;SG
rap	kvaak	rap	kvaak	N;INDF;NEUT;SG	N;NOM;SG
rap	rap	rap	rap	N;INDF;NEUT;SG	N;NOM;SG
øjeblik	hetki	øjeblik	hetki	N;INDF;NEUT;SG	N;NOM;SG
varm	kuumaa	varm	kuuma	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;SG
varm	kuuma	varm	kuuma	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
varm	lämmintä	varm	lämmin	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;SG
varm	lämmin	varm	lämmin	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
størrelsen	kokoa	størrelse	koko	N;DEF;MASC+FEM;SG	N;PRT;SG
englands	englannin	englands	englanti	N;GEN;INDF;MASC+FEM;SG	N;GEN;SG
atlas	atlas	atlas	atlas	N;INDF;NEUT;SG	N;NOM;SG
stalin	stalin	stalin	stali	N;INDF;MASC+FEM;SG	N;NOM;SG
stalin	stalinin	stalin	stalin	N;INDF;MASC+FEM;SG	N;GEN;SG
kul	hiilen	kul	hiili	N;INDF;NEUT;SG	N;GEN;SG
kul	hiili	kul	hiili	N;INDF;NEUT;SG	N;NOM;SG
kul	kivihiili	kul	kivi#hiili	N;INDF;NEUT;SG	N;NOM;SG
kul	hiilen	kul	hiili	N;INDF;NEUT;SG	N;GEN;SG
kul	hiili	kul	hiili	N;INDF;NEUT;SG	N;NOM;SG
kul	hiiltä	kul	hiiltää	N;INDF;NEUT;SG	N;PRT;SG
laveste	pienimmät	lav	pieni	ADJ;DEF;RL	ADJ;NOM;RL;PL
laveste	alhaisin	lav	alhainen	ADJ;DEF;RL	ADJ;NOM;RL;SG
ugen	viikon	uge	viikko	N;DEF;MASC+FEM;SG	N;GEN;SG
ugen	viikolla	uge	viikko	N;DEF;MASC+FEM;SG	N;AT+ESS
;SG
ugen	viikkoa	uge	viikko	N;DEF;MASC+FEM;SG	N;PRT;SG
ugen	viikko	uge	viikko	N;DEF;MASC+FEM;SG	N;NOM;SG
dronningen	kuningatar	dronning	kuningatar	N;DEF;MASC+FEM;SG	N;NOM;SG
planlagte	suunnitellut	planlægge	suunnitella	V;PL;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
arvede	perinyt	arvet	periä	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
afsat	osoitettu	afsætte	osoittaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
afsat	varattu	afsætte	varata	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
beder	rukoilee	bede	rukoilla	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
tilpasset	mukautettu	tilpasse	mukauttaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
tilpasset	oikaistu	tilpasse	oikaista	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
tilpasset	sovitettu	tilpasse	sovittaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
tilpasset	mukautettu	tilpasse	mukauttaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
tilpasset	mukautettu	tilpasse	mukauttaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
beslægtet	liittyvä	beslægte	liittyä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
militæret	armeija	militær	armeija	N;DEF;NEUT;SG	N;NOM;SG
militæret	sotilas	militær	sotilas	N;DEF;NEUT;SG	N;NOM;SG
militæret	armeijan	militær	armeija	N;DEF;NEUT;SG	N;GEN;SG
forbud	kielto	forbud	kielto	N;INDF;NEUT;SG	N;NOM;SG
forbud	kieltäminen	forbud	kieltäminen	N;INDF;NEUT;SG	N;NOM;SG
forbud	kielto	forbud	kielto	N;INDF;NEUT;SG	N;NOM;SG
forbud	kieltäminen	forbud	kieltäminen	N;INDF;NEUT;SG	N;NOM;SG
hæk	hedges	hæk	hedges	N;INDF;MASC+FEM;SG	N;NOM;SG
hæk	hedge	hæk	hedge	N;INDF;MASC+FEM;SG	N;NOM;SG
tættere	lähempänä	tættere	lähempänä	ADV;CMPR	ADV
tættere	lähemmäs	tættere	lähemmäs	ADV;CMPR	ADV
tættere	lähemmäksi	tættere	lähemmäksi	ADV;CMPR	ADV
tættere	tiukemmin	tættere	tiukasti	ADV;CMPR	ADV;CMPR
relateret	liittyvä	relatere	liittyä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
update	päivitys	update	päivitys	N;INDF;NEUT;SG	N;NOM;SG
infanteri	jalkaväki	infanteri	jalka#väki	N;INDF;NEUT;SG	N;NOM;SG
konsekvens	seuraus	konsekvens	seuraus	N;INDF;MASC+FEM;SG	N;NOM;SG
konsekvens	yhdenmukaisuus	konsekvens	yhdenmukaisuus	N;INDF;MASC+FEM;SG	N;NOM;SG
konsekvens	johdonmukaisuus	konsekvens	johdon#mukaisuus	N;INDF;MASC+FEM;SG	N;NOM;SG
konsekvens	johdonmukaisuutta	konsekvens	johdon#mukaisuus	N;INDF;MASC+FEM;SG	N;PRT;SG
konsekvens	yhtenäisyys	konsekvens	yhtenäisyys	N;INDF;MASC+FEM;SG	N;NOM;SG
konsekvens	johdonmukaisuuden	konsekvens	johdon#mukaisuus	N;INDF;MASC+FEM;SG	N;GEN;SG
pund	punta	pund	punta	N;INDF;MASC+FEM;SG	N;NOM;SG
pund	kiloa	pund	kilo	N;INDF;MASC+FEM;SG	N;PRT;SG
folkeafstemning	kansanäänestyksen	folkeafstemning	kansan#äänestys	N;INDF;MASC+FEM;SG	N;GEN;SG
folkeafstemning	kansanäänestystä	folkeafstemning	kansan#äänestys	N;INDF;MASC+FEM;SG	N;PRT;SG
folkeafstemning	kansanäänestys	folkeafstemning	kansan#äänestys	N;INDF;MASC+FEM;SG	N;NOM;SG
folkeafstemning	kansanäänestys	folkeafstemning	kansan#äänestys	N;INDF;MASC+FEM;SG	N;NOM;SG
hente	noutaa	hente	noutaa	V;NFIN;ACT	V;SG;NFIN;ACT
hente	hae	hente	hakea	V;NFIN;ACT	V;IMP;SG;2;FIN;ACT
turisme	matkailun	turisme	matkailu	N;INDF;MASC+FEM;SG	N;GEN;SG
turisme	matkailu	turisme	matkailu	N;INDF;MASC+FEM;SG	N;NOM;SG
regeringstid	valtakausi	regeringstid	valta#kausi	N;INDF;MASC+FEM;SG	N;NOM;SG
vild	villiä	vild	villi	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;SG
vild	hurja	vild	hurja	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
vild	villi	vild	villi	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
stewart	stewart	stewart	stewart	N;INDF;MASC+FEM;SG	N;NOM;SG
beskæftiget	varattu	beskæftige	varata	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
vestlig	läntinen	vestlig	läntinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
syg	sairas	syg	sairas	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
syg	sairasta	syg	sairas	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;SG
syg	sairas	syg	sairas	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
udstillingen	näyttely	udstilling	näyttely	N;DEF;MASC+FEM;SG	N;NOM;SG
udstillingen	näyttelyyn	udstilling	näyttely	N;DEF;MASC+FEM;SG	N;IN+ALL;SG
udstillingen	näyttelyä	udstilling	näyttely	N;DEF;MASC+FEM;SG	N;PRT;SG
udstillingen	näyttelyssä	udstilling	näyttely	N;DEF;MASC+FEM;SG	N;IN+ESS;SG
synge	laulaa	synge	laulaa	V;NFIN;ACT	V;IND;SG;3;PRS;FIN;ACT
synge	laula	synge	laulaa	V;NFIN;ACT	V;IMP;SG;2;FIN;ACT
synge	laulaa	synge	laulaa	V;NFIN;ACT	V;IND;SG;3;PRS;FIN;ACT
synge	laulavat	synge	laulaa	V;NFIN;ACT	V;IND;PL;3;PRS;FIN;ACT
objekt	esine	objekt	esine	N;INDF;NEUT;SG	N;NOM;SG
objekt	kohde	objekt	kohde	N;INDF;NEUT;SG	N;NOM;SG
forhandlingerne	neuvotteluihin	forhandling	neuvottelu	N;DEF;MASC+FEM;PL	N;IN+ALL;PL
forhandlingerne	neuvotteluja	forhandling	neuvottelu	N;DEF;MASC+FEM;PL	N;PRT;PL
forhandlingerne	neuvottelut	forhandling	neuvottelu	N;DEF;MASC+FEM;PL	N;NOM;PL
banden	jengi	band	jengi	N;DEF;MASC+FEM;SG	N;NOM;SG
banden	gangin	band	gang	N;DEF;MASC+FEM;SG	N;GEN;SG
alkohol	alkoholiin	alkohol	alkoholi	N;INDF;MASC+FEM;SG	N;IN+ALL;SG
alkohol	alkoholin	alkohol	alkoholi	N;INDF;MASC+FEM;SG	N;GEN;SG
alkohol	alkoholia	alkohol	alkoholi	N;INDF;MASC+FEM;SG	N;PRT;SG
alkohol	alkoholi	alkohol	alkoholi	N;INDF;MASC+FEM;SG	N;NOM;SG
parter	osapuolet	part	osa#puoli	N;INDF;MASC+FEM;PL	N;NOM;PL
parter	asianosaiset	part	asian#osainen	N;INDF;MASC+FEM;PL	N;NOM;PL
parter	puolueet	part	puolue	N;INDF;MASC+FEM;PL	N;NOM;PL
gymnastik	sali	gymnastik	sali	N;INDF;MASC+FEM;SG	N;NOM;SG
gymnastik	salille	gymnastik	sali	N;INDF;MASC+FEM;SG	N;AT+ALL;SG
gymnastik	salin	gymnastik	sali	N;INDF;MASC+FEM;SG	N;GEN;SG
gymnastik	kuntosali	gymnastik	kunto#sali	N;INDF;MASC+FEM;SG	N;NOM;SG
gymnastik	voimistelu	gymnastik	voimistelu	N;INDF;MASC+FEM;SG	N;NOM;SG
gymnastik	voimistelu	gymnastik	voimistelu	N;INDF;MASC+FEM;SG	N;NOM;SG
komedie	komedia	komedie	komedia	N;INDF;MASC+FEM;SG	N;NOM;SG
henriette	henrietta	henriette	henrie	N;INDF;MASC+FEM;SG	N;PRT;SG
beløb	summa	beløb	summa	N;INDF;NEUT;SG	N;NOM;SG
beløb	määrä	beløb	määrä	N;INDF;NEUT;SG	N;NOM;SG
fotografier	valokuvat	fotografi	valo#kuva	N;INDF;NEUT;PL	N;NOM;PL
fotografier	valokuvien	fotografi	valo#kuva	N;INDF;NEUT;PL	N;GEN;PL
fotografier	valokuvia	fotografi	valo#kuva	N;INDF;NEUT;PL	N;PRT;PL
fotografier	valokuvat	fotografi	valo#kuva	N;INDF;NEUT;PL	N;NOM;PL
fotografier	kuvia	fotografi	kuva	N;INDF;NEUT;PL	N;PRT;PL
fotografier	kuvat	fotografi	kuva	N;INDF;NEUT;PL	N;NOM;PL
fotografier	valokuvia	fotografi	valo#kuva	N;INDF;NEUT;PL	N;PRT;PL
fotografier	kuvien	fotografi	kuva	N;INDF;NEUT;PL	N;GEN;PL
højest	korkeimman	højest	korkea	ADJ;DEF;RL	ADJ;GEN;RL;SG
højest	korkeimmat	højest	korkea	ADJ;DEF;RL	ADJ;NOM;RL;PL
højest	korkein	højest	korkea	ADJ;DEF;RL	ADJ;NOM;RL;SG
strategisk	strategisesti	strategisk	strategisesti	ADV	ADV
jøderne	juutalaiset	jøde	juutalainen	N;DEF;MASC+FEM;PL	N;NOM;PL
jøderne	juutalaisia	jøde	juutalainen	N;DEF;MASC+FEM;PL	N;PRT;PL
kampagne	kampanjan	kampagne	kampanja	N;INDF;MASC+FEM;SG	N;GEN;SG
kampagne	kampanjassa	kampagne	kampanja	N;INDF;MASC+FEM;SG	N;IN+ESS;SG
kampagne	kampanja	kampagne	kampanja	N;INDF;MASC+FEM;SG	N;NOM;SG
kampagne	kampanjaan	kampagne	kampanja	N;INDF;MASC+FEM;SG	N;IN+ALL;SG
kampagne	kampanjaa	kampagne	kampanja	N;INDF;MASC+FEM;SG	N;PRT;SG
løfte	nostaa	løfte	nostaa	V;NFIN;ACT	V;IND;SG;3;PRS;FIN;ACT
løfte	nosta	løfte	nostaa	V;NFIN;ACT	V;IMP;SG;2;FIN;ACT
besøgt	vieraillut	besøge	vierailla	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
besøgt	käynyt	besøge	käydä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
besøgt	käyty	besøge	käydä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
besøgt	vieraili	besøge	vierailla	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
kriterier	perusteet	kriteri	peruste	N;INDF;MASC+FEM;PL	N;NOM;PL
kriterier	kriteerit	kriteri	kriteeri	N;INDF;MASC+FEM;PL	N;NOM;PL
insekter	hyönteiset	insekt	hyönteinen	N;INDF;NEUT;PL	N;NOM;PL
insekter	hyönteisiä	insekt	hyönteinen	N;INDF;NEUT;PL	N;PRT;PL
insekter	hyönteisten	insekt	hyönteinen	N;INDF;NEUT;PL	N;GEN;PL
insekter	ötököitä	insekt	ötös	N;INDF;NEUT;PL	N;PRT;PL
insekter	vikoja	insekt	vika	N;INDF;NEUT;PL	N;PRT;PL
tilføjelse	lisäystä	tilføjelse	lisäys	N;INDF;NEUT;SG	N;PRT;SG
tilføjelse	lisäys	tilføjelse	lisäys	N;INDF;NEUT;SG	N;NOM;SG
tilføjelse	lisääminen	tilføjelse	lisääminen	N;INDF;NEUT;SG	N;NOM;SG
læses	luettu	læse	lukea	V;IND;PRS;FIN;PASS	V;NOM;SG;V.PTCP;PASS
sukker	sokeria	sukker	sokeri	N;INDF;NEUT;SG	N;PRT;SG
sukker	sokeri	sukker	sokeri	N;INDF;NEUT;SG	N;NOM;SG
chefredaktør	toimittaja	chefredaktør	toimittaja	N;INDF;MASC+FEM;SG	N;NOM;SG
chefredaktør	päätoimittaja	chefredaktør	pää#toimittaja	N;INDF;MASC+FEM;SG	N;NOM;SG
chefredaktør	editorin	chefredaktør	editori	N;INDF;MASC+FEM;SG	N;GEN;SG
domineret	hallinnut	dominere	hallita	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
domineret	hallitsi	dominere	hallita	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
medierne	tiedotusvälineet	medie	tiedotus#väline	N;DEF;NEUT;PL	N;NOM;PL
medierne	tiedotusvälineiden	medie	tiedotus#väline	N;DEF;NEUT;PL	N;GEN;PL
oversættelser	käännöksiä	oversættelse	käännös	N;INDF;MASC+FEM;PL	N;PRT;PL
oversættelser	käännökset	oversættelse	käännös	N;INDF;MASC+FEM;PL	N;NOM;PL
ankommer	saapuvat	ankomme	saapua	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN;ACT
ankommer	saapuu	ankomme	saapua	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
ankommer	saapuvat	ankomme	saapua	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN;ACT
ankommer	saapuu	ankomme	saapua	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
søskende	sisarukset	søskende	sisarus	N;INDF;MASC+FEM;PL	N;NOM;PL
søskende	sisaruksia	søskende	sisarus	N;INDF;MASC+FEM;PL	N;PRT;PL
morgan	morganin	morgan	morgan	N;INDF;MASC+FEM;SG	N;GEN;SG
morgan	morgan	morgan	morka	N;INDF;MASC+FEM;SG	N;NOM;SG
handle	toimi	handle	toimia	V;NFIN;ACT	V;IMP;SG;2;FIN;ACT
oprøret	kapina	oprør	kapina	N;DEF;NEUT;SG	N;NOM;SG
oprøret	kapinan	oprør	kapina	N;DEF;NEUT;SG	N;GEN;SG
oprøret	kapinaa	oprør	kapina	N;DEF;NEUT;SG	N;PRT;SG
sony	sony	sony	sony	N;INDF;NEUT;SG	N;NOM;SG
faktor	tekijä	faktor	tekijä	N;INDF;MASC+FEM;SG	N;NOM;SG
faktor	tekijää	faktor	tekijä	N;INDF;MASC+FEM;SG	N;PRT;SG
acceptere	hyväksy	acceptere	hyväksyä	V;NFIN;ACT	V;IMP;SG;2;FIN;ACT
acceptere	hyväksyä	acceptere	hyväksyä	V;NFIN;ACT	V;SG;NFIN;ACT
forandringer	muutokset	forandring	muutos	N;INDF;MASC+FEM;PL	N;NOM;PL
forandringer	muutoksia	forandring	muutos	N;INDF;MASC+FEM;PL	N;PRT;PL
terræn	maastossa	terræn	maasto	N;INDF;NEUT;SG	N;IN+ESS;SG
terræn	maasto	terræn	maasto	N;INDF;NEUT;SG	N;NOM;SG
monument	monumentti	monument	monumentti	N;INDF;NEUT;SG	N;NOM;SG
monument	muistomerkki	monument	muisto#merkki	N;INDF;NEUT;SG	N;NOM;SG
antwerpen	antwerpenin	antwerp	antwerpen	N;INDF;MASC+FEM;SG	N;GEN;SG
medalje	mitali	medalje	mitali	N;INDF;MASC+FEM;SG	N;NOM;SG
medalje	mitalin	medalje	mitali	N;INDF;MASC+FEM;SG	N;GEN;SG
bredden	leveys	bredde	leveys	N;DEF;MASC+FEM;SG	N;NOM;SG
traditionen	perinne	tradition	perinne	N;DEF;MASC+FEM;SG	N;NOM;SG
opfordring	kutsu	opfordring	kutsu	N;INDF;MASC+FEM;SG	N;NOM;SG
opfordring	kutsun	opfordring	kutsu	N;INDF;MASC+FEM;SG	N;GEN;SG
bombefly	pommittaja	bombefly	pommittaja	N;INDF;NEUT;SG	N;NOM;SG
redigeret	muokattu	redigere	muokata	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
bønderne	talonpojat	bonde	talon#poika	N;DEF;MASC+FEM;PL	N;NOM;PL
motion	liikunta	motion	liikunta	N;INDF;MASC+FEM;SG	N;NOM;SG
motion	liikunnan	motion	liikunta	N;INDF;MASC+FEM;SG	N;GEN;SG
motion	liikuntaa	motion	liikunta	N;INDF;MASC+FEM;SG	N;PRT;SG
motion	harjoitus	motion	harjoitus	N;INDF;MASC+FEM;SG	N;NOM;SG
træet	puu	træ	puu	N;DEF;NEUT;SG	N;NOM;SG
træet	puuta	træ	puu	N;DEF;NEUT;SG	N;PRT;SG
træet	puun	træ	puu	N;DEF;NEUT;SG	N;GEN;SG
harvard	harvardin	harvard	harvardi	N;INDF;NEUT;SG	N;GEN;SG
harvard	harvardiin	harvard	harvardi	N;INDF;NEUT;SG	N;IN+ALL;SG
harvard	harvardissa	harvard	harvardi	N;INDF;NEUT;SG	N;IN+ESS;SG
foto	kuvaa	foto	kuva	N;INDF;NEUT;SG	N;PRT;SG
foto	kuva	foto	kuva	N;INDF;NEUT;SG	N;NOM;SG
foto	valokuva	foto	valo#kuva	N;INDF;NEUT;SG	N;NOM;SG
foto	valokuvan	foto	valo#kuva	N;INDF;NEUT;SG	N;GEN;SG
foto	valokuva	foto	valo#kuva	N;INDF;NEUT;SG	N;NOM;SG
knob	solmua	knob	solmu	N;INDF;MASC+FEM;SG	N;PRT;SG
knob	solmun	knob	solmu	N;INDF;MASC+FEM;SG	N;GEN;SG
knob	solmu	knob	solmua	N;INDF;MASC+FEM;SG	N;NOM;SG
lokaler	tiloissa	lokale	tila	N;INDF;NEUT;PL	N;IN+ESS;PL
lokaler	huoneita	lokale	huone	N;INDF;NEUT;PL	N;PRT;PL
lokaler	huoneet	lokale	huone	N;INDF;NEUT;PL	N;NOM;PL
lokaler	eläkkeet	lokale	eläke	N;INDF;NEUT;PL	N;NOM;PL
cykler	polkupyörien	cykle	polku#pyörä	N;INDF;MASC+FEM;PL	N;GEN;PL
cykler	pyörät	cykle	pyörä	N;INDF;MASC+FEM;PL	N;NOM;PL
togene	junia	tog	juna	N;DEF;NEUT;PL	N;PRT;PL
togene	junien	tog	juni	N;DEF;NEUT;PL	N;GEN;PL
togene	junat	tog	juna	N;DEF;NEUT;PL	N;NOM;PL
bugten	lahti	bugt	lahti	N;DEF;MASC+FEM;SG	N;NOM;SG
vanskeligheder	vaikeuksia	vanskelighed	vaikeus	N;INDF;MASC+FEM;PL	N;PRT;PL
vanskeligheder	vaikeudet	vanskelighed	vaikeus	N;INDF;MASC+FEM;PL	N;NOM;PL
vanskeligheder	vaikeuksia	vanskelighed	vaikeus	N;INDF;MASC+FEM;PL	N;PRT;PL
vanskeligheder	vaikeudet	vanskelighed	vaikeus	N;INDF;MASC+FEM;PL	N;NOM;PL
male	maalaa	male	maalata	V;NFIN;ACT	V;IMP;SG;2;FIN;ACT
sal	sali	sal	sali	N;INDF;MASC+FEM;SG	N;NOM;SG
sal	halliin	sal	halli	N;INDF;MASC+FEM;SG	N;IN+ALL;SG
sal	halli	sal	halli	N;INDF;MASC+FEM;SG	N;NOM;SG
sal	salin	sal	sali	N;INDF;MASC+FEM;SG	N;GEN;SG
myndighederne	viranomaiset	myndighed	viran#omainen	N;DEF;MASC+FEM;PL	N;NOM;PL
myndighederne	viranomaisten	myndighed	viran#omainen	N;DEF;MASC+FEM;PL	N;GEN;PL
afbrudt	keskeytti	afbryde	keskeyttää	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
afbrudt	keskeytettiin	afbryde	keskeyttää	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
afbrudt	keskeytetty	afbryde	keskeyttää	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
autonome	itsenäiset	autonome	itsenäinen	ADJ;PL	ADJ;NOM;PL
konkret	konkreettinen	konkret	konkreettinen	ADJ;INDF;SG	ADJ;NOM;SG
konkret	konkreettista	konkret	konkreettinen	ADJ;INDF;SG	ADJ;PRT;SG
sund	terveellistä	sund	terveellinen	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;SG
sund	terveellinen	sund	terveellinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
omtaler	mainitsee	omtale	mainita	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
utallige	lukemattomat	utallig	lukematon	ADJ;PL	ADJ;NOM;PL
utallige	lukemattomia	utallig	lukematon	ADJ;PL	ADJ;PRT;PL
utallige	lukemattomat	utallig	lukematon	ADJ;PL	ADJ;NOM;PL
utallige	lukemattomia	utallig	lukematon	ADJ;PL	ADJ;PRT;PL
gradvist	asteittain	gradvist	asteittain	ADV	ADV
gradvist	vähitellen	gradvist	vähitellen	ADV	ADV
gradvist	asteittain	gradvist	asteittain	ADV	ADV
gradvist	vähitellen	gradvist	vähitellen	ADV	ADV
sideløbende	samanaikaista	sideløbende	saman#aikainen	ADJ	ADJ;PRT;SG
sideløbende	samanaikainen	sideløbende	samanaikainen	ADJ	ADJ;NOM;SG
peugeot	peugeot	peugeot	peugeo	N;INDF;MASC+FEM;SG	N;NOM;SG
handelen	kauppa	handel	kauppa	N;DEF;MASC+FEM;SG	N;NOM;SG
handelen	kaupan	handel	kauppa	N;DEF;MASC+FEM;SG	N;GEN;SG
handelen	kaupankäynnin	handel	kaupan#käynti	N;DEF;MASC+FEM;SG	N;GEN;SG
handelen	kaupankäynti	handel	kaupan#käynti	N;DEF;MASC+FEM;SG	N;NOM;SG
hospitalet	sairaala	hospital	sairaala	N;DEF;NEUT;SG	N;NOM;SG
hospitalet	sairaalassa	hospital	sairaala	N;DEF;NEUT;SG	N;IN+ESS;SG
venskab	ystävyys	venskab	ystävyys	N;INDF;NEUT;SG	N;NOM;SG
venskab	ystävyyttä	venskab	ystävyys	N;INDF;NEUT;SG	N;PRT;SG
venskab	ystävyyden	venskab	ystävyys	N;INDF;NEUT;SG	N;GEN;SG
