και	y	και	y	CONJ	CONJ
πειράματα	experimentos	πείραμα	experimento	N;NOM;NEUT;PL	N;MASC;PL
παρακολούθηση	supervisión	παρακολούθηση	supervisión	N;ACC;FEM;SG	N;FEM;SG
παρακολούθηση	monitoreo	παρακολούθηση	monitoreo	N;ACC;FEM;SG	N;MASC;SG
παρακολούθηση	monitorización	παρακολούθηση	monitorización	N;ACC;FEM;SG	N;FEM;SG
παρακολούθηση	seguimiento	παρακολούθηση	seguimiento	N;ACC;FEM;SG	N;MASC;SG
παρακολούθηση	vigilancia	παρακολούθηση	vigilancia	N;ACC;FEM;SG	N;FEM;SG
παρακολούθηση	monitor	παρακολούθηση	monitor	N;ACC;FEM;SG	N;MASC;SG
παρακολούθηση	vigilancia	παρακολούθηση	vigilancia	N;ACC;FEM;SG	N;FEM;SG
προϋποθέσεις	requisitos	προϋπόθεση	requisito	N;NOM;FEM;PL	N;MASC;PL
προϋποθέσεις	condiciones	προϋπόθεση	condición	N;NOM;FEM;PL	N;FEM;PL
ανακαλύπτει	descubre	ανακαλύπτω	descubrir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
διατηρήσει	mantener	διατηρώ	mantener	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
μαζική	masivo	μαζικός	masivo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
μαζική	masiva	μαζικός	masivo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
λαών	pueblos	λαός	pueblo	N;GEN;MASC;PL	N;MASC;PL
ζωντανή	vivo	ζωντανός	vivo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
δυσκολία	dificultad	δυσκολία	dificultad	N;ACC;FEM;SG	N;FEM;SG
χρειαζόταν	necesitó	χρειάζομαι	necesitar	V;IPFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
μόνιμο	permanente	μόνιμο	permanente	ADJ;NOM;NEUT;SG	ADJ;SG
βαλκάνια	balcanes	βαλκάνια	balcan	N;NOM;NEUT;PL	N;MASC;PL
καθαρό	neto	καθερός	neto	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
καθαρό	neta	καθερός	neta	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
καθαρό	limpio	καθερός	limpio	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
καθαρό	limpia	καθερός	limpio	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
δρόμοι	carreteras	δρόμος	carretera	N;NOM;MASC;PL	N;FEM;PL
δρόμοι	caminos	δρόμος	camino	N;NOM;MASC;PL	N;MASC;PL
δρόμοι	calles	δρόμος	calle	N;NOM;MASC;PL	N;FEM;PL
πώληση	venta	πώληση	venta	N;NOM;FEM;SG	N;FEM;SG
πώληση	venta	πώληση	venta	N;NOM;FEM;SG	N;FEM;SG
ελάχιστες	mínimos	ελάχιστος	mínimo	ADJ;NOM;CMPR;FEM;PL	ADJ;MASC;PL
ελάχιστες	mínimas	ελάχιστος	mínimo	ADJ;NOM;CMPR;FEM;PL	ADJ;FEM;PL
κύρος	prestigio	κύρος	prestigio	N;ACC;MASC;SG	N;MASC;SG
κύρος	prestige	κύρος	prestigar	N;ACC;MASC;SG	N;MASC;SG
κύρος	validez	κύρος	validez	N;ACC;MASC;SG	N;FEM;SG
κύρος	vigencia	κύρος	vigencia	N;ACC;MASC;SG	N;FEM;SG
ουρανού	cielo	ουρανός	cielo	N;GEN;NEUT;SG	N;MASC;SG
ουρανού	sky	ουρανός	sky	N;GEN;NEUT;SG	N
συνεχής	continuo	συνεχής	continuo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
συνεχής	continua	συνεχής	continuo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
δείκτη	index	δείκτης	index	N;ACC;MASC;SG	N
δείκτη	indice	δείκτης	indicir	N;ACC;MASC;SG	N;MASC;SG
δείκτη	índice	δείκτης	índice	N;ACC;MASC;SG	N;MASC;SG
κουτί	box	κουτί	box	N;NOM;NEUT;SG	N
κουτί	caja	κουτί	caja	N;NOM;NEUT;SG	N;FEM;SG
κουτί	recuadro	κουτί	recuadro	N;NOM;NEUT;SG	N;MASC;SG
κουτί	casilla	κουτί	casilla	N;NOM;NEUT;SG	N;FEM;SG
κουτί	estuche	κουτί	estuche	N;NOM;NEUT;SG	N;MASC;SG
κουτί	cartón	κουτί	cartón	N;NOM;NEUT;SG	N;MASC;SG
πόρτα	puerta	πόρτα	puerta	N;ACC;FEM;SG	N;FEM;SG
σκόραρε	anotó	σκοράρω	anotar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
αναδρομή	retroceso	αναδρομή	retroceso	N;NOM;FEM;SG	N;MASC;SG
αναδρομή	flashback	αναδρομή	flashback	N;NOM;FEM;SG	N;MASC;SG
αρχαιολογία	arqueología	αρχαιολογία	arqueología	N;NOM;FEM;SG	N;FEM;SG
αρχαιολογία	arqueología	αρχαιολογία	arqueología	N;NOM;FEM;SG	N;FEM;SG
μηχανισμός	mecanismo	μηχανισμός	mecanismo	N;NOM;MASC;SG	N;MASC;SG
λωρίδα	lane	λωρίδα	lane	N;NOM;FEM;SG	N
λωρίδα	carril	λωρίδα	carril	N;NOM;FEM;SG	N;MASC;SG
λωρίδα	franja	λωρίδα	franja	N;NOM;FEM;SG	N;FEM;SG
λωρίδα	strip	λωρίδα	strip	N;NOM;FEM;SG	N;MASC;SG
μαρτυρία	testimonio	μαρτυρία	testimonio	N;NOM;FEM;SG	N;MASC;SG
μαρτυρία	testimonio	μαρτυρία	testimonio	N;NOM;FEM;SG	N;MASC;SG
μεταρρυθμίσεις	reformas	μεταρρύθμιση	reforma	N;NOM;FEM;PL	N;FEM;PL
μεταρρυθμίσεις	reformas	μεταρρύθμιση	reforma	N;NOM;FEM;PL	N;FEM;PL
δισεκατομμύρια	billones	δισεκατομμύριο	billón	N;NOM;NEUT;PL	N;MASC;PL
δισεκατομμύρια	billones	δισεκατομμύριο	billón	N;NOM;NEUT;PL	N;MASC;PL
υπάλληλος	empleada	υπάλληλος	empleado	ADJ;NOM;MASC;SG	ADJ;FEM;SG;V.PTCP
υπάλληλος	asalariado	υπάλληλος	asalariado	ADJ;NOM;MASC;SG	ADJ;MASC;SG;V.PTCP
υπάλληλος	empleado	υπάλληλος	empleado	ADJ;NOM;MASC;SG	ADJ;MASC;SG;V.PTCP
δικτατορία	dictadura	δικτατορία	dictadura	N;NOM;FEM;SG	N;FEM;SG
αυστηρά	estrictamente	αυστηρά	estrictamente	ADV	ADV
είδα	vi	είδα	ver	V;PFV;IND;SG;1;PST;FIN;ACT	V;IND;SG;1;PST;FIN
μακεδόνες	macedonios	μακεδόνας	macedonio	N;NOM;MASC;PL	N;MASC;PL
ιανουάριος	enero	ιανουάριος	enero	N;NOM;MASC;SG	N
απέρριψε	desestimó	απορρίπτω	desestimar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
σαιζόν	temporada	σαιζός	temporada	N;NOM;FEM;SG	N;FEM;SG
αλυσίδα	cadena	αλυσίδα	cadena	N;NOM;FEM;SG	N;FEM;SG
παραπομπή	remisión	παραπομπή	remisión	N;NOM;FEM;SG	N;FEM;SG
παραπομπή	reenvío	παραπομπή	reenvío	N;NOM;FEM;SG	N;MASC;SG
παραπομπή	referencia	παραπομπή	referencia	N;NOM;FEM;SG	N;FEM;SG
διατροφή	nutrición	διατροφή	nutrición	N;NOM;FEM;SG	N;FEM;SG
διατροφή	dieta	διατροφή	dieta	N;NOM;FEM;SG	N;FEM;SG
διατροφή	dietética	διατροφή	dietética	N;NOM;FEM;SG	N;FEM;SG
ξηρά	terrenos	ξηρά	terreno	N;NOM;NEUT;PL	N;MASC;PL
ξηρά	land	ξηρά	land	N;NOM;NEUT;PL	N
ξηρά	tierras	ξηρά	tierra	N;NOM;NEUT;PL	N;FEM;PL
έγκριση	adopción	έγκριση	adopción	N;ACC;FEM;SG	N;FEM;SG
έγκριση	aprobación	έγκριση	aprobación	N;ACC;FEM;SG	N;FEM;SG
έγκριση	homologación	έγκριση	homologación	N;ACC;FEM;SG	N;FEM;SG
έγκριση	aprobación	έγκριση	aprobación	N;ACC;FEM;SG	N;FEM;SG
έθνη	naciones	έθνος	nación	N;NOM;NEUT;PL	N;FEM;PL
έθνη	nations	έθνος	nations	N;NOM;NEUT;PL	N
ερμής	mercury	ερμή	mercury	N;NOM;MASC;SG	N;SG
ερμής	mercurio	ερμή	mercurio	N;NOM;MASC;SG	N;MASC;SG
ερμής	hermes	ερμή	herme	N;NOM;MASC;SG	N;MASC;SG
ρεύματα	arroyos	ρεύμα	arroyo	N;NOM;NEUT;PL	N;MASC;PL
ρεύματα	corrientes	ρεύμα	corriente	N;NOM;NEUT;PL	N;FEM;PL
τεκμηρίωση	documentación	τεκμηρίωση	documentación	N;ACC;FEM;SG	N;FEM;SG
δορυφορική	satelital	δορυφορικός	satelital	ADJ;NOM;FEM;SG	ADJ;SG
γεωμετρικό	geométrico	γεωμετρικός	geométrico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
γεωμετρικό	geométrica	γεωμετρικός	geométrico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
έθιμα	custom	έθιμα	custom	N;NOM;NEUT;PL	N
έθιμα	costumbres	έθιμα	costumbre	N;NOM;NEUT;PL	N;FEM;PL
ψηφιακό	digital	ψηφιακός	digital	ADJ;NOM;NEUT;SG	ADJ;SG
βιολογία	biología	βιολογία	biología	N;NOM;FEM;SG	N;FEM;SG
αδέρφια	hermanos	αδέρφι	hermano	N;NOM;NEUT;PL	N;MASC;PL
αδέρφια	hermanos	αδέρφι	hermano	N;NOM;NEUT;PL	N;MASC;PL
αδέρφια	brothers	αδέρφι	brothers	N;NOM;NEUT;PL	N;MASC;PL
φιλική	amigable	φιλικός	amigable	ADJ;NOM;FEM;SG	ADJ;SG
φιλική	amistoso	φιλικός	amistoso	ADJ;NOM;FEM;SG	ADJ;MASC;SG
φιλική	amistosa	φιλικός	amistoso	ADJ;NOM;FEM;SG	ADJ;FEM;SG
καταλόγους	catálogos	κατάλογος	catálogo	N;ACC;MASC;PL	N;MASC;PL
κλείσιμο	cierre	κλείσιμο	cierre	N;NOM;NEUT;SG	N;MASC;SG
κλείσιμο	clausura	κλείσιμο	clausura	N;NOM;NEUT;SG	N;FEM;SG
κλείσιμο	cierre	κλείσιμο	cierre	N;NOM;NEUT;SG	N;MASC;SG
κλείσιμο	cierre	κλείσιμο	cierre	N;NOM;NEUT;SG	N;MASC;SG
κλείσιμο	clausura	κλείσιμο	clausura	N;NOM;NEUT;SG	N;FEM;SG
φυλάκιση	encarcelamiento	φυλάκιση	encarcelamiento	N;ACC;FEM;SG	N;MASC;SG
γεύση	sabor	γεύση	sabor	N;NOM;FEM;SG	N;MASC;SG
γεύση	gusto	γεύση	gusto	N;NOM;FEM;SG	N;MASC;SG
γεύση	sabor	γεύση	sabor	N;NOM;FEM;SG	N;MASC;SG
γεύση	sabor	γεύση	sabor	N;NOM;FEM;SG	N;MASC;SG
εξισώσεις	ecuaciones	εξίσωση	ecuación	N;NOM;FEM;PL	N;FEM;PL
αντιδρά	reacciona	αντιδρός	reaccionar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
αντιδρά	reaccionando	αντιδρός	reaccionar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
αντιδρά	reaccionar	αντιδρός	reaccionar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
συντήρηση	manutención	συντήρηση	manutención	N;NOM;FEM;SG	N;FEM;SG
συντήρηση	mantenimiento	συντήρηση	mantenimiento	N;NOM;FEM;SG	N;MASC;SG
διαδηλώσεις	protestas	διαδήλωση	protesta	N;NOM;FEM;PL	N;FEM;PL
διαδηλώσεις	manifestaciones	διαδήλωση	manifestación	N;NOM;FEM;PL	N;FEM;PL
διαδηλώσεις	demostraciones	διαδήλωση	demostración	N;NOM;FEM;PL	N;FEM;PL
πτηνό	pajaro	πτηνός	pajaro	N;NOM;NEUT;SG	N;MASC;SG
πτηνό	pájaro	πτηνός	pájaro	N;NOM;NEUT;SG	N;MASC;SG
πτηνό	ave	πτηνός	ave	N;NOM;NEUT;SG	N;FEM;SG
πάσα	pasha	πάσα	pasha	N;ACC;FEM;SG	N;SG
πάσα	paso	πάσα	paso	N;ACC;FEM;SG	N;MASC;SG
συνεδρίαση	reunión	συνεδρίαση	reunión	N;NOM;FEM;SG	N;FEM;SG
συνεδρίαση	encuentro	συνεδρίαση	encuentro	N;NOM;FEM;SG	N;MASC;SG
αρνείται	rehúsa	αρνιέμαι	rehúsa	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
αρνείται	rechaza	αρνιέμαι	rechazar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
αρνείται	niega	αρνιέμαι	negar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
αρνείται	rechazando	αρνιέμαι	rechazar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;V.MSDR
ρούχα	ropas	ρούχα	ropa	N;NOM;NEUT;PL	N;FEM;PL
ιππότες	knights	ιππότης	knights	N;NOM;MASC;PL	N;MASC
ιππότες	caballeros	ιππότης	caballero	N;NOM;MASC;PL	N;MASC;PL
ηθοποιούς	actrices	ηθοποιός	actriz	N;ACC;MASC;PL	N;FEM;PL
ηθοποιούς	actores	ηθοποιός	actor	N;ACC;MASC;PL	N;MASC;PL
έσοδα	ingresos	έσοδο	ingreso	N;NOM;NEUT;PL	N;MASC;PL
έσοδα	ingresos	έσοδο	ingreso	N;NOM;NEUT;PL	N;MASC;PL
έσοδα	ganancias	έσοδο	ganancia	N;NOM;NEUT;PL	N;FEM;PL
έσοδα	ingresos	έσοδο	ingreso	N;NOM;NEUT;PL	N;MASC;PL
έσοδα	rentas	έσοδο	renta	N;NOM;NEUT;PL	N;FEM;PL
έσοδα	ingresos	έσοδο	ingreso	N;NOM;NEUT;PL	N;MASC;PL
ανάλογο	análogo	ανάλογος	análogo	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ανάλογο	analógico	ανάλογος	analógico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ανάλογο	analógica	ανάλογος	analógico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
ανάλογο	análoga	ανάλογος	análogo	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
αυστριακός	austríaca	αυστριακός	austríaco	ADJ;NOM;MASC;SG	ADJ;FEM;SG
αυστριακός	austriaca	αυστριακός	austriaco	ADJ;NOM;MASC;SG	ADJ;FEM;SG
μυστικό	secret	μυστικός	secret	N;NOM;NEUT;SG	N
μυστικό	secreto	μυστικός	secreto	N;NOM;NEUT;SG	N;MASC;SG
εγκαινιάστηκε	inauguró	εγκαινιάζω	inaugurar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
στέφανο	stefano	στέφανο	stefano	N;ACC;MASC;SG	N;MASC;SG
άλγεβρα	álgebra	άλγεβρα	álgebra	N;NOM;FEM;SG	N;FEM;SG
κηδεία	funeraria	κηδεία	funerario	N;ACC;FEM;SG	N;FEM;SG
κηδεία	funeral	κηδεία	funeral	N;ACC;FEM;SG	N;MASC;SG
κηδεία	entierro	κηδεία	entierro	N;ACC;FEM;SG	N;MASC;SG
παραλίες	playas	παραλία	playa	N;NOM;FEM;PL	N;FEM;PL
συνεργάζεται	coopera	συνεργάζομαι	cooperar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
ασπίδα	shield	ασπίδα	shield	N;NOM;FEM;SG	N
ασπίδα	escudo	ασπίδα	escudo	N;NOM;FEM;SG	N;MASC;SG
βλέποντας	mirando	βλέπω	mirar	V;IPFV;V.CVB;ACT	V;V.MSDR
βλέποντας	viendo	βλέπω	ver	V;IPFV;V.CVB;ACT	V;V.MSDR
βλέποντας	observando	βλέπω	observar	V;IPFV;V.CVB;ACT	V;V.MSDR
εξάπλωση	propagación	εξάπλωση	propagación	N;ACC;FEM;SG	N;FEM;SG
βουργουνδίας	borgoña	βουργουνδία	borgoña	N;GEN;FEM;SG	N;FEM;SG
εαμ	scm	εαμ	scm	N	N;SG
οριστική	definitiva	οριστικός	definitivo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
οριστική	definitivo	οριστικός	definitivo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
παντού	dondequiera	παντού	dondequir	ADV	ADV
διοικητές	gobernadores	διοικητής	gobernador	N;NOM;MASC;PL	N;MASC;PL
διοικητές	comandantes	διοικητής	comandante	N;NOM;MASC;PL	N;PL
καταλαμβάνουν	ocupar	καταλαμβάνω	ocupar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
δεκέμβριος	diciembre	δεκέμβριος	diciembre	N;NOM;MASC;SG	N
επιβολή	imposición	επιβολή	imposición	N;NOM;FEM;SG	N;FEM;SG
ακτίνες	vigas	ακτίνα	viga	N;NOM;FEM;PL	N;FEM;PL
ακτίνες	rayos	ακτίνα	rayo	N;NOM;FEM;PL	N;MASC;PL
συνεχόμενες	consecutivas	συνεχόμενος	consecutivo	ADJ;NOM;FEM;PL	ADJ;FEM;PL
συνεχόμενες	consecutivos	συνεχόμενος	consecutivo	ADJ;NOM;FEM;PL	ADJ;MASC;PL
αξιοσημείωτο	notable	αξιοσημείωτος	notable	ADJ;NOM;NEUT;SG	ADJ;SG
αξιοσημείωτο	notable	αξιοσημείωτος	notable	ADJ;NOM;NEUT;SG	ADJ;SG
αξιοσημείωτο	notable	αξιοσημείωτος	notable	ADJ;NOM;NEUT;SG	ADJ;SG
οστά	bones	οστά	bone	N;NOM;NEUT;PL	N
οστά	huesos	οστά	hueso	N;NOM;NEUT;PL	N;MASC;PL
οστά	bone	οστά	bone	N;NOM;NEUT;PL	N
οστά	huesos	οστά	hueso	N;NOM;NEUT;PL	N;MASC;PL
ιδρυτή	fundador	ιδρυτός	fundador	N;VOC;MASC;SG	N;MASC;SG
σαλόνι	lounge	σαλόνι	lounge	N;NOM;NEUT;SG	N;MASC;SG
σαλόνι	salón	σαλόνι	salón	N;NOM;NEUT;SG	N;MASC;SG
σαλόνι	salon	σαλόνι	salon	N;NOM;NEUT;SG	N;MASC;SG
σαλόνι	salón	σαλόνι	salón	N;NOM;NEUT;SG	N;MASC;SG
ιδιωτικό	privado	ιδιωτικός	privado	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
ιδιωτικό	privada	ιδιωτικός	privado	ADJ;NOM;NEUT;SG	ADJ;FEM;SG;V.PTCP
μάλτας	maltés	μάλτα	maltés	N;GEN;FEM;SG	N;MASC;SG
βαρύτητα	gravedad	βαρύτητα	gravedad	N;ACC;FEM;SG	N;FEM;SG
γιατροί	doctores	γιατρός	doctor	N;NOM;MASC;PL	N;MASC;PL
γιατροί	medicos	γιατρός	medico	N;NOM;MASC;PL	N;MASC;PL
γιατροί	médicos	γιατρός	médico	N;NOM;MASC;PL	N;MASC;PL
ατύχημα	accidente	ατύχημα	accidente	N;NOM;NEUT;SG	N;MASC;SG
σχεδιαστής	diseñadora	σχεδιαστής	diseñador	N;NOM;MASC;SG	N;FEM;SG
σχεδιαστής	diseñador	σχεδιαστής	diseñador	N;NOM;MASC;SG	N;MASC;SG
νατο	nato	νατος	nato	N	N;MASC;SG
νατο	otan	νατος	otar	N	N;FEM;SG
χήρα	viudo	χήρα	viudo	N;NOM;FEM;SG	N;MASC;SG
χήρα	viuda	χήρα	viuda	N;NOM;FEM;SG	N;FEM;SG
χήρα	viuda	χήρα	viuda	N;NOM;FEM;SG	N;FEM;SG
χορό	baile	χορό	baile	N;ACC;MASC;SG	N;MASC;SG
χορό	danza	χορό	danza	N;ACC;MASC;SG	N;FEM;SG
επιδράσεις	efectos	επίδραση	efecto	N;NOM;FEM;PL	N;MASC;PL
κινητήρας	motor	κινητήρας	motor	N;NOM;MASC;SG	N;MASC;SG
κινητήρας	motor	κινητήρας	motor	N;NOM;MASC;SG	N;MASC;SG
παράγοντα	factor	παράγοντας	factor	N;ACC;MASC;SG	N;MASC;SG
επίθετο	adjetivo	επίθετος	adjetivo	N;NOM;NEUT;SG	N;MASC;SG
επίθετο	apellido	επίθετος	apellido	N;NOM;NEUT;SG	N;MASC;SG
αναγνώστης	reader	αναγνώστης	reader	N;NOM;MASC;SG	N;MASC;SG
αναγνώστης	lector	αναγνώστης	lector	N;NOM;MASC;SG	N;MASC;SG
στέλνει	envía	στέλνω	enviar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
στέλνει	enviando	στέλνω	enviar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
φορέα	operador	φορέας	operador	N;ACC;MASC;SG	N;MASC;SG
φορέα	operadora	φορέας	operadora	N;ACC;MASC;SG	N;FEM;SG
κολλέγιο	college	κολλέγιο	collegar	N;NOM;NEUT;SG	N;MASC;SG
κολλέγιο	colegio	κολλέγιο	colegio	N;NOM;NEUT;SG	N;MASC;SG
κολλέγιο	universidad	κολλέγιο	universidad	N;NOM;NEUT;SG	N;FEM;SG
μουσουλμάνοι	musulmanes	μουσουλμάνος	musulmán	N;NOM;MASC;PL	N;MASC;PL
μουσουλμάνοι	musulmanes	μουσουλμάνος	musulmán	N;NOM;MASC;PL	N;MASC;PL
κήπο	jardín	κήπος	jardín	N;ACC;MASC;SG	N;MASC;SG
κήπο	jardinería	κήπος	jardinería	N;ACC;MASC;SG	N;FEM;SG
κήπο	jardin	κήπος	jardin	N;ACC;MASC;SG	N;MASC;SG
σεξουαλική	sexual	σεξουαλικός	sexual	ADJ;NOM;FEM;SG	ADJ;SG
τελευταίοι	últimos	τελευταίος	último	ADJ;NOM;MASC;PL	ADJ;MASC;PL
ευάγγελος	evangelos	ευάγγελος	evangelo	N;NOM;MASC;SG	N;MASC;SG
κόκκινος	roja	κόκκινος	rojo	ADJ;NOM;MASC;SG	ADJ;FEM;SG
πλανήτης	planet	πλανήτης	planet	N;NOM;MASC;SG	N;SG
πλανήτης	planeta	πλανήτης	planeta	N;NOM;MASC;SG	N;MASC;SG
αντικαταστήσει	sustituir	αντικαθιστώ	sustituir	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
αντικαταστήσει	reemplazar	αντικαθιστώ	reemplazar	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
κινήματα	movimientos	κίνημα	movimiento	N;NOM;NEUT;PL	N;MASC;PL
μυστική	secreta	μυστικός	secreto	ADJ;NOM;FEM;SG	ADJ;FEM;SG
πάπες	papas	πάπης	papas	N;NOM;MASC;PL	N;FEM;PL
πάθος	pasión	πάθος	pasión	N;NOM;NEUT;SG	N;FEM;SG
πάθος	pasion	πάθος	pasion	N;NOM;NEUT;SG	N;FEM;SG
επισκέπτης	visitante	επισκέπτης	visitante	N;NOM;MASC;SG	N;SG
επισκέπτης	huésped	επισκέπτης	huésped	N;NOM;MASC;SG	N;MASC;SG
επισκέπτης	visita	επισκέπτης	visita	N;NOM;MASC;SG	N;FEM;SG
ανεξάρτητος	independiente	ανεξάρτητος	independiente	ADJ;NOM;MASC;SG	ADJ;SG
μερική	parcial	μερικοί	parcial	ADJ;NOM;FEM;SG	ADJ;SG
δόγμα	dogma	δόγμα	dogma	N;NOM;NEUT;SG	N;MASC;SG
δόγμα	doctrina	δόγμα	doctrina	N;NOM;NEUT;SG	N;FEM;SG
ξέσπασμα	brote	ξέσπασμα	brote	N;NOM;NEUT;SG	N;MASC;SG
ξέσπασμα	desmadre	ξέσπασμα	desmadre	N;NOM;NEUT;SG	N;MASC;SG
ξέσπασμα	arrebato	ξέσπασμα	arrebato	N;NOM;NEUT;SG	N;MASC;SG
χρηματοδότηση	financiación	χρηματοδότηση	financiación	N;ACC;FEM;SG	N;FEM;SG
χρηματοδότηση	financiamiento	χρηματοδότηση	financiamiento	N;ACC;FEM;SG	N;MASC;SG
χρηματοδότηση	financiación	χρηματοδότηση	financiación	N;ACC;FEM;SG	N;FEM;SG
χρηματοδότηση	financiamiento	χρηματοδότηση	financiamiento	N;ACC;FEM;SG	N;MASC;SG
χρηματοδότηση	financiación	χρηματοδότηση	financiación	N;ACC;FEM;SG	N;FEM;SG
χρηματοδότηση	financiamiento	χρηματοδότηση	financiamiento	N;ACC;FEM;SG	N;MASC;SG
ρήξη	rotura	ρήξη	rotura	N;NOM;FEM;SG	N;FEM;SG
ρήξη	ruptura	ρήξη	ruptura	N;NOM;FEM;SG	N;FEM;SG
ρήξη	rotura	ρήξη	rotura	N;NOM;FEM;SG	N;FEM;SG
ανθρωπίνων	humanas	ανθρώπινος	humano	ADJ;GEN;NEUT;PL	ADJ;FEM;PL
τραμ	tranvía	τραμ	tranvía	N	N;MASC;SG
τραμ	tranvía	τραμ	tranvía	N	N;MASC;SG
τραμ	tranvías	τραμ	tranvía	N	N;MASC;PL
σύμμαχοι	aliados	σύμμαχος	aliado	N;NOM;MASC;PL	N;MASC;PL
ναούς	templos	ναός	templo	N;ACC;MASC;PL	N;MASC;PL
γήπεδα	estadios	γήπεδα	estadio	N;NOM;NEUT;PL	N;MASC;PL
βαρύ	heavy	βαρύς	heavy	N;NOM;NEUT;SG	N;MASC;SG
οποιοσδήποτε	alguien	οποιοσδήποτε	alguien	PRO;NOM;MASC;SG;3	PRO;SG
οποιοσδήποτε	cualquiera	οποιοσδήποτε	cualquiera	PRO;NOM;MASC;SG;3	PRO;SG
οποιοσδήποτε	cualquiera	οποιοσδήποτε	cualquiera	PRO;NOM;MASC;SG;3	PRO;SG
αποδείξεις	evidencias	απόδειξη	evidencia	N;NOM;FEM;PL	N;FEM;PL
αποδείξεις	pruebas	απόδειξη	prueba	N;NOM;FEM;PL	N;FEM;PL
αποδείξεις	ingresos	απόδειξη	ingreso	N;NOM;FEM;PL	N;MASC;PL
αποδείξεις	recibos	απόδειξη	recibo	N;NOM;FEM;PL	N;MASC;PL
αποδείξεις	pruebas	απόδειξη	prueba	N;NOM;FEM;PL	N;FEM;PL
κλεοπάτρα	cleopatra	κλεοπάτρα	cleopatra	N;NOM;FEM;SG	N;FEM;SG
απαιτούν	exigir	απαιτώ	exigir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
απαιτούν	requerir	απαιτώ	requerir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
απαιτούν	requieren	απαιτώ	requerir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
πλάτη	espalda	πλάτος	espalda	N;NOM;FEM;SG	N;FEM;SG
πλάτη	regreso	πλάτος	regreso	N;NOM;FEM;SG	N;MASC;SG
αναγνωρίζει	reconoce	αναγνωρίζω	reconocer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
αναγνωρίζει	reconoce	αναγνωρίζω	reconocer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
αναγνωρίζει	reconoce	αναγνωρίζω	reconocer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
αυτονομία	autonomía	αυτονομία	autonomía	N;ACC;FEM;SG	N;FEM;SG
έμπορος	comerciante	έμπορος	comerciante	N;NOM;MASC;SG	N;SG
έμπορος	mercante	έμπορος	mercante	N;NOM;MASC;SG	N;SG
έμπορος	mercader	έμπορος	mercader	N;NOM;MASC;SG	N;MASC;SG
έμπορος	comerciante	έμπορος	comerciante	N;NOM;MASC;SG	N;SG
έμπορος	distribuidor	έμπορος	distribuidor	N;NOM;MASC;SG	N;MASC;SG
