van	din	van	din	ADP	ADP;ACC
sebastian	sebastian	sebastian	sebastian	N;MASC+FEM;SG	N;INDF;MASC;SG
aanhangers	suporterii	aanhanger	suporter	N;PL	N;DEF;MASC;PL
aanhangers	suporteri	aanhanger	suporter	N;PL	N;INDF;MASC;PL
medisch	medical	medisch	medical	ADJ	ADJ;INDF;MASC;SG
medisch	medicală	medisch	medical	ADJ	ADJ;INDF;FEM;SG
medisch	medicale	medisch	medical	ADJ	ADJ;INDF;FEM;PL
fins	finlandez	fins	finlandez	ADJ	ADJ;INDF;MASC;SG
fins	finlandeză	fins	finlandez	ADJ	ADJ;INDF;FEM;SG
visser	pescar	visser	pescar	N;MASC+FEM;SG	N;INDF;MASC;SG
visser	pescarul	visser	pescar	N;MASC+FEM;SG	N;DEF;MASC;SG
kat	kat	kat	kat	N;MASC+FEM;SG	N;INDF;MASC;SG
kat	pisica	kat	pisică	N;MASC+FEM;SG	N;DEF;FEM;SG
kat	pisică	kat	pisică	N;MASC+FEM;SG	N;INDF;FEM;SG
perfect	perfecte	perfect	perfect	ADJ	ADJ;INDF;FEM;PL
perfect	perfectă	perfect	perfect	ADJ	ADJ;INDF;FEM;SG
grootvader	bunic	grootvader	bunic	N;MASC+FEM;SG	N;INDF;MASC;SG
grootvader	bunicul	grootvader	bunic	N;MASC+FEM;SG	N;DEF;MASC;SG
grootvader	bunic	grootvader	bunic	N;MASC+FEM;SG	N;INDF;MASC;SG
grootvader	bunicul	grootvader	bunic	N;MASC+FEM;SG	N;DEF;MASC;SG
primaire	primare	primair	primar	ADJ	ADJ;INDF;FEM;PL
primaire	primară	primair	primar	ADJ	ADJ;INDF;FEM;SG
evolutie	evolutia	evolutie	evolutie	N;MASC+FEM;SG	N;DEF;FEM;SG
evolutie	evoluție	evolutie	evoluție	N;MASC+FEM;SG	N;INDF;FEM;SG
evolutie	evoluția	evolutie	evoluție	N;MASC+FEM;SG	N;DEF;FEM;SG
evolutie	evoluţia	evolutie	evolugie	N;MASC+FEM;SG	N;DEF;FEM;SG
mix	amestec	mix	amestec	N;MASC+FEM;SG	N;INDF;MASC;SG
mix	mix	mix	mix	N;MASC+FEM;SG	N;INDF;MASC;SG
gevierd	sarbatorit	vieren	sarbatori	V;V.PTCP	V;MASC;SG;V.PTCP
voorwerp	obiect	voorwerp	obiect	N;NEUT;SG	N;INDF;MASC;SG
voorwerp	obiectul	voorwerp	obiect	N;NEUT;SG	N;DEF;MASC;SG
captain	căpitan	captain	căpitan	N;MASC+FEM;SG	N;INDF;MASC;SG
vleugel	aripă	vleugel	aripă	N;MASC+FEM;SG	N;INDF;FEM;SG
vleugel	aripa	vleugel	aripă	N;MASC+FEM;SG	N;DEF;FEM;SG
privé	privat	privé	privat	ADJ	ADJ;INDF;MASC;SG
privé	privată	privé	privat	ADJ	ADJ;INDF;FEM;SG
privé	privat	privé	privat	ADJ	ADJ;INDF;MASC;SG
privé	private	privé	privat	ADJ	ADJ;INDF;FEM;PL
eruit	afara	eruit	afara	ADV	ADV
eruit	afară	eruit	afară	ADV	ADV
belangen	interesele	belang	interes	N;PL	N;DEF;FEM;PL
belangen	interese	belang	interes	N;PL	N;INDF;FEM;PL
koper	cumpărător	koper	cumpărător	N;MASC+FEM;SG	N;INDF;MASC;SG
koper	cumpărătorul	koper	cumpărător	N;MASC+FEM;SG	N;DEF;MASC;SG
koper	cupru	koper	cupru	N;MASC+FEM;SG	N;INDF;MASC;SG
verdienen	câștigă	verdienen	câștiga	V;NFIN	V;IND;SG;3;PST;FIN
fonds	fondul	fonds	fond	N;NEUT;SG	N;DEF;MASC;SG
fonds	fond	fonds	fond	N;NEUT;SG	N;INDF;MASC;SG
infobox	infobox	infobox	infobox	N;MASC+FEM;SG	N;INDF;MASC;SG
afghanistan	afganistan	afghanistan	afganistan	N;NEUT;SG	N;INDF;MASC;SG
afghanistan	afghanistan	afghanistan	afghanistan	N;NEUT;SG	N;INDF;MASC;SG
afghanistan	afganistanul	afghanistan	afganistan	N;NEUT;SG	N;DEF;MASC;SG
geluk	fericirea	geluk	fericire	N;NEUT;SG	N;DEF;FEM;SG
geluk	fericire	geluk	fericire	N;NEUT;SG	N;INDF;FEM;SG
geluk	norocul	geluk	noroc	N;NEUT;SG	N;DEF;MASC;SG
gevel	faţada	gevel	fagadă	N;MASC+FEM;SG	N;DEF;FEM;SG
gevel	fatada	gevel	fatadă	N;MASC+FEM;SG	N;DEF;FEM;SG
gevel	faţadă	gevel	faţadă	N;MASC+FEM;SG	N;INDF;FEM;SG
kaap	cape	kaap	cape	N;MASC+FEM;SG	N;INDF;MASC;SG
kaap	pelerina	kaap	pelerină	N;MASC+FEM;SG	N;DEF;FEM;SG
kaap	pelerină	kaap	pelerină	N;MASC+FEM;SG	N;INDF;FEM;SG
stil	tăcut	stil	tăcut	ADJ	ADJ;INDF;MASC;SG
openen	deschide	openen	deschide	V;NFIN	V;IND;SG;3;PRS;FIN
openen	deschid	openen	deschide	V;NFIN	V;IND;PL;3;PRS;FIN
imdb	imdb	imdb	imdb	N;MASC+FEM;SG	N;INDF;MASC;SG
verteld	spus	vertellen	spune	V;V.PTCP	V;MASC;SG;V.PTCP
zoons	fiii	zoon	fiu	N;PL	N;DEF;MASC;PL
onderzoekers	cercetătorii	onderzoeker	cercetător	N;PL	N;DEF;MASC;PL
onderzoekers	cercetatori	onderzoeker	cercetator	N;PL	N;INDF;MASC;PL
onderzoekers	cercetătorilor	onderzoeker	cercetător	N;PL	N;DEF;MASC;PL
onderzoekers	cercetători	onderzoeker	cercetător	N;PL	N;INDF;MASC;PL
onderzoekers	anchetatorii	onderzoeker	anchetatoriu	N;PL	N;DEF;MASC;PL
onderzoekers	investigatorii	onderzoeker	investigatoriu	N;PL	N;DEF;MASC;PL
onderzoekers	anchetatori	onderzoeker	anchetator	N;PL	N;INDF;MASC;PL
haan	scula	haan	scula	N;MASC+FEM;SG	N;DEF;FEM;SG
haan	cocos	haan	cocos	N;MASC+FEM;SG	N;INDF;MASC;SG
haan	rooster	haan	rooster	N;MASC+FEM;SG	N;INDF;MASC;SG
portretten	portretele	portret	portret	N;PL	N;DEF;FEM;PL
portretten	portrete	portret	portret	N;PL	N;INDF;FEM;PL
toepassingen	aplicații	toepassing	aplicație	N;PL	N;INDF;FEM;PL
toepassingen	cereri	toepassing	cerere	N;PL	N;INDF;FEM;PL
toepassingen	aplicatii	toepassing	aplicat	N;PL	N;INDF;FEM;PL
toepassingen	aplicații	toepassing	aplicație	N;PL	N;INDF;FEM;PL
cover	coperta	cover	copertă	N;MASC+FEM;SG	N;DEF;FEM;SG
cover	copertă	cover	copertă	N;MASC+FEM;SG	N;INDF;FEM;SG
cover	cover	cover	cover	N;MASC+FEM;SG	N;INDF;MASC;SG
cover	acoperire	cover	acoperire	N;MASC+FEM;SG	N;INDF;FEM;SG
banken	bancile	bank	bancă	N;PL	N;DEF;FEM;PL
banken	banci	bank	bancă	N;PL	N;INDF;FEM;PL
banken	bănci	bank	bancă	N;PL	N;INDF;FEM;PL
banken	băncile	bank	bancă	N;PL	N;DEF;FEM;PL
ramp	calamitate	ramp	calamitate	N;MASC+FEM;SG	N;INDF;FEM;SG
ramp	dezastrul	ramp	dezastru	N;MASC+FEM;SG	N;DEF;MASC;SG
ramp	dezastru	ramp	dezastru	N;MASC+FEM;SG	N;INDF;MASC;SG
ramp	catastrofa	ramp	catastrofa	N;MASC+FEM;SG	N;DEF;FEM;SG
ramp	catastrofă	ramp	catastrofă	N;MASC+FEM;SG	N;INDF;FEM;SG
najaar	toamna	najaar	toamnă	N;NEUT;SG	N;DEF;FEM;SG
najaar	toamnă	najaar	toamnă	N;NEUT;SG	N;INDF;FEM;SG
evenementen	evenimentele	evenement	eveniment	N;PL	N;DEF;FEM;PL
evenementen	evenimente	evenement	eveniment	N;PL	N;INDF;FEM;PL
parallel	paralelă	parallel	paralelă	ADJ	ADJ;INDF;FEM;SG
parallel	paralele	parallel	paralel	ADJ	ADJ;INDF;FEM;PL
percussie	percuție	percussie	percuție	N;MASC+FEM;SG	N;INDF;FEM;SG
schieten	trage	schieten	trage	V;NFIN	V;IND;SG;3;PRS;FIN
moslims	musulmanii	moslims	musulman	N;PL	N;DEF;MASC;PL
moslims	musulmanilor	moslims	musulman	N;PL	N;DEF;MASC;PL
zeller	zeller	zel	zeller	N;MASC+FEM;SG	N;INDF;MASC;SG
gestorven	murit	sterven	muri	V;V.PTCP	V;MASC;SG;V.PTCP
inkomsten	veniturile	inkomsten	venit	N;PL	N;DEF;FEM;PL
inkomsten	venituri	inkomsten	venit	N;PL	N;INDF;FEM;PL
inkomsten	venituri	inkomsten	venit	N;PL	N;INDF;FEM;PL
inkomsten	veniturile	inkomsten	venit	N;PL	N;DEF;FEM;PL
koloniale	coloniale	koloniaal	colonial	ADJ	ADJ;INDF;FEM;PL
koloniale	colonială	koloniaal	colonial	ADJ	ADJ;INDF;FEM;SG
minor	minora	minor	minoră	N;MASC+FEM;SG	N;DEF;FEM;SG
moon	lună	moon	lună	N;MASC+FEM;SG	N;INDF;FEM;SG
moon	luna	moon	lună	N;MASC+FEM;SG	N;DEF;FEM;SG
moon	moon	moon	moon	N;MASC+FEM;SG	N;INDF;MASC;SG
formaat	dimensiune	formaat	dimensiune	N;NEUT;SG	N;INDF;FEM;SG
formaat	marime	formaat	marim	N;NEUT;SG	N;INDF;FEM;SG
formaat	dimensiunea	formaat	dimensiune	N;NEUT;SG	N;DEF;FEM;SG
formaat	mărimea	formaat	mărime	N;NEUT;SG	N;DEF;FEM;SG
formaat	mărime	formaat	mărime	N;NEUT;SG	N;INDF;FEM;SG
formaat	formatul	formaat	format	N;NEUT;SG	N;DEF;MASC;SG
formaat	format	formaat	format	N;NEUT;SG	N;INDF;MASC;SG
sara	sara	sara	sară	N;MASC+FEM;SG	N;DEF;FEM;SG
schema	program	schema	program	N;NEUT;SG	N;INDF;MASC;SG
schema	programul	schema	program	N;NEUT;SG	N;DEF;MASC;SG
trams	tramvaie	tram	tramvai	N;PL	N;INDF;FEM;PL
mode	moda	mode	moda	N;MASC+FEM;SG	N;DEF;FEM;SG
mode	modei	mode	modă	N;MASC+FEM;SG	N;DEF;FEM;SG
mode	modă	mode	modă	N;MASC+FEM;SG	N;INDF;FEM;SG
mode	fashion	mode	fashion	N;MASC+FEM;SG	N;INDF;MASC;SG
mode	regim	mode	regim	N;MASC+FEM;SG	N;INDF;MASC;SG
mode	modul	mode	mod	N;MASC+FEM;SG	N;DEF;MASC;SG
mode	mode	mode	mode	N;MASC+FEM;SG	N;INDF;MASC;SG
mode	mod	mode	mod	N;MASC+FEM;SG	N;INDF;MASC;SG
byzantijnse	bizantin	byzantijns	bizantin	ADJ	ADJ;INDF;MASC;SG
autoriteiten	autorități	autoriteit	autoritate	N;PL	N;INDF;FEM;PL
autoriteiten	autoritățile	autoriteit	autoritate	N;PL	N;DEF;FEM;PL
autoriteiten	autoritatile	autoriteit	autoritate	N;PL	N;DEF;FEM;PL
redacteur	editorul	redacteur	editor	N;MASC+FEM;SG	N;DEF;MASC;SG
redacteur	redactor	redacteur	redactor	N;MASC+FEM;SG	N;INDF;MASC;SG
redacteur	editor	redacteur	editor	N;MASC+FEM;SG	N;INDF;MASC;SG
spanjaarden	spaniolii	spanjaard	spaniol	N;PL	N;DEF;MASC;PL
warschau	varşovia	warschau	varcovie	N;NEUT;SG	N;DEF;FEM;SG
vitesse	vitesse	vitesse	vitess	N;NEUT;SG	N;INDF;MASC;SG
aantallen	numerele	aantal	număr	N;PL	N;DEF;FEM;PL
aantallen	numere	aantal	număr	N;PL	N;INDF;FEM;PL
aangeven	indicați	aangeven	indica	V;NFIN	V;IND;PL;2;IPFV;FIN
aangeven	indică	aangeven	indica	V;NFIN	V;IND;SG;3;PST;FIN
organist	organist	organist	organist	N;MASC+FEM;SG	N;INDF;MASC;SG
diepe	adâncă	diep	adânc	ADJ	ADJ;INDF;FEM;SG
verdieping	aprofundarea	verdieping	aprofundare	N;MASC+FEM;SG	N;DEF;FEM;SG
verdieping	etajul	verdieping	etaj	N;MASC+FEM;SG	N;DEF;MASC;SG
verdieping	etaj	verdieping	etaj	N;MASC+FEM;SG	N;INDF;MASC;SG
verdieping	podea	verdieping	podea	N;MASC+FEM;SG	N;INDF;FEM;SG
anoniem	anonimă	anoniem	anonim	ADJ	ADJ;INDF;FEM;SG
aanbod	oferta	aanbod	ofertă	N;NEUT;SG	N;DEF;FEM;SG
aanbod	ofertă	aanbod	ofertă	N;NEUT;SG	N;INDF;FEM;SG
gymnasium	gimnaziu	gymnasium	gimnaziu	N;NEUT;SG	N;INDF;MASC;SG
pastoor	pastorul	pastoor	pastor	N;MASC+FEM;SG	N;DEF;MASC;SG
pastoor	pastor	pastoor	pastor	N;MASC+FEM;SG	N;INDF;MASC;SG
nul	zero	nul	zero	NUM	NUM;PL
bundel	pachet	bundel	pachet	N;MASC+FEM;SG	N;INDF;MASC;SG
baai	cove	baai	cove	N;MASC+FEM;SG	N;INDF;MASC;SG
baai	golful	baai	golf	N;MASC+FEM;SG	N;DEF;MASC;SG
uniek	unicat	uniek	unica	ADJ	ADJ;INDF;MASC;SG
uniek	unic	uniek	unic	ADJ	ADJ;INDF;MASC;SG
uniek	unice	uniek	unic	ADJ	ADJ;INDF;FEM;PL
uniek	unici	uniek	unică	ADJ	ADJ;INDF;MASC;PL
uniek	unică	uniek	unic	ADJ	ADJ;INDF;FEM;SG
tijdperk	epoca	tijdperk	epocă	N;NEUT;SG	N;DEF;FEM;SG
vertalen	traduce	vertalen	traduce	V;NFIN	V;IND;SG;3;PRS;FIN
politici	politicienii	politicus	politician	N;PL	N;DEF;MASC;PL
politici	politicienilor	politicus	politiciene	N;PL	N;DEF;MASC;PL
politici	politicieni	politicus	politician	N;PL	N;INDF;MASC;PL
vrijwilligers	voluntari	vrijwilliger	voluntar	N;PL	N;INDF;MASC;PL
vrijwilligers	voluntarii	vrijwilliger	voluntar	N;PL	N;DEF;MASC;PL
linda	linda	linda	lindă	N;MASC+FEM;SG	N;DEF;FEM;SG
geallieerden	aliații	geallieerde	aliație	N;PL	N;DEF;MASC;PL
geallieerden	aliați	geallieerde	aliat	N;PL	N;INDF;MASC;PL
belge	belge	belge	belge	N;MASC+FEM;SG	N;INDF;MASC;SG
toerisme	turism	toerisme	turism	N;NEUT;SG	N;INDF;MASC;SG
toerisme	turismul	toerisme	turism	N;NEUT;SG	N;DEF;MASC;SG
hills	dealurile	hill	deal	N;PL	N;DEF;FEM;PL
hills	coline	hill	colină	N;PL	N;INDF;FEM;PL
hills	dealuri	hill	deal	N;PL	N;INDF;FEM;PL
vruchten	fructe	vrucht	fruct	N;PL	N;INDF;FEM;PL
vruchten	fructele	vrucht	fruct	N;PL	N;DEF;FEM;PL
vruchten	fructe	vrucht	fruct	N;PL	N;INDF;FEM;PL
vruchten	fructele	vrucht	fruct	N;PL	N;DEF;FEM;PL
dik	groase	dik	gros	ADJ	ADJ;INDF;FEM;PL
dik	gros	dik	gros	ADJ	ADJ;INDF;MASC;SG
dik	groasă	dik	gros	ADJ	ADJ;INDF;FEM;SG
dik	grasă	dik	gras	ADJ	ADJ;INDF;FEM;SG
lezers	cititori	lezer	cititor	N;PL	N;INDF;MASC;PL
lezers	cititorii	lezer	cititor	N;PL	N;DEF;MASC;PL
zout	salt	zout	salt	N;NEUT;SG	N;INDF;MASC;SG
zout	sarea	zout	sare	N;NEUT;SG	N;DEF;FEM;SG
zout	sare	zout	sare	N;NEUT;SG	N;INDF;FEM;SG
uiteindelijke	eventuala	uiteindelijk	eventual	ADJ	ADJ;DEF;FEM;SG
servisch	sârb	servisch	sârb	ADJ	ADJ;INDF;MASC;SG
servisch	sârb	servisch	sârb	ADJ	ADJ;INDF;MASC;SG
cooper	cooper	cooper	cooper	N;MASC+FEM;SG	N;INDF;MASC;SG
boeddhisme	budismul	boeddhisme	budism	N;NEUT;SG	N;DEF;MASC;SG
hope	speranta	hope	sperant	N;MASC+FEM;SG	N;DEF;FEM;SG
hope	speranța	hope	speranță	N;MASC+FEM;SG	N;DEF;FEM;SG
hope	speranță	hope	speranță	N;MASC+FEM;SG	N;INDF;FEM;SG
son	fiul	son	fiu	N;MASC+FEM;SG	N;DEF;MASC;SG
son	fiu	son	fiu	N;MASC+FEM;SG	N;INDF;MASC;SG
tag	eticheta	tag	etichetă	N;SG	N;DEF;FEM;SG
tag	etichetă	tag	etichetă	N;SG	N;INDF;FEM;SG
tag	marcaj	tag	marcaj	N;SG	N;INDF;MASC;SG
rosa	rosa	rosa	rosa	N;MASC+FEM;SG	N;DEF;FEM;SG
wetgeving	legislația	wetgeving	legislație	N;MASC+FEM;SG	N;DEF;FEM;SG
wetgeving	legislație	wetgeving	legislație	N;MASC+FEM;SG	N;INDF;FEM;SG
venus	venus	venus	venu	N;MASC+FEM;SG	N;INDF;MASC;SG
vergelijken	compară	vergelijken	compara	V;NFIN	V;IND;SG;3;PST;FIN
vergelijken	compara	vergelijken	compara	V;NFIN	V;IND;SG;3;IPFV;FIN
vergelijken	comparând	vergelijken	compara	V;NFIN	V;V.MSDR
democratie	democrație	democratie	democrație	N;MASC+FEM;SG	N;INDF;FEM;SG
democratie	democratie	democratie	democratie	N;MASC+FEM;SG	N;INDF;FEM;SG
democratie	democrația	democratie	democrație	N;MASC+FEM;SG	N;DEF;FEM;SG
legers	armatele	leger	armat	N;PL	N;DEF;FEM;PL
bundesliga	bundesliga	bundesliga	bundesligă	N;MASC+FEM;SG	N;DEF;FEM;SG
hoofdkwartier	sediu	hoofdkwartier	sediu	N;NEUT;SG	N;INDF;MASC;SG
verliest	pierde	verliezen	pierde	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
marseille	marseille	marseille	marseillă	N;MASC+FEM;SG	N;DEF;FEM;SG
mol	mol	mol	mol	N;MASC+FEM;SG	N;INDF;MASC;SG
misbruik	abuz	misbruik	abuz	N;NEUT;SG	N;INDF;MASC;SG
misbruik	abuzul	misbruik	abuz	N;NEUT;SG	N;DEF;MASC;SG
doek	cârpă	doek	cârpă	N;NEUT;SG	N;INDF;FEM;SG
doek	pânză	doek	pânză	N;NEUT;SG	N;INDF;FEM;SG
doek	panza	doek	panză	N;NEUT;SG	N;DEF;FEM;SG
box	căsuța	box	căsuță	N;MASC+FEM;SG	N;DEF;FEM;SG
box	cutie	box	cutie	N;MASC+FEM;SG	N;INDF;FEM;SG
box	cutia	box	cutie	N;MASC+FEM;SG	N;DEF;FEM;SG
proefschrift	teză	proefschrift	teză	N;NEUT;SG	N;INDF;FEM;SG
proefschrift	teza	proefschrift	teză	N;NEUT;SG	N;DEF;FEM;SG
jurist	jurist	jurist	jurist	N;MASC+FEM;SG	N;INDF;MASC;SG
jurist	avocat	jurist	avocat	N;MASC+FEM;SG	N;INDF;MASC;SG
jurist	avocatul	jurist	avocat	N;MASC+FEM;SG	N;DEF;MASC;SG
neutrale	neutru	neutraal	neutru	ADJ	ADJ;INDF;MASC;SG
neutrale	neutre	neutraal	neutru	ADJ	ADJ;INDF;FEM;PL
neutrale	neutră	neutraal	neutră	ADJ	ADJ;INDF;FEM;SG
slang	furtun	slang	furtun	N;MASC+FEM;SG	N;INDF;MASC;SG
slang	furtunul	slang	furtun	N;MASC+FEM;SG	N;DEF;MASC;SG
slang	sarpele	slang	sarpea	N;MASC+FEM;SG	N;DEF;MASC;SG
slang	sarpe	slang	sarpe	N;MASC+FEM;SG	N;INDF;MASC;SG
slang	șarpe	slang	șarpe	N;MASC+FEM;SG	N;INDF;MASC;SG
slang	snake	slang	snak	N;MASC+FEM;SG	N;INDF;MASC;SG
slang	sarpe	slang	sarpe	N;MASC+FEM;SG	N;INDF;MASC;SG
slang	șarpe	slang	șarpe	N;MASC+FEM;SG	N;INDF;MASC;SG
doelen	obiectivele	doel	obiectiv	N;PL	N;DEF;FEM;PL
doelen	goluri	doel	gol	N;PL	N;INDF;FEM;PL
doelen	obiective	doel	obiectiv	N;PL	N;INDF;FEM;PL
doelen	obiective	doel	obiectiv	N;PL	N;INDF;FEM;PL
atlas	atlas	atlas	atlas	N;MASC+FEM;SG	N;INDF;MASC;SG
uci	uci	uci	uci	N;MASC+FEM;SG	N;INDF;MASC
ziek	bolnav	ziek	bolnav	ADJ	ADJ;INDF;MASC;SG
ziek	bolnava	ziek	bolnavă	ADJ	ADJ;DEF;FEM;SG
ziek	bolnavă	ziek	bolnav	ADJ	ADJ;INDF;FEM;SG
uitgaven	cheltuielile	uitgave	cheltuială	N;PL	N;DEF;FEM;PL
uitgaven	cheltuieli	uitgave	cheltuială	N;PL	N;INDF;FEM;PL
uitgaven	cheltuielile	uitgave	cheltuială	N;PL	N;DEF;FEM;PL
uitgaven	cheltuieli	uitgave	cheltuială	N;PL	N;INDF;FEM;PL
christelijk	creștin	christelijk	creștin	ADJ	ADJ;INDF;MASC;SG
christelijk	creștină	christelijk	creștină	ADJ	ADJ;INDF;FEM;SG
overname	preluare	overname	preluare	N;MASC+FEM;SG	N;INDF;FEM;SG
overname	preluarea	overname	preluare	N;MASC+FEM;SG	N;DEF;FEM;SG
overname	achiziția	overname	achiziție	N;MASC+FEM;SG	N;DEF;FEM;SG
overname	achiziție	overname	achiziție	N;MASC+FEM;SG	N;INDF;FEM;SG
verklaart	declară	verklaren	declara	V;SG;PRS;FIN	V;IND;3;PRS;FIN
beroemd	celebră	beroemd	celebră	ADJ	ADJ;INDF;FEM;SG
beroemd	faimoasă	beroemd	faimos	ADJ	ADJ;INDF;FEM;SG
beroemd	faimos	beroemd	faimos	ADJ	ADJ;INDF;MASC;SG
beroemd	celebru	beroemd	celebru	ADJ	ADJ;INDF;MASC;SG
tekening	desenul	tekening	desen	N;MASC+FEM;SG	N;DEF;MASC;SG
tekening	desen	tekening	desen	N;MASC+FEM;SG	N;INDF;MASC;SG
vestiging	stabilirea	vestiging	stabilire	N;MASC+FEM;SG	N;DEF;FEM;SG
vestiging	stabilire	vestiging	stabilire	N;MASC+FEM;SG	N;INDF;FEM;SG
respect	respectul	respect	respect	N;NEUT;SG	N;DEF;MASC;SG
respect	respect	respect	respect	N;NEUT;SG	N;INDF;MASC;SG
afc	afc	afc	afc	N;MASC+FEM;SG	N
meneer	domnule	meneer	domn	N;MASC+FEM;SG	N;VOC;DEF;MASC;SG
bewegingen	mișcări	beweging	mișcare	N;PL	N;INDF;FEM;PL
bewegingen	miscari	beweging	miscar	N;PL	N;INDF;FEM;PL
nintendo	nintendo	nintendo	nintendo	N;MASC+FEM;SG	N;INDF;MASC;SG
staal	steel	staal	steel	N;NEUT;SG	N;INDF;MASC;SG
staal	otel	staal	otel	N;NEUT;SG	N;INDF;MASC;SG
staal	oțel	staal	oțel	N;NEUT;SG	N;INDF;MASC;SG
jaagt	vânează	jagen	vâna	V;SG;PRS;FIN	V;IND;3;PRS;FIN
complexe	complexe	complex	complex	ADJ	ADJ;INDF;FEM;PL
complexe	complex	complex	complex	ADJ	ADJ;INDF;MASC;SG
complexe	complexă	complex	complex	ADJ	ADJ;INDF;FEM;SG
bezwaren	obiecții	bezwaar	obiecție	N;PL	N;INDF;FEM;PL
charleroi	charleroi	charleroi	charleroi	N;MASC+FEM;SG	N;INDF;MASC;SG
meren	lacurile	meer	lac	N;PL	N;DEF;FEM;PL
meren	lacuri	meer	lac	N;PL	N;INDF;FEM;PL
horden	hoardele	horde	hoardă	N;PL	N;DEF;FEM;PL
aanpassingen	ajustări	aanpassing	ajustare	N;PL	N;INDF;FEM;PL
aanpassingen	adaptări	aanpassing	adaptare	N;PL	N;INDF;FEM;PL
aanpassingen	adaptările	aanpassing	adaptare	N;PL	N;DEF;FEM;PL
kok	bucătar	kok	bucătar	N;MASC+FEM;SG	N;INDF;MASC;SG
kok	chef	kok	chef	N;MASC+FEM;SG	N;INDF;MASC;SG
kok	bucătar	kok	bucătar	N;MASC+FEM;SG	N;INDF;MASC;SG
julien	julien	julien	julien	N;MASC+FEM;SG	N;INDF;MASC;SG
iers	irlandezi	iers	irlandez	ADJ	ADJ;INDF;MASC;PL
iers	irlandez	iers	irlandez	ADJ	ADJ;INDF;MASC;SG
iers	irlandeză	iers	irlandez	ADJ	ADJ;INDF;FEM;SG
brigade	brigadă	brigade	brigadă	N;MASC+FEM;SG	N;INDF;FEM;SG
brigade	brigada	brigade	brigadă	N;MASC+FEM;SG	N;DEF;FEM;SG
leed	suferind	lijden	suferi	V;SG;PST;FIN	V;V.MSDR
leed	suferit	lijden	suferi	V;SG;PST;FIN	V;MASC;SG;V.PTCP
gast	gagiu	gast	gagiu	N;MASC+FEM;SG	N;INDF;MASC;SG
gast	musafir	gast	musafir	N;MASC+FEM;SG	N;INDF;MASC;SG
gast	oaspete	gast	oaspete	N;MASC+FEM;SG	N;INDF;MASC;SG
gehoord	auzit	horen	auzi	V;V.PTCP	V;MASC;SG;V.PTCP
neus	nasul	neus	nas	N;MASC+FEM;SG	N;DEF;MASC;SG
neus	nas	neus	nas	N;MASC+FEM;SG	N;INDF;MASC;SG
inheemse	nativă	inheems	nativă	ADJ	ADJ;INDF;FEM;SG
inheemse	native	inheems	nativ	ADJ	ADJ;INDF;FEM;PL
inheemse	indigene	inheems	indigen	ADJ	ADJ;INDF;FEM;PL
seksuele	sexuale	seksueel	sexual	ADJ	ADJ;INDF;FEM;PL
seksuele	sexuală	seksueel	sexual	ADJ	ADJ;INDF;FEM;SG
seksuele	sexual	seksueel	sexual	ADJ	ADJ;INDF;MASC;SG
plaatjes	imagini	plaat	imagine	N;PL	N;INDF;FEM;PL
plaatjes	poze	plaat	poză	N;PL	N;INDF;FEM;PL
scherm	ecran	scherm	ecran	N;NEUT;SG	N;INDF;MASC;SG
scherm	ecranul	scherm	ecran	N;NEUT;SG	N;DEF;MASC;SG
extreem	extremă	extreem	extrem	ADJ	ADJ;INDF;FEM;SG
bassist	basistul	bassist	basist	N;MASC+FEM;SG	N;DEF;MASC;SG
apparaat	dispozitivul	apparaat	dispozitiv	N;NEUT;SG	N;DEF;MASC;SG
apparaat	dispozitiv	apparaat	dispozitiv	N;NEUT;SG	N;INDF;MASC;SG
apparaat	aparat	apparaat	aparat	N;NEUT;SG	N;INDF;MASC;SG
menselijk	umane	menselijk	uman	ADJ	ADJ;INDF;FEM;PL
menselijk	umană	menselijk	uman	ADJ	ADJ;INDF;FEM;SG
menselijk	uman	menselijk	uman	ADJ	ADJ;INDF;MASC;SG
politica	politician	politica	politician	N;MASC+FEM;SG	N;INDF;MASC;SG
zwaard	lamă	zwaard	lamă	N;NEUT;SG	N;INDF;FEM;SG
zwaard	blade	zwaard	blad	N;NEUT;SG	N;INDF;MASC;SG
zwaard	lama	zwaard	lamă	N;NEUT;SG	N;DEF;FEM;SG
zwaard	spadă	zwaard	spadă	N;NEUT;SG	N;INDF;FEM;SG
zwaard	sabia	zwaard	sabia	N;NEUT;SG	N;DEF;FEM;SG
zwaard	sabie	zwaard	sabie	N;NEUT;SG	N;INDF;FEM;SG
noten	note	noten	notă	N;PL	N;INDF;FEM;PL
noten	nuci	noten	nuci	N;PL	N;INDF;FEM;PL
noten	nucile	noten	nucă	N;PL	N;DEF;FEM;PL
kopie	copia	kopie	copie	N;MASC+FEM;SG	N;DEF;FEM;SG
kopie	copiere	kopie	copiere	N;MASC+FEM;SG	N;INDF;FEM;SG
kopie	copie	kopie	copie	N;MASC+FEM;SG	N;INDF;FEM;SG
omschreven	descrise	omschrijven	descrie	V;V.PTCP	V;IND;SG;3;PST;FIN
jeanne	jeanne	jeanne	jeannă	N;MASC+FEM;SG	N;INDF;MASC;SG
indonesische	indonezian	indonesisch	indonezian	ADJ	ADJ;INDF;MASC;SG
smal	mic	smal	mic	ADJ	ADJ;INDF;MASC;SG
