bros	bracia	bros	brat	N	N;NOM;MASC;PL
komputasi	obliczenie	komputasi	obliczyć	N;SG	N;NOM;NEUT;SG
piramida	piramida	piramida	piramida	N	N;NOM;FEM;SG
piramida	piramidy	piramida	piramida	N	N;NOM;FEM;PL
piramida	piramidy	piramida	piramida	N	N;NOM;FEM;PL
semut	mrówka	semut	mrówka	N;SG	N;NOM;FEM;SG
mengamankan	zabezpieczyć	menamankan	zabezpieczyć	V;SG;ACT	V;PFV;NFIN;ACT
percetakan	druk	percetakan	druk	N;SG	N;NOM;MASC;SG
percetakan	druku	percetakan	druk	N;SG	N;GEN;MASC;SG
percetakan	drukowanie	percetakan	drukować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
percetakan	drukarka	percetakan	drukarka	N;SG	N;NOM;FEM;SG
denominasi	nominał	denominasi	nominać	N;SG	N;ACC;MASC;SG
motivasi	motywacji	motivasi	motywacja	N;SG	N;GEN;FEM;SG
motivasi	motywacja	motivasi	motywacja	N;SG	N;NOM;FEM;SG
kas	kasy	kas	kasa	N;SG	N;ACC;FEM;SG
kas	gotówką	kas	gotówka	N;SG	N;INS;FEM;SG
kas	gotówkę	kas	gotówka	N;SG	N;ACC;FEM;SG
kas	gotówka	kas	gotówka	N;SG	N;NOM;FEM;SG
teknisi	technika	teknisi	technika	N;SG	N;NOM;FEM;SG
teknisi	inżynier	teknisi	inżynier	N;SG	N;NOM;MASC;SG
indikator	wskaźnik	indikator	wskaźnik	N;SG	N;NOM;MASC;SG
kemarahan	złość	kemarahan	złość	N;SG	N;NOM;FEM;SG
kemarahan	gniew	kemarahan	gniew	N;SG	N;NOM;MASC;SG
kemarahan	furii	kemarahan	furia	N;SG	N;GEN;FEM;SG
kemarahan	oburzenie	kemarahan	oburzenie	N;SG	N;NOM;NEUT;SG
kemarahan	wściekłość	kemarahan	wściekłość	N;SG	N;NOM;FEM;SG
kemarahan	złość	kemarahan	złość	N;SG	N;NOM;FEM;SG
kemarahan	gniew	kemarahan	gniew	N;SG	N;NOM;MASC;SG
kemarahan	szał	kemarahan	szać	N;SG	N;NOM;MASC;SG
kemarahan	wściekłości	kemarahan	wściekłość	N;SG	N;GEN;FEM;SG
notaris	notariusz	notaris	notariusz	N	N;NOM;MASC;SG
pembeli	nabywcy	penbeli	nabywca	N;SG	N;ACC;MASC;SG
pembeli	kupiec	penbeli	kupiec	N;SG	N;NOM;MASC;SG
pembeli	nabywca	penbeli	nabywca	N;SG	N;NOM;MASC;SG
pembeli	nabywcy	penbeli	nabywca	N;SG	N;ACC;MASC;SG
pembeli	nabywcy	penbeli	nabywca	N;SG	N;ACC;MASC;SG
mengobati	traktować	menobati	traktować	V;SG;ACT	V;IPFV;NFIN;ACT
mengobati	traktuj	menobati	traktować	V;SG;ACT	V;IPFV;IMP;SG;2;FIN;ACT
mengobati	leczyć	menobati	leczyć	V;SG;ACT	V;IPFV;NFIN;ACT
sunting	edycja	sunting	edycja	N	N;NOM;FEM;SG
sunting	edycji	sunting	edycja	N	N;GEN;FEM;SG
taat	posłuszna	taat	posłuszny	ADJ;SG	ADJ;NOM;FEM;SG
taat	posłuszny	taat	posłuszny	ADJ;SG	ADJ;NOM;MASC;SG
kuna	kuna	kuna	kuno	N	N;NOM;FEM;SG
kehamilan	ciążą	kehamilan	ciąża	N;SG	N;INS;FEM;SG
kehamilan	ciąża	kehamilan	ciąża	N;SG	N;NOM;FEM;SG
kehamilan	ciąży	kehamilan	ciąża	N;SG	N;GEN;FEM;SG
emisi	emisja	emisi	emisja	N;SG	N;NOM;FEM;SG
emisi	emisja	emisi	emisja	N;SG	N;NOM;FEM;SG
keberanian	odwagę	keberanian	odwaga	N;SG	N;ACC;FEM;SG
keberanian	odwaga	keberanian	odwaga	N;SG	N;NOM;FEM;SG
keberanian	śmiałość	keberanian	śmiałość	N;SG	N;NOM;FEM;SG
keberanian	męstwo	keberanian	męstwo	N;SG	N;NOM;NEUT;SG
keberanian	odwagę	keberanian	odwaga	N;SG	N;ACC;FEM;SG
keberanian	odwaga	keberanian	odwaga	N;SG	N;NOM;FEM;SG
sekte	kult	sekte	kult	N	N;NOM;MASC;SG
sekte	sekta	sekte	sekt	N	N;NOM;FEM;SG
sekte	sekta	sekte	sekt	N	N;NOM;FEM;SG
melodi	melodia	melodi	melodia	N;SG	N;NOM;FEM;SG
melodi	melodii	melodi	melodia	N;SG	N;GEN;FEM;SG
melodi	melodię	melodi	melodia	N;SG	N;ACC;FEM;SG
tangki	tankowiec	tangki	tankowiec	N;SG	N;NOM;MASC;SG
tangki	zbiornik	tangki	zbiornik	N;SG	N;NOM;MASC;SG
tangki	czołg	tangki	czołg	N;SG	N;ACC;MASC;SG
saingan	rywala	saingan	rywal	N;SG	N;ACC;MASC;SG
antologi	anthology	antologi	antholog	N	N;ACC;MASC;SG
fluida	ciecz	fluida	ciecz	N	N;NOM;FEM;SG
fluida	płyny	fluida	płyn	N	N;NOM;MASC;PL
fluida	płyn	fluida	płyn	N	N;NOM;MASC;SG
pesanan	porządek	pesanan	porządek	N;SG	N;NOM;MASC;SG
pesanan	zamówienie	pesanan	zamówienie	N;SG	N;NOM;NEUT;SG
pesanan	kolejność	pesanan	kolejność	N;SG	N;NOM;FEM;SG
pesanan	zamówienia	pesanan	zamówienie	N;SG	N;NOM;NEUT;SG
restorasi	przywrócenie	restorasi	przywrócenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
restorasi	odtworzenie	restorasi	odtworzyć	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
restorasi	przywrócenia	restorasi	przywrócić	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
persediaan	dostawy	persediaan	dostawa	N;SG	N;ACC;MASC;SG
persediaan	zaopatrzenie	persediaan	zaopatrzenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
martir	męczenników	martir	męczennik	N	N;ACC;MASC;PL
martir	męczennika	martir	męczennik	N	N;ACC;MASC;SG
menggambar	rysować	mengambar	rysować	V;SG;ACT	V;IPFV;NFIN;ACT
menggambar	wyciągnąć	mengambar	wyciągnąć	V;SG;ACT	V;PFV;NFIN;ACT
beristirahat	odpoczywa	beristirahat	odpoczywać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
glass	szkła	glass	szkło	N	N;NOM;NEUT;SG
glass	szklanka	glass	szklanka	N	N;NOM;FEM;SG
glass	szkło	glass	szkło	N	N;NOM;NEUT;SG
benyamin	benjamin	benyamin	benjamin	N	N;NOM;MASC;SG
benyamin	benjamina	benyamin	benjamina	N	N;NOM;FEM;SG
psikologis	psychologiem	psikologis	psycholog	N;SG	N;INS;MASC;SG
psikologis	psycholog	psikologis	psycholog	N;SG	N;NOM;MASC;SG
psikologis	psychologa	psikologis	psycholog	N;SG	N;ACC;MASC;SG
kromosom	chromosom	kromosom	chromos	N;SG	N;NOM;MASC;SG
konsol	konsole	konsol	konsol	N	N;NOM;FEM;PL
konsol	konsola	konsol	konsola	N	N;NOM;FEM;SG
konsol	konsolę	konsol	konsola	N	N;ACC;FEM;SG
sep	sep	sep	sep		
angkut	przewóz	angkut	przewóz	N;SG;ACT	N;NOM;MASC;SG
angkut	transportu	angkut	transport	N;SG;ACT	N;GEN;MASC;SG
angkut	transport	angkut	transport	N;SG;ACT	N;NOM;MASC;SG
landak	jeż	landak	jeż	N	N;NOM;MASC;SG
fermentasi	ferment	fermentasi	ferment	N;SG	N;NOM;MASC;SG
fermentasi	fermentacji	fermentasi	fermentacja	N;SG	N;GEN;FEM;SG
mendapati	znaleziono	mendapati	znaleźć	V;SG;ACT	V;PFV;IND;0;PST;FIN;ACT
mendapati	znalazł	mendapati	znaleźć	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
meditasi	medytacji	meditasi	medytacja	N;SG	N;GEN;FEM;SG
kuis	quiz	kuis	quiz	N	N;NOM;MASC;SG
kotoran	kupę	kotoran	kupa	N;SG	N;ACC;FEM;SG
kotoran	kupa	kotoran	kupa	N;SG	N;NOM;FEM;SG
kotoran	odchody	kotoran	odchody	N;SG	N;ACC;NEUT;SG
kotoran	kupa	kotoran	kupa	N;SG	N;NOM;FEM;SG
keberatan	sprzeciw	keberatan	sprzeciw	N;SG	N;NOM;MASC;SG
agenda	agendy	agenda	agendy	N;SG	N;NOM;FEM;SG
agenda	agenda	agenda	agenda	N;SG	N;NOM;FEM;SG
transistor	tranzystory	transistor	tranzystora	N	N;NOM;MASC;PL
transistor	tranzystor	transistor	tranzystor	N	N;NOM;MASC;SG
membenci	nienawidził	menbenci	nienawidzić	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
membenci	nienawidzę	menbenci	nienawidzić	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
membenci	nienawidzi	menbenci	nienawidzić	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
penganiayaan	molestowania	penaniayaan	molestować	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
penganiayaan	molestowanie	penaniayaan	molestować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
penganiayaan	chaos	penaniayaan	chaos	N;SG	N;NOM;MASC;SG
penganiayaan	prześladowania	penaniayaan	prześladowanie	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
penganiayaan	prześladowanie	penaniayaan	prześladowanie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pelantikan	inauguracji	penlantikan	inauguracja	N;SG	N;GEN;FEM;SG
stabilitas	stabilizacja	stabilitas	stabilizacja	N;SG	N;NOM;FEM;SG
stabilitas	stabilności	stabilitas	stabilność	N;SG	N;GEN;FEM;SG
stabilitas	trwałość	stabilitas	trwałość	N;SG	N;ACC;FEM;SG
stabilitas	stabilność	stabilitas	stabilność	N;SG	N;NOM;FEM;SG
antropologi	antropologii	antropologi	antropologia	N	N;GEN;FEM;SG
hutang	długu	hutang	dług	N;SG	N;GEN;MASC;SG
hutang	dług	hutang	dług	N;SG	N;NOM;MASC;SG
hutang	zadłużenie	hutang	zadłużenie	N;SG	N;NOM;NEUT;SG
pendahulu	poprzednik	pendahulu	poprzednik	N;SG	N;NOM;MASC;SG
membujuk	przekonał	menbujuk	przekonać	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
membujuk	przekonać	menbujuk	przekonać	V;SG;ACT	V;PFV;NFIN;ACT
degradasi	degradacji	degradasi	degradacja	N;SG	N;DAT;FEM;SG
penyelamatan	ratowanie	penselamatan	ratować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
penyelamatan	ratunek	penselamatan	ratunek	N;SG	N;NOM;MASC;SG
peliharaan	zwierzak	peliharaan	zwierzak	N;SG	N;NOM;MASC;SG
simple	prosty	simple	prosty	ADJ	ADJ;NOM;MASC;SG
sejuk	fajny	sejuk	fajny	ADJ;SG	ADJ;NOM;MASC;SG
sejuk	fajna	sejuk	fajny	ADJ;SG	ADJ;NOM;FEM;SG
sejuk	fajne	sejuk	fajny	ADJ;SG	ADJ;NOM;NEUT;SG
bibit	nasienie	bibit	nasienie	N;SG	N;NOM;NEUT;SG
mencalonkan	nominować	mencalonkan	nominować	V;SG;ACT	V;PFV;NFIN;ACT
rentan	podatne	rentan	podatny	ADJ;SG	ADJ;NOM;NEUT;SG
rentan	podatny	rentan	podatny	ADJ;SG	ADJ;NOM;MASC;SG
rentan	podatne	rentan	podatny	ADJ;SG	ADJ;NOM;NEUT;SG
rentan	wrażliwe	rentan	wrażliwy	ADJ;SG	ADJ;NOM;NEUT;SG
rentan	podatny	rentan	podatny	ADJ;SG	ADJ;NOM;MASC;SG
terlambat	późny	terlambat	późny	ADJ;SG	ADJ;NOM;MASC;SG
pemandu	przewodniku	penpandu	przewodnik	N;SG	N;DAT;MASC;SG
pemandu	poradnik	penpandu	poradnik	N;SG	N;NOM;MASC;SG
pemandu	przewodnikiem	penpandu	przewodnik	N;SG	N;INS;MASC;SG
pemandu	przewodnika	penpandu	przewodnik	N;SG	N;ACC;MASC;SG
pemandu	przewodnik	penpandu	przewodnik	N;SG	N;NOM;MASC;SG
upah	wynajem	upah	wynaj	N;SG	N;NOM;MASC;SG
upah	wynagrodzenie	upah	wynagrodzenie	N;SG	N;NOM;NEUT;SG;POS;V.MSDR
upah	wynagrodzenia	upah	wynagrodzić	N;SG	N;NOM;NEUT;SG
konsensus	konsensus	konsensus	konsensus	N;SG	N;NOM;MASC;SG
konsensus	konsensusu	konsensus	konsensus	N;SG	N;GEN;MASC;SG
taufan	tajfun	taufan	tajfun	N;SG	N;NOM;MASC;SG
merugikan	skrzywdzić	menrugikan	skrzywdzić	V;SG;ACT	V;PFV;NFIN;ACT
merugikan	szkodzić	menrugikan	szkodzić	V;SG;ACT	V;IPFV;NFIN;ACT
avatar	avatar	avatar	avatar	N;SG	N;NOM;MASC;SG
memperingatkan	ostrzegł	menperingatkan	ostrzec	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
memperingatkan	ostrzega	menperingatkan	ostrzegać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
spiral	spirala	spiral	spirala	N	N;NOM;FEM;SG
spiral	spirale	spiral	spirala	N	N;NOM;FEM;PL
potong	uprawy	potong	uprawa	N;SG;ACT	N;GEN;FEM;SG
memikirkan	myśleć	menpikirkan	myśleć	V;SG;ACT	V;IPFV;NFIN;ACT
memikirkan	myśli	menpikirkan	myśleć	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
regulasi	regulacja	regulasi	regulacja	N;SG	N;NOM;FEM;SG
regulasi	rozporządzenie	regulasi	rozporządzenie	N;SG	N;NOM;NEUT;SG
regulasi	rozporządzenia	regulasi	rozporządzenie	N;SG	N;NOM;NEUT;SG
regulasi	regulamin	regulasi	regulamin	N;SG	N;ACC;MASC;SG
menyewa	wynająć	mensewa	wynająć	V;SG;ACT	V;PFV;NFIN;ACT
menyewa	zatrudnić	mensewa	zatrudnić	V;SG;ACT	V;PFV;NFIN;ACT
habsburg	habsburg	habsburg	habsburg	N	N;NOM;MASC;SG
memuncak	osiągając	menpuncak	osiągać	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
pengumpulan	zbieranie	penkumpulan	zbierać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pengumpulan	zgromadzenie	penkumpulan	zgromadzenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
pengumpulan	zebranie	penkumpulan	zebranie	N;SG	N;NOM;NEUT;SG
pengumpulan	gromadzenie	penkumpulan	gromadzenie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pengumpulan	agregacji	penkumpulan	agregacja	N;SG	N;GEN;FEM;SG
menyumbang	przekazał	mensumbang	przekazać	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
membandingkan	porównując	menbandingkan	porównywać	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
membandingkan	porównaj	menbandingkan	porównać	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
membandingkan	porównać	menbandingkan	porównać	V;SG;ACT	V;PFV;NFIN;ACT
membandingkan	porównuje	menbandingkan	porównywać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
sedimen	osadu	sedimen	osad	N;SG	N;GEN;MASC;SG
penembakan	strzelaniny	pentembakan	strzelanina	N;SG	N;GEN;FEM;SG
penembakan	strzelanina	pentembakan	strzelanina	N;SG	N;NOM;FEM;SG
penembakan	strzelanie	pentembakan	strzelać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pucat	blada	pucat	blady	ADJ;SG	ADJ;NOM;FEM;SG
pucat	blady	pucat	blady	ADJ;SG	ADJ;NOM;MASC;SG
register	rejestry	register	rejestra	N	N;ACC;MASC;PL
register	rejestrów	register	rejestr	N	N;GEN;MASC;PL
register	rejestru	register	rejester	N	N;GEN;MASC;SG
register	rejestr	register	rejestr	N	N;NOM;MASC;SG
lift	wyciągów	lift	wyciąg	N	N;GEN;MASC;PL
lift	wyciągi	lift	wyciąg	N	N;NOM;MASC;PL
lift	winda	lift	winda	N	N;NOM;FEM;SG
lift	windą	lift	winda	N	N;INS;FEM;SG
menduga	oczekuje	menduga	oczekiwać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mempercayai	wierząc	menpercayai	wierzyć	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
mempercayai	ufać	menpercayai	ufać	V;SG;ACT	V;IPFV;NFIN;ACT
amfibi	amfibia	amfibi	amfibia	N;SG	N;NOM;FEM;SG
monitor	monitorowania	monitor	monitorować	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
monitor	monitor	monitor	monitor	N;SG	N;NOM;MASC;SG
monitor	monitorowanie	monitor	monitorowanie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pelestarian	konserwacja	pelestarian	konserwacja	N;SG	N;NOM;FEM;SG
oksidasi	utleniania	oksidasi	utleniać	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
zakat	jałmużnę	zakat	jałmużna	N;SG	N;ACC;FEM;SG
zakat	jałmużnę	zakat	jałmużna	N;SG	N;ACC;FEM;SG
assembly	zgromadzenie	assembly	zgromadzenie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
pernapasan	oddychanie	pernapasan	oddychać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pernapasan	oddech	pernapasan	oddech	N;SG	N;NOM;MASC;SG
mengepung	otoczyć	menkepung	otoczyć	V;SG;ACT	V;PFV;NFIN;ACT
yudaisme	judaizm	yudaisme	judaizm	N;SG	N;NOM;MASC;SG
penyu	żółwia	penyu	żółwia	N	N;ACC;MASC;SG
penyu	żółwie	penyu	żółwa	N	N;NOM;MASC;SG
penyu	żółw	penyu	żółw	N	N;NOM;MASC;SG
penyu	żółwie	penyu	żółwa	N	N;NOM;MASC;SG
kemah	obozu	kemah	obóz	N;SG	N;GEN;MASC;SG
kemah	obóz	kemah	obóz	N;SG	N;NOM;MASC;SG
cluster	klaster	cluster	klaster	N	N;NOM;MASC;SG
cluster	klastrów	cluster	klaster	N	N;GEN;MASC;PL
batubara	węgiel	batubara	węgiel	N;SG	N;NOM;MASC;SG
fleksibel	elastyczne	fleksibel	elastyczny	ADJ;SG	ADJ;NOM;NEUT;SG
fleksibel	elastyczna	fleksibel	elastyczny	ADJ;SG	ADJ;NOM;FEM;SG
fleksibel	elastyczny	fleksibel	elastyczny	ADJ;SG	ADJ;NOM;MASC;SG
mouse	myszki	mouse	myszka	N	N;ACC;FEM;SG
mouse	myszka	mouse	myszko	N	N;NOM;FEM;SG
melanda	uderzył	menlanda	uderzyć	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
mempekerjakan	wynajmuje	menpekerjakan	wynajmować	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mempekerjakan	zatrudnia	menpekerjakan	zatrudniać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mempekerjakan	zatrudnia	menpekerjakan	zatrudniać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
vihara	klasztoru	vihara	klasztor	N	N;GEN;MASC;SG
vihara	klasztor	vihara	klasztor	N	N;NOM;MASC;SG
vihara	klasztorze	vihara	klasztor	N	N;DAT;MASC;SG
awalan	przedrostek	awalan	przedrostek	N;SG	N;NOM;MASC;SG
awalan	uruchamianie	awalan	uruchamiać	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
awalan	starcie	awalan	starcie	N;SG	N;NOM;NEUT;SG
kera	małpa	kera	małpa	N	N;NOM;FEM;SG
kera	małpka	kera	małpka	N	N;NOM;FEM;SG
kera	małpa	kera	małpa	N	N;NOM;FEM;SG
pencernaan	trawienie	pencernaan	trawić	N;SG	N;NOM;NEUT;SG
permen	słodyczy	permen	słodycz	N;SG	N;GEN;FEM;SG
