novak	novak	novak	novak	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
kódování	encodage	kódování	encodage	N;NOM;NEUT;SG;POS	N;MASC;SG
kódování	codification	kódování	codification	N;NOM;NEUT;SG;POS	N;FEM;SG
kódování	codage	kódování	codage	N;NOM;NEUT;SG;POS	N;MASC;SG
kódování	encodage	kódování	encodage	N;NOM;NEUT;SG;POS	N;MASC;SG
výměna	échange	výměna	échange	N;NOM;FEM;SG;POS	N;MASC;SG
výměna	echange	výměna	echanger	N;NOM;FEM;SG;POS	N;MASC;SG
výměna	échange	výměna	échange	N;NOM;FEM;SG;POS	N;MASC;SG
výměna	swap	výměna	swap	N;NOM;FEM;SG;POS	N;MASC;SG
vyjednávání	négociation	vyjednávání	négociation	N;NOM;NEUT;SG;POS	N;FEM;SG
vyjednávání	marchandage	vyjednávání	marchandage	N;NOM;NEUT;SG;POS	N;MASC;SG
vyjednávání	négociation	vyjednávání	négociation	N;NOM;NEUT;SG;POS	N;FEM;SG
vyjednávání	négociation	vyjednávání	négociation	N;NOM;NEUT;SG;POS	N;FEM;SG
smetana	crème	smetana	crème	N;NOM;FEM;SG;POS	N;FEM;SG
smetana	cream	smetana	cream	N;NOM;FEM;SG;POS	N;MASC;SG
zachovat	conserver	zachovat	conserver	V;POS;NFIN	V;NFIN
zachovat	préserver	zachovat	préserver	V;POS;NFIN	V;NFIN
zachovat	maintenir	zachovat	maintenir	V;POS;NFIN	V;NFIN
zachovat	maintenir	zachovat	maintenir	V;POS;NFIN	V;NFIN
zachovat	garder	zachovat	garder	V;POS;NFIN	V;NFIN
zachovat	conserver	zachovat	conserver	V;POS;NFIN	V;NFIN
zaměstnance	collaborateurs	zaměstnanec	collaborateur	N;ANIM;ACC;MASC;PL;POS	N;MASC;PL
slovesa	verbes	sloveso	verbe	N;NOM;NEUT;PL;POS	N;MASC;PL
příroda	nature	příroda	nature	N;NOM;FEM;SG;POS	N;FEM;SG
maďarská	hongroise	maďarský	hongrois	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
maďarská	hongrois	maďarský	hongrois	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
zubů	dents	zub	dent	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
formulace	formulation	formulace	formulation	N;NOM;FEM;SG;POS	N;FEM;SG
formulace	formulation	formulace	formulation	N;NOM;FEM;SG;POS	N;FEM;SG
experimenty	expériences	experiment	expérience	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
experimenty	expérimentations	experiment	expérimentation	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
experimenty	expérimentations	experiment	expérimentation	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
šířku	largeur	šířka	largeur	N;ACC;FEM;SG;POS	N;FEM;SG
kultur	cultures	kultura	culture	N;GEN;FEM;PL;POS	N;FEM;PL
odpovídají	correspondent	odpovídat	correspondre	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
odpovídají	correspondre	odpovídat	correspondre	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;NFIN
lidský	humaine	lidský	humain	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
lidský	humain	lidský	humain	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
svatyně	sanctuaire	svatyně	sanctuaire	N;NOM;FEM;SG;POS	N;MASC;SG
svatyně	sanctuaire	svatyně	sanctuaire	N;NOM;FEM;SG;POS	N;MASC;SG
svatyně	autel	svatyně	autel	N;NOM;FEM;SG;POS	N;MASC;SG
svatyně	temple	svatyně	temple	N;NOM;FEM;SG;POS	N;MASC;SG
svatyně	tempe	svatyně	tempe	N;NOM;FEM;SG;POS	N;FEM;SG
jam	confiture	jam	confiture	N;NOM;MASC;SG;POS	N;FEM;SG
magnetické	magnétiques	magnetický	magnétique	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
norské	norvégiens	norský	norvégien	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
potlačení	répression	potlačení	répression	N;NOM;NEUT;SG;POS	N;FEM;SG
potlačení	suppression	potlačení	suppression	N;NOM;NEUT;SG;POS	N;FEM;SG
subjektivní	subjective	subjektivní	subjectif	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
subjektivní	subjectif	subjektivní	subjectif	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
omezit	restreindre	omezit	restreindre	V;PFV;POS;NFIN	V;NFIN
omezit	limiter	omezit	limiter	V;PFV;POS;NFIN	V;NFIN
omezit	réduire	omezit	réduire	V;PFV;POS;NFIN	V;NFIN
omezit	limiter	omezit	limiter	V;PFV;POS;NFIN	V;NFIN
nehody	accidents	nehoda	accident	N;NOM;FEM;PL;POS	N;MASC;PL
úředníků	fonctionnaires	úředník	fonctionnaire	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
hrobky	tombes	hrobka	tombe	N;NOM;FEM;PL;POS	N;FEM;PL
hrobky	tombes	hrobka	tombe	N;NOM;FEM;PL;POS	N;FEM;PL
hrobky	tombeaux	hrobka	tombeau	N;NOM;FEM;PL;POS	N;MASC;PL
referendum	referendum	referendum	referendum	N;NOM;NEUT;SG;POS	N;MASC;SG
referendum	référendum	referendum	référendum	N;NOM;NEUT;SG;POS	N;MASC;SG
přepis	transcription	přepis	transcription	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
přepis	transcription	přepis	transcription	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
larvy	larves	larva	larve	N;NOM;FEM;PL;POS	N;FEM;PL
larvy	asticots	larva	asticot	N;NOM;FEM;PL;POS	N;MASC;PL
reklamy	annonces	reklama	annonce	N;NOM;FEM;PL;POS	N;FEM;PL
reklamy	publicités	reklama	publicité	N;NOM;FEM;PL;POS	N;FEM;PL
reklamy	publicités	reklama	publicité	N;NOM;FEM;PL;POS	N;FEM;PL
reklamy	publicités	reklama	publicité	N;NOM;FEM;PL;POS	N;FEM;PL
vyhnout	éviter	vyhnout	éviter	V;POS;NFIN	V;NFIN
vyhnout	évite	vyhnout	éviter	V;POS;NFIN	V;IND;SG;3;PRS;FIN
vyhnout	eviter	vyhnout	éviter	V;POS;NFIN	V;NFIN
vyhnout	évitez	vyhnout	éviter	V;POS;NFIN	V;IMP;PL;2;PRS;FIN
vyhnout	évitées	vyhnout	éviter	V;POS;NFIN	V;FEM;PL;PST;V.PTCP
vyhnout	évitée	vyhnout	éviter	V;POS;NFIN	V;FEM;SG;PST;V.PTCP
vyhnout	évités	vyhnout	éviter	V;POS;NFIN	V;MASC;PL;PST;V.PTCP
vyhnout	évité	vyhnout	évité	V;POS;NFIN	V;MASC;SG;PST;V.PTCP
tenis	tennis	tenis	tennis	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
bakterií	bactérie	bakterie	bactérie	N;INS;FEM;SG;POS	N;FEM;SG
uzel	noeud	uzel	noeud	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
uzel	nœud	uzel	nœud	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
uzel	noeud	uzel	noeud	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
uzel	nœud	uzel	nœud	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
hostinec	inn	hostinec	inn	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
ahoj	bonjour	ahoj	bonjour	INTJ	INTJ
ahoj	coucou	ahoj	coucou	INTJ	INTJ
ahoj	hello	ahoj	hello	INTJ	INTJ
ahoj	bjr	ahoj	bjr	INTJ	INTJ
léčby	traitement	léčba	traitement	N;NOM;FEM;SG;POS	N;MASC;SG
filharmonie	philharmonique	filharmonie	philharmonique	N;NOM;FEM;SG;POS	N;MASC;SG
obranné	défensive	obranný	défensif	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
obranné	défensif	obranný	défensif	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
bayern	bayern	bayern	bayern	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
uspěl	réussi	uspět	réussir	V;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
návštěva	visiteur	návštěva	visiteur	N;NOM;FEM;SG;POS	N;MASC;SG
návštěva	visite	návštěva	visite	N;NOM;FEM;SG;POS	N;FEM;SG
limit	limite	limit	limite	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
pevný	solide	pevný	solide	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
přítomen	actuel	přítomný	actuel	ADJ;MASC;SG;POS	ADJ;MASC;SG
přítomen	présent	přítomný	présent	ADJ;MASC;SG;POS	ADJ;MASC;SG
přítomen	présente	přítomný	présent	ADJ;MASC;SG;POS	ADJ;FEM;SG
specifický	spécifique	specifický	spécifique	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
stáhnout	télécharge	stáhnout	télécharge	V;POS;NFIN	V;IND;SG;3;PRS;FIN
stáhnout	télécharger	stáhnout	télécharger	V;POS;NFIN	V;NFIN
stáhnout	retirer	stáhnout	retirer	V;POS;NFIN	V;NFIN
stáhnout	retirez	stáhnout	retirer	V;POS;NFIN	V;IMP;PL;2;PRS;FIN
kolegové	collègues	kolega	collègue	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
kolegové	collaborateurs	kolega	collaborateur	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
kolegové	collègues	kolega	collègue	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
hluboká	profond	hluboký	profond	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
hluboká	profonde	hluboký	profond	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
očekávání	anticipation	očekávání	anticipation	N;NOM;NEUT;SG;POS	N;FEM;SG
překonat	surmonter	překonat	surmonter	V;PFV;POS;NFIN	V;NFIN
překonat	surmonté	překonat	surmonter	V;PFV;POS;NFIN	V;MASC;SG;PST;V.PTCP
víra	foi	víra	foi	N;NOM;FEM;SG;POS	N;FEM;SG
víra	croyance	víra	croyance	N;NOM;FEM;SG;POS	N;FEM;SG
okrsek	district	okrsek	district	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
spáchal	engagée	spáchat	engager	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
spáchal	commis	spáchat	commettre	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
spáchal	engagé	spáchat	engager	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
specialista	spécialiste	specialista	spécialiste	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
strachu	peur	strach	peur	N;INAN;GEN;MASC;SG;POS	N;FEM;SG
strachu	crainte	strach	crainte	N;INAN;GEN;MASC;SG;POS	N;FEM;SG
erupce	éruption	erupce	éruption	N;NOM;FEM;SG;POS	N;FEM;SG
masakr	massacre	masakr	massacre	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
masakr	abattage	masakr	abattage	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
masakr	carnage	masakr	carnage	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
nezávislá	indépendant	závislý	indépendant	ADJ;NOM;FEM;SG;NEG	ADJ;MASC;SG
nezávislá	indépendante	závislý	indépendant	ADJ;NOM;FEM;SG;NEG	ADJ;FEM;SG
bezprostřední	imminent	bezprostřední	imminent	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
bezprostřední	imminente	bezprostřední	imminent	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
bezprostřední	immédiat	bezprostřední	immédiat	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
bezprostřední	immédiate	bezprostřední	immédiat	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
zasáhl	intervenue	zasáhnout	intervenir	V;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
zasáhl	intervenu	zasáhnout	intervenir	V;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
pozdě	tard	pozdě	tard	ADV;POS	ADV
kousek	piece	kousek	piece	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
kousek	morceau	kousek	morceau	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
schéma	schéma	schéma	schéma	N;NOM;NEUT;SG;POS	N;MASC;SG
schéma	diagramme	schéma	diagramme	N;NOM;NEUT;SG;POS	N;MASC;SG
schéma	diagramme	schéma	diagramme	N;NOM;NEUT;SG;POS	N;MASC;SG
oblíbený	populaire	oblíbený	populaire	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
oblíbený	favori	oblíbený	favori	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
posouzení	évaluation	posouzení	évaluation	N;NOM;NEUT;SG;POS	N;FEM;SG
posouzení	appréciation	posouzení	appréciation	N;NOM;NEUT;SG;POS	N;FEM;SG
obnova	restauration	obnova	restauration	N;NOM;FEM;SG;POS	N;FEM;SG
obnova	rétablissement	obnova	rétablissement	N;NOM;FEM;SG;POS	N;MASC;SG
obnova	recouvrement	obnova	recouvrement	N;NOM;FEM;SG;POS	N;MASC;SG
obnova	récupération	obnova	récupération	N;NOM;FEM;SG;POS	N;FEM;SG
obnova	guérison	obnova	guérison	N;NOM;FEM;SG;POS	N;FEM;SG
obnova	renouveau	obnova	renouveau	N;NOM;FEM;SG;POS	N;MASC;SG
obnova	renouvellement	obnova	renouvellement	N;NOM;FEM;SG;POS	N;MASC;SG
epidemie	épidémie	epidemie	épidémie	N;NOM;FEM;SG;POS	N;FEM;SG
epidemie	éclosion	epidemie	éclosion	N;NOM;FEM;SG;POS	N;FEM;SG
epidemie	épidémie	epidemie	épidémie	N;NOM;FEM;SG;POS	N;FEM;SG
epidemie	épizootie	epidemie	épizootie	N;NOM;FEM;SG;POS	N;FEM;SG
mimořádné	extraordinaires	mimořádný	extraordinaire	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
mimořádné	exceptionnels	mimořádný	exceptionnel	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
mimořádné	exceptionnelles	mimořádný	exceptionnel	ADJ;NOM;MASC;PL;POS	ADJ;FEM;PL
přežití	survie	přežití	survie	N;NOM;NEUT;SG;POS	N;FEM;SG
řekové	grecs	řekový	grec	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
aktivitu	activité	aktivita	activité	N;ACC;FEM;SG;POS	N;FEM;SG
přiznal	avoué	přiznat	avouer	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
přiznal	confessé	přiznat	confessé	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
novely	romans	novela	roman	N;NOM;FEM;PL;POS	N;MASC;PL
herečky	actrices	herečka	acteur	N;NOM;FEM;PL;POS	N;FEM;PL
těhotenství	grossesse	těhotenství	grossesse	N;NOM;NEUT;SG;POS	N;FEM;SG
občan	citoyen	občan	citoyen	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
instrumentální	instrumental	instrumentální	instrumental	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
instrumentální	instrumentale	instrumentální	instrumental	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
alpy	alpes	alpum	alpe	N;NOM;FEM;PL;POS	N;FEM;PL
vajec	œufs	vejce	œuf	N;GEN;NEUT;PL;POS	N;MASC;PL
vajec	oeufs	vejce	oeuf	N;GEN;NEUT;PL;POS	N;MASC;PL
rezervaci	réserve	rezervace	réserve	N;ACC;FEM;SG;POS	N;FEM;SG
rezervaci	réservation	rezervace	réservation	N;ACC;FEM;SG;POS	N;FEM;SG
tramvaj	tram	tramvaj	tram	N;NOM;FEM;SG;POS	N;MASC;SG
tramvaj	tramway	tramvaj	tramway	N;NOM;FEM;SG;POS	N;MASC;SG
tramvaj	chariot	tramvaj	chariot	N;NOM;FEM;SG;POS	N;MASC;SG
přijel	arrivé	přijet	arriver	V;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
kulturně	culturellement	kulturně	culturellement	ADV;POS	ADV
parc	parc	parc	parc	N;NOM;MASC;SG;POS	N;MASC;SG
parky	parcs	park	parc	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
kost	os	kost	os	N;NOM;FEM;SG;POS	N;MASC;SG
znalost	connaissance	znalost	connaissance	N;NOM;FEM;SG;POS	N;FEM;SG
podvozek	châssis	podvozek	châssis	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
podvozek	bogie	podvozek	bogie	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
klobouk	casquette	klobouk	casquette	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
klobouk	chapeau	klobouk	chapeau	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
protesty	protestations	protest	protestation	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
protesty	protestations	protest	protestation	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
posloupnost	séquence	posloupnost	séquence	N;NOM;FEM;SG;POS	N;FEM;SG
nedostatky	déficiences	nedostatek	déficience	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
nedostatky	lacunes	nedostatek	lacune	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
nedostatky	carences	nedostatek	carence	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
nedostatky	insuffisances	nedostatek	insuffisance	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
nedostatky	déficiences	nedostatek	déficience	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
nedostatky	lacunes	nedostatek	lacune	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
nedostatky	carences	nedostatek	carence	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
nedostatky	insuffisances	nedostatek	insuffisance	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
nedostatky	insuffisances	nedostatek	insuffisance	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
nedostatky	faiblesses	nedostatek	faiblesse	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
daň	taxe	daň	taxe	N;NOM;FEM;SG;POS	N;FEM;SG
daň	fiscalité	daň	fiscalité	N;NOM;FEM;SG;POS	N;FEM;SG
daň	impôt	daň	impôt	N;NOM;FEM;SG;POS	N;MASC;SG
soutěžní	compétitif	soutěžní	compétitif	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
soutěžní	concurrentiel	soutěžní	concurrentiel	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
soutěžní	concurrentielle	soutěžní	concurrentiel	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
dodávky	vans	dodávka	vans	N;NOM;FEM;PL;POS	N;MASC;PL
dodávky	fourgons	dodávka	fourgon	N;NOM;FEM;PL;POS	N;MASC;PL
dodávky	camionnettes	dodávka	camionnette	N;NOM;FEM;PL;POS	N;FEM;PL
dodávky	livraisons	dodávka	livraison	N;NOM;FEM;PL;POS	N;FEM;PL
dodávky	accouchements	dodávka	accouchement	N;NOM;FEM;PL;POS	N;MASC;PL
dodávky	fournitures	dodávka	fourniture	N;NOM;FEM;PL;POS	N;FEM;PL
oblouk	arc	oblouk	arc	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
oblouk	voûte	oblouk	voûte	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
oblouk	arche	oblouk	arche	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
rytíře	knights	rytíř	knight	N;ANIM;ACC;MASC;PL;POS	N;MASC;PL
rytíře	chevaliers	rytíř	chevalier	N;ANIM;ACC;MASC;PL;POS	N;MASC;PL
trenéři	autocars	trenér	autocars	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
trenéři	entraîneurs	trenér	entraîneur	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
trenéři	coachs	trenér	coach	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
trenéři	entraîneurs	trenér	entraîneur	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
trenéři	formateurs	trenér	formateur	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
konfliktů	conflits	konflikt	conflit	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
pozic	positions	pozice	position	N;GEN;FEM;PL;POS	N;FEM;PL
prvotní	primitif	prvotní	primitif	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
prvotní	primitive	prvotní	primitif	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
prvotní	primal	prvotní	primal	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
čtrnáct	quatorze	čtrnáct	quatorze	NUM;NOM;SG	NUM
reagoval	réagi	reagovat	réagir	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
reagoval	répondu	reagovat	répondre	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
miluje	aime	milovat	aimer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
miluje	adore	milovat	adorer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
cestování	voyage	cestování	voyage	N;NOM;NEUT;SG;POS	N;MASC;SG
holub	pigeon	holub	pigeon	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
porodu	accouchement	porod	accouchement	N;INAN;DAT;MASC;SG;POS	N;MASC;SG
logické	logique	logický	logique	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
logické	logique	logický	logique	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
pozvání	invite	pozvání	invite	N;NOM;NEUT;SG;POS	N;FEM;SG
pozvání	invitation	pozvání	invitation	N;NOM;NEUT;SG;POS	N;FEM;SG
pozvání	invitation	pozvání	invitation	N;NOM;NEUT;SG;POS	N;FEM;SG
myšlenek	réflexions	myšlenka	réflexion	N;GEN;FEM;PL;POS	N;FEM;PL
bonaparte	bonaparte	bonapart	bonaparte	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
minutu	minute	minuta	minute	N;ACC;FEM;SG;POS	N;FEM;SG
popření	négation	popření	négation	N;NOM;NEUT;SG;POS	N;FEM;SG
popření	refus	popření	refus	N;NOM;NEUT;SG;POS	N;MASC;SG
popření	déni	popření	dénir	N;NOM;NEUT;SG;POS	N;MASC;SG
výroční	annuelle	výroční	annuel	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
výroční	annuel	výroční	annuel	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
bytů	bytes	byt	byte	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
bytů	octets	byt	octet	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
chorvatské	croate	chorvatský	croate	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
prodává	vend	prodávat	vendre	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
hektarů	hectares	ha`hektar	hectare	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
parků	parcs	park	parc	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
xml	xml	xml	xml	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
obrátil	inversée	obrátit	inverser	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
obrátil	inversé	obrátit	inverser	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
url	url	url	url	N;NOM;NEUT;SG;POS	N;MASC;SG
url	url	url	url	N;NOM;NEUT;SG;POS	N;MASC;SG
okolnosti	circonstances	okolnost	circonstance	N;NOM;FEM;PL;POS	N;FEM;PL
okolnosti	circonstances	okolnost	circonstance	N;NOM;FEM;PL;POS	N;FEM;PL
liška	renard	liška	renard	N;NOM;FEM;SG;POS	N;MASC;SG
peří	plumage	peří	plumage	N;NOM;NEUT;SG;POS	N;MASC;SG
peří	plume	peří	plume	N;NOM;NEUT;SG;POS	N;FEM;SG
výhodu	avantage	výhoda	avantage	N;ACC;FEM;SG;POS	N;MASC;SG
pocity	sensations	pocit	sensation	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
pocity	sentiments	pocit	sentiment	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
sopka	volcan	sopka	volcan	N;NOM;FEM;SG;POS	N;MASC;SG
potraviny	nourritures	potravina	nourriture	N;NOM;FEM;PL;POS	N;FEM;PL
potraviny	aliments	potravina	aliment	N;NOM;FEM;PL;POS	N;MASC;PL
kult	secte	kult	secte	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
kult	culte	kult	culte	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
kůry	écorce	kůra	écorce	N;NOM;FEM;SG;POS	N;FEM;SG
kovové	métalliques	kovový	métallique	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
trubka	pipe	trubka	pipe	N;NOM;FEM;SG;POS	N;FEM;SG
trubka	tuyau	trubka	tuyau	N;NOM;FEM;SG;POS	N;MASC;SG
trubka	tube	trubka	tube	N;NOM;FEM;SG;POS	N;MASC;SG
trubka	trompette	trubka	trompette	N;NOM;FEM;SG;POS	N;FEM;SG
reklama	publicité	reklama	publicité	N;NOM;FEM;SG;POS	N;FEM;SG
reklama	publicité	reklama	publicité	N;NOM;FEM;SG;POS	N;FEM;SG
reklama	annonce	reklama	annonce	N;NOM;FEM;SG;POS	N;FEM;SG
návod	manuel	návod	manuel	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
naši	nos	můj	son	DET;NOM;MASC;PL;1	DET;MASC;PL
caesar	césar	caesar	césar	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
pohyby	mouvements	pohyb	mouvement	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
pohyby	motions	pohyb	motion	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
pohyby	mouvements	pohyb	mouvement	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
výjimku	exception	výjimka	exception	N;ACC;FEM;SG;POS	N;FEM;SG
čelní	frontal	čelní	frontal	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
čelní	frontale	čelní	frontal	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
true	true	true	true	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
orgánu	orgue	orgán	orgue	N;INAN;DAT;MASC;SG;POS	N;MASC;SG
orgánu	organe	orgán	organe	N;INAN;DAT;MASC;SG;POS	N;MASC;SG
řidiče	conducteur	řidič	conducteur	N;ANIM;ACC;MASC;SG;POS	N;MASC;SG
řidiče	pilote	řidič	pilote	N;ANIM;ACC;MASC;SG;POS	N;MASC;SG
řidiče	conducteur	řidič	conducteur	N;ANIM;ACC;MASC;SG;POS	N;MASC;SG
vyhláška	ordonnance	vyhláška	ordonnance	N;NOM;FEM;SG;POS	N;FEM;SG
vyhláška	décret	vyhláška	décret	N;NOM;FEM;SG;POS	N;MASC;SG
neštěstí	malchance	neštěstí	malchance	N;NOM;NEUT;SG;POS	N;FEM;SG
neštěstí	malheur	neštěstí	malheur	N;NOM;NEUT;SG;POS	N;MASC;SG
neštěstí	malchance	neštěstí	malchance	N;NOM;NEUT;SG;POS	N;FEM;SG
neštěstí	désastre	neštěstí	désastre	N;NOM;NEUT;SG;POS	N;MASC;SG
neštěstí	catastrophe	neštěstí	catastrophe	N;NOM;NEUT;SG;POS	N;FEM;SG
aktivních	actives	aktivní	actif	ADJ;GEN;MASC;PL;POS	ADJ;FEM;PL
aktivních	actifs	aktivní	actif	ADJ;GEN;MASC;PL;POS	ADJ;MASC;PL
