kegubernuran	gubernia	kegubernuran	guberní	N;SG	N;NOM;FEM;SG
penggantian	výmena	pengantian	výmena	N;SG	N;NOM;FEM;SG
penggantian	náhrada	pengantian	náhrada	N;SG	N;NOM;FEM;SG
suite	apartmán	suite	apartmán	N	N;INAN;NOM;MASC;SG
reputasi	reputácia	reputasi	reputácia	N;SG	N;NOM;FEM;SG
reputasi	reputácia	reputasi	reputácia	N;SG	N;NOM;FEM;SG
reputasi	povesť	reputasi	povesť	N;SG	N;NOM;FEM;SG
mengenali	rozoznať	menkenali	rozoznať	V;SG;ACT	V;PFV;POS;NFIN
mengenali	spoznal	menkenali	spoznať	V;SG;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
mengenali	rozpoznať	menkenali	rozpoznať	V;SG;ACT	V;PFV;POS;NFIN
mengenali	uznávať	menkenali	uznávať	V;SG;ACT	V;IPFV;POS;NFIN
mengenali	rozpoznať	menkenali	rozpoznať	V;SG;ACT	V;PFV;POS;NFIN
mengenali	uznať	menkenali	uznať	V;SG;ACT	V;PFV;POS;NFIN
mengenali	spoznal	menkenali	spoznať	V;SG;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
wawasan	nahliadnutie	wawasan	nahliadnutie	N;SG	N;NOM;NEUT;SG
keunikan	jedinečnosť	keunikan	jedinečnosť	N;SG	N;NOM;FEM;SG
asumsi	predpoklad	asumsi	predpoklad	N;SG	N;INAN;NOM;MASC;SG
asumsi	domnienka	asumsi	domnienka	N;SG	N;NOM;FEM;SG
asumsi	predpokladu	asumsi	predpoklad	N;SG	N;INAN;GEN;MASC;SG
asumsi	prevzatie	asumsi	prevzatie	N;SG	N;NOM;NEUT;SG
kiper	brankár	kiper	brankár	N;SG	N;ANIM;NOM;MASC;SG
kiper	brankára	kiper	brankár	N;SG	N;ANIM;ACC;MASC;SG
lancar	hladká	lancar	hladký	ADJ;SG	ADJ;NOM;FEM;SG
lancar	plynulé	lancar	plynulý	ADJ;SG	ADJ;NOM;NEUT;SG
lancar	hladký	lancar	hladký	ADJ;SG	ADJ;INAN;NOM;MASC;SG
lancar	hladké	lancar	hladký	ADJ;SG	ADJ;NOM;NEUT;SG
bengkel	workshop	bengkel	workshop	N;SG	N;INAN;NOM;MASC;SG
bengkel	seminár	bengkel	seminár	N;SG	N;INAN;NOM;MASC;SG
penawaran	dohodu	pentawaran	dohoda	N;SG	N;ACC;FEM;SG
penawaran	dohoda	pentawaran	dohoda	N;SG	N;NOM;FEM;SG
penawaran	ponuka	pentawaran	ponuka	N;SG	N;NOM;FEM;SG
penawaran	ponuku	pentawaran	ponuka	N;SG	N;ACC;FEM;SG
penawaran	ponuka	pentawaran	ponuka	N;SG	N;NOM;FEM;SG
penawaran	ponuku	pentawaran	ponuka	N;SG	N;ACC;FEM;SG
pengalihan	presmerovanie	penalihan	presmerovanie	N;SG	N;NOM;NEUT;SG
pengalihan	presmerovanie	penalihan	presmerovanie	N;SG	N;NOM;NEUT;SG
pengalihan	odklon	penalihan	odklon	N;SG	N;INAN;NOM;MASC;SG
pengalihan	rozptýlenie	penalihan	rozptýlenie	N;SG	N;NOM;NEUT;SG
pengalihan	rozptýlenie	penalihan	rozptýlenie	N;SG	N;NOM;NEUT;SG
lithuania	litva	lithuania	litvo	N;SG	N;INAN;NOM;MASC;SG
lithuania	litve	lithuania	litva	N;SG	N;INAN;NOM;MASC;SG
kalsium	vápnika	kalsium	vápnik	N	N;INAN;GEN;MASC;SG
kalsium	vápnik	kalsium	vápnik	N	N;INAN;NOM;MASC;SG
teror	hrôza	teror	hrôza	N;SG	N;NOM;FEM;SG
teror	teror	teror	teror	N;SG	N;INAN;NOM;MASC;SG
obligasi	väzba	obligasi	väzba	N;SG	N;NOM;FEM;SG
obligasi	puto	obligasi	puto	N;SG	N;NOM;NEUT;SG
tingkah	rozmar	tingkah	rozmar	N;SG	N;INAN;NOM;MASC;SG
tingkah	chovanie	tingkah	chovanie	N;SG	N;NOM;NEUT;SG
tingkah	správanie	tingkah	správanie	N;SG	N;NOM;NEUT;SG
ketahanan	výdrž	ketahanan	výdrž	N;SG	N;NOM;FEM;SG
ketahanan	trvanlivosť	ketahanan	trvanlivosť	N;SG	N;NOM;FEM;SG
ketahanan	vytrvalosť	ketahanan	vytrvalosť	N;SG	N;NOM;FEM;SG
ketahanan	odolnosť	ketahanan	odolnosť	N;SG	N;NOM;FEM;SG
ketahanan	odolnosť	ketahanan	odolnosť	N;SG	N;NOM;FEM;SG
ketahanan	rezistencia	ketahanan	rezistencia	N;SG	N;NOM;FEM;SG
ketahanan	odpor	ketahanan	odpor	N;SG	N;INAN;NOM;MASC;SG
beku	mráz	beku	mraza	N;SG	N;ANIM;NOM;MASC;SG
desktop	plochu	desktop	plocha	N;SG	N;ACC;FEM;SG
desktop	plocha	desktop	plocha	N;SG	N;NOM;FEM;SG
metabolisme	metabolizmus	metabolisme	metabolizmus	N;SG	N;INAN;NOM;MASC;SG
metabolisme	metabolizmu	metabolisme	metabolizmus	N;SG	N;INAN;GEN;MASC;SG
mediawiki	mediawiki	mediawiki	mediaňiky	N	N;INAN;NOM;MASC;SG
surel	mail	surel	maiť	N	N;INAN;NOM;MASC;SG
surel	pošta	surel	pošta	N	N;NOM;FEM;SG
surel	email	surel	email	N	N;INAN;NOM;MASC;SG
surel	mailov	surel	mail	N	N;INAN;GEN;MASC;PL
tren	trend	tren	trend	N;SG	N;INAN;NOM;MASC;SG
tren	tendencia	tren	tendencia	N;SG	N;NOM;FEM;SG
perusak	ničiteľ	penrusak	ničiteľ	N;SG	N;ANIM;NOM;MASC;SG
aluminium	hliníka	aluminium	hliník	N;SG	N;INAN;GEN;MASC;SG
aluminium	hliník	aluminium	hliník	N;SG	N;INAN;NOM;MASC;SG
aluminium	hliník	aluminium	hliník	N;SG	N;INAN;NOM;MASC;SG
ranah	domény	ranah	domén	N	N;NOM;FEM;PL
natrium	sodík	natrium	sodík	N	N;INAN;NOM;MASC;SG
natrium	sodíka	natrium	sodík	N	N;INAN;NOM;MASC;SG
banteng	býk	banteng	býk	N;SG	N;ANIM;NOM;MASC;SG
kabin	chatky	kabin	chatka	N	N;NOM;FEM;PL
kabin	kajuty	kabin	kajut	N	N;NOM;FEM;PL
kabin	kabíny	kabin	kabína	N	N;NOM;FEM;PL
kabin	kabína	kabin	kabína	N	N;NOM;FEM;SG
kabin	chata	kabin	chata	N	N;NOM;FEM;SG
kabin	chate	kabin	chata	N	N;DAT;FEM;SG
shogun	šogúna	shogun	šogún	N	N;NOM;FEM;SG
gencatan	prímerie	gencatan	prímerie	N;SG	N;NOM;NEUT;SG
terkandung	obsahovala	terkandung	obsahovať	V;SG;PASS	V;IPFV;FEM;SG;POS;PST;V.PTCP
terkandung	obsahoval	terkandung	obsahovať	V;SG;PASS	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
hyundai	hyundai	hyundai	hyundai	N	N;INAN;NOM;MASC;SG
daur	cyklus	daur	cyklus	N;SG	N;INAN;NOM;MASC;SG
daur	cyklu	daur	cyklus	N;SG	N;INAN;GEN;MASC;SG
komputasi	výpočet	komputasi	výpočet	N;SG	N;INAN;NOM;MASC;SG
komputasi	computing	komputasi	computing	N;SG	N;NOM;FEM;SG
piramida	pyramída	piramida	pyramída	N	N;NOM;FEM;SG
piramida	pyramídy	piramida	pyramída	N	N;NOM;FEM;PL
piramida	pyramídy	piramida	pyramída	N	N;NOM;FEM;PL
semut	mravec	semut	mravec	N;SG	N;ANIM;NOM;MASC;SG
mengamankan	zabezpečiť	menamankan	zabezpečiť	V;SG;ACT	V;PFV;POS;NFIN
mengamankan	zaistiť	menamankan	zaistiť	V;SG;ACT	V;PFV;POS;NFIN
percetakan	tlač	percetakan	tlač	N;SG	N;NOM;FEM;SG
percetakan	potlač	percetakan	potlač	N;SG	N;NOM;FEM;SG
percetakan	tlačiareň	percetakan	tlačiareň	N;SG	N;NOM;FEM;SG
denominasi	názov	denominasi	názov	N;SG	N;INAN;NOM;MASC;SG
denominasi	pomenovanie	denominasi	pomenovanie	N;SG	N;NOM;NEUT;SG
motivasi	motivácia	motivasi	motivácia	N;SG	N;NOM;FEM;SG
motivasi	motiváciu	motivasi	motivácia	N;SG	N;ACC;FEM;SG
kas	hotovosť	kas	hotovosť	N;SG	N;NOM;FEM;SG
kas	cash	kas	cash	N;SG	N;INAN;NOM;MASC;SG
teknisi	technik	teknisi	technik	N;SG	N;ANIM;NOM;MASC;SG
teknisi	technika	teknisi	technika	N;SG	N;NOM;FEM;SG
teknisi	inžinier	teknisi	inžinker	N;SG	N;ANIM;NOM;MASC;SG
indikator	ukazovateľ	indikator	ukazovateľ	N;SG	N;INAN;NOM;MASC;SG
indikator	indikátor	indikator	indikátor	N;SG	N;INAN;NOM;MASC;SG
helium	hélium	helium	hélium	N	N;NOM;NEUT;SG
kemarahan	zlosť	kemarahan	zlosť	N;SG	N;NOM;FEM;SG
kemarahan	hnev	kemarahan	hnev	N;SG	N;INAN;NOM;MASC;SG
kemarahan	fury	kemarahan	fura	N;SG	N;INAN;NOM;MASC;SG
kemarahan	rozhorčenie	kemarahan	rozhorčenie	N;SG	N;NOM;NEUT;SG
kemarahan	zlosť	kemarahan	zlosť	N;SG	N;NOM;FEM;SG
kemarahan	zúrivosť	kemarahan	zúrivosť	N;SG	N;NOM;FEM;SG
kemarahan	hnev	kemarahan	hnev	N;SG	N;INAN;NOM;MASC;SG
notaris	notár	notaris	notár	N	N;ANIM;NOM;MASC;SG
pembeli	kupec	penbeli	kupec	N;SG	N;ANIM;NOM;MASC;SG
mengobati	ošetriť	menobati	ošetriť	V;SG;ACT	V;PFV;POS;NFIN
mengobati	liečiť	menobati	liečiť	V;SG;ACT	V;IPFV;POS;NFIN
mengobati	zaobchádzať	menobati	zaobchádzať	V;SG;ACT	V;IPFV;POS;NFIN
sunting	úpravy	sunting	úprava	N	N;NOM;FEM;PL
kuna	kuna	kuna	kuna	N	N;ANIM;NOM;MASC;SG
kehamilan	tehotenstvo	kehamilan	tehotenstvo	N;SG	N;NOM;NEUT;SG
kehamilan	gravidita	kehamilan	gravidita	N;SG	N;NOM;FEM;SG
balas	odpovedať	balas	odpovedať	V;SG;ACT	V;IPFV;POS;NFIN
emisi	emisia	emisi	emisia	N;SG	N;NOM;FEM;SG
keberanian	odvaha	keberanian	odvaha	N;SG	N;NOM;FEM;SG
keberanian	odvahu	keberanian	odvaha	N;SG	N;ACC;FEM;SG
keberanian	odvahy	keberanian	odvaha	N;SG	N;GEN;FEM;SG
keberanian	statočnosť	keberanian	statočnosť	N;SG	N;NOM;FEM;SG
sekte	kult	sekte	kult	N	N;INAN;NOM;MASC;SG
sekte	sekty	sekte	sekta	N	N;NOM;FEM;PL
sekte	sekty	sekte	sekta	N	N;NOM;FEM;PL
melodi	melódiu	melodi	melódia	N;SG	N;ACC;FEM;SG
melodi	melódia	melodi	melódia	N;SG	N;NOM;FEM;SG
tangki	tanker	tangki	tanker	N;SG	N;INAN;NOM;MASC;SG
tangki	nádrž	tangki	nádrž	N;SG	N;NOM;FEM;SG
tangki	tank	tangki	tank	N;SG	N;INAN;NOM;MASC;SG
saingan	súper	saingan	súper	N;SG	N;INAN;NOM;MASC;SG
antologi	antológia	antologi	antológia	N	N;NOM;FEM;SG
fluida	tekutina	fluida	tekutina	N	N;NOM;FEM;SG
fluida	tekutín	fluida	tekutín	N	N;GEN;FEM;PL
fluida	kvapalina	fluida	kvapalina	N	N;NOM;FEM;SG
anumerta	posmrtnú	anumerta	posmrtný	N	N;NOM;FEM;SG
anumerta	posmrtne	anumerta	posmrtne	N	N;NOM;MASC;SG
diklaim	tvrdilo	diklaim	tvrdiť	V;SG;PASS	V;IPFV;NEUT;SG;POS;PST;V.PTCP
diklaim	tvrdila	diklaim	tvrdiť	V;SG;PASS	V;IPFV;FEM;SG;POS;PST;V.PTCP
diklaim	žiadal	diklaim	žiadať	V;SG;PASS	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
pesanan	poradie	pesanan	poradie	N;SG	N;NOM;NEUT;SG
pesanan	objednávka	pesanan	objednávka	N;SG	N;NOM;FEM;SG
pesanan	poriadok	pesanan	poriadok	N;SG	N;INAN;NOM;MASC;SG
restorasi	obnova	restorasi	obnova	N;SG	N;NOM;FEM;SG
restorasi	obnovenie	restorasi	obnovenie	N;SG	N;NOM;NEUT;SG
persediaan	zásobovanie	persediaan	zásobovanie	N;SG	N;NOM;NEUT;SG
martir	mučeníkov	martir	mučeník	N	N;ANIM;ACC;MASC;PL
martir	mučeníka	martir	mučeník	N	N;ANIM;ACC;MASC;SG
menggambar	čerpať	mengambar	čerpať	V;SG;ACT	V;IPFV;POS;NFIN
menggambar	nakresliť	mengambar	nakresliť	V;SG;ACT	V;PFV;POS;NFIN
menggambar	kresliť	mengambar	kresliť	V;SG;ACT	V;PFV;POS;NFIN
menggambar	vyvodiť	mengambar	vyvodiť	V;SG;ACT	V;PFV;POS;NFIN
beristirahat	odpočíva	beristirahat	odpočívať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
beristirahat	odpočinúť	beristirahat	odpočinúť	V;SG;ACT	V;PFV;POS;NFIN
glass	pohár	glass	pohár	N	N;INAN;NOM;MASC;SG
glass	sklo	glass	sklo	N	N;NOM;NEUT;SG
glass	sklá	glass	sklo	N	N;NOM;NEUT;PL
glass	pohárik	glass	pohárik	N	N;INAN;NOM;MASC;SG
benyamin	benjamin	benyamin	benjamin	N	N;INS;FEM;PL
psikologis	psychológ	psikologis	psychológ	N;SG	N;ANIM;NOM;MASC;SG
konsol	konzoly	konsol	konzol	N	N;NOM;FEM;PL
konsol	konzoly	konsol	konzol	N	N;NOM;FEM;PL
konsol	konzola	konsol	konzola	N	N;NOM;FEM;SG
angkut	preprava	angkut	preprava	N;SG;ACT	N;NOM;FEM;SG
angkut	transport	angkut	transport	N;SG;ACT	N;INAN;NOM;MASC;SG
angkut	doprava	angkut	doprava	N;SG;ACT	N;NOM;FEM;SG
pakan	kŕmenie	pakan	kŕmenie	N;SG	N;NOM;NEUT;SG
lituania	litva	lituania	litvo	N;SG	N;INAN;NOM;MASC;SG
lituania	litve	lituania	litva	N;SG	N;INAN;NOM;MASC;SG
landak	dikobraz	landak	dikobraz	N	N;ANIM;NOM;MASC;SG
landak	ježko	landak	ježko	N	N;ANIM;NOM;MASC;SG
terjebak	zasekol	terjebak	zaseknúť	V;SG;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
terjebak	uviazol	terjebak	uviaznuť	V;SG;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
mendapati	našiel	mendapati	nájsť	V;SG;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
mendapati	našlo	mendapati	nájsť	V;SG;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
meditasi	meditácia	meditasi	meditácia	N;SG	N;NOM;FEM;SG
kotoran	špina	kotoran	špina	N;SG	N;NOM;FEM;SG
kotoran	špina	kotoran	špina	N;SG	N;NOM;FEM;SG
kotoran	hlina	kotoran	hlina	N;SG	N;NOM;FEM;SG
kotoran	hovno	kotoran	hovno	N;SG	N;NOM;MASC;SG
keberatan	námietku	keberatan	námietok	N;SG	N;ACC;FEM;SG
keberatan	námietka	keberatan	námietok	N;SG	N;NOM;FEM;SG
agenda	agendu	agenda	agenda	N;SG	N;ACC;FEM;SG
agenda	program	agenda	program	N;SG	N;INAN;NOM;MASC;SG
agenda	agenda	agenda	agenda	N;SG	N;NOM;FEM;SG
transistor	tranzistory	transistor	tranzistor	N	N;INAN;NOM;MASC;PL
transistor	tranzistor	transistor	tranzistor	N	N;INAN;NOM;MASC;SG
membenci	neznášal	menbenci	znášať	V;SG;ACT	V;ANIM;IPFV;MASC;SG;NEG;PST;V.PTCP
membenci	nenávidel	menbenci	nenávidieť	V;SG;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
membenci	nenávidela	menbenci	nenávidieť	V;SG;ACT	V;IPFV;FEM;SG;NEG;PST;V.PTCP
membenci	nenávidieť	menbenci	nenávidieť	V;SG;ACT	V;IPFV;POS;NFIN
membenci	nenávidieť	menbenci	nenávidieť	V;SG;ACT	V;IPFV;POS;NFIN
membenci	nenávidím	menbenci	nenávidieť	V;SG;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
membenci	neznášam	menbenci	znášať	V;SG;ACT	V;IPFV;IND;SG;1;NEG;PRS;FIN
membenci	nenávidí	menbenci	nenávidieť	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
membenci	neznáša	menbenci	znášať	V;SG;ACT	V;IPFV;IND;SG;3;NEG;PRS;FIN
penganiayaan	prenasledovanie	penaniayaan	prenasledovanie	N;SG	N;NOM;NEUT;SG
pelantikan	indukcia	penlantikan	indukcia	N;SG	N;NOM;FEM;SG
pelantikan	vyvolanie	penlantikan	vyvolanie	N;SG	N;NOM;NEUT;SG
pelantikan	inaugurácii	penlantikan	inaugurácia	N;SG	N;DAT;FEM;SG
stabilitas	stabilita	stabilitas	stabilita	N;SG	N;NOM;FEM;SG
stabilitas	stabilitu	stabilitas	stabilita	N;SG	N;ACC;FEM;SG
stabilitas	stálosť	stabilitas	stálosť	N;SG	N;NOM;FEM;SG
antropologi	antropológia	antropologi	antropológia	N	N;NOM;FEM;SG
hutang	dlhu	hutang	dlh	N;SG	N;INAN;GEN;MASC;SG
hutang	dlh	hutang	dlh	N;SG	N;INAN;NOM;MASC;SG
hutang	pohľadávka	hutang	pohľadávka	N;SG	N;NOM;FEM;SG
pendahulu	predchodcu	pendahulu	predchodca	N;SG	N;ANIM;ACC;MASC;SG
pendahulu	predchodca	pendahulu	predchodca	N;SG	N;ANIM;NOM;MASC;SG
membujuk	presvedčil	menbujuk	presvedčiť	V;SG;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
membujuk	presvedčila	menbujuk	presvedčiť	V;SG;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
membujuk	presvedčiť	menbujuk	presvedčiť	V;SG;ACT	V;PFV;POS;NFIN
membujuk	presviedčať	menbujuk	presviedčať	V;SG;ACT	V;IPFV;POS;NFIN
degradasi	degradácia	degradasi	degradácia	N;SG	N;NOM;FEM;SG
penyelamatan	záchrana	penselamatan	záchrana	N;SG	N;NOM;FEM;SG
penyelamatan	záchranu	penselamatan	záchrana	N;SG	N;ACC;FEM;SG
peliharaan	zvieratko	peliharaan	zvieratko	N;SG	N;NOM;NEUT;SG
simple	jednoduchý	simple	jednoduchý	ADJ	ADJ;ANIM;NOM;MASC;SG
simple	jednoduchá	simple	jednoduchý	ADJ	ADJ;NOM;FEM;SG
simple	jednoduché	simple	jednoduchý	ADJ	ADJ;NOM;NEUT;SG
bibit	semienka	bibit	semienka	N;SG	N;NOM;FEM;SG
bibit	osiva	bibit	osiva	N;SG	N;INAN;GEN;MASC;SG
bibit	semeno	bibit	semeno	N;SG	N;NOM;NEUT;SG
bibit	osivo	bibit	osivo	N;SG	N;INAN;NOM;MASC;SG
mencalonkan	nominovať	mencalonkan	nominovať	V;SG;ACT	V;IPFV;POS;NFIN
rentan	náchylné	rentan	náchylný	ADJ;SG	ADJ;NOM;NEUT;SG
rentan	vnímavé	rentan	vnímavý	ADJ;SG	ADJ;NOM;NEUT;SG
rentan	zraniteľné	rentan	zraniteľný	ADJ;SG	ADJ;NOM;NEUT;SG
rentan	zraniteľná	rentan	zraniteľný	ADJ;SG	ADJ;NOM;FEM;SG
rentan	zraniteľný	rentan	zraniteľný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
terlambat	neskorý	terlambat	neskorý	ADJ;SG	ADJ;INAN;NOM;MASC;SG
terlambat	oneskorené	terlambat	oneskorený	ADJ;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
terlambat	neskoré	terlambat	neskorý	ADJ;SG	ADJ;NOM;NEUT;SG
pemandu	sprievodcu	penpandu	sprievodca	N;SG	N;INAN;GEN;MASC;SG
pemandu	príručka	penpandu	príručka	N;SG	N;NOM;FEM;SG
pemandu	sprievodca	penpandu	sprievodca	N;SG	N;INAN;NOM;MASC;SG
pemandu	návod	penpandu	návod	N;SG	N;INAN;NOM;MASC;SG
diserap	absorbuje	diserap	absorbovať	V;SG;PASS	V;IPFV;IND;SG;3;POS;PRS;FIN
dikritik	kritizoval	dikritik	kritizovať	V;SG;PASS	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
upah	mzdu	upah	mzda	N;SG	N;ACC;FEM;SG
upah	mzda	upah	mzda	N;SG	N;NOM;FEM;SG
upah	prenájom	upah	prenáj	N;SG	N;INAN;NOM;MASC;SG
upah	mzda	upah	mzda	N;SG	N;NOM;FEM;SG
konsensus	konsenzu	konsensus	konsenza	N;SG	N;INAN;GEN;MASC;SG
konsensus	konsenzus	konsensus	konsenzus	N;SG	N;INAN;NOM;MASC;SG
taufan	tajfún	taufan	tajfún	N;SG	N;INAN;NOM;MASC;SG
merugikan	ublížiť	menrugikan	ublížiť	V;SG;ACT	V;PFV;POS;NFIN
merugikan	škodí	menrugikan	škodie	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
merugikan	poškodzuje	menrugikan	poškodzovať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
avatar	avatar	avatar	avatar	N;SG	N;ANIM;NOM;MASC;SG
memperingatkan	varovala	menperingatkan	varovať	V;SG;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
memperingatkan	varoval	menperingatkan	varovať	V;SG;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
memperingatkan	varuje	menperingatkan	varovať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
spiral	špirála	spiral	špirála	N	N;NOM;FEM;SG
spiral	špirál	spiral	špirál	N	N;GEN;FEM;PL
internazionale	internazionale	internazionale	internazionale	N	N;INAN;NOM;MASC;SG
potong	rez	potong	rez	N;SG;ACT	N;INAN;NOM;MASC;SG
potong	strih	potong	strih	N;SG;ACT	N;INAN;NOM;MASC;SG
memikirkan	myslel	menpikirkan	myslieť	V;SG;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
memikirkan	premýšľa	menpikirkan	premýšľa	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
regulasi	predpis	regulasi	predpis	N;SG	N;INAN;NOM;MASC;SG
regulasi	regulácia	regulasi	regulácia	N;SG	N;NOM;FEM;SG
regulasi	nariadenie	regulasi	nariadenie	N;SG	N;NOM;NEUT;SG
menyewa	najať	mensewa	najať	V;SG;ACT	V;PFV;POS;NFIN
menyewa	zamestnať	mensewa	zamestnať	V;SG;ACT	V;PFV;POS;NFIN
habsburg	habsburg	habsburg	habsburg	N	N;ANIM;NOM;MASC;SG
pengumpulan	zhromažďovanie	penkumpulan	zhromažďovanie	N;SG	N;NOM;NEUT;SG
pengumpulan	zhromaždenie	penkumpulan	zhromaždenie	N;SG	N;NOM;NEUT;SG
menyumbang	prispela	mensumbang	prispieť	V;SG;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
menyumbang	darovala	mensumbang	darovať	V;SG;ACT	V;FEM;SG;POS;PST;V.PTCP
menyumbang	prispel	mensumbang	prispieť	V;SG;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
menyumbang	daroval	mensumbang	darovať	V;SG;ACT	V;ANIM;MASC;SG;POS;PST;V.PTCP
menyumbang	darovať	mensumbang	darovať	V;SG;ACT	V;POS;NFIN
menyumbang	prispieť	mensumbang	prispieť	V;SG;ACT	V;PFV;POS;NFIN
membandingkan	porovnávať	menbandingkan	porovnávať	V;SG;ACT	V;IPFV;POS;NFIN
membandingkan	porovnať	menbandingkan	porovnať	V;SG;ACT	V;PFV;POS;NFIN
membandingkan	porovnaj	menbandingkan	porovnaj	V;SG;ACT	V;PFV;IMP;SG;2;POS;FIN
membandingkan	porovná	menbandingkan	porovný	V;SG;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
membandingkan	porovnáva	menbandingkan	porovnávať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
perumpamaan	podobenstvo	perumpamaan	podobenstvo	N;SG	N;NOM;NEUT;SG
sedimen	sediment	sedimen	sediment	N;SG	N;INAN;NOM;MASC;SG
menghubungi	kontaktoval	menhubungi	kontaktovať	V;SG;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
menghubungi	oslovila	menhubungi	osloviť	V;SG;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
penembakan	streľba	pentembakan	streľba	N;SG	N;NOM;FEM;SG
pucat	bledá	pucat	bledý	ADJ;SG	ADJ;NOM;FEM;SG
register	registre	register	registre	N	N;INAN;NOM;MASC;PL
register	evidencie	register	evidencia	N	N;NOM;FEM;PL
register	registrov	register	register	N	N;INAN;GEN;MASC;PL
register	evidencia	register	evidencia	N	N;NOM;FEM;SG
register	register	register	register	N	N;INAN;NOM;MASC;SG
register	registrácia	register	registrácia	N	N;NOM;FEM;SG
lift	výťahy	lift	výťah	N	N;INAN;NOM;MASC;PL
lift	výťah	lift	výťah	N	N;INAN;NOM;MASC;SG
lift	výťahy	lift	výťah	N	N;INAN;NOM;MASC;PL
lift	výťahom	lift	výťah	N	N;INAN;INS;MASC;SG
lift	výťahu	lift	výťah	N	N;INAN;GEN;MASC;SG
lift	výťah	lift	výťah	N	N;INAN;NOM;MASC;SG
menduga	očakáva	menduga	očakávať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
menduga	očakávam	menduga	očakávať	V;SG;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
mempercayai	veriť	menpercayai	veriť	V;SG;ACT	V;IPFV;POS;NFIN
mempercayai	dôverovať	menpercayai	dôverovať	V;SG;ACT	V;IPFV;POS;NFIN
monitor	monitor	monitor	monitor	N;SG	N;INAN;NOM;MASC;SG
pelestarian	zachovanie	pelestarian	zachovanie	N;SG	N;NOM;NEUT;SG
pelestarian	zachovávanie	pelestarian	zachovávanie	N;SG	N;NOM;NEUT;SG
pelestarian	uchovávanie	pelestarian	uchovávanie	N;SG	N;NOM;NEUT;SG
pelestarian	konzervovanie	pelestarian	konzervovanie	N;SG	N;NOM;NEUT;SG
oksidasi	oxidácia	oksidasi	oxidácia	N;SG	N;NOM;FEM;SG
zakat	almužnu	zakat	almužny	N;SG	N;ACC;FEM;SG
assembly	montáž	assembly	montáž	N	N;NOM;FEM;SG
assembly	zostava	assembly	zostava	N	N;NOM;FEM;SG
assembly	zhromaždenia	assembly	zhromaždenie	N	N;NOM;NEUT;PL
assembly	zhromaždenie	assembly	zhromaždenie	N	N;NOM;NEUT;SG
pernapasan	dýchanie	pernapasan	dýchanie	N;SG	N;NOM;NEUT;SG
pernapasan	dýchanie	pernapasan	dýchanie	N;SG	N;NOM;NEUT;SG
yudaisme	judaizmus	yudaisme	judaizmus	N;SG	N;INAN;NOM;MASC;SG
berlian	diamant	berlian	diamant	N;SG	N;ANIM;NOM;MASC;SG
penyu	korytnačka	penyu	korytnačka	N	N;NOM;FEM;SG
penyu	korytnačky	penyu	korytnačky	N	N;NOM;FEM;PL
kemah	tábora	kemah	tábor	N;SG	N;INAN;GEN;MASC;SG
kemah	camp	kemah	camp	N;SG	N;INAN;NOM;MASC;SG
kemah	tábor	kemah	tábor	N;SG	N;INAN;NOM;MASC;SG
cluster	zoskupenia	cluster	zoskupenie	N	N;NOM;NEUT;PL
cluster	zoskupenie	cluster	zoskupenie	N	N;NOM;NEUT;SG
cluster	zoskupenia	cluster	zoskupenie	N	N;NOM;NEUT;PL
cluster	zoskupení	cluster	zoskupenie	N	N;NOM;NEUT;PL
