ve	та	ve	та	CONJ	CONJ
içeriği	зміст	içerik	зміст	N;NOM;SG;3	N;INAN;NOM;MASC;SG
içeriği	вміст	içerik	вміст	N;NOM;SG;3	N;INAN;NOM;MASC;SG
içeriği	зміст	içerik	зміст	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dolar	долар	dolar	долар	N;NOM;SG;3	N;INAN;NOM;MASC;SG
akşam	вечір	akşam	вечір	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bayrağı	прапорець	bayrak	прапорець	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bayrağı	прапор	bayrak	прапор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bayrağı	прапора	bayrak	прапор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yolları	шляхи	yol	шлях	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yolları	контури	yol	контура	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yolları	шляхи	yol	шлях	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yolları	способи	yol	спосіб	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yolları	шляхи	yol	шлях	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yolları	маршрути	yol	маршрути	N;NOM;PL;3	N;INAN;NOM;MASC;PL
vermiş	віддала	ver	віддати	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
vermiş	дав	ver	дати	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
vermiş	дала	ver	дати	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
temsilcisi	реп	temsilci	реп.	N;NOM;SG;3	N;INAN;NOM;MASC;SG
temsilcisi	представник	temsilci	представник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
özellikler	особливості	özellik	особливість	N;NOM;PL;3	N;INAN;NOM;FEM;PL
özellikler	можливості	özellik	можливість	N;NOM;PL;3	N;INAN;NOM;FEM;PL
özellikler	специфікації	özellik	специфікація	N;NOM;PL;3	N;INAN;NOM;FEM;PL
özellikler	характеристики	özellik	характеристика	N;NOM;PL;3	N;INAN;NOM;FEM;PL
özellikler	атрибути	özellik	атрибути	N;NOM;PL;3	N;INAN;NOM;MASC;PL
özellikler	властивості	özellik	властивість	N;NOM;PL;3	N;INAN;NOM;FEM;PL
taşındı	переїхала	taşı	переїхати	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;IND;SG;PST;FIN
taşındı	переїхав	taşı	переїхати	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;IND;SG;PST;FIN
gösterilen	показано	göster	показати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
gösterilen	відображено	göster	відображити	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
gösterilen	показано	göster	показати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
başlığı	шапка	başlık	шапка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
başlığı	заголовок	başlık	заголовок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
başlığı	назва	başlık	назва	N;NOM;SG;3	N;INAN;NOM;FEM;SG
başlığı	заголовок	başlık	заголовок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
başlığı	титул	başlık	титул	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
kulüpler	клуби	kulüp	клуб	N;NOM;PL;3	N;INAN;NOM;MASC;PL
dersleri	уроки	ders	урок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
dersleri	класи	ders	клас	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kolordu	корпус	kolor	корпус	N;NOM;SG;3	N;INAN;NOM;MASC;SG
isimler	назви	isim	назва	N;NOM;PL;3	N;INAN;NOM;FEM;PL
isimler	імена	isim	ім’я	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
elizabeth	єлизавета	elizabeth	єлизавета	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
elizabeth	елізабет	elizabeth	елізабет	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
tarihçi	історик	tarihçi	історик	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
tarihçi	літописець	tarihçi	літописець	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
mutlu	щаслива	mutlu	щасливий	ADJ	ADJ;NOM;FEM;SG
mutlu	щасливі	mutlu	щасливий	ADJ	ADJ;NOM;PL
mutlu	щасливе	mutlu	щасливий	ADJ	ADJ;NOM;NEUT;SG
mutlu	щасливий	mutlu	щасливий	ADJ	ADJ;NOM;MASC;SG
mutlu	щасливим	mutlu	щасливий	ADJ	ADJ;INS;NEUT;SG
bölümler	епізоди	bölüm	епізод	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölümler	серії	bölüm	серія	N;NOM;PL;3	N;INAN;NOM;FEM;PL
bölümler	розділи	bölüm	розділ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölümler	розділи	bölüm	розділ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölümler	глави	bölüm	глава	N;NOM;PL;3	N;INAN;NOM;FEM;PL
varlığı	присутність	varlık	присутність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
oda	камера	oda	камера	N;NOM;SG;3	N;INAN;NOM;FEM;SG
oda	палата	oda	палата	N;NOM;SG;3	N;INAN;NOM;FEM;SG
oda	кімната	oda	кімната	N;NOM;SG;3	N;INAN;NOM;FEM;SG
alınmış	взято	al	взяти	V;PFV;NFH;IND;POS;PST;PASS	V;PFV;IND;0;FIN
alınmış	забрала	al	забрати	V;PFV;NFH;IND;POS;PST;PASS	V;PFV;FEM;IND;SG;PST;FIN
alınmış	зроблено	al	зробити	V;PFV;NFH;IND;POS;PST;PASS	V;PFV;IND;0;FIN
okuma	прочитати	oku	прочитати	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
çevresi	місцевість	çevre	місцевість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
museum	музей	museum	музей	N;NOM;SG;3	N;INAN;NOM;MASC;SG
karakterler	персонажі	karak	персонаж	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
karakterler	ієрогліфи	karak	ієрогліф	N;NOM;PL;3	N;INAN;NOM;MASC;PL
karakterler	літери	karak	літера	N;NOM;PL;3	N;INAN;NOM;FEM;PL
karakterler	символи	karak	символ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
alanlar	алани	alan	алан	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
alanlar	поля	alan	поле	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
alanlar	ділянки	alan	ділянка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
oyunculuk	заступник	oyunculuk	заступник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
villa	вілла	villa	вілла	N;NOM;SG;3	N;INAN;NOM;FEM;SG
seyahat	подорож	seyahat	подорож	N;NOM;SG;3	N;INAN;NOM;FEM;SG
seyahat	мандрівка	seyahat	мандрівка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
seyahat	подорож	seyahat	подорож	N;NOM;SG;3	N;INAN;NOM;FEM;SG
seyahat	їзда	seyahat	їзда	N;NOM;SG;3	N;INAN;NOM;FEM;SG
seyahat	подорож	seyahat	подорож	N;NOM;SG;3	N;INAN;NOM;FEM;SG
özgürlük	свобода	özgürlük	свобода	N;NOM;SG;3	N;INAN;NOM;FEM;SG
özgürlük	свобода	özgürlük	свобода	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hizmetleri	послуги	hizmet	послуга	N;NOM;PL;3	N;INAN;NOM;FEM;PL
hizmetleri	служби	hizmet	служба	N;NOM;PL;3	N;INAN;NOM;FEM;PL
kapısı	брама	kapı	брама	N;NOM;SG;3	N;INAN;NOM;FEM;SG
şikayet	скарга	şikayet	скарга	N;NOM;SG;3	N;INAN;NOM;FEM;SG
şikayet	звіт	şikayet	звіт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
şikayet	скарга	şikayet	скарга	N;NOM;SG;3	N;INAN;NOM;FEM;SG
şikayet	звітування	şikayet	звітування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
öğrenciler	студенти	öğrenci	студент	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
öğrenciler	учні	öğrenci	учень	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kaydetti	зазначив	kaydet	зазначити	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
kaydetti	зауважити	kaydet	зауважити	V;PFV;IND;SG;3;POS;PST	V;PFV;NFIN
caddesi	проспект	cadde	проспект	N;NOM;SG;3	N;INAN;NOM;MASC;SG
elektron	електрон	elektron	електрон	N;NOM;SG;3	N;INAN;NOM;MASC;SG
elektron	електроніка	elektron	електроніка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
fabrikası	фабрика	fabrikası	фабрика	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kullanmak	використати	kullan	використати	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
kullanmak	викупити	kullan	викупити	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
yazarlar	письменники	yazar	письменник	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
yazarlar	авторів	yazar	автор	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
yazarlar	автори	yazar	автор	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
açılış	відкриття	açılış	відкриття	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
açılış	відкривання	açılış	відкривання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
numarası	число	numara	число	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
numarası	кількість	numara	кількість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
numarası	номер	numara	номер	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kalabalık	натовп	kalabalık	натовп	N;NOM;SG;3	N;INAN;NOM;MASC;SG
korumak	захистити	koru	захистити	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
makale	стаття	makale	стаття	N;NOM;SG;3	N;INAN;NOM;FEM;SG
politikası	політика	politikası	політика	N;NOM;SG;3	N;INAN;NOM;FEM;SG
örneği	приклад	örnek	приклад	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yöntem	метод	yöntem	метод	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bulunmuş	знайшов	bul	знайти	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;IND;SG;PST;FIN
bulunmuş	знайшовся	bul	знайтися	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;IND;SG;PST;FIN
bulunmuş	знайшла	bul	знайти	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;IND;SG;PST;FIN
tarafsız	нейтральний	tarafsız	нейтральний	ADJ	ADJ;NOM;MASC;SG
tarafsız	нейтральна	tarafsız	нейтральний	ADJ	ADJ;NOM;FEM;SG
bulmak	знайти	bul	знайти	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
belirtilen	вказано	belir	вказати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
mesafe	дистанція	mesafe	дистанція	N;NOM;SG;3	N;INAN;NOM;FEM;SG
mesafe	відстань	mesafe	відстань	N;NOM;SG;3	N;INAN;NOM;FEM;SG
mesafe	асортимент	mesafe	асортимент	N;NOM;SG;3	N;INAN;NOM;MASC;SG
mesafe	діапазон	mesafe	діапазон	N;NOM;SG;3	N;INAN;NOM;MASC;SG
mesafe	хребет	mesafe	хребет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
mezarlığı	кладовище	mezarlık	кладовище	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
mezarlığı	цвинтар	mezarlık	цвинтар	N;NOM;SG;3	N;INAN;NOM;MASC;SG
mezarlığı	кладовище	mezarlık	кладовище	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
mezarlığı	цвинтар	mezarlık	цвинтар	N;NOM;SG;3	N;INAN;NOM;MASC;SG
köpek	собака	köpek	собака	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
köpek	собачка	köpek	собачка	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
köpek	пес	köpek	пес	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
inceleme	переглянути	incele	переглянути	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
kredi	кредит	kredi	кредит	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kredi	борг	kredi	борг	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kredi	кредит	kredi	кредит	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kapı	брама	kapı	брама	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kapı	вивіз	kapı	вивіз	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ağırlığı	вага	ağırlık	вага	N;NOM;SG;3	N;INAN;NOM;FEM;SG
diller	мови	dil	мова	N;NOM;PL;3	N;INAN;NOM;FEM;PL
önemi	важливість	önem	важливість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
önemi	значущість	önem	значущість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sandalye	крісло	sandalye	крісло	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
sandalye	стілець	sandalye	стілець	N;NOM;SG;3	N;INAN;NOM;MASC;SG
toplanan	зібрано	topla	зібрати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
sokak	вулиця	sokak	вулиця	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sokak	алея	sokak	алея	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sokak	провулок	sokak	провулок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
karayolu	дорога	karayolu	дорога	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kraliçe	королева	kraliçe	королевий	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
kraliçe	краля	kraliçe	краля	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
kraliçe	цариця	kraliçe	цариця	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
yetersiz	неоднозначним	yetersiz	неоднозначний	ADJ	ADJ;INS;NEUT;SG
seni	тебе	sen	ти	PRO;ACC;SG;2	PRO;ANIM;ACC;SG;2
konular	теми	konu	тема	N;NOM;PL;3	N;INAN;NOM;FEM;PL
konular	гілки	konu	гілка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
matematiksel	математична	matematiksel	математичний	ADJ	ADJ;NOM;FEM;SG
matematiksel	математичних	matematiksel	математичний	ADJ	ADJ;GEN;PL
matematiksel	математичний	matematiksel	математичний	ADJ	ADJ;NOM;MASC;SG
matematiksel	математичні	matematiksel	математичний	ADJ	ADJ;NOM;PL
fikri	ідея	fikir	ідея	N;NOM;SG;3	N;INAN;NOM;FEM;SG
atletizm	атлетика	atletizm	атлетика	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
sorunlar	труднощі	sorun	труднощі	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sorunlar	проблеми	sorun	проблема	N;NOM;PL;3	N;INAN;NOM;FEM;PL
sorunlar	проблеми	sorun	проблема	N;NOM;PL;3	N;INAN;NOM;FEM;PL
programları	програми	program	програма	N;NOM;PL;3	N;INAN;NOM;FEM;PL
programları	програми	program	програма	N;NOM;PL;3	N;INAN;NOM;FEM;PL
kitaplar	книжки	kitap	книжка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
kitaplar	книги	kitap	книга	N;NOM;PL;3	N;INAN;NOM;FEM;PL
stratejik	стратегічний	stratejik	стратегічний	ADJ	ADJ;NOM;MASC;SG
stratejik	стратегічного	stratejik	стратегічний	ADJ	ADJ;GEN;MASC;SG
stratejik	стратегічна	stratejik	стратегічний	ADJ	ADJ;NOM;FEM;SG
askerler	війська	asker	військо	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
askerler	вояки	asker	вояк	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
askerler	солдати	asker	солдат	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
fonksiyonu	функція	fonksiyon	функція	N;NOM;SG;3	N;INAN;NOM;FEM;SG
daire	рівна	daire	рівний	N;NOM;SG;3	N;INAN;NOM;FEM;SG
daire	коло	daire	коло	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
daire	гурток	daire	гурток	N;NOM;SG;3	N;INAN;NOM;MASC;SG
daire	квартира	daire	квартира	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ilişkisi	взаємовідношення	ilişki	взаємовідношення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
haritası	карта	harita	карта	N;NOM;SG;3	N;INAN;NOM;FEM;SG
haritası	мапа	harita	мапа	N;NOM;SG;3	N;INAN;NOM;FEM;SG
makine	машина	makine	машина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
makine	автомат	makine	автомат	N;NOM;SG;3	N;INAN;NOM;MASC;SG
makine	техніка	makine	техніка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
görmek	подивитися	gör	подивитися	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
görmek	переглянути	gör	переглянути	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
sessiz	тиха	sessiz	тиха	ADJ	ADJ;NOM;FEM;SG
sessiz	мовчазна	sessiz	мовчазний	ADJ	ADJ;NOM;FEM;SG
antrenör	тренажер	antrenör	тренажер	N;NOM;SG;3	N;INAN;NOM;MASC;SG
antrenör	тренер	antrenör	тренер	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
eğlence	забава	eğlence	забава	N;NOM;SG;3	N;INAN;NOM;FEM;SG
eğlence	відпочинок	eğlence	відпочинок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
miktarı	сума	miktar	сума	N;NOM;SG;3	N;INAN;NOM;FEM;SG
miktarı	кількість	miktar	кількість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
maçlar	сірники	maç	сірник	N;NOM;PL;3	N;INAN;NOM;MASC;PL
maçlar	ігри	maç	ігра	N;NOM;PL;3	N;INAN;NOM;MASC;PL
parçalar	шматки	parça	шматок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
parçalar	частини	parça	частина	N;NOM;PL;3	N;INAN;NOM;FEM;PL
parçalar	компоненти	parça	компонент	N;NOM;PL;3	N;INAN;NOM;MASC;PL
hıristiyan	християнин	hıristiyan	християнин	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
hıristiyan	крістіан	hıristiyan	крістіан	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yapılar	структури	yap	структура	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yapılar	конструкції	yap	конструкція	N;NOM;PL;3	N;INAN;NOM;FEM;PL
mükemmel	ідеальні	mükemmel	ідеальний	ADJ	ADJ;NOM;PL
mükemmel	ідеальне	mükemmel	ідеальний	ADJ	ADJ;NOM;NEUT;SG
mükemmel	ідеальна	mükemmel	ідеальний	ADJ	ADJ;NOM;FEM;SG
mükemmel	відмінний	mükemmel	відмінний	ADJ	ADJ;NOM;MASC;SG
mükemmel	чудова	mükemmel	чудовий	ADJ	ADJ;NOM;FEM;SG
felsefesi	філософія	felsefe	філософія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
görünümü	вигляд	görün	вигляд	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünümü	перегляд	görün	перегляд	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünümü	вигляд	görün	вигляд	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünümü	вид	görün	вид	N;NOM;SG;3	N;INAN;NOM;MASC;SG
trafik	навантаження	trafik	навантаження	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
trafik	трафік	trafik	трафік	N;NOM;SG;3	N;INAN;NOM;MASC;SG
trafik	рух	trafik	рух	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dinamo	динамо	dinamo	динамо	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ittifak	альянс	ittifak	альянс	N;NOM;SG;3	N;INAN;NOM;MASC;SG
günler	дні	gün	день	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölgeler	регіони	bölge	регіон	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölgeler	райони	bölge	район	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölgeler	зони	bölge	зона	N;NOM;PL;3	N;INAN;NOM;FEM;PL
bölgeler	ділянки	bölge	ділянка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
muharebe	битва	muharebe	битво	N;NOM;SG;3	N;INAN;NOM;FEM;SG
muharebe	бій	muharebe	бій	N;NOM;SG;3	N;INAN;NOM;MASC;SG
muharebe	комбат	muharebe	комбат	N;NOM;SG;3	N;INAN;NOM;MASC;SG
turnuvası	турнір	turnuva	турнір	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yıldızlar	зірки	yıl	зірка	N;NOM;PL;3	N;ANIM;NOM;FEM;PL
turnuva	турнір	tur	турнір	N;NOM;SG;3	N;INAN;NOM;MASC;SG
okudu	вивчила	oku	вивчити	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
taarruz	десант	taarruz	десант	N;NOM;SG;3	N;INAN;NOM;MASC;SG
taarruz	напад	taarruz	напад	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yazılar	статті	yazı	стаття	N;NOM;PL;3	N;INAN;NOM;FEM;PL
düzeni	формування	düzen	формування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
düzeni	компонування	düzen	компонування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
düzeni	розкладка	düzen	розкладка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hürriyet	свобода	hürriyet	свобода	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hürriyet	свобода	hürriyet	свобода	N;NOM;SG;3	N;INAN;NOM;FEM;SG
uygulamaları	додатки	uygulama	додаток	N;NOM;PL;3	N;INAN;NOM;MASC;PL
uygulamaları	програми	uygulama	програма	N;NOM;PL;3	N;INAN;NOM;FEM;PL
uygulamaları	додатки	uygulama	додаток	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ürünler	пункти	ürün	пункт	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ürünler	елементи	ürün	елемент	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ürünler	товари	ürün	товар	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ürünler	вироби	ürün	виріб	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ürünler	продукти	ürün	продукт	N;NOM;PL;3	N;INAN;NOM;MASC;PL
olağanüstü	надзвичайні	olağanüstü	надзвичайний	ADJ	ADJ;NOM;PL
olağanüstü	надзвичайна	olağanüstü	надзвичайний	ADJ	ADJ;NOM;FEM;SG
olağanüstü	винятковий	olağanüstü	винятковий	ADJ	ADJ;NOM;MASC;SG
olağanüstü	визначні	olağanüstü	визначний	ADJ	ADJ;NOM;PL
olağanüstü	видатним	olağanüstü	видатний	ADJ	ADJ;INS;MASC;SG
gene	знов	gene	знов	ADV	ADV
gene	знову	gene	знову	ADV	ADV
kardeşler	сестрички	kardeş	сестричка	N;NOM;PL;3	N;ANIM;NOM;FEM;PL
kardeşler	сестри	kardeş	сестра	N;NOM;PL;3	N;ANIM;NOM;FEM;PL
kardeşler	родичі	kardeş	родич	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kardeşler	браття	kardeş	браття	N;NOM;PL;3	N;ANIM;NOM;NEUT;PL
kardeşler	брати	kardeş	брат	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
ücretsiz	вільна	ücretsiz	вільний	ADJ	ADJ;NOM;FEM;SG
ücretsiz	безкоштовне	ücretsiz	безкоштовний	ADJ	ADJ;NOM;NEUT;SG
ücretsiz	вільний	ücretsiz	вільний	ADJ	ADJ;NOM;MASC;SG
oluşturmak	створити	oluş	створити	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;PFV;NFIN
bisiklet	велоспорт	bisiklet	велоспорт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bisiklet	велосипед	bisiklet	велосипед	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bisiklet	велосипед	bisiklet	велосипед	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bisiklet	ровер	bisiklet	роверти	N;NOM;SG;3	N;INAN;NOM;MASC;SG
fizikçi	фізик	fizikçi	фізик	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
limanı	гавань	liman	гавання	N;NOM;SG;3	N;INAN;NOM;FEM;SG
faaliyetleri	заняття	faaliyet	заняття	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
yayıncılık	видавництво	yayıncılık	видавництво	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yayıncılık	оприлюднення	yayıncılık	оприлюднення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yayıncılık	публікація	yayıncılık	публікація	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yayıncılık	публікування	yayıncılık	публікування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yayıncılık	публікація	yayıncılık	публікація	N;NOM;SG;3	N;INAN;NOM;FEM;SG
değiştirme	змінити	değiş	змінити	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;PFV;NFIN
değiştirme	замінити	değiş	замінити	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;PFV;NFIN
kuramı	теорія	kuram	теорія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sözleşmesi	договір	sözleşme	договір	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sözleşmesi	контракт	sözleşme	контракт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yararlı	корисне	yararlı	корисний	ADJ	ADJ;NOM;NEUT;SG
yararlı	корисні	yararlı	корисний	ADJ	ADJ;NOM;PL
yararlı	корисна	yararlı	корисний	ADJ	ADJ;NOM;FEM;SG
yararlı	корисний	yararlı	корисний	ADJ	ADJ;NOM;MASC;SG
yararlı	корисні	yararlı	корисний	ADJ	ADJ;NOM;PL
yararlı	корисна	yararlı	корисний	ADJ	ADJ;NOM;FEM;SG
yararlı	корисний	yararlı	корисний	ADJ	ADJ;NOM;MASC;SG
cezası	штраф	ceza	штраф	N;NOM;SG;3	N;INAN;NOM;MASC;SG
cezası	покарання	ceza	покарання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
lake	озеро	lake	озеро	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
konum	розташування	konum	розташування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
konum	позиція	konum	позиція	N;NOM;SG;3	N;INAN;NOM;FEM;SG
konum	положення	konum	положення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
konum	розміщення	konum	розміщення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
konum	місцезнаходження	konum	місцезнаходження	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
konum	локація	konum	локація	N;NOM;SG;3	N;INAN;NOM;FEM;SG
konum	місце	konum	місце	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
konum	розташування	konum	розташування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
örnekler	приклади	örnek	приклад	N;NOM;PL;3	N;INAN;NOM;MASC;PL
örnekler	зразки	örnek	зразок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yöneticisi	адміністрування	yönetici	адміністрування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
