retratos	portrætter	retrato	portrætte	N;MASC;PL	N;INDF;MASC+FEM;PL
correspondencia	mail	correspondencia	mail	N;FEM;SG	N;INDF;MASC+FEM;SG
correspondencia	post	correspondencia	post	N;FEM;SG	N;INDF;MASC+FEM;SG
monjes	munke	monje	munke	N;MASC;PL	N;INDF;MASC+FEM;PL
monjes	munkene	monje	munk	N;MASC;PL	N;DEF;MASC+FEM;PL
formatos	formater	formato	format	N;MASC;PL	N;INDF;MASC+FEM;PL
vaticano	vatikanets	vaticano	vatikane	N;MASC;SG	N;GEN;DEF;NEUT;SG
vaticano	vatikanet	vaticano	vatikane	N;MASC;SG	N;DEF;NEUT;SG
bombardeo	bombeangreb	bombardeo	bombeangreb	N;MASC;SG	N;INDF;NEUT;SG
bombardeo	beskydning	bombardeo	beskydning	N;MASC;SG	N;INDF;MASC+FEM;SG
bombardeo	bombardement	bombardeo	bombardement	N;MASC;SG	N;INDF;NEUT;SG
bombardeo	bombe	bombardeo	bombe	N;MASC;SG	N;INDF;MASC+FEM;SG
bombardeo	bombning	bombardeo	bombning	N;MASC;SG	N;INDF;MASC+FEM;SG
bombardeo	bombeangreb	bombardeo	bombeangreb	N;MASC;SG	N;INDF;NEUT;SG
bombardeo	bombningen	bombardeo	bombning	N;MASC;SG	N;DEF;MASC+FEM;SG
respuestas	besvarelser	respuesta	besvarelse	N;FEM;PL	N;INDF;MASC+FEM;PL
cambiando	skifter	cambiar	skifte	V;V.MSDR	V;IND;PRS;FIN;ACT
cambiando	ændrer	cambiar	ændre	V;V.MSDR	V;IND;PRS;FIN;ACT
cambiando	skifter	cambiar	skifte	V;V.MSDR	V;IND;PRS;FIN;ACT
típicos	typiske	típico	typisk	ADJ;MASC;PL	ADJ;PL
lento	langsom	lento	langsom	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
summer	summer	summer	summe	N	N;INDF;MASC+FEM;PL
summer	sommer	summer	sommer	N	N;INDF;MASC+FEM;SG
summer	sommerferie	summer	sommerferie	N	N;INDF;MASC+FEM;SG
dramaturgo	dramatiker	dramaturgo	dramatiker	N;MASC;SG	N;INDF;MASC+FEM;SG
seudónimo	pseudonym	seudónimo	pseudonym	N;MASC;SG	N;INDF;NEUT;SG
independientemente	uafhængigt	independientemente	uafhængig	ADV	ADV
independientemente	uanset	independientemente	uanset	ADV	ADV
velázquez	velázquez	velázquez	velázquez	N;MASC;SG	N;INDF;MASC+FEM;SG
cena	aftensmad	cena	aftensmad	N;FEM;SG	N;INDF;MASC+FEM;SG
cena	middag	cena	middag	N;FEM;SG	N;INDF;MASC+FEM;SG
cena	dinner	cena	dinne	N;FEM;SG	N;INDF;MASC+FEM;SG
cena	aftensmaden	cena	aftensmad	N;FEM;SG	N;DEF;MASC+FEM;SG
cena	aftensmad	cena	aftensmad	N;FEM;SG	N;INDF;MASC+FEM;SG
cena	aftensmaden	cena	aftensmad	N;FEM;SG	N;DEF;MASC+FEM;SG
pescado	fisk	pescado	fisk	N;MASC;SG	N;INDF;MASC+FEM;SG
pescado	fish	pescado	fish	N;MASC;SG	N;INDF;MASC+FEM;SG
republicanos	republikanere	republicano	republikaner	N;MASC;PL	N;INDF;MASC+FEM;PL
republicanos	republikanerne	republicano	republikaner	N;MASC;PL	N;DEF;MASC+FEM;PL
republicanos	republikanere	republicano	republikaner	N;MASC;PL	N;INDF;MASC+FEM;PL
republicanos	republikanerne	republicano	republikaner	N;MASC;PL	N;DEF;MASC+FEM;PL
magic	magi	magic	magi	N	N;INDF;MASC+FEM;SG
magic	trylleri	magic	trylleri	N	N;INDF;NEUT;SG
artísticas	kunstneriske	artístico	kunstnerisk	ADJ;FEM;PL	ADJ;PL
lujo	deluxe	lujo	deluxe	N;MASC;SG	N;INDF;MASC+FEM;SG
lujo	luksus	lujo	luksus	N;MASC;SG	N;INDF;MASC+FEM;SG
electrones	elektroner	electrón	elektrone	N;MASC;PL	N;INDF;MASC+FEM;PL
wood	træ	wood	træ	N	N;INDF;NEUT;SG
avances	fremskridt	avance	fremskridt	N;MASC;PL	N;INDF;NEUT;PL
vacaciones	ferier	vacaciones	ferie	N;FEM;PL	N;INDF;MASC+FEM;PL
vacaciones	helligdage	vacaciones	helligdage	N;FEM;PL	N;INDF;MASC+FEM;PL
vacaciones	fridage	vacaciones	fridag	N;FEM;PL	N;INDF;MASC+FEM;PL
vacaciones	feriedage	vacaciones	feriedage	N;FEM;PL	N;INDF;MASC+FEM;PL
vacaciones	ferier	vacaciones	ferie	N;FEM;PL	N;INDF;MASC+FEM;PL
aerolínea	luftfartsselskab	aerolínea	luftfartsselskab	N;FEM;SG	N;INDF;NEUT;SG
aerolínea	flyselskab	aerolínea	flyselskab	N;FEM;SG	N;INDF;NEUT;SG
murallas	vægge	muralla	vægge	N;FEM;PL	N;INDF;MASC+FEM;PL
murallas	væggene	muralla	væg	N;FEM;PL	N;DEF;MASC+FEM;PL
murallas	mure	muralla	mur	N;FEM;PL	N;INDF;MASC+FEM;PL
murallas	fæstningsværker	muralla	fæstningsværke	N;FEM;PL	N;INDF;NEUT;PL
descendiente	efterkommer	descendiente	efterkommer	N;SG	N;INDF;MASC+FEM;SG
reduce	reducerer	reducir	reducere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
reduce	mindsker	reducir	mindske	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
reduce	nedsætter	reducir	nedsætte	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
reduce	reducerer	reducir	reducere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
reduce	reducere	reducir	reducere	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
esperando	venter	esperar	vente	V;V.MSDR	V;IND;PRS;FIN;ACT
esperando	afventer	esperar	afvente	V;V.MSDR	V;IND;PRS;FIN;ACT
esperando	vente	esperar	vente	V;V.MSDR	V;NFIN;ACT
esperando	forventer	esperar	forvente	V;V.MSDR	V;IND;PRS;FIN;ACT
esperando	venter	esperar	vente	V;V.MSDR	V;IND;PRS;FIN;ACT
esperando	håber	esperar	håbe	V;V.MSDR	V;IND;PRS;FIN;ACT
esperando	håbede	esperar	håbe	V;V.MSDR	V;IND;PST;FIN;ACT
específicas	specifikke	especifico	specifikke	ADJ;FEM;PL	ADJ;PL
manifestación	manifestation	manifestación	manifestation	N;FEM;SG	N;INDF;MASC+FEM;SG
manifestación	demonstration	manifestación	demonstration	N;FEM;SG	N;INDF;MASC+FEM;SG
manifestación	påvisning	manifestación	påvisning	N;FEM;SG	N;INDF;MASC+FEM;SG
trajo	bragt	traer	bringe	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
trajo	bragte	traer	bringe	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
trajo	medbragte	traer	medbringe	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
bienestar	wellness	bienestar	wellness	N;MASC;SG	N;INDF;MASC+FEM;SG
bienestar	velvære	bienestar	velvære	N;MASC;SG	N;INDF;MASC+FEM;SG
bienestar	velvære	bienestar	velvære	N;MASC;SG	N;INDF;MASC+FEM;SG
bienestar	trivsel	bienestar	trivsel	N;MASC;SG	N;INDF;MASC+FEM;SG
bienestar	velfærd	bienestar	velfærd	N;MASC;SG	N;INDF;NEUT;SG
bienestar	trivsel	bienestar	trivsel	N;MASC;SG	N;INDF;MASC+FEM;SG
mansión	palæet	mansión	palæ	N;FEM;SG	N;DEF;NEUT;SG
mansión	palæ	mansión	palæ	N;FEM;SG	N;INDF;NEUT;SG
mansión	manor	mansión	manor	N;FEM;SG	N;INDF;MASC+FEM;SG
suplente	suppleant	suplente	suppleant	N;SG	N;INDF;MASC+FEM;SG
suplente	alternativ	suplente	alternativ	N;SG	N;INDF;NEUT;SG
suplente	vikar	suplente	vikar	N;SG	N;INDF;MASC+FEM;SG
suplente	stedfortræder	suplente	stedfortræder	N;SG	N;INDF;MASC+FEM;SG
suplente	erstatning	suplente	erstatning	N;SG	N;INDF;MASC+FEM;SG
sueca	svensker	sueca	svensker	N;FEM;SG	N;INDF;MASC+FEM;SG
sueca	svensk	sueca	svensk	N;FEM;SG	N;INDF;NEUT;SG
convencional	konventionel	convencional	konventionel	ADJ;SG	ADJ;INDF;MASC+FEM;SG
convencional	konventionelt	convencional	konventionelt	ADJ;SG	ADJ;INDF;NEUT;SG
asesinatos	attentater	asesinato	attentat	N;MASC;PL	N;INDF;NEUT;PL
asesinatos	mordene	asesinato	mord	N;MASC;PL	N;DEF;NEUT;PL
implementación	gennemførelse	implementación	gennemførelse	N;FEM;SG	N;INDF;MASC+FEM;SG
implementación	implementering	implementación	implementering	N;FEM;SG	N;INDF;MASC+FEM;SG
implementación	iværksættelse	implementación	iværksættelse	N;FEM;SG	N;INDF;MASC+FEM;SG
implementación	gennemførelsen	implementación	gennemførelse	N;FEM;SG	N;DEF;MASC+FEM;SG
correctamente	ordentligt	correctamente	ordentligt	ADV	ADV
perdida	fortabt	perdido	fortabe	ADJ;FEM;SG;V.PTCP	ADJ;INDF;SG
ciudadanía	borgerskab	ciudadanía	borgerskab	N;FEM;SG	N;INDF;NEUT;SG
ciudadanía	medborgerskab	ciudadanía	medborgerskab	N;FEM;SG	N;INDF;NEUT;SG
ciudadanía	statsborgerskab	ciudadanía	statsborgerskab	N;FEM;SG	N;INDF;NEUT;SG
ciudadanía	unionsborgerskab	ciudadanía	unionsborgerskab	N;FEM;SG	N;INDF;NEUT;SG
significativo	meningsfuld	significativo	meningsfuld	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
significativo	betydningsfuldt	significativo	betydningsfuld	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
significativo	betydende	significativo	betydende	ADJ;MASC;SG	ADJ
significativo	betydelig	significativo	betydelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
significativo	væsentlig	significativo	væsentlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
significativo	signifikant	significativo	signifikant	ADJ;MASC;SG	ADJ;INDF;SG
desastre	katastrofe	desastre	katastrofe	N;MASC;SG	N;INDF;MASC+FEM;SG
desastre	katastrofen	desastre	katastrofe	N;MASC;SG	N;DEF;MASC+FEM;SG
ejecutar	udfør	ejecutar	udfør	V;NFIN	V;IMP
ejecutar	henrette	ejecutar	henrette	V;NFIN	V;NFIN;ACT
ejecutar	kør	ejecutar	kør	V;NFIN	V;IMP
ejecutar	løbe	ejecutar	løbe	V;NFIN	V;NFIN;ACT
ejecutar	kørt	ejecutar	køre	V;NFIN	V;INDF;SG;PST;V.PTCP
studio	atelier	studio	atelier	N;MASC;SG	N;INDF;NEUT;SG
studio	studie	studio	studie	N;MASC;SG	N;INDF;NEUT;SG
studio	studiet	studio	studium	N;MASC;SG	N;DEF;NEUT;SG
calificación	bedømmelse	calificación	bedømmelse	N;FEM;SG	N;INDF;MASC+FEM;SG
calificación	kreditvurdering	calificación	kreditvurdering	N;FEM;SG	N;INDF;MASC+FEM;SG
calificación	rating	calificación	rating	N;FEM;SG	N;INDF;MASC+FEM;SG
calificación	kvalifikation	calificación	kvalifikation	N;FEM;SG	N;INDF;MASC+FEM;SG
calificación	kvalificering	calificación	kvalificering	N;FEM;SG	N;INDF;MASC+FEM;SG
dramática	dramatisk	dramático	dramatisk	ADJ;FEM;SG	ADJ;INDF;SG
plástico	plastik	plástico	plastik	N;MASC;SG	N;INDF;MASC+FEM;SG
plástico	plast	plástico	plast	N;MASC;SG	N;INDF;MASC+FEM;SG
plástico	plastic	plástico	plastic	N;MASC;SG	N;INDF;MASC+FEM;SG
plástico	plastic	plástico	plastic	N;MASC;SG	N;INDF;MASC+FEM;SG
plástico	plast	plástico	plast	N;MASC;SG	N;INDF;MASC+FEM;SG
plástico	plastik	plástico	plastik	N;MASC;SG	N;INDF;MASC+FEM;SG
armadura	rustning	armadura	rustning	N;FEM;SG	N;INDF;MASC+FEM;SG
armadura	rustning	armadura	rustning	N;FEM;SG	N;INDF;MASC+FEM;SG
bebé	baby	bebé	baby	N;MASC;SG	N;INDF;MASC+FEM;SG
bebé	skat	bebé	skat	N;MASC;SG	N;INDF;MASC+FEM;SG
mortal	dødelig	mortal	dødelig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
mortal	dødeligt	mortal	dødelig	ADJ;SG	ADJ;INDF;NEUT;SG
mortal	dødelig	mortal	dødelig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
mortal	fatalt	mortal	fatale	ADJ;SG	ADJ;INDF;NEUT;SG
mortal	fatal	mortal	fatal	ADJ;SG	ADJ;INDF;MASC+FEM;SG
mortal	dødeligt	mortal	dødelig	ADJ;SG	ADJ;INDF;NEUT;SG
mortal	dødelig	mortal	dødelig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
reconocimientos	eksamener	reconocimiento	eksamen	N;MASC;PL	N;INDF;NEUT;PL
reconocimientos	eksaminer	reconocimiento	eksamin	N;MASC;PL	N;INDF;NEUT;PL
tallos	stilke	tallo	stilke	N;MASC;PL	N;INDF;MASC+FEM;PL
casino	kasino	casino	kasino	N;MASC;SG	N;INDF;NEUT;SG
casino	casino	casino	casino	N;MASC;SG	N;INDF;MASC+FEM;SG
vencedor	vinderen	vencedor	vinder	N;MASC;SG	N;DEF;MASC+FEM;SG
vencedor	viktor	vencedor	viktor	N;MASC;SG	N;INDF;MASC+FEM;SG
vencedor	victor	vencedor	victor	N;MASC;SG	N;INDF;MASC+FEM;SG
colinas	bakkerne	colina	bakke	N;FEM;PL	N;DEF;MASC+FEM;PL
membrana	membran	membrana	membran	N;FEM;SG	N;INDF;MASC+FEM;SG
etnia	etnicitet	etnia	etnicitet	N;FEM;SG	N;INDF;MASC+FEM;SG
ruido	støj	ruido	støj	N;MASC;SG	N;INDF;MASC+FEM;SG
ruido	larm	ruido	larm	N;MASC;SG	N;INDF;MASC+FEM;SG
radar	radar	radar	radar	N;MASC;SG	N;INDF;MASC+FEM;SG
radar	radaren	radar	radar	N;MASC;SG	N;DEF;MASC+FEM;SG
quieren	ønsker	querer	ønske	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
quieren	vil	querer	ville	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
television	tv	television	tv	N;FEM;SG	N;INDF;NEUT;SG
television	fjernsynet	television	fjernsyn	N;FEM;SG	N;DEF;NEUT;SG
television	fjernsyn	television	fjernsyn	N;FEM;SG	N;INDF;NEUT;SG
teatros	teatre	teatro	teater	N;MASC;PL	N;INDF;NEUT;PL
teatros	biografer	teatro	biograf	N;MASC;PL	N;INDF;MASC+FEM;PL
teatros	teatre	teatro	teater	N;MASC;PL	N;INDF;NEUT;PL
fabricantes	fremstillere	fabricante	fremstillere	N;PL	N;INDF;MASC+FEM;PL
fabricantes	producenter	fabricante	producent	N;PL	N;INDF;MASC+FEM;PL
fabricantes	fabrikanterne	fabricante	fabrikant	N;PL	N;DEF;MASC+FEM;PL
fabricantes	fabrikanter	fabricante	fabrikant	N;PL	N;INDF;MASC+FEM;PL
fabricantes	fremstillere	fabricante	fremstillere	N;PL	N;INDF;MASC+FEM;PL
finca	gård	finca	gård	N;FEM;SG	N;INDF;MASC+FEM;SG
pilares	grundpiller	pilar	grundpil	N;MASC;PL	N;INDF;NEUT;PL
pilares	søjler	pilar	søjle	N;MASC;PL	N;INDF;MASC+FEM;PL
pilares	søjlerne	pilar	søjle	N;MASC;PL	N;DEF;MASC+FEM;PL
guarnición	pynt	guarnición	pynt	N;FEM;SG	N;INDF;NEUT;SG
guarnición	garrison	guarnición	garrison	N;FEM;SG	N;INDF;MASC+FEM;SG
fábricas	fabrikker	fábrica	fabrik	N;FEM;PL	N;INDF;MASC+FEM;PL
roman	roman	romar	roman	N	N;INDF;MASC+FEM;SG
roman	romer	romar	rome	N	N;INDF;MASC+FEM;SG
roman	romersk	romar	romersk	N	N;INDF;MASC+FEM;SG
contener	indeholder	contener	indeholde	V;NFIN	V;IND;PRS;FIN;ACT
contener	indeholde	contener	indeholde	V;NFIN	V;NFIN;ACT
secos	tørre	seco	tør	ADJ;MASC;PL	ADJ;PL
escape	udstødning	escape	udstødning	N;MASC;SG	N;INDF;MASC+FEM;SG
escape	flugtforsøg	escape	flugtforsøg	N;MASC;SG	N;INDF;NEUT;SG
escape	flygt	escape	flygt	N;MASC;SG	N;INDF;NEUT;SG
escape	flugt	escape	flugt	N;MASC;SG	N;INDF;MASC+FEM;SG
shakespeare	shakespeare	shakespeare	shakespeare	N	N;INDF;NEUT;SG
marín	marin	marín	marin	N;MASC;SG	N;INDF;MASC+FEM;SG
marín	marin	marín	marin	N;MASC;SG	N;INDF;MASC+FEM;SG
eugenia	eugenia	eugenia	eugenia	N;FEM;SG	N;INDF;MASC+FEM;SG
baños	toiletter	baño	toilet	N;MASC;PL	N;INDF;NEUT;PL
baños	toiletterne	baño	toilet	N;MASC;PL	N;DEF;NEUT;PL
baños	badeværelser	baño	badeværelse	N;MASC;PL	N;INDF;MASC+FEM;PL
baños	badeværelser	baño	badeværelse	N;MASC;PL	N;INDF;MASC+FEM;PL
alternativas	alternativer	alternativa	alternativ	N;FEM;PL	N;INDF;MASC+FEM;PL
logro	præstation	logro	præstation	N;MASC;SG	N;INDF;MASC+FEM;SG
logro	bedrift	logro	bedrift	N;MASC;SG	N;INDF;MASC+FEM;SG
entiende	forstår	entender	forstå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
entiende	forstår	entender	forstå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
entiende	forstå	entender	forstå	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
extracción	ekstraktion	extracción	ekstraktion	N;FEM;SG	N;INDF;MASC+FEM;SG
extracción	udtrækning	extracción	udtrækning	N;FEM;SG	N;INDF;MASC+FEM;SG
extracción	udtræk	extracción	udtræk	N;FEM;SG	N;INDF;NEUT;SG
extracción	udvinding	extracción	udvinding	N;FEM;SG	N;INDF;MASC+FEM;SG
profundamente	dybt	profundamente	dybt	ADV	ADV
fresco	friskt	fresco	frisk	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
fresco	frisk	fresco	frisk	ADJ;MASC;SG	ADJ;INDF;SG
nacionalismo	nationalismen	nacionalismo	nationalisme	N;MASC;SG	N;DEF;MASC+FEM;SG
nacionalismo	nationalisme	nacionalismo	nationalisme	N;MASC;SG	N;INDF;MASC+FEM;SG
cruzar	krydser	cruzar	krydse	V;NFIN	V;IND;PRS;FIN;ACT
cruzar	krydse	cruzar	krydse	V;NFIN	V;NFIN;ACT
adulto	voksen	adulto	voksen	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
adulto	voksent	adulto	voksen	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
disciplinas	discipliner	disciplina	disciplin	N;FEM;PL	N;INDF;MASC+FEM;PL
geográficas	geografiske	geográfico	geografisk	ADJ;FEM;PL	ADJ;PL
responder	reagere	responder	reagere	V;NFIN	V;NFIN;ACT
responder	svare	responder	svare	V;NFIN	V;NFIN;ACT
responder	svarer	responder	svare	V;NFIN	V;IND;PRS;FIN;ACT
responder	svarer	responder	svare	V;NFIN	V;IND;PRS;FIN;ACT
hermosa	smukt	hermoso	smuk	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
hermosa	smuk	hermoso	smuk	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
hermosa	smukkeste	hermoso	smuk	ADJ;FEM;SG	ADJ;DEF;RL
hermosa	lækker	hermoso	lække	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
electrónicos	elektroniske	electrónico	elektronisk	ADJ;MASC;PL	ADJ;PL
galaxia	galaksen	galaxia	galakse	N;FEM;SG	N;DEF;MASC+FEM;SG
galaxia	galakse	galaxia	galakse	N;FEM;SG	N;INDF;MASC+FEM;SG
galaxia	galaxy	galaxia	galaxy	N;FEM;SG	N;INDF;MASC+FEM;SG
age	alder	age	alder	N	N;INDF;MASC+FEM;SG
age	alderen	age	alder	N	N;DEF;MASC+FEM;SG
existió	eksisteret	existir	eksistere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
existió	eksisterede	existir	eksistere	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
dependencias	afhængigheder	dependencia	afhængighed	N;FEM;PL	N;INDF;MASC+FEM;PL
produciendo	producerer	producir	producere	V;V.MSDR	V;IND;PRS;FIN;ACT
bola	bal	bola	bal	N;FEM;SG	N;INDF;MASC+FEM;SG
bola	bold	bola	bold	N;FEM;SG	N;INDF;MASC+FEM;SG
bola	kugle	bola	kugle	N;FEM;SG	N;INDF;MASC+FEM;SG
lázaro	lazarus	lázaro	lazarus	N;MASC;SG	N;INDF;MASC+FEM;SG
wolf	ulven	wolf	ulv	N	N;DEF;NEUT;SG
wolf	ulve	wolf	ulv	N	N;INDF;MASC+FEM;PL
wolf	ulv	wolf	ulv	N	N;INDF;MASC+FEM;SG
escándalo	skandalen	escándalo	skandal	N;MASC;SG	N;DEF;MASC+FEM;SG
escándalo	skandale	escándalo	skandale	N;MASC;SG	N;INDF;MASC+FEM;SG
tanque	kampvogn	tanque	kampvogn	N;MASC;SG	N;INDF;MASC+FEM;SG
tanque	tank	tanque	tank	N;MASC;SG	N;INDF;MASC+FEM;SG
sólido	solid	sólido	solid	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
sólido	solidt	sólido	solid	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
serpiente	slange	serpiente	slang	N;FEM;SG	N;INDF;MASC+FEM;SG
serpiente	slangen	serpiente	slang	N;FEM;SG	N;DEF;MASC+FEM;SG
serpiente	snog	serpiente	snå	N;FEM;SG	N;INDF;MASC+FEM;SG
serpiente	slange	serpiente	slang	N;FEM;SG	N;INDF;MASC+FEM;SG
testigos	vidner	testigo	vidne	N;MASC;PL	N;INDF;NEUT;PL
testigos	vidnerne	testigo	vidne	N;MASC;PL	N;DEF;NEUT;PL
testigos	øjenvidner	testigo	øjenvidne	N;MASC;PL	N;INDF;NEUT;PL
testigos	vidner	testigo	vidne	N;MASC;PL	N;INDF;NEUT;PL
economista	økonom	economista	økonom	N;SG	N;INDF;MASC+FEM;SG
submarino	ubåden	submarino	ubåd	N;MASC;SG	N;DEF;MASC+FEM;SG
submarino	ubåd	submarino	ubåd	N;MASC;SG	N;INDF;MASC+FEM;SG
códigos	koder	código	kode	N;MASC;PL	N;INDF;MASC+FEM;PL
códigos	kodekser	código	kodekse	N;MASC;PL	N;INDF;MASC+FEM;PL
códigos	koder	código	kode	N;MASC;PL	N;INDF;MASC+FEM;PL
códigos	koderne	código	kode	N;MASC;PL	N;DEF;MASC+FEM;PL
prevención	forebyggelse	prevención	forebyggelse	N;FEM;SG	N;INDF;MASC+FEM;SG
solares	parceller	solar	parcel	N;MASC;PL	N;INDF;MASC+FEM;PL
solares	solceller	solar	solcel	N;MASC;PL	N;INDF;NEUT;PL
progresivo	progressiv	progresivo	progressiv	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
progresivo	fremadskridende	progresivo	fremadskridende	ADJ;MASC;SG	ADJ
paloma	due	paloma	due	N;FEM;SG	N;INDF;MASC+FEM;SG
paloma	due	paloma	due	N;FEM;SG	N;INDF;MASC+FEM;SG
ira	ira	ira	ira	N;FEM;SG	N;INDF;MASC+FEM;SG
atractivo	tiltalende	atractivo	tiltale	ADJ;MASC;SG	ADJ
atractivo	tiltrækkende	atractivo	tiltrækkende	ADJ;MASC;SG	ADJ
atractivo	attraktiv	atractivo	attraktiv	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
atractivo	attraktivt	atractivo	attraktiv	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
atractivo	tiltrækkende	atractivo	tiltrækkende	ADJ;MASC;SG	ADJ
volar	flyver	volar	flyve	V;NFIN	V;IND;PRS;FIN;ACT
volar	flyv	volar	flyv	V;NFIN	V;IMP
volar	flyve	volar	flyve	V;NFIN	V;NFIN;ACT
volar	flyve	volar	flyve	V;NFIN	V;NFIN;ACT
volar	flyver	volar	flyve	V;NFIN	V;IND;PRS;FIN;ACT
jefferson	jefferson	jefferson	jefferson	N;MASC;SG	N;INDF;MASC+FEM;SG
celeste	celeste	celeste	cele	ADJ;SG	ADJ;RL
celeste	himmelsk	celeste	himmelsk	ADJ;SG	ADJ;INDF;SG
asientos	siddepladser	asiento	siddeplads	N;MASC;PL	N;INDF;MASC+FEM;PL
asientos	pladser	asiento	plads	N;MASC;PL	N;INDF;MASC+FEM;PL
asientos	sæder	asiento	sæde	N;MASC;PL	N;INDF;NEUT;PL
falsa	falsk	falso	falsk	ADJ;FEM;SG	ADJ;INDF;SG
falsa	falsk	falso	falsk	ADJ;FEM;SG	ADJ;INDF;SG
tribunales	retter	tribunal	ret	N;MASC;PL	N;INDF;MASC+FEM;PL
tribunales	domstolene	tribunal	domstol	N;MASC;PL	N;DEF;MASC+FEM;PL
tribunales	domstole	tribunal	domstol	N;MASC;PL	N;INDF;MASC+FEM;PL
bond	obligation	bond	obligation	N;SG	N;INDF;MASC+FEM;SG
cerdo	flæsk	cerdo	flæsk	N;MASC;SG	N;INDF;MASC+FEM;SG
cerdo	svinekød	cerdo	svinekød	N;MASC;SG	N;INDF;NEUT;SG
cerdo	svin	cerdo	svin	N;MASC;SG	N;INDF;NEUT;SG
cerdo	gris	cerdo	gris	N;MASC;SG	N;INDF;MASC+FEM;SG
cerdo	svin	cerdo	svin	N;MASC;SG	N;INDF;NEUT;SG
blood	blod	blood	blod	N	N;INDF;NEUT;SG
danés	dansker	danés	dansker	N;MASC;SG	N;INDF;MASC+FEM;SG
cajas	æsker	caja	æske	N;FEM;PL	N;INDF;MASC+FEM;PL
cajas	bokse	caja	bokse	N;FEM;PL	N;INDF;MASC+FEM;PL
cajas	kasser	caja	kasse	N;FEM;PL	N;INDF;MASC+FEM;PL
ring	ringen	ring	ring	N;MASC;SG	N;DEF;MASC+FEM;SG
fiebre	feber	fiebre	feber	N;FEM;SG	N;INDF;MASC+FEM;SG
geometría	geometri	geometría	geometri	N;FEM;SG	N;INDF;MASC+FEM;SG
hoteles	hotellerne	hotel	hotel	N;MASC;PL	N;DEF;NEUT;PL
hoteles	hoteller	hotel	hotel	N;MASC;PL	N;INDF;NEUT;PL
bull	bull	bull	bull	N;SG	N;INDF;MASC+FEM;SG
sacramento	sakramente	sacramento	sakrament	N;MASC;SG	N;INDF;NEUT;SG
introducir	introducere	introducir	introducere	V;NFIN	V;NFIN;ACT
introducir	indføre	introducir	indføre	V;NFIN	V;NFIN;ACT
canciller	forbundskansler	canciller	forbundskansel	N;SG	N;INDF;MASC+FEM;SG
canciller	kansler	canciller	kansel	N;SG	N;INDF;MASC+FEM;SG
canciller	kansleren	canciller	kansler	N;SG	N;DEF;MASC+FEM;SG
aldeas	landsbyer	aldea	landsby	N;FEM;PL	N;INDF;MASC+FEM;PL
aldeas	landsbyerne	aldea	landsby	N;FEM;PL	N;DEF;MASC+FEM;PL
silvia	sylvie	silvia	sylvie	N;FEM;SG	N;INDF;MASC+FEM;SG
silvia	silvia	silvia	silvia	N;FEM;SG	N;INDF;MASC+FEM;SG
inmaculada	pletfri	inmaculado	pletfri	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC+FEM;SG
potente	kraftfuld	potente	kraftfuld	ADJ;SG	ADJ;INDF;MASC+FEM;SG
potente	magtfuld	potente	magtfuld	ADJ;SG	ADJ;INDF;MASC+FEM;SG
potente	potent	potente	poten	ADJ;SG	ADJ;INDF;MASC+FEM;SG
desafío	challenge	desafío	challenge	N;MASC;SG	N;INDF;MASC+FEM;SG
desafío	udfordring	desafío	udfordring	N;MASC;SG	N;INDF;MASC+FEM;SG
