per	for	per	for	ADP	ADP
formale	formell	formale	formell	ADJ;SG	ADJ;INDF;SG
formale	formelt	formale	formell	ADJ;SG	ADJ;INDF;NEUT;SG
stoccolma	stockholm	stoccolma	stockholm	N;FEM;SG	N;INDF;NEUT;SG
stoccolma	stockholms	stoccolma	stockholm	N;FEM;SG	N;INDF;MASC;SG
simpson	simpsons	simpson	simpsons	N;MASC	N;INDF;MASC;SG
simpson	simpson	simpson	simpson	N;MASC	N;INDF;MASC;SG
kennedy	kennedy	kennedy	kennedy	N;MASC	N;INDF;MASC;SG
prussia	preussen	prussia	preusse	N;FEM;SG	N;DEF;MASC;SG
leonard	leonard	leonard	leonard	N;MASC;SG	N;INDF;MASC;SG
cruz	cruz	cruz	cruz	N;FEM;SG	N
dispositivi	enheter	dispositivo	enhet	N;MASC;PL	N;INDF;FEM;PL
miglioramento	forbedring	miglioramento	forbedring	N;MASC;SG	N;INDF;FEM;SG
cadenza	cadence	cadenza	cadence	N;FEM;SG	N
consegna	leveranse	consegna	leveranse	N;FEM;SG	N;INDF;MASC;SG
consegna	levering	consegna	levering	N;FEM;SG	N;INDF;FEM;SG
amedeo	amedeo	amedeo	amedeo	N;MASC;SG	N;INDF;MASC;SG
amedeo	amadeus	amedeo	amadeus	N;MASC;SG	N;INDF;MASC;SG
amedeo	amadeo	amedeo	amadeo	N;MASC;SG	N;INDF;MASC;SG
missili	missilene	missile	missil	N;MASC;PL	N;DEF;FEM;PL
soprannome	kallenavn	soprannome	kallenavn	N;MASC;SG	N;INDF;NEUT;SG
vitale	livsviktig	vitale	livsviktig	ADJ;SG	ADJ;INDF;NEUT;SG
talento	talent	talento	talent	N;MASC;SG	N;INDF;NEUT;SG
talento	begavet	talento	begav	N;MASC;SG	N;DEF;NEUT;SG
stop	stopp	stop	stopp	N;MASC	N;INDF;NEUT;SG
operare	operere	operare	operere	V;NFIN	V;NFIN
liguria	liguria	liguria	liguri	N;FEM;SG	N;DEF;FEM;SG
varsavia	warszawa	varsavia	warszawa	N;FEM;SG	N;INDF;MASC;SG
marocco	marokko	marocco	marokko	N;MASC	N;INDF;MASC;SG
compagna	kamerat	compagna	kamerat	N;FEM;SG	N;INDF;MASC;SG
compagna	følgesvenn	compagna	følgesvenn	N;FEM;SG	N;INDF;MASC;SG
compagna	kompanjong	compagna	kompanjong	N;FEM;SG	N;INDF;MASC;SG
compagna	ledsager	compagna	ledsag	N;FEM;SG	N;INDF;MASC;SG
preghiera	bønn	preghiera	bønn	N;FEM;SG	N;INDF;MASC;SG
interprete	tolk	interprete	tolk	N;SG	N;INDF;MASC;SG
interprete	tolken	interprete	tolk	N;SG	N;DEF;MASC;SG
conflitti	konflikter	conflitto	konflikter	N;MASC;PL	N;INDF;FEM;PL
business	bedriften	business	bedrift	N;MASC	N;DEF;MASC;SG
business	business	business	business	N;MASC	N;INDF;MASC;SG
business	virksomhet	business	virksomhet	N;MASC	N;INDF;MASC;SG
business	bedrift	business	bedrift	N;MASC	N;INDF;FEM;SG
autorizzazione	autorisasjon	autorizzazione	autorisasjon	N;FEM;SG	N;INDF;MASC;SG
autorizzazione	autorisasjon	autorizzazione	autorisasjon	N;FEM;SG	N;INDF;MASC;SG
autorizzazione	godkjennelse	autorizzazione	godkjennelse	N;FEM;SG	N;INDF;MASC;SG
autorizzazione	tillatelse	autorizzazione	tillatels	N;FEM;SG	N;INDF;MASC;SG
iniziative	tiltak	iniziativa	tiltak	N;FEM;PL	N;INDF;NEUT;PL
evans	evans	evans	evans	N;MASC;SG	N;INDF;MASC;SG
riproduzione	avspilling	riproduzione	avspilling	N;FEM;SG	N;INDF;FEM;SG
riproduzione	reproduksjon	riproduzione	reproduksjon	N;FEM;SG	N;INDF;MASC;SG
riproduzione	formering	riproduzione	formering	N;FEM;SG	N;INDF;FEM;SG
completata	fullførte	completare	fullføre	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN
completata	fullføre	completare	fullføre	V;FEM;SG;PST;V.PTCP	V;IMP;NFIN
striscia	stripe	striscia	stripe	N;FEM;SG	N;INDF;FEM;SG
striscia	strip	striscia	strip	N;FEM;SG	N;INDF;NEUT;SG
nudo	naken	nudo	naken	ADJ;MASC;SG	ADJ;INDF;SG
integrazione	integrering	integrazione	integrering	N;FEM;SG	N;INDF;FEM;SG
integrazione	integrasjon	integrazione	integrasjon	N;FEM;SG	N;INDF;MASC;SG
pane	brød	pane	brød	N;MASC;SG	N;INDF;NEUT;SG
sensi	sansene	senso	sanse	N;MASC;PL	N;DEF;FEM;PL
ossa	knokler	ossa	knokle	N;FEM;PL	N;INDF;FEM;PL
mini	mini	mini	minie	N	N
kate	kate	kate	kate	N;FEM;SG	N;INDF;MASC;SG
parrocchie	menigheter	parrocchia	menigheter	N;FEM;PL	N;INDF;FEM;PL
nuclei	kjerner	nucleo	kjerne	N;MASC;PL	N;INDF;FEM;PL
duro	hard	duro	hard	ADJ;MASC;SG	ADJ;INDF;SG
duro	vanskeleg	duro	vanskeleg	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
duro	hardt	duro	hard	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
duro	vanskelig	duro	vanskelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
duro	tøff	duro	tøff	ADJ;MASC;SG	ADJ;INDF;SG
armamento	armament	armamento	armament	N;MASC;SG	N;INDF;MASC;SG
head	hode	head	hode	N	N;INDF;MASC;SG
head	hodet	head	hod	N	N;DEF;NEUT;SG
head	head	head	head	N	N;INDF;NEUT;SG
dos	dos	dos	dos	N;MASC;SG	N
amichevole	vennlig	amichevole	vennlig	N;SG	N;INDF;MASC;SG
susan	susan	susan	susan	N;FEM;SG	N;INDF;MASC;SG
suona	lyder	suonare	lyde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
amy	amy	amy	amy	N;FEM;SG	N;INDF;MASC;SG
pomeriggio	ettermiddag	pomeriggio	ettermiddag	N;MASC;SG	N;INDF;MASC;SG
pomeriggio	ettermiddagen	pomeriggio	ettermiddag	N;MASC;SG	N;DEF;MASC;SG
distinzione	skillet	distinzione	skill	N;FEM;SG	N;DEF;NEUT;SG
jennifer	jennifer	jennifer	jennif	N;FEM;SG	N;INDF;MASC;SG
mayer	mayer	mayer	mayer	N;MASC;SG	N;INDF;FEM;SG
nancy	nancy	nancy	nancy	N;FEM;SG	N
indicazioni	retninger	indicazione	retning	N;FEM;PL	N;INDF;FEM;PL
droga	stoff	droga	stoff	N;FEM;SG	N;INDF;NEUT;SG
droga	dop	droga	dop	N;FEM;SG	N;INDF;MASC;SG
droga	narkotika	droga	narkotika	N;FEM;SG	N;INDF;MASC;SG
droga	narko	droga	narko	N;FEM;SG	N;INDF;MASC;SG
droga	dop	droga	dop	N;FEM;SG	N;INDF;MASC;SG
droga	rusmiddel	droga	rusmiddel	N;FEM;SG	N;INDF;NEUT;SG
iraq	irak	iraq	irak	N;FEM;SG	N;INDF;NEUT;SG
liberale	liberal	liberale	liberal	ADJ;SG	ADJ;INDF;SG
piatto	tallerken	piatto	tallerk	N;MASC;SG	N;DEF;MASC;SG
sapore	smak	sapore	smak	N;MASC;SG	N;INDF;MASC;SG
sapore	smakebit	sapore	smakebit	N;MASC;SG	N;INDF;MASC;SG
evidentemente	tydeligvis	evidentemente	tydeligvis	ADV	ADV
prospettiva	perspektivet	prospettiva	perspektiv	N;FEM;SG	N;DEF;NEUT;SG
prospettiva	perspektiv	prospettiva	perspektiv	N;FEM;SG	N;INDF;NEUT;SG
arrondissement	arrondissement	arrondissement	arrondissement	N;MASC;SG	N;INDF;NEUT;SG
sean	sean	sean	sean	N	N;INDF;MASC;SG
opinioni	meninger	opinione	mening	N;FEM;PL	N;INDF;FEM;PL
opinioni	meningene	opinione	mening	N;FEM;PL	N;DEF;FEM;PL
leopoldo	leopold	leopoldo	leopold	N;MASC;SG	N;INDF;MASC;SG
leopoldo	leopoldo	leopoldo	leopoldo	N;MASC;SG	N;INDF;MASC;SG
cuba	kuba	cuba	kube	N;FEM;SG	N;INDF;MASC;SG
cuba	cuba	cuba	cube	N;FEM;SG	N;INDF;MASC;SG
cella	celle	cella	celle	N;FEM;SG	N;INDF;FEM;SG
rassegna	review	rassegna	review	N;FEM;SG	N
rassegna	omtale	rassegna	omtale	N;FEM;SG	N;INDF;FEM;SG
rassegna	anmeldelse	rassegna	anmeldelse	N;FEM;SG	N;INDF;MASC;SG
rassegna	gjennomgang	rassegna	gjennomgang	N;FEM;SG	N;INDF;MASC;SG
rassegna	gjennomgå	rassegna	gjennomgå	N;FEM;SG	N;INDF;NEUT;SG
bombe	bomber	bomba	bombe	N;FEM;PL	N;INDF;FEM;PL
bombe	brannbomber	bomba	brannbombe	N;FEM;PL	N;INDF;FEM;PL
qualificato	kvalifisert	qualificato	kvalifisere	ADJ;MASC;SG	ADJ;INDF;SG;V.PTCP
mulino	mølla	mulino	mølle	N;MASC;SG	N;DEF;FEM;SG
mulino	mill	mulino	mill.	N;MASC;SG	N
mulino	mølle	mulino	møle	N;MASC;SG	N;INDF;FEM;SG
michelangelo	michelangelo	michelangelo	michelangelo	N;MASC;SG	N;INDF;MASC;SG
religioni	religioner	religione	religion	N;FEM;PL	N;INDF;FEM;PL
funziona	fungerer	funzionare	fungere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
pronuncia	uttale	pronuncia	uttale	N;FEM;SG	N;INDF;FEM;SG
parametro	parameteren	parametro	parameter	N;MASC;SG	N;DEF;MASC;SG
parametro	parameter	parametro	parameter	N;MASC;SG	N;INDF;MASC;SG
martini	martini	martino	martini	N;FEM;SG	N;INDF;MASC;SG
mezza	halvt	mezzo	halv	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
mezza	halve	mezzo	halv	ADJ;FEM;SG	ADJ;DEF;SG
mezza	halv	mezzo	halv	ADJ;FEM;SG	ADJ;INDF;SG
poema	diktet	poema	dikt	N;MASC;SG	N;DEF;NEUT;SG
ricchi	rike	ricco	rik	ADJ;MASC;PL	ADJ;PL
ricchi	rike	ricco	rik	ADJ;MASC;PL	ADJ;PL
manutenzione	vedlikehold	manutenzione	vedlikehold	N;FEM;SG	N;INDF;NEUT;SG
riconoscere	gjenkjenner	riconoscere	gjenkjenne	V;NFIN	V;IND;PRS;FIN
riconoscere	gjenkjenne	riconoscere	gjenkjenne	V;NFIN	V;NFIN
riconoscere	gjenkjenner	riconoscere	gjenkjenne	V;NFIN	V;IND;PRS;FIN
riconoscere	gjenkjenne	riconoscere	gjenkjenne	V;NFIN	V;NFIN
riconoscere	erkjenne	riconoscere	erkjenne	V;NFIN	V;FIN
riconoscere	anerkjenne	riconoscere	anerkjenne	V;NFIN	V;FIN
significativo	meningsfull	significativo	meningsfull	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
significativo	meningsfylt	significativo	meningsfylt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
significativo	vesentlig	significativo	vesentlig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
significativo	betydningsfullt	significativo	betydningsfull	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
justin	justin	justin	justin	N	N;INDF;MASC;SG
histoire	histoire	histoire	histoire	N;MASC;SG	N;INDF;MASC;SG
concentrazione	konsentrasjon	concentrazione	konsentrasjon	N;FEM;SG	N;INDF;MASC;SG
mamma	mommy	mamma	mommy	N;FEM;SG	N;INDF;MASC;SG
mamma	mammaen	mamma	mamma	N;FEM;SG	N;DEF;MASC;SG
mamma	mamma	mamma	mamma	N;FEM;SG	N;INDF;MASC;SG
mamma	mama	mamma	mama	N;FEM;SG	N;INDF;MASC;SG
mamma	mamma	mamma	mamma	N;FEM;SG	N;INDF;MASC;SG
mamma	mor	mamma	mor	N;FEM;SG	N;INDF;FEM;SG
mamma	mamma	mamma	mamma	N;FEM;SG	N;INDF;MASC;SG
mamma	mor	mamma	mor	N;FEM;SG	N;INDF;FEM;SG
mamma	moder	mamma	moder	N;FEM;SG	N;INDF;MASC;SG
mamma	mother	mamma	mothe	N;FEM;SG	N;INDF;NEUT;SG
mamma	mamma	mamma	mamma	N;FEM;SG	N;INDF;MASC;SG
chuck	chuck	chuck	chuck	N	N;INDF;MASC;SG
sassofono	sax	sassofono	sax	N;MASC;SG	N;INDF;MASC;SG
sassofono	saksofon	sassofono	saksofon	N;MASC;SG	N;INDF;MASC;SG
gioia	joy	gioia	joy	N;FEM;SG	N
gioia	glede	gioia	glede	N;FEM;SG	N;INDF;FEM;SG
gioia	gioia	gioia	gioi	N;FEM;SG	N;INDF;MASC;SG
betty	betty	betty	betty	N;FEM	N;INDF;FEM;SG
specchio	speil	specchio	speil	N;MASC;SG	N;INDF;NEUT;SG
utilità	nytten	utilità	nytte	N;FEM	N;DEF;MASC;SG
warren	warren	warren	warren	N;MASC;SG	N;DEF;MASC;SG
positiva	positivt	positivo	positiv	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
positiva	positiv	positivo	positiv	ADJ;FEM;SG	ADJ;INDF;SG
cittadinanza	nasjonalitet	cittadinanza	nasjonalitet	N;FEM;SG	N;INDF;MASC;SG
cittadinanza	borgerskap	cittadinanza	borgerskap	N;FEM;SG	N;INDF;NEUT;SG
cittadinanza	statsborgerskap	cittadinanza	statsborgerskap	N;FEM;SG	N;INDF;NEUT;SG
tono	tone	tono	tone	N;MASC;SG	N;INDF;MASC;SG
collins	collins	collins	collins	N;MASC	N;INDF;MASC;SG
rame	kobber	rame	kobbe	N;MASC;SG	N;INDF;MASC;SG
rame	copper	rame	coppe	N;MASC;SG	N;INDF;NEUT;SG
pianeti	planetene	pianeta	planet	N;MASC;PL	N;DEF;FEM;PL
pianeti	planeter	pianeta	planet	N;MASC;PL	N;INDF;MASC;PL
kurt	kurt	kurt	kurt	N;MASC;SG	N;INDF;MASC;SG
sorte	skjebnen	sorte	skjebn	N;FEM;SG	N;DEF;MASC;SG
sorte	skjebne	sorte	skjebe	N;FEM;SG	N;INDF;FEM;SG
card	kortet	card	kort	N;FEM	N;DEF;NEUT;SG
card	card	card	card	N;FEM	N
fucile	hagle	fucile	hagle	N;MASC;SG	N;INDF;MASC;SG
fucile	pistol	fucile	pistol	N;MASC;SG	N;INDF;MASC;SG
fucile	gun	fucile	gun	N;MASC;SG	N
fucile	revolver	fucile	revolver	N;MASC;SG	N;INDF;MASC;SG
fucile	gevær	fucile	gevær	N;MASC;SG	N;INDF;NEUT;SG
fucile	rifle	fucile	rifle	N;MASC;SG	N;INDF;FEM;SG
settimanale	ukentlig	settimanale	ukentlig	ADJ;SG	ADJ;INDF;NEUT;SG
falso	usant	falso	usant	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
prince	prinsen	princia	prins	N	N;DEF;MASC;SG
prince	prince	princia	prince	N	N
prince	prins	princia	prins	N	N;INDF;MASC;SG
carmine	carmine	carmine	carmin	N;MASC;SG	N;INDF;MASC;SG
frutti	frukter	frutto	frukt	N;MASC;PL	N;INDF;FEM;PL
risposte	svarene	risposta	svare	N;FEM;PL	N;DEF;FEM;PL
dylan	dylan	dylan	dylan	N;MASC	N;INDF;MASC;SG
tentato	forsøkte	tentare	forsøkje	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
tentato	prøvde	tentare	prøve	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
tentato	forsøkte	tentare	forsøkje	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
discendente	synkende	discendente	synkende	N;SG	N;INDF;MASC;SG
discendente	etterkommer	discendente	etterkomme	N;SG	N;INDF;MASC;SG
frontiera	grensen	frontiera	grens	N;FEM;SG	N;DEF;MASC;SG
decisioni	beslutninger	decisione	beslutning	N;FEM;PL	N;INDF;FEM;PL
delegazione	delegasjon	delegazione	delegasjon	N;FEM;SG	N;INDF;MASC;SG
delegazione	delegasjonen	delegazione	delegasjon	N;FEM;SG	N;DEF;MASC;SG
farina	mel	farina	mel	N;FEM;SG	N;INDF;MASC;SG
farina	måltid	farina	måltid	N;FEM;SG	N;INDF;NEUT;SG
farina	farina	farina	farin	N;FEM;SG	N;INDF;FEM;SG
telefono	telefon	telefono	telefon	N;MASC;SG	N;INDF;MASC;SG
telefono	telefon	telefono	telefon	N;MASC;SG	N;INDF;MASC;SG
tredici	tretten	tredici	trett	NUM	NUM;PL
arezzo	arezzo	arezzo	arezzo	N;MASC;SG	N;INDF;MASC;SG
racing	veddeløp	racing	veddeløp	N;MASC	N;INDF;NEUT;SG
racing	racing	racing	racing	N;MASC	N;INDF;MASC;SG
bus	buss	bus	buss	N;MASC	N;INDF;MASC;SG
bus	bus	bus	bus	N;MASC	N;INDF;MASC;SG
lisbona	lisboa	lisbonare	lisbo	N;FEM;SG	N;INDF;NEUT;SG
disegnatore	designer	disegnatore	designer	N;MASC;SG	N;INDF;MASC;SG
apple	eple	appla	eple	N;MASC	N;INDF;NEUT;SG
apple	apple	appla	apple	N;MASC	N;INDF;MASC;SG
keith	keith	keith	keith	N	N;INDF;MASC;SG
doc	doc	doc	doc	N;MASC;SG	N
segnalato	rapporterte	segnalare	rapportere	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
port	port	port	port	N;MASC	N;INDF;FEM;SG
port	havn	port	havn	N;MASC	N;INDF;MASC;SG
pugile	bokser	pugile	bokse	N;MASC;SG	N;INDF;NEUT;SG
pugile	boxer	pugile	box	N;MASC;SG	N;INDF;MASC;SG
amburgo	hamburg	amburgo	hamburg	N;MASC;SG	N;INDF;MASC;SG
convincere	overtale	convincere	overtale	V;NFIN	V;IMP;FIN
autobus	buss	autobus	buss	N;MASC	N;INDF;MASC;SG
autobus	bus	autobus	bus	N;MASC	N;INDF;MASC;SG
organizza	organisere	organizzare	organisere	V;IND;SG;3;PRS;FIN	V;NFIN
organizza	organisere	organizzare	organisere	V;IND;SG;3;PRS;FIN	V;NFIN
confusione	forvirring	confusione	forvirring	N;FEM;SG	N;INDF;FEM;SG
candidati	kandidater	candidato	kandidat	N;MASC;PL	N;INDF;FEM;PL
candidati	kandidatene	candidato	kandidat	N;MASC;PL	N;DEF;FEM;PL
kansas	kansas	kansas	kanse	N;MASC	N;INDF;MASC;SG
grosseto	grosseto	grosseto	grosseto	N;MASC;SG	N;INDF;MASC;SG
adozione	adopsjon	adozione	adopsjon	N;FEM;SG	N;INDF;MASC;SG
trent	trent	trent	trenfe	N;MASC;SG	N;INDF;MASC;SG
registi	regissører	regista	regissøre	N;MASC;PL	N;INDF;FEM;PL
registi	directors	regista	directors	N;MASC;PL	N
registi	direktører	regista	direktøre	N;MASC;PL	N;INDF;FEM;PL
bagno	do	bagno	do	N;MASC;SG	N;INDF;MASC;SG
bagno	badet	bagno	bad	N;MASC;SG	N;DEF;NEUT;SG
bagno	baderom	bagno	baderom	N;MASC;SG	N;INDF;NEUT;SG
bagno	toalett	bagno	toalett	N;MASC;SG	N;INDF;MASC;SG
scherma	fekting	scherma	fekting	N;FEM;SG	N;INDF;FEM;SG
padrone	mester	padrone	mester	N;MASC;SG	N;INDF;MASC;SG
padrone	mestre	padrone	mester	N;MASC;SG	N;INDF;NEUT;SG
padrone	master	padrone	mast	N;MASC;SG	N;INDF;FEM;SG
padrone	herre	padrone	herre	N;MASC;SG	N;INDF;MASC;SG
guardie	vakter	guardia	vakt	N;FEM;PL	N;INDF;FEM;PL
ruggero	ruggero	ruggere	ruggero	N;MASC;SG	N;INDF;MASC;SG
ruggero	roger	ruggere	roge	N;MASC;SG	N;INDF;MASC
gallery	galleriet	gallery	galleri	N;FEM	N;DEF;NEUT;SG
gallery	galleri	gallery	galleri	N;FEM	N;INDF;NEUT;SG
gallery	gallery	gallery	gallery	N;FEM	N;INDF;FEM;SG
automobile	bil	automobile	bil	N;FEM;SG	N;INDF;MASC;SG
automobile	bilmerke	automobile	bilmerke	N;FEM;SG	N;INDF;NEUT;SG
concorrenti	konkurrentene	concorrente	konkurrent	N;PL	N;DEF;FEM;PL
nodi	knuter	nodo	knute	N;MASC;PL	N;INDF;FEM;PL
schede	fanene	scheda	fan	N;FEM;PL	N;DEF;FEM;PL
schede	faner	scheda	fan	N;FEM;PL	N;INDF;FEM;PL
download	nedlastinger	download	nedlastinger	N	N;INDF;FEM;PL
ricardo	ricardo	ricardo	ricardo	N;MASC;SG	N;INDF;MASC;SG
beatrice	beatrice	beatrice	beatrice	N;FEM;SG	N;INDF;FEM;SG
división	uruguays	división	uruguays	N;FEM	N;INDF;MASC;SG
cresce	gror	crescere	gror	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
caffè	kaffe	caffè	kaffe	N;MASC	N;INDF;MASC;SG
caffè	café	caffè	café	N;MASC	N;INDF;MASC;SG
caffè	cafe	caffè	cafe	N;MASC	N;INDF;MASC;SG
caffè	kafé	caffè	kafé	N;MASC	N;INDF;MASC;SG
caffè	café	caffè	café	N;MASC	N;INDF;MASC;SG
caffè	kafe	caffè	kafe	N;MASC	N;INDF;MASC;SG
caffè	kafé	caffè	kafé	N;MASC	N;INDF;MASC;SG
giurisprudenza	rettsvitenskap	giurisprudenza	rettsvitenskap	N;FEM;SG	N;INDF;MASC;SG
bonaparte	bonaparte	bonaparta	bonapart	N;SG	N;INDF;MASC;SG
wolf	wolf	wolf	wolf	N;MASC	N;INDF;MASC;SG
wolf	ulv	wolf	ulv	N;MASC	N;INDF;MASC;SG
potenze	krefter	potenza	kraft	N;FEM;PL	N;INDF;FEM;PL
potenze	powers	potenza	powers	N;FEM;PL	N;INDF
ossigeno	oksygen	ossigeno	oksyg	N;MASC;SG	N;DEF;MASC;SG
strategica	strategisk	strategico	strategisk	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
variabili	variablene	variabile	variabel	N;FEM;PL	N;DEF;MASC;PL
raggiunta	nådde	raggiungere	nå	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN
carbonio	karbon	carbonio	karbon	N;MASC;SG	N;INDF;NEUT;SG
carbonio	carbon	carbonio	carbon	N;MASC;SG	N;INDF;NEUT;SG
edwards	edwards	edwards	edwards	N;MASC	N;INDF;MASC;SG
abitazioni	boplasser	abitazione	boplasse	N;FEM;PL	N;INDF;FEM;PL
canna	tønne	canna	tønne	N;FEM;SG	N;INDF;FEM;SG
canna	stokken	canna	stokk	N;FEM;SG	N;DEF;MASC;SG
canna	stokk	canna	stokk	N;FEM;SG	N;INDF;MASC;SG
alfabeto	alfabet	alfabeto	alfab	N;MASC;SG	N;INDF;NEUT;SG
alfabeto	alfabetet	alfabeto	alfabetet	N;MASC;SG	N;INDF;MASC;SG
indicazione	indikasjon	indicazione	indikasjon	N;FEM;SG	N;INDF;MASC;SG
lione	lyon	lione	lyon	N;FEM;SG	N;INDF;NEUT;SG
lione	lyons	lione	lyons	N;FEM;SG	N;INDF;MASC;SG
helen	helen	helen	hel	N;FEM;SG	N;INDF;MASC;SG
integrare	integrere	integrare	integrere	V;NFIN	V;NFIN
gamba	benet	gamba	ben	N;FEM;SG	N;DEF;NEUT;SG
gamba	etappe	gamba	etappe	N;FEM;SG	N;INDF;MASC;SG
gamba	beinet	gamba	bein	N;FEM;SG	N;DEF;NEUT;SG
montaggio	redigering	montaggio	redigering	N;MASC;SG	N;INDF;FEM;SG
montaggio	montering	montaggio	montering	N;MASC;SG	N;INDF;FEM;SG
montaggio	forsamling	montaggio	forsamling	N;MASC;SG	N;INDF;FEM;SG
continuità	kontinuitet	continuità	kontinuitet	N;FEM	N;INDF;MASC;SG
cifra	sifret	cifra	sifr	N;FEM;SG	N;DEF;NEUT;SG
cifra	kryptere	cifra	kryptere	N;FEM;SG	N;INDF;NEUT;SG
islam	islam	islam	islam	N;MASC	N
inc	inc	inc	inc	N	N
attivista	aktivist	attivista	aktivist	N;SG	N;INDF;MASC;SG
creatura	vesen	creatura	vesen	N;FEM;SG	N;INDF;NEUT;SG
creatura	skapning	creatura	skapning	N;FEM;SG	N;INDF;MASC;SG
vestito	kjole	vestire	kjole	N;MASC;SG	N;INDF;MASC;SG
blake	blake	blake	blake	N;MASC;SG	N;INDF;NEUT;SG
pietà	medynk	pietà	medynk	N;FEM	N;INDF;MASC;SG
pietà	synd	pietà	synd	N;FEM	N;INDF;FEM;SG
pietà	medlidenhet	pietà	medlidenh	N;FEM	N;INDF;MASC;SG
pietà	mercy	pietà	mercy	N;FEM	N;INDF
pietà	nåde	pietà	nåde	N;FEM	N;INDF;MASC;SG
pietà	barmhjertighet	pietà	barmhjertighet	N;FEM	N;INDF;MASC;SG
pietà	nåden	pietà	nåde	N;FEM	N;INDF;MASC;SG
pietà	medlidenhet	pietà	medlidenh	N;FEM	N;INDF;MASC;SG
ercole	hercules	ercola	hercules	N;MASC;SG	N;INDF;SG
ercole	herkules	ercola	herkules	N;MASC;SG	N;INDF;MASC;SG
ercole	ercole	ercola	ercole	N;MASC;SG	N;INDF;SG
costiera	coastal	costiera	coastal	N;FEM;SG	N
approvazione	godkjenning	approvazione	godkjenning	N;FEM;SG	N;INDF;FEM;SG
approvazione	godkjennelse	approvazione	godkjennelse	N;FEM;SG	N;INDF;MASC;SG
cronache	krønikene	cronaca	krønike	N;FEM;PL	N;DEF;FEM;PL
cronache	chronicle	cronaca	chronicle	N;FEM;PL	N
polvere	støv	polvere	støv	N;FEM;SG	N;INDF;NEUT;SG
polvere	pudder	polvere	pudder	N;FEM;SG	N;INDF;MASC;SG
polvere	pulver	polvere	pulver	N;FEM;SG	N;INDF;NEUT;SG
franklin	franklin	franklin	franklin	N;MASC	N;INDF;MASC;SG
nicolò	nicola	nicolare	nicol	N;MASC;SG	N
nicolò	nicholas	nicolare	nichol	N;MASC;SG	N
nicolò	niccolò	nicolare	niccolò	N;MASC;SG	N
sony	sony	sony	sony	N;MASC	N;INDF;MASC;SG
serial	seriemorder	serial	seriemord	N;MASC	N;INDF;NEUT;SG
mago	veiviseren	mago	veiviser	N;MASC;SG	N;DEF;MASC;SG
mago	trollmann	mago	trollmann	N;MASC;SG	N;INDF;MASC;SG
mago	tryllekunstner	mago	tryllekunstner	N;MASC;SG	N;INDF;MASC;SG
mago	magiker	mago	magiker	N;MASC;SG	N;INDF;MASC;SG
luci	lampene	luce	lamp	N;FEM;PL	N;DEF;FEM;PL
galassia	galaksen	galassia	galakse	N;FEM;SG	N;DEF;MASC;SG
galassia	galakse	galassia	galakse	N;FEM;SG	N;INDF;MASC;SG
galassia	galaxy	galassia	galaxy	N;FEM;SG	N;INDF;MASC;SG
destinazione	destinasjon	destinazione	destinasjon	N;FEM;SG	N;INDF;MASC;SG
destinazione	bestemmelsessted	destinazione	bestemmelsessted	N;FEM;SG	N;INDF;MASC;SG
harrison	harrison	harrison	harrison	N;MASC;SG	N;INDF;MASC;SG
apice	apex	apice	apex	N;MASC;SG	N;INDF;MASC;SG
apice	pinnacle	apice	pinnacle	N;MASC;SG	N;INDF;MASC;SG
apice	peak	apice	peak	N;MASC;SG	N;INDF;NEUT;SG
dialetti	dialekter	dialetto	dialekter	N;MASC;PL	N;INDF;FEM;PL
combinazione	kombinasjon	combinazione	kombinasjon	N;FEM;SG	N;INDF;MASC;SG
combinazione	kombi	combinazione	kombi	N;FEM;SG	N;INDF;MASC;SG
combinazione	combo	combinazione	combo	N;FEM;SG	N;INDF;MASC;SG
magic	magi	magic	magi	N	N;INDF;MASC;SG
magic	magic	magic	magic	N	N
magic	trylling	magic	trylling	N	N;INDF;FEM;SG
magic	trolldom	magic	trolldom	N	N;INDF;MASC;SG
obbligo	forpliktelse	obbligo	forpliktelse	N;MASC;SG	N;INDF;MASC;SG
frequentato	deltok	frequentare	delta	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
gianluca	gianluca	gianlucare	gianluce	N;FEM;SG	N;INDF;FEM;SG
blog	blogg	blog	blogg	N;MASC	N;INDF;MASC;SG
