van	od	van	od	ADP	ADP
handhaven	utrzymać	handhaven	utrzymać	V;NFIN	V;PFV;NFIN;ACT
handhaven	utrzymywać	handhaven	utrzymywać	V;NFIN	V;IPFV;NFIN;ACT
bol	sfery	bol	sfery	N;MASC+FEM;SG	N;ACC;FEM;SG
bol	kuli	bol	kula	N;MASC+FEM;SG	N;GEN;FEM;SG
materialen	materiały	materiaal	materiał	N;PL	N;NOM;MASC;PL
act	akt	act	akt	N;MASC+FEM;SG	N;NOM;MASC;SG
oordeel	orzeczenie	oordeel	orzeczenie	N;NEUT;SG	N;NOM;NEUT;SG
oordeel	osąd	oordeel	osąd	N;NEUT;SG	N;NOM;MASC;SG
oordeel	werdykt	oordeel	werdykt	N;NEUT;SG	N;NOM;MASC;SG
oordeel	wyrok	oordeel	wyrok	N;NEUT;SG	N;NOM;MASC;SG
oordeel	wyrok	oordeel	wyrok	N;NEUT;SG	N;NOM;MASC;SG
oordeel	orzeczenie	oordeel	orzeczenie	N;NEUT;SG	N;NOM;NEUT;SG
oordeel	osąd	oordeel	osąd	N;NEUT;SG	N;NOM;MASC;SG
degradatie	degradacji	degradatie	degradacja	N;MASC+FEM;SG	N;DAT;FEM;SG
bed	łoże	bed	łoże	N;NEUT;SG	N;NOM;NEUT;SG
bed	łóżka	bed	łóżko	N;NEUT;SG	N;NOM;NEUT;SG
bed	łóżko	bed	łóżko	N;NEUT;SG	N;NOM;NEUT;SG
bed	łóżku	bed	łóżko	N;NEUT;SG	N;DAT;NEUT;SG
kwijt	zagubiona	kwijt	zagubić	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
kwijt	zagubiony	kwijt	zagubić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
kwijt	stracone	kwijt	stracić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
kwijt	utracone	kwijt	utracić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
portugees	portugalski	portugees	portugalski	ADJ	ADJ;NOM;MASC;SG
portugees	portugalska	portugees	portugalski	ADJ	ADJ;NOM;FEM;SG
portugees	portugalskie	portugees	portugalski	ADJ	ADJ;NOM;NEUT;SG
portugees	portugalskim	portugees	portugalski	ADJ	ADJ;INS;MASC;SG
uitslagen	rezultaty	uitslag	rezultat	N;PL	N;NOM;MASC;PL
uitslagen	wyniki	uitslag	wynik	N;PL	N;NOM;MASC;PL
header	nagłówka	header	nagłówka	N;MASC+FEM;SG	N;NOM;NEUT;SG
header	nagłówek	header	nagłówek	N;MASC+FEM;SG	N;ACC;MASC;SG
vervanging	zastąpienia	vervanging	zastąpić	N;MASC+FEM;SG	N;NOM;NEUT;SG
vervanging	zastąpienie	vervanging	zastąpienie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
vervanging	zastępstwo	vervanging	zastępstwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
vervanging	wymiana	vervanging	wymianać	N;MASC+FEM;SG	N;NOM;FEM;SG
vervanging	zastąpienia	vervanging	zastąpić	N;MASC+FEM;SG	N;NOM;NEUT;SG
vervanging	zastępstwo	vervanging	zastępstwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
vervanging	zastąpienie	vervanging	zastąpienie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
opbouw	konstrukcja	opbouw	konstrukcja	N;MASC+FEM;SG	N;NOM;FEM;SG
opbouw	budownictwo	opbouw	budownictwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
zoogdieren	ssaków	zoogdier	ssak	N;PL	N;GEN;MASC;PL
zoogdieren	ssaki	zoogdier	ssak	N;PL	N;NOM;MASC;PL
zoogdieren	ssaki	zoogdier	ssak	N;PL	N;NOM;MASC;PL
keizerlijke	cesarska	keizerlijk	cesarski	ADJ	ADJ;NOM;FEM;SG
geprobeerd	próbowano	proberen	próbować	V;V.PTCP	V;IPFV;IND;0;PST;FIN;ACT
geprobeerd	próbował	proberen	próbować	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
geprobeerd	próbował	proberen	próbować	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
kleinzoon	wnuka	kleinzoon	wnukać	N;MASC+FEM;SG	N;ACC;MASC;SG
kleinzoon	wnuk	kleinzoon	wnuk	N;MASC+FEM;SG	N;NOM;MASC;SG
kleinzoon	wnukiem	kleinzoon	wnuk	N;MASC+FEM;SG	N;INS;MASC;SG
inzicht	wgląd	inzicht	wgląd	N;NEUT;SG	N;NOM;MASC;SG
inzicht	zrozumienie	inzicht	zrozumienie	N;NEUT;SG	N;NOM;NEUT;SG
inzicht	rozumienie	inzicht	rozumienie	N;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
inzicht	zrozumienia	inzicht	zrozumienie	N;NEUT;SG	N;GEN;NEUT;SG
staande	stały	staan	stać	V;V.PTCP	V;IPFV;MASC;IND;PL;PST;FIN;ACT
staande	stoi	staan	stać	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
staande	stojąc	staan	stać	V;V.PTCP	V;IPFV;PRS;V.CVB;ACT
schijf	dysk	schijf	dysk	N;MASC+FEM;SG	N;NOM;MASC;SG
schijf	dysku	schijf	dysk	N;MASC+FEM;SG	N;GEN;MASC;SG
schijf	dysk	schijf	dysk	N;MASC+FEM;SG	N;NOM;MASC;SG
schijf	płyta	schijf	płyta	N;MASC+FEM;SG	N;NOM;FEM;SG
donker	ciemne	donker	ciemny	ADJ	ADJ;NOM;NEUT;SG
donker	ciemna	donker	ciemny	ADJ	ADJ;NOM;FEM;SG
donker	ciemny	donker	ciemny	ADJ	ADJ;NOM;MASC;SG
vorig	poprzedni	vorig	poprzedni	ADJ	ADJ;NOM;MASC;SG
kantons	kantonów	kanton	kanton	N;PL	N;GEN;MASC;PL
berichten	komunikaty	bericht	komunikat	N;PL	N;NOM;MASC;PL
berichten	wiadomości	bericht	wiadomość	N;PL	N;ACC;FEM;PL
berichten	postów	bericht	post	N;PL	N;GEN;MASC;PL
berichten	stanowiska	bericht	stanowisko	N;PL	N;NOM;NEUT;PL
berichten	posty	bericht	post	N;PL	N;NOM;MASC;PL
ijs	lodu	ijs	lód	N;NEUT;SG	N;GEN;MASC;SG
günther	günther	günther	günther	N;MASC+FEM;SG	N;NOM;MASC;SG
woonplaats	rezydencja	woonplaats	rezydencja	N;MASC+FEM;SG	N;NOM;FEM;SG
factor	czynnik	factor	czynnik	N;MASC+FEM;SG	N;NOM;MASC;SG
factor	współczynnik	factor	współczynnik	N;MASC+FEM;SG	N;NOM;MASC;SG
apeldoorn	apeldoorn	apeldoorn	apeldoorny	N;NEUT;SG	N;NOM;MASC;SG
tafel	stół	tafel	stół	N;MASC+FEM;SG	N;NOM;MASC;SG
tafel	stolik	tafel	stolik	N;MASC+FEM;SG	N;NOM;MASC;SG
tafel	tablica	tafel	tablica	N;MASC+FEM;SG	N;NOM;FEM;SG
introductie	wprowadzanie	introductie	wprowadzać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
introductie	wstęp	introductie	wstęp	N;MASC+FEM;SG	N;NOM;MASC;SG
introductie	wprowadzenie	introductie	wprowadzić	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
vertegenwoordigde	reprezentował	vertegenwoordigen	reprezentować	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
diameter	średnicy	diameter	średnica	N;MASC+FEM;SG	N;GEN;FEM;SG
diameter	średnica	diameter	średnica	N;MASC+FEM;SG	N;NOM;FEM;SG
haren	włosy	haar	włos	N;PL	N;NOM;MASC;PL
haren	włosów	haar	włos	N;PL	N;GEN;MASC;PL
hobo	włóczęga	hobo	włóczęgać	N;MASC+FEM;SG	N;NOM;FEM;SG
senior	senior	senior	senior	N;MASC+FEM;SG	N;NOM;MASC;SG
verantwoordelijkheid	odpowiedzialności	verantwoordelijkheid	odpowiedzialność	N;MASC+FEM;SG	N;GEN;FEM;SG
verantwoordelijkheid	odpowiedzialność	verantwoordelijkheid	odpowiedzialność	N;MASC+FEM;SG	N;NOM;FEM;SG
verantwoordelijkheid	odpowiedzialności	verantwoordelijkheid	odpowiedzialność	N;MASC+FEM;SG	N;GEN;FEM;SG
verantwoordelijkheid	odpowiedzialność	verantwoordelijkheid	odpowiedzialność	N;MASC+FEM;SG	N;NOM;FEM;SG
verantwoordelijkheid	odpowiedzialności	verantwoordelijkheid	odpowiedzialność	N;MASC+FEM;SG	N;GEN;FEM;SG
verantwoordelijkheid	odpowiedzialność	verantwoordelijkheid	odpowiedzialność	N;MASC+FEM;SG	N;NOM;FEM;SG
eddy	eddiego	eddy	eddić	N;MASC+FEM;SG	N;ACC;MASC;SG
successen	sukcesów	succes	sukces	N;PL	N;GEN;MASC;PL
successen	sukcesy	succes	sukces	N;PL	N;NOM;MASC;PL
metal	metal	metal	metal	N;MASC+FEM;SG	N;NOM;MASC;SG
redactie	redakcji	redactie	redakcja	N;MASC+FEM;SG	N;GEN;FEM;SG
redactie	wydawcy	redactie	wydawca	N;MASC+FEM;SG	N;NOM;MASC;SG
mist	tęskni	missen	tęsknić	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
prefectuur	prefektura	prefectuur	prefektura	N;MASC+FEM;SG	N;NOM;FEM;SG
christenen	chrześcijanie	christenen	chrześcijanin	N;PL	N;NOM;MASC;PL
christenen	chrześcijanie	christenen	chrześcijanin	N;PL	N;NOM;MASC;PL
onderhandelingen	negocjacjach	onderhandeling	negocjacja	N;PL	N;DAT;FEM;PL
onderhandelingen	negocjacje	onderhandeling	negocjacja	N;PL	N;NOM;FEM;PL
onderhandelingen	negocjacje	onderhandeling	negocjacja	N;PL	N;NOM;FEM;PL
onderhandelingen	negocjacje	onderhandeling	negocjacja	N;PL	N;NOM;FEM;PL
nut	przydatność	nut	przydatność	N;NEUT;SG	N;NOM;FEM;SG
nut	przydatność	nut	przydatność	N;NEUT;SG	N;NOM;FEM;SG
baas	szef	baas	szef	N;MASC+FEM;SG	N;NOM;MASC;SG
ontwerper	projektant	ontwerper	projektant	N;MASC+FEM;SG	N;NOM;MASC;SG
voorwaarde	warunek	voorwaard	warunek	N;MASC+FEM;SG	N;ACC;MASC;SG
voorwaarde	stan	voorwaard	stan	N;MASC+FEM;SG	N;NOM;MASC;SG
ijzer	żelazo	ijzer	żelazo	N;NEUT;SG	N;NOM;NEUT;SG
ijzer	żelazko	ijzer	żelazko	N;NEUT;SG	N;NOM;NEUT;SG
creëren	tworzy	creer	tworzyć	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
creëren	stwórz	creer	stwórz	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
creëren	tworzyć	creer	tworzyć	V;NFIN	V;IPFV;NFIN;ACT
creëren	utwórz	creer	utwórzyć	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
kondigde	ogłosił	kondigen	ogłosić	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
kondigde	ogłoszono	kondigen	ogłosić	V;SG;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
kondigde	ogłosiła	kondigen	ogłosić	V;SG;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
scène	scena	scène	scena	N;MASC+FEM;SG	N;NOM;FEM;SG
zeldzame	rzadka	zeldzaam	rzadka	ADJ	ADJ;NOM;FEM;SG
zeldzame	rzadkie	zeldzaam	rzadki	ADJ	ADJ;NOM;NEUT;SG
zeldzame	rzadki	zeldzaam	rzadka	ADJ	ADJ;NOM;MASC;SG
gebeurtenis	wydarzenie	gebeurtenis	wydarzenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
gebeurtenis	zdarzenie	gebeurtenis	zdarzenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
jarig	urodzinowy	jarig	urodzinowy	ADJ	ADJ;NOM;MASC;SG
jarig	urodzinowe	jarig	urodzinowy	ADJ	ADJ;NOM;NEUT;SG
nuttig	użyteczny	nuttig	użyteczny	ADJ	ADJ;NOM;MASC;SG;POS;V.PTCP;PASS
nuttig	przydatne	nuttig	przydatny	ADJ	ADJ;NOM;NEUT;SG
nuttig	użyteczne	nuttig	użyteczny	ADJ	ADJ;NOM;NEUT;SG
nuttig	przydatny	nuttig	przydatny	ADJ	ADJ;NOM;MASC;SG
nuttig	przydatna	nuttig	przydatny	ADJ	ADJ;NOM;FEM;SG
wethouder	radny	wethouder	radny	N;MASC+FEM;SG	N;NOM;MASC;SG
wethouder	radnego	wethouder	radny	N;MASC+FEM;SG	N;ACC;MASC;SG
opmerkelijk	nadzwyczajne	opmerkelijk	nadzwyczajny	ADJ	ADJ;NOM;NEUT;SG
opmerkelijk	niezwykłe	opmerkelijk	niezwykłe	ADJ	ADJ;NOM;NEUT;SG
weekend	weekendu	weekend	weekend	N;NEUT;SG	N;GEN;MASC;SG
weekend	weekend	weekend	weekend	N;NEUT;SG	N;NOM;MASC;SG
gereed	gotowy	gereed	gotowy	ADJ	ADJ;NOM;MASC;SG
gereed	gotowe	gereed	gotowy	ADJ	ADJ;NOM;NEUT;SG
waarschuwing	ostrzeżenia	waarschuwing	ostrzeżenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
waarschuwing	ostrzeżenie	waarschuwing	ostrzeżenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
waarschuwing	alarm	waarschuwing	alarm	N;MASC+FEM;SG	N;NOM;MASC;SG
waarschuwing	wpis	waarschuwing	wpis	N;MASC+FEM;SG	N;NOM;MASC;SG
doorbraak	przełom	doorbraak	przełom	N;MASC+FEM;SG	N;NOM;MASC;SG
gepland	zaplanowano	plannen	zaplanować	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
financieel	finansowe	financieel	finansowy	ADJ	ADJ;NOM;NEUT;SG
financieel	finansowy	financieel	finansowy	ADJ	ADJ;NOM;MASC;SG
financieel	finansowych	financieel	finansowy	ADJ	ADJ;GEN;MASC;PL
financieel	finansowa	financieel	finansowy	ADJ	ADJ;NOM;FEM;SG
fossielen	skamieniałości	fossiel	skamieniałość	N;PL	N;ACC;FEM;PL
toonde	pokazało	tonen	pokazać	V;SG;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN;ACT
toonde	pokazał	tonen	pokazać	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
toonde	wykazało	tonen	wykazać	V;SG;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN;ACT
toonde	pokazała	tonen	pokazać	V;SG;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
marshall	marszałek	marshall	marszałek	N;MASC+FEM;SG	N;NOM;MASC;SG
schuld	winę	schuld	wina	N;MASC+FEM;SG	N;ACC;FEM;SG
schuld	długu	schuld	dług	N;MASC+FEM;SG	N;GEN;MASC;SG
schuld	dług	schuld	dług	N;MASC+FEM;SG	N;NOM;MASC;SG
schuld	zadłużenie	schuld	zadłużenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
hockey	hokej	hockey	hok	N;MASC+FEM;SG	N;NOM;MASC;SG
hockey	hokeja	hockey	hokej	N;MASC+FEM;SG	N;ACC;MASC;SG
vangen	złap	vangen	złap	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
vangen	złapać	vangen	złapać	V;NFIN	V;PFV;NFIN;ACT
vangen	łap	vangen	łap	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
vangen	schwytać	vangen	schwytać	V;NFIN	V;PFV;NFIN;ACT
vangen	uchwycić	vangen	uchwycić	V;NFIN	V;PFV;NFIN;ACT
depressie	depresji	depressie	depresja	N;MASC+FEM;SG	N;GEN;FEM;SG
depressie	depresja	depressie	depresja	N;MASC+FEM;SG	N;NOM;FEM;SG
episode	odcinek	episode	odcinek	N;MASC+FEM;SG	N;NOM;MASC;SG
episode	epizod	episode	epizod	N;MASC+FEM;SG	N;NOM;MASC;SG
absolute	absolutna	absoluut	absolutny	ADJ	ADJ;NOM;FEM;SG
absolute	bezwzględna	absoluut	bezwzględny	ADJ	ADJ;NOM;FEM;SG
absolute	absolutny	absoluut	absolutny	ADJ	ADJ;NOM;MASC;SG
absolute	bezwzględne	absoluut	bezwzględny	ADJ	ADJ;NOM;NEUT;SG
liverpool	liverpoolu	liverpool	liverpool	N;NEUT;SG	N;GEN;MASC;SG
liverpool	liverpool	liverpool	liverpool	N;NEUT;SG	N;NOM;MASC;SG
filipijns	filipiński	filipijns	filipiński	ADJ	ADJ;NOM;MASC;SG
gedeeld	udostępnił	delen	udostępnić	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
geloven	wierząc	geloven	wierzyć	V;NFIN	V;IPFV;PRS;V.CVB;ACT
tank	zbiornik	tank	zbiornik	N;MASC+FEM;SG	N;NOM;MASC;SG
tank	czołg	tank	czołg	N;MASC+FEM;SG	N;ACC;MASC;SG
klinkt	brzmi	klinken	brzmieć	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
voertuig	pojazd	voertuig	pojazd	N;NEUT;SG	N;NOM;MASC;SG
voertuig	nośnik	voertuig	nośnik	N;NEUT;SG	N;NOM;MASC;SG
voertuig	pojazdu	voertuig	pojazd	N;NEUT;SG	N;GEN;MASC;SG
tijdschriften	czasopism	tijdschrift	czasopism	N;PL	N;GEN;MASC;PL
tijdschriften	czasopism	tijdschrift	czasopism	N;PL	N;GEN;MASC;PL
tijdschriften	magazyny	tijdschrift	magazyn	N;PL	N;NOM;MASC;PL
ondernemer	przedsiębiorca	ondernemer	przedsiębiorca	N;MASC+FEM;SG	N;NOM;MASC;SG
brothers	bracia	brother	brat	N;PL	N;NOM;MASC;PL
slaven	niewolnicy	slaven	niewolnik	N;PL	N;NOM;MASC;PL
slaven	niewolników	slaven	niewolnik	N;PL	N;ACC;MASC;PL
slaven	niewolnicy	slaven	niewolnik	N;PL	N;NOM;MASC;PL
leest	czyta	lezen	czytać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
leest	odczytuje	lezen	odczytywać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
lama	lama	lama	lama	N;MASC+FEM;SG	N;NOM;MASC;SG
lama	lama	lama	lama	N;MASC+FEM;SG	N;NOM;MASC;SG
verschijnsel	fenomen	verschijnsel	fenomen	N;NEUT;SG	N;NOM;MASC;SG
verschijnsel	zjawisko	verschijnsel	zjawisko	N;NEUT;SG	N;NOM;NEUT;SG
componisten	kompozytorów	componist	kompozytor	N;PL	N;GEN;MASC;PL
coalitie	koalicji	coalitie	koalicja	N;MASC+FEM;SG	N;GEN;FEM;SG
contacten	kontakty	contact	kontakt	N;PL	N;NOM;MASC;PL
zusters	siostrzyczki	zuster	siostrzyczka	N;PL	N;NOM;FEM;PL
zusters	siostrami	zuster	siostra	N;PL	N;INS;FEM;PL
zusters	siostry	zuster	siostra	N;PL	N;NOM;FEM;PL
zusters	pielęgniarek	zuster	pielęgniarka	N;PL	N;GEN;FEM;PL
zusters	pielęgniarki	zuster	pielęgniarka	N;PL	N;NOM;FEM;PL
dagelijkse	dzienna	dagelijks	dzienny	ADJ	ADJ;NOM;FEM;SG
dagelijkse	codzienne	dagelijks	codzienny	ADJ	ADJ;NOM;NEUT;SG
gesprek	rozmowę	gesprek	rozmowa	N;NEUT;SG	N;ACC;FEM;SG
gesprek	rozmowa	gesprek	rozmowa	N;NEUT;SG	N;NOM;FEM;SG
gesprek	konwersacji	gesprek	konwersacja	N;NEUT;SG	N;GEN;FEM;SG
gemeten	mierzona	meten	mierzyć	V;V.PTCP	V;IPFV;IND;SG;PRS;FIN;ACT
vlees	mięsa	vlees	mięso	N;NEUT;SG	N;GEN;NEUT;SG
vlees	mięso	vlees	mięso	N;NEUT;SG	N;NOM;NEUT;SG
vlees	mięsa	vlees	mięso	N;NEUT;SG	N;GEN;NEUT;SG
vlees	mięso	vlees	mięso	N;NEUT;SG	N;NOM;NEUT;SG
opgeslagen	zapisano	opslaan	zapisać	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
opgeslagen	uratował	opslaan	uratować	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
voelt	czuje	voelen	czuć	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
herstel	przywrócenie	herstel	przywrócenie	N;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
herstel	odtworzenie	herstel	odtworzyć	N;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
herstel	przywrócenia	herstel	przywrócić	N;NEUT;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
herstel	odzyskanie	herstel	odzyskać	N;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
herstel	odzysk	herstel	odzysk	N;NEUT;SG	N;NOM;MASC;SG
herstel	odzyskiwanie	herstel	odzyskiwać	N;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
herstel	odzysku	herstel	odzysk	N;NEUT;SG	N;GEN;MASC;SG
herstel	rehabilitację	herstel	rehabilitacja	N;NEUT;SG	N;ACC;FEM;SG
herstel	rehabilitacji	herstel	rehabilitacja	N;NEUT;SG	N;GEN;FEM;SG
anonieme	anonimowy	anoniem	anonimowy	ADJ	ADJ;NOM;MASC;SG
anonieme	anonimowych	anoniem	anonimowy	ADJ	ADJ;GEN;MASC;PL
anonieme	anonimowe	anoniem	anonimowy	ADJ	ADJ;NOM;NEUT;SG
track	ścieżka	track	ścieżkać	N;MASC+FEM;SG	N;NOM;FEM;SG
track	utwór	track	utwór	N;MASC+FEM;SG	N;ACC;MASC;SG
track	tor	track	tor	N;MASC+FEM;SG	N;NOM;MASC;SG
track	toru	track	tor	N;MASC+FEM;SG	N;GEN;MASC;SG
nek	kark	nek	karka	N;MASC+FEM;SG	N;NOM;MASC;SG
profvoetballer	piłkarz	profvoetballer	piłkarz	N;MASC+FEM;SG	N;NOM;MASC;SG
fractie	grupie	fractie	grupa	N;MASC+FEM;SG	N;DAT;FEM;SG
fractie	grupy	fractie	grupa	N;MASC+FEM;SG	N;ACC;FEM;SG
fractie	grupa	fractie	grupa	N;MASC+FEM;SG	N;NOM;FEM;SG
fractie	ułamek	fractie	ułamek	N;MASC+FEM;SG	N;NOM;MASC;SG
fractie	frakcja	fractie	frakcja	N;MASC+FEM;SG	N;NOM;FEM;SG
uitgenodigd	zaproszono	uitnodigen	zaprosić	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
morgan	morgana	morgan	morgany	N;MASC+FEM;SG	N;NOM;FEM;SG
tanks	zbiorniki	tank	zbiornik	N;PL	N;NOM;MASC;PL
tanks	czołgi	tank	czołg	N;PL	N;NOM;MASC;PL
vertrekt	odbiega	vertrekken	odbiegać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
katholieken	katolików	katholiek	katolik	N;PL	N;ACC;MASC;PL
match	mecz	match	mecz	N;MASC+FEM;SG	N;NOM;MASC;SG
match	dopasowanie	match	dopasować	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
borst	skrzynia	borst	skrzyniać	N;MASC+FEM;SG	N;NOM;FEM;SG
borst	biust	borst	biust	N;MASC+FEM;SG	N;NOM;MASC;SG
springen	skacze	springen	skakać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
design	projekt	design	projekt	N;MASC+FEM;SG	N;NOM;MASC;SG
design	konstrukcja	design	konstrukcja	N;MASC+FEM;SG	N;NOM;FEM;SG
design	projektowanie	design	projektować	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
valse	fałszywa	vals	fałszywać	ADJ	ADJ;NOM;FEM;SG
valse	fałszywe	vals	fałszywy	ADJ	ADJ;NOM;NEUT;SG
valse	nieprawdziwe	vals	nieprawdziwy	ADJ	ADJ;NOM;NEUT;SG
valse	fałszywy	vals	fałszywa	ADJ	ADJ;NOM;MASC;SG
standbeeld	figura	standbeeld	figura	N;NEUT;SG	N;NOM;FEM;SG
standbeeld	pomnik	standbeeld	pomnik	N;NEUT;SG	N;ACC;MASC;SG
standbeeld	posąg	standbeeld	posąg	N;NEUT;SG	N;ACC;MASC;SG
concurrentie	rywalizacja	concurrentie	rywalizacja	N;MASC+FEM;SG	N;NOM;FEM;SG
concurrentie	konkurencja	concurrentie	konkurencja	N;MASC+FEM;SG	N;NOM;FEM;SG
concurrentie	konkurs	concurrentie	konkurs	N;MASC+FEM;SG	N;NOM;MASC;SG
concurrentie	konkurencji	concurrentie	konkurencja	N;MASC+FEM;SG	N;GEN;FEM;SG
sebastian	sebastian	sebastian	sebastianin	N;MASC+FEM;SG	N;NOM;MASC;SG
aanhangers	zwolennicy	aanhanger	zwolennik	N;PL	N;NOM;MASC;PL
aanhangers	zwolenników	aanhanger	zwolennik	N;PL	N;ACC;MASC;PL
medisch	medyczna	medisch	medyczny	ADJ	ADJ;NOM;FEM;SG
medisch	medyczny	medisch	medyczny	ADJ	ADJ;NOM;MASC;SG
medisch	medyczne	medisch	medyczny	ADJ	ADJ;NOM;NEUT;SG
fins	fiński	fins	fiński	ADJ	ADJ;NOM;MASC;SG
visser	rybak	visser	rybak	N;MASC+FEM;SG	N;NOM;MASC;SG
verdient	zasługuje	verdienen	zasługiwać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
kat	kotek	kat	kotek	N;MASC+FEM;SG	N;NOM;MASC;SG
kat	kotka	kat	kotka	N;MASC+FEM;SG	N;NOM;FEM;SG
kat	kot	kat	kot	N;MASC+FEM;SG	N;NOM;MASC;SG
perfect	idealna	perfect	idealny	ADJ	ADJ;NOM;FEM;SG
perfect	idealne	perfect	idealny	ADJ	ADJ;NOM;NEUT;SG
perfect	idealny	perfect	idealny	ADJ	ADJ;NOM;MASC;SG
grootvader	dziadku	grootvader	dziadek	N;MASC+FEM;SG	N;VOC;MASC;SG
grootvader	dziadek	grootvader	dziadek	N;MASC+FEM;SG	N;NOM;MASC;SG
grootvader	dziadku	grootvader	dziadek	N;MASC+FEM;SG	N;VOC;MASC;SG
grootvader	dziadek	grootvader	dziadek	N;MASC+FEM;SG	N;NOM;MASC;SG
primaire	podstawowy	primair	podstawowy	ADJ	ADJ;NOM;MASC;SG
primaire	pierwotne	primair	pierwotny	ADJ	ADJ;NOM;NEUT;SG
primaire	podstawowej	primair	podstawowy	ADJ	ADJ;GEN;FEM;SG
primaire	podstawowe	primair	podstawowy	ADJ	ADJ;NOM;NEUT;SG
evolutie	ewolucja	evolutie	ewolucja	N;MASC+FEM;SG	N;NOM;FEM;SG
evolutie	ewolucję	evolutie	ewolucja	N;MASC+FEM;SG	N;ACC;FEM;SG
evolutie	ewolucji	evolutie	ewolucja	N;MASC+FEM;SG	N;GEN;FEM;SG
mix	mieszanka	mix	mieszanka	N;MASC+FEM;SG	N;NOM;FEM;SG
voorwerp	przedmiot	voorwerp	przedmiot	N;NEUT;SG	N;NOM;MASC;SG
voorwerp	obiekt	voorwerp	obiekt	N;NEUT;SG	N;NOM;MASC;SG
voorwerp	obiektu	voorwerp	obiekt	N;NEUT;SG	N;GEN;MASC;SG
captain	kapitan	captain	kapitan	N;MASC+FEM;SG	N;NOM;MASC;SG
vleugel	skrzydło	vleugel	skrzydło	N;MASC+FEM;SG	N;NOM;NEUT;SG
oever	brzegu	oever	brzeg	N;MASC+FEM;SG	N;GEN;MASC;SG
oever	brzeg	oever	brzeg	N;MASC+FEM;SG	N;NOM;MASC;SG
privé	prywatne	privé	prywatny	ADJ	ADJ;NOM;NEUT;SG
