категория	категорія	категория	категорія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
клетка	скринька	клетка	скринька	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
клетка	ящик	клетка	ящик	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
клетка	коробка	клетка	коробка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
клетка	клітку	клетка	клітка	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
клетка	клітка	клетка	кліткий	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
параклис	каплиця	параклис	каплиця	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
организми	організми	организъм	організм	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
атакува	атакує	атакувам	атакувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
атакува	атакує	атакувам	атакувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
орел	орла	орел	орлий	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
орел	орел	орел	орел.	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
същият	однаковий	същ	однаковий	ADJ;DEF;MASC;SG	ADJ;NOM;MASC;SG
породи	порід	породя-(се)	порода	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
записани	записано	запиша-(се)	записати	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;0;FIN
риск	ризик	риск	ризик	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
процедура	процедуру	процедура	процедура	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
процедура	процедура	процедура	процедура	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
кралицата	королева	кралица	королевий	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
кралицата	краля	кралица	краля	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
кралицата	цариця	кралица	цариця	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
същества	істоти	същество	істота	N;INDF;NEUT;PL	N;ANIM;NOM;FEM;PL
пънк	панк	пънк	панк	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
испанска	іспанською	испански	іспанський	ADJ;INDF;FEM;SG	ADJ;INS;FEM;SG
испанска	іспанської	испански	іспанський	ADJ;INDF;FEM;SG	ADJ;GEN;FEM;SG
испанска	іспанська	испански	іспанський	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
архитектурата	архітектура	архитектура	архітектура	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
съгласие	згоду	съгласие	згоду	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
съгласие	згода	съгласие	згода	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
съгласие	погодження	съгласие	погодження	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
съгласие	угода	съгласие	угода	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
съгласие	угоду	съгласие	угода	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
разбиране	взаєморозуміння	разбиране	взаєморозуміння	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
разбиране	розуміння	разбиране	розуміння	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
намеса	втручання	намеса	втручання	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
арменски	вірменська	арменски	вірменський	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
финансова	фінансова	финансов	фінансовий	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
танкове	танки	танк	танка	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
танкове	танків	танк	танок	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
известност	популярність	известност	популярність	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
купува	купує	купувам	купувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
купува	купувати	купувам	купувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;NFIN
апарати	прилади	апарат	прилад	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
мениджър	керівник	мениджър	керівник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
мениджър	менеджер	мениджър	менеджер	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
съставено	складено	съставя	скласти	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
съставено	зібрано	съставя	зібрати	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
механика	механіка	механика	механіка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
механика	механік	механика	механік	N;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
овце	вівці	овце	вівця	N;INDF;FEM;PL	N;ANIM;NOM;FEM;PL
овце	вівцями	овце	уівця	N;INDF;FEM;PL	N;ANIM;INS;MASC;PL
ръката	кисть	ръка	кисть	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
ръката	правиця	ръка	правиця	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
ръката	рука	ръка	рука	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
ръката	руку	ръка	рука	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
коли	автомобілі	кола	автомобіль	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
коли	тачки	кола	тачка	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
стъпки	слідами	стъпка	слід	N;INDF;FEM;PL	N;INAN;INS;MASC;PL
стъпки	кроків	стъпка	крок	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
стъпки	кроки	стъпка	крок	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
възел	вузол	възел	вузол	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
възел	вузол	възел	вузол	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
редовен	регулярний	редовен	регулярний	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
редовен	звичайний	редовен	звичайний	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
редовен	формальний	редовен	формальний	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
заседание	сеанс	заседание	сеанс	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
заседание	сеансу	заседание	сеанс	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
заседание	сесія	заседание	сесія	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
заседание	засідання	заседание	засідання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
заседание	нарада	заседание	нарада	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
заседание	зустріч	заседание	зустріч	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
албанци	албанці	албанец	албанець	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
математически	математична	математически	математичний	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
математически	математичний	математически	математичний	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
критици	критиків	критик	критик	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
електрическа	електричний	електрически	електричний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
електрическа	електричний	електрически	електричний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
записан	записано	запиша-(се)	записати	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
записан	записав	запиша-(се)	записати	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
отстъпва	відступає	отстъпвам	відступати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
пожар	вогнем	пожар	вогонь	N;INDF;MASC;SG	N;INAN;INS;MASC;SG
пожар	вогонь	пожар	вогонь	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
пожар	пожежа	пожар	пожежа	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
войник	солдат	войник	солдат	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
преводачи	перекладачі	преводач	перекладач	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
командващ	командира	командващ	командир	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
командващ	командувача	командващ	командувач	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
командващ	командир	командващ	командир	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
наличие	присутність	наличие	присутність	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
разработен	розроблено	разработя-(се)	розробити	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
потвърждава	підтверджує	потвърждавам	підтверджувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
курсове	курси	курс	курс	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
гърците	греки	грък	грек	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
дружества	компанії	дружество	компанія	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
дружества	компаній	дружество	компанія	N;INDF;NEUT;PL	N;INAN;GEN;FEM;PL
дружества	компаніями	дружество	компанія	N;INDF;NEUT;PL	N;INAN;INS;FEM;PL
юноши	підлітків	юноша	підліток	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
архангел	архангел	архангел	архангел	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
реформа	реформа	реформа	реформа	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
нормално	зазвичай	нормално	зазвичай	ADV	ADV
обсада	облога	обсада	облогий	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
условие	умова	условие	умова	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
регент	правителька	регент	правителька	N;INDF;MASC;SG	N;ANIM;NOM;FEM;SG
мнения	коментарях	мнение	коментар	N;INDF;NEUT;PL	N;INAN;ESS;MASC;PL
мнения	коментарів	мнение	коментар	N;INDF;NEUT;PL	N;INAN;GEN;MASC;PL
мнения	коментарі	мнение	коментар	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
мнения	погляди	мнение	погляд	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
мнения	перегляди	мнение	перегляд	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
кислород	киснем	кислород	кисень	N;INDF;MASC;SG	N;INAN;INS;MASC;SG
кислород	кисень	кислород	кисень	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
отглеждане	нарощування	отглеждане	нарощування	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
отглеждане	землеробства	отглеждане	землеробство	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
отглеждане	вирощування	отглеждане	вирощування	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
горни	верхні	горен	верхня	ADJ;INDF;PL	ADJ;NOM;PL
доказва	доводить	доказвам	доводити	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
човечеството	людство	човечество	людство	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
човечеството	людство	човечество	людство	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
човечеството	людства	човечество	людство	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
човечеството	людству	човечество	людство	N;DEF;NEUT;SG	N;INAN;DAT;NEUT;SG
разходи	витрати	разход	витрата	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
подписан	підписано	подпиша-(се)	підписати	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
подписан	підписав	подпиша-(се)	підписати	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
съзнание	свідомість	съзнание	свідомість	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
абатство	абатство	абатство	абатство	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
следствие	наслідок	следствие	наслідок	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
изгнание	вигнання	изгнание	вигнання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
изабела	ізабелла	изабела	ізабелт	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
спътници	супутники	спътник	супутник	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
спътници	сподвижників	спътник	сподвижник	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
спътници	супутники	спътник	супутник	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
въздействие	вплив	въздействие	вплив	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
въздействие	ефект	въздействие	ефект	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
пролет	весна	пролет	весна	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
мнозинството	більшість	мнозинство	більшість	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
мнозинството	більшістю	мнозинство	більшість	N;DEF;NEUT;SG	N;INAN;INS;FEM;SG
преминаване	проїзд	преминаване	проїзд	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
преминаване	пасаж	преминаване	пасаж	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
преминаване	переїзд	преминаване	переїзд	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
преминаване	перевал	преминаване	переваль	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
продадени	продано	продам	продати	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;0;FIN
катерина	катерина	катерина	катерина	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
взаимно	взаємно	взаимно	взаємно	ADV	ADV
вътрешно	внутрішньо	вътрешен	внутрішньо	ADV	ADV
станции	станції	станция	станція	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
развита	розроблено	развитам	розробити	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
практики	практик	практика	практик	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
улици	вулицям	улица	вулиця	N;INDF;FEM;PL	N;INAN;DAT;FEM;PL
улици	вулиць	улица	вулиця	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
улици	вуличками	улица	вуличка	N;INDF;FEM;PL	N;INAN;INS;FEM;PL
улици	вулицями	улица	вулиця	N;INDF;FEM;PL	N;INAN;INS;FEM;PL
улици	вулиці	улица	вулиця	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
химн	гімн	химн	гімн	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
химн	гімн	химн	гімн	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
завет	заповіт	завет	заповіт	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
завет	угода	завет	угода	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
завет	спадок	завет	спадок	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
спасява	зберігає	спасявам-(се)	зберігати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
спасява	рятує	спасявам-(се)	рятувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
обувки	кросівки	обувка	кросівка	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
убие	вбити	убия	вбити	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NFIN
убие	убити	убия	убити	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NFIN
посещение	відвідання	посещение	відвідання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
посещение	візит	посещение	візит	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
посещение	відвідування	посещение	відвідування	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
шекспир	шекспір	шекспир	шекспір	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
равен	рівне	равен	рівний	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
дисциплини	дисциплін	дисциплина	дисципліна	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
буда	будда	буда	будда	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
датски	данська	датски	данський	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
логика	логіка	логика	логіка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
инспектор	ревізор	инспектор	ревізор	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
инспектор	інспектор	инспектор	інспектор	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
броня	броня	броня	броня	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
броня	бампер	броня	бампер	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
нисък	низький	нисък	низький	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
нисък	низька	нисък	низький	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
дере	яр	дере	яр	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
оряховица	оряховиця	оряховица	оряховиця	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
невъзможно	неможливо	невъзможно	неможливо	ADV	ADV
данък	податок	данък	податок	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
комисар	комісар	комисар	комісар	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
коментари	коментарях	коментар	коментар	N;INDF;MASC;PL	N;INAN;ESS;MASC;PL
коментари	коментарів	коментар	коментар	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
коментари	коментарі	коментар	коментар	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
животно	тварина	животно	тварина	N;INDF;NEUT;SG	N;ANIM;NOM;FEM;SG
кавказ	кавказ	кавказ	кавказ	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
биология	біологія	биология	біологія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
противник	супротивник	противник	супротивник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
противник	суперник	противник	суперник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
вселената	всесвіт	вселя	всесвіт	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
езикът	мова	език	мова	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
езикът	мову	език	мова	N;DEF;MASC;SG	N;INAN;ACC;FEM;SG
парчета	шматочки	парче	шматочок	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
парчета	біти	парче	біт	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
парчета	бітів	парче	біт	N;INDF;NEUT;PL	N;INAN;GEN;MASC;PL
парчета	шматочки	парче	шматочок	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
уволнен	вигнав	уволня-(се)	вигнати	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
уволнен	звільнено	уволня-(се)	звільнити	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
уволнен	звільнив	уволня-(се)	звільнити	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
председатели	президентів	председател	президент	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
днк	днк	днк	днк	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
реакции	реакцій	реакция	реакція	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
реакции	реакції	реакция	реакція	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
детайли	відомості	детайла	відомість	N;INDF;MASC;PL	N;INAN;NOM;FEM;PL
детайли	подробиці	детайла	подробиця	N;INDF;MASC;PL	N;INAN;NOM;FEM;PL
детайли	деталі	детайла	деталі	N;INDF;MASC;PL	N;INAN;NOM;FEM;PL
шанс	шанс	шанс	шанс	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
шанс	вірогідність	шанс	вірогідність	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
колеги	колеги	колега	колега	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
колеги	співробітники	колега	співробітник	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
аржентински	аргентинський	аржентински	аргентинський	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
проза	проза	проза	проза	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
керамика	кераміка	керамика	кераміка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
керамика	кераміка	керамика	кераміка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
керамика	кераміка	керамика	кераміка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
заменя	замінює	заменям	замінювати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
приемане	визнання	приемане	визнання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
приемане	усиновлення	приемане	усиновлення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
приемане	прийняття	приемане	прийняття	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
приемане	прийом	приемане	прийом	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
приемане	прийняттям	приемане	прийняття	N;INDF;NEUT;SG	N;INAN;INS;NEUT;SG
строго	суворо	строг	суворо	ADV	ADV
строго	строго	строг	строго	ADV	ADV
кореспондент	кореспондент	кореспондент	кореспондент	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
предшественик	попередник	предшественик	попередник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
предшественик	сировина	предшественик	сировина	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
поета	поет	поет	поет	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
улиците	вулицям	улица	вулиця	N;DEF;FEM;PL	N;INAN;DAT;FEM;PL
улиците	вулиць	улица	вулиця	N;DEF;FEM;PL	N;INAN;GEN;FEM;PL
улиците	вуличками	улица	вуличка	N;DEF;FEM;PL	N;INAN;INS;FEM;PL
улиците	вулицями	улица	вулиця	N;DEF;FEM;PL	N;INAN;INS;FEM;PL
улиците	вулиці	улица	вулиця	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
кафе	кава	кафе	кава	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
служител	робітника	служител	робітник	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
независим	самостійна	независим	самостійний	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
независим	незалежна	независим	незалежний	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
независим	незалежний	независим	незалежний	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
независим	незалежне	независим	незалежний	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
запазен	зберегла	запазя-(се)	зберегти	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN
палеолог	палеолог	палеолог	палеолог	N;INDF;MASC;SG	N;ANIM;NOM;FEM;SG
композиция	будова	композиция	будова	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
композиция	композиція	композиция	композиція	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
артист	конферансьє	артист	конферансьє	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
артист	художниця	артист	художниця	N;INDF;MASC;SG	N;ANIM;NOM;FEM;SG
артист	митець	артист	митець	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
артист	виконавець	артист	виконавець	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
артист	художник	артист	художник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
масив	масив	масив	масити	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
масив	масиві	масив	масива	N;INDF;MASC;SG	N;INAN;DAT;FEM;SG
изчезнал	зник	изчезна	зник	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN
зелени	зелені	зелен	зелений	ADJ;INDF;PL	ADJ;NOM;PL
разговори	розмови	разговор	розмова	N;INDF;MASC;PL	N;INAN;NOM;FEM;PL
разговори	бесіди	разговор	бесіда	N;INDF;MASC;PL	N;INAN;NOM;FEM;PL
разговори	розмови	разговор	розмова	N;INDF;MASC;PL	N;INAN;NOM;FEM;PL
селяните	селяни	селянин	селянин	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
фрагменти	фрагменти	фрагмент	фрагмент	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
жаби	жаби	жаба	жаба	N;INDF;FEM;PL	N;ANIM;NOM;FEM;PL
жаби	жабами	жаба	жаб	N;INDF;FEM;PL	N;INAN;INS;MASC;PL
кирилица	кирилиця	кирилица	киритиця	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
председателят	голова	председател	голова	N;DEF;MASC;SG	N;ANIM;NOM;FEM;SG
председателят	головою	председател	голова	N;DEF;MASC;SG	N;INAN;INS;FEM;SG
камара	камера	камара	камера	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
камара	палата	камара	палата	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
приказки	казки	приказка	казка	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
киселини	кислоти	киселин	кислота	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
крива	крива	крива	криво	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
четене	читання	четене	читання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
четене	читання	четене	читання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
гама	гамма	гама	гамма	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
завършена	завершено	завърша	завершити	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
завършена	виконано	завърша	виконати	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
обсъждане	дискусія	обсъждане	дискусія	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
обсъждане	обговорення	обсъждане	обговорення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
валежи	опадами	валеж	опада	N;INDF;MASC;PL	N;INAN;INS;MASC;PL
валежи	опадів	валеж	опад	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
цицерон	цицерон	цицерон	цицерон	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
частна	приватна	частен	приватний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
частна	особисте	частен	особистий	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
частна	приватний	частен	приватний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
тежък	важкий	тежък	важкий	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
тежък	сильний	тежък	сильний	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
метали	метали	метал	метати	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
метали	метали	метал	метати	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
съвети	поради	съвет	порада	N;INDF;MASC;PL	N;INAN;NOM;FEM;PL
съвети	підказки	съвет	підказка	N;INDF;MASC;PL	N;INAN;NOM;FEM;PL
съвети	поради	съвет	порада	N;INDF;MASC;PL	N;INAN;NOM;FEM;PL
евровизия	євробаченні	евровизия	євробачення	N;INDF;FEM;SG	N;INAN;DAT;NEUT;SG
прилепи	кажани	прилепя-(се)	кажаний	N;INDF;FEM;PL	N;ANIM;NOM;MASC;PL
убийства	вбивств	убийство	вбивство	N;INDF;NEUT;PL	N;INAN;GEN;NEUT;PL
съхранение	зберігання	съхранение	зберігання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
