dari	من	dari	مِن	ADP	ADP
pedesaan	الريف	pedesaan	رِيف	N;SG	N;NOM;DEF;SG
penilaian	تقييم	pennilaian	تَقيِيم	N;SG	N;NOM;INDF;SG
penilaian	التقييم	pennilaian	تَقيِيم	N;SG	N;NOM;DEF;SG
penilaian	التصنيف	pennilaian	تَصنِيف	N;SG	N;NOM;DEF;SG
penilaian	تصنيف	pennilaian	تَصنِيف	N;SG	N;NOM;INDF;SG
penilaian	تقييم	pennilaian	تَقيِيم	N;SG	N;NOM;INDF;SG
penilaian	التقييم	pennilaian	تَقيِيم	N;SG	N;NOM;DEF;SG
klip	كليب	klip	كليب	N;SG	N;NOM;INDF;SG
klip	مقطع	klip	مَقطَع	N;SG	N;NOM;INDF;SG
lengan	ذراع	lengan	ذِرَاع	N;SG	N;NOM;INDF;SG
lengan	الذراع	lengan	ذِرَاع	N;SG	N;NOM;DEF;SG
lengan	الكم	lengan	كَمّ	N;SG	N;NOM;DEF;SG
penetapan	الانتداب	pentetapan	اِنتِدَاب	N;SG	N;NOM;DEF;SG
penetapan	التكليف	pentetapan	تَكلِيف	N;SG	N;NOM;DEF;SG
penetapan	الانتداب	pentetapan	اِنتِدَاب	N;SG	N;NOM;DEF;SG
musikal	موسيقي	musikal	مُوسِيقِيّ	N	N;NOM;INDF;SG
goreng	القلي	goreng	قِلَى	N;SG	N;NOM;DEF;SG
selam	الغوص	selam	غَوص	N;SG	N;NOM;DEF;SG
selam	الغطس	selam	غَطس	N;SG	N;NOM;DEF;SG
selam	غواصة	selam	غَوَّاصَة	N;SG	N;NOM;INDF;SG
selam	الغواصة	selam	غَوَّاصَة	N;SG	N;NOM;DEF;SG
cerdas	ذكية	cerdas	ذَكِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
cedera	الاصابة	cedera	إِصَابَة	N;SG	N;NOM;DEF;SG
cedera	اصابة	cedera	إِصَابَة	N;SG	N;NOM;INDF;SG
minat	المهتمة	minat	مُهتَمّ	N;SG	N;NOM;DEF;SG
minat	المصلحة	minat	مَصلَحَة	N;SG	N;NOM;DEF;SG
minat	مصلحة	minat	مَصلَحَة	N;SG	N;NOM;INDF;SG
minat	الاهتمام	minat	اِهتِمَام	N;SG	N;NOM;DEF;SG
minat	الفائدة	minat	فَائِدَة	N;SG	N;NOM;DEF;SG
minat	اهتمام	minat	اِهتِمَام	N;SG	N;NOM;INDF;SG
transmisi	الارسال	transmisi	إِرسَال	N;SG	N;NOM;DEF;SG
disiplin	انضباط	disiplin	اِنضِبَاط	N;SG	N;NOM;INDF;SG
disiplin	الانضباط	disiplin	اِنضِبَاط	N;SG	N;NOM;DEF;SG
manfaat	الاستحقاق	manfaat	اِستِحقَاق	N;SG	N;NOM;DEF;SG
manfaat	استحقاق	manfaat	اِستِحقَاق	N;SG	N;NOM;INDF;SG
manfaat	منفعة	manfaat	منفعة	N;SG	N;NOM;INDF;SG
menghapus	احذف	menhapus	أَحذَف	V;SG;ACT	V;PFV;MASC;SG;3;ACT
protokol	بروتوكول	protokol	برُوتُوكُول	N;SG	N;NOM;INDF;SG
protokol	البروتوكول	protokol	برُوتُوكُول	N;SG	N;NOM;DEF;SG
penerimaan	القبول	penterimaan	قُبُول	N;SG	N;NOM;DEF;SG
penerimaan	القبول	penterimaan	قُبُول	N;SG	N;NOM;DEF;SG
penerimaan	قبول	penterimaan	قُبُول	N;SG	N;NOM;INDF;SG
penerimaan	استقبال	penterimaan	اِستِقبَال	N;SG	N;NOM;INDF;SG
penerimaan	الاستقبال	penterimaan	اِستِقبَال	N;SG	N;NOM;DEF;SG
misteri	الغموض	misteri	غُمُوض	N;SG	N;NOM;DEF;SG
misteri	غموض	misteri	غُمُوض	N;SG	N;NOM;INDF;SG
misteri	اللغز	misteri	لَغز	N;SG	N;NOM;DEF;SG
rentang	النطاق	rentang	نِطَاق	N;SG	N;NOM;DEF;SG
rentang	مدى	rentang	مَدَى	N;SG	N;NOM;INDF;SG
rentang	المدى	rentang	مَدَى	N;SG	N;NOM;DEF;SG
rentang	نطاق	rentang	نِطَاق	N;SG	N;NOM;INDF;SG
ensiklopedia	موسوعة	ensiklopedia	مَوسُوع	N	N;NOM;INDF;SG
ensiklopedia	الموسوعات	ensiklopedia	مَوسُوع	N	N;NOM;DEF;PL
melanggar	تنتهك	menlanggar	اِنتَهَك	V;SG;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
melanggar	تنتهك	menlanggar	اِنتَهَك	V;SG;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
melanggar	ينتهك	menlanggar	اِنتَهَك	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
melanggar	ينتهك	menlanggar	اِنتَهَك	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
melanggar	انتهك	menlanggar	اِنتَهَك	V;SG;ACT	V;PFV;MASC;SG;3;ACT
melanggar	انتهكت	menlanggar	اِنتَهَك	V;SG;ACT	V;PFV;FEM;SG;3;ACT
alur	مؤامرة	alur	مُؤَامَرَة	N;SG	N;NOM;INDF;SG
alur	المؤامرة	alur	مُؤَامَرَة	N;SG	N;NOM;DEF;SG
alur	الاخدود	alur	أَخدُودِيّ	N;SG	N;NOM;DEF;SG
alur	تدفق	alur	تَدَفُّق	N;SG	N;NOM;INDF;SG
alur	التدفق	alur	تَدَفُّق	N;SG	N;NOM;DEF;SG
studios	الاستديوهات	studios	اِستَدَاو	N	N;NOM;DEF;PL
studios	ستوديوهات	studios	ستوديوهات	N	N;NOM;INDF;PL
kerangka	اطار	kerangka	إِطَار	N;SG	N;NOM;INDF;SG
membentang	يمدد	menbentang	مَدَّد	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
membentang	تمتد	menbentang	اِمتَدّ	V;SG;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
membentang	امتدت	menbentang	اِمتَدّ	V;SG;ACT	V;PFV;FEM;SG;3;ACT
kewajiban	الواجب	kewajiban	وَاجِب	N;SG	N;NOM;DEF;SG
kewajiban	واجب	kewajiban	وَاجِب	N;SG	N;NOM;INDF;SG
kewajiban	الالتزام	kewajiban	اِلتِزَام	N;SG	N;NOM;DEF;SG
kewajiban	التزام	kewajiban	اِلتِزَام	N;SG	N;NOM;INDF;SG
bahaya	الخطر	bahaya	خَطَر	N;SG	N;NOM;DEF;SG
bahaya	خطر	bahaya	خَطَر	N;SG	N;NOM;INDF;SG
survei	استبيان	survei	اِستِبَان	N;SG	N;NOM;INDF;SG
survei	المسح	survei	مُسَحِّ	N;SG	N;NOM;DEF;SG
survei	استقصاء	survei	اِستِقصَاء	N;SG	N;NOM;INDF;SG
survei	مسح	survei	مسح	N;SG	N;NOM;INDF;SG
budget	ميزانية	budget	مِيزَانِيَّة	N;SG	N;NOM;INDF;SG
budget	الميزانية	budget	مِيزَانِيَّة	N;SG	N;NOM;DEF;SG
telinga	الاذن	telinga	اَلذَذِن	N;SG	N;NOM;DEF;SG
telinga	الاذان	telinga	إِذَان	N;SG	N;NOM;DEF;SG
telinga	اذان	telinga	إِذَانَ	N;SG	N;NOM;INDF;SG
sekunder	الثانوية	sekunder	ثَانَوِيّ	N;SG	N;NOM;DEF;SG
motif	الدافع	motif	دَافِع	N;SG	N;NOM;DEF;SG
solusi	حلول	solusi	حُلُول	N;SG	N;NOM;INDF;SG
solusi	حل	solusi	حَلّ	N;SG	N;NOM;INDF;SG
solusi	الحل	solusi	حَلّ	N;SG	N;NOM;DEF;SG
dominan	المهيمنة	dominan	مُهَيَّم	N;SG	N;NOM;DEF;SG
dominan	المهيمن	dominan	المهيمن	N;SG	N;NOM;DEF;SG
khalifah	الخليفة	khalifah	خَلِيفَة	N	N;NOM;DEF;SG
kudeta	الانقلاب	kudeta	اِنقِلَاب	N;SG	N;NOM;DEF;SG
kudeta	انقلاب	kudeta	اِنقِلَاب	N;SG	N;NOM;INDF;SG
arkeologi	اثري	arkeologi	أَثَر	N;SG	N;NOM;INDF;SG
kenaikan	الارتقاء	kenaikan	اِرتِقَاء	N;SG	N;NOM;DEF;SG
penjajahan	احتلال	penjajahan	اِحتِلَال	N;SG	N;NOM;INDF;SG
penjajahan	الاحتلال	penjajahan	اِحتِلَال	N;SG	N;NOM;DEF;SG
penjajahan	المهنة	penjajahan	مُهَنِّئ	N;SG	N;NOM;DEF;SG
renang	سباحة	renang	سِبَاحَة	N;SG	N;NOM;INDF;SG
renang	للسباحة	renang	للسباحة	N;SG	N;NOM;DEF;SG
renang	السباحة	renang	سِبَاحَة	N;SG	N;NOM;DEF;SG
renang	سباحة	renang	سِبَاحَة	N;SG	N;NOM;INDF;SG
kelebihan	فائض	kelebihan	فَائِض	N;SG	N;NOM;INDF;SG
kelebihan	الفائض	kelebihan	فَائِض	N;SG	N;NOM;DEF;SG
dibeli	اشتريت	dibeli	اِشتَرَى	V;SG;PASS	V;PFV;FEM;SG;3;PASS
dibeli	اشتريت	dibeli	اِشتَرَى	V;SG;PASS	V;PFV;FEM;SG;3;PASS
dialog	حوار	dialog	حِوَار	N;SG	N;NOM;INDF;SG
dialog	الحوار	dialog	حِوَار	N;SG	N;NOM;DEF;SG
dialog	حوار	dialog	حِوَار	N;SG	N;NOM;INDF;SG
dialog	الحوار	dialog	حِوَار	N;SG	N;NOM;DEF;SG
surah	سورة	surah	سُورَة	N	N;NOM;INDF;SG
properti	ملكية	properti	مِلكِيَّة	N;SG	N;NOM;INDF;SG
properti	الملكية	properti	مِلكِيَّة	N;SG	N;NOM;DEF;SG
pertambangan	التعدين	pertambangan	تَعدِين	N;SG	N;NOM;DEF;SG
pertambangan	تعدين	pertambangan	تَعدِين	N;SG	N;NOM;INDF;SG
favorit	المفضلة	favorit	مُفضَلّ	N;SG	N;NOM;DEF;SG
favorit	المفضلة	favorit	مُفضَلّ	N;SG	N;NOM;DEF;SG
favorit	المفضلة	favorit	مُفضَلّ	N;SG	N;NOM;DEF;SG
tombol	ازرار	tombol	اِزرَار	N;SG	N;NOM;INDF;SG
tombol	الزر	tombol	زَرّ	N;SG	N;NOM;DEF;SG
aljazair	الجزائر	aljazair	جَزَائِر	N	N;NOM;DEF;PL
ramai	مزدحمة	ramai	مزدحمة	ADJ;SG	ADJ;NOM;INDF;FEM;SG
ramai	مزدحم	ramai	مزدحم	ADJ;SG	ADJ;NOM;INDF;MASC;SG
pidato	خطبة	pidato	خُطبَة	N;SG	N;NOM;INDF;SG
pidato	كلام	pidato	كَلَام	N;SG	N;NOM;INDF;SG
pidato	الكلام	pidato	كَلَام	N;SG	N;NOM;DEF;SG
pidato	الخطاب	pidato	خِطَاب	N;SG	N;NOM;DEF;SG
salinan	نسخة	salinan	نُسخَة	N;SG	N;NOM;INDF;SG
salinan	نسخ	salinan	نُسخَة	N;SG	N;NOM;INDF;SG
salinan	نسخ	salinan	نُسخَة	N;SG	N;NOM;INDF;SG
pengukuran	القياس	penukuran	قِيَاس	N;SG	N;NOM;DEF;SG
pengukuran	قياس	penukuran	قِيَاس	N;SG	N;NOM;INDF;SG
pengukuran	القياس	penukuran	قِيَاس	N;SG	N;NOM;DEF;SG
pengukuran	قياس	penukuran	قِيَاس	N;SG	N;NOM;INDF;SG
pemrograman	مبرمج	penprograman	مُبرَمِج	N;SG	N;NOM;INDF;SG
pemrograman	برمجة	penprograman	برمجة	N;SG	N;NOM;INDF;SG
pemrograman	البرمجة	penprograman	بَرمَجَة	N;SG	N;NOM;DEF;SG
fraksi	فصيل	fraksi	فصيل	N;SG	N;NOM;INDF;SG
dini	المبكر	dini	مُبَكِّر	ADJ;SG	ADJ;NOM;DEF;MASC;SG
dini	باكرا	dini	بَاكِر	ADJ;SG	ADJ;ACC;INDF;MASC;SG
dini	مبكرة	dini	مُبَكِّر	ADJ;SG	ADJ;NOM;INDF;FEM;SG
dini	مبكر	dini	مُبَكِّر	ADJ;SG	ADJ;NOM;INDF;MASC;SG
dini	مبكرا	dini	مُبَكِّر	ADJ;SG	ADJ;ACC;INDF;MASC;SG
deputi	النائب	deputi	نَائِب	N;SG	N;NOM;DEF;SG
deputi	نائب	deputi	نَائِب	N;SG	N;NOM;INDF;SG
ciptaan	انشاء	ciptaan	إِنشَاء	N;SG	N;NOM;INDF;SG
ciptaan	الانشاء	ciptaan	إِنشَاء	N;SG	N;NOM;DEF;SG
ciptaan	الخلق	ciptaan	خَلق	N;SG	N;NOM;DEF;SG
dendam	الحقد	dendam	الحقد	N;SG	N;NOM;DEF;SG
dendam	حقد	dendam	حَقد	N;SG	N;NOM;INDF;SG
dendam	انتقام	dendam	اِنتِقَام	N;SG	N;NOM;INDF;SG
dendam	الانتقام	dendam	اِنتِقَام	N;SG	N;NOM;DEF;SG
tanggapan	تفاعل	tanggapan	تَفَاعُل	N;SG	N;NOM;INDF;SG
tanggapan	الاستجابة	tanggapan	اِستِجَابَة	N;SG	N;NOM;DEF;SG
tanggapan	الرد	tanggapan	رَدّ	N;SG	N;NOM;DEF;SG
tanggapan	استجابة	tanggapan	اِستِجَابَة	N;SG	N;NOM;INDF;SG
cair	السائل	cair	سَائِل	N;SG	N;NOM;DEF;SG
pengiriman	التقديم	penkiriman	تَقدِيم	N;SG	N;NOM;DEF;SG
pengiriman	تقديم	penkiriman	تَقدِيم	N;SG	N;NOM;INDF;SG
pengiriman	الخضوع	penkiriman	خُضُوع	N;SG	N;NOM;DEF;SG
pengiriman	التسليم	penkiriman	تَسلِيم	N;SG	N;NOM;DEF;SG
pengiriman	تسليم	penkiriman	تَسلِيم	N;SG	N;NOM;INDF;SG
pengiriman	توصيل	penkiriman	تَوصِيل	N;SG	N;NOM;INDF;SG
pengiriman	طلبية	penkiriman	طَلَبِيَّة	N;SG	N;NOM;INDF;SG
pengiriman	التوصيل	penkiriman	تَوصِيل	N;SG	N;NOM;DEF;SG
pengiriman	الشحن	penkiriman	شَحن	N;SG	N;NOM;DEF;SG
pengiriman	شحن	penkiriman	شَحن	N;SG	N;NOM;INDF;SG
pengiriman	شحنة	penkiriman	شَحنَة	N;SG	N;NOM;INDF;SG
pengiriman	الشحنة	penkiriman	شَحنَة	N;SG	N;NOM;DEF;SG
saran	مقترح	saran	مُقتَرَح	N;SG	N;NOM;INDF;SG
saran	المشورة	saran	مُشَوِّر	N;SG	N;NOM;DEF;SG
saran	نصيحة	saran	نَصِيحَة	N;SG	N;NOM;INDF;SG
saran	النصيحة	saran	نَصِيح	N;SG	N;NOM;DEF;SG
saran	الاقتراح	saran	اِقتِرَاح	N;SG	N;NOM;DEF;SG
saran	اقتراح	saran	اِقتِرَاح	N;SG	N;NOM;INDF;SG
saran	مقترح	saran	مُقتَرَح	N;SG	N;NOM;INDF;SG
laju	المعدل	laju	مُعَدَّل	N;SG	N;NOM;DEF;SG
laju	معدل	laju	مُعَدَّل	N;SG	N;NOM;INDF;SG
tongkat	العود	tongkat	عَود	N;SG	N;NOM;DEF;SG
tongkat	العصا	tongkat	عَصَا	N;SG	N;NOM;DEF;SG
larutan	حل	larutan	حَلّ	N;SG	N;NOM;INDF;SG
larutan	الحل	larutan	حَلّ	N;SG	N;NOM;DEF;SG
larutan	حلول	larutan	حُلُول	N;SG	N;NOM;INDF;SG
klaim	ادعاء	klaim	اِدِّعَاء	N;SG	N;NOM;INDF;SG
klaim	المطالبة	klaim	مُطَالَبَة	N;SG	N;NOM;DEF;SG
klaim	مطالبة	klaim	مُطَالَبَة	N;SG	N;NOM;INDF;SG
pembakaran	الاحتراق	penbakaran	اِحتِرَاق	N;SG	N;NOM;DEF;SG
pembakaran	احتراق	penbakaran	اِحتِرَاق	N;SG	N;NOM;INDF;SG
pembakaran	احتراق	penbakaran	اِحتِرَاق	N;SG	N;NOM;INDF;SG
pembakaran	الحرق	penbakaran	حَرِيق	N;SG	N;NOM;DEF;SG
spesial	الخاص	spesial	خَاصّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
spesial	خاص	spesial	خَاصّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
spesial	مميز	spesial	مُمَيَّز	ADJ;SG	ADJ;NOM;INDF;MASC;SG
spesial	خاصة	spesial	خَاصّ	ADJ;SG	ADJ;ACC;INDF;FEM;SG
jendela	نافذة	jendela	نَافِذ	N;SG	N;NOM;INDF;SG
jendela	النافذة	jendela	نَافِذ	N;SG	N;NOM;DEF;SG
perisai	الدرع	perisai	دَرع	N;SG	N;NOM;DEF;SG
penggabungan	الدمج	pengabungan	دَمج	N;SG	N;NOM;DEF;SG
mental	العقلية	mental	عَقلِيَّة	N;SG	N;NOM;DEF;SG
pisau	السكين	pisau	سَكِين	N;SG	N;NOM;DEF;SG
seluler	الجوال	seluler	جَوَال	N;SG	N;NOM;DEF;SG
seluler	الموبايل	seluler	مُوبَايِل	N;SG	N;NOM;DEF;SG
tabung	الانبوب	tabung	أُنبُوب	N;SG	N;NOM;DEF;SG
tabung	انبوب	tabung	أُنبُوب	N;SG	N;NOM;INDF;SG
ulasan	المراجعة	ulasan	مُرَاجَعَة	N;SG	N;NOM;DEF;SG
ulasan	استعراض	ulasan	اِستِعرَاض	N;SG	N;NOM;INDF;SG
ulasan	الاستعراض	ulasan	اِستِعرَاض	N;SG	N;NOM;DEF;SG
ulasan	مراجعة	ulasan	مُرَاجَعَة	N;SG	N;NOM;INDF;SG
koordinat	نسق	koordinat	نَسَق	N;SG	N;NOM;INDF;SG
koordinat	تنسيق	koordinat	تَنسِيق	N;SG	N;NOM;INDF;SG
koordinat	التنسيق	koordinat	تَنسِيق	N;SG	N;NOM;DEF;SG
sisik	ميزان	sisik	مِيزَان	N	N;NOM;INDF;SG
subjek	الموضوع	subjek	مَوضُوع	N;SG	N;NOM;DEF;SG
diesel	الديزل	diesel	دِيزل	N	N;NOM;DEF;SG
menandakan	يشير	mentandakan	أَشَار	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
elang	النسر	elang	النسر	N	N;NOM;DEF;SG
elang	نسر	elang	نسر	N	N;NOM;INDF;SG
elang	الصقر	elang	صَقر	N	N;NOM;DEF;SG
elang	الصقر	elang	صَقر	N	N;NOM;DEF;SG
bertentangan	يتناقض	bertentangan	تَنَاقَض	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
bertentangan	يناقض	bertentangan	نَاقَض	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
asrama	مهجع	asrama	مهجع	N;SG	N;NOM;INDF;SG
asrama	المسكن	asrama	مَسكَن	N;SG	N;NOM;DEF;SG
hangat	دافئ	hangat	دَافِئ	N;SG	N;NOM;INDF;SG
tepung	الطحين	tepung	الطحين	N;SG	N;NOM;DEF;SG
tepung	الدقيق	tepung	دَقِيق	N;SG	N;NOM;DEF;SG
ekspor	التصدير	ekspor	تَصدِير	N;SG	N;NOM;DEF;SG
ekspor	تصدير	ekspor	تَصدِير	N;SG	N;NOM;INDF;SG
host	مضيف	host	مُضِيف	N	N;NOM;INDF;SG
kristal	بلورة	kristal	بَلوَرَة	N;SG	N;NOM;INDF;SG
kristal	الكريستال	kristal	كُرَيستَال	N;SG	N;NOM;DEF;SG
jeruk	البرتقال	jeruk	بُرتُقَال	N;SG	N;NOM;DEF;SG
kreatif	مبدعة	kreatif	مبدعة	ADJ;SG	ADJ;NOM;INDF;FEM;SG
ejaan	التهجئة	ejaan	تَهجِئَة	N	N;NOM;DEF;SG
gudang	تسليط	gudang	تَسلِيط	N;SG	N;NOM;INDF;SG
gudang	مخزن	gudang	مَخزَن	N;SG	N;NOM;INDF;SG
gudang	المخزن	gudang	مَخزَن	N;SG	N;NOM;DEF;SG
gudang	المستودع	gudang	مُستَودَع	N;SG	N;NOM;DEF;SG
gudang	مستودع	gudang	مُستَودَع	N;SG	N;NOM;INDF;SG
gudang	حظيرة	gudang	حَظِيرَة	N;SG	N;NOM;INDF;SG
gudang	الحظيرة	gudang	حَظِيرَة	N;SG	N;NOM;DEF;SG
pergantian	احلال	pergantian	إِحلَال	N;SG	N;NOM;INDF;SG
pergantian	استبدال	pergantian	اِستِبدَال	N;SG	N;NOM;INDF;SG
palang	صليب	palang	صليب	N;SG;ACT	N;NOM;INDF;SG
palang	الصليب	palang	صَلِيب	N;SG;ACT	N;NOM;DEF;SG
transaksi	معاملة	transaksi	مُعَامَلَة	N	N;NOM;INDF;SG
transaksi	المعاملة	transaksi	مُعَامَلَة	N	N;NOM;DEF;SG
transaksi	المعاملات	transaksi	مُعَامَلَة	N	N;NOM;DEF;PL
transaksi	المعاملات	transaksi	مُعَامَلَة	N	N;NOM;DEF;PL
komposer	الملحن	komposer	مَلحَن	N;SG	N;NOM;DEF;SG
kanal	قناة	kanal	قَنَاة	N	N;NOM;INDF;SG
kanal	القناة	kanal	قَنَاة	N	N;NOM;DEF;SG
kanal	قنوات	kanal	قَنَاة	N	N;NOM;INDF;PL
kanal	القنوات	kanal	قَنَاة	N	N;NOM;DEF;PL
kanal	قناة	kanal	قَنَاة	N	N;NOM;INDF;SG
kanal	القناة	kanal	قَنَاة	N	N;NOM;DEF;SG
ucapan	خطبة	ucapan	خُطبَة	N;SG	N;NOM;INDF;SG
ucapan	كلام	ucapan	كَلَام	N;SG	N;NOM;INDF;SG
ucapan	الكلام	ucapan	كَلَام	N;SG	N;NOM;DEF;SG
ucapan	الخطاب	ucapan	خِطَاب	N;SG	N;NOM;DEF;SG
menyaksikan	شهد	mensaksikan	شَهِد	V;SG;ACT	V;PFV;MASC;SG;3;ACT
kerusuhan	الشغب	kerusuhan	شَغَب	N;SG	N;NOM;DEF;SG
kerusuhan	شغب	kerusuhan	شَغَب	N;SG	N;NOM;INDF;SG
napoleon	نابليون	napoleon	نَابِلِيّ	N	N;NOM;INDF;PL
tsunami	التسونامي	tsunami	تِسوَنَامِيّ	N	N;NOM;DEF;SG
kru	الطاقم	kru	طَاقِم	N;SG	N;NOM;DEF;SG
kru	طاقم	kru	طَاقِم	N;SG	N;NOM;INDF;SG
selengkapnya	المزيد	selengkap	مَزِيد	N;SG	N;NOM;DEF;SG
selengkapnya	مزيد	selengkap	مَزِيد	N;SG	N;NOM;INDF;SG
jalanan	الشارع	jalanan	شَارِع	N;SG	N;NOM;DEF;SG
jalanan	شارع	jalanan	شَارِع	N;SG	N;NOM;INDF;SG
menaklukkan	غزا	mentaklukkan	غَز	V;SG;ACT	V;PFV;MASC;SG;3;ACT
angkat	رفع	angkat	رَفع	N;SG;ACT	N;NOM;INDF;SG
mutiara	اللؤلؤ	mutiara	اللؤلؤ	N;SG	N;NOM;DEF;SG
mutiara	اللؤلؤ	mutiara	اللؤلؤ	N;SG	N;NOM;DEF;SG
mutiara	اللؤلؤة	mutiara	لَؤلِئ	N;SG	N;NOM;DEF;SG
prosedur	الاجراء	prosedur	إِجرَاء	N;SG	N;NOM;DEF;SG
prosedur	اجراء	prosedur	إِجرَاء	N;SG	N;NOM;INDF;SG
nasib	القدر	nasib	قَدر	N;SG	N;NOM;DEF;SG
nasib	مصير	nasib	مَصِير	N;SG	N;NOM;INDF;SG
nasib	المصير	nasib	مَصِير	N;SG	N;NOM;DEF;SG
tenang	هادئ	tenang	هَادِئ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
tenang	هادئة	tenang	هَادِئ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
irama	ايقاع	irama	إِيقَاع	N;SG	N;NOM;INDF;SG
irama	الايقاع	irama	إِيقَاع	N;SG	N;NOM;DEF;SG
larangan	الحظر	larangan	حَظر	N;SG	N;NOM;DEF;SG
larangan	حظر	larangan	حَظر	N;SG	N;NOM;INDF;SG
busana	الازياء	busana	زِيّ	N;SG	N;NOM;DEF;SG
busana	موضة	busana	مُوضَة	N;SG	N;NOM;INDF;SG
busana	الموضة	busana	مُوضَة	N;SG	N;NOM;DEF;SG
pendaratan	الانزال	pendaratan	إِنزَال	N;SG	N;NOM;DEF;SG
pendaratan	الهبوط	pendaratan	هُبُوط	N;SG	N;NOM;DEF;SG
pendaratan	هبوط	pendaratan	هُبُوط	N;SG	N;NOM;INDF;SG
mengelilingi	تحيط	menkelilingi	تَحَيُّط	V;SG;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
massal	جملة	massal	جُملَة	N;SG	N;NOM;INDF;SG
komplek	مجمع	komplek	مَجمَع	N;SG	N;NOM;INDF;SG
topeng	قناع	topeng	قناع	N;SG	N;NOM;INDF;SG
topeng	القناع	topeng	قَنَاع	N;SG	N;NOM;DEF;SG
topeng	الاقنعة	topeng	أَقنِعَة	N;SG	N;NOM;DEF;SG
kekristenan	المسيحية	kekristenan	مَسِيحِيَّة	N;SG	N;NOM;DEF;SG
pacar	صديقة	pacar	صَدِيقَة	N;SG	N;NOM;INDF;SG
pacar	حبيبة	pacar	حبيبة	N;SG	N;NOM;INDF;SG
pacar	الصديق	pacar	صَدِيق	N;SG	N;NOM;DEF;SG
kanon	كانون	kanon	كَانُون	N	N;GEN;INDF;SG
konsumsi	استهلاك	konsumsi	اِستِهلَاك	N;SG	N;NOM;INDF;SG
konsumsi	الاستهلاك	konsumsi	اِستِهلَاك	N;SG	N;NOM;DEF;SG
silsilah	النسب	silsilah	نِسبَة	N	N;NOM;DEF;PL
silsilah	الانساب	silsilah	إِنسَاب	N	N;NOM;DEF;SG
netral	نزيهة	netral	نَزِيهَة	ADJ;SG	ADJ;NOM;INDF;FEM;SG
netral	محايدة	netral	مُحَايَدَة	ADJ;SG	ADJ;NOM;INDF;FEM;SG
kediaman	الاقامة	kediaman	إِقَامَة	N;SG	N;NOM;DEF;SG
kediaman	اقامة	kediaman	إِقَامَة	N;SG	N;NOM;INDF;SG
perempat	ارباع	perempat	رِبع	N	N;NOM;INDF;PL
pelayan	النادل	penlayan	نَادِل	N;SG	N;NOM;DEF;SG
keindahan	الجمال	keindahan	جَمَل	N;SG	N;NOM;DEF;SG
seksi	القسم	seksi	قِسم	N;SG	N;NOM;DEF;SG
seksi	قسم	seksi	قِسم	N;SG	N;NOM;INDF;SG
seksi	الفرع	seksi	فَرع	N;SG	N;NOM;DEF;SG
editing	التعديل	editing	تَعدِيل	N	N;NOM;DEF;SG
editing	تحرير	editing	تَحرِير	N	N;NOM;INDF;SG
editing	التحرير	editing	تَحرِير	N	N;NOM;DEF;SG
euro	اليورو	euro	يُورُو	N	N;NOM;DEF;SG
euro	باليورو	euro	باليورو	N	N;NOM;DEF;SG
euro	اليورو	euro	يُورُو	N	N;NOM;DEF;SG
euro	باليورو	euro	باليورو	N	N;NOM;DEF;SG
etika	اداب	etika	أَدَاب	N;SG	N;NOM;INDF;SG
etika	اخلاق	etika	إِخلَاق	N;SG	N;NOM;INDF;SG
ketat	ضيقة	ketat	ضيقة	ADJ;SG	ADJ;NOM;INDF;FEM;SG
ketat	صارم	ketat	صَارِم	ADJ;SG	ADJ;NOM;INDF;MASC;SG
ketat	صارمة	ketat	صَارِم	ADJ;SG	ADJ;NOM;INDF;FEM;SG
jendral	الجنرالات	jendral	الجنرالات	N	N;NOM;DEF;PL
jendral	عام	jendral	عَام	N	N;NOM;INDF;SG
jendral	لواء	jendral	لِوَاء	N	N;NOM;INDF;SG
jendral	اللواء	jendral	لِوَاء	N	N;NOM;DEF;SG
jendral	الجنرال	jendral	جِنِرَال	N	N;NOM;DEF;SG
truk	شاحنة	truk	شَاحِنَة	N;SG	N;NOM;INDF;SG
truk	الشاحنة	truk	شَاحِنَة	N;SG	N;NOM;DEF;SG
berapi	البركان	berrapi	بَرَكَان	N;SG;ACT	N;NOM;DEF;SG
alkohol	كحول	alkohol	كُحُول	N;SG	N;NOM;INDF;SG
alkohol	الكحول	alkohol	كُحُول	N;SG	N;NOM;DEF;SG
misionaris	المبشرين	misionaris	مُبَشِّر	N	N;NOM;DEF;PL
