von	從	von	從	ADP	ADP
pokal	獎杯	pokal	獎杯	N;NOM;MASC;SG	N
pokal	盃	pokal	盃	N;NOM;MASC;SG	N
pokal	杯	pokal	杯	N;NOM;MASC;SG	N
pokal	杯子	pokal	杯子	N;NOM;MASC;SG	N
eng	狹窄	eng	狹窄	ADJ	ADJ
handeln	演戲	handeln	演戲	V;NFIN	V
handeln	代理	handeln	代理	V;NFIN	V
freunde	朋友	freund	朋友	N;NOM;PL	N
freunde	好友	freund	好友	N;NOM;PL	N
freunde	朋友	freund	朋友	N;NOM;PL	N
freunde	好友	freund	好友	N;NOM;PL	N
ruf	名譽	ruf	名譽	N;NOM;MASC;SG	N
ruf	聲譽	ruf	聲譽	N;NOM;MASC;SG	N
ruf	名聲	ruf	名聲	N;NOM;MASC;SG	N
ruf	信譽	ruf	信譽	N;NOM;MASC;SG	N
ruf	聲望	ruf	聲望	N;NOM;MASC;SG	N
größer	更高	groß	更高	ADJ	ADJ
größer	更大	groß	更大	ADJ	ADJ
wichtiger	重要	wichtig	重要	ADJ	ADJ
anspruch	債權	anspruch	債權	N	N
angebot	引文	anpieten	引文	N;NOM;NEUT;SG	N
angebot	引文	anpieten	引文	N;NOM;NEUT;SG	N
angebot	優惠	anpieten	優惠	N;NOM;NEUT;SG	N
angebot	優惠	anpieten	優惠	N;NOM;NEUT;SG	N
reine	純潔	rein	純潔	ADJ;NOM	ADJ
verbrachte	花費	verbringen	花費	V;IND;SG;3;PST;FIN	V
umgeben	包圍	umgeben	包圍	V;V.PTCP	V
umgeben	環繞	umgeben	環繞	V;V.PTCP	V
nachweis	檢測	nachweis	檢測	N	N
nachweis	證據	nachweis	證據	N	N
nachweis	證據	nachweis	證據	N	N
net	淨	Net	淨		
geeignet	合適	geeignet	合適	ADJ	ADJ
privaten	私人	privat	私人	ADJ;PL	ADJ
reden	聊	reden	聊	V;NFIN	V
eingebaut	安裝	einbauen	安裝	V;V.PTCP	V
schließen	關閉	schließen	關閉	V;NFIN	V
schließen	閉幕	schließen	閉幕	V;NFIN	V
flucht	越獄	fluchen	越獄	N	N
maschinen	機械	maschen	機械	N;NOM;FEM;PL	N
maschinen	機器	maschen	機器	N;NOM;FEM;PL	N
eventuell	或	eventuell	或	ADV	ADV
eventuell	或	eventuell	或	ADV	ADV
eventuell	也	eventuell	也	ADV	ADV
meistens	大多	meistens	大多	ADV	ADV
modelle	模型	modell	模型	N;NOM;NEUT;PL	N
modelle	模特	modell	模特	N;NOM;NEUT;PL	N
modelle	型號	modell	型號	N;NOM;NEUT;PL	N
modelle	模特	modell	模特	N;NOM;NEUT;PL	N
vorstand	董事	vorstehen	董事	N;SG	N
blüten	花	blüten	花	N;NOM;PL	N
blüten	鮮花	blüten	鮮花	N;NOM;PL	N
blüten	花卉	blüten	花卉	N;NOM;PL	N
blüten	花兒	blüten	花兒	N;NOM;PL	N
blüten	花朵	blüten	花朵	N;NOM;PL	N
fälle	案例	fallen	案例	N;NOM;MASC;PL	N
endlich	終於	endlich	終於	ADV	ADV
schwere	嚴重	schwer	嚴重	ADJ;NOM;FEM;PL	ADJ
treten	踢	treten	踢	V;NFIN	V
grab	墳	grab	墳	N;NOM;NEUT;SG	N
grab	墓	grab	墓	N;NOM;NEUT;SG	N
grab	墓穴	grab	墓穴	N;NOM;NEUT;SG	N
grab	墳	grab	墳	N;NOM;NEUT;SG	N
grab	墓	grab	墓	N;NOM;NEUT;SG	N
grab	墳	grab	墳	N;NOM;NEUT;SG	N
zieht	繪製	zeihen|ziehen	繪製	V;IND;SG;3;PRS;FIN	V
getötet	被	töten	被	V;V.PTCP	V;PASS
gering	輕微	gering	輕微	ADJ	ADJ
gottes	神	gott	神	N;NOM;NEUT;SG	N
höher	較高	hoch	較高	ADJ	ADJ
höher	更高	hoch	更高	ADJ	ADJ
verwendete	使用	verwenden	使用	V;IND;SG;3;PST;FIN	V
wechsel	更	wechsel	更	ADV	ADV
festung	堡壘	festung	堡壘		
festung	堡壘	festung	堡壘		
plätze	斑點	platz	斑點	N;NOM;MASC;PL	N
plätze	方塊	platz	方塊	N;NOM;MASC;PL	N
plätze	地方	platz	地方	N;NOM;MASC;PL	N
plätze	地點	platz	地點	N;NOM;MASC;PL	N
plätze	席位	platz	席位	N;NOM;MASC;PL	N
plätze	座位	platz	座位	N;NOM;MASC;PL	N
marke	品牌	marken	品牌	N;NOM;FEM;SG	N
marke	品牌	marken	品牌	N;NOM;FEM;SG	N
marke	商標	marken	商標	N;NOM;FEM;SG	N
marke	標記	marken	標記	N;NOM;FEM;SG	N
weibchen	女性	weibchen	女性	N;NOM;FEM;PL	N
weibchen	女	weibchen	女	N;NOM;FEM;PL	N
weibchen	女性	weibchen	女性	N;NOM;FEM;PL	N
ansprache	講話	ansprechen	講話	N;NOM;FEM;SG	N
ansprache	演講	ansprechen	演講	N;NOM;FEM;SG	N
ansprache	語音	ansprechen	語音	N;NOM;FEM;SG	N
ansprache	地址	ansprechen	地址	N;NOM;FEM;SG	N
ansprache	住址	ansprechen	住址	N;NOM;FEM;SG	N
fertiggestellt	完成	fertigstellen	完成	V;V.PTCP	V
diskutieren	爭論	diskutieren	爭論	V;NFIN	V
diskutieren	討論	diskutieren	討論	V;NFIN	V
mail	郵件	mail	郵件	N;NOM;FEM;SG	N
mail	郵寄	mail	郵寄	N;NOM;FEM;SG	N
mail	信件	mail	信件	N;NOM;FEM;SG	N
ziele	目標	ziel	目標	N;NOM;NEUT;PL	N
ziele	目標	ziel	目標	N;NOM;NEUT;PL	N
ziele	目標	ziel	目標	N;NOM;NEUT;PL	N
ziele	目的	ziel	目的	N;NOM;NEUT;PL	N
ziele	宗旨	ziel	宗旨	N;NOM;NEUT;PL	N
ziele	目	ziel	目	N;NOM;NEUT;PL	N
ziele	航點	ziel	航點	N;NOM;NEUT;PL	N
bühne	舞台	bühnen	舞台	N;FEM;SG	N
bühne	階段	bühnen	階段	N;FEM;SG	N
konflikt	碰撞	konflikt	碰撞	V;IND;SG;3;PRS;FIN	V
hören	聽證	hören	聽證	V;NFIN	V
hören	聆聽	hören	聆聽	V;NFIN	V
hören	聽著	hören	聽著	V;NFIN	V
einfache	簡單	einfach	簡單	ADJ;NOM;FEM;PL	ADJ
einfache	簡潔	einfach	簡潔	ADJ;NOM;FEM;PL	ADJ
einfache	輕鬆	einfach	輕鬆	ADJ;NOM;FEM;PL	ADJ
einfache	簡單	einfach	簡單	ADJ;NOM;FEM;PL	ADJ
passt	適合	passen	適合	V;IND;SG;3;PRS;FIN	V
dokumentation	紀錄	dokumentation	紀錄	N;NOM;FEM;SG	N
format	格式	format	格式	N;NOM;NEUT;SG	N
format	形式	format	形式	N;NOM;NEUT;SG	N
format	格式	format	格式	N;NOM;NEUT;SG	N
gewinn	盈利	gewinn	盈利	N	N
gewinn	營利	gewinn	營利	N	N
gewinn	勝利	gewinn	勝利	N	N
gewinn	收益	gewinn	收益	N	N
gewinn	收入	gewinn	收入	N	N
beschäftigte	受雇	beschäftigen	受雇	V;IND;SG;3;PST;FIN	V
persönlichkeiten	名人	persönlichkeit	名人	N;NOM;FEM;PL	N
persönlichkeiten	人格	persönlichkeit	人格	N;NOM;FEM;PL	N
erzeugt	生成	erzeugen	生成	V;V.PTCP	V
erzeugt	生成	erzeugen	生成	V;V.PTCP	V
bands	樂隊	bands	樂隊	N;NOM;FEM;PL	N
unterschiedlich	不同	unterschiedlich	不同	ADJ	ADJ
siege	圍城	siegen	圍城	N;NOM	N
volkszählung	人口	volkszählung	人口	N;SG	N
volkszählung	普查	volkszählung	普查	N;SG	N
klub	幫會	klub	幫會	N;NOM;MASC;SG	N
klub	俱樂部	klub	俱樂部	N;NOM;MASC;SG	N
dach	屋頂	dach	屋頂	N;NOM;NEUT;SG	N
altstadt	舊	altstadt	舊	ADJ	ADJ
sucht	上癮	suchen	上癮	V;IND;SG;3;PRS;FIN	V
sucht	癮	suchen	癮	V;IND;SG;3;PRS;FIN	V
basiert	基	basieren	基	V;V.PTCP	V
real	真實	real	真實	ADJ	ADJ
ausstellungen	展覽	ausstellingen	展覽	N;NOM;FEM;PL	N
ausstellungen	展覽	ausstellingen	展覽	N;NOM;FEM;PL	N
ausstellungen	展覽	ausstellingen	展覽	N;NOM;FEM;PL	N
ausstellungen	展品	ausstellingen	展品	N;NOM;FEM;PL	N
ausstellungen	展覽	ausstellingen	展覽	N;NOM;FEM;PL	N
ausstellungen	展	ausstellingen	展	N;NOM;FEM;PL	N
ausstellungen	展覽	ausstellingen	展覽	N;NOM;FEM;PL	N
schlug	推薦	schlagen	推薦	V;IND;SG;3;PST;FIN	V
kurzer	簡短	kurz	簡短	ADJ	ADJ
kurzer	簡短	kurz	簡短	ADJ	ADJ
bearbeitung	編輯	bearbeitung	編輯	N;NOM;FEM;SG	N
bearbeitung	剪輯	bearbeitung	剪輯	N;NOM;FEM;SG	N
bearbeitung	編輯	bearbeitung	編輯	N;NOM;FEM;SG	N
laufen	奔	laufen	奔	V;NFIN	V
laufen	跑步	laufen	跑步	V;NFIN	V
laufen	運行	laufen	運行	V;NFIN	V
laufen	跑步	laufen	跑步	V;NFIN	V
laufen	運行	laufen	運行	V;NFIN	V
ben	本	ben	本		
ermöglichen	啟用	ermöglichen	啟用	V;NFIN	V
ermöglichen	允許	ermöglichen	允許	V;NFIN	V
maximal	最多	maximal	最多	ADJ	ADJ
maximal	最大	maximal	最大	ADJ	ADJ
maximal	最大	maximal	最大	ADJ	ADJ
maximal	最大	maximal	最大	ADJ	ADJ
fahren	開車	fahren	開車	V;NFIN	V
fahren	駕駛	fahren	駕駛	V;NFIN	V
fahren	駕駛	fahren	駕駛	V;NFIN	V
gewicht	重量	wechen	重量	N;NOM;NEUT;SG	N
gewicht	重量	wechen	重量	N;NOM;NEUT;SG	N
gewicht	體重	wechen	體重	N;NOM;NEUT;SG	N
gewicht	份量	wechen	份量	N;NOM;NEUT;SG	N
erhöht	增加	erhöhen	增加	V;V.PTCP	V
erhöht	增加	erhöhen	增加	V;V.PTCP	V
absolut	絕對	absolut	絕對	ADV	ADV
absolut	完全	absolut	完全	ADV	ADV
absolut	絕對	absolut	絕對	ADV	ADV
ergeben	投降	ergeben	投降	V;V.PTCP	V
ergeben	交出	ergeben	交出	V;V.PTCP	V
glück	財富	glück	財富	N;NOM;SG	N
glück	幸運	glück	幸運	N;NOM;SG	N
glück	幸福	glück	幸福	N;NOM;SG	N
glück	運氣	glück	運氣	N;NOM;SG	N
veränderungen	變更	veränderung	變更	V;NFIN	V
veränderungen	變動	veränderung	變動	V;NFIN	V
veränderungen	變化	veränderung	變化	V;NFIN	V
veränderungen	改建	veränderung	改建	V;NFIN	V
umwelt	環境	umwelt	環境	N;NOM;FEM;SG	N
reisen	遊記	reisen	遊記	V;NFIN	V
urteil	判決	urteil	判決	N;SG	N
urteil	判決	urteil	判決	N;SG	N
urteil	判決	urteil	判決	N;SG	N
heilige	神聖	heilig	神聖	ADJ;NOM;FEM;PL	ADJ
heilige	神聖	heilig	神聖	ADJ;NOM;FEM;PL	ADJ
festgelegt	設	festlegen	設	V;V.PTCP	V
festgelegt	設定	festlegen	設定	V;V.PTCP	V
bauen	建築	bauen	建築	V;NFIN	V
bauen	建	bauen	建	V;NFIN	V
bauen	建立	bauen	建立	V;NFIN	V
bauen	構造	bauen	構造	V;NFIN	V
bauen	建構	bauen	建構	V;NFIN	V
auge	眼	auge	眼	N;NOM;SG	N
auge	眼睛	auge	眼睛	N;NOM;SG	N
geburt	生育	geburen	生育	N;SG	N
kommandeur	司令	kommandeur	司令	N;SG	N
systeme	系統	system	系統	N;NOM	N
prüfung	測試	prüfung	測試	N;SG	N
prüfung	試驗	prüfung	試驗	N;SG	N
prüfung	測驗	prüfung	測驗	N;SG	N
prüfung	測試	prüfung	測試	N;SG	N
prüfung	測驗	prüfung	測驗	N;SG	N
prüfung	檢驗	prüfung	檢驗	N;SG	N
prüfung	試驗	prüfung	試驗	N;SG	N
prüfung	考試	prüfung	考試	N;SG	N
prüfung	考試	prüfung	考試	N;SG	N
vergessen	遺忘	vergessen	遺忘	V;V.PTCP	V
vergessen	遺忘	vergessen	遺忘	V;V.PTCP	V
vergessen	忘記	vergessen	忘記	V;V.PTCP	V
vergessen	遺忘	vergessen	遺忘	V;V.PTCP	V
bestanden	通行	bestehen	通行	V;V.PTCP	V
behauptet	認領	behaupten	認領	V;V.PTCP	V
behauptet	聲稱	behaupten	聲稱	V;V.PTCP	V
behauptet	聲稱	behaupten	聲稱	V;V.PTCP	V
behauptet	斷言	behaupten	斷言	V;V.PTCP	V
löste	溶解	lösen	溶解	V;IND;SG;3;PST;FIN	V
kunden	客戶	kund	客戶	N	N
kunden	顧客	kund	顧客	N	N
kunden	客戶	kund	客戶	N	N
kunden	顧客	kund	顧客	N	N
kunden	客戶	kund	客戶	N	N
kunden	客戶	kund	客戶	N	N
hundert	成百	hundert	成百	NUM	NUM
hundert	數百	hundert	數百	NUM	NUM
adresse	網址	adresse	網址	N;NOM;FEM;SG	N
adresse	地址	adresse	地址	N;NOM;FEM;SG	N
adresse	住址	adresse	住址	N;NOM;FEM;SG	N
eingang	入場	eingehen	入場	N;SG	N
eingang	入口	eingehen	入口	N;SG	N
bessere	更好	gut	更好	ADJ;NOM;FEM;PL	ADJ
details	細節	details	細節	N;NOM;NEUT;PL	N
details	詳情	details	詳情	N;NOM;NEUT;PL	N
details	細節	details	細節	N;NOM;NEUT;PL	N
details	詳細	details	詳細	N;NOM;NEUT;PL	N
details	詳情	details	詳情	N;NOM;NEUT;PL	N
leiden	受	leiden	受	V;NFIN	V
chance	機會	chance	機會	N;NOM;FEM;SG	N
test	測試	test	測試	N	N
test	試驗	test	試驗	N	N
test	測驗	test	測驗	N	N
test	測試	test	測試	N	N
test	測驗	test	測驗	N	N
test	檢驗	test	檢驗	N	N
test	試驗	test	試驗	N	N
unterstützen	支援	unterstützen	支援	V;NFIN	V
anforderungen	要求	anforderingen	要求	V;NFIN	V
anforderungen	要求	anforderingen	要求	V;NFIN	V
schützen	保護	schützen	保護	V;NFIN	V
schützen	保護	schützen	保護	V;NFIN	V
verhaftet	被	verhaften	被	V;V.PTCP	V;PASS
kader	幹部	kader	幹部	N;NOM;MASC;SG	N
kader	幹部	kader	幹部	N;NOM;MASC;SG	N
kader	班長	kader	班長	N;NOM;MASC;SG	N
kader	小隊	kader	小隊	N;NOM;MASC;SG	N
ausgaben	花費	ausgeben	花費	V;FIN	V
männchen	男性	männchen	男性	N;NOM;PL	N
männchen	男性	männchen	男性	N;NOM;PL	N
männchen	男	männchen	男	N;NOM;PL	N
begrenzt	有限	begrenzen	有限	ADJ	ADJ
episoden	插曲	episod	插曲	N;NOM;FEM;PL	N
episoden	集	episod	集	N;NOM;FEM;PL	N
entwickeln	演化	entwickeln	演化	V;NFIN	V
entwickeln	進化	entwickeln	進化	V;NFIN	V
entwickeln	演化	entwickeln	演化	V;NFIN	V
wohnung	平面	wohnung	平面	N;NOM;FEM;SG	N
wohnung	公寓	wohnung	公寓	N;NOM;FEM;SG	N
wohnung	公寓	wohnung	公寓	N;NOM;FEM;SG	N
schreib	撰寫	schreib	撰寫	V;IND;SG;2;FIN	V
schreib	寫	schreib	寫	V;IND;SG;2;FIN	V
schreib	寫信	schreib	寫信	V;IND;SG;2;FIN	V
schreib	寫入	schreib	寫入	V;IND;SG;2;FIN	V
interessen	興趣	interesse	興趣	N;NOM;PL	N
interessen	利益	interesse	利益	N;NOM;PL	N
interessen	興趣	interesse	興趣	N;NOM;PL	N
interessen	利息	interesse	利息	N;NOM;PL	N
anmerkungen	評論	anmerkingen	評論	V;NFIN	V
posten	發文	posten	發文	V;FIN	V
gedanken	反射	panken	反射	V;NFIN	V
einfachen	簡單	einfach	簡單	ADJ;ACC;SG	ADJ
verletzt	受傷	verletzen	受傷	V;V.PTCP	V
erweiterte	強化	erweitern	強化	V;IND;SG;3;PST;FIN	V
erweiterte	加強	erweitern	加強	V;IND;SG;3;PST;FIN	V
erweiterte	增強	erweitern	增強	V;IND;SG;3;PST;FIN	V
erweiterte	擴大	erweitern	擴大	V;IND;SG;3;PST;FIN	V
erweiterte	延伸	erweitern	延伸	V;IND;SG;3;PST;FIN	V
erweiterte	擴展	erweitern	擴展	V;IND;SG;3;PST;FIN	V
erweiterte	延長	erweitern	延長	V;IND;SG;3;PST;FIN	V
erweiterte	擴大	erweitern	擴大	V;IND;SG;3;PST;FIN	V
strecken	延伸	strecken	延伸	V;NFIN	V
jung	年輕	jung	年輕	ADJ	ADJ
sehenswürdigkeiten	博物	sehenswürdigkeiten	博物	N;NOM;FEM;PL	N
sehenswürdigkeiten	景點	sehenswürdigkeiten	景點	N;NOM;FEM;PL	N
sehenswürdigkeiten	觀光	sehenswürdigkeiten	觀光	N;NOM;FEM;PL	N
sehenswürdigkeiten	景點	sehenswürdigkeiten	景點	N;NOM;FEM;PL	N
sehenswürdigkeiten	古蹟	sehenswürdigkeiten	古蹟	N;NOM;FEM;PL	N
transport	運輸	transporen	運輸	N	N
transport	交通	transporen	交通	N	N
kämpfen	掙扎	kämpfen	掙扎	V;NFIN	V
kämpfen	打	kämpfen	打	V;NFIN	V
sprecher	議長	sprecher	議長	N	N
äußerst	非常	äußerst	非常	ADV	ADV
beeinflusst	影響	beeinflussen	影響	V;V.PTCP	V
vermeiden	避免	vermeiden	避免	V;NFIN	V
vermeiden	避免	vermeiden	避免	V;NFIN	V
vermeiden	撤銷	vermeiden	撤銷	V;NFIN	V
vermeiden	防止	vermeiden	防止	V;NFIN	V
verständnis	同情	verständnis	同情	N;NOM;NEUT;SG	N
begleitet	伴隨	begleiten	伴隨	V;V.PTCP	V
begleitet	伴隨	begleiten	伴隨	V;V.PTCP	V
pläne	藍圖	pläne	藍圖	N;NOM;MASC;PL	N
erworben	購買	erwerben	購買	V;V.PTCP	V
erworben	賺取	erwerben	賺取	V;V.PTCP	V
trennung	失戀	trennung	失戀	V;SG;FIN	V
trennung	分離	trennung	分離	V;SG;FIN	V
trennung	離職	trennung	離職	V;SG;FIN	V
trennung	分居	trennung	分居	V;SG;FIN	V
unterstützte	協助	unterstützen	協助	V;IND;SG;3;PST;FIN	V
schöne	很好	schön	很好	ADJ;NOM;FEM;PL	ADJ
gerät	用	geraten	用	V;V.PTCP	V
einstellung	態度	einstellung	態度	N;NOM;FEM;SG	N
einstellung	態度	einstellung	態度	N;NOM;FEM;SG	N
verbessert	改進	verbessern	改進	V;V.PTCP	V
verbessert	改善	verbessern	改善	V;V.PTCP	V
verbessert	改良	verbessern	改良	V;V.PTCP	V
verbessert	強化	verbessern	強化	V;V.PTCP	V
verbessert	加強	verbessern	加強	V;V.PTCP	V
verbessert	增強	verbessern	增強	V;V.PTCP	V
ortsteile	各區	ortsteilen	各區	N;NOM;PL	N
identisch	相同	identisch	相同	ADJ	ADJ
aussehen	看	aussehen	看	V;NFIN	V
gesucht	通緝	suchen	通緝	V;V.PTCP	V
prinzessin	王妃	prinzessin	王妃	N;NOM;FEM;SG	N
prinzessin	公主	prinzessin	公主	N;NOM;FEM;SG	N
beschränkt	有限	beschränken	有限	ADJ;V.PTCP	ADJ
kino	電影	kino	電影	N;NOM;NEUT;SG	N
kino	電影	kino	電影	N;NOM;NEUT;SG	N
kino	電影	kino	電影	N;NOM;NEUT;SG	N
kino	劇場	kino	劇場	N;NOM;NEUT;SG	N
kino	戲劇	kino	戲劇	N;NOM;NEUT;SG	N
kino	劇院	kino	劇院	N;NOM;NEUT;SG	N
kino	戲院	kino	戲院	N;NOM;NEUT;SG	N
kino	電影	kino	電影	N;NOM;NEUT;SG	N
kino	影片	kino	影片	N;NOM;NEUT;SG	N
kino	電影	kino	電影	N;NOM;NEUT;SG	N
kino	電影	kino	電影	N;NOM;NEUT;SG	N
kino	戲院	kino	戲院	N;NOM;NEUT;SG	N
lernen	學習	lernen	學習	V;NFIN	V
lernen	學習	lernen	學習	V;NFIN	V
provinzen	省份	provinz	省份	N;NOM;PL	N
provinzen	各省	provinz	各省	N;NOM;PL	N
verteilt	分散	verteilen	分散	V;V.PTCP	V
verteilt	分布	verteilen	分布	V;V.PTCP	V
effekt	特效	effekt	特效	N	N
effekt	效果	effekt	效果	N	N
effekt	效應	effekt	效應	N	N
effekt	特效	effekt	特效	N	N
effekt	效應	effekt	效應	N	N
effekt	效果	effekt	效果	N	N
ausstattung	設施	ausstattung	設施	N	N
ausstattung	裝備	ausstattung	裝備	N	N
ausstattung	配件	ausstattung	配件	N	N
ausstattung	設施	ausstattung	設施	N	N
produkt	商品	produkt	商品	N	N
produkt	產品	produkt	產品	N	N
produkt	產物	produkt	產物	N	N
produkt	商品	produkt	商品	N	N
produkt	產品	produkt	產品	N	N
porträt	畫像	porträt	畫像	N;SG	N
porträt	肖像	porträt	肖像	N;SG	N
porträt	肖像	porträt	肖像	N;SG	N
porträt	畫像	porträt	畫像	N;SG	N
porträt	肖像	porträt	肖像	N;SG	N
kantons	縣	kantons	縣	N;GEN;MASC;SG	N
autobahn	高速	Autobahn	高速	ADJ	ADJ
autobahn	高速	Autobahn	高速	ADJ	ADJ
relevanten	相關	relevant	相關	V;NFIN	V
verteidigung	辯護	verteidigung	辯護	N;NOM;FEM;SG	N
verteidigung	國防	verteidigung	國防	N;NOM;FEM;SG	N
verteidigung	防禦	verteidigung	防禦	N;NOM;FEM;SG	N
verteidigung	防守	verteidigung	防守	N;NOM;FEM;SG	N
verteidigung	國防	verteidigung	國防	N;NOM;FEM;SG	N
verteidigung	防禦	verteidigung	防禦	N;NOM;FEM;SG	N
geschäftsführer	總	geschäftsführer	總	ADJ	ADJ
etappe	舞台	etapp	舞台	N;NOM;FEM;SG	N
etappe	階段	etapp	階段	N;NOM;FEM;SG	N
psychologie	心理	psychologie	心理	N;NOM;FEM;SG	N
psychologie	心理	psychologie	心理	N;NOM;FEM;SG	N
redaktion	剪輯	redaktion	剪輯	N;SG	N
redaktion	編輯	redaktion	編輯	N;SG	N
redaktion	社論	redaktion	社論	N;SG	N
redaktion	編輯	redaktion	編輯	N;SG	N
erfahren	學習	erfahren	學習	V;V.PTCP	V
führenden	領先	führend	領先	V;PL;FIN	V
führenden	領導	führend	領導	V;PL;FIN	V
üblicherweise	通常	üblicherweise	通常	ADV	ADV
größtenteils	大多	größtenteils	大多	ADV	ADV
strom	電力	strom	電力	N;NOM;MASC;SG	N
strom	電	strom	電	N;NOM;MASC;SG	N
integriert	積分	integrieren	積分	V;V.PTCP	V
brach	斷裂	brechen	斷裂	V;IND;SG;3;PST;FIN	V
account	帳號	account	帳號	N;SG	N
account	帳戶	account	帳戶	N;SG	N
verhandlungen	談判	verhandlingen	談判	V	V
verhandlungen	討價	verhandlingen	討價	V	V
verhandlungen	談判	verhandlingen	談判	V	V
verhandlungen	談判	verhandlingen	談判	V	V
tages	白天	tagen	白天	N;NOM;MASC;SG	N
beinhaltet	含有	beinhalten	含有	V;IND;SG;3;PRS;FIN	V
beinhaltet	包含	beinhalten	包含	V;IND;SG;3;PRS;FIN	V
beinhaltet	包括	beinhalten	包括	V;IND;SG;3;PRS;FIN	V
normalerweise	通常	normalerweise	通常	ADV	ADV
normalerweise	通常	normalerweise	通常	ADV	ADV
kritisiert	批評	kritisieren	批評	V;V.PTCP	V
vermutet	涉嫌	vermuten	涉嫌	V;V.PTCP	V
vermutet	疑似	vermuten	疑似	V;V.PTCP	V
vermutet	疑犯	vermuten	疑犯	V;V.PTCP	V
vermutet	推定	vermuten	推定	V;V.PTCP	V
vermutet	假定	vermuten	假定	V;V.PTCP	V
konstruktion	施工	konstruktion	施工	N;SG	N
konstruktion	建築	konstruktion	建築	N;SG	N
erinnern	提醒	erinnern	提醒	V;NFIN	V
erinnern	記住	erinnern	記住	V;NFIN	V
benannte	指定	benennen	指定	V;IND;SG;3;PST;FIN	V
übergeben	通行	übergeben	通行	V;V.PTCP	V
ermordet	被	ermorden	被	V;V.PTCP	V;PASS
getroffen	遇見	treffen|triefen	遇見	V;V.PTCP	V
reduziert	減少	reduzieren	減少	V;V.PTCP	V
unterschiede	差異	unterscheiden	差異	N;NOM	N
unterschiede	差距	unterscheiden	差距	N;NOM	N
unterschiede	差額	unterscheiden	差額	N;NOM	N
unterschiede	區別	unterscheiden	區別	N;NOM	N
unterschiede	差別	unterscheiden	差別	N;NOM	N
unterschiede	差異	unterscheiden	差異	N;NOM	N
unterschiede	差異	unterscheiden	差異	N;NOM	N
unterschiede	差額	unterscheiden	差額	N;NOM	N
unterschiede	分歧	unterscheiden	分歧	N;NOM	N
angepasst	改編	anpassen	改編	V;V.PTCP	V
angepasst	定制	anpassen	定制	V;V.PTCP	V
haltung	態度	haltung	態度	N;NOM;FEM;SG	N
haltung	態度	haltung	態度	N;NOM;FEM;SG	N
haltung	態勢	haltung	態勢	N;NOM;FEM;SG	N
haltung	姿態	haltung	姿態	N;NOM;FEM;SG	N
haltung	姿勢	haltung	姿勢	N;NOM;FEM;SG	N
erfüllen	履行	erfüllen	履行	V;NFIN	V
normalen	普通	normal	普通	ADJ	ADJ
vorgeschlagen	推薦	vorschlagen	推薦	V;V.PTCP	V
erhebung	收藏	Erhebung	收藏	N;NOM;FEM;SG	N
erzählungen	故事	erzählingen	故事	N;NOM;FEM;PL	N
erzählungen	動態	erzählingen	動態	N;NOM;FEM;PL	N
darstellungen	插圖	darstellingen	插圖	N;NOM;FEM;PL	N
umsatz	收入	umsatz	收入	N;NOM;MASC;SG	N
umsatz	收益	umsatz	收益	N;NOM;MASC;SG	N
umsatz	稅	umsatz	稅	N;NOM;MASC;SG	N
umsatz	收入	umsatz	收入	N;NOM;MASC;SG	N
umsatz	週轉	umsatz	週轉	N;NOM;MASC;SG	N
oftmals	時常	oftmals	時常	ADV	ADV
oftmals	常常	oftmals	常常	ADV	ADV
oftmals	經常	oftmals	經常	ADV	ADV
anlegen	創建	anlegen	創建	V;NFIN	V
wächst	生長	wachsen	生長	V;IND;SG;3;PRS;FIN	V
wächst	成長	wachsen	成長	V;IND;SG;3;PRS;FIN	V
wächst	成長	wachsen	成長	V;IND;SG;3;PRS;FIN	V
wächst	生長	wachsen	生長	V;IND;SG;3;PRS;FIN	V
ausgeschlossen	排除	ausschließen	排除	V;V.PTCP	V
forschungen	研究	forschungen	研究	V;NFIN	V
aufgegeben	廢棄	aufgeben	廢棄	V;V.PTCP	V
aufgegeben	遺棄	aufgeben	遺棄	V;V.PTCP	V
aufgegeben	離棄	aufgeben	離棄	V;V.PTCP	V
szenen	場景	szenen	場景	N;NOM;PL	N
antiken	古老	antik	古老	ADJ;NOM	ADJ
schwierigkeiten	困難	schwierigkeit	困難	N;NOM;FEM;PL	N
schwierigkeiten	難度	schwierigkeit	難度	N;NOM;FEM;PL	N
schwierigkeiten	麻煩	schwierigkeit	麻煩	N;NOM;FEM;PL	N
schwierigkeiten	困難	schwierigkeit	困難	N;NOM;FEM;PL	N
schwierigkeiten	煩惱	schwierigkeit	煩惱	N;NOM;FEM;PL	N
gefördert	贊助	fördern	贊助	V;V.PTCP	V
bestes	最好	gut	最好	ADJ;NOM;NEUT;SG	ADJ
beschädigt	受損	beschädigen	受損	V;V.PTCP	V
durchsetzen	斷言	durchsetzen	斷言	V;NFIN	V
entwickelten	進化	entwickeln	進化	V;IND;PL;3;PST;FIN	V
lösen	解決	lösen	解決	V;NFIN	V
lösen	解決	lösen	解決	V;NFIN	V
erbe	遺產	erben	遺產	N;NOM;NEUT;SG	N
erbe	遺產	erben	遺產	N;NOM;NEUT;SG	N
erbe	遺產	erben	遺產	N;NOM;NEUT;SG	N
brauchen	需要	brauchen	需要	V;NFIN	V
vertrieben	流離	vertreiben	流離	V;V.PTCP	V
vertrieben	分布	vertreiben	分布	V;V.PTCP	V
